es	Relevant
"The Committee encourages the Executive Directorate to intensify its dialogue with Member States and regional organizations, in particular during its visits, on the formulation of comprehensive and integrated counter-terrorism strategies, the improvement and refinement of existing structures and the implementation of mechanisms to strengthen the capacity of States and organizations to articulate strategies, to take full advantage of country visits to advise Governments in the formulation of such strategies and to continue to work closely with the Office and the working groups of the Counter-Terrorism Implementation Task Force."	1
"âThe Security Council reiterates its readiness to impose sanctions on individuals and entities that provide shelter, finance, facilitate, support, organize, train or incite individuals or groups to commit acts of violence or terrorism against other States or their citizens in Somalia or the region, in accordance with its relevant resolutions, and other regional networks, as well as individuals, groups, undertakings and entities that do not break all their links with Al-Qaida and associated groups, including Al-Qaida in the Islamic Maghreb (AQMI), `Movement for Unity and Jihad in West Africa' (MUJAO) and Ansar Eddine, in accordance with resolution 2083 (2012)."	1
"5. Notes that such means of financing or support include, inter alia, the use of proceeds derived from criminal activities, including the illicit cultivation, production and trafficking of narcotic drugs and their precursors;"	1
"The Algiers Agreement obliges both parties, under article 1, paragraph 1, to âabstain from the use or threat of forceâ."	1
:: 12 July 2005: Defence Minister Elias Murr is injured and two others are killed in a car bomb attack in Beirut.	1
I ran to untie my cow.	0
The holding of the first open meeting of the Peace and Security Council on children affected by armed conflict and its proposal to appoint an African Union Special Envoy for Children in Africa also merited approval.	1
"At the 5898th meeting of the Security Council, held on 27 May 2008, in connection with its consideration of the item entitled âProtection of civilians in armed conflictâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"At the seminar, which took place at United Nations Headquarters in New York, the participating prosecutors were able to analyse the difficulties with which they routinely deal in prosecuting terrorist crimes, and to exchange information on the processes carried out against terrorists in an effective and satisfactory manner, respecting the rule of law and human rights."	1
"AQAP's ability to launch international attacks remains, but for now the impact of its activities is mainly limited to Yemen."	1
"Continuing its efforts to build local capacity and save, MINURSO has proposed that eight international posts and four United Nations Volunteers posts be converted to national posts in the 2008-2009 budget, and has also recommended the establishment of an archival unit comprising an international staff member and a national General Service staff member."	1
"On 2 November, 16 of the 20 persons arrested during an operation carried out by FDSM in Boulkessi (Mopti region), an area controlled by HCUA, informed MINUSMA that they had been severely beaten during interrogations."	1
"In a meeting with the Commissioner-General of the Government Humanitarian Aid Commission, Mr. Hassabo Mohammed Abdelrahman, on 12 January 2005, the Government of the Sudan confirmed to the Commission that there were a total of 1,651,000 internally displaced persons and 627,000 conflict-affected persons."	1
"Welcoming the establishment of the High Peace Council and its outreach activities within and outside Afghanistan,"	1
"In order to deepen the commitment of the United Nations in this area, the Council should request its principal counter-terrorism bodies (the Counter-Terrorism Committee Executive Directorate and the Analytical Support and Sanctions Monitoring Team) to focus on the threat posed by foreign terrorist fighters, inter alia, by assessing national efforts to implement international legal obligations in the fight against this threat."	1
"In situations of armed conflict, international humanitarian law dictates that the primary responsibility for protecting civilians and meeting their needs lies with the party under the control of the population."	1
"Timor-Leste On 10 May, the Special Representative of the Secretary-General for Timor-Leste, Kamalesh Sharma, briefed the Council at an open meeting."	1
A. Establishment of the integrated command centre	1
"Conceived as an internal mechanism to enhance expertise and coherence and contribute to activities related to the main work of the Executive Directorate, these clusters will initially be established in the following functional areas:"	1
"However, the potential of the Congolese Revolutionary Movement to restrict tangible progress in the stabilization of Ituri remains a matter of concern, in particular, given the inability of the Transitional Government to bring the leaders of the armed groups to justice and to prevent their movement through Uganda for the time being."	1
The Government is mandated to formulate and implement the overall policy of the country.	1
"(f) Actively participate in and support all activities undertaken within the framework of the United Nations Global Counter-Terrorism Strategy, including those of the Counter-Terrorism Implementation Task Force established to ensure overall coordination and coherence of counter-terrorism efforts within the United Nations system;"	1
220. The Commission recommends that special measures be taken to ensure the dignity and prevent the retraumatization of victims in judicial and non-judicial proceedings. VI. Conclusions and results A. Conclusions	1
The counter-terrorism measures that the international community has taken at the national and regional levels in accordance with relevant United Nations initiatives will lay the foundation for a global system to counter new problems and dangers under the auspices of the United Nations.	1
"Welcoming the progress that Burundi continues to make towards peace, stability and development, and emphasizing the need for the United Nations system and the international community, including the international financial institutions and Burundi's development partners, to maintain their support for the consolidation of peace and long-term development in the country,"	1
""" The Security Council reiterates the need for all stakeholders, including Governments and the donor community, to focus more intensively on the long-term impact of armed conflict on children and on obstacles to their full rehabilitation and reintegration into their families and communities, inter alia, by addressing the need to provide them with adequate medical care, improving the exchange of information on their programmes and best practices, and ensuring the availability of adequate resources, funds and technical assistance to support national strategies or action plans related to the protection and welfare of children as well as community programmes, bearing in mind the Paris Commitments to Protect Children from Illegal Recruitment or Use by Armed Forces or Armed Groups, with a view to ensuring the sustainability and long-term success of the response of their programmes to the issue of the release, rehabilitation and reintegration of all children associated with armed forces and armed groups."	1
"The report reports on developments since my last report on MINURCAT dated 30 July 2010 (S/2010/409), relating to the security and humanitarian situation in eastern Chad and the north-eastern region of the Central African Republic; progress made in the implementation of the tasks and benchmarks set out in paragraphs 2 and 3 of Security Council resolution 1923 (2010); and the implementation of the mandate of MINURCAT, including preparations for its withdrawal."	1
"His first decisions were to appoint the Deputy Chief of Police of Beirut, General Naji Mulaeb, in charge of the crime scene, and to assign him the task of removing all the bodies and injured persons from the scene, putting out the fires and, subsequently, removing everyone from the scene and closing it [witness statement]."	1
This reduction has generally occurred due to the natural death of some of those persons. Is it intended to claim that this is a positive trend and to wait for all of those persons to die before their return begins?	0
Establishment of support systems for victims of gender-based violence.	1
"As can be seen from the appendix to the present letter, regime forces have been particularly cruel in the city of Raqqa, where, under United States air strikes against ISIL, innocent civilians have been massacred on an unprecedented scale."	1
"However, the sanctions regime does not explicitly address this crucial aspect of military capability, although it is largely covered by existing export and arms control provisions adopted by Member States and multilateral institutions."	1
"(h) During the dialogue phase, the Ombudsperson shall take due account of the views of the designating States, as well as those of other Member States that have submitted relevant information, in particular those Member States most affected by the acts or associations that gave rise to the original designation."	1
"The Commission noted with particular alarm that attacks on villages, the killing of civilians, rape, looting and forced displacement have continued in the course of its mandate and considers that urgent action is needed to put an end to them."	1
It would also assist the Committee in assessing technical assistance needs with a view to finding more effective ways to facilitate the delivery of such assistance to Member States in need.	1
Both Council member States and non-members recognized the outcome of the Gaza reconstruction conference held in Cairo and stressed that reconstruction should be accompanied by measures to establish a lasting ceasefire that would put an end to the recurrent cycle of violence.	1
"At the 6066th meeting of the Security Council, held on 14 January 2009, in connection with the Council's consideration of the item entitled âProtection of civilians in armed conflictâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"As will be indicated later, this determination on Iraq's State responsibility is based on its violation of jus ad bellum (the prohibition of the threat or use of force, as set out in Article 2(4) of the Charter) rather than on its violations of jus in bello (violations of international humanitarian law), which constitute the main focus of the Eritrea-Ethiopia Claims Commission's determinations."	1
"Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, further polarizing the political spectrum and raising concerns that unrest in the Syrian Arab Republic may have a negative impact on the stability of Lebanon."	1
The Council requested the Government of the Democratic Republic of the Congo and MONUSCO to redouble their efforts to shield the protection of civilians and neutralize the armed groups still operating in the eastern part of the country.	1
"MINURCAT continued to carry out all operational tasks under its mandate, such as maintaining a rapid response capacity, protecting forces and keeping abreast of the situation around cantonment areas."	1
It is critical that post-conflict accountability help the country and society to cope with what has happened and communities to move forward.	1
"In the climate of terror created by death squads, political representatives fear that their militants will be kidnapped and detained."	1
"- Emphasize the importance of ending impunity for criminal violations of international humanitarian law and human rights law as part of a comprehensive approach aimed at achieving sustainable peace, justice, truth and national reconciliation."	1
The indication they give their followers is that they attack wherever they can and when they can.	1
The trial of General Sanogo is still under investigation; the investigation into the death of 16 preachers in September 2012 in a Malian armed forces camp in Diabaly continues; the summary execution of three Tuaregs in February 2014 in DjÃ©bock (Gao region) is under investigation and four Malian armed forces soldiers are still in detention.	1
"On 16 September, MINUSMA and UNICEF conducted an inspection of the armed elements of the MAA (Coordinator) and MNLA stationed in Ber (Timbuktu region) and identified five minors, aged 15-17, as well as two youths who were likely to have been recruited while still under age."	1
Terrorist networks forged in today's conflicts could pose a decades-long future threat.	1
I also urge Hizbullah leaders to end all efforts to acquire weapons and build a paramilitary capability beyond State control.	1
"The unit shares information with its counterparts in other countries, both directly and through law enforcement agencies."	1
"The Programme of Action contains concrete suggestions for improving national legislation and controls and international assistance and cooperation, and calls upon States to address the special needs of children affected by armed conflict."	1
"On 16 August, the Secretary of State for Youth and Sports opened the Youth Parliament (see S/2010/85, para. 105), a forum consisting of 130 young people (including 66 girls) aged 12 to 17 who will receive two years of leadership and representational skills training and will have the opportunity to participate in a dialogue on policy issues affecting young people."	1
"OSCE observers had witnessed continued fighting in many locations in Donetsk and Lugansk regions, with artillery fire and mortar fire often ravaging residential areas and causing civilian casualties."	1
"9. Notes the support of the parties to the Peace Agreement for the maintenance of the multinational stabilization force, as reflected in the declaration of the ministerial meeting of the Madrid Peace Implementation Conference of 16 December 1998 (S/1999/139, annex);"	1
"During the reporting period, information was received on alleged activities of the Indonesian army in the disputed border area of Oecussi."	1
"The fight against serious crime, including organized crime and corruption, has proved difficult for the Kosovo Police Service and the judicial system."	1
"After the coup, many Sudanese ended up in jail or exile."	1
The 1540 Committee experts held discussions with the United Nations Interregional Crime and Justice Research Institute (UNICRI) and the United Nations Institute for Disarmament Research (UNIDIR) on possible programmes and activities to support the effective implementation of resolution 1540 (2004).	1
"(iii) Enhancing the capacity of national authorities in [the affected area], including national police agencies, the judiciary and the prison system, to provide the necessary security for refugees, internally displaced persons, civilians and humanitarian workers, in accordance with international human rights standards."	1
"Accordingly, on 15 May 2012, the President of the Republic in Council of Ministers issued Executive Decree No. PCM 014-2012, article 1 of which states: âIn the official map of the Republic of Honduras with the limits determined in the territorial administration regime are the municipalities bordering the land border with the Republic of El Salvador, which include the following: In the Department of Ocotepeque: Ocotepeque, Sinuapa and Mercedes: in the Department of Lempira: Cololaca, Guarita, San Juan Guarita, Valladolid, la Virtud, Mapuloca, Virginia and Piraera: in the Department of IntibucÃ¡: San Antonio, Santa Lucia, Magdalena and Colomoncagua: in the Department of Peace: Santa Elena, Yarula, Murcala, CabaÃ±as, Santa Ana, Opatoro, Mercedes de Orienta and San Antonio del Norte: and in the Department of the Valley: Caridad, Aramecina, GoascorÃ¡n and Alianzaâ."	1
"The situation was described as follows: Deliberate attacks against women and girls, including gang rape, began during attacks on villages; women and girls were then abducted and kept confined for several days, during which they were raped; rape and other sexual violence continued during the flight and subsequent displacement of women, even when they left their villages or camps for internally displaced persons to seek firewood or water."	1
"However, the Government, as the highest policy-making body, also has the responsibility to address the critical problems facing these institutions."	1
"Cases of money-laundering and terrorist financing have been identified in which these new methods of payment have been used; however, States face difficulties in enacting laws and regulatory systems that are consistent with the characteristics of these methods of payment, which are evolving at an increasingly rapid pace."	1
Scope of the arms embargo: The Committee requests the Team to prepare a document to compile the experience of States in combating the threat of improvised and civilian explosives.	1
"Although rebel forces have also organized attacks, the Commission has found no evidence that they were widespread or regularly targeted at the civilian population."	1
"3. Directs the Committee to transmit to the Committee established pursuant to resolution 1988 all proposals for listing, de-listing requests and proposals for updating existing information relevant to section A (âTaliban associated personsâ) and section B (âTaliban associated groups and undertakingsâ) of the Consolidated List pending by the Committee at the date of adoption of the present resolution, so that the Committee established pursuant to resolution 1988 may consider those matters in accordance with resolution 1988;"	1
"That the request of the Government of Kuwait for a claim in respect of immovable property in respect of a detainee who died as a result of an application for late submission of the portion of the claim in respect of immovable property should not be accepted, and that the secretariat should be requested to inform the Government of Kuwait accordingly."	1
"Different activities have different views on the effectiveness of online terrorist training materials because even with highly complete and precise theoretical guidance, some practical training and experimentation are also needed to solve operational problems."	1
The parties conveyed to the mission their belief that the Ouagadougou Agreement had ended the armed conflict and that the remaining political crisis could be resolved only through elections.	1
The reason was the tense political atmosphere at that particular time: there was great mistrust of the Lebanese judiciary and criticism of the way in which the investigation was conducted.	1
There were no incidents of premeditated killings of children by armed forces or armed groups.	1
"Encouraged by the desire to continue to assist Lebanon in the search for the truth and in giving effect to the criminal responsibility of the participants in this terrorist act,"	1
"At the same time, despite the promises of the democratic transition process, it should not be forgotten that this is a highly responsible stage in the history of the Middle East, which requires maximum vigilance and hard work in order to rule out miscalculation and unpredictability of the future of the region."	1
“The Security Council expresses deep concern at tensions in Blue Nile and Southern Kordofan States.	1
We control the border by air surveillance and the troops are equipped with helicopters.	0
Uganda is concerned about the humanitarian situation in Darfur.	1
The decision to expel humanitarian workers and silence others with threats of expulsion or attempts to restrict the freedom of movement of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) is part of this policy of reducing the monitoring capacity of the international community.	1
"In a region as complex as it is vital to the maintenance of international peace and security, the authorities face great difficulties and constraints in responding to the demands and expectations of a population eager for reform."	1
"Significant progress has been made, but the complex political, economic and security climate continues to present enormous challenges to the elected leaders responsible for the normalization of our country."	1
"Equally worrying are reports of increased tensions between Government and opposition parties in the context of issues that are crucial for the future Kosovo, as well as the persistence of elements willing to resort to violence."	1
"The arguments of the representative of Armenia were particularly surprising because he had presented them to the Security Council, which, in 1993, had adopted four resolutions condemning the use of force against Azerbaijan and the occupation of its territories and demanding the immediate, complete and unconditional withdrawal of the Armenian occupying forces from all occupied territories of Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993))."	1
"“At its 5267th meeting, held in private on 21 September 2005, the Security Council considered the item entitled `The situation concerning Iraq'."	0
"As I said earlier, the application of double standards in dealing with terrorism and terrorist groups is also a matter of serious concern that seriously undermines the efforts of the international community in its fight against terrorism."	1
"Most people in the region rightly refuse to return to the previous status quo, since a truce based on such a limited outcome cannot be expected to be lasting."	1
We cannot fail to express our concern at the deterioration of the security situation in previously relatively calm regions.	1
"Not so long ago, in May this year, during a Council debate (see S/PV.6314) on the report of the Secretary-General (S/2010/169) on the United Nations Interim Administration Mission in Kosovo (UNMIK), we drew the attention of the international community to the fact that the situation in the province was by no means stable and of particular concern."	1
"Despite abundant evidence to this end, the United States Government has never at any time shown the intention to prosecute Posada Carriles for his terrorist actions."	1
"Of course, we are deeply concerned about the situation in the Southern Kordofan and Blue Nile States, given their geographical proximity to our country."	1
Regional imbalances in total voter registration rates should be a serious warning in this regard.	1
"“At its 6419th meeting, held in private on 10 November 2010, the Security Council considered the item entitled `The situation concerning Iraq'."	0
We condemn the repeated terrorist rocket attacks against Israeli civilian targets.	1
"However, we strongly call for greater efforts to follow up on information gathered from Member States as part of counter-terrorism efforts."	1
"Unfortunately, these warnings were ignored."	1
"At its 4132nd meeting, held in private on 25 April 2000, the Security Council considered the situation concerning the Democratic Republic of the Congo."	0
"Finally, we must caution that it is not in the interest of international peace and security for the international community, including the Security Council, to use the plight of the Arab peoples for their own sake and to effect regime change."	1
The meeting was called to order at 9.50 a.m.	0
"In view of the persistence of those complexities and that behaviour totally contrary to that required for a just solution, we must ask ourselves: How can we successfully conclude the peace process in 2009? We believe that the Quartet and the Security Council have a responsibility to design a practical mechanism to address issues in a situation in which one party repeatedly ignores appeals and fails to fulfil its obligations, putting us in a cyclical process with no end in sight."	1
The resolution reiterates the importance of fulfilling those obligations and emphasizes that neither party shall engage in any activity that would contravene those obligations or prejudice the final status negotiations.	1
"We consider the issue of strengthening the legitimacy of the Government crucial, as a cause-and-effect relationship has been established between that legitimacy and the elimination of resistance by informal actors and networks that characterize the nature of power in Afghanistan."	1
We condemn terrorism in all its forms and manifestations because it violates the most fundamental right of human beings: the right to life.	1
The report of the assessment mission notes increased concern about the humanitarian and economic impact of the crisis on the Sahel region.	1
"The unilateral declaration of independence was a rejection of both from the moment he was born, without life."	1
"The report mentions a number of developments, particularly in the security sector, which are of serious concern."	1
"At the same time, it is imperative that all Somali parties, especially the transitional federal institutions, honour their promises to resolve the enormous political, economic and security challenges before them."	1
Viet Nam is deeply concerned about the alarming deterioration in the security and humanitarian conditions in the eastern Democratic Republic of the Congo.	1
The situation concerning the Democratic Republic of the Congo.	0
"While we are pleased to note that some 10 million Afghan voters have already been registered, we remain concerned that a sufficient number of voters have not yet been registered in the south and south-east of the country, particularly for security reasons."	1
The meeting was called to order at 4.15 p.m.	0
"We are particularly concerned about the very small number of refugee returns, which are the most useful indicators for assessing the situation in the province."	1
"As the representative of Algeria had previously said, the draft resolution, which had not been adopted, contained a clear condemnation of all terrorist attacks against civilians, as well as all acts of violence and destruction."	1
"In order to camouflage these acts, they sometimes wear military uniforms in order to convey the erroneous perception that the official military component is responsible for such violence."	1
The meeting was called to order at 10.18 a.m.	0
"Their responsibility is more important than the warlord's direct responsibility, but less than that of others that are even more global in nature."	0
We are facing a situation that calls for urgent action.	0
"As stressed in the final communiqué of the London Conference, the Somali specialized courts would respond to this need."	0
The meeting was called to order at 3.20 p.m.	0
"We condemn the disproportionate use of force by the Israeli armed forces in densely populated areas, which has caused great suffering and loss to many Palestinian civilians, including children."	1
"“The Security Council insists that RCD-Goma shall be held responsible for any extrajudicial execution, including of members of civil society or persons detained in detention centres in the Democratic Republic of the Congo in Kisangani."	1
"These challenges, together, exert political pressure on Governments and have direct and dangerous implications for peace, security and stability in the affected countries."	1
"In that regard, I would like to emphasize once again that, unlike other well-known situations involving unfounded and illegitimate territorial claims, including those under the invented pretext of dealing with minority ethnic groups, the right to self-determination and the status of State of the Palestinian people has been recognized."	1
"“At the 4364th meeting, held in private on 5 September 2001, the Security Council considered the situation concerning the Democratic Republic of the Congo."	0
The meeting was called to order at 10.15 a.m.	0
This stalemate provokes political tensions and undermines the atmosphere of increasing confidence prevailing after the elections and the inauguration of President Martelly.	1
"For our part, we believe that the issue of legitimacy is directly related to the holding of the elections, whose preparations are under way in the Joint Electoral Management Body."	1
"At its 4183rd meeting, held in private on 3 August 2000, the Security Council considered the item entitled “The situation concerning the Democratic Republic of the Congo”."	0
"“The Security Council reiterates its condemnation of all targeted killings of Lebanese leaders committed in particular since October 2004, and demands an immediate end to the use of intimidation and violence against representatives of the Lebanese people and institutions."	1
"His delegation strongly condemned the carrying out of attacks against Palestinian civilians and the widespread destruction caused by the Israeli occupying forces in the northern Gaza Strip, while calling for an immediate end to those attacks and the urgent withdrawal of those occupying forces."	1
"The firing of Qassam rockets from Gaza continues, even as we speak; these rockets are deliberately targeting the civilian community, targeting innocent civilians, who are terrified while lying on their beds, sitting in the living rooms of their homes or taking their children to school."	1
"I would also like to reiterate that the four F-FDTL members who were convicted of murder in the shooting that resulted in the death of eight PNTL officers in 2006, one of whom was pardoned and the other three received reductions in their sentence, have not yet paid the widows of the victims the compensation ordered by the court."	1
"Such actions can be regarded as indirect participation in the deception of public opinion and contempt for the position of the Syrian Government with regard to events in its own territory, which is an irresponsible incitement to all kinds of violent acts, providing international cover for international terrorist acts committed by terrorist groups against Syria, its interests and its people."	1
"Let us speak frankly: these stories from the press, human rights groups and civilians on the ground raise great concern about the nature and magnitude of the conflict."	1
The leaders of the Provisional Institutions of Self-Government often evade their responsibilities under resolution 1244 (1999) and the Constitutional Framework.	1
"Among those concerns, one must highlight: the deterioration of the security situation in recent weeks and months."	1
"It is with greater concern that I must report today that, despite the considerable efforts made by UNAMID, the security situation in Darfur has not improved much."	1
The socio-economic challenges facing Afghanistan are important.	1
"Its themes include financing the electoral campaign, electoral activities and public order, access to the mass media and misuse of government resources for political purposes."	1
"Finally, the wide institutional, cultural, ethnic and spiritual diversity of several of the societies currently undergoing such profound and historical changes can raise specific security tensions and concerns."	1
A real understanding of the challenges facing each country is developing individually.	1
The meeting was called to order at 12.45 p.m.	0
The meeting was called to order at 1.20 p.m.	0
The meeting was called to order at 5.10 p.m.	0
The meeting was called to order at 10.10 a.m.	0
"""antagonism among political forces overshadows the country's recent democratic success and threatens its progress towards permanent stability."" (S/2011/540, para. 55)"	1
"In conclusion, the challenges facing Afghanistan are enormous, but we are making progress."	1
"There is concern about the deterioration in the standard of living of the population as a consequence of the difficulties that had to be faced in 2008, in particular the global food crisis and the scourge of hurricanes that ravaged the island."	1
"However, they also expressed concern that every time there is a sign of hope in the Middle East there is an escalation of violence and destruction."	1
"In particular, I would like to stress that the Taliban -- as his report concludes -- continue to pose a real threat to the reconstruction and stability of the country, and containing them is an essential aspect."""	1
"However, the country continues to face difficulties in its struggle for stability and development, including the security situation, the worsening humanitarian situation, challenges in the areas of the rule of law and human rights and the continuing violence that has resulted in the death of civilians, which continues to increase."	1
"Fourthly, piracy off the coast of Somalia is an international problem, requiring our collective efforts and contribution."	1
The Secretary-General unequivocally warns that none of the eight standards has been fully complied with so far.	1
"We categorically condemn this morning's ruthless attack on the shrines of Iman Ali al-Hadi and Imam Hassan al-Askari in Samarra, and share the indignation of the Iraqi people over that crime, which is another deliberate attempt by Al-Qaida to sow dissent and confront religious currents in Iraq."	1
"This means that secessionists continue to blatantly disregard international law, thus rejecting the universal principles of the Charter of the United Nations."	1
We emphasize the tragic consequences that those messages had recently had elsewhere on the continent.	1
"However, let no one be mistaken: my country is also ready to resist the unilateral declaration of independence unceasingly until a compromise solution is seen."	1
"As at 23 June, over 1.1 million people had crossed Libya's borders into Tunisia, Egypt, the Niger, Algeria, Chad and the Sudan."	0
The meeting was called to order at 3.15 p.m.	0
Administrative reform at the national level so far does not represent an improvement.	1
We emphasize the issue of violence to express our impatience regarding the urgency of finding satisfactory solutions to the enormous challenges to the unity of Iraqi society.	1
I am concerned that this vote and this stalemate in Parliament could undermine the important achievements that Somali stakeholders and their partners have made.	1
"In all those talks, I was encouraged to find a convergence of views: we were all amazed at the many progress that Liberia has made since the fighting ended in 2003, but we are all fully aware of the daunting challenges that Liberia still faces and that, ultimately, we cannot take anything for granted."	1
"Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian Special Court process, further remedial action would be required to ensure justice."	1
It is unacceptable and also runs counter to the ban on landmines publicly declared by anti-government forces.	1
"In their public statements, Colonel Khaddafi and his family have continued to threaten citizens with civil war and the possibility of mass killings if protests continue."	1
""" The Council condemns all attacks by local and foreign armed groups that threaten the population and threaten the peace and stability of the Central African Republic and the subregion, including the attacks against Birao perpetrated by the Patriots Convention for Justice and Peace on 19 July and 24 November."	1
"The Israeli people, who had hoped that Israel's withdrawal from Lebanon -- which was certified by this Council six years ago -- would result in security along its northern border, are subjected to constant rocket attacks by Hezbollah, which increasingly penetrate Israeli territory."	1
"The number of attacks against national and international security forces, officials of public institutions and humanitarian personnel has increased, and attacks on polling stations and threats against registration teams have increased."	1
"This became clear in the recent incidents of DIS indiscipline, namely the alleged killing of a civilian by a DIS commander in Farchana on 22 March."	1
We note that the enduring challenges faced by the police in Timor-Leste should not be underestimated.	1
"At the same time, my delegation believes that the elected representatives of ethnic minorities in the Assembly, in particular the Serb representatives, would achieve better results and greater benefits for their electorate if they adopted a more participatory attitude, rather than withdrawing from the legislature when faced with a difficult situation."	1
We should not underestimate the threat posed in Afghanistan by the destabilizing activities of the Taliban and Al-Qaida.	1
"Although neither side seems willing to return to war, there is a worrying pattern of escalation of tension and destabilization that could lead to large-scale confrontation and endanger the lives of civilians."	1
"Nevertheless, the situation within Kosovo is still worrying."	1
"Like other speakers who preceded us and in line with the statement made by High Representative Ashton, we condemn the act that led to the death of Mr. Dzeković and the wounding of others during the protests that took place on 2 July in northern Mitrovica."	1
The meeting was called to order at 11.25 a.m.	0
We urge Israel to cease its military incursions into Gaza.	1
"South Africa stresses that, given the magnitude of these challenges, a comprehensive strategy incorporating security, humanitarian assistance, good governance and socio-economic development is needed."	1
Recent developments in the region confirm the concerns systematically conveyed to the mission by its interlocutors.	1
We have also noted that the spiral of violence has forced entire populations to move to escape violence.	0
Those acts were absolutely unacceptable; the Palestinian Authority must put an end to such attacks and bring the perpetrators to justice.	1
"During our previous debate, Belgium had shared the concern expressed by the Secretary-General about the dangers posed by violence in Iraq to a society, institutions and political process that remain fragile."	1
We urge the Palestinian Authority to make every effort to put an end to these attacks.	1
"In conclusion, while Timor-Leste has made significant progress, it still faces many serious challenges in its efforts to establish a stable democracy and develop its economy."	0
The Palestinians and Arab countries must give Israel the necessary and reliable guarantees of its security as a State.	1
This is obviously because the States concerned rejected their measures.	1
"It is important to give women, who are the first victims of violence in all its manifestations, a leading role in peacekeeping and peacebuilding, and it is even more important and urgent to do so in the conflict prevention process."	1
"However, challenges remain on the road to lasting peace and stabilization in Darfur."	0
These actions have been undertaken in spite of the clear position taken against them by the Special Representative of the Secretary-General and in defiance of the provisions of the United Nations and the Security Council.	1
The alarming situation with regard to drug trafficking calls for other measures.	0
The challenge is to ensure that our outrage is translated into determined and determined action that bears rapid and measurable fruit.	0
They insist on treating the case as a simple immigration offence.	1
"I repeat again today what I said on 31 January (see S/PV.6710), it is unacceptable that the Council should be prevented from assuming its responsibilities."	1
His mission represents the last opportunity to prevent a crisis from unfolding in Syria.	0
"This occurred despite repeated condemnations of these inhumane acts in Council resolutions 1820 (2008), 1888 (2009) and 1960 (2010), which became beacons of hope for millions of women and girls who were abused worldwide."	1
"The second is to call once again, as a matter of urgency, for the Security Council to take essential steps to stop the bloodshed in Syria."	1
"Faced with this clear situation of threat to international peace and security, we hope that the Security Council will act without the double standards that characterize it on this subject and adopt, urgently and decisively, the draft resolution submitted by Algeria on behalf of the countries that make up the Arab Group."	1
"The President (spoke in Spanish): In accordance with the usual practice, I would like to remind all speakers to limit their statements to a maximum of five minutes in order to enable the Council to carry out its work diligently."	0
"In our view, it is not cross-border infiltrations that are resulting in extremist violence in Afghanistan, including in the south and south-east."	0
The meeting was called to order at 4.10 p.m.	0
"The report before us is a difficult reading, but it also sets a challenge."	0
"In conclusion, in the context of world peace and the Middle East, I would like to stress that, while we understand all the different needs emanating from security, it would be better for that region and the entire world to avoid the situation in Iran becoming a conflict, because it would be the kind of conflict that would have a very regrettable impact on the world and could be the straw that filled the glass -- as the proverb says -- of world peace."	0
"We are deeply concerned that violence in the Middle East continues to be perpetrated against each other, despite the fact that the international community and the Security Council have clearly expressed their abhorrence of that situation."	1
"In order to complete the transfer process, a number of logistical requirements must be met."	0
"Given its current political status, Kosovo remains far from foreign direct investment and does not qualify for the programmes and assistance of the International Monetary Fund and the World Bank, which would have a direct impact on the development of a stable and efficient economy."	0
This is an important step in the right direction.	0
"Furthermore, tensions at the border could lead to serious violence during the migration period, particularly in the Abyei Area, from which neither side has fully withdrawn."	0
"This would entail stronger measures with regard to the eviction of those who, with the threat of violence, are using Serbian property illegally."	0
"The first is that the demands for human rights and freedom are universal and will extend for themselves over time, as they are fundamental human aspirations."	0
"We urge all Member States to take immediate steps to comply with the obligation contained in resolution 2036 (2012) to ban trade in Somali charcoal, particularly by the most active elements in that trade."	1
"Israel has legitimate security concerns, but these can only be addressed fully effectively through a negotiated agreement."	0
"At the same time, we are concerned by the observation in the report that the work on the demarcation of the land border between Timor-Leste and Indonesia is not proceeding expeditiously."	0
"This is important in strengthening the Mission's capacity to provide genuine protection to the Congolese civilian population, which is the victim of an obvious humanitarian disaster, as stressed by Mr. Doss, and of massive human rights violations, including acts of violence directed against women and children."	1
"Given its role as a leading country in these efforts, the United Kingdom knows, perhaps better than others sitting around this table, how immense the long-term challenge of the fight against drugs is."	0
That is why I have focused more on the part of the opportunities than on the challenges in my speech.	0
Measures that could weaken confidence or damage the outcome of negotiations should be suspended and reversed.	1
"The siege must be lifted immediately so that the civilian population in Gaza can have access, essentially, to water, jobs, trade, medical care and education, in short, access to their basic needs."	1
I would like to remind speakers that they should limit their statements to a maximum of four minutes so that the Council can carry out its work expeditiously.	0
My delegation is concerned that the security situation in Iraq continues to deteriorate.	1
We must reject any attempt to undermine the sovereignty and territorial integrity of Somalia.	1
Terrorists have therefore failed to achieve their strategic goal of preventing many volunteers from coming to rebuild the country.	0
We were even hampered in condemning the violence and in adopting a peaceful plan drawn up by Syria's own neighbours.	1
"The fact that both sides, the Republic of the Sudan and the Republic of South Sudan, use rhetoric intensively, is a matter of concern."	1
Egypt once again demands that Israel immediately cease its attacks on Gaza.	1
