en	Relevant
2. Implementation of resolution 1624 (2005)	0
2. Analysis and evaluation 94 - 96 35	0
"Violations of this law are punishable under Articles 231, 249 to 253 and 263 to 284 of the General Law on Customs and Taxes;"	0
"The situation in the occupied Arab territories (May 4, 1976; July 13, 1998)."	0
"To be held on Monday, March 27, 2006, at 10:00 a.m."	0
23. Decides that all Member States in which there are:	0
"ORIGINAL: ENGLISH LETTER DATED DECEMBER 3, 1998, ADDRESSED TO THE"	0
The team subsequently inspected all the factory premises.	0
11. Decides to remain seized of the matter.	0
c) Organization of Jordanian Afghans (from Al-Hashaike)	0
c) Adjustment for insufficient evidence 182 49	0
"Saudi Arabia multiplied the reported value of production loss per hectare by the total number of hectares to obtain a total production loss of approximately 6,124 metric tons."	0
"(c) Water and electricity and overtime (5,357,643 riyals)"	0
"The European Union congratulates ECOWAS, its Chairman, President John Kufour, its Executive Secretary, Mr. Mohamed Ibn Chambas, and the Mediator, General Abdusalami Abubakar, for their tireless work leading to this successful outcome."	0
"To be held on Friday, March 16, 2001 at 6:40 p.m."	0
"According to the claimant, he was not able to resume his activities until after June 30, 1991."	0
"16. The situation in the occupied Arab territories (May 4, 1976; July 13, 1998)."	0
"45. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
The team left the Nineveh Palace Hotel in Mosul at 9:00 a.m. and arrived at the Saddam Dam project.	0
"At this stage, this option is not feasible, as it is estimated that a complete census could take up to five years, including preparation time."	0
"4) At 1415 hours on 9 April 1998, a formation composed of two US aircraft dropped 8 thermal flares over the city of Mosul."	0
"S/RES/1910 (2010), para. 12."	0
"f) Encouraging it, with the support of the United Nations:"	0
A photograph of this cairn is shown in appendix F.	0
"AN-26 (Sudan Armed Forces with registration number 7705) at Khartoum International Airport on June 21, 2007."	0
There are also some smaller groups that do not appear to be linked or associated with others.	0
"Figure I compares income and expenses for fiscal years 2004/05, 2006/07 and 2008/09."	0
Adoption of revised guidelines in accordance with resolution 1904 (2009)	0
"To be held on Wednesday, July 20, 2011, at 10.00 a.m."	0
"- The Dushanbe Declaration of the Heads of State of the Russian Federation, the Republic of Kazakhstan, the Kyrgyz Republic, the People's Republic of China and the Republic of Tajikistan of July 5, 2000;"	0
"If they have occurred in the relevant period, such losses clearly fall within the scope of paragraph 21(c)."	0
Miners can sell diamonds to authorized dealers or traders.	0
Powers of the members of the Government	0
Supplementary Protocol II to the European Convention on Mutual Assistance in Criminal Matters;	0
"3. Abdoulaye Cissoko (Mali, aviation expert)"	0
c) Adjustments in unit costs and contingency calculations;	0
"The situation in Somalia (March 17, 1992; May 26, 2009)"	0
"Humanitarian aid workers have brought water purification products to Bangui and are distributing essential medicines, obstetric and surgical supplies and food to hospitals in the city."	0
"However, previously there was a mixed group of law enforcement agencies composed of senior officials from the aforementioned institutions."	0
The Panel obtained a copy of Mr. Dragaš' passport from Belgrade and verified that his passport number matched the hotel registration number in Monrovia.	0
His previous experience with the United Nations and his in-depth knowledge of the Balkan region make him the ideal person for the job.	0
The Group was unable to estimate the size of the Kabila camp because the FARDC had built its own barracks there and had removed traces of the old camp.	0
B. Democratization and electoral process	0
"10. Decides that the terms of reference for UNMIL shall be as follows, in order of priority:"	0
The review is expected to be completed in mid-2005.	0
236. The Monitoring Group met twice in Nairobi with members of the World Bank country team.	0
The situation in Côte d'Ivoire (20 December 2002; 29 October 2014)	0
There are no conditions for hawala.	0
Transport Regulation of 29 November 2002 on the transport of dangerous goods on public roads (Transport Regulation; SR 741.621).	0
3. To invite member states to consider reopening their embassies in the Somali capital;	0
"Welcoming the efforts made by the ICGLR Chair to organize the Extraordinary Summits held on July 15, 2012, August 7-8, 2012, September 8, 2012 and October 8, 2012 to address the situation in eastern DRC,"	0
"13. The Transitional Darfur Regional Authority has been formed, chaired by the Senior Advisor to the President of the Republic."	0
Nine ASEAN States are parties to four aviation-related instruments.	0
"Instead, the Group has decided to limit itself to three specific issues, which are discussed below."	0
"To be held on Friday, February 9, 2001 at 12:55 p.m."	0
The only reasonable course of action will be to replace it with a new roof.	0
"To the extent that listing depends on such materials, the issue of access is of critical importance in relation to due process."	0
"Total cash resources (demand and time deposits and cash pool) were US$955.90 million at December 31, 2009, compared to US$1.04 billion at December 31, 2007, a decrease of 8%."	0
Son of: Wasna Injai and Quiritche Cofte	0
"To be held on Wednesday, January 16, 2008, at 3:00 p.m."	0
"To be held on Thursday, October 30, 2008, at 12:35 p.m."	0
"After its merger with the Communist Party of Nepal-Unity Center (Masal) on January 13, 2009, CPN-M changed its name to the Unified Communist Party of Nepal-Maoist (UCPN-M)."	0
"In addition, the second documentary in a series produced internally by the outreach program, entitled ""Crimes before the International Tribunal for the Former Yugoslavia: Prijedor,"" was released in April 2013."	0
"The cash pools do not invest in derivative instruments, asset-backed or mortgage-backed products, or equity instruments;"	0
"In total, 353 cargoes were loaded for a volume of 399 million barrels, and revenues generated amounted to US$5,056 million."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"At present, such payments do not appear in the State's budget estimates, so there is no trace of either the volume of the funds or their destination."	0
"On February 12-13, UNSOM, together with UNSOA, UNDP and the United Nations Office to the African Union, held a retreat with the African Union and AMISOM near Addis Ababa."	0
"Order of Merit Terra Mariana, 1st class with Collar, Republic of Estonia, 2000."	0
"Finally, it should be noted that they are included in the list of the aforementioned legal provision:"	0
"The situation in the Middle East (see S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43, and 44; S/11185/Add.14 to 16, 21, 42/Rev.1 and 47; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; S/12269/Add.12, 13, 21, 42 and 48; S/12520/Add.10, 11, 17, 21, 37, 39, 42, 47 and 48; S/13033/Add.2, 16, 19, 21, 23, 34, 47 and 50; S/13737/Add.15, 16, 21, 24 to 26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; S/14840/Add.8, 21-25, 27, 30-33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; S/16270/Add.6-8, 15, 20, 21, 34, 35, 40 and 47; S/16880/Add.8-10, 15, 20, 21, 41 and 46; S/17725/Add.2, 15, 21, 28, 35, 38, 43 and 47; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2-4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; S/2001/15/Add.5, 22, 31 and 48; S/2002/30/Add.4, 21, 30 and 50; S/2003/40/Add.4, 25, 30, 51; and S/2004/20/Add.4, 26, 30, 35, 42 and 50; and S/2005/15/Add.3, 6, 13 and 16; see also S/2000/40/Add.39, 44, 46, 47 and 50; S/2001/15/Add.11-13, 34, 47 and 50; S/2002/30/Add.3, 7, 8, 10, 12-15, 17, 20, 23, 24, 28, 29, 37, 38, 45 and 50; S/2003/40/Add.2, 3, 6, 11, 15, 20, 23, 25, 28, 29, 33, 37, 40-42, 46 and 49; S/2004/20/Add.2, 3, 7, 11, 12, 16, 16, 20, 25, 28, 29, 32, 37, 40, 42, 46, 49 and 50; and S/2005/15/Add.1, 3, 6, 7, 9, 11 and 15)."	0
"Kommersant FM, Russian radio, November 19, 2011"	0
"Group II: Group II, composed of five inspectors, left the Canal Hotel in Baghdad at 0825 hours and reported to Ar-Raya Public Company, a Military Industries Agency company located in the Tayi area, 20 kilometers north of Baghdad."	0
Penalty: deprivation of liberty for a period of six months to five years.	0
"Inaugural address by H.E. Mr. Amre Moussa, Secretary General of the League of Arab States"	0
Vice Presidents: Portugal and South Africa	0
"To address the different situations in south-central Somalia, ""Puntland"" and ""Somaliland"", the program consists of three volumes, one for each geographical area."	0
"Technopromexport's argument is that the equipment and material were shipped ""c.f."" (cost and freight)."	0
"October 16, 2010 to April 20, 2011"	0
"To be held on Monday, December 22, 2008, at 11:53 a.m."	0
Each of these was considered with reference to the issue of notification.	0
http://www.iaca.org/Publications/Documents/ Conventions/cppnm_status.pdf	0
"In 1997 it dropped to half a million and later increased to more than 640,000 in 2002."	0
Implementation of the United Nations Human Rights Due Diligence Policy	0
"In this regard, the Government has prepared the following bills:"	0
Quality of the List and procedures for listing and de-listing names	0
I would like to point out three things with respect to these issues.	0
These costs are summarized in table 23 below.	0
The Bill has been referred to a Special Committee which has been mandated to seek public opinion on its contents.	0
Sepanir Oil &amp; Gas Engineering Company	0
The Working Group held its sixth session on December 13 in Sukhumi (see paragraph 11 below).	0
c) Other data and documents as determined by the Bank.	0
g) Books and reference material	0
60. Matar Saket Mater Al-Mayai Al-Anezi	0
"CNN, television channel; Dominic Robertson, British journalist, January 8, 2012."	0
"Resolution 1318 (2000), annex, sect. VI, para. 1."	0
The new democratic Government of Pakistan is sensitive to the sentiments of our people.	0
"Under the GCA, firearms cannot be purchased by those convicted of felonies or family violence."	0
"The German vessel BBC China, sailing under the Antiguan flag, was diverted from its route to an Italian port and searched."	0
"In addition to the SPLM, some other parties in the southern region have also joined the Government of National Unity."	0
The Government may request exceptions to this rule in the case of inhabited agricultural areas located in this strip.	0
These resources will consist mainly of:	0
"""Report of the Secretary-General on the United Nations Integrated Mission in Timor-Leste (S/2008/26)""."	0
2. The situation in East Timor	0
c) Support the implementation of the Roadmap for Transition;	0
He then took samples from a tank and from all production points in the factory.	0
"In 2003, the Public Prosecutor's Office held the following courses in Buenos Aires:"	0
"To be held on Friday, October 4, 2002, at 10:30 a.m."	0
"Again, an Italian technician was seen assembling the helicopter and testing the engine and rotor."	0
The terms of reference of the mission are contained in the annex to document S/2004/891.	0
"Foreigners arriving in Viet Nam are required to comply with relevant laws on entry, exit and residence in Viet Nam."	0
c) Residual values 289 - 292 79	0
"To be held on Wednesday, January 14, 1998, at 1:05 p.m."	0
2. The situation in Sierra Leone	0
"To be held on Tuesday, April 24, 2012, at 10:00 a.m."	0
"B. Facilities, logistics and support The Mission has initiated the planned transition from MNFOR-managed facilities to Mission-managed premises."	0
"To be held on Monday, April 28, 2014, at 10:00 a.m."	0
138. Nasser Fahed Mohammad Al-Ajami	0
"Ratified by Morocco on April 10, 2001;"	0
"In addition, the Government of Egypt has included Javad Rahiqi, an Iranian citizen whose name appears in resolution 1929 (2010), on the list of persons banned from entering the country."	0
:: Number of inhabitants: 6.750.000.	0
- Customs Law of the People's Republic of China	0
"2. In the case of devices to explode them: quantity, class, brand and other identification data of each unit."	0
1.8 Extraterritorial Crimes Act 1976;	0
"The vulnerability of the civilian population has been further exacerbated by the shortage of basic social services and infrastructure, including roads, schools and health centers."	0
These projects remain essential for UNIFIL to gain the trust and support of the local population.	0
P. Al Khafji Municipality (UNIC Claim No. 5000226)	0
"Fusas stated that ""the structures and equipment manufactured for the Mamoon plant were stored outdoors outside Fusas' manufacturing workshop in Turkey."""	0
"The following video footage shows the UAV operating in Darfur on August 27-28, 2008."	0
18. Decides to remain seized of the matter.	0
The situation in Mali (4 April 2012; 20 May 2014)	0
"On July 28, Prime Minister al-Maliki ordered the replacement of Basra Governor Muhammad al-Eaeli, a senior Fadhila Party official."	0
"Yomiuri, Japanese newspaper; Tao Shigeki, Japanese journalist, February 24, 2012."	0
"It is estimated that, for the year 2000, the debt service/export ratio was 55%."	0
The two Heads of State took the opportunity to review bilateral and multilateral issues together.	0
"8. The situation in Somalia (March 17, 1992; August 25, 2010)."	0
"The Larnaca, Cyprus facility was closed on June 22, 2004."	0
"Structural reforms of state institutions, including financial reforms"	0
Everyone was questioning their own destiny.	0
"a) The identification data included an abbreviated alias and an address that was not updated, but not the unique business registration identifier;"	0
:: Convention on the Physical Protection of Nuclear Material (CPPNM)	0
"S/RES/1923 (2010), para. 4"	0
3. The map issue will be discussed by the HLAG with the two Chairmen.	0
10. Summary table for the General Customs Administration 79	0
"The team, composed of 15 inspectors, left the Canal Hotel in Baghdad at 8:00 a.m. for Al-Qadisiyah University in Al-Diwaniyah (Al-Qadisiyah Governorate)."	0
I am pleased that you remind us that this is the fourth anniversary of resolution 1244 (1999).	0
:: Report submitted to the Committee established pursuant to resolution 1267 (1999) of 24 June 2002 (S/AC.37/2002/67);	0
This situation is aggravated by the significant increase in commodity and seed prices.	0
X. CLAIM OF FREEPORT MCMORAN RESOURCE PARTNERS	0
329. The IPG presented a comparative table of these same expenditure categories from 1987 to 1990.	0
"To be held on Wednesday, April 30, 2008, at 10:25 p.m."	0
"An estimated 800,000 young people are unemployed, unpaid or underemployed."	0
SRB: producer's name (e.g. Slavko Rodić-Bugojno)	0
Applicability of criminal law outside the territory of Latvia	0
"We wish them all the best, as we have been doing for more than 11 years."	0
Mr. Serry is a career diplomat with more than two decades of experience.	0
"But if we had given up at that time, the consequences for all of us would have been far worse than what we suffered during those terrible days in January 1999."	0
"Since then, only two of these centers have opened."	0
"Joseph Asoka Nihal de Silva Until December 31, 2010"	0
"On September 12, the Federal Government appointed Yussur Abrar as Governor of the Central Bank, the first woman to hold this position."	0
"Reimbursement of troop and contingent-owned equipment costs for the periods ended August 31, 2010 and June 30, 2010, respectively, has been made in accordance with the quarterly payment schedule."	0
1. Ingots or bars having a size of 100 mm or more in each dimension;	0
iii) Provide logistical and air support;	0
":: More than 3,000 tons of precursor chemicals;"	0
Annexes* I. Organizational chart of the Central Reserve Bank of Fiji.	0
"However, Eritrea demanded new preconditions which, moreover, caused perplexity among the facilitators."	0
The definition of property contained in the bill is as follows:	0
"June 29, 1999 RESOLUTION 1251 (1999)"	0
"A total of 200,000 m2 of land and 49 villages have been flooded, including 10,406 houses, which have been partially submerged."	0
"1.1 Nauru is a nation located on a single island in the central Pacific, about 41 kilometers south of the equator at 0° 32' south latitude and 166° 56' east longitude."	0
Construction has begun on several support centers.	0
"Since the fall of the Siad Barre regime in 1991, Somalia has lacked a functioning central government."	0
"II.A1.010 Resin-impregnated or pitch-impregnated fibers (prepregs), metal or carbon-coated fibers (preforms) or ""carbon fiber preforms"", as follows:"	0
11. Decides to remain seized of the matter.	0
Ammunition depots and logistics and maintenance bases were opened for inspection.	0
"To be held on Wednesday, October 28, 2009, at 12:55 p.m."	0
"To be held on Wednesday, June 25, 2014, at 3:00 p.m."	0
Saleh Mathal Jasser al-Mutairi	0
- The situation in the Central African Republic;	0
The frequency of verification through on-site inspections and the severity of disturbance caused by these activities may vary.	0
Note 11 Investigation by the Independent Investigation Committee	0
"In this regard, see paragraphs 95 to 102 below)."	0
"At 11:30 a.m. on October 5, 1998, a U.S. formation passed the sound barrier over the Mosul region."	0
1. By an official who has used his or her official position;	0
- Operational components of the financial system;	0
"United Nations Logistics Base at Brindisi, Italy"	0
"However, these proposals are not enough."	0
"He also traveled to Algiers and N'Djamena on September 9 and 11, respectively."	0
The revised list was also posted on the Committee's Web site.	0
"c) to the Republic of Cyprus, for its Ministry of Communications and Public Works: US$ 60,581;"	0
"- On December 14, 1998, the PLO Charter was amended."	0
Those included in treaties concluded with other States (Article 6 No. 8 of the COT).	0
f) One 13-strong medical unit from Germany;	0
- Operational components of the financial system;	0
"The Group estimates current Liberian production to be between 130,000 and 150,000 carats per year."	0
"The communiqué on the meeting was issued on November 18, 2003 (S/PV.4860)."	0
ZC Mitrovicë/Mitrovica (demarcated on maps III B and C)	0
":: 75% of Syrians live in poverty, and more than half of the population lives in extreme poverty."	0
These same demarcation lines have since then constituted the borders of Eritrea.	0
"The course concluded on September 17, 2010."	0
1. Paragraph 7 of resolution 1556 (2004)	0
4. Loss of profit in respect of future contracts 151 - 153 153	0
"Memorandum dated December 1, 1998 on the situation of the"	0
3. Loss of profit with respect to a certain contract	0
Mubarak Saleh Herzan Malis al-Mutayri	0
"Under the first phase, US$20.2 million has been allocated to the water and sanitation sector in the three northern governorates."	0
No listed individuals or entities have been identified within the territory of Malta.	0
Access to the data will be possible as of April 2003.	0
Particular emphasis should be placed on the need for local institutions to take into account and respect the opinions and interests of all communities.	0
"On the socioeconomic front, the current global economic and financial uncertainty, as well as the debt crises, are seriously undermining our efforts to improve the economy with the desired speed."	0
"2. The situation in the Middle East (July 18, 1960; June 30, 2011)."	0
"Abdul Kabir, son of Mohammad Jan (TI.A.3.01)"	0
"November 20-21, 2014, Frankfurt (Germany)"	0
"The next hearing will be held on June 7, 2007."	0
"Report of the Secretary-General on the situation in Abyei (S/2012/722)""."	0
Oil Pipelines Company - US$ 5 million	0
4. The Group wishes to include in this Summary:	0
"On June 25, 2006, Prime Minister Nouri Al-Maliki unveiled the National Reconciliation Plan."	0
"However, the Monitoring Group received a substantive response from the Government of Yemen (annex XVI), dated 30 September 2006."	0
"S/RES/1820 (2008), para. 5"	0
Jean-Marc de la Sablière (France)	0
"To be held on Wednesday, January 10, 2001, at 10:00 a.m."	0
"(d) Appointment of judges, the Prosecutor, the Deputy Prosecutor and the Registrar"	0
This is particularly relevant for the installations listed below.	0
Law No.29(I)/2004 on the Safe Transport of Dangerous Goods.	0
III. African Union Mission in Somalia	0
"Diplomatic passport of Liberia, No. 000275, date of issue January 11, 1998, expiration date January 10, 2000."	0
It is responsible for overseeing the transit of passengers and cargo arriving into the United States from abroad and departing from the United States.	0
Libya is still in a post-revolutionary transition phase.	0
":: Restrictions or regulations, if any, on the movement of precious objects, such as gold, diamonds and other related items."	0
"The Ministry of Foreign Economic Relations of the Republic of Serbia, for its part, drafted a bill in the course of 2002."	0
:: It is more difficult to detect a shipment by air because the transit time is short;	0
"Date of birth: January 20, 1955"	0
"2. Customs Code of the Republic of Kazakhstan of 2003, article 19, para. 12."	0
To the Government of the Republic of Chad	0
"This is our inherent right; indeed, it is our duty."	0
"The workshop, organized by the United Nations Office on Drugs and Crime (UNODC) and the Government of the Republic of Djibouti, was held in Djibouti from March 14-16, 2006."	0
"Given the comparative advantages, programmatic and operational tasks would be carried out mainly by UN agencies, in close collaboration with the mission."	0
"For example, the recent approval of six additional gas turbines to be installed by the end of August 1999 at the Mullah Abdullah power plant will supply an additional 220 MW to the national power grid."	0
2. Analysis and valuation 333 - 334 87	0
"The equipment included in article 13 may be exported as part of manned aircraft or satellites, or in appropriate quantities to be used as spare parts for manned aircraft."	0
"To be held on Wednesday, May 7, 2014, at 10:00 a.m."	0
34. Mr. Abed-Diam gave this account of what happened:	0
"Convention Relating to the Status of Refugees of July 28, 1951."	0
The technician noted that the Office's external hard drive is only connected to the DeBeers-supplied ID card system and is not being used as a backup for the entire system.	0
b) Stolen vehicles	0
The United Nations mission in Nepal is expected to be a specific mission of limited duration.	0
e) Bahrain and Qatar 69 - 70 23	0
J.-B. Gatete Burgomaster of Murambi	0
"This report covers the period from February 1 to April 30, 2010."	0
"51. The situation in Mali (April 4, 2012; October 8, 2014)."	0
In most cases these rules were limited to matters relating to their tax status.	0
:: The Committee of Experts on the Evaluation of Anti-Money Laundering Measures (PC-R-EV) of the Council of Europe;	0
d) Convention on the Physical Protection of Nuclear Material;	0
"Other financial intermediaries (notaries, accountants, for example)."	0
"Access to the Abyei area will be significantly obstructed during the upcoming rainy season, as both the routes from Wan to Abyei and Kadugli to Abyei are routinely closed due to heavy seasonal rains."	0
2. Losses related to the payment of	0
"In its Judgment of 4 February 2013, the Appeals Chamber reversed the conviction of Justin Mugenzi and Prosper Mugiraneza, handed down on 30 September 2011 by Trial Chamber II."	0
"In December 2003, the Federal Ministry of the Interior created a project group (on comprehensive prevention strategies)."	0
"(c) Mission planning throughout the life cycle of each mission, including transition planning."	0
"Use of reserve from January 1, 2006 to December 31, 2009"	0
"b) Inclusiveness, in order to incorporate all stakeholders;"	0
This city is equidistant between the Arab East and the Arab West and at the very heart of the Arab world.	0
"b) Furniture, fixtures and office equipment"	0
Sequence of orders and amount due Payments by order of Bank References Method of shipment and date	0
1.11 Paragraph 2 (c) of the resolution	0
V. Resulting Workload (defendants on trial or awaiting trial)	0
"On March 6, the members of the Council observed a minute of silence in memory of the late President of the Bolivarian Republic of Venezuela, Hugo Rafael Chávez Frías."	0
The annual examination for 2012 consists of two parts.	0
"This Agreement has been made in two original copies, in the Serbian and Croatian languages, both being equally authentic."	0
B. Activities of the Appeals Chamber (annex IV)	0
The number of civilian casualties caused by ISAF decreased by 62% compared to the same period in 2011.	0
"The Concept of Operations will also help donors decide on their further support to the Mission at the pledging conference to be held on July 7, 2006 in Brussels."	0
"To date, they have not provided any compelling evidence to support their position on the issue."	0
"Botan Ise Alin ""Haaraan Kunaar"", Minister of Militia Training and Education of the TFG"	0
:: Mr. Sergei Aleckseievich Egorov (Russian Federation)	0
"To be held on Wednesday, March 7, 2012, at 3:15 p.m."	0
"To be held on Tuesday, February 26, 2008, at 10:00 a.m."	0
(ii) Investments include securities and other marketable instruments acquired by the Organization to produce income.	0
Transitional Federal Government accounting for donations from Saudi Arabia	0
The United Nations stands ready to provide them with the support they need.	0
The other routes in southern Africa and other potential routes in West Africa cannot be detected by this method due to the large quantities of diamonds mined locally.	0
77. The situation in Myanmar (15 September 2006; 13 July 2009).	0
Excavations are to be carried out in the second half of 2013.	0
"b) What is meant by ""surroundings"" and which areas are included?"	0
"D. Communiqué of the ECOWAS extraordinary summit meeting held at the level of Heads of State and Government (January 19, 2013)."	0
"Your sacrifice will not be in vain, it must not be."	0
The Assembly is also expected to consider the adjusted national budget for 2003.	0
It also requests that the following item listed in paragraph 11 of the same document be maintained:	0
"Since the entry into force of the CAP, Iran has not operated cascades 1 and 6 in an interconnected configuration."	0
"The World Bank provides assistance in the education, health and economic sectors."	0
The Convention on the Rights of the Child is the minimum international instrument to which all Member States must adhere.	0
":: October 4, 2004: Rafik Hariri resigns as Prime Minister."	0
"The regional centers (Prizren, Pec, Mitrovica, Gnjilane and Pristina) opened new coordination centers based in municipalities, and field offices based in villages."	0
"The situation in Guinea-Bissau (November 6, 1998; March 3, 2009)."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
1) External accounting professionals and tax advisors;	0
b) The responsible person is Swiss or domiciled in Switzerland.	0
5. The situation in Timor-Leste (15 December 1975; 19 October 2010).	0
"To be held on Wednesday, April 23, 2008, at 10:00 a.m."	0
(iii) Some costs can be recovered through recycling;	0
"c) Urging it, with the support of the United Nations, to:"	0
b) Cable toolbox with circulating oil	0
13. Decides to remain seized of the matter.	0
"The second Summit of Heads of State and Government on the Great Lakes Region was a historic event for the region, as well as for the international community."	0
"Solidaridad Internacional, a Spanish non-governmental organization, installed water supply systems in all the camps with funding from the European Community's Community Aid Office and UNHCR."	0
"The last full summary statement (S/2008/10/Add.22) was issued on June 12, 2008."	0
"At the national level, several problems persist, as was vividly conveyed by the many stakeholders at the Conference."	0
The Republika Srpska National Assembly predictably supported the president's veto.	0
"They were asked to examine, from a technical perspective, whether the current provisions and the annex were adequate, enforceable and logical."	0
"To be held on Wednesday, June 15, 2011, at 10.00 a.m."	0
"The mountainous area of the enclave is used exclusively for sheep grazing, while the plains are used primarily for agriculture and fruit production."	0
Stadler did not respond to the notification sent under Article 15.	0
"(e) Maintenance supplies and materials: US$703,572."	0
This synopsis is by no means exhaustive.	0
"Consequently, the second Kisangani confrontation is reduced to RPA attempts to take Kapalata, the Lubutu - Bwafwasende junction and the Bangoka airport."	0
"There is photographic evidence that there was another victim (a civilian), but there is no other evidence."	0
G. Chain of Custody Management Standards and Procedures Manual	0
"** The decision to refer the case against Milan Lukić was revoked (July 20, 2007)."	0
"3. Safety mechanisms and devices, arming, fuzing and firing."	0
2. The situation in Côte d'Ivoire.	0
Mr. Simon Dilloway (United Kingdom of Great Britain and Northern Ireland) (finance expert)	0
"Their discipline and behavior have been excellent, which is a credit to themselves and to the United Nations."	0
"To be held on Friday, March 28, 2003, at 12:25 p.m."	0
"Federal Law against Organized Crime, Articles 1 and 2, Section II (Annexed)"	0
5. Compensation for loss or depletion of natural resources	0
- Mr. Charles Michael Dennis Byron (Saint Kitts and Nevis)	0
:: Full implementation of the integrated command center	0
The Council did not reach any specific conclusions.	0
B. Third party claims 12 8	0
The containers were concealed behind a large number of sacks of rice.	0
"Ministerial Decree 227/2006 of May 10, 2006, of the Ministry of Communications and Public Works."	0
2. Letters of credit 55 - 59 19	0
2. The situation between Eritrea and Ethiopia	0
"35. Central Africa Region (November 24, 2003; November 14, 2011)."	0
"Certain social services provided by the timber industry, such as schools and clinics, will be lost."	0
Their opinions were duly taken into account because they mattered.	0
"He had arrived on a commercial flight from Brazil, his country of residence."	0
"Address: P.O. Box 16785-195, Tehran, Iran"	0
ii) 11 stations detected 2 infrasound waves in an interval of 1.1 seconds;	0
"79. Kimberley Process Certification Scheme (January 28, 2003; January 28, 2003)."	0
13. The situation in Sierra Leone (27 November 1995; 30 November 2012).	0
(United Kingdom of Great Britain and Northern Ireland)	0
"Preliminary stage: At the beginning of the second mandate, in June 1999, a considerable number of preliminary motions were pending."	0
"The conference focused on the country's economic transition, the role of the private sector, public sector reform, state-owned enterprise reform and public finance management."	0
Effects on women and women's participation	0
The mission was composed of the following members:	0
"To be held on Friday, October 11, 2002, at 10:00 a.m."	0
"To be held on Thursday, August 27, 1998, at 3:30 p.m."	0
- A ban on providing funds to Usama bin Laden and his associates;	0
There are several other anomalies related to these two flights.	0
- Temporary extradition of a person and guarantees of his return (Articles 501 and 502);	0
"- The loss or propagation of radiation due to imprudence,"	0
"It was scheduled to expire on December 31, 1990."	0
"To be held on Monday, September 10, 2007, at 5:40 p.m."	0
"As a result, overall, official forecasts for the current agricultural season are favorable."	0
"Southern region: 197 raids were conducted, at speeds of 720 to 780 kilometers per hour and at an altitude of 9,000 to 13,000 meters, as follows:"	0
"Payments made before August 2, 1990"	0
"In such a case, it is likely that there would not be a market for that single element, but only for the entire plant."	0
Resources of 2 or 3 vehicle sections	0
"However, the number of patients at that facility is not known."	0
"Member Hajji Sharafuddin from Band-e Temur district, Kandahar*."	0
"To be held on Tuesday, November 19, 2013, at 10.00 a.m."	0
"Paraguay is also part of the ""3+1"" Mechanism, which brings together Argentina, Brazil, Paraguay and the United States of America."	0
"About 50% of these are overflights by scheduled flights of international airlines such as Emirates, Kenya Airways, etc., while the other 50% are flights to or from Somalia."	0
"a) The passport or travel document number of the person included in the List,"	0
29. Decides to remain seized of the matter.	0
III. PROGRESS TOWARDS THE CONCLUSION OF A NEGOTIATED SETTLEMENT	0
Official Position: Inspector General of the Armed Forces	0
Report of the Secretary-General on Darfur (S/2006/591 and Add.1).	0
"Additional paragraphs (paragraphs 2, 6 and 7)"	0
The Public Order Act of 1972 contains several articles relating to incitement.	0
The Group obtained a copy of a draft communiqué appointing Lumembo as UFRC Diaspora Coordinator (see Annex 33).	0
The economic and social capacity of war-torn countries is very diverse.	0
"Deposit of the Instrument of Accession on June 17, 1980."	0
":: Work continues on the implementation of the Aleppo Center, which is currently staffed by international and national personnel."	0
"3. Other tangible assets: US$26,946,528."	0
"In total, Kenya currently exports between 5,000 and 7,000 tons of khat per year to Somalia."	0
Increase in the cost of administrative services	0
4. Decides to remain seized of the matter.	0
