ar	Relevant
"""يعرب مجلس الأمن عن اعتزامه، عند إنشاء أو تجديد ولاية لجان الجزاءات ذات الصلة، النظر في الأحكام المتعلقة بالأطراف التي تنتهك القانون الدولي الساري فيما يتعلق بحقوق الأطفال وحمايتهم في النزاعات المسلحة."	1
26. وبالإضافة إلى تقاريره عن رحلاته، قدم الفريق نحو 15 ورقة استجابة لطلبات اللجنة. وغطت هذه الورقات مسائل من قبيل استراتيجيات الإبلاغ التي تتبعها الدول الأعضاء؛ والأفراد المدرجة أسماؤهم في القائمة الذين يعتقد أنهم ماتوا؛ والاستثناءات من حظر السفر؛ والتعاون مع الإنتربول؛ والاستثناءات الإنسانية؛ وحالات عدم الامتثال المحتملة؛ وآراء القطاع المالي الخاص تجاه نظام الجزاءات؛ والقائمة المرجعية؛ والعمل مع المنظمات الدولية والإقليمية؛ واستخدام الإنترنت لأغراض إرهابية؛ وجدول بتجارب الدول الأعضاء في تنفيذ الجزاءات.	1
وهذا سببٌ إضافي لتكثيف الجهود الرامية إلى فرض حظر سفر على الأفراد المدرجين في القائمة بشكل جيد ومحدد الأهداف ومنفذ بشكل صحيح، لا سيما أولئك المرتبطين بشكل وثيق بهذا التواصل والتيسير.	1
هذه الجماعات المسلحة متورطة في أنشطة إجرامية، بما في ذلك الاستغلال غير المشروع للموارد الطبيعية، والاتجار بالأسلحة والذخيرة، والتهريب وفرض الضرائب غير المشروعة.	1
وقد وضعت العديد من الدول، مع شركاء ثنائيين ومتعددي الأطراف، شكلاً من أشكال ترتيبات الإنذار المبكر للمساعدة في التنبؤ بالهجمات الإرهابية ومنعها.	1
وتبلغ نسبة تمثيل الأقليات في دائرة شرطة كوسوفو حالياً 17 في المائة، وتبلغ نسبة تمثيل الإناث 22 في المائة.	1
49. يؤكد أنه لا ينبغي ترك أي مسألة معلقة أمام اللجنة لفترة تزيد على ستة أشهر، ما لم تقرر اللجنة على أساس كل حالة على حدة أن هناك ظروفا استثنائية تتطلب وقتا إضافيا للنظر فيها، وفقا للمبادئ التوجيهية للجنة;	1
وإجمالاً، جمع الفريق معلومات تتعلق بالاعتداءات على 51 بلدة أو قرية و11 حالة اغتصاب من خلال مقابلات مع 116 شاهد عيان و12 شاهداً ظرفياً.	1
لدى كل من أستراليا والدنمارك وفرنسا وفرنسا وهولندا ونيوزيلندا والنرويج والمملكة المتحدة والولايات المتحدة الأمريكية مقاطعات و/أو أقاليم تابعة و/أو أقاليم ما وراء البحار في كل منها درجة مختلفة من الاستقلالية والقدرة على تحديد إطارها التشريعي الخاص بها لمكافحة الإرهاب.	1
"""يؤكد مجلس الأمن من جديد التزامه فيما يتعلق بحماية المدنيين في النزاعات المسلحة، وبمواصلة التنفيذ الكامل لجميع قراراته السابقة ذات الصلة بما فيها القرارات 1265 (1999) و 1296 (2000) و 1674 (2006) و 1738 (2006) و 1894 (2009)، وكذلك جميع قراراته المتعلقة بالمرأة والسلام والأمن، والأطفال والنزاع المسلح وحفظ السلام، وجميع بيانات رئيسه ذات الصلة."	1
26. وتستخدم القوات الجديدة، على نطاق أصغر، الموارد الطبيعية الخاضعة لسيطرتها لتمويل أنشطتها العسكرية، وكذلك لتحقيق أرباح شخصية. ويمر الكاكاو المهرب إلى غانا وتوغو عبر الشمال، وتحصل وحدات الجبهة الوطنية على رسوم العبور على طول الطرق التي تسيطر عليها. وبالإضافة إلى القطن والماس، اللذين ستتم مناقشتهما أدناه، يساهم إنتاج الأخشاب والذهب وقصب السكر والبن في اقتصاد الجبهة الوطنية التي تستفيد منها القوات المسلحة.	1
وتفيد التقارير أن الغابة تخضع الآن للمراقبة من قبل الجيش الوطني.	1
وكما يذكر أن حكومة إريتريا كانت قد حثت مجلس الأمن، من خلال رسالتها المؤرخة 28 شباط/فبراير 2012 (S/2012/126)، على تحمل مسؤولياته واتخاذ التدابير المناسبة ضد أعمال العدوان والاحتلال غير المشروعة التي لا تعد ولا تحصى.	1
"""ويؤيد مجلس الأمن المحادثات السداسية ويدعو إلى استئنافها في وقت مبكر بهدف تحقيق نزع السلاح النووي من شبه الجزيرة الكورية بطريقة سلمية يمكن التحقق منها والحفاظ على السلام والاستقرار في شبه الجزيرة الكورية وفي شمال شرق آسيا."	1
(ط) اتخاذ تدابير فورية لضمان المساواة بين الجنسين في الممارسة العملية، مثل توفير فرص متكافئة للمرأة في الحياة العامة والعمل؛ والقضاء على القوانين واللوائح والممارسات التمييزية التي تؤثر على المرأة؛ واتخاذ تدابير للتصدي لجميع أشكال العنف ضد المرأة، بما في ذلك العنف المنزلي والعنف الجنسي والعنف القائم على نوع الجنس من جانب موظفي الدولة و/أو داخل مؤسسات الدولة؛ والتصدي الفوري والفعال للاتجار بالنساء، ومعالجة الأسباب الهيكلية التي تجعل المرأة عرضة لهذه الانتهاكات;	1
وقال الممثل الخاص للأمين العام للأمم المتحدة إن الوضع الإنساني في الصومال كان مزرياً بسبب المجاعة وتسبب في حدوث وفيات ونزوح على نطاق واسع.	1
وبالانتقال إلى دور مجلس الأمن في مجال التعويضات، لوحظ أن المجلس شُجِّع في عدد من المناسبات على اعتماد تدابير تتعلق بهذا الجانب من المساءلة. فعلى سبيل المثال، وبالإضافة إلى التوصية بإحالة الحالة إلى المحكمة الجنائية الدولية، أوصت لجنة التحقيق الدولية المعنية بدارفور أيضا بأن ينشئ المجلس لجنة دولية للتعويضات - وهو اقتراح لم يحظ باهتمام يذكر ولم يحظ بأي متابعة من المجلس.	1
344. ووصفت إحدى الشاهدات رعب الحبس في المنطقة التي خصصها الخاطفون للنساء واﻷطفال في كايلك على النحو التالي:	1
وينبغي للصين أن تثير مع القائد الأعلى لجمهورية كوريا الشعبية الديمقراطية وغيره من السلطات رفيعة المستوى قضايا الاختطاف، ووأد الأطفال الذين يحق لهم الحصول على الجنسية الصينية، وعمليات الإجهاض القسري المفروضة على النساء العائدات إلى الوطن وغيرها من انتهاكات حقوق الإنسان التي تستهدف الأشخاص الذين أعيدوا من الصين.	1
"في غضون ذلك، يقوم برنامج الأمم المتحدة الإنمائي بتنفيذ برنامج قصير الأجل لإعادة الإدماج يستهدف 5,200 مقاتل سابق والمجتمعات التي يعاد توطينهم فيها."	1
"""1 - أن هذه المساعدات قدمت إلى الحكومة الشرعية المنتخبة وبطلب من الحكومة الشرعية المنتخبة التي حظيت بتأييد دولي؛ ""2 - أن الهدف منها هو تعزيز قدرات قوات الشرطة وتعزيز الأمن حتى يتمكن الرئيس من الانتقال إلى العاصمة مقديشو لأداء مهامه الرسمية. وهذا لا يمكن أن يحدث ما لم يتم نزع سلاح العصابات المسلحة لصالح الحكومة الشرعية؛ ""3 - إن مهمة نزع سلاح تلك العصابات وتوطيد قبضة السلطة الشرعية شرط لا غنى عنه لمكافحة بؤر الإرهاب في الصومال. وهي تتفق مع السياسات التي تتبناها الدول في جميع أنحاء العالم في مكافحة الإرهاب وستكفل عدم ظهور طالبان جديدة في الصومال."	1
لا يسمح الوقت باستعراض شامل للآثار المترتبة على إجراءات المجلس هذه، لكنني أود تسليط الضوء على بعض القضايا السياسية المتضمنة في هذه الممارسة.	0
وخلال شهر شباط/فبراير، أُبلغ عن وقوع أكثر من 20 عملية سطو مسلح على طول محور غيغلو - دويكويه، في حين أُبلغ عن 10 هجمات مسلحة في بانغولو. وفي 23 آذار/مارس 2008، قُتل جندي من قوات الدفاع والأمن في كوت ديفوار في دويكوي على يد قطاع طرق مسلحين مجهولي الهوية.	1
تحديد هوية المرتكبين المحتملين للجرائم الدولية عام	1
15. وطوال الفترة المشمولة بالتقرير، ظلت الحالة الأمنية في إيتوري متوترة مع استمرار فلول الميليشيات في ارتكاب انتهاكات حقوق الإنسان ضد السكان المحليين في المناطق التي لا توجد فيها البعثة أو القوات المسلحة لجمهورية الكونغو الديمقراطية.	1
وينبغي أن تهدف هذه المساعدة إلى إنشاء سلطة ثلاثية تتولى مسؤولية مراقبة وإنفاذ أي قواعد وأنظمة يتم الاتفاق عليها ووضعها من أجل رفاهية السكان الذين يزيد عددهم عن مليون نسمة الذين يتجمعون على الخليج ومن أجل التنمية الاقتصادية للدول الساحلية الثلاث، وبالتالي تشجيع التجارة البحرية الدولية.	1
وبينما كانت شرطة سيراليون تحاول السيطرة على الوضع، قُتل شخص واحد وأصيب العديد من الأشخاص، بمن فيهم رئيسة الجناح النسائي الإقليمي للحزب الحاكم، في أعمال العنف. وفي 10 أيلول/سبتمبر، أدان رئيس سيراليون، إرنست باي كوروما، أعمال العنف وأعلن عن إنشاء لجنة تحقيق مستقلة مؤلفة من منظمات المجتمع المدني في سيراليون والأجهزة الأمنية للتحقيق في الحادث. وفي 31 أيلول/سبتمبر، خلصت اللجنة إلى أن أنصار الطرفين كانوا متواطئين في أعمال العنف. وقدمت اللجنة أيضاً توصيات تهدف إلى تحسين عمل الشرطة وتعزيز الشعور بالمساءلة لدى الأحزاب السياسية.	1
435. أُنشئت المحاكم العامة بموجب قانون الإجراءات الجنائية لعام 1991، الذي يسمح لرئيس المحكمة العليا بتشكيلها وكذلك بتحديد اختصاصاتها.	0
- يشدد على أهمية وجود مستوى مناسب من الخبرة العسكرية لقرارات مجلس الأمن;	1
والآن بعد أن أصبحت الوساطة والأنشطة ذات الصلة بارزة للغاية في تجارة الأسلحة الدولية، فمن الأهمية بمكان أن تسن الدول قوانين وأنظمة فعالة لتنظيم هذا النطاق الواسع من السمسرة في الأسلحة في الوقت الحاضر.	1
"13. قرر أعضاء اللجنة أنه من أجل التوصية ""باتخاذ تدابير لضمان المساءلة عن الجرائم والانتهاكات الجسيمة لحقوق الإنسان التي يُدعى ارتكابها خلال الفترة المذكورة أعلاه، مع مراعاة أن حكومة تيمور - ليشتي ترى أن نظام العدالة المحلي، الذي يشارك فيه قضاة ومدعون عامون ومحامو دفاع دوليون، ينبغي أن يكون السبيل الرئيسي للمساءلة عن هذه الجرائم والانتهاكات المزعومة""، سيتعين عليهم إجراء تقييم أولي لنظام العدالة المحلي القائم في تيمور - ليشتي."	1
وخلال الهجوم وما أعقبه من احتجاز قسري للسكان، تعرض العديد من الأشخاص للتعذيب الشديد من أجل انتزاع معلومات عن المتمردين أو عقاباً لهم أو لإرهاب الناس.	1
يدين بشدة جميع انتهاكات القانون الدولي الساري التي ترتكب ضد النساء والفتيات في حالات النزاعات المسلحة وحالات ما بعد النزاع، ويطالب جميع أطراف النزاعات بالكف عن هذه الأعمال فورا، ويؤكد مسؤولية جميع الدول عن وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن جميع أشكال العنف المرتكبة ضد النساء والفتيات في النزاعات المسلحة، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي.	1
129. واللجنة مقتنعة بأن أوان كياك ورجاله كانوا متورطين في جرائم ضد الأشخاص والأرواح عند حاجز الطريق الذي أقيم بالقرب من ميركادو لاما بعد ظهر يوم 25 أيار/مايو على النحو المبين في الفقرة 87 أعلاه.	1
192. وتزعم تقارير مختلفة ووسائط الإعلام أن لديها أدلة مقنعة على أن المناطق مستهدفة على وجه التحديد بسبب قربها من موقع نشاط المتمردين، ولكن الأهم من ذلك بسبب التركيبة العرقية للسكان الذين يقطنون هذه المناطق.	1
"وإذ يكرر التأكيد على التزام الدول الأعضاء بمنع وقمع تمويل الأعمال الإرهابية، وتجريم قيام رعاياها أو في أراضيها بتوفير الأموال أو جمعها عمدا، بأي وسيلة، بشكل مباشر أو غير مباشر، بنية استخدام الأموال، أو مع العلم بأنها ستستخدم، من أجل القيام بأعمال إرهابية,"	1
وقال إن الاختلافات بين الإسرائيليين والفلسطينيين لا تزال عميقة، وأعرب عن أمله في أن يتمكن المجتمع الدولي من صياغة طريق شرعي ومتوازن للمضي قدماً لمساعدة الطرفين على استئناف مفاوضات مجدية من شأنها تحقيق حل الدولتين.	1
في وادي حجام سرقوا أسلحة من الشرطة.	1
إذا لم تتمكن الدول من تنفيذ القرارات التي يتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون أن تتعارض مع قوانينها الخاصة، فإن المجتمع العالمي سيفقد القدرة على اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلم والأمن الدوليين.	1
وحذّر من أنه إذا لم تظهر القوات الديمقراطية لتحرير رواندا التزاماً كبيراً بحلول 2 كانون الثاني/يناير 2015، فإن القوات المسلحة لجمهورية الكونغو الديمقراطية، بدعم من بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، ستضطر إلى بدء عمليات عسكرية لتحييدها.	1
وقد يؤدي هذا التصور إلى زيادة تطرف بعض العناصر القومية الألبانية في كوسوفو وقد يضع الأقليات في كوسوفو تحت تهديد متزايد.	1
:: السودان: نحو سلام غير مكتمل، تقرير أفريقيا رقم 73، 11 كانون الأول/ديسمبر 2003	0
"أما بالنسبة للنقاش الدائر حول التغيير الإجرائي، فإن الفريق يوافق على أن أي إصلاح ينبغي أن يعزز الطابع القانوني للنظام الذي سعى المجلس إلى إنشائه على مدى السنوات الأخيرة، على سبيل المثال بإضافة معايير ""المرتبطة"" المنصوص عليها في القرار 1617 (2005) وإدخال الموجزات السردية لأسباب الإدراج في القائمة وآليات الاستعراض الواردة في القرار 1822 (2008)."	1
وعلمت اللجنة أيضا بالتقدم المحرز نحو إمكانية تعيين ميسرين إقليميين للمنظمات الإقليمية الأخرى، ولا سيما رابطة الدول المستقلة ورابطة أمم جنوب شرق آسيا (آسيان).	1
17. ونعتقد أن الخطوات المذكورة أعلاه مجتمعة توفر الأساس لنهج استراتيجي لتعزيز قوى السلام في الصومال. ومن شأن هذا النهج أن يكمل التدابير التي اتخذها المجلس بالفعل لاحتواء الصراع.	1
50. ولذلك قررت اللجنة أن تبقي في القائمة، إلى حين توافر الوثائق اللازمة، أسماء 45 فردا مدرجة أسماؤهم في القائمة أو أبلغت اللجنة بوفاتهم دولة عضو واحدة على الأقل.	1
ومن المهم أيضاً الاعتراف بأن أكثر من نصف اللاجئين والنازحين داخلياً لا يعيشون في المخيمات. ولذلك فإن النقاش سيتناول أيضاً الأدوار القيادية للمرأة في البيئات غير المخيمات حيث يشكل الوصول إلى النازحين داخلياً واللاجئين وتقديم الخدمات تحديات إضافية.	1
2. إن جمهورية كرواتيا، بوصفها رئيس لجنة مكافحة الإرهاب التابعة لمجلس الأمن وأحد أوائل الداعين إلى التحالف العالمي لمكافحة الإرهاب، تدين بشدة الإرهاب الدولي بجميع أشكاله ومظاهره، وتحث على تعزيز التعاون العالمي في قمع هذه الآفة التي ظهرت في الآونة الأخيرة، آخذة في الاعتبار خطر الإرهاب الذي يتلاقى مع التهديدات الأخرى للسلم والأمن الدوليين - مثل انتشار أسلحة الدمار الشامل والجريمة المنظمة عبر الوطنية والإرهاب الإلكتروني.	1
"""ويشدد مجلس الأمن على ضرورة تقديم مرتكبي هذا العمل الإرهابي البغيض ومنظميه ومموليه ورعاته إلى العدالة، ويحث جميع الدول، وفقا لالتزاماتها بموجب القانون الدولي والقرار 1373 (2001) وبما يتسق مع القرار 1624 (2005)، على التعاون بنشاط مع السلطات الجزائرية في هذا الصدد."	1
18. ويُنظر إلى قلب الدين حكمتيار (QI.H.88.03) في المقام الأول على أنه تهديد للسلام والأمن في أفغانستان.	1
ووفقًا لهذه المصادر، غالبًا ما كان اغتصاب الضحايا الأفراد متعددًا، حيث كان يقوم به أكثر من رجل واحد، وكان مصحوبًا بأشكال أخرى من العنف الشديد، بما في ذلك الضرب والجلد.	1
260. ويتطلب منع تنقل الإرهابيين عبر الحدود أيضا استخدام التكنولوجيا والمعدات، مثل أجهزة القراءة والماسحات الضوئية عند نقاط التفتيش الحدودية لالتقاط بيانات المسافرين في الوقت الحقيقي والتحقق من تلك البيانات بمقارنتها بقواعد البيانات الوطنية والدولية الخاصة بالإنذار وقواعد البيانات الجنائية.	1
259. يتطلب القرار 1373 (2001) من الدول منع تنقل الإرهابيين والجماعات الإرهابية عبر الحدود من خلال فرض ضوابط على إصدار وثائق هوية ووثائق سفر آمنة وصالحة.	1
"وإذ يعرب عن أسفه لاستمرار طالبان في توفير الملاذ الآمن لأسامة بن لادن والسماح له ولآخرين مرتبطين به بتشغيل شبكة من معسكرات تدريب الإرهابيين من الأراضي التي تسيطر عليها طالبان واستخدام أفغانستان كقاعدة لرعاية العمليات الإرهابية الدولية,"	1
"""ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات للسلم والأمن الدوليين، وأن أي أعمال إرهابية هي أعمال إجرامية وغير مبررة، بغض النظر عن دوافعها، أينما ارتكبت وأينما ارتكبت وأيا كان مرتكبها."	1
"وإذ يؤكد من جديد أيضا إدانته القاطعة للهجمات الإرهابية التي وقعت في نيويورك وواشنطن العاصمة وبنسلفانيا في 11 أيلول/سبتمبر 2001، وإذ يعرب عن تصميمه على منع جميع هذه الأعمال,"	1
"""ويطلب مجلس الأمن إلى الأمين العام أن يدعم الجهود الرامية إلى تعبئة الموارد اللازمة لتنفيذ نتائج مؤتمر قمة ياوندي، وتعزيز القدرات الوطنية والإقليمية، بالتشاور الوثيق مع دول خليج غينيا والمنظمات الإقليمية ذات الصلة وكيانات الأمم المتحدة الأخرى."	1
132. بينما تحدد اللجنة والإنتربول أفضل طريقة للمضي قدما، يأمل الفريق في أن توفر قاعدة بيانات الإنتربول معلومات تعريفية إضافية عن الأشخاص المدرجين في القائمة الموحدة.	1
ولم يذكر سوى أقل من نصف الدول الـ 140 التي قدمت تقارير بموجب القرار 1455 (2003) الخطوات التي اتخذتها لتقييد أو تنظيم حركة السلع الثمينة، أما الدول التي فعلت ذلك فقد أشارت عموما إلى الضوابط التي تفرضها تشريعات الجمارك والضرائب فقط.	1
وفي حين أكد مجلس الأمن أن العقوبات المالية تنطبق أيضًا على توفير خدمات استضافة الإنترنت والخدمات ذات الصلة، فإن الإرهابيين والجماعات الإرهابية قادرون على الاستفادة من خدمات الإنترنت على نطاق واسع.	1
لم تقم أي دولة بمراجعة قطاعها غير الربحي أو إجراء تقييم لمخاطر تمويل الإرهاب.	1
ويشدد المجلس على ضرورة احترام جميع الأطراف للطابع الأمني والمدني لمخيمات اللاجئين والنازحين داخلياً والحفاظ على هذا الطابع.	1
15. وقد نشأ تهديد خاص من خلال زيادة استخدام الجماعات الإرهابية والأفراد الإرهابيين لتكنولوجيات المعلومات والاتصالات الجديدة لأغراض التجنيد والتحريض وجمع الأموال، وغالبا ما يكون ذلك عبر الحدود الدولية.	1
وفيما يتعلق بنزع سلاح المقاتلين السابقين وتسريحهم وإعادة إدماجهم، اتفقت الأطراف على أن يجتمع رؤساء أركان القوات المسلحة الوطنية الإيفوارية والقوات الجديدة في 7 تموز/يوليه لوضع الصيغة النهائية لجدول زمني لنزع السلاح والتسريح وإعادة الإدماج من المقرر أن يبدأ بحلول نهاية تموز/يوليه.	1
وتوصي اللجنة بقوة بأن تنشئ الدول الأعضاء مثل هذه الهيئات الوطنية لتنسيق ومناقشة قضايا مكافحة الإرهاب. ثالثا. عدم الإبلاغ	1
وينبغي أن يكون الدعم مشروطا بإحراز السلطات الكونغولية تقدما نحو إنشاء سلسلة إمداد فعالة داخل القوات المسلحة لجمهورية الكونغو الديمقراطية. وينبغي أن يقترن ذلك ببذل جهود لتعزيز مساءلة القوات المسلحة لجمهورية الكونغو الديمقراطية واحترامها لحقوق الإنسان.	1
كما واصل الفريق الاضطلاع بدور نشط في وضع تدابير لمكافحة تمويل الإرهاب من خلال مشاركته في الاجتماعات العامة لفرقة العمل المعنية بالإجراءات المالية واجتماعات الهيئات الإقليمية على غرار فرقة العمل المعنية بالإجراءات المالية.	1
"وأُلقي القبض على زعيم القراصنة الصومالي محمد عبدي حسن، المعروف باسم ""أفويني""، في أكتوبر 2013 في بروكسل. وألقي القبض على زعيم آخر من القراصنة، محمد جرفانجي، في أغسطس 2014 في مقديشو بتهمة حيازة أسلحة غير مشروعة وتهم أخرى تتعلق بالقرصنة."	1
285. وقد وجدت اللجنة أيضا أن المتمردين قتلوا مدنيين، على الرغم من أن الحوادث وعدد القتلى كان قليلا.	1
وعلاوة على ذلك، تشير التقارير المتواترة إلى أن الأشخاص كانوا يُحتجزون بعد المدة القانونية.	1
44. وعلاوة على ذلك، تشيد الهيئة بالتقدم المحرز في محادثات الجزائر وتدعو جميع الأطراف، ولا سيما قادة الجماعات المسلحة، إلى المشاركة شخصيا في العملية بهدف التوصل إلى اتفاق في أقرب وقت ممكن على أساس المسودة التي قدمها فريق الوساطة إلى الأطراف، والتي تشكل أرضية صلبة للتفاوض.	1
كان النهب يتم بشكل أساسي ضد القبائل الأفريقية وعادةً ما كان يستهدف الممتلكات الضرورية لبقاء تلك القبائل على قيد الحياة ومعيشة أفرادها.	1
1. يشجب ويدين بأشد العبارات الأعمال الإرهابية التي يرتكبها تنظيم الدولة الإسلامية في العراق والشام وأيديولوجيته المتطرفة العنيفة، واستمرار انتهاكاته الجسيمة والمنهجية والواسعة النطاق لحقوق الإنسان وانتهاكاته للقانون الإنساني الدولي؛	1
وبالنسبة لمنطقة الساحل، وضع المكتب دليلين عمليين لمساعدة مسؤولي العدالة الجنائية على التصدي للأنشطة الإرهابية.	1
"... وإذ يشدد على أهمية التحقيق في [الانتهاكات المزعومة لحقوق الإنسان وانتهاكات القانون الإنساني الدولي]، بما في ذلك الانتهاكات التي وقعت خلال ... الأزمة، التي ارتكبتها جميع الأطراف، بغض النظر عن مركزها أو انتمائها السياسي، وإذ يؤكد من جديد على وجوب محاسبة المسؤولين عن هذه الانتهاكات وتقديمهم إلى العدالة بغض النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين ...، وإذ يحث الحكومة على زيادة وتسريع جهودها لمكافحة الإفلات من العقاب,"	1
"""أسلحة الدمار الشامل وعدم انتشار أسلحة الدمار الشامل كأفضل ممارسة تجارية""، يليه تمرين"	1
إدراج التحليل الجنساني في تقييم احتياجات ما بعد النزاع وما يتصل به من تدريب. تم تجريب تقييم احتياجات ما بعد النزاع الذي يراعي الفوارق بين الجنسين.	1
(د) اعتماد نهج يركز على الضحايا ويستند إلى حقوق الإنسان إزاء الاتجار بالأشخاص، بما في ذلك منح الضحايا الحق في البقاء في البلد والحصول على الحماية القانونية والخدمات الأساسية، مثل العلاج الطبي والتعليم وفرص العمل المكافئة لتلك المتاحة لمواطنيها;	1
توفير الأمن الخارجي والداخلي (إجراءات الفرز لفصل العناصر المسلحة عن المدنيين؛ وتدابير التسريح ونزع السلاح؛ والمساعدة التقنية والتدريب من قبل الشرطة المدنية الدولية و/أو المراقبين العسكريين الدوليين؛ وموقع المعسكرات على مسافة كبيرة من الحدود الدولية ومناطق الخطر؛ والترتيبات الإقليمية ودون الإقليمية).	1
كما تم الشروع في التواصل مع المجتمع المدني والشركات الخاصة، مع التركيز على المساعدة التقنية المحتملة ودورها في تنفيذ مكافحة الإرهاب.	1
13. أنشأ اﻷمين العام اللجنتين التنفيذيتين المعنيتين بالسلم واﻷمن وبالشؤون اﻹنسانية لتزويد المديرين التنفيذيين على أعلى المستويات بمنتدى لمناقشة وصياغة استراتيجيات لمنع نشوب النزاعات المسلحة وحاﻻت الطوارئ اﻹنسانية واﻻستجابة لها.	1
ويرى الفريق أن تهديد تنظيم القاعدة مستمر في التنوع، مع تطور مجموعة من الفروع المرتبطة ببعضها البعض بشكل فضفاض وصعود أفراد وخلايا متطرفة مستقلة تستند إلى أيديولوجية تنظيم القاعدة.	1
أما العنصر الرابع الذي يحمل نفس الأهمية في هذا السياق، والذي برز في سياق انسحاب القوات السورية والعتاد العسكري وجهاز المخابرات، فهو ضرورة الاتفاق بين لبنان والجمهورية العربية السورية على الحدود الدولية بينهما وترسيمها على الأرض.	1
(أ) الضحايا الذين تعرضوا لإصابات جسدية جسيمة أو اعتلال الصحة البدنية أو العقلية نتيجة لجرائم خطيرة;	1
وقد لوحظ أيضًا استخدام أسلحة أخرى، مثل السيوف، وإن كان ذلك بوتيرة أقل.	1
20. وعلى الرغم من أن اللجنة تعتزم تناول مسألة التعاون مع المنظمات الدولية والإقليمية ذات الصلة بتعمق كبير في نيسان/أبريل 2007، فقد أيدت توصية فريق الرصد بدعوة ممثلي تلك المنظمات للاجتماع مع اللجنة على أساس كل حالة على حدة لتبادل الآراء على نحو مفيد للطرفين.	1
كما أطلقت الكيانات الثلاثة برنامجًا مدته أربع سنوات بشأن التحقيقات والملاحقات القضائية الفعالة لمكافحة الإرهاب مع احترام حقوق الإنسان وسيادة القانون في المغرب العربي.	1
وتبدو هذه التغييرات أكثر وضوحًا في الوقت الحالي داخل الجماعات التابعة لتنظيم القاعدة في شمال أفريقيا والساحل وبلاد الشام.	0
إن احترام حقوق الآخر - بما في ذلك الخصوم السياسيين - يجب أن يصبح الاختبار الرئيسي لكل من يطمح لقيادة البلاد نحو الاستقرار والوحدة والازدهار.	1
كما عمل الفريق على رفع مستوى الوعي بالعقوبات المفروضة على تنظيم القاعدة في قطاع الطيران التجاري من خلال العمل عن كثب مع منظمة الطيران المدني الدولي واتحاد النقل الجوي الدولي والقطاع الخاص.	1
يجب أن يظل هذا القيد ساريًا طالما أن المشاركة في أي سفر من هذا القبيل تؤدي إلى الالتزام بتقديم تقرير عن المسائل الموضوعية.	1
27. وفي حين ظلت التوقعات الاقتصادية الكلية الإجمالية لغرب أفريقيا في عام 2014 إيجابية بوجه عام، فقد كان لتفشي فيروس إيبولا أثر سلبي على الاقتصادات المحلية والتجارة عبر الحدود والأنشطة الزراعية والصناعات الإنتاجية في البلدان المتضررة. كما ارتفعت البطالة في قطاعي التعدين والصناعات الاستخراجية. وفي 11 سبتمبر/أيلول، ذكر وزير المالية في ليبيريا أن البلد في حالة ركود من الناحية الفنية ويعاني من انخفاض الإيرادات الحكومية بنسبة 20 في المائة.	0
وعلاوة على ذلك، عندما يصبح استخدام العنف المسلح وسيلة راسخة لحل المظالم والنزاعات الفردية والجماعية، تتآكل الآليات القانونية والسلمية لحل النزاعات ولا يمكن دعم سيادة القانون.	1
لا يزال يتعين على الدول التي جرّمت جزئياً تمويل الإرهاب أن تضمن إدراج جميع عناصر المادة 2 من اتفاقية تمويل الإرهاب.	1
وفي تلك المناسبة، قدم أيضا معلومات مستكملة عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب المرتبطون بتنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، عملا بالفقرة 26 من القرار 2178 (2014).	1
"وإذ تشير إلى الحق في حرية التعبير الوارد في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في عام 1948 (""الإعلان العالمي"")، وإذ تشير أيضاً إلى الحق في حرية التعبير الوارد في المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية الذي اعتمدته الجمعية العامة في عام 1966 (""العهد الدولي"") وأن أية قيود عليه لا تكون إلا تلك التي ينص عليها القانون وتكون ضرورية للأسباب المبينة في الفقرة 3 من المادة 19 من العهد الدولي,"	1
o في 23 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخين على مسجد هرويل في حي العرادي في دير الزور، مما أدى إلى إلحاق أضرار بالمسجد والمنازل المجاورة.	1
في معظم حالات الهجمات البرية، كان الرجال مستهدفين بشكل مباشر للقتل، وفي بعض الحالات هناك أدلة على جهود بذلها الجناة للحفاظ على حياة النساء.	1
كما انخرطت حركات التمرد في أعمال نهب، استهدفت بشكل رئيسي مراكز الشرطة للحصول على الأسلحة، وفي بعض المناسبات استهدف المتمردون أيضًا الممتلكات الخاصة.	1
"وقد اعتمدت قوة الاتحاد الأوروبي موقف ""بعيدًا عن الأنظار ولكن ليس في الأفق""، مع الاستعداد للتدخل إذا تدهور الوضع، وتم وضع خطط طوارئ لنشر قوات احتياطية إذا لزم الأمر."	1
