en_ar_GOOGLE	MatConf
o في 30 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخاً على شارع تجاري في قرية حطلة، دير الزور، مما أدى إلى مقتل 12 شخصاً، من بينهم 5 أطفال و4 نساء، وإصابة 11 آخرين؛ ودمرت 6 محلات تجارية و3 منازل.	1
يتجلى هذا الصراع على السلطة بطرق مختلفة ويهدف إلى مناشدة مختلف القوى الاجتماعية داخل المجتمع المدني والرأي العام من أجل الحصول على دعم أو تأثير شعبي إضافي.	0
وقد وافق القاضي مزهر على الاقتراح بالشروط التالية. يجب تصوير المركبات في مكانها ووضع علامات عليها وترقيمها، كما يجب تصويرها أثناء النقل ومرة أخرى عند وصولها إلى ثكنة الحلو، حيث يجب تغطيتها وحراستها على مدار الساعة لتجنب أي عبث بها. شهادة.	0
وقد تجلت نيتهم وقدرتهم على التخطيط لهجمات في الجزائر والنيجر في عام 2013.	1
40 - وقد تلقى نحو 490 8 من المقاتلين السابقين دعما لإعادة الإدماج من برنامج الأمم المتحدة الإنمائي وشركائه المنفذين في شمال السودان.	0
وأشار السفير إلى أن للمجلس أيضًا دور مهم يؤديه في تعزيز المساءلة عن مثل هذه الجرائم وغيرها من انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان.	1
8. نشعر بقلق بالغ أيضًا إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، فضلاً عن الروابط الوثيقة التي تقيمها الجماعات المسلحة الإرهابية مع الجريمة المنظمة العابرة للحدود الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال. والاتجار غير المشروع بالأسلحة.	0
ولذلك، أصبح السجل أداة ذات صلة مباشرة بالعمل الذي يقوم به مجلس الأمن والجمعية العامة بشأن الأسلحة الصغيرة والأسلحة الخفيفة.	0
أما الكشف عن الحركة غير القانونية للنقد والأدوات القابلة للتداول لحاملها عبر الحدود، والتنسيق بين الجمارك ووحدات الاستخبارات المالية وموظفي إنفاذ القانون في هذا الصدد، فهو إما غير موجود أو غير كاف.	0
4. بدأت وحدة الاستخبارات المالية عملها في أوائل التسعينات. وقد تم تأسيسها بموجب تشريع تم تقديمه لمعالجة مشكلة غسل الأموال المتنامية من قبل الجماعات الإجرامية المنظمة، وتم تعديلها في عام 2002 للتعامل مع قمع تمويل الإرهاب. &quot;تجار النقد&quot; ملزمون بالتعرف على عملائهم، والاحتفاظ بسجلات لتحديد هوية العميل ونشاط حساب العميل لمدة سبع سنوات على الأقل بعد إغلاق الحساب، وإبلاغ وحدة الاستخبارات المالية بالمعاملات النقدية الهامة (أكثر من 7000 دولار)، والمعاملات المشبوهة، والأموال. تعليمات النقل داخل أو خارج البلاد.	0
وتسعى الجهود المبذولة في هذه المجالات، والتي تكملها أنشطة الأفرقة العاملة المنشأة لتنفيذ الاتفاقات التي تم التوصل إليها بين رئيسي الاتحاد الروسي وجورجيا في سوتشي في آذار/مارس 2003 (انظر S/2003/412، الفقرة 5)، إلى معالجة الشواغل الملحة الطرفين وبهذه الطريقة تعزيز الثقة بينهما بهدف نهائي هو إجراء مفاوضات بشأن تسوية سياسية شاملة للصراع، وذلك باستخدام الورقة المعنونة &quot;المبادئ الأساسية لتوزيع الاختصاصات بين تبليسي وسوخومي&quot; كنقطة انطلاق. ورسالة إحالته (انظر S/2002/88، الفقرة 3).	0
دعوة كافة الأطراف المعنية إلى تهيئة الظروف الملائمة للسماح بالعودة الطوعية والآمنة والكريمة والمستدامة، أو الاندماج المحلي أو إعادة توطين اللاجئين والنازحين.	0
334 - تم الإبلاغ عن الأنماط التالية: أولا، حدثت اعتداءات متعمدة ضد النساء والفتيات، بما في ذلك الاغتصاب الجماعي، خلال الهجمات على القرى. ثانياً، تم اختطاف النساء والفتيات واحتجازهن لعدة أيام وتعرضن للاغتصاب بشكل متكرر خلال تلك الفترة. ثالثًا، استمر الاغتصاب وغيره من أشكال العنف الجنسي أثناء الهروب والنزوح، بما في ذلك عندما غادرت النساء المدن وتوجهت إلى مواقع النازحين لجمع الحطب أو الماء.	1
ولدى بعض الدول القدرة على تجميد الأموال والأصول المرتبطة بالإرهاب دون تأخير، رغم أن هذه القدرة محدودة في معظم الحالات.	1
76 - ينبغي لدول المنطقة دون الإقليمية: (أ) اعتماد أطر قانونية وطنية لمكافحة الإرهاب تكون شاملة ومتماسكة وتشمل جميع الجرائم الإرهابية المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب، والتنفيذ الفعال لمكافحة غسل الأموال ومكافحة تمويل الإرهاب. القوانين واللوائح، مع الالتزام أيضًا بالمعايير الدولية لحقوق الإنسان؛	0
وبحسب هذه المصادر، فإن عمليات اغتصاب الضحايا الأفراد كانت في كثير من الأحيان متعددة، حيث قام بها أكثر من رجل، وكانت مصحوبة بأشكال أخرى من العنف الشديد، بما في ذلك الضرب والجلد.	1
44. ومن الواضح أيضًا أن العديد من عمليات القتل في هذين اليومين لم تحدث في الشوارع، بل في مساكن المتظاهرين المحتملين أو حتى المدنيين الأبرياء الذين استهدفتهم قوات الأمن لمجرد اسمهم أو أصلهم أو فئتهم المجتمعية. .	1
تم، أو في طور التجهيز، تزويد أنظمة المراقبة البحرية الساحلية وأنظمة الاتصالات إلى كينيا وموزمبيق وسيشيل وجمهورية تنزانيا المتحدة لتقديم صورة مشتركة للمجال البحري.	0
وفي ذلك القرار، طلب المجلس إلى الأمين العام أن ينشئ، داخل الأمانة العامة (فرع الأجهزة الفرعية لمجلس الأمن)، مركز تنسيق إداري لتلقي الالتماسات المقدمة من الأفراد والكيانات المدرجة أسماؤهم في القائمة.	0
وهذا يفسر، علاوة على ذلك، تصميم قطاع الأعمال في أوغندا على مواصلة توفير الأسلحة للجماعات المسلحة في مقاطعة إيتوري حتى تتمكن من مواصلة استغلال الموارد الطبيعية وغيرها من أشكال ثروات المنطقة بشكل غير قانوني.	1
الأول هو كيف يمكن للجنة أن تضمن على أفضل وجه أن تدابير الجزاءات تعزز السلام والاستقرار في أفغانستان، والثاني يتعلق باستمرار الطعون أمام المحاكم أمام تنفيذ الدول الأعضاء لهذه التدابير.	1
وفي قرار مجلس الأمن 1624 (2005)، الذي يركز على التهديد الذي يشكله التحريض على ارتكاب أعمال إرهابية، يؤكد المجلس أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذ لتنفيذ القرار لجميع التزاماتها بموجب القانون الدولي، بما في ذلك القانون الدولي الإنساني. قانون الحقوق.	0
والعنصر الذاتي المطلوب (الوعي بالطبيعة المنهجية للتشريد القسري) سيكون متأصلا في حقيقة أن هذا النزوح يرقى بوضوح إلى سياسة حكومية تنتهجها باستمرار السلطات الحكومية المعنية والجنجويد.	1
173 - وكان من دواعي سرور الفريق أن يلاحظ أن عددا من البلدان قد علقت أو منعت تصدير السلع والخدمات العسكرية إلى كوت ديفوار.	1
واعتبر أنه من الضروري توضيح مكان وجود هؤلاء المفقودين ومحاسبة المسؤولين عن ذلك.	0
وكان لدى اللجنة الوطنية أدلة على أن القوات المسلحة قصفت مناطق معينة لجأ إليها بعض أعضاء المعارضة. وأدى ذلك القصف إلى مقتل بعض المدنيين.	1
29 - وتم التسليم أيضا بأنه ينبغي للجنة، في إطار أنشطتها، أن تواصل التوعية بالمعاهدات المتعددة الأطراف التي تهدف إلى منع انتشار أسلحة الدمار الشامل أو إزالتها، وذلك للمساهمة في عالميتها.	0
وتفيد التقارير بأن عناصر القوات الديمقراطية لتحرير رواندا تفرقوا في كيفو الجنوبية وأن قدرتهم على التحرك بحرية في المراكز السكانية ومهاجمة المدنيين قد تم تقييدها. ومع ذلك، لا ينبغي الاستهانة بقدرة القوات الديمقراطية لتحرير رواندا على تنفيذ الهجمات، لا سيما في ضوء الموارد المحدودة، وضعف التدريب العسكري، والافتقار إلى الانضباط لدى وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية في المنطقة، والتعاون العرضي مع قادة القوات الديمقراطية لتحرير رواندا.	1
وأشاروا أيضًا إلى أن زيادة توافر المعلومات حول الآثار الضارة للقرصنة قد أدى إلى تغييرات إيجابية في النقاط الساخنة السابقة للقرصنة.	0
10 - وفي الفترة من 24 إلى 28 تشرين الأول/أكتوبر 2011، أكملت الشعبة الاستشارية العسكرية المدنية التابعة لقوة كوسوفو وقوة أمن كوسوفو بشكل مشترك مرحلة المواءمة في التقييم المشترك الرابع لهما.	0
وتشعر فييت نام بقلق بالغ إزاء التدهور المثير للقلق في الحالة الأمنية والإنسانية في الجزء الشرقي من جمهورية الكونغو الديمقراطية.	0
25 - تهيب بجميع الدول أن تدير استخدام اليورانيوم العالي التخصيب للأغراض المدنية وأن تخفضه إلى أقصى حد ممكن تقنيا واقتصاديا، بما في ذلك عن طريق العمل على تحويل مفاعلات البحوث وعمليات إنتاج النظائر المشعة إلى استخدام وقود اليورانيوم المنخفض التخصيب والأهداف؛	0
ومن الواضح أن القضية العامة المتعلقة بتوزيع الأسلحة قد أثارها الوزير راموس هورتا.	0
وإذ يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات التي تهدد السلام والأمن وأن أي أعمال إرهابية تعتبر إجرامية وغير مبررة بغض النظر عن دوافعها، ومتى ارتكبت وأيا كان مرتكبها، ويكرر إدانته القاطعة لتنظيم القاعدة. وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بها، لارتكابهم أعمالاً إرهابية إجرامية مستمرة ومتعددة تهدف إلى التسبب في مقتل مدنيين أبرياء وغيرهم من الضحايا، وتدمير الممتلكات وتقويض الاستقرار إلى حد كبير،	0
الاجتماع المواضيعي لمجلس الأمن بشأن مكافحة الإرهاب	0
طلب تعاون الدول وبعثات حفظ السلام التابعة للأمم المتحدة وغيرها من البعثات ذات الصلة التي يأذن بها مجلس الأمن في القبض على مرتكبي جرائم الإبادة الجماعية أو الجرائم ضد الإنسانية أو جرائم الحرب أو غيرها من الانتهاكات الجسيمة لقانون حقوق الإنسان وتسليمهم.	0
ويعني ذلك أن الانفصاليين يواصلون تجاهل القانون الدولي بشكل صارخ، ويرفضون المبادئ العالمية لميثاق الأمم المتحدة.	0
ولا تزال جثث خمسة أشخاص يعتقد أنهم من أنصار السيد كوليبالي، وعليها آثار طلقات نارية وتعذيب، محتجزة في مشرحة بواكي منذ أواخر كانون الأول/ديسمبر، في انتظار نتائج التحقيقات الجنائية.	1
(ك) توفير التدريب العسكري، بما في ذلك في مجال حقوق الإنسان والقانون الإنساني الدولي وحماية الطفل ومنع العنف الجنساني، لمختلف أعضاء ووحدات الألوية المتكاملة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي من جمهورية الكونغو الديمقراطية والكونغو، كجزء من الجهود الدولية الأوسع لدعم إصلاح قطاع الأمن؛	0
وتشير التقارير المثيرة للقلق إلى أن أعداداً محدودة من الأطفال الذين تم إطلاق سراحهم بشكل غير رسمي من معسكرات التجميع قد أعيد تجنيدهم قسراً من قبل الجيش الماوي أو منظمات الحزب الشيوعي النيبالي (الماوي). وخلال الفترة المشمولة بالتقرير، تم توثيق 12 حالة.	1
وظلت الطرق الالتفافية غير القانونية على خط الحدود الإدارية وأنشطة التهريب تمثل مشكلة خلال الفترة المشمولة بالتقرير.	1
ومن المعقول الافتراض أن تواجد الشرطة هو لأسباب سياسية أكثر منه لأي شكل من أشكال الحماية.	1
56 - يعكف فريق سياسات البعثة المعني بالاستغلال والاعتداء الجنسيين على وضع الصيغة النهائية لمدونة قواعد السلوك لعملية الأمم المتحدة في كوت ديفوار بشأن الاستغلال والاعتداء الجنسيين، ويشارك في الشبكة القطرية المعنية بالاستغلال والاعتداء الجنسيين.	0
وتبرز هذه الخلايا باعتبارها التهديد الرئيسي الذي يشكله إرهاب تنظيم القاعدة اليوم.	1
6 - يؤكد كذلك أن الشروط الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع الفدية للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة؛	0
15 - أكملت منظمة حلف شمال الأطلسي مهمتها العسكرية بنجاح في البوسنة والهرسك في 2 كانون الأول/ديسمبر في احتفال رسمي أقيم في معسكر بوتمير في سراييفو.	0
التدابير الأولية 39 - يتطلب حل جريمة بهذا الحجم قدرة إدارية قوية وأدوارا واضحة وتنسيقا وإمكانية الوصول إلى ما يكفي من الكفاءات والقوى العاملة والمعدات ووسائل المساعدة.	0
408- وفيما يتعلق بالقانون الإنساني الدولي، تحظر المادة 3 المشتركة بين اتفاقيات جنيف أعمال العنف التي تستهدف الحياة والشخص، بما في ذلك المعاملة القاسية والتعذيب وأخذ الرهائن والاعتداء على الكرامة الشخصية، ولا سيما المعاملة المهينة والحاطة بالكرامة.	1
وأشارت إحدى الدول إلى خطة واسعة النطاق لمكافحة التطرف، اعتمدت في عام 2006، وتهدف إلى مكافحة التطرف مع حماية القيم الديمقراطية في الوقت نفسه.	0
وأثناء اجتماعاتها مع الرئيس غباغبو ووزيري الدفاع والأمن الداخلي، أُبلغت اللجنة بأن قرار تعبئة القوات المسلحة الوطنية كان يهدف إلى إخماد المظاهرة ومنع تنظيمها.	1
388) وجدت اللجنة أيضاً حالات نهب ارتكبتها الحركات المتمردة. ولا سيما أثناء الهجمات على مراكز الشرطة وغيرها من المنشآت الحكومية، حيث نهب المتمردون الأسلحة من الحكومة.	1
144. الدول مسؤولة بموجب القانون الدولي لحقوق الإنسان عن ضمان حماية حقوق الإنسان والحريات الأساسية والحفاظ عليها في جميع الأوقات، في الحرب والسلم على حد سواء.	0
ومنذ إطلاقه في كانون الثاني/يناير 2003، كان هذا المخطط يهدف إلى وقف الاتجار بالماس الممول للصراعات عن طريق ضمان أن تكون جميع الماس الخام المتداولة بين المشاركين فيه (42 دولة والجماعة الأوروبية) مصحوبة بشهادة عملية كيمبرلي سارية المفعول.	1
وفي الإحاطة التي قدمها إلى المجلس في كانون الأول/ديسمبر 2005 وحزيران/يونيه 2006، وصف وكيل الأمين العام غامباري الأوضاع الخطيرة المتعلقة بحقوق الإنسان والظروف الإنسانية في بورما، بما في ذلك احتجاز أكثر من 1100 سجين سياسي، فضلاً عن تدفق اللاجئين والمخدرات من بورما إلى الخارج. وفيروس نقص المناعة البشرية/الإيدز وأمراض أخرى.	1
وإذ يلاحظ مع بالغ القلق تزايد أعمال العنف، وتصاعد القتال بين القبائل، فضلا عن استمرار العنف الجنسي والجنساني والإفلات من العقاب، وإذ يكرر الإعراب عن قلقه العميق إزاء الهجمات على العاملين في المجال الإنساني وحفظة السلام، وأمن المدنيين، ويدعو إلى إلى جميع الأطراف في دارفور أن توقف الأعمال الهجومية فوراً وأن تمتنع عن شن المزيد من الهجمات العنيفة التي تؤدي إلى تدهور حالة المساعدات الإنسانية وتقييد وصول المساعدات الإنسانية إلى السكان المحتاجين،	1
&quot;ويقر مجلس الأمن بأهمية المساعدة على منع نشوب الصراعات في المستقبل من خلال معالجة أسبابها الجذرية بطريقة مشروعة وعادلة.	0
35 - وفي منتصف آذار/مارس، أعلن العميد رواك عن تسريح 594 جنديا بأثر رجعي اعتبارا من 1 آذار/مارس.	0
ورأت بعثة تقصي الحقائق أنه بما أن مصداقية السلطات اللبنانية التي تجري التحقيق موضع شك، فإنه ينبغي إجراء تحقيق دولي مستقل لكشف الحقيقة.	0
إن التعذيب والاغتصاب وغيره من الأعمال الوحشية التعسفية على أيدي الحراس وزملائهم السجناء منتشرة على نطاق واسع وترتكب مع الإفلات من العقاب.	1
43 - وتظل مصادر التمويل الأخرى مهمة، بما في ذلك عائدات الأنشطة الإجرامية المنظمة عبر الوطنية مثل التهريب والاتجار بالبشر.	1
ويقع على عاتق المتمردين التزام مماثل فيما يتعلق بجميع الجرائم التي قد يرتكبونها، سواء تم التعرف على مرتكبيها ومعاقبتهم أم لا.	1
94 - وقد بدأت اللجنة والإنتربول للتو عملية إعداد وإصدار إشعارات لكل فرد من الأفراد المعنيين المدرجين في قائمة الأمم المتحدة.	0
552 - يتضح من عرض الانتهاكات المبينة في الجزء الأول من هذا التقرير أن الانتهاكات الخطيرة لحقوق الإنسان والقانون الإنساني قد ارتكبت على نطاق واسع من قبل القوات الحكومية أو الميليشيات الخاضعة لسيطرة الحكومة.	1
وهاجموا المكتب المحلي لجهاز الأمن والمخابرات الوطني، وأشعلوا النار فيه، ثم شرعوا في إطلاق النار على مكتب الاتصالات السوداني.	1
قوات الدفاع الشعبي تقاتل إلى جانب القوات المسلحة النظامية.	0
ويؤكد كلا القرارين على مسؤولية الدول في التحقيق مع المشتبه في ارتكابهم جرائم الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب أو غيرها من الانتهاكات الجسيمة للقانون الدولي لحقوق الإنسان ومحاكمتهم.	0
(ب) معالجة أوجه القصور في تجريم تمويل الإرهاب وإدراجه كجريمة أصلية تتعلق بغسل الأموال، ومعالجة أوجه القصور في تجميد أصول الإرهابيين، لا سيما عن طريق السماح بضمانات كافية وإدراج استثناءات إنسانية في إجراءات التجميد؛	0
وتدخلت القوات اللبنانية في عدة مناسبات للسيطرة على المظاهرات ومنع المتظاهرين من الاقتراب من الخط الأزرق.	1
46 - منذ انتهاء الولاية الأخيرة، في منتصف آذار/مارس 2005، تدهورت العلاقة بين الحكومة الاتحادية الانتقالية والمعارضة بشكل خطير، مما يزيد من احتمال حدوث مواجهة عسكرية حادة بين الطرفين.	1
ويدعو إلى اتخاذ إجراءات دولية فعالة لمنع التدفق غير المشروع للأسلحة الصغيرة إلى مناطق الصراع.	0
كما دعوا القوات الجديدة إلى أن تبدأ، في أقرب وقت ممكن، قبل 15 تشرين الأول/أكتوبر، ودون شروط مسبقة، عملية التسريح ونزع السلاح وإعادة الإدماج، التي وافقوا عليها في أكرا. وشددوا على ضرورة نزع سلاح جميع الجماعات شبه العسكرية والميليشيات.	0
وباستثناء دولة واحدة لم تقدم سوى قدر ضئيل للغاية من المعلومات ذات الصلة، فإن جميع دول شرق آسيا أعضاء في العديد من المنظمات أو الآليات الإقليمية للتعاون الدولي في مجال مكافحة الإرهاب، وقد سعت إلى تعزيز هذه العلاقات.	0
(و) أن يقدموا لبعضهم البعض أكبر قدر من المساعدة فيما يتعلق بالتحقيقات الجنائية أو الإجراءات الجنائية المتعلقة بتمويل أو دعم الأعمال الإرهابية، بما في ذلك المساعدة في الحصول على الأدلة التي بحوزتهم والضرورية للإجراءات؛	0
ويؤدي تبادل المعلومات إلى تعزيز تقييم مخاطر الانتشار للفرص التجارية. ولذلك، فإن تبادل المعلومات أمر بالغ الأهمية لمصلحة جميع الجهات الفاعلة في القطاع الخاص ويفيد الشركات ذات الموارد الأقل مثل المؤسسات الصغيرة والمتوسطة الحجم.	0
وأخيرا، هناك حاجة ماسة إلى الزعامة الأفغانية للتعامل مع المخدرات.	0
وإذ يؤكد من جديد أيضا قراريه 1368 (2001) المؤرخ 12 أيلول/سبتمبر 2001 و 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001، وإذ يكرر تأكيد دعمه للجهود الدولية الرامية إلى استئصال شأفة الإرهاب، وفقا لميثاق الأمم المتحدة،	0
44 - ترحب اللجنة بالعمل الذي تقوم به المديرية التنفيذية لمواصلة التعاون الوثيق مع خبراء لجان مجلس الأمن المنشأة عملا بالقرار 1540 (2004) والقرارين 1267 (1999) و 1989 (2011)، بما في ذلك من خلال التبادل المنتظم. المعلومات وتبادل تقارير البعثات وإعداد الوثائق المشتركة والبيانات المشتركة لرؤساء اللجان المقدمة إلى المجلس.	0
27 - ولا تزال القوات المسلحة لجمهورية الكونغو الديمقراطية تعاني من ضعف التجهيز والاستدامة، وتعتقد البعثة أن الأمر سيتطلب وجودا عسكريا معززا للمساعدة في تأمين الانتخابات في العديد من المناطق الرئيسية في كاتانغا.	1
وعلى أساس الاستعراض الأولي الذي أجرته البعثة، تم نشر فريق لاستعراض الموظفين، ومن ثم فريق للتقييم الإداري من إدارة عمليات حفظ السلام، لوضع الصيغة النهائية للتوصيات الرامية إلى إعادة تشكيل الهيكل المدني لدعم الأنشطة الحالية الصادر بها تكليف بشكل أفضل، وضمان زيادة التكامل بين العنصرين العسكري والمدني وتعزيز إدارة بعثة الأمم المتحدة للاستفتاء في الصحراء الغربية.	0
ويبدو أن قصف المناطق المحيطة بالقرية كان يهدف إلى تسهيل نهب القرية وتدميرها على يد الجنجويد والقوات المسلحة الحكومية الموجودة على الأرض.	1
والتقى الفريق خلال زياراته بالهيئات الوطنية المسؤولة عن الإشراف على نظام الجزاءات والهيئات المشاركة في التعامل مع التهديد الذي تشكله حركة طالبان وتنظيم القاعدة على أرض الواقع.	0
وينبغي أن يؤخذ في الاعتبار أنه على الرغم من السماح بحماية أفضل للمدنيين، فإن القدرات مثل تحسين الاستخبارات وقدرات الرد السريع وعوامل التمكين الحاسمة غالبا ما يكون لها آثار كبيرة على الموارد والدعم الميداني أو قد تتطلب مجموعة أوسع من البلدان المساهمة بقوات عسكرية وأفراد شرطة .	0
وبدأت الصكوك القانونية الدولية الأخرى، بما في ذلك اتفاقية مجلس أوروبا لمنع الإرهاب، في النظر في القضايا ذات الصلة مثل التحريض على الإرهاب والتجنيد والتدريب.	0
ودخلت المعاهدة التي أنشأت المحكمة، نظام روما الأساسي، حيز التنفيذ في 1 يوليو 2002.	0
وأعرب أعضاء المجلس عن قلقهم البالغ إزاء الانتهاكات المروعة لحقوق الإنسان والجرائم ضد الإنسانية الواردة في التقرير.	0
وتشير بعض التقارير أيضاً إلى أن أجانب من تشاد والجماهيرية العربية الليبية ودول أخرى استجابوا للنداء وأن الحكومة كانت على أتم استعداد لتجنيدهم.	1
يتطلب التوجيه الواضح لعمل اللجنة ومديريتها التنفيذية توجيهات سياسية واضحة المعالم في جميع المجالات الرئيسية لولاية اللجنة.	0
ويشدد المجلس على أهمية وإلحاح استعادة العدالة وسيادة القانون في مجتمعات ما بعد الصراع، ليس فقط للتصالح مع انتهاكات الماضي، ولكن أيضا لتعزيز المصالحة الوطنية وللمساعدة في منع العودة إلى الصراع في المستقبل. .	0
أولا، وبالتعاون مع البنك الدولي، ستعقد ورشة عمل للبرلمانيين في باكستان حول أهمية التشريعات المتعلقة بمكافحة تمويل الإرهاب.	0
56 - ومن المشجع أنه تم إحراز تقدم مستمر في جميع المجالات الأربعة ذات الأولوية المنوطة بالبعثة، بما في ذلك مبادرات الحوار بشأن القضايا الوطنية الحاسمة، وإحراز مزيد من التقدم في استئناف الشرطة الوطنية لتيمور - ليشتي مسؤولياتها الأساسية في مجال الشرطة، وإصدار المجموعة التشريعية للأمن الوطني، وخطة التطوير الاستراتيجي. الخطة والخطة الاستراتيجية لقطاع العدالة في تيمور-ليشتي.	0
وتقوم منظومة الأمم المتحدة بتنفيذ مبادرات برمجة مشتركة في إطار استراتيجية الدعم تحقق نتائج جيدة، رغم أن هناك حاجة إلى تعزيز العلاقة بين البرامج المختلفة والجهود التي تبذلها الحكومة لتحقيق الاستقرار.	0
ونلاحظ أن الأمين العام يعرب في تقريره (S/2008/728) عن قلقه إزاء الحالة الأمنية في شرق جمهورية الكونغو الديمقراطية.	0
وكما قلت سابقا، فإن تطبيق المعايير المزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة هامة أخرى تثير قلقا بالغا وتقوض بشكل خطير الكفاح الجماعي الذي يخوضه المجتمع الدولي ضد الإرهاب.	0
ونحث إسرائيل على اتخاذ المزيد من الإجراءات لإزالة البؤر الاستيطانية المتقدمة وفقا لخارطة الطريق والتصدي للتهديد المتزايد الذي يشكله التطرف الاستيطاني.	0
وفي يونيو/حزيران 2005، تم أيضًا استخدام محطة الفاكهة لتفريغ 22 مركبة عسكرية من بيلاروسيا (انظر دراسة الحالة الثانية).	1
قامت تونس والجماهيرية العربية الليبية (في عامي 2009 و2010 على التوالي) بتوسيع التزامات العناية الواجبة تجاه العملاء وحفظ السجلات والإبلاغ عن المعاملات المشبوهة لتشمل شركات ومهن غير مالية محددة أخرى، مما أدى إلى توسيع نطاق مكافحة غسل الأموال والالتزامات المتعلقة بمكافحة تمويل الإرهاب.	0
وقد أسفرت عملية الاستعراض عن تأكيد إدراج جميع الأفراد في القائمة، رغم أنهم لم يدرجوا في القائمة على هذا الأساس فقط، إلا أنهم معروفون في المقام الأول بدورهم في توفير التبرير الإيديولوجي للعنف المتصل بتنظيم القاعدة للمجندين الجدد أو لجمهور أوسع. ويأتي هذا على الرغم من حقيقة أن تدابير العقوبات في حد ذاتها ليس لها تأثير يذكر، إن وجد، على أداتها الرئيسية: القدرة على التواصل والإقناع عبر الإنترنت.	0
:: تكفل اللجنة أن تكون أي تدابير تتخذها الدول لمكافحة الإرهاب متوافقة مع جميع التزاماتها بموجب القانون الدولي، ولا سيما قانون حقوق الإنسان، وقانون اللاجئين، والقانون الإنساني.	0
يؤكد اعتزامه، عند إنشاء وتجديد أنظمة الجزاءات الخاصة بكل دولة، أن يأخذ في الاعتبار مدى ملاءمة التدابير المستهدفة والمتدرجة ضد الأطراف في حالات النزاع المسلح التي ترتكب الاغتصاب وغيره من أشكال العنف الجنسي ضد النساء والفتيات في حالات النزاع المسلح. .	1
وتم دفن الضحايا بعد عدة أيام من الهجوم في المناطق المحيطة بكلبس.	1
13 - يشجع حكومة بوروندي على مواصلة جهودها الرامية إلى توسيع نطاق احترام وحماية حقوق الإنسان، بما في ذلك من خلال إنشاء لجنة وطنية مستقلة لحقوق الإنسان، مع مراعاة مبادئ باريس المبينة في قرار الجمعية العامة 48/134، ويشجع كذلك عليها وضع حد للإفلات من العقاب واتخاذ التدابير اللازمة لضمان تمتع مواطنيها تمتعاً كاملاً بحقوقهم المدنية والسياسية والاجتماعية والاقتصادية والثقافية دون خوف أو تخويف، على النحو المنصوص عليه في دستور بوروندي وتنص عليه الصكوك الدولية لحقوق الإنسان، بما في ذلك تلك الصكوك. صدقت عليها بوروندي؛	0
وإذ يؤكد من جديد ضرورة مكافحة التهديدات التي يتعرض لها السلم والأمن الدولي نتيجة للأعمال الإرهابية بكافة الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، مشددا في هذا الصدد على الدور الهام الذي تضطلع به الأمم المتحدة في قيادة وتنسيق هذا الجهد. ,	0
44 - ووفقا لدائرة الإجراءات المتعلقة بالألغام، &quot;تشكل الأجهزة المتفجرة المرتجلة نظام أسلحة خطيرا بشكل فريد بسبب تنوعها وقابليتها للتكيف وطريقة استخدامها.	0
ويأخذ التقرير في الاعتبار كلا من التطور الأخير للتهديد الإرهابي العالمي والفهم المعزز عموما للممارسات الجيدة لمكافحة الإرهاب من جانب الممارسين الوطنيين والدوليين.	0
بالإضافة إلى ذلك، تم اختيار أعضاء حركات التمرد بشكل رئيسي من مجموعات الدفاع القروية المحلية من قبائل معينة، والتي تم تشكيلها كرد فعل على زيادة الهجمات التي شنتها قبائل أخرى.	1
وتم تعزيز موقع فريق بير لحلو بمراقبين عسكريين إضافيين من موقع فريق تيفاريتي، وظل على اتصال وثيق مع جبهة البوليساريو.	0
25 - حظيت المسيرة المقرر تنظيمها في 25 آذار/مارس بتغطية إعلامية واسعة النطاق واعتبرها البعض تحديا خطيرا للرئيس ومؤسسات الدولة الشرعية.	1
1 - يكرر الإعراب عن قلقه إزاء استمرار الأزمة وتدهور الوضع في كوت ديفوار، مما يشكل تهديدا خطيرا للسلام والاستقرار في منطقة غرب أفريقيا؛	1
٦٨ - وكان مقتل خبيرين تابعين لمكتب الأمم المتحدة المعني بالمخدرات والجريمة في 7 نيسان/أبريل 2014، أثناء قيامهما بمهمة لمكافحة القرصنة في الصومال، بمثابة تذكير مثير للقلق بالمخاطر التي يواجهها موظفو الأمم المتحدة في عملهم لتحسين حياة الآخرين.	1
