en_ar_GOOGLE	VerConf
13 - يشدد على ضرورة ضمان توجيه جميع الجهود الدولية نحو تعزيز بعثة الدعم الدولية بقيادة أفريقية في جمهورية أفريقيا الوسطى وتعبئة الموارد اللازمة لصالحها، لتمكينها من الاضطلاع بولايتها بفعالية وتمهيد الطريق أمام النشر المحتمل لعملية حفظ السلام التابعة للأمم المتحدة. ، وفقا للأحكام ذات الصلة من القرار 2127 (2013).	0
في ظل تلك الظروف، حيث تتلاقى أوجه عدم المساواة العميقة والإقصاء السياسي والاقتصادي والاجتماعي، تظهر عملية تهدف إلى تغيير النظام السائد وتسعى إلى تغييرات وبدائل اقتصادية وسياسية، مما يسمح بالمشاركة وفتح مساحات ووسائل جديدة للتعبير، مما يعني ضمنا، باختصار، المطالبة بالحقوق الأساسية.	1
تمت إدانة هذا الحادث السياسي القبيح بشدة في بيان صحفي صدر مباشرة بعد الحادث عن مكتب الرئيس إرنست باي كوروما، وفي العديد من البيانات الصحفية اللاحقة الصادرة عن مجموعات المصالح السياسية الأخرى، بما في ذلك حزبا المؤتمر الشعبي العام والحركة الشعبية للتغيير الديمقراطي، ولجنة الإعلام المستقلة، لجنة تسجيل الأحزاب السياسية (PPRC) والحملة من أجل الحكم الرشيد.	1
2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة من غير الدول صنع أسلحة نووية أو كيميائية أو بيولوجية أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استخدامها. وسائل إيصالها، ولا سيما لأغراض إرهابية، وكذلك محاولة الانخراط في أي من الأنشطة المذكورة أعلاه، أو المشاركة فيها كشريك، أو مساعدتها أو تمويلها؛	0
وتستبعد أحكام العفو الإفلات من العقاب على العنف القائم على النوع الاجتماعي.	0
وفي ذلك المساء، أصدر أحد ضباط الشرطة الوطنية الشرقية إعلانا إذاعيا ألقى فيه باللوم على القائد العام مارتينز ونائب القائد بابو في وفاة ضابط وحدة الاستجابة السريعة.	1
وإذ يؤكد المساهمة المستمرة في استقرار كوت ديفوار، ولا سيما في سياق الانتخابات الرئاسية المقررة، من خلال التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005)، ويؤكد أن هذه التدابير تهدف إلى دعم عملية السلام في كوت ديفوار ديفوار,	0
16 - وفي 17 آذار/مارس، أصدرت مجموعة السبعة مذكرة صاغت فيها التظلمات المقدمة ضد رئيس الجمهورية وأدرجت العقبات والصعوبات التي ينبغي معالجتها من أجل دفع عملية السلام إلى الأمام.	1
46 - وعلى أرض الواقع، فإن الوضع معقد ومثير للقلق - وخاصة بالنسبة لطوائف الأقليات.	0
لقد أرسى الزعيمان الأسس لاستمرار الحوار بين لبنان والفلسطينيين، وهو ما يمثل في رأيي خطوة هامة نحو التغلب بشكل نهائي على الماضي الصعب ونحو إعادة تأكيد سيادة لبنان واستقلاله السياسي.	0
وتوضح هذه الأدوات، إلى جانب سياسة اللامركزية، أدوار ومسؤوليات المجالس المحلية ومسؤولي المناطق والبرلمانيين والسلطات التقليدية في مجالات صنع القرار فيما يتعلق بالتنمية؛ الانتخابات والحفاظ على القانون والنظام؛ وتحصيل الإيرادات المحلية وتخصيصها.	0
ليس هناك شك اليوم في أن النية الحقيقية كانت منع نشر تفاصيل أفعاله التدميرية الطائشة بموجب أوامر وكالة المخابرات المركزية.	1
وتسعى اللجنة جاهدة لضمان أن تكون القائمة ديناميكية ومستجيبة للتهديد المتطور الذي يشكله تنظيم القاعدة.	1
وبما أن بعض القبائل لم يكن لديها أراضٍ تقليدية مخصصة لها، ومع تزايد الصراع على الموارد الطبيعية، كانت هناك محاولة منهجية لطرد القبائل التي يُنظر إليها على أنها &quot;غير خلاصية&quot; من أراضيها.	0
(أ) تهديد عملية السلام والمصالحة الوطنية في كوت ديفوار، ولا سيما عن طريق عرقلة تنفيذ عملية السلام، على النحو المشار إليه في اتفاق واغادوغو السياسي؛	0
ويلاحظ المجلس كذلك مع القلق التقارير التي تفيد بأن هجمات جيش الرب للمقاومة في جمهورية أفريقيا الوسطى وقعت في مناطق خارج منطقة العمليات الرئيسية لقوة الاتحاد الأفريقي.	0
ومع تزايد هذا التهديد، يجب أن تتطور استجابة المجتمع الدولي وتواكبها.	1
وفي الوقت نفسه، من الضروري أن يفي جميع أصحاب المصلحة الصوماليين، وخاصة المؤسسات الاتحادية الانتقالية، بوعودهم لحل التحديات السياسية والاقتصادية والأمنية الهائلة التي تواجههم.	1
ويقر مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بشكل خاص أثناء النزاعات المسلحة وحالات ما بعد النزاع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال قضايا حقوق الإنسان للمرأة قد يتم استهدافهم في عدد من هذه الحالات.	1
وخارج المنطقة الخاضعة لمسؤولية بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد، في شرق تشاد، هناك تطورات أخرى تثير القلق أيضاً.	1
لقد شعرنا بخيبة الأمل، سيدي الرئيس، لأنه على الرغم من جهودكم وجهود كثيرين آخرين، لم يتمكن المجلس من إدانة ذلك الهجوم الإرهابي الشنيع.	1
ولهذا السبب ندين الإرهاب.	1
ويُزعم أن إبراهيم محمد ك. كان قد حضر معسكرات التدريب التابعة لتنظيم القاعدة حتى تشرين الثاني/نوفمبر 2001، ثم مكث في أفغانستان لأكثر من عام وهو يقاتل قوات الولايات المتحدة، وكان خلال تلك الفترة على اتصال بأعضاء رفيعي المستوى في تنظيم القاعدة. وقد أقنعوه بالعودة إلى أوروبا، حيث منحته وثيقة سفره الألمانية قدرًا كبيرًا من حرية الحركة لتجنيد مهاجمين انتحاريين.	0
20 - ورغم أن اللجنة تعتزم تناول مسألة التعاون مع المنظمات الدولية والإقليمية ذات الصلة بتعمق كبير في نيسان/أبريل 2007، فقد أيدت توصية فريق الرصد بدعوة ممثلي تلك المنظمات، على أساس كل حالة على حدة للالتقاء باللجنة لتبادل وجهات النظر بما يعود بالنفع على الطرفين.	0
ويقع على عاتق السلطات في جمهورية الكونغو الديمقراطية التزام دولي بالتأكد من عدم استخدام بلادها كقاعدة يأتي منها هؤلاء المتمردون لمهاجمة أوغندا.	0
وبشكل عام، لا تظهر سياسة مهاجمة وقتل وتهجير أفراد بعض القبائل قسراً نية محددة لإبادة مجموعة متميزة على أسس عنصرية أو إثنية أو قومية أو دينية، كلياً أو جزئياً.	1
كما أبرم عدد من المناطق اتفاقات محددة لمراقبة تصدير واستيراد وعبور هذه الأسلحة.	0
لا شك أن الإرهاب يمثل أحد أخطر التهديدات التي يتعرض لها السلام والأمن الدوليان ويظل سببا رئيسيا للقلق ليس بالنسبة للدول الأفريقية فحسب، بل للمجتمع الدولي برمته.	1
ترفض جمهورية كوريا الشعبية الديمقراطية رفضا قاطعا القرار المتعلق بحقوق الإنسان المناهض لجمهورية كوريا الشعبية الديمقراطية، والذي تم اختلاقه على أساس مؤامرات وأكاذيب ومعلومات مضللة وفرضته الولايات المتحدة وغيرها من البلدان المعادية بطريقة متعجرفة وتعسفية.	1
وعلى الرغم من أن قيادة الشرطة الوطنية لتيمور - ليشتي لم توافق على الهجمات التي وقعت يومي 23 و 24 أيار/مايو والتي شارك فيها بعض ضباط الشرطة الوطنية، إلا أنها مرتبطة بانهيار التسلسل القيادي، والانقسامات بين الفصائل القائمة، وتاريخ سابق من المساءلة المحدودة.	1
ولاحظت أيضاً أن أعمال الإرهاب تُعرّف على أنها جرائم عامة ويتم التعامل معها بموجب إجراءات جنائية موحدة، وليس بموجب قواعد خاصة أو أمام محاكم خاصة.	1
وخلال المشاورات غير الرسمية التي أجرتها اللجنة في 22 أيار/مايو، قدم منسق فريق الرصد عرضا شفويا عن التهديد الحالي للسلام والأمن الدوليين الذي يشكله تنظيم القاعدة والجماعات المنتسبة إليه.	1
وهذا يفسر، علاوة على ذلك، تصميم قطاع الأعمال في أوغندا على مواصلة توفير الأسلحة للجماعات المسلحة في مقاطعة إيتوري حتى تتمكن من مواصلة استغلال الموارد الطبيعية وغيرها من أشكال ثروات المنطقة بشكل غير قانوني.	0
ويشير مجلس الأمن إلى مطالبته جميع الأطراف في النزاع المسلح بالامتثال الكامل للالتزامات المنطبقة عليها بموجب القانون الدولي فيما يتعلق بحماية المدنيين في النزاع المسلح، بما في ذلك الصحفيون والإعلاميون والأفراد المرتبطون بهم.	1
وفي المقر، كان من شأن التدخل الهائج لوزير الداخلية، بما في ذلك إخراج سلاح من مستودع الأسلحة، أن يساهم في خلق جو من الذعر.	1
53 - ويجري تنفيذ خطط متكاملة لدعم الانسحاب المقرر للعنصرين العسكري والمدني للبعثة في الفترة من 15 تشرين الأول/أكتوبر إلى 31 كانون الأول/ديسمبر 2010.	0
ومع ذلك، لم تعتمد سوى 20 دولة تدابير عملية واستراتيجية وطنية لقمع التجنيد من قبل الجماعات الإرهابية.	0
إذ يشير إلى قراره 2133 (2014) وإلى نشر المنتدى العالمي لمكافحة الإرهاب &quot;مذكرة الجزائر بشأن الممارسات الجيدة بشأن منع الاختطاف للحصول على فدية على يد الإرهابيين وإنكار فوائده&quot;، ويدين بشدة حوادث الاختطاف واحتجاز الرهائن المرتكبة من قبل الجماعات الإرهابية لأي غرض، بما في ذلك بهدف جمع الأموال أو الحصول على تنازلات سياسية، وإذ يعرب عن تصميمه على منع عمليات الاختطاف واحتجاز الرهائن التي ترتكبها الجماعات الإرهابية وتأمين إطلاق سراح الرهائن بشكل آمن دون دفع فدية أو تنازلات سياسية، وفقا مع القانون الدولي المعمول به، وإذ يهيب بجميع الدول الأعضاء أن تمنع الإرهابيين من الاستفادة بشكل مباشر أو غير مباشر من دفع الفدية أو من الامتيازات السياسية، وأن تكفل إطلاق سراح الرهائن بشكل آمن، ويؤكد من جديد ضرورة تعاون جميع الدول الأعضاء بشكل وثيق أثناء حوادث الاختطاف والاختطاف عمليات احتجاز الرهائن التي ترتكبها الجماعات الإرهابية،	1
&quot;يدين مجلس الأمن بشكل قاطع الهجوم الإرهابي الذي وقع في مأرب، الجمهورية اليمنية، في 2 تموز/يوليه 2007، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذه الهجمات وأسرهم، ولشعوب وحكومات الجمهورية. اليمن ومملكة اسبانيا.	1
في الختام، إن التحديات التي تواجه أفغانستان هائلة، ولكننا نحرز تقدما.	1
وفي المقابل، يتعين على سلطات بلغراد أن تضع حداً لتكتيك العرقلة الذي تتبعه، والذي يمنع صرب كوسوفو من المشاركة في المؤسسات العامة في كوسوفو. وتنطوي &quot;سياسة الكرسي الشاغر&quot; على مخاطر كبيرة تتمثل في أن تاريخ كوسوفو سوف يُكتب بدون صرب كوسوفو.	1
1 - يدين بشكل قاطع جميع أعمال الإرهاب وأساليبه وممارساته باعتبارها إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأيا كان مرتكبها، ولا سيما تلك التي يمكن أن تهدد السلام والأمن الدوليين؛	1
(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. بما في ذلك الأسلحة والذخيرة، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلق بالأنشطة العسكرية؛	0
ويصدر تقييمها في تقارير نصف شهرية، وهي ممارسة ساهمت في زيادة الوعي بمشاكل حقوق الإنسان.	0
&quot;ويدرك مجلس الأمن ضرورة الاستمرار مع المنظمات والترتيبات الدولية والإقليمية ودون الإقليمية في استكشاف سبل تبادل الخبرات والدروس المستفادة في المجالات التي يغطيها القرار 1540 (2004)، ومدى توافر البرامج التي قد تيسر تنفيذ القرار 1540 (2004). القرار والمجالات التي يمكنهم تقديم المساعدة فيها، بما في ذلك من خلال تعيين جهة اتصال أو منسق لتنفيذ القرار 1540 (2004).	0
وأعلنت أن الأمين العام قد تلقى طلب تيمور الشرقية للانضمام إلى عضوية الأمم المتحدة، وأعربت عن تطلعها إلى أن ينظر فيه المجلس.	0
ويرجى من الدول الأعضاء أن تقصر مداخلتها على 5 دقائق.	0
23 - وفي 17 تشرين الأول/أكتوبر، أعلن رئيس أركان الدفاع النيجيري أنه تم التوصل إلى وقف الأعمال العدائية مع جماعة بوكو حرام، عقب محادثات يسرتها حكومة تشاد في نجامينا. وفي 19 أكتوبر/تشرين الأول، أعلنت حكومة تشاد أن المفاوضات جارية بشأن اتفاق وقف إطلاق النار والإفراج عن التلميذات المختطفات في شيبوك. وفي 4 تشرين الثاني/نوفمبر، أعلنت حكومة نيجيريا الاتحادية أنه لم يتم التوصل إلى اتفاق، على الرغم من أن المحادثات ستستمر.	0
وإذ يأخذ علما بالمقترح المغربي الذي قدمه يوم 11 أبريل 2007 إلى الأمين العام، ويرحب بالجهود المغربية الجادة وذات المصداقية لدفع العملية نحو الحل، وإذ يحيط علما أيضا باقتراح جبهة البوليساريو المقدم إلى الأمين العام في 10 أبريل 2007،	0
كما أن الحالة الاقتصادية المتدهورة بسرعة، والتي تفاقمت بسبب الصراع المستمر، هي أيضاً مدعاة للقلق.	0
فمعظم الدول، على سبيل المثال، لم تقم بعد بتجريم تمويل الإرهاب وجعله جريمة أصلية لجريمة غسل الأموال.	1
قرار مجلس الأمن 1318 (2000)، مرجع سابق. سادسا - يشدد على أهمية قيام جميع الدول الأعضاء، ولا سيما الدول المشاركة في تصنيع الأسلحة وتسويقها، بتقييد عمليات نقل الأسلحة التي يمكن أن تثير صراعات مسلحة أو تطيل أمدها أو تؤدي إلى تفاقم التوترات أو الصراعات المسلحة القائمة ...	0
وذكرت أن التعاون بين الحكومة والمجتمع المدني يشكل جزءاً أساسياً من الجهود الرامية إلى منع الناس من اللجوء إلى الإرهاب، وأشارت إلى أنها تكثف جهودها لتحديد خطاب الكراهية على الإنترنت والتحقيق فيه.	0
وقد تم استيفاء متطلبات انسحاب القوات السورية والأصول العسكرية، فضلا عن إجراء انتخابات تشريعية حرة وذات مصداقية.	0
ومع ذلك، أشعر بالأسف لإلغاء الحلقة الدراسية المقرر عقدها في ماديرا، البرتغال، وأحث الطرفين على مواصلة استكشاف السبل الكفيلة بتوسيع برنامج تدابير بناء الثقة.	0
8. نشعر بقلق بالغ أيضًا إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، فضلاً عن الروابط الوثيقة التي تقيمها الجماعات المسلحة الإرهابية مع الجريمة المنظمة العابرة للحدود الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال. والاتجار غير المشروع بالأسلحة.	1
ويحث مجلس الأمن جميع أطراف النزاع المسلح، بما في ذلك الأطراف من غير الدول، على وضع حد لهذه الممارسات.	1
6 - وفي الفترة من 18 شباط/فبراير إلى 13 آذار/مارس، أجرى الجيش الملكي المغربي سلسلة من التدريبات العسكرية المقررة مسبقا بالقرب من أوسرد، شارك فيها حوالي 200 1 جندي من وحدات المشاة والفرسان والمدفعية المتمركزة بالفعل داخل قطاع أوسرد الفرعي.	0
خلال المناقشة، اتفق الطرفان على ضرورة إعادة التأكيد، في ضوء تغير القيادة على الجانبين خلال العامين الماضيين، على التزامهما بعدم استئناف الأعمال العدائية وعودة المشردين داخليا بشكل آمن وكريم. واللاجئين، في المقام الأول إلى مقاطعة غالي في حدودها القديمة، على النحو الذي أكده إعلان يالطا الصادر عن الجانبين الجورجي والأبخازي (انظر S/2001/242، المرفق، و S/2001/401، الفقرة 6).	0
الدعوة إلى الامتثال الصارم من جانب أطراف النزاع المسلح والدول الثالثة لالتزاماتها بموجب القانون الإنساني الدولي المعمول به للسماح وتسهيل المرور السريع ودون عوائق لشحنات ومعدات وأفراد الإغاثة الخاضعين لحقهم في فرض الترتيبات الفنية، بما في ذلك التفتيش، والتي بموجبها مثل هذا المرور مسموح به.	1
التماس تمويل من خارج الميزانية لإنشاء وظيفة مستشار للشؤون الجنسانية في المقر.	0
61 - ويتباين بدرجة كبيرة مدى تواجد مؤسسات الدولة والشرطة والجيش الوطني وعملها في هذه المجالات.	0
يدين بشدة تجنيد واستخدام الأطفال الجنود من قبل أطراف النزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليها، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي التي ترتكب في الغالب ضد الفتيات، والاختطاف والتشريد القسري، وحرمان الأطفال من الوصول إلى المساعدات الإنسانية والهجمات ضد المدارس والمستشفيات وكذلك الاتجار والعمل القسري وجميع أشكال العبودية وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال المتأثرين بالنزاعات المسلحة.	1
ويتعين على الزعماء الصوماليين أن يعملوا على إيجاد عملية سياسية مفتوحة أمام كل المستعدين لرفض المعارضة العنيفة.	1
أشعر بقلق بالغ إزاء التصعيد الأخير بين غزة وإسرائيل.	1
81 - إن قدرة القادة على ممارسة السيطرة، والحفاظ على الوعي بالحالة، وتخطيط وتنسيق أعمالهم عموديا وأفقيا من خلال هيكل القيادة أمر أساسي لأي عملية عسكرية أو شبه عسكرية. وبما أن تنظيم القاعدة وحركة الطالبان ومن يرتبط بهما يشاركون في هذا النشاط، فيجب عليهم أيضا أن يمتلكوا الوسائل اللازمة للقيام بذلك، بما في ذلك معدات الاتصالات.	1
يهيب بجميع أطراف النزاع المسلح في [البلد المتأثر]، بما في ذلك عناصر [جماعة مسلحة محددة]، أن تصدر أوامر واضحة ضد العنف الجنسي، ويهيب كذلك بتلك الأطراف أن تتعهد وتنفذ التزامات محددة بشأن التحقيق في الوقت المناسب في الانتهاكات المزعومة من أجل ومحاسبة الجناة، بما يتماشى مع قراره 1960 (2010)، وتيسير الوصول الفوري لضحايا العنف الجنسي إلى الخدمات المتاحة؛	0
إجراء ودعم عمليات تبادل منتظمة للمعلومات بين اللجنة ولجنة مجلس الأمن المعنية بالجزاءات المفروضة على حركة الطالبان وتنظيم القاعدة والأفراد والمنظمات المرتبطة بهما، المنشأة بموجب قرارات مجلس الأمن 1267 (1999) و 1333 (2000) و 1390 (2002)، ذو أهمية في الوقت المناسب.	0
وبعد تعرضهن للاغتصاب، لم تتم إعادة ملابس بعض النساء إليهن، وأُجبرن على البقاء عاريات.	0
:: 22 آب/أغسطس 2005، أصيب ثلاثة أشخاص بجروح في انفجار في مرآب للسيارات قرب فندق البروميناد في منطقة الزلقا شمال بيروت.	0
وأعرب المدعي العام عن قلقه بشأن القضايا التي لم يتم حلها فيما يتعلق بالأفراد المحتجزين في ليبيا والنزوح الجماعي لسكان تاورغاء.	1
وخلال تلك الأيام الثلاثة، زُعم أن أربع فتيات تعرضن للاغتصاب وتعرضت واحدة للاعتداء الجنسي.	0
إطار عمل لمواجهة تهديد المقاتلين الإرهابيين الأجانب	0
(3) يعاقب الجاني بالسجن لمدة تتراوح بين عشر سنوات وخمس عشرة سنة مع مصادرة الممتلكات حسبما تراه المحكمة مناسبا، أو بحكم استثنائي،	1
وقد أثار هذا العنصر الأخير بعض القلق بين خبراء حقوق الإنسان، بما في ذلك المقرر الخاص السابق المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، على أساس أنه قد يكون من المبالغة في دعوة الدول إلى تجريم الدعوة غير المباشرة.	1
وقد يكون هؤلاء الأفراد مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم حرب ارتكبت أثناء الهجمات، وهي قتل المدنيين وتدمير الأعيان المدنية والنهب.	0
&quot;ويؤكد مجلس الأمن أنه لن يتم التسامح مع أي محاولة لعرقلة عملية السلام والانتقال في جمهورية الكونغو الديمقراطية، بما في ذلك من خلال دعم الجماعات المسلحة.	1
&quot;ويؤكد مجلس الأمن الحاجة الملحة إلى تعزيز المؤسسات العسكرية ومؤسسات الشرطة في ليبيا.	1
وهي تتيح، التي تجريها المديرية التنفيذية نيابة عن اللجنة، فرصة لمناقشة جملة أمور منها الاتجاهات والتحديات المتعلقة بالإرهاب، والجهود التي تبذلها الدول في مجال مكافحة الإرهاب، ونقاط القوة والضعف والاحتياجات من المساعدة التقنية، والممارسات الجيدة في تنفيذ القرارين. .	0
ويشير تقرير بعثة التقييم إلى القلق المتزايد بشأن الآثار الإنسانية والاقتصادية للأزمة على منطقة الساحل.	1
وتشعر فييت نام بقلق بالغ إزاء التدهور المثير للقلق في الحالة الأمنية والإنسانية في الجزء الشرقي من جمهورية الكونغو الديمقراطية.	1
67. وأجدد دعوتي إلى الإفراج الفوري وغير المشروط عن جميع البحارة الأبرياء المحتجزين كرهائن في الصومال حتى يتمكنوا من الانضمام إلى أسرهم.	1
تشعر باكستان بقلق بالغ إزاء الاستنتاج الذي خلص إليه التقرير بأن التحديات الإنسانية والاقتصادية التي تواجه منطقة الساحل قد تفاقمت بسبب تداعيات الأزمة الليبية.	1
إن أغلب الناس في المنطقة يرفضون بحق العودة البسيطة إلى الوضع الذي كان قائماً من قبل، لأن أي هدنة تقوم على مثل هذه النتيجة المحدودة من غير المتوقع أن تستمر.	1
ولا أزال أشعر بالقلق من أن مزيج انعدام الثقة بين الأطراف واستمرار وجود الميليشيات يمكن أن يؤدي إلى توترات واحتمال انعدام الأمن وعدم الاستقرار في لبنان وخارجه.	0
- في 19 أيلول/سبتمبر، في أعقاب انفجار مركبة بعد اصطدامها بلغم في أغيلهوك، تم إجلاء ستة جرحى من أفراد الكتيبة التشادية بطائرة هليكوبتر إلى المرفق الطبي الصيني من الدور الثاني.	0
حث الهيئات الإقليمية و/أو دون الإقليمية ذات الصلة على تطوير وتنفيذ السياسات والأنشطة والدعوة لصالح النازحين داخليا واللاجئين.	0
إن القلق بشأن تنفيذ البيان المشترك الصادر في 2 نيسان/أبريل 2009، والذي أشار إليه التقرير، أمر جدير بالملاحظة.	1
ويحذر الأمين العام بطريقة لا لبس فيها من أنه لم يتم حتى الآن استيفاء أي من المعايير الثمانية بشكل كامل.	1
15 - وقد نشأ تهديد خاص من خلال زيادة استخدام الجماعات الإرهابية والأفراد لتكنولوجيات المعلومات والاتصالات الجديدة للتجنيد والتحريض وجمع الأموال، وغالبا عبر الحدود الدولية.	1
ولا ينبغي لنا أن نقلل من التهديد الذي تشكله الأنشطة المزعزعة للاستقرار التي تمارسها حركة طالبان وتنظيم القاعدة في أفغانستان.	1
أطلع الرئيس المجلس على مناقشات اللجنة في جلستها المعقودة في 3 أيلول/سبتمبر، والتي ركزت على تقرير منتصف المدة لفريق الخبراء المنشأ عملا بالقرار 1874 (2009)، الصادر في 1 آب/أغسطس، والتحديث الذي قدمه فريق الخبراء في تقريرها الصادر أيضاً في 1 آب/أغسطس عن حادث إطلاق جمهورية كوريا الشعبية الديمقراطية صواريخ باليستية في حزيران/يونيه وتموز/يوليه 2014.	0
وعلاوة على ذلك، تلقت اللجنة إخطارا بحظر توريد الأسلحة استنادا إلى الفقرة 13 (أ) من القرار 2009 (2011) واستجابت له، وهو إخطار لا يتطلب إخطار اللجنة لأنه يتعلق بالأعتدة غير الفتاكة المقرر توريدها إلى حكومة ليبيا.	0
وطالما أن الدول لا تفرض أي التزام على الأفراد المدرجين في القائمة بالامتثال لحظر السفر، فإنها قد لا ترى خطرا يذكر في محاولة تجنبه.	0
والخطر الرئيسي هنا هو أن أفريقيا سوف تصبح معسكر تدريب، وقاعدة تجنيد، ونقطة عبور للإرهابيين، ومركزاً لتعبئة الأموال للقيام بأنشطة غير قانونية أخرى.	1
وتشدد جنوب أفريقيا على أنه، نظرا لضخامة تلك التحديات، يلزم وضع استراتيجية شاملة تتضمن الأمن والجهود الإنسانية والحكم الرشيد والتنمية الاجتماعية والاقتصادية.	1
يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان...	0
وفي ليرنيب (منطقة تمبكتو)، في سبتمبر/أيلول، حذرت الحركة العربية لأفغانستان (المنصة) في اجتماعات عامة مختلفة من أنها ستعاقب أفراد السكان المحليين الذين يقدمون معلومات إلى البعثة المتكاملة والقوات الفرنسية. وفي 23 سبتمبر/أيلول، تم العثور على جثة رجل مقطوع الرأس في منطقة زويرة، على بعد 80 كيلومتراً شمال تمبكتو. وكان أحد الرجال الخمسة الذين اختطفهم تنظيم القاعدة في بلاد المغرب الإسلامي في 16 سبتمبر/أيلول، واتهمهم هذا التنظيم بالتعاون مع القوات الدولية، الذين اختفوا منذ ذلك الحين.	0
8 - يشدد على أهمية الوصول الآمن ودون عوائق للعاملين في مجال تقديم المساعدة الإنسانية إلى المدنيين في الصراعات المسلحة، ويهيب بجميع الأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول إلى الأمين العام أن يلفت انتباهه إلى المعلومات المتعلقة بالمنع المتعمد من الوصول إلى هذه المعلومات انتهاكا للقانون الدولي، حيث قد يشكل هذا الرفض تهديدا للسلم والأمن الدوليين، ويعرب، في هذا الصدد، عن استعداده للنظر في هذه المعلومات و عند الضرورة، اتخاذ الخطوات المناسبة؛	0
وفي سان بيدرو، أفادت التقارير أن عمدة المدينة قد بدأ في تدمير مدن الصفيح الأخرى.	0
ينبغي للمجتمع الدولي - بما في ذلك من خلال رعاية الأمم المتحدة - استخدام النفوذ الدبلوماسي وإتاحة المساعدة الفنية في مجالات مثل إصلاحات السياسة والأمن وقطاع العدالة، وصياغة دساتير وأطر قانونية جديدة، والمؤسسات الانتخابية، وإجراء الانتخابات. والانتخابات وغيرها.	1
يعرب عن اعتزامه، حيثما كان ذلك مناسبا، دعوة أطراف النزاع إلى اتخاذ ترتيبات خاصة لتلبية متطلبات الحماية والمساعدة للنساء والأطفال وغيرهم من الفئات الضعيفة، بما في ذلك من خلال تعزيز &quot;أيام التحصين&quot; وغيرها من الفرص لفائدة النساء والأطفال وغيرهم من الفئات الضعيفة. تقديم الخدمات الأساسية الضرورية بشكل آمن ودون عوائق.	0
23 - منذ وصول ممثلي الخاص إلى نيروبي في 27 أيار/مايو 2005، أكد للقادة في المنطقة دون الإقليمية وغيرهم ضرورة اتباع نهج منسق تجاه القادة الصوماليين وحثهم على الدخول في حوار والامتناع عن القيام بأي عمل عسكري من أجل التوصل إلى حل. - الخلافات داخل المؤسسات الاتحادية الانتقالية. وفي 10 حزيران/يونيه، التقى في كمبالا بالرئيس يوري موسيفيني، رئيس أوغندا، وفي 29 حزيران/يونيه أجرى محادثات مع الرئيس إسماعيل عمر جيله، رئيس جيبوتي، والأمين التنفيذي للهيئة الحكومية الدولية المعنية بالتنمية في جيبوتي.	0
ومع ذلك، ظلت التوترات الطائفية مرتفعة في بعض المناطق، مما أدى إلى تأجيج العديد من الهجمات.	0
وشدد أعضاء اللجنة على أن التاريخ أظهر أن الدول التي ارتكبت مثل هذه الجرائم الشنيعة ضد شعوبها كانت مصدرا دائما لعدم الاستقرار وانعدام الأمن لجيرانها.	1
إن الجريمة المنظمة، إلى جانب التطرف، والجذور العميقة في الحياة السياسية والاجتماعية في المنطقة، تهدد أساس المبادئ والقيم التي نحاول غرسها في المؤسسات الجديدة التي تشكلت هناك، مما يجعل جهودنا غير مثمرة.	1
97 - وفي الختام، أود أن أعرب عن تقديري للخدمة المتفانية التي قدمها ممثلي الخاص للسودان، هايلي منكيريوس، وكذلك لجميع الموظفين العسكريين وأفراد الشرطة والموظفين المدنيين العاملين في بعثة الأمم المتحدة في السودان.	0
