en_ar_TRANSFORMERS	VerCoop
15 - وكان من المقرر أن تنسحب قوات قوات الدفاع الشعبية الأوغندية من مطاري لا فورستيير وبانغوكا إلى بافواسيندي وفقا لأمر التنفيذ، في حين كان من المقرر أن تنسحب قوات الجيش الوطني الرواندي في مطار بانغوكا وملتقى لوبوتو - بافواسيندي إلى لوبوتو.	0
وقد دأبت هيئات مكافحة الإرهاب التي عهد إليها المجلس بتنفيذ القرار 1373 (2001)، في العقد التالي، على معالجة الصلات المحتملة بين الإرهاب والجريمة المنظمة باعتبارها تقع ضمن اختصاصها.	0
والتزم الموقعون أيضا بتنظيم حملة انتخابية مفتوحة ونزيهة وبإنشاء لجنة برلمانية معنية بالفساد في الدورة المقبلة للبرلمان.	1
كان هذا ثالث صاروخ يطلق من غزة إلى إسرائيل منذ الصيف.	0
140 - وفي بعض الزيارات التي قام بها الفريق، ولا سيما إلى الدول الأقل نموا، وجد أن الوكالات الوطنية ذات الصلة المشاركة في مكافحة الإرهاب تعاني من نقص شديد في التمويل، ولا سيما في مجال أمن الحدود، إلى درجة أن كبار المسؤولين نسبيا يفتقرون إلى إمكانية الوصول إلى الحواسيب وغيرها من التكنولوجيا ذات الصلة، وأن آخرين ليس لديهم سوى عدد قليل من الموظفين لأداء المهام الحاسمة الأهمية أو لا يتوفر لديهم أي عدد من الموظفين.	0
وقد ارتكبت قوات الأمن السورية عددا من الانتهاكات للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي، وقد تصل بعض هذه الانتهاكات إلى حد جرائم حرب وجرائم ضد الإنسانية.	0
وفي هذا الصدد، يدين المجلس بأشد العبارات التهديدات والتخويفات المستمرة ضد عناصر البعثة.	0
وحذر من أن دعوة مجموعة من الأصدقاء، بما في ذلك غير الأعضاء في المجلس، للمشاركة في عملية صنع القرار في المجلس يمكن أن يسبب أوجه قصور.	0
”ويعرب مجلس الأمن عن استعداده للنظر في توصيات محددة مقدمة من فريقه العامل المعني بالأطفال والنزاع المسلح بشأن الانتهاكات والتجاوزات التي ترتكبها ضد الأطفال الأطراف المدرجة أسماؤها في مرفقات تقارير الأمين العام، كلما وقعت، بهدف النظر في اتخاذ إجراء بشأنها، دون الحكم مسبقا على مجلس الأمن أو الإيحاء بقرار منه بشأن إدراج أو عدم إدراج حالة ما في جدول أعماله.	1
19 - وقد يسّر البرنامج الوطني لإعادة الإدماج وإعادة التأهيل المجتمعي، الذي يتوقع أن يستوعب عددا كبيرا من المقاتلين السابقين يبلغ 000 6 مقاتل، تسجيل أفراد القوات الجديدة وتصنيفهم.	0
232 - ويصل العدد التقديري للسكان المتضررين من النزاع في دارفور، إلى جانب اللاجئين في تشاد (1.65 مليون شخص من المشردين داخليا، و 000 627 شخص من المتضررين من النزاع لولا ذلك، و 051 203 لاجئا) إلى الرقم المذهل البالغ نحو 2.5 مليون شخص تضرروا بطريقة أو بأخرى - معظمهم بالتشريد من ديارهم.	0
”ويشدد مجلس الأمن على ضرورة قيام الدول الأعضاء في حالات ما بعد انتهاء النزاع، بالتشاور مع جهات منها المجتمع المدني، بما في ذلك المنظمات النسائية، بمعالجة الاحتياجات والأولويات المحددة للنساء والفتيات في استراتيجياتها الوطنية لتحسين ظروفهن الاجتماعية والاقتصادية، والمشاركة في الأنشطة المدرة للدخل، وحصولهن على التعليم والخدمات الأساسية.	0
(د) تيسير بناء القدرات في مجال التعاون الدولي مع الشركاء دون الإقليميين. 62 - ينبغي للجنة مكافحة الإرهاب ومديريتها التنفيذية القيام بما يلي: (أ) العمل بمزيد من النشاط مع المنظمات دون الإقليمية ذات الصلة، بما فيها فريق شرق أفريقيا والجنوب الأفريقي المعني بمكافحة غسل الأموال، والجماعة الإنمائية للجنوب الأفريقي، ومنظمة التعاون الإقليمي لرؤساء الشرطة في الجنوب الأفريقي، من أجل التركيز على الأنشطة الرامية إلى التغلب على أوجه القصور وتحسين تنفيذ القرار؛	1
وفي تلك المعركة، نُقل الجنود الذين أصيبوا إلى بارام لتلقي الرعاية الطبية.	0
465 - في البيان المشترك الصادر عن الحكومة والأمم المتحدة خلال زيارة الأمين العام في 3 تموز/يوليه 2004 بشأن الحالة في دارفور، التزمت حكومة السودان باتخاذ تدابير ملموسة لوضع حد للإفلات من العقاب على انتهاكات حقوق الإنسان في المنطقة.	1
ووقعت اشتباكات بين قوات المتمردين والقوات الفرنسية التي ترصد وقف إطلاق النار في نفس اليوم الذي كانت فيه البعثة في المنطقة، في دالوا، على بعد حوالي 50 كيلومترا.	0
وقد أدى ذلك إلى تقويض الجهود الدولية الرامية إلى تيسير استعادة السلام في أفغانستان.	0
ورداً على الأحداث التي وقعت في الجمهورية العربية السورية، بما في ذلك تقرير تلقته مفوضة الأمم المتحدة السامية لحقوق الإنسان، رحب وكيل الأمين العام بالقرار الذي اتخذه مجلس حقوق الإنسان مؤخراً بإنشاء لجنة دولية للتحقيق في هذه المسألة.	1
أولاً، حثت مجلس الأمن على زيادة الاعتراف بحقوق الإنسان وإبرازها في قراراته وبياناته الرئاسية.	1
وقد لاحظنا مع القلق تقييم الأمين العام بأن العديد من العوامل التي أدت إلى تفاقم أزمة عام 2006 لا تزال موجودة في المجتمع، مما يجعلها عرضة لعدم الاستقرار.	0
وعلى الرغم من أن التهديد الذي تشكله الميليشيات غير المشروعة في الغرب سيظل منخفضا، مقارنة بمعظم أفغانستان، فإن هذه القوات لا تزال تشكل ثاني أكبر خطر على الأمن الإقليمي، وراء التهديدات المتصلة بالمخدرات والتهديدات الإجرامية.	0
وسيكون تعزيز تنفيذ المعايير أمرا أساسيا لتعزيز ثقة صرب كوسوفو والأقليات الأخرى خلال فترة زيادة التوتر السياسي، وسيكون أساسيا أيضا لتحقيق ثقة المنطقة والمجتمع الدولي.	1
يدعو جميع الأطراف المعنية إلى التقيد بالالتزامات الدولية المنطبقة عليها فيما يتعلق بحماية الأطفال المتأثرين بالصراعات المسلحة، فضلا عن الالتزامات المحددة التي قطعتها على نفسها للممثل الخاص للأمين العام المعني بالأطفال والصراعات المسلحة، واليونيسيف وغيرها من وكالات الأمم المتحدة، وإلى التعاون التام مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية... في متابعة وتنفيذ هذه الالتزامات.	1
وبغية تحديد ما إذا كان الوقت قد حان للشروع في هذه العملية، يجب إجراء تقييم واسع للحالة في كوسوفو - بما يتجاوز بكثير تنفيذ المعايير.	1
22 - وعملا بالفقرة 11 من القرار 1963 (2010)، عقدت اللجنة، بمساعدة مديريتها التنفيذية، اجتماعا خاصا في 28 أيلول/سبتمبر 2011 للاحتفال بالذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة.	1
وفي 29 أيلول/سبتمبر، وقع هجوم آخر على بلدة الطويلة نفسها، عندما دخلت الشرطة الحكومية ووحدات القوات المسلحة السودانية البلدة، ثم بعد ذلك، مخيم دالي المجاور للمشردين داخليا، بإطلاق النار على المدنيين بشكل عشوائي ودون استفزاز.	0
وفي 30 آب/أغسطس 2010، أنشأ الجيش الشعبي لتحرير السودان وحدة لحماية الطفل في بلفام بولاية وسط الاستوائية، دعما لتنفيذ خطة العمل المشتركة بين الأمم المتحدة والجيش الشعبي لتحرير السودان.	0
وزار أيضا مخيم اللاجئين في العيون.	1
وأحيلت البروتوكولات يوميا إلى الجنرال عزار وإلى رئيس الجيش الجنرال ميشال سليمان.	1
وإذ يشدد على أن الحوار بين اللجنة المنشأة عملا بالقرار 1267 (1999) (”اللجنة“) والدول الأعضاء أمر حيوي لتنفيذ التدابير تنفيذا تاما،	1
وسيتناول أيضا التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها، بهدف تقديم الإرهابيين ومن يدعمونهم إلى العدالة.	1
114 - وأسفر العنف الذي وقع في راي كوتو بعد ظهر يوم 28 نيسان/أبريل عن مقتل مدني واحد، على النحو المبين في الفقرتين 50 و 51 أعلاه.	0
36 - واضطلع الرئيس أيضا بدور هام خلال اجتماعات اللجنة بتشجيع الأعضاء على شرح موقفهم من الإدراج في القوائم عندما تتعارض مع مواقف دول أخرى، وباتخاذ المبادرة لاقتراح شطب أسماء الأشخاص الذين يعتقد أنهم أموات أو الأسماء المدرجة في القائمة التي تفتقر إلى وسائل تحديد الهوية.	1
”ويهيب مجلس الأمن بالأمين العام أن يضاعف جهوده الرامية إلى كفالة تعزيز قدرات آلية الرصد والإبلاغ بغية تنفيذ القرار 1882 (2009) لإتاحة الدعوة الفورية والتصدي بفعالية لجميع الانتهاكات والاعتداءات المرتكبة ضد الأطفال، بوسائل منها كفالة قيام جميع وكالات الأمم المتحدة المعنية بالمساعدة بنشاط في جمع معلومات دقيقة وموضوعية وموثوق بها ويمكن التحقق منها عن أعمال الاغتصاب وغيرها من أعمال العنف الجنسي المرتكبة ضد الأطفال، وكذلك بكفالة التآزر وتجنب التداخل بين كيانات الأمم المتحدة ذات الصلة، في المقر وعلى الصعيد القطري، على النحو المطلوب في القرارين 1882 (2009) و 1888 (2009).	1
ودعا بعض الأعضاء المجلس إلى تقديم مساهمة أقوى في الجهود الرامية إلى إعادة الطرفين إلى المفاوضات من أجل التوصل إلى حل يقوم على وجود دولتين، وقالوا إن المستوطنات الإسرائيلية تقوض آفاق السلام.	1
غير أن الحكومة، بوصفها الجهاز العام المسؤول عن وضع السياسات، تتحمل أيضا مسؤولية الاستجابة للمشاكل الحرجة داخل المؤسسات وفيما بينها.	0
وفي 4 أيلول/سبتمبر، أفادت التقارير بأن جيش الرب للمقاومة هاجم قريتي بودو وناهوا في غرب الاستوائية، فقتل ثمانية أطفال واختطف طفلين، فر أحدهما فيما بعد.	0
وزارت البعثة بعض هذه المناطق وألمت بمشاهدة المنازل المكسورة والسيارات المحروقة والأشخاص الذين تركوا معوزين.	0
62 - ويوصى بتعزيز مشاركة الأمم المتحدة لمعالجة الأسباب الجذرية للنزاع، بوسائل منها دعم مبادرات إدارة الموارد الطبيعية وآليات منع نشوب النزاعات وحلها.	1
وكان من بينهم صبي يبلغ من العمر 15 عاما كان قد ألقي القبض عليه في نيالا، شمال دارفور، في تشرين الثاني/نوفمبر 2004 عندما كان عائدا من العمل إلى منزله.	0
وبالنظر إلى ضعف المنطقة دون الإقليمية، هناك حاجة إلى اتخاذ مزيد من الخطوات لتجريم التجنيد.	1
154 - وعلى الرغم من أن اللجنة تلقت معلومات من أحد المصادر تفيد بأن أحد معاوني السيد الحريري الموثوق بهم قد عبث بأجهزة التشويش قبل الانفجار، لم تتمكن اللجنة من إثبات صحة هذه المعلومات.	0
ومن شأن هذه الآلية أن تكفل عدم سيطرة الطرف المدرج في القائمة على أصول الشركات وعدم تمكنه من تحويل الإيرادات لدعم الإرهاب.	0
ومن بين نظم الجزاءات الـ 12 لمجلس الأمن، تشمل 5 نظم قائمة بالمعايير المتصلة بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي، ولا سيما انتهاكات حقوق الأطفال والنساء في حالات الصراع.	0
12 - يهيب بالدول الأعضاء أن تتحرك بقوة وعلى نحو حاسم لوقف تدفق الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة، على النحو المطلوب في الفقرة 1 (أ)، مع مراعاة التوصيات ذات الصلة الصادرة عن فرقة العمل المعنية بالإجراءات المالية والمعايير الدولية الرامية إلى منع إساءة استخدام المنظمات التي لا تستهدف الربح ونظم التحويلات غير الرسمية/البديلة وحركة العملات المادية عبر الحدود، مع العمل في الوقت نفسه على التخفيف من أثر ذلك على الأنشطة المشروعة من خلال هذه الوسائط؛	1
(ج) تعزيز برامج الرقابة القضائية على أنشطة الشرطة وتشجيع الحوار المستمر مع الآليات الدولية والإقليمية ذات الصلة بغية ضمان الامتثال للالتزامات الدولية المتعلقة بحقوق الإنسان في سياق مكافحة الإرهاب.	0
كما استفاد إنفاذ تلك الحظرات من الشهرة العامة للأشخاص، مما يجعلهم أكثر اعترافا وأقل احتمالا للسفر في إطار هوية مزورة.	0
ويعتقد أيضا العديد من خبراء مكافحة الإرهاب والمنظمات والوكالات الدولية أن من المهم مراقبة النظم والمكونات ذات الاستخدام المزدوج المتاحة تجاريا والتي يمكن استخدامها في الهجمات الإرهابية.	1
وأخيرا، أكدت الدورة على ضرورة الانفتاح على إنشاء آليات مبتكرة والعمل على إنشاء نظم شاملة يعزز بعضها بعضا تربط بين المحكمة الجنائية الدولية وأي محاكم مختلطة وهيئات وطنية يمكن إنشاؤها في المستقبل، فضلا عن الملاحقات الجنائية وبرامج التعويضات.	1
وبالتالي، فإنني أحثكم على العمل من أجل تطبيق الفصل السابع من ميثاق الأمم المتحدة وفقا لاتفاق الجزائر الذي باركه توقيعكم منذ أن ظلت إثيوبيا ولا تزال تحافظ على موقفها المتعنت منذ ما يقرب من عامين.	1
ونحث إسرائيل على وقف غاراتها العسكرية في غزة.	0
وفي الوقت نفسه، يرى وفدي أن الممثلين المنتخبين للأقليات العرقية في الجمعية، ولا سيما الممثلون الصرب، سيحققون نتائج أفضل وفوائد أكبر لجمهورهم إذا ما اعتمدوا موقفا أكثر تشاركية، بدلا من الانسحاب من الهيئة التشريعية عندما يواجهون وضعا صعبا.	0
ومن أجل تنفيذ خطتهم، يعتزمون توحيد مختلف الميليشيات الخاضعة لسيطرتهم وتجهيزها وتدريبها في فر فير (إثيوبيا) وواجد (منطقة باكول).	0
ويرى وفد آخر أنه لا ينبغي الخلط بين الحماية الفعالة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة العدوانية.	0
وأمر الرئيس غوسماو مقدمي الالتماس بالعودة إلى مركز التدريب التابع للقوات المسلحة التيمورية في ميتينارو والمشاركة في لجنة تحقيق تنظر في الادعاءات المثارة في الالتماس.	0
ويمكن للموارد الساكنة، على وجه الخصوص، التي يمكن للكوادر المقاتلة الوصول إليها مباشرة (بدلا من الوصول إليها من خلال تسلسلها القيادي)، أن تطيل أمد الصراع عن طريق خلق مشاكل انضباط تجعل من الصعب على القادة فرض تسوية على أتباعه.	0
ويرحب مجلس الأمن، في هذا الصدد، بالاجتماع الافتتاحي لفرقة العمل المشتركة بين الأمم المتحدة والاتحاد الأفريقي المعنية بالسلام والأمن، المعقود في 25 أيلول/سبتمبر 2010، ويشجع فرقة العمل على التركيز على المسائل الاستراتيجية والخاصة ببلدان محددة في القارة التي تهم المنظمتين.	1
وإذ يحيط علما بتقرير الأمين العام عن حماية المدنيين المؤرخ 29 أيار/مايو 2009 (S/2009/277) ومرفقه المتعلق بالقيود المفروضة على إيصال المساعدة الإنسانية، اللذين يحددان التحديات الأساسية التي تواجه توفير حماية فعالة للمدنيين، وهي تعزيز الامتثال للقانون الدولي؛ وتعزيز امتثال الجماعات المسلحة من غير الدول لالتزاماتها بموجب القانون الدولي؛ وتعزيز الحماية من خلال بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات المعنية التي تضطلع بها الأمم المتحدة بمزيد من الفعالية وتحسين مواردها؛ وتعزيز إمكانية إيصال المساعدة الإنسانية؛ وتعزيز المساءلة عن الانتهاكات،	1
يقرر أن تضطلع [البعثة] بالولاية التالية: (أ) حماية المدنيين... - تنقيح الاستراتيجية الشاملة لحماية المدنيين والتنسيق مع استراتيجية الأمم المتحدة لحماية المدنيين بالاتصال مع فريق الأمم المتحدة القطري، ومراعاة الحقائق الجديدة على أرض الواقع والاحتياجات الخاصة للفئات الضعيفة، وإدراج تدابير لمنع العنف القائم على أساس نوع الجنس عملا بالقرار 1960 (2010) والقرار 1882 (2009). - العمل عن كثب مع الوكالات الإنسانية، ولا سيما فيما يتعلق بمناطق التوتر وعودة المشردين، وجمع المعلومات عن التهديدات المحتملة ضد السكان المدنيين وتحديدها، فضلا عن المعلومات الموثوق بها عن انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان، وعرضها على السلطات الإيفوارية، حسب الاقتضاء، واتخاذ الإجراءات المناسبة وفقا لاستراتيجية الحماية على نطاق منظومة الأمم المتحدة بما يتماشى مع استراتيجية الحماية [للبعثة].	1
12 - رفع عقيل العكيل في 11 أيار/مايو 2005 دعوى أمام محكمة المقاطعة الاتحادية في مقاطعة كولومبيا ضد مسؤولين في وزارة العدل والدولة والخزانة في الولايات المتحدة، مدعيا أن إدراجه كإرهابي من جانب حكومة الولايات المتحدة في 2 حزيران/يونيه 2004 ينتهك حقوقه بموجب دستور الولايات المتحدة، وأن العكيل، المقيم والمواطن في المملكة العربية السعودية، كان رئيسا لمؤسسة الحرمين الإسلامية، التي كان مقرها في المملكة العربية السعودية حتى أغلقتها السلطات السعودية في عام 2004، وفي 6 تموز/يوليه 2004، أدرجت الأمم المتحدة اسمه تحت اسم الأسرة العكيل، إلى جانب مختلف مكاتب الحرمين في أفغانستان وألبانيا وبنغلاديش وإثيوبيا وهولندا (وقد أدرجت الأمم المتحدة مكاتب أخرى للحرمانية قبل وبعد تلك القائمة).	0
وإذ يلاحظ العمل الذي يضطلع به المنتدى العالمي لمكافحة الإرهاب، ولا سيما نشره لعدة وثائق إطارية وممارسات جيدة، بما في ذلك في مجالات مكافحة التطرف العنيف، والعدالة الجنائية، والاختطاف طلبا للفدية، وتقديم الدعم لضحايا الإرهاب، والقيام بأعمال الشرطة الموجهة نحو المجتمعات المحلية، لتكملة عمل كيانات الأمم المتحدة المعنية بمكافحة الإرهاب في هذه المجالات، وإذ يشجع المديرية التنفيذية على مواصلة تفاعلها مع فرقة العمل المعنية بمكافحة الإرهاب في عملها مع الدول الأعضاء من أجل تعزيز التنفيذ التام للقرارين 1373 (2001) و 1624 (2005)،	1
وإذ يكرر تأكيد دعمه الكامل للجهود الرامية إلى التوصل إلى حل شامل وشامل للصراع في دارفور، وإذ يضع في اعتباره اتفاق سلام دارفور وضرورة إتمام العملية السياسية وإنهاء العنف والتجاوزات في دارفور،	1
14 - بدأت مفاوضات سلام رسمية بين حكومة مالي والجماعات المسلحة في الجزائر العاصمة في 14 تموز/يوليه، بتيسير من فريق وساطة دولي مكون من الأمم المتحدة والمنظمات الإقليمية والبلدان المجاورة بقيادة الجزائر، بهدف الحفاظ على وقف إطلاق النار وإيجاد حل سياسي للنزاع، مع الحفاظ على السلامة الإقليمية لمالي، وفي 24 تموز/يوليه، وقعت حكومة مالي والجماعات المسلحة اتفاقا أوليا يحدد خارطة طريق لإجراء مزيد من المفاوضات.	1
وإذ يرحب بإنشاء مكتب أمين المظالم عملا بالقرار 1904 (2009) وتعزيز ولاية أمين المظالم في القرار 1989 (2011)، وإذ يلاحظ المساهمة الكبيرة التي يقدمها مكتب أمين المظالم في توفير مزيد من الإنصاف والشفافية، وإذ يشير إلى التزام مجلس الأمن الراسخ بكفالة تمكين مكتب أمين المظالم من مواصلة الاضطلاع بدوره بفعالية، وفقا لولايته، وإذ يشير أيضا إلى البيان الرئاسي لمجلس الأمن (S/PRST/2011/5) المؤرخ 28 شباط/فبراير 2011،	0
وعلى مدى 54 ساعة، جرت مناقشات مستفيضة وصعبة بشأن مسألة فريق تقصي الحقائق إلى مخيم جنين للاجئين.	1
:: التوصية بخيارات ملموسة لتعزيز استخدام المجلس لأدوات مختلفة للحد من الآثار السلبية لمشاركة الإرهابيين في الجريمة العابرة للحدود على الجهود التي يبذلها لحل النزاعات ولدعم الدول في جهودها الرامية إلى تعزيز ضوابط الحدود والجهود الرامية إلى مكافحة الجريمة العابرة للحدود.	1
62 - وفيما يتعلق بالمهام المتصلة بالمصفوفة، قال إن موافقة اللجنة على شكل جديد خطوة هامة إلى الأمام.	1
وتوصي أيضا بأن تلتزم حكومة نيبال التزاما واضحا بإعادة إدماج الأطفال المرتبطين بالقوات المسلحة والجماعات المسلحة، وبأن تعزز الحماية القانونية للأطفال، بتجريم تجنيد الأطفال ومقاضاة منتهكي حقوق الأطفال.	1
وأيد الطرفان في الاجتماع، من حيث المبدأ، نهج مفوضية الأمم المتحدة لشؤون اللاجئين إزاء عودة اللاجئين والمشردين داخليا والأنشطة التي تعتزم المفوضية الاضطلاع بها في السنتين القادمتين.	1
”ويدعو مجلس الأمن الأمين العام إلى أن يواصل الرجوع إلى المعلومات والتحليلات ذات الصلة حيثما يرى أن هذه المعلومات أو التحليلات يمكن أن تسهم في تحسين عمله بشأن حماية المدنيين في الصراعات المسلحة، وأن يواصل تضمين تقاريره الخطية إلى المجلس عن المسائل المعروضة عليه، حسب الاقتضاء، ملاحظات تتصل بحماية المدنيين في الصراعات المسلحة.	1
وقُدم التقرير إلى لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات في 22 شباط/فبراير 2011 وفقا لقرار مجلس الأمن 1904 (2009)، وتنظر فيه اللجنة حاليا.	1
17 - ومن أجل إنجاز المهمة الرابعة، رأت اللجنة أن من الضروري إجراء تقييم أولي للمدى الذي بلغه نظام العدالة الجنائية السوداني في قدرته واستعداده لمحاكمة ومحاكمة من يُدعى ارتكابهم جرائم دولية في دارفور، ثم النظر في مختلف الآليات الدولية المتاحة.	0
ولا تزال الحالة الإنسانية في الصومال مصدر قلق كبير.	0
”ويكرر مجلس الأمن إدانته الشديدة لجميع انتهاكات القانون الدولي الساري المرتكبة ضد النساء والفتيات في حالات النزاع المسلح وحالات ما بعد انتهاء النزاع، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي والجنساني والقتل والتشويه التي تتعارض مع القانون الدولي.	1
63 - ويدل عدد وحجم الهجمات الإرهابية المنسوبة إلى تنظيم القاعدة على أن الشبكة لا تزال تزدهر وتتوفر لها الموارد المالية الكافية لدعم أنشطتها.	1
وتنتقل المهارات والأساليب التقنية بشكل متزايد من تنظيم تنظيم تنظيم القاعدة إلى تنظيمات أخرى، مما يدعم مستوى من الابتكار يزيد من التهديد.	0
وهناك أدلة دامغة تشير إلى أن عمليات القتل هذه كانت في معظمها غير مبررة وغير ضرورية للتعامل مع المتظاهرين.	0
42 - وفقا للتكليف الصادر بموجب القرار 2083 (2012)، قدم فريق الرصد تقارير إلى اللجنة في تموز/يوليه وكانون الأول/ديسمبر 2013، قدم فيها توصيات بشأن كيفية تحسين نظام الجزاءات وتعزيز أثر الجزاءات، مع تقييم للتهديد الذي يشكله تنظيم القاعدة والمنتسبون إليه، ومعلومات مستكملة عن أنشطة الفريق.	0
25 - وإدراكا من الفريق للحاجة الخاصة إلى تنسيق عمله مع المديرية التنفيذية للجنة مكافحة الإرهاب وغيرها من الهيئات ذات الصلة في المجالات التي قد تشعر فيها الدول بثقل كاهلها من جراء طلبات الحصول على معلومات من مجلس الأمن، وضع استراتيجية مشتركة مع المديرية التنفيذية والخبراء الذين يدعمون اللجنة المنشأة عملا بالقرار 1540 (2004) لمعالجة المشاكل التي تواجهها الدول التي لم تقدم بعد التقارير المطلوبة من اللجان الثلاث.	1
ولذلك فإن النزاع لا يرقى إلى مجرد حالة من الاضطرابات والتوترات الداخلية، أو أعمال الشغب، أو أعمال العنف المعزولة والمتفرقة، بل إن متطلبات ما يلي: (أ) وجود جماعات مسلحة منظمة تحارب ضد السلطات المركزية، (ب) سيطرة المتمردين على جزء من الإقليم، (ج) القتال المطول، لكي تعتبر هذه الحالة نزاعا مسلحا داخليا بموجب المادة 3 المشتركة بين اتفاقيات جنيف، قد استوفيت.	0
”ويحث مجلس الأمن الدول والمنظمات الدولية، فضلا عن القطاع الخاص، على تبادل الأدلة والمعلومات والاستخبارات، حسب الاقتضاء، لأغراض إنفاذ قوانين مكافحة القرصنة، بما في ذلك من أجل كفالة المحاكمة الفعالة للمشتبه فيهم وسجن المدانين من القراصنة، ويشجع المبادرات الحالية والمقبلة في هذا الصدد.	1
:: تنفيذ استراتيجية اتصالات أكثر استباقية بهدف تعزيز فهم دور اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب.	1
ودعا أحد المتكلمين إلى التدقيق عن كثب في عمل الخبراء الذين يساعدون لجان الجزاءات بالتوجه إلى الميدان لدراسة الحالات على أرض الواقع.	1
ويشير تقرير بعثة التقييم إلى قلق متزايد إزاء الآثار الإنسانية والاقتصادية التي خلفتها الأزمة على منطقة الساحل.	0
وإذ يشدد على أن إحدى العقبات الرئيسية التي تحول دون تحقيق سلام دائم في كيفو الشمالية وكيفو الجنوبية تتمثل في وجود جماعات مسلحة غير مشروعة في الأراضي الكونغولية وأنشطتها، بما فيها القوات الديمقراطية الديمقراطية لتحرير رواندا، على النحو الذي أقره في قراره 1804 (2008)، الذي يمثل أحد الأسباب الرئيسية للصراع في المنطقة،	0
26 - تستخدم القوات الجديدة، على نطاق أصغر، الموارد الطبيعية الخاضعة لسيطرتها لتمويل أنشطتها العسكرية، فضلا عن تحقيق أرباح شخصية، فالكوكاكاو المهرَّب إلى غانا وتوغو يمر عبر الشمال، وتستخرج وحدات القوات الجديدة رسوم المرور العابر على طول الطرق التي تسيطر عليها، وبالإضافة إلى القطن والماس، اللذين ترد مناقشتهما أدناه، فإن الأخشاب والذهب وقصب السكر وإنتاج البن تسهم جميعها في اقتصاد القوى الجديدة، الذي يستفيد منه الجيش.	0
وإذا لم تتمكن الدول من تنفيذ القرارات التي يتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون أن تخالف قوانينها، فإن المجتمع العالمي سيفقد سلطة اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلم والأمن الدوليان.	0
وقدم الرئيس إحاطة إلى المجلس عن المناقشات التي أجرتها اللجنة في اجتماعها المعقود في 3 أيلول/سبتمبر، والتي ركزت على تقرير منتصف المدة لفريق الخبراء المنشأ عملا بالقرار 1874 (2009)، الصادر في 1 آب/أغسطس، والمعلومات المستكملة التي قدمها فريق الخبراء عن تقريره عن الحوادث، الذي صدر أيضا في 1 آب/أغسطس، عن عمليات إطلاق القذائف التسيارية التي قامت بها جمهورية كوريا الشعبية الديمقراطية في حزيران/يونيه وتموز/يوليه 2014.	1
”ويشدد مجلس الأمن على استمرار الحاجة إلى اتخاذ تدابير لمنع وقمع تمويل الإرهاب والمنظمات الإرهابية، ويكرر تأكيد التزامات الدول الأعضاء في هذا الصدد، بما في ذلك التنفيذ الفعال لهذه التدابير، ويقر بأهمية العمل الذي تقوم به كيانات الأمم المتحدة وغيرها من المنظمات المتعددة الأطراف، ولا سيما فرقة العمل المعنية بالإجراءات المالية.	0
إنشاء لجنة لتقصي الحقائق والمصالحة في كوت ديفوار، بدعم من الأمم المتحدة، مع مراعاة الدروس المستفادة وأفضل الممارسات التي ظهرت في هذا المجال في السنوات القليلة الماضية؛	1
وستكون زيادة القدرات العسكرية وقدرات الشرطة المتاحة للبعثة إضافة إلى قدرات الشرطة الوطنية الهايتية و 600 3 مساعد محلي لشؤون أمن الانتخابات (انظر S/2005/313، الفقرة 10).	0
- لا يمكن التغلب على الإرهاب إلا وفقا لميثاق الأمم المتحدة والقانون الدولي، ومن خلال نهج شامل ومستدام ينطوي على المشاركة والتعاون النشطين من جانب جميع الدول والمنظمات الدولية والإقليمية، ومن خلال مضاعفة الجهود على الصعيد الوطني.	1
ولم تشر دول المنطقة دون الإقليمية إلى الإجراءات أو الآليات المستخدمة لمنع وقمع حركة الإرهابيين عبر الحدود.	0
وتحدث الشاهدان اللذان شاركا في التحقيق، وهما السيد دونغ هيوك والسيدة لي، عن تجاربهما الشخصية في جمهورية كوريا الشعبية الديمقراطية قبل فرارهما كلاجئين.	1
:: تقديم تقرير إلى اللجنة بعد كل اجتماع، يرأس كل فريق عامل عضو من أعضاء اللجنة، يدعمه موظفو مكتب شؤون نزع السلاح، وموظفو الخبراء التابعون للجنة المنشأة عملا بالقرار 1540 (2004) وأمانتها، حسب الاقتضاء.	1
