en_ar_TRANSFORMERS	MatConf
وعلى الرغم من التصعيد الأخير في عدد هجماتهم وخطورتها، فإن مستقبل الطالبان غير مؤكد.	1
تكرر طلبها إلى السلطات [الوطنية] أن تضع حدا للإفلات من العقاب، بما في ذلك عن طريق تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان والقانون الإنساني الدولي إلى العدالة دون تأخير، وأن تراعي عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وغيرها من دوائر الأمن، الإجراءات التي اتخذها المرشحون في الماضي فيما يتعلق باحترام القانون الإنساني الدولي وحقوق الإنسان.	0
42 - يواصل تنظيم القاعدة والمنتسبون إليه وفرادى الممولين المرتبطين به استغلال النظم المالية الرسمية وغير الرسمية من أجل نقل الأموال عبر الحدود وتمويل أنشطتها.	1
وقد تم بالفعل نشر الفرقة المتقدمة من تلك الكتيبة وسرية تابعة للقوات الخاصة في ياموسوكرو وأبيدجان.	0
ويعرب المجلس عن بالغ قلقه إزاء الحالات التي تواصل فيها القوات والجماعات المسلحة ارتكاب الانتهاكات والتجاوزات ضد الأطفال المعرضين أو المتأثرين بالصراعات المسلحة وحالات ما بعد انتهاء الصراع في تجاهل سافر للقانون الدولي المنطبق وقرارات المجلس بشأن هذه المسألة.	1
وبالإضافة إلى ذلك، أرسى المجلس نفسه سوابق هامة، بما في ذلك إنشاء لجان تحقيق بشأن البوسنة ورواندا ودارفور مهدت الطريق للمحكمتين الدوليتين ليوغوسلافيا السابقة ورواندا في عامي 1993 و 1994، على التوالي، وإحالة الحالة في دارفور إلى المحكمة الجنائية الدولية في عام 2005.	0
”ويؤكد مجلس الأمن من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل أحد أخطر التهديدات للسلام والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية لا يمكن تبريرها، بصرف النظر عن دوافعها ووقت ارتكابها وأيا كان مرتكبوها.	0
258 - وكما ذُكر أعلاه، فإن مختلف أحكام حقوق الإنسان والقانون الإنساني الدولي ذات صلة بحماية المدنيين في النزاعات المسلحة.	0
341 - وأفادت مصادر أخرى بأن النساء والفتيات اختطفن واحتجزن عدة أيام واغتصبهن الجنجويد والجنود مرارا وتكرارا في القرى التي تعرضت للهجوم والمعسكرات العسكرية والمخابئ، وعلاوة على ذلك، تفيد التقارير بأن التعذيب يستخدم لمنع النساء من الفرار.	1
٩٢- ومن ثم، ونظراً للتهديد المتصور الذي تشكله المظاهرة على النظام والنظام العام، أشارت أعلى السلطات في الدولة إلى أنه حتى لو لم يكن هناك مرسوم يحظر المظاهرات العامة، فإنها ما كانت لتسمح بالمسيرة المخطط لها أو تتغاضى عنها.	1
10 - يشدد على الحاجة الماسة إلى تنفيذ هذا القرار تنفيذا تاما وفوريا فيما يتعلق بالمقاتلين الإرهابيين الأجانب، ويشدد على الحاجة الخاصة والملحة إلى تنفيذ هذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب المرتبطين بتنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وغيرهما من خلايا تنظيم القاعدة أو فروعه أو جماعاته المنشقة عنه أو مشتقاته، على النحو الذي حددته اللجنة، ويعرب عن استعداده للنظر في القيام، بموجب القرار 2161 (2014)، بتعيين أفراد مرتبطين بتنظيم القاعدة يرتكبون الأعمال المحددة في الفقرة 6 أعلاه؛	0
وفي الوقت الحاضر، فإن خطر الانشقاق منخفض، لأن الحكومة المركزية ضعيفة، ولكن الوضع قد يتغير إذا تمكنت السلطات الأفغانية من بناء القدرات وإصلاح سمعتها عن الفساد والعجز.	0
وتزعم السلطات الإسرائيلية بدورها أن عمليات التحليق هذه تتم لأسباب أمنية، مشيرة إلى انتهاكات مزعومة لحظر توريد الأسلحة المفروض عملا بالقرار 1701 (2006).	0
82 - وفي متابعة لقرارات مجلس الأمن بشأن الأطفال المتضررين من الصراعات المسلحة، ولا سيما القرار 1612 (2005)، أقيمت شراكة قوية بين الأمم المتحدة والمنظمة غير الحكومية NOVIB الصومال لبدء الإبلاغ والرصد المجتمعيين بشأن انتهاكات حقوق الطفل وحماية الطفل.	0
إنشاء آليات للمساءلة القضائية وغير القضائية في البلدان الخارجة من صراعات، بما في ذلك، حسب الاقتضاء، فيما يتعلق بالجرائم المرتكبة ضد المرأة؛ ودعم إنشاء فريق من القضاة أو المفوضين في المحاكم أو لجان التحقيق يكون متوازناً جنسانياً.	0
وإذ تشدد على أن القانون الدولي ينص على حظر الهجمات التي تشن، عن قصد وعن قصد، ضد الأفراد المشاركين في إحدى بعثات المساعدة الإنسانية أو حفظ السلام المضطلع بها وفقا لميثاق الأمم المتحدة والتي تشكل في حالات الصراعات المسلحة جرائم حرب، وإذ تشير إلى ضرورة أن تضع الدول حدا للإفلات من العقاب على هذه الأعمال الإجرامية.	1
158 - وواصل الفريق تعزيز عمل اللجنة من خلال تقديم عروض في كلية الحقوق بجامعة كولومبيا، ومن خلال إجراء مناقشات مع المؤسسات الأكاديمية في مجال مكافحة الإرهاب، مثل مشروع تقييم الحرية الرابعة لمكافحة الإرهاب، ومعهد واطسون بجامعة براون، ومؤسسات عليا أخرى.	0
واغتنمنا هذه الفرصة للنظر في الحالة السياسية والأمنية في منطقة الساحل والصحراء الكبرى، فضلا عن الجهود الرامية إلى التغلب على التحديات الماثلة وتعزيز السلام والأمن والاستقرار الدائمين.	0
تكليف بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة التي يأذن بها مجلس الأمن، عند الاقتضاء وعلى أساس كل حالة على حدة، بأن تسهم بشكل نزيه في حماية السكان المدنيين، بمن فيهم أولئك الذين يتعرضون لخطر العنف البدني الوشيك، داخل مناطق عملياتها.	1
وإذ يشير إلى مسؤوليات الدول عن وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب وغيرها من الجرائم الشنيعة المرتكبة ضد المدنيين، وإذ يلاحظ مع القلق، في هذا الصدد، أنه لم يُقدم إلى العدالة سوى عدد محدود من مرتكبي أعمال العنف الجنسي، مع التسليم في الوقت نفسه بأن نظم العدالة الوطنية قد تضعف إلى حد كبير في حالات النزاع وما بعد انتهاء النزاع.	0
وفرض المجلس أيضا على الأفراد والكيانات الذين حددت اللجنة أسماءهم حظرا على توريد أو بيع أو نقل الأسلحة والمعدات العسكرية وما يتصل بها من تدريب، وعلى المساعدة المالية وغيرها من أشكال المساعدة.	0
ورغم أن المبالغ الكبيرة ليست ذات أهمية حاسمة لنجاح هجوم ما، فإن احتمال توافرها الآن أقل.	1
وأفاد وكيل الأمين العام كذلك بأن العنف وانتهاكات حقوق الإنسان مستمرة يوميا، بما في ذلك استخدام التعذيب والقتل والاغتصاب والاسترقاق من جانب تنظيم الدولة الإسلامية في العراق والشام، والعقوبات والهجمات على الخدمات المدنية التي تقوم بها جماعات المعارضة، بما في ذلك الجماعات الإرهابية المحددة، والهجمات الجوية، بما فيها البراميل المتفجرة، التي تشنها الحكومة على المناطق المدنية ومخيمات المشردين داخليا والمرافق المدنية.	1
121- واستقر مقاتلو الحركة الشعبية في مختلف المباني العامة.	1
83 - وقاد العقيد ريس ضباط الشرطة الوطنية لتيمور - ليشتي سيرا على الأقدام من مقرهم باتجاه تقاطع وزارة العدل، وكان يحمل علم الأمم المتحدة.	1
فأولا، كان هناك أكثر من مليون مشرد داخلي داخل دارفور (1.65 مليون وفقا للأمم المتحدة) وأكثر من 000 200 لاجئ من دارفور في تشاد المجاورة إلى شرق السودان.	1
وفي حزيران/يونيه 2005، استخدمت المحطة الطرفية للفاكهة أيضا لتفريغ 22 مركبة عسكرية من بيلاروس (انظر دراسة الحالة 2).	1
ولا تزال ظروف عمليات القتل غير واضحة.	1
وتشمل هذه الزيارات إجمالا ما يلي: ثماني زيارات شاملة (أوزبكستان، والجماهيرية العربية الليبية، وجمهورية لاو الديمقراطية الشعبية، وجنوب أفريقيا، وكمبوديا، ومصر، والمملكة العربية السعودية)؛ وزيارتين إقليميتين شملتا ستة بلدان (بلجيكا، والدانمرك، ولكسمبرغ، وهولندا في أوروبا الغربية، وبوركينا فاسو والسنغال في غرب أفريقيا)؛ وسبع زيارات مركزة (أستراليا، وبنما، وجمهورية كوريا، وسنغافورة، ومدغشقر، والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية، ونيوزيلندا)؛ وثلاث زيارات متابعة (بنغلاديش، وكينيا، ومالي).	0
3 - قتل جنود العدو المحتجزين	1
الأعمال الإرهابية وما ي	1
”ويجدد مجلس الأمن نداءه إلى حكومة جمهورية أفريقيا الوسطى لإحياء الجهود الرامية إلى إصلاح مؤسسات قطاع الأمن، التي تشكل عنصرا حاسما في عملية بناء السلام في جمهورية أفريقيا الوسطى، وللتصدي للإفلات من العقاب على نطاق واسع، وتعزيز سيادة القانون، وزيادة احترام حقوق الإنسان.	0
(ب) تشجيع الدول على تزويد المسؤولين المعنيين بالتدريب اللازم لتنفيذ الإطار القانوني لمكافحة الإرهاب، في مجالات مثل التحقيق والملاحقة القضائية وإصدار الأحكام وتسليم المجرمين، على سبيل المثال.	0
وتشير المعلومات التي لدينا إلى أن المبعوث الخاص يستكشف بالفعل ترتيبات جديدة من شأنها أن تستوعب عدم امتثال إثيوبيا لأحكام اتفاق الجزائر ورفضها لقرار لجنة الحدود وأن تسكت عن ذلك.	0
ومع ذلك، يساورنا القلق من أن اتخاذ القرارات الرئيسية قد تقوض حتى الآن بسبب الافتقار إلى توافق سياسي في الآراء.	0
يقرر أن تكون [للبعثة] الولاية التالية في [البلد المتأثر]، بالاتصال مع فريق الأمم المتحدة القطري... أمن المدنيين وحمايتهم (ج) الاتصال بـ... حكومة [البلد المتأثر] ومفوضية الأمم المتحدة لشؤون اللاجئين دعما لجهودهما الرامية إلى نقل مخيمات اللاجئين القريبة من الحدود، وتقديم المساعدة اللوجستية لهذا الغرض إلى مفوضية الأمم المتحدة لشؤون اللاجئين، على أساس التوافر وعلى أساس استرداد التكاليف؛... (هـ) دعم مبادرات السلطات الوطنية والمحلية في [البلد المتأثر] لحل التوترات المحلية وتعزيز جهود المصالحة المحلية، من أجل تعزيز بيئة عودة المشردين داخليا.	0
يصادف عام 2014 الذكرى السنوية الخامسة عشرة لمشاركة مجلس الأمن في حماية المدنيين في النزاعات المسلحة.	0
ولا يستطيع عدد صغير منهم تنفيذ التدابير على الإطلاق، كما أن الإرهابيين قادرون على خرق حظر توريد الأسلحة حسب إرادتهم.	1
وقد قام جيش الرب للمقاومة بتمرد طويل الأمد ووحشي في شمال أوغندا تسبب في مقتل واختطاف وتشريد آلاف المدنيين الأبرياء في أوغندا والسودان وجمهورية الكونغو الديمقراطية.	1
وشملت شواغل هذه المجموعة التحدي الذي يشكله نداء تنظيم القاعدة، واستخدام الإرهابيين للإنترنت، وتمجيد الإرهاب من خلال وسائط الإعلام، والطابع اللانهائي للجزاءات، والحاجة إلى دعم برامج إعادة التأهيل وتبادل الاستخبارات التقنية والتنفيذية.	0
وينبغي للصين أن تثير مع المرشد الأعلى لجمهورية كوريا الشعبية الديمقراطية وغيره من السلطات الرفيعة المستوى مسائل الاختطاف، وقتل الأطفال الذين يحق لهم الحصول على الجنسية الصينية، والإجهاض القسري المفروض على النساء المعادات إلى الوطن، وغير ذلك من انتهاكات حقوق الإنسان التي تستهدف الأشخاص المعادين من الصين.	1
وفي حين أن بعثة الأمم المتحدة لتقديم المساعدة إلى أفغانستان واللجنة الانتخابية المستقلة اعتمدتا حتى الآن على المراقبين المدنيين في حل الصراعات، فإن هذه الآلية قد لا تكون كافية للتصدي لأخطر التهديدات.	0
