en_ar_TRANSFORMERS	VerConf
ووفقاً للشبكة السورية لحقوق الإنسان، قتل النظام السوري في تشرين الثاني/نوفمبر 6 من نشطاء وسائط الإعلام، بمن فيهم شخص توفي تحت التعذيب في أحد مراكز الاحتجاز التابعة للنظام السوري، وأصاب 5 آخرين.	0
وباسم الجمهورية التشيكية، أود أن أشكر لجنة مكافحة الإرهاب على كل جهودها في مكافحة الإرهاب الدولي.	0
وجميع دول المنطقة دون الإقليمية أعضاء في الإنتربول وقد أنشأت مكاتب مركزية وطنية.	0
ومن أجل مواصلة هذا الكفاح، يتحتم على المجتمع الدولي أن يقدم مساهمة أكثر جدية في هذا الجانب الهام من مكافحة الإرهاب، وأن يولي اهتماما أكبر له.	1
”بيد أن مجلس الأمن يدين بشدة استمرار تجنيد الأطفال واستخدامهم في الصراعات المسلحة في انتهاك للقانون الدولي الساري، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي، والاختطاف، ومنع وصول المساعدات الإنسانية إلى الأطفال، والهجمات التي تشنها أطراف الصراع المسلح على المدارس والمستشفيات.	1
11 - وترد معايير إدراج نظام الجزاءات المفروضة على حركة طالبان في الفقرتين 2 و 3 من القرار 2160 (2014)، وهي تتعلق بالارتباط بالطالبان في تشكيل تهديد للسلام والاستقرار والأمن في أفغانستان.	1
بيد أن قدرة الدولة اللبنانية على ممارسة سلطتها بالكامل على جميع أراضيها ظلت محدودة، كما أن سلسلة من الحوادث الأمنية أبرزت مرة أخرى التهديدات التي يتعرض لها أمن لبنان من قبل الجماعات المسلحة خارج سيطرة الدولة وانتشار الأسلحة.	1
وعلاوة على ذلك، فإن عدم تحديد الأسماء على نحو جيد يعرض تطبيق الجزاءات على الأشخاص الخطأ للخطر.	1
ولا تزال حالة الأقليات مدعاة للقلق، لا سيما فيما يتعلق بحرية التنقل والوصول إلى العدالة.	1
وأشاروا على وجه الخصوص إلى أن القانون المعدل للجنة الانتخابية المستقلة لا ينص على تمثيل القوات الجديدة في أجهزتها المحلية، كما أنه لم يثبت أسبقية اللجنة الانتخابية المستقلة على المعهد الوطني للإحصاء في العملية الانتخابية.	1
وفي الوقت نفسه، يتحتم على جميع أصحاب المصلحة الصوماليين، ولا سيما المؤسسات الاتحادية الانتقالية، أن ينفذوا وعودهم بحل التحديات السياسية والاقتصادية والأمنية الهائلة التي تواجههم.	1
وعلى الرغم من أن الحالة الأمنية العامة ظلت هادئة وسلمية منذ تولي تيمور - ليشتي رسميا المسؤولية الكاملة عن الأمن في 20 أيار/مايو، فإن التهريب والاتجار غير المشروع وعبور الحدود ينبغي أن ينظر إليها على أنها مدعاة للقلق، شأنها في ذلك شأن التوترات المتصلة بالمظاهرات التي جرت في ديلي في تموز/يوليه الماضي.	1
يشرفني أن أشير إلى قرار مجلس الأمن 1606 (2005) المؤرخ 20 حزيران/يونيه 2005، الذي طلب فيه المجلس إليّ الشروع في مفاوضات مع حكومة بوروندي ومشاورات مع جميع الأطراف البوروندية المعنية بشأن كيفية تنفيذ التوصيات الواردة في تقرير بعثة التقييم (انظر S/2005/158) بشأن إنشاء لجنة مختلطة لتقصي الحقائق ودائرة خاصة داخل نظام المحاكم في بوروندي، وطُلب إلي كذلك أن أقدم تقريرا إلى المجلس بحلول 30 أيلول/سبتمبر عن تفاصيل التنفيذ، بما في ذلك التكاليف والهياكل والإطار الزمني.	0
44 - وعلاوة على ذلك، تشيد الهيئة بالتقدم المحرز في محادثات الجزائر وتدعو جميع الأطراف، ولا سيما قادة الجماعات المسلحة، إلى المشاركة شخصيا في العملية بغية التوصل إلى اتفاق في أقرب وقت ممكن على أساس المشروع الذي قدمه فريق الوساطة إلى الطرفين، والذي يشكل أساسا صلبا للتفاوض.	0
وفي هذا الصدد، يشجع المجلس البلدان المتضررة من جيش الرب للمقاومة التي لم تضع بعد إجراءات عمل موحدة لاستقبال أطفال جيش الرب للمقاومة وتسليمهم إلى الجهات الفاعلة المدنية المعنية بحماية الأطفال على أن تفعل ذلك.	0
”ويؤكد مجلس الأمن من جديد أن التهديد المتزايد الذي يشكله المقاتلون الإرهابيون الأجانب هو جزء من القضايا والاتجاهات والتطورات الناشئة المتصلة بالقرارين 1373 (2001) و 1624 (2005)، ويشجع لجنة مكافحة الإرهاب على عقد اجتماعات خاصة في عام 2015 بمشاركة الدول الأعضاء والمنظمات الدولية والإقليمية ذات الصلة لمناقشة سبل وقف تدفق المقاتلين الإرهابيين الأجانب، ومنع الإرهابيين من استغلال الإنترنت ووسائط الإعلام الاجتماعية لتجنيد الأعمال الإرهابية والتحريض عليها، مع احترام حقوق الإنسان والحريات الأساسية، وامتثالا للالتزامات الأخرى بموجب القانون الدولي؛ ويلاحظ في هذا الصدد أهمية عقد اللجنة اجتماعات في المناطق المتضررة بشأن المسائل المتصلة بولاية اللجنة.	1
واستولت قوات المعارضة - التابعة لمحمد إبراهيم حبسادي - على بيدوا في 26 أو 27 آذار/مارس أو حوالي ذلك التاريخ بمهاجمة ميليشيات الرئيس يوسف والشيخ مادوبي.	0
وسيتعين على اللجنة، بدورها، أن تواصل تعزيز الشعور على نطاق أوسع بملكية نظام الجزاءات وأن تكفل تقديم دعم حقيقي للجهود الوطنية التي تبذلها الدول التي تسعى إلى التصدي للتهديد الذي يشكله تنظيم القاعدة وحركة الطالبان.	1
:: الطلب إلى البعثة أن تقوم، بالتعاون مع الكيانات ذات الصلة التابعة لفريق الأمم المتحدة القطري، بإنشاء وتنفيذ آلية رصد وإبلاغ على الصعيد القطري بشأن الانتهاكات الجسيمة المرتكبة ضد الأطفال، عملا بالقرار 1612 (2005).	0
التشديد على أهمية وضع حد للإفلات من العقاب على انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان المنطبقة كجزء من نهج شامل للسعي إلى تحقيق السلام المستدام والعدالة والحقيقة والمصالحة الوطنية.	1
58 - ومنذ إنشاء الصندوق الاستئماني لمكافحة الإرهاب، أصبحت المديرية التنفيذية أكثر كفاءة في إدارة التبرعات دعما لأنشطتها.	0
ونتيجة لذلك، تم عبور خط فيما يتعلق بالتهديدات الأمنية للعديد من البلدان داخل أفريقيا وخارجها، بما في ذلك أعضاء هذا المجلس، التي تكشف أوجه ضعفها.	1
12 - رفع عقيل العكيل في 11 أيار/مايو 2005 دعوى أمام محكمة المقاطعة الاتحادية في مقاطعة كولومبيا ضد مسؤولين في وزارة العدل والدولة والخزانة في الولايات المتحدة، مدعيا أن إدراجه كإرهابي من جانب حكومة الولايات المتحدة في 2 حزيران/يونيه 2004 ينتهك حقوقه بموجب دستور الولايات المتحدة، وأن العكيل، المقيم والمواطن في المملكة العربية السعودية، كان رئيسا لمؤسسة الحرمين الإسلامية، التي كان مقرها في المملكة العربية السعودية حتى أغلقتها السلطات السعودية في عام 2004، وفي 6 تموز/يوليه 2004، أدرجت الأمم المتحدة اسمه تحت اسم الأسرة العكيل، إلى جانب مختلف مكاتب الحرمين في أفغانستان وألبانيا وبنغلاديش وإثيوبيا وهولندا (وقد أدرجت الأمم المتحدة مكاتب أخرى للحرمانية قبل وبعد تلك القائمة).	1
ومن ناحية أخرى، تبين الشركة أن آليات الدفع والإنفاذ المتعلقة بتحديد الأطراف الثالثة للمطالبات الجماعية قد تكون مشكلة كبيرة.	1
وتشير المعلومات التي لدينا إلى أن المبعوث الخاص يستكشف بالفعل ترتيبات جديدة من شأنها أن تستوعب عدم امتثال إثيوبيا لأحكام اتفاق الجزائر ورفضها لقرار لجنة الحدود وأن تسكت عن ذلك.	1
وبعد مواجهة طويلة مع الحشد، قام نائب القائد بابو بنزع سلاح ستة من ضباط الوحدة الشرقيين وخلع ستراتهم الواقية من الرصاص، واقتيدوا إلى مركبات الانتظار.	0
ويطالب المجلس حكومة السودان بالانسحاب الفوري من منطقة أبيي.	1
' 1` المساهمة في حماية المدنيين المعرضين للخطر، ولا سيما اللاجئون والمشردون؛	0
وتشمل مشاركتها في الإرهاب طائفة واسعة من الأنشطة: الهجمات التفجيرية، بما في ذلك التفجيرات الانتحارية، وأخذ الرهائن الذي يؤدي إلى الموت، وصنع القنابل، وعمليات الاستخبارات الإرهابية، وتدريب الإرهابيين، وتزوير الوثائق، وتوفير طائفة من الدعم المالي والمادي، بما في ذلك تمويل ومراقبة موقع شبكي يُستخدم في نشر البيانات والصور ذات الصلة بتنظيم القاعدة.	0
وبالإضافة إلى ذلك، لا تزال المنطقة دون الإقليمية تواجه تحديات تتعلق بإنفاذ القانون وسيادة القانون واحترام حقوق الإنسان.	0
وذكرت السيدة تاغليافيني أن قدراً كبيراً من القتال توقف منذ توقيع وثائق مينسك، ولكن لا يزال القتال مستمراً في بعض المواقع الاستراتيجية، بما في ذلك في ضواحي المدينة الواقعة في ميناء ماريوبول في البحر الأسود وحول مطار دونيتسك، في تجاهل لوقف إطلاق النار واتفاقات مينسك.	0
وأخيراً، فإن قدراً كبيراً من معلومات المصدر ذات الصلة بمصير السيد أبو عدس يشير إلى المسؤولين السوريين والجمهورية العربية السورية، فضلاً عن مسؤولين لبنانيين معينين، ولئن كان صحيحاً أن قدراً ضئيلاً من هذه المعلومات المصدرية قد تأكد بشكل مستقل، فإن من المهم أنه لا توجد معلومات تشير إلى أي كيان آخر على أنه متورط في اختفائه أو أنه كان انتحارياً.	0
”ويؤمن مجلس الأمن بأن الملاذات الآمنة للإرهابيين لا تزال تشكل مصدر قلق بالغ ويؤكد من جديد ضرورة قيام الدول بتعزيز التعاون من أجل العثور على أي شخص يدعم تمويل الأعمال الإرهابية أو التخطيط لها أو الإعداد لها أو ارتكابها أو توفير الملاذ الآمن لها أو ييسرها أو يشارك أو يحاول المشاركة في تمويلها أو تدبيرها أو الإعداد لها أو ارتكابها، أو يقدم إلى العدالة، استنادا إلى مبدأ التسليم أو المحاكمة، أي شخص يقوم بدعم تلك الأعمال أو تيسيرها أو المشاركة فيها أو محاولة المشاركة فيها أو التخطيط لها أو الإعداد لها أو ارتكابها أو توفير الملاذ الآمن لها.	1
ويُعتقد أن المدفوعات المتأتية من الإفراج عن السفن والبضائع المحجوزة وأطقم السفن المصادرة يمكن أن تستخدم في تمويل الجماعات أو الأنشطة الإرهابية.	1
وإذا لم تتمكن الدول من تنفيذ القرارات التي يتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون أن تخالف قوانينها، فإن المجتمع العالمي سيفقد سلطة اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلم والأمن الدوليان.	1
1 - تعترف بالسياسة التعاونية للدول المجاورة، بما في ذلك [قائمة الدول ذات الصلة] في إبقاء حدودها مفتوحة للاجئين... وتشجع هذه الدول على مواصلة هذه السياسة والإسهام في تحقيق استقرار الحالة حيثما أمكن ذلك؛	0
89 - على الرغم من أن لدى دول المنطقة دون الإقليمية التشريعات والمؤسسات اللازمة لمكافحة تهريب الأشخاص والأسلحة والمتفجرات، فإن التنفيذ العملي لتدابير رصد ومنع التحركات غير المشروعة عبر الحدود غير موجود.	0
إنشاء آليات للمساءلة القضائية وغير القضائية في البلدان الخارجة من صراعات، بما في ذلك، حسب الاقتضاء، فيما يتعلق بالجرائم المرتكبة ضد المرأة؛ ودعم إنشاء فريق من القضاة أو المفوضين في المحاكم أو لجان التحقيق يكون متوازناً جنسانياً.	0
واستجابت بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو وقوة كوسوفو لطلبات الحصول على بيانات تتعلق بوجود الجيش الوطني الأفغاني داخل الفيلق برد خاص جدا من قائد الفيلق، الذي قال إنه لا يستطيع، في حدود سلطاته المحدودة، أن يقدم أي معلومات أخرى.	1
29 - وفي الوقت نفسه، فإن الجهود التي يبذلها عنصر الشرطة التابع لعملية الأمم المتحدة في كوت ديفوار لإسداء المشورة إلى حكومة المصالحة الوطنية بشأن إعادة هيكلة قوات الدفاع والأمن الإيفوارية والمساعدة في استعادة وجود الشرطة المدنية في جميع أنحاء البلد تعرقلت بسبب موقف السلطات المحلية غير المتعاون، وعدم وجود خطة إصلاح شاملة لقوات الدفاع والأمن الإيفوارية، وعدم وجود اتفاق بين الأطراف الإيفوارية بشأن نشر ضباط الشرطة والدرك الإيفواريين في الشمال.	1
السيد موساييف (أذربيجان) (تكلم بالانكليزية): بادئ ذي بدء، أود أن أعتذر عن طلب الكلمة مرة أخرى، وكنا نعتقد أنه سيكون من غير المناسب ومن غير المجدي أن نتجاوز التعليقات التي أدلى بها ممثل أرمينيا ومحاولته تضليل مجلس الأمن في صمت.	1
وهذه القوات مسلحة تسليحا خفيفا، ولديها حركة برية ضعيفة، ولا قدرة جوية، وتتلقى الحد الأدنى من الدعم اللوجستي والمالي.	0
وقامت البعثة بإضفاء الطابع اللامركزي على وظائف الاتصال التي تضطلع بها بغية تحسين التنسيق على الصعيد المحلي، بينما أدت الأعمال التحضيرية التي سبقت وصول قوة الاتحاد الأوروبي إلى تيسير عملية الانتقال.	0
وترد الجداول الزمنية لإتمام تدمير الأسلحة الكيميائية السورية في التقرير الشامل عن القضاء على برنامج الأسلحة الكيميائية السوري (الفقرة 25 من الوثيقة EC-76/DG.16 المؤرخة 4 تموز/يوليه 2014)، الذي أحاط المجلس علماً به في دورته السادسة والسبعين.	0
وفي الصباح الباكر من يوم 11 تموز/يوليه، اقتحم مسلحون مجهولون منزل عبد القادر يحيى، وهو ناشط سلام قديم العهد وعضو كبير في مركز البحوث والحوار، واغتالوه.	0
هاء - 1 وضع وتنفيذ وتقييم سياسات واستراتيجيات بشأن تعميم مراعاة المنظور الجنساني في جميع برامج التعمير والتأهيل بعد انتهاء الصراع.	0
وأدان الشركاء الدوليون والمدافعين عن حقوق الإنسان بالإجماع قرار الحكومة طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان عقب نشر تقرير حقوق الإنسان عن الانتهاكات التي يُزعم أن الشرطة ارتكبتها أثناء عملية ليكوفي.	1
531 - وتلاحظ اللجنة بادئ ذي بدء أنها حددت 10 مسؤولين رفيعي المستوى في الحكومة المركزية، و 17 مسؤولا حكوميا يعملون على الصعيد المحلي في دارفور، و 14 فردا من الجنجويد، و 7 أعضاء من مختلف جماعات المتمردين، و 3 ضباط من جيش أجنبي (شاركوا بصفتهم الشخصية في النزاع) يشتبه في تحملهم المسؤولية الجنائية الفردية عن الجرائم المرتكبة في دارفور.	1
وتشير الدلائل الأولية إلى أن الانفجار وقع في موكب رئيس الوزراء الحريري، ولكن النتيجة لم تُعرف بعد.	0
(أ) تفكيك جميع الجماعات المسلحة ونزع سلاحها، بما في ذلك ما يسمى بالقوات الموازية، مع إيلاء الاعتبار الواجب لإمكانية إدماج أفراد هذه القوات في الهياكل الأمنية النظامية للدولة على أساس إعادة تدريبهم وتقيدهم التام بحقوق الإنسان الدولية والقانون الإنساني الدولي المنطبقة؛	0
ونلاحظ أنه لا ينبغي التقليل من شأن التحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي.	1
وكما يتبين من هذا الإدراج الجزئي، فإن الاتجاه نحو زيادة لجوء المجتمع الدولي إلى لجان التحقيق وبعثات تقصي الحقائق في سياق جهود المساءلة اتجاه واضح.	0
20 - خلص فريق الرصد خلال فترة الولاية الحالية إلى أن تدفقات الأسلحة من اليمن إلى الصومال لا تأتي من الجماعات الإجرامية (إلى سوق بكارا للأسلحة لتشتريها المعارضة) فحسب، بل أيضا من حكومة اليمن مباشرة إلى الحكومة الاتحادية الانتقالية.	0
65 - وكان الرائد رينادو و 11 من رجاله قد وصلوا إلى المنطقة من آيليو صباح ذلك اليوم، وكانا مع مدنيين و 10 من ضباط الاتحاد المسلحين ببنادق آلية.	0
أسلحة نارية منزلية الصنع، قنابل ملوّثة، صواريخ مرتجلة مصنوعة في ورش معدنية.	0
وأدان أعضاء المجلس الهجمات على أفراد عملية الأمم المتحدة في كوت ديفوار، وذكروا أنه ينبغي محاسبة المسؤولين عن هذه الهجمات.	1
يدين إدانة تامة استمرار أشكال التمييز والعنف ضد النساء والفتيات، ولا سيما العنف الرامي إلى منع الفتيات من الالتحاق بالمدارس...	1
”ويشجع مجلس الأمن الحكومات الوطنية والأمم المتحدة والمنظمات الإقليمية ودون الإقليمية على توسيع وتعميق مجمع الخبرات المدنية لبناء السلام في المرحلة التي تعقب مباشرة انتهاء النزاع، بما في ذلك الخبرة المستمدة من البلدان ذات الصلة ببناء السلام بعد انتهاء النزاع أو الانتقال الديمقراطي، مع إيلاء اهتمام خاص لتعبئة القدرات من البلدان النامية ومن النساء، باعتبار ذلك أمرا حيويا لنجاح مساعي الأمم المتحدة لبناء السلام.	0
ويجب على المجتمع الدولي أن يتحمل المسؤولية عن حماية المدنيين في دارفور ووضع حد للإفلات من العقاب السائد حاليا هناك.	0
وعلاوة على ذلك، فإن ما هو واضح بوضوح في كل هذا هو المحاولة الإريترية لحمل مجلس الأمن على القيام بمزاياه عن طريق احتجاز أفراد البعثة كرهائن.	1
وأشار السفير إلى أن للمجلس أيضا دورا هاما يؤديه في تعزيز المساءلة عن هذه الجرائم وغيرها من انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان.	0
وفي 3 شباط/فبراير، تخلى الملتمسان عن ثكنتهما وتركا أسلحتهما وراءهما، وقد تجمعا في ديلي وطلبا مقابلة مع الرئيس في 7 شباط/فبراير.	0
ويتعين علينا مرة أخرى أن نعلن أن العنف الذي اندلع في مقاطعة غالي هو نتيجة منطقية لتصاعد حالة الانتهاكات الجسيمة لحقوق السكان المسالمين من جانب النظام الأبخازي، التي تحرض على تهريب الأسلحة والمخدرات.	0
وفي الوقت الراهن، يعتقد أن نحو 47 جماعة مسلحة من غير الدول "كانت تمتلك أو تحتجز" منظومات دفاع جوي محمولة.	0
77 - سيستعرض هذا الفرع بإيجاز مختلف الجماعات التي تشارك بنشاط في النزاع المسلح في دارفور.	0
وتواصلت الجهود الرامية إلى تعميم تمثيل الأقليات في جميع ملاك الإدارات الإدارية.	0
ومع ذلك، لا تزال هناك إمكانية لانهيار كامل للقانون والنظام، بالإضافة إلى انهيار الاقتصاد الهش وتفكك مؤسسات الحكم الذاتي الفلسطيني.	1
لقد أدانت الهجوم الإرهابي على السفارة الهندية في كابول.	1
ولم تتمكن الشبكة السورية لحقوق الإنسان من جمع معلومات عن الوفيات في المناطق التي قطعها النظام.	1
وإذ يحث جميع الدول والهيئات الدولية والمنظمات الإقليمية على تخصيص موارد كافية، بما في ذلك عن طريق الشراكة الدولية، لمواجهة التهديد المستمر والمباشر الذي يشكله تنظيم القاعدة وأسامة بن لادن وحركة الطالبان والأفراد والجماعات والمؤسسات والكيانات المرتبطة بهم،	0
وأوضح خبراء الوكالة الدولية للطاقة الذرية للفريق أن احتمال حصول الإرهابيين بصورة غير مشروعة على جهاز عسكري أكبر بكثير من احتمال بناء جهازهم المرتجل.	0
وترد العناصر الرئيسية لبيانه، فضلا عن تبادل الآراء فيما بين أعضاء الفريق العامل، في الموجز الوارد في الاستنتاجات ذات الصلة (S/AC.51/2013/3).	0
وفي بداية الصراع، يبدو أن معظم القتال قد وقع في شمال دارفور وشمال غرب دارفور، بينما انتقل تدريجيا جنوبا إلى جنوب دارفور خلال الأشهر الأخيرة من عام 2004.	0
وعلاوة على ذلك، فإن تفاعلات الفريق مع الدول الأعضاء واللجنة ستتغير تغيرا كبيرا إذا ما أصبح محكما في قرارات الإدراج في القائمة والشطب منها.	0
ويدين الاتحاد الأوروبي هذا العنف من جانب الماويين، الذي تسبب في معاناة ومشاق كبيرة للشعب النيبالي.	1
ولا تزال الحالة فيما بين الطوائف العرقية في كوسوفو هادئة نسبيا، وإن كانت غير مستقرة.	0
وتضمن التقرير وصفا قاتما للحالة في المنطقة، التي تتسم بمزيد من أعمال العنف والإرهاب.	0
(د) مواصلة تنظيم أنشطة التوعية والمشاركة فيها، حسب الاقتضاء، بمساهمة من الفريق العامل المعني بالمساعدة التابع للجنة وفريقها العامل المعني بالتعاون مع المنظمات الدولية، بما في ذلك لجنتا مجلس الأمن المنشأتان عملا بالقرارين 1267 (1999) و 1373 (2001)، على كل من الصعيد الدولي والإقليمي ودون الإقليمي؛ والاستعداد للتركيز على برامج المساعدة والمشاركة فيها، وتعزيز تبادل الخبرات والدروس المستفادة والممارسات الفعالة، والاستعداد لتيسير عروض المساعدة أو طلباتها؛	0
428 - وطلبت اللجنة مرارا إلى الحكومة أن تقدم معلومات عن الإجراءات القضائية المتخذة لتقديم مرتكبي الجرائم المزعومة المرتكبة في دارفور إلى العدالة.	1
450 - ويحول عدد من العيوب الخطيرة دون عمل نظام العدالة في السودان بسرعة وعلى النحو المناسب للتصدي للتجاوزات.	0
ونحن نعتبر أي انحراف عن ذلك المبدأ أمرا غير مقبول خشية أن تتحول الحالة الهشة في المقاطعة إلى زعزعة واسعة الانتشار.	1
وعلاوة على ذلك، فإن تبادل المعلومات عن التعاون فيما بين الوكالات، وأنشطة الإنفاذ، والتخطيط الطوعي للتنفيذ، والبيانات المتعلقة بالجدول الزمني، هي من بين التدابير الأخرى المقترحة لتحسين فهم اللجنة لتدابير التنفيذ الوطنية وفقا للقرار 1540 (2004).	0
ويرى الفريق أن خطر تنظيم القاعدة لا يزال يتنوع، مع تطور مجموعة من الشركات المنتسبة المرتبطة ارتباطاً فضفاضاً، وظهور أفراد وخلايا متطرفة ذاتياً تعتمد على أيديولوجية تنظيم القاعدة.	1
وتلقت اللجنة أدلة موثوقة على استخدام طائرات هليكوبتر من طراز Mi-8 وطائرات عمودية من طراز Mi-24 وطائرات أنتونوف في هجمات جوية على القرى.	0
وفي هذا الصدد، يساورنا القلق بوجه خاص إزاء استمرار عدم إحراز تقدم في مجالات حرية حركة الأقليات، والعودة المستدامة وتمثيل الأقليات ذات الصلة في الهياكل الحكومية وفي القطاع العام ككل.	1
17 - واصلت البعثة إقامة علاقات طيبة مع كل من الجيش الملكي المغربي والقوات المسلحة لجبهة البوليساريو.	0
ويعد جمع معلومات دقيقة وموثوقة وموضوعية في الوقت المناسب عن العنف الجنسي المرتبط بالنزاعات أمرا حاسما في تكييف استجابات المجلس، فضلا عن تعزيز الإجراءات الرامية إلى منع العنف الجنسي.	1
”ويعرب مجلس الأمن عن تقديره للبلدان المشاركة في بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي، ويأمل أن تبذل البلدان التي تعهدت بالمساهمة بقوات وبأفراد شرطة مدنية قصارى جهدها للتعجيل بنشر أفرادها في وقت مبكر.	0
بيد أن زيادة شمولية عملية السلام فيما يتعلق بالأطراف المتحاربة لا تزال عنصرا هاما من عناصر التسوية الدائمة للصراع.	0
ومن المجالات الأخرى التي ترى المديرية التنفيذية فيها مجالا لمزيد من العمل تعزيز إدماج نُهج حقوق الإنسان في برامج مكافحة الإرهاب.	0
وذكر أن تنظيم الدولة الإسلامية في العراق والشام يرتكب تجاوزات في العراق "بحجم وخطورة من المرجح أنهما يصنفان على أنهما جريمتان دوليتان تخضعان لولاية المحكمة الجنائية الدولية".	0
وفي 8 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدينة الشيخ ميسكين، فقتلت 5 أشخاص، من بينهم طفلان وامرأتان.	0
بيد أنه في بور - أو - برانس، أدى الارتفاع الملحوظ في العنف والإجرام، بما في ذلك عمليات الاختطاف، إلى إثارة قلق عام خطير في أيار/مايو وحزيران/يونيه.	0
”ويشجع مجلس الأمن القوات المسلحة الرواندية التابعة للاتحاد الأفريقي على مواصلة عملياتها ضد جميع جماعات جيش الرب للمقاومة، والعمل في الوقت نفسه مع الأمم المتحدة والمنظمات غير الحكومية على إنشاء مواقع إبلاغ آمنة وتقديم المعلومات لمساعدة جيش الرب للمقاومة الذي يبدي التزاما حقيقيا بإنهاء التسريح ونزع السلاح.	1
وبالإضافة إلى ذلك، يشكو العديد من المؤسسات المالية من أنها لم تتلق سوى معلومات قليلة أو منعدمة عما ينبغي أن تبحث عنه كمؤشرات ممكنة لمعاملات تمويل الإرهاب.	1
وربما كانت العمليات الكبرى أقل مما كان يوده قادة القاعدة، ولكن اعتقال أو وفاة الإرهابيين المشتبه فيهم المرتبطين بتنظيم القاعدة في أكثر من 40 بلدا في جميع أنحاء العالم منذ أن قدم الفريق تقريره الأخير في تشرين الثاني/نوفمبر 2006 (S/2007/132)، يشير إلى حجم كبير من التخطيط الإرهابي.	0
وينطوي التنفيذ الفعال لمهام الحماية على طائفة واسعة من الجهات الفاعلة، وهو يتطلب إجراء مشاورات وثيقة، بما في ذلك بين مجلس الأمن والأمانة العامة والبلدان المساهمة بقوات وبأفراد شرطة، قبل إنشاء بعثات حفظ السلام وطوال دورة حياتها.	0
فالصوماليون المستنيرون جيدا وغيرهم ممن لديهم معرفة وثيقة بالتطورات في كلا الجانبين يقولون، فيما يتعلق باحتمال حدوث مواجهة عسكرية، إن المسألة ليست مسألة معرفة ما إذا كان ذلك أم لا، بل مسألة متى.	1
وتحث الولايات المتحدة الأمم المتحدة والشرطة الوطنية الهايتية على مضاعفة جهود التدقيق.	1
وذلك على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية بموجب قرارات المجلس 1820 (2008)، و 1888 (2009)، و 1960 (2010)، التي أصبحت منارات أمل لملايين النساء والفتيات الضحايا في جميع أنحاء العالم.	1
ومن ثم فهي تهتم إلى حد كبير بجوانب السياقات الاجتماعية التي قد تفضي إلى انتشار الإرهاب.	1
77 - ويعتقد الفريق أنه ينبغي لجميع الدول، كحد أدنى، أن تكفل قيام تجار المعادن الثمينة والأحجار الكريمة باتخاذ تدابير لمنع غسل الأموال وتمويل الإرهاب بما يتفق مع متطلبات فرقة العمل المعنية بالإجراءات المالية.	0
وهذه التحالفات تمكنها من المشاركة في جهود أوسع نطاقا ترمي إلى زعزعة استقرار القارة الأفريقية.	0
وتمثلت أهداف الاجتماع في بدء حوار مع القطاع الخاص؛ واكتساب فهم أفضل للتحديات التي يواجهها المجتمع المالي في تنفيذ نظام الجزاءات؛ وتحديد سبل لجعل الامتثال أكثر وضوحا وفعالية من حيث التكلفة وكفاءة، وتوليد أفكار من أجل التحسين.	0
(و) تزويد كل منها الأخرى بأقصى قدر من المساعدة فيما يتصل بالتحقيقات الجنائية أو الإجراءات الجنائية المتصلة بتمويل الأعمال الإرهابية أو دعمها، بما في ذلك المساعدة في الحصول على ما في حوزتها من أدلة لازمة للإجراءات؛	0
وتلاحظ اللجنة مع القلق المخالفات التي طالت عدة سنوات في مقتنيات القوات المسلحة التيمورية من الأسلحة.	1
38 - دعا مجلس الأمن في قراره 1559 (2004) إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها.	1
وخلال تلك الأيام الثلاثة، زُعم أن أربعاً من الفتيات اغتصبن وتعرضت إحداهن للاعتداء الجنسي.	0
وفي العراق وأفغانستان، سيواصل تنظيم القاعدة وحركة الطالبان والجماعات المرتبطة بهما استخدام العتاد العسكري لتشييد الأجهزة المتفجرة المرتجلة ما دامت الإمدادات لا تزال قائمة وما دام الحصول عليها ممكنا.	0
في 20 تشرين الثاني/نوفمبر، ترأست وزيرة خارجية أستراليا، جولي بيشوب، جلسة إحاطة بشأن موضوع ”عمليات حفظ السلام: دور الشرطة في حفظ السلام وبناء السلام بعد انتهاء الصراع“.	0
وكان الهدف من هذا الجهد هو تحسين الأمن في المنطقة، وتعزيز تحالف وادي جوبا، والتوفيق بين الجنرال "مورغان" والتحالف، اللذين ظلا يتشاجران على أراضي في وادي جوبا لعدد من السنوات.	0
إنشاء نظام موحد لإدارة ورصد حالات العنف القائم على نوع الجنس؛ ووضع قائمة مرجعية لكبار المديرين؛ وتقديم تقرير عن التزامات المفوض السامي الخمسة تجاه اللاجئات.	0
107 - وفي 24 تموز/يوليه 2005، خرق هذا الاتفاق لأن القوات المسلحة لكوت ديفوار أعدت الطائرة من طراز Mi-24P التابعة لها للعمليات العسكرية ردا على هجوم مزعوم على أنياما.	1
