en_ar_DEEPL	VerCoop
وبالإضافة إلى تجدد الأمل لدى شعب الجمهورية، فقد أتاحت هذه التغييرات لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فرصة جديدة لتحسين مشاوراتها مع السلطات الاتحادية، والدخول في حوار بنّاء حول القضايا ذات الاهتمام المشترك.	1
21. وتتطلع اللجنة كذلك إلى وضع خطة تنفيذية لتحقيق أي من الأهداف المحددة في خطة عمل ألماتي التي لم تتحقق بعد، فضلا عن تنفيذ الالتزامات الواردة على أساس مستمر في الوثائق الختامية المتفق عليها في الاجتماعات الاستثنائية الثلاثة السابقة، بما في ذلك تدابير تحسين تدفق المعلومات مع المنظمات الدولية والإقليمية ودون الإقليمية وفيما بينها.	1
ودعا أحد المتحدثين إلى التدقيق عن كثب في عمل الخبراء الذين يساعدون لجان العقوبات من خلال النزول إلى الميدان لفحص الأوضاع على الأرض.	1
لهذا السبب نحن ندين الإرهاب.	0
تم إحراق مركبتين. ونُهبت مكاتب في الطابق الأرضي.	0
82. والتوصيات ذات الأولوية هي: (أ) تشجيع جميع الدول على اعتماد أطر قانونية شاملة ومتسقة لمكافحة الإرهاب من شأنها أن تيسر تنفيذ استراتيجيات سليمة ومتسقة قانونا لمكافحة الإرهاب;	0
7. يطلب إلى الأمين العام أن يقوم، بعد اعتماد هذا القرار وبالتشاور الوثيق مع اللجنة، بتعيين ما لا يزيد عن ثمانية أعضاء في فريق الرصد، بما في ذلك منسق، بما يتسق مع قواعد الأمم المتحدة وإجراءاتها، ممن يتوفر فيهم منسق للفريق، ممن يتوفر فيهم واحد أو أكثر من مجالات الخبرة التالية ذات الصلة بأنشطة تنظيم القاعدة و/أو حركة الطالبان، بما في ذلك: مكافحة الإرهاب وما يتصل به من تشريعات؛ وتمويل الإرهاب والمعاملات المالية الدولية، بما في ذلك الخبرة المصرفية الفنية؛ ونظم التحويلات البديلة والجمعيات الخيرية واستخدام السعاة؛ وإنفاذ الحدود، بما في ذلك أمن الموانئ؛ وحظر الأسلحة وضوابط التصدير؛ والاتجار بالمخدرات;	1
اعتمد الفريق العامل عقب اجتماعه المعقود في 8 أيلول/سبتمبر 2010 استنتاجاته بشأن الأطفال والنزاع المسلح في كولومبيا (انظر S/AC.51/2010/3).	1
ويشمل ذلك المحتجزين الذين يحتجزهم جهاز الأمن والمخابرات الوطني في مكان احتجاز سري في الخرطوم والذي اكتشفته اللجنة وقامت بتفتيشه.	0
58. وفي حين أن العديد من الدول الأعضاء أبلغت الفريق بأن النظام يسهم إسهاما إيجابيا في جهودها الوطنية لمكافحة تنظيم القاعدة وحركة الطالبان، فقد وضع الاستعراض مستوى دعمها على المحك من خلال طلبها إسهامات كبيرة، لا سيما من الدول الأكثر تضررا من التهديد.	1
وأبلغ الرئيس المجلس بأنه خلال مشاورات اللجنة، قدم فريق الرصد موجزا عن النتائج التي توصل إليها بشأن استرداد الأصول الصومالية في الخارج وناقش مسألة اعتراض القوات البحرية الدولية للفحم والأسلحة في أعالي البحار وداخل المياه الإقليمية للصومال.	1
ستُعقد حلقة عمل في تموز/يوليه 2009 للدول الأعضاء في الجماعة الكاريبية بشأن صياغة الردود على لجان مجلس الأمن الثلاث التي تتناول مكافحة الإرهاب.	0
تشعر جمهورية جنوب السودان بقلق بالغ إزاء تدهور الوضع الأمني في المناطق الحدودية لكل من جمهورية السودان وجمهورية جنوب السودان.	0
72. وما حدث في 25 و26 آذار/مارس هو القتل العشوائي للمدنيين الأبرياء وارتكاب انتهاكات جسيمة لحقوق الإنسان.	0
ووفقًا لشهود عيان، فرّ القرويون من القرية في اتجاه الشمال، باتجاه منطقة حرجية تبعد حوالي 5 كم عن القرية.	0
يحث الهيئات الإقليمية ودون الإقليمية المناسبة على وجه الخصوص على النظر في وضع وتنفيذ سياسات وأنشطة ودعوة لصالح النساء والفتيات المتضررات من العنف الجنسي في النزاعات المسلحة.	1
وخلال الاجتماع، انخرط الطرفان في تبادل واسع للآراء حول تنفيذ قرارات مجلس الأمن وممارسة مبدأ تقرير المصير.	1
45. يقر بالحاجة إلى الإبقاء على الاتصال مع لجان مجلس الأمن التابعة للأمم المتحدة والمنظمات الدولية وأفرقة الخبراء ذات الصلة، بما في ذلك اللجنة المنشأة عملا بالقرار 1267 (1999)، ولجنة مكافحة الإرهاب، ومكتب الأمم المتحدة المعني بالمخدرات والجريمة, والمديرية التنفيذية للجنة مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1540 (2004)، وفرقة العمل المعنية بالإجراءات المالية، ولا سيما بالنظر إلى استمرار وجود تنظيم القاعدة وأي خلية أو جماعة تابعة له أو منشقة عنه أو متفرعة منه في النزاع الأفغاني وتأثيرها السلبي عليه;	1
(ج) تيسير بناء قدرات الدول، بالتعاون مع مجموعة مكافحة غسل الأموال في شرق أفريقيا والجنوب الأفريقي، لإنشاء/تعزيز وحدات الاستخبارات المالية في المنطقة دون الإقليمية وتطوير القدرات التشريعية والتشغيلية للدول لتجميد الأموال دون تأخير.	0
واتفق أعضاء هذا الوفد مع رئيس الوزراء على "الشروع في تنظيم الوجود الفلسطيني المسلح في المخيمات لضمان الأمن".	1
15. منذ تقريري المؤرخ 2 كانون الثاني/يناير 2008 المقدم إلى مجلس الأمن (S/2008/1)، أزالت عملية الأمم المتحدة في كوت ديفوار جميع مراكز المراقبة الـ 17 التي أنشأتها على طول الخط الأخضر باستثناء مركزين اثنين، وذلك تمشيا مع أحكام اتفاق واغادوغو.	0
إنشاء نظم دعم العنف القائم على النوع الاجتماعي.	0
D. مراقبة الحدود 258. تشكل المراقبة الفعالة للحدود عنصرا أساسيا للتنفيذ الفعال لتدابير مكافحة الإرهاب عملا بالقرار 1373 (2001)، لأنها خط الدفاع الأول ضد حركة الإرهابيين عبر الحدود، وحركة البضائع والشحنات غير المشروعة عبر الحدود.	0
وتخضع هذه الجرائم للولاية القضائية العالمية، وبما أن هذه الجرائم لم تتم مقاضاتها من قبل النظام القضائي الجزائري، فيمكن عرضها على أي محكمة وطنية أو دولية أخرى.	0
وتبعاً لظروف كل حالة، يمكن بالتالي الاشتباه في ارتكاب هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، جرائم ضد الإنسانية تتمثل في قتل المدنيين واغتصاب المدنيين وتعذيبهم وتشريدهم قسراً وجرائم الحرب المتمثلة في شن هجمات عشوائية على المدنيين وتدمير الأعيان المدنية والنهب.	0
ومع ذلك، لا يزال الوضع الأمني يشكل مصدر قلق حقيقي للجميع، على الرغم من انخفاض الأحداث المتعلقة بالأمن في كانون الأول/ديسمبر 2011 وكانون الثاني/يناير 2012، مقارنة بفترة الشهرين الماضيين من العام الماضي.	0
ويمكن أن يتوخى تعزيز الاختصاصات في مجالات مثل الشرطة والعدالة والتعليم والثقافة والإعلام والاقتصاد. ويمكن أن يسمح بإقامة روابط أفقية بين البلديات ذات الأغلبية الصربية في كوسوفو.	1
وفي الوقت نفسه، لا تزال مسألة ضمان امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان موضوعاً رئيسياً للنقاش في المنطقة دون الإقليمية.	0
114. وأسفرت أعمال العنف التي وقعت في راي كوتو بعد ظهر يوم 28 نيسان/أبريل عن مقتل مدني واحد، على النحو المبين في الفقرتين 50 و 51 أعلاه.	0
أظهرت سجلات الهاتف أربع مكالمات هاتفية مع ضابط المخابرات السورية جامع جامع، في الساعة 1142 و 1814 و 2023 و 2026. ووفقًا لأحد الشهود، زار عبد العال مكتب جامع جامع جامع مساء يوم الانفجار في الساعة 1930، حيث ناقش الاثنان السيد أبو عدس.	1
إدانة الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة	0
إنني أشجع مكتب الأمم المتحدة لغرب أفريقيا ومكتب الأمم المتحدة الإقليمي في وسط أفريقيا والجماعة الاقتصادية لدول غرب أفريقيا والجماعة الاقتصادية لدول وسط أفريقيا ولجنة حوض بحيرة تشاد على مواصلة تعزيز التعاون للتصدي للتهديدات الأمنية العابرة للحدود.	1
ويؤكد المجلس من جديد أن وضع حد للإفلات من العقاب أمر ضروري إذا ما أراد المجتمع الذي يعيش نزاعاً أو يتعافى من النزاع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين ويمنع حدوث مثل هذه الانتهاكات في المستقبل.	1
وإذ نؤكد من جديد أن مواصلة الجهود الدولية لتعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي للأديان والثقافات المختلفة، ومعالجة النزاعات الإقليمية التي لم تحل بعد وكامل نطاق القضايا العالمية، بما في ذلك قضايا التنمية، ستسهم في تعزيز مكافحة الإرهاب على الصعيد الدولي,	1
"يذكّر مجلس الأمن الدول بأن عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان واللاجئين والقانون الإنساني الدولي.	1
110. ومن المهم أيضا إيلاء اهتمام خاص لتطوير التدريب المتخصص للمحققين والمدعين العامين والقضاة في مجالات مثل مكافحة استخدام الإنترنت لأغراض إرهابية؛ ودعم ومساعدة ضحايا الأعمال الإرهابية؛ والتصدي للإرهاب الكيميائي والبيولوجي والإشعاعي والنووي؛ ومكافحة الجرائم الإرهابية المتصلة بالنقل؛ ومكافحة تمويل الإرهاب.	0
كانوا يتطلعون إلى الترحيب بتيمور الشرقية في الأمم المتحدة.	1
"ويكرر مجلس الأمن التأكيد على ضرورة زيادة التعاون الجاري بين اللجان المكلفة بولايات مكافحة الإرهاب المنشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) وأفرقة الخبراء التابعة لكل منها.	1
"ولا يزال مجلس الأمن يساوره بالغ القلق إزاء العواقب الإنسانية والسياسية والاقتصادية المدمرة للنزاعات المسلحة؛ ويشدد على الضرورات السياسية والأخلاقية الملحة لمنع نشوب النزاعات المسلحة والأزمات الإنسانية وتصاعدها، وما يترتب عليها من فوائد للسلام والتنمية والعلاقات الودية بين جميع الدول.	0
ويبقى ما يقلقني كثيراً هو أن الجهود التي يبذلها الليبيريون لإعادة بناء نظام محاكمهم ستتطلب وقتاً طويلاً، وبالتالي فإن النظام نفسه سيبقى على الأرجح ضعيفاً وقابلاً للاختراق على المدى القصير.	0
23. ومنذ وصوله إلى نيروبي في 27 أيار/مايو 2005، أكد ممثلي الخاص للقادة في المنطقة دون الإقليمية وغيرهم ضرورة اتباع نهج منسق تجاه القادة الصوماليين وحثهم على الدخول في حوار والامتناع عن العمل العسكري لحل الخلافات داخل المؤسسات الاتحادية الانتقالية. وفي 10 حزيران/يونيه، التقى في كمبالا بالرئيس الأوغندي يويري موسيفيني، وفي 29 حزيران/يونيه أجرى محادثات مع الرئيس الجيبوتي إسماعيل عمر جيله والأمين التنفيذي للهيئة الحكومية الدولية المعنية بالتنمية في جيبوتي.	1
من أجل تحديد هوية الجناة، قررت اللجنة أنه يجب أن تكون هناك مجموعة موثوقة من المواد التي تتفق مع الظروف الأخرى التي تم التحقق منها، والتي تميل إلى إظهار أن الشخص قد يكون مشتبهاً به بشكل معقول في تورطه في ارتكاب جريمة.	0
وقد عبر التقرير الأخير للأمين العام للأمم المتحدة بشأن القرارين 1559 (2004) و 1701 (2006) بوضوح عن أهمية نزع سلاح حزب الله وإنهاء تهريب الأسلحة عبر الحدود اللبنانية - السورية.	0
وقد أصبح عمل منظمات مثل اليونسكو وبرنامج الأمم المتحدة الإنمائي وتحالف الأمم المتحدة للحضارات التي تركز على منع نشوب النزاعات وبناء ثقافة السلام والقضاء على الفقر وتعزيز التنمية المستدامة والاندماج الاجتماعي من خلال التعليم والثقافة والتواصل في أفريقيا أمراً بالغ الأهمية.	0
وفي نهاية المطاف، وبمجرد أن تصبح الظروف مناسبة، ينبغي أن تتضافر جهود هذه المؤسسات والشركات مع الحكومات المعنية لتنسيق الجهود من أجل اعتماد خطة متماسكة لتنمية البلاد وخلق سبل العيش للسكان والنهوض بحالة حقوق الإنسان.	1
ينبغي أن تكون الوقاية من التطرف والتطرف بين الشباب، على وجه الخصوص، مجالاً ذا أولوية للتدخل.	1
هناك حاجة لتحسين تبادل المعلومات وتعزيز التعاون مع دول المناطق الأخرى.	1
"يعرب مجلس الأمن عن اعتزامه، عند إنشاء أو تجديد ولاية لجان الجزاءات ذات الصلة، النظر في الأحكام المتعلقة بالأطراف التي تنتهك القانون الدولي الساري فيما يتعلق بحقوق الأطفال وحمايتهم في النزاعات المسلحة.	1
"ويحذر مجلس الأمن رسميا الدول المجاورة لجمهورية الكونغو الديمقراطية من عواقب دعم الجماعات المتمردة المسلحة.	0
ويشارك فريق الأمم المتحدة القطري حالياً في حوار لاستعراض خطة العمل، بما في ذلك 168 مشروعاً، ولإضفاء المزيد من الطابع المؤسسي على التخطيط الإنمائي، بما في ذلك النهج القائمة على المجتمع المحلي كآلية للمصالحة والتعايش السلمي وبرامج الحد من النزاع التي يقودها برنامج الأمم المتحدة الإنمائي.	1
ويبدو أيضاً أنه في حين أن حركة/جيش تحرير السودان هي الجهة العسكرية الأكبر بين الحركتين، فإن حركة العدل والمساواة هي الجهة السياسية الأكبر، ولديها قدرة عسكرية محدودة، لا سيما بعد ما ورد عن انشقاق الحركة وما تلاه من ظهور الحركة الوطنية للإصلاح والتنمية (انظر الفقرة 139 أدناه).	0
"ويشجع مجلس الأمن بعثة الأمم المتحدة لمساعدة العراق على مواصلة عملها، بالتنسيق مع حكومة العراق، للمساعدة في تهيئة الظروف المواتية لعودة اللاجئين العراقيين والمشردين داخليا بصورة طوعية وآمنة وكريمة ومستدامة، ويرحب بإيلاء جميع المعنيين مزيدا من الاهتمام لهذه المسألة.	1
78. القوات المسلحة السودانية هي قوات مسلحة تقليدية مكلفة بحماية وحفظ الأمن الداخلي.	1
7. من أجل تحقيق قدر أكبر من الاتساق ومطابقة الأحكام على جميع الوثائق المعدة للجنة، سيتم إنشاء آليات مشتركة بين المجموعات للتركيز على مختلف المجالات الفنية التي تناولها القراران 1373 (2001) و 1624 (2005)، وستُنشأ وحدة لمراقبة الجودة لاستعراض جميع الوثائق قبل إصدارها.	0
16. يكرر التأكيد لجميع الدول على أهمية أن تقترح على اللجنة أسماء أعضاء تنظيم القاعدة وحركة الطالبان أو المرتبطين بأسامة بن لادن وسائر الأفراد والجماعات والمؤسسات والكيانات المرتبطة بهما لإدراجها في قائمة اللجنة، ما لم يكن من شأن ذلك أن يخل بالتحقيقات أو إجراءات الإنفاذ؛	1
وفي القرار 1820 (2008)، شجع المجلس الأمين العام على أن يقوم، بالتشاور مع النساء والمنظمات التي تقودها النساء، بوضع آليات فعالة لحماية النساء والفتيات في مخيمات اللاجئين والمشردين داخليا وما حولها، ولا سيما من العنف الجنسي وغيره من أشكال العنف القائم على نوع الجنس.	1
5. وأجرى المنسق ثلاث زيارات إلى المنطقة (في شباط/فبراير ونيسان/أبريل وأيار/مايو) تزامنت مع اجتماعات اللجنة الفرعية الفنية واللجنة الثلاثية. وفي 9 شباط/فبراير 2011، استقبله نائب رئيس مجلس الوزراء ووزير خارجية الكويت، الشيخ محمد الصباح السالم الصباح، الذي أشار إلى ضرورة ترجمة روح التعاون الناشئة بين العراق والكويت إلى خطوات عملية وموجهة نحو تحقيق نتائج من أجل حل المسائل العالقة، بما في ذلك ملفا المفقودين والممتلكات.	1
وحفاظا على سيادة الدول واستقلالها وحفاظا على الأمن والسلم والاستقرار الدوليين، تدعو سورية الأمم المتحدة وأجهزتها المعنية بمكافحة الإرهاب وتمويله بما فيها مجلس الأمن ولجنته الفرعية المتخصصة ومجلس حقوق الإنسان إلى حرمان الإرهابيين ومن يدعمهم من أي غطاء لممارساتهم الهدامة.	1
وتذكّر، على وجه الخصوص، بالالتزام بالتمييز بين السكان المدنيين والمقاتلين، وحظر الهجمات العشوائية، والهجمات ضد المدنيين والأعيان المدنية، وكذلك حظر استخدام الأسلحة الكيميائية واستخدام الأسلحة والقذائف والمواد وأساليب الحرب التي من طبيعتها أن تسبب إصابات لا داعي لها أو معاناة لا داعي لها.	0
تفويض بعثات الأمم المتحدة لحفظ السلام والبعثات الأخرى ذات الصلة التي يأذن بها مجلس الأمن بأن تشجع، بالتعاون مع الدول المعنية، على وضع ترتيبات فعالة للتحقيق في انتهاكات القانون الإنساني الدولي أو غيرها من الانتهاكات الجسيمة لقانون حقوق الإنسان ومقاضاة مرتكبيها.	1
38. يؤكد من جديد أنه ينبغي لفريق الرصد أن يعمم على اللجنة كل ستة أشهر قائمة بالأفراد المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة الذين تفيد التقارير بوفاتهم، مشفوعة بتقييم للمعلومات ذات الصلة مثل شهادة الوفاة، وبقدر الإمكان، حالة الأصول المجمدة وموقعها وأسماء أي أفراد أو كيانات يكونون في وضع يمكنهم من تلقي أي أصول رفع عنها التجميد، ويوجه اللجنة إلى استعراض هذه القوائم لتقرير ما إذا كانت لا تزال مناسبة، ويدعو اللجنة إلى شطب أسماء الأفراد المتوفين من القائمة، حيثما توافرت معلومات موثوق بها بشأن الوفاة؛	1
يدعو جميع الأطراف المعنية إلى التقيد بالالتزامات الدولية المنطبقة عليها فيما يتعلق بحماية الأطفال المتأثرين بالنزاع المسلح وكذلك الالتزامات الملموسة التي تعهدت بها للممثل الخاص للأمين العام المعني بالأطفال والنزاع المسلح ولليونيسيف ووكالات الأمم المتحدة الأخرى والتعاون التام مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية ...	1
علاوة على ذلك، تم إحراق أكثر من 1,000 منزل في حين تم تسجيل العديد من حالات التدمير والنهب والمعاملة اللاإنسانية.	0
ومنذ بداية المأزق السياسي الذي أعقب انتخابات 29 مارس/آذار، أعرب الأمين العام عن قلقه إزاء العملية الانتخابية وأعمال العنف ذات الدوافع السياسية.	0
ولا يمكن أن يعني ذلك التخلي عن الالتزامات تجاه أولئك الذين يرغبون في العودة إلى ديارهم والذين يحتاجون إلى الدعم لتحقيق تطلعاتهم. ولا يمكن أن يكون بديلاً عن السياسات الحالية، بل يجب أن يكون مكملاً لها.	0
90. تشدد الفقرة 4 من القرار 1624 (2005) على أنه "يجب على الدول أن تكفل امتثال أي تدابير تتخذها لتنفيذ الفقرات 1 و 2 و 3 من هذا القرار لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني".	1
أصبحت جبهة التحرير الوطني لتحرير فلسطين الجناح المسلح للمجلس الوطني للمقاومة الماوبيرية الذي أنشئ حديثًا. وقد ضم هذا المجلس الجبهة الثورية لتيمور الشرقية المستقلة والاتحاد من أجل الديمقراطية والتقدم الاجتماعي وأحزاب قومية أخرى. ونتيجة لذلك، فقدت فريتيلين السيطرة المطلقة على سياسات المقاومة.	0
(ذ) التشاور مع ممثلي المنظمات الدولية ذات الصلة، بما في ذلك اتحاد النقل الجوي الدولي ومنظمة الطيران المدني الدولي ومنظمة الجمارك العالمية، لتعزيز الوعي بحظر السفر وحظر توريد الأسلحة وتعزيز الامتثال لهما؛	1
وإدراكا منه لقيمة الإحاطات السنوية التي يقدمها رؤساء العناصر العسكرية، قال المجلس إنه يرحب أيضا بإحاطات مماثلة يقدمها رؤساء عناصر الشرطة من أجل تحسين فهمه للتحديات التشغيلية.	1
يجب تكثيف رصد وتحديد انتهاكات حظر الأسلحة وتحديدها، وتطبيق عقوبات محددة الأهداف عند الضرورة، من أجل الحد من الآثار المدمرة المحتملة لهذه الديناميكية في السياق الصومالي.	0
"ويعرب مجلس الأمن عن قلقه العميق إزاء التهديد المباشر الذي يشكله نشاط الجماعات المسلحة على سلامة السكان المدنيين وسير العمليات الإنسانية.	0
اعترفت الحكومة بالهجوم وعرضت تعويض الضحايا.	1
وعندما تُرتكب هذه الأفعال كجزء من هجوم واسع النطاق أو منهجي موجه ضد أي مجموعة من السكان المدنيين، مع العلم بالهجوم، فإن هذه الأفعال قد ترقى إلى جريمة ضد الإنسانية.	0
"يشدد مجلس الأمن على الحاجة الملحة لتعزيز المؤسسات العسكرية والشرطية في ليبيا.	0
ومنذ ذلك الحين، تضاعف عددهم إلى 16 مراقباً بالإضافة إلى مستشارها الخاص، ويجري تعيين المزيد من المراقبين ومتطوعي الأمم المتحدة.	0
يؤكد من جديد إدانته القاطعة لجميع أعمال الإرهاب وأساليبه وممارساته بوصفها أعمالاً إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأياً كان مرتكبوها,	0
كما دعا السيد بياني المجلس إلى عدم إغفال الدور الهام الذي يمكن أن تضطلع به النساء المشردات داخلياً في التفاوض على السلام وضمان حقوق الإنسان الخاصة بهن وتحقيق التنمية في حالات ما بعد النزاع.	1
ينبغي للدول الامتناع عن إعاقة الجهات الفاعلة في المجال الإنساني في جهودها الرامية إلى إشراك الجماعات المسلحة من غير الدول لأغراض إنسانية، بما في ذلك القيام بأنشطة تهدف إلى تعزيز احترام القانون الإنساني الدولي.	0
24. خلال الفترة المشمولة بالتقرير، لم يحرز أي تقدم ملموس نحو حل الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها على النحو الذي دعا إليه اتفاق الطائف والقرار 1559 (2004).	0
وضع خطة عمل جنسانية للإدارة لإدماج المنظورات الجنسانية في أنشطتها لمنع النزاعات وصنع السلام وبناء السلام.	1
ولكننا قلقون من أن يتسبب العنف في ابتعاد جزء من السكان عن مواقع الاقتراع في الجنوب وأماكن أخرى.	0
أولًا وقبل كل شيء، لا تزال المخاوف على الصعيد الأمني تحظى بأهمية قصوى.	0
107. ويتعرض الصحفيون في كوت ديفوار، ولا سيما المقربون من أحزاب المعارضة، للعنف والضغوط والتهديدات بالقتل.	0
[و] يشدد على ضرورة تنفيذ برنامج عمل الأمم المتحدة لمنع الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة من جميع جوانبه ومكافحته والقضاء عليه، والصك الدولي لتمكين الدول من تحديد الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة وتعقبها في الوقت المناسب، من أجل إحراز تقدم حقيقي في منع الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة ومكافحته والقضاء عليه.	1
7. يؤكد من جديد أن وضع حد للإفلات من العقاب أمر ضروري إذا ما أريد لمجتمع يمر بنزاع أو يتعافى من النزاع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين المتضررين من النزاع المسلح وأن يمنع وقوع مثل هذه الانتهاكات في المستقبل، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي ينبغي النظر فيها، بما في ذلك المحاكم الجنائية الوطنية والدولية و "المختلطة" والمحاكم الجنائية ولجان الحقيقة والمصالحة، ويشير إلى أن هذه الآليات لا يمكن أن تعزز المسؤولية الفردية عن الجرائم الخطيرة فحسب، بل يمكن أن تعزز أيضا السلام والحقيقة والمصالحة وحقوق الضحايا;	1
على الرغم من التقدم الملحوظ، لا تزال البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات هائلة أمام القادة المنتخبين المكلفين بتطبيع الأوضاع في بلادنا.	0
وبالتالي، في حالة عدم اعتراض أي دولة أو تقديمها لطلب الشطب أو عندما تكون المعلومات المقدمة غير كافية أو متضاربة، يمكن إحالة المسألة إلى المكتب.	1
ولدى إندوهادي "ممثل خاص" يتولى عمليات مزارع المخدرات نيابة عنه ويستخدم الميليشيا التابعة له لحراسة مزارع المخدرات الخاصة به.	0
وهي تعرب عن تعاطفها العميق وتعازيها لضحايا هذا العمل الإرهابي الشنيع ولأسرهم ولشعب وحكومة باكستان.	0
71. ينبغي دعوة الدول الأعضاء، في جهودها الرامية إلى تعقب الأسلحة، إلى أن تستخدم، حسب الاقتضاء، نظام الإنتربول العالمي للاتصالات الشرطية "I-24/7" ونظام الإنتربول الإلكتروني لتعقب الأسلحة.	1
▪ استخدام تجويع المدنيين كأسلوب من أساليب الحرب من خلال حرمانهم من الأشياء التي لا غنى عنها لبقائهم على قيد الحياة، بما في ذلك تعمد عرقلة إمدادات الإغاثة على النحو المنصوص عليه في القانون الإنساني الدولي الساري.	0
21. قدم الرئيس، بالاشتراك مع رئيسي لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب ولجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004)، إحاطتين مشتركتين إلى المجلس في عام 2013.	1
وتتناول اللجان التنفيذية على أساس مخصص تلك القضايا التي تتعلق بوضع المرأة في مختلف المناطق المنكوبة بالنزاعات، بما في ذلك العنف القائم على نوع الجنس والاستغلال الجنسي والاعتداء الجنسي.	0
الدعوة إلى الامتثال الصارم من جانب أطراف النزاع المسلح للقانون الإنساني الدولي الساري، بما في ذلك:	1
وحتى لو كان المدنيون الذين تعرضوا للهجوم يمتلكون أسلحة، فإن ذلك لن يكون بالضرورة مؤشراً على أنهم متمردون، وبالتالي أهدافاً مشروعة للهجوم، أو أنهم شاركوا بشكل آخر في الأعمال العدائية.	0
قالوا "لماذا تمكثون هنا أيها العبيد".	0
[و] التشديد على أهمية نزع سلاح الجماعات المسلحة [الوطنية] والأجنبية وتسريحها وإعادة توطينها أو إعادتها إلى أوطانها، حسب الاقتضاء، وإعادة إدماجها بشكل دائم من أجل تحقيق الاستقرار الطويل الأجل في [البلد المتضرر]، وعلى أهمية المساهمة التي يقدمها الشركاء الدوليون في هذا المجال.	1
598. وفي ضوء التعليقات الواردة أعﻻه وعلى أساس مجموعة القوانين المذكورة أعﻻه المتعلقة بحقوق اﻹنسان، هناك ما يبرر اﻻفتراض بأنه في الوقت الحاضر، كلما ارتكب انتهاك جسيم لحقوق اﻹنسان يرقى أيضا إلى مستوى الجريمة الدولية، فإن القانون الدولي العرفي ﻻ ينص فقط على المسؤولية الجنائية لﻷفراد الذين ارتكبوا ذلك اﻻنتهاك بل يفرض أيضا التزاما على الدول التي يكون مرتكبو اﻻنتهاك من رعاياها، أو التي تصرفوا فيها كأجهزة بحكم القانون أو بحكم الواقع، بجبر الضرر )بما في ذلك التعويض( عن الضرر الذي وقع.	1
لم تقم حكومة جمهورية أوغندا أو قواتها المسلحة في أي وقت من الأوقات بأي محاولة علنية أو سرية لدخول أراضي جمهورية الكونغو الديمقراطية لمهاجمة إرهابيي جيش الرب للمقاومة.	0
وإذ يدين جميع الهجمات ضد أفراد حفظ السلام التابعين للأمم المتحدة والعاملين في المجال الإنساني، بغض النظر عن مرتكبيها، وإذ يؤكد على ضرورة تقديم المسؤولين عن هذه الهجمات إلى العدالة.	0
(ب) الأسلحة التقليدية 113. يرى الفريق أيضا، استنادا إلى تحليله الشامل، أن المجلس قد يرغب أيضا في أن يطلب إلى جميع الدول، ولا سيما الدول المصدرة للأسلحة، أن تتحلى بأعلى درجة من المسؤولية في صفقات الأسلحة الصغيرة والأسلحة الخفيفة في 2 - إقليم الحظر	1
(ط) القتل على يد القوات الحكومية و/أو الميليشيات	0
12. ستعزز المديرية التنفيذية مشاركتها مع المنظمات الدولية والإقليمية ودون الإقليمية في جميع أنحاء العالم من أجل مساعدتها في إعداد و/أو تنفيذ خطط العمل ذات الصلة بمكافحة الإرهاب وإشراكها بشكل مباشر أكثر في تلبية احتياجات الدول في مجال بناء القدرات، على النحو الذي حددته اللجنة من خلال تقييمات التنفيذ الأولية والزيارات القطرية.	1
اجتمع مجلس الأمن على المستوى الوزاري في 22 سبتمبر/أيلول للنظر في الجوانب المدنية لإدارة النزاع وبناء السلام.	1
