en_ar_DEEPL	VerConf
تحديد هوية المرتكبين المحتملين للجرائم الدولية عام	0
I. شواغل الحماية العامة المتعلقة بالسكان المتضررين من النزاع	1
وتُستخدم على نطاق واسع في النزاعات بين الدول، وهي الأسلحة المفضلة في الحروب الأهلية والإرهاب والجريمة المنظمة وحرب العصابات.	0
إن القلق إزاء تنفيذ البيان المشترك الصادر في 2 نيسان/أبريل 2009، الذي ألمح إليه التقرير، هو أمر جدير بالملاحظة.	1
"ويرى مجلس الأمن أن الملاذات الآمنة للإرهابيين لا تزال تشكل مصدر قلق كبير، ويؤكد من جديد ضرورة أن تعزز الدول التعاون من أجل العثور على أي شخص يدعم أو يسهل أو يشارك أو يحاول المشاركة في تمويل أعمال إرهابية أو التخطيط أو الإعداد لها أو ارتكابها أو توفير ملاذ آمن لها، أو يسهلها أو يشارك أو يحاول المشاركة فيها أو يحاول المشاركة فيها، وتقديمه إلى العدالة على أساس مبدأ التسليم أو المحاكمة.	1
وبالتالي، فهي تهتم إلى حد كبير بجوانب السياقات الاجتماعية التي قد تفضي إلى انتشار الإرهاب.	1
يطالب كذلك بأن توقف أطراف النزاع على الفور جميع الانتهاكات والتجاوزات المرتكبة ضد الأطفال، ويطلب إلى الأمين العام أن يكفل (أ) مواصلة رصد حالة الأطفال والإبلاغ عنها، بما في ذلك في إطار التقارير المشار إليها في [الفقرة ذات الصلة] أعلاه، بما في ذلك من خلال تعزيز التعاون مع الجهات الفاعلة في مجال حماية الطفل، و (ب) مواصلة الحوار مع أطراف النزاع من أجل وضع وتنفيذ خطط عمل محددة زمنيا لوضع حد لتجنيد الأطفال واستخدامهم وغير ذلك من انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان المرتكبة ضد الأطفال;	1
وفي هذا السياق، أشير أيضاً إلى أن الرئيس عباس قد أشار إلى طلب السلطة الفلسطينية إنشاء بعثة دبلوماسية فلسطينية في بيروت، الأمر الذي من شأنه أن يساهم في إضفاء الطابع الرسمي على العلاقات بين الشعبين اللبناني والفلسطيني.	0
كما أتذكر جيدًا كيف كان الحديث مع الإسرائيليين عن حدود 1967 غير مرغوب فيه، وكان من غير المتصور تقريبًا لفترة طويلة اقتراح إخلاء المستوطنات الإسرائيلية.	1
خلال هجوم الجنجويد على قرية منقراسا في غرب دارفور في نوفمبر 2003، تم اختطاف 20 فتاة واقتادتهن إلى معسكر عمار.	0
وإنني أدين بأشد العبارات الاستهداف المستهجن للأشخاص الذين يدعمون الشعب الصومالي في جهوده لمكافحة الجريمة المنظمة التي تعيق تنمية بلدهم.	1
وفي القرار 2122 (2013)، يعرب المجلس عن قلقه إزاء تفاقم ضعف المرأة في حالات النزاع المسلح وحالات ما بعد النزاع، ولا سيما فيما يتعلق بالتشريد القسري، نتيجة عدم المساواة في حقوق المواطنة والتطبيق المتحيز ضد المرأة لقوانين اللجوء، والعقبات التي تعترض تسجيل وثائق الهوية والحصول عليها والتي تحدث في العديد من الحالات.	1
حظر الرق وتجارة الرقيق بجميع أشكالها والسخرة غير المدفوعة الأجر أو التعسفية.	1
وقد صُنفت جميع المعدات وفقا للوائح التي وضعتها الجمعية العامة وأتيحت قائمة بالمعدات الفائضة لبعثات حفظ السلام الأخرى.	0
وأوصى الاجتماع أيضاً بتسريع عملية تجميع المقاتلين، والبدء في نزع سلاح الميليشيات وتفكيكها على وجه السرعة، وأن تضمن الحكومة التمويل المناسب لعمليات التجميع وإعادة إدماج المقاتلين السابقين.	0
وفقًا لمصادر رسمية أسترالية، يشمل التدريب تقنيات صنع القنابل والتفجيرات الانتحارية.	0
وفي هذا الصدد، ستواصل المديرية التنفيذية مطابقة الاحتياجات ذات الأولوية المحددة مع برامج الجهات المانحة الحالية والمحتملة ومقدمي الخدمات من أجل تعزيز قدرة الدول الأعضاء على مكافحة الإرهاب وتعزيز الحوار بين مجتمع المانحين والدول المتلقية.	0
وشكّل هذا الحدث أساساً لوضع برنامج إقليمي يركز على الجزائر وبوركينا فاسو ومالي وموريتانيا والنيجر ونيجيريا وموريتانيا، بهدف بناء قدرات الدول الأعضاء على تصميم وتخطيط وتطوير وتنفيذ برامج إعادة تأهيل وإعادة إدماج المتطرفين العنيفين في السجون.	0
ويحذر الأمين العام بطريقة لا لبس فيها من أنه لم يتم الوفاء بأي من المعايير الثمانية حتى الآن بشكل كامل.	1
وقد وصل الضابط المسؤول عن مسرح الجريمة، العميد ناجي ملاعب من قوى الأمن الداخلي، إلى مسرح الجريمة في الساعة 1305 من يوم 14 شباط/فبراير 2005. وقد أصدر تقريراً مؤرخاً في 3 آذار/مارس 2005 عن معاينة السلطات اللبنانية لمسرح الجريمة [المديرية العامة لقوى الأمن الداخلي، وحدة شرطة بيروت، المرجع. رقم 95] يفيد بما يلي:	0
وإنني أحث الجانب الأبخازي بشكل خاص على الوفاء بالتزاماته السابقة والسماح بفتح مكتب فرعي لحقوق الإنسان في غالي، والسماح بتعليم الشباب المحلي بلغتهم الجورجية الأم، وقبول نشر ضباط شرطة بعثة مراقبي الأمم المتحدة في مقاطعة غالي.	0
بعد ثلاثة أيام، اشترى الجليلي 25 بندقية هجومية من طراز AK-47، ومدفعين مضادين للطائرات، و6 رشاشات من طراز PKM، و4 قاذفات RPG-2 وذخيرة.	0
وغالباً ما تكون شحنات الأسلحة الصغيرة المتجهة إلى مناطق النزاع من الخارج عبارة عن شحنات صغيرة الحجم، أي تدفق مستمر للأسلحة عبر الحدود التي يسهل اختراقها.	0
78. توجد لدى سبع دول هياكل مؤسسية لتنفيذ استراتيجيات مكافحة الإرهاب.	0
في مارس 2005، كان هناك تفريغ سري لسفن مسجلة في اليونان وبنما دون التصريح للجمارك والشرطة.	0
ولتمويه هذه الحقائق، يرتدون أحيانًا زيًا عسكريًا من أجل نقل تصور خاطئ بأن الجيش الرسمي هو المسؤول عن ارتكاب هذا العنف.	1
يجب بذل المزيد من الجهود من قبل حكومة هايتي والمنظمات الإنسانية الدولية في الأنشطة الوقائية، مثل توفير الصرف الصحي والمياه النظيفة.	1
ومن أجل مواصلة هذه المكافحة، من الضروري أن يسهم المجتمع الدولي بشكل أكثر جدية ويولي اهتماماً أكبر لهذا الجانب المهم في مكافحة الإرهاب.	1
في حالات النزاع المسلح، وبموجب القانون الدولي الإنساني، تقع المسؤولية الرئيسية عن حماية المدنيين وتلبية احتياجاتهم على عاتق الطرف الذي يجدون أنفسهم تحت سيطرته.	0
بحلول ديسمبر/كانون الأول، سيتم استبدال مكتب معالجة الاستغلال والاعتداء الجنسيين بوحدة السلوك والانضباط التي تتعامل مع الاستغلال والاعتداء الجنسيين وأشكال سوء السلوك الأخرى.	0
واستشهدت إحدى الدول بمثال الأفراد الذين مُنعوا من الدخول على مدى العقد الماضي بسبب الاشتباه في تورطهم في نشاط إرهابي دولي.	1
38. دعا مجلس الأمن في قراره 1559 (2004) إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها.	1
ومع تنامي هذا التهديد، يجب أن تتطور استجابة المجتمع الدولي وتواكب هذا التهديد.	1
وفيما يتعلق بالأبعاد العسكرية لإصلاح قطاع الأمن، أوضحت الحكومة أنها ترغب في الاعتماد إلى حد كبير على المساعدات الثنائية لبناء قدرات الجيش.	1
في نوفمبر/تشرين الثاني، بدأت وحدة دمج المعلومات من جميع المصادر أعمال البناء لإنشاء وحدة داخل معسكر تمبكتو الجديد.	0
التدابير الأولية 39. يتطلب حل جريمة بهذا الحجم قدرة إدارية قوية، وأدوارا واضحة، وتنسيقا وتنسيقا وإمكانية الحصول على ما يكفي من الكفاءة والقوى العاملة والمعدات ووسائل المساعدة.	0
(ز) الالتزام باتخاذ الاحتياطات اللازمة للتقليل من الخسائر والأضرار العرضية الناجمة عن الهجمات، بحيث يجب على كل طرف أن يبذل كل ما في وسعه لضمان أن تكون الأهداف أهدافاً عسكرية واختيار وسائل أو أساليب القتال التي من شأنها أن تقلل من الخسائر في صفوف المدنيين;	0
العمل مع المنظمات النسائية والحكومات الوطنية لدعم عمليات الإصلاح الدستوري والانتخابي والتشريعي في مرحلة ما بعد النزاع؛ وبناء القدرات المؤسسية للأجهزة الوطنية للمرأة في مناطق ما بعد النزاع.	0
وقد أرست بالفعل سوابق مهمة من خلال طلب إنشاء آليات لتقصي الحقائق للتحقيق في الانتهاكات المزعومة، وتقديم تعويضات للضحايا وتعزيز المسؤولية الجنائية الفردية.	0
وتشكل العواقب الإنسانية لاستمرار العنف في العراق مصدر قلق كبير لوفدي.	1
"ويؤكد مجلس الأمن من جديد أهمية عمل اللجان المنشأة عملا بالقرارات 1267 (1999) و 1373 (2001) و 1540 (2004) ويواصل دعمه وتوجيهه للجان.	0
إننا نشعر بقلق عميق إزاء استمرار العنف في الشرق الأوسط من قبل طرف ضد الطرف الآخر، على الرغم من تعبير المجتمع الدولي ومجلس الأمن عن استيائهما الواضح من هذه الحالة.	1
29. قام المكتب، بالاشتراك مع جامعة سيشيل وخبراء من المركز، بتصميم منهج دراسي للشرطة وخفر السواحل وغيرهم من موظفي إنفاذ القانون المعنيين بالتحقيق في القرصنة والجريمة البحرية.	0
ويؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين، على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [للدولة المتضررة] لدعم العودة الطوعية للاجئين بأمان وكرامة، ويحث تلك الدول المضيفة على مواصلة توفير الحماية الدولية للاجئين [أولئك] الذين يحتاجون إليها.	0
كما يشدد على أن من واجب رواندا استخدام نفوذها القوي لضمان عدم اتخاذ التجمع الكونغولي من أجل الديمقراطية - غوما أي إجراء من هذا القبيل.	1
سيكون كلا هذين النهجين ضروريين لمواجهة تحدي الإرهاب.	0
وينبغي كحد أدنى التخفيف من معاناتهم بإلزام الدولة السودانية بجبر ضررهم.	0
تم الإبلاغ عن المزيد من حالات اختطاف النساء في المنطقة المحيطة بالجنينة في غرب دارفور.	0
لا تزال أوغندا تشعر بالقلق إزاء الوضع الإنساني في دارفور.	1
وفي الوقت نفسه، اعتبر الأمين العام المساعد أن البيانات التحريضية الصادرة عن الجماعات المسلحة التي تهدد بتعطيل التصويت في مناطق شرق أوكرانيا وإجراء انتخابات خاصة بها في 2 تشرين الثاني/نوفمبر، في انتهاك للدستور والقانون الوطني، يجب أن تكون موضع إدانة من الجميع.	1
ومن دواعي قلقي الأكبر أن أبلغكم اليوم مرة أخرى أنه على الرغم من الجهود الكبيرة التي تبذلها اليوناميد، فإن الوضع الأمني في دارفور لم يتحسن كثيراً.	1
38. ويشكل انتشار الأسلحة خارج سلطة الدولة، إلى جانب استمرار وجود ميليشيات مدججة بالسلاح، مصدر قلق كبير بالنسبة لي على استقرار لبنان.	1
وذكر لاحقًا أن اللواء آصف شوكت كان قد أجبر السيد أبو عدس على تسجيل الشريط في دمشق قبل 15 يومًا تقريبًا من الاغتيال.	0
الدعوة إلى امتثال أطراف النزاع المسلح للقانون الإنساني الدولي الساري واحترام الوضع المدني للصحفيين والإعلاميين والموظفين المرتبطين بهم وكذلك معداتهم ومنشآتهم.	0
وفي غرب أفريقيا، اضطلع مكتب الأمم المتحدة لغرب أفريقيا بدور بارز في دعم الجهود الرامية إلى تنفيذ خطة العمل الإقليمية للجماعة الاقتصادية لدول غرب أفريقيا للتصدي للمشكلة المتنامية للاتجار غير المشروع بالمخدرات والجريمة المنظمة وإساءة استعمال المخدرات في غرب أفريقيا.	1
عبد الرحمن محمد ظافر الدبيدي الجهاني مرتبط بتنظيم القاعدة أو أي خلية أو جماعة تابعة له أو منشقة عنه أو متفرعة عنه "للمشاركة في تمويل أعمال أو أنشطة من قبل جبهة النصرة لأهل الشام أو التخطيط لها أو تيسير القيام بها أو الإعداد لها أو الإعداد لها أو ارتكابها أو ارتكابها أو المشاركة فيها أو باسمها أو نيابة عنها أو دعما لها" و "التجنيد لصالحها" (QE.A.137.14).	1
16. وفي 24 آذار/مارس، وافق مجلس الوزراء على السياسة الوطنية للاتصالات الاجتماعية التي تحدد موقف الحكومة من تطوير وسائط الإعلام.	0
ومع ذلك، فإن طبيعة معظم الجرائم الدولية في حد ذاتها تعني ضمناً، كقاعدة عامة، أنها تُرتكب من قبل مسؤولي الدولة أو بتواطؤ منهم؛ ولذلك من الأفضل في كثير من الأحيان ترك مقاضاة مرتكبيها لآليات أخرى.	1
"ويشدد مجلس الأمن على أن أي محاولة لزعزعة الاستقرار في تشاد بالقوة أمر غير مقبول.	1
لقد أدنت الهجوم الإرهابي على السفارة الهندية في كابول.	1
يحث الأطراف الموقعة على [اتفاق السلام] على العمل من أجل التوصل إلى حل مستدام لعودة النازحين الطوعية وإعادة توطينهم وإعادة إدماجهم وتأمينهم، بما في ذلك معالجة مسائل حيازة الأراضي، بدعم من منظومة الأمم المتحدة، والوفاء في هذا الصدد بالتزاماتها وفقا لـ ... الاتفاق السياسي والتزاماتها بموجب القانون الدولي.	0
يؤكد عزمه على أن يأخذ في الاعتبار، عند إنشاء وتجديد نظم الجزاءات الخاصة بالدول، مدى ملاءمة اتخاذ تدابير محددة الهدف ومتدرجة ضد الأطراف في حالات النزاع المسلح التي ترتكب الاغتصاب وغيره من أشكال العنف الجنسي ضد النساء والفتيات في حالات النزاع المسلح.	0
فقد تم تدمير مضخات المياه والآبار، وتحطمت أدوات تجهيز الأغذية، وتم حرق وقطع الأشجار والمحاصيل سواء في القرى أو في الوديان التي تعتبر مصدراً رئيسياً للمياه لسكان الريف.	0
وإذ يؤيد العمل الذي سبق أن اضطلعت به اللجنة المنشأة عملا بالقرار 1540 (2004)، المشار إليها فيما بعد بلجنة القرار 1540، وفقا لبرنامج عملها الخامس,	0
وتنفذ التدابير المتعلقة بمراقبة الحدود والأمن الداخلي وإنفاذ القانون تنفيذا كاملا في معظم الدول، رغم أن عددا قليلا منها لم يبلغ عن معلومات كافية تسمح بإجراء تقييم في بعض الفئات الفرعية. 139. التوصيات ذات الأولوية هي: (أ) التشجيع على اتخاذ خطوات لتحسين القدرة على تجميد الأموال والأصول المرتبطة بالإرهاب دون إبطاء في معظم الدول، وحماية قطاعها غير الربحي من إساءة استخدام تمويل الإرهاب;	0
"ويكرر مجلس الأمن التأكيد على أنه لا يوجد حل عسكري للصراع في أفغانستان، وأن التسوية السياسية التفاوضية التي تهدف إلى إقامة حكومة عريضة القاعدة ومتعددة الأعراق وتمثيلية بالكامل ومقبولة لدى جميع الأفغان هي وحدها التي يمكن أن تؤدي إلى السلام والمصالحة.	0
إن رفض أذربيجان الدخول في مفاوضات مباشرة مع الممثلين المنتخبين لناغورني كاراباخ هو أحد العوائق الرئيسية أمام حل النزاع الذي أشار إليه ممثل أذربيجان.	1
وقالوا أنه بعد القتال كان هناك العديد من الجثث، لجنود الحكومة والحركة الوطنية لكوت ديفوار الذين تم دفنهم في قبر مشترك.	0
نحن قلقون للغاية من أنه ما لم تتوفر الإرادة القوية لدى جميع الأطراف للحد من الإرهاب والعنف، فإن عملية السلام لن تنجح.	1
يجب وقف الخطوات التي يمكن أن تقوض الثقة أو تضر بنتائج المفاوضات وعكس مسارها.	1
ويجري اتخاذ مثل هذه الإجراءات على الرغم من الموقف السلبي الواضح الذي اتخذه الممثل الخاص للأمين العام للأمم المتحدة وتحدياً للأمم المتحدة ومجلس الأمن.	1
يجب الآن إعطاء أولوية قصوى لتحدي إنشاء إدارات محلية وإقليمية في المناطق المستعادة من حركة الشباب.	1
إصلاح قطاع الأمن يكرر التأكيد على أهمية القيام، في إطار شامل، بزيادة الأداء الوظيفي والمهنية والمساءلة في قطاع الأمن [في البلد المتضرر] من خلال إجراءات التدقيق المناسبة والتدريب والتوجيه والتجهيز وجهود التمكين لكل من النساء والرجال، من أجل تسريع التقدم نحو تحقيق هدف تحقيق الاكتفاء الذاتي والتوازن العرقي لقوات الأمن [في البلد المتضرر] التي توفر الأمن وتضمن سيادة القانون في جميع أنحاء البلاد.	0
وفي حين أكد مجلس الأمن أن العقوبات المالية تنطبق أيضًا على توفير خدمات استضافة الإنترنت والخدمات ذات الصلة، فإن الإرهابيين والجماعات الإرهابية قادرون على الاستفادة من خدمات الإنترنت على نطاق واسع.	0
وقد يسرت المديرية التنفيذية للجنة مكافحة الإرهاب عقد حلقات عمل بشأن إدارة مراقبة الحدود في عدد من المناطق وتعتزم مواصلة هذه الممارسة في المستقبل. 269. ينبغي للدول الأعضاء: (أ) تنفيذ إجراءات أكثر فعالية للوقاية والتفتيش والكشف، بالاعتماد على تقييمات المخاطر، وتبادل المعلومات الاستخباراتية وتحليلها، والتعاون الدولي عند المعابر الحدودية الرسمية وعلى طول الحدود المفتوحة أو التي يسهل اختراقها;	0
29. وفي غضون ذلك، فإن الجهود التي يبذلها عنصر الشرطة التابع لعملية الأمم المتحدة في كوت ديفوار لإسداء المشورة إلى حكومة المصالحة الوطنية بشأن إعادة هيكلة قوات الدفاع والأمن الإيفوارية والمساعدة في استعادة وجود الشرطة المدنية في جميع أنحاء البلد قد أعاقها الموقف غير المتعاون للسلطات المحلية، وعدم وجود خطة إصلاح شاملة لقوات الدفاع والأمن الإيفوارية، وعدم وجود اتفاق بين الأطراف الإيفوارية بشأن نشر ضباط الشرطة والدرك الإيفواريين في الشمال.	1
68. كان مقتل خبيرين من خبراء المكتب في 7 نيسان/أبريل 2014، أثناء قيامهما بمهمة لمكافحة القرصنة في الصومال، تذكيرا واقعيًا بالمخاطر التي يواجهها موظفو الأمم المتحدة في عملهم لتحسين حياة الآخرين.	0
وإذ يؤكد من جديد ضرورة التصدي بكل الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، للأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية، مشددا في هذا الصدد على الدور الهام الذي تضطلع به الأمم المتحدة في قيادة هذا الجهد وتنسيقه,	0
وتوصي اللجنة بقوة بأن تنشئ الدول الأعضاء مثل هذه الهيئات الوطنية لتنسيق ومناقشة قضايا مكافحة الإرهاب. ثالثا. عدم الإبلاغ	0
وتهدف هذه التوصيات، التي تم التشاور بشأنها مع الأطراف والبلدان المساهمة بقوات، إلى تعزيز قدرة العنصر العسكري على مراقبة وقف إطلاق النار والاتفاقات العسكرية في حدود الموارد المتاحة.	0
قامت حكومة مالي على الفور بوضع العيادة تحت الحجر الصحي، وساعدت وحدات الشرطة المشكلة التابعة لبعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي السلطات المالية في توفير الأمن حول العيادة.	0
"ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء أنشطة المنظمات الإرهابية في منطقة الساحل، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، ويكرر إدانته الشديدة للهجمات الإرهابية التي ارتكبت مؤخرا في المنطقة.	1
والواقع أن الصندوق الاستئماني قد أنشئ بموجب نظام روما الأساسي كتجسيد لالتزام الدول الأطراف بوظيفة النظام المتمثلة في العدالة الإصلاحية، ودعم تلك الأنشطة التي تعالج الضرر الناجم عن الجرائم التي تدخل في اختصاص المحكمة.	0
ستستفيد هذه التوصيات من الدروس المستفادة من المشاركات السابقة في هايتي، بما في ذلك الحاجة إلى اتباع نهج متوازن لتعزيز مؤسسات الشرطة والقضاء والإصلاحيات بالتوازي.	0
وقد أشار ثيو فان بوفن، المقرر الخاص السابق للجنة الفرعية لمنع التمييز وحماية الأقليات، في مذكرة له، إلى أن هذا الحكم أكثر تفصيلاً وتحديداً بشأن حق الضحايا في الحصول على تعويضات من أي معاهدة دولية سابقة لحقوق الإنسان.	0
وحتى تاريخ نهاية هذا التقرير، كان قد تم بالفعل تدمير ما مجموعه 37% من النفايات السائلة DF، التي تم تسليمها بواسطة السفينة MV Cape Ray في 30 و31 أغسطس 2014.	0
يأخذ التمييز بين الجنسين أيضًا شكل استهداف النساء لدفع الرشاوى أو الغرامات.	0
53. يجري تنفيذ خطط متكاملة لدعم الانسحاب المقرر للعنصرين العسكري والمدني للبعثة في الفترة من 15 تشرين الأول/أكتوبر إلى 31 كانون الأول/ديسمبر 2010.	0
وقد جاء ذلك نتيجة للأولوية التي منحتها المفوضية الأوروبية للبوسنة والهرسك للمضي قدمًا في الإصلاح الهيكلي للشرطة، وذلك بعد فشل البوسنة والهرسك في التوصل إلى اتفاق بشأن الانضمام إلى الاتحاد الأوروبي.	1
إن وجود قوة الحراسة أمر بالغ الأهمية للحفاظ على جو من الأمن من أجل منع رشوة الشهود وتمكينهم من الوصول إلى مرافق المحكمة دون خوف.	0
وحجج الجانب الأرميني مثيرة للدهشة بشكل خاص لأنها قدمت في مجلس الأمن الذي اعتمد في عام 1993 سلسلة من أربعة قرارات تدين استخدام القوة ضد أذربيجان واحتلال أراضيها وتطالب بانسحاب قوات الاحتلال الأرمينية الفوري والكامل وغير المشروط من جميع الأراضي المحتلة في أذربيجان (القرارات 822 (1993) و 853 (1993) و 874 (1993) و 884 (1993)).	1
نتحدى أي شخص أن يقول أن هناك الآن اندلاع أعمال عنف أو معركة واحدة تحدث في أي مكان في السودان.	1
ولكننا قلقون من أن يتسبب العنف في ابتعاد جزء من السكان عن مواقع الاقتراع في الجنوب وأماكن أخرى.	1
وبالتالي، تواجه دول آسيا الوسطى تهديدًا إرهابيًا عابرًا للحدود الوطنية يتطلب استجابات إقليمية متضافرة ومنسقة.	0
يجب ألا يُسمح للإرهابيين والمتواطئين معهم باستغلال الثغرات في القانون الحالي وبالتالي الإفلات من المسؤولية عن أفعالهم.	1
وعلى الرغم من أن المبالغ الكبيرة، وإن لم تكن حاسمة لنجاح الهجوم، إلا أنه من غير المرجح أن تكون متاحة الآن.	0
وإذ يؤكد من جديد ضرورة مكافحة الأخطار التي تهدد السلم والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة،	1
- في 27 نوفمبر/تشرين الثاني 2014، قتلت قوات النظام السوري سائق سيارة الإسعاف صلاح عياش (أبو محمد) في زبدين في الغوطة الشرقية بينما كان في طريقه لإسعاف المصابين.	0
إن تحليل التهديد الذي تشكله الجماعات الإرهابية في القارة الأفريقية يثير قلقًا كبيرًا؛ فهو يخلط بين التطرف السياسي والديني والأيديولوجي والجريمة المنظمة، سواء كان ذلك صوابًا أو خطأً.	1
ومع ذلك، فإن الفشل في التدخل الفعال لإعادة الاستقرار إلى ذلك البلد يهدد بالفعل فعالية المجتمع الدولي بالإضافة إلى تكلفته لموارد هائلة.	1
وإذ يلاحظ مع القلق استمرار التهديد الذي يشكله تنظيم القاعدة وأسامة بن لادن وحركة طالبان وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات ومؤسسات وكيانات على السلام والأمن الدوليين، وإذ يؤكد من جديد تصميمه على التصدي لجميع جوانب ذلك التهديد،	1
ومع ذلك، يوصي الفريق بأن يوضح مجلس الأمن للدول الأعضاء أنها ملزمة بموجب نظام الجزاءات بمنع استخدام الإنترنت لتوريد أو بيع أو نقل المشورة الفنية أو المساعدة أو التدريب المتصل بالأنشطة العسكرية إلى الأفراد والكيانات المدرجة أسماؤهم في القائمة من أراضيها أو من قبل رعاياها خارج أراضيها بشكل مباشر أو غير مباشر.	1
"ويؤكد مجلس الأمن أنه لن يتم التسامح مع أي محاولة لعرقلة عملية السلام والعملية الانتقالية في جمهورية الكونغو الديمقراطية، بما في ذلك من خلال دعم الجماعات المسلحة.	1
النظر في فرض حظر على توريد الأسلحة وغيرها من التدابير الرامية إلى منع بيع أو توريد الأسلحة والأعتدة ذات الصلة من جميع الأنواع إلى أطراف النزاع المسلح التي ترتكب انتهاكات للقانون الدولي الساري.	1
وفي هذا الصدد، يشجع مجلس الأمن على مواصلة تعميم مراعاة حماية الطفل في أنشطة الدعوة والسياسات والبرامج وتخطيط البعثات التي تضطلع بها هذه المنظمات والترتيبات، وكذلك تدريب الموظفين وإدماج موظفي حماية الطفل في عملياتها لحفظ السلام وعملياتها الميدانية وإنشاء آليات لحماية الطفل داخل أماناتها، بما في ذلك من خلال تعيين جهات تنسيق لحماية الطفل.	0
إن أولئك الذين يكتسبون أكبر قدر من الخبرة الإرهابية العملياتية اليوم هم أصغر سنًا حتى الآن، ويتألفون في المقام الأول من أفراد في سن المراهقة حتى أوائل الثلاثينيات.	0
كما أعرب عن قلقه العميق إزاء الإجراءات الأحادية الجانب والقيود والاستفزازات في الأماكن المقدسة في القدس.	1
وكما يوضح تقرير الأمين العام (S/2004/634)، فإن معالجة هذه المشكلة تمثل تحديا هائلا.	1
نحن ندين جميع الأعمال والجرائم ذات الدوافع العرقية في كوسوفو.	1
وعلاوة على ذلك، اتفق المشاركون على تكثيف الضغط من أجل نزع سلاح الميليشيات العاملة في شرق جمهورية الكونغو الديمقراطية والتفاوض على معاهدات ثنائية لتسليم المجرمين فيما يتعلق بزعماء الميليشيات المتبقين.	0
وتحقيقا لهذه الغاية، فإن إحدى الأدوات المتاحة للدول الأعضاء هي سجل الأمم المتحدة للأسلحة التقليدية. وهو يتضمن بيانات مقدمة من الدول عن عمليات نقل الأسلحة على الصعيد الدولي فضلا عن معلومات عن المقتنيات العسكرية والمشتريات من الإنتاج الوطني والسياسات ذات الصلة.	0
وفي الوقت نفسه، أدانت ألمانيا والاتحاد الأوروبي في الماضي مرارًا وتكرارًا الفظائع الإرهابية التي أسفرت عن مقتل مئات الإسرائيليين.	1
وأكرر التأكيد على أنه لا يجب أبداً تهديد موظفي الأمم المتحدة أو معاقبتهم بسبب قيامهم بعملهم الذي يستند إلى ميثاق الأمم المتحدة، وفي هذه الحالة، بتكليف من مجلس الأمن.	1
لا يزال إطلاق صواريخ القسام من غزة مستمراً، حتى في هذه اللحظة، موجهاً بشكل متعمد ضد المجتمع المدني، مستهدفاً ومرعباً المدنيين الأبرياء وهم مستلقون في أسرتهم أو جالسون في غرف معيشتهم أو يصطحبون أطفالهم إلى المدرسة.	1
ويطالب البيان الجماعات المسلحة المتمردة بوقف العنف فوراً ويدعو جميع الأطراف إلى العودة إلى الحوار في إطار اتفاق سرت المبرم في 25 تشرين الأول/أكتوبر 2007.	0
سابعاً. بناء القدرات ودعم الملاحقات القضائية المتعلقة بالقرصنة في المنطقة	0
