en_ar_GOOGLE	VerCoop
وأعرب أعضاء المجلس عن قلقهم العميق إزاء التقارير التي تفيد بتجدد القتال والعواقب الإنسانية المترتبة على ذلك.	0
(م) دراسة الطبيعة المتغيرة للتهديد الذي يشكله تنظيم القاعدة وحركة الطالبان وأفضل التدابير لمواجهته وتقديم تقرير إلى اللجنة بشأنه، بما في ذلك عن طريق إقامة حوار مع العلماء والهيئات الأكاديمية ذات الصلة، بالتشاور مع اللجنة؛	1
وعندما بدأت القوات الدولية في اعتقال الأشخاص، عقد عدد قليل من موظفي القطاع القضائي جلسات استماع قبل المحاكمة وجلسات الاحتجاز.	0
حث الأمين العام ومبعوثيه الخاصين على ضمان مشاركة المرأة في المناقشات ذات الصلة بمنع نشوب الصراعات وحلها، وصون السلام والأمن، وبناء السلام بعد انتهاء الصراع، وتشجيع جميع الأطراف في هذه المحادثات لتسهيل المشاركة المتساوية والكاملة للمرأة في جميع مستويات صنع القرار.	1
وكان هناك دعم واسع النطاق للجهود الرامية إلى تحييد التهديد الذي يشكله تحالف القوى الديمقراطية والجماعات المسلحة الأخرى في شرق جمهورية الكونغو الديمقراطية، بما في ذلك القوات الديمقراطية لتحرير رواندا، على النحو المنصوص عليه في القرار 2147 (2014).	1
وإذ يلاحظ مع القلق أن التهديد الإرهابي أصبح أكثر انتشارا، مع تزايد الأعمال الإرهابية في مناطق مختلفة من العالم، بما في ذلك تلك التي تكون بدافع التعصب أو التطرف، ويعرب عن تصميمه على مكافحة هذا التهديد،	0
وفي حالة تعريض الجمهور للخطر (المادة 179 من القانون الجنائي)، يعد التحضير لمثل هذه الأفعال جريمة أيضًا (على سبيل المثال، الحصول على مكونات وتصنيع جهاز متفجر بغرض شن هجوم بموجب الفقرة 1 من المادة 2 من الاتفاقية). )، حتى ولو لم يكن الجاني قد حاول بالفعل ارتكاب الفعل.	0
372. ظهرت على أحد المعتقلين بعض الندوب على ظهره وذراعه نتيجة الضرب.	0
وإذ يؤيد العمل الذي قامت به بالفعل اللجنة المنشأة عملا بالقرار 1540 (2004)، والمشار إليها فيما يلي بلجنة القرار 1540، وفقا لبرنامج عملها الخامس،	1
6 - وفي المرحلة الثانية من عملية التسجيل التي أجريت في الفترة من حزيران/يونيه 2007 إلى كانون الأول/ديسمبر 2007، قامت أفرقة الأمم المتحدة بالتحقق من أعمار وتاريخ تجنيد جميع الأفراد في المعسكرات.	0
 احتياجات النساء والفتيات أثناء العودة إلى الوطن وإعادة التوطين وإعادة التأهيل وإعادة الإدماج وإعادة الإعمار في مرحلة ما بعد الصراع.	0
15 - طوال الفترة المشمولة بالتقرير، ظلت الحالة الأمنية في إيتوري متوترة مع استمرار فلول الميليشيات في ارتكاب انتهاكات لحقوق الإنسان ضد السكان المحليين في المناطق التي لا توجد فيها بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية أو القوات المسلحة لجمهورية الكونغو الديمقراطية.	0
تم اعتماد بيانات رئاسية بشأن الأطفال والصراع المسلح (S/PRST/2002/12)، وتيمور الشرقية (S/PRST/2002/13)، والانتخابات في سيراليون (S/PRST/2002/14)، وقبول النازحين الجدد. الأعضاء (S/PRST/2002/15)، وكوسوفو (S/PRST/2002/16)، وجمهورية الكونغو الديمقراطية (S/PRST/2002/17)، وقوة الأمم المتحدة لمراقبة فض الاشتباك (S/PRST/2002/18).	0
ويشدد المجلس على ضرورة تنفيذ جميع الأعمال العسكرية ضد جيش الرب للمقاومة مع الامتثال للقانون الدولي الواجب التطبيق، بما في ذلك القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين، والتقليل إلى أدنى حد من خطر إلحاق الأذى بالمدنيين في تلك المناطق.	1
وأضاف أنه يشعر بالتشجيع إزاء التصميم المتجدد لبلدان المنطقة دون الإقليمية على العمل معا للتصدي لهذه التهديدات.	1
6 - يؤكد كذلك أن الشروط الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع الفدية للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة؛	0
كما تم إحراز تقدم في تبادل المعلومات المتعلقة بهؤلاء الأفراد - وخاصة من خلال المنظمة الدولية للشرطة الجنائية (الإنتربول) - وكذلك في التعاون في مجال أمن الحدود.	0
وتتطلع البعثات الثلاث أيضًا إلى زيادة توسيع التعاون في استئجار طائرات ركاب ذات سعة عالية لتناوب القوات؛ وإنشاء مكتب مشتريات إقليمي مشترك الموظفين؛ وتعزيز مرفق بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية في عنتيبي، أوغندا، الذي يخدم بالفعل بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية وعملية الأمم المتحدة في بوروندي وبعثة الأمم المتحدة في السودان، لتوفير أماكن إقامة مؤقتة للقوات ونقطة دخول رئيسية للشحنات لجميع البعثات الثلاث، من بين مهام أخرى.	1
التدابير الأولية 39 - يتطلب حل جريمة بهذا الحجم قدرة إدارية قوية وأدوارا واضحة وتنسيقا وإمكانية الوصول إلى ما يكفي من الكفاءات والقوى العاملة والمعدات ووسائل المساعدة.	1
ولا ينبغي لنا أن نقلل من التهديد الذي تشكله الأنشطة المزعزعة للاستقرار التي تمارسها حركة طالبان وتنظيم القاعدة في أفغانستان.	0
183- وتترأس المحاكمات الجنائية المتعلقة بالجرائم التي يعاقب عليها بالسجن لأكثر من خمس سنوات هيئة من القضاة.	1
وبينما يحتفظ القادة في أفغانستان بجاذبيتهم الشخصية ومصداقيتهم التاريخية باعتبارهم مؤسسي تنظيم القاعدة، وهم أفضل في التظاهر بوجود مبرر ديني للإرهاب، فإن تنظيم القاعدة في العراق، سواء كان يترأسه أبو مصعب الزرقاوي أو تنظيم القاعدة يتمتع خليفة، بسيلته من الهجمات التي تتصدر العناوين الرئيسية، بجاذبية أكبر لأولئك الذين يتوقون إلى العمل.	0
وإذ يؤكد المساهمة المستمرة في استقرار كوت ديفوار، ولا سيما في سياق الانتخابات الرئاسية المقررة، من خلال التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005)، ويؤكد أن هذه التدابير تهدف إلى دعم عملية السلام في كوت ديفوار ديفوار,	0
يوصى بمواءمة وتنسيق مساهمات الأمم المتحدة في خطة تحقيق الاستقرار كجزء من المراجعة المقبلة لإطار عمل الأمم المتحدة للمساعدة الإنمائية.	0
دون إنشاء أي التزام دولي جديد، يكرر هذا الصك غير الملزم التزام الدول بضمان احترام وتنفيذ القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان من خلال التشريعات الوطنية، ويركز على دور الدول في إتاحة سبل الانتصاف الكافية والفعالة والسريعة والمناسبة. ، بما في ذلك التعويضات للضحايا.	0
واتخذ المجلس بالإجماع القرار 2185 (2014)، وهو أول قرار له مخصص لقضايا الشرطة. وتضمن القرار عددا من التدابير العملية لزيادة فعالية عمل الأمم المتحدة في مجال الشرطة.	1
وبالإضافة إلى ذلك، فإن القيود الإريترية تؤثر بشكل كبير على أمن حفظة السلام التابعين للأمم المتحدة وعملياتهم، إلى حد أن استمرار احتلال المواقع الصغيرة في الأماكن المعزولة - التي تشكل 18 موقعا من أصل 40 - أصبح غير مستدام ولم يعد صالحا للعمليات قابل للحياة.	0
يؤكد أهمية الوصول الآمن ودون عوائق للعاملين في مجال تقديم المساعدة الإنسانية إلى المدنيين في الصراعات المسلحة، ويهيب بالأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول والأمين - العام أن يلفت انتباهه إلى المعلومات المتعلقة بالرفض المتعمد للوصول إلى هذه المعلومات انتهاكا للقانون الدولي، حيث يمكن أن يشكل هذا الرفض تهديدا للسلم والأمن الدوليين، ويعرب، في هذا الصدد، عن استعداده للنظر في هذه المعلومات، وعندما اللازمة، لاتخاذ الخطوات المناسبة.	1
على الرغم من التقدم الملحوظ، لا تزال البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات هائلة للقادة المنتخبين المكلفين بتطبيع بلدنا.	0
ويشير مجلس الأمن إلى قراره 2048 (2012)، ويكرر، في هذا الصدد، تأكيد استعداده للنظر في اتخاذ المزيد من التدابير، حسب ما يراه ضروريا، بما في ذلك فرض جزاءات محددة الأهداف ضد الأفراد الذين يقوضون الجهود الرامية إلى استعادة النظام الدستوري.	0
38 - دعا مجلس الأمن في قراره 1559 (2004) إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها.	0
وبعد الانتهاء من البعثة الميدانية، أنشأت المفوضية وجوداً للحماية بعد البعثة في كوناكري لمدة ثلاثة أشهر لتقديم الدعم والمشورة للأشخاص الذين يواجهون تهديدات تهدد سلامتهم ومنع الأعمال الانتقامية ضدهم.	0
3. قام أحد القادة الرئيسيين في حزب الاتحاد المسؤول بشكل عام عن معسكرات التدريب بشراء بنادق هجومية من طراز AK-47 ورشاشات من طراز PKM وقاذفات صواريخ من طراز RPG-7 وقنابل يدوية من طراز F1 وقنابل يدوية وقذائف هاون في سوق أسلحة إرتوغتي بين الساعة 7 و 7 مساءً. في 21 تشرين الثاني/نوفمبر 2004 - قام نفس الشخص بشراء مدفعين رشاشين من طراز PKM، و10 رشاشات متوسطة الحجم من طراز SG-43، و120 مسدسًا من طراز TT-33 Tokarev، و60 خزنة بنادق هجومية من طراز AK-47 في 27 تشرين الثاني/نوفمبر 2004، بالإضافة إلى 16 رشاشًا من طراز PKM وذخائر. لمنصات إطلاق الصواريخ من طراز RPG-7 في 15 كانون الثاني/يناير 2005 (S/2005/153، المرفق الثاني).	0
96 - وأبلغ العميد رواك اللجنة بأنه على علم بعدم وجود قانون محدد يسمح بتسليح &quot;جنود الاحتياط&quot;. وذكر أنه مفوض بذلك من قبل وزير الدفاع بعد أن قدم الاقتراح.	0
يهيب بجميع الأطراف المعنية ضمان أن تشمل جميع عمليات السلام واتفاقات السلام وخطط الإنعاش وإعادة الإعمار في مرحلة ما بعد الصراع تدابير محددة لحماية المدنيين بما في ذلك إعادة إرساء سيادة القانون.	1
&quot;ويسلط مجلس الأمن الضوء على أهمية دور المنظمات والترتيبات الإقليمية ودون الإقليمية والتعاون معها، وفقا للفصل الثامن من ميثاق الأمم المتحدة، فيما يتعلق بمنع نشوب الصراعات وحل الصراعات وحفظ السلام وبناء السلام، بما في ذلك الحفاظ على السلام والأمن الدوليين. النظام الدستوري، وتعزيز حقوق الإنسان، والديمقراطية، وسيادة القانون، ومكافحة الإفلات من العقاب.	1
38 - وبسبب موسم الأمطار، توقفت الأنشطة المتعلقة بالألغام إلى حد كبير حتى أواخر أيلول/سبتمبر، عندما بدأ تنفيذ استراتيجية التوعية بمخاطر الألغام. ويتم تمويل المشروع من قبل الوكالة الأسترالية للتنمية الدولية (AusAID).	0
وإذ يعرب عن تصميمه على تسهيل تنفيذ التزامات مكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،	1
:: تتلقى اللجنة في الاضطلاع بولايتها المساعدة من المديرية التنفيذية للجنة مكافحة الإرهاب، بتوجيه من الاجتماع العام في مجال السياسات.	0
وفيما يتعلق بتعزيز التعاون، اقترح زيادة فعالية شبكة الإنتربول، على سبيل المثال، من خلال الآليات الإقليمية لتبادل المعلومات مع موظفي إنفاذ القانون، فضلا عن تعزيز التوجيه بشأن التنفيذ.	1
ويؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة الطوعية إلى [البلد المتضرر] ويشجع البلدان المجاورة [البلد المتضرر] على حماية جميع الأشخاص الفارين من العنف في [البلد المتضرر]، بما في ذلك [أشخاص من منطقة معينة في المنطقة]. ويحث جميع الدول الأعضاء، على أساس مبادئ تقاسم الأعباء، على دعم هذه البلدان في مساعدة اللاجئين والمجتمعات المتضررة...	1
3 - وقد أشرت في الفقرة 7 من مرفق رسالتي المؤرخة 8 آب/أغسطس 2005 إلى أن الضمانات النقدية الداعمة لخطابات الاعتماد الـ 249 التي انتهت مدتها بحلول 31 كانون الأول/ديسمبر 2004 ستستمر في الاحتفاظ بها في حساب الأمم المتحدة للعراق حتى 30 تشرين الثاني/نوفمبر 2005. السماح بالدفع للبائعين في حالة استلام مستندات التصديق التي تؤكد شحن البضائع خلال فترة صلاحية خطاب الاعتماد. ومع ذلك، خلال المشاورات الأخيرة مع السلطات المختصة، طلبت حكومة العراق تمديد هذا الموعد النهائي لاستلام وثائق التصديق إلى 31 كانون الأول/ديسمبر 2005 وذلك لإتاحة وقت إضافي لتجهيزها.	1
16 - وتواصل الجماعات التابعة لتنظيم القاعدة، حركة طالبان باكستان (TTP) (QE.T.132.11)، وعسكر الطيبة، وحركة المجاهدين (QE.H.8.01) القيام بدور هام في التمرد في أفغانستان. أفغانستان.	0
يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام الكامل للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان...	1
وبالإضافة إلى ذلك، لا تزال المنطقة دون الإقليمية تواجه تحديات تتعلق بإنفاذ القانون وسيادة القانون واحترام حقوق الإنسان.	0
وشددت دولة أخرى على أهمية اتباع نهج مجتمعي، مشيرة إلى أن الأسر والمجتمعات المحلية والمؤسسات المحلية المطلعة هي أكثر وسائل الدفاع فعالية ضد الإيديولوجيات المتطرفة العنيفة.	1
484 - وفي المناقشات التي جرت مع اللجنة بشأن منهجية لجان الاغتصاب، تم التأكيد بشكل كبير على الدعاية الواسعة النطاق لولاية اللجان.	1
وجاء ذلك نتيجة للأولوية التي منحتها المفوضية الأوروبية للبوسنة والهرسك للمضي قدماً في الإصلاح الهيكلي للشرطة، بعد فشل البوسنة والهرسك في التوصل إلى اتفاق بشأن الانضمام إلى الاتحاد الأوروبي.	0
كما تلقت اللجنة أيضاً العديد من الحوادث الإضافية التي شملت هجمات على مدنيين وتحققت منها، استناداً إلى المعلومات والأدلة التي تلقتها أثناء عملها.	0
وتنص المادة 75 من النظام الأساسي على أنه يجوز للمحكمة أن تصدر أمراً مباشراً ضد الشخص المدان تحدد فيه التعويضات المناسبة للضحايا أو فيما يتعلق بهم، بما في ذلك رد الحقوق والتعويض وإعادة التأهيل.	0
5 - يقرر أن تقوم الدول الأعضاء، بما يتفق مع القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي، بمنع وقمع تجنيد أو تنظيم أو نقل أو تجهيز الأفراد الذين يسافرون إلى دولة غير الدول التي يقيمون فيها أو يحملون جنسيتها. لغرض ارتكاب أعمال إرهابية أو التخطيط لها أو الإعداد لها أو المشاركة فيها أو تقديم أو تلقي تدريب إرهابي، وتمويل سفرهم وأنشطتهم؛	1
وإذ تؤكد من جديد أيضا ضرورة مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع الوسائل، وفقا لميثاق الأمم المتحدة، وإذ تؤكد أيضا أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وينبغي لها أن تعتمد مثل هذه التدابير وفقاً للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني،	1
:: قضايا السياسات والتخطيط وفجوة الاستعداد فيما يتعلق بحماية المدنيين؛ التهديدات والتحديات المتعلقة بتنفيذ الولاية على أرض الواقع؛ كيف يمكن دمج تجارب وتحديات البلدان المساهمة بقوات عسكرية وقوات شرطة في تنفيذ حماية المدنيين بشكل أفضل في وضع الاستراتيجيات والتوجيهات المستقبلية؛ كيفية ضمان تدريب جميع قوات حفظ السلام باستخدام نفس المعايير المتعلقة بحماية المدنيين	1
يشجع البلدان المساهمة بقوات عسكرية وقوات شرطة، بالتشاور مع الأمين العام، على النظر في الخطوات التي يمكن اتخاذها لزيادة الوعي واستجابة أفرادها المشاركين في عمليات الأمم المتحدة لحفظ السلام لحماية المدنيين، بما في ذلك النساء والأطفال، ومنع العنف الجنسي ضد المرأة. والفتيات في حالات النزاع وما بعد النزاع، بما في ذلك، حيثما أمكن، نشر نسبة أعلى من قوات حفظ السلام أو الشرطة.	1
ويطلب مجلس الأمن إلى الأمين العام أن يقدم بحلول حزيران/يونيه 2004 تقريره المقبل عن حماية المدنيين في الصراعات المسلحة، متضمنا معلومات عن تنفيذ قرارات مجلس الأمن التي سبق أن اتخذها بشأن هذا الموضوع وأي مسألة أخرى يرغب في لفت انتباهه إليها. للمجلس.	1
وستتألف اللجنة الدولية من فريق من ثلاث شخصيات بارزة تتمتع بالخبرة المناسبة والسمعة الطيبة بالاستقامة والحياد.	0
ونُقل ثمانية عشر شخصاً، أُلقي القبض عليهم في بواكي فيما يتصل بالأحداث، إلى السجن المدني في كورهوغو. وفي حادث آخر وقع في 17 كانون الثاني/يناير، ألقي القبض في أبيدجان على 11 فردا، من بينهم مواطنان فرنسيان، يُزعم أن لهم صلة بالسيد كوليبالي، بتهمة التخطيط لانقلاب. وفي 30 كانون الثاني/يناير، أصدر المدعي العام للمحكمة العسكرية في أبيدجان مذكرة اعتقال دولية ضد السيد كوليبالي المتهم بالتآمر ضد الدولة.	0
وإجمالاً، قام الفريق بجمع معلومات تتعلق بالهجمات على 51 بلدة أو قرية و11 حالة اغتصاب من خلال مقابلات مع 116 شاهد عيان و12 شاهد ظرفي.	0
وإذ يلاحظ مع القلق التهديد المستمر الذي يشكله تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد عزمه على التصدي لجميع جوانب هذا التهديد، وينظر في مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن التوصية المتعلقة بـ: فريق الرصد المنشأة بموجب القرار 1267 في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملاً بالقرار 1267 أن الدول الأعضاء تعامل عناصر طالبان المدرجة في القائمة والأفراد والكيانات المدرجة في القائمة التابعة لتنظيم القاعدة والجماعات المنتسبة إليه بشكل مختلف،	1
وركز الاجتماع، الذي اشتركت في تنظيمه المديرية التنفيذية ومجلس أوروبا، على منع الإرهاب.	1
79 - تمتلك أربع دول أنظمة قانونية فعالة لضمان المساعدة القانونية المتبادلة وتسليم المجرمين، ولكن لا توجد دولة لديها آليات كافية لتبادل المعلومات بسرعة وفعالية مع نظيراتها الدولية.	0
يقرر أن تتخذ جميع الدول التدابير اللازمة لمنع بيع أو توريد الأسلحة والأعتدة ذات الصلة بجميع أنواعها إلى [الدولة المتضررة]، من جانب رعاياها أو من أراضيها أو باستخدام السفن أو الطائرات التي ترفع علمها، بما في ذلك الأسلحة والذخيرة والمركبات والمعدات العسكرية والمعدات شبه العسكرية وقطع الغيار لتلك المذكورة، سواء كان منشؤها أراضيها أم لا.	1
الاحتمالات المختلفة تشمل انتحاري، انفجار لاسلكي باستخدام ترددات مختلفة عن تلك الخاصة بأجهزة التشويش أو باستخدام ترددات أجهزة التشويش، انفجار لاسلكي باستخدام أجهزة التشويش نفسها، انفجار لاسلكي باستخدام هاتف يعمل بالأقمار الصناعية من شركة الثريا، الهاتف الوحيد شركة تعمل على الأراضي اللبنانية بوصلات فضائية، انفجار سلكي باستخدام كابل TNT أو انفجار سلكي باستخدام نوع آخر من الكابلات المثبتة مثل خط الهاتف كسلك توصيل.	0
وتسهم هذه العمليات في تعزيز صورة البعثة وكذلك دعم خطة تنفيذ المهمة التي وضعها مكتب الممثل السامي وبناء قدرات السلطات المحلية ووكالات إنفاذ القانون.	0
وفي كثير من الأحيان، تم تهجير المدنيين قسراً نتيجة للهجوم.	0
وإذ يدين حالات الاختطاف واحتجاز الرهائن بهدف جمع الأموال، أو الحصول على تنازلات سياسية، ويعرب عن ضرورة معالجة هذه القضية،	0
وكان من بينهم صبي يبلغ من العمر 15 عاماً قُبض عليه في نيالا، شمال دارفور، في نوفمبر/تشرين الثاني 2004 عندما كان عائداً إلى منزله من العمل.	0
استهدفت إحدى الغارات الجوية مستشفى كنصفرة، مما أدى إلى تدمير بنيته التحتية وآلاته.	0
12 - وستعزز المديرية التنفيذية تعاونها مع المنظمات الدولية والإقليمية ودون الإقليمية في جميع أنحاء العالم لمساعدتها في إعداد و/أو تنفيذ خطط العمل ذات الصلة لمكافحة الإرهاب وإشراكها بشكل مباشر أكثر في معالجة احتياجات الدول. احتياجات بناء القدرات، على النحو الذي حددته اللجنة من خلال تقييمات التنفيذ الأولية والزيارات القطرية.	1
وسيعتمد ما يحدث مع هؤلاء المقاتلين على ما يتعرضون له أثناء وجودهم في الجمهورية العربية السورية، ولكن الصراعات السابقة التي شارك فيها متطوعين أجانب مع المنتسبين إلى تنظيم القاعدة أثبتت أن لها تأثيرًا دائمًا على صورة التهديد المحلي والدولي.	0
&#39;4` إعداد وتحديث جدول زمني منتظم، وشهري على الأقل، لأحداث التوعية أو الأنشطة المماثلة، يغطي فترات لا تقل عن ستة أشهر في المستقبل، ويتضمن معلومات عن الأنشطة الأخرى التي تقوم بها الدول والمنظمات الدولية والإقليمية ودون الإقليمية ذات الصلة؛ ولجنة مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1267 (1999)، وغيرها من هيئات الأمم المتحدة؛	1
وعلى مدى العام الماضي، ونتيجة للعمليات العسكرية المكثفة ضد الجماعات المسلحة، زادت البعثة دعمها اللوجستي لقوات القوات المسلحة لجمهورية الكونغو الديمقراطية بنسبة 226 في المائة.	0
وقد أدخلت الدولتان الأخريان قوانين مكافحة الإرهاب منذ أكثر من خمس سنوات، لكن لم تبلغا عن أي تحقيقات أو ملاحقات قضائية ذات صلة.	0
64 - وعلى الرغم من التحسن الذي طرأ مؤخرا على الوضع الأمني ونجاح العمليات الأمنية المشتركة الواسعة النطاق، لا يزال يتعين بذل المزيد من الجهود لمواصلة الضغط على الجماعات المسلحة غير الشرعية.	0
يهيب بجميع الأطراف المعنية أن تتقيد بالالتزامات الدولية المنطبقة عليها فيما يتعلق بحماية الأطفال المتأثرين بالصراع المسلح، فضلا عن الالتزامات الملموسة التي قطعتها على نفسها أمام الممثل الخاص للأمين العام المعني بالأطفال والصراع المسلح، واليونيسيف ووكالات الأمم المتحدة الأخرى، والتعاون الكامل مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية... في متابعة وتنفيذ هذه الالتزامات.	1
ونظروا في النُهج الشاملة لمعالجة العوامل المؤدية إلى انتشار التطرف والإرهاب في المنطقة، وأفضل السبل التي يمكن بها لكيانات الأمم المتحدة أن تساعد في التعامل مع هذه الظاهرة وأثرها على السلام والأمن والاستقرار.	1
ومن الناحية العملية، توصلت اللجنتان إلى نتائج فيما يتعلق بحقوق الملكية العقارية بغرض رد الممتلكات وليس منح التعويضات، وذلك تمشيا مع الإرادة السياسية لتفضيل عودة الأشخاص الذين شردوا نتيجة للتمييز العرقي والأعمال العدائية إلى أماكنهم المنشأ على الحلول الدائمة الأخرى.	0
&quot;ويدعو مجلس الأمن المجتمع الدولي إلى توفير الدعم المالي والتقني، حيثما يلزم، فضلا عن التدريب المناسب من أجل تنفيذ القرار 1325 (2000) على الصعيد الوطني، ويدعو منظومة الأمم المتحدة والمجتمع المدني والجهات الفاعلة الأخرى ذات الصلة إلى القيام التعاون وتقديم المساعدة بما يتماشى مع الأولويات الوطنية للدول الأعضاء، ولا سيما تلك المتضررة من النزاعات المسلحة، في التطوير السريع لخطط العمل الوطنية، والعمل بشكل وثيق مع الآليات الوطنية المسؤولة عن تنفيذ القرار، بما في ذلك، حيثما يكون ذلك مناسبا، من خلال أفرقة الأمم المتحدة القطرية.	1
4 - يهيب بالدول أن تتحرك بقوة وحسم من أجل وقف تدفقات الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المرتبطة بتنظيم القاعدة وأسامة بن لادن و/أو طالبان، مع الأخذ في الاعتبار، حسب الاقتضاء، والقوانين والمعايير الدولية لمكافحة تمويل الإرهاب، بما في ذلك تلك المصممة لمنع إساءة استخدام المنظمات غير الربحية وأنظمة التحويلات غير الرسمية/البديلة؛	1
في جلسة مجلس الأمن 5764، المعقودة في 22 تشرين الأول/أكتوبر 2007، فيما يتصل بنظر المجلس في البند المعنون &quot;التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية&quot;، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:	1
وأشارت إلى مقتل 69 من العاملين في المجال الإنساني منذ بداية النزاع، واستخدام العنف الجنسي كشكل من أشكال التعذيب والإيذاء والإهانة والترهيب وكشكل من أشكال العقاب.	0
&quot;ويحث مجلس الأمن الدول الأعضاء على تحسين التعاون الثنائي والدولي والإقليمي ودون الإقليمي لمنع سفر المقاتلين الإرهابيين الأجانب من أراضيها أو عبرها، بما في ذلك من خلال زيادة تبادل المعلومات بغرض تحديد هوية المقاتلين الإرهابيين الأجانب وفهم أنماطهم بشأن سفر المقاتلين الإرهابيين الأجانب، وتبادل الممارسات في مجال تقييم المخاطر المبنية على الأدلة وفحص الحدود، مع الإشارة إلى ضرورة التصدي للتحديات التي تفرضها طرق السفر المراوغة للمقاتلين الإرهابيين الأجانب.	1
&quot;ويشدد مجلس الأمن على ضرورة معالجة الأسباب الجذرية للنزاع في شرق جمهورية الكونغو الديمقراطية على نحو مستدام، ويكرر تأكيد دعمه لتنفيذ الالتزامات المنصوص عليها في إطار السلام والأمن والتعاون لجمهورية الكونغو الديمقراطية والمنطقة، وهو أمر ضروري لتحقيق السلام والأمن الدائمين في منطقة البحيرات الكبرى.	1
وتلاحظ اللجنة بقلق عدم وجود رقابة منهجية على أسلحة وذخائر الشرطة الوطنية.	0
وعلى الرغم من المؤشرات التي تشير إلى تعزيز الآليات التأديبية الداخلية للشرطة الوطنية، كان التقدم بطيئا في تقديم أفراد الأجهزة الأمنية المسؤولين عن الانتهاكات إلى العدالة من خلال المحاكم.	0
وإذ يؤكد من جديد دعوته جميع الدول إلى أن تصبح أطرافا في الاتفاقيات والبروتوكولات الدولية لمكافحة الإرهاب في أقرب وقت ممكن، سواء كانت أطرافا في الاتفاقيات الإقليمية المتعلقة بهذه المسألة أم لا، وأن تنفذ بالكامل التزاماتها بموجب تلك التي هي طرف فيها. حزب،	1
19 - يشدد في هذا الصدد على أهمية الجهود التي تبذلها الدول الأعضاء من أجل إيجاد سبل بديلة غير عنيفة لمنع نشوب الصراعات وحلها من قبل الأفراد والمجتمعات المحلية المتضررة من أجل تقليل خطر التطرف الذي يؤدي إلى الإرهاب، وأهمية الجهود المبذولة لتعزيز البدائل السلمية للخطاب العنيف. يتبناه المقاتلون الإرهابيون الأجانب، ويؤكد الدور الذي يمكن أن يلعبه التعليم في مكافحة الخطاب الإرهابي؛	0
11 - ولا يزال الوجود النشط للميليشيات العرقية والمجتمعية يشكل مصدرا رئيسيا لعدم الاستقرار، ولا سيما في الجزء الغربي من البلد، الذي كان في الأشهر الأخيرة مسرحا لاشتباكات عرقية عنيفة.	0
:: أدى وجود وعمل المحكمة الجنائية الدولية ليوغوسلافيا السابقة إلى إنشاء محاكم وطنية في صربيا والبوسنة وكرواتيا	1
&quot;ويؤيد مجلس الأمن المضي قدما، بما في ذلك من جانب كيانات الأمم المتحدة ذات الصلة، في المضي قدما بمجموعة المؤشرات الواردة في تقرير الأمين العام (S/2010/498) لاستخدامها كإطار أولي لتتبع تنفيذ قراره 1325 في حالات النزاع المسلح&quot;. النزاعات المسلحة وما بعد النزاع وغيرها من الحالات ذات الصلة بتنفيذ القرار 1325، حسب الاقتضاء، ومع مراعاة خصوصية كل دولة.	1
