en_ar_DEEP	VerConf
ولم تتمكن الشبكة السورية لحقوق الإنسان من جمع معلومات عن القتلى في المناطق التي يقطعها النظام.	1
وفي مشاورات أجراها المجلس بكامل هيئته، أعرب أعضاء المجلس عن قلقهم إزاء التدهور المستمر في الحالة الإنسانية وأدانوا انتهاكات القانون الإنساني الدولي من جانب جميع أطراف النزاع السوري.	1
6 - ورأت اللجنة أيضا أنه في الحالات التي يتم فيها التأكد من وفاة فرد ما، وحيث يثبت أن الفرد لم يكن يمتلك أي أصول أو أنه لا يوجد أي مستفيد من الأصول مدرج في القائمة، ينبغي للجنة أن تشرع في: شطب ذلك الشخص من القائمة (الفقرة 19).	0
38 - ونظراً لخطورة الحالة الراهنة، يجب أن تكون جهود المجتمع الدولي فورية ومنسقة وحازمة.	1
وسيعتمد ما يحدث مع هؤلاء المقاتلين على ما يواجهونه أثناء وجودهم في الجمهورية العربية السورية، ولكن الصراعات السابقة التي شارك فيها متطوعين أجانب مع المنتسبين إلى تنظيم القاعدة أثبتت أن لها تأثيرًا دائمًا على صورة التهديد المحلي والدولي.	1
إن هذا النمط المثير للقلق من النشاط يثير قلقا بالغا ويهدد بتقويض سلامة عمليات الأمم المتحدة بشكل خطير.	1
وفي هذا الصدد، نعتقد أن الأعمال الهدامة التي تهدف إلى الحصول على منافع سياسية انفرادية ينبغي إدانتها بشكل قاطع.	1
وإذ يدين أيضا بأشد العبارات التحريض على الأعمال الإرهابية ويرفض محاولات تبرير أو تمجيد (الاعتذار) للأعمال الإرهابية التي قد تحرض على ارتكاب المزيد من الأعمال الإرهابية،	1
"ويظل مجلس الأمن يشعر بقلق بالغ إزاء الحالة الأمنية في جمهورية أفريقيا الوسطى.	1
وفي القرار، طلب مجلس الأمن مني أيضا أن أحدد تصميم الميدالية وأن أقدم إلى المجلس في الوقت المناسب طرائق تحديد كيفية ترشيح واختيار الحائزين على الميدالية، استنادا إلى المعايير المنصوص عليها في القرار. .	0
يشمل التنفيذ الفعال لمهام الحماية مجموعة واسعة من الجهات الفاعلة. فهو يتطلب إجراء مشاورات وثيقة، بما في ذلك بين مجلس الأمن والأمانة العامة والبلدان المساهمة بقوات عسكرية وأفراد شرطة، قبل إنشاء بعثات حفظ السلام وطوال دورة حياتها.	0
ومع اشتداد القتال، عززت قوات الدفاع مواقعها في التلال بإرسال سفينة تابعة للبحرية إلى خليج تيبار.	0
51 - إن نجاح العملية الانتقالية سيكون مهددا إذا لم تجر الانتخابات في جمهورية الكونغو الديمقراطية بحلول 30 حزيران/يونيه 2006.	1
وتبعاً لظروف كل حالة، يمكن بالتالي الاشتباه في هؤلاء الأفراد، بموجب مبدأ العمل الإجرامي المشترك، بارتكاب جرائم ضد الإنسانية مثل قتل المدنيين والتهجير القسري وجرائم الحرب المتمثلة في الهجمات العشوائية على المدنيين وتدمير الممتلكات. أعيان مدنية.	1
ولم يكن العمل في تلك البيئة مهمة سهلة، ولكن قوة الأمم المتحدة لمراقبة فض الاشتباك تطورت كمهمة وعدلت عملياتها لمواجهة التحديات التي تفرضها بيئة الصراع الداخلي والاشتباكات التي زادت حدتها وشدتها في الآونة الأخيرة.	0
وقد أعرب المجتمع الدولي بوضوح عن إدانته الشديدة لتلك التصرفات من خلال الجمعية العامة ومجلس حقوق الإنسان ومجموعة أصدقاء سوريا، التي تحظى بمشاركة كبيرة وواسعة النطاق.	1
56 - اتخذت جميع الدول، باستثناء دولة واحدة، بعض الخطوات لإنشاء إطار قانوني شامل لمكافحة الإرهاب يتضمن الجرائم المتصلة بالإرهاب.	0
وفيما يتعلق بالحالة الإنسانية، تشعر غواتيمالا بالقلق لأنه، وفقا لمكتب تنسيق الشؤون الإنسانية، يحتاج 20 مليون شخص في منطقة الساحل إلى المساعدة الإنسانية، ولا سيما في موريتانيا والنيجر وبوركينا فاسو وتشاد.	1
ويجري اتخاذ مثل هذه الإجراءات على الرغم من الموقف السلبي الواضح الذي اتخذه الممثل الخاص للأمين العام وباعتباره تحديا للأمم المتحدة ومجلس الأمن.	1
وفي هذا السياق، يذكر الاتحاد الأوروبي إسرائيل بالتزامها بضمان الوصول الكامل والآمن للمنظمات الإنسانية، بما في ذلك وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى (الأونروا).	1
"ويكرر مجلس الأمن إدانته لجميع الاغتيالات التي تستهدف الزعماء اللبنانيين، ولا سيما منذ تشرين الأول/أكتوبر 2004، ويطالب بالوقف الفوري لاستخدام التخويف والعنف ضد ممثلي الشعب اللبناني والمؤسسات اللبنانية.	1
إن عدم القيام بأي شيء حيال هذه الجماعة الشريرة بذريعة غير حكيمة بأنها لا تشكل أي تهديد للحكومة هو بمثابة تنازل عن المسؤولية الأساسية لأي دولة، وهي ضمان سلامة مواطنيها.	1
"ويظل مجلس الأمن يشعر بقلق بالغ إزاء العواقب الإنسانية والسياسية والاقتصادية المدمرة التي تترتب على الصراعات المسلحة؛ ويشدد على الضرورات السياسية والأخلاقية الأهم لمنع اندلاع الصراعات المسلحة والأزمات الإنسانية وتصاعدها، وما يعود ذلك من فوائد على السلام والتنمية والرخاء. العلاقات الودية بين جميع الدول.	0
وتشير التقارير إلى أن شدة الهجمات والفظائع المرتكبة في أي قرية بعينها قد نشرت مستوى من الخوف دفع سكان القرى المجاورة الذين نجوا من هذه الهجمات إلى الفرار أيضاً إلى مناطق تتمتع بالأمن النسبي.	1
18 - قلب الدين حكمتيار (QI.H.88.03) يعتبر في المقام الأول تهديدا للسلام والأمن في أفغانستان.	1
"ويرحب مجلس الأمن ترحيبا حارا بقرار الأمين العام جعل الأمم المتحدة تعمل على تعزيز سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع أولوية خلال الفترة المتبقية من ولايته.	0
تشجيع بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة التي يأذن بها مجلس الأمن، حسب الاقتضاء وعلى أساس كل حالة على حدة، على دعم الآليات المحلية لمعالجة قضايا الإسكان والأراضي والممتلكات أو إنشائها من قبل السلطات الوطنية.	0
تستند استنتاجاتنا حول حدوث انفجار فوق أو تحت الأرض إلى الفحوصات التالية:	0
وفي البيان، أعرب الرئيس عباس أيضا عن دعمه الكامل للتدابير التي اتخذتها الحكومة اللبنانية في الأسابيع الأخيرة لحظر حمل الأسلحة خارج مخيمات اللاجئين الفلسطينيين، ووقف النقل غير القانوني للأسلحة والأشخاص، وتأكيد احتكارها لـ استخدام القوة وبسط سيطرتها على كامل أراضيها.	0
على الرغم من أن أسامة بن لادن وأيمن الظواهري (QI.A.6.01) لم يحتضنا حركة الشباب رسميا كجزء من تنظيم القاعدة، فقد أعربا عن اهتمامهما الشديد بالتطورات في الصومال، مما جعلها واحدة من نقاط التجمع للمجندين من جميع أنحاء الصومال. العالم يجتمع للتدريب شبه العسكري والتلقين العقائدي.	1
95 - وقد تطلب إنشاء الإخطارات الخاصة المشتركة بين الإنتربول ومجلس الأمن التابع للأمم المتحدة تعاونا وثيقا إلى حد غير عادي بين المنظمتين خلال العام الماضي، فضلا عن موافقة الجمعية العامة للإنتربول واللجنة المنشأة عملا بالقرار 1267 (1999).	0
ولذلك فإننا نحث أعضاء المجلس ومجموعة الأصدقاء على تبني وجهة نظر إيجابية بشأن هذه التوصيات التي قدمها الأمين العام.	1
وإذ ندرك أن معظم الدول قد تعهدت بالتزامات قانونية ملزمة بموجب المعاهدات التي هي أطراف فيها، أو تعهدت بالتزامات أخرى تهدف إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية، واتخذت تدابير فعالة لحصر المواد الحساسة وتأمينها وحمايتها ماديا ، مثل تلك التي تتطلبها اتفاقية الحماية المادية للمواد النووية وتلك التي أوصت بها مدونة قواعد السلوك للوكالة الدولية للطاقة الذرية بشأن سلامة وأمن المصادر المشعة،	0
وستقدم الحكومة خدمة جليلة لنظامها القضائي إذا اتخذت خطوات لإلغاء المرسوم الذي أنشأ المحاكم.	1
وإذ يساوره بالغ القلق إزاء تواتر أعمال العنف في أجزاء كثيرة من العالم ضد الصحفيين والإعلاميين والأفراد المرتبطين بهم في النزاعات المسلحة، ولا سيما الهجمات المتعمدة التي تنتهك القانون الإنساني الدولي،	0
وبدلا من ذلك، ينبغي للدول أن تضع إطارا قانونيا واضحا وكاملا ومتسقا يحدد الأعمال الإرهابية باعتبارها جرائم جنائية خطيرة، ويعاقب على هذه الأعمال وفقا لخطورتها ويساعد المحاكم على تقديم الإرهابيين إلى العدالة.	0
ومع ذلك، لا يزال النظام يعاني من انتكاسات في المحاكم، وإن كان ذلك قبل أن تتمكن اللجنة من إثبات فعالية عملية أمين المظالم.	1
ونحن نعتبر أي انحراف عن هذا المبدأ غير مقبول خشية أن يتحول الوضع الهش في المحافظة إلى حالة من عدم الاستقرار على نطاق واسع.	1
ونتيجة لذلك، يصبح المعتقل محتجزًا بمعزل عن العالم الخارجي، وتتجاوز فترة احتجازه في بعض الأحيان فترة 12 شهرًا، دون توجيه اتهامات إليه، ودون إمكانية الوصول إلى محامٍ، وعدم المثول أمام المحكمة، وعدم السماح بزيارات.	0
وهذا ما حدا بمجلس الأمن إلى أن يقرر، في قراره 1556 (2004)، أن الصراع في السودان يشكل تهديدا للسلم والأمن الدوليين والاستقرار في المنطقة، وأن يدعو الحكومة بموجب الفصل السابع من ميثاق الأمم المتحدة. الأمم المتحدة إلى الوفاء فورا بالالتزامات الواردة في البيان المشترك.	1
وبعد تعرضهن للاغتصاب، لم تتم إعادة ملابس بعض النساء إليهن، وأُجبرن على البقاء عاريات.	0
يؤكد من جديد أن إنهاء الإفلات من العقاب أمر ضروري إذا كان للمجتمع الذي يعيش في صراع أو يتعافى من الصراع أن يتصالح مع الانتهاكات التي ارتكبت في الماضي ضد المدنيين المتأثرين بالصراع المسلح وأن يمنع وقوع مثل هذه الانتهاكات في المستقبل	1
82 - ورغم أن تنظيم القاعدة وحركة الطالبان والمرتبطين بهما قد لا يحتفظون بهياكل وأنظمة متطورة توفر السيطرة العملياتية على أتباعهم، فإنهم يتمتعون مع ذلك بقدرة عسكرية فعالة، كما يتبين، على سبيل المثال، من التمرد في أفغانستان. وعلى المستويين التكتيكي والعملياتي، استخدم تنظيم القاعدة وحركة الطالبان ومن يرتبط بهما المعدات العسكرية والمدنية، مثل أجهزة الراديو القصيرة المدى والهواتف المحمولة والساتلية.	1
86. كشفت نتائج التحقيق الأسترالي عن: (أ) أن المجموعة كانت مسافرة إلى جدة كجزء من أداء فريضة الحج؛ (ب) لم يتم اكتشاف أي متفجرات عضوية أو غير عضوية أو بقايا ما بعد الانفجار في أي من العينات المأخوذة؛ (ج) لم يكن لأي شخص قابلته السلطات الأسترالية فيما يتعلق بهذا التحقيق أي تورط أو علم بأي تورط في اغتيال الحريري. خامساً: تحقيق اللجنة	0
يتم تناول العمل المحدد المتمثل في تجنيد الأشخاص بغرض ارتكاب أعمال إرهابية في القانون رقم. قانون رقم 535 لسنة 2004 في شأن الوقاية من الإرهاب ومكافحته	0
العديد من الجرائم المزعومة الموثقة في دارفور كانت واسعة النطاق ومنهجية. وهي تستوفي جميع العتبات المنصوص عليها في النظام الأساسي.	0
إن إسرائيل ملزمة بموجب القانون الدولي وباعتبارها القوة المحتلة بحماية المدنيين الفلسطينيين، وخاصة الأطفال، وحماية الممتلكات المدنية.	1
46. ​​بناء على طلبي، التقى رئيس الوزراء السنيورة والرئيس عباس في 18 تشرين الأول/أكتوبر في باريس لمناقشة المسائل المتعلقة بوجود اللاجئين الفلسطينيين في لبنان.	0
"ويؤكد مجلس الأمن التزامه فيما يتصل بحماية المدنيين في النزاعات المسلحة، وبالتنفيذ المستمر والكامل لجميع قراراته السابقة ذات الصلة، بما في ذلك القرارات 1265 (1999)، و1296 (2000)، و1674 (2006)، و1738 (2006)، و1894 (2009)، فضلاً عن جميع قراراته بشأن المرأة والسلام والأمن، والأطفال والصراع المسلح وحفظ السلام، وجميع البيانات ذات الصلة الصادرة عن رئيسه.	0
وقد استفادت اللجنة من تقرير لجنة الخبراء المعنية باستعراض محاكمة مرتكبي الانتهاكات الجسيمة لحقوق الإنسان في تيمور - ليشتي (تيمور الشرقية آنذاك) في عام 1999 (انظر S/2005/48). ولاحظ هذا التقييم بقلق تفسير المدعي العام بأن مساءلته أمام الرئيس بموجب الدستور تقتضي منه اتباع سياسة الأخير فيما يتعلق بالملاحقات القضائية.	0
"ويحث مجلس الأمن الدول الأعضاء على تحسين التعاون الثنائي والدولي والإقليمي ودون الإقليمي لمنع سفر المقاتلين الإرهابيين الأجانب من أراضيها أو عبرها، بما في ذلك من خلال زيادة تبادل المعلومات بغرض تحديد هوية المقاتلين الإرهابيين الأجانب وفهم أنماطهم بشأن سفر المقاتلين الإرهابيين الأجانب، وتبادل الممارسات في مجال تقييم المخاطر المبنية على الأدلة وفحص الحدود، مع الإشارة إلى ضرورة التصدي للتحديات التي تفرضها طرق السفر المراوغة للمقاتلين الإرهابيين الأجانب.	0
118 - توضح المعلومات المقدمة لهذه الدراسة الاستقصائية أن التحريض على ارتكاب أعمال إرهابية، في رأي العديد من الدول، لا يزال يشكل خطرا وتهديدا خطيرا في معظم أنحاء العالم، وإن كان بدرجات متفاوتة.	1
وخلال الفترة من 1 إلى 10 تشرين الأول/أكتوبر 2014، أُبلغ عن 20 انتهاكا لوقف إطلاق النار على طول خط السيطرة و 22 انتهاكا على طول حدود العمل، مما أدى إلى سقوط 12 ضحية من المدنيين، وإصابة 52 مدنيا، و 9 جرحى من العسكريين على الجانب الباكستاني.	0
26 - وواصلت اللجنة تعاونها مع المنظمة الدولية للشرطة الجنائية (الإنتربول)، بما في ذلك من خلال إصدار الإخطارات الخاصة المشتركة بين الإنتربول ومجلس الأمن التابع للأمم المتحدة والتي تهدف إلى تنبيه سلطات إنفاذ القانون الوطنية المختصة المسؤولة عن تنفيذ الجزاءات المفروضة على الأفراد أو الكيانات الخاضعين لرقابة المجلس. تدابير الجزاءات (انظر الفقرتين 32 و34 أدناه).	0
وعلى الرغم من أن قيادة الشرطة الوطنية لتيمور - ليشتي لم توافق على الهجمات التي وقعت يومي 23 و 24 أيار/مايو والتي شارك فيها بعض ضباط الشرطة الوطنية، إلا أنها تتعلق بانهيار التسلسل القيادي، والانقسامات بين الفصائل القائمة، وتاريخ سابق من المساءلة المحدودة.	1
ويبدو من الواضح أن الإرهابيين المدرجين في القائمة ما زالوا قادرين على جمع وتلقي الأموال من المتعاطفين معهم خارج دائرتهم المباشرة.	0
62- وأشارت إحدى الدول إلى أن أفضل طريقة لتحقيق هذا الهدف تتمثل في غرس الشعور بالواجب المدني والاعتراف بأن الجمهور يجب أن يبلغ سلطات إنفاذ القانون بمخاوفه.	0
144. في حين أقرت اللجنة بأن رئيس قوة الدفاع واجه انسحابا جماعيا للأفراد والحاجة إلى الحفاظ على انضباط القوة، لاحظت اللجنة وجود تناقضات كبيرة بين الإجراء الذي اتخذه والإجراءات التي يتطلبها القانون. وأصدر قائد قوات الدفاع إعلاناً عاماً في 16 مارس/آذار مفاده أن مقدمي الالتماس سيعتبرون مدنيين اعتباراً من 1 مارس/آذار. وقد طلبت قوات الدفاع المشورة القانونية من المستشار القانوني المعين دوليا لمجلس الوزراء. ولم يكن هناك مستشار قانوني داخل قوات الدفاع أو الوزارة.	1
إن تدابير مكافحة الإرهاب التي يعتمدها المجتمع الدولي على الصعيدين الوطني والإقليمي وفقا لمبادرات الأمم المتحدة ذات الصلة ستضع الأسس لنظام عالمي لمواجهة التحديات والتهديدات الجديدة تحت رعاية الأمم المتحدة.	0
ومع ذلك، يمكن تحسين فعالية الضوابط بشكل كبير من خلال زيادة دوريات الشرطة والحصول على معدات الكشف، لا سيما في ضوء الحدود التي يسهل اختراقها في المنطقة دون الإقليمية.	0
وفي الفقرة 3 من ذلك القرار، طلب إلي المجلس أن أعيد، بالتشاور مع اللجنة المنشأة عملا بالقرار 751 (1992) بشأن الصومال، في غضون 30 يوما من تاريخ اتخاذ القرار، ولمدة ستة أشهر، أشار فريق الرصد في الفقرة 3 من القرار 1558 (2004) إلى الاضطلاع بالولاية المنصوص عليها في الفقرات الفرعية 3 (أ) إلى (ط) من القرار 1630 (2005).	0
19 - يكرر تأكيد ضرورة مواصلة تعزيز التعاون المستمر بين اللجنة المنشأة عملا بالقرار 1540، ولجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان، ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) ، فيما يتعلق بمكافحة الإرهاب، بما في ذلك من خلال، حسب الاقتضاء، تعزيز تبادل المعلومات، وتنسيق الزيارات إلى الدول، في إطار ولاية كل منها، والمساعدة التقنية وغيرها من القضايا ذات الصلة بجميع اللجان الثلاث؛ ويعرب عن اعتزامه تقديم التوجيه إلى اللجان بشأن المجالات ذات الاهتمام المشترك من أجل تنسيق جهودها بشكل أفضل؛	0
في 7 كانون الأول/ديسمبر، استمع المجلس إلى إحاطتين قدمهما رئيس المحكمة الدولية ليوغوسلافيا السابقة، تيودور ميرون، ورئيسة المحكمة الجنائية الدولية لرواندا، خالدة رشيد خان. وسلطوا الضوء على مساهمات تلك المحاكم في القانون الجنائي الدولي، لكنهم حذروا من أن محدودية الموارد، وعدم تعاون الدول في المجالات الحيوية، والتحديات المستمرة في مجال التوظيف، تهدد نجاح إنجاز عملهم.	1
وتتطلع البعثات الثلاث أيضًا إلى زيادة توسيع التعاون في استئجار طائرات ركاب ذات سعة عالية لتناوب القوات؛ وإنشاء مكتب مشتريات إقليمي مشترك الموظفين؛ وتعزيز مرفق بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية في عنتيبي، أوغندا، الذي يخدم بالفعل بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية وعملية الأمم المتحدة في بوروندي وبعثة الأمم المتحدة في السودان، لتوفير أماكن إقامة مؤقتة للقوات ونقطة دخول رئيسية للشحنات لجميع البعثات الثلاث، من بين مهام أخرى.	0
وأعربت الممثلة الخاصة عن أسفها لأن حالة حقوق الإنسان لا تزال تتسم بالانتهاكات المستمرة، وحذرت من أن الوضع قد يزداد سوءاً مع اعتماد وتنفيذ مشروع قانون أمني جديد.	1
ولا بد من وقف وإلغاء الخطوات التي يمكن أن تقوض الثقة أو تضر بنتائج المفاوضات.	1
وتشاطر الحكومة أيضاً عدداً معيناً من الشواغل التي أعرب عنها التقرير بشأن جملة أمور منها حقوق الإنسان وحالة المرأة والطفل.	1
وتنص الفقرة 2 من المادة 21 من مرفق قرار مجلس الأمن 1757 (2007) على أنه إذا لم تكتمل أنشطة المحكمة الخاصة بحلول نهاية ولايتها الحالية، "يتم تمديد الاتفاق ... لفترة أخرى (ق) يحددها الأمين العام بالتشاور مع الحكومة [اللبنانية] ومجلس الأمن".	0
وقرر المجلس أيضًا: أن تتكون مستويات القوة الإجمالية للبعثة من ما يصل إلى 2370 جنديًا وعنصر شرطة يتكون من ما يصل إلى 2601 فردًا، وهي مستويات القوة التي أوصى بها الأمين العام. ودعا الأمين العام إلى ضمان بقاء مستوى قوة قريب من المستوى الحالي في البلاد حتى تقريره المقبل إلى المجلس، والتنبيه في تقريره عن أي تغييرات كبيرة في الوضع.	0
وقد ارتكبت معظم هذه الجرائم بشكل فردي في سياق الفلتان الأمني ​​السائد.	0
وأطلقت الشرطة الغاز المسيل للدموع لتفريق أنصار الحزبين الذين كانوا يرشقون الحجارة في الشوارع.	0
وقد تزايدت الضغوط السياسية على بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو بشكل ملحوظ، مع محاولات الطعن في دورها بموجب القرار 1244 (1999) والإطار الدستوري.	1
6 - يؤكد أنه على استعداد تام لفرض تدابير محددة الهدف ضد الأشخاص الذين تحددهم اللجنة وفقا للفقرات 9 و 11 و 14 من القرار 1572 (2004) الذين تقرر، في جملة أمور، أن يكونوا:	1
وإذ يساورها القلق إزاء الأنشطة المسلحة وأعمال اللصوصية في [البلدان المتضررة] والتي تهدد أمن السكان المدنيين، وسير العمليات الإنسانية في تلك المناطق واستقرار تلك البلدان، والتي تؤدي إلى انتهاكات خطيرة لحقوق الإنسان والقانون الإنساني الدولي.	1
لدى أربع دول أحكام قانونية كافية لقمع تجنيد الإرهابيين.	0
ومع ذلك، فإن الحالة داخل كوسوفو اليوم لا تزال تثير قلقنا.	1
ويجب أيضاً إلغاء الحصانات المستحقة حالياً لمسؤولين عموميين آخرين، مثل أفراد الشرطة، عن انتهاكات حقوق الإنسان.	0
ومع تزايد هذا التهديد، يجب أن تتطور استجابة المجتمع الدولي وتواكبها.	1
وكتعبير عن تصميم المجتمع الدولي على تقييد أنشطة تنظيم القاعدة، لعب نظام القرار 1267 دورا بارزا في مواصلة التركيز على ضرورة منع تدفق الأموال إلى الجماعات الإرهابية وتقييد حركة أعضائها.	0
"ويعرب مجلس الأمن عن قلقه من احتمال استخدام الطائرات أو وسائل النقل الأخرى المغادرة من الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية وجبهة النصرة لنقل الذهب أو غيره من الأصناف الثمينة والموارد الاقتصادية لبيعها في الأسواق الدولية، أو لنقل الأسلحة والأعتدة ليستخدمها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة. ANF، ويلاحظ أن الأفراد أو الكيانات المشاركة في هذه الأنشطة قد يكونون مؤهلين لإدراجهم في القائمة من قبل اللجنة المنشأة عملاً بالقرار 1267/1989، ويعرب عن قلقه إزاء التقارير التي تفيد بأن العناصر ذات الأهمية الأثرية والتاريخية والثقافية والدينية يتم نقلها بشكل غير قانوني من الأراضي التي يسيطر عليها تنظيم الدولة الإسلامية؛ وجبهة النصرة التي قد تدر دخلا لهذه المجموعات، ويدعو الدول الأعضاء إلى اتخاذ التدابير المناسبة لمنع مثل هذا الاتجار غير المشروع، وفي هذا الصدد، يذكر جميع الدول بأنها مطالبة بضمان عدم وجود أموال أو أصول مالية أو موارد اقتصادية؛ وإتاحتها، بشكل مباشر أو غير مباشر، لصالح تنظيم داعش وجبهة النصرة وجميع الأفراد والجماعات والمؤسسات والكيانات الأخرى المرتبطة بتنظيم القاعدة؛ ويتطلع إلى أن تنظر لجنة تنظيم القاعدة بشكل شامل في التوصيات ذات الصلة المتعلقة بالتدابير الجديدة لتعطيل هذه الأنشطة الواردة في تقرير فريق الدعم التحليلي ورصد الجزاءات التابع لتنظيم القاعدة عملا بالقرار 2170، بهدف مواصلة تعطيل هذه الأنشطة. أنشطة تلك المجموعات.	1
وبالنسبة لنا، وبغض النظر عن التسميات المعطاة والأساس المنطقي لتعيين مبعوث خاص، فإن هذا الإجراء لا يمكن إلا أن يكون بمثابة إنشاء "آلية جديدة".	0
ويساورنا القلق بشكل خاص إزاء الافتقار إلى التدريب لموظفي الخدمة المدنية من المستوى المتوسط ​​وأوجه القصور الرئيسية التي لا تزال قائمة في المجال القضائي.	1
وبعد حوالي كيلومترين من نقطة التفتيش، اقترب نحو 20 جنديًا يرتدون زيًا مموهًا من مجموعة النساء وأمروهم بالتوقف، بينما أطلقوا النار عليهم.	0
ونظروا في النُهج الشاملة لمعالجة العوامل المؤدية إلى انتشار التطرف والإرهاب في المنطقة، وأفضل السبل التي يمكن بها لكيانات الأمم المتحدة أن تساعد في التعامل مع هذه الظاهرة وأثرها على السلام والأمن والاستقرار.	0
لا أستطيع أن أؤكد بما فيه الكفاية على الخطر الذي يشكله نقص المروحيات العسكرية على الفعالية العملياتية للقوات.	1
كما ستتناول التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها بهدف تقديم الإرهابيين ومناصريهم إلى العدالة.	0
