en_ar_DEEP	VerCoop
إنشاء لجنة الحقيقة والمصالحة في كوت ديفوار، بدعم من الأمم المتحدة ومع مراعاة الدروس المستفادة وأفضل الممارسات التي ظهرت في هذا المجال في السنوات القليلة الماضية؛	1
33 - اعتمدت جميع دول الجنوب الأفريقي بعض التدابير التشريعية وغيرها من التدابير ذات الصلة لمكافحة الإرهاب.	0
وكالات إنفاذ القانون: إنشاء وحدات لمكافحة الإرهاب	0
وينبغي لمجلس الأمن أن يعترف بمكافحة التطرف العنيف باعتباره عنصرا أساسيا في استجابة المجتمع الدولي لهذا التهديد.	0
278. وتلاحظ اللجنة أيضاً أن الجنجويد استهدفوا وقتلوا أطفالاً على وجه التحديد في عدد من المناسبات، بما في ذلك في كيلك وسورا المشار إليهما أعلاه. وتلقت اللجنة العديد من التقارير عن عمليات قتل عشوائية و/أو مستهدفة للأطفال، وأحياناً في ظروف مروعة مثل الحرق أو التشويه.	0
قد تنطبق أيضًا أحكام أخرى من القانون الجنائي، مثل التسليح غير المصرح به (المادة 185) أو تطوير وإنتاج وحيازة وسائل قتال محظورة (المادة 185أ): تعريض العامة للخطر.	0
وفيما يتعلق بحالة حقوق الإنسان في جمهورية الكونغو الديمقراطية، أصر على أهمية العدالة والاحترام والمساءلة، فضلا عن الحكم الرشيد واحترام حقوق الإنسان، لمعالجة الأسباب الجذرية للصراعات وقال إن جمهورية الكونغو الديمقراطية وقد أحرزت جمهورية الكونغو بعض التقدم بشأن تلك القضايا في السنوات الأخيرة.	1
ويعرب المجلس عن بالغ قلقه لأن المدنيين ما زالوا يشكلون غالبية ضحايا أعمال العنف التي ترتكبها أطراف النزاعات المسلحة، بما في ذلك نتيجة الاستهداف المتعمد، والاستخدام العشوائي والمفرط للقوة، واستخدام المدنيين كدروع بشرية، واستخدام القوة بشكل عشوائي ومفرط، واستخدام المدنيين كدروع بشرية. العنف الجنسي والعنف القائم على النوع الاجتماعي، بالإضافة إلى جميع الأعمال الأخرى التي تنتهك القانون الدولي المعمول به.	0
ندعو أطراف النزاعات المسلحة والدول والجهات الفاعلة الأخرى ذات الصلة إلى تقديم المساعدة لرعاية وإعادة تأهيل وإعادة إدماج ضحايا مخلفات الحرب من المتفجرات وأسرهم ومجتمعاتهم اقتصاديا واجتماعيا.	0
36 - وفي حالات أخرى، لعبت البعثات السياسية الخاصة التابعة للمجلس دورا هاما في مساعدة الدول على تقليص الحيز الاستراتيجي المتاح للجماعات الإرهابية من خلال المشاركة في الجريمة عبر الحدود.	0
وقرر العودة فوراً إلى تيمور - ليشتي. وحضر اجتماعا في مقر إقامة رئيس الوزراء حوالي الساعة الرابعة مساء. في 29 أبريل 2006 مع جميع الحاضرين الساعة 6 مساءً. في اليوم السابق. واتُخذ قرار بسحب قوات القوات المسلحة التيمورية من المدينة إلى ضواحي ديلي، مع مواصلة الدوريات المشتركة بين الشرطة العسكرية والشرطة الوطنية لتيمور - ليشتي داخل المدينة.	0
ويؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة الطوعية إلى [البلد المتضرر] ويشجع البلدان المجاورة [البلد المتضرر] على حماية جميع الأشخاص الفارين من العنف في [البلد المتضرر]، بما في ذلك [أشخاص من منطقة معينة في المنطقة]. ويحث جميع الدول الأعضاء، على أساس مبادئ تقاسم الأعباء، على دعم هذه البلدان في مساعدة اللاجئين والمجتمعات المتضررة...	1
598- وفي ضوء التعليقات المذكورة أعلاه وعلى أساس مجموعة القوانين المتعلقة بحقوق الإنسان المذكورة أعلاه، هناك ما يبرر الاقتراح القائل بأنه، في الوقت الحاضر، كلما ارتكب انتهاك جسيم لحقوق الإنسان يصل أيضاً إلى مستوى جريمة دولية، فإن العرف هو الذي يرتكب في الوقت الحاضر. لا ينص القانون الدولي على المسؤولية الجنائية للأفراد الذين ارتكبوا هذا الانتهاك فحسب، بل يفرض أيضًا التزامًا على الدول التي يكون مرتكبو الجرائم من مواطنيها، أو الذين تصرفوا كأجهزة لها بحكم القانون أو بحكم الواقع، بتقديم التعويضات (بما في ذلك التعويضات). التعويض) عن الضرر الذي حدث.	1
ولا يزال الرفع التدريجي للخط الأخضر يعتمد على تقييم شامل للتهديدات؛ المشاورات مع مركز القيادة المتكاملة؛ وتحسن الوضع الأمني ​​العام، ولا سيما الاحتمال المنخفض المقدر لحدوث مواجهة عسكرية بين المتحاربين السابقين.	1
(ب) تشجيع دول المنطقة دون الإقليمية على الاستفادة من فرص إنفاذ القانون وغيرها من فرص التدريب من أجل تعزيز تنفيذ قوانين مكافحة الإرهاب؛	1
"ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان الناجمة عن الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة. ويذكر المجلس الدول بأنه يجب عليها أن تكفل عدم مراعاة أي تدابير تتخذها لمكافحة الإرهاب. الامتثال لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي.	1
4 - ومن أجل مواصلة تعزيز رصد تنفيذ الدول الأعضاء للقرارين 1373 (2001) و 1624 (2005)، ستواصل المديرية التنفيذية تقييم جهود التنفيذ التي تبذلها، باستخدام أدوات التقييم المنقحة التي تستخدمها اللجنة (الاستعراض العام للقرارين 1373 (2001) و 1624 (2005) من جانب الدول الأعضاء. وتقييم التنفيذ ومسح التنفيذ التفصيلي)؛ وتحديد التحديات والاحتياجات التي تواجه جميع الدول الأعضاء والمناطق؛ وتيسير تقديم المساعدة التقنية المستهدفة في هذا الصدد.	0
وقد مكّن إنشاء خلية التحليل المشتركة للبعثة البعثة من زيادة قدرتها بشكل كبير على تحليل المعلومات وتبادلها في جميع أنحاء البعثة. ومع ذلك، ظلت البعثة تفتقر إلى إمكانية الوصول إلى معلومات استخباراتية تكتيكية موثوقة.	0
وكانت أختي البالغة من العمر 8 سنوات معي أيضًا في ذلك اليوم وتعرضت أيضًا للاغتصاب ولكن لم تتعرض للضرب.	0
استمرت المناقشات والمفاوضات بشأن ضمان المساءلة عن الجرائم بموجب القانون الدولي لسنوات في بوروندي، بما في ذلك مع الأمم المتحدة.	1
:: العلاقات مع الجهات الأخرى في الأمم المتحدة، بما في ذلك الأمين العام ومكتبه، وهيئات مجلس الأمن الفرعية الأخرى العاملة في مجال مكافحة الإرهاب	0
4. بدأت وحدة الاستخبارات المالية عملها في أوائل التسعينات. وقد تم تأسيسها بموجب تشريع تم تقديمه لمعالجة مشكلة غسل الأموال المتنامية من قبل الجماعات الإجرامية المنظمة، وتم تعديلها في عام 2002 للتعامل مع قمع تمويل الإرهاب. "تجار النقد" ملزمون بالتعرف على عملائهم، والاحتفاظ بسجلات لتحديد هوية العميل ونشاط حساب العميل لمدة سبع سنوات على الأقل بعد إغلاق الحساب، وإبلاغ وحدة الاستخبارات المالية بالمعاملات النقدية الهامة (أكثر من 7000 دولار)، والمعاملات المشبوهة، والأموال. تعليمات النقل داخل أو خارج البلاد.	0
"ويؤكد مجلس الأمن من جديد التزامه بالتنفيذ الكامل والفعال لقراراته المتعلقة بحماية المدنيين في الصراعات المسلحة، ويشير إلى البيانات السابقة التي أدلى بها رئيسه بشأن هذه المسألة.	1
وفي الفترة من 14 إلى 18 تشرين الأول/أكتوبر، شارك مكتب الأمم المتحدة لغرب أفريقيا ومكتب الأمم المتحدة الإقليمي في وسط أفريقيا في حلقة عمل نظمها حوض بحيرة تشاد في ياوندي لوضع استراتيجية إقليمية لمكافحة الإرهاب، فضلا عن إجراء مناقشات بشأن فرقة العمل المشتركة المتعددة الجنسيات.	0
وفي مارس/آذار 2004، ورد أن الجنجويد و150 جندياً اختطفوا واغتصبوا 16 فتاة صغيرة في كتم، شمال دارفور.	0
ولضمان أن يكون لدى مقدمي الالتماسات المحتملين فهم واضح للعملية وأنهم على دراية بالخطوات التي يتعين اتخاذها ولضمان الاتساق في التنفيذ، تم تطوير الممارسات والإجراءات ونشر المعلومات المتعلقة بها لزيادة تجسيد العملية.	1
ثم قُتل في سوريا.	0
ووفقا لمصادر رسمية أردنية، فإن السترات الناسفة صنعها تنظيم القاعدة في العراق باستخدام متفجرات وقنابل يدوية مأخوذة من مخازن الجيش العراقي السابقة وتم تهريبها إلى الأردن.	0
وكان من بينهم صبي يبلغ من العمر 15 عاماً قُبض عليه في نيالا، شمال دارفور، في نوفمبر/تشرين الثاني 2004 عندما كان عائداً إلى منزله من العمل.	0
أمسك أحد الجنود بالطفل وألقاه على جانب الطريق.	0
يشجع البلدان المساهمة بقوات عسكرية وقوات شرطة، بالتشاور مع الأمين العام، على النظر في الخطوات التي يمكن اتخاذها لزيادة الوعي واستجابة أفرادها المشاركين في عمليات الأمم المتحدة لحفظ السلام لحماية المدنيين، بما في ذلك النساء والأطفال، ومنع العنف الجنسي ضد المرأة. والفتيات في حالات النزاع وما بعد النزاع، بما في ذلك، حيثما أمكن، نشر نسبة أعلى من قوات حفظ السلام أو الشرطة.	1
أحكام القانون رقم قرار رقم 656 لسنة 2002 في شأن منع ومكافحة غسل الأموال مطابق للقرار رقم 656 لسنة 2002 في شأن منع ومكافحة غسل الأموال 2001/97/EC الصادر عن البرلمان الأوروبي والمجلس الأوروبي بتاريخ 4 ديسمبر 2001، والذي يعدل توجيه المجلس الأوروبي رقم. قرار رقم 91/308/EEC بشأن منع استخدام النظام المالي لغرض غسل الأموال	1
وذكر أن قيادة التجمع الكونغولي من أجل الديمقراطية قد استعادت سيطرتها، وأنها بصدد اعتقال معارضيها.	0
وفي العقد الذي انقضى منذ هجوم عام 2003 في بغداد، تضاعفت خسائر عمال الإغاثة ثلاث مرات، لتصل إلى أكثر من 100 حالة وفاة سنويًا.	0
وينطبق هذا بشكل خاص على الأشخاص الذين وقعوا على أسلحة قوات الدفاع الوطنية ثم أعادوها فيما بعد.	0
ودعا أحد المتحدثين إلى التدقيق الدقيق في عمل الخبراء الذين يساعدون لجان الجزاءات عن طريق النزول إلى الميدان لدراسة الأوضاع على أرض الواقع.	1
33 - ولذلك، وبدعم من المجتمع الدولي وأطراف النزاع، سيتم تنفيذ اتفاق وقف إطلاق النار بشكل جدي وإنجازه.	1
وبالنيابة عن الجمهورية التشيكية، أود أن أشكر لجنة مكافحة الإرهاب على كل جهودها في مكافحة الإرهاب الدولي.	1
ومن أجل مواصلة هذه المعركة، من الضروري أن يقدم المجتمع الدولي مساهمة أكثر جدية، وأن يولي اهتماما أكبر لهذا الجانب الهام من مكافحة الإرهاب.	0
58 - توفر القوات الجديدة المقاتلين يوميا لتأمين المنطقة المحيطة بحفر الماس.	0
- إدانة الهجمات التي تستهدف العاملين في المجال الإنساني عمدا والدعوة إلى الوقف الفوري لها.	0
ومن الأهمية بمكان أن تتم محاكمة حالات العنف المنزلي والاعتداء الجنسي رسميًا وفقًا للقانون الجنائي الجديد.	0
4. ستشدد البعثة على أهمية تحقيق السلام والأمن والاستقرار المستدامين لجميع دول المنطقة.	1
وبعد القصف، هاجم الجنجويد ودمروا المنازل ونهبوا الممتلكات.	0
وفي أواخر سبتمبر/أيلول، أكملت البعثة تجديد سجن عريبا، مما أدى إلى تحسين ظروف احتجاز السجناء وأمن السجن.	0
وكان ابتكاره هو نقل الهدف من الدول الإسلامية إلى الغرب، وخاصة الولايات المتحدة الأمريكية؛ ومن خلال وصف إرهابه بأنه صراع بين الإسلام وأعدائه، تمكن من جمع عدة مجموعات متنوعة ومتنافسة في كثير من الأحيان تحت راية واحدة.	0
يحث جميع الأطراف المعنية، بما في ذلك الدول الأعضاء وكيانات الأمم المتحدة والمؤسسات المالية، على دعم تطوير وتعزيز قدرات المؤسسات الوطنية، ولا سيما النظم القضائية والصحية، وشبكات المجتمع المدني المحلية من أجل تقديم مساعدة مستدامة ضحايا العنف الجنسي في النزاعات المسلحة وحالات ما بعد النزاع.	1
ولا يزال النقص في عنصر شرطة البعثة يشكل سببا رئيسيا للقلق ويؤثر على قدرة البعثة على تنفيذ المهام الموكلة إليها.	0
حث الأمين العام ومبعوثيه الخاصين على ضمان مشاركة المرأة في المناقشات ذات الصلة بمنع نشوب الصراعات وحلها، وصون السلام والأمن، وبناء السلام بعد انتهاء الصراع، وتشجيع جميع الأطراف في هذه المحادثات لتسهيل المشاركة المتساوية والكاملة للمرأة في جميع مستويات صنع القرار.	1
ومن الجدير بالذكر أيضًا أن قرار روسيا هذا يتزامن مع الأعمال الاستفزازية التي يقوم بها الانفصاليون وتعزيزهم العسكري المكثف.	0
وأنشأ بلد آخر فريقا عاملا مشتركا بين الإدارات معنيا بالهجرة لتنفيذ التدابير الرامية إلى تشجيع التكامل، بما في ذلك في مجالات المهارات اللغوية والتدريب على العمل، وتعزيز الحوار مع المهاجرين ورصد كره الأجانب والعنصرية والتطرف.	0
وأخيرا، أود أن أطرح بعض التوصيات لأي آلية لتقصي الحقائق يجري إنشاؤها:	1
'5` تشجيع جميع الدول، بموجب الفقرة 8 من القرار 1977 (2011)، على القيام، على أساس طوعي، بإعداد خطط عمل وطنية للتنفيذ، بمساعدة اللجنة المنشأة عملا بالقرار 1540 (2004)، حسب الاقتضاء، وتحديد أولوياتها وخطط تنفيذ الأحكام الرئيسية للقرار 1540 (2004)، وتقديم تلك الخطط إلى اللجنة؛	0
وقد أنشأت خمس منها ولاية قضائية مناسبة للجرائم ذات الصلة في تشريعاتها.	0
وبعد إجراء كل التحليلات والمناقشات للحقائق التي جمعناها، توصلنا إلى استنتاج مفاده أنه على الأرجح انفجار فوق الأرض.	0
"ويطلب مجلس الأمن إلى الأمين العام أن يقدم تقريرا، بحلول نهاية مرحلة تصفية البعثة في 30 نيسان/أبريل 2011، عن التقدم المحرز في شرق تشاد بشأن حماية المدنيين، ولا سيما النساء والأطفال، بما في ذلك (ط) وضع اللاجئين واللاجئين داخليا النازحين والحلول الدائمة لنزوحهم، (2) وصول المساعدات الإنسانية دون عوائق وبشكل آمن وفي الوقت المناسب، بما في ذلك حركة وأمن العاملين في المجال الإنساني وتوصيل المساعدات الإنسانية، (3) بشأن التدابير المتخذة للرد على انتهاكات الحقوق الإنسانية والإنسانية. حقوق الإنسان وقانون اللاجئين، و(4) الوضع الأمني ​​العام لأنه يؤثر على الوضع الإنساني.	1
وقد أعلنت اللجنة المعنية بحقوق الإنسان بوضوح عن هذا الحق في تعليقها العام رقم 27. وفي عدة مناسبات، ذكرت لجنة الحقوق الاقتصادية والاجتماعية والثقافية أن عمليات الإخلاء القسري تتعارض للوهلة الأولى مع متطلبات العهد الخاص بالحقوق الاقتصادية والاجتماعية والثقافية.	0
وشدد أحد المتكلمين على أنه من الضروري الحفاظ على اتساق الإجراءات التي تتخذها اللجان والأفرقة العاملة، ولا سيما تلك التي تتناول مكافحة الإرهاب، وكذلك إعادة تأكيدها بقرارات المجلس.	1
واجتمعت فرق العمل، التي كانت تتألف حتى الآن حصرا من أطراف اتفاق السلام الشامل، يومي 9 و 10 آب/أغسطس وواصلت اجتماعاتها بشكل متقطع منذ ذلك الوقت.	1
ودعا المجلس أيضا كرواتيا وجمهورية يوغوسلافيا الاتحادية إلى التعاون الكامل مع البعثة وضمان سلامة المراقبين وحرية تنقلهم الكاملة وغير المقيدة.	0
ونظراً لحجم وضخامة الأحداث المتعلقة بالنزاع في دارفور، فإن إثبات الحقائق وجمع عناصر الإثبات ذات المصداقية لتحديد هوية الجناة المشتبه بهم هي مهام صعبة، لا ينبغي الاستخفاف بها.	1
22- وفي 25 آب/أغسطس، نُشر في غوما بيان منسوب إلى الجنرال لوران نكوندا، أحد المسؤولين الرئيسيين عن أزمة بوكافو في أيار/مايو 2004، هدد فيه بإسقاط الحكومة الانتقالية.	1
ويرحب مجلس الأمن أيضا بالتحسينات التي أدخلت مؤخرا على إجراءات اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011)، ولا سيما فيما يتعلق بالعمل الفعال والقيم الذي يقوم به مكتب أمين المظالم المنشأ عملا بالقرار 1904 (2009). .	1
علاوة على ذلك، حافظت حركة طالبان على قدرتها على استيراد الأسلحة والعتاد والقوى العاملة، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمدادها وحرمانها من المناطق الآمنة حيث يمكن لمقاتليها التعافي بين العمليات وتدريب المجندين الجدد.	0
ورحب المجلس باتفاق وقف إطلاق النار الموقع في 8 نيسان/أبريل، وأعرب عن دعمه الكامل والفعال للجهود التي يبذلها الاتحاد الأفريقي لإنشاء لجنة وقف إطلاق النار ووحدات الحماية، ودعا الأطراف السودانية إلى تيسير النشر الفوري للمراقبين في دارفور.	1
78. القوات المسلحة السودانية هي قوة مسلحة تقليدية مكلفة بحماية الأمن الداخلي والحفاظ عليه.	1
وفي 12 تشرين الثاني/نوفمبر، اتخذ المجلس بالإجماع القرار 2184 (2014)، الذي جدد فيه المجلس لمدة 12 شهرا أخرى الإذن للدول والمنظمات الإقليمية بمكافحة القرصنة قبالة سواحل الصومال. وشدد القرار على ضرورة الرد الشامل على القرصنة، بما في ذلك معالجة أسبابها الأساسية؛ ودعا إلى الإفراج الفوري وغير المشروط عن جميع الرهائن المحتجزين لدى القراصنة الصوماليين؛ وحثت الدول على ضمان أن تأخذ أنشطة مكافحة القرصنة في الاعتبار الحاجة إلى حماية النساء والفتيات، على وجه الخصوص، من الاستغلال.	0
كثيرا ما يناقش مجلس الأمن القضايا الإنسانية في البلدان المتضررة من الصراعات.	1
17 - وعلى الرغم من نزع سلاح 600 15 من المقاتلين السابقين في إيتوري، لا تزال اللجنة الوطنية للتسريح وإعادة الإدماج تواجه صعوبات في الاضطلاع بمسؤولياتها، ولا سيما دفع بدلات التسريح للمقاتلين السابقين، مما أدى إلى زيادة الاستياء بينهم. يجب دفع البدلات بشكل عاجل ومنتظم.	0
وحشدت وكالات المعونة الاستجابة، إلا أن تدفقات غو غير العادية سلطت الضوء على الحاجة إلى إنذار مبكر وخطط استعداد لحالات الطوارئ.	0
أعربت الفصائل الفلسطينية الكبرى في لبنان عن قلقها إزاء الأحداث وأعلنت نأيها بنفسها عن فتح الإسلام.	0
(أ) فريق رصد في نيويورك يضم ما يصل إلى خمسة خبراء، من بينهم رئيس، لرصد تنفيذ جميع التدابير المفروضة بموجب القرارين 1267 (1999) و 1333 (2000)، بما في ذلك في مجالات حظر الأسلحة ومكافحة الأسلحة النووية. الإرهاب والتشريعات ذات الصلة، ونظرًا لارتباطه بشراء الأسلحة وتمويل الإرهاب وغسل الأموال والمعاملات المالية والاتجار بالمخدرات؛ و	0
82 - وفي إطار متابعة قرارات مجلس الأمن بشأن الأطفال المتأثرين بالصراعات المسلحة، ولا سيما القرار 1612 (2005)، أقيمت شراكة قوية بين الأمم المتحدة والمنظمة غير الحكومية NOVIB الصومالية للشروع في إعداد التقارير على مستوى المجتمعات المحلية. ورصد حقوق الطفل وانتهاكات حماية الطفل.	0
وبالإضافة إلى ذلك، قدم مجلس الشخصيات البارزة في 25 حزيران/يونيه إلى الحكومة الانتقالية خريطة طريق تحدد أولويات استمرار العملية الانتقالية بنجاح: الأمن العام، والعدالة، والانتخابات، والحكم السياسي، والتدابير الاقتصادية.	1
وقد اتخذت أربع دول تدابير محددة لقمع تجنيد الإرهابيين.	1
وخلال هذه الفترة، أجرى تحقيقات في مواقع مستهدفة محددة، مثل مخيمات المشردين داخليا والقرى المدمرة، وكذلك مع جهات اتصال جيش تحرير السودان والمسؤولين الحكوميين.	0
:: مكتب تنسيق الشؤون الإنسانية، "البقاء والإنجاز: الممارسات الجيدة للعاملين في المجال الإنساني في البيئات الأمنية المعقدة" (2011). ويحدد هذا التقرير بيئة العمل المتزايدة الصعوبة للعاملين في المجال الإنساني، ويقدم توصيات بشأن استجابات السياسات ومراجع للوثائق القانونية ذات الصلة.	0
ومع ذلك، يلاحظ وفدي مع الأسف أن الحالة الأمنية لا تزال تثير القلق.	0
(ج) مواصلة العمل مع المنظمات الدولية والإقليمية والدول لتعزيز إمكانية الوصول والاتصال بين وكالات إنفاذ القانون لقواعد البيانات الوطنية والدولية الجنائية وقواعد البيانات المتعلقة بمكافحة الإرهاب عند نقاط التفتيش الحدودية عند الدخول والخروج. هـ- التعاون الدولي	0
وإذ يشير إلى الحق في حرية التعبير المنصوص عليه في المادة 19 من الإعلان العالمي لحقوق الإنسان الذي اعتمدته الجمعية العامة في عام 1948 ("الإعلان العالمي")، وإذ يشير أيضا إلى الحق في حرية التعبير في المادة 19 من العهد الدولي الخاص بحقوق الإنسان، الحقوق المدنية والسياسية التي اعتمدتها الجمعية العامة في عام 1966 ("العهد الدولي الخاص بالحقوق المدنية والسياسية") وأن أي قيود عليها يجب أن تكون فقط على النحو الذي ينص عليه القانون وتكون ضرورية للأسباب المنصوص عليها في الفقرة 3 من المادة 19 من العهد الدولي الخاص بالحقوق المدنية والسياسية،	1
:: التعاون الوثيق مع الهيئات الفرعية الأخرى ذات الصلة التابعة للمجلس، ولا سيما لجنتي مجلس الأمن المنشأة عملا بالقرارين 1267 (1999) و 1540 (2004)، وخبرائها، بما في ذلك تبادل المعلومات والزيارات والمساعدة التقنية، حسب الاقتضاء .	1
وفيما يتعلق ببوروندي، دعت البعثة الجماعات المسلحة إلى وقف جميع الأعمال العدائية، والبدء في مفاوضات لوقف إطلاق النار دون مزيد من التأخير.	1
(ب) تشجيع الدول على تزويد المسؤولين المعنيين بالتدريب اللازم لتنفيذ الإطار القانوني لمكافحة الإرهاب، في مجالات مثل التحقيق والملاحقة القضائية وإصدار الأحكام وتسليم المجرمين.	0
وتلقت اللجنة معلومات موثوقة تفيد بأن هؤلاء الأشخاص تعرضوا للتعذيب والمعاملة القاسية واللاإنسانية والمهينة.	0
ففي غرب دارفور، على سبيل المثال، هاجمت قوات المتمردين مركزاً للشرطة في تونغفوكا في تشرين الأول/أكتوبر 2003.	0
في الفقرة 3 (د) من القرار 1587 (2005)، طلب مجلس الأمن إلى فريق الرصد أن يواصل تحسين وتحديث المعلومات المتعلقة بمشروع قائمة الأفراد والكيانات الذين ينتهكون التدابير التي تنفذها الدول الأعضاء وفقا للقرار 733 (1992). )، داخل الصومال وخارجه، ومؤيديهم النشطين، لغرض التدابير المستقبلية التي يمكن أن يتخذها المجلس، وتقديم هذه المعلومات إلى اللجنة المنشأة عملا بالقرار 751 (1992) عندما ومتى تراه مناسبا.	1
13 - تحث المجتمع الدولي على تقديم الدعم والمساعدة لتمكين الدول من الوفاء بمسؤولياتها فيما يتعلق بحماية اللاجئين وغيرهم من الأشخاص المحميين بموجب القانون الإنساني الدولي؛	1
وتشير التحقيقات التي أجرتها بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي والشرطة الوطنية الهايتية في عملية الاختطاف والقتل اللاحق إلى أن الجريمة كانت ذات دوافع سياسية، لكنها لم تتمكن من تحديد المسؤولية بشكل قاطع.	0
وإذ يدين استمرار التدفق غير المشروع للأسلحة داخل [الدولة المتضررة] وإليها في انتهاك للقرارات [التي تنص على العقوبات]، ويعلن تصميمه على مواصلة رصد تنفيذ حظر الأسلحة والتدابير الأخرى المنصوص عليها في قراراته بشأن [المتضررة] عن كثب ولاية]،	0
وينبغي للدول الأعضاء أن تواصل النظر بنشاط في إدراج الأفراد الرئيسيين الذين لهم دور فعال في تقديم التدريب أو التمكين من التجنيد في المنتسبين إلى تنظيم القاعدة.	1
إن الهجوم الذي شنه النظام الإثيوبي اليوم يشكل استجابة خبيثة لنداءات إريتريا.	0
ووضعت حكومة مالي العيادة تحت الحجر الصحي على الفور، وساعدت وحدات الشرطة المشكلة التابعة للبعثة المتكاملة السلطات المالية في توفير الأمن حول العيادة.	0
وأود أيضا أن أؤكد من جديد أن أعضاء قوات الدفاع الأربعة المدانين بالقتل غير العمد في مقتل ثمانية من ضباط الشرطة الوطنية بالرصاص في عام 2006، والذين تم العفو عن أحدهم وخففت الأحكام الصادرة على ثلاثة منهم، لم يدفعوا بعد التعويض الذي أمرت به المحكمة لهؤلاء الأفراد. أرامل الضحايا.	0
12 - يهيب باللجنة أن تقوم، بالتعاون مع اللجنة المنشأة عملا بالقرار 1373 ("لجنة مكافحة الإرهاب" أو "لجنة مكافحة الإرهاب")، بإبلاغ المجلس بالخطوات الإضافية المحددة التي يمكن أن تتخذها الدول لتنفيذ التدابير المبينة في الفقرة 1 أعلاه؛	1
ويقدم الفريق تقريرا عن التقدم الذي أحرزه المجتمع الدولي في تقييد حركة الإرهابيين ومؤيديهم، بما في ذلك المبادرة المشتركة الأخيرة للإنتربول ومجلس الأمن، والتي أسفرت عن نشرة دولية مكتملة بالهوية والأوصاف والصور الفوتوغرافية وبصمات الأصابع. للأشخاص المدرجين في القائمة الموحدة.	0
ومن الواضح أن متطلبات تفعيل هذه الآلية لم يتم الوفاء بها في حالة دارفور.	0
وإذ تؤكد من جديد أيضا ضرورة مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع الوسائل، وفقا لميثاق الأمم المتحدة، وإذ تؤكد أيضا أنه يجب على الدول أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، وينبغي لها أن تعتمد مثل هذه التدابير وفقاً للقانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان، وقانون اللاجئين، والقانون الإنساني،	1
158 - وتنفذ الضوابط الجمركية على الاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة والذخائر والمتفجرات في حوالي نصف الدول، ولكن هناك حاجة إلى تعزيز الضوابط الجمركية وتدريب الموظفين.	1
:: تقديم معلومات، عند الطلب، إلى الدول الأعضاء والمنظمات الدولية لمساعدتها على تقديم عروض أكثر فعالية للمساعدة، أو طلبات المساعدة، عند الاقتضاء، على التوالي، لتنفيذ الالتزامات بموجب القرارات 1540 (2004) و 1673 (2006) و 1810 (2008) )، باستخدام المصفوفة كأداة مرجعية لتسهيل المساعدة التقنية	0
وسيحتاج المجتمع الدولي إلى القوة للمضي قدما بعملية تحديد المركز.	1
