en_ar_TRANSFORMERS	MatCoop
وستتألف اللجنة الدولية من فريق من ثلاث شخصيات بارزة لديها الخبرة المناسبة وسمعة الاستقامة والنزاهة.	1
وإذا لم تتمكن الدول من تنفيذ القرارات التي يتخذها المجلس بموجب الفصل السابع من ميثاق الأمم المتحدة دون أن تخالف قوانينها، فإن المجتمع العالمي سيفقد سلطة اتخاذ إجراءات منسقة ضد التهديدات التي يتعرض لها السلم والأمن الدوليان.	0
ويمكن للمجلس أن يؤدي دوراً هاماً في ضمان وضع برامج للجبر من أجل تلبية احتياجات الضحايا.	1
123 - عندما تهاجم الميليشيات بالاشتراك مع القوات المسلحة، يمكن القول إنها تتصرف تحت السيطرة الفعلية للحكومة، تمشيا مع مفهوم السيطرة الوارد في عام 1999 في تاديتش (الاستئناف)، في الفقرات 98 إلى 145.	0
وينبغي لهذا المجلس ألا يسمح بأن تكافأ تلك الاستراتيجية بالتصدي للرد على الإرهاب بدلا من الإرهاب نفسه، بل يجب رفضها، لا استرضاءها.	0
15 - منذ تقديم تقريري المؤرخ 2 كانون الثاني/يناير 2008 إلى مجلس الأمن (S/2008/1)، أزالت عملية الأمم المتحدة في كوت ديفوار جميع مراكز المراقبة البالغ عددها 17 مركزا، باستثناء مركزين من مراكز المراقبة التي أنشأتها على طول الخط الأخضر، وذلك تمشيا مع أحكام اتفاق واغادوغو.	1
وفي أواخر أيلول/سبتمبر، أكملت البعثة تجديد سجن عريبا، مما حسن ظروف احتجاز النزلاء وأمن السجن على حد سواء.	1
وفي الحالات التي تتوافر فيها هذه الإثباتات، وتحدد الضحية هوية الجاني (الجانيين) فيها، أوصي بالملاحقة القضائية في الحالات وأحيلت إلى مكتب المدعي العام للمقاطعة.	1
ووفقا لمصادر رسمية أردنية، صنع تنظيم القاعدة هذه السترات المتفجرة في العراق، مستخدما متفجرات وقنابل يدوية مأخوذة من مخزونات الجيش العراقي السابق ومهربة إلى الأردن.	0
ويكرر المجلس التأكيد على أن وضع برنامج شامل لبناء السلام مع التركيز بوجه خاص على نزع السلاح والتسريح وإعادة التأهيل وإعادة الإدماج سيكون مهما لما بعد انتهاء الصراع في الصومال على النحو المنصوص عليه في بيان رئيسه المؤرخ 28 آذار/مارس 2002 (S/PRST/2002/8).	0
وفي معظم الحالات، نجحت السفن - من خلال اليقظة والوعي بالحالة والاستجابة الحازمة وفقا لأفضل الممارسات الإدارية للحماية من القرصنة القائمة في الصومال - في منع المهاجمين من الصعود على متن السفن.	1
197- وسنت معظم دول المنطقة دون الإقليمية قوانين تنظم استيراد وتصدير الأسلحة.	1
وفي حين أن عدد معسكرات الاعتقال السياسي والنزلاء قد انخفض بسبب الوفيات وبعض حالات الإفراج، فإن التقديرات تشير إلى أن ما بين 000 80 و 000 120 سجين سياسي محتجزون حاليا في أربعة معسكرات كبيرة من معسكرات الاعتقال السياسي.	0
بيد أنه يمكن تحسين نظام العدالة الجنائية في خمس دول على الأقل من أجل تقديم الإرهابيين إلى العدالة بمزيد من الفعالية.	0
54 - واقترحت الدول ”المتشابهة في الرأي“ أن تغير اللجنة إجراءاتها المتعلقة باتخاذ القرارات للسماح لأغلبية الأصوات، بدلا من العمل بتوافق الآراء، عند النظر في شطب قيد من القائمة بعد فترة استعراض، تقترح اللجنة تخفيضه إلى سنتين.	0
وفي 2 أيار/مايو، قدم وكيل الأمين العام للشؤون القانونية والمستشار القانوني، نيكولاس ميشيل، إحاطة إلى المجلس عن رحلته الأخيرة إلى لبنان، وحث الأعضاء على الاستجابة للحاجة إلى سد الفجوة والمساعدة في بدء نفاذ المحكمة الخاصة للبنان.	0
وإذ لا يزال يساوره بالغ القلق إزاء التهديد الذي يشكله الإرهاب وخطر حيازة الجهات الفاعلة من غير الدول للأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها أو استحداثها أو الاتجار بها أو استعمالها،	0
ويوفر أمر التوقيف الأوروبي الصادر عن الاتحاد الأوروبي بديلا فعالا للتسليم التقليدي، يتيح الاتصال المباشر وتمكين السلطات القضائية.	1
ومع ذلك، لا تزال هناك شواغل فيما يتعلق بـ 2.3 مليون شخص ما زالوا في حالة أزمة.	0
28 - وواصلت المنظمة الدولية للهجرة تقديم الدعم لتطوير دائرة الهجرة التابعة للشرطة الوطنية من خلال برنامج واسع النطاق لبناء القدرات، من خلال تقديم الدعم القانوني التقني لتنقيح قانون الهجرة واللجوء، والمساعدة في تركيب نظام معلومات لإدارة الحدود.	1
وأشارت هذه الدولة إلى أنها تستخدم وسائط الإعلام والبرامج الموجهة لتعزيز التسامح والحوار بين جميع الأديان والقوميات العرقية، وأن العديد من الدول المكونة لها أنشأت لجاناً أو مجموعات مشتركة بين الأديان تضم مختلف الزعماء الدينيين لتعزيز التفاهم والتسامح.	1
