en_es_TRANSFORMERS	VerCoop
Por lo tanto, insta al Consejo a que pase de un enfoque "basado en la demanda" a un esfuerzo "más activo" para aumentar el interés de los no miembros por su trabajo.	1
Durante más de 54 horas se celebraron debates exhaustivos y difíciles sobre la cuestión del equipo de determinación de los hechos en el campamento de refugiados de Yenín.	1
Exhortando a los Estados a que colaboren urgentemente para prevenir y reprimir los actos de terrorismo nuclear, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes, y mediante medidas apropiadas para reforzar el marco jurídico existente con miras a asegurar que los autores de delitos de terrorismo nuclear rindan cuentas efectivamente,	1
Esto limitaba la eficacia de la iniciativa en el suministro de justicia integral a las víctimas.	0
Cada vez más, los Estados de la subregión participan en proyectos y programas regionales (que alientan a solicitar, reunir e intercambiar información e inteligencia) como medio de aumentar la capacidad para hacer frente a las amenazas del terrorismo y la delincuencia organizada relacionadas con las fronteras.	0
Al concluir la labor de todos los grupos de comisionados de la Comisión de Indemnización en junio de 2005, se determinó que 1,55 millones de reclamaciones (de un total de 2,69 millones) habían tenido éxito.	1
En la 4679a sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2002, en la continuación del examen del tema titulado "Protección de los civiles en los conflictos armados", en su 4660a sesión, celebrada el 10 de diciembre de 2002, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	1
El Equipo de Vigilancia recomienda que el Comité elabore normas mínimas de identificación de entradas y facilite sus procedimientos para retirar entradas cuando haya pruebas suficientes para considerarlas muertas o muertas.	1
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, adjunto a la presente un informe sobre el examen por el Comité de un examen amplio del estado de la aplicación de la resolución 1540 (2004) (véase el anexo).	1
La Comisión recomienda además que de las personas que recibieron las armas de las F-FDTL los días 24 y 25 de mayo, sólo se enjuicie a quienes las utilizaron en actividades delictivas posteriores.	0
Citando un ejemplo, se informó a la Comisión de que, durante un ataque contra Kutum en Darfur septentrional el 1o de agosto de 2003, los rebeldes atacaron el tribunal penal y las casas de los jueces, saqueando su contenido.	0
5. Decide que los Estados Miembros, de conformidad con las normas internacionales de derechos humanos, el derecho internacional de los refugiados y el derecho internacional humanitario, impidan y repriman el reclutamiento, la organización, el transporte o el equipamiento de personas que viajen a un Estado que no sea el de su residencia o nacionalidad con el fin de perpetrar, planificar o preparar actos terroristas o participar en ellos, o de proporcionar o recibir adiestramiento terrorista, y de financiar sus viajes y sus actividades;	1
Además, muchas instituciones financieras se quejan de que se les ha proporcionado poca o ninguna información sobre qué buscar como posibles indicadores de las transacciones de financiación del terrorismo.	0
También ha llegado el momento de que Belgrado abandone su posición negativa con respecto a la participación de los serbios de Kosovo.	1
Además, los participantes acordaron intensificar la presión para desarmar a las milicias que operan en la parte oriental de la República Democrática del Congo y negociar tratados bilaterales de extradición relativos a los restantes dirigentes de las milicias.	1
Es probable que el debate político se intensifique, ya que varios problemas relacionados con las elecciones ya se plantean en los tribunales.	0
Por lo tanto, a juicio de la Comisión, esto puede equivaler a crímenes de lesa humanidad.	0
Enfoque propuesto para sensibilizar al marco de análisis de conflictos respecto de las cuestiones de género, incluida la elaboración de indicadores apropiados para las cuestiones de género y variables relacionadas con los conflictos.	1
Los informes indican que la intensidad de los ataques y las atrocidades cometidas en cualquier aldea han extendido tanto el temor que las poblaciones de las aldeas circundantes que escaparon de esos ataques también huyeron a zonas de relativa seguridad.	0
La Operación también colaborará con el Facilitador para alentar a las partes a que convengan en un arreglo eficaz para el control de las armas almacenadas, de conformidad con la función de supervisión confiada a la ONUCI y a la fuerza Licorne en virtud del Acuerdo de Uagadugú.	1
El Consejo de Seguridad alienta a los Estados miembros a que sigan cooperando entre sí en la lucha contra la piratería y el robo a mano armada en el mar frente a las costas de Somalia, subraya la responsabilidad primordial de las autoridades somalíes en la lucha contra la piratería y el robo a mano armada en el mar frente a las costas de Somalia, y pide a las autoridades somalíes que, con la asistencia del Secretario General y de las entidades pertinentes de las Naciones Unidas, aprueben sin más demora un conjunto completo de leyes contra la piratería y declaren una zona económica exclusiva de conformidad con la Convención de las Naciones Unidas sobre el Derecho del Mar.	1
Además, el Consejo reafirma su llamamiento en favor de una mayor incorporación de la perspectiva de género en todas las operaciones de mantenimiento de la paz, y acoge con beneplácito las políticas de las operaciones de mantenimiento de la paz de las Naciones Unidas para promover y proteger los derechos de la mujer y tener en cuenta una perspectiva de género como se establece en la resolución 1325 (2000).	1
248. Muchos de los ataques terrestres y aéreos contra aldeas causaron la muerte indiscriminada de civiles.	0
El 25 de mayo, el Presidente del Comité establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes, Embajador Heraldo Muñoz de Chile, presentó al Consejo el primer informe oral de 120 días de duración, de conformidad con lo dispuesto en el párrafo 12 de la resolución 1526 (2004), sobre la labor del Comité y su Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones.	1
Dado que Al-Qaida y sus asociados utilizarán todos los tipos de explosivos disponibles para realizar ataques, el Equipo recomienda que el Comité aliente a los Estados Miembros a que apliquen el término "armas y material conexo de todo tipo" con arreglo al embargo de armas de Al-Qaida a todo tipo de explosivos, ya sean militares, civiles o explosivos improvisados, pero también a las materias primas y los componentes que puedan utilizarse para fabricar artefactos explosivos improvisados o armas no convencionales, incluidos, entre otros, los componentes químicos, el cordón detonante, los fertilizantes y los venenos.	0
Además, es necesario seguir investigando para demostrar que esos programas producen resultados auténticos y positivos en cuanto a la probabilidad de que esas personas cometan nuevos actos de terrorismo o inciten a otros a cometerlos.	0
Sin embargo, persisten las preocupaciones en relación con los 2,3 millones de personas que siguen en crisis.	0
También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos, por lo que en el debate también se abordarán las funciones de liderazgo de las mujeres en entornos distintos de los campamentos en los que tanto los desplazados internos como los refugiados y la prestación de servicios plantean problemas adicionales.	1
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
Ambos enfoques serán esenciales para hacer frente al desafío del terrorismo.	1
A menos que se aborden las diferencias dentro de las instituciones federales de transición, el actual estancamiento político podría convertirse en divisiones más profundas y socavar las propias instituciones que tanto desea el pueblo de Somalia y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.	0
En cuarto lugar, plantea amenazas directas a la seguridad del personal de las misiones.	0
32. Pide al Secretario General que en sus informes al Consejo sobre las situaciones específicas de cada país incluya información más amplia y detallada sobre la protección de los civiles en los conflictos armados, incluidos los incidentes relacionados con la protección y las medidas adoptadas por las partes en los conflictos armados para cumplir sus obligaciones de respetar y proteger a la población civil, incluida información específica sobre las necesidades de protección de los refugiados, los desplazados internos, las mujeres, los niños y otros grupos vulnerables;	0
El Consejo autorizó el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 efectivos militares, incluidos 200 observadores y 125 oficiales de Estado Mayor, hasta 120 agentes de policía civil y el personal civil apropiado.A partir del 1° de junio de 2004, por un período inicial de seis meses, la ONUB estaría integrada inicialmente por las fuerzas de la Misión Africana en Burundi.	0
El elemento subjetivo, o mens rea, reside en el accesorio que tiene conocimiento de que sus acciones ayudan al autor en la comisión del delito.	0
El Sr. Sidikou destacó que, incluso si Al-Shabaab había sufrido reveses militares, el grupo seguía conservando un número apreciable de sus combatientes y equipo, principalmente en las zonas rurales, y consideró que probablemente se había diseñado para mantener una lucha asimétrica prolongada.	0
:: Aplicar una estrategia de comunicaciones más proactiva con miras a mejorar la comprensión del papel del Comité y de la Dirección Ejecutiva en la lucha contra el terrorismo.	1
Como se informó anteriormente, se espera que la destrucción de los 12 FPC se complete a finales de junio de 2015, con la posibilidad de un ligero retraso.	0
En su 44a sesión oficial, celebrada el 1 de mayo de 2014, el Grupo de Trabajo examinó el informe del Secretario General sobre los niños y los conflictos armados en Malí (S/2014/267), que abarcaba el período comprendido entre enero de 2012 y diciembre de 2013.	1
La ejecución eficaz de las tareas de protección requiere la participación de una amplia gama de agentes, que requieren consultas estrechas, incluso entre el Consejo de Seguridad, la Secretaría y los países que aportan contingentes y fuerzas de policía, antes del establecimiento y durante todo el ciclo de vida de las misiones de mantenimiento de la paz.	0
Está bien establecido que el Comité debe tener en cuenta todas las mejores prácticas, códigos y normas internacionales que sean pertinentes para la aplicación de la resolución 1373 (2001), al tiempo que supervisa la aplicación por los Estados.	1
En cuanto a una mayor cooperación, propuso que se aumentara la influencia de la red de la INTERPOL, por ejemplo, mediante mecanismos regionales de intercambio de información con los funcionarios encargados de hacer cumplir la ley, así como una mayor orientación sobre la aplicación.	1
El 14 de julio se iniciaron en Argel negociaciones oficiales de paz entre el Gobierno de Malí y los grupos armados, con la facilitación de un equipo internacional de mediación integrado por las Naciones Unidas, las organizaciones regionales y los países vecinos y dirigido por Argelia, con el fin de preservar la cesación del fuego y encontrar una solución política al conflicto, salvaguardando al mismo tiempo la integridad territorial de Malí; el 24 de julio, el Gobierno de Malí y los grupos armados firmaron un acuerdo preliminar en el que se establecía una hoja de ruta para la continuación de las negociaciones.	1
También se ha seguido trabajando en la elaboración de un marco jurídico provisional, que definiría una autonomía sustancial y sentaría las bases para las elecciones centrales.	0
84. Según otro comandante de alto rango, la mayoría de los reclutas de las Fuerzas Populares de Defensa vienen " bien versados en armas de fuego y son duros y aptos", pero "necesitan entrenamiento en disciplina". Señaló que los uniformes, armas y municiones no siempre eran devueltos por los reclutas después de la desmovilización, y que a veces las armas y municiones se distribuían a través de los líderes tribales para asegurar que fueran devueltos a la desmovilización.	0
Exhorta a todas las partes interesadas a que velen por que todos los procesos de paz, los acuerdos de paz y la planificación de la recuperación y reconstrucción después de los conflictos incluyan medidas concretas para la protección de los civiles, incluido el restablecimiento del estado de derecho.	1
Por último, en el futuro debemos incorporar la participación y la indemnización de las víctimas en los trabajos de estos tribunales.	1
Estos países también se enfrentan a importantes problemas relacionados con las corrientes transfronterizas de refugiados.	0
La Unión Europea está profundamente preocupada por el actual ciclo de represalias violentas en Israel y en los territorios ocupados.	0
Si bien la OMS y la MINUSMA apoyaron el ejercicio de seguimiento del Gobierno, la OIM desplegó personal a los puntos de entrada fronterizos para reforzar la vigilancia y el rastreo de los viajeros entre Guinea y Malí, así como para sensibilizar a la población local sobre la enfermedad. En respuesta a una solicitud del Presidente Keïta, el 22 de noviembre establecí una oficina de apoyo de las Naciones Unidas para la respuesta de emergencia al ébola en Malí, que funciona en coordinación con la MINUSMA y cuenta con su apoyo. El UNICEF, en coordinación con la OMS, ha ampliado su respuesta para apoyar al Ministerio de Salud en los programas de agua, saneamiento e higiene.	0
En todos esos debates, me sentí alentado a encontrar una convergencia de opiniones: todos nos maravillamos de la manera en que Liberia ha logrado tanto desde el final de los combates en 2003, pero todos nos dimos cuenta plenamente de lo impresionantes que siguen siendo los desafíos a los que se enfrenta Liberia y de que, en última instancia, no damos nada por sentado.	0
Los miembros del Consejo, en sus observaciones, expresaron su profunda preocupación por los acontecimientos recientes, subrayaron la necesidad de establecer mecanismos de seguridad fronteriza y exhortaron a ambas partes a que adoptaran medidas para normalizar sus relaciones.	0
Todos los Estados han establecido leyes y medidas para regular y vigilar la producción, venta y transferencia de armas y explosivos, pero la información presentada no es suficiente para evaluar la eficacia de su aplicación.	1
Varios contactos se tradujeron en meros intercambios de opiniones y/o declaraciones de hecho.	0
95. La estructura y organización de los servicios de inteligencia sirios y libaneses en el Líbano en el momento de la explosión, incluidos los protocolos de presentación de informes, muestran un efecto generalizado en la vida cotidiana del Líbano.	0
El UNIFEM y el UNFPA promueven estrategias en los países que salen de un conflicto para abordar las dimensiones de género de la reconstrucción mediante evaluaciones de las necesidades y mecanismos de transición.	1
Algunos miembros del Consejo señalaron la importancia de la coordinación -- entre los comités de sanciones del Consejo, los grupos de expertos y los Estados Miembros, así como entre las entidades de las Naciones Unidas, las misiones sobre el terreno y los comandantes de las fuerzas -- para lograr la aplicación efectiva de las sanciones del Consejo.	1
El Consejo de Seguridad acoge con beneplácito la decisión de la Unión Africana de enviar una Misión de Reconocimiento para preparar el terreno para el despliegue de observadores militares en Somalia, y exhorta a los dirigentes somalíes a que cooperen con esta iniciativa.	1
La labor de las Naciones Unidas en la elaboración de estrategias regionales y nacionales de lucha contra el terrorismo proporciona un buen marco político para que los países colaboren.	0
Exhortar a todas las partes a que garanticen el acceso de las organizaciones pertinentes, según proceda, a todas las prisiones y lugares de detención.	0
Por ejemplo, Uzbekistán estableció normas para el control interno y sanciones para las entidades que no presentaban informes, y Turkmenistán y Uzbekistán introdujeron procedimientos estrictos de identificación y registro de los clientes.	0
Su intención y capacidad para planificar ataques se pusieron de manifiesto en Argelia y el Níger en 2013.	0
Habida cuenta de lo anterior, recomiendo que el mandato de la MONUSCO se prorrogue por un nuevo período de 12 meses, manteniendo la dotación de efectivos militares y unidades de policía de la Misión en los niveles autorizados actuales.	1
Realizadas en nombre del Comité por la Dirección Ejecutiva, ofrecen la oportunidad de examinar, entre otras cosas, las tendencias y los desafíos relacionados con el terrorismo, las actividades de lucha contra el terrorismo de los Estados, los puntos fuertes, los puntos débiles y las necesidades de asistencia técnica, y las buenas prácticas en la aplicación de las dos resoluciones.	1
El Comité seguirá centrándose en la supervisión y promoción de la aplicación por los Estados Miembros de la resolución 1373 (2001) y en la adopción de medidas prácticas para aumentar la capacidad de los Estados en la lucha contra el terrorismo, incluidas medidas encaminadas a facilitar la asistencia técnica.	1
El 1o de septiembre, unos 3,3 millones de habitantes de Darfur necesitaban asistencia humanitaria, y las poblaciones residentes constituían el 45% de todas las personas afectadas en Darfur, entre ellas 1,8 millones de desplazados internos.	0
231. Además, al 15 de noviembre de 2004, la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) informó de que 203.051 personas de la región de Darfur vivían en 11 campamentos y otros lugares como refugiados en el este del Chad, a lo largo de la frontera con el Sudán.	0
Las fuerzas libanesas intervinieron en algunas ocasiones para controlar las manifestaciones e impedir que los manifestantes se acercaran a la Línea Azul.	0
13. Insta a los Estados Miembros a que promuevan el conocimiento de la Lista relativa a las sanciones contra Al-Qaida lo más ampliamente posible, incluso entre los organismos nacionales competentes, el sector privado y el público en general, a fin de asegurar la aplicación efectiva de las medidas previstas en el párrafo 1; y alienta a los Estados Miembros a que insten a que sus respectivos registros de empresas, bienes y otros registros públicos y privados pertinentes examinen periódicamente sus bases de datos disponibles, incluidas, aunque no exclusivamente, las que dispongan de información jurídica o de propiedad efectiva, en relación con la Lista relativa a las sanciones contra Al-Qaida;	1
Desde su llegada a Nairobi el 27 de mayo de 2005, mi Representante Especial ha puesto de relieve a los dirigentes de la subregión y a otros la necesidad de adoptar un enfoque coordinado con respecto a los dirigentes somalíes y de instarlos a que entablen un diálogo y se abstengan de adoptar medidas militares para resolver las diferencias dentro de las instituciones federales de transición El 10 de junio se reunió en Kampala con el Presidente Yoweri Museveni de Uganda y el 29 de junio mantuvo conversaciones con el Presidente Ismail Omar Guelleh de Djibouti y el Secretario Ejecutivo de la IGAD en Djibouti.	1
La comunidad internacional debe estar ahora dispuesta a actuar con la misma determinación para proteger los intereses de los serbios de Kosovo y de otras comunidades minoritarias.	1
El Centro ha preparado una estrategia de salida para abordar la transferencia de responsabilidades, incluida la continuación de la remoción de cualquier amenaza residual, la sensibilización sobre las minas y la asistencia a las víctimas, a los departamentos competentes de la Estructura Mixta.	0
El Movimiento por la Justicia y la Igualdad señaló que el hecho de que ninguna mujer árabe hubiera sido violada y ninguna aldea árabe hubiera sido destruida era prueba de que el Gobierno se dirigía específicamente a las tribus africanas.	0
Hoy debo informar con mayor preocupación de que, a pesar de los considerables esfuerzos de la UNAMID, la situación de seguridad en Darfur no ha mejorado mucho.	0
Colombia, Chile, el Paraguay y el Perú también han promulgado leyes que otorgan a las autoridades encargadas de hacer cumplir la ley facultades especiales de investigación.	1
Un miembro de las fuerzas paralelas, vestido con una camiseta blanca y acompañado por tres agentes de policía, habría disparado contra los manifestantes que huían.	0
También subraya que Rwanda tiene el deber de utilizar su fuerte influencia para garantizar que la CCD-Goma no adopte ninguna medida de ese tipo.	0
El Consejo reitera la importancia de atender las necesidades de las mujeres en materia de consolidación de la paz y su participación en la elaboración y aplicación de estrategias posteriores a los conflictos.	1
El Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas está examinando el informe sobre los resultados del examen de los nombres de la Lista consolidada que se describen en el párrafo 25 de la resolución 1822 (2008).	1
La dotación del centro asciende actualmente a 544 Forces nouvelles y personal de defensa y seguridad nacional, de un máximo autorizado de 568 efectivos, incluidas las unidades mixtas de policía.	0
Uganda sigue preocupada por la situación humanitaria en Darfur.	0
El Consejo de Seguridad expresa su intención, al establecer o renovar el mandato de los comités de sanciones pertinentes, de examinar las disposiciones relativas a las partes que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.	1
Por ejemplo, en 2009, Bhután estableció una unidad de fuerzas especiales de élite en su departamento de policía para hacer frente al terrorismo.	0
Sobre esta base, deseo acceder a la solicitud del Pakistán y tengo la intención de establecer una Comisión de Investigación de tres miembros.	1
Este fue otro ejemplo de un ataque conjunto planificado y organizado por las fuerzas gubernamentales y los Janjaweed, durante el cual se cometieron matanzas en masa y ejecuciones sumarias.	0
El Consejo debe pedir la cesación inmediata de todas las operaciones militares en Gaza y la retirada de las fuerzas de ocupación israelíes de esa zona.	0
Los atacantes llevaban los mismos uniformes caquis que los soldados del Gobierno, y estaban armados con Kalashnikovs G-3 y granadas propulsadas por cohetes (RPG).	0
388. La Comisión también encontró casos de saqueos cometidos por los movimientos rebeldes, en particular durante los ataques contra comisarías de policía y otras instalaciones del Gobierno, donde los rebeldes saquearon armas del Gobierno.	0
405. Incluso en situaciones en que un Estado ha suspendido legalmente ciertas disposiciones del Pacto, la prohibición de la detención no reconocida, la toma de rehenes o los secuestros es absoluta.	0
Organizará reuniones con el Equipo de Vigilancia y los expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) a fin de examinar cuestiones de interés común y asegurar una coordinación adecuada en nuestra labor.	1
Se están adoptando medidas para fortalecer el papel del equipo de las Naciones Unidas en el país, incluida la contratación de un nuevo Jefe de la Oficina del Coordinador Residente y la identificación de personal adicional.	0
El Grupo de Expertos recomendó, entre otras cosas, el establecimiento de un mecanismo internacional independiente con funciones simultáneas para supervisar el proceso nacional de rendición de cuentas y llevar a cabo investigaciones independientes.	1
563. La Comisión ha reunido información fidedigna que le permite identificar a ocho altos funcionarios del Gobierno central y comandantes militares y a seis funcionarios del gobierno local o miembros de las fuerzas armadas que operan en Darfur que pueden ser sospechosos de ser responsables de no prevenir o reprimir deliberadamente la comisión de delitos, es decir, de responsabilidad superior.	0
A petición del Consejo, el Equipo de Vigilancia siguió organizando reuniones regionales con los jefes y jefes adjuntos de los servicios de inteligencia y seguridad para examinar la forma de adaptar el régimen de sanciones a los cambios en la amenaza que plantea el terrorismo relacionado con Al-Qaida.	1
Tal como se establece en la jurisprudencia pertinente, la responsabilidad por un crimen distinto del convenido en el plan común sólo se plantea si, en las circunstancias del caso, era previsible que ese crimen pudiera ser perpetrado por uno u otros miembros del grupo y el acusado asumiera voluntariamente ese riesgo.	0
Los miembros del Consejo convinieron en que había que abordar las causas profundas del conflicto y en que era necesaria una respuesta coordinada en la que participaran todos los órganos pertinentes de las Naciones Unidas.	1
El Consejo de Seguridad reafirma su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de Siria y de todos los demás Estados afectados por el conflicto sirio, así como con los propósitos y principios de la Carta de las Naciones Unidas.	1
La Dirección Ejecutiva ha adoptado un enfoque multimedia para llegar a sus destinatarios, utilizando instrumentos y canales de comunicación como el sitio web del Comité, una cuenta de Twitter y un boletín electrónico, así como los servicios de los medios de comunicación prestados por el Departamento de Información Pública.	1
Decide que [la misión] tendrá el siguiente mandato: Protección y seguridad: a) Protección de los civiles... - Revisar la estrategia amplia para la protección de los civiles y coordinar con la estrategia de las Naciones Unidas para la protección de los civiles en coordinación con el equipo de las Naciones Unidas en el país, tener en cuenta las nuevas realidades sobre el terreno y las necesidades específicas de los grupos vulnerables, e incluir medidas para prevenir la violencia basada en el género de conformidad con la resolución 1960 (2010) y la resolución 1882 (2009). - Colaborar estrechamente con los organismos humanitarios, en particular en relación con las zonas de tensión y el regreso de las personas desplazadas, reunir información sobre posibles amenazas contra la población civil e identificarlas, así como información fidedigna sobre las violaciones del derecho internacional humanitario y de los derechos humanos, señalarlas a la atención de las autoridades de Côte d'Ivoire, según proceda, y adoptar las medidas apropiadas de conformidad con la estrategia de protección de todo el sistema de las Naciones Unidas para armonizarlas con la estrategia de protección de [la misión].	1
Ø Instar a los órganos regionales y/o subregionales pertinentes a que elaboren y apliquen políticas, actividades y actividades de promoción en beneficio de las mujeres y las niñas afectadas por los conflictos armados.	1
El continuo flujo de combatientes no sirios hacia Jabhat-al-Nusrah es motivo de preocupación, y uno que comparten diversas autoridades nacionales que han estado rastreando este problema.	0
89. Hay casos de desapariciones en todos los lados del conflicto, pero no se conocen las cifras.	0
i) Ataques de las fuerzas armadas del Gobierno y los Janjaweed 241 sobre la base de su análisis de otras fuentes y de su propia labor de investigación, la Comisión determinó que los ataques contra aldeas de Darfur perpetrados por las fuerzas armadas del Gobierno del Sudán y los Janjaweed se produjeron durante todo el conflicto, con picos de intensidad durante ciertos períodos.	0
El 30 de agosto, el Consejo emitió un comunicado de prensa sobre la piratería y el robo a mano armada marítimo en el Golfo de Guinea.	0
Subrayar la necesidad de excluir o rechazar toda forma de amnistía por genocidio, crímenes de lesa humanidad, crímenes de guerra u otras violaciones graves de los derechos humanos en los procesos de solución de conflictos, y de aprobarla, y velar por que ninguna de esas amnistías que se hayan concedido anteriormente impida el enjuiciamiento ante un tribunal creado o asistido por las Naciones Unidas.	1
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluidos los derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto la importante función que desempeñan las Naciones Unidas en la dirección y coordinación de esa labor,	1
31. Las denuncias relativas a la presencia de manifestantes armados y elementos de grupos rebeldes dispuestos a atacar a las fuerzas de seguridad o a derrocar al Presidente no pudieron verificarse de manera independiente, ya que la Comisión no recibió pruebas fidedignas ni concluyentes a tal efecto.	0
Con ese fin, recuerdo que los dirigentes libaneses volvieron a convocar el Diálogo Nacional después de los acontecimientos de mayo de 2008, cuyo mandato principal era elaborar una estrategia de defensa nacional que abordara la cuestión crítica de las armas fuera del control del Estado.	1
Exhorta a todas las partes interesadas a que velen por que la protección, los derechos y el bienestar de los niños afectados por los conflictos armados se integren específicamente en todos los procesos de paz, acuerdos de paz y planes y programas de recuperación y reconstrucción después de los conflictos.	1
Condenando también en los términos más enérgicos la incitación a la comisión de actos de terrorismo y repudiando los intentos de justificar o glorificar actos de terrorismo que puedan incitar a la comisión de nuevos actos de terrorismo,	0
En la carta se señalaba que el Comité estaba examinando las recomendaciones que figuraban en el informe con miras a mejorar las sanciones establecidas y su aplicación.	1
La razón de ello es que el régimen de sanciones del Consejo de Seguridad, que sigue siendo el único vehículo para la acción verdaderamente mundial contra las amenazas gemelas de Al-Qaida y los talibanes, sigue padeciendo dos deficiencias principales: las limitaciones de la Lista consolidada y la falta de participación de los Estados Miembros.	0
El apoyo debe estar condicionado a los progresos realizados por las autoridades congoleñas hacia el establecimiento de una cadena de suministro en funcionamiento en las FARDC, lo que debe ir acompañado de esfuerzos para mejorar la rendición de cuentas de las FARDC y su respeto de los derechos humanos.	1
El Consejo de Seguridad observa que este año se cumple el decimoquinto aniversario del examen progresivo por el Consejo de Seguridad de la protección de los civiles en los conflictos armados como cuestión temática y reconoce la necesidad permanente de que el Consejo de Seguridad y los Estados Miembros sigan fortaleciendo la protección de los civiles en los conflictos armados.	1
El Consejo de Seguridad invita a todos los Estados, a la Organización Marítima Internacional, a la Organización Internacional del Trabajo y a otras organizaciones y organismos internacionales pertinentes a que adopten o recomienden, según proceda, medidas para prevenir los secuestros, medidas para proteger el interés y el bienestar de los marinos que son víctimas de piratas, tanto durante su cautiverio mediante la prestación de asistencia médica y humanitaria de otra índole, como después de su puesta en libertad, incluida su atención posterior al incidente y su reintegración en la sociedad, y a este respecto toma nota de las propuestas de un programa de apoyo a los rehenes elaboradas por las Naciones Unidas - UNPOS y la UNODC.	0
9. Pide al Secretario General que tome las disposiciones necesarias para apoyar la labor del mecanismo de vigilancia, como gasto de la Organización y por conducto de un Fondo Fiduciario de las Naciones Unidas establecido con ese fin, afirma que este Fondo Fiduciario será establecido por el Secretario General, alienta a los Estados a que contribuyan al Fondo y a que, por conducto del Secretario General, aporten personal, equipo y servicios al mecanismo de vigilancia; y pide además al Secretario General que mantenga informado periódicamente al Comité establecido en virtud de la resolución 1267 (1999) acerca de los arreglos financieros en apoyo del mecanismo;	1
El Consejo de Seguridad reitera su firme apoyo a la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288), de 8 de septiembre de 2006, y a la institucionalización del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, de conformidad con la resolución 64/235 de la Asamblea General, a fin de asegurar la coordinación y coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas, y la plena participación, en el marco de sus mandatos, de los órganos subsidiarios pertinentes del Consejo de Seguridad en la labor del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y sus grupos de trabajo, y acoge con beneplácito la aprobación por la Asamblea General de la resolución 64/297.	1
Los otros dos Estados introdujeron leyes contra el terrorismo hace más de cinco años, pero no informaron de investigaciones ni enjuiciamientos conexos.	0
Sin embargo, algunos dirigentes de Mogadishu acusaron al Presidente de ir a territorio etíope para adquirir armas y tropas para sus futuras actividades en Somalia.	0
El Consejo de Seguridad subraya la necesidad de llevar ante la justicia a los autores, organizadores, financiadores y patrocinadores de este censurable acto de terrorismo, e insta a todos los Estados a que, de conformidad con las obligaciones que les incumben en virtud del derecho internacional y la resolución 1373 (2001) y con arreglo a la resolución 1624 (2005), cooperen activamente con las autoridades argelinas a este respecto.	1
En la 6897a sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2012, en relación con el examen por el Consejo del tema titulado "Consolidación de la paz después de los conflictos", el Presidente del Consejo formuló la siguiente declaración en nombre del Consejo:	1
La Comisión recomienda también que se realicen nuevas investigaciones para determinar si Leandro Issac participó culpablemente en los delitos cometidos.	1
Cuatro Estados cuentan con sistemas jurídicos eficaces para garantizar la asistencia judicial recíproca y la extradición, pero ningún Estado dispone de mecanismos adecuados para intercambiar información de manera rápida y eficaz con sus homólogos internacionales.	0
i) Apoyar, incluso mediante sus esfuerzos de mediación política, la conclusión de las actividades de desarme, desmovilización y reintegración de los grupos armados [nacionales] o su integración efectiva en el ejército, que seguirían estando sujetas a una formación y un equipo adecuados previos;	0
Además, el Comité establecerá un calendario de reuniones que se esfuerce por alcanzar sus objetivos de manera eficiente y rápida.	1
En lo que respecta al desarme, la ONUCI seguirá apoyando la aplicación acelerada del acantonamiento de las fuerzas, de conformidad con el tercer acuerdo suplementario.	0
Australia, Dinamarca, los Estados Unidos, Francia, Noruega, Nueva Zelandia, los Países Bajos y el Reino Unido tienen departamentos, dependencias o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo de lucha contra el terrorismo.	0
La situación humanitaria en Somalia sigue siendo motivo de gran preocupación.	0
También he tomado nota del reciente aumento de la presencia y la participación de las Fuerzas Armadas Libanesas en zonas donde hay grupos palestinos armados.	0
