en_es_DEEP	MatConf
En Darfur Meridional, uno de los enfrentamientos más devastadores se produjo el 19 de septiembre, cuando el SLM/A atacó posiciones de las Fuerzas Armadas Sudanesas en la aldea de Shaeria y sus alrededores.	1
2. Esta reunión se celebró en cumplimiento de la decisión de los dos Jefes de Estado, el Presidente de la República Argelina Democrática y Popular, Su Excelencia el Sr. Abdelaziz Bouteflika, y el Presidente de la República de Malí, Su Excelencia el Sr. Ibrahim Boubacar Keita, de establecer este mecanismo como herramienta estratégica para el seguimiento y la aplicación de todas las medidas que las partes consideren adecuadas para promover una solución pacífica y duradera de los problemas del norte de Malí.	0
17. Las reuniones cuatripartitas semanales permitieron a las dos partes, junto con la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, examinar periódicamente cuestiones relacionadas con la seguridad en la zona de conflicto.	0
Empresa criminal conjunta para la comisión de crímenes internacionales	1
2. Recuerda a este respecto que los periodistas, los profesionales de los medios de comunicación y el personal asociado que realicen misiones profesionales peligrosas en zonas de conflicto armado serán considerados civiles y serán respetados y protegidos como tales, siempre que no realicen ninguna acción que afecte negativamente a su condición de civiles . Esto se entiende sin perjuicio del derecho de los corresponsales de guerra acreditados ante las fuerzas armadas al estatuto de prisioneros de guerra previsto en el artículo 4.A.4 del Tercer Convenio de Ginebra;	0
El Equipo tiene conocimiento de 15 demandas presentadas en cinco Estados miembros, así como ante el Tribunal de Justicia Europeo, impugnando la implementación por parte de los Estados miembros de algún aspecto de las sanciones.	0
La Sra. Tagliavini afirmó que gran parte de los combates habían cesado desde la firma de los documentos de Minsk, pero que seguían produciéndose combates en algunos lugares estratégicos, incluidas las afueras de la ciudad, en el puerto de Mariupol, en el Mar Negro, y alrededor del aeropuerto de Donetsk. sin tener en cuenta el alto el fuego y los acuerdos de Minsk.	1
Al 1º de octubre de 2005, los efectivos de la UNOMIG ascendían a 121 observadores militares y 12 agentes de policía (véase el anexo).	1
"El Consejo de Seguridad subraya la necesidad constante de adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados Miembros a este respecto, incluida la aplicación efectiva de esas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional.	0
27. Preocupados por la situación imperante en el sur de Libia, los Jefes de Estado y de Gobierno subrayan la necesidad de resolver la situación para mantener la estabilidad en el Sahel.	0
122. Las pruebas establecen que hombres armados bajo el mando de Abilio Mesquita iniciaron el ataque a la residencia del General de Brigada Ruak el 24 de mayo, como se describe en los párrafos 69 y 70 supra.	1
III. Antecedentes 17. En los últimos meses se han publicado varios informes y recomendaciones influyentes relacionados con las sanciones contra el terrorismo, entre ellos el discurso del Secretario General con ocasión del aniversario de los ataques terroristas del 11 de marzo de 2004 en Madrid y su informe posterior, "Un concepto más amplio de la libertad: desarrollo, seguridad y derechos humanos para todos" (A/59/2005 y Add.1 a 3).	0
Tenemos una confianza razonable en que estos grupos no podrán socavar el proceso electoral a nivel nacional.	0
269. La Comisión ha tenido acceso a un gran número de informes de diversas fuentes que documentan matanzas generalizadas de civiles en todo Darfur, desde principios de 2003 hasta el momento de la publicación de este informe.	1
"El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.	0
(i) con respecto a las restricciones de viaje, cuando el Comité determine que dicho viaje está justificado por motivos de necesidad humanitaria, incluida la obligación religiosa, o cuando el Comité concluya que una exención promovería de otro modo los objetivos de esta resolución;	1
La modificación de la Ley nº 61/1996 (Ley nº 284/2004, de 8 de abril de 2004, en vigor a partir del 1 de septiembre de 2004 - nueva Ley contra el blanqueo de capitales) prevé que la UAF podrá intercambiar información con autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad.	0
Las operaciones de paz de las Naciones Unidas han ajustado su postura en consecuencia y muestran una tendencia cada vez mayor a "refugiarse y refugiarse", lo que limita la capacidad tanto del personal uniformado como del personal civil para interactuar con la población local, ganarse corazones y mentes, mediar en disputas locales y recopilar información: trabajo fundamental para la implementación de acuerdos de paz y el esfuerzo por resolver conflictos.	0
a) El ejército maoísta reclutó a un número considerable de niños justo antes de la firma del Acuerdo General de Paz.	1
:: Aumentar la cooperación y la coordinación con el Comité contra el Terrorismo y su Dirección Ejecutiva, el Comité establecido en virtud de la resolución 1540 (2004) y todos los organismos u organizaciones internacionales que hayan acumulado experiencia y conocimientos especializados en la lucha contra el terrorismo.	0
Durante el mes de febrero, se denunciaron más de 20 robos a mano armada en las carreteras a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se registraron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Costa de Marfil fue asesinado en Duékoué por bandidos armados no identificados.	1
No es necesario, pero puede ser relevante, demostrar que el ataque es el resultado de la existencia de una política o plan.	1
[D]estaca la necesidad de implementar el Programa de Acción de las Naciones Unidas para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras en todos sus aspectos y el instrumento internacional que permita a los Estados identificar y rastrear, de manera oportuna, armas pequeñas y ligeras ilícitas, a fin de lograr avances reales en la prevención, la lucha y la erradicación del tráfico ilícito de armas pequeñas y ligeras.	0
Dos vehículos fueron quemados. Las oficinas de la planta baja fueron saqueadas.	1
Exhorta a los Estados que aún no lo hayan hecho a que consideren la posibilidad de ratificar los principales instrumentos del derecho internacional humanitario, de los derechos humanos y del derecho de los refugiados, y a que adopten medidas legislativas, judiciales y administrativas apropiadas para aplicar esos instrumentos a nivel nacional, recurriendo a la asistencia técnica, según corresponda, de organizaciones internacionales pertinentes, incluido el Comité Internacional de la Cruz Roja y órganos de las Naciones Unidas.	0
36. En 2012, el 53% de los secuestros registrados en todo el mundo se produjeron en África y la región de Asia y el Pacífico, lo que supone un aumento respecto del 18% en 2004. En 2012, el 19% de los secuestros registrados en todo el mundo se produjeron en el Oriente Medio, lo que supone un aumento respecto del 4% en 2008.	1
Un marco para abordar la amenaza de los combatientes terroristas extranjeros	0
:: Relaciones con otras partes de las Naciones Unidas, incluidos el Secretario General y su Oficina, y los demás órganos subsidiarios del Consejo de Seguridad que operan en la esfera de la lucha contra el terrorismo	0
En junio de 2005, la terminal de frutas también se utilizó para la descarga de 22 vehículos de tipo militar procedentes de Bielorrusia (véase el estudio de caso 2).	1
Se necesitaría un batallón y medios de apoyo del cuartel general para proteger el aeropuerto de Kalemie; proporcionar un entorno seguro para el proceso electoral; vigilar el embargo de armas en el aeropuerto y los puertos del lago Tanganica-Moba; impedir el movimiento de elementos armados de Kivu del Sur a Katanga; vigilar a los Mayi-Mayi en el norte y el centro de Katanga y alentarlos a unirse al proceso de integración o desarme, desmovilización y reintegración; y proporcionar capacidad de extracción para el personal de la MONUC y demás personal de las Naciones Unidas ubicado en el norte de Katanga y los Kasais.	1
A través de un enfoque amplio que abarque a toda la sociedad, los esfuerzos encaminados a contrarrestar el extremismo violento son fundamentales para frenar el reclutamiento y abordar las necesidades de los combatientes terroristas extranjeros que regresan (para garantizar que no se radicalicen hacia la violencia en su país de origen o en terceros países).	0
28. La Organización Internacional para las Migraciones siguió apoyando el desarrollo del servicio de migración de la policía nacional mediante un amplio programa de creación de capacidad, proporcionando apoyo técnico jurídico para las revisiones de las leyes de inmigración y asilo y ayudando en la instalación de un servicio fronterizo. sistema de Información de Gestión.	0
Con excepción de San Pedro y Abiyán, los puertos y la costa carecían de infraestructura para importar cantidades significativas de armas y equipo militar.	0
Al 13 de octubre de 2014, 37 marinos seguían siendo rehenes de piratas somalíes.	1
Después del ataque, toda la población de la zona se dirigió a Kailek.	1
Esta iniciativa, abierta a todos los Estados miembros, tiene como objetivo promover reducciones mensurables de la violencia armada en todo el mundo, así como mejoras tangibles en la seguridad humana para 2015.	0
El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era terrible y estaba provocando muertes y desplazamientos en escala masiva.	1
75. El conflicto de Darfur enfrenta al Gobierno del Sudán contra al menos dos grupos armados organizados de rebeldes, a saber, el Movimiento/Ejército de Liberación del Sudán y el Movimiento Justicia e Igualdad.	1
El Representante Especial Kobler informó al Consejo sobre varios ataques perpetrados por las Fuerzas Democráticas Aliadas que tuvieron lugar entre el 5 y el 18 de octubre, que causaron la muerte de más de 40 civiles y cientos de desplazados internos cerca de la ciudad de Beni, en la parte oriental de la República Democrática. República del Congo.	1
69. El Sr. Soro dijo a la misión que les sorprendía que la comunidad internacional no hubiera previsto el inminente conflicto en Côte d'Ivoire, que había sido evidente desde la muerte del Presidente Félix Houphouët-Boigny.	0
26. Las FN, en menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para beneficio personal. El cacao importado de contrabando a Ghana y Togo transita por el norte y las unidades de las FN cobran derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, que se analizan más adelante, la producción de madera, oro, caña de azúcar y café contribuye a la economía del FN, de la que se benefician sus recursos militares.	1
Como se informó anteriormente, se espera que la destrucción de las 12 IPAQ concluya a finales de junio de 2015, con la posibilidad de un ligero retraso.	1
Al concluir esta cuarta ronda de conversaciones, las partes reiteraron su compromiso de continuar las negociaciones en Manhasset en una fecha que se determinará de común acuerdo.	0
Esto incluyó sesiones de orientación a su llegada para todo el personal civil y de policía de la UNMIT.	0
De hecho, en el derecho penal internacional la noción de empresa criminal conjunta adquiere mayor importancia que en la mayoría de los sistemas jurídicos nacionales, ya que la mayoría de los crímenes internacionales (crímenes contra la humanidad, genocidio y la mayoría de los crímenes de guerra) son delitos cuyo resultado penal final sólo puede lograrse mediante la participación de muchas personas.	1
El papel de la industria y el sector privado es crucial en la implementación de marcos regulatorios basados ​​en la resolución 1540 (2004). Sólo mediante la cooperación del sector privado con la industria se podrá abordar eficazmente el riesgo de proliferación de armas de destrucción en masa a manos de agentes no estatales.	0
8. La Comisión iniciará sus actividades en la fecha que determinará el Secretario General, que será comunicada oficialmente al Gobierno de Pakistán.	0
o El 15 de noviembre de 2014, helicópteros del régimen lanzaron una bomba de barril sobre la mezquita de Omar ibn al-Khattab en Alepo, dañando gravemente la mezquita.	1
Como se señaló anteriormente, a estos grupos se les permitió marchar en diciembre de 2003 durante una prohibición previa de manifestaciones.	1
88. A pesar de los informes sobre cruces fronterizos ilícitos, se han logrado avances notables en la lucha contra los viajes de los terroristas incluidos en las listas y sus asociados.	1
De hecho, un oficial de la UNPOL informó de la presencia de ametralladoras en el tejado del antiguo edificio de la Fuerza de Mantenimiento de la Paz de las Naciones Unidas (PKF) durante la tarde del 24 de mayo.	1
429. El Gobierno también mencionó su reconocimiento de tres casos de atentados con bombas por error y afirmó que había indemnizado a las víctimas de Habila, Umm Gozin y Tulo.	1
Recordando la aprobación de la resolución 2122 y reafirmando la intención de aumentar su atención a las cuestiones de las mujeres, la paz y la seguridad en todas las áreas temáticas de trabajo relevantes de su agenda, incluidas las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
"El Consejo de Seguridad apoya las conversaciones entre las seis partes y pide su pronta reanudación con miras a lograr la desnuclearización verificable de la península de Corea de manera pacífica y a mantener la paz y la estabilidad en la península de Corea y en el noreste de Asia.	0
Según la Red Siria por los Derechos Humanos, en noviembre el régimen sirio mató a seis activistas de los medios de comunicación, incluido uno que murió bajo tortura en un centro de detención del régimen sirio, e hirió a otros cinco.	1
A pesar de la decisión adoptada en 2006 por el Diálogo Nacional, y confirmada en reuniones posteriores del Diálogo Nacional, no se lograron avances con respecto al desmantelamiento de las bases militares del FPLP-GC y Fatah al-Intifada en el país, con sede en Damasco.	0
63. Siguen existiendo importantes preocupaciones respecto de las restricciones a la libertad de expresión.	1
31. El Estado considera que la difusión del cristianismo es una amenaza particularmente grave, ya que cuestiona ideológicamente el culto oficial a la personalidad y proporciona una plataforma para la organización y la interacción social y política fuera del ámbito del Estado.	1
Según los informes, un miembro de las fuerzas paralelas, vestido con una camiseta blanca y acompañado por tres agentes de policía, disparó contra los manifestantes que huían.	1
Destaca la importancia de desarrollar la capacidad de una policía nacional eficaz y profesional en Haití.	1
Se hundió con mal tiempo cerca de la costa somalí en julio de 2013 tras un fallo mecánico y desde entonces los piratas retuvieron a los miembros de la tripulación supervivientes en tierra.	1
En este sentido, la solicitud del Primer Ministro Soro de que la ONUCI publique informes públicos periódicos sobre los medios de comunicación de Costa de Marfil podría contribuir a frenar tendencias peligrosas en los medios que podrían incitar a la violencia relacionada con las elecciones.	0
Esas medidas se están adoptando a pesar de la posición negativa claramente expresada por el Representante Especial del Secretario General y como un desafío a las Naciones Unidas y al Consejo de Seguridad.	0
41. Además, los programas de sanciones de las Naciones Unidas no exigen que sus objetivos hayan sido condenados por un tribunal de justicia.	1
El Consejo de Seguridad expresa sus condolencias a las familias de las fuerzas de paz que murieron en combate mientras protegían a la población del este de la República Democrática del Congo.	1
Esas posiciones pueden considerarse una participación indirecta para engañar a la opinión pública y un desprecio por la posición del Gobierno sirio respecto de los acontecimientos en su propio territorio. Es una incitación irresponsable a todo tipo de actos de violencia, que proporciona cobertura internacional a los actos terroristas internacionales cometidos por grupos terroristas contra Siria, sus intereses y su pueblo.	0
Reconoce la política de cooperación de los Estados vecinos, incluida [lista de Estados pertinentes] para mantener sus fronteras abiertas a los refugiados... y alienta a esos Estados a continuar con esta política y contribuir a la estabilización de la situación siempre que sea posible;	0
Las autoridades subrayaron que no hay refugiados ni campos de refugiados marfileños en Ghana.	0
La Convención sobre los Derechos del Niño exige además que los Estados partes se comprometan a proteger al niño de todas las formas de explotación y abuso sexual.	0
Subrayando que un obstáculo importante para una paz duradera en los Kivus es la presencia y las actividades de grupos armados ilegales en territorio congoleño, incluidas las Fuerzas Democráticas de Liberación de Ruanda (FDLR), como se reconoce en su resolución 1804 (2008), que representan uno de los causas principales del conflicto en la región,	1
Debido a la condena ya cumplida, los policías fueron puestos en libertad en la primera semana de marzo. El 8 de marzo de 2008, el Sr. Abdelaziz me escribió para protestar porque la liberación anticipada de los policías equivalía a "una oferta de impunidad" por parte de las autoridades marroquíes por las acciones de los policías.	1
130. El viaje puso de relieve los problemas que afrontan los países en el proceso de establecimiento de marcos jurídicos e institucionales para luchar contra el terrorismo en un clima político, social y económico inestable.	0
Además, en virtud del Pacto Internacional de Derechos Civiles y Políticos, ni siquiera en una situación de emergencia pública se puede suspender la prohibición del uso de la tortura.	1
De manera similar, se ha adoptado legislación antiterrorista que otorga a las autoridades judiciales y fiscales facultades jurídicas adecuadas para llevar a los terroristas ante la justicia.	0
Como resultado, 1.045 soldados murieron, 1.452 resultaron heridos y, junto con ellos, 692 civiles heridos.	1
Los programas de medios de vida alternativos dirigidos a las comunidades, el acceso a los mercados, la construcción de carreteras e infraestructura marítima que promuevan la pesca y el comercio mediante la asistencia para el desarrollo harán que los avances logrados mediante las iniciativas de lucha contra la piratería sean más sostenibles.	0
Un problema adicional era el hecho de que el Gobierno aparentemente no poseía suficientes recursos militares, ya que muchas de sus fuerzas todavía estaban ubicadas en el sur y las presentes en Darfur estaban ubicadas principalmente en los principales centros urbanos.	1
Reafirmando también el imperativo de combatir el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y destacando también que los Estados deben garantizar que todas las medidas que adopten para combatir el terrorismo cumplan con todas sus obligaciones en virtud del derecho internacional, y debería adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario,	0
Cinco Estados aún no son parte en el Protocolo sobre armas de fuego, pero casi todos han introducido legislación de la OEA que tipifica como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y ligeras, municiones y explosivos.	0
En consultas privadas, el Enviado Especial informó al Consejo sobre sus prioridades, consultas preliminares e ideas sobre el camino a seguir. Dijo que el comunicado de Ginebra de 30 de junio de 2014 seguía siendo válido y que había fijado los parámetros generales para una futura solución negociada.	0
Están experimentando presión contra elementos importantes de esta identidad, como su lengua, cultura y herencia religiosa, así como su supervivencia económica.	1
b) El malestar social vinculado a cuestiones de larga data de exclusión ha contribuido a un patrón constante de protestas y al surgimiento de grupos políticos y armados en las llanuras meridionales de Terai que han creado nuevos riesgos para los niños, incluidos desplazamientos, asesinatos y reclutamiento;	1
La milicia maoísta llevó a cabo una serie de funciones durante el conflicto, incluidas la movilización, la propaganda, el servicio como ejército irregular y la prestación de diferentes formas de "aplicación de la ley" en zonas bajo control del PCN-M. Cuando se disolvió la milicia maoísta, muchos miembros supuestamente se unieron a la Liga de Jóvenes Comunistas del PCN-M, una organización restablecida en diciembre de 2006.	1
Idlib o El 6 de noviembre de 2014, aviones de combate del régimen sirio atacaron la ciudad de Mouqa con un misil, matando a cinco personas, entre ellas una niña y dos mujeres, además de dañar edificios residenciales.	1
122. Se plantea una importante cuestión jurídica con respecto a las milicias antes mencionadas: ¿quién, además de los autores individuales, es penalmente responsable de los crímenes presuntamente cometidos por los Janjaweed?	1
Dos civiles mueren, cuatro personas resultan heridas por arma de fuego y dos personas sufren otras heridas graves.	1
Oyó gritar a otras niñas y pensó que a ellas también las estaban violando.	1
14. Solicita al Grupo de Expertos que siga investigando la financiación y el papel de los grupos armados, militares y políticos en los ataques contra el personal de la UNAMID en Darfur, y observa que las personas y entidades que planifican, patrocinan o participan en esos ataques constituyen una amenaza para estabilidad en Darfur y, por tanto, puede cumplir los criterios de designación previstos en el párrafo 3 c) de la resolución 1591 (2005);	0
- también se debe impedir que los terroristas recurran a otras actividades delictivas como la delincuencia organizada transnacional, las drogas ilícitas y el tráfico de drogas, el blanqueo de dinero y el tráfico ilícito de armas;	1
El 14 de abril de 2012, el Consejo de Seguridad adoptó la resolución 2042 (2012), en la que se destacó el compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la implementación urgente, integral e inmediata de todos los elementos de la propuesta; pidió a todas las partes en Siria, incluida la oposición, que cesen inmediatamente toda violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, después de consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por parte de todas las partes.	0
Más tarde me dijeron que habían matado a mi padre y a mi hermano menor. Otras cuatro personas también murieron.	1
36. En Gambia, grupos de oposición protestaron contra las autoridades estatales por la falta de rendición de cuentas por presuntos abusos de los derechos humanos. El 4 de noviembre, el ex Jefe del Estado Mayor de la Defensa, general Lang Tamba, y seis personas coacusadas presentaron un recurso de apelación ante el Tribunal Supremo contra la sentencia de muerte por conspiración y traición, dictada por el Tribunal Superior en julio de 2010 y confirmado por el Tribunal de Apelaciones en octubre de 2012.	1
Bin Laden necesita equilibrar las acciones de Zarqawi y demostrar su continuo alcance global organizando ataques espectaculares en otros lugares, lo que le permitiría recuperar el camino estratégico que estableció antes de la pérdida de su base afgana en 2001.	1
La situación en Siria es una fuente de profunda y creciente preocupación para las Naciones Unidas.	0
Cabe señalar que los dos movimientos no defendieron sus argumentos desde un punto de vista tribal, sino que hablaron en nombre de todos los habitantes de Darfur y dirigieron principalmente sus ataques contra instalaciones gubernamentales.	1
Todos los comandantes deben responder por las graves violaciones cometidas por los combatientes bajo su control.	1
Durante el conflicto, más de 2 millones de personas han muerto y 4,5 millones de personas han sido desplazadas por la fuerza de sus hogares.	1
Sin embargo, los Estados deberían penalizar los actos cometidos contra otro Estado de la misma manera.	1
Actualmente, el riesgo de deserciones es bajo, ya que el gobierno central es débil, pero la situación puede cambiar si las autoridades afganas son capaces de desarrollar capacidades y reparar su reputación de corrupción e impotencia.	0
Dependiendo de las circunstancias de cada caso, esas personas pueden ser sospechosas, según la doctrina de la empresa criminal conjunta, de haber cometido los crímenes de lesa humanidad de asesinato de civiles, confinamiento forzoso de civiles y desplazamiento forzado, y el crimen de guerra de destrucción de bienes de carácter civil.	1
177. Los tribunales y estructuras establecidos conforme a la Constitución aún se están desarrollando y el sistema sigue dependiendo en gran medida del personal internacional que desempeña funciones de línea.	0
La comisión, que estará presidida por un miembro internacional, debería estar compuesta por personas con una reputación internacional establecida, algunas especializadas en derecho (en particular, derecho internacional, daños y derecho comercial), otras en contabilidad, liquidación de pérdidas y daños ambientales.	0
Sin embargo, la situación siguió siendo precaria para muchos otros, con una escalada en la gravedad -si no en la frecuencia- de los ataques por motivos étnicos.	1
Como resultado de esta violación, la víctima quedó embarazada y luego dio a luz a un niño.	1
El ataque de septiembre de 2013 al centro comercial Westgate en Nairobi demuestra las capacidades de Al-Shabaab incluso después de haber perdido terreno en Somalia.	1
Por lo tanto, los países que aportan contingentes y policías deben garantizar, incluso mediante la autocertificación, que el personal desplegado haya recibido capacitación previa al despliegue sobre la protección de civiles.	0
El mes pasado, en una declaración del 27 de mayo de 2011, el Secretario General Ban Kimoon expresó su convicción de que "la asistencia y los bienes destinados a Gaza deben canalizarse a través de cruces legítimos y canales establecidos", dejando claro que las flotillas "tienen el potencial de escalar conflicto violento".	0
En la reunión las partes respaldaron, en principio, el enfoque del ACNUR respecto del regreso de los refugiados y desplazados internos y sus actividades previstas para los próximos dos años.	0
También sostuvo que, dada la importancia de la lucha contra el terrorismo internacional, el congelamiento cautelar y temporal de fondos, permitiendo excepciones para gastos básicos, no constituía una injerencia arbitraria, inapropiada o desproporcionada en el derecho a la propiedad.	1
Al mismo tiempo, el Consejo reconoce que el Representante Especial del Secretario General, asistido por asesores civiles, podría desempeñar un papel clave de coordinación en la prestación de asistencia humanitaria, el restablecimiento del orden público, el funcionamiento de las instituciones públicas, así como como la rehabilitación, la reconstrucción y la consolidación de la paz, que conducen al desarrollo sostenible a largo plazo.	0
Algunos de los detenidos llevaban 11 meses recluidos sin cargos, sin acceso a un abogado ni comunicación con sus familiares.	1
"El Consejo de Seguridad recuerda su resolución 1645 (2005) y reconoce el importante papel de la Comisión de Consolidación de la Paz en la promoción y apoyo de un enfoque integrado y coherente para la consolidación de la paz, incluida la promoción de una mayor coherencia y alineación de las políticas de los socios en torno a las estrategias y prioridades nacionales de consolidación de la paz. El Consejo reitera su apoyo a la labor de la Comisión y expresa su continua voluntad de hacer uso de su función de asesoramiento, promoción y movilización de recursos, incluso mediante asesoramiento específico sobre el compromiso internacional y nacional con los objetivos de consolidación de la paz a largo plazo en los países que figuran en la agenda de la Comisión. El Consejo destaca además el papel de la Comisión de Consolidación de la Paz en apoyo de una transición fluida de las misiones encomendadas en los países que figuran en su agenda, en particular mediante la movilización de apoyo internacional sostenido para satisfacer las necesidades críticas de capacidad nacional.	0
Un capo pirata somalí, Mohamed Abdi Hassan, conocido como "Afweyne", fue arrestado en octubre de 2013 en Bruselas. Otro líder pirata, Mohamed Garfanji, fue arrestado en agosto de 2014 en Mogadiscio por posesión de armas ilegales y por otros cargos relacionados con la piratería.	1
Mientras que a principios de 2003 muy pocos países de África habían ratificado al menos cuatro de los 12 instrumentos jurídicos internacionales contra el terrorismo entonces existentes, la mayoría de los países han ratificado ahora la mayoría.	1
153. La subregión ha logrado importantes avances en el cumplimiento de la resolución 1373 (2001), en particular en la lucha contra la financiación del terrorismo y en la adopción de medidas relacionadas con el control de puertos y aeropuertos.	0
La policía respondió al fuego antes de regresar a toda velocidad a la sede de la PNTL.	1
Diecisiete Estados han dicho que no se consideran amenazados y tres creen que no existe ninguna amenaza regional.	0
La actividad es parte de un diálogo continuo entre el Programa de Seguridad y Estado de Derecho de las Naciones Unidas y el Gobierno Federal de Transición sobre cuestiones relacionadas con las minas y el apoyo a los procesos que garantizarán que conozca los instrumentos jurídicos internacionales pertinentes y pueda considerar participar en ellos. .	0
5. El Consejo de Seguridad prorrogó la suspensión parcial del embargo de armas para el desarrollo de las fuerzas de seguridad del Gobierno Federal de Somalia en dos ocasiones: en la resolución 2142 (2014), por un período de seis meses, y en la resolución 2182 (2014). ), hasta el 30 de octubre de 2015.	1
Según su declaración, se encontraba en su oficina cuando fue alertado de la explosión.	1
Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas con el fin de extraerles información sobre los rebeldes, como castigo o para aterrorizar a la población.	1
Sin embargo, estos problemas generalmente se rectificaron tras la intervención de equipos de seguimiento de los medios.	0
La MPUE ha descentralizado sus funciones de enlace para mejorar la coordinación a nivel local, mientras que el trabajo preparatorio previo a la llegada de la EUFOR facilitó el proceso de transición.	0
Declaró que los campamentos de desplazados internos se utilizaban ahora como lugares desde donde lanzar ataques contra el Gobierno.	1
Señalando que no estaba claro cuántas vidas se habían perdido en los varios días de combates, afirmó que los supervisores del alto el fuego de la Autoridad Intergubernamental para el Desarrollo (IGAD) habían culpado a la oposición de iniciar el conflicto.	1
a) Mamadou Cisse (amigo del partido Rassemblement des Républicains) y el sargento de marina Tarine, supuestamente detenidos desde el 20 de septiembre de 2002;	1
Luchar contra el extremismo violento y la incitación a cometer actos terroristas	1
Subraya la importancia del acceso seguro y sin obstáculos del personal humanitario a los civiles en los conflictos armados, pide a las partes interesadas, incluidos los Estados vecinos, que cooperen plenamente con el Coordinador Humanitario de las Naciones Unidas y los organismos de las Naciones Unidas para proporcionar ese acceso, invita a los Estados y al Secretario -General que señale a su atención información sobre la denegación deliberada de dicho acceso en violación del derecho internacional, cuando dicha denegación pueda constituir una amenaza a la paz y la seguridad internacionales, y, en este sentido, expresa su voluntad de considerar dicha información y, cuando necesario, adoptar las medidas adecuadas.	0
377. La tortura y los tratos crueles están prohibidos en virtud del artículo 3 común de los Convenios de Ginebra.	0
El Equipo recuerda a los Estados que, a pesar de las sugerencias en contrario del Grupo de alto nivel sobre las amenazas, los desafíos y el cambio (A/59/565, párr. 152) y otros, el Comité ha establecido desde hace mucho tiempo criterios tanto para la inclusión como para la exclusión de nombres de la lista.	0
152. El caso descrito anteriormente ha atraído la atención, pero el Grupo observó otros ejemplos, no denunciados, de importación de vehículos para uso militar.	1
Para preservar la soberanía y la independencia de los Estados y mantener la seguridad, la paz y la estabilidad internacionales, Siria insta a las Naciones Unidas y a sus órganos encargados de la lucha contra el terrorismo y su financiación, incluido el Consejo de Seguridad y su comité subsidiario especializado, como así como al Consejo de Derechos Humanos, para negar a los terroristas y a quienes los apoyan cualquier cobertura para sus prácticas destructivas.	0
Un oficial muerto y otro gravemente herido.	1
Algunos miembros pidieron que el Consejo hiciera una mayor contribución a los esfuerzos para que las partes volvieran a negociar una solución biestatal y dijeron que los asentamientos israelíes socavaban las perspectivas de paz.	0
Los Estados deben fortalecer sus marcos jurídicos para tipificar como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y explosivos.	0
Exhorta a todos los Estados Miembros, en particular a los Estados de la región, que actúen a nivel nacional o a través de organizaciones o acuerdos regionales, a fin de garantizar la estricta aplicación del embargo de armas establecido por [disposición de la resolución pertinente], a que inspeccionar en su territorio, incluidos puertos y aeropuertos, y en alta mar, los buques y aeronaves con destino o origen en el [Estado afectado], si el Estado interesado tiene información que proporcione motivos razonables para creer que la carga contiene artículos que el suministro, la venta , cuya transferencia o exportación está prohibida por [párrafo de la resolución pertinente]..., incluido el suministro de personal mercenario armado, insta a todos los Estados del pabellón de dichos buques y aeronaves a cooperar con dichas inspecciones y autoriza a los Estados Miembros a utilizar todos los medios medidas proporcionadas a las circunstancias específicas para llevar a cabo tales inspecciones	1
Cuando son detenidos o repatriados por la fuerza, los funcionarios de la República Popular Democrática de Corea los someten sistemáticamente a persecución, tortura, detención arbitraria prolongada y, en algunos casos, violencia sexual, incluso durante registros corporales invasivos.	1
Las personas que se rindieron o regresaron a Kailek fueron confinadas en una pequeña zona abierta contra su voluntad durante un largo período de tiempo (posiblemente más de 50 días).	1
