en_es_GOOGLE	VerConf
Esperamos que, ante esta clara amenaza a la paz y la seguridad internacionales, el Consejo de Seguridad actúe sin emplear el doble rasero que ha caracterizado su actuación pasada en esta materia, para adoptar de manera urgente y decisiva el proyecto de resolución que se está presentando. por Argelia en nombre de los miembros del Grupo Árabe.	1
18. Gulbuddin Hekmatyar (QI.H.88.03) es visto principalmente como una amenaza a la paz y la seguridad del Afganistán.	1
Sin embargo, la capacidad del Estado libanés para ejercer plenamente su autoridad en todo su territorio sigue siendo limitada. Una serie de incidentes de seguridad han puesto de relieve una vez más las amenazas a la seguridad del Líbano que plantean los grupos armados fuera del control del Estado y la proliferación de armas.	1
Ordena a la Comisión que examine la financiación de las actividades de la CEDEAO con el fin de garantizar que se pongan a disposición de las instituciones recursos adecuados.	1
33. De las 203 personas asociadas a Al-Qaida que figuraban en la Lista Consolidada a finales de enero de 2006, al menos 111 (55%) han sido detenidas, condenadas o acusadas de un delito penal, la mayoría de ellas por delitos graves y/o o crímenes violentos que van desde el asesinato hasta la participación en actos terroristas como los atentados con bombas en las embajadas de África Oriental en 1998, los ataques del 11 de septiembre de 2001 en los Estados Unidos y los atentados con bombas en Bali en 2002.	0
Sin embargo, sigue existiendo la posibilidad de un colapso total de la ley y el orden, además de un colapso de la frágil economía y la desintegración de las instituciones de autogobierno palestino.	1
El Sudán también ha ratificado el Convenio 182 de la Organización Internacional del Trabajo sobre la prohibición y la acción inmediata para la eliminación de las peores formas de trabajo infantil, que prohíbe el reclutamiento forzoso u obligatorio de niños para su uso en conflictos armados.	0
El arsenal de AQMI ahora puede incluir armas antiaéreas sofisticadas provenientes de Libia, aunque es poco probable que estén operativas.	1
En Egipto, seguimos instando a una pronta y pacífica transferencia del poder a un gobierno civil.	1
38. La proliferación de armas fuera de la autoridad del Estado, combinada con la existencia continua de milicias fuertemente armadas, me preocupan mucho para la estabilidad del Líbano.	1
Colombia, Chile, Paraguay y Perú también han promulgado leyes que otorgan a sus autoridades encargadas de hacer cumplir la ley poderes especiales de investigación.	0
En particular, señalaron que la ley enmendada sobre la Comisión Electoral Independiente no preveía la representación de las Forces nouvelles en sus órganos locales y no establecía la primacía de la Comisión Electoral Independiente sobre el Instituto Nacional de Estadística en el proceso electoral. .	1
Cuba comparece nuevamente ante el Consejo de Seguridad para denunciar y condenar enérgicamente la complicidad y responsabilidad absoluta del Gobierno de Estados Unidos en la liberación de este individuo.	1
La aprobación por consenso de la resolución 57/145 de la Asamblea General (&quot;Respuesta a las amenazas y desafíos mundiales&quot;) de 16 de diciembre de 2002, iniciada por la Federación de Rusia, reafirma el reconocimiento por parte de la comunidad internacional de la necesidad de adoptar un enfoque integral de la cuestión.	0
Reiteró firmemente su condena personal del incidente, que, según dijo, estaba enviando señales muy indeseables y equivocadas antes de las elecciones de 2012, y que podría potencialmente anular y descarrilar los avances nacionales logrados en términos de cambio de imagen del país, consolidación de la paz y consolidación de la paz. que se lograron con tanto esfuerzo con la ayuda de nuestros socios para el desarrollo y la comunidad internacional.	1
Si bien están fuera del mandato de UNMISET, los recientes fallos de un tribunal de apelaciones en Indonesia, al revocar cuatro condenas del Tribunal Ad Hoc de Derechos Humanos, impactan directamente en la cuestión más amplia de lograr la rendición de cuentas.	1
El Secretario General dijo que la respuesta de las Naciones Unidas al desafío posterior al conflicto en Libia debe ser proactiva y eficaz, al mismo tiempo que debe ser sensible a las complejas necesidades y deseos del pueblo libio.	0
45. El Gobierno de Nepal debería velar por que existan medidas de protección adecuadas para los niños víctimas y testigos y para los niños acusados de crímenes en el contexto del conflicto, así como incluir la participación de los niños en cualquier actividad de justicia de transición para asegurar que sus experiencias de Se escucha el conflicto.	0
El mantenimiento por parte de Hizbullah de capacidades militares considerables y sofisticadas fuera del control del Gobierno del Líbano crea de hecho una atmósfera de intimidación y representa un desafío clave para la seguridad de los civiles libaneses y para el monopolio del Gobierno sobre el uso legítimo de la fuerza.	0
Sin embargo, parece faltar el elemento crucial de la intención genocida, al menos en lo que respecta a las autoridades del Gobierno central.	1
Esto llevó al Consejo de Seguridad a determinar, en su resolución 1556 (2004), que el conflicto en el Sudán constituía una amenaza a la paz y la seguridad internacionales y a la estabilidad en la región y a pedir al Gobierno, en virtud del capítulo VII de la Carta de la Naciones Unidas a cumplir de inmediato los compromisos asumidos en el comunicado conjunto.	1
5. Decide que los Estados Miembros, de conformidad con el derecho internacional de los derechos humanos, el derecho internacional de los refugiados y el derecho internacional humanitario, impedirán y reprimirán el reclutamiento, la organización, el transporte o el equipamiento de personas que viajen a un Estado distinto de su Estado de residencia o nacionalidad. con el fin de perpetrar, planificar, preparar o participar en actos terroristas o proporcionar o recibir entrenamiento terrorista, y la financiación de sus viajes y de sus actividades;	0
27. A pesar de las demoras, me alienta que todos los interesados hayan acordado ahora reanudar el intercambio de visitas familiares, permitiendo así que miles de personas en el Territorio y en los campamentos de la zona de Tinduf se beneficien de este programa humanitario.	0
Los programas de medios de vida alternativos dirigidos a las comunidades, el acceso a los mercados, la construcción de carreteras e infraestructura marítima que promuevan la pesca y el comercio a través de la asistencia para el desarrollo harán que los avances logrados mediante los esfuerzos contra la piratería sean más sostenibles.	0
Vehículos de Protección Civil, Bomberos y Cruz Roja se desplazaron hasta la zona y actuaron para apagar el fuego, recoger los cadáveres y trasladar a los heridos al hospital.	0
Por lo tanto, el mando y control central de las operaciones de las fuerzas armadas son imperativos.	0
El Consejo condena todas las demás violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.	1
Pero no se equivoque; Mi país está igualmente dispuesto a resistirse incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.	1
Muchos miembros del Consejo subrayaron que aún no se había logrado la plena aplicación de la resolución 2118 (2013) y que el Consejo debía seguir vigilando atentamente los esfuerzos para lograr la eliminación del programa de armas químicas de la República Árabe Siria hasta que se hubiera completado. así como la eliminación del uso de armas químicas, lo que violaba lo dispuesto en la resolución 2118 (2013).	1
Observando con preocupación la naturaleza cambiante de la amenaza que representan Al-Qaida, Usama bin Laden y los talibanes, y otras personas, grupos, empresas y entidades asociados con ellos, en particular las formas en que se promueven las ideologías terroristas,	1
117. Los actos de terrorismo e incitación son manifestaciones complejas de conducta delictiva.	0
Nos preocupa la falta de libertades políticas allí.	1
Reiteró la condena del Secretario General de cualquier uso de armas químicas por cualquier parte en el conflicto sirio y su llamado a que los perpetradores de tales actos sean llevados ante la justicia.	1
8. Las fronteras porosas y las estructuras estatales débiles en el sur de Libia han creado un entorno propicio para una mayor presencia y actividades de grupos terroristas en el Sahel.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	1
Les hacemos un llamamiento urgente para que aumenten su apoyo a las iniciativas colectivas que nuestros Estados adoptarán, en el marco del Proceso de Nuakchot, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional representan para la paz y la seguridad internacionales.	1
La República Popular Democrática de Corea rechaza categóricamente la resolución de derechos humanos contra la RPDC, fabricada sobre la base de complots, mentiras y desinformación y forzada por los Estados Unidos y otros países hostiles de manera prepotente y arbitraria.	1
b) Seguir mejorando la seguridad fronteriza en los puntos de entrada y a lo largo de las fronteras abiertas a fin de prevenir y reprimir el movimiento a través de las fronteras de cargamentos terroristas y armas/explosivos, así como moneda e instrumentos negociables al portador, y aplicar los mejores códigos y normas internacionales establecidos por organismos especializados como la OACI, la OMI y la OMA;	0
38. En su resolución 1559 (2004), el Consejo de Seguridad pidió la disolución y el desarme de todas las milicias libanesas y no libanesas.	1
Se deben detener y revertir las medidas que puedan socavar la confianza o perjudicar el resultado de las negociaciones.	1
Estas declaraciones ofensivas, descorteses, inaceptables y amenazantes del Presidente de Uganda son una violación flagrante de la Carta de las Naciones Unidas, y en particular del Artículo 2 (4), que establece claramente que &quot;Todos los Miembros se abstendrán en sus relaciones internacionales de la amenaza o uso de la fuerza contra la integridad territorial o la independencia política de cualquier Estado, o de cualquier otra forma incompatible con los Propósitos de las Naciones Unidas&quot;.	1
35. Decide, a fin de ayudar al Comité a cumplir su mandato, que el Equipo de Vigilancia 1267, establecido de conformidad con el párrafo 7 de la resolución 1526 (2004), también apoye al Comité durante un período de treinta meses, con el mandato establecido en el anexo de la presente resolución, y solicita al Secretario General que adopte todas las disposiciones necesarias a tal efecto;	0
Debo decir que el tema elegido para nuestro debate de hoy, si bien cautivador, plantea un gran desafío.	1
Ésta es la esencia de las tradiciones humanitarias de Côte d&#39;Ivoire: una sociedad con un fuerte espíritu democrático y que anhela el estado de derecho y el respeto de los derechos humanos para todos, sin discriminación por motivos de nacionalidad u origen.	0
Los miembros del Consejo también reconocen la necesidad de establecer una oficina integrada de las Naciones Unidas en la República Centroafricana, como se destacó en las conclusiones formuladas por una delegación de la Comisión de Consolidación de la Paz tras su reciente visita al país.	0
Es con mayor preocupación que debo informar nuevamente hoy que, a pesar de los considerables esfuerzos de la UNAMID, la situación de seguridad en Darfur no ha mejorado mucho.	1
Dada la jurisdicción limitada de la Unidad de Delitos Graves y el fracaso del proceso del Tribunal Ad Hoc de Indonesia, es posible que se requieran medidas correctivas adicionales para lograr justicia.	1
Posteriormente, las fuerzas armadas del gobierno confiscaron las armas de los aldeanos.	0
Sin embargo, a menudo faltan una detección y prevención eficaces en la frontera debido a la aplicación insuficiente de indicadores de riesgo y criterios de selección; la falta de intercambio de información y cooperación entre los funcionarios de aduanas, los departamentos de aplicación de la ley y de inmigración y las unidades de inteligencia financiera; y la falta de recursos humanos y materiales dedicados.	1
La Unión Europea está gravemente preocupada por el actual ciclo de violencia de represalia en Israel y los territorios ocupados.	1
Pero no creemos que la soberanía exija que el Consejo guarde silencio cuando los gobiernos masacran a su propio pueblo, amenazando la paz y la seguridad regionales en el proceso.	1
Nos preocupa gravemente que, a menos que todas las partes ejerzan una firme voluntad de reducir el terrorismo y la violencia, el proceso de paz no tenga éxito.	1
Tenemos una seria preocupación acerca de ese reglamento. Podría tener consecuencias de demasiado alcance.	1
Sin embargo, la información proporcionada por Shartai y Omdas que acompañaron a la Comisión Nacional, y las pruebas disponibles, indican que todas las partes fueron responsables, en las circunstancias del conflicto encarnizado, del incendio de las aldeas.	0
Preocupados por el abandono interminable y la angustia generalizada de las poblaciones de las regiones del norte de Malí, denominadas por algunos Azawad (término reconocido por los acuerdos de paz anteriores), a falta de una solución definitiva del conflicto cuyos efectos devastadores seguir aguantando;	1
Como se subrayó en esas exposiciones informativas, la decisión de Eritrea de restringir todos los tipos de vuelos de helicópteros de la MINUEE dentro del espacio aéreo eritreo inhibe gravemente la capacidad de la Misión para cumplir su mandato de vigilancia, como solicitaron las partes en el Acuerdo de Cesación de Hostilidades de 18 de junio de 2000. y autorizado por el Consejo de Seguridad en sus resoluciones 1312 (2000) y 1320 (2000).	1
18. La Dirección Ejecutiva trabajará estrechamente con el proveedor de software del sistema Tower Records and Information Management (TRIM) para actualizar el programa estructural para las evaluaciones preliminares de la implementación, con miras a reflejar las opiniones del Comité, las recomendaciones de los expertos de la Dirección y los Estados Miembros. Propuestas de los Estados para reorganizar la evaluación preliminar de la implementación a fin de almacenar información más detallada y completa sobre el estado de la implementación de la resolución 1373 (2001).	0
Cuatro Estados han introducido específicamente medidas para la represión del reclutamiento de terroristas.	0
Dado que Hizbullah mantiene estrechos vínculos con varios Estados de la región, en particular con la República Islámica del Irán, como lo reconoció públicamente el propio Secretario General de la milicia, insto a esos Estados a que alienten la transformación del grupo armado en un grupo exclusivamente político. parte y su desarme, de conformidad con los requisitos del Acuerdo de Taif y la resolución 1559 (2004), en aras de la paz y la estabilidad regionales.	1
&quot;El Consejo de Seguridad reafirma que los Estados miembros deben garantizar que cualquier medida adoptada para luchar contra el terrorismo cumpla con la Carta de las Naciones Unidas y todas sus demás obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho internacional de los refugiados y el derecho internacional humanitario.	0
La mayoría de la gente en la región rechaza con razón un simple retorno al status quo ante, ya que no se puede esperar que una tregua basada en un resultado tan limitado dure.	1
Sin embargo, esto está lejos de ser un ejercicio simple, sobre todo porque las agencias nacionales que tradicionalmente han trabajado en el campo de la lucha contra el terrorismo (como la policía, los servicios de inmigración y aduanas y las agencias de inteligencia) no son necesariamente las agencias responsables de las políticas dirigidas a para contrarrestar el atractivo de las ideologías extremistas y basadas en el odio.	0
Todos los Estados que presentaron informes creen que tienen protección efectiva contra personas o entidades incluidas en la lista que adquieran armas, pero sólo 38 Estados Miembros han dicho que han realizado cambios en las leyes y reglamentos existentes para incorporar las medidas de embargo de armas; 106 Estados no hicieron referencia a la Lista Consolidada al describir sus procesos regulatorios.	0
Incluso cuando existe una base jurídica para la cooperación entre Estados en cuestiones relacionadas con la lucha contra el terrorismo, lograr una cooperación práctica sigue siendo un desafío. Las razones son de naturaleza tanto técnica como política.	0
- se ha vuelto más fácil, en un mundo cada vez más globalizado, que los terroristas exploten tecnologías, comunicaciones y recursos sofisticados para sus objetivos criminales;	1
Desde un punto de vista sustantivo, las jurisdicciones nacionales han opuesto a los demandantes uno o más de los siguientes argumentos: primero, el derecho a reparación tal como se establece en el derecho internacional humanitario no es autoejecutable, y sólo los Estados de origen de las víctimas tienen derecho directo a este derecho; en segundo lugar, existe un acuerdo de paz que excluye reclamaciones individuales.	1
La comunidad internacional ha expresado claramente su enérgica condena de esas acciones a través de la Asamblea General, el Consejo de Derechos Humanos y el Grupo de Amigos de Siria, que goza de una participación amplia y amplia.	1
295. Además, dado el carácter discriminatorio por motivos políticos del asesinato sistemático y generalizado de civiles, estos actos muy bien pueden constituir un crimen de persecución como crimen de lesa humanidad.	0
La mayoría de los posibles testigos que residían fuera del Estado tenían miedo de declarar, incluso de forma confidencial, porque temían por la seguridad de sus familiares y suponían que las autoridades seguían vigilando clandestinamente su conducta.	1
También mostró cuán diferente puede ser percibida la amenaza, incluso por los vecinos.	1
Determinando que la situación en la región sigue constituyendo una amenaza a la paz y la seguridad internacionales,	1
El taller fue una oportunidad importante para explorar los medios de facilitar aún más la implementación de la resolución, incluso con respecto a la presentación de informes universales y una implementación más completa.	0
El Representante Especial destacó los importantes avances políticos, en particular en el proceso de formación del Estado, y acogió con satisfacción el proceso en curso de reconciliación y establecimiento de administraciones provisionales.	0
Como dije antes, la aplicación de dobles raseros al abordar el terrorismo y los grupos terroristas es otro asunto importante y de grave preocupación que socava gravemente la lucha colectiva de la comunidad internacional contra el terrorismo.	1
Al mismo tiempo, es imperativo que todas las partes interesadas somalíes, especialmente las Instituciones Federales de Transición, cumplan sus promesas de resolver los enormes desafíos políticos, económicos y de seguridad que enfrentan.	1
El Secretario General y su Coordinador Especial para el Líbano han emitido declaraciones condenando enérgicamente las acciones criminales de Fatah al-Islam como ataques a la estabilidad y la soberanía del Líbano.	1
&quot;El Consejo de Seguridad sigue gravemente preocupado por la amenaza del terrorismo y el riesgo de que actores no estatales adquieran, desarrollen, trafiquen o utilicen armas de destrucción masiva y sus sistemas vectores.	1
Señalaron que el hecho de que Etiopía no permitiera que se llevara a cabo la demarcación total, así como las continuas y crecientes restricciones al trabajo de la MINUEE, planteaban serias dudas sobre la viabilidad a largo plazo de la Misión.	1
En algunas zonas, hay pruebas creíbles de acoso y amenazas de volver a reclutar a niños liberados de grupos armados, y la falta de seguridad sigue obstaculizando la reintegración.	0
Subraya la necesidad de una estrategia general [nacional] de RSS que se centre en la profesionalización de las instituciones del sector de la seguridad, incluidos los órganos de supervisión, y que ayude a garantizar la coherencia y la eficiencia y a evitar duplicaciones o lagunas, alienta al mismo tiempo al Gobierno de [los países afectados] país], para participar en una nueva asociación estratégica con [la misión] en el área de RSS a fin de identificar las prioridades de cada componente del sector de seguridad y posibles nuevos enfoques para que [la misión] apoye a las autoridades [nacionales] en el área de la RSS para desarrollar la capacidad del ejército, la policía, la justicia y otras instituciones de seguridad para consolidar la autoridad del Estado [nacional], y solicita al Secretario General que informe sobre estas prioridades y enfoques en un anexo de su informe en [fecha de la informe];	0
En los distritos afectados por la violencia de las pandillas se han incrementado las operaciones militares y policiales, junto con medidas selectivas contra los líderes de las pandillas.	0
Los palestinos y los países árabes deben dar a Israel las garantías necesarias y fiables de su seguridad como Estado.	1
Ambos enfoques serán esenciales para enfrentar el desafío del terrorismo.	0
48. Para que sea eficaz, es esencial que todos los activos específicos de una persona o entidad incluida en la lista se congelen tan pronto como se haga la inclusión en la lista.	0
En diciembre de 2007 se completó, bajo la dirección de la Dependencia de Conducta y Disciplina, un programa integral obligatorio de capacitación para todo el personal de la MINURSO sobre las normas de conducta previstas, incluida la prevención de la explotación, el abuso y el acoso sexuales.	0
El desarme de las milicias es una preocupación prioritaria, especialmente en el período previo a una campaña electoral, con su potencial de violencia por motivos políticos.	1
&quot;El Consejo de Seguridad toma nota de la cooperación en curso entre la Organización Marítima Internacional, la Oficina de las Naciones Unidas contra la Droga y el Delito y la División de Asuntos Oceánicos y del Derecho del Mar con respecto a la compilación de legislación nacional sobre piratería, alienta a los países que aún no han proporcionado su legislación para hacerlo, y observa que copias de la legislación nacional recibida por la Secretaría se han colocado en el sitio web de las Naciones Unidas.	0
La adición de estos nombres demuestra una vez más la continua preocupación del Comité por la amenaza a la paz y la seguridad internacionales que plantean los talibanes.	1
Se han suministrado, o se están suministrando, sistemas de comunicaciones y vigilancia marítima costera a Kenya, Mozambique, Seychelles y la República Unida de Tanzanía para proporcionar una imagen compartida del ámbito marítimo.	0
De manera similar, en términos de destinatarios de reparaciones, era importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas.	0
Dada la amenaza grave y universal que sigue representando el terrorismo, Francia tomó la iniciativa, durante su presidencia del Consejo de Seguridad en enero, de celebrar una reunión del Consejo a nivel ministerial sobre la lucha contra el terrorismo.	1
Ha habido una serie de incidentes aislados que van desde atentados con bombas hasta supuestos entrenamientos vinculados con Al-Qaida en Sudáfrica.	0
Decide adoptar la declaración adjunta sobre el esfuerzo global para combatir el terrorismo.	0
La mayoría de los Estados han establecido en su legislación obligaciones de debida diligencia con los clientes y mecanismos de información que obligan a las entidades financieras y a determinados profesionales a identificar a sus clientes y reportar actividades sospechosas a las autoridades.	0
En consultas plenarias, los miembros del Consejo expresaron preocupación por el actual deterioro de la situación humanitaria y condenaron las violaciones del derecho internacional humanitario por parte de todas las partes en el conflicto sirio.	1
64. A pesar de las recientes mejoras en la situación de seguridad y el éxito de las operaciones de seguridad conjuntas a gran escala, es necesario hacer más para mantener la presión sobre los grupos armados ilegales.	0
40. También hago un llamado a los dirigentes de Hizbullah para que pongan fin a todos los esfuerzos por adquirir armas y desarrollar capacidades paramilitares fuera de la autoridad del Estado.	1
No podemos dejar de expresar preocupación por el empeoramiento de la situación de seguridad en regiones que anteriormente estaban relativamente tranquilas.	1
Si bien nos complace observar que se han registrado unos 10 millones de votantes afganos, nos sigue preocupando que no se haya registrado un registro suficiente en las zonas meridional y sudoriental del Afganistán, principalmente por motivos de seguridad.	1
&quot;El Consejo de Seguridad reafirma su pleno apoyo a los esfuerzos de las Naciones Unidas, en particular las actividades de la Misión Especial de las Naciones Unidas en el Afganistán (UNSMA) y las del Enviado Especial del Secretario General para el Afganistán, para facilitar el proceso político hacia los objetivos de la reconciliación nacional y una solución política duradera con la participación de todas las partes en el conflicto y todos los sectores de la sociedad afgana, y reitera su posición de que las Naciones Unidas deben seguir desempeñando su papel central e imparcial en los esfuerzos internacionales encaminados a lograr una paz pacífica. resolución del conflicto afgano.	0
La Alta Comisionada expresó su preocupación por la continuación de los abusos generalizados y la cultura de impunidad predominante en todo el país, particularmente en la zona de confianza, y la erosión del estado de derecho en el Gobierno y las zonas controladas por las Forces nouvelles.	1
También se señaló que, debido a que la CPI carece de mecanismos de aplicación, era importante que el Consejo siguiera involucrado en las situaciones que remitía a la Corte y tomara medidas para promover la cooperación de las partes relevantes con la Corte.	0
&quot;El Consejo de Seguridad acoge con satisfacción la resolución A/RES/64/289 de la Asamblea General que establece la Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres (ONU Mujeres), que estará plenamente operativa en enero de 2011.	0
En la reunión del 21 de mayo se hizo referencia específica a la cuestión de las armas, tal como se describe en el párrafo 93.	0
Si bien la Comisión consideró todos los acontecimientos relevantes para el actual conflicto en Darfur, se centró en particular en los incidentes que ocurrieron desde febrero de 2003, cuando la magnitud, intensidad y consistencia de los incidentes aumentaron notablemente, hasta mediados de enero de 2005, justo antes de que se requiriera a la Comisión. para presentar su informe. 3. Métodos de trabajo	0
:: Relaciones con otras partes de las Naciones Unidas, incluidos el Secretario General y su Oficina, y los demás órganos subsidiarios del Consejo de Seguridad que operan en la esfera de la lucha contra el terrorismo	0
Aunque no ha surgido ningún caso real desde el último informe del Equipo, persiste la preocupación de que los grupos e individuos incluidos en la lista sigan teniendo la ambición de organizar un ataque de ese tipo, además de varios informes de que todavía existe un suministro ilícito de materiales radiológicos, incluso en zonas donde Al-Qaida y los talibanes están activos.	1
Esto no afectaría la conclusión de la Comisión de que el Gobierno del Sudán no ha aplicado una política de genocidio en Darfur.	0
Destacando la obligación impuesta a todos los Estados Miembros de aplicar plenamente la resolución 1373 (2001), incluso en lo que respecta a los talibanes o Al-Qaida, y a cualquier persona, grupo, empresa o entidad asociada con Al-Qaida, Usama bin Laden o los talibanes, que han participado en la financiación, planificación, facilitación, reclutamiento, preparación, perpetración o apoyo de otro modo a actividades o actos terroristas, así como para facilitar la implementación de obligaciones antiterroristas de conformidad con las resoluciones pertinentes del Consejo de Seguridad,	1
22. De conformidad con el párrafo 11 de la resolución 1963 (2010), el Comité, con la asistencia de su Dirección Ejecutiva, celebró una reunión especial el 28 de septiembre de 2011 para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y el establecimiento de el Comité.	0
El incidente en Mitrovica septentrional demostró claramente que, a pesar del mandato del Consejo de Seguridad relativo a la reconfiguración de la UNMIK, la EULEX se está alejando cada vez más del principio de estatus neutral, lo que socava la posición de esa presencia internacional.	1
- Respecto a los dos primeros puntos: en ambos ámbitos se han logrado avances importantes desde la presentación del cuarto informe de la República Checa. La enmienda a la Ley contra el blanqueo de dinero se aprobó el 8 de abril de 2004 y entró en vigor el 1 de septiembre de 2004. Introduce, entre otras cosas, el deber de informar sobre transacciones sospechosas asociadas no sólo con el blanqueo de dinero, sino también con la financiación del terrorismo. La enmienda define más claramente las personas físicas y jurídicas que entran dentro del ámbito de aplicación de la Ley.	0
Subraya que está plenamente preparado para imponer medidas específicas contra personas... que estén determinadas a ser, entre otras cosas:...	1
Condenar y pedir el cese inmediato de las violaciones y abusos cometidos contra mujeres y niñas en situaciones de conflicto armado.	1
Además, lo que está manifiestamente claro en todo esto es el intento de Eritrea de lograr que el Consejo de Seguridad cumpla sus órdenes manteniendo como rehén al personal de la MINUEE.	1
d) Adopte un enfoque de la trata de personas centrado en las víctimas y basado en los derechos humanos, incluso proporcionando a las víctimas el derecho a permanecer en el país y acceso a protección jurídica y servicios básicos, como tratamiento médico, educación y oportunidades de empleo equivalentes. a los otorgados a sus propios ciudadanos;	0
Determinando que la situación en el Afganistán constituye una amenaza a la paz y la seguridad internacionales en la región,	1
De hecho, una mayor presencia de las Naciones Unidas es vital, pero para que el valor agregado de nuestra Organización sea completamente efectivo, será necesario disponer de fondos adecuados tanto en términos de personal como de seguridad. El Sr. Eide nos lo recordó hace unos momentos.	1
Además, la MONUSCO debe seguir protegiendo al personal y los bienes de las Naciones Unidas y, de conformidad con su mandato actual, y siempre que se disponga de suficientes medios de aviación, contener actos violentos que amenacen la protección de los civiles durante el período electoral.	0
13. Se registraron novedades positivas en la estructura de lucha contra la corrupción, incluido el establecimiento de la Comisión Anticorrupción y la redacción de una ley sobre el establecimiento del Alto Tribunal Administrativo, Fiscal y de Auditoría previsto en la Constitución.	0
c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;	1
(a) garantizar la más amplia difusión posible de información sobre el derecho internacional humanitario, los derechos humanos y el derecho de los refugiados;	0
Estas acusaciones falsas van en contra de la razón y de las normas básicas de una actitud profesional. Estoy bastante seguro de que el Consejo los desestimará.	1
Las autoridades coincidieron en que las personas de etnia albanesa habían sido víctimas de discriminación social e institucional y aceptaron que las medidas de fomento de la confianza, como la inclusión de las personas de etnia albanesa en la fuerza policial local y una mayor representación en las estructuras políticas, contribuirían en gran medida a disminuir tensiones y hacia una estabilidad a largo plazo en la región.	0
El Consejo también toma nota del mandato de la Operación Híbrida de las Naciones Unidas y la Unión Africana en Darfur (UNAMID) y de la Oficina Integrada de las Naciones Unidas para la Consolidación de la Paz en la República Centroafricana (BINUCA) de cooperar y compartir rápidamente información relacionada con la amenaza regional del LRA.	0
115. El embargo actual podría tener más efectos sobre los talibanes si tuviera esto en cuenta y si se impidiera a todos los actores no estatales en el Afganistán comprar armas, con las exenciones necesarias para fines humanitarios y de otro tipo, según lo autorizado por el Gobierno del Afganistán o el Consejo de Seguridad.	0
El ataque que el régimen etíope lanzó hoy constituye una respuesta maliciosa a las súplicas de Eritrea.	0
Describe cuestiones de interés y concluye con la insistencia de las mujeres somalíes a que la comunidad internacional plantee cuestiones de género, incluso ante los líderes somalíes.	1
Si bien las propias partes interesadas determinarán en última instancia la naturaleza de las consultas, se prevé que incluyan conferencias a nivel local y estatal en todo Darfur que culminen en una conferencia importante que abarque todo Darfur.	0
Exigiendo que las partes en el conflicto actúen con moderación y pongan fin a toda acción militar, incluidos los bombardeos aéreos,	1
Los intentos actuales del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto jurídica como políticamente.	1
Bosnia y Herzegovina expresa su preocupación por el actual estancamiento político en el establecimiento de un nuevo Gobierno y la definición de un proceso claro de reforma constitucional.	1
Podríamos continuar mencionando la pobreza generalizada, los problemas en la gestión de los recursos naturales, miles de refugiados y desplazados internos, otros miles de excombatientes que esperan su reintegración, sectores de seguridad débiles y no reformados, violaciones masivas de los derechos humanos y muchas otras amenazas que podría posiblemente alimentar nuevos conflictos.	1
Todos los Estados han tipificado ahora como delito en su derecho interno la provisión de refugio seguro a los terroristas y sus partidarios y el uso de sus territorios para cometer o preparar actos terroristas contra otros Estados o sus ciudadanos.	0
a) Una amenaza al proceso de paz y reconciliación nacional en Côte d&#39;Ivoire, en particular al bloquear la aplicación del proceso de paz, tal como se menciona en el Acuerdo Político de Uagadugú;	0
En Darfur Meridional, uno de los enfrentamientos más devastadores se produjo el 19 de septiembre, cuando el SLM/A atacó posiciones de las Fuerzas Armadas Sudanesas en la aldea de Shaeria y sus alrededores.	0
15. Desde su creación en junio de 2005, el Tribunal Penal Especial sobre los Sucesos de Darfur ha dictado veredictos en cinco causas.	1
Condenamos enérgicamente estas prácticas, que constituyen una violación flagrante del derecho internacional y las normas humanitarias. Por lo tanto, hacemos un llamado a la comunidad internacional, al Cuarteto y a todos los demás interesados a que intervengan de manera inmediata y decisiva para instar a Israel a poner fin a estas acciones, que plantean una grave amenaza a la paz y la seguridad en el Oriente Medio. La violencia sólo engendra violencia. La región quedará atrapada en un círculo vicioso del que le resultará difícil salir.	1
Si los Estados no pueden implementar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de tomar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	1
:: Llevar ante la justicia a quienes financian, planifican, apoyan, facilitan o cometen actos terroristas, teniendo en cuenta en particular el principio de &quot;extraditar o enjuiciar&quot;, de conformidad con el derecho internacional, incluidas las normas de derechos humanos	1
Condenar y pedir el cese inmediato de los actos de violencia sexual cometidos en el contexto de un conflicto armado y asociados con él.	1
