en_es_GOOGLE	VerCoop
Esto requerirá revisar el concepto de operaciones para reflejar una fuerza más móvil y ágil, capaz de anticiparse o responder a las crisis rápidamente, eliminando al mismo tiempo redundancias.	0
Apoyar el establecimiento de asociaciones y redes de periodistas y defender la seguridad de las mujeres profesionales de los medios de comunicación y de los medios independientes dirigidos por asociaciones de mujeres; promover el desarrollo de capacidades de las facultades de periodismo.	1
a) Los actos de violencia ocurridos en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que provocaron dos muertos, al menos cuatro heridos por arma de fuego y otros dos heridos graves;	0
Creemos que la cuestión del fortalecimiento de la legitimidad del Gobierno es crucial, porque se establece una relación de causa y efecto entre esa legitimidad y la eliminación de la resistencia de los actores y redes informales que caracterizan la naturaleza del poder en el Afganistán.	0
Otro Estado señaló que la responsabilidad principal de la prevención recaía en el ejército nacional y su dirección de inteligencia y señaló que la presencia de campamentos de refugiados en su territorio planteaba un desafío particular.	0
156. El Equipo ha seguido promoviendo y alentando el intercambio con los expertos designados para ayudar al Comité contra el Terrorismo y a la emergente Dirección Ejecutiva del Comité contra el Terrorismo, y ha participado en tres reuniones del Comité en las que se han hecho presentaciones sobre esferas pertinentes para la El trabajo del equipo.	1
El juez Mezher aceptó la propuesta bajo las siguientes condiciones. Los vehículos deben filmarse in situ, deben estar marcados y numerados: también deben filmarse durante el transporte y nuevamente al llegar al cuartel de Helou, donde deben estar cubiertos y vigilados las 24 horas del día para evitar cualquier manipulación. evidencia.	1
[D]estaca la responsabilidad de todas las partes y grupos armados en [el país afectado] de adoptar medidas adecuadas para proteger a la población civil del país, de conformidad con el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, en particular evitando cualquier acto indiscriminado o excesivo. Uso de la fuerza en zonas pobladas.	0
29. Se está ajustando el despliegue de la policía de la MINUSTAH para maximizar los recursos destinados al proceso electoral.	0
Si bien el impacto operacional de los dirigentes centrales de Al-Qaida ha disminuido con la muerte de Usama bin Laden y varios otros dirigentes clave, las redes de Al-Qaida siguen evolucionando hacia fenómenos más complejos, con una gama internacionalmente diversa de partidarios y combatientes activos.	0
3. Insta con carácter prioritario a que los Estados miembros ratifiquen, se adhieran y apliquen los convenios internacionales pertinentes, como la Convención Única sobre Estupefacientes de 1961, enmendada por el Protocolo de 1972, el Convenio sobre Sustancias Psicotrópicas de 1971, las Naciones Unidas Convención de las Naciones Unidas contra el Tráfico Ilícito de Estupefacientes y Sustancias Psicotrópicas de 1988, la Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional de 2000, sus Protocolos y la Convención de las Naciones Unidas contra la Corrupción de 2003, y los convenios y protocolos internacionales contra el terrorismo;	1
El Gobierno ha declarado en repetidas ocasiones que los comandantes militares han recibido instrucciones de no bombardear.	0
&quot;El Consejo de Seguridad renueva su llamamiento a los Estados para que pasen a ser partes lo antes posible en todos los convenios y protocolos internacionales pertinentes relacionados con el terrorismo y apliquen aquellos en los que son parte.	1
11. Se llevó a cabo formación periódica sobre la base del plan anual. El 11 de agosto los bomberos franceses de la Brigada Multinacional del Nordeste impartieron formación en primeros auxilios en Mitrovica. El 30 de agosto, la Brigada Multinacional Este llevó a cabo un seminario para comandantes de zonas de recogida en Tradoc. El propósito era presentar el Programa de Desarrollo de Oficiales en detalle para garantizar que los comandantes entendieran sus responsabilidades y aseguraran el apoyo al programa. Conclusión 12. La situación general en Kosovo sigue siendo relativamente tranquila, con tensiones subyacentes que continuarán en el futuro previsible.	0
95. En vista del patrón constante de violaciones de los derechos humanos en Côte d&#39;Ivoire en los últimos años, la comunidad internacional tal vez desee también considerar la necesidad de establecer un mecanismo independiente de derechos humanos de la Comisión de Derechos Humanos de las Naciones Unidas ( un relator especial en el país o un experto independiente), al que se le podría encargar informar, también a la Asamblea General, sobre los progresos realizados en la implementación efectiva de las normas internacionales de derechos humanos, su traducción en prácticas a nivel nacional, así como en poner fin a la impunidad y garantizar el Estado de derecho en Costa de Marfil.	1
El Comité, al mantener, actualizar y mejorar su lista consolidada de personas y entidades asociadas con Al-Qaida y los talibanes, y al supervisar eficazmente la aplicación por los Estados Miembros de las sanciones dirigidas a personas y entidades incluidas en la lista, desempeña un papel crucial en las Naciones Unidas. Esfuerzos de las naciones contra el terrorismo.	0
o El 30 de noviembre de 2014, aviones de combate del régimen lanzaron un misil contra una calle comercial en la aldea de Hatla, Deir ez-Zor, matando a 12 personas, entre ellas cinco niños y cuatro mujeres, e hiriendo a otras 11; 6 comercios y 3 viviendas quedaron destruidos.	0
Algunas delegaciones enfatizaron la importancia de las conversaciones a seis bandas para encontrar una solución a la cuestión nuclear en la Península de Corea y pidieron que se trabajara para crear condiciones favorables para la reanudación de las conversaciones a seis bandas.	1
Estoy profundamente agradecido a mi Representante Especial interino, David Gressly, y a mi Representante Especial Adjunto, Arnauld Akodjénou, así como a todo el personal civil y uniformado de las Naciones Unidas en Malí, por su continuo y arduo trabajo en condiciones muy difíciles para restablecer una paz duradera. y estabilidad en el país.	1
Ø Pedir un estricto cumplimiento por parte de las partes en un conflicto armado de las normas del derecho internacional humanitario y del derecho de los derechos humanos que prohíben la violación, la esclavitud sexual, la prostitución forzada, el embarazo forzado, la esterilización forzada o cualquier otra forma de violencia sexual.	1
El Consejo afirma la necesidad de llevar ante la justicia, de manera adecuada, a las personas que incitan o causan violencia contra civiles en situaciones de conflicto armado o que de otro modo violan el derecho internacional humanitario y el derecho internacional de los derechos humanos.	1
16. Expresa su profunda solidaridad con las víctimas del terrorismo y sus familias, y alienta a la CTED a tener en cuenta el importante papel que las redes de víctimas y supervivientes pueden desempeñar en la lucha contra el terrorismo, en estrecha cooperación con el CTITF y sus grupos de trabajo pertinentes;	1
Al menos 90 países se ven afectados por los artefactos explosivos improvisados, y Al-Qaida y sus afiliados intercambian información y asesoramiento sobre la mejor manera de construirlos y utilizarlos.	0
El informe confirma un panorama preocupante de la situación en la región del Sahel y de las preocupaciones humanitarias, económicas y de seguridad conexas.	0
Según su declaración, se encontraba en su oficina cuando fue alertado de la explosión.	0
:: Cuestiones de política, planificación y falta de preparación en relación con la protección de los civiles; las amenazas y desafíos relacionados con la implementación del mandato sobre el terreno; ¿Cómo pueden incorporarse mejor las experiencias y los desafíos de los países que aportan contingentes y policías en la implementación de la protección de los civiles en el desarrollo de estrategias y orientaciones futuras? cómo garantizar que todos los cascos azules reciban capacitación utilizando los mismos estándares en materia de protección de civiles	1
8. El Consejo estará especialmente atento a aquellos que puedan intentar obstruir el proceso de transición, en particular aquellos que puedan actuar violando el embargo de armas en la República Democrática del Congo o negarse a participar en los procesos de desarme, desmovilización y la reintegración o desarme, la desmovilización, la reintegración y la repatriación o reasentamiento y la integración de las fuerzas armadas de la República Democrática del Congo.	0
27. En numerosas ocasiones, los miembros del Comité han destacado las funciones complementarias del Comité, del Comité establecido en virtud de la resolución 1373 (2001) sobre la lucha contra el terrorismo y del Comité establecido en virtud de la resolución 1540 (2004) en la lucha contra el terrorismo internacional. y la necesidad de coordinación de actividades e intercambio de información entre ellas.	1
Esferas de evaluación 25. Todos los Estados visitados han promulgado leyes que confieren a sus autoridades judiciales, fiscales y policiales las competencias necesarias para luchar contra el terrorismo.	0
Sr. Le Luong Minh (Viet Nam) (habla en inglés): El terrorismo es una preocupación compartida por todos los Miembros de las Naciones Unidas y la comunidad internacional en general.	0
&quot;El Consejo de Seguridad reafirma su compromiso con la aplicación plena y efectiva de sus resoluciones sobre la protección de los civiles en los conflictos armados y recuerda declaraciones anteriores sobre la cuestión formuladas por su Presidente.	1
Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas]...	1
Reafirmando la obligación de los Estados miembros de congelar sin demora los fondos y otros activos financieros o recursos económicos de las personas que cometan o intenten cometer actos terroristas o participen en actos terroristas o faciliten su comisión; de entidades propiedad o controladas directa o indirectamente por dichas personas; y de personas y entidades que actúan en nombre o bajo la dirección de dichas personas y entidades, incluidos los fondos derivados o generados a partir de propiedades que pertenecen o están controladas directa o indirectamente por dichas personas y personas y entidades asociadas,	1
Kinshasa y otras zonas de Occidente experimentaron niveles de amenaza relativamente bajos, aunque las tasas de criminalidad siguen siendo motivo de preocupación.	0
En particular, recomienda que el Comité modifique el párrafo 6 i) de sus directrices para que los nombres de las personas identificadas como muertas se revisen automáticamente cada año, junto con las listas seleccionadas por el Comité del conjunto de entradas que no se han actualizado. en cuatro años o más, a menos que un miembro del Comité solicite específicamente que se retire de la consideración el nombre de una persona supuestamente fallecida.	1
&quot;El Consejo de Seguridad solicita al Secretario General que refuerce la cooperación entre las Naciones Unidas y los Estados miembros de la Comunidad Económica y Monetaria del África Central (CEMAC) con miras a facilitar y fortalecer las iniciativas destinadas a abordar la inseguridad transfronteriza en la subregión y lograr poner fin a las violaciones de la integridad territorial de la República Centroafricana por parte de grupos armados.	0
- El 12 de diciembre de 2014, 200 fuerzas del régimen rodearon el barrio de Fayd en la ciudad de Jabla. A nadie se le permitió entrar ni salir del vecindario.	0
Solicita al Secretario General que desarrolle directrices y estrategias eficaces para mejorar la capacidad de las operaciones de mantenimiento de la paz pertinentes de las Naciones Unidas, de conformidad con sus mandatos, para proteger a los civiles, incluidas las mujeres y las niñas, de todas las formas de violencia sexual y que incluya sistemáticamente en sus informes escritos a al Consejo sobre situaciones de conflicto sus observaciones relativas a la protección de las mujeres y las niñas y sus recomendaciones al respecto.	0
17. Creo que la tarea de descubrir la suerte de los nacionales kuwaitíes y de terceros países desaparecidos es urgente y no debe verse influida por factores y consideraciones políticas.	1
Señalaron que Somalia seguiría necesitando una importante asistencia para el desarrollo de capacidades para garantizar que las bandas de piratas no pudieran volver a niveles máximos.	0
50. El sitio web del Comité es una herramienta de transparencia indispensable para sensibilizar al público sobre cuestiones pertinentes a la resolución 1540 (2004).	1
464. El Comité formuló recomendaciones en los ámbitos de la seguridad, la ayuda humanitaria, la mejora de la estructura social, los servicios y el desarrollo, la apertura de puestos de policía con una logística adecuada para una respuesta rápida a las crisis y la incautación de armas en manos equivocadas.	1
o El 18 de noviembre de 2014, helicópteros del régimen sirio lanzaron una bomba de barril en la carretera Kafr Hamra-Hreitan, matando a 16 personas, entre ellas cinco niños, tres mujeres y un paramédico.	0
16. Los Estados examinadores tuvieron luego tres meses para proporcionar cualquier información adicional de identificación o de otro tipo que tuviera relación con la entrada en la Lista, como actualizaciones sobre el estado operativo de las entidades incluidas en la Lista, o el movimiento, encarcelamiento o muerte de personas incluidas en la Lista, o nuevos cargos relacionados con el terrorismo presentados contra ellos.	0
Incorporación de la perspectiva de género en respuestas coordinadas para prevenir y responder a conflictos armados y emergencias humanitarias.	0
En su último informe sobre la protección de los civiles en los conflictos armados (S/2012/376), el Secretario General indicó que &quot;el pésimo estado de la protección de los civiles ha cambiado poco&quot; y que existe una clara necesidad de traducir los compromisos normativos en mejoras concretas en la protección de los civiles sobre el terreno.	0
Pero, ¿cómo puede lograrse esto cuando se siguen ignorando los Acuerdos y el Estado de derecho? cuando nuestra tierra siga ocupada por la fuerza y nuestro pueblo sea desplazado de sus pueblos y aldeas natales? De hecho, ¿cómo pueden ponerse en marcha todos los acuerdos potenciales de beneficio mutuo y normalización cuando los territorios soberanos no son respetados ni demarcados?	0
26. Además de los informes sobre sus viajes, el Equipo presentó unos 15 documentos en respuesta a solicitudes del Comité. Estos abarcaban cuestiones como las estrategias de presentación de informes de los Estados miembros; personas incluidas en la lista que se cree que han muerto; exenciones a la prohibición de viajar; cooperación con INTERPOL; exenciones humanitarias; posibles casos de incumplimiento; las opiniones del sector financiero privado sobre el régimen de sanciones; la lista de verificación; trabajar con organizaciones internacionales y regionales; el uso de Internet con fines terroristas; y un cuadro de las experiencias de los Estados miembros en la aplicación de las sanciones.	1
El Gobierno de la República Árabe Siria desea expresar su agradecimiento por los esfuerzos del Departamento de Operaciones de Mantenimiento de la Paz y de los funcionarios de la FNUOS en el Golán sirio ocupado para mantener la seguridad y la paz en la zona de operaciones de la Fuerza, de conformidad con su mandato. Desde que se creó la Fuerza en 1974, Siria ha apoyado y facilitado constantemente su labor y respetado su mandato. También ha mantenido estrechos vínculos con funcionarios de la FNUOS, el Organismo de las Naciones Unidas para la Supervisión de la Tregua y el Departamento de Operaciones de Mantenimiento de la Paz. En sus informes anteriores, el Secretario General siempre ha expresado su agradecimiento por la cooperación de Siria, sus esfuerzos asiduos para garantizar la seguridad de las tropas de la FNUOS y su respeto por el mandato de la Fuerza.	1
12. Mientras tanto, se lograron nuevos avances hacia el establecimiento de una &quot;célula de fusión de inteligencia&quot; en el marco del mecanismo tripartito. Los días 16 y 17 de agosto, una delegación de los Estados Unidos, acompañada por oficiales militares rwandeses, ugandeses y congoleños, visitó Kisangani para evaluar los avances hacia su establecimiento.	0
Exhorta a todas las partes en conflictos armados a respetar el carácter civil y humanitario de los campamentos y asentamientos de refugiados y a tener en cuenta las necesidades particulares de las mujeres y las niñas, incluso en su diseño.	1
Esta invitación, así como la cooperación que recibió el Relator Especial durante su visita, reflejan el compromiso del Gobierno de Burkina Faso de garantizar que sus esfuerzos para combatir el terrorismo estén en consonancia con las leyes y estándares internacionales de derechos humanos.	1
El artículo 75 del Estatuto establece que la Corte puede dictar una orden directamente contra una persona condenada especificando reparaciones apropiadas para las víctimas o respecto de ellas, incluidas la restitución, la indemnización y la rehabilitación.	0
Aliento al Gobierno del Iraq a que adopte rápidamente nuevas medidas prácticas para cumplir sus obligaciones en virtud del párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.	1
15. Indica su voluntad de considerar la idoneidad y viabilidad de zonas de seguridad temporales y corredores seguros para la protección de los civiles y la prestación de asistencia en situaciones caracterizadas por la amenaza de genocidio, crímenes de lesa humanidad y crímenes de guerra contra la población civil;	1
Nos alienta que el Gobierno de la República Democrática del Congo haya tomado medidas para actuar contra los terroristas del LRA que ingresaron a su país desde el Sudán.	0
Otros miembros tomaron nota de la iniciativa del Gobierno del Sudán de investigar las denuncias a través de su mecanismo nacional y pidieron que se resolvieran los conflictos mediante negociaciones bajo los auspicios del Panel de Alto Nivel de la Unión Africana sobre la Aplicación de la Ley para el Sudán, dirigido por el ex Presidente de Sudáfrica, Thabo Mbeki, y el enviado especial del secretario general para Sudán y Sudán del Sur, Haile Menkerios.	0
Tomando nota de la liberación por el Frente POLISARIO el 18 de agosto de 2005 de los 404 prisioneros de guerra marroquíes restantes, de conformidad con el derecho internacional humanitario, y pidiendo a las partes que sigan cooperando con el Comité Internacional de la Cruz Roja para resolver la suerte de las personas que están desaparecido desde el comienzo del conflicto,	0
Los miembros del Consejo, en sus comentarios, expresaron seria preocupación por los recientes acontecimientos, enfatizaron la necesidad de establecer mecanismos de seguridad fronteriza y llamaron a ambas partes a tomar medidas para normalizar sus relaciones.	0
Ordenar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad que promuevan, en cooperación con los Estados pertinentes, el establecimiento de acuerdos eficaces para investigar y enjuiciar violaciones del derecho internacional humanitario u otras violaciones graves del derecho de los derechos humanos.	1
x) Consultar con los representantes pertinentes del sector privado, en coordinación con las autoridades nacionales, según corresponda, para promover el conocimiento de la prohibición de viajar y el embargo de armas y mejorar su cumplimiento;	1
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	0
&quot;El 30 de octubre de 2006, el Consejo de Seguridad escuchó al Sr. Elie Doté, Primer Ministro de la República Centroafricana, así como al General Lamine Cissé, Representante Especial del Secretario General.	0
A pesar de los avances logrados hasta ahora, es imperativo que las partes en el Acuerdo y todas las autoridades pertinentes redoblen sus esfuerzos para garantizar que cumplan con éxito el plazo.	1
10. Sabiendo que ningún país de la subregión es capaz de aplicar estas recomendaciones por sí solo, la BONUCA, a petición de estos y en asociación con organizaciones subregionales y regionales, facilitará la cooperación entre esos países para eliminar permanentemente la inseguridad transfronteriza creada por los conflictos armados. grupos y aquellos que ponen barricadas.	1
71. En sus esfuerzos de búsqueda, se debería pedir a los Estados Miembros que utilicen, según sea necesario, el sistema mundial de comunicaciones policiales &quot;I-24/7&quot; de INTERPOL y el Sistema electrónico de rastreo de armas de INTERPOL.	1
o El 30 de noviembre de 2014, aviones de combate del régimen atacaron el mercado de Tayma en Hasakeh, hiriendo a 2 personas y destruyendo 7 tiendas. Centros medicos	0
Según los testimonios, miles de miembros de las fuerzas de seguridad podrían haber estado en acción esos días en Abiyán.	0
Además, el 25 de junio el Consejo de Personas Eminentes presentó al Gobierno de Transición una hoja de ruta en la que se esbozaban las prioridades para una continuación exitosa de la transición: seguridad pública, justicia, elecciones, gobernanza política y medidas económicas.	1
Luego atacaron la comisaría, mataron a dos policías y se llevaron armas y municiones.	0
Estas reuniones también se utilizarán para examinar cuestiones generales de importancia para la labor del Comité, con el objetivo de fomentar un enfoque más creativo y dinámico de la labor de la Dirección Ejecutiva y generar nuevas ideas sobre cómo la Organización podría abordar más eficazmente la evolución de la situación. amenaza terrorista.	1
Sin duda, todas esas medidas han servido para crear conciencia, desarrollar un entendimiento común y contrarrestar el riesgo y la amenaza de la incitación.	1
Las mujeres y los niños representaron el 22 por ciento del número de muertos.	0
&quot;El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional CEMAC y pide que continúe la reestructuración de las fuerzas de defensa y de seguridad de la República Centroafricana.	1
Otros grupos incluidos en la lista, como Lashkar-e-Tayyiba (LeT) (QE.L.118.05), entrenan y reclutan a sus propios agentes en zonas bajo control de los talibanes de Pakistán.	0
645. La Comisión ha decidido mantener los nombres de esas personas fuera del dominio público. Esta decisión se fundamenta en tres fundamentos principales: (a) la importancia de los principios del debido proceso y el respeto a los derechos de los sospechosos; (b) el hecho de que la Comisión no ha sido investida de poderes de investigación o procesamiento; yc) la necesidad vital de garantizar la protección de los testigos contra posibles acosos o intimidaciones.	1
57. Después de sólo tres años desde su creación, la fuerza del DIS sigue en una etapa de formación. Ha logrado demostrar que puede marcar una diferencia en la seguridad de las poblaciones vulnerables del este.	0
122. Se plantea una importante cuestión jurídica con respecto a las milicias antes mencionadas: ¿quién, además de los autores individuales, es penalmente responsable de los crímenes presuntamente cometidos por los Janjaweed?	0
Identificó una serie de medidas que debían adoptar y aplicar los Estados miembros y estableció el Comité contra el Terrorismo para supervisar la aplicación de esas medidas.	0
Se han elaborado acuerdos técnicos entre Interpol Sarajevo y la entidad y los organismos encargados de hacer cumplir la ley a nivel estatal, que permiten a estas fuerzas policiales acceder directamente a la base de datos de Interpol. educación policial	0
El Consejo también impuso a las personas y entidades designadas por el Comité la prohibición del suministro, la venta o la transferencia de armas y equipo militar, así como la capacitación conexa y la asistencia financiera y de otro tipo.	1
Cuatro Estados han penalizado adecuadamente el reclutamiento de terroristas, mientras que el resto lo ha hecho parcialmente o no lo ha hecho en absoluto.	1
El Consejo invita a ONU Mujeres a contribuir periódicamente a su trabajo sobre las mujeres y la paz y la seguridad y toma nota del valioso papel que desempeñará apoyando el papel de las mujeres en la consolidación de la paz y la prevención de la violencia sexual en los conflictos, incluso mediante la coordinación y la coherencia en las políticas y la programación para las mujeres y las niñas.	1
Exhorta a todas las partes interesadas a cumplir las obligaciones internacionales que les son aplicables en relación con la protección de los niños afectados por los conflictos armados, así como los compromisos concretos que han asumido ante el Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados, ante UNICEF y otros organismos de las Naciones Unidas y cooperar plenamente con las misiones de mantenimiento de la paz de las Naciones Unidas y los equipos de las Naciones Unidas en los países... en el seguimiento y la implementación de estos compromisos.	1
La Dirección Ejecutiva ha adoptado un enfoque multimedia para llegar a su público objetivo, utilizando herramientas y canales de comunicación como el sitio web del Comité, una cuenta de Twitter y un boletín electrónico, así como los servicios de medios proporcionados por el Departamento de Información Pública.	1
Reconociendo que la mayoría de los Estados han asumido obligaciones jurídicas vinculantes en virtud de tratados en los que son partes, o han asumido otros compromisos encaminados a prevenir la proliferación de armas nucleares, químicas o biológicas, y han adoptado medidas eficaces para dar cuenta de los materiales sensibles, asegurarlos y protegerlos físicamente , como los requeridos por la Convención sobre la Protección Física de los Materiales Nucleares y los recomendados por el Código de Conducta del OIEA sobre la seguridad tecnológica y física de las fuentes radiactivas,	1
&quot;El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y continúa apoyándolos y orientándolos.	1
59. El Grupo de Expertos viajó mucho por Côte d&#39;Ivoire, la subregión y otros lugares en sus esfuerzos por evaluar el cumplimiento del embargo y determinar qué medidas adicionales podrían adoptarse para mejorar su eficacia.	0
30. La iniciativa de vigilancia comunitaria de la UNMIK ha fortalecido los vínculos con la comunidad local.	0
&quot;El Consejo de Seguridad reconoce el importante papel de las mujeres en la prevención y resolución de conflictos y en la consolidación de la paz, y subraya el papel primordial de los gobiernos nacionales afectados por conflictos armados para aumentar la participación de las mujeres en la prevención y resolución de conflictos y en la consolidación de la paz dentro del marco de la agenda Mujeres, Paz y Seguridad, incluso consultando a las organizaciones de mujeres relevantes desde las primeras etapas de planificación y establecimiento de prioridades.	1
Las mujeres estuvieron retenidas durante tres meses por los Janjaweed y algunas de ellas quedaron embarazadas como resultado de una violación durante su confinamiento.	0
28. A petición del Consejo, el Equipo de Vigilancia siguió organizando reuniones regionales con los jefes y jefes adjuntos de los servicios de inteligencia y seguridad para examinar cómo podría adaptarse el régimen de sanciones para hacer frente a los cambios en la amenaza que plantean las actividades relacionadas con Al-Qaida. terrorismo.	1
Durante el período que abarca el informe, el componente de policía de la UNMIS se centró en capacitar al Servicio de Policía del Sudán Meridional en materia de seguridad para el referendo y ayudarlo a preparar sus planes de seguridad para el referendo.	0
:: Es necesaria una mayor coherencia en el establecimiento y los mandatos de los mecanismos de investigación.	1
Además de las 12 personas que figuran en la Lista como muertas, el Equipo tiene conocimiento de otras siete personas que su Estado de residencia o ciudadanía ha notificado como muertas al Comité, al Equipo o a INTERPOL, y otras 13 cuyas muertes han sido registradas Se ha informado en fuentes abiertas pero aún no se ha notificado oficialmente al Comité o al Equipo.	0
Subrayando que mejorar el diálogo y ampliar el entendimiento entre civilizaciones, en un esfuerzo por prevenir ataques indiscriminados contra diferentes religiones y culturas, y abordar los conflictos regionales no resueltos y toda la gama de cuestiones globales, incluidas las cuestiones de desarrollo, contribuirá a la cooperación internacional, que al es necesario para sostener la lucha más amplia posible contra el terrorismo,	1
A través de estas fronteras se desplaza de un lado a otro una población migrante de jóvenes combatientes (guerreros regionales) que ven la guerra principalmente como una oportunidad económica.	0
Hasta la fecha no ha habido mejoras en la reforma administrativa a nivel nacional.	0
Si el informe médico corroboraba las acusaciones de la víctima, el caso se enviaría a la policía para una mayor investigación.	0
En la misma resolución, el Consejo también introdujo determinadas exenciones a las medidas específicas. El 5 de diciembre de 2011, el Consejo de Seguridad adoptó la resolución 2023 (2011), por la que ampliaba las medidas restrictivas relativas a Eritrea en los ámbitos de los &quot;impuestos a la diáspora&quot;, el sector minero de Eritrea y los servicios financieros.	0
&quot;El Consejo de Seguridad recuerda que las órdenes de arresto de la Corte Penal Internacional contra Joseph Kony, Okot Odhiambo y Dominic Ongwen acusados, entre otras cosas, de crímenes de guerra y crímenes contra la humanidad, incluidos asesinato, violación y alistamiento de niños mediante secuestro, aún no se han emitido. ser ejecutadas, y pide a todos los Estados que cooperen con las autoridades de Uganda y la Corte Penal Internacional para implementar esas órdenes y llevar ante la justicia a los responsables de las atrocidades.	0
Por lo tanto, el marco reconoce la importancia de involucrar a los movimientos no signatarios en el proceso de paz con miras a concluir rápidamente una solución negociada y plenamente inclusiva del conflicto.	0
El Equipo también ha mantenido conversaciones frecuentes con el grupo de expertos establecido para apoyar al Comité establecido en virtud de la resolución 1540 (2004) para garantizar que exista una sinergia adecuada entre la labor del Equipo sobre el embargo de armas y la labor de los 1540 expertos sobre la no proliferación. de armas de destrucción masiva a agentes no estatales.	1
Esta interpretación se justifica por los principios básicos del derecho penal internacional, que establecen que la responsabilidad penal individual surge cuando una persona comete materialmente un delito, así como cuando participa en otras formas o modalidades de conducta delictiva.	0
Preocupada porque los combatientes terroristas extranjeros aumentan la intensidad, la duración y la intratabilidad de los conflictos y también pueden representar una grave amenaza para sus Estados de origen, los Estados por los que transitan y los Estados a los que viajan, así como para los Estados vecinos de zonas de conflicto armado en qué combatientes terroristas extranjeros están activos y que se ven afectados por graves cargas de seguridad, y observando que la amenaza de los combatientes terroristas extranjeros puede afectar a todas las regiones y Estados Miembros, incluso aquellos lejos de zonas de conflicto, y expresando grave preocupación por el hecho de que los combatientes terroristas extranjeros estén utilizando sus ideología extremista para promover el terrorismo,	0
No se lograron avances en la elaboración de un plan de acción para detener el reclutamiento y la utilización de niños soldados de conformidad con las resoluciones del Consejo de Seguridad 1539 (2004), 1612 (2005) y 1925 (2010).	0
31. Las acusaciones sobre la presencia de manifestantes armados y elementos de grupos rebeldes dispuestos a atacar a las fuerzas de seguridad o derrocar al Presidente no pudieron verificarse de forma independiente, ya que la Comisión no recibió pruebas creíbles o concluyentes a tal efecto.	0
El Grupo de Examen de la Cooperación Internacional del Grupo de Acción Financiera Internacional sobre el Blanqueo de Dinero afirmó en junio de 2009 que seis Estados de la subregión tenían deficiencias en materia de lucha contra el blanqueo de dinero y la financiación del terrorismo.	0
Crear un sistema estandarizado para la gestión y seguimiento de los casos de violencia de género; desarrollar una lista de verificación para los altos directivos; informe sobre los cinco compromisos del Alto Comisionado con las mujeres refugiadas.	0
En lugar del famoso logo de la Copa del Mundo de 2014, en el que tres manos victoriosas sostienen el globo, creando juntas el prestigioso trofeo, la caricatura de la Autoridad Palestina muestra un &quot;trofeo&quot; de tres manos que sostienen a tres personas con las manos en alto en señal de rendición.	0
30. En su resolución 1963 (2010), el Consejo de Seguridad alentó a la Dirección Ejecutiva a trabajar con los Estados Miembros en la elaboración de estrategias nacionales amplias e integradas de lucha contra el terrorismo.	1
d) Emitir la declaración de riesgo excepcional a los efectos del artículo 1 c) ii) de la Convención sobre la seguridad del personal de las Naciones Unidas y el personal asociado, en situaciones en las que, según su evaluación, las circunstancias respaldarían esa declaración, e invitar a la Secretario General que asesore al Consejo de Seguridad en qué circunstancias, según su evaluación, respaldarían tal declaración;	1
Por supuesto, la Comisión opina que todas las personas, incluidas las acusadas de delitos graves, deben ser consideradas inocentes hasta que se demuestre su culpabilidad tras un juicio justo.	0
Describe cuestiones de interés y concluye con la insistencia de las mujeres somalíes a que la comunidad internacional plantee cuestiones de género, incluso ante los líderes somalíes.	0
341. Otras fuentes informaron de que mujeres y niñas fueron secuestradas, recluidas durante varios días y violadas repetidamente por Janjaweed y soldados en aldeas atacadas, campamentos militares y escondites. Además, según informes, se utilizó la tortura para impedir que las mujeres escaparan.	0
Reconociendo que el desarrollo, la seguridad y los derechos humanos se refuerzan mutuamente y son vitales para un enfoque eficaz e integral de la lucha contra el terrorismo, y subrayando que un objetivo particular de las estrategias de lucha contra el terrorismo debe ser garantizar una paz y una seguridad sostenibles,	1
Subrayando el papel central de las Naciones Unidas en la lucha mundial contra el terrorismo y acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia Global de las Naciones Unidas contra el Terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación de la Estrategia Antiterrorista Grupo de Trabajo de Implementación (CTITF) para asegurar la coordinación y coherencia generales en los esfuerzos antiterroristas del sistema de las Naciones Unidas,	1
&quot;El Consejo de Seguridad expresa su profunda preocupación por las consecuencias de la crisis de refugiados provocada por el conflicto en Siria, que tiene un impacto desestabilizador en toda la región.	0
