en_es_TRANSFORMERS	MatCoop
Por ejemplo, en 2009, Túnez enmendó la Ley No 2003-75 por la que se tipificaba como delito la incitación a la comisión de actos de terrorismo a fin de separar la incitación al odio y la "radicalización religiosa" de los delitos de terrorismo.	1
El Centro ha preparado una estrategia de salida para abordar la transferencia de responsabilidades, incluida la continuación de la remoción de cualquier amenaza residual, la sensibilización sobre las minas y la asistencia a las víctimas, a los departamentos competentes de la Estructura Mixta.	1
El Enviado Personal indicó que en varias ocasiones el Gobierno de Marruecos había expresado su decepción por el contenido del último informe y su última exposición informativa al Consejo en las consultas oficiosas celebradas en abril de 2014.	0
La Dirección Ejecutiva del Comité contra el Terrorismo ha facilitado la organización de seminarios sobre la gestión de las fronteras en varias regiones y tiene previsto continuar esta práctica en el futuro. Los Estados Miembros deberían: a) aplicar procedimientos más activos de prevención, inspección y detección, basándose en evaluaciones de riesgos, el intercambio y análisis de información de inteligencia y la cooperación internacional en los cruces fronterizos oficiales y a lo largo de fronteras abiertas o porosas;	1
En primer lugar, la delincuencia transfronteriza y la debilidad de los controles fronterizos pueden debilitar la autoridad del Estado.	0
El PNUD y sus asociados en la ejecución han tomado disposiciones para prestar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados.	1
Pero también hubo preocupación porque, cada vez que ha habido un signo esperanzador en el Oriente Medio, se ha encontrado con el aumento de la violencia y la destrucción.	0
Reiterando la obligación de los Estados Miembros de impedir la circulación de terroristas o grupos terroristas, de conformidad con el derecho internacional aplicable, entre otras cosas mediante controles fronterizos eficaces,	0
76. Los Estados de la subregión deberían: a) adoptar marcos jurídicos nacionales de lucha contra el terrorismo que sean amplios y coherentes y que incluyan todos los delitos de terrorismo enunciados en los instrumentos internacionales de lucha contra el terrorismo y aplicar eficazmente leyes y reglamentos contra el blanqueo de dinero y la financiación del terrorismo, a la vez que se ajustan a las normas internacionales de derechos humanos;	1
Se avanzaría en la investigación y el análisis de políticas sobre una serie de cuestiones, incluidos los mecanismos de prevención de conflictos y alerta temprana.	0
Recientemente se han emprendido otras iniciativas: en agosto de 2011 se estableció una Comisión Provisional de Reconciliación Nacional, y en septiembre el Gobierno de Guinea y la Comisión de Consolidación de la Paz de las Naciones Unidas llegaron a un acuerdo sobre una estrategia conjunta para promover la reconciliación nacional y reformar el sector de la seguridad, entre otras cosas.	1
En el marco del Foro Mundial contra el Terrorismo, el Equipo de Vigilancia participó en el Seminario sobre buenas prácticas proactivas de lucha contra el terrorismo para el sector de la justicia penal, celebrado en Abuja, y en la reunión del Grupo de Trabajo sobre el Sahel, celebrada en Orán (Argelia) en junio de 2013, con el objetivo de promover el régimen de sanciones y evaluar la amenaza en la región.	1
Sin embargo, nos sigue preocupando que se haga demasiado hincapié en las visitas a los países en desarrollo.	0
Esa restricción tendrá que mantenerse mientras la participación en esos viajes dé lugar a la obligación de informar sobre cuestiones sustantivas.	0
Con respecto a la prohibición de viajar, de conformidad con el párrafo 10 de la resolución 1807 (2008), el Consejo estableció exenciones para los viajes por motivos humanitarios, incluidas las obligaciones religiosas, para promover la paz y la reconciliación nacional y la estabilidad en la región y para el tránsito de personas que regresaran al territorio del Estado de su nacionalidad o participaran en los esfuerzos por llevar ante la justicia a los autores de violaciones graves de los derechos humanos o del derecho internacional humanitario.	1
36. El Presidente también desempeñó un papel importante durante las reuniones del Comité al alentar a los miembros a que explicaran su posición sobre las listas cuando éstas se opusieran a las de otros Estados, y al tomar la iniciativa de proponer la supresión de nombres de las listas para las personas consideradas muertas o entradas de la Lista que carecían de identificadores.	0
En cuanto al desarme, la desmovilización y la reintegración de los excombatientes, las partes convinieron en que los jefes de Estado Mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y las Forces nouvelles se reunirían el 7 de julio para ultimar el calendario de desarme, desmovilización y reintegración previsto para fines de julio.	1
Con ese fin, el Departamento determinó que varios puntos de referencia eran fundamentales para este proceso, entre ellos el establecimiento de los tres comités de asamblea obligatorios, a saber, sobre políticas y finanzas, comunidades y mediación.	1
El ACNUR impartió capacitación a los funcionarios pertinentes de Belarús y Ucrania para asegurar la aplicación efectiva y equitativa de las disposiciones sobre la determinación del estatuto de refugiado establecidas en la Convención de 1951.	1
12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de grandes expectativas y esperanzas de cambio, así como en una "interfaz" entre el pueblo libanés y sus autoridades.	0
Como se dispone en la resolución 1535 (2004) del Consejo de Seguridad y en el informe del Comité contra el Terrorismo sobre su revitalización (S/2004/124), el Comité espera con interés una relación estrecha y de cooperación con el Director Ejecutivo y su personal con el objetivo de aumentar la capacidad del Comité para supervisar eficazmente la aplicación de la resolución 1373 (2001) por todos los Estados Miembros.	0
32. Acoge con beneplácito las reuniones informativas periódicas del Gobierno del Afganistán sobre el contenido de la lista, así como sobre los efectos de las sanciones selectivas en la disuasión de las amenazas a la paz, la estabilidad y la seguridad del Afganistán y en el apoyo a la reconciliación encabezada por el Afganistán;	0
▪ Lanzar un ataque que pueda causar incidentalmente muertos o heridos a civiles o daños a bienes de carácter civil o una combinación de ellos que sería excesiva en relación con la ventaja militar concreta y directa prevista;	0
Los miembros del Consejo de Seguridad también condenaron los continuos ataques contra las fuerzas de seguridad yemenitas en Hadramawt el 9 de octubre, así como en Bayda el 8 de octubre, que tenían por objeto socavar la estabilidad del Yemen.	0
Siete han establecido en su legislación una jurisdicción adecuada para los delitos pertinentes, cinco han adoptado algunas medidas a este respecto y no se dispone de información suficiente con respecto a nueve Estados.	1
Invita a [la misión] a que fortalezca su capacidad de gestión de conflictos completando lo antes posible su estrategia integrada de apoyo a los mecanismos locales de solución de conflictos tribales a fin de aumentar al máximo la protección de los civiles; acoge con beneplácito la elaboración de una estrategia amplia para la protección de los civiles y alienta a [la misión] a que prosiga y complete su labor sobre la estrategia de manera oportuna; y exhorta de nuevo a [la misión] a que, de conformidad con su mandato y capacidad actuales, promueva activamente la realización de patrullas en zonas de alto riesgo de conflicto localizado.	0
Al menos una persona resultó muerta y 20 resultaron heridas durante los enfrentamientos entre la policía antidisturbios y los manifestantes, que también interrumpieron las operaciones de los tribunales móviles.	0
a) Fomentar la capacidad de sus regímenes de lucha contra el blanqueo de dinero y la financiación del terrorismo, prestando especial atención a las dependencias de inteligencia financiera, la congelación de fondos y activos de terroristas y la reglamentación de las organizaciones de beneficencia;	1
Sin embargo, el Gobierno, en su calidad de órgano general responsable de la formulación de políticas, también tiene la responsabilidad de responder a problemas críticos dentro de las instituciones y entre ellas.	1
53. La INTERPOL también está estableciendo el sistema electrónico de localización de armas de la INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	1
E.1 Elaborar, aplicar y evaluar políticas y estrategias sobre la incorporación de la perspectiva de género en todos los programas de reconstrucción y rehabilitación después de los conflictos.	1
Exigiendo que las partes en el conflicto actúen con moderación y pongan fin a toda acción militar de todo tipo, incluidos los bombardeos aéreos,	0
Si bien en la actualidad el acceso a la base de datos es limitado para los organismos encargados de hacer cumplir la ley, es evidente que tiene un valor cada vez mayor a medida que más países proporcionan información.	1
El Consejo de Seguridad también expresa su preocupación por el aumento de las tensiones en la región de Ituri y exhorta a todas las partes a que actúen con moderación.	0
11. Alienta los esfuerzos por asegurar el desarrollo de la utilización de la energía nuclear con fines pacíficos por parte de los países que tratan de mantener o desarrollar su capacidad en esta esfera en un marco que reduzca el riesgo de proliferación y cumpla las normas internacionales más estrictas en materia de salvaguardias, seguridad y protección;	0
Acogiendo con beneplácito y apoyando las medidas adoptadas para concertar tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que el establecimiento de zonas libres de armas nucleares reconocidas internacionalmente sobre la base de acuerdos libremente concertados entre los Estados de la región de que se trate y de conformidad con las directrices de 1999 de la Comisión de Desarme de las Naciones Unidas, fortalece la paz y la seguridad mundiales y regionales, fortalece el régimen de no proliferación nuclear y contribuye al logro de los objetivos del desarme nuclear,	0
La Federación de Rusia informó de que había adoptado medidas para proteger los buques y las instalaciones portuarias contra los ataques terroristas, como se establece en las disposiciones del Código PBIP relativas a la capacitación, la notificación y las señales en situaciones de emergencia.	1
En el párrafo 8 de la resolución, el Consejo de Seguridad decidió establecer un grupo de trabajo del Consejo para examinar los informes del mecanismo mencionado en el párrafo 3 de la resolución, examinar los progresos realizados en la elaboración y aplicación de los planes de acción mencionados en el párrafo 7 de la resolución y examinar otra información pertinente que se le presentara.	1
En la tercera reunión tripartita de Angola, la República Democrática del Congo y el ACNUR, celebrada en Luanda los días 28 y 29 de marzo, se llegó a un acuerdo sobre el establecimiento de un grupo de trabajo para examinar el regreso de unos 80.000 refugiados angoleños que vivían en la República Democrática del Congo.	1
El Centro Jurídico de Kosovo, un instituto independiente establecido por el pilar de creación de instituciones, también continuó su programa de becas.	1
Los objetivos del programa son contribuir a la aplicación de las reformas estructurales necesarias para dar al Estado congoleño la capacidad de proyectar su autoridad en todo el país, fortalecer la capacidad de las comunidades para responder a las perturbaciones adversas, ofrecer oportunidades económicas a los jóvenes desempleados y otros grupos de alto riesgo, y obtener dividendos tangibles de la paz en las provincias occidentales.	1
Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)	0
Tras la segunda batalla por el control de Baidoa, Habsade volvió a recibir apoyo logístico de sus aliados en Mogadishu.	1
Me sigue preocupando el hecho de que el acceso a los servicios básicos, incluidos la atención de la salud y las escuelas, siga siendo limitado para los ciudadanos de todo el norte de Malí.	0
Espero que esta medida positiva ayude a crear un clima propicio para poner fin al estancamiento actual y allanar el camino para el tan esperado progreso hacia una solución política justa, duradera y mutuamente aceptable del conflicto.	1
El Consejo de Seguridad alienta, a este respecto, a todos los Estados de la región a que firmen y apliquen el Código de Conducta lo antes posible, y los exhorta a que adopten nuevas medidas eficaces a nivel nacional para combatir la piratería y el robo a mano armada en el mar en el Golfo de Guinea.	0
iii) Cooperación con organizaciones internacionales, incluidos los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1373 (2001);	1
Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debe abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de contar con una presencia suficiente en todos los distritos y dependencias para realizar actividades de supervisión, asesoramiento, capacitación, orientación y apoyo, según sea necesario, para seguir fomentando la capacidad y desarrollando las instituciones de la policía nacional.	1
38. Varios Estados de la región de Asia han apoyado activamente el desarrollo de contranarrativas, incluso para su uso en Internet, a fin de poner en tela de juicio los defectos ideológicos y religiosos en que se basan las ideologías terroristas.	1
Varias operaciones de paz recientes han incorporado el análisis de la delincuencia transfronteriza en sus estructuras de planificación y análisis conjuntos de misiones, en particular la MINUSMA.	0
Al parecer, la nueva modalidad de misiones conjuntas exploratorias y de excavación en el marco del Subcomité Técnico es un enfoque prometedor para acelerar los progresos prácticos sobre el terreno.	1
a) Encontrar formas de intensificar y acelerar el intercambio de información operacional, especialmente en lo que respecta a las acciones o movimientos de personas o redes terroristas; documentos de viaje falsificados o falsificados; tráfico de armas, explosivos o materiales sensibles; utilización de tecnologías de comunicaciones por grupos terroristas; y la amenaza que representa la posesión de armas de destrucción en masa por grupos terroristas;	1
69. Estos nuevos "reclutas" se convertirían en lo que la población civil y otros denominarían el "Janjaweed", un término tradicional de Darfur que denota a un bandido armado o forajido en un caballo o camello.	0
Se han concertado acuerdos técnicos entre la Interpol de Sarajevo y la entidad y los organismos estatales encargados de hacer cumplir la ley, que permiten a esas fuerzas de policía acceder directamente a la base de datos de la Interpol.	1
3. Los Estados deben llevar ante la justicia a quienes financian, planifican, apoyan o cometen actos terroristas o proporcionan refugios seguros, de conformidad con el derecho internacional, en particular sobre la base del principio de extradición o enjuiciamiento;	1
Aunque ningún aldeano denunció ningún caso de violación al equipo de investigación de la UNAMID, las fuerzas armadas sudanesas y el personal de inteligencia militar estuvieron de hecho presentes en la aldea durante la investigación de la UNAMID.	1
La amenaza de Al-Qaida y los talibanes	0
Mauricio introdujo un nuevo sistema de control fronterizo en 2009, y los datos de los pasajeros se registran en una base de datos inmediatamente después de su llegada o salida en el aeropuerto internacional.	1
Los participantes convinieron en que la presencia de AlQaida en la Península Arábiga en el Yemen planteaba un gran desafío para una transición pacífica y subrayaron la necesidad de que se prestara apoyo internacional específico al Yemen para combatir el terrorismo.	0
61. El grado de presencia y funcionamiento de las instituciones del Estado, la policía y el ejército nacional en esas zonas varía considerablemente.	0
Esta disposición fundamental de la resolución aún no se ha aplicado y reafirma una decisión que todos los libaneses se comprometieron a adoptar en el Acuerdo de Taif de 1989, tras la guerra civil.	0
Con ese fin, uno de los instrumentos a disposición de los Estados Miembros es el Registro de Armas Convencionales de las Naciones Unidas, que incluye datos proporcionados por los Estados sobre las transferencias internacionales de armas, así como información sobre las existencias de material bélico, la adquisición mediante la producción nacional y las políticas pertinentes.	1
Un Estado señaló que había ampliado la base sobre la que se podía incluir a las organizaciones terroristas en su Código Penal para incluir a las organizaciones que abogaban por la comisión de un acto terrorista.	0
El Comité espera con interés la continuación de este apoyo altamente profesional.	0
60. Sin embargo, las violaciones de los derechos del niño, incluida la violencia sexual, siguen siendo motivo de grave preocupación en todo el país.	0
Un Estado había establecido en 2010 un programa multifacético de diversidad y cohesión social, destinado a promover el respeto mutuo y el sentido de pertenencia de todos y a fomentar la resiliencia de la comunidad.	1
FALINTIL se convirtió en el ala armada del recién creado Consejo Nacional de la Resistencia Maubere (CNRM), que incluía a FRETILIN, UDT y otros partidos nacionalistas, por lo que perdió el control absoluto sobre las políticas de la resistencia.	1
La rendición de cuentas [U] urge al Gobierno del [país afectado] a garantizar la plena aplicación de su "política de tolerancia cero" con respecto a la disciplina y las violaciones de los derechos humanos, incluida la violencia sexual y de género, cometidas por elementos de las [fuerzas armadas] e insta además a que todas las denuncias de tales violaciones se investiguen a fondo, con el apoyo de [la misión], y a que todos los responsables sean llevados ante la justicia mediante un proceso sólido e independiente.	0
67. La República Popular Democrática de Corea utilizó sus fuerzas terrestres, navales y de inteligencia para realizar secuestros y detenciones.	0
Todos los Estados de la subregión han establecido la jurisdicción para los delitos pertinentes en su legislación.	1
El Representante Especial declaró que los combates no presagiaban bien el logro de un acuerdo por las partes beligerantes durante las conversaciones de paz dirigidas por la IGAD, previstas para el 6 de noviembre.	0
En Centroamérica y el Caribe, el Proceso de Diálogo de San José ejecuta programas de integración y prevención del terrorismo y la incitación.	1
El Consejo subraya la necesidad de que el nuevo Gobierno, una vez constituido, colabore con la comunidad internacional y utilice el período de transición de manera constructiva para lograr la reconciliación, la estabilidad y la reconstrucción.	0
2. Decide que la Dirección Ejecutiva del Comité contra el Terrorismo seguirá funcionando como misión política especial bajo la orientación normativa del Comité contra el Terrorismo durante el período que termina el 31 de diciembre de 2017 y decide además realizar un examen provisional a más tardar el 31 de diciembre de 2015;	1
La mayoría de los Estados cuentan con legislación contra el blanqueo de dinero, y cuatro de ellos incluyen la financiación del terrorismo como delito determinante.	1
:: La prohibición de la violencia contra la vida y la persona, en particular el asesinato, la mutilación, los tratos crueles y la tortura; las desapariciones forzadas; los ultrajes a la dignidad personal; y la violación, la esclavitud sexual, la prostitución forzada, el embarazo forzado, la esterilización forzada y cualquier otra forma de violencia sexual.	0
Del mismo modo, en lo que respecta a los beneficiarios de las reparaciones, es importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas.	1
Sin embargo, en Puerto Príncipe, un marcado aumento de la violencia y la delincuencia, incluidos los secuestros, generó una grave ansiedad pública en mayo y junio.	0
Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades sociales y económicas en la sociedad turca que supuestamente alimentan la disidencia curda y el reclutamiento del Partido de los Trabajadores Kurdos (PKK).	1
12) Convenio sobre la marcación de explosivos plásticos para los fines de detección, firmado en Montreal el 1o de marzo de 1991; ratificado el 18 de diciembre de 1991; entró en vigor el 21 de junio de 1998.	1
Dado que las categorías de crímenes internacionales se han enumerado en otras partes del informe, tal vez baste recordar aquí brevemente las diversas formas de participación en crímenes internacionales que dan lugar a responsabilidad penal individual.	0
Pero ahora, lo que ha logrado el Afganistán se ve gravemente corroído por los graves desafíos a la seguridad y la estabilidad del país.	0
4. En Argelia, la Organización de Al-Qaida en el Magreb Islámico (QE.T.14.01) sigue planteando una amenaza activa y peligrosa, no sólo para Argelia sino también para los países del Sahel, en particular Mauritania y, más recientemente, Malí.	0
El Consejo de Seguridad reitera también su llamamiento a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados para que se ocupen de todas las demás violaciones y abusos cometidos contra los niños y asuman compromisos y medidas concretos a este respecto.	0
- El 25 de noviembre de 2014, aviones de combate del régimen lanzaron 2 misiles contra la zona industrial de la ciudad de Raqqa, causando la muerte de 44 personas e hiriendo a otras 57; se destruyeron 15 tiendas y 17 viviendas.	0
Dará voz a los jóvenes al servir de foro que garantice la coherencia de las políticas y promueva el interés de los jóvenes en las políticas gubernamentales.	1
En vísperas de la manifestación, el Comandante General de la PNTL, Martins, emitió una orden por escrito sobre el despliegue de la PNTL y el uso de la fuerza, que incluía el uso de la policía del distrito de Dili para patrullar a pie, la Unidad de escolta para la protección de personalidades estatales y la Unidad de Reserva de la Policía para patrullar en "zonas críticas".	1
Sin embargo, era dudoso que los contingentes de las FARDC desplegados en la provincia pudieran establecer un control efectivo y sostenido sobre toda Katanga y limitar considerablemente la capacidad de los Mayi-Mayi de hostigar a la población local y explotar ilegalmente los recursos naturales.	0
Invita a [el Estado afectado] a que, con la asistencia de la comunidad internacional, siga trabajando para establecer un sistema de justicia justo y transparente, que incluya la reconstrucción y reforma del sistema penitenciario, a fin de fortalecer el estado de derecho en todo el país y eliminar la impunidad.	1
Sin embargo, nos preocupa que hasta la fecha la adopción de decisiones clave se haya visto socavada por la falta de consenso político.	0
59. Algunos Estados de esta región aplican la Estrategia de la Unión Europea de 2005 para combatir la radicalización y el reclutamiento de terroristas, cuyo objetivo es " perturbar las actividades de las redes y las personas que atraen a la población hacia el terrorismo; asegurar que las voces de opinión dominante prevalezcan sobre las del extremismo; [y] promover aún más vigorosamente la seguridad, la justicia, la democracia y las oportunidades para todos".	1
El Equipo también siguió desempeñando un papel activo en la elaboración de medidas para combatir la financiación del terrorismo mediante su participación en las reuniones plenarias del GAFI y en las reuniones de los órganos regionales similares al GAFI.	1
También ha habido advertencias de células de Al-Qaida en Zambia, y tanto Sudáfrica como Zambia han extraditado en el pasado a sospechosos de terrorismo.	1
114. Varios Estados, organizaciones internacionales, instituciones académicas y otros están elaborando activamente programas de rehabilitación nuevos e innovadores para las personas detenidas o encarceladas en relación con su participación en actos terroristas.	1
La hoja de ruta para la salida de la MONUSCO debería ir acompañada de la intensificación de los esfuerzos de la comunidad internacional por mejorar la cooperación regional a fin de reducir al mínimo las amenazas y los riesgos externos para el proceso de consolidación de la paz en la República Democrática del Congo.	1
Me complace informar de que se han obtenido fondos para el establecimiento de una biblioteca jurídica bajo la custodia de los refugiados en Rabouni (véase S/2007/619, párr. 41).	1
Informó de que los dirigentes de la CCD habían restablecido el control y estaban reuniendo a sus oponentes.	0
Pide que se respeten plenamente los derechos humanos y las libertades fundamentales y el derecho internacional humanitario en todo [el país afectado], observa con preocupación las restricciones a la libertad de los medios de comunicación y los ataques contra periodistas.	0
Los Estados de la subregión cooperan bien con los asociados regionales e internacionales para reducir el riesgo y su vulnerabilidad al terrorismo, intercambian información de inteligencia sobre amenazas y advertencias, intercambian información operacional y realizan actividades conjuntas de capacitación y otras actividades en contextos bilaterales y multilaterales.	1
Después de media hora, otros tres jeeps llegaron del Chad apoyados por un helicóptero militar y una vez más hubo un enfrentamiento con la unidad militar sudanesa en el curso del cual resultaron heridos un soldado y varios civiles.	0
Sin embargo, las autoridades gubernamentales y otras fuentes informan de la destrucción por combatientes del MPCI de registros civiles en las prefecturas.	0
Las autoridades convinieron en que los albaneses étnicos habían sido víctimas de discriminación social e institucional y aceptaron que las medidas de fomento de la confianza, como la inclusión de los albaneses étnicos en la policía local y el aumento de la representación en las estructuras políticas, contribuirían en gran medida a reducir las tensiones y a lograr la estabilidad a más largo plazo en la región.	0
122. Con el fin de mejorar la capacidad de los funcionarios encargados de hacer cumplir la ley en Asia meridional para luchar contra el terrorismo y los delitos conexos y, al mismo tiempo, fortalecer la cooperación regional y el intercambio de información entre el personal encargado de hacer cumplir la ley, la Dirección Ejecutiva del Comité contra el Terrorismo ha facilitado una serie de seminarios (a partir de noviembre de 2009) destinados a reunir a funcionarios encargados de hacer cumplir la ley, principalmente agentes de policía y fiscales, para intercambiar experiencias, experiencias adquiridas y mejores prácticas en la tramitación de casos relacionados con delitos internacionales y terrorismo.	1
En sus declaraciones públicas, el Coronel Al-Qadhafi y miembros de su familia han seguido amenazando a los ciudadanos con una guerra civil y la posibilidad de matanzas masivas si continúan las protestas.	0
Las delegaciones consideraron útil la Lista consolidada y la consideraron una parte importante de las medidas nacionales e internacionales para combatir a Al-Qaida y sus asociados.	0
De hecho, el Comité 1540 parece estar bien situado para promover la cooperación entre esas entidades y explorar oportunidades de financiación.	1
Si bien las medidas de lucha contra la financiación del terrorismo han mejorado en toda la subregión, siguen existiendo deficiencias en lo que respecta, en particular, al establecimiento de mecanismos de congelación, la reglamentación de sistemas alternativos de envío de remesas y la supervisión de las organizaciones sin fines de lucro.	1
83. Los combatientes del MPCI facilitaron a la misión información sobre la existencia de otras fosas comunes en las zonas de combate, a saber, cinco fosas comunes, tres de ellas en Man y dos en Danané, a 72 kilómetros de Man.	0
La limitada presencia del ACNUR en los campamentos y entre los refugiados es otro obstáculo que el país de asilo ha puesto en el camino del cumplimiento por el ACNUR de su mandato.	0
En muchos entornos, las mujeres refugiadas y desplazadas internas asumen nuevas funciones, y las oportunidades de cambio positivo deben aprovecharse y apoyarse con mayor eficacia.	1
La Dirección facilitará la capacitación solicitada a los funcionarios de aduanas, la policía de fronteras y las dependencias de inteligencia financiera en el primer trimestre de 2014.	1
Las tropas y la policía deben estar mejor preparadas para participar en tareas de protección, incluida la prevención de la violencia sexual relacionada con los conflictos.	1
:: Las organizaciones regionales y subregionales deberían formar parte de un enfoque integrado de la lucha contra el terrorismo.	1
En el examen se examinaron 488 nombres de personas, grupos y entidades sujetos al régimen de sanciones contra Al-Qaida y los talibanes a fin de actualizar sus entradas o retirarlos de la Lista cuando el Comité decidió que su inclusión en la Lista ya no era apropiada.	1
Además, se debía considerar que la obligación internacional se había cumplido en cualquier momento, tras la celebración de un tratado de paz, el Estado responsable había convenido en pagar al otro Estado o Estados reparaciones de guerra o indemnización por los daños causados a los nacionales del adversario, independientemente de si se había efectuado algún pago.	1
Sin embargo, sin mucha transparencia -- lo que socavaría una de sus principales ventajas -- es poco probable que ese mecanismo satisfaga los llamamientos a una revisión judicial eficaz e independiente.	0
Las frecuentes peticiones de donaciones de los grupos, y sus afirmaciones de que no pueden lanzar ataques por falta de dinero, han alentado a que se haga mayor hincapié en la inclusión de financieros en la Lista.	0
El Consejo condena todas las medidas unilaterales destinadas a crear hechos sobre el terreno que perjudiquen el resultado de las negociaciones.	0
La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, mientras que la representación femenina es del 22%.	1
La inversión y la integración dependerán no sólo del estatuto, sino también de un Kosovo previsible y estable, donde se respete el estado de derecho.	1
Ahora debe asignarse alta prioridad al reto de establecer administraciones locales y regionales en las regiones recuperadas de Al-Shabaab.	0
El proyecto será ejecutado por la Oficina de las Naciones Unidas de Servicios para Proyectos y será ejecutado por los municipios de las regiones de Pristina y Gnjilane.	1
El mayor y más mortífero de estos incidentes fue el ataque no provocado por milicias tribales contra el campamento de desplazados internos de Aro Sharow y las aldeas de Gosmino y Ardja en la zona de Kulbus, en Darfur occidental, cerca de la frontera con el Chad, que tuvo lugar el 28 de septiembre.	0
El Consejo de Seguridad subraya que la estabilidad y la seguridad siguen siendo fundamentales para los esfuerzos de reconstrucción política y económica del Gobierno de Transición y la comunidad internacional.	0
a) Pedir a la Unión Africana que mantenga las tropas de la AMISOM en Somalia después de la partida de las fuerzas etíopes y ofrecer la asistencia que se indica a continuación para apoyar el refuerzo de la Misión;	1
El Comité seguirá centrándose en el fortalecimiento del consenso en el seno de la comunidad internacional sobre la importancia de la lucha contra el terrorismo, la adopción de medidas prácticas destinadas a aumentar la capacidad de los Estados en la lucha contra el terrorismo, la ayuda a identificar y abordar los problemas a que se enfrentan los Estados en la aplicación de la resolución 1373 (2001) del Consejo y la contribución al proceso de aumento del número de Estados que son partes en los convenios y protocolos internacionales pertinentes de lucha contra el terrorismo.	0
319. Es evidente que la destrucción masiva de aldeas por las fuerzas del Gobierno y los Janjaweed no estaba justificada por la necesidad militar.	0
Acogiendo con beneplácito el establecimiento de la Oficina del Ombudsman de conformidad con la resolución 1904 (2009) y el fortalecimiento del mandato de la Ombudsman en su resolución 1989 (2011), observando la importante contribución de la Oficina del Ombudsman al logro de mayor equidad y transparencia, recordando el firme compromiso del Consejo de Seguridad de asegurar que la Oficina del Ombudsman pueda seguir desempeñando su función con eficacia, de conformidad con su mandato, y recordando también la Declaración del Presidente del Consejo de Seguridad (S/PRST/2011/5), de 28 de febrero de 2011,	1
Como se ha indicado anteriormente, diversas fuentes han confirmado que los niños llevan uniforme y portan armas.	0
A ese respecto, otro participante, señalando el aumento de los costos de las operaciones de mantenimiento de la paz, lamentó la falta de conocimientos militares del Consejo.	0
También ha firmado 51 acuerdos con las dependencias de inteligencia financiera de los Estados extranjeros para intercambiar información sobre transacciones relacionadas con la financiación del terrorismo.	1
Un total de 12 Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo dos han aplicado plenamente esas medidas.	1
Se están llevando a cabo investigaciones penales complejas de la piratería y de las redes delictivas implicadas en la piratería, con especial atención a los dirigentes, los financiadores y los organizadores.	1
Ofrecer alternativas sostenibles a los excombatientes es una parte esencial de la neutralización de los grupos armados.	1
En las regiones centrales, los conflictos no resueltos también siguen afectando a los medios de vida y retrasando la recuperación.	0
Las autoridades subrayaron que no hay refugiados ni campamentos de Côte d'Ivoire en Ghana.	0
- Destaca la importancia de contar con un nivel adecuado de conocimientos militares para las decisiones del Consejo de Seguridad;	0
La visita a Bouaké se produjo un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia de la cesación del fuego en Duékoué.	0
24. El Comité examinará la información proporcionada por la Dirección Ejecutiva en relación con el hecho de que siga prestando especial atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros; su labor con los Estados Miembros para elaborar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyan la lucha contra la incitación a la comisión de actos terroristas motivados por el extremismo violento y la intolerancia; y su facilitación de asistencia técnica para la aplicación de la resolución 1624 (2005).	0
Para asegurar que los posibles peticionarios tengan una clara comprensión del proceso y sean conscientes de las medidas que deben adoptarse y para salvaguardar la coherencia en la aplicación, se han desarrollado prácticas y procedimientos, y se ha difundido información sobre ellos, a fin de concretar aún más el proceso.	0
En primer lugar, la aplicación efectiva del régimen de sanciones está directamente relacionada con la calidad de la información disponible sobre sus objetivos.	1
b) Participar activamente en el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo establecido para ayudar a los Estados Miembros a aplicar la Estrategia global.	1
El Consejo condena todas las demás violaciones del derecho internacional, incluidos el derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.	0
El Comité dijo que el Gobierno trata de proteger a la población civil, que no emprende operaciones militares contra civiles y que sólo ataca a los rebeldes.	1
