en_es_GOOGLE	MatConf
La Sra. Tagliavini afirmó que gran parte de los combates habían cesado desde la firma de los documentos de Minsk, pero que seguían produciéndose combates en algunos lugares estratégicos, incluidas las afueras de la ciudad, en el puerto de Mariupol, en el Mar Negro, y alrededor del aeropuerto de Donetsk. sin tener en cuenta el alto el fuego y los acuerdos de Minsk.	1
347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento.	1
b) Los dirigentes políticos y militares de grupos armados extranjeros que operan en la República Democrática del Congo y que impiden el desarme y la repatriación voluntaria o el reasentamiento de combatientes pertenecientes a esos grupos;	1
Los 18 Estados que han informado sobre la importación y exportación de armas han adoptado algunas medidas para regular la producción, venta y transferencia de armas y explosivos.	0
10. El 7 de septiembre, el Grupo de Trabajo Conjunto del Gobierno del Chad y las Naciones Unidas celebró su tercera reunión para evaluar la situación sobre el terreno con respecto a la protección de los civiles y la aplicación de las medidas adoptadas por el Gobierno para ejecutar las tareas. establecido en el párrafo 2 de la resolución 1923 (2010).	0
Encomendar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad, cuando proceda y caso por caso, que contribuyan imparcialmente a la protección de la población civil, incluidas aquellas que se encuentran bajo amenaza inminente de violencia física, dentro de sus zonas de operación.	1
En ese momento, cientos de miles de albanokosovares habían regresado a Kosovo y comenzado a reconstruir sus vidas. La mayoría de los serbios de Kosovo habían huido de sus hogares. Kosovo era una sociedad de sufrimiento y destrucción generalizados para todas las comunidades. La economía estaba en ruinas.	1
94. Al comprobarse la existencia de milicias y de las llamadas fuerzas paralelas, el Presidente de la República y el Gobierno de Reconciliación Nacional tienen la obligación de adoptar todas las medidas necesarias para poner fin a sus actividades.	1
Al menos 90 países se ven afectados por los artefactos explosivos improvisados, y Al-Qaida y sus afiliados intercambian información y asesoramiento sobre la mejor manera de construirlos y utilizarlos.	1
Un oficial de la UNPOL preguntó si había resultado herido y le dijeron que la PNTL acababa de matar al amigo del Sr. Amaral.	1
99. Los principales grupos terroristas de la región incluyen Jemaah Islamiyah, que ha estado especialmente activo en Indonesia, Malasia y Singapur; el Grupo Abu Sayyaf; grupos insurgentes en Filipinas; y los insurgentes separatistas en el sur de Tailandia.	1
El componente militar sigue prestando servicio en el norte en condiciones extremadamente difíciles.	1
o El 30 de noviembre de 2014, aviones de combate del régimen lanzaron un misil contra la ciudad de Andan, matando a 11 personas, entre ellas 1 niño. Deraa	1
13. Insta a los Estados Miembros a que promuevan el mayor conocimiento posible de la Lista de Sanciones contra Al-Qaida, incluso entre los organismos nacionales pertinentes, el sector privado y el público en general, para garantizar la aplicación efectiva de las medidas previstas en el párrafo 1; y alienta a los Estados Miembros a que insten a que sus respectivos registros de empresas, propiedades y otros registros públicos y privados pertinentes comparen periódicamente sus bases de datos disponibles, incluidas, entre otras, las que contienen información legal y/o sobre beneficiarios reales, con la Lista de Sanciones contra Al-Qaida;	0
La Comisión observa que durante el conflicto de Darfur ha surgido claramente una pauta de saqueos y violaciones por parte de los Janjaweed, hecho que no podrían haber sido ignorados por las personas identificadas por la Comisión.	1
260. Para prevenir la movilidad terrorista transfronteriza también se requiere el uso de tecnología y equipos, como lectores y escáneres, en los puestos de control fronterizos para capturar datos de los viajeros en tiempo real y verificar esos datos con bases de datos penales y de alerta nacionales e internacionales.	0
Los líderes y partidarios del gobierno, por su parte, acusaron al MPCI y otros &quot;movimientos rebeldes&quot; de utilizar fuerzas extranjeras y cometer atrocidades, en particular el asesinato de decenas de miembros de la gendarmería en Bouaké.	0
El acto específico de reclutamiento de personas con el fin de cometer actos terroristas se trata en la Ley núm. 535/2004 sobre prevención y lucha contra el terrorismo.	1
Además, el modo y el patrón de los vuelos aéreos que precedieron a los ataques no pueden interpretarse en modo alguno como señales de advertencia, ya que claramente formaban parte del ataque.	1
Por eso Grecia había insistido en la necesidad de aclarar, en el sexto párrafo del preámbulo, en el que el Consejo insta a &quot;progresar hacia la reanudación de las negociaciones para una solución integral&quot;, que se debe reafirmar que esas negociaciones deben tener lugar entre las dos comunidades.	0
Como dije antes, la aplicación de dobles raseros al abordar el terrorismo y los grupos terroristas es otro asunto importante y de grave preocupación que socava gravemente la lucha colectiva de la comunidad internacional contra el terrorismo.	0
Establecimiento de una Comisión de la Verdad y la Reconciliación en Costa de Marfil, con el apoyo de las Naciones Unidas y teniendo en cuenta las lecciones aprendidas y las mejores prácticas que han surgido en este ámbito en los últimos años;	0
Además, uno es sospechoso de haber participado en la detención ilegal de civiles y dos son sospechosos del asesinato de civiles, que constituyen crímenes contra la humanidad.	1
:: 19 de septiembre de 2005, una persona muere y dos resultan heridas en una pequeña explosión en la oficina de información de Kuwait en Beirut.	1
A lo largo del año pasado, no menos del 94 por ciento de las 982 supuestas operaciones antiterroristas del régimen sirio han tenido como objetivo a fuerzas de oposición moderadas.	1
Las tres Misiones también están estudiando la posibilidad de seguir ampliando la cooperación en el fletamento de aviones de pasajeros de alta capacidad para la rotación de tropas; establecer una oficina regional de adquisiciones con personal conjunto; y mejorar las instalaciones de la MONUC en Entebbe (Uganda), que ya prestan servicios a la MONUC, la ONUB y la UNMIS, para proporcionar alojamiento para el tránsito de tropas y un punto principal de entrada para los envíos de las tres Misiones, entre otras funciones.	0
3. En el párrafo 7 del anexo de mi carta de 8 de agosto de 2005 indiqué que la garantía en efectivo que respaldaba las 249 cartas de crédito que habían expirado el 31 de diciembre de 2004 seguiría retenida en la Cuenta de las Naciones Unidas para el Iraq hasta el 30 de noviembre de 2005 para permitir que se realice el pago a los proveedores si se reciben documentos de autenticación que confirmen que los bienes fueron enviados durante el período de validez de la carta de crédito. Sin embargo, durante consultas recientes con las autoridades pertinentes, el Gobierno del Iraq solicitó una prórroga de este plazo para la recepción de documentos de autenticación hasta el 31 de diciembre de 2005 a fin de darles más tiempo para su procesamiento.	0
(b) monitorear e informar sobre la situación de los derechos humanos, en cooperación con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos, incluida la situación de los refugiados retornados y las personas desplazadas.	0
Muchos hombres fueron arrestados y llevados a la comisaría.	1
También estallaron graves enfrentamientos entre facciones armadas en el campamento de refugiados palestinos de Ain el-Hilweh, y una escuela del Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente fue atacada, causando daños materiales.	1
Se invita a los Estados a analizar las huellas dactilares contenidas en las versiones restringidas de las notificaciones en sus bases de datos policiales para comprobar si hay coincidencias en sus propios sistemas (secc. VI.C, párr. 80).	0
También vale la pena señalar que el Ministro de Asuntos Sociales de Darfur Occidental, que también es Wali Adjunto del Estado de Darfur Occidental, consideró a los aldeanos responsables de la destrucción que provocó su desplazamiento masivo, alegando que permitieron que sus hijos se unieran los rebeldes y utilizar sus propias aldeas para actividades insurgentes.	1
Dada la jurisdicción limitada de la Unidad de Delitos Graves y el fracaso del proceso del Tribunal Ad Hoc de Indonesia, es posible que se requieran medidas correctivas adicionales para lograr justicia.	0
Estas resultaron útiles para promover la labor del Comité, aumentar la conciencia y la comprensión del régimen de sanciones, desarrollar ideas para mejorar la eficacia de las medidas y debatir las dificultades que enfrentan algunos Estados en la aplicación y lo que se podría hacer para ayudarlos. D. Reuniones con los servicios de seguridad e inteligencia	0
El ministro del Interior, Lobato, llegó a la sede vestido con un chaleco antibalas y muy agitado, gritando &quot;mátenlos a todos&quot;.	0
Exhortó a los dirigentes somalíes a intensificar sus esfuerzos para aplicar la hoja de ruta y respetar el plazo de transición de agosto de 2012.	0
En consecuencia, no existen cifras exactas sobre el número de armas pequeñas y ligeras que actualmente circulan en todo el mundo.	1
&quot;El Consejo de Seguridad reitera la necesidad de aumentar la cooperación actual entre los comités con mandatos de lucha contra el terrorismo establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos. de expertos.	0
El Comité también respalda la recomendación de dirigir las solicitudes de información más precisamente a los Estados donde una persona o entidad incluida en la lista opera o intenta operar, sin imponer a esos Estados una carga de presentación de informes demasiado pesada.	0
12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de grandes expectativas y esperanzas de cambio, así como en una &quot;interfaz&quot; entre el pueblo libanés y sus autoridades.	0
Todas las pruebas concretas encontradas en el lugar fueron entregadas posteriormente a las Fuerzas de Seguridad Internas (General Hisham Aouar) y, hasta donde sabía el General Azar, había algunos fragmentos de metal y un arma.	0
Hemos observado con preocupación la evaluación del Secretario General de que muchos de los factores que alimentaron la crisis de 2006 todavía están presentes en la sociedad, haciéndola vulnerable a la inestabilidad.	0
En una declaración de prensa del Presidente, los miembros del Consejo expresaron su grave preocupación por la grave situación humanitaria, ya que los recientes combates habían provocado un aumento de las violaciones de los derechos humanos y nuevos desplazamientos de población.	1
En los últimos años se han establecido mecanismos regionales para la cooperación en materia de aplicación de la ley, incluida la cooperación en materia de inteligencia y alerta temprana, que han mejorado sustancialmente el nivel de cooperación regional.	0
Además, se refirieron a la detención por parte de la policía georgiana, los días 12 y 31 de agosto, de camiones de las fuerzas de mantenimiento de la paz de la CEI que transportaban mercancías desde el lado abjasio de la línea de alto el fuego.	1
Estaban armados y todos nos apuntaban con sus armas.	1
22. Recuerda la solicitud, formulada en la resolución 2178 (2014), al Equipo de Apoyo Analítico y Vigilancia de las Sanciones, de que, en estrecha cooperación con todos los órganos pertinentes de las Naciones Unidas contra el terrorismo, informe al Comité de conformidad con las resoluciones 1267 (1999) y 1989 ( 2011) en un plazo de 180 días, sobre la amenaza que plantean los combatientes terroristas extranjeros reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida o que se unen a ellos, y reitera que este informe también debe centrarse en las tendencias relacionadas con las actividades terroristas extranjeras. que los combatientes se unan a todos los grupos terroristas incluidos en la Lista 1267 de sanciones contra Al-Qaida y trabajen con ellos, y deberían incluir una exposición oral al Comité y un informe del Comité al Consejo de Seguridad en la próxima reunión informativa periódica sobre la lucha contra el terrorismo sobre quienes operan en África.	0
450. Varias deficiencias graves impiden que el sistema de justicia del Sudán actúe con rapidez y de manera adecuada para abordar los abusos.	1
57. Después de sólo tres años desde su creación, la fuerza del DIS sigue en una etapa de formación. Ha logrado demostrar que puede marcar una diferencia en la seguridad de las poblaciones vulnerables del este.	1
- El 19 de septiembre, tras la explosión de un vehículo al chocar contra una mina en Aguelhok, seis miembros heridos del batallón chadiano fueron evacuados en helicóptero al centro médico chino Rol II.	1
Algunos informes indican también que extranjeros procedentes del Chad, la Jamahiriya Árabe Libia y otros Estados respondieron al llamamiento y que el Gobierno estaba más que dispuesto a reclutarlos.	1
Responsabilizar a las personas jurídicas o entidades por delitos relacionados con la financiación del terrorismo;	1
Según informes de testigos, durante el ataque se atacaron civiles, entre ellos mujeres, niños y ancianos.	1
Más allá del alcance inmediato de las sanciones, las delegaciones estaban particularmente interesadas en compartir su experiencia en la reincorporación de los terroristas a la sociedad.	0
El Consejo destaca la necesidad de que el nuevo gobierno, una vez formado, interactúe con la comunidad internacional y utilice el período de transición de manera constructiva con fines de reconciliación, estabilidad y reconstrucción.	0
50. Se están llevando a cabo complejas investigaciones penales sobre la piratería y las redes criminales involucradas en la piratería, centrándose en los líderes, financistas y organizadores.	0
El Gobierno de Malí puso inmediatamente la clínica en cuarentena y unidades de policía constituidas de la MINUSMA ayudaron a las autoridades malienses a brindar seguridad en los alrededores de la clínica.	0
En ese caso, se plantea el problema de si los participantes en el grupo distintos de aquel que cometió el delito, que no había sido planeado o previsto previamente, también tienen responsabilidad penal por ese delito.	1
Algunos Estados Miembros reiteraron la necesidad de una mayor coordinación entre las entidades de lucha contra el terrorismo de las Naciones Unidas.	0
A. Establecimiento del centro de mando integrado	0
En este sentido, solicitamos que se haga todo lo posible para que estas reuniones se celebren cada dos meses, tal como se acordó, y que, en la medida de lo posible, los jefes de los servicios de inteligencia y seguridad participen personalmente en estas reuniones. Instamos a todas las partes interesadas, incluido el Centro Africano para el Estudio y la Investigación sobre el Terrorismo, la Unidad de Enlace y Fusión del Sahel y el Comité de Servicios de Inteligencia y Seguridad de África, en estrecha cooperación con la Comisión de la Unión Africana, a proseguir e intensificar su esfuerzos para intercambiar opiniones y asistencia mutua, así como para implementar los aspectos pendientes de las conclusiones operativas de la reunión de los jefes de los servicios de inteligencia y seguridad.	0
Es necesario tomar medidas para reprimir adecuadamente la financiación del terrorismo.	0
Se elogió la introducción del informe anual de 2007/2008, preparada por la delegación de Vietnam, por proporcionar un resumen y un análisis sustantivo de las actividades del Consejo en todas las regiones y sobre cuestiones que van desde la proliferación de armas de destrucción masiva hasta la papel de las organizaciones regionales y subregionales para contribuir al mantenimiento de la paz y la seguridad internacionales.	0
d) Impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos;	1
Exhortando a los Estados a que trabajen juntos urgentemente para prevenir y reprimir los actos terroristas, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes relacionados con el terrorismo,	0
Como UNAMA, seríamos irresponsables si no hiciéramos un llamamiento a la comunidad internacional, al Gobierno del Pakistán y al Gobierno del Afganistán y a sus fuerzas nacionales para que pusieran fin a esa situación, particularmente en la frontera sur.	0
Mantuvo numerosos intercambios con el Gobierno marroquí, que, antes de aceptar la reanudación de la diplomacia itinerante, solicitó una reunión para aclarar sus preocupaciones sobre el último informe del Secretario General (S/2014/258), precisando que Marruecos consideraba que esto permitiría que el proceso avanzara de la mejor manera posible.	0
Nuestra política de compromiso proactivo tiene objetivos a largo plazo para sacar a la sociedad abjasia del aislamiento, exponerla a valores y creencias democráticos, reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a regresar a sus hogares, independientemente de de su origen étnico, para establecer un entorno de confianza y respeto mutuo.	0
En este caso, se sospecha que han cometido ataques indiscriminados contra civiles, un crimen de guerra.	1
563. La Comisión ha reunido información fiable que le permite identificar a ocho altos funcionarios del Gobierno central y comandantes militares y a seis funcionarios de gobiernos locales o miembros de las fuerzas armadas que operan en Darfur que pueden ser sospechosos de ser responsables de no haber evitado o reprimido a sabiendas la perpetración de delitos, es decir, por responsabilidad superior.	1
2. El Consejo de Seguridad, en su resolución 1575 (2004), de 22 de noviembre de 2004, solicitó a los Estados Miembros, actuando por conducto de la Unión Europea o en cooperación con ella, que le informaran sobre las actividades de la misión militar de la Unión Europea en Bosnia y Herzegovina. (EUFOR), a través de los canales adecuados y al menos con una periodicidad trimestral.	0
Es imposible describir en este informe todos los incidentes de asesinatos que la Comisión ha documentado.	1
La atención se centraría en el control de las zonas mineras y en la eliminación de la amenaza de los grupos armados de Ituri y en la restricción de la presencia de las FDLR en zonas seleccionadas con vistas al proceso de desarme, desmovilización, repatriación, reintegración y rehabilitación.	0
El establecimiento de tribunales mixtos que puedan basarse en el sistema jurídico nacional daría lugar a graves problemas, en particular en lo que respecta a la ley procesal penal sudanesa de 1991.	0
Una serie de cuantiosos pagos de rescates a Al-Qaida y sus afiliados en los últimos años han convertido el secuestro en una táctica fundamental de Al-Qaida.	1
6. Los días 2 y 21 de junio y 25 de septiembre de 2005, respectivamente, varias figuras libanesas destacadas fueron blanco de coches bomba en Beirut, que mataron a Samir Qassir y George Hawi y dejaron a May Chidiac gravemente herida. El 12 de julio de 2005 se llevó a cabo otro intento de asesinato contra el Ministro de Defensa del Líbano, Elias Murr, que dejó un saldo de una persona muerta y varios heridos, incluido el Ministro.	1
58. Me preocupé mucho cuando, poco después de la retirada de las tropas sirias, los activos militares y el aparato de inteligencia, la República Árabe Siria cerró su frontera con el Líbano a los camioneros libaneses.	1
&quot;El Consejo de Seguridad subraya la importancia de explorar las capacidades potenciales y existentes de las organizaciones regionales y subregionales en la esfera de la paz y la seguridad, abarcando, entre otras cosas, el espectro de la prevención de conflictos, el fomento de la confianza, la resolución de conflictos, el establecimiento de la paz, el mantenimiento de la paz y la consolidación de la paz después de los conflictos, y acoge con satisfacción el diálogo regional y la promoción de normas compartidas, así como enfoques regionales comunes para la solución de controversias y otras cuestiones relacionadas con la paz y la seguridad.	0
66. El Programa de las Naciones Unidas para el Estado de Derecho y la Seguridad ha estado proporcionando apoyo técnico y financiero para un seminario sobre aplicación de la ley y un taller de capacitación para la Fuerza de Policía de Somalia en Kampala, desde agosto de 2005.	0
:: Llevar ante la justicia a quienes financian, planifican, apoyan, facilitan o cometen actos terroristas, teniendo en cuenta en particular el principio de &quot;extraditar o enjuiciar&quot;, de conformidad con el derecho internacional, incluidas las normas de derechos humanos	0
Se informó que al menos una persona murió y 20 resultaron heridas durante los enfrentamientos entre la policía antidisturbios y los manifestantes, que también perturbaron las operaciones de los tribunales móviles.	1
- El 12 de diciembre de 2014, 200 fuerzas del régimen rodearon el barrio de Fayd en la ciudad de Jabla. A nadie se le permitió entrar ni salir del vecindario.	1
Reafirma que todas las partes en el conflicto están obligadas a cumplir las obligaciones que les impone el derecho internacional humanitario y, en particular, los Convenios de Ginebra del 12 de agosto de 1949, y que las personas que cometan u ordenen la comisión de violaciones graves de los Convenios son individualmente responsables respecto de tales incumplimientos.	0
61. Como se pide en el actual programa de trabajo de la Comisión, los esfuerzos por avanzar hacia la presentación de informes universales continuaron bilateralmente, con las misiones en Nueva York de aquellos Estados que aún no han presentado informes al Comité, y en el marco de las oportunidades regionales. y otros eventos.	0
La Dirección Ejecutiva ayudará al Comité a iniciar un debate para explorar las necesidades de asistencia técnica de los Estados para implementar la resolución 1624 (2005) y facilitará la prestación de dicha asistencia, según corresponda.	0
205. Los Estados de la subregión están muy atentos a las amenazas terroristas que enfrentan y han invertido grandes recursos en la ampliación de los marcos jurídicos, el establecimiento y fortalecimiento de instituciones de lucha contra el terrorismo y esfuerzos para fortalecer las capacidades de los organismos encargados de hacer cumplir la ley y de inteligencia. .	0
107. El 24 de julio de 2005, este acuerdo fue violado porque la FACI preparó su Mi-24P para operaciones militares en respuesta a un presunto ataque a Anyama.	0
Ahora es menos probable que estén disponibles grandes sumas de dinero, si bien no son críticas para el éxito de un ataque.	1
32. Hasta la fecha, el Consejo no ha solicitado que el Secretario General le informe sobre sus esfuerzos, como se le invitó a hacer en declaraciones presidenciales en 2009 y 2010, para incorporar la cuestión del tráfico de drogas como un factor en la prevención de conflictos. estrategias, análisis de conflictos, evaluación y planificación integradas de misiones y apoyo a la consolidación de la paz.	0
De los cuatro Estados visitados, dos aún no han aprobado los proyectos de ley antiterrorista que se vienen preparando desde hace algunos años.	0
(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité determina caso por caso únicamente que la entrada o el tránsito está justificado, incluso cuando se relaciona directamente con el apoyo a los esfuerzos del Gobierno de Afganistán para promover la reconciliación;	1
Al señalar que la matanza de yemeníes no tendría consecuencias, el acuerdo de inmunidad ha contribuido a prolongar el derramamiento de sangre.	1
Testigos presenciales identificaron que esas personas habían participado en un ataque a una aldea, que a menudo incluía incendios, saqueos, asesinatos y, en ocasiones, violaciones.	1
7. Destaca la importancia de garantizar que el Comité siga funcionando eficazmente durante la consolidación de su estructura de apoyo en la Dirección Ejecutiva y, a este respecto, decide que el Comité seguirá funcionando con su actual estructura de apoyo hasta que el Comité, en consulta con el Secretario General, determina que la CTED está operativa;	0
La mejor manera de lograr esto es crear conciencia sobre las oportunidades que ofrecen los nuevos métodos de pago para mover dinero sin ser detectado y más allá de los controles gubernamentales.	0
Un cuarto atacante no logró detonar su bomba y fue arrestado unos días después.	1
Incluso si fuera el caso de que los civiles atacados poseyeran armas, esto no sería necesariamente una indicación de que fueran rebeldes, y por lo tanto objetivos legítimos de ataque, o que tomaran parte activa en las hostilidades.	1
Los miembros del Consejo dijeron que las Naciones Unidas deberían desempeñar un papel de liderazgo en la respuesta internacional a las necesidades de Libia después del conflicto.	0
29. Sólo dos Estados han tipificado como delito la financiación del terrorismo, pero otros dos han introducido algunas disposiciones jurídicas para abordar la cuestión.	0
Las fuerzas gubernamentales intervinieron tarde en el curso de los acontecimientos disparando desde el interior de su propio campamento, pero sus esfuerzos llegaron demasiado tarde y fueron inadecuados para salvar vidas o propiedades.	1
En la mañana del 12 de marzo de 2012, grupos terroristas llevaron a cabo otra masacre horrible en ciertos distritos de la ciudad de Homs, que causó la muerte de unos 45 civiles, sin mencionar las atrocidades que esos grupos han perpetrado en otras partes de Siria.	1
Solicitar a los Estados y a las organizaciones regionales y subregionales que adopten medidas para frenar y reducir el tráfico ilícito de armas pequeñas y ligeras, como la recolección y destrucción voluntarias; gestión eficaz de existencias; embargos de armas; sanciones; y medidas legales contra actores corporativos, individuos y entidades involucrados en tales actividades.	0
54. El cuartel general integrado de la Misión de la MINUSTAH quedó plenamente establecido el 27 de junio.	0
Llamar al cumplimiento por parte de las partes en un conflicto armado del derecho internacional humanitario aplicable y al respeto del estatus civil de los periodistas, profesionales de los medios de comunicación y personal asociado, así como de sus equipos e instalaciones.	0
e) Personas que operan en la República Democrática del Congo y cometen violaciones graves del derecho internacional que implican atacar a niños o mujeres en situaciones de conflicto armado, incluidos asesinatos y mutilaciones, violencia sexual, secuestros y desplazamientos forzados;	1
Las nociones de planificación, orden, instigación, complicidad y complicidad en un delito se analizan a continuación.	1
Por lo tanto, la comunidad internacional debe tomar las medidas necesarias para impedir que Israel persista en la política deplorable y destructiva que ha iniciado en Gaza, y debe subrayar su rechazo a todas esas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.	0
26. Las FN, en menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para beneficio personal. El cacao importado de contrabando a Ghana y Togo transita por el norte y las unidades de las FN cobran derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, que se analizan más adelante, la producción de madera, oro, caña de azúcar y café contribuye a la economía del FN, de la que se benefician sus recursos militares.	1
Sin embargo, cuando los delitos se cometen periódicamente y en gran escala, como parte de un patrón de conducta delictiva, la responsabilidad del superior es más grave.	1
Sin embargo, las autoridades gubernamentales y otras fuentes informan de la destrucción de registros civiles en las prefecturas por parte de combatientes del MPCI. 2. Saqueo y profanación	1
29. La policía de la UNMIK se ha concentrado en actividades destinadas a garantizar que todos los policías de la UNMIK y los alumnos del Servicio de Policía de Kosovo tengan conocimientos prácticos de las normas internacionales de derechos humanos para la aplicación de la ley.	0
Inmediatamente después de la explosión, los órganos de seguridad, militares y de defensa civil, así como la Cruz Roja, acudieron al lugar del crimen para desempeñar sus funciones.	1
Por lo tanto, al examinar la responsabilidad por las violaciones de derechos humanos perpetradas durante los acontecimientos del 25 y 26 de marzo, también habría que tener en cuenta las repercusiones del decreto presidencial del 22 de marzo y de las instrucciones dadas a los jefes de las fuerzas armadas nacionales. durante la reunión del 24 de marzo.	1
Decide adoptar la declaración adjunta sobre el esfuerzo global para combatir el terrorismo.	0
Observamos que no se deben subestimar los desafíos duraderos que enfrenta la policía en Timor-Leste.	0
30. En su resolución 1963 (2010), el Consejo de Seguridad alentó a la Dirección Ejecutiva a trabajar con los Estados Miembros en la elaboración de estrategias nacionales amplias e integradas de lucha contra el terrorismo.	0
El Consejo observa además con preocupación que, según informes, los ataques del LRA en la República Centroafricana han tenido lugar en zonas situadas fuera de la zona principal de operaciones del AU-RTF.	1
El Comité tratará de garantizar que haya un pleno intercambio de informes nacionales, informes de visitas y otra información pertinente entre los respectivos comités y grupos de expertos, incluso con respecto a visitas a Estados y otros viajes oficiales y asistencia técnica.	0
A modo de ejemplo, la industria nuclear reaccionó ante un mayor escrutinio y temores de que los terroristas adquirieran armas de destrucción en masa después de los ataques del 11 de septiembre de 2001 y abordó de manera proactiva las preocupaciones relacionadas con la no proliferación.	1
Ha calificado de caos la situación en la escena del crimen.	1
La Fiscal Adjunta Bensouda centró sus comentarios en el papel y el impacto de la Corte Penal Internacional en el refuerzo de la investigación y el enjuiciamiento de delitos graves que preocupan a la comunidad internacional.	0
El grado de daño de los fragmentos de metal que nos mostró la policía (procedentes supuestamente de un Mitsubishi Canter) coincide con los fragmentos que esperaríamos si un vehículo de este tipo estuviera situado en el centro de la explosión.	1
Los supervivientes huyeron del pueblo y no enterraron a sus muertos.	1
113. Ante el clima de terror creado por los escuadrones de la muerte, los representantes políticos temen secuestros y detenciones de sus militantes.	1
En mayo de 2000, Turabi encabezó una escisión del gobernante Congreso Nacional, estableciendo de hecho un nuevo partido llamado Congreso Popular.	0
151. Otros, como el WGIG, si bien reconocen las ventajas de esas medidas para el cumplimiento de la ley, creen que la introducción de reglamentaciones obligatorias podría violar derechos humanos básicos.	0
106. El Equipo ha consultado al Grupo de Supervisión para Somalia, que afirmó en su informe de 9 de marzo de 2005 (S/2005/153) que se había violado el embargo de armas mediante el suministro de armas, explosivos, material conexo y entrenamiento militar a Al -Itihaad Al-Islamiya, entidad de la Lista Consolidada.	0
21. Aunque ciertamente se han logrado avances durante el último decenio, está claro que aún queda mucho por hacer para que los Estados Miembros y las regiones estén a salvo de la amenaza del terrorismo.	0
También se produjeron enfrentamientos entre grupos armados afiliados al Gobierno de Malí y grupos armados representados en las conversaciones de Argel, a pesar de los compromisos de alto el fuego de las distintas partes. El 9 de octubre, un convoy que transportaba armas, morteros y armamento antiaéreo que avanzaba por el norte de Níger hacia Malí fue interceptado y destruido por fuerzas francesas y nigerianas. Según los informes, las armas estaban siendo entregadas a Ansar Dine. El 12 de octubre, las fuerzas de seguridad mauritanas detuvieron en la ciudad minera de Zouerat, en el norte del país, a cuatro personas sospechosas de establecer contactos con yihadistas y reclutar para el Estado Islámico en Irak y el Levante (ISIS).	1
Los atacantes causaron daños sustanciales a la puerta de entrada principal, una sección del muro perimetral externo de la prisión, alambre de púas en el muro perimetral y el único camión de transporte de prisioneros de la prisión.	1
Esto incluye evitar el uso de términos que parezcan aceptar las afirmaciones de justificación religiosa de Al-Qaida; El Equipo sigue argumentando que el uso por parte de comentaristas y políticos no musulmanes de términos religiosos al describir a Al-Qaida, por convenientes, comunes o bien intencionados que sean, hace que sea más difícil socavar su mensaje y aislarla de su comunidad objetivo.	0
La mayoría de los conflictos actuales se libran principalmente con armas pequeñas y ligeras.	1
Uno de los soldados agarró al niño y lo arrojó al costado de la carretera.	1
&quot;Medios adecuados y flexibles para el apoyo a la paz en la transición y las actividades de gestión de crisis, como la protección de los civiles, incluido el personal humanitario y de las Naciones Unidas, el desarme, la desmovilización y la reintegración de los excombatientes, el fin de la impunidad, la creación de instituciones públicas y la justicia de transición, como así como la promoción y protección de los derechos humanos y la integración de una perspectiva de género son esenciales para garantizar una paz duradera después de un conflicto.	0
22. En su 44ª reunión formal, celebrada el 1 de mayo de 2014, el Grupo de Trabajo examinó el informe del Secretario General sobre los niños y el conflicto armado en Malí (S/2014/267), que abarcaba el período comprendido entre enero de 2012 y diciembre de 2013.	0
La cooperación en la gestión de fronteras regionales continúa mejorando, incluso mediante el establecimiento de patrullas conjuntas, el intercambio de información y mecanismos regionales para el control de fronteras y la cooperación aduanera.	0
Esta clasificación es necesaria no sólo para determinar si esos crímenes constituyen genocidio sino también para el proceso de identificación de los perpetradores.	1
En julio de 2010, Angola introdujo una legislación que establece medidas preventivas y restrictivas contra el blanqueo de dinero y la financiación del terrorismo. El 15 de abril de 2010, Angola presentó su solicitud de adhesión al Grupo contra el blanqueo de dinero de África Oriental y Meridional.	0
248. Muchos de los ataques terrestres y aéreos contra aldeas provocaron la matanza indiscriminada de civiles.	1
