en_es_TRANSFORMERS	MatConf
Todos estos acontecimientos han repercutido negativamente en los progresos y resultados alcanzados en lo que respecta a la paz, la seguridad, la reconciliación y la estabilidad en general.	1
Habida cuenta de la hostilidad de larga data de esos grupos hacia las Naciones Unidas, ello sugiere que el personal de la misión sigue corriendo un riesgo.	0
A fin de seguir reforzando la supervisión de la aplicación de las resoluciones 1373 (2001) y 1624 (2005) por los Estados Miembros, la Dirección Ejecutiva seguirá haciendo un balance de sus actividades de aplicación, utilizando los instrumentos de evaluación revisados del Comité (el panorama general de la evaluación de la aplicación y el estudio detallado de la aplicación); para determinar los problemas y las necesidades de todos los Estados Miembros y regiones; y para facilitar la prestación de asistencia técnica específica a ese respecto.	0
Las denuncias de malos tratos sufridos por las mujeres incluyen, entre otras cosas, la violación.	1
40. La UNODC finalizó la construcción de un nuevo bloque para 40 reclusas en la prisión de Boosaaso, Puntlandia, y prosigue la construcción de otro bloque para 200 reclusos varones, así como la construcción de una nueva casa de portería y un nuevo arsenal.	0
Las dos conferencias de prensa, en particular la primera, además de la entrevista del primer sospechoso, y la detención de los ex altos funcionarios de seguridad por sugerencia de la Comisión, tuvieron un efecto catalizador.	1
La Ley penal del Sudán y la Ley de procedimiento penal no contienen disposiciones sustantivas y procesales que puedan aplicarse a la situación especial de los delitos cometidos durante un conflicto armado.	0
Los acontecimientos que tuvieron lugar en Abidján en relación con la marcha prevista para el 25 de marzo dieron lugar a graves violaciones de los derechos humanos.	1
Decide por la presente, habiendo recibido la solicitud de [el Estado afectado], establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de genocidio y otras violaciones graves del derecho internacional humanitario cometidas en el territorio [del Estado afectado] y a los ciudadanos [del Estado afectado] responsables de genocidio y otras violaciones de ese tipo cometidas en el territorio de Estados vecinos, entre [fechas].	1
El Consejo de Seguridad condena enérgicamente los ataques deliberados de los combatientes contra civiles en los conflictos armados y exige que todos los interesados pongan fin a esas violaciones del derecho internacional humanitario y las normas internacionales de derechos humanos.	0
Lucha contra el extremismo violento y la incitación a la comisión de actos terroristas	1
Los edificios restantes fueron destruidos por la quema.	1
Todos los Estados de la subregión tienen economías basadas en el efectivo, lo que aumenta el riesgo de que la financiación del terrorismo se produzca mediante el transporte físico transfronterizo de divisas y otros instrumentos al portador, y las transferencias informales de dinero y valor mediante sistemas alternativos de envío de remesas.	1
Los días 22 y 23 de julio se informó nuevamente de enfrentamientos en Elwak entre los mismos clanes, que causaron 32 muertos y heridas a más de 60 personas.	1
Timor-Leste sigue enfrentándose a importantes desafíos para reducir la pobreza y crear oportunidades de empleo, en particular para su población joven.	0
Muchos de los presuntos delitos documentados en Darfur han sido generalizados y sistemáticos y cumplen todos los umbrales establecidos en el Estatuto.	1
Aunque el período oficial de la campaña aún no ha comenzado, los partidos de la oposición y la sociedad civil expresaron su preocupación por la perturbación de sus actividades políticas por parte de las autoridades nacionales, en particular la policía.	0
Los Estados y muchos agentes internacionales acogieron con beneplácito la apertura del proceso de examen amplio e instaron al Comité 1540 a que siguiera aplicando este enfoque y redoblara sus ya útiles esfuerzos para lograr la transparencia y la inclusión.	0
Cuando proceda, considerar la utilidad de establecer y trabajar con listas y redes de expertos dentro y fuera del sistema de las Naciones Unidas	0
Algunos soldados del Gobierno fueron asesinados sumariamente.	1
a) Seguir velando por que las medidas que se adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario;	0
Según se informa, el grupo tiene fuertes vínculos con AlQaida en la Península Arábiga y ha proporcionado adiestramiento en Somalia a terroristas procedentes de Nigeria y de países que están más cerca de sus fronteras.	1
La policía dijo que estaban buscando "Enza", y preguntó a los hombres si habían participado en la marcha.	1
El Real Ejército de Marruecos también informó de que sus esfuerzos se habían visto obstaculizados por la escasez de recursos y la falta de información sobre las zonas contaminadas por minas.	0
En su resolución 1559 (2004), el Consejo de Seguridad pidió la disolución y el desarme de todas las milicias libanesas y no libanesas.	0
Colombia, Chile, el Paraguay y el Perú también han promulgado leyes que otorgan a las autoridades encargadas de hacer cumplir la ley facultades especiales de investigación.	0
Cinco Estados han adoptado medidas parciales para proteger el procedimiento de asilo contra los abusos, y dos han introducido plenamente esos controles.	0
Al 13 de octubre de 2014, 37 marinos seguían siendo rehenes de piratas somalíes.	1
Hay pruebas abrumadoras que sugieren que estos asesinatos no fueron provocados e innecesarios para tratar con los manifestantes.	1
190. Todos los Estados son partes en el Convenio sobre la financiación del terrorismo y todos ellos han promulgado leyes contra el blanqueo de dinero y la financiación del terrorismo y han establecido dependencias de inteligencia financiera que son miembros del Grupo Egmont.	0
Cuatro soldados tuvieron relaciones vaginales con ella, uno tras otro.	1
68. El asesinato de dos expertos de la UNODC el 7 de abril de 2014, durante una misión de lucha contra la piratería en Somalia, fue un recordatorio aleccionador de los riesgos a que se enfrentaba el personal de las Naciones Unidas en su labor para mejorar la vida de los demás.	1
Además, en el examen se proporcionaron datos útiles sobre los efectos del régimen de sanciones, que indicaban qué personas y entidades eran las más afectadas -- y las menos afectadas -- por él, ya fuera porque estaban geográficamente fuera del control del Estado o porque otros factores socavaban la aplicación.	1
Inmediatamente después de la explosión, los órganos de seguridad, militares y de defensa civil, así como la Cruz Roja, se apresuraron a ir al lugar del crimen para desempeñar sus funciones.	1
Según funcionarios afganos, en 2010 el número de muertes anuales causadas por las actividades de los insurgentes fue superior en un 50% al del año anterior y las víctimas civiles aumentaron en un tercio.	1
El 8 de mayo, dos oficiales de la UIR oriental desarmados fueron atacados por miembros de la multitud que se manifestaba en Gleno, como se describe en los párrafos 61 a 63 supra.	1
Bajo la dirección general del cuartel general de la Misión, los jefes de las oficinas regionales de la MONUC se encargan de elaborar y aplicar planes de acción regionales para la prevención de la explotación y los abusos sexuales en sus respectivas zonas.	0
Se cerraron las escuelas que se negaban a inscribirse o que tenían vínculos con organizaciones terroristas prohibidas.	0
También observaron que la mayor disponibilidad de información sobre los efectos perjudiciales de la piratería había dado lugar a cambios positivos en antiguos focos de piratería.	0
A mediados de noviembre se produjo una escalada del enfrentamiento armado entre las fuerzas de seguridad serbias y el autodenominado Ejército de Liberación de Presevo, Medveda y Bujanovac (UCPMB) en la zona de seguridad terrestre.	1
120. Todavía hay algunas actividades en la calle Minae Al-Hosn, en Beirut, antes de la explosión, que deben investigarse más a fondo, lo que podría aclarar detalles de la fase de planificación y, como tal, conducir a los autores.	1
El mismo día, el Grupo de los Siete expresó su intención de organizar, el 25 de marzo de 2004, una marcha para instar a la aplicación plena y sin trabas del Acuerdo de Linas-Marcoussis.	1
Estamos convencidos de que una rápida conclusión de estas conversaciones, con la firma de un acuerdo de paz amplio y definitivo, facilitará en gran medida los esfuerzos para combatir el terrorismo y la delincuencia organizada transnacional en nuestra región.	0
13. La Misión de Investigación que está estudiando las denuncias de uso de productos químicos tóxicos como armas en la República Árabe Siria continúa su labor.	0
El Movimiento por la Justicia y la Igualdad señaló que el hecho de que ninguna mujer árabe hubiera sido violada y ninguna aldea árabe hubiera sido destruida era prueba de que el Gobierno se dirigía específicamente a las tribus africanas.	1
Además, la MONUSCO debería seguir protegiendo al personal y los bienes de las Naciones Unidas y, de conformidad con su mandato actual, y siempre que se disponga de suficientes recursos de aviación para contener actos violentos que amenacen la protección de los civiles durante el período electoral.	0
El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para el Azawad (CPA), signatarios del Acuerdo Preliminar de las Elecciones Presidenciales y de las conversaciones de paz inclusivas en Malí, concluyeron el 18 de junio de 2013 en Uagadugú:	0
El tráfico transfronterizo de minerales y diamantes ha estado en el centro de la dinámica regionalizada de los conflictos tanto en África occidental como en la región de los Grandes Lagos durante muchos años.	1
Los esfuerzos en esas esferas, complementados por las actividades de los grupos de trabajo establecidos para aplicar los acuerdos concertados entre los Presidentes de la Federación de Rusia y Georgia en Sochi en marzo de 2003 (véase S/2003/412, párr. 5), tienen por objeto abordar las preocupaciones apremiantes de las partes y, de esta manera, promover la confianza entre ellas con el objetivo último de entablar negociaciones sobre una solución política general del conflicto, utilizando como punto de partida el documento titulado "Principios básicos para la distribución de competencias entre Tbilisi y Sujumi" y su carta de envío (véase S/2002/88, párr. 3).	0
c) Cooperar estrechamente para aplicar plenamente las sanciones contra los terroristas y sus asociados, en particular Al-Qaida y los talibanes y sus asociados, como se refleja en las resoluciones 1267 (1999), 1390 (2002) y 1455 (2003), adoptar medidas urgentes para denegarles el acceso a los recursos financieros que necesitan para llevar a cabo sus actividades y cooperar plenamente con el Grupo de Supervisión establecido en virtud de la resolución 1363 (2001);	1
Este ataque, que tuvo lugar el día de la ceremonia de repatriación de nueve efectivos de mantenimiento de la paz de la MINUSMA procedentes del Níger, a los que asistió Hervé Ladsous, Secretario General Adjunto de Operaciones de Mantenimiento de la Paz de las Naciones Unidas, es un acto de provocación perpetrado por terroristas que tratan de sembrar miedo y desorden en las filas de la Misión.	1
Sin embargo, creemos que una retirada brusca sería contraproducente y crearía un vacío sin precedentes, sobre todo teniendo en cuenta que aún no se han establecido del todo las condiciones propicias para la inversión en gran escala y el desarrollo sostenible.	0
La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad.	1
Más tarde me dijeron que habían matado a mi padre y a mi hermano menor, y también a otras cuatro personas.	1
- El 16 de noviembre de 2014, las fuerzas del régimen lanzaron granadas de mortero contra la mezquita de Madera, en Damasco Rural, hiriendo a cuatro civiles y dañando gravemente la mezquita.	1
Más violencia ocurre en el mercado de Comoro. Un civil muere, ocho personas sufren heridas de arma de fuego, cuatro personas sufren otras heridas graves.	1
177. La investigación de la Comisión sobre la pista de Abu Adass se centró en tratar de determinar el paradero del Sr. Abu Adass y evaluar la probabilidad de que el Sr. Abu Adass fuera en realidad el terrorista suicida que se suponía que era.	0
Durante las reuniones con el Presidente Gbagbo y con los Ministros de Defensa y Seguridad Interior, se informó a la Comisión de que la decisión de movilizar a las fuerzas armadas nacionales tenía por objeto poner fin a la manifestación e impedir que tuviera lugar.	1
También se ha informado de incidentes de confinamiento de la población civil, acompañados de ejecuciones arbitrarias, así como de muertes de civiles como resultado de ataques aéreos indiscriminados por parte de las fuerzas gubernamentales.	1
47. Los grupos incluidos en la Lista afiliados a Al-Qaida y los talibanes siguen recaudando dinero por medios legales, como donaciones y empresas comerciales legítimas, y ilegalmente, como secuestros para obtener rescates, extorsión, tráfico de drogas e impuestos ilegales.	1
73. Se necesitan cambios en el proceso por el que se dan los motivos, tanto en el caso de la supresión como en el de la retención, para asegurar la entrega oportuna y el contenido sustantivo que refleje adecuadamente el análisis y las conclusiones del examinador independiente.	0
En 2009 y 2010 se incautaron en África occidental grandes cantidades de armas militares (Malí, Nigeria y Senegal).	1
La dotación de 1.435 efectivos en enero de 2006 se redujo a 715 como resultado de los acontecimientos ocurridos en el primer semestre de 2006.	1
El 17 de octubre, el Jefe del Estado Mayor de Defensa de Nigeria anunció que se había llegado a una cesación de las hostilidades con Boko Haram, tras las conversaciones facilitadas por el Gobierno del Chad en Nyamena, y el 19 de octubre, el Gobierno del Chad declaró que se estaban celebrando negociaciones sobre un acuerdo de cesación del fuego y la liberación de las niñas secuestradas en Chibok, y el 4 de noviembre, el Gobierno Federal de Nigeria anunció que no se había llegado a ningún acuerdo, aunque continuaran las conversaciones.	0
f) Detectar todo intento de utilizar la fuerza para amenazar los procesos de Goma y Nairobi por parte de cualquier grupo armado, extranjero o congoleño, en particular en la parte oriental de la República Democrática del Congo, incluso utilizando tácticas de acordonamiento y búsqueda y llevando a cabo todas las operaciones necesarias para impedir los ataques contra la población civil y perturbar la capacidad militar de los grupos armados ilegales que siguen utilizando la violencia en esa zona;	1
Abdelrahman Mouhamad Zafir al Dabidi al Jahani está asociado con Al-Qaida o cualquier célula, afiliado, grupo escindido o derivado de él para "participar en la financiación, planificación, facilitación, preparación o comisión de actos o actividades por, junto con, bajo el nombre de, en nombre, o en apoyo de" y "reclutamiento para" Jabhet al-Nusra, un alias del Frente Al-Nusrah para el Pueblo del Levante (QE.A.137.14).	0
A pesar de los informes que indican la existencia de grupos armados a lo largo de la frontera entre el estado de Bahr El Ghazal occidental y Darfur meridional, la UNMIS no pudo realizar una evaluación de esas zonas debido a la falta de garantías de seguridad del SPLA.	1
Como se ha indicado anteriormente, diversas fuentes han confirmado que los niños llevan uniforme y portan armas.	1
94. Desde que se ha determinado la existencia de milicias y las llamadas fuerzas paralelas, el Presidente de la República y el Gobierno de Reconciliación Nacional tienen la obligación de adoptar todas las medidas necesarias para poner fin a sus actividades.	1
Muchos sudaneses fueron encarcelados o exiliados tras el golpe.	1
La Red Siria de Derechos Humanos no pudo reunir información sobre las muertes ocurridas en zonas aisladas por el régimen.	0
Los terroristas takfiri, junto con quienes los apoyan y les proporcionan abiertamente dinero y armas, continúan llevando a cabo operaciones terroristas como parte de una conspiración dirigida contra Siria, su pueblo y sus instituciones.	1
"El Consejo de Seguridad también recuerda los atroces ataques terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington, D.C. y Pennsylvania y los otros numerosos ataques perpetrados por la red en todo el mundo.	1
El Consejo de Seguridad toma nota de la publicación del "Memorándum de Rabat sobre buenas prácticas para la eficacia en la lucha contra el terrorismo en el sector de la justicia penal"; "Memorándum de Roma sobre buenas prácticas para la rehabilitación y reintegración de los delincuentes extremistas violentos"; y "Memorándum de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro de prisioneros por terroristas".	0
Por ejemplo, Burkina Faso concede importancia a la lucha contra el extremismo violento y se esfuerza por contrarrestar los intentos de reclutar terroristas.	1
82. Las recomendaciones prioritarias son las siguientes: a) Promover la adopción por todos los Estados de marcos jurídicos amplios y coherentes de lucha contra el terrorismo que faciliten la aplicación de estrategias de lucha contra el terrorismo jurídicamente sólidas y coherentes;	0
En consecuencia, el detenido se convierte en un detenido en régimen de incomunicación, cuya detención a veces excede de un período de 12 meses, sin cargos, sin acceso a un abogado, sin comparecer ante el tribunal y sin que se le permita visitarlo.	1
Amenazas a la paz y la seguridad internacionales causadas por actos terroristas	1
:: El Comité velará por que las medidas adoptadas por los Estados para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario.	0
Estos ataques y provocaciones a veces han obstaculizado indirectamente el acceso humanitario.	1
Mayor rendición de cuentas por las violaciones de los derechos humanos, incluida la violencia basada en el género; elaboración de instrumentos jurídicos que tengan en cuenta las cuestiones de género.	0
Al mismo tiempo, el Presidente Al-Bashir amenaza a la comunidad internacional con represalias y más crímenes.	0
4. En Argelia, la Organización de Al-Qaida en el Magreb Islámico (QE.T.14.01) sigue planteando una amenaza activa y peligrosa, no sólo para Argelia sino también para los países del Sahel, en particular Mauritania y, más recientemente, Malí.	1
Un oficial de la Policía de las Naciones Unidas preguntó si había resultado herido y se le dijo que la PNTL acababa de matar al amigo del Sr. Amaral.	1
- El 23 de noviembre de 2014, aviones de combate del régimen lanzaron dos misiles contra la mezquita de Harwiel, en el barrio de Aradi, en Deir ez-Zor, que causaron daños a la mezquita y a las casas cercanas.	1
Desde junio de 1999 han muerto 103 personas y 394 han resultado heridas en incidentes relacionados con minas o municiones sin detonar.	1
Además de las 12 personas que figuran en la Lista registradas como muertas, el Equipo tiene conocimiento de otras 7 personas que han sido declaradas muertas por su Estado de residencia o ciudadanía, ya sea ante el Comité, el Equipo o la INTERPOL, y otras 13 cuyas muertes se han denunciado en fuentes abiertas pero aún no se han notificado oficialmente al Comité o al Equipo.	1
Los participantes convinieron en que la presencia de AlQaida en la Península Arábiga en el Yemen planteaba un gran desafío para una transición pacífica y subrayaron la necesidad de que se prestara apoyo internacional específico al Yemen para combatir el terrorismo.	0
El Consejo pide al Secretario General que siga proporcionando y desplegando orientación sobre cómo hacer frente a la violencia sexual para el despliegue previo y la capacitación inductiva del personal militar y de policía, y que ayude a las misiones a elaborar procedimientos específicos para hacer frente a la violencia sexual sobre el terreno y vele por que se preste apoyo técnico a los países que aportan contingentes y fuerzas de policía a fin de incluir orientación para el personal militar y de policía sobre cómo hacer frente a la violencia sexual en la capacitación previa al despliegue y la orientación inicial.	0
En su décimo informe, el Equipo recomendó que, a fin de aumentar la exactitud de la Lista y los efectos de la inclusión en ella, al ponerse en contacto con el Estado de residencia en el contexto del examen, el Comité solicitara toda la información sobre el paradero de la parte, sus circunstancias y actividades, junto con una nota sobre las medidas adicionales que hubiera adoptado para impedir su apoyo al terrorismo (S/2009/502, párr. 24).	0
En su 4170a sesión, celebrada el 13 de julio, el Consejo aprobó la resolución 1307 (2000), en la que, entre otras cosas, autorizó la prórroga del mandato de la MONUP para seguir vigilando la desmilitarización de la península hasta el 15 de enero de 2001.	0
Las redes terroristas forjadas en los conflictos de hoy podrían plantear una amenaza en los próximos decenios.	1
Por lo tanto, los detenidos viven en una oscuridad casi total durante la mayor parte del día y la noche, y durante períodos que llegan a meses.	1
30. Un Estado señaló que, si bien su Constitución garantizaba el derecho a la libertad de expresión, ese derecho podía estar sujeto a restricciones razonables, incluso en el caso de que el discurso equivaliera a incitación.	1
A fin de facilitar la movilización y la coordinación de la asistencia financiera en apoyo de la aplicación de los procesos previstos en el Acuerdo de Uagadugú, el Programa de las Naciones Unidas para el Desarrollo ha establecido dos fondos fiduciarios, el primero de los cuales, en apoyo de los programas de recuperación, ha recibido contribuciones por valor de 8,4 millones de dólares, con promesas de contribuciones adicionales por valor de 12,4 millones de dólares.	0
Los órganos de lucha contra el terrorismo a los que el Consejo encomendó la aplicación de la resolución 1373 (2001) han tratado sistemáticamente en el decenio siguiente los posibles vínculos entre el terrorismo y la delincuencia organizada como de su competencia.	0
El secuestro de niños con fines militares que caracterizó el período de conflicto ha disminuido considerablemente durante el período que se examina.	1
En la práctica, no se declaró la mayoría de las transferencias de esas armas a Côte d'Ivoire.	1
Además, el propio Consejo ha sentado importantes precedentes, entre ellos el establecimiento de comisiones de investigación sobre Bosnia, Rwanda y Darfur, que allanaron el camino para los tribunales internacionales para la ex Yugoslavia y Rwanda en 1993 y 1994, respectivamente, y la remisión de la situación en Darfur a la Corte Penal Internacional en 2005.	0
La Comunicación especial elaborada por la INTERPOL y el Comité establecido en virtud de la resolución 1267 (1999) en respuesta a la resolución 1617 (2005) del Consejo de Seguridad es una base sólida para estudiar la posibilidad de seguir cooperando en la práctica entre las dos organizaciones en relación con otros embargos de armas.	0
En agosto, en virtud de un acuerdo concertado a principios de 2010 entre el Gobierno y el grupo armado de oposición chadiano Mouvement pour la démocratie et la justice au Tchad (MDJT), 58 niños, incluidas 10 niñas, se reunieron con sus familias.	0
Este conflicto es también una guerra de información (manipulación y desinformación).	1
En otros lugares se han producido muertes en circunstancias violentas y las autoridades no han podido o no han estado dispuestas a emitir un documento oficial para certificar la muerte.	1
b) Los disturbios sociales relacionados con cuestiones de exclusión de larga data han contribuido a un patrón constante de protestas y a la aparición de grupos políticos y armados en las llanuras meridionales de Terai que han creado nuevos riesgos para los niños, como desplazamientos, asesinatos y reclutamiento;	1
Se cree que los terroristas de la región dependen principalmente de las armas convencionales.	1
El Equipo compareció ante el Grupo de Trabajo establecido en virtud de la resolución 1566 (2004) para examinar el terrorismo y las sanciones.	0
A este respecto, el Comité también ha destacado la importancia de las disposiciones que exigen que los detenidos sean retenidos en lugares que sean reconocidos públicamente y que debe haber un registro adecuado de los nombres de los detenidos y los lugares de detención.	1
232. El número estimado de poblaciones afectadas por el conflicto en Darfur, junto con los refugiados en el Chad (1,65 millones de desplazados internos, 627.000 personas afectadas por el conflicto y 203.051 refugiados), alcanza la asombrosa cifra de casi 2,5 millones de personas afectadas de una u otra forma, la gran mayoría de las cuales son desplazadas de sus hogares.	1
La dotación del centro asciende actualmente a 544 Forces nouvelles y personal de defensa y seguridad nacional, de un máximo autorizado de 568 efectivos, incluidas las unidades mixtas de policía.	1
El Consejo de Seguridad subraya que no se tolerará ningún intento de perturbar el proceso de paz y transición en la República Democrática del Congo, incluso mediante el apoyo a grupos armados.	0
Sin embargo, en cierta medida Al-Qaida ha logrado recuperarse de la pérdida del Afganistán como base de entrenamiento para el terrorismo mediante la explotación de la situación en el Iraq.	1
d) Mantener el diálogo e intercambiar información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con sus contribuciones a la aplicación de la resolución 1540 (2004);	0
También recuerdo bien lo impopular que era hablar con los israelíes de las fronteras de 1967, y durante mucho tiempo fue casi inconcebible proponer la evacuación de los asentamientos israelíes.	0
Reafirmando la obligación de los Estados Miembros de congelar sin demora los fondos y otros activos financieros o recursos económicos de las personas que cometan o intenten cometer actos terroristas o participen en ellos o faciliten su comisión; de las entidades de propiedad o bajo el control directo o indirecto de esas personas; y de las personas y entidades que actúen en nombre de esas personas y entidades o bajo su dirección, incluidos los fondos derivados o generados de bienes de propiedad o bajo el control directo o indirecto de esas personas y personas y entidades asociadas,	0
El Grupo de Políticas de la Misión sobre Explotación y Abuso Sexuales está ultimando un código de conducta de la ONUCI sobre explotación y abuso sexuales y participa en la red nacional sobre explotación y abuso sexuales.	0
Aunque se sabe que las células locales participan en actividades delictivas en pequeña escala, como el fraude con tarjetas de crédito o el tráfico de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) informa de que grupos que se extienden por las fronteras entre el Afganistán y el Pakistán, la República Islámica del Irán y Uzbekistán cobran derechos de tránsito a los transportistas de drogas, beneficiando así a los talibanes, todavía hay pocas pruebas consistentes de la participación terrorista en gran escala en el tráfico de drogas u otros delitos organizados.	1
También acojo con beneplácito las iniciativas emprendidas por la Comisión de la Cuenca del Lago Chad para encontrar soluciones duraderas a fin de frenar el terrorismo, la insurgencia violenta y el extremismo mediante una estrategia común.	0
Condena en los términos más enérgicos todas las formas de violencia sexual y de otra índole cometidas contra civiles en los conflictos armados, en particular las mujeres y los niños, y se compromete a velar por que todas las operaciones de apoyo a la paz utilicen todas las medidas viables para prevenir esa violencia y hacer frente a sus efectos cuando tenga lugar.	0
En la resolución, el Consejo de Seguridad también pidió que estableciera el diseño de la Medalla y que presentara oportunamente al Consejo las modalidades para determinar la forma en que se nombrarían y elegirían los beneficiarios de la Medalla, sobre la base de los criterios establecidos en la resolución.	0
El Consejo de Seguridad insta al Gobierno de la República Democrática del Congo a que acelere la investigación de las violaciones masivas cometidas en noviembre de 2012 por elementos de las FARDC en Minova y lleve a los autores ante la justicia.	1
La Comisión también confirmó que, tras el ataque contra Tawila en febrero de 2004, un grupo de unas 30 estudiantes fueron secuestradas por Janjaweed y mantenidas en un campamento donde fueron violadas repetidamente.	1
Como se indicó anteriormente, hay informes creíbles y repetidos que indican que estas redadas aumentaron significativamente en la noche del 23 de marzo y aún más durante las noches siguientes.	1
El Consejo de Seguridad, subrayando que la paz y la seguridad en el mundo son indivisibles y teniendo en cuenta la interconexión y la interdependencia del mundo, reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad internacionales y que todo acto de terrorismo es criminal e injustificable, independientemente de sus motivaciones, cuandoquiera y por quienquiera que sea cometido.	0
Durante el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de milicias siguieron cometiendo violaciones de los derechos humanos contra la población local en zonas en las que la MONUC o las FARDC no estaban presentes.	1
Reafirmando su compromiso con la solución política de los conflictos en la ex Yugoslavia, preservando la soberanía y la integridad territorial de todos los Estados que allí se encuentran dentro de sus fronteras internacionalmente reconocidas,	0
En ese momento, los reclutas están bajo el mando regular del ejército y normalmente llevan el mismo uniforme que la unidad con la que están luchando.	1
Imponer medidas selectivas y graduadas en respuesta a las emisiones de los medios de comunicación que inciten al genocidio, los crímenes de lesa humanidad, los crímenes de guerra u otras violaciones graves de las normas de derechos humanos.	1
220. La Comisión recomienda que se adopten medidas especiales para garantizar la dignidad y evitar la retraumatización de las víctimas en cualquier proceso judicial o no judicial.	0
El Consejo de Seguridad reafirma el principio de no devolución de los refugiados, enunciado en los instrumentos pertinentes del derecho internacional, acoge con beneplácito los esfuerzos realizados recientemente por los países vecinos [el Estado afectado] para apoyar la repatriación voluntaria de los refugiados en condiciones de seguridad y dignidad, e insta a los Estados de acogida a que sigan proporcionando protección internacional a los refugiados que la necesiten y alienta a la comunidad internacional a que preste la asistencia necesaria a este respecto.	0
Los lugares abarcan desde los establecidos para promover a determinadas personas, como Shamil Basayev en Chechenia, o grupos como Lashkar-E-Tayyiba en el Pakistán, hasta los que tienen por objeto justificar el terrorismo relacionado con Al-Qaida en general, como Voice of Jihad, u ofrecer adiestramiento terrorista, como Al-Battar.	1
Después de media hora, otros tres jeeps llegaron del Chad apoyados por un helicóptero militar y una vez más hubo un enfrentamiento con la unidad militar sudanesa en el curso del cual resultaron heridos un soldado y varios civiles.	1
b) El suministro, la venta o la transferencia de armas y material conexo a; c) el reclutamiento; o	1
Los problemas de orden público siguen contribuyendo a la frágil situación de seguridad en algunas zonas de Katanga, donde el Gobierno de Transición no ha establecido mecanismos de seguridad eficaces para la protección de los civiles.	1
Acogiendo con beneplácito los esfuerzos de las autoridades de Burundi por luchar contra la impunidad, en particular el juicio y la condena de algunos de los autores de la matanza de Muyinga,	0
La estrategia revisada prevé tanto la preparación de propuestas de asistencia técnica más específicas, detalladas y sofisticadas, como una participación más activa de la Dirección Ejecutiva con los principales donantes, con el fin de lograr una mejor comprensión de sus prioridades y capacidades.	0
De las 203 personas relacionadas con Al-Qaida que figuraban en la Lista consolidada a fines de enero de 2006, al menos 111 (55%) habían sido detenidas, condenadas o acusadas de un delito, la mayoría de ellas por delitos graves o violentos que iban desde el asesinato hasta la participación en actos terroristas, como los atentados con bombas cometidos en 1998 por embajadas en África oriental, los atentados del 11 de septiembre de 2001 en los Estados Unidos y los atentados con bombas perpetrados en 2002 en Bali.	1
En varios pronunciamientos públicos pronunciados en los últimos seis meses, los dirigentes de Hizbullah declararon que habían aumentado la fuerza de su capacidad militar y tratarán de seguir haciéndolo en flagrante contravención de la resolución 1559 (2004).	1
7. Expresa su firme determinación de considerar la posibilidad de incluir en la lista, de conformidad con la resolución 2161 (2014), a personas, grupos, empresas y entidades asociados con Al-Qaida que estén financiando, armando, planificando o reclutando para ellos, o apoyando de otro modo sus actos o actividades, incluso mediante las tecnologías de la información y las comunicaciones, como Internet, las redes sociales o cualquier otro medio;	1
En la ex Yugoslavia, Rwanda y Darfur, tras adoptar medidas ineficaces para poner fin a los asesinatos generalizados, la comunidad internacional se sintió horrorizada por la magnitud y la naturaleza de la violencia.	0
El informe confirma un panorama preocupante de la situación en la región del Sahel y las preocupaciones conexas en materia de seguridad, económica y humanitaria.	0
Con este fin, se utilizó una cantidad no inferior a 1.000 kilogramos de explosivos militares.	1
Estos grupos armados participan en actividades delictivas, entre ellas la explotación ilícita de los recursos naturales, el tráfico de armas y municiones, el contrabando y la imposición de impuestos ilegales.	1
A pesar de la aplicación de esta prohibición mediante estrictos controles fronterizos, los nacionales siguen corriendo el riesgo de huir, principalmente a China.	1
También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos, por lo que en el debate también se abordarán las funciones de liderazgo de las mujeres en entornos distintos de los campamentos en los que tanto los desplazados internos como los refugiados y la prestación de servicios plantean problemas adicionales.	0
También hay denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía.	1
Según se informa, los secuestradores someten cada vez más a sus cautivos a torturas, violaciones y otras formas de malos tratos.	1
