en_es_TRANSFORMERS	VerConf
La Fuerza también ha identificado algunos activos militares que actualmente están infrautilizados y que pueden ser repatriados sin que ello afecte negativamente a la capacidad de la Misión para llevar a cabo operaciones.	0
La policía devolvió el fuego antes de regresar, a velocidad, al cuartel general de la PNTL.	0
428. La Comisión pidió reiteradamente al Gobierno que proporcionara información sobre las medidas judiciales adoptadas para enjuiciar a los autores de los presuntos delitos cometidos en Darfur.	1
Además, en el examen amplio se reconoció el importante número de medidas que los Estados habían adoptado para cumplir las obligaciones contraídas en virtud de la resolución 1540 (2004), pero se determinaron algunas esferas en que los Estados habían adoptado menos medidas, como las armas biológicas, los sistemas vectores, las listas nacionales de control y el acceso a los materiales conexos y la financiación de actividades de proliferación prohibidas o ilícitas.	0
Lamentablemente, también hay numerosos ejemplos en los que los mecanismos de determinación de los hechos habrían podido contribuir a establecer la verdad, asegurar la rendición de cuentas y prevenir nuevas violaciones de los derechos humanos, pero en los que el Consejo no había adoptado medidas eficaces debido a consideraciones políticas.	1
24. Solicita al Comité contra el Terrorismo que, en el marco de su mandato actual y con el apoyo de la Dirección Ejecutiva del Comité contra el Terrorismo, determine las principales deficiencias en la capacidad de los Estados Miembros para aplicar las resoluciones 1373 (2001) y 1624 (2005) del Consejo de Seguridad que puedan obstaculizar la capacidad de los Estados para detener la corriente de combatientes terroristas extranjeros, así como que determine las buenas prácticas para detener la corriente de combatientes terroristas extranjeros en la aplicación de las resoluciones 1373 (2001) y 1624 (2005) del Consejo de Seguridad, y que facilite la asistencia técnica, concretamente promoviendo la colaboración entre los proveedores de asistencia para el fomento de la capacidad y los receptores, especialmente los de las regiones más afectadas, incluso mediante la elaboración, a petición de éstos, de estrategias amplias de lucha contra el terrorismo que incluyan la lucha contra la radicalización violenta y la corriente de combatientes terroristas extranjeros, recordando las funciones de otros agentes pertinentes, por ejemplo el Foro Mundial contra el Terrorismo;	0
- Destaca la importancia de contar con un nivel adecuado de conocimientos militares para las decisiones del Consejo de Seguridad;	0
"El Consejo de Seguridad expresa su preocupación por el hecho de que las aeronaves u otros transportes que salgan del territorio controlado por el EIIL y el FAN puedan utilizarse para transferir oro u otros artículos valiosos y recursos económicos para la venta en los mercados internacionales, o para transferir armas y material para su utilización por el EIIL y el FAN, y observa que las personas o entidades que participen en esas actividades pueden ser incluidas en la lista por el Comité 1267/1989; expresa su preocupación por las informaciones según las cuales se están retirando ilegalmente del territorio controlado por el EIIL y el FAN artículos de importancia arqueológica, histórica, cultural y religiosa que puedan generar ingresos para esos grupos, y exhorta a los Estados Miembros a que adopten las medidas apropiadas para impedir ese comercio ilícito; y, a este respecto, recuerda a todos los Estados que deben velar por que no se pongan a disposición, directa o indirectamente, fondos, activos financieros o recursos económicos en beneficio del EIIL, el FAN y todas las demás personas, grupos, empresas y entidades asociados con Al-Qaida; y espera con interés que el Comité de Al-Qaida siga examinando a fondo las recomendaciones pertinentes relativas a nuevas medidas para interrumpir esas actividades que figuran en el informe sobre el apoyo analítico y el informe del Equipo de vigilancia de las sanciones de Al-Qaida presentado de conformidad con la resolución 2170, con miras a continuar perturbando las actividades de esos grupos.	1
Al considerar la evolución del riesgo de incitación, hay que tener presente que las formas y los medios de comunicación han evolucionado sustancialmente desde la aprobación de la resolución 1624 (2005).	1
El Consejo de Seguridad reconoce la intención expresada por los representantes de ambas organizaciones de cooperar en un amplio programa de interés mutuo, formulando respuestas conjuntas adecuadas, cuando proceda, a las crisis humanitarias, promoviendo los derechos humanos, la libertad de expresión, la seguridad alimentaria, la protección del medio ambiente y la lucha contra el terrorismo y el tráfico ilícito de drogas y armas, al tiempo que reitera la necesidad de asegurar que todos los esfuerzos de las Naciones Unidas para restablecer la paz y la seguridad también respeten y promuevan el estado de derecho.	0
La comisión internacional estaría integrada por un grupo de tres personalidades eminentes con la experiencia apropiada y una reputación de probidad e imparcialidad.	0
38. La proliferación de armas fuera de la autoridad del Estado, junto con la existencia de milicias fuertemente armadas, son para mí motivo de gran preocupación para la estabilidad del Líbano.	1
Para acelerar el proceso de aprobación, se podría alentar a los Estados a que proporcionaran al Comité todas las pruebas o documentos justificativos disponibles, como las órdenes de detención, las notificaciones de la Interpol, los autos de acusación o las decisiones judiciales o transcripciones.	0
Me preocupa profundamente que la práctica de la violencia sexual contra los niños socave la perspectiva de una coexistencia pacífica en Darfur durante los años venideros.	1
A medida que nos disponemos a debatir los problemas de desarrollo que enfrenta el Afganistán, el reciente incidente pone de relieve el sombrío panorama relacionado con la situación de seguridad.	1
Esto ayudará a facilitar los arreglos de prisión preventiva, enjuiciamiento y posterior a la condena para los delincuentes de alto riesgo, de conformidad con las normas internacionales de derechos humanos.	0
Se están adoptando medidas para fortalecer el papel del equipo de las Naciones Unidas en el país, incluida la contratación de un nuevo Jefe de la Oficina del Coordinador Residente y la identificación de personal adicional.	0
Reitera su exigencia de que todas las partes en los conflictos armados pongan fin por completo y con efecto inmediato a todos los actos de violencia sexual y su llamamiento a esas partes para que asuman y cumplan compromisos concretos con plazos determinados para combatir la violencia sexual, que deben incluir, entre otras cosas, la emisión de órdenes claras por medio de cadenas de mando que prohíban la violencia sexual y la rendición de cuentas por infringir esas órdenes, la prohibición de la violencia sexual en los códigos de conducta, los manuales militares y de policía sobre el terreno o equivalentes, y para que asuman y cumplan compromisos concretos sobre la investigación oportuna de los presuntos abusos; y exhorta además a todas las partes pertinentes en los conflictos armados a que cooperen en el marco de esos compromisos, con el personal apropiado de las misiones de las Naciones Unidas que supervise su aplicación, y exhorta a las partes a que designen, según proceda, un representante de alto nivel encargado de velar por el cumplimiento de esos compromisos;	1
Dado que las categorías de crímenes internacionales se han enumerado en otras partes del informe, tal vez baste recordar aquí brevemente las diversas formas de participación en crímenes internacionales que dan lugar a responsabilidad penal individual.	0
Se han establecido en respuesta a denuncias de violaciones de los derechos humanos y del derecho internacional humanitario en contextos de conflicto, así como en situaciones de altos niveles de violencia, a menudo pero no exclusivamente relacionadas con procesos electorales o políticos, que entrañan graves violaciones de las normas de derechos humanos.	1
3) El delincuente será castigado con una pena de prisión de diez a quince años, acompañada de la confiscación de bienes que el tribunal considere conveniente, o con una pena excepcional;	1
Lo que todo el mundo necesita hacer es rechazar a las voces extremistas que encuentran consuelo de las viejas maneras y que creen que es imposible que los serbios y los albaneses normalicen sus relaciones alcanzando un compromiso histórico.	1
El Consejo también expresa su preocupación por los continuos informes de ataques del LRA en la República Centroafricana, tan al oeste como en Bangassou, así como en la República Democrática del Congo.	0
Es probable que el debate político se intensifique, ya que varios problemas relacionados con las elecciones ya se plantean en los tribunales.	1
Asistencia técnica para redactar y hacer cumplir leyes contra el odio.	0
El Consejo de Seguridad reitera su exigencia a las fuerzas armadas de que se sometan plenamente al control civil.	1
El posible aumento en 2013 de la disponibilidad de sistemas portátiles de defensa antiaérea para las filiales de Al-Qaida en África, y como resultado del conflicto en la República Árabe Siria, podría plantear una amenaza futura.	0
Encomendar a las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas autorizadas por el Consejo de Seguridad, cuando proceda y caso por caso, que contribuyan imparcialmente a la protección de la población civil, incluidas las que se encuentren bajo amenaza inminente de violencia física, dentro de sus zonas de operaciones.	0
Reiterando su llamamiento a las partes y a los Estados de la región para que cooperen más plenamente con las Naciones Unidas y entre sí y fortalezcan su participación para poner fin al actual estancamiento y avanzar hacia una solución política,	0
5. Observa que esos medios de financiación o apoyo incluyen, entre otros, el uso del producto del delito, incluidos el cultivo, la producción y el tráfico ilícitos de estupefacientes y sus precursores;	0
Se están considerando disposiciones para que el PNUD y el ACNUR establezcan y administren un fondo fiduciario sucesor para el DIS, si así lo desean el Gobierno y los posibles donantes, hasta que se garanticen las estructuras y la capacidad nacionales necesarias.	0
59. El Grupo de Expertos viajó ampliamente a Côte d'Ivoire, a la subregión y a otras partes en sus esfuerzos por evaluar el cumplimiento del embargo y determinar qué medidas adicionales podrían adoptarse para mejorar su eficacia.	0
No obstante, la información disponible no ofrece una imagen clara de la aplicación de las medidas de seguridad de la aviación, el transporte marítimo o la carga, los controles fronterizos o los programas de aplicación establecidos para garantizar que las armas pequeñas no caigan en manos de personas no autorizadas.	1
Un oficial de la Policía de las Naciones Unidas preguntó si había resultado herido y se le dijo que la PNTL acababa de matar al amigo del Sr. Amaral.	0
El incidente ocurrido en el norte de Mitrovica demostró claramente que, a pesar del mandato del Consejo de Seguridad relativo a la reconfiguración de la UNMIK, la EULEX se aparta cada vez más del principio de neutralidad del estatuto, que socava la posición de esa presencia internacional.	1
El Ministro del Interior Lobato llegó a la sede con una chaqueta antibalas y en un estado muy agitado, gritando "matarlos a todos".	1
a) Pedir al Secretario General que procure incluir, y que los países anfitriones incluyan, disposiciones fundamentales de la Convención sobre la Seguridad del Personal de las Naciones Unidas y el Personal Asociado, entre otras, las relativas a la prevención de ataques contra miembros de las operaciones de las Naciones Unidas, el establecimiento de esos ataques como delitos punibles por la ley y el enjuiciamiento o la extradición de delincuentes, en el futuro, así como, de ser necesario, en los acuerdos existentes sobre el estatuto de las fuerzas, el estatuto de las misiones y el país anfitrión negociados entre las Naciones Unidas y esos países, teniendo presente la importancia de que esos acuerdos se concluyan oportunamente;	0
Condena enérgicamente todas las violaciones del derecho internacional aplicable cometidas contra las mujeres y las niñas en situaciones de conflicto armado y posteriores a un conflicto, exige a todas las partes en los conflictos que pongan fin a esos actos con efecto inmediato, y pone de relieve la responsabilidad de todos los Estados de poner fin a la impunidad y enjuiciar a los responsables de todas las formas de violencia contra las mujeres y las niñas en los conflictos armados, incluidas las violaciones y otras formas de violencia sexual.	1
Para que los Estados puedan patrullar adecuadamente extensas costas, deben cooperar mediante el intercambio de información y la vigilancia entre sus guardacostas, las armadas y las administraciones aduaneras.	0
Igualmente preocupante es la información sobre el aumento de la tensión entre los partidos del Gobierno y la oposición en el marco de las cuestiones que son decisivas para el futuro de Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.	1
El Consejo de Seguridad subraya que no se tolerará ningún intento de perturbar el proceso de paz y transición en la República Democrática del Congo, incluso mediante el apoyo a grupos armados.	1
El 7 de diciembre, el Consejo escuchó exposiciones informativas del Presidente del Tribunal Internacional para la ex Yugoslavia, Theodor Meron, y del Presidente del Tribunal Penal Internacional para Rwanda, Khalida Rachid Khan, quienes destacaron las contribuciones de esos tribunales al derecho penal internacional, pero advirtieron de que la escasez de recursos, la falta de cooperación de los Estados en esferas críticas y los problemas de dotación de personal seguían amenazando la conclusión satisfactoria de su labor.	1
El Consejo destaca la importancia y la urgencia del restablecimiento de la justicia y el estado de derecho en las sociedades que salen de un conflicto, no sólo para hacer frente a los abusos del pasado, sino también para promover la reconciliación nacional y ayudar a impedir que se reanude el conflicto en el futuro.	0
Ambos gobiernos son asociados esenciales del Comité en sus esfuerzos por hacer que el régimen sea más eficaz y esté más centrado en la amenaza, y ofrecieron muchas sugerencias útiles, así como información detallada al Equipo sobre los acontecimientos recientes.	0
Acogiendo con beneplácito los constantes progresos que Burundi ha hecho en pro de la paz, la estabilidad y el desarrollo y destacando la necesidad de que el sistema de las Naciones Unidas y la comunidad internacional, incluidas las instituciones financieras internacionales y los asociados de Burundi para el desarrollo, mantengan su apoyo a la consolidación de la paz y el desarrollo a largo plazo en Burundi,	0
El Consejo de Seguridad subraya que cualquier intento de desestabilización del Chad por la fuerza es inaceptable.	1
Se denunciaron nuevas violaciones de mujeres durante los ataques en torno a Miski, Disa y Umm Baru en Darfur septentrional; y Azeoni, Kornoi, Nertete y Mukjar en Darfur occidental.	0
El Consejo de Seguridad debe reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional a esta amenaza.	1
Los muertos fueron: 4 profesores, 1 médico, 1 enfermera, 3 estudiantes universitarios, 1 ingeniero, 1 atleta, 1 abogado, 1 activista de los medios, 1 mujer y 2 personas de la misma familia.	0
Condenar y pedir el cese inmediato de las incitaciones a la violencia contra los civiles en situaciones de conflicto armado.	1
El Equipo observa que el Consejo de Seguridad, en el párrafo 5 de la resolución 1526 (2004), instó a todos los Estados a que establecieran requisitos y procedimientos internos de presentación de informes sobre el movimiento transfronterizo de divisas sobre la base de los umbrales aplicables.	0
3. Recuerda también que el equipo y las instalaciones de los medios de comunicación constituyen objetos civiles y, a este respecto, no serán objeto de ataques ni represalias, a menos que sean objetivos militares;	0
El programa no se aplicará a las personas consideradas delincuentes o terroristas internacionales, como los miembros de Al-Qaida.	1
19. Condena en los términos más enérgicos todas las formas de violencia sexual y de otra índole cometidas contra civiles en los conflictos armados, en particular las mujeres y los niños, y se compromete a velar por que todas las operaciones de apoyo a la paz utilicen todas las medidas viables para prevenir esa violencia y hacer frente a sus efectos cuando tenga lugar;	1
El elemento subjetivo, o mens rea, reside en el accesorio que tiene conocimiento de que sus acciones ayudan al autor en la comisión del delito.	0
El Consejo de Seguridad condena enérgicamente los ataques deliberados de los combatientes contra civiles en los conflictos armados y exige que todos los interesados pongan fin a esas violaciones del derecho internacional humanitario y las normas internacionales de derechos humanos.	1
Los Estados Miembros han señalado que los sitios que promueven el terrorismo en un país están casi invariablemente situados en otro.	1
Ningún testigo ocular informó de que se habían lanzado octavillas, o de que se habían dado advertencias por radio o por conducto de los jefes tribales, o de que aviones habían volado a baja altura sobre aldeas para advertir a los civiles de un ataque inminente.	1
Malí y el Níger son miembros del recientemente establecido Centro Conjunto de Inteligencia subregional en Tamanrasset (Argelia).	0
Uganda considera que poner fin a la impunidad es el único elemento disuasorio creíble contra los crímenes que preocupan más gravemente a la comunidad internacional.	1
74. Los Estados miembros de la Unión Europea también están obligados a tipificar como delito la " provocación pública " de conformidad con las enmiendas introducidas en 2008 a la Decisión marco de la Unión Europea de 2002 sobre la lucha contra el terrorismo.	1
A pesar de esos desafíos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas en las que la responsabilidad de la seguridad se ha traspasado a las fuerzas de seguridad afganas.	1
La posible prestación de apoyo logístico al proceso electoral tendrá considerables consecuencias para el apoyo, incluso en las zonas no afectadas por el conflicto en las que la MONUSCO ha reducido su presencia.	0
Las células, vástagos o grupos asociados deben funcionar ahora de manera autónoma y financiar sus propias actividades.	0
Las partes en el proceso de paz aún no han previsto los arreglos de liberación y los programas de reintegración que habrían permitido a los niños de esas fuerzas ejercer sus derechos a medidas de recuperación y reintegración.	0
Si esta persona es declarada culpable, tiene el deber de castigarla y de proporcionar un recurso efectivo y reparación a las víctimas.	0
La Federación de Rusia manifiesta su profundo pesar y preocupación por la información sobre la violencia que se está produciendo en Darfur.	1
Esa noche un oficial de la PNTL oriental hizo un anuncio por radio culpando al Comandante General Martins y al Comandante Adjunto Babo por la muerte del oficial de la UIR.	1
Por ejemplo, en 2009, Bhután estableció una unidad de fuerzas especiales de élite en su departamento de policía para hacer frente al terrorismo.	0
n) Celebrar consultas con los servicios de inteligencia y seguridad de los Estados Miembros, incluso por conducto de foros regionales, a fin de facilitar el intercambio de información y reforzar la aplicación de las medidas;	0
Ellos emprenden todas estas acciones, y luego piden protección y garantías y las utilizan como cortina de humo para perseguir su extorsión y obtener más concesiones de nosotros.	1
c) Impedir el suministro, la venta y la transferencia, directos o indirectos, a esas personas, grupos, empresas y entidades desde su territorio o por sus nacionales fuera de su territorio, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo, incluidas armas y municiones, vehículos y equipo militar, equipo paramilitar y piezas de repuesto para las actividades militares antes mencionadas y asesoramiento técnico, asistencia o adiestramiento en relación con ellas;	0
Pathlet sobre la Convención sobre los Derechos del Niño, elaborado y distribuido. G.2. Establecer y aplicar estrategias y programas sobre prevención y respuesta a la violencia de género en los conflictos armados (presidido por la OCAH y la OMS).	0
A este respecto, nos preocupa especialmente la continua falta de avances en las esferas de la libertad de circulación de las minorías, los retornos sostenibles y la representación de las minorías pertinentes en las estructuras gubernamentales y en el sector público en su conjunto.	1
Esto es importante para fortalecer la capacidad de la Misión de ofrecer una verdadera protección a la población civil congoleña, víctima de un evidente desastre humanitario, como subrayó el Sr. Doss, y de las violaciones masivas de los derechos humanos, en particular los actos de violencia dirigidos contra mujeres y niños.	1
Su falta de voluntad para hacer cumplir el estado de derecho y garantizar el respeto de la soberanía y la integridad territorial de un Estado Miembro de las Naciones Unidas ha puesto en peligro su credibilidad y su autoridad jurídica y moral.	1
Teniendo en cuenta el regreso de los grupos terroristas, considera que la MINUSMA debe disponer de todo el equipo necesario para cumplir su mandato y proteger a la población de la región septentrional.	0
Sus conclusiones tienen graves consecuencias para la rendición de cuentas de los funcionarios gubernamentales y sus recomendaciones deben ser examinadas cuidadosamente por el Consejo, ya que éste determina qué enfoque debe adoptarse para poner fin finalmente a los abusos y la impunidad en Darfur.	0
Piden que las partes en los conflictos armados cumplan estrictamente el derecho internacional humanitario aplicable, las normas de derechos humanos y el derecho de los refugiados, en particular en lo que respecta a:	0
La situación en Siria es fuente de profunda y creciente preocupación para las Naciones Unidas.	1
Observando con preocupación que diez años después de la aprobación de la resolución 1267 (1999), Al-Qaida, Osama bin Laden y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos siguen constituyendo una amenaza para la paz y la seguridad internacionales, y reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza,	1
En ese contexto, seguimos preocupados por los más vulnerables de Timor-Leste: los pobres y los desplazados.	1
También informó de que la Fuerza de las Naciones Unidas de Observación de la Separación (FNUOS) seguía observando intensos enfrentamientos entre las fuerzas armadas sirias y miembros armados de la oposición, así como ataques aéreos de las fuerzas armadas sirias, dentro de la zona de separación y zona de limitación.	0
Nos preocupa profundamente que, a menos que se ejerza una firme voluntad de todas las partes para reducir el terrorismo y la violencia, el proceso de paz no tenga éxito.	1
El Consejo de Seguridad recuerda que la justicia y el estado de derecho en el plano internacional son fundamentales para promover y mantener la paz, la estabilidad y el desarrollo en el mundo.	0
Ordena a la Comisión que examine la financiación de las actividades de la CEDEAO con miras a garantizar que se pongan a disposición de las instituciones recursos suficientes.	1
o El 27 de noviembre de 2014, aviones de combate del régimen atacaron la escuela Dar al-Salam en la ciudad de Raqqa, destruyendo parcialmente uno de los edificios escolares.	0
61. La protección de los civiles en el Chad oriental consiste en algo más que garantizar la seguridad física de los refugiados, los desplazados y los trabajadores humanitarios y la prestación de apoyo logístico y estructuras rígidas para el DIS.	0
36. El Presidente también desempeñó un papel importante durante las reuniones del Comité al alentar a los miembros a que explicaran su posición sobre las listas cuando éstas se opusieran a las de otros Estados, y al tomar la iniciativa de proponer la supresión de nombres de las listas para las personas consideradas muertas o entradas de la Lista que carecían de identificadores.	0
Otros soldados empezaron a golpear a las otras cuatro mujeres, entre ellas la testigo.	0
La UNMIS también está estableciendo nuevas bases de apoyo al referéndum para prestar apoyo a nivel de condado en el Sudán meridional.	0
Durante las consultas oficiosas celebradas el 5 de mayo, el Comité se reunió con el recientemente establecido Grupo de Expertos.	0
Existen varios instrumentos y planes de estabilización (STAREC, Estrategia Internacional de Apoyo a la Seguridad y la Estabilización, islas de estabilidad), pero parece faltar un enfoque común dentro del propio sistema de las Naciones Unidas.	0
Las exportaciones de diamantes de Côte d'Ivoire pueden entrar en las cadenas de suministro del Proceso de Kimberley, lo que amenaza la credibilidad del Sistema de Certificación del Proceso de Kimberley.	1
Aliento a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan fortaleciendo la cooperación para hacer frente a las amenazas a la seguridad transfronteriza.	0
No hacer nada con un grupo tan malvado bajo el pretexto poco aconsejable de que no representa una amenaza para el Gobierno es abdicar de la responsabilidad cardinal de cualquier Estado, es decir, garantizar la seguridad de sus ciudadanos.	1
A este respecto, el Consejo encomia los esfuerzos realizados hasta la fecha por la República Centroafricana, la República Democrática del Congo, la República de Sudán del Sur y Uganda para poner fin a la amenaza que representa el LRA, e insta a que se sigan desplegando esfuerzos por parte de esos países, así como de otros países de la región.	0
De conformidad con el párrafo 18 de la resolución 2100 (2013) del Consejo de Seguridad, Francia presentó cuatro informes al Consejo de Seguridad en los que se esbozaban seis acciones de combate emprendidas en respuesta a una "amenaza inminente y grave" y se destacaba la labor de los destacamentos de enlace y apoyo operacional de la MINUSMA, así como el apoyo de las fuerzas francesas para atender a los heridos.	1
La entidad incluida en la Lista Al-Haramain Foundation (Estados Unidos de América) (QE.A.117.04) ha iniciado una nueva acción contra el Gobierno en el tribunal federal de distrito de Oregon, además de una acción anterior aún pendiente en los Estados Unidos. Al-Haramain sostiene que la decisión de los Estados Unidos de imponer sanciones contra él fue arbitraria y no contó con el apoyo de pruebas sustanciales, y también violó sus derechos a las debidas garantías procesales (al no explicar la base fáctica de la acción del Gobierno y no basarse en pruebas clasificadas no proporcionadas a la organización), su derecho a no ser objeto de registros e incautaciones irrazonables (basado en la congelación de sus activos), y sus derechos a la libertad de expresión, asociación y libre ejercicio de la religión. Al-Haramain también sostiene que la negativa del Gobierno a permitir que se utilicen activos bloqueados para pagar a sus abogados violó sus derechos procesales.	1
483. Los comités rechazaron demasiados casos porque su interrogatorio de las víctimas reveló que el delito denunciado no equivalía a violación, ya que no se había producido penetración, o que los autores habían confundido el término árabe para opresión con el término para violación y habían presentado erróneamente denuncias de otras formas de abuso o violencia, como palizas.	1
Debemos rechazar todo intento de socavar la soberanía y la integridad territorial de Somalia.	1
El Presidente calificó enfáticamente el desafortunado incidente de feo e inaceptable, en la medida en que presagia posibles actos de violencia durante las próximas elecciones de 2012.	1
Esa cooperación condujo a la elaboración y aplicación de soluciones prácticas en relación con la coordinación naval y operacional y las cuestiones jurídicas y judiciales, las medidas de autoprotección para el sector del transporte marítimo, la diplomacia pública y la interrupción de las empresas piratas ilícitas en tierra.	0
La resolución y la iniciativa concurrente de considerar la llamada "cuestión de los derechos humanos" de la República Popular Democrática de Corea en el Consejo de Seguridad son la manifestación más indiscreta de la política hostil de los Estados Unidos contra la República Popular Democrática de Corea, así como un intento peligroso y motivado políticamente de sentar las bases para una invasión de la República Popular Democrática de Corea con el pretexto de los derechos humanos.	0
Los miembros del Consejo expresaron su profunda preocupación por las horribles violaciones de los derechos humanos y los crímenes de lesa humanidad que se describen en el informe.	1
En la esfera de las operaciones de combate, el principio de proporcionalidad sigue siendo una norma en gran medida subjetiva, basada en un equilibrio entre la expectativa y la anticipación de los beneficios militares y la pérdida real de vidas civiles o la destrucción de bienes civiles.	0
Observando con profunda preocupación la amenaza del terrorismo y el riesgo de que agentes no estatales adquieran, desarrollen, trafiquen o utilicen armas nucleares, químicas y biológicas y sus sistemas vectores,	1
Se imponen deliberadamente a los sospechosos la inanición y otras condiciones inhumanas de detención para aumentar la presión sobre ellos para que confiesen e incriminen a otras personas.	0
En su cumbre de 2013, el Grupo de los Ocho declaró su "rechazo inequívoco" de la financiación del terrorismo mediante el pago de rescates.	1
Esta obligación básica no puede ser despreciada por los Estados sin que sufran las consecuencias de su conducta antijurídica.	1
Esto se debe principalmente a que el terrorismo tiene un carácter evolutivo.	1
Si bien la piratería a lo largo de las costas de Somalia sigue siendo un desafío crítico, instamos a la comunidad internacional a que no olvide que la solución de ese problema tendrá que provenir de la tierra y no del mar. La solución general del conflicto somalí debe abordar todas las causas profundas de la piratería y los demás desafíos, incluida la explotación de los recursos marinos y el vertimiento de desechos tóxicos.	1
También pidió que se pusiera fin de inmediato a toda violencia e instó a todas las partes a que actuaran con la máxima moderación y se abstuvieran de represalias, incluidos los ataques contra las instituciones del Estado.	0
Para concluir, los desafíos que enfrenta el Afganistán son enormes, pero estamos progresando.	1
Sin embargo, persisten las preocupaciones en relación con los 2,3 millones de personas que siguen en crisis.	1
9. El tribunal de distrito dictaminó originalmente que el Gobierno no había demostrado que la sucursal neerlandesa de Al-Haramain, separada y aparte de la organización internacional, hubiera apoyado el terrorismo.	1
Nos preocupa profundamente el hecho de que la violencia en el Oriente Medio siga perpetrándose por una parte contra la otra, a pesar de la clara expresión de repugnancia ante esa situación por parte de la comunidad internacional y el Consejo de Seguridad.	1
Un Kosovo internamente inestable dificultaría aún más la definición y aplicación de un estatuto futuro viable.	0
Los miembros expresaron su preocupación por la situación de seguridad y subrayaron que, a menos que se abordara con rapidez y eficacia, la normalización podría quedar estancada, socavando los esfuerzos de las autoridades por estabilizar el Estado.	1
68. El Grupo examinó los movimientos de vuelos no programados desde y hacia Côte d'Ivoire, así como las estadísticas del tráfico aéreo a países vecinos, como Guinea, Malí, Burkina Faso y Ghana, y no identificó ningún vuelo sospechoso durante el período del embargo (a partir del 15 de noviembre de 2004).	0
Esto llevó al Consejo de Seguridad a determinar, en su resolución 1556 (2004), que el conflicto en el Sudán constituía una amenaza para la paz y la seguridad internacionales y para la estabilidad de la región y a exhortar al Gobierno, en virtud del Capítulo VII de la Carta de las Naciones Unidas, a que cumpliera de inmediato los compromisos contraídos en el comunicado conjunto.	1
En noviembre, la Unidad de Fusión de Información de Todas las Fuentes inició las obras de construcción para establecer una unidad dentro del nuevo campamento de Tombuctú.	0
Habiendo determinado que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	1
La Comisión observa con preocupación la falta de control sistemático de las armas y municiones de la PNTL.	1
Por lo tanto, se ocupa en gran medida de aspectos de los contextos sociales que pueden propiciar la propagación del terrorismo.	1
Como se recordará, el Gobierno de Eritrea había instado al Consejo de Seguridad, en su carta de 28 de febrero de 2012 (S/2012/126), a que asumiera sus responsabilidades y adoptara las medidas apropiadas contra la miríada de actos ilícitos de agresión y ocupación.	1
Los expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) celebraron conversaciones con el Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia y el Instituto de las Naciones Unidas de Investigación sobre el Desarme sobre posibles programas y actividades en apoyo de la aplicación efectiva de la resolución 1540 (2004).	0
Este Consejo no debe permitir que esa estrategia sea recompensada abordando la respuesta al terrorismo en lugar del propio terrorismo, sino que debe ser rechazada y no apaciguada.	1
Si bien seguiré dirigiéndome a los Estados que aún no han respondido a mi llamamiento para que aporten contribuciones a una fuerza multinacional y les pediría que sigan prestando asistencia para identificar una posible nación rectora, quisiera presentar al Consejo las propuestas adjuntas sobre opciones alternativas (véase el anexo).	0
La mayoría de los Estados no tienen legislación nacional sobre los refugiados y sólo tres Estados han ratificado la Convención sobre los Refugiados de 1951.	0
La UNMIK y la KFOR pidieron datos sobre la presencia de la ANA en el Cuerpo de Protección de Kosovo debido a una respuesta muy característica del comandante del Cuerpo, quien dijo que, bajo sus limitados poderes, no podía ofrecer más información.	1
Otro ha creado un grupo de trabajo interdepartamental sobre migración para aplicar medidas encaminadas a fomentar la integración, en particular en las esferas de los conocimientos lingüísticos y la capacitación en materia de empleo, promover el diálogo con los inmigrantes y vigilar la xenofobia, el racismo y el extremismo.	0
Los periodistas prominentes han sido detenidos arbitrariamente por denunciar cuestiones de derechos humanos, constitucionales y de estado de derecho.	0
Nos preocupa que el éxito de las elecciones presidenciales corra el riesgo de verse erosionado por la falta de progresos en el establecimiento del Gobierno.	1
Es parte de un mantra que se repite constantemente ante este Consejo que ya no es cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las terribles dificultades que enfrentan las fuerzas israelíes para tratar de proteger a sus ciudadanos y reducir al mínimo los daños a la vida palestina cuando los terroristas a los que se enfrentan muestran tan poca preocupación por la vida palestina como lo hacen por la vida israelí.	1
Piden que las partes en los conflictos armados y los terceros Estados cumplan estrictamente las obligaciones que les incumben en virtud del derecho internacional humanitario aplicable de permitir y facilitar el paso rápido y sin trabas de los envíos, el equipo y el personal de socorro sujetos a su derecho a prescribir disposiciones técnicas, incluido el registro, en virtud de las cuales se permita ese paso.	1
La detención y la agresión física de cualquier personal de las Naciones Unidas son totalmente inaceptables.	1
