en_es_DEEPL	VerCoop
:: Poner en marcha una estrategia de comunicación más proactiva con vistas a mejorar la comprensión del papel del Comité y de la Dirección Ejecutiva en el ámbito de la lucha contra el terrorismo.	1
El Presidente informó al Consejo de que, durante las consultas del Comité, el Grupo de Supervisión había presentado un informe sobre sus conclusiones relativas a la recuperación de activos somalíes en ultramar y había debatido la cuestión de las interceptaciones de carbón y armas por parte de las fuerzas marítimas internacionales en alta mar y dentro de las aguas territoriales de Somalia.	1
15. Reconoce el importante papel de los buenos oficios del Secretario General en África, y alienta al Secretario General a que siga recurriendo a la mediación con la mayor frecuencia posible para ayudar a resolver pacíficamente los conflictos, trabajando en coordinación y en estrecha colaboración con la Unión Africana y otras organizaciones subregionales a este respecto, según proceda;	1
22. El primer lote de 2.000 milicianos se registró en Guiglo en junio de 2006 y 981 de ellos fueron desarmados posteriormente y recibieron una asignación en efectivo de la red de seguridad.	0
Se observó un aumento de la tensión entre la población local en respuesta a la recaudación ilegal de impuestos y la extorsión por parte de funcionarios abjasios de facto.	0
o El 8 de noviembre de 2014, las fuerzas del régimen atacaron la ciudad de Sheikh Miskeen, matando a 5 personas, entre ellas 2 niños y 2 mujeres.	0
5. El Coordinador realizó tres visitas a la región (en febrero, abril y mayo) que coincidieron con las reuniones del Subcomité Técnico y de la Comisión Tripartita. El 9 de febrero de 2011, fue recibido por el Viceprimer Ministro y Ministro de Asuntos Exteriores de Kuwait, Jeque Mohammed Al-Sabah Al-Salem Al-Sabah, quien indicó que el incipiente espíritu de cooperación entre Iraq y Kuwait debía traducirse en medidas prácticas y orientadas a la obtención de resultados para la resolución de las cuestiones pendientes, incluidos los expedientes de las personas y bienes desaparecidos.	1
"El Consejo de Seguridad reitera su llamamiento a los Estados de la región para que profundicen su cooperación con miras a poner fin a las actividades de los grupos armados ilegales, y reafirma que todo recurso a la amenaza o al uso de la fuerza contra la integridad territorial de un Estado es contrario a la Carta de las Naciones Unidas.	1
Preocupado por el interminable abandono y el desamparo generalizado de las poblaciones de las regiones del norte de Malí, denominadas por algunos el Azawad (término reconocido por los anteriores acuerdos de paz), a falta de una solución definitiva del conflicto cuyos devastadores efectos siguen padeciendo;	0
24. El Presidente, junto con los Presidentes de los Comités establecidos en virtud de las resoluciones 1373 (2001) y 1540 (2004), que también se ocupan de cuestiones de lucha contra el terrorismo, ofreció dos sesiones informativas conjuntas al Consejo de Seguridad en 2009. Las sesiones informativas se celebraron el 26 de mayo (véase S/PV.6128) y el 13 de noviembre (véase S/PV.6217).	1
El atentado de septiembre de 2013 contra el centro comercial Westgate de Nairobi demuestra la capacidad de Al Shabaab incluso después de haber perdido terreno en Somalia.	0
La Comisión recibió información fidedigna según la cual varias personas fueron secuestradas por los servicios de inteligencia militar u operadores de seguridad.	1
Inmediatamente después de la explosión, los órganos de seguridad, militares y de protección civil, así como la Cruz Roja, se apresuraron a acudir al lugar del crimen para desempeñar sus funciones.	0
13. Al concluir la reunión, las partes aceptaron el comunicado de mi Enviado Personal, que figura en el anexo I del presente informe, y reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que se determinará de común acuerdo.	1
Siete han establecido una jurisdicción adecuada para los delitos pertinentes en su legislación, cinco han tomado algunas medidas al respecto y no hay información suficiente con respecto a nueve Estados.	0
Según ellos, los niños quedaron huérfanos a consecuencia del conflicto y el SLA se ocupa de ellos.	0
El Reino Unido ha creado un grupo de trabajo de justicia penal, que ha formado a operadores judiciales para que conozcan de los casos de lucha contra el narcotráfico en Kabul, habiéndose presentado 65 casos que han dado lugar a 15 condenas y penas que oscilan entre los tres y los nueve años.	0
Muchos Estados no están seguros de qué alternativa al certificado de defunción podría satisfacer al Comité y el Equipo recomienda que el Comité proporcione más orientación sobre lo que exige para considerar la posibilidad de retirar a una persona de la Lista por motivo de su muerte.	1
El taller fue una oportunidad importante para explorar los medios de seguir facilitando la aplicación de la resolución, incluso en lo que respecta a la presentación universal de informes y a una aplicación más completa.	1
Aunque algunos tardan en responder al Comité, cada vez son más los que se muestran dispuestos a participar en su labor, ya sea presentando nombres o promoviendo ideas sobre nuevos ámbitos en los que las sanciones u otras medidas del Consejo de Seguridad podrían ayudar a frenar el flujo de reclutas y reducir la probabilidad de nuevos atentados de terroristas relacionados con Al Qaeda y los talibanes.	0
La EUFOR adoptó una postura de "fuera de la vista pero no en el horizonte", estando preparada para intervenir si la situación se deterioraba, y se elaboraron planes de contingencia para el despliegue de fuerzas de reserva, en caso necesario.	0
Del 25 de noviembre al 10 de diciembre, mi Representante Especial se sumó a mi campaña anual "Unidos para poner fin a la violencia contra las mujeres", haciendo especial hincapié en los países en conflicto.	1
Timor Oriental El 10 de mayo, el Representante Especial del Secretario General para Timor Oriental, Kamalesh Sharma, informó al Consejo en una sesión pública.	1
Pedir a todas las partes que garanticen el acceso de las organizaciones pertinentes, según proceda, a todas las prisiones y lugares de detención.	0
"El Consejo de Seguridad alienta a los órganos pertinentes de las Naciones Unidas, en particular a la Dirección Ejecutiva del Comité contra el Terrorismo, en estrecha cooperación con el Equipo Especial, a que presten mayor atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros para elaborar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyan la lucha contra la incitación a la comisión de actos de terrorismo por motivos de extremismo e intolerancia y en la facilitación de asistencia técnica para su aplicación.	1
El Consejo observa además con preocupación que, al parecer, los ataques del ERS en la República Centroafricana han tenido lugar en zonas situadas fuera de la zona principal de operaciones de la Fuerza de Respuesta de la Unión Africana.	0
:: Reconstrucción de las acciones y el paradero del Sr. Hariri antes de la explosión	0
El párrafo 2 del artículo 21 del anexo de la resolución 1757 (2007) del Consejo de Seguridad dispone que, si las actividades del Tribunal Especial no han concluido al término de su mandato actual, "el Acuerdo se prorrogará ... por otro período o períodos que determinará el Secretario General en consulta con el Gobierno [del Líbano] y el Consejo de Seguridad".	1
El 23 de agosto, en el marco de una sesión informativa del Departamento de Asuntos Políticos, el Secretario General Adjunto de Asuntos Políticos dijo que personal de la Oficina de Coordinación de Asuntos Humanitarios estaba llevando a cabo una misión de evaluación en la República Árabe Siria y se refirió a la declaración del Secretario General, según la cual, a pesar de su promesa, el Presidente Al-Assad no había puesto fin al uso de la fuerza contra la población civil.	0
505. ¿Es el genocidio más grave que otros crímenes internacionales? La opinión generalizada es que el genocidio es el crimen internacional más grave.	0
Los grupos técnicos, cada uno de los cuales incluye al menos un representante de cada grupo, se ocupan respectivamente de la asistencia técnica; la financiación del terrorismo; la seguridad fronteriza, el tráfico de armas y la aplicación de la ley; las cuestiones jurídicas generales; y las cuestiones planteadas por el Consejo de Seguridad en la resolución 1624 (2005), así como los aspectos de la lucha contra el terrorismo relacionados con los derechos humanos en el contexto de la resolución 1373 (2001). Las dos unidades se ocupan del control de calidad, y de las comunicaciones públicas y la divulgación, respectivamente.	0
(d) Mantener un diálogo e intercambiar información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con sus contribuciones a la aplicación de la resolución 1540 (2004);	1
La Comisión también confirmó que, tras el ataque a Tawila en febrero de 2004, un grupo de unas 30 estudiantes fue secuestrado por los Janjaweed y retenido en un campamento donde fueron violadas repetidamente.	0
También visitaron comisarías de policía y la oficina del fiscal del distrito para obtener información sobre los casos de violación ya registrados.	0
Bielorrusia, la Federación Rusa y Ucrania han establecido unidades de inteligencia financiera plenamente operativas. En 2010, Bielorrusia y Ucrania aprobaron enmiendas a sus leyes contra el blanqueo de capitales y la financiación del terrorismo sobre identificación de clientes, diligencia debida con la clientela, mantenimiento de registros, determinación de la titularidad real y transacciones sospechosas, y también ampliaron los criterios de supervisión para el envío de dinero a través del sistema postal estatal.	0
25. Pide a todos los Estados miembros, pero en particular al Gobierno de Afganistán, que informen al Comité si tienen conocimiento de cualquier información que indique que una persona, grupo, empresa o entidad que haya sido excluido de la lista debería ser considerado para su designación con arreglo al párrafo 1 de la presente resolución, y pide además que el Gobierno de Afganistán facilite al Comité un informe anual sobre la situación de las personas supuestamente reconciliadas que hayan sido excluidas de la lista por el Comité en el año anterior;	1
En sus respuestas, los miembros del Consejo expresaron su reconocimiento del carácter selectivo de las sanciones del Consejo y de su amplia aplicación a una serie de amenazas a la paz y la seguridad internacionales, que implican, entre otras cosas, la asistencia a los Estados para recuperar la estabilidad, la protección de las poblaciones civiles en conflicto y la lucha contra el terrorismo y la proliferación de armas de destrucción masiva.	1
[Destacar la importancia del desarme permanente, la desmovilización, el reasentamiento o la repatriación, según proceda, y la reintegración de los grupos armados [nacionales] y extranjeros para la estabilización a largo plazo del [país afectado], así como la contribución de los socios internacionales en este ámbito.	1
El informe señala una serie de casos, sobre todo en el sector de la seguridad, que son motivo de gran preocupación.	0
Pedir a las partes en los conflictos armados que adopten las medidas adecuadas para respetar y garantizar el respeto del derecho internacional humanitario y de las normas de derechos humanos, entre otras cosas mediante:	1
En la resolución 1624 (2005) del Consejo de Seguridad, que se centra en la amenaza que supone la incitación a cometer actos terroristas, el Consejo subraya que los Estados deben asegurarse de que las medidas que adopten para aplicar la resolución cumplan todas las obligaciones que les incumben en virtud del derecho internacional, incluidas las normas internacionales de derechos humanos.	1
(f) En el cumplimiento de su mandato, el Comité estará asistido por la Dirección Ejecutiva del Comité contra el Terrorismo, bajo la orientación política del Pleno.	0
Asimismo, una víctima de un atentado identificó a este hombre como un dirigente de los Janjaweed que había dirigido atentados en los que murieron civiles.	0
- reconoce la importancia de garantizar que las tareas de consolidación de la paz encomendadas se lleven a cabo lo antes posible en una operación de mantenimiento de la paz, en coordinación con el equipo de las Naciones Unidas en el país y respetando debidamente las preocupaciones en materia de seguridad y las prioridades del gobierno anfitrión, teniendo en cuenta los programas y políticas preexistentes aplicados antes del inicio de la operación.	0
Durante la reunión, las partes mantuvieron un amplio intercambio de opiniones sobre la aplicación de las resoluciones del Consejo de Seguridad y sobre el ejercicio del principio de autodeterminación.	1
285. En algunos Estados, las definiciones vagas o demasiado amplias de los delitos de terrorismo siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001).	0
La comunidad internacional debe asumir la responsabilidad de proteger a los civiles de Darfur y poner fin a la impunidad rampante que reina actualmente en la zona.	1
Un problema adicional era el hecho de que el Gobierno aparentemente no disponía de suficientes recursos militares, ya que muchas de sus fuerzas seguían situadas en el sur, y las presentes en Darfur se encontraban principalmente en los principales centros urbanos.	0
Pide al Secretario General que facilite a los Estados miembros directrices y material de formación sobre la protección, los derechos y las necesidades particulares de las mujeres, así como sobre la importancia de que las mujeres participen en todas las medidas de mantenimiento y consolidación de la paz, invita a los Estados miembros a que incorporen estos elementos, así como la formación en materia de sensibilización sobre el VIH/SIDA, en sus programas nacionales de formación del personal militar y de la policía civil como preparación para el despliegue, y pide además al Secretario General que vele por que el personal civil de las operaciones de mantenimiento de la paz reciba una formación similar.	1
Al concluir esta cuarta ronda de conversaciones, las partes reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que se determinará de común acuerdo.	1
La Ley nº 535/2004 de prevención y lucha contra el terrorismo fue promulgada por el Presidente de Rumanía con el Decreto nº. 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días después.	0
(d) Adoptar un enfoque de la trata de personas centrado en las víctimas y basado en los derechos humanos, que incluya proporcionar a las víctimas el derecho a permanecer en el país y el acceso a protección jurídica y servicios básicos, como tratamiento médico, educación y oportunidades de empleo equivalentes a los que se ofrecen a sus propios ciudadanos;	1
Tomando nota de la labor del Foro Global contra el Terrorismo (GCTF), en particular de su publicación de varios documentos marco y buenas prácticas, incluso en los ámbitos de la lucha contra el extremismo violento, la justicia penal, los secuestros para exigir rescate, la prestación de apoyo a las víctimas del terrorismo y la actuación policial orientada a la comunidad, para complementar la labor de las entidades pertinentes de las Naciones Unidas de lucha contra el terrorismo en estos ámbitos, y alentando a la Dirección Ejecutiva a que siga interactuando con el GCTF, en su labor con los Estados miembros para promover la plena aplicación de las resoluciones 1373 (2001) y 1624 (2005),	1
Subrayar la importancia de poner fin a la impunidad de las violaciones del derecho internacional humanitario y de las normas de derechos humanos aplicables, como parte de un enfoque global para buscar la paz sostenible, la justicia, la verdad y la reconciliación nacional.	0
(c) la Comisión estará facultada para determinar el lugar y las modalidades de entrevista de los funcionarios sirios y de las personas que considere pertinentes para la investigación;	1
Si los residentes intentan salir de la asediada Ghouta oriental, los francotiradores del régimen sirio los atacan directamente, lo que provoca cada mes la muerte de decenas de civiles.	0
42. El Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia, a petición del Grupo de Trabajo 2 del Grupo de Contacto sobre la piratería frente a las costas de Somalia y con el apoyo del Gobierno de Italia, organizó dos reuniones oficiosas de grupos de trabajo de expertos en 2013 para redactar un conjunto de directrices, normas y mejores prácticas con respecto al uso de personal de seguridad armado contratado de forma privada a bordo de buques mercantes, para uso de empresas del sector privado y gobiernos interesados.	1
Según la jurisprudencia pertinente, la responsabilidad por un delito distinto del acordado en el plan común sólo surge si, en las circunstancias del caso, era previsible que tal delito pudiera ser perpetrado por uno u otros miembros del grupo y el acusado asumió voluntariamente ese riesgo.	0
Tras su reunión del 8 de septiembre de 2010, el Grupo de Trabajo adoptó sus conclusiones sobre los niños y el conflicto armado en Colombia (véase S/AC.51/2010/3).	1
Las autoridades competentes han solicitado que la fecha límite del 31 de octubre de 2005 para la solicitud formal de modificaciones por parte del Gobierno de Iraq se traslade al 31 de diciembre de 2005, con el fin de tener plenamente en cuenta los problemas de comunicación entre las autoridades competentes y los proveedores para la ampliación de la fecha de envío y la validez de las cartas de crédito.	1
Los intentos de desestabilizar la situación interna del Líbano mediante asesinatos políticos son inaceptables.	0
En sus comentarios, los miembros del Consejo expresaron su honda preocupación por los recientes acontecimientos, subrayaron la necesidad de establecer mecanismos de seguridad fronteriza y exhortaron a ambas partes a tomar medidas para normalizar sus relaciones.	0
Los Estados de la subregión participan cada vez más en proyectos y programas regionales (que fomentan la solicitud, recopilación e intercambio de información e inteligencia) como medio de mejorar la capacidad para hacer frente a las amenazas fronterizas del terrorismo y la delincuencia organizada.	0
Las distintas posibilidades incluyen un terrorista suicida, una explosión inalámbrica que utilice frecuencias distintas de las de los dispositivos de interferencia o que utilice las frecuencias de los dispositivos de interferencia, una explosión inalámbrica que utilice los propios dispositivos de interferencia, una explosión inalámbrica que utilice un teléfono por satélite de Thuraya, la única compañía telefónica que trabaja en territorio libanés con enlaces por satélite, una explosión con cable que utilice un cable TNT o una explosión con cable que utilice otro tipo de cable instalado, como una línea telefónica, como cable de conexión.	0
4. Además, de conformidad con la orientación normativa adoptada por el Comité el 25 de mayo de 2006, la Dirección Ejecutiva también debería seguir asesorando al Comité sobre cuestiones relativas a las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario en relación con la determinación y aplicación de medidas eficaces para aplicar la resolución 1373 (2001), así como sobre las formas de garantizar que cualesquiera medidas adoptadas por los Estados Miembros para aplicar las disposiciones de la resolución 1624 (2005) cumplan las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
Uganda sigue preocupada por la situación humanitaria en Darfur.	0
"El Consejo de Seguridad reitera su llamamiento a los Estados para que se adhieran a todos los convenios y protocolos internacionales pertinentes relativos al terrorismo y utilicen plenamente las fuentes de asistencia y orientación disponibles.	1
3. Los miembros de los escuadrones de la muerte deben ser identificados y llevados ante la justicia;	0
La Autoridad reafirmó su compromiso inquebrantable con los valores de solidaridad y los principios sagrados de democracia, paz y buen gobierno para una región estable y altamente integrada.	1
Los Estados de la subregión están atentos a su vulnerabilidad frente al tráfico de armas y han desarrollado marcos legislativos para penalizar el tráfico ilícito y controlar la producción, venta y transferencia de armas y explosivos.	0
10. Invita al Secretario General a que presente un informe al Consejo de Seguridad sobre las oportunidades y los desafíos que se plantean en la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, y alienta al Secretario General a que estudie con las organizaciones regionales la posibilidad de concertar acuerdos que establezcan un marco para la cooperación de las organizaciones regionales con las operaciones de mantenimiento de la paz dirigidas por las Naciones Unidas y sus contribuciones a dichas operaciones, teniendo debidamente en cuenta las directrices de cooperación ya definidas entre las Naciones Unidas y determinadas organizaciones regionales;	1
10. Además, para contrarrestar esa amenaza, exhorta a todos los Estados a que, de conformidad con sus autoridades jurídicas y legislaciones nacionales y con arreglo al derecho internacional, adopten medidas de cooperación para prevenir el tráfico ilícito de armas nucleares, químicas o biológicas, sus sistemas vectores y los materiales conexos;	0
A petición del Gobierno de Transición, el 25 de agosto mi Representante Especial transmitió al Presidente Kabila, en nombre del Comité Internacional de Apoyo a la Transición, un documento conceptual relativo al establecimiento de una cuarta comisión conjunta para abordar cuestiones de buena gobernanza y gestión económica.	1
El compromiso con el GAFI, los controles anticorrupción, la cooperación internacional en investigaciones financieras y la ratificación de convenios internacionales relacionados con la lucha contra el terrorismo parecen mejorar el entorno normativo general de los Estados.	0
Recordando la responsabilidad de los Estados de poner fin a la impunidad y procesar a los responsables de genocidio, crímenes de lesa humanidad, crímenes de guerra y otros crímenes atroces perpetrados contra civiles y, a este respecto, observando con preocupación que sólo un número limitado de autores de violencia sexual han sido llevados ante la justicia, al tiempo que reconoce que en situaciones de conflicto y postconflicto los sistemas nacionales de justicia pueden estar considerablemente debilitados.	1
Acogiendo con satisfacción el papel de la Unión Africana en los esfuerzos por resolver los conflictos en el continente africano y expresando su apoyo a las iniciativas de paz llevadas a cabo por la Unión Africana y a través de organizaciones subregionales,	1
Además, se sabía que la escena del crimen había sido alterada en varias ocasiones.	0
También existen denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía.	0
El Consejo subraya la necesidad de reforzar la cooperación transnacional de los organismos encargados de hacer cumplir la ley, incluso mediante la inclusión de la seguridad marítima en las reformas del sector de la seguridad y mediante la adopción de acuerdos bilaterales y regionales que faciliten la adopción de medidas, de conformidad con el Derecho internacional, contra el tráfico de drogas por mar y para el enjuiciamiento de los sospechosos implicados en dicho tráfico, tras las interceptaciones marítimas en alta mar. Pide que se mantenga el apoyo de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) y de otras organizaciones internacionales y regionales pertinentes.	0
Así pues, la mayoría de las violaciones de derechos humanos que se produjeron esos dos días pueden calificarse de masacre en la que se cometieron reiteradamente ejecuciones sumarias, torturas, desapariciones y detenciones arbitrarias por parte de unidades de las fuerzas de seguridad y de las fuerzas paralelas que actuaron en coordinación o en connivencia con ellas.	0
Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados, en violación de las obligaciones internacionales que les son aplicables, así como todas las demás violaciones y abusos cometidos contra los niños en los conflictos armados.	1
Sr. Le Luong Minh (Viet Nam): El terrorismo es una preocupación compartida por todos los miembros de las Naciones Unidas y por la comunidad internacional en general.	0
A fin de preservar la soberanía de los Estados y su independencia, y de mantener la seguridad, la paz y la estabilidad internacionales, Siria pide a las Naciones Unidas y a sus órganos encargados de la lucha contra el terrorismo y su financiación, incluidos el Consejo de Seguridad y su comité subsidiario especializado, así como el Consejo de Derechos Humanos, que nieguen a los terroristas y a quienes los apoyan cualquier cobertura para sus prácticas destructivas.	1
"El Consejo de Seguridad subraya que sigue siendo necesario adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados miembros a este respecto, incluida la aplicación efectiva de dichas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional.	0
Interlocutores de los partidos de la oposición y de la sociedad civil de todo el país pidieron a la comunidad internacional que impidiera un cambio en la Constitución. Los socios internacionales consideraron que una transición pacífica del poder era esencial para la paz y la estabilidad futuras del país.	1
A tal fin, la Oficina de Información y Administración utilizará el sistema seguro de seguimiento y distribución de documentos en línea recientemente establecido en el sitio web del Comité para distribuir material de la Dirección Ejecutiva a los miembros del Comité y a la Secretaría.	0
Para llevar a cabo su plan, pretenden unir varias milicias bajo su control y equiparlas y entrenarlas en Fer Fer (Etiopía) y Waajid (región de Bakool).	0
30. Al mismo tiempo, apoyo plenamente los planes de la UA de dirigir una misión de evaluación en noviembre para examinar las futuras necesidades de mantenimiento de la paz en la región.	1
Muchos de ellos relataron historias similares de haber sido capturados por las FDI, esposados, con los ojos vendados, desnudados y detenidos durante un periodo de tiempo mientras eran interrogados sobre el Sr. Abu Adass y sus afiliaciones con grupos islámicos; la mayoría informó de que compartían con sus interrogadores su opinión de que el Sr. Abu Adass era un solitario e introvertido que no tenía la inteligencia necesaria para ser capaz de cometer semejante delito.	0
Búsqueda de financiación extrapresupuestaria para crear un puesto de asesor en cuestiones de género en la Sede.	0
23. Como ya se ha señalado, la Dirección Ejecutiva también ha establecido relaciones especialmente estrechas con determinadas organizaciones regionales y subregionales, entre las que cabe citar, en el continente americano, la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de los Estados Americanos; el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, el Grupo de África Oriental y Meridional contra el Blanqueo de Dinero, la Comunidad Económica de los Estados de África Occidental (CEDEAO), el Programa de Fomento de la Capacidad contra el Terrorismo (ICPAT) de la IGAD, el Grupo de Acción Intergubernamental contra el Blanqueo de Dinero en África Occidental y la Comunidad para el Desarrollo del África Meridional, en África; el Comité de Expertos sobre la Evaluación de las Medidas contra el Blanqueo de Capitales y la Financiación del Terrorismo, el Consejo de Europa, la Unión Europea, Eurojust, la Organización para la Seguridad y la Cooperación en Europa, la Organización de Cooperación de Shanghai y la Comunidad de Estados Independientes, en Europa; el Foro de las Islas del Pacífico, en el Pacífico; y el Banco Asiático de Desarrollo, la Asociación de Naciones del Sudeste Asiático y la Asociación del Asia Meridional para la Cooperación Regional, en Asia.	1
"El Consejo de Seguridad espera con interés el informe del Grupo de Alto Nivel sobre la coherencia en todo el sistema de las Naciones Unidas en las esferas del desarrollo, la asistencia humanitaria y el medio ambiente, y confía en que contribuya a garantizar un enfoque coordinado de las Naciones Unidas en relación con las mujeres y la paz y la seguridad.	1
12. Durante el periodo que abarca el informe, el Gobierno de Chad y el ACNUR siguieron llevando a cabo programas para sensibilizar a los refugiados y desplazados sobre el carácter civil de los campamentos. El 12 de septiembre, en el campo de refugiados de Goz Amer, cerca de Goz Beida (región de Dar Sila), el DIS detuvo a 11 personas sospechosas de haber realizado actividades de reclutamiento en el campo para un grupo armado durante los últimos meses.	0
"El Consejo de Seguridad reafirma el papel vital de la mujer en la prevención y resolución de conflictos, las negociaciones de paz, la consolidación de la paz, el mantenimiento de la paz, la respuesta humanitaria y la reconstrucción después de los conflictos, reafirma además la importancia de la prevención de la violencia sexual y la protección frente a ella en los conflictos armados y las situaciones posteriores a los conflictos, y subraya la necesidad de que las Naciones Unidas y las organizaciones regionales y subregionales trabajen para garantizar que la mujer y la perspectiva de género se integren plenamente en todas las iniciativas de paz y seguridad emprendidas por las Naciones Unidas y las organizaciones regionales y subregionales, entre otras cosas creando la capacidad necesaria".	1
Además, los talibanes han mantenido su capacidad de importar armas, material y mano de obra, y la clave del éxito militar reside en neutralizar sus líneas de suministro y en negarles zonas seguras donde sus combatientes puedan recuperarse entre operaciones y entrenar a nuevos reclutas.	0
Encomendar a las misiones de mantenimiento de la paz de las Naciones Unidas y otras misiones pertinentes autorizadas por el Consejo de Seguridad que promuevan, en cooperación con los Estados pertinentes, el establecimiento de disposiciones eficaces para investigar y enjuiciar las violaciones del derecho internacional humanitario u otras violaciones graves de las normas de derechos humanos.	1
Aprovechamos esta oportunidad para examinar la situación política y de seguridad en la región sahelo-sahariana, así como los esfuerzos encaminados a superar los retos pendientes y promover una paz, seguridad y estabilidad duraderas.	0
Además, no siempre se separa a los menores de los adultos y algunos presos siguen sometidos a largos periodos de detención preventiva, que a veces duran hasta 10 años.	0
Aunque Al-Shabaab no forma parte formalmente de Al-Qaeda, Usamah bin Ladin y Aiman al-Zawahiri (QI.A.6.01) han manifestado un gran interés por los acontecimientos en Somalia, convirtiéndola en uno de los puntos de reunión de reclutas de todo el mundo para recibir adiestramiento y adoctrinamiento paramilitar.	0
11. Insta a todos los Estados miembros, en particular a los Estados del Sahel y del Magreb, a que coordinen sus esfuerzos para prevenir la grave amenaza que representan para la seguridad internacional y regional los grupos terroristas que cruzan las fronteras y buscan refugio en la región del Sahel, a que refuercen la cooperación y la coordinación con el fin de desarrollar estrategias globales y eficaces para combatir de manera global e integrada las actividades de los grupos terroristas, y para prevenir la expansión de dichos grupos, así como para limitar la proliferación de todas las armas y la delincuencia organizada transnacional;	1
(b) Seguir reforzando la seguridad fronteriza en los puntos de entrada y a lo largo de las fronteras abiertas para prevenir y reprimir la circulación transfronteriza de cargamentos terroristas y armas/explosivos, así como de moneda e instrumentos negociables al portador, y aplicar los mejores códigos y normas internacionales establecidos por organismos especializados como la OACI, la OMI y la OMA;	0
Sin embargo, en su opinión, y en la de otro orador, las iniciativas del Consejo deberían ir más allá de la coherencia de sus propios órganos subsidiarios y aspirar a la coherencia de todo el sistema de las Naciones Unidas cuando estén en juego asuntos importantes, como la lucha contra el terrorismo.	1
El Consejo insta al [Estado afectado] a que siga proporcionando asilo a todos los refugiados, independientemente de su origen.	1
También se han denunciado incidentes de confinamiento de la población civil, acompañados de ejecuciones arbitrarias, así como muertes de civiles como consecuencia de los ataques aéreos indiscriminados de las fuerzas gubernamentales.	0
Señalaron que Somalia seguiría necesitando una importante ayuda para el desarrollo de capacidades a fin de garantizar que las bandas de piratas no pudieran volver a alcanzar niveles máximos.	0
Se pasó a un formato de panel en el que representantes del Gobierno Federal de Somalia y de las autoridades regionales de lucha contra la piratería entablaron un debate con organismos de las Naciones Unidas y de la Unión Europea y con Oceans Beyond Piracy.	1
75. El conflicto de Darfur enfrenta al Gobierno de Sudán con al menos dos grupos armados organizados de rebeldes, a saber, el Movimiento/Ejército de Liberación de Sudán y el Movimiento Justicia e Igualdad.	0
Es necesario mejorar el intercambio de información y reforzar la cooperación con los Estados de otras regiones.	1
Este desagradable incidente político fue duramente condenado en un comunicado de prensa emitido inmediatamente después del incidente por la Oficina del Presidente Ernest Bai Koroma, y en muchos comunicados de prensa posteriores por otros grupos de interés político, incluidos los partidos APC y PMDC, la Comisión Independiente de Medios de Comunicación, la Comisión de Registro de Partidos Políticos (PPRC) y la Campaña por el Buen Gobierno.	0
Pide el pleno respeto de los derechos humanos y las libertades fundamentales y del Derecho internacional humanitario en todo [el país afectado], observa con preocupación las restricciones a la libertad de los medios de comunicación y los ataques contra periodistas.	1
