en_es_DEEP	VerConf
389. En conclusión, y de conformidad con la mayoría de los incidentes informados por otras fuentes, la Comisión concluyó que la mayoría de los casos de saqueo fueron llevados a cabo por los Janjaweed y en unos pocos casos por las fuerzas gubernamentales.	0
Lamentablemente, el sistema de justicia sudanés ha demostrado que no puede o no quiere investigar y procesar a los presuntos autores de los crímenes de guerra y de lesa humanidad cometidos en Darfur.	1
Condenar el tráfico ilícito de armas pequeñas y ligeras	1
Los Estados Unidos deben abandonar el deliberado desprecio y negligencia que han sido su práctica durante casi siete años y que llevaron al deterioro de la situación en la región.	1
1. Decide que todos los Estados adoptarán las siguientes medidas con respecto a las personas y entidades designadas antes de esta fecha como talibanes, y otras personas, grupos, empresas y entidades asociadas con ellos, según se especifica en la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos y empresas asociados con los talibanes") de la Lista consolidada del Comité establecido en virtud de las resoluciones 1267 (1999) y 1333 (2000) en la fecha de aprobación de la presente resolución, así como otras personas, grupos, empresas y entidades asociadas con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán, según se designa por el Comité establecido en el párrafo 30 (en adelante denominada "la Lista"):	1
En 1993, esa visión era, en el mejor de los casos, borrosa. En ese momento, era imposible definir objetivos finales que hubieran estado cerca de satisfacer las preocupaciones de ambos pueblos.	1
La comunidad internacional ha expresado claramente su enérgica condena de esas acciones a través de la Asamblea General, el Consejo de Derechos Humanos y el Grupo de Amigos de Siria, que goza de una participación amplia y amplia.	1
La reducción de la amenaza que representan los grupos armados congoleños y extranjeros para los civiles, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios clave que guíen la retirada gradual de la MONUSCO.	0
La prevención de la radicalización y el extremismo entre los jóvenes, en particular, debería ser un área prioritaria de intervención.	0
Retorno y reintegración seguros, voluntarios y dignos Exhorta a todas las partes interesadas a garantizar que todos los procesos y acuerdos de paz y la planificación de la recuperación y reconstrucción posconflicto tengan en cuenta las necesidades especiales de las mujeres y los niños e incluyan medidas específicas para la protección de los civiles, incluidas ... (iii) la creación de condiciones propicias para el retorno voluntario, seguro, digno y sostenible de los refugiados y desplazados internos.	0
Para garantizar que los posibles peticionarios comprendan claramente el proceso y sean conscientes de los pasos a seguir y para salvaguardar la coherencia en la implementación, se han desarrollado prácticas y procedimientos, y se ha difundido información sobre ellos, para concretar aún más el proceso.	0
"El Consejo de Seguridad sigue seriamente preocupado por la situación de seguridad en la República Centroafricana.	1
Este grupo sigue siendo uno de los grupos armados extremistas más capaces de Irak.	1
Los agentes de la UIR oriental amenazaron con cargar el cuerpo del fallecido por las calles de Dili antes de llevarlo a la casa del comandante general Martin.	1
El Consejo expresa su preocupación por el apoyo externo recibido por los grupos armados chadianos, según informó el Secretario General.	1
1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Costa de Marfil, que amenazan gravemente la paz y la estabilidad en la región de África Occidental;	0
"El Consejo de Seguridad destaca que todos los civiles afectados por conflictos armados, incluidos aquellos que sufren pérdidas como resultado de actos lícitos conforme al derecho internacional, merecen asistencia y reconocimiento con respecto a su dignidad inherente como seres humanos.	1
24. Durante el período que abarca el informe, no ha habido avances tangibles en la disolución y el desarme de las milicias libanesas y no libanesas, como se pide en el Acuerdo de Taif y la resolución 1559 (2004).	0
Exhortando a los Estados a que garanticen, de conformidad con el derecho internacional, en particular el derecho internacional de los derechos humanos y el derecho internacional de los refugiados, que los autores, organizadores o facilitadores de actos terroristas, incluidos los combatientes terroristas extranjeros, no abusen de la condición de refugiado,	0
8. El 7 de mayo de 2005, el General Michel Aoun regresó después de 14 años de exilio y formó el Movimiento Patriótico Libre (FPM) para participar en las elecciones legislativas que comenzaron el 29 de mayo y concluyeron tras cuatro rondas el 19 de junio.	0
Hasta ahora Pristina ha rechazado toda iniciativa en ese sentido.	1
84. Según otro comandante de alto rango, la mayoría de los reclutas de las PDF "conocen bien las armas de fuego y son fuertes y están en forma", pero "necesitan entrenamiento disciplinario". Observó que los uniformes, las armas y las municiones no siempre eran devueltos por los reclutas después de la desmovilización, y que en ocasiones las armas y las municiones se distribuían a través de los líderes tribales para garantizar que se devolvieran tras la desmovilización.	0
110. Es importante que también se preste especial atención al desarrollo de capacitación especializada para investigadores, fiscales y jueces en áreas como la lucha contra el uso de Internet con fines terroristas; apoyar y asistir a las víctimas de actos de terrorismo; hacer frente al terrorismo químico, biológico, radiológico y nuclear; luchar contra los delitos terroristas relacionados con el transporte; y luchar contra la financiación del terrorismo.	0
Dijeron: "¿Por qué os quedáis aquí, esclavos?".	1
Si bien ninguna de las partes parece dispuesta a volver a la guerra, existe un patrón preocupante de escalada y desestabilización que podría conducir a una confrontación a gran escala y poner en riesgo más vidas civiles.	1
El Consejo de Seguridad observa que los equipos multidisciplinarios de evaluación de las Naciones Unidas, con el consentimiento de los Estados anfitriones, podrían ayudar y apoyar a los Estados en la separación de combatientes y civiles.	0
Las fronteras largas, inaccesibles y en gran medida abiertas hacen extremadamente difícil una gestión fronteriza eficaz y facilitan las actividades de grupos criminales transnacionales y grupos terroristas.	1
12. Exige que todas las partes cooperen plenamente con las operaciones de la MONUC y garanticen la seguridad y el acceso inmediato y sin obstáculos del personal de las Naciones Unidas y el personal asociado en el desempeño de su mandato en todo el territorio de la República Democrática del Congo, exige, en particular, que todas las partes proporcionen pleno acceso a los observadores militares de la MONUC, también en todos los puertos, aeropuertos, aeródromos, bases militares y cruces fronterizos y, además, que se conceda a los observadores de derechos humanos de la MONUC acceso a los centros de detención y centros de integración, y pide al Secretario General que informe sin demora de cualquier incumplimiento de estas exigencias;	1
El único interés y la exigencia inequívoca de Uganda ha sido que los terroristas del LRA sean rápidamente desarmados, arrestados y llevados ante la justicia.	1
Reafirmando que no se debe permitir que los actos de terrorismo perturben la transición política y económica del Iraq, y reafirmando además las obligaciones de los Estados Miembros en virtud de la resolución 1618 (2005), de 4 de agosto de 2005, y otras resoluciones y convenios internacionales pertinentes con respecto, entre otras cosas, a los terroristas actividades en y desde Irak o contra sus ciudadanos,	1
:: Recomendar opciones concretas para fortalecer el uso por parte del Consejo de diferentes herramientas para reducir los impactos negativos de la participación de terroristas en la delincuencia transfronteriza en sus esfuerzos de resolución de conflictos y para apoyar a los Estados en sus esfuerzos por fortalecer los controles fronterizos y los esfuerzos para combatir la delincuencia transfronteriza.	0
Los actos de algunos grupos árabes provocaron el desplazamiento forzado de esos grupos no árabes.	0
Siguiendo la recomendación de la Comisión Internacional de Investigación sobre Costa de Marfil este año, el Consejo de Derechos Humanos estableció el mandato de un experto independiente sobre la situación de Costa de Marfil con la responsabilidad de ayudar al Gobierno y otros actores relevantes en la implementación de las recomendaciones de la Comisión.	0
A pesar de todo lo mencionado, todavía creemos que no existe una solución militar; por el contrario, confiamos en que es contraproducente.	1
Exhortar a las partes en conflictos armados y a los terceros Estados a que cumplan estrictamente sus obligaciones en virtud del derecho internacional humanitario aplicable para permitir y facilitar el paso rápido y sin trabas de los envíos de socorro, el equipo y el personal, con sujeción a su derecho a prescribir disposiciones técnicas, incluida la búsqueda, en virtud de las cuales se permita dicho paso.	1
Los mecanismos de derechos humanos de las Naciones Unidas han expresado preocupación por las disposiciones especiales antiterroristas que restringen ciertos derechos en algunos Estados, lo que a su vez puede dificultar la implementación de acuerdos internacionales sobre asistencia jurídica mutua y extradición.	1
A petición del Presidente, la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) estableció una pequeña oficina en Bamako, que entró en funcionamiento el 26 de noviembre, bajo la dirección de un gestor de crisis del Ébola para ayudar al Gobierno a contener el brote de Ébola y reforzar su preparación. El 13 de diciembre, el último paciente conocido de Ébola fue dado de alta del hospital.	0
Queremos llamar la atención de la comunidad internacional sobre el hecho alarmante de que, al retirarse de la decisión antes mencionada, Rusia ya no se considera obligada a impedir la venta y el suministro a la parte abjasia de todo tipo de armamentos, equipos de defensa y repuestos, municiones, vehículos y equipos blindados (párrafo 3); así como impedir la contratación de sus propios ciudadanos y su enrolamiento en cualquier grupo armado en la zona de conflicto (párrafo 5a).	0
También aprovecho esta oportunidad para subrayar mi preocupación por los desafíos en el contexto de las elecciones federales y para gobernador que se celebrarán en Nigeria en febrero de 2015, y los graves riesgos de violencia que podrían producirse debido a los ataques de Boko Haram o a la impugnación de las elecciones. resultados.	1
Las limitaciones al acceso humanitario que tienen los efectos más graves sobre las personas que necesitan asistencia humanitaria incluyen restricciones al movimiento de trabajadores o bienes humanitarios (incluidos obstáculos físicos y burocráticos); ausencia de mecanismos acordados con las partes en conflicto para la prestación de asistencia durante las hostilidades; interferencia en la entrega de asistencia humanitaria, incluidas las demandas de pago; y violencia contra actores humanitarios, incluidos ataques físicos contra trabajadores humanitarios y convoyes.	0
Un pequeño número no puede implementar las medidas en absoluto y los terroristas pueden violar el embargo de armas a voluntad.	0
337. Según información proporcionada por diversas organizaciones, hubo casos de violaciones y violencia sexual durante los ataques a las aldeas.	0
12. Aqeel Al-Aquil presentó una demanda el 11 de mayo de 2005 ante el tribunal federal de distrito del Distrito de Columbia contra funcionarios del Departamento de Justicia, Estado y Tesoro de los Estados Unidos, alegando que su designación como terrorista por el Gobierno de los Estados Unidos el 11 de mayo de 2005 El 2 de junio de 2004 violó sus derechos según la Constitución de los Estados Unidos. Al-Aquil, residente y ciudadano de Arabia Saudita, era presidente de la Fundación Islámica AlHaramain, que tenía su sede en Arabia Saudita hasta que fue cerrada por las autoridades sauditas en 2004. El 6 de julio de 2004, las Naciones Unidas lo incluyeron bajo el apellido Al-Aquil, junto con varias oficinas de Al-Haramain en Afganistán, Albania, Bangladesh, Etiopía y los Países Bajos (las Naciones Unidas han incluido otras oficinas de Al-Haramain antes y después de esa lista).	1
428. La Comisión pidió repetidamente al Gobierno que proporcionara información sobre las medidas judiciales adoptadas para llevar ante la justicia a los autores de los presuntos crímenes cometidos en Darfur.	1
Para otra delegación, la protección activa de los civiles no debe confundirse con la neutralización de los grupos armados mediante actividades agresivas.	1
128. Otro método preferido por Al-Qaida es el reclutamiento y despliegue de agentes que no han llegado a conocimiento de ningún organismo encargado de hacer cumplir la ley o de seguridad y que, por lo tanto, pueden viajar sin dificultad, obtener visas de negocios o de estudiantes y, como salvaguardia adicional, solicitar la pérdida de cualquier documentación que contenga sellos de visa potencialmente incriminatorios para obtener un reemplazo impecable.	0
[D]estaca la responsabilidad de todas las partes y grupos armados en [el país afectado] de adoptar medidas adecuadas para proteger a la población civil del país, de conformidad con el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, en particular evitando cualquier acto indiscriminado o excesivo. Uso de la fuerza en zonas pobladas.	1
De conformidad con el párrafo 18 de la resolución 2100 (2013) del Consejo de Seguridad, Francia presentó cuatro informes al Consejo de Seguridad en los que se describían seis acciones de combate emprendidas en respuesta a una "amenaza grave e inminente" y se destacaba la labor de los destacamentos de enlace y apoyo operativo de la MINUSMA. , así como el apoyo de las fuerzas francesas en la atención a los heridos.	1
▪ Solicitar a la misión que apoye al gobierno anfitrión para abordar explícitamente la violencia sexual, en los procesos de desarme, desmovilización y reintegración, procesos de reforma del sector de la seguridad e iniciativas de reforma del sector de la justicia, y en el desarrollo e implementación de planes de acción concretos y con plazos determinados para combatir los conflictos relacionados. violencia sexual.	0
Sin embargo, me sigue preocupando que hayan continuado las restricciones a la circulación de los observadores militares de las Naciones Unidas que intentan visitar las unidades, los cuarteles generales y los puntos fuertes de las partes con fines de verificación.	1
La amenaza de Al-Qaida y los talibanes	1
Esto llevó al Consejo de Seguridad a determinar, en su resolución 1556 (2004), que el conflicto en el Sudán constituía una amenaza a la paz y la seguridad internacionales y a la estabilidad en la región y a pedir al Gobierno, en virtud del capítulo VII de la Carta de la Naciones Unidas a cumplir de inmediato los compromisos asumidos en el comunicado conjunto.	1
El enjuiciamiento por la Corte Penal Internacional de los presuntos responsables de los crímenes más graves cometidos en Darfur contribuiría al restablecimiento de la paz en la región.	0
67. Renuevo mi llamamiento para la liberación inmediata e incondicional de todos los marinos inocentes mantenidos como rehenes en Somalia para que puedan reunirse con sus familias.	1
Otros miembros tomaron nota de la iniciativa del Gobierno del Sudán de investigar las denuncias a través de su mecanismo nacional y pidieron que se resolvieran los conflictos mediante negociaciones bajo los auspicios del Grupo de Alto Nivel de la Unión Africana sobre la Aplicación de la Ley para el Sudán, dirigido por el ex Presidente de Sudáfrica, Thabo Mbeki, y el enviado especial del secretario general para Sudán y Sudán del Sur, Haile Menkerios.	0
Los movimientos rebeldes también participaron en actos de saqueo, principalmente contra comisarías de policía para obtener armas; en algunas ocasiones los rebeldes también atacaron la propiedad privada.	0
De hecho, Azerbaiyán está violando esas resoluciones, que instan a las partes interesadas a proseguir negociaciones en el marco del Grupo de Minsk de la Organización para la Seguridad y la Cooperación en Europa (OSCE), así como a través de diferentes contactos entre ellas.	1
f) Acogió con beneplácito y destacó la importancia de que la Dirección Ejecutiva estuviera dispuesta a participar activamente y apoyar todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluso en el marco del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación general y coherencia en los esfuerzos antiterroristas del sistema de las Naciones Unidas.	0
Se recomienda que las contribuciones de las Naciones Unidas a la agenda de estabilización se alineen y armonicen como parte de la próxima revisión del Marco de Asistencia de las Naciones Unidas para el Desarrollo (MANUD).	0
El componente de policía de la ONUCI también proporciona apoyo técnico y asesoramiento al centro de mando integrado con respecto a la reforma del sector de la seguridad.	0
Esta enmienda, que está en consonancia con el artículo 5 del Convenio del Consejo de Europa para la Prevención del Terrorismo, impondría una pena de 30 años de prisión a los infractores.	0
Ellos emprenden todas estas acciones, y luego piden protección y garantías y las utilizan como cortina de humo para continuar con sus extorsiones y obtener más concesiones de nuestra parte.	1
84. Cuatro Estados han firmado la Carta de Intención para aplicar el Marco de Normas SAFE para garantizar la seguridad de la carga contra la explotación con fines terroristas, y tres han alcanzado una etapa avanzada de aplicación.	0
La situación a lo largo de la frontera del Líbano con Siria también sigue siendo motivo de preocupación.	1
También mostró cuán diferente puede ser la percepción de la amenaza, incluso por parte de los vecinos.	1
Casi dos años después de la última sesión informativa sobre la situación en la región de los Grandes Lagos (zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una reunión privada el 21 de julio de 2011 para examinar la continua amenaza del Ejército de Resistencia del Señor (LRA) a la seguridad regional. .	1
Si bien los dirigentes del Afganistán conservan su atractivo personal y su credibilidad histórica como fundadores de Al-Qaida, y son mejores a la hora de fingir que existe una justificación religiosa para el terrorismo, Al-Qaida en el Iraq, ya sea encabezada por Abu Musab Al-Zarqawi o por un Su sucesor, con su serie de ataques que acaparan los titulares, tiene el mayor atractivo para quienes anhelan acción.	0
La Federación de Rusia expresa su profundo pesar y preocupación por la información sobre la violencia actual en Darfur.	1
Consideramos inaceptable cualquier desviación de ese principio, pues de lo contrario la frágil situación de la provincia podría derivar en una desestabilización generalizada.	1
Tan recientemente como en mayo de este año, durante el debate en el Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), captamos la atención de la comunidad internacional atención al hecho de que la situación en la provincia dista mucho de ser estable y que es motivo de especial preocupación.	1
Pero ahora, lo que Afganistán ha logrado se está viendo gravemente corroído por serios desafíos a la seguridad y la estabilidad del país.	1
"El 30 de octubre de 2006, el Consejo de Seguridad escuchó al Sr. Elie Doté, Primer Ministro de la República Centroafricana, así como al General Lamine Cissé, Representante Especial del Secretario General.	0
Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de los civiles afectados por conflictos armados.	0
53. INTERPOL también está creando el Sistema Electrónico de Rastreo de Armas de INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	0
Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que actualmente experimentan cambios históricos y profundos de ese tipo puede dar lugar a tensiones y preocupaciones de seguridad específicas.	1
69. El Sr. Soro dijo a la misión que les sorprendía que la comunidad internacional no hubiera previsto el inminente conflicto en Côte d'Ivoire, que había sido evidente desde la muerte del Presidente Félix Houphouët-Boigny.	1
En ese contexto, reiteramos nuestra repetida afirmación de que la mayor amenaza a la investigación reside en el hecho de que ciertas partes dentro y fuera de nuestra región la están explotando para politizar conclusiones que no tienen ninguna relación con la investigación y que no se basan en bases firmes. evidencia.	1
Dos civiles mueren, cuatro personas resultan heridas por arma de fuego y dos personas sufren otras heridas graves.	0
Sin embargo, como escuchó el Consejo en una sesión informativa el 31 de enero, los informes de bombardeos continúan hasta el momento y el caso más reciente está siendo investigado por los observadores de la Unión Africana.	0
:: 19 de septiembre de 2005, una persona muere y dos resultan heridas en una pequeña explosión en la oficina de información de Kuwait en Beirut.	0
44. Con respecto a la reunificación de las dos fuerzas, los Jefes de Estado Mayor de las fuerzas de defensa y seguridad y las Forces nouvelles informaron a la misión de evaluación de que habían elaborado una propuesta para un ejército de transición unificado, que estaría compuesto por unidades mixtas responsables para brindar seguridad al proceso electoral.	0
También deseamos expresar nuestra preocupación por el hecho de que la repetición de esos incidentes pueda dar lugar a una situación inestable en la región, lo que dificultaría alcanzar una solución pacífica a la situación de Kosovo, que sea aceptable para ambas partes.	1
Todos estamos profundamente preocupados por el deterioro de la situación de seguridad en Côte d'Ivoire, como quizás el Consejo haya podido comprobar en mi declaración de hoy.	1
La falta de participación en esas instituciones impedirá el progreso en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.	1
Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad internacionales y que cualquier acto de terrorismo es criminal e injustificable, independientemente de sus motivaciones, cuándo y quiénquiera que lo cometa,	1
Existirá el riesgo de que la atención se centre en el estatus en detrimento de las normas.	1
Al mismo tiempo, el Presidente Al-Bashir amenaza a la comunidad internacional con represalias y aún más crímenes.	1
Respeto por el derecho de los refugiados y desplazados al regreso voluntario en condiciones seguras y dignas a sus hogares.	0
37. Como parte de los esfuerzos de la División por contratar expertos bien calificados para formar parte de los grupos, equipos y paneles de vigilancia de las sanciones, y como se hace anualmente, en diciembre se envió una nota verbal a todos los Estados Miembros para solicitar la designación de candidatos calificados para pertenencia a la lista de expertos de la División.	0
En los Emiratos Árabes Unidos, la unidad central de inteligencia aduanera introduce información/inteligencia en los perfiles de riesgo instalados en el sistema electrónico de despacho de aduanas.	0
Algunos Estados han comenzado a reconocer esto desarrollando estrategias nacionales integrales de lucha contra el terrorismo que van más allá de la aplicación tradicional de la ley e involucran a múltiples actores sociales.	0
"El Consejo de Seguridad también reitera su grave preocupación por las consecuencias de la inestabilidad en el norte de Malí en la región del Sahel y más allá, y destaca la necesidad de responder rápidamente a esta crisis mediante un enfoque integral y estratégico a fin de garantizar la integridad territorial de Mali y restaurar su estabilidad e impedir una mayor desestabilización de los Estados del Sahel.	1
Condenamos todos los actos de terrorismo perpetrados en el Afganistán, especialmente el más reciente ocurrido en la embajada de la India en Kabul, y expresamos nuestras condolencias a los gobiernos y pueblos de los países afectados y a los familiares de las víctimas.	1
106. El 21 de febrero de 2005, la ONUCI acordó permitir que la FACI realizara dos pruebas en tierra de una hora de duración de motores y sistemas el último miércoles de cada mes para su Mi-24P (TU-VHO), a condición de que estuviera desarmado, fuera de su hangar en la base aérea de Abidján y bajo la observación de la ONUCI.	0
En particular, celebro el desarrollo por parte de los Estados miembros de la Comisión y Benin de una estrategia regional contra el terrorismo, e insto a que los esfuerzos conjuntos para abordar la amenaza de Boko Haram se lleven a cabo de manera compatible con las normas internacionales de derechos humanos.	0
6. Confirma además que los requisitos del párrafo 1 a) supra se aplicarán también al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista de Sanciones contra Al-Qaida;	0
En la mayoría de los casos de ataques terrestres, los hombres fueron el objetivo directo para matarlos y, en algunos casos, hay pruebas de que los perpetradores intentaron salvar la vida de las mujeres.	0
4. Exhorta a los grupos armados de oposición sirios y a los elementos pertinentes a que respeten las disposiciones pertinentes del Entendimiento Preliminar;	0
Acogiendo con beneplácito el establecimiento de la Comisión Electoral Nacional Independiente Permanente, recordando la necesidad de que las designaciones de sus miembros se realicen mediante un proceso independiente e inclusivo y recordando la importancia de que las elecciones previstas para 2010 se preparen con el espíritu de reconciliación y diálogo consagrado en la República de Burundi. Constitución que había conducido a una transición exitosa,	0
No se debe permitir que los terroristas y sus cómplices aprovechen las lagunas jurídicas existentes y eludan así la responsabilidad por sus acciones.	1
Este es un paso adelante esencial, ya que la responsabilidad de la implementación se delega al nivel donde se prestan los servicios policiales, lo que a su vez maximiza el principio de propiedad local.	0
El macabro plan de los terroristas concluyó la mañana del 18 de marzo con un nuevo atentado en Alepo. Los terroristas takfiríes, junto con quienes los apoyan y les proporcionan abiertamente dinero y armas, siguen llevando a cabo operaciones terroristas como parte de una conspiración dirigida contra Siria, su pueblo y sus instituciones.	0
El artículo 75 del Estatuto establece que la Corte puede dictar una orden directamente contra una persona condenada especificando reparaciones apropiadas para las víctimas o respecto de ellas, incluidas la restitución, la indemnización y la rehabilitación.	0
Aún se desconoce quién estuvo detrás del ataque.	0
10. La OTAN ha proporcionado fuerzas adicionales para garantizar un entorno seguro para las elecciones a la Asamblea Nacional y a los consejos provinciales previstas para el 18 de septiembre (véase el párr. 15).	0
El Comité no sólo debería trabajar con los Estados para mejorar su legislación antiterrorista sino también supervisar la aplicación de esa legislación a la luz de las necesidades actuales.	0
"El Consejo de Seguridad reitera su preocupación por la creciente conexión, en muchos casos, entre el terrorismo y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero y el tráfico ilícito de armas, y destaca la necesidad de mejorar la coordinación de los esfuerzos en los planos nacional, subregional, regional e internacional a fin de fortalecer una respuesta mundial a este grave desafío y amenaza a la paz y la seguridad internacionales, y alienta a la ONUDD a que continúe su labor a este respecto, en colaboración con otras entidades pertinentes de las Naciones Unidas.	1
Condenamos el uso desproporcionado de la fuerza empleado por el ejército israelí en zonas densamente pobladas que ha causado sufrimiento y pérdidas generalizados entre decenas de civiles palestinos, incluidos niños.	1
Una dirección clara del trabajo del Comité y su Dirección Ejecutiva requiere una orientación política claramente articulada en todas las áreas clave del mandato del Comité.	1
Observa, a este respecto, que el Consejo de Seguridad puede encomendar a las misiones multidimensionales de mantenimiento de la paz, entre otras cosas, las siguientes: d) Proporcionar una respuesta rápida en las actividades relativas a las minas, así como servicios de asesoramiento y capacitación adaptados a las necesidades de las autoridades nacionales, previa solicitud , con miras a permitir la reducción de riesgos, la asistencia a las víctimas, el desminado y la gestión y eliminación de arsenales;	0
Al mismo tiempo, el Subsecretario General consideró que todos deberían condenar las declaraciones incendiarias de grupos armados que amenazaban con perturbar la votación en zonas del este de Ucrania y celebrar sus propias elecciones el 2 de noviembre, en violación de la Constitución y la legislación nacional. .	1
Desde el punto de vista del derecho penal internacional, estas violaciones del derecho internacional humanitario constituyen sin duda crímenes de guerra a gran escala.	0
Al mismo tiempo, Cuba condena los atentados suicidas con bombas y otros actos contra civiles israelíes, víctimas inocentes de la espiral de violencia provocada por la política de su Gobierno. También nos oponemos a la manipulación de esos actos aislados para cuestionar el ejercicio legítimo de la autodefensa del pueblo palestino y justificar actividades, ya sean en gran escala o selectivas, contra la población palestina.	1
El flujo de armas desde Etiopía hacia los señores de la guerra y luego hacia BAM ayuda a explicar otra fuente de armas pequeñas y municiones disponibles en BAM.	0
La investigación técnica concluyó, entre otras cosas, que los daños observados en la parte delantera del avión parecían indicar que el avión había sido penetrado por un gran número de objetos de alta energía procedentes del exterior.	0
Recuerda la prohibición del desplazamiento forzoso de civiles en situaciones de conflicto armado en circunstancias que violen las obligaciones de las partes en virtud del derecho internacional humanitario.	0
Si bien nos complace observar que se han registrado unos 10 millones de votantes afganos, nos sigue preocupando que no se haya registrado un registro suficiente en las zonas sur y sudeste del Afganistán, principalmente por motivos de seguridad.	1
Hablemos con franqueza: estos relatos de la prensa, los grupos de derechos humanos y los civiles sobre el terreno plantean graves preocupaciones sobre la naturaleza y la escala del conflicto.	1
Desarrollar un plan de acción departamental de género para integrar la perspectiva de género en sus actividades de prevención de conflictos, establecimiento de la paz y consolidación de la paz.	0
Durante el ataque se utilizaron dos helicópteros artillados y un avión Antonov, posiblemente con fines de reconocimiento.	0
3. Destaca la necesidad de mejorar la coordinación y aumentar el intercambio de información entre el Comité establecido en virtud de la resolución 1267 (1999) (en adelante denominado "el Comité") y el Comité establecido en virtud de la resolución 1373 (2001);	0
El tercer factor es la débil presencia de la policía. El cuarto factor es la interferencia de actores extranjeros en la situación de Darfur.	0
3. Durante los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad del Líbano.	0
57. La FAO también está prestando apoyo técnico y jurídico al Gobierno Federal de Somalia para facilitar la adopción de un marco jurídico sólido para la pesca, incluido el establecimiento de una autoridad pesquera federal somalí, dependiente del Ministerio de Pesca y Recursos Marinos.	0
La amenaza a la seguridad y la estabilidad del Afganistán que plantean los terroristas, los delincuentes y quienes participan en el tráfico ilícito de drogas es real y debe abordarse continuamente.	1
El Comité recibió 11 notificaciones de Estados Miembros que suministraban equipo militar a las autoridades congoleñas y envió el correspondiente número de cartas de acuse de recibo.	0
15. Una amenaza particular ha surgido del uso cada vez mayor por parte de grupos y personas terroristas de nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales.	1
Mi país ha expresado repetidamente su preocupación por la población civil de esa zona y su opinión de que es importante que la MONUC se despliegue allí para protegerla.	1
Los principales elementos de su declaración, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2013/3).	0
Además, los participantes acordaron aumentar la presión para desarmar a las milicias que operan en el este de la República Democrática del Congo y negociar tratados bilaterales de extradición relativos a los líderes de las milicias restantes.	0
También nos preocupa el resurgimiento de los casos de cólera, aunque la tasa de mortalidad parece estar disminuyendo lentamente.	1
Reafirma su condena de toda incitación a la violencia contra civiles en situaciones de conflicto armado, reafirma además la necesidad de llevar ante la justicia a las personas que incitan o causan de otro modo esa violencia, e indica su disposición, al autorizar misiones, a considerar, cuando proceda, medidas para respuesta a las transmisiones de los medios de comunicación que incitan al genocidio, los crímenes contra la humanidad y las violaciones graves del derecho internacional humanitario.	0
Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está implementando un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y las comunidades donde se están reasentando.	0
Partiendo de lo que antecede, el Ministerio de Asuntos Exteriores de Georgia sostiene que la retirada de la Federación de Rusia de la decisión del Consejo de Jefes de Estado de la CEI de 19 de enero de 1996 crea una grave amenaza de desestabilización, altera sustancialmente la situación en torno al conflicto y socava el derecho jurídico marco que determina el formato de paz de la CEI en la zona de conflicto.	1
Los soldados de las FARDC y el personal policial son los principales autores de estos actos.	0
Había alrededor de dos o tres aviones blancos y verdes, que volaban muy bajo. Un avión blanco estaba atacando.	0
El ministro del Interior, Lobato, llegó a la sede vestido con un chaleco antibalas y muy agitado, gritando "mátenlos a todos".	1
Profundamente preocupada por la frecuencia de los actos de violencia en muchas partes del mundo contra periodistas, profesionales de los medios de comunicación y personal asociado en conflictos armados, en particular ataques deliberados en violación del derecho internacional humanitario,	0
Varias delegaciones consideraron que difícilmente se pueden tomar decisiones que avancen en las cuestiones pendientes, dadas las actuales situaciones internas, en particular el conflicto de Sudán del Sur.	1
