en_es_DEEP	MatCoop
Las fuerzas que componen la Fuerza Multinacional seguirán comprometidas a actuar de manera coherente con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados.	0
Si bien las medidas contra la piratería siguen resultando eficaces, la comunidad internacional debe seguir apoyando al Gobierno de Somalia en sus esfuerzos por cumplir sus compromisos, como se describe en Visión 2016 y el Pacto de Somalia.	1
Por lo tanto, el marco reconoce la importancia de involucrar a los movimientos no signatarios en el proceso de paz con miras a concluir rápidamente una solución negociada y plenamente inclusiva del conflicto.	1
Como se menciona en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, desde el verano pasado se han producido algunos avances positivos en el proceso de solución del conflicto en esa región.	1
3. Encarga al Comité que transmita al Comité establecido en virtud de la resolución 1988 (2011) todas las presentaciones de inclusión, solicitudes de exclusión de la lista y propuestas de actualización de la información existente pertinente a la sección A ("Personas asociadas con los talibanes") y la sección B ("entidades y otros grupos y empresas asociados con los talibanes") de la Lista consolidada que estaban pendientes ante el Comité en la fecha de aprobación de la presente resolución, para que el Comité establecido en virtud de la resolución 1988 (2011) pueda examinar esas cuestiones de conformidad con resolución 1988 (2011);	1
347. Las conclusiones de la Comisión confirmaron que se siguen perpetrando violaciones y violencia sexual contra mujeres y niñas durante la huida y en las zonas de desplazamiento.	0
Los partidos y sus secciones juveniles atraen a los niños a participar en manifestaciones donde existe riesgo de violencia, y la policía a veces responde con fuerza excesiva.	0
13. La Misión de Investigación que está investigando las denuncias de uso de productos químicos tóxicos como armas en la República Árabe Siria continúa su labor.	1
"El Consejo de Seguridad sigue gravemente preocupado por la amenaza del terrorismo y el riesgo de que actores no estatales adquieran, desarrollen, trafiquen o utilicen armas de destrucción masiva y sus sistemas vectores.	0
Diarios como Fraternité Matin y Notre Voie, cercanos al partido político Frente Popular Marfileño, publican mensajes nacionalistas e incitaciones a la guerra total.	0
Condenar y pedir el cese inmediato de los actos de violencia sexual cometidos en el contexto de un conflicto armado y asociados con él.	0
2. Exhorta al gobierno sirio a implementar visiblemente sus compromisos en su totalidad, como acordó hacerlo en el Entendimiento Preliminar y como se estipula en la resolución 2042 (2012), de (a) cesar los movimientos de tropas hacia centros de población, (b) cesar todo uso de armas pesadas en dichos centros, (c) retirada completa de las concentraciones militares dentro y alrededor de los centros de población, así como retirar sus tropas y armas pesadas de los centros de población a sus cuarteles o lugares de despliegue temporal para facilitar un cese sostenido de la violencia ;	0
1. Expresa su enérgica condena de todas las formas de violencia, incluidas, entre otras, el asesinato, la violación y la agresión sexual, la intimidación, el robo a mano armada, el secuestro, la toma de rehenes, el secuestro, el acoso y el arresto y detención ilegales a los que se somete a quienes participan en operaciones humanitarias. están cada vez más expuestos, así como los ataques a convoyes humanitarios y los actos de destrucción y saqueo de sus bienes;	0
53. Aunque la protección física de los civiles contra la violencia sigue siendo importante, se debe prestar mayor atención a la protección mediante procesos políticos y civiles, esfuerzos de reconciliación a nivel comunitario y el establecimiento de un entorno de protección en estrecha coordinación con el equipo de las Naciones Unidas en el país y otros actores de protección.	0
Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está implementando un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y las comunidades donde se están reasentando.	1
Diferentes facciones de Jantantrik Terai Mukti Morcha, Madhesi Mukti Tigers y otros grupos armados se dedicaron a secuestros, asesinatos, extorsiones e intimidación.	0
236. Las obligaciones de los Estados en relación con la penalización de la financiación del terrorismo se establecen en la resolución 1373 (2001) y en el Convenio Internacional para la represión de la financiación del terrorismo.	1
Mi delegación sigue preocupada por el hecho de que la situación de seguridad en el Iraq siga deteriorándose.	0
19. La Ombudsman y el personal de su Oficina siguieron interactuando con representantes del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y la Dirección Ejecutiva del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, así como con el Comité contra el Terrorismo. Subdivisión de Prevención de la Oficina de las Naciones Unidas contra la Droga y el Delito y Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos.	1
159. Varios elementos confirman que así se ha desarrollado en la comunidad internacional un conjunto de normas consuetudinarias que regulan los conflictos armados internos.	1
El decreto impulsó nuevos avances en relación con la integración de los grupos armados congoleños en las FARDC.	1
20. En Indonesia, muchos de los implicados en ataques anteriores han sido procesados ​​con éxito y, en los últimos años, JI ha sido eclipsado por grupos como JAT y Mujahidin Indonesia Timur (MIT) (no incluido en la lista), dirigidos por un ex miembro de JI y JAT.	0
La comunidad internacional necesitará fuerza para llevar adelante el proceso del estatuto.	0
21. Se avanzó en el programa de registro, selección y certificación de la policía nacional, con 2.944 agentes (de los cuales 565 son mujeres), o el 94% del servicio, totalmente certificados al 20 de septiembre.	1
Durante los siguientes días, los somalíes locales subieron a bordo un arma, que estaba montada en la cubierta superior del Alpha Serengeti.	0
o El 11 de noviembre de 2014, las fuerzas del régimen tendieron una emboscada en la aldea de Lahouna y mataron a 13 personas.	0
16. En un esfuerzo por contener el ébola, algunos países de África occidental cerraron sus fronteras y suspendieron los vuelos comerciales a los tres Estados más afectados, a saber, Guinea, Liberia y Sierra Leona. Côte d'Ivoire impuso restricciones de vuelo hacia y desde los tres Estados el 10 de agosto, seguidas del cierre de la frontera terrestre el 22 de agosto.	1
Varios detenidos bajo custodia de las autoridades marroquíes iniciaron una huelga de hambre desde principios de agosto hasta el 29 de septiembre.	0
Todos los restos han sido trasladados a la base militar de Hilversum donde se está llevando a cabo el proceso de identificación.	1
En este sentido, el Consejo elogia los esfuerzos realizados hasta ahora por la República Centroafricana (RCA), la República Democrática del Congo (RDC), la República de Sudán del Sur y Uganda para poner fin a la amenaza que representa el LRA, e insta a realizar mayores esfuerzos. de estos países, así como de otros países de la región.	0
De conformidad con el artículo 3 común a los cuatro Convenios de Ginebra, el derecho internacional humanitario es aplicable también en conflictos armados de carácter no internacional.	1
Esta iniciativa, abierta a todos los Estados miembros, tiene como objetivo promover reducciones mensurables de la violencia armada en todo el mundo, así como mejoras tangibles en la seguridad humana para 2015.	1
99. Los principales grupos terroristas de la región incluyen Jemaah Islamiyah, que ha estado especialmente activo en Indonesia, Malasia y Singapur; el Grupo Abu Sayyaf; grupos insurgentes en Filipinas; y los insurgentes separatistas en el sur de Tailandia.	0
48. Para que sea eficaz, es esencial que todos los activos específicos de una persona o entidad incluida en la lista se congelen tan pronto como se haga la inclusión en la lista.	0
Insta a todas las partes interesadas, incluidos los Estados Miembros, las entidades de las Naciones Unidas y las instituciones financieras, a que apoyen el desarrollo y el fortalecimiento de las capacidades de las instituciones nacionales y las redes locales de la sociedad civil para la defensa, protección y rehabilitación de los niños afectados por conflictos armados a fin de garantizar la sostenibilidad de las iniciativas locales de protección de la infancia.	0
Las fuerzas gubernamentales intervinieron tarde en el curso de los acontecimientos disparando desde el interior de su propio campamento, pero sus esfuerzos llegaron demasiado tarde y fueron inadecuados para salvar vidas o propiedades.	0
Al expresar su profunda solidaridad con las víctimas del terrorismo y sus familias, destaca la importancia de ayudar a las víctimas del terrorismo y brindarles a ellas y a sus familias apoyo para afrontar su pérdida y su dolor, reconoce el importante papel que desempeñan las redes de víctimas y supervivientes para contrarrestar terrorismo, incluso denunciando con valentía las ideologías violentas y extremistas y, en este sentido, acoge con beneplácito y alienta los esfuerzos y actividades de los Estados Miembros y del sistema de las Naciones Unidas, incluido el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) en este ámbito,	0
a) Exhortar a las partes en un conflicto armado a que cumplan las obligaciones que les corresponden en virtud del derecho internacional humanitario y adopten todas las medidas necesarias para proteger a los civiles y facilitar el paso rápido y sin obstáculos de envíos, equipo y personal de socorro,	0
206. Los Estados de la subregión son muy conscientes de la amenaza que representa la financiación del terrorismo y están alerta ante los riesgos asociados.	0
Exhortar a los Estados a cumplir con sus obligaciones de investigar, buscar, procesar o extraditar a personas sospechosas de haber cometido genocidio, crímenes de guerra, crímenes contra la humanidad u otras violaciones graves del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, independientemente de su condición o afiliación política.	1
Como se señaló anteriormente, este enfoque se basa en su mayor comprensión de los desafíos actuales de la lucha contra el terrorismo, una comprensión obtenida de su diálogo activo con los Estados, incluso en el marco de sus visitas de evaluación a los países. La Dirección Ejecutiva continúa haciendo remisiones de asistencia técnica específicas relacionadas con las necesidades identificadas en los Estados visitados. Lo hace de manera específica para los donantes que se consideran receptivos, ya sea porque participan en programas existentes en un Estado en particular o porque tienen un gran interés y capacidad en un área técnica relevante.	1
47. Dos de los cinco Estados de la subregión han promulgado legislación amplia que abarca los delitos terroristas pertinentes, mientras que otros dos tienen proyectos de leyes antiterroristas que están siendo examinados o pendientes de aprobación.	1
Además, los miembros de los movimientos rebeldes procedían principalmente de grupos de defensa de las aldeas locales de determinadas tribus, que se habían formado como respuesta al aumento de los ataques de otras tribus.	0
43. En consultas informales celebradas el 2 de mayo, los miembros del Consejo escucharon otro informe provisional del Asesor Especial del Secretario General, Álvaro de Soto, sobre Chipre, sobre las conversaciones directas entre los dirigentes grecochipriotas y turcochipriotas que han estado en curso. desde enero en virtud de su acuerdo de 4 de diciembre de 2001.	0
33. Todos los Estados del África Meridional han adoptado algunas de las medidas legislativas y de otro tipo pertinentes contra el terrorismo.	1
Al mismo tiempo, mi delegación considera que los representantes electos de las minorías étnicas en la Asamblea, en particular los representantes serbios, lograrían mejores resultados y mayores beneficios para su electorado si adoptaran una actitud más participativa, en lugar de retirarse de legislatura cuando se encuentren en una situación difícil.	0
48. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió prestando apoyo para el establecimiento y funcionamiento de consultorios jurídicos que se ocupan de cuestiones de violencia sexual; Nueve de las clínicas, administradas por organizaciones no gubernamentales locales, comenzaron a funcionar desde enero. El 21 de marzo, la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y la policía de la MONUSCO, en colaboración con la Misión de Policía de la Unión Europea, iniciaron dos meses de formación de formadores sobre técnicas de investigación de delitos de violencia sexual en el Bajo Congo para 50 agentes de la policía judicial.	1
Se presta especial atención al sector de la seguridad. También se examinan las acciones del Gobierno, el Presidente y la UNOTIL.	1
La Unión Europea ahora pide al Gobierno de Unidad Nacional que avance rápidamente en otros aspectos de la implementación del acuerdo general de paz, incluido como primer paso el establecimiento de la Comisión de Valoración y Evaluación para monitorear el progreso en este asunto.	1
Además, la Acción Coordinadora sobre Armas Pequeñas ha decidido embarcarse en el desarrollo de estándares internacionales para el control de armas pequeñas, no muy diferentes de los estándares que se han creado sobre acción contra minas y sobre desarme, desmovilización y reintegración.	1
El Ministro del Interior ordenó al comandante da Cruz que entregara 10 fusiles, 6.000 cartuchos y 10 cargadores a Rai Los en Liquiça.	1
59. El Grupo de Expertos viajó mucho por Côte d'Ivoire, la subregión y otros lugares en sus esfuerzos por evaluar el cumplimiento del embargo y determinar qué medidas adicionales podrían adoptarse para mejorar su eficacia.	1
79. La misión preguntó sobre los informes de que existía una fosa común en Bouaké con los restos de decenas de miembros de la gendarmería ejecutados.	0
El 18 de julio de 2011, el Consejo celebró una reunión privada con los países que aportan contingentes y policías a la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID).	1
▪ Salah Suliman Ayyash, conductor de 33 años de la organización médica Al Ihya en Rif Dimashq, fue asesinado por fuerzas del régimen cuando intentaba entrar en Zibdeen el 27 de noviembre de 2014.	0
Trágicamente, el comandante adjunto y un guardia murieron en el ataque, mientras que el comandante y un supervisor resultaron heridos.	0
8. La Comisión iniciará sus actividades en la fecha que determinará el Secretario General, que será comunicada oficialmente al Gobierno de Pakistán.	0
Ø Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de los niños afectados por conflictos armados.	0
Por lo tanto, hago un llamado a los donantes para que garanticen que continúe la asistencia a los excombatientes desmovilizados y que las actividades de reintegración se desarrollen sin interrupciones.	1
Cuando sea apropiado, un vínculo más fuerte entre la reforma del sector de seguridad y el levantamiento de un embargo de armas puede proporcionar un incentivo eficaz para el éxito de dicha reforma. Esto también es importante desde el punto de vista de prevenir una recurrencia del conflicto en situaciones frágiles posteriores a un conflicto.	0
El criterio para medir el éxito de un tribunal híbrido debe ser su legado para las personas más afectadas por los crímenes, en este caso en Sierra Leona.	1
38. Alienta a todos los Estados miembros, en particular los Estados designantes y los Estados de residencia o nacionalidad, a presentar al Comité información adicional de identificación y de otro tipo, junto con documentación de respaldo, sobre las personas, grupos, empresas y entidades incluidos en la lista, incluidas actualizaciones sobre el estado operativo. de entidades, grupos y empresas incluidos en la lista, el movimiento, el encarcelamiento o la muerte de personas incluidas en la lista y otros acontecimientos importantes, a medida que dicha información esté disponible;	0
Avances en la eliminación del programa sirio de armas químicas	1
VII. Creación de capacidad y apoyo a los procesamientos relacionados con la piratería en la región	1
El Consejo de Seguridad expresa sus condolencias a las familias de las fuerzas de paz que murieron en combate mientras protegían a la población del este de la República Democrática del Congo.	0
81. El Equipo cree que, dependiendo de las circunstancias, existen varias formas potencialmente efectivas de prevenir el abuso de los activos de una entidad sospechosa (pero no incluida en la lista), por ejemplo, eliminar a las personas sospechosas de haber cometido irregularidades o a aquellas que figuran en la Lista Consolidada, desde posiciones de control o influencia; prohibir la transferencia, venta u otra disposición de sus intereses; y prohibir a las entidades realizar transferencias de activos a dichas personas, ya sea en su calidad de propietarios o directores.	1
Ø Solicitar que los informes del Secretario General sobre situaciones específicas de cada país incluyan la violencia sexual como un aspecto específico del informe, incluyendo, en la medida de lo posible, datos desglosados ​​en cuanto a género y edad de las víctimas; y solicitar el desarrollo de estrategias y planes de acción específicos de la misión para prevenir y responder a la violencia sexual, como parte de una estrategia más amplia de protección de civiles.	0
B. Preservación de la escena del crimen	1
107. Los periodistas de Côte d'Ivoire, en particular los cercanos a los partidos de oposición, son objeto de violencia, presiones y amenazas de muerte.	0
El informe tiene en cuenta tanto la evolución reciente de la amenaza terrorista global como la comprensión generalmente mejorada de las buenas prácticas antiterroristas por parte de los profesionales nacionales e internacionales.	1
La Comisión recibió pruebas de que los dirigentes de este campamento habían secuestrado a civiles y los habían detenido dentro del campamento, donde los habían torturado y utilizado como mano de obra.	0
Expresando su determinación de facilitar el cumplimiento de las obligaciones en materia de lucha contra el terrorismo de conformidad con las resoluciones pertinentes del Consejo de Seguridad,	0
29. También hay importantes novedades positivas. Cuando terminó el conflicto armado en 1999, había una falta casi total de estructuras económicas y legislación.	0
"El Consejo de Seguridad reafirma la necesidad de combatir todas las formas de terrorismo y que ningún acto terrorista puede revertir el camino hacia la paz, la democracia y la reconstrucción en Irak, que cuenta con el apoyo de su pueblo, el Gobierno de Irak y la comunidad internacional.	0
De manera similar, en términos de destinatarios de reparaciones, era importante mirar más allá de las víctimas individuales y considerar también a las comunidades afectadas.	1
18. Toma nota de la entrada en vigor de la Convención sobre el empleo, almacenamiento, producción y transferencia de minas antipersonal y su destrucción, de 1997, y del Protocolo enmendado sobre prohibiciones o restricciones del empleo de minas, trampas explosivas y otros dispositivos (Protocolo II) anejo a la Convención sobre prohibiciones o restricciones del empleo de ciertas armas convencionales que pueden considerarse excesivamente nocivas o de efectos indiscriminados, de 1980, recuerda las disposiciones pertinentes contenidas en ella y señala el efecto beneficioso que su aplicación tendrá sobre la seguridad de los civiles;	1
c) Impedir el suministro, la venta y la transferencia, directos o indirectos, a estas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo. incluyendo armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para los mismos y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares;	1
Para que se logre una paz regional duradera, es necesario abordar de manera integral y desarmar por la fuerza todas las fuerzas negativas.	1
Además, a principios de diciembre se desplegó un equipo de las Naciones Unidas de evaluación y coordinación de desastres por un período de tres semanas para ayudar al Gobierno a establecer un centro de operaciones contra el ébola y establecer mecanismos para facilitar la coordinación entre el Gobierno y sus asociados.	1
o El 28 de noviembre de 2014, aviones de combate del régimen lanzaron un misil contra el cruce fluvial que conecta las aldeas de Bolail y Sahba en Deir ez-Zor, matando a cinco personas e hiriendo a otras seis. Ambulancias	0
El informe, sobre el resultado del examen de los nombres de la Lista Consolidada descrito en el párrafo 25 de la resolución 1822 (2008), está siendo examinado actualmente por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y la Talibanes y personas y entidades asociadas.	0
Destacar la importancia de desarmar, desmovilizar y reintegrar permanentemente a los excombatientes de grupos armados nacionales y extranjeros y ayudar a las víctimas en las comunidades afectadas por el conflicto.	0
Las medidas antiterroristas adoptadas por la comunidad internacional a nivel nacional y regional de conformidad con las iniciativas pertinentes de las Naciones Unidas sentarán las bases de un sistema global para contrarrestar nuevos desafíos y amenazas bajo los auspicios de las Naciones Unidas.	1
"El 30 de octubre de 2006, el Consejo de Seguridad escuchó al Sr. Elie Doté, Primer Ministro de la República Centroafricana, así como al General Lamine Cissé, Representante Especial del Secretario General.	1
Cincuenta y cuatro Estados informaron que tenían salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de aquellos sujetos a sanciones.	1
61. La protección de los civiles en el Chad oriental consiste en algo más que garantizar la seguridad física de los refugiados, los desplazados y los trabajadores humanitarios y la prestación de apoyo logístico y estructuras rígidas al DIS.	1
Las críticas a la labor del Consejo y del Comité en esta esfera corren el riesgo de manchar todo el régimen de sanciones contra Al-Qaida y los talibanes, y no deben socavar el apoyo universal del que ha disfrutado hasta ahora.	0
También sostuvo que, dada la importancia de la lucha contra el terrorismo internacional, el congelamiento cautelar y temporal de fondos, permitiendo excepciones para gastos básicos, no constituía una injerencia arbitraria, inapropiada o desproporcionada en el derecho a la propiedad.	0
26. El Comité ha seguido cooperando con la Organización Internacional de Policía Criminal (INTERPOL), incluso mediante la emisión de avisos especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas destinados a alertar a las autoridades nacionales competentes encargadas de hacer cumplir la ley responsables de la aplicación de sanciones a personas o entidades sujetas a las sanciones del Consejo. medidas de sanciones (véanse los párrs. 32 y 34 infra).	1
En el este de la República Democrática del Congo, las amenazas a la seguridad derivadas de los enfrentamientos armados y los violentos disturbios civiles, a menudo exacerbados por la tensión política, siguen siendo motivo de preocupación.	0
118. El terrorismo es un factor determinante en un número cada vez mayor de situaciones de conflicto, especialmente en la región del Sahel y el Magreb.	0
6. La aplicación de medidas de autoprotección, incluido el despliegue de personal de seguridad armado contratado de forma privada a bordo de buques y destacamentos de protección de buques, junto con una mayor conciencia situacional, entrenamiento y maniobras evasivas y el uso de canales marítimos seguros por parte de buques comerciales, también puede tener disuadió a los piratas de atacar barcos.	1
58. La práctica de resolver diferencias políticas y proteger intereses mediante el uso de armas continúa y se sustenta en la constante y rápidamente creciente adquisición de armas de fuentes fuera de Somalia, en violación del embargo de armas.	0
Había que prestar especial atención al gran número de elecciones previstas hasta 2013 en la región, que, si bien eran un acontecimiento positivo, podían aumentar las tensiones y provocar una nueva violencia e inestabilidad.	0
Según la Corte Internacional de Justicia, las disposiciones del artículo 3 común a los Convenios de Ginebra constituyen un criterio mínimo aplicable a cualquier conflicto armado y reflejan lo que la Corte en 1949 [en el caso del Canal de Corfú] llamó "consideraciones elementales de humanidad".	1
En otras palabras, ahora ha surgido en el derecho internacional el derecho de las víctimas de graves abusos contra los derechos humanos (en particular, crímenes de guerra, crímenes contra la humanidad y genocidio) a recibir reparaciones (incluida la compensación) por los daños resultantes de esos abusos.	1
Al parecer, los secuestradores someten cada vez más a sus cautivos a torturas, violaciones y otras formas de malos tratos.	0
22. Recuerda la solicitud, formulada en la resolución 2178 (2014), al Equipo de Apoyo Analítico y Vigilancia de las Sanciones, de que, en estrecha cooperación con todos los órganos pertinentes de las Naciones Unidas contra el terrorismo, informe al Comité de conformidad con las resoluciones 1267 (1999) y 1989 ( 2011) en un plazo de 180 días, sobre la amenaza que plantean los combatientes terroristas extranjeros reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida o que se unen a ellos, y reitera que este informe también debe centrarse en las tendencias relacionadas con las actividades terroristas extranjeras. que los combatientes se unan a todos los grupos terroristas incluidos en la Lista 1267 de sanciones contra Al-Qaida y trabajen con ellos, y deberían incluir una exposición oral al Comité y un informe del Comité al Consejo de Seguridad en la próxima reunión informativa periódica sobre la lucha contra el terrorismo sobre quienes operan en África.	1
i) Adopte medidas inmediatas para garantizar la igualdad de género en la práctica, por ejemplo proporcionando a las mujeres igualdad de acceso a la vida pública y al empleo; erradicar las leyes, reglamentos y prácticas discriminatorias que afectan a las mujeres; tomar medidas para abordar todas las formas de violencia contra las mujeres, incluida la violencia doméstica y la violencia sexual y de género por parte de agentes estatales y/o dentro de las instituciones estatales; y responder de manera inmediata y efectiva a la trata de mujeres, y abordar las causas estructurales que hacen a las mujeres vulnerables a tales violaciones;	1
Se pretende que el sistema esté disponible para diversos grupos de usuarios, incluida la Dirección Ejecutiva del Comité contra el Terrorismo y los expertos designados para apoyar al Comité establecido en virtud de la resolución 1540 (2004), protegiendo al mismo tiempo el material proporcionado por los Estados Miembros de forma confidencial.	1
:: 19 de septiembre de 2005, una persona muere y dos resultan heridas en una pequeña explosión en la oficina de información de Kuwait en Beirut.	0
Al mismo tiempo, una vez en funcionamiento, estos Tribunales carecen de sus propios mecanismos de aplicación y necesitan el compromiso y el apoyo continuos del Consejo.	1
h) Desarrollar metodologías para mejorar la eficacia de la cooperación con Estados individuales, organizaciones subregionales, regionales e internacionales, acuerdos multilaterales que se ocupan del control de las exportaciones y entidades pertinentes dentro del sistema de las Naciones Unidas, y evaluar el nivel de cooperación entre los comités establecidos de conformidad con resoluciones 1540 (2004), 1267 (1999) y 1373 (2001), evaluando, en particular, el nivel de intercambio de información y coordinación de las visitas a los países, y formulando recomendaciones específicas, si procede, para mejorar la cooperación.	1
Estableció una Unidad de Género y Desarrollo en la Sede y una red de puntos focales de género a nivel nacional y regional.	1
Sin embargo, me sigue preocupando que hayan continuado las restricciones a la circulación de los observadores militares de las Naciones Unidas que intentan visitar las unidades, los cuarteles generales y los puntos fuertes de las partes con fines de verificación.	0
En Italia, por ejemplo, la Unidad Político-Militar establecida por la Oficina del Primer Ministro está integrada por altos representantes de todos los departamentos y organismos gubernamentales responsables de la lucha contra el terrorismo y tiene funciones amplias e integrales.	1
D. Control fronterizo 258. El control fronterizo eficaz es fundamental para la aplicación efectiva de medidas antiterroristas de conformidad con la resolución 1373 (2001), ya que es la primera línea de defensa contra el movimiento de terroristas a través de las fronteras y el tráfico transfronterizo ilegal. movimiento de mercancías y carga.	1
d) El Comité garantizará que toda medida adoptada por los Estados miembros para combatir el terrorismo cumpla con todas sus obligaciones en virtud del derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario;	1
:: Utilizar el Fondo Fiduciario para actividades de desarme mundial y regional para avanzar con proyectos y actividades de inmediato	1
Denuncia de desapariciones y detenciones en las zonas controladas por el MPCI Desapariciones	0
Los socios internacionales y los defensores de los derechos humanos condenaron unánimemente la decisión del Gobierno de expulsar al Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas tras la publicación del informe de derechos humanos sobre las violaciones presuntamente cometidas por la policía durante la Operación Likofi.	0
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	0
3. Durante el período que abarca el informe, el Coordinador de Alto Nivel, Embajador Gennady Tarasov, centró sus actividades en la tarea de fomentar la confianza y la cooperación entre Kuwait y el Iraq con miras a fortalecer su participación práctica en la búsqueda de personas y bienes desaparecidos y alentar lograr avances visibles y significativos hacia la aplicación de los objetivos del párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.	1
La Misión y la fuerza de mantenimiento de la paz realizaron patrullas conjuntas el 5 de julio en el distrito de Gali, el 21 de agosto en el sector de Zugdidi (junto con la parte georgiana) y el 22 de septiembre en el valle del bajo Kodori.	1
192. Varios informes y los medios de comunicación afirman tener pruebas convincentes de que algunas zonas han sido atacadas específicamente debido a la proximidad al lugar de actividad rebelde, pero, más importante aún, a la composición étnica de la población que habita esas zonas.	1
:: Proporcionar, previa solicitud, información a los Estados Miembros y las organizaciones internacionales para ayudarlos a hacer ofertas más efectivas o, cuando corresponda, solicitudes de asistencia, respectivamente, para el cumplimiento de las obligaciones dimanantes de las resoluciones 1540 (2004), 1673 (2006) y 1810 (2008). ), utilizando la matriz como herramienta de referencia para facilitar la asistencia técnica	1
Dentro del marco institucional establecido por la Unión Africana para combatir el terrorismo, se asignó un papel importante a la Comisión y al Consejo de Paz y Seguridad en la coordinación de los esfuerzos emprendidos en todo el continente.	1
18. Reitera que las misiones políticas especiales y de mantenimiento de la paz de las Naciones Unidas pueden, si así lo encomienda el Consejo, ayudar a crear capacidades para los gobiernos anfitriones, según lo soliciten, para implementar compromisos bajo los instrumentos globales y regionales existentes y abordar el tráfico ilícito de armas pequeñas. y armas ligeras, entre otras cosas mediante programas de recolección de armas, desarme, desmovilización y reintegración, mejora de la seguridad física y prácticas de gestión de arsenales, mantenimiento de registros y capacidades de rastreo, desarrollo de sistemas nacionales de control de exportaciones e importaciones, mejora de la seguridad fronteriza y fortalecimiento de las instituciones judiciales. , vigilancia y otras capacidades de aplicación de la ley;	1
Aliento a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan fortaleciendo la cooperación para abordar las amenazas transfronterizas a la seguridad.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto el importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo ,	0
La Comisión también recomienda que se realicen más investigaciones para establecer si Leandro Issac tuvo alguna participación culposa en los crímenes cometidos.	0
La primera sesión especial temática del Consejo de Derechos Humanos sobre la crisis alimentaria mundial destacó su interacción con los abusos contra los derechos humanos.	0
1. Condena inequívocamente todos los actos, métodos y prácticas de terrorismo como criminales e injustificables, cualquiera que sea su motivación, en todas sus formas y manifestaciones, dondequiera y por quienquiera que sean cometidos, en particular aquellos que puedan amenazar la paz y la seguridad internacionales;	0
Tengo el honor de transmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas, que contiene la posición del Comité sobre las recomendaciones incluidas en el sexto informe de el Equipo de Apoyo Analítico y Vigilancia de las Sanciones (S/2007/132, apéndice) (véase el anexo).	1
En particular, quisiera recalcar que, como se observa en el informe, los talibanes siguen constituyendo una amenaza real para la reconstrucción y la estabilidad del país, y contener a esta organización es crucial.	0
23. Solicita al Equipo de Apoyo Analítico y Vigilancia de las Sanciones que, en estrecha cooperación con otros órganos de las Naciones Unidas contra el terrorismo, informe al Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) en un plazo de 180 días y presente un informe oral preliminar actualizar al Comité en un plazo de 60 días sobre la amenaza que representan los combatientes terroristas extranjeros reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida o que se unen a ellos, incluidos:	1
4. Se pueden construir sistemas de armas improvisados ​​a partir de diversos componentes para cometer actos terroristas.	0
a) Revisar las leyes penales para velar por que los delitos de cada una de las categorías designadas estén debidamente tipificados como delito y promulgar disposiciones legislativas contra el terrorismo, según sea necesario;	0
