en_es_DEEPL	MatConf
Además, entre el 23 y el 27 de abril, la MONUSCO lanzó la operación Escudo de Pascua en la zona de Doruma, tras recibir informes de dos ataques del LRA en esa zona.	1
El Consejo expresa su preocupación por el apoyo exterior que reciben los grupos armados chadianos, según ha informado el Secretario General.	0
(i) Mejorar su cooperación con las organizaciones internacionales, regionales y subregionales, y desarrollar formas de operar con esas organizaciones caso por caso, reflejando la variación en la capacidad y el mandato de cada organización, incluyendo intercambios a nivel de trabajo, sesiones informativas para y desde el Comité, y mejores acuerdos de intercambio de información;	0
El elemento subjetivo requerido (conciencia del carácter sistemático del desplazamiento forzoso) sería inherente al hecho de que dicho desplazamiento equivalía claramente a una política gubernamental aplicada de forma sistemática por las autoridades gubernamentales competentes y los Janjaweed.	1
28. A la vista de la situación reinante, creo que la MINURSO sigue desempeñando un importante papel estabilizador y de supervisión del alto el fuego sobre el terreno y quisiera recomendar que su mandato se prorrogue por un nuevo período de seis meses, hasta el 30 de abril de 2006.	0
Varias operaciones de paz recientes han incorporado el análisis de la delincuencia transfronteriza a sus estructuras de planificación y análisis de misiones conjuntas, especialmente MINUSMA.	1
El Consejo reitera su intención de seguir luchando enérgicamente contra la impunidad y defender la rendición de cuentas con los medios adecuados.	0
5. Durante las consultas informales celebradas el 5 de mayo, el Comité se reunió con el recién creado Grupo de Expertos.	0
Dos años de conflicto habían agudizado las diferencias políticas y profundizado las ya graves condiciones sociales y económicas de la gran mayoría de la población.	1
(c) Servir de enlace con el ... el Gobierno [del país afectado] y la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) en apoyo de sus esfuerzos por reubicar los campamentos de refugiados que se encuentran muy cerca de la frontera, y proporcionar al ACNUR, sobre la base de la disponibilidad y el reembolso de los gastos, asistencia logística con ese fin;	0
El juicio contra el general Sanogo sigue en fase de instrucción; sigue investigándose el homicidio de 16 predicadores en un campamento de las fuerzas armadas malienses en Diabaly en septiembre de 2012; se investiga la ejecución sumaria de tres tuaregs en Djébock (región de Gao) en febrero de 2014, y cuatro soldados de las fuerzas armadas malienses siguen detenidos.	1
El posible aumento durante 2013 de la disponibilidad de sistemas portátiles de defensa antiaérea para las filiales de Al Qaeda en África, y como consecuencia del conflicto en la República Árabe Siria, podría suponer una amenaza futura.	1
En relación con Crimea, el Subsecretario General informó al Consejo de que, además de las anteriores violaciones de los derechos humanos denunciadas, se había producido un aumento del número de casos de desaparición forzada, y expresó su preocupación por el secuestro de cuatro tártaros de Crimea durante el mes anterior en Crimea, uno de los cuales había sido hallado muerto.	1
Todos estos actos de incitación al odio y a la guerra crean tensiones en el seno de la comunidad marfileña.	1
505. ¿Es el genocidio más grave que otros crímenes internacionales? La opinión generalizada es que el genocidio es el crimen internacional más grave.	1
Dichas operaciones contribuyen a realzar el perfil de la misión, así como a apoyar el plan de ejecución de la misión de la Oficina del Alto Representante y el desarrollo de capacidades de las autoridades locales y los organismos encargados de hacer cumplir la ley.	0
Nueve Estados cuentan con algunas medidas para detectar y prevenir el contrabando de armas y explosivos, pero no está claro hasta qué punto se aplican eficazmente.	0
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren especial peligro durante los conflictos armados y las situaciones posteriores a los conflictos, y observa que los miembros de la sociedad civil que trabajan en cuestiones relacionadas con los derechos humanos de las mujeres pueden ser blanco de ataques en varias de estas situaciones.	0
El Subsecretario General también proporcionó información actualizada sobre los vehículos, artículos y equipos incautados por los grupos armados de la oposición en los recientes incidentes con la Fuerza.	0
En sus declaraciones públicas, el coronel Al Gadafi y miembros de su familia han seguido amenazando a los ciudadanos con una guerra civil y la posibilidad de matanzas masivas si continúan las protestas.	0
La implicación de fuerzas gubernamentales en algunos de los ataques es un hecho extremadamente negativo.	1
▪ La prohibición de tomar rehenes.	0
8. Principalmente en el este de Libia, los continuos esfuerzos de Ansar al-Shariaa (no incluida en la lista y no idéntica a la filial Ansar al-Shari'a de AQAP) son motivo de preocupación. Existen contactos operativos entre Ansar al-Shariaa y las filiales de Al-Qaeda en el Sahel, el Magreb, Oriente Medio y el sur de Asia. Muchos combatientes extranjeros han viajado a campos de entrenamiento en Libia antes de dirigirse a otros lugares para luchar.	1
Observando que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	1
En Mogadiscio se han realizado esfuerzos para prevenir los brotes de cólera, como la cloración del agua y la estrecha colaboración con el sector sanitario.	0
Se han suministrado, o se están suministrando, sistemas de vigilancia marítima costera y sistemas de comunicaciones a Kenia, Mozambique, Seychelles y la República Unida de Tanzania para proporcionar una imagen compartida del dominio marítimo.	0
Las violaciones incluyen actividades como la mejora de las estructuras físicas en las zonas restringidas definidas por el acuerdo y la imposición de restricciones a los movimientos de los observadores militares de las Naciones Unidas.	1
El Consejo expresa asimismo su preocupación por los continuos informes de ataques del ERS en la República Centroafricana, hasta el oeste de Bangassou, así como en la República Democrática del Congo.	1
Reitera la importancia de la implementación completa, secuenciada, oportuna y coordinada de los [programas nacionales de justicia], por parte de todas las instituciones [nacionales] pertinentes y otros actores con miras a acelerar el establecimiento de un sistema de justicia justo y transparente, eliminar la impunidad y contribuir a la afirmación del Estado de Derecho en todo el país;	0
Convencido también de que una solución política del conflicto puede hacer avanzar la lucha contra la lacra del terrorismo y las actividades conexas, siempre presentes en la región, y contribuir a erradicarlas;	1
La ONUCI sigue de cerca las incitaciones al odio y a la violencia en los medios de comunicación de Côte d'Ivoire, presentando informes mensuales al Consejo de Seguridad, y reforzará aún más su capacidad de seguimiento y análisis de los medios de comunicación en el período previo a las elecciones.	0
A este respecto, el Comité también ha subrayado la importancia de las disposiciones que exigen que los detenidos sean recluidos en lugares públicamente reconocidos y que exista un registro adecuado de los nombres de los detenidos y de los lugares de detención.	1
Se ha denunciado que en algunos Estados las fuerzas militares han cometido ejecuciones sumarias o extrajudiciales, en violación de las leyes de la guerra y del derecho de los derechos humanos.	1
34. La presencia de grupos armados palestinos fuera de los campos sigue desafiando la capacidad del Líbano para ejercer la plena soberanía sobre su territorio.	1
64. El hecho de que los Estados y el Comité estén interesados en mantener las listas de ideólogos a pesar de la falta de impacto parece ser un indicio de una tendencia más amplia en la lucha antiterrorista, que consiste en hacer coincidir el esfuerzo por capturar y detener a los terroristas con el esfuerzo por evitar que otros se conviertan en terroristas en primer lugar.	0
La prohibición de la esclavitud y la trata de esclavos en todas sus formas y del trabajo forzoso no remunerado o abusivo.	0
15. Las fuerzas de las UPDF de La-Forestierre y del aeropuerto de Bangoka debían retirarse a Bafwasende según la orden de ejecución, mientras que las fuerzas de la RPA del aeropuerto de Bangoka y del cruce de Lubutu-Bafwasende debían retirarse a Lubutu.	0
86. Siete Estados han desarrollado estrategias antiterroristas y las instituciones necesarias para aplicarlas.	0
Continuaron los ataques contra civiles, incluidos actos de violencia sexual, por parte de grupos armados extranjeros y congoleños y de algunos elementos de las FARDC.	1
En este punto, baste decir que, tanto en virtud de la Convención de 1948 como de las normas correspondientes del derecho consuetudinario, el genocidio comprende diversos actos contra miembros de un grupo nacional, étnico, racial o religioso (matar a miembros de un grupo; causar graves daños físicos o mentales a miembros de un grupo; infligir deliberadamente a un grupo condiciones de vida que hayan de acarrear su destrucción física, total o parcial; imponer medidas destinadas a impedir los nacimientos en el seno del grupo; trasladar por la fuerza a los niños de un grupo a otro grupo), cometidos con la intención de destruir, total o parcialmente, al grupo.	0
Hace un llamamiento a todas las partes implicadas para que garanticen que todos los procesos de paz, acuerdos de paz y planes de recuperación y reconstrucción post-conflicto ... incluyan medidas específicas para la protección de los civiles, incluido el restablecimiento del Estado de Derecho.	0
Impartimos una formación básica (por ejemplo, sobre el uso de armas, disciplina, ...) que puede durar unas dos semanas, dependiendo de la persona.	1
94. A pesar de los recientes avances, las limitaciones logísticas, políticas y de seguridad harán que la desmovilización y reintegración prevista de 180.000 excombatientes para el final del período del Acuerdo General de Paz sea extremadamente difícil.	1
(a) Mamadou Cisse (próximo al partido Rassemblement des Républicains) y el sargento de la marina Tarine, presuntamente detenidos desde el 20 de septiembre de 2002;	1
43. El Consejo de Seguridad y sus grupos de supervisión de sanciones han tratado de mejorar la supervisión de las excepciones a los embargos de armas vigentes en la República Democrática del Congo y Liberia.	0
49. La ONUCI siguió llevando a cabo actividades de sensibilización sobre cuestiones de género para el personal militar, la policía de las Naciones Unidas y el personal civil, incluso mediante la difusión semanal de mensajes de sensibilización sobre diversas cuestiones relacionadas con el género.	0
Observando con preocupación que la amenaza terrorista se ha hecho más difusa, con un aumento, en diversas regiones del mundo, de actos terroristas, incluidos los motivados por la intolerancia o el extremismo, y expresando su determinación de combatir esta amenaza,	0
Desde enero, se han desmovilizado 444 combatientes de las FDLR, entre ellos 259 ruandeses y 185 congoleños.	0
A partir de los resultados de las investigaciones de la Comisión y del Líbano realizadas hasta la fecha y sobre la base de las pruebas materiales y documentales recogidas, así como de las pistas seguidas hasta ahora, existen pruebas convergentes que apuntan a la implicación tanto libanesa como siria en este acto terrorista.	1
140. El 14 de diciembre de 2004, se iniciaron conversaciones entre el Gobierno de Sudán y una delegación del NMRD en Yamena, con la mediación de Chad. El 17 de diciembre, las partes firmaron dos protocolos, uno sobre el acceso humanitario y otro sobre cuestiones de seguridad en la zona de guerra.	0
No debe permitirse que los terroristas y sus cómplices aprovechen las lagunas de la legislación vigente y eludan así la responsabilidad de sus actos.	0
En las siguientes secciones se describen las conclusiones fácticas de la Comisión en relación con las pautas de los ataques contra civiles en los tres estados de Darfur.	1
En la mayoría de los casos de ataques terrestres, los hombres fueron el objetivo directo de las muertes y, en algunos casos, hay pruebas de que los perpetradores se esforzaron por perdonar la vida a las mujeres.	1
Según las circunstancias de cada caso, esas personas pueden ser sospechosas, en virtud de la doctrina de la empresa criminal conjunta, de haber cometido los crímenes de lesa humanidad de asesinato de civiles, confinamiento forzoso de civiles y desplazamiento forzoso, y el crimen de guerra de destrucción de bienes de carácter civil.	1
El Grupo de Supervisión cree firmemente que los ingresos así obtenidos son utilizados por los responsables para contribuir al mantenimiento de sus milicias y para la compra de armas.	1
El gobierno no ha tomado las medidas administrativas y legislativas necesarias para combatir y prevenir la corrupción en las instituciones provisionales.	1
Según un alto mando de las fuerzas armadas, los soldados de la Inteligencia de Fronteras son reclutados directamente en el ejército del mismo modo que los soldados regulares.	1
También existe abundante material creíble que sugiere que se cometieron actos delictivos como parte de ataques generalizados o sistemáticos dirigidos contra la población civil, con conocimiento de los ataques.	1
Estableció un proyecto de integración de la perspectiva de género con asignaciones presupuestarias específicas.	0
b) si el rehén es una persona menor de dieciocho años,	1
También se observó que el número de incidentes con uso de granadas propulsadas por cohetes, artillería relativamente pesada para los piratas, había disminuido de 43 en 2011 a 3 en 2013.	0
En vista de la urgencia de la investigación, enviamos el telegrama nº 2065 de fecha 14 de febrero de 2005 a la dirección de la unidad regional de policía y a los comandantes de las unidades de policía, en el que solicitábamos que se llevaran a cabo todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que habían sido trasladados a los hospitales de cada zona, a fin de permitir que sus familiares los identificaran y me informaran debidamente, permitiéndome así obtener la aprobación de las autoridades competentes para la devolución a sus familiares de dichos cadáveres.	0
Amenaza no convencional: química, biológica, radiológica, nuclear y explosivos, Asia	1
Por ello, instó al Consejo a pasar de un enfoque "basado en la demanda" a un esfuerzo "más activo" para despertar el interés de los no miembros por su trabajo.	0
:: 12 de julio de 2005, el ministro de Defensa Elias Murr resulta herido y otras dos personas mueren en un atentado con coche bomba en Beirut.	1
Posteriormente declaró que el general Assef Shawkat había obligado a Abu Adass a grabar la cinta en Damasco unos 15 días antes del asesinato.	1
12. El Comité seguirá organizando reuniones y actos especiales sobre temas y cuestiones de preocupación e interés común para los Estados miembros, con vistas a maximizar el impacto de las resoluciones y mantener el compromiso de la comunidad internacional en la lucha contra el terrorismo.	0
El 5 de mayo de 2005, los mismos camiones, que transportaban armas y alimentos, regresaron a Somalia a través de la ciudad fronteriza de Yeed, en la región de Bakool. El 7 de mayo de 2005, los camiones con las armas llegaron a Hudur, capital de la región de Bakool, y almacenaron temporalmente las armas en la comisaría de Hudur.	0
(h) Elaborar metodologías para mejorar la eficacia de la cooperación con los distintos Estados, las organizaciones subregionales, regionales e internacionales, los acuerdos multilaterales que se ocupan del control de las exportaciones y las entidades pertinentes del sistema de las Naciones Unidas, y evaluar el nivel de cooperación entre los Comités establecidos en virtud de las resoluciones 1540 (2004), 1267 (1999) y 1373 (2001), evaluando, en particular, el nivel de intercambio de información y de coordinación en las visitas a los países, y formular recomendaciones concretas, si procede, para mejorar la cooperación.	0
Actos de tortura perpetrados por la población civil	1
9. En su resolución 22/13, el Consejo de Derechos Humanos instó al Gobierno de la República Popular Democrática de Corea a cooperar plenamente con la investigación de la comisión, a permitir el acceso sin restricciones de los miembros de la comisión para visitar el país y a proporcionarles toda la información necesaria para que puedan cumplir su mandato.	0
En una muestra adicional de hostilidad, Hamás celebró su vigésimo séptimo aniversario haciendo desfilar por Gaza a 2.000 de sus combatientes armados y cohetes montados en camiones.	1
(j) Detención indebida, trato abusivo en las cárceles eritreas y trato inhumano y deficiente alimentación y alojamiento en los campos de detención;	1
En este sentido, considera importante que se complete el despliegue de la fuerza adicional de la UNMISS.	0
A pesar de la aplicación de esta prohibición mediante estrictos controles fronterizos, los nacionales siguen arriesgándose a huir, principalmente a China.	1
91. Los actos de tortura están prohibidos por numerosos convenios, como el artículo 7 del Pacto Internacional de Derechos Civiles y Políticos, el artículo 2 de la Convención contra la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes y el artículo 5 de la Carta Africana de Derechos Humanos y de los Pueblos.	0
La misión no recibió información precisa sobre el número de personas detenidas por las fuerzas de seguridad.	1
Nuestra política de compromiso proactivo tiene como objetivos a largo plazo sacar a la sociedad abjasia del aislamiento, exponerla a los valores y creencias democráticos, reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a regresar a sus hogares, independientemente de su origen étnico, establecer un entorno de confianza y respeto mutuo.	0
Se prevén exenciones para los suministros de armas y material letal conexo a las fuerzas de seguridad de Côte d'Ivoire, destinados exclusivamente a apoyar el proceso de reforma del sector de la seguridad de Côte d'Ivoire o a ser utilizados en dicho proceso, según se notifique previamente al Comité.	0
Además, los talibanes han mantenido su capacidad de importar armas, material y mano de obra, y la clave del éxito militar reside en neutralizar sus líneas de suministro y en negarles zonas seguras donde sus combatientes puedan recuperarse entre operaciones y entrenar a nuevos reclutas.	1
El PCN-M con frecuencia captó y reclutó a muchas niñas, muchas de las cuales se unieron para escapar de las restricciones tradicionales a sus vidas.	1
84. Cuatro Estados han firmado la Carta de Intenciones para aplicar el Marco Normativo SAFE a fin de garantizar la seguridad de la carga contra su explotación con fines terroristas, y tres han alcanzado una fase avanzada de aplicación.	0
Los guardias de Inteligencia de Fronteras están bajo el control directo de los oficiales de Inteligencia Militar de la división concreta en la que están desplegados y, por lo demás, se encuadran en la cadena de mando ordinaria de las fuerzas armadas.	0
Respeto del derecho de los refugiados y desplazados a regresar voluntariamente, en condiciones de seguridad y dignidad, a sus hogares.	0
No obstante, Bin Laden ha sabido aprovechar las comunicaciones modernas para atraer a muchos musulmanes como un líder espiritual que, de alguna manera, hace que la violencia parezca gloriosa y un deber en lugar del terrorismo que es.	1
La aldea de Nurei, cercana a la ciudad de Mornei, en Darfur Occidental, fue atacada por las fuerzas Janjaweed y el gobierno en diciembre de 2003.	1
Se producen más actos de violencia en el mercado de Comoro. Muere un civil, ocho personas resultan heridas por arma de fuego y cuatro sufren otras heridas graves.	1
Muchos Estados también han tomado medidas para reforzar el papel y la eficacia de sus poderes judiciales, que son fundamentales para garantizar una respuesta a la amenaza terrorista basada en el Estado de Derecho.	0
Los procedimientos de asilo están protegidos de los abusos de los terroristas en siete Estados y parcialmente en uno.	0
Sin embargo, los parlamentarios del SLPP y del PMDC boicotearon la apertura del Parlamento, protestando, entre otras cosas, contra la prohibición de desfiles y mítines políticos impuesta por la policía tras la violencia política del 9 de septiembre en Bo.	1
Dicha decisión estableció a partir de la citada fecha la prohibición de los vínculos comerciales, económicos, financieros, de transporte y de otro tipo con Abjasia a nivel estatal.	1
Si esta persona es declarada culpable, tiene el deber de castigarla y proporcionar un recurso efectivo y reparación a las víctimas.	0
En particular, debería estudiarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos de los puestos.	0
Los 18 Estados que han informado sobre la importación y exportación de armas han tomado algunas medidas para regular la producción, venta y transferencia de armas y explosivos.	0
Algunos Estados han desarrollado estrategias nacionales de lucha contra el terrorismo, pero es necesario mejorar el nivel de aplicación y centrarse más en los aspectos preventivos, abordando en particular la incitación al terrorismo y la amenaza de radicalización que conduce al extremismo violento.	0
Las medidas de su éxito son difíciles de identificar, y la aparente resistencia de sus grupos objetivo plantea dudas sobre su impacto y pone el foco en sus deficiencias.	0
El Comité tratará de garantizar que haya un intercambio completo de informes nacionales, informes de visitas y otra información pertinente entre los respectivos Comités y grupos de expertos, incluso con respecto a las visitas a los Estados y otros viajes oficiales y asistencia técnica.	0
Subraya, en particular, la urgente necesidad de proporcionar una mejor protección física a las poblaciones desplazadas, así como a otros grupos vulnerables, en especial las mujeres y los niños. Los esfuerzos deben centrarse en las zonas donde estas poblaciones y grupos corren más riesgo.	1
Esto incluyó sesiones de iniciación a la llegada para toda la policía y el personal civil de la UNMIT.	0
También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, el debate también abordará el papel de liderazgo de las mujeres en contextos ajenos a los campamentos, en los que tanto llegar a los desplazados internos y a los refugiados como prestar servicios plantean retos adicionales.	0
"El Consejo de Seguridad toma nota de los efectos perjudiciales de la proliferación de armas, en particular de las armas ligeras, para la seguridad de los civiles, incluidos los refugiados y otras poblaciones vulnerables.	1
Redadas, registros y detenciones sin orden judicial	1
Al parecer, su objetivo es proyectar una imagen de supuesta amenaza a Kosovo y Metohija por parte de Serbia.	0
Del mismo modo, la Comisión encontró pruebas suficientes de que las violaciones y la violencia sexual seguían perpetrándose sistemáticamente contra las mujeres durante su desplazamiento, con el fin de perpetuar la sensación de inseguridad entre ellas y el miedo a abandonar los lugares destinados a los desplazados.	1
En una nota, Theo Van Boven, antiguo Relator Especial de la Subcomisión de Prevención de Discriminaciones y Protección a las Minorías, se refirió a esta disposición como más elaborada y específica sobre el derecho de las víctimas a obtener reparación que cualquier otro tratado internacional de derechos humanos anterior.	0
En otras palabras, la lucha contra el terrorismo debe ser un esfuerzo conjunto con un enfoque holístico y una dedicación a largo plazo.	0
El conflicto ha durado más de medio siglo y no puede abordarse de la noche a la mañana.	1
49. Es evidente que, cuando la MINURCAT inicie su retirada de Birao el 21 de octubre de 2010, las fuerzas nacionales de la República Centroafricana no estarán inmediatamente en condiciones de desplegar y mantener tropas adicionales.	0
La Dirección Ejecutiva también ha establecido relaciones especialmente estrechas con algunas organizaciones regionales y subregionales, en particular la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de Estados Americanos en América, el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados de África Occidental, la Autoridad Intergubernamental para el Desarrollo Programa de Fomento de la Capacidad contra el Terrorismo (ICPAT) y la Comunidad para el Desarrollo del África Meridional en África; en Europa, el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa; el Foro de las Islas del Pacífico en el Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Sudeste Asiático en Asia.	0
Dijo que el EIIL y todas las demás partes en el conflicto estaban matando e hiriendo a personas y destruyendo aldeas, pueblos y ciudades con impunidad.	1
Recuerda la prohibición del desplazamiento forzoso de civiles en situaciones de conflicto armado en circunstancias que violen las obligaciones de las partes en virtud del derecho internacional humanitario.	1
El Comité afirmó que el Gobierno intenta proteger a la población civil, que no lanza operaciones militares contra civiles y que sólo ataca a los rebeldes.	0
UDI rechazó a ambos en el momento de su mortinato.	0
El Centro de Derecho de Kosovo, instituto independiente creado por el pilar de desarrollo institucional, también continuó con su programa de becas.	0
10. Reitera la importancia de que todos los Estados determinen, y en caso necesario introduzcan, procedimientos adecuados para aplicar plenamente todos los aspectos de las medidas descritas en el apartado 1 anterior, insta encarecidamente a todos los Estados miembros a que apliquen las normas internacionales generales recogidas en las Cuarenta Recomendaciones revisadas del Grupo de Acción Financiera Internacional (GAFI) sobre la lucha contra el blanqueo de capitales y la financiación del terrorismo y la proliferación, en particular la Recomendación 6 sobre sanciones financieras específicas relacionadas con el terrorismo y la financiación del terrorismo;	0
Las mujeres y los niños, especialmente las niñas, se han visto afectados por la violencia y los conflictos de reciente aparición asociados a la proliferación de milicias y grupos armados, en algunos casos vinculados al extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse.	1
La Ley nº 535/2004 de prevención y lucha contra el terrorismo fue promulgada por el Presidente de Rumanía con el Decreto nº. 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días después.	0
En ningún momento el Gobierno de la República de Uganda o sus fuerzas armadas han hecho ningún intento abierto o encubierto de entrar en el territorio de la República Democrática del Congo para atacar a los terroristas del LRA.	0
"El Consejo de Seguridad alienta a los órganos pertinentes de las Naciones Unidas, en particular a la Dirección Ejecutiva del Comité contra el Terrorismo, en estrecha cooperación con el Equipo Especial, a que presten mayor atención a la resolución 1624 (2005) en su diálogo con los Estados Miembros para elaborar, de conformidad con sus obligaciones en virtud del derecho internacional, estrategias que incluyan la lucha contra la incitación a la comisión de actos de terrorismo por motivos de extremismo e intolerancia y en la facilitación de asistencia técnica para su aplicación.	0
Del mismo modo, el Consejo podría exigir explícitamente a los Estados miembros que impidan que las personas y entidades incluidas en la lista tengan acceso a instalaciones de adiestramiento militar o terrorista dentro de sus fronteras, las establezcan o las mantengan, ampliando así el alcance del embargo de armas para abarcar ampliamente el adiestramiento y el reclutamiento.	0
El Presidente calificó enérgicamente el desafortunado incidente de feo e inaceptable, en la medida en que presagia posibles actos de violencia durante las próximas elecciones de 2012.	0
Esto no afectaría a la conclusión de la Comisión de que el Gobierno de Sudán no ha llevado a cabo una política de genocidio en Darfur.	0
He proseguido mi diálogo con las autoridades libanesas sobre este asunto y espero con interés el pronto cumplimiento de estas obligaciones.	0
14. Informe de la Relatora Especial de la Comisión de Derechos Humanos sobre las ejecuciones extrajudiciales, sumarias o arbitrarias sobre su misión al Sudán (E/CN.4/2005/7/Add.2)	1
Algunos Estados y organizaciones regionales también han puesto en marcha otras iniciativas relacionadas con el control fronterizo, como sistemas de notificación o autorización que exigen a los viajeros que faciliten información de identificación antes de su viaje, o han establecido nuevos sistemas de información sobre visados, o bases de datos compartidas.	0
El Consejo ha autorizado el despliegue de la Operación de las Naciones Unidas en Burundi (ONUB) con un máximo de 5.650 efectivos militares, incluidos 200 observadores y 125 oficiales de Estado Mayor, hasta 120 policías civiles y el personal civil correspondiente. Desplegada a partir del 1 de junio de 2004, por un período inicial de seis meses, la ONUB estaría compuesta inicialmente por las fuerzas de la Misión Africana en Burundi.	1
No se informó de heridos, pero el helicóptero sufrió varios impactos de bala. Una vez más, el 31 de enero de 2005, una patrulla de la Misión de la Unión Africana en el Sudán que investigaba violaciones del alto el fuego en la zona de Shangil Tobai recibió disparos cerca de cráteres que parecían confirmar las denuncias de bombardeo.	1
Las principales facciones palestinas en Líbano expresaron su preocupación por los incidentes y se desvincularon de Fatah al-Islam.	0
Esas personas, dependiendo de las circunstancias, pueden ser responsables, en virtud de la doctrina de la empresa criminal conjunta, de crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil, la detención ilegal de civiles y el saqueo.	1
Los Emiratos Árabes Unidos y Jordania han introducido una serie de mejoras significativas en sus políticas y programas de seguridad aérea y en la aplicación de controles de seguridad en los aeropuertos.	0
o El 16 de noviembre de 2014, el ISIS ejecutó a 17 personas en el mercado de Tabaqa, en Raqqa, tras acusarlas de espionaje y de colaborar con las fuerzas del régimen.	1
Como ya se ha señalado, el sistema judicial sudanés se ha mostrado incapaz de garantizar la rendición de cuentas por los crímenes cometidos en Darfur y las autoridades no están dispuestas a hacerlo.	1
El Comité nacional recomendó que se establecieran comités de investigación judicial en relación con las siguientes denuncias: ejecuciones extrajudiciales; captura por grupos árabes de dos aldeas de la tribu Fur en la localidad de Kas; e incidentes de asesinato e incineración de algunos de los heridos en los hospitales de las aldeas de Buram, Meleit y Kelebs.	1
99. Entre los principales grupos terroristas de la región figuran Jemaah Islamiyah, especialmente activo en Indonesia, Malasia y Singapur; el grupo Abu Sayyaf; grupos insurgentes de Filipinas; e insurgentes separatistas del sur de Tailandia.	1
Según el Banco Mundial, nada socava tanto los climas de inversión como la inseguridad armada.	1
Así pues, la comunidad internacional debe tomar las medidas necesarias para impedir que Israel persista en la deplorable y destructiva política que ha iniciado en Gaza, y debe subrayar su rechazo a todas estas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.	0
Según los informes, durante los ataques de los Janjaweed y las fuerzas gubernamentales se produjeron con frecuencia violaciones, quemas y palizas, despojo de ropas a mujeres, abusos verbales y humillaciones a civiles.	1
Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades sociales y económicas de la sociedad turca que supuestamente alimentan la disidencia kurda y el reclutamiento del Partido de los Trabajadores del Kurdistán (PKK).	0
140. En algunas de sus visitas, en particular a Estados menos adelantados, el Equipo ha comprobado que los organismos nacionales pertinentes que se ocupan de la lucha contra el terrorismo carecen gravemente de fondos, en particular en la esfera de la seguridad fronteriza, hasta el punto de que funcionarios relativamente superiores carecen de acceso a computadoras y otras tecnologías pertinentes y otros tienen poco o ningún personal para realizar tareas críticas.	0
No obstante, me sigue preocupando profundamente que las partes, tanto los movimientos como las milicias, sigan utilizando a niños como combatientes.	0
Un total de 25 Estados han implantado plenamente controles sobre sus procesos de asilo para evitar abusos por parte de personas que hayan cometido actos terroristas.	0
En este contexto, los miembros del Consejo reafirmaron la necesidad de aprender de la confrontación armada que siguió a las elecciones presidenciales de 2010 en el país.	1
Por primera vez desde el inicio de la crisis en 2012, dos trabajadores humanitarios murieron el 29 de mayo en la región de Tombuctú al chocar su vehículo contra un artefacto explosivo improvisado teledirigido. Dos vehículos de organizaciones no gubernamentales internacionales fueron secuestrados los días 8 y 9 de noviembre cerca de Ménaka (región de Gao).	1
Las armas fueron incautadas por el oficial de armamento del buque estadounidense y posteriormente entregadas a las autoridades yemeníes.	1
Dispuesto a seguir ayudando a Líbano en la búsqueda de la verdad y a que los responsables de este acto terrorista respondan de su crimen,	0
