id	ar	en	es	Relevant
2013/s/2013/337/176:1	(د) المواد الليفية أو الفتيلية، والمواد المشبعة مسبقا؛	(d) Fibrous or filamentary materials, and prepregs;	d) Materiales fibrosos o filamentosos, y materiales preimpregnados;	0
2003/s/2003/90/59:5	وكان أعضاء مختلف الأحزاب أعضاء في الحكومة.	Members of different parties were members of the Government.	Miembros de los diferentes partidos políticos integraban el Gobierno.	0
2014/s/inf/68/2977:1	"تقرير الأمين العام عن العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور (S/2013/22)".	"Report of the SecretaryGeneral on the African UnionUnited Nations Hybrid Operation in Darfur (S/2013/22)".	Informe del Secretario General sobre la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (S/2013/22)".	0
2010/s/2010/270/105:1	'5` إعداد جميع المحفوظات وقوائم الجرد المطبوعة لنقلها إلى آلية (آليات) تصريف الأعمال المتبقية:	(v) Preparation of all hard-copy archives and inventories for transfer to the residual mechanism(s):	v) Preparar todos los archivos e inventarios en formato impreso para trasladarlos al mecanismo residual o mecanismos residuales:	0
2004/s/ac_44/2004/_02_/17/78:1	يتضمن المرسوم رقم 3-665 المؤرخ 20 تشرين الثاني/نوفمبر 2000 (اللائحة 105) تشريعا في هذا الشأن.	Relevant legislation is contained in Decree No. 3.665, of November 20, 2000 (R-105).	En el Decreto No. 3.665, de 20 de noviembre de 2000 (R-105), figura la legislación al respecto.	0
2008/s/res/1838_2008_/27:1	10 - يقرر إبقاء المسألة قيد نظره.	10. Decides to remain seized of the matter.	10. Decide seguir ocupándose de la cuestión.	0
2001/s/ac_26/2001/18/45:1	جيم - التحقق والتحليل 91 -95 34	C. Verification and analysis 91 - 95 28	C. Verificación y análisis 91 - 95 30	0
2013/s/2013/558/16:2	وقد تضاعفت الإصابات في صفوف قوات الأمن الوطنية الأفغانية بالمقارنة إلى الفصل السابق().	Casualties among ANSF almost doubled compared with the previous quarter.	Las bajas entre las tropas de las Fuerzas de Seguridad Nacionales del Afganistán casi se duplicaron en comparación con el trimestre anterior.	0
1999/s/ac_26/1999/16/436:1	دال - المدفوعات أو الإعانات المقدمة للغير	D. Payment or relief to others	D. Pagos efectuados o reparación prestada a terceros	0
2009/s/2009/587/63:6	ويُتوقع أن يصدر النطق بالحكم في كانون الأول/ ديسمبر 2010.	Judgement delivery is expected in December 2010.	Se prevé que la sentencia se dictará en diciembre de 2010.	0
2006/s/2006/1010/22:1	(ج) تلك الواردة في الوثيقة S/2006/815، باستثناء توريد أو بيع أو نقل الأصناف المشار إليها في الفرع 19-ألف-3 من الفئة الثانية؛	(c) those set out in document S/2006/815, except the supply, sale or transfer of items covered by 19.A.3 of Category II;	c) Los establecidos en el documento S/2006/815, a excepción del suministro, la venta o la transferencia de los artículos que figuran en la sección 19.A.3 de la categoría II;	0
2006/s/2006/913/120:3	أما الدول التي تستخدم إريتريا لهذا الغرض فهي جيبوتي، وليبيا، ومصر وبلدان معينة في الشرق الأوسط.	States using Eritrea for this purpose include Djibouti, the Libyan Arab Jamahiriya, Egypt and certain Middle East countries.	Los Estados que utilizan a Eritrea a estos efectos incluyen Djibouti, la Jamahiriya Árabe Libia, Egipto y algunos países del Oriente Medio.	0
2010/s/2010/263/574:1	1 - دينيتروجين تري أكسيد (رقم المختصر الكيميائي: 10544-73-7)؛	1. Dinitrogen trioxide (CAS 10544-73-7);	1. Trióxido de dinitrógeno (CAS 10544-73-7).	0
2001/s/2001/966/270:1	:: شركة نورس الجوية لتأجير الطائرات: هذه الشركة مسجلة في جنوب أفريقيا بوصفها شركة مترو - دي وتتعامل بوصفها شركة نورس الجوية لتأجير الطائرات.	:: Norse Air Charter. This company is registered in South Africa as Metro-D (Pty) and trades as Norse Air Charter.	:: Norse Air Charter. Esta empresa está inscrita en Sudáfrica como Metro-D (Pty) y comercia con el nombre de Norse Air Charter.	0
2003/s/2003/731/8:7	ومن المقرر الاستماع إلى المرافعات النهائية في الفترة من 18 إلى 22 آب/أغسطس 2003.	Closing arguments are scheduled for 18 to 22 August 2003.	Está previsto que las conclusiones tengan lugar entre el 18 y el 22 de agosto de 2003.	0
2012/s/res/2078__2012_/19:1	وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،	Acting under Chapter VII of the Charter of the United Nations,	Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,	0
2002/s/2001/1324/20:1	1-6 وفي الفترة بين عامي 1901 و 1965، كانت جزر كوك إقليما غير متمتع بالحكم الذاتي تابع لنيوزيلندا.	Between 1901 and 1965, the Cook Islands was a non-self-governing territory of New Zealand.	1.6 Entre 1901 y 1965, las Islas Cook eran un territorio no autónomo de Nueva Zelandia.	0
1999/s/1999/582/27:4	ويقدر مجموع العائدات المتوقعة، باﻷسعار الجارية، بالنسبة للمرحلة الخامسة، بحوالي ٣,٩ بﻻيين دوﻻر، بما في ذلك رسوم خطوط اﻷنابيب البالغة قيمتها ١٨٠ مليون دوﻻر.	At current prices, the total revenue for phase V is estimated to be around $3.9 billion, including the pipeline fees valued at $180 million.	A los precios actuales, los ingresos totales de toda la fase V se estiman en unos 3.900 millones de dólares, incluidos los derechos por el uso de oleoductos por un monto de 180 millones de dólares.	0
1998/s/1998/664/34:1	١١ - في الساعة ٠١/١١ من يوم ١٤ تموز/يوليه ١٩٩٨ قام تشكيل أمريكي مكون من طائرتين باختراق حاجز الصوت فوق منطقة الفوش/ مدينة الموصل.	11. At 1110 hours on 14 July 1998, a formation of two United States aircraft broke the sound barrier over the Alqosh area (city of Mosul).	A las 11.10 horas del 14 de julio de 1998, una formación compuesta por dos aviones de los Estados Unidos rompió la barrera del sonido sobre la zona de Alqosh (ciudad de Mosul).	0
2010/s/2010/10/add_39/24:1	19 - الحالة في جمهورية أفريقيا الوسطى (6 أب/أغسطس 1997؛ 28 حزيران/ يونيه 2010).	19. The situation in the Central African Republic (6 August 1997; 28 June 2010).	19. La situación en la República Centroafricana (6 de agosto de 1997; 28 de junio de 2010).	0
2012/s/2012/71/693:1	111 - صحيفــة الفايننشال تايمـــز الصحفيـــة البريطانيــــة Abigail Flelding-Smith - بتاريخ 14/1/2012	111. Abigail Fielding-Smith of the British newspaper Financial Times, 14 January.	111. Abigail Fielding-Smith, del periódico británico Financial Times, el 14 de enero.	0
2012/s/inf/66/4448:1	"تقرير الأمين العام المقدم عملا بالفقرة 6 من القرار 1936 (2010) (S/2010/606(	"Report of the SecretaryGeneral pursuant to paragraph 6 of resolution 1936 (2010) (S/2010/606)	Informe del Secretario General presentado de conformidad con el párrafo 6 de la resolución 1936 (2010) (S/2010/606)	0
1998/s/1998/771/24:1	- العقود المسجلة لدى سكرتارية لجنة ٦٦١ ٣٧	Registered with the Committee secretariat: 37	Registrados en la secretaría del Comité: 37	0
2000/s/2000/1008/26:1	:: السيدة سيفا، فلاحة، من منطقة بولينزي	Ms. Sifa, a farmer from Bulinzi	Sifa, campesina, de la localidad de Bulinzi	0
1998/s/1998/1004/20:10	وفي غياب هذه الخطوات، فإن برنامج العودة قد يتداعى في اﻷشهر المقبلة.	In the absence of those steps, the return programme may falter in the coming months.	A falta de estas medidas, el programa de regreso puede sufrir contratiempos en los meses venideros.	0
2009/s/2009/10/add_13/12:1	8 - الحالة في الصومال (17 آذار/مارس 1992؛ 20 آذار/مارس 2009).	8. The situation in Somalia (17 March 1992; 20 March 2009).	8. La situación en Somalia (17 de marzo de 1992; 20 de marzo de 2009).	0
2001/s/ac_26/2001/13/109:3	وترد في الفقرات 161-193 من التقرير الأول عن مطالبات الفئة "هاء-4" الاستنتاجات التي خلص إليها الفريق فيما يخص هذه القضايا.	The conclusions reached by the Panel in relation to these issues are set forth in paragraphs 161-193 of the First "E4" Report.	Las conclusiones alcanzadas por el Grupo respecto a estas cuestiones se enuncian en los párrafos 161 a 193 del primer informe "E4".	0
2003/s/ac_37/2003/_1455_/84/117:1	تقييد حركة السلع الثمينة	Restriction of movement of precious commodities:	Restricción a la libertad de circulación de bienes preciosos	0
2004/s/2004/819/3:1	ويرى الأمين العام أن وثائق التفويض هذه سليمة.	In the opinion of the Secretary-General, these credentials are in order.	A juicio del Secretario General, las mencionadas credenciales están en regla.	0
2001/s/ac_26/2001/7/349:2	وهذا البرنامج كان يتم تشغيله في البداية انطلاقاً من مكتب يقع في واشنطن العاصمة في الولايات المتحدة الأمريكية ثم نقل في وقت لاحق إلى الدمام بالمملكة العربية السعودية.	KERP was initially operated from an office in Washington, D.C., United States of America and later moved to Dammam, Saudi Arabia.	El PERK funcionó inicialmente en una oficina de Washington D.C. (Estados Unidos de América) pero luego se trasladó a Dammam (Arabia Saudita).	0
2003/s/prst/2003/27/117:1	(S/RES/1379(2001، الفقرات 11 (ج) و (د) و (و) و 12 (أ) من المنطوق	SRES/1379(2001), OP11 (c,d,f), 12a	S/RES/1379 (2001), párrs. 11 c), d), f), 12 a)	0
2013/s/2013/26/18:3	ومع ذلك، أعلن البنك الدولي في 17 كانون الأول/ديسمبر أنه بصدد استئناف مشاريعه في القطاع الاجتماعي.	However, on 17 December, the World Bank announced that it was resuming its projects in the social sector.	Sin embargo, el 17 de diciembre, el Banco Mundial anunció que estaba reanudando sus proyectos en el sector social.	0
2010/s/2010/99/7:1	كذلك قمت باختيار السيد لانكاستر لتولي منصب منسق فريق الخبراء.	I have also selected Mr. Lancaster to serve as the Coordinator of the Group of Experts.	Además he nombrado al Sr. Lancaster para que ejerza las funciones de coordinador del Grupo de Expertos.	0
2014/s/prst/2014/3/1016:1	S/RES/2088 (2013)، الفقرة 14 من المنطوق	S/RES/2088 (2013), op. 14	S/RES/2088 (2013), párr. 14	0
2012/s/2012/161/202:1	الصحفي البولندي Mateusz Piskorski - بتاريخ 8 كانون الثاني/يناير 2012	Polish journalist Mateusz Piskorski -- 8 January 2012	Mateus Piskorski, periodista polaco, 8 de enero de 2012	0
2011/s/res/2021_2011_/16:1	وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،	Acting under Chapter VII of the Charter of the United Nations,	Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,	0
2010/s/2010/263/421:1	2 - المغيضات الحرارية ومكوناتها المصنوعة من مواد خفيفة الوزن ذات سعة حرارية عالية؛	Heat sinks and components therefor, fabricated of light-weight, high heat capacity materials;	2. Los disipadores de calor y componentes de ellos, fabricados con materiales ligeros de elevada capacidad calorífica.	0
2005/s/2005/832/38:2	وقد تحققت هذه المخاوف عقب عملية نفذتها القوات المسلحة لجمهورية الكونغو الديمقراطية في أواخر أيلول/سبتمبر.	Such fears were realized following a FARDC operation in late September.	Estos temores se confirmaron después de una operación de las FARDC a fines de septiembre.	0
2004/s/ac_44/2004/_02_/41/59:1	:: أحكام تكميلية صادرة عن الجمارك السويدية (TFS 2000:29).	Supplementary provisions issued by the Swedish Customs (TFS 2000:29).	:: Disposiciones complementarias dictadas por el Servicio sueco de aduanas (TFS 2000:29).	0
2007/s/res/1757_2007_/52:1	تعيين المدعي العام ونائب المدعي العام	Appointment of a Prosecutor and a Deputy Prosecutor	Nombramiento de un Fiscal y de un Fiscal Adjunto	0
2005/s/2005/30/271:5	وشكلت قوات الماي - الماي السابقة المتمركزة خارج أوفيرا بقيادة الكولونيل ناكاباكا تحالفا ظرفيا مع الحلفين القديمين، وهما قوات تحرير رواندا وقوات التحرير الوطنية.	The former Mayi-Mayi, based out of Uvira under Colonel Nakabaka, formed a circumstantial alliance with old allies, FDLR and FNL.	Los ex combatientes mayi-mayi, con base en Uvira y a las órdenes del Coronel Nakabaka, se unieron de manera circunstancial a viejos aliados, las FDLR y el FNL.	0
2008/s/2008/474/5:1	3 - وقد حظي الموقف السالف الذكر بتأييد اتسم بالوضوح والإجماع من رابطة أمم جنوب شرق آسيا التي تشكل تايلند وكمبوديا عضوين فيها.	3. The aforementioned position has received a clear and unanimous support from ASEAN, of which both Thailand and Cambodia are members.	3. La posición expuesta más arriba ha recibido el apoyo claro y unánime de la ASEAN, de la que tanto Tailandia como Camboya son miembros.	0
2004/s/2004/778/42:2	ويسعى هذا الجزء من الفقرة أيضا إلى أن يحل محل تعريف كلمة "ممتلكات".	The clause also seeks to substitute the definition for the expression "property".	La cláusula también trata de dar una nueva definición de "bienes".	0
2001/s/ac_26/2001/12/836:1	(ب) المعدات الخاصة بمشروع المأمون لمواد التنظيف	(b) Equipment for Mamoon Detergent project	b) Equipo para el proyecto de detergentes Mamoon	0
2002/s/ac_26/2002/34/147:2	ويمكن استخدام هذا التاريخ أيضاً لحساب الفوائد (انظر الفقرة 40 أدناه).	This date may also be used for calculating interest (see paragraph 40 below).	Esta fecha puede utilizarse también para el cálculo de los intereses (véase el párrafo 40 del presente informe).	0
2006/s/2006/10/add_43/21:1	الحالة في كوت ديفوار (انظر S/2002/30/Add.50؛ و S/2003/40/Add.5 و 17 و 19 و 29 و 31 و 45 و 48؛ وS/2004/20Add.5 و 8 و 17 و 21 و 31 و 44 و 46 و 50؛ و S/2005/15/Add.4 و 12 و 13 و 16 و 17 و 21 و 24 و 26 و 34 و 40 و 41 و 47 و 48 و 49؛ و S/2006/10/Add.2 و 3 و 5 و 7 و 12 و 16 و 20 و 21 و 28 و 31 و 36 و 42)	The situation in Côte d'Ivoire (see S/2002/30/Add.50; S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 and 48; S/2004/20/Add.5, 8, 17, 21, 31, 44, 46 and 50; S/2005/15/Add.4, 12, 13, 16, 17, 21, 24, 26, 34, 40, 41, 47, 48 and 49; and S/2006/10/Add.2, 3, 5, 7, 12, 16, 20, 21, 28, 31, 36 and 42)	La situación en Côte d'Ivoire (véanse S/2002/30/Add.50; S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; y S/2004/20/Add.5, 8, 17, 21, 31, 44, 46 y 50; S/2005/15/Add.4, 12, 13, 16, 17, 21, 24, 26, 34, 40, 41, 47, 48 y 49; y S/2006/10/Add.2, 3, 5, 7, 12, 16, 20, 21, 28, 31, 36 y 42)	0
2010/s/2010/175/82:6	وسيجهز بالمثل موقعا الفريقين السمارة وتيفاريتي في موعد أقصاه 30 حزيران/يونيه 2010.	Team sites Smara and Tifariti will be similarly equipped by 30 June 2010.	Las bases de operaciones de Smara y Tifariti estarán dotadas de equipos similares para el 30 de junio de 2010.	0
2011/s/2011/814/16:2	ونقلت العملية المختلطة000 25 نسخة من الوثيقة، قام بطباعتها الأطراف، من الخرطوم إلى كل من نيالا والفاشر والجنينة وزالنجي والضعين، لتوزيعها بعد ذلك في جميع أنحاء الولايات الثلاث.	UNAMID transported 25,000 copies of the Document, printed by the parties, from Khartoum to Nyala, El Fasher, El Geneina, Zalingei and El Daein for distribution throughout the three States.	La UNAMID transportó de Jartum a Nyala, El Fasher, El Geneina, Zalingei y El Daein 25.000 copias del Documento, imprimidas por las partes, para su distribución en los tres estados.	0
2006/s/2006/670/63:4	كما بدأ تسيير رحلات للمسافرين مرتين في الأسبوع من قبرص إلى بيروت.	A twice-weekly passenger service has commenced from Cyprus to Beirut.	Se ha puesto en marcha un servicio de pasajeros bisemanal entre Chipre y Beirut.	0
2014/s/prst/2014/3/955:1	انظر أيضا S/RES/1738 (2006)، الفقرة 11 من الديباجة، والفقرتان 1 و 2 من المنطوق.	See also S/RES/1738 (2006), p.p. 11, o.p. 1 and op. 2.	Véase también S/RES/1738 (2006), párr. 11 del preámbulo, y párrs. 1 y 2	0
2004/s/2004/876/156:1	5 - الغرض، أي سبب فتح الحساب؛	purpose, that is the reason for account opening;	5. Razones para la apertura de cuentas;	0
1999/s/1999/561/35:5	إذ ﻻ جدوى للمرء أن يوقع على وثيقة ﻻ يعتمدها اعتمادا كامﻻ.	Affixing one's signature to a document that one has not embraced fully makes little sense.	Rubricar un documento que no se acepta en su totalidad tiene escaso sentido.	0
2009/s/2009/133/100:1	'1` تاريخ بداية العمل التجاري؛	(c) description of commencement of business including:	c) Descripción del inicio de la actividad mercantil, que contendrá los datos siguientes:	0
2004/s/2004/804/27:2	ولم يجر تشكيل أي إدارة، كما لا توجـد في المدينـة وفي بقيـة منطقتـي باي وباكول أي شكل من أشكال الحكم.	An administration has not been formed and the town and the rest of the Bay and Bakool regions do not have any form of government.	No se ha formado una administración y la ciudad y el resto de las regiones de Bay y Bakool no tienen ninguna forma de gobierno.	0
2014/s/prst/2014/3/546:1	قرار مجلس الأمن 2046 (2012)، الفقرة 4 من المنطوق	S/RES/2046 (2012), op. 4	S/RES/2046 (2012), párr. 4	0
2011/s/2011/496/17:1	وتتجلى ضآلة الموارد في عدد من الحالات.	The paucity of resources is made evident in a number of ways.	La escasez de recursos se pone de manifiesto en varios casos.	0
2002/s/2002/246/40:1	هاء - أماكن السكن للموظفين الدوليين	E. Residential accommodation for international staff	E. Alojamiento del personal de contratación internacional	0
2000/s/2000/1211/51:6	ومصير السكان المقيمين في هذه المناطق رهين في المستقبل إلى حد كبير بجودة موسم الأمطار القصير في تشرين الثاني/نوفمبر 2000.	The future status of populations resident in these areas depends heavily on the success of the short rainy season in November 2000.	La situación de las poblaciones que residen en esas zonas depende en gran medida de que haya una buena temporada de lluvias en el breve plazo que se desarrollan en noviembre de 2000.	0
2005/s/2005/267/16:1	2 - يقرر كذلك أن يضطلع مكتب الأمم المتحدة في تيمور - ليشتي بالولاية التالية:	2. Decides further that UNOTIL will have the following mandate:	2. Decide además que el mandato de la UNOTIL será el siguiente:	0
2002/s/res/1454_2002_/57:1	(10) 1-2-14: فيروسات هنتان؛ 1-2-53: فيروس مرض التكتل الجلدي. (ويعاد ترقيم جميع البنود الأخرى).	(10) 1.2.14: Hantaviruses; 1.2.53: Lumpy Skin Disease virus.	10) 1.2.14: Hantavirus; 1.2.53: Virus de la dermatosis nodular.	0
2003/s/2003/1085/126:1	- أجهزة الضبط الخاصة لاحتجاز وسائل النقل؛	special capturing devices to detain transportation means;	- Dispositivos especiales para detener vehículos;	0
2012/s/2012/368/5:6	ولهذه الأسباب، قام السكان في تلدو بمنع ثلاثة من أفراد إحدى الدوريات من مغادرة البلدة بصورة مؤقتة.	For these reasons, in Taldou three patrol members were temporarily prevented from leaving the town by residents.	Por esos motivos, en Taldou los residentes impidieron temporalmente que tres miembros de la patrulla abandonaran la población.	0
2002/s/2002/1045/71:1	12 - وعلى مقدم الطلب للحصول على جواز سفر ميانمار أن يُستوفى استمارة جواز السفر بالمعلومات الشخصية الصحيحة، وأن يدعمها بالوثائق الثبوتية ذات الصلة.	12. To apply for Myanmar passport, the applicant has to fill the personal data correctly on the Passport Application Form attached with other relevant supporting documents.	La persona que desee obtener un pasaporte de Myanmar deberá indicar correctamente los datos personales en el formulario de solicitud de pasaporte, y presentar otros documentos pertinentes.	0
2000/s/agenda/4124/2:1	المقرر عقدها يوم الجمعة، 7 نيسان/أبريل 2000، الساعة 30/10	To be held on Friday, 7 April 2000, at 10.30 a.m.	Que se celebrará el viernes 7 de abril de 2000, a las 10.30 horas	0
2002/s/ac_26/2002/8/757:1	(و) الآلات الموسيقية - 380 854 دولاراً	6 Musical instruments – USD 854,380	f) Instrumentos musicales: 854.380 dólares de los EE.UU.	0
2003/s/2003/498/254:2	وقد حجز السيد يوفان الغرف باسم "شركة خطوط لونستار الجوية".	Mr. Jovan booked the rooms on behalf of the "Lone Star Airline Company".	El Sr. Jovan reservó las habitaciones en nombre de "LoneStar Airline Company".	0
2008/s/2008/769/185:2	وفي أوائل عام 2008، بدأت الجبهة سلسلة من العمليات التي تركزت بصورة أساسية في المنطقة الواقعة بين ماركا، وبالي دوغلي، وبيليت وين.	In early 2008, JABISO embarked on a series of operations concentrated mainly in the area between Marka, Bale Dogle and Beletweyne.	A principios de 2008, el Frente Islámico Somalí emprendió una serie de operaciones centradas fundamentalmente en la zona que se extiende entre Marka, Bale Dogle y Beletweyne.	0
2009/s/2009/693/304:8	والحال أن قاعدة هذا الحزب توجد في فوتا جالون، وهي منطقة غالبية سكانها من الفولا.	This party's base is in Foutah Djallon, a predominately Peul region.	Sin embargo, la base de este partido se encuentra en Fouta Djallon, una región donde predominan los peuhls.	0
2012/s/2012/753/56:1	حُرر في أديس أبابا، في 27 أيلول/سبتمبر 2012	Done in Addis Ababa, this 27th day of September 2012	Hecho en Addis Abeba, el 27 de septiembre de 2012	0
2011/s/res/2020_2011_/63:1	31 - يقرر إبقاء المسألة قيد نظره.	31. Decides to remain seized of the matter.	31. Decide seguir ocupándose de la cuestión.	0
2002/s/ac_26/2002/32/284:1	المدفوعات أو الإعانات المقدمة للغير	Payment or relief to others 24,506	Pagos o socorro a terceros	0
2005/s/2005/745/148:4	وما زالت ثمة مواقع تعدين صغيرة من الفئة جيم متفرقة على طول مجرى النهر بكامله.	Small class C sites remain scattered along the entire course of the river.	Sigue habiendo sitios de la clase C dispersos por todo el curso del río.	0
2011/s/agenda/6467/2:1	المقرر عقدها يوم الجمعة 14 كانون الثاني/يناير 2010، الساعة 15/10	To be held on Friday, 14 January 2011, at 10.15 a.m.	Que se celebrará el viernes 14 de enero de 2011, a las 10.15 horas	0
2006/s/2006/311/172:1	:: القانون رقم 1/1946 المتعلق بقانون العقوبات؛	· Law No.1/1946 on Penal Code; and	:: Ley No. 1/1946 sobre el Código Penal; y	0
2003/s/2003/87/13:1	تحرك الفريق المكون من تسعة مفتشين من فندق القناة ببغداد في الساعة 30/2 ووصل إلى معهد التكنولوجيا في منطقة الزعفرانية ببغداد.	A team of nine inspectors left the Canal Hotel in Baghdad at 2.30 a.m. and arrived at the Institute of Technology in the Za`faraniyah district of Baghdad.	El equipo, compuesto por nueve inspectores, salió del Hotel Canal de Bagdad a las 2.30 horas y se dirigió al Instituto de Tecnología, situado en la zona de Zaafraniya de Bagdad.	0
2008/s/2008/330/54:1	44 - وفي تشرين الثاني/نوفمبر وكانون الأول/ديسمبر 2007، استعادت الحكومة زهاء 100 مليون فرنك بوروندي كان قد اختلسها أشخاص مختلفون.	44. In November and December 2007, the Government recovered some 100 million Burundian francs that had been embezzled by various individuals.	En noviembre y diciembre de 2007, el Gobierno recuperó unos 100 millones de francos de Burundi que habían sido desfalcados por diversas personas.	0
2004/s/ac_44/2004/_02_/11/24:1	(5) قرار مجلس السوفيات الأعلى المؤرخ 5 أيار/مايو 1993 بشأن مشاركة أوكرانيا في اتفاقية الحماية المادية للمواد النووية؛	(5) Supreme Soviet Decision of 5 May 1993 on the participation of Ukraine in the Convention on the Physical Protection of Nuclear Material;	5. Decisión del Consejo Supremo de Ucrania, de 5 de mayo de 1993, sobre la participación de Ucrania en la Convención sobre la protección física de los materiales nucleares;	0
1999/s/1999/746/109:3	ويسمح ذلك بإنتاج نوعية أجود بكثير من البنزين الخالي من الرصاص.	This will allow the production of much higher quality lead-free gasoline.	Esto permitirá la producción de gasolina sin plomo de calidad muy superior.	0
2006/s/2006/257/551:1	حكومتا السويد والولايات المتحدة الأمريكية	Governments of Sweden and United States of America	Gobiernos de Suecia y de los Estados Unidos de América	0
2011/s/pv_6656/101:5	لم نسمع ولا كلمة واحدة ؛فأين هي هذه المصداقية؟ أرجو ألاّ تتبخر عبر الأيام فيما تبقى من الولاية.	Where is the credibility she has had in the past? I hope that time will not erode it.	Nada informó sobre este tema. ¿Dónde está la credibilidad que tenía en el pasado? Espero que el tiempo no la erosione.	0
2013/s/2013/668/109:1	63 - وفي 9 تشرين الأول/أكتوبر 2013 لم يكن مرفق إنتاج نظائر الموليبدينوم واليود والزينون المشعة قد تسلم من محطة تصنيع صفائح الوقود بعد صفائح الوقود المحتوية "خليطا من ثامن أكسيد ثلاثي اليورانيوم (مثرى بنسبة تصل إلى 20 في المائة) والألمنيوم" لإنتاج نظائر الموليبدينوم-99 والإكسنون (الزنون)-133 واليود-132().	63. As of 9 October 2013, the MIX facility had yet to receive from FPFP fuel plates containing a "mixture of U3O8 (up to 20% enriched) and aluminium" for the production of "99Mo, 133Xe and 132I" isotopes.	Al 9 de octubre de 2013, la instalación MIX todavía no había recibido de la FPFP placas de combustible que contienen una "mezcla de U3O8 (enriquecido hasta el 20 %) y aluminio" para la producción de isótopos de "99Mo, 133Xe y 132I".	0
1999/s/1999/875/40:3	وقد تم حتى اﻵن تسجيل ٦٥٦ ٢٢ شخصا )٠٧٥ ٣ أسرة( تسجيﻻ أوليا في مخيم العيون.	To date, 22,656 individuals (3,075 families) have been pre-registered in Camp El Aiun.	Hasta la fecha, 22.656 personas (3.075 familias) se han preinscrito en el campamento El Aaiun.	0
2002/s/2002/486/279:2	ولم يستطيعوا أن يصفوا عمليات التصدير.	Nor could they account for the export processes.	Tampoco fueron capaces de explicar los procesos de exportación.	0
2000/s/ac_26/2000/20/265:1	(ب) سجل لويدز للشحن	(b) Lloyd's Register of shipping	b) Lloyd's Register of Shipping	0
2002/s/2002/1082/6:1	إن مجلس الجامعة على المستوى الوزاري،	The Ministerial-level Council of the League of Arab States,	El Consejo de la Liga de los Estados Árabes, reunido a nivel de Ministros de Relaciones Exteriores:	0
2006/s/agenda/5461/4:1	2- الحالة في الشرق الأوسط	2. The situation in the Middle East	2. La situación en el Oriente Medio	0
2009/s/2009/66/110:2	غير أن التكلفة المتوقعة لهذه البرامج هي 6.5 ملايين دولار.	However, the projected cost of these programmes is $6.5 million.	Sin embargo, se prevé que el costo de esos programas ascienda a 6,5 millones de dólares.	0
2010/s/2010/693/36:3	وتوجد ثلاثة نماذج لمستقبل المكتب لها مصداقية:	Three models for the Office's future have credibility:	Hay tres modelos planteados para el futuro de la Oficina que tienen credibilidad:	0
2003/s/ac_26/2003/29/1619:1	زيادة التكاليف: مدفوعات إنهاء الخدمة وخسارة استخدام صندوق المعاشات التقاعدية	Increased costs: Termination payment and loss of use of pension fund	Aumento de los costos: indemnización por rescisión de contrato y pérdida de uso del fondo de pensiones	0
1999/s/ac_26/1999/23/265:3	أما التاريخ الوسطي لمطالبة وزارة السياحة والآثار فهو يوم 16 نيسان/ابريل 1991.	With respect to the Claim of the Ministry of Tourism and Antiquities, the mid-point is 16 April 1991.	En cuanto a la reclamación del Ministerio de Turismo y Antigüedades, el punto mediano es el 16 de abril de 1991.	0
2005/s/2005/781/386:1	هاليلوفيتش IT-01-48-Ar65.1 (سري)	Halilovic IT-01-48-Ar65.1 (confidential)	Halilovic IT-01-48-Ar65.1 (confidencial)	0
