en	es	ar	Relevant
I call upon the donor community to contribute generously to the mine-clearance activities of Landmine Action, which are essential to providing a safe environment for the local population as well as for United Nations military and civilian personnel in Western Sahara.	Pido a la comunidad de donantes que contribuya generosamente a las actividades de desminado de Landmine Action, que son esenciales para la seguridad de la población local y del personal militar y civil de las Naciones Unidas en el Sáhara Occidental.	وإني أهيب بالجهات المانحة التبرع بسخاء لأنشطة إزالة الألغام التي تقوم بها منظمة إجراءات مكافحة الألغام الأرضية، بالنظر إلى أهميتها في تهيئة بيئة آمنة للسكان المحليين ولموظفي الأمم المتحدة العسكريين والمدنيين في الصحراء الغربية.	0
They also committed to verifying that all recruits were over 18 years of age.	También se comprometieron a verificar que todos los reclutas tenían más de 18 años de edad.	والتزمتا أيضا بالتحقق من أن جميع المجندين تزيد أعمارهم عن 18 عاما.	0
Of particular interest is continued law enforcement cooperation through the South-East European Cooperative Initiative Regional Centre for Combating Trans-Border Crime and by the recently established Police Cooperation Convention for Southeast Europe Secretariat.	Cabe destacar la cooperación permanente en materia de cumplimiento de la ley mediante el Centro Regional para la Lucha contra la Delincuencia Transfronteriza de la Iniciativa de Cooperación de Europa Sudoriental y la recientemente creada Secretaría de la Convención sobre cooperación policial en Europa sudoriental.	ومما له أهمية خاصة استمرار التعاون في مجال إنفاذ القانون من خلال المركز الإقليمي لمكافحة الجريمة عبر الحدود التابع للمبادرة التعاونية لجنوب شرق أوروبا، وأمانة اتفاقية التعاون بين أجهزة الشرطة في جنوب شرق أوروبا المنشأة مؤخراً.	1
Emphasizing the necessity to intensify the fight against terrorism at the national level and to strengthen, under the auspices of the United Nations, effective international cooperation in this field on the basis of the principles of the Charter of the United Nations and norms of international law, including respect for international humanitarian law and human rights,	Subrayando la necesidad de intensificar la lucha contra el terrorismo en el plano nacional y de reforzar, bajo los auspicios de las Naciones Unidas, la cooperación internacional efectiva en esta esfera basada en el respeto de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,	وإذ يشدد على ضرورة تكثيف مكافحة اﻹرهاب على الصعيد الوطني، وعلى القيام، بإشراف اﻷمم المتحدة، بتعزيز التعاون الدولي الفعال في هذا الميدان على أساس مبادئ ميثاق اﻷمم المتحدة ومعايير القانون الدولي، بما فيها احترام القانون اﻹنساني الدولي وحقوق اﻹنسان،	1
During the march, the Royal Moroccan Army informed the Force Commander that its forces had been instructed to monitor the situation.	Durante la marcha, el Real Ejército de Marruecos informó al Comandante de la Fuerza de que había ordenado a sus tropas que observaran la situación.	وأثناء المسيرة، أبلغ الجيش الملكي المغربي قائد القوة بأن قواته تلقت تعليمات برصد الحالة.	0
Establishing regular onsite programmes for the inspection of reporting entities, in order to ensure compliance with anti-money-laundering/counter-financing of terrorism requirements, poses a significant challenge to some States, as it is a resource-intensive exercise.	Establecer programas periódicos para inspeccionar a las entidades que presentan informes con el fin de asegurar que se cumplen los requisitos contra el blanqueo de dinero y la financiación del terrorismo supone un serio desafío para algunos Estados, ya que exige muchos recursos.	فإرساء برامج للتفتيش بانتظام على الكيانات المكلّفة بالإبلاغ لكفالة الامتثال للأحكام المتعلقة بمكافحة غسل الأموال ومكافحة تمويل الإرهاب يشكِّل بالنسبة لبعض الدول تحديا كبيرا من حيث أنها عملية كثيفة الموارد.	0
17. Despite the disarmament of 15,600 former combatants in Ituri, the National Commission for Demobilization and Reinsertion continues to face difficulties in discharging its responsibilities, in particular the payment of demobilization allowances to ex-combatants, which has led to increased discontent among them. The allowances need to be urgently and regularly paid.	Pese al desarme de 15.600 excombatientes en Ituri, la Comisión Nacional de Desarme y Reintegración sigue teniendo dificultades para desempeñar sus funciones concretamente, el pago de los subsidios por concepto de desmovilización a los excombatientes, lo que ha provocado un descontento creciente. Es urgente que los subsidios se paguen con regularidad.	17 - ورغم نزع سلاح 600 15 من المحاربين السابقين في إيتوري، لا تزال اللجنة الوطنية المكلفة بنـزع السلاح وإعادة الإدماج تواجه صعوبات في القيام بمسؤولياتها، لا سيما فيما يتصل بدفع بدلات التسريح للمحاربين السابقين، مما أدى إلى تزايد السخط بينهم. ولا بد من دفع البدلات سريعا وبصورة منتظمة.	1
The service personnel and people of the DPRK will smash the hostile forces' reckless human rights racket through unprecedentedly toughest counteractions and firmly defend the socialist system, their life and soul.	Los miembros de las fuerzas armadas y el pueblo de la República Popular Democrática de Corea acabarán con el temerario engaño de las fuerzas hostiles sobre la cuestión de los derechos humanos adoptando contra ellas medidas de una severidad sin precedentes y defenderán con firmeza el sistema socialista, por el que viven y respiran.	إن أفراد القوات المسلحة لجمهورية كوريا الشعبية الديمقراطية وشعبها سيحطمون سلاح حقوق الإنسان الطائش الذي استلته القوى المعادية بأعمال مضادة لم يسبق لشدتها مثيل وسيدافعون بقوة عن النظام الاشتراكي وعن حياتهم وأرواحهم.	1
According to his statement, he was at his office when he heard the blast, but thought that the noise was a result of Israeli air fighters passing through the sound barrier.	Según su declaración, estaba en su oficina cuando oyó la explosión, pero pensó que el ruido se debía a aviones militares israelíes que atravesaban la barrera del sonido.	واستنادا إلى إفادته، فإنه كان في مكتبه عندما سمع الانفجار، غير أنه ظن أنه دوي ناجم عن اختراق المقاتلات الإسرائيلية لجدار الصوت.	1
Recognizing that the consideration of the issue of protection of journalists in armed conflict by the Security Council is based on the urgency and importance of this issue, and recognizing the valuable role that the Secretary-General can play in providing more information on this issue,	Reconociendo que la consideración de la cuestión de la protección de los periodistas en los conflictos armados por el Consejo de Seguridad se basa en la urgencia y la importancia de esa cuestión, y reconociendo la valiosa función que puede desempeñar el Secretario General para suministrar más información a ese respecto,	وإذ يدرك أن نظر مجلس الأمن في مسألة حماية الصحفيين في النزاع المسلح تقوم على أساس إلحاح هذه المسألة وأهميتها، وإذ يقر بالدور القيّم الذي يمكن أن يؤديه الأمين العام في توفير المزيد من المعلومات بشأن هذا الموضوع،	0
"""In this regard, the Security Council welcomes the news on 1 May 2011 that Osama bin Laden will never again be able to perpetrate such acts of terrorism, and reaffirms that terrorism cannot and should not be associated with any religion, nationality, civilization or group."	A este respecto, el Consejo de Seguridad acoge con beneplácito la noticia recibida el 1 de mayo de 2011 de que Osama bin Laden nunca podrá volver a perpetrar dichos actos de terrorismo, y reafirma que el terrorismo no puede ni debe asociarse con ninguna religión, nacionalidad, civilización o grupo étnico.	"""وفي هذا الصدد، يرحب مجلس الأمن بالنبأ الصادر في 1 أيار/مايو 2011، بأن أسامة بن لادن لن يستطيع أبدا بعد الآن ارتكاب مثل هذه الأعمال الإرهابية، ويؤكد من جديد أن الإرهاب لا يمكن ولا ينبغي ربطه بأي ديانة أو جنسية أو حضارة أو جماعة."	1
Re-recruitment is a grave violation in itself, but it also severely undermines the ability of programmes to operate, and for children to have confidence in their rehabilitation without harassment.	Reclutar por segunda vez constituye de por sí una violación grave, pero también socava profundamente la capacidad de funcionamiento de los programas y la confianza de los niños que en el proceso de rehabilitación estarán a salvo de acosos.	وإعادة التجنيد هي في حد ذاتها من الانتهاكات الجسيمة، إلا أنها تؤدي أيضا إلى تقويض بالغ لقدرة البرامج على العمل، وتنال من قدرة الأطفال على الشعور بالثقة في عملية تأهيلهم دون التعرض للمضايقة.	1
"""The Security Council expresses its intention, when establishing or renewing the mandate of relevant Sanctions Committees, to consider provisions pertaining to parties that are in violation of applicable international law relating to the rights and protection of children in armed conflict."	El Consejo de Seguridad expresa su intención de considerar, al establecer o renovar el mandato de los comités de sanciones pertinentes, la inclusión de disposiciones relativas a las partes que vulneran el derecho internacional aplicable a los derechos y la protección de los niños en los conflictos armados.	"""يعرب مجلس الأمن عن عزمه القيام لدى إنشاء أو تجديد ولاية لجان الجزاءات ذات الصلة، بالنظر في الأحكام المتعلقة بالأطراف التي تنتهك القانون الدولي المنطبق على حقوق الأطفال وحمايتهم في النزاعات المسلحة."	1
26. In addition to its reports on its trips, the Team submitted some 15 papers in response to requests from the Committee. These covered issues such as Member States' reporting strategies; listed individuals believed to have died; exemptions to the travel ban; cooperation with INTERPOL; humanitarian exemptions; possible cases of non-compliance; the views of the private financial sector towards the sanctions regime; the checklist; working with international and regional organizations; the use of the Internet for terrorist purposes; and a table of Member State experiences in implementing the sanctions.	Además de los informes sobre sus visitas, el Equipo presentó unos 15 documentos de trabajo en respuesta a peticiones del Comité. Los documentos trataban de temas como la estrategia de presentación de informes de los Estados Miembros; las personas incluidas en las listas que se cree que han muerto; las exenciones a la prohibición de viajar; la cooperación con la INTERPOL; las exenciones por motivos humanitarios; los posibles casos de incumplimiento; las opiniones del sector financiero privado sobre el régimen de sanciones; la lista de verificación; la colaboración con organizaciones internacionales y regionales; el uso de Internet para fines terroristas; y un cuadro de las experiencias de los Estados Miembros en la aplicación de las sanciones.	26 - وقدم الفريق، بالإضافة إلى التقارير المتعلقة بزياراته، حوالي 15 ورقة رداً على طلبات واردة من اللجنة، تناولت مسائل من قبيل استراتيجية الدول الأعضاء لتقديم التقارير؛ والأفراد المدرجة أسماؤهم في القائمة الذين يعتقد أنهم توفوا؛ والإعفاءات من الحظر على السفر؛ والتعاون مع الإنتربول؛ والإعفاءات لأسباب إنسانية؛ وحالات عدم الامتثال المحتملة؛ وآراء القطاع المالي الخاص في نظام الجزاءات؛ والقائمة المرجعية؛ والعمل مع المنظمات الدولية والإقليمية؛ واستخدام الإنترنت لأغراض إرهابية؛ وجدول لتجارب الدول الأعضاء في تنفيذ الجزاءات.	0
This is all the more reason to intensify efforts aimed at a well-targeted and properly implemented travel ban on listed individuals, particularly those closely tied to this networking and facilitation.	Esto hace aún más necesario intensificar los esfuerzos para establecer y aplicar de forma adecuada una prohibición de viajar dirigida contra las personas incluidas en la Lista, en particular las estrechamente relacionadas con el intercambio en red y las actividades de facilitación.	ويزيد ذلك من ضرورة تكثيف الجهود من أجل فرض حظر سفر محدد الأهداف يُنفذ تنفيذا سليما ضد الأفراد المدرجة أسماؤهم في القائمة، لا سيما أولئك الذين يرتبطون ارتباطا وثيقا بأنشطة إقامة الشبكات والتيسير المذكورة.	0
These armed groups are involved in criminal activities, including the illicit exploitation of natural resources, trafficking of weapons and ammunition, smuggling and illegal taxation.	Estos grupos armados están involucrados en actividades delictivas, en particular en la explotación ilícita de recursos naturales, el tráfico de armas y municiones, el contrabando y el cobro ilegal de impuestos.	وهذه الجماعات المسلحة متورطة في أنشطة إجرامية منها الاستغلال غير المشروع للموارد الطبيعية والاتجار بالأسلحة والذخائر والتهريب وفرض ضرائب غير قانونية.	1
Many States have developed, with bilateral and multilateral partners, some form of early warning arrangement to help predict and prevent terrorist attacks.	Muchos Estados han desarrollado, junto con asociados bilaterales y multilaterales, alguna forma de sistema de alerta temprana para ayudar a predecir y prevenir atentados terroristas.	وقد وضع العديد من الدول، مع الشركاء الثنائيين والمتعددي الأطراف، شكلا من أشكال ترتيبات الإنذار المبكر للمساعدة في التنبؤ بأي هجمات إرهابية ومنع وقوعها.	1
Current minority representation in the Kosovo Police Service stands at 17 per cent, with female representation at 22 per cent.	El porcentaje de representantes de minorías en el Servicio es de 17% y la representación femenina es de 22%.	وتبلغ نسبة تمثيل الأقليات حاليا في دائرة شرطة كوسوفو 17 في المائة، وتبلغ نسبة تمثيل الإناث فيها 22 في المائة.	0
49. Confirms that no matter should be left pending before the Committee for a period longer than six months, unless the Committee determines on a case-by-case basis that extraordinary circumstances require additional time for consideration, in accordance with the Committee's guidelines;	49. Confirma que ninguna cuestión debe quedar pendiente ante el Comité por más de seis meses, a menos que este determine, en algún caso en particular, que se dan circunstancias extraordinarias que requieren más tiempo para el examen, de conformidad con las directrices del Comité;	49 - يؤكـد أنه لا ينبغي أن تبقى أمام اللجنة أي مسألة معلقة أكثر من ستة أشهر، ما لم تقرر اللجنة، في كل حالة على حدة، أن هناك ظروفا استثنائية تستدعي وقتا إضافيا للنظر في بعض المسائل، وذلك وفقا لمبادئها التوجيهية؛	1
In all, the team collected information concerning attacks on 51 towns or villages and 11 cases of rapes through interviews with 116 eyewitnesses and 12 circumstantial witnesses.	En total, mediante entrevistas a 116 testigos presenciales y 12 testigos indirectos, el equipo de investigación reunió información sobre ataques contra 51 pueblos o aldeas y 11 casos de violación.	وبلغت جملة المعلومات التي جمعها الفريق معلومات تتعلق بهجمات على 51 بلدة أو قرية و11 حالة اغتصاب، عن طريق استجواب 116 شاهد عيان و12 شاهدا غير مباشر.	1
Australia, Denmark, France, the Netherlands, New Zealand, Norway, the United Kingdom and the United States all have departments, dependencies and/or overseas territories, each of which has a differing degree of autonomy and capacity to determine its own legislative framework for counter-terrorism.	Australia, Dinamarca, los Estados Unidos, Francia, Noruega, Nueva Zelandia, los Países Bajos y el Reino Unido tienen regiones y territorios dependientes o de ultramar, cada uno de ellos con diferente nivel de autonomía y diferente capacidad para establecer su propio marco normativo en materia de lucha contra el terrorismo.	ولكل من أستراليا والدانمرك وفرنسا والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية والنرويج ونيوزيلندا وهولندا والولايات المتحدة الأمريكية إدارات أو أقاليم تابعة أو أقاليم ما وراء البحار، لكل منها درجة مختلفة من الاستقلالية والقدرة على تحديد إطارها التشريعي الخاص لمكافحة الإرهاب.	0
"""The Security Council reaffirms its commitment regarding the protection of civilians in armed conflict, and to the continuing and full implementation of all its previous relevant resolutions including 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006), 1894 (2009), as well as all of its resolutions on Women, Peace and Security, Children and Armed Conflict and Peacekeeping, and all relevant statements of its President."	"""El Consejo de Seguridad reafirma su compromiso respecto de la protección de los civiles en los conflictos armados y de la aplicación continuada y plena de todas sus anteriores resoluciones pertinentes, incluidas las resoluciones 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) y 1894 (2009), así como de todas sus resoluciones relativas a las mujeres, la paz y la seguridad, los niños y los conflictos armados, y el mantenimiento de la paz, y de todas las declaraciones pertinentes de su Presidencia."	"""يعيد مجلس الأمن تأكيد التزامه فيما يتعلق بحماية المدنيين في النـزاعات المسلحة وبمواصلة التنفيذ التام لجميع قراراته السابقة في هذا الصدد، بما في ذلك القرارات 1265 (1999) و 1296 (2000) و 1674 (2006) و 1738 (2006) و 1894 (2009)، وكذلك جميع قراراته المتعلقة بالمرأة والسلام والأمن، والأطفال والنزاع المسلح، وحفظ السلام، وجميع بيانات رئيسه ذات الصلة بالموضوع."	1
26. FN, on a smaller scale, use the natural resources under their control to fund their military activities, as well as for personal profit. Cocoa smuggled to Ghana and Togo transits the north and the FN units extract transit dues along the roads they control. In addition to cotton and diamonds, which are discussed below, timber, gold, sugar cane and coffee production all contribute to the FN economy, from which its military extracts benefits.	En menor escala, las FN utilizan los recursos naturales bajo su control para financiar sus actividades militares y obtener beneficios personales, El contrabando de cacao hacia Ghana y el Togo transita por el norte, donde las unidades de las FN recaudan derechos de tránsito en las carreteras que controlan, Además del algodón y los diamantes, que se analizan más abajo, la producción de madera, oro, caña de azúcar y café contribuye a la economía de las FN mediante los beneficios que sus militares extraen de esos productos,	26 - وتستخدم القوات الجديدة، على نطاق أضيق، الموارد الطبيعية الواقعة تحت سيطرتها لتمويل أنشطتها العسكرية ولمكاسبها الشخصية. فالكاكاو المهرب إلى غانا وتوغو يعبر المنطقة الشمالية، وتقوم وحدات القوات الجديدة باستخلاص رسوم العبور على طول الطرق التي تسيطر عليها. وبالإضافة إلى القطن والماس اللذين سيتم التطرق لهما أدناه، يساهم إنتاج كل من الأخشاب والذهب وقصب السكر والقهوة في اقتصاد القوات الجديدة الذي ينتفع منه جيشها.	0
The forest is reportedly now being kept under surveillance by the national army.	Al parecer, el bosque está vigilado actualmente por el ejército nacional.	وتخضع هذه الغابة الآن لمراقبة الجيش الوطني.	0
As it may be recalled, the Government of Eritrea had urged the Security Council, through its letter of 28 February 2012 (S/2012/126), to shoulder its responsibilities and take appropriate measures against the myriad and unlawful acts of aggression and occupation.	Como se recordará, en su carta de fecha 28 de febrero de 2012 (S/2012/126), el Gobierno de Eritrea instó al Consejo de Seguridad a que asumiera sus responsabilidades y adoptara medidas adecuadas contra los numerosos actos ilícitos de agresión y ocupación.	وقد يجدر التذكير بأن حكومة إريتريا كانت قد حثت مجلس الأمن، في رسالتها المؤرخة 28 شباط/فبراير 2012 (S/2012/126)، على تحمل مسؤولياته واتخاذ التدابير المناسبة ضد هذه الأعمال التي لا تعد ولا تحصى من أعمال العدوان والاحتلال غير المشروعة.	1
"""The Security Council supports the Six-Party Talks and calls for their early resumption with a view to achieving the verifiable denuclearization of the Korean Peninsula in a peaceful manner and to maintaining peace and stability on the Korean Peninsula and in north-east Asia."	El Consejo de Seguridad apoya las conversaciones de las seis partes y exhorta a que se reanuden sin tardanza con miras a que se logre de manera pacífica la desnuclearización verificable de la península de Corea y se mantengan la paz y la estabilidad en la península de Corea y en el Asia nororiental.	''ويؤيد مجلس الأمن المحادثات السداسية، ويدعو إلى التعجيل باستئنافها من أجل تحقيق نزع السلاح النووي من شبه الجزيرة الكورية بشكل يمكن التحقق منه، وبطريقة سلمية، ومن أجل صون السلم والاستقرار في شبة الجزيرة الكورية وفي منطقة شمال شرق آسيا.	0
(i) Take immediate measures to ensure gender equality in practice, such as by providing equal access for women in public life and employment; eradicate discriminatory laws, regulations and practices affecting women; take measures to address all forms of violence against women, including domestic violence, sexual and gender-based violence by State agents and/or within State institutions; and respond immediately and effectively to trafficking in women, and address the structural causes that make women vulnerable to such violations;	i) Tome medidas inmediatas para asegurar la igualdad de género en la práctica, tales como proporcionar acceso igual a la mujer en la vida pública y el empleo; erradicar las leyes, reglamentos y prácticas discriminatorias de la mujer; adoptar medidas para abordar todas las formas de violencia contra la mujer, incluida la violencia doméstica, la violencia sexual y la violencia sexista ejercida por agentes del Estado o en las instituciones estatales, y responda de manera inmediata y efectiva a la trata de mujeres y aborde las causas estructurales de la vulnerabilidad de la mujer a esos tipos de violencia.	(ط) اتخاذ تدابير فورية لتحقيق المساواة بين الجنسين في الواقع العملي، مثلاً بمساواة المرأة بالرجل في مجال المشاركة في الحياة العامة وفي الحصول على وظيفة؛ واستئصال القوانين واللوائح والممارسات التمييزية الضارة بالنساء؛ واتخاذ التدابير اللازمة لوضع حد لجميع أشكال العنف المسلط على المرأة، بما في ذلك العنف المنزلي، والعنف الجنسي والجنساني على يد أعوان الدولة و/أو داخل مؤسساتها؛ والتصدي فوراً وبفعالية للاتجار بالنساء، واجتثاث الأسباب البنيوية التي تجعل النساء عرضة لتلك الانتهاكات؛	1
The Special Representative of the Secretary-General said that, owing to famine, the humanitarian situation in Somalia was dire and was causing deaths and displacement on a massive scale.	El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria de Somalia era nefasta y estaba provocando muertes y desplazamientos a una escala masiva.	وذكر الممثل الخاص للأمين العام أن الحالة الإنسانية متردية في الصومال بسبب المجاعة، مما يؤدي إلى حالات وفاة وتشريد على نطاق واسع.	1
Turning to the Security Council's role in reparations, it was noted that on a number of occasions the Council had been encouraged to adopt measures in relation to this aspect of accountability. For example, in addition to recommending the referral of the situation to ICC, the International Commission of Inquiry on Darfur also recommended that the Council establish an international compensation commission -- a suggestion that received little attention and no Council follow-up.	Con respecto a la función del Consejo de Seguridad en las reparaciones, se observó que en varias ocasiones se alentó al Consejo a que adoptara medidas en relación con ese aspecto de la rendición de cuentas, por ejemplo, además de recomendar la remisión de la situación a la Corte Penal Internacional, la Comisión Internacional de Investigación para Darfur también recomendó que el Consejo estableciera una comisión internacional de indemnización, una propuesta que recibió poca atención y no fue seguida por el Consejo.	وعند مناقشة دور مجلس الأمن في الجبر، لوحظ أن المجلس شُجع في عدد من المناسبات على اتخاذ تدابير في ما يتعلق بهذا الجانب من عملية المساءلة. فعلى سبيل المثال، أوصت لجنة التحقيق الدولية المعنية بدارفور، بالإضافة إلى توصيتها بإحالة الحالة إلى المحكمة الجنائية الدولية، بأن يشكِّل المجلس لجنة تعويضات دولية، وهو مقترح لم يحظ باهتمام يذكر أو بمتابعة من المجلس.	1
344. One of the female witnesses described the terror of confinement in the area designated by captors for women and children in Kailek as follows:	Una de las testigos describió así la terrorífica experiencia vivida en la zona donde los captores mantuvieron detenidas a las mujeres y niñas en Kailek:	344- ووصفت إحدى شاهدات العيان هول الاحتجاز في المنطقة التي حددها المحتجزون للنساء وصغار الفتيات في كايلك على النحو التالي:	0
China should raise with the Supreme Leader of the Democratic People's Republic of Korea and other high-level authorities the issues of abductions, the infanticide of children entitled to Chinese nationality, forced abortions imposed on repatriated women and other human rights violations that target persons repatriated from China.	China debería plantear al Líder Supremo de la República Popular Democrática de Corea y a otras altas autoridades la cuestión de los secuestros e infanticidios de niños con derecho a la nacionalidad china, de la obligación de abortar impuesta a las mujeres repatriadas y de otras violaciones de los derechos humanos de que son víctimas las personas repatriadas de China.	وينبغي للصين أن تطرح مع القائد الأعلى لجمهورية كوريا الشعبية الديمقراطية وسائر سلطاتها الرفيعة المستوى قضايا الاختطاف وقتل الأطفال الذين يحق لهم الحصول على الجنسية الصينية، والإجهاض القسري المفروض على العائدات إلى الوطن، وغير ذلك من انتهاكات حقوق الإنسان التي تستهدف العائدين إلى الوطن من الصين.	1
In the meantime, the United Nations Development Programme (UNDP) is implementing a short-term reinsertion programme targeting 5,200 ex-combatants and the communities where they are resettling.	Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está ejecutando un programa de corto plazo de reinserción dirigido a 5.200 excombatientes y a las comunidades en las que han de reasentarse.	وفي غضون ذلك، يقوم برنامج الأمم المتحدة الإنمائي بتنفيذ برنامج قصير الأجل لإعادة الإدماج يستهدف 200 5 من المحاربين السابقين والمجتمعات المحلية التي يعاد توطينهم فيها.	1
"""1. The aid was supplied to and at the request of the legitimate elected Government, which has received international endorsement; ""2. Its aim was to enhance the capabilities of the police force and to strengthen security so that the President can move to Mogadishu, the capital, to perform his official duties. This cannot happen unless the armed bands are disarmed in favour of the legitimate Government; ""3. The task of disarming those bands and consolidating the grip of the legitimate authority is a sine qua non for combating terrorist hotbeds in Somalia. It is consistent with the policies embraced by States all over the world in the fight against terrorism and will ensure that no new Taliban emerges in Somalia."	1. La proporciona al Gobierno elegido legítimamente, que ha recibido el respaldo de la comunidad internacional, y la proporciona a petición suya. 2. El objetivo de la ayuda es aumentar la capacidad de la policía y aumentar la seguridad para que el Presidente pueda trasladarse a Mogadishu, la capital del país, y ejercer su mandato. Esta aspiración no se hará realidad hasta que no se desarme a los grupos armados, como requiere el Gobierno legítimo. 3. La tarea de desarmar a los grupos armados y consolidar el poder de las autoridades legítimas es una condición indispensable para combatir los arraigados focos de terrorismo en Somalia, y es compatible con las políticas mundiales contra el terrorismo, a fin de asegurar que no surja un nuevo `talibán' en Somalia.	"""1 - أنه دعم مقدم إلى الحكومة الشرعية المنتخبة. والمدعومة دوليا وبطلب منها. ""2 - تهدف تلك المساعدات إلى تقوية قدرات الشرطة والأمن حتى يتمكن الرئيس من الانتقال إلى العاصمة مقديشو لمزاولة أعماله الرسمية، وهذا لا يمكن إلا إذا تم نزع أسلحة العصابات المسلحة بها لصالح الحكومة الشرعية. ""3 - إن نزع أسلحة تلك العصابات المسلحة ومسك زمام الأمور بيد السلطة الشرعية يعتبر واحد من أهم التحركات لمحاربة البؤر الإرهابية المسلحة الكامنة في الصومال، وبالتالي فهذا الأمر يتفق مع سياسة كل دول العالم في مكافحة الإرهاب لقطع الطريق أمام احتمالات نشوء 'طالبان` أخرى في الصومال."	1
Time does not permit a comprehensive review of the implications of these Council actions, but I want to highlight a few policy issues embedded in this practice.	Si bien todavía no ha transcurrido tiempo suficiente para poder realizar un examen detallado de las repercusiones de estas acciones del Consejo, desearía destacar unas cuantas cuestiones normativas derivadas de esta práctica.	لئن كان الوقت لا يسمح بإجراء استعراض شامل لما خلفته هذه الأعمال التي اتخذها المجلس من آثار، فإنني أود مع ذلك أن أسلط الضوء على بعض المسائل المتعلقة بالسياسات التي تنطوي عليها هذه الممارسة.	0
During the month of February, more than 20 roadside armed robberies were reported along the Guiglo-Duékoué axis, while 10 armed attacks were reported in Bangolo. On 23 March 2008, a soldier from the defence and security forces of Côte d'Ivoire was killed in Duékoué by unidentified armed bandits.	En el mes de febrero se denunciaron más de 20 robos a mano armada en las carreteras a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se denunciaron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y de seguridad de Côte d'Ivoire fue muerto en Duékoué por bandidos armados no identificados.	وخلال شهر شباط/فبراير، جرى الإبلاغ عما يزيد عن 20 عملا من أعمال السطو المسلح على جوانب الطرق بموازاة محور غيغلو دويكوي، بينما جرى الإبلاغ عن حدوث 10 هجمات مسلحة في بانغولو. وفي 23 آذار/مارس 2008، قُتل جندي من قوات الدفاع والأمن في كوت ديفوار في دويكوي على يد عصابات مسلحة مجهولة الهوية.	1
Identification of the possible perpetrators of international crimes General	Identificación de los posibles autores de crímenes internacionales Observaciones generales	تحديد هوية الفاعلين المحتملين للجرائم الدولية	0
15. Throughout the reporting period, the security situation in Ituri remained tense as militia remnants continued to commit human rights violations against the local population in areas where MONUC or FARDC were not present.	Durante todo el período examinado, la situación de seguridad en Ituri siguió siendo tensa debido a que algunos milicianos todavía en activo siguieron violando los derechos humanos de la población local en zonas donde no había presencia de la MONUC ni de las FARDC.	15 - طوال الفترة المشمولة بالتقرير، ظلت الحالة الأمنية في إيتوري تتسم بالتوتر مع استمرار المليشيات المتبقية في ارتكاب انتهاكات حقوق الإنسان ضد السكان المحليين في المناطق التي لا تتواجد فيها بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية أو القوات المسلحة لجمهورية الكونغو الديمقراطية.	1
That assistance should be aimed at establishing a trinational authority which will assume responsibility for monitoring and enforcing any rules and regulations that are agreed upon and put in place for the well-being of the population of 1 million plus that converges on the Gulf and for the economic development of the three coastal States, thereby encouraging international maritime commerce.	Esta asistencia debería procurar la conformación de una autoridad trinacional que asuma la responsabilidad en cuanto al seguimiento y cumplimiento de las normas y regulaciones se convengan y establezcan para el bien de la población de más de un millón que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, facilitando el comercio marítimo internacional.	وينبغي أن ترمي تلك المساعدة إلى إنشاء سلطة وطنية ثلاثية يمكنها أن تضطلع بالمسؤولية عن رصد تنفيذ أية قواعد وأنظمة يتفق بشأنها وتوضع من أجل رفاه أكثر من مليون شخص يجتمعون في الخليج، ومن أجل التنمية الاقتصادية للدول الساحلية الثلاث بغية تيسير التجارة البحرية الدولية.	1
