id	es	Relevant
2014/s/2014/914/8:1	In paragraph 8 of the resolution, the Security Council decided to establish a working group of the Council to consider the reports of the mechanism referred to in paragraph 3 of the resolution, to review progress in the preparation and implementation of the action plans referred to in paragraph 7 of the resolution and to consider other relevant information submitted to it.	1
2002/s/res/1390_2002_/31:1	9. Requests the Secretary-General to entrust the Group established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, with monitoring, for a period of 12 months, the implementation of the measures referred to in paragraph 2 of the present resolution;	1
2010/s/2010/366/54:2	In addition, the Executive Directorate will continue to maintain its constructive dialogue with Member States, through meetings at United Nations Headquarters, visits, seminars and videoconferences with officials in the relevant capitals, to inform the Committee of the implementation by Member States of certain elements of relevant counter-terrorism resolutions, including updating preliminary implementation assessments, further counter-terrorism measures adopted and facilitating the provision of technical assistance.	1
2012/s/2012/373/507:1	The Group of Experts recommended, inter alia, the establishment of an independent international mechanism with parallel functions to monitor the national accountability process and conduct independent investigations.	0
2005/s/2005/682/58:1	The Council is determined to consider imposing individual sanctions on those who violate the arms embargo in the Democratic Republic of the Congo.	0
2008/s/2008/379/29:4	Some States have the capacity to freeze funds and assets linked to terrorism without delay, although in most cases it is a limited capacity.	1
2005/s/2005/60/750:4	If other forms of sexual abuse were excluded from the scope of the investigation, a large number of complaints remained unaddressed.	1
2013/s/prst/2013/5/29:2	The Council encourages Member States to develop comprehensive and integrated counter-terrorism strategies.	1
2005/s/2005/684/46:1	(c) The Commission shall have the authority to determine the place and modalities for interviewing Syrian officials or other such persons as it considers relevant to the investigation;	1
2008/s/2008/258/109:3	In crisis areas and post-conflict areas, addressing the problem of excessive circulation of small arms needs to focus -- apart from basic reduction and control measures -- on establishing sustainable alternative livelihoods, taking into account gender and age factors.	1
2005/s/2005/60/368:1	The most coherent government perspective on the conflict was presented by a committee established by the Minister of the Interior as the President's representative for Darfur.	1
2009/s/prst/2009/1/106:1	- To request parties to an armed conflict to protect United Nations peacekeeping operations and other relevant missions authorized by the Security Council, as well as humanitarian organizations, from the effects of mines and explosive remnants of war and to provide information on the location of mines and explosive remnants of war known to them in the territory in which the mission and organizations are operating or are operating.	1
2014/s/2014/945/92:3	I also welcome the initiatives being taken by the Lake Chad Basin Commission to find durable solutions and to combat terrorism, violent insurgency and extremism through a common strategy.	1
2003/s/2003/191/add_1/30:1	:: It shall be established by a General Assembly resolution and shall be subject to the authority of the Assembly.	1
2005/s/2005/60/185:5	The Government did not accept recruits from all tribes.	1
2011/s/2011/298/17:2	Human rights violations continued to be reported, many of them associated with untrained elements integrated into FARDC from the CongrÃ¨s national pour la dÃ©fense du peuple (CNDP) and armed groups.	1
2014/s/2014/902/90:1	:: On 7 November 2014, regime forces bombed the vicinity of the Tayba al-Qadim mosque in Rural Damascus, wounding 14 civilians at the exit of Friday prayers.	1
2004/s/2004/384/68:1	Before the security forces undertook their actions, the people who managed to go out on the streets warned that the march had not yet begun and that no one was acting in a threatening or provocative manner.	1
2000/s/2000/1196/117:7	Efforts were made to include eligible minority members in the system.	1
2003/s/res/1502_2003_/9:1	Aware that the protection of humanitarian and United Nations and associated personnel is a matter of concern in situations of armed and other conflict,	1
2008/s/2008/259/30:5	The CPN-M has often specifically targeted girls and managed to recruit a large number of them, many of which have been incorporated to escape traditional restrictions.	1
2010/s/2010/529/34:3	At the end of September, MINURCAT completed the refurbishment of Iriba prison, thereby improving the conditions of detention of prisoners and the security of the prison.	1
2008/s/2008/379/168:1	(c) Encourage States to take appropriate measures to protect non-profit organizations from being used for the financing of terrorism.	1
2013/s/prst/2013/1/22:1	âThe Security Council takes note of the inauguration of the centre of international excellence on combating violent extremism, which took place in Abu Dhabi on 14 December 2012.	1
2011/s/2011/298/38:1	Relations between the Democratic Republic of the Congo and neighbouring countries of the Great Lakes region continued to consolidate, and on 21 January, the Ministers of Defence of Burundi, the Democratic Republic of the Congo and Rwanda adopted a draft protocol of the Economic Community of the Great Lakes Countries on mutual defence and security, establishing common border control mechanisms and an agreement to intercept combatants of armed groups fleeing across their borders.	1
2005/s/2005/61/30:1	(c) Destroy or cause extensive damage to public telecommunications facilities, transport or systems (including information systems), fixed platforms located on the continental shelf, power and water facilities, medical facilities or any other major facility, public places or public property, for the purpose of endangering human lives, the safety of an installation, system or place or exposing property to the risk of extensive damage;	1
2014/s/2014/869/55:1	:: Analyse the strategic space that participation in cross-border crime provides to terrorist groups involved in issues currently on the Security Council agenda	1
2014/s/2014/41/74:3	The continued incorporation of non-Syrian fighters into Jabhat al-Nusrah is a concern shared by various national authorities that have been following the problem.	1
1999/s/res/1265_1999_/33:1	10. Declares its readiness to address situations of armed conflict in which civilians are targeted or humanitarian assistance to civilians is deliberately impeded, including by considering appropriate measures available to the Council in accordance with the Charter of the United Nations, and takes note, in this regard, of the relevant recommendations contained in the report of the Secretary-General;	1
2005/s/2005/61/123:1	(a) If with the act described in paragraph 1 it deliberately causes death; or	0
2009/s/2009/502/104:1	The Team has frequently stated that the relevance of the sanctions regime to the threat posed by Al-Qaida and the Taliban depends on the Consolidated List containing appropriate names and not containing those that are not.	1
2002/s/prst/2002/41/5:2	The Council recalls that States have an obligation to respect and ensure respect for international humanitarian law, including the four Geneva Conventions, and emphasizes that they have a responsibility to end impunity and to prosecute those responsible for genocide, crimes against humanity and serious violations of international humanitarian law.	1
2006/s/2006/154/167:2	The Team believes that, ideally, the management of frozen funds should be centralized to low-risk investments that earn interest, such as government bonds, or deposited with central banks, in order to minimize the risk of losses and ensure appropriate control.	1
2010/s/2010/522/79:4	The Government must also seriously take into account the logistical needs of the national police in its budgetary and planning processes.	1
2005/s/2005/60/884:2	As indicated above, there is a protracted, non-international armed conflict in Darfur between government authorities and organized armed groups.	1
2010/s/2010/112/48:1	:: Encourage States to promote dialogue and cooperation, including with civil society, academia and industry, to address the threat posed by illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials	0
2005/s/2005/60/222:2	In Khartoum, the Commission interviewed persons held incommunicado by security forces in subhuman conditions in âphantom housesâ.	1
2010/s/2010/529/32:1	On 12 August, the Justice Support Programme, a national programme supported by the European Union, MINURCAT and the United Nations Development Programme (UNDP), initiated a process to recruit a non-governmental organization that would establish and administer three legal aid centres in eastern Chad.	1
2009/s/prst/2009/1/571:1	It calls on all parties concerned to ensure that the protection of children and their rights and well-being is explicitly incorporated in peace processes and agreements and in post-conflict recovery and reconstruction programmes and their planning.	1
2008/s/2008/324/77:1	While Al-Qaida has not developed as an organization and its leading leaders have failed to focus their supporters on key operational issues and have not been able to move them to take concrete action, as the Al-Qaida movement has continued to grow, inspired by a general message of resistance to real or imagined injustices.	1
2005/s/2005/60/139:1	Security Council resolution 1564 (2004) was adopted under Chapter VII of the Charter of the United Nations. The Security Council had previously determined, in the twenty-first preambular paragraph of resolution 1556 (2004), that the situation in the Sudan constituted a threat to international peace and security and to stability in the region, in accordance with Article 39 of the Charter.	1
2007/s/2007/677/60:2	This is because the Security Council sanctions regime, which remains the only means of truly global action against the dual threat of Al-Qaida and the Taliban, continues to suffer from two main shortcomings: the limitations of the Consolidated List and the lack of involvement of Member States.	1
2012/s/prst/2012/29/2:1	"At the 6897th meeting of the Security Council, held on 20 December 2012, in connection with the Council's consideration of the item entitled ""Post-conflict peacebuilding"", the President made the following statement on behalf of the Council:"	0
1999/s/prst/1999/29/25:1	âThe Security Council strongly condemns the continued use of Afghan territory, especially the areas controlled by the Taliban, to house and train terrorists and to plan terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential for the maintenance of international peace and security; insists that the Taliban cease providing safe haven and training to international terrorists and their organizations; take effective measures to ensure that the territory under their control does not host terrorist facilities and camps, nor serve to prepare or organize terrorist acts against other States or their citizens; and cooperate in efforts to bring to justice persons accused of terrorist acts.	1
2006/s/2006/822/167:10	The petitioners then passed through the clear road, escorted by two of the UIR vehicles. Near the market area, the petitioners were shot by both the UIR agents travelling in the escort vehicles and the crowd. One civilian died from shots fired from a distance, eight other civilians were shot and two policemen and two other civilians sustained other serious injuries.	1
2014/s/2014/740/28:2	The Chairman noted the continuing concern of some countries regarding the scope of the high-risk area.	0
2014/s/prst/2014/3/1026:1	Urges all parties concerned to fulfil their international obligations with regard to the protection of children affected by armed conflict, as well as the specific pledges they have made to the Special Representative of the Secretary-General for Children and Armed Conflict, UNICEF and other United Nations agencies, and to cooperate fully with United Nations peacekeeping missions and United Nations country teams... in the follow-up and implementation of those pledges.	0
2003/s/res/1456_2003_/34:1	13. Calls upon States Members of the United Nations to cooperate in resolving all outstanding issues with a view to adopting by consensus the draft comprehensive convention against international terrorism and the draft international convention for the suppression of acts of nuclear terrorism;	1
2014/s/prst/2014/3/1274:1	Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate the commitment and political will to prevent sexual violence and to combat impunity to impose accountability, and that inaction can convey the message that sexual violence is tolerated in conflict.	0
2010/s/prst/2010/25/494:1	[Requires] an end to attacks on civilians, from anywhere, including through aerial bombardment, and the use of civilians as human shields.	0
2008/s/2008/258/37:3	Without a normal or agreed format of authenticated end-use certificates, government bodies in transit States have little means of establishing their veracity.	1
2014/s/res/2160__2014_/66:1	27. Recalls its decision that individuals and entities wishing to be delisted without the sponsorship of a Member State may submit such a request through the focal point mechanism established in resolution 1730 (2006);	1
2007/s/prst/2007/45/2:1	At the 5798th meeting of the Security Council, held on 11 December 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	1
2011/s/2011/463/444:1	D. Border control Effective border control is essential for the effective implementation of counter-terrorism measures in accordance with resolution 1373 (2001), as the first defensive line against the movement of terrorists across borders, as well as the illegal movement of goods and goods.	1
2008/s/2008/379/177:1	Counter-financing of terrorism has improved throughout the subregion, but gaps remain, especially with regard to asset freeze mechanisms, regulation of alternative remittance systems and monitoring of non-profit organizations.	1
2014/s/2014/740/6:5	In most cases, ships -- through monitoring, situational awareness and a strong reaction in line with best management practices for protection against piracy based in Somalia -- managed to prevent attackers'approaches.	1
1999/s/prst/1999/29/21:1	âThe Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission to Afghanistan (UNSMA) and those of the Special Envoy of the Secretary-General for Afghanistan, in order to facilitate the political process to achieve the objectives of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all segments of Afghan society, and reiterates its position that the United Nations should continue to play a central and impartial role in international efforts to achieve a peaceful settlement of the Afghan conflict.	1
2014/s/2014/935/163:4	Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations.	1
2005/s/2005/60/554:7	More cases of rape of women were reported following attacks on Miski, Disa and Umm Baru in Northern Darfur and attacks on Azerni, Kornoi, Nertete and Mukjar in Western Darfur.	1
2012/s/2012/373/95:1	:: Innovative ways to establish comprehensive and mutually reinforcing systems linking the International Criminal Court, any future hybrid courts and national agencies, as well as criminal procedures and reparations programmes should be explored.	1
2014/s/2014/902/140:1	- List of deaths caused by the regime:	1
2014/s/prst/2014/3/525:1	Reiterating its deep concern at the deteriorating humanitarian situation in [the affected country], strongly condemning the deliberate attacks and obstruction of humanitarian aid by armed groups in [the affected country], which have prevented the delivery of such aid in some areas, deploring the repeated attacks against humanitarian personnel, expressing in the strongest terms its condemnation of all acts of violence or abuse committed against civilians and humanitarian personnel, in violation of international humanitarian law and human rights law, and reaffirming the importance of combating impunity.	1
2012/s/2012/373/656:2	To this end, it was given extensive privileges, including unrestricted access to all property records in Bosnia and Herzegovina.	1
2005/s/2005/60/651:5	In addition, the Commission has received reliable information demonstrating the existence of a pattern of unlawful detentions in camps for internally displaced persons.	1
2000/s/2000/1198/20:1	5. Furthermore, we respectfully affirm that there are other methods, more expeditious and simple, that would ensure that just compensation is provided to victims of criminal acts in Rwanda.	1
2011/s/2011/463/376:6	The Netherlands has allocated more than EUR 400 million to a four-year action plan (started in 2007) to prevent radicalisation.	1
2010/s/2010/525/23:1	7. Notes with concern the reports of the UNOCI Media Observatory and the media referred to therein for inciting violence and the resumption of internal conflict, and stresses its continuing readiness to impose sanctions against those obstructing the electoral process, specifically the activities of the Independent Electoral Commission and all other participants, and the proclamation and certification of the results of the presidential and parliamentary elections;	0
2008/s/2008/251/88:1	I welcome the progress that has been made in clearing mines and explosive remnants of war in Western Sahara.	0
2012/s/2012/244/57:1	I remain firmly committed to the implementation of resolution 1559 (2004) in the interests of regional peace and stability, especially at this particularly difficult and challenging time.	1
2006/s/2006/154/98:4	In order to expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and judgements or court records.	1
2012/s/2012/373/609:1	(j) Unlawful detention, abusive treatment in Eritrean prisons, inhuman treatment and poor food quality and accommodation in detention camps;	1
2013/s/2013/452/12:1	Thirteen new cases were submitted to the Office of the Ombudsman during the reporting period, bringing the total number of delisting requests submitted since the establishment of the Office to 49 as at 31 July 2013.	1
2009/s/res/1887__2009_/39:1	12. Underlines that the Treaty on the Non-Proliferation of Nuclear Weapons recognizes in article IV the inalienable right of all parties to the Treaty to develop research, production and use of nuclear energy for peaceful purposes without discrimination and in accordance with articles I and II thereof, and recalls in this context article III of the Treaty on the Non-Proliferation of Nuclear Weapons and article II of the Statute of the International Atomic Energy Agency;	1
1999/s/res/1267_1999_/39:1	9. Urges all States to cooperate fully with the Committee established pursuant to paragraph 6 above in the performance of its tasks, including by providing such information as the Committee may require in accordance with this resolution;	1
2014/s/prst/2014/3/822:1	Calls upon all parties to cooperate fully with the independent international commission of inquiry established by the Human Rights Council on the [date] to investigate facts and circumstances relating to allegations of serious human rights abuses and violations committed in [the affected country], and requests the Secretary-General to transmit that report to the Security Council and other relevant international bodies,	1
2014/s/2014/73/97:2	In cases where it may no longer be appropriate to maintain a name on the List, the Security Council, by its resolution 1822 (2008), mandated the Committee to review annually all names listed in the List that have not been reviewed for three years or longer.	1
2000/s/2000/1196/63:4	Since the establishment of the system, a total of 673 staff members, including 594 prison officers and 169 civilian staff, have been trained.	1
2010/s/prst/2010/22/18:2	The Council further requests the Secretary-General to propose, in his next annual report, a strategic framework to guide the implementation of the resolution by the United Nations over the next decade, including targets and indicators and taking into account relevant processes being implemented in the Secretariat.	1
2005/s/2005/636/590:1	Establishment of a standardized system for the management and follow-up of cases of gender-based violence; establishment of a checklist for senior managers; reporting on the five commitments made by the High Commissioner with regard to refugee women.	1
2012/s/2012/16/132:2	The Office encourages communities to exercise self-monitoring and combat polarization of views without government intervention, which is a more durable way to prevent radicalization within communities.	1
2006/s/2006/822/232:3	The PNTL General Commander removed weapons from the National Armory of PNTL without the knowledge of the Armory Officer. 60 Steyr rifles and 50 cases of ammunition were sent to the URP premises in Aieu on 23 March. 10 rifles, in addition to ammunition, were sent from the Steyr brand to the LiquiÃ§a police station on 15 April.	1
2005/s/2005/662/456:1	The explosion that killed Mr. Hariri and 22 others occurred above the road.	1
2005/s/2005/66/22:4	A larger team of advisers from the European Union Police Mission has been established to provide technical support and advice on police matters.	1
2011/s/2011/463/182:4	Two States have special criminal procedures, such as pre-trial detention and âspecial powersâ to apply certain investigative techniques.	1
2008/s/2008/259/16:2	Those born before 25 May 1988 or recruited after 25 May 2006 were to be immediately discharged, as required by the Comprehensive Peace Agreement.	1
2005/s/2005/761/19:5	The Committee is also considering the possibility of collective regional reporting and has requested the Monitoring Team to continue to explore this possibility.	1
2005/s/prst/2005/34/7:2	""" The Security Council also invites the three committees to continue to cooperate with the working group established pursuant to resolution 1566 (2004)."	1
2005/s/2005/800/47:1	The Committee recognizes that it has barely taken its first steps towards achieving this goal, particularly owing to the delay in the provision of Executive Directorate posts.	0
2006/s/2006/822/331:4	At headquarters, the agitated intervention of the Minister of the Interior, including the fact that he had removed a weapon from the warehouse, would have contributed to a climate of panic.	1
2005/s/2005/648/21:1	From 13 to 17 September, WFP, in collaboration with UNHCR, conducted a midterm review of its feeding programme in the Tindouf refugee camps, in which the United States Government and the European Commission Humanitarian Aid Office participated as observers.	1
2006/s/2006/154/265:3	These weapons are prized for their compact dimensions and because they allow terrorists to attack from afar and cause considerable damage.	1
2009/s/res/1894_2009_/34:1	(a) Ensure the widest possible dissemination of information relating to international humanitarian law, human rights law and refugee law;	0
2005/s/2005/60/718:3	In addition, it visited 30 locations where incidents had occurred and met with local authorities, in particular with representatives of the armed forces.	0
2005/s/2005/60/269:4	The Sudan Liberation Movement/Army appears to be the most militaryly important, while the Justice and Equality Movement has a more political character and limited military capacity, especially after the alleged division of the group and the subsequent emergence of the National Reform and Development Movement (see para. 139 below).	0
2014/s/2014/929/71:1	The Special Representative outlined the clashes that had erupted on 26 October in Bentiu, Unity State.	1
2014/s/2014/902/90:2	The mosque and nearby houses were damaged by the bombing.	1
2012/s/2012/16/67:2	Any tendency towards radicalization in educational institutions would be the responsibility of the Ministry of Education.	1
2009/s/2009/289/14:2	The technical groups, in which there is at least one representative from each geographical group, deal respectively with the following topics: technical assistance; financing of terrorism; border security, arms trafficking and law enforcement; general legal issues; and issues raised by the Security Council in resolution 1624 (2005), as well as human rights aspects of counter-terrorism in the context of resolution 1373 (2001).	1
2014/s/2014/276/184:3	In addition to reporting on the work of human rights information mechanisms and serving as a secure repository of information provided by relevant stakeholders, the work of such a structure would facilitate United Nations efforts to prosecute or hold accountable those primarily responsible for crimes against humanity.	1
2008/s/2008/738/12:1	By its essence, terrorism is opposed to the fundamental values of humanity enshrined in the Charter of the United Nations and the fundamental documents on human rights.	1
2004/s/res/1526_2004_/14:1	(b) To prevent the entry into or transit through its territory of such persons, on the understanding that nothing in this paragraph shall oblige a State to refuse entry into or require the departure from its territory of its own nationals and that this paragraph shall not apply where entry or transit is necessary for judicial proceedings or where the Committee determines in each particular case that entry or transit is justified;	1
2011/s/2011/298/52:2	This programme aims to contribute to the implementation of the necessary structural reforms in order to give the Congolese State the capacity to exercise its authority throughout the country, to strengthen the capacity of communities to respond to major upheavals and to provide economic opportunities for unemployed young people and other high-risk groups, as well as to obtain tangible peace dividends in the western provinces.	1
2002/s/2002/685/30:3	There was agreement that MONUC should be strengthened as soon as possible, until it was equipped with its mandated strength, so that it could effectively carry out the tasks assigned to it.	1
2011/s/2011/245/118:1	The travel ban can be particularly useful if it is used against individuals who provide financial resources to Al-Qaida and the Taliban and who may find it difficult to use a false identity or otherwise circumvent restrictions on their movement.	1
1999/s/prst/1999/29/15:2	The Council strongly condemns the Taliban for launching a new offensive in July 1999, only one week after the meeting of the `Six Plus Two' group in Tashkent, despite repeated demands by the Council to cease fighting.	1
2005/s/2005/662/78:1	11. Both sides, one Lebanese, the other from the United Nations, have led to a unified follow-up investigation conducted by the Commission and the Lebanese authorities.	1
2009/s/res/1894_2009_/68:1	33. Requests the Secretary-General to prepare guidance for United Nations peacekeeping and other relevant missions on reporting on the protection of civilians in armed conflict, with a view to streamlining such reporting and improving the Council's monitoring and oversight of the implementation of protection mandates for United Nations peacekeeping and other missions;	1
2005/s/2005/684/55:1	(i) With regard to travel restrictions, where the Committee determines that travel is justified on humanitarian grounds, including religious obligations, or concludes that an exemption would otherwise promote the objectives of the present resolution;	1
2006/s/prst/2006/42/11:2	The Council reiterates its strongest condemnation of such practices, urges all parties to armed conflict to ensure the full and effective protection of women, and stresses the need to end impunity for those responsible for gender-based violence.	1
2003/s/2003/90/194:2	Despite this decision, destructions continue to take place.	1
2011/s/2011/298/77:5	Progress on President Kabila's request for the Mission to assist in the training, equipping and collegialization of 20 police units, or the equipping of 3 military police battalions, is limited owing to the lack of supplementary support from donors to provide the necessary core equipment (see my report of 30 March 2010 (S/2010/164).	1
2014/s/2014/41/120:4	These include those identified as critical to the indoctrination and recruitment of suicide bombers.	1
2007/s/2007/677/205:4	Following this exchange of views, the Team has discussed this issue with the Committee and has contacted other States with similar programmes to expand its investigation.	1
2008/s/2008/168/14:1	The note by the Ministry of the Russian Federation proposes that the States members of the Commonwealth of Independent States take similar measures and withdraw from the regime of restrictions imposed on Abkhazia in 1996.	1
2008/s/2008/800/6:1	Condemning the repeated offensive military actions carried out in recent months by the CongrÃ¨s national pour la dÃ©fense du people (CNDP), which have resulted in the displacement of a large number of people in North Kivu and the displacement of refugees across the border, in which PARECO and other illegal armed groups also participated, and condemning also the attacks by the Lord's Resistance Army (LRA) in the eastern province and the resumption of hostilities by illegal armed groups in Ituri,	1
2005/s/2005/662/479:4	Finally, much of the information concerning the fate of Mr. Abu Adass points to Syrian and Syrian officials, as well as certain Lebanese officials, although it is true that little of this information has been independently corroborated, it is important that there is no information that points to other entities as participants in his disappearance or that he was indeed a suicide bomber.	1
2008/s/2008/806/19:1	On 24 July 2008, the Committee held an exchange of views with the Special Representative of the Secretary-General for Somalia, Ahmedov Ould-Abdallah, in response to the request made by the Council in paragraphs 6 and 7 of resolution 1814 (2008).	1
2005/s/2005/688/2:1	I have the honour to transmit to you a letter dated 28 October 2005, addressed to you by His Excellency Mr. Isaias Afwerki, President of the State of Eritrea, concerning the peace process in the border conflict between Eritrea and Ethiopia.	1
2005/s/2005/679/26:1	The recommendations adopted at that meeting provide for the intensification, at the bilateral and trilateral levels, of the exchange of information on security as well as data, the use of air assets to monitor borders, the reactivation of joint commissions, the multiplication of contacts between civilian and military border authorities, the organization of joint operations and the assessment of the security situation.	1
2009/s/2009/389/19:1	(e) The Committee will attach great importance to coordination with experts from other subsidiary bodies of the Security Council relevant to counter-terrorism in preparing visits and streamlining reporting;	1
2005/s/2005/698/28:2	At present, it is uncertain when a pact on police restructuring can be concluded to allow negotiations on the Stabilisation and Association Agreement, but the European Union remains ready to participate in the subsequent negotiations as soon as an agreement is reached that meets the conditions imposed by the European Commission.	1
2014/s/2014/276/177:1	(f) To take immediate measures to prevent the continued abduction of agents of the Democratic People's Republic of Korea in Chinese territory; to prosecute and punish adequately those abductors who have arrested and to request the extradition of those who give such orders so that they may be prosecuted in accordance with the law.	1
2014/s/2014/935/65:1	In introducing the report, the Assistant Secretary-General emphasized the risk that, despite the prevailing calm in the area, security would deteriorate, particularly as a result of the inclusion of Abyei as an electoral district by the Sudanese authorities for the 2015 presidential elections.	1
2012/s/2012/79/39:1	Interaction with relevant international, regional and subregional organizations, as well as other intergovernmental institutions and arrangements, in particular those specialized in non-proliferation issues, contributes to the effective implementation of resolution 1540 (2004) by strengthening cooperation through the exchange of information and experiences and lessons on implementation, and through coordination to facilitate assistance to Member States.	1
2009/s/prst/2009/1/87:1	:: Taking advantage of the presence of civilians or other protected persons to be immune from military operations by certain military points, areas or forces;	1
2005/s/2005/699/200:2	With the exception of San Pedro and Abidjan, ports and coastline lacked the necessary infrastructure to import significant quantities of weapons and military equipment.	1
2011/s/2011/463/204:3	However, in some cases, international mechanisms have expressed concern about the human rights violations that would be committed by security forces.	1
2014/s/2014/41/103:4	When a ransom is paid, the insurance sector, private companies and risk consultancies may be involved in the form of providing funds or facilitating payments. The insurance market against kidnapping and ransom payment, which reached a total of $250 million in 2006, doubled in volume in 2011.	1
2008/s/2008/250/28:1	The planned civic service programme, which should absorb a total of 20,000 ex-combatants and 20,000 youth at risk, has not yet been implemented.	1
1999/s/prst/1999/29/15:3	This has undermined international efforts to facilitate the restoration of peace in Afghanistan.	1
2012/s/2012/16/119:3	One State noted that the criteria for the incorporation of terrorist organizations into its criminal code had been extended to include organizations advocating terrorism.	1
2012/s/2012/161/104:1	Bulgarian Military Newspaper; Journalist Misho Dimitrov, 20 November 2011	1
2006/s/prst/2006/48/10:1	""" However, the Security Council strongly condemns the continued recruitment and use of children in armed conflict, in violation of applicable international law, the killing and maiming of children, rape and other forms of sexual violence, abductions, denial of humanitarian access to children and attacks on schools and hospitals by parties to armed conflict."	1
2005/s/2005/631/37:3	In addition, MINUSTAH is currently assessing the need for specialized observation aircraft to conduct monitoring and patrolling operations in land border areas and coastal areas, which are generally inaccessible.	1
2005/s/2005/662/456:2	At least 1,000 kilos of military explosives were used to trigger the explosion.	1
2014/s/2014/41/117:3	Governments play the leading role in ensuring the security of military arsenals or in preventing leakage from official procurement channels.	1
2014/s/2014/731/42:1	:: Highlight good practices to address specific risks and respond to the needs, capacities and priorities of refugee, displaced and stateless women and girls during their flight, displacement and return, including the particular needs of different groups of women and girls who are subject to multiple and interrelated forms of discrimination, in consultation with local civil society organizations and with women and girls themselves	1
2005/s/2005/66/30:3	The Technical Assistance Programme for International Criminal Investigations and the CARDS programme of the European Commission have agreed to train local police trainers so that they can in turn train both specialists and senior managers.	1
2014/s/2014/233/46:1	The Committee will consider, on the basis of the Executive Directorate's proposal, the adoption of a communication strategy aimed at promoting the visibility of the role and activities of the Committee and the Executive Directorate in combating terrorism.	1
2005/s/2005/60/289:3	Furthermore, the provisions suspending obligations under the Covenant should not entail any discrimination based on race, colour, sex, language, religion, or social origin.	1
2014/s/res/2195__2014_/33:1	5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the forty revised recommendations of the Financial Action Task Force (FATF) on combating money-laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, seize and manage assets of criminal origin, in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and encourages States in the African region to continue their collaboration with FATF-like regional agencies, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money-Laundering (GBDAOM) and the Middle East and North Africa Financial Action Group (GAFIOMAN);	1
2010/s/2010/497/40:1	The remarkable level of collaboration between the Committee and other Member States during the review indicated that a broad group of States continues to share the Security Council's concern about the desirability of a coordinated international response to the threat posed by Al-Qaida and the Taliban.	1
2014/s/2014/98/8:1	Mr. AurÃ©lien Llorca, France (armed groups);	1
2014/s/2014/902/155:2	If one of them attempts to leave the besieged area of eastern Ghouta, the Syrian regime's snipers directly kill him, resulting in dozens of civilian casualties every month.	1
2014/s/2014/935/66:2	He also reported that the verification mechanism had cancelled several missions owing to resistance from South Sudan forces.	1
2000/s/2000/1196/54:6	In addition, a mobile team had been set up to visit remote communities, especially minority communities, for which access to information centres would be difficult.	1
2014/s/2014/942/61:1	Regional and international organizations: secretariat of the Caribbean Community, European Commission, European External Action Service, Organization for Security and Cooperation in Europe, Organization for the Prohibition of Chemical Weapons, Group of Experts of the Security Council Committee established pursuant to resolution 1737 (2006), Office for Disarmament Affairs of the United Nations Secretariat, Security Council Committee established pursuant to resolution 1540 (2004) and its Group of Experts, International Criminal Police Organization, World Customs Organization.	1
2012/s/prst/2012/20/7:1	âThe Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective effort to resolve the conflicts in the Middle East peacefully and to promote international reactions to the transformations that the region is undergoing, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	0
2005/s/2005/572/139:2	These assets, amounting to $2,319,386, bring the total assets frozen in the 32 States that have reported action to about $91 million (at the June 2005 exchange rates), excluding assets frozen in five States that did not specify the amounts.	1
2000/s/2000/1190/60:5	The members of the Council also confirmed their determination to ensure full and unconditional compliance by the Taliban with their obligations under resolution 1267 (1999) and other relevant resolutions and to consider further specific measures in this regard.	1
2005/s/2005/60/800:4	These two elements are, first, the actus reus consisting of killing, causing serious bodily or mental injury, or intentionally subjecting to conditions of existence that could lead to physical destruction and, secondly, on the basis of a subjective criterion, the existence of a protected group targeted by the perpetrators of criminal conduct.	1
2005/s/2005/604/32:1	Although the security situation in the northern part of the country has been relatively calm, on 31 August a member of the UNOCI Moroccan contingent was brutally killed in BouakÃ©.	1
2005/s/2005/662/228:1	Preliminary indications are that the explosion took place in Prime Minister Hariri's entourage but the consequences are not yet known.	1
2008/s/2008/379/49:3	Four States had established specialized counter-terrorism units and three had taken steps to that end.	1
