ar	Relevant
وتحدثت اللجنة مع عدد من الضحايا وشهود العيان، وأجرت فحوصا في الموقع أكدت أن العديد من الفتيات تعرضن للاغتصاب على يد الجنجويد أثناء الهجوم على مدرسة الطويلة الداخلية.	1
وأعقب تجديد الإذن عرض وكيل الأمين العام للشؤون السياسية في 22 تشرين الأول/أكتوبر للتقرير السنوي للأمين العام عن الحالة فيما يتعلق بالقرصنة والسطو المسلح في البحر قبالة سواحل الصومال (S/2014/740).	1
كما ترى اللجنة أن القيود المفروضة على المشردين داخليا في المخيمات، ولا سيما النساء، بترويعهم عن طريق أعمال الاغتصاب أو القتل أو التهديد باستخدام العنف ضد الحياة أو الأشخاص من جانب الجنجويد، تصل إلى حد الحرمان الشديد من الحرية البدنية في انتهاك لقواعد القانون الدولي.	1
140 - وفي بعض الزيارات التي قام بها الفريق، ولا سيما إلى الدول الأقل نموا، وجد أن الوكالات الوطنية ذات الصلة المشاركة في مكافحة الإرهاب تعاني من نقص شديد في التمويل، ولا سيما في مجال أمن الحدود، إلى درجة أن كبار المسؤولين نسبيا يفتقرون إلى إمكانية الوصول إلى الحواسيب وغيرها من التكنولوجيا ذات الصلة، وأن آخرين ليس لديهم سوى عدد قليل من الموظفين لأداء المهام الحاسمة الأهمية أو لا يتوفر لديهم أي عدد من الموظفين.	1
وكما يتضح من الحالة في منطقة بيني، فإن الجهود الرامية إلى تحييد الجماعات المسلحة المشتتة والتي تحظى بدعم الشبكات الإجرامية المحلية وعناصر القوات المسلحة لجمهورية الكونغو الديمقراطية تستغرق بعض الوقت لترجمتها إلى نتائج ملموسة.	1
10 - وقدمت منظمة حلف شمال الأطلسي قوات إضافية لكفالة بيئة آمنة ومأمونة لانتخابات الجمعية الوطنية ومجالس المقاطعات المقرر إجراؤها في 18 أيلول/سبتمبر (انظر الفقرة 15).	1
21 - وفي 8 آب/أغسطس، اجتمع ممثلي الخاص لكوت ديفوار بالرئيس غباغبو للإعراب عن قلقه إزاء العرقلة المتكررة لحركة عملية الأمم المتحدة في كوت ديفوار وعملياتها، في حين بعث قائد قوة عملية الأمم المتحدة في كوت ديفوار برسالة إلى رئيس أركان القوات المسلحة الوطنية لكوت ديفوار يقترح فيها إنشاء آلية للتنسيق بين القوات المسلحة الوطنية لكوت ديفوار وعملية الأمم المتحدة في كوت ديفوار، بما في ذلك تنشيط خطوط الهاتف الساخنة على الصعيدين المركزي والإقليمي، وفي 10 آب/أغسطس، أصدر مكتب الرئيس بيانا صحفيا دعا فيه جميع الإيفواريين إلى الامتناع عن عرقلة حركة عملية الأمم المتحدة وعملياتها.	1
ومع ذلك، فمن بين جميع تدابير الشفافية المتعلقة بمنظومات الأسلحة، فإن التدابير المتعلقة بالأسلحة الصغيرة هي أقل البلدان نموا.	1
وأضاف أن إحدى المهام الرئيسية للرئيس هي العمل كبناة لتوافق الآراء وتهيئة جو تعاوني داخل لجنته لتمكينه من المضي قدماً.	1
يحث المجتمع الدولي على تقديم الدعم والمساعدة لتمكين الدول من الوفاء بمسؤولياتها فيما يتعلق بحماية اللاجئين وغيرهم من الأشخاص المشمولين بالحماية بموجب القانون الإنساني الدولي.	1
وهو أيضا وسيلة للحصول على دولار الولايات المتحدة من خلال عملية النقد الأجنبي.	0
”ويدين مجلس الأمن كذلك جميع الانتهاكات والاعتداءات الجسيمة المرتكبة ضد الأطفال في انتهاك للقانون الدولي الساري، مثل التجنيد والاستخدام، والقتل والتشويه، والاغتصاب وجميع أشكال العنف الجنسي الأخرى، والهجمات على المدارس والمستشفيات، فضلا عن الاعتقال التعسفي، والاحتجاز، والتعذيب، وسوء المعاملة، والاستخدام كدروع بشرية.	1
ويساعد هذا الفهم المحسَّن على إثراء الدراسة الاستقصائية العالمية للتنفيذ وتشكيلها، وهي وثيقة تزداد تفصيلا واتساقا عبر المناطق، مما يصبح أكثر فائدة للممارسين والمحللين داخل الحكومات وخارجها وخارجها في كثير من أنحاء العالم، والمهم أن هذه المعرفة المعززة تساعد المديرية التنفيذية أيضا على تحديد أولويات أنشطتها الإقليمية ودون الإقليمية وتيسير المساعدة التقنية التي تقدمها.	0
وإذ تعرب عن القلق إزاء تزايد استخدام الإرهابيين، في مجتمع معولم، لتكنولوجيات المعلومات والاتصالات الجديدة، ولا سيما شبكة الإنترنت، لأغراض التجنيد والتحريض، وكذلك لتمويل أنشطتهم وتخطيطها والإعداد لها،	1
33 - وخلال الفترة المشمولة بالتقرير، انخفض الخطر الذي شكله أفراد الجيش السابق خلال الفترة المشمولة بالتقرير، عقب وفاة الزعيم الذي أعلن نفسه في 9 نيسان/أبريل، رافيكس ريسيسانتين (انظر S/2005/313، الفقرة 16).	1
وقد يستمر التطرف الأساسي بمظاهره في مناطق في الشرق.	1
23 - وكما ذُكر أعلاه، أقامت المديرية التنفيذية أيضا علاقات قوية بشكل خاص مع بعض المنظمات الإقليمية ودون الإقليمية، بما فيها الجماعة الكاريبية ولجنة البلدان الأمريكية لمكافحة الإرهاب التابعة لمنظمة الدول الأمريكية، في الأمريكتين؛ والمركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، والاتحاد الأفريقي، وفريق شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال، والجماعة الاقتصادية لدول غرب أفريقيا، وبرنامج بناء القدرات لمكافحة الإرهاب التابع للهيئة الحكومية الدولية المعنية بالتنمية، وفريق العمل الحكومي الدولي لمكافحة غسل الأموال في غرب أفريقيا والجماعة الإنمائية للجنوب الأفريقي، في أفريقيا؛ ولجنة الخبراء المعنية بتقييم تدابير مكافحة غسل الأموال وتمويل الإرهاب، ومجلس أوروبا، والاتحاد الأوروبي، ويوروجست، ومنظمة الأمن والتعاون في أوروبا، ومنظمة التعاون ورابطة الدول المستقلة، في أوروبا؛ ومنتدى جزر المحيط الهادئ، في المحيط الهادئ؛ ومصرف التنمية الآسيوي، ورابطة أمم جنوب شرق آسيا، ورابطة جنوب آسيا للتعاون الإقليمي، في آسيا.	1
وفي 19 تشرين الثاني/نوفمبر، اعتمد المجلس بيانا رئاسيا (S/PRST/2014/23) حدد فيه الخطوات العملية للتنفيذ الفعال للقرارين 2170 (2014) و 2178 (2014)، وعلى وجه التحديد، تضمن البيان الرئاسي خطوات نحو تحسين تبادل المعلومات بين الدول لمنع سفر الإرهابيين وتجنيدهم وتمويلهم، وحدد مصادر التمويل الناشئة في كل من تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، التي تتطلب مزيدا من اليقظة من جانب الدول الأعضاء لكفالة الامتثال للالتزامات الدولية، وحدد أيضا استراتيجيات فعالة وتعزيز التعاون لوقف انتشار التطرف العنيف في المجتمعات المحلية، بهدف تحسين وضع الأمم المتحدة لمعالجة أسباب الإرهاب والتطرف العنيف، وذلك عن طريق (أ) تعزيز التنسيق بين الدول، (ب) زيادة فعالية بناء القدرات، (ج) تحسين التنسيق بين كيانات الأمم المتحدة المعنية بمكافحة الإرهاب والبعثات الميدانية، (د) تعزيز جهود الدول الأعضاء والأمم المتحدة، بما في ذلك اتصالاتها الاستراتيجية، لمكافحة الأيديولوجيات المتطرفة العنيفة التي تفضي إلى الإرهاب.	1
وستتخذ إجراءات محددة لمنع ومكافحة العنف القائم على نوع الجنس، بما في ذلك الاستغلال والاعتداء الجنسيان.	1
حاء-1 مواصلة تطوير مدونات قواعد السلوك والإجراءات التأديبية وتنفيذها بالكامل لجميع فئات موظفي الأمم المتحدة والأفراد المرتبطين بها والشركاء لمنع الاستغلال الجنسي والتصدي له وتعزيز آليات الرصد والتحقيق في حالات سوء السلوك المزعوم ومعالجتها بفعالية.	1
ويبدو أن تعاريف بعض الدول للإرهاب غامضة أو فضفاضة أكثر مما ينبغي وينبغي مواءمتها مع المعايير الدولية.	1
ويؤكد المجلس استعداده لاتخاذ إجراءات ضد أي طرف يسعى إلى تقويض عملية السلام، بما في ذلك عن طريق عدم احترام وقف الأعمال العدائية هذا أو إعاقة المحادثات أو حفظ السلام أو المعونة الإنسانية.	1
وعلاوة على ذلك، أحيلت إلى المحاكم 68 قضية تتعلق بالمخدرات و 3 قضايا تتعلق بجرائم مالية وقضية واحدة تتعلق بالاتجار بالبشر.	1
وينبغي أيضاً إلغاء الحصانات التي تُمنح حالياً لموظفين عموميين آخرين، مثل أفراد الشرطة، فيما يتعلق بانتهاكات حقوق الإنسان.	1
أولا، ستعقد، بالاشتراك مع البنك الدولي، حلقة عمل للبرلمانيين في باكستان بشأن أهمية التشريعات المتعلقة بمكافحة تمويل الإرهاب.	1
التشديد في القرارات ذات الصلة على أهمية التوصل إلى حلول دائمة للاجئين والمشردين، بما في ذلك عودتهم الطوعية والآمنة والكريمة، وكفالة مشاركتهم الكاملة في تخطيط هذه الحلول وإدارتها.	1
8 - تحث الدول الأعضاء وكيانات الأمم المتحدة والمنظمات الحكومية الدولية والإقليمية ودون الإقليمية على اتخاذ مزيد من التدابير لتيسير مشاركة المرأة مشاركة كاملة ومجدية في جميع عمليات وضع السياسات والتخطيط والتنفيذ من أجل مكافحة النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة من جميع جوانبه وتكديسها وإساءة استعمالها على نحو يزعزع الاستقرار والقضاء عليه، وتهيب، في هذا الصدد، بجميع الجهات المشاركة في التخطيط لجهود نزع السلاح والتسريح وإعادة الإدماج وإصلاح قطاع العدالة والأمن أن تراعي الاحتياجات الخاصة للنساء والأطفال المرتبطين بالقوات المسلحة والجماعات المسلحة، بمشاركة المرأة، وأن تتيح إمكانية وصولهم الكامل إلى هذه البرامج بوسائل منها التشاور مع المجتمع المدني، بما في ذلك المنظمات النسائية، حسب الاقتضاء؛	1
11 - وخلال الفترة المشمولة بالتقرير، اضطلعت القوات المسلحة للكيانين بأنشطة تدريبية عادية، امتثالا للأحكام العسكرية لاتفاق دايتون للسلام.	1
وكما لاحظ الأمين العام، في العديد من الصراعات، فإن غياب المساءلة، والأسوأ من ذلك، عدم وجود أي توقع لها في كثير من الحالات، هو إلى حد كبير الذي يسمح بازدهار الانتهاكات.	1
وتلقت اللجنة أيضا أدلة موثوقة على أن صفوف الجنجويد تشمل مقاتلين من البلدان المجاورة، ولا سيما تشاد والجماهيرية العربية الليبية.	1
فالحدود المطولة التي يتعذر الوصول إليها والمفتوحة إلى حد كبير تجعل الإدارة الفعالة للحدود أمرا بالغ الصعوبة وتيسر أنشطة الجماعات الإجرامية عبر الوطنية والجماعات الإرهابية.	1
(ب) المشاركة بنشاط في فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب المنشأة لمساعدة الدول الأعضاء في تنفيذها للاستراتيجية العالمية.	1
وأخيرا، أناشد مجلس الأمن أن يقف إلى جانب نيجيريا خلال هذه الفترة الحرجة وأن يقدم كل ما يلزم من دعم لمنع المزيد من زعزعة الاستقرار والعنف، ولا سيما في الدول الشمالية الشرقية الشديدة الضرر.	1
ويقدر عدد المتضررين من النزاع في شمال دارفور، الذي يسجل أقل عدد من ولايات دارفور الثلاث، بـ 200 685 شخص، منهم 000 403 من المشردين داخليا.	1
”ويحث مجلس الأمن دول الساحل والمغرب العربي على تعزيز التعاون والتنسيق على الصعيد الأقاليمي من أجل وضع استراتيجيات شاملة وفعالة لمكافحة أنشطة الجماعات الإرهابية، على نحو شامل ومتكامل، وهي تنظيم القاعدة في بلاد المغرب الإسلامي، وحركة الوحدة والجهاد في منطقة البحر الأبيض المتوسط، وجماعة أنصار الدين، على نحو شامل ومتكامل، ومنع توسع تلك الجماعات ومنع انتشار جميع الأسلحة ومكافحة الجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الاتجار بالمخدرات، ويحيط علما في هذا الصدد بنتائج المؤتمر الذي نظمته المديرية التنفيذية لمكافحة الإرهاب وفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب في الرباط بشأن التعاون في مجال مراقبة الحدود في منطقة الساحل والمغرب العربي، وكذلك نتائج الاجتماع الوزاري بشأن تعزيز التعاون في مجال الأمن وتفعيل الهيكل الأفريقي للسلام والأمن في منطقة الساحل الصحراوي، المعقود في نواكشوط.	1
وكان تقرير الفريق الدولي المعني بالأزمات الصادر في حزيران/يونيه 2005 على نطاق واسع ومؤداه أن طائرة هليكوبتر دمرها الفرنسيون في ياموسوكرو في 6 تشرين الثاني/نوفمبر 2004 كانت غينية، وهو تقرير غير صحيح، كما تبين من المراجعة التي أجراها الفريق.	1
11 - وخلال تلك المشاورات غير الرسمية أيضا، قدم ممثلان عن بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية إحاطة إلى اللجنة عن طريق التداول بالفيديو بشأن ولاية البعثة في مجال رصد الجزاءات، ولا سيما تعقب الأسلحة ووسمها، بناء على طلب اللجنة.	1
ولا ينبغي لأي خطة طموحة للامركزية، ذات اختصاصات خاصة تتجاوز تلك الممنوحة لجميع البلديات الأخرى، أن تعرض المؤسسات المركزية في كوسوفو للخطر أو تضعف سلطة بريشتينا، وأن تضع ضمانات مؤسسية فعالة للأقليات، وتزيد الثقة في المؤسسات المركزية في كوسوفو، وتسهم في وضع تكون فيه هذه البلديات تحت سلطة بريشتينا.	1
فالذين يكتسبون اليوم أكثر التجارب الإرهابية عملية هم أصغر سنا حتى الآن، وهم يتألفون أساسا من أفراد في سن المراهقة حتى أوائل الثلاثينات.	1
ويدعو المجلس مقاتلي جيش الرب للمقاومة المتبقين إلى ترك صفوف المجموعة والمشاركة في عملية نزع السلاح والتسريح والإعادة إلى الوطن وإعادة التوطين وإعادة الإدماج.	1
وسارعت مركبات الدفاع المدني وفرق الإطفاء والصليب الأحمر إلى المنطقة واتخذت إجراءات لإخماد النار وجمع الجثث ونقل الجرحى إلى المستشفى.	1
وقدمت حكومة السودان إلى اللجنة وثيقة تبين الهجمات التي تعرضت لها قوافل المساعدة الإنسانية.	1
وأشار السفير إلى أن للمجلس أيضا دورا هاما يؤديه في تعزيز المساءلة عن هذه الجرائم وغيرها من انتهاكات القانون الإنساني الدولي وقانون حقوق الإنسان.	1
وهذا أمر هام لأن المجلس، بأعماله، ينشئ التزامات بموجب القانون الدولي وبالتالي ينبغي أن يكون قادرا على إنفاذها.	1
13 - وناقشت اللجنة المجالات الرئيسية التالية التي يمكن إحراز تقدم فيها: مواصلة تحسين إجراءات المساعدة؛ وتحديد الاحتياجات من المساعدة وتحليلها؛ ومواصلة إقامة حوار بشأن المساعدة مع المنظمات الدولية والإقليمية ودون الإقليمية والمنظمات غير الحكومية ذات الصلة، حسب الاقتضاء؛ وتعزيز قدرة اللجنة وخبرائها على تيسير المساعدة؛ وزيادة الوعي بمسائل المساعدة.	1
وفي آب/أغسطس، وعملا باتفاق أبرم في وقت سابق من عام 2010 بين الحكومة وجماعة المعارضة المسلحة التشادية المسماة حركة الديمقراطية والعدالة في تشاد، تم جمع شمل 58 طفلا، من بينهم 10 فتيات، مع أسرهم.	1
2 - يعرب عن بالغ القلق إزاء تزايد الصراعات المحلية، وتزايد الإجرام والعنف وأثرهما على المدنيين، وبخاصة إزاء الزيادة الحادة في الاشتباكات بين القبائل، ويدعو جميع الأطراف إلى التعجيل بوضع حد لهذه الاشتباكات والسعي إلى المصالحة والحوار...	1
وقد سنّت جميع الدول قوانين لمنع وقمع حركة الإرهابيين عبر الحدود، واتخذت أربع دول خطوات نشطة لملاحقة الجناة.	1
21 - وأيد الفريق العامل 3، الذي ترأسه جمهورية كوريا، الجهود التي تبذلها الدول والصناعة البحرية والأفرقة العاملة لحماية السفن من القرصنة قبالة سواحل الصومال.	1
163 - وقُدم إلى اللجنة تقرير متسق وشامل عن نتائج التحقيق في مسرح الجريمة ونتائجه.	1
ويؤكد المجلس من جديد أو يذكّر أو يكرر بانتظام مطالبته الدول بإنفاذ حظر توريد الأسلحة القائم، نظرا لأن تنفيذه لا يزال يشكل تحديات كبيرة.	1
وحدد عددا من التدابير التي يتعين أن تعتمدها وتنفذها الدول الأعضاء وأنشأ لجنة مكافحة الإرهاب لرصد تنفيذ تلك التدابير.	1
”ويؤكد مجلس الأمن من جديد التزام جميع الدول الأعضاء بتسوية المنازعات وتسوية المنازعات وفقا لميثاق الأمم المتحدة، ويهيب بالمجتمع الدولي أن يساعد، حسب الاقتضاء، في الجهود التي تبذلها المنظمات الإقليمية ودون الإقليمية بهدف تسوية المنازعات بالوسائل السلمية ومنع نشوب الصراعات وحلها وفقا لميثاق الأمم المتحدة وقرارات مجلس الأمن ذات الصلة.	1
)أ( عمليات القتل والضرب والاختطاف والاختفاء والسخرة والتجنيد المتعمد للمدنيين الإثيوبيين؛	1
324 - وشهدت اللجنة وفريقها أدلة كافية على التشرد وأجرت عددا كبيرا من المقابلات مع كل من المشردين داخليا في دارفور واللاجئين في تشاد.	1
وأوصى الاجتماع أيضا بالإسراع في تجميع المقاتلين، وبدء نزع سلاح الميليشيات وحلها على وجه السرعة، وكفالة الحكومة توفير التمويل المناسب لعمليات التجميع وإعادة إدماج المقاتلين السابقين.	1
يقرر بموجب هذا، وقد تلقى طلب [الدولة المتأثرة]، إنشاء محكمة دولية لغرض وحيد هو محاكمة الأشخاص المسؤولين عن الإبادة الجماعية وغيرها من الانتهاكات الجسيمة للقانون الإنساني الدولي المرتكبة في إقليم [الدولة المتضررة] ومواطني [الدولة المتضررة] المسؤولين عن الإبادة الجماعية وغيرها من الانتهاكات المماثلة المرتكبة في أراضي الدول المجاورة، بين [التاريخي.	1
65 - وكان الرائد رينادو و 11 من رجاله قد وصلوا إلى المنطقة من آيليو صباح ذلك اليوم، وكانا مع مدنيين و 10 من ضباط الاتحاد المسلحين ببنادق آلية.	1
وقد كشفت هذه التعايشات القسرية عن منافسات سياسية طال أمدها، وكان التلاحم والانضباط المتعثرين واضحين.	1
التدريب العسكري والتجنيد العسكري كجزء من حظر توريد الأسلحة	1
14 - وينبغي أن يحصل جميع الضحايا، بمن فيهم ضحايا هدم المنازل والطرد، على تعويض كامل ومناسب.	1
٩٢- ومن ثم، ونظراً للتهديد المتصور الذي تشكله المظاهرة على النظام والنظام العام، أشارت أعلى السلطات في الدولة إلى أنه حتى لو لم يكن هناك مرسوم يحظر المظاهرات العامة، فإنها ما كانت لتسمح بالمسيرة المخطط لها أو تتغاضى عنها.	1
وردت الشرطة على النيران قبل أن تعود بسرعة إلى مقر الشرطة الوطنية.	1
ومع ذلك، يبدو أن العنصر الحاسم لقصد الإبادة الجماعية مفقود، على الأقل فيما يتعلق بسلطات الحكومة المركزية.	1
37 - ومن العناصر الأساسية في منع نشوب الصراعات وتأمين السلام والاستقرار تشجيع جميع الدول على اتباع سلوك شفاف يمكن التنبؤ به.	1
وفي اليوم نفسه، أعربت مجموعة الـ 7 عن اعتزامها تنظيم مسيرة في 25 آذار/مارس 2004 تهدف إلى الحث على تنفيذ اتفاق ليناس - ماركوسي تنفيذا كاملا ودون عوائق.	1
(ح) المشاركة بنشاط في جميع الأنشطة ذات الصلة المضطلع بها في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، المنشأة لكفالة التنسيق والاتساق عموما في الجهود التي تبذلها منظومة الأمم المتحدة لمكافحة الإرهاب، ودعم تلك الأنشطة، ولا سيما من خلال أفرقتها العاملة ذات الصلة؛	1
وقد واصلت حواري مع السلطات اللبنانية بشأن هذه المسألة وأتطلع إلى الوفاء بهذه الالتزامات في وقت مبكر.	1
وكما هو مبين أعلاه، اتُخذ في هذه الدورة قرار بشأن دفع التعويضات.	1
1 - يغطي هذا التقرير المقدم من لجنة مجلس الأمن المنشأة عملا بالقرار 1988 (2011) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.	0
وفي هذا الصدد، نظمت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب وبدعم من هولندا، حلقة العمل الثانية بشأن تنفيذ القرار 1624 (2005) في تموز/يوليه 2012 في الرباط.	1
وزُعم أن إبراهيم محمد ك. كان قد حضر معسكرات تدريب تنظيم القاعدة حتى تشرين الثاني/نوفمبر 2001 ثم مكث في أفغانستان لأكثر من سنة يحارب فيها قوات الولايات المتحدة، وكان خلالها على اتصال بأفراد رفيعي المستوى من تنظيم القاعدة، وأقنعوه بالعودة إلى أوروبا، حيث منحته وثيقة سفره الألمانية قدرا كبيرا من حرية الحركة لتجنيد المهاجمين الانتحاريين.	1
وحارب موظفو السجون وقوات أمن بونتلاند المهاجمين بشجاعة وتمكنوا من منع الاستيلاء على السجن واحتمال هروب عناصر حركة الشباب، بما في ذلك خبير في الأجهزة المتفجرة المرتجلة ومنسق انتحاري للتفجيرات، والقراصنة المسجونين وغيرهم.	1
كما وقعت مواجهات بين الجماعات المسلحة التابعة لحكومة مالي والجماعات المسلحة الممثلة في محادثات الجزائر، على الرغم من التزامات الأطراف المختلفة بوقف إطلاق النار، وفي 9 تشرين الأول/أكتوبر، قامت القوات الفرنسية والنيجيرية باعتراض وتدمير قافلة تحمل أسلحة وقذائف هاون وأسلحة مضادة للطائرات تتحرك عبر شمال النيجر باتجاه مالي، وأفادت التقارير بأن الأسلحة تسلم إلى أنصار الدين، وفي 12 تشرين الأول/أكتوبر، اعتقلت قوات الأمن الموريتانية أربعة أشخاص يشتبه في أنهم يقيمون اتصالات مع الجهاديين ويجندون في الدولة الإسلامية في العراق والشام في مدينة زويرات للمناجم في شمال البلاد.	1
وللاستنتاجات التي توصل إليها المجلس آثار خطيرة على مساءلة المسؤولين الحكوميين، ويجب أن ينظر المجلس بعناية في توصياته في الوقت الذي يحدد فيه النهج الذي ينبغي اتباعه لوضع حد نهائي لإساءة المعاملة والإفلات من العقاب في دارفور.	1
وعلاوة على ذلك، من المعروف أن مسرح الجريمة قد تعرض للتشويش في عدة مناسبات.	1
”ويدعو مجلس الأمن حكومة الوحدة الوطنية والانتقال إلى الشروع فورا في العمل مع اللجنة الدولية لدعم العملية الانتقالية ومع بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية من أجل إنشاء آليات لتوثيق التنسيق بغية التعجيل بإصلاح قطاع الأمن واعتماد التشريعات الأساسية والأعمال التحضيرية للانتخابات.	1
وترد العناصر الرئيسية لبيان القائم بالأعمال، وكذلك تبادل الآراء فيما بين أعضاء الفريق العامل، في الموجز الوارد في الاستنتاجات ذات الصلة (S/AC.51/2014/2).	1
6 - وفي المرحلة الثانية من عملية التسجيل التي جرت في الفترة من حزيران/يونيه 2007 إلى كانون الأول/ديسمبر 2007، تحققت أفرقة الأمم المتحدة من أعمار وتاريخ تعيين جميع الأفراد في المعسكرات.	1
275 - ولا يزال تسليم الإرهابيين يواجه أيضا عقبات عديدة، وهو ليس سلسا ولا بسيطا.	1
(ب) رصد حالة حقوق الإنسان وتقديم تقارير عنها، بالتعاون مع مفوضية الأمم المتحدة السامية لحقوق الإنسان، بما في ذلك حالة اللاجئين والمشردين العائدين.	1
وذكر الأمين العام أن تغير المناخ حقيقي ويتسارع بخطورة.	0
- يسلم بأهمية كفالة تنفيذ مهام بناء السلام التي صدر بها تكليف في أقرب وقت ممكن في عملية لحفظ السلام بالتنسيق مع فريق الأمم المتحدة القطري ومع الاحترام الواجب للشواغل الأمنية وأولويات الحكومة المضيفة، مع مراعاة البرامج والسياسات التي سبق تنفيذها قبل بدء العملية.	1
ولدى تسع دول بعض التدابير الرامية إلى الكشف عن تهريب الأسلحة والمتفجرات ومنعه، ولكن ليس من الواضح مدى فعالية تنفيذ هذه التدابير.	1
وإذ يقرر أن الحالة في كوت ديفوار لا تزال تشكل خطرا يهدد السلام والأمن الدوليين في المنطقة،	1
وهو يلزم كلا الطرفين بالإفراج الفوري عن الأطفال المرتبطين بالقوات المسلحة وإعادة إدماجهم.	1
• دعم المنظمات النسائية في المجتمعات المحلية التي ينتشر فيها حفظة السلام لزيادة الوعي بفيروس نقص المناعة البشرية/الإيدز وتعزيز استراتيجيات الوقاية المجتمعية.	1
(ب) لم يكن هناك تنسيق بين جميع أجهزة الأمن الموجودة في مسرح الجريمة.	1
وكلما زاد تعاون المصارف مع وحدات الاستخبارات المالية التابعة لها ومع الشرطة وغيرهم من مسؤولي مكافحة الإرهاب، زادت فائدة جميع القطاعات.	0
وأُرسل جنود آخرون من القوات المسلحة التيمورية إلى مبنى قوات حفظ السلام السابقة وأمروا بالاستعداد.	1
4 - وفي 25 تموز/يوليه، أبلغت مجلس الأمن بقراري تعيين بيتر فان والسوم (هولندا) مبعوثا شخصيا لي إلى الصحراء الغربية لمساعدتي في تقييم الحالة واستكشاف أفضل السبل للتغلب على المأزق السياسي الحالي مع الطرفين والدول المجاورة وأصحاب المصلحة الآخرين.	1
22 - يطلب إلى الأمانة العامة أن تنشر في موقع اللجنة على شبكة الإنترنت جميع المعلومات ذات الصلة التي يمكن نشرها علنا، بما في ذلك الموجز السردي لأسباب الإدراج في القائمة، فور إضافة اسم ما إلى القائمة، ويطلب إلى الأمين العام أن يتيح جميع الأسماء المدرجة في القائمة والموجزات السردية لأسباب الإدراج في القائمة بجميع اللغات الرسمية للأمم المتحدة في الوقت المناسب وبطريقة دقيقة، ويلاحظ الظروف الفريدة لهذا الطلب، الذي يهدف إلى مواءمة إجراءات ترجمة هذه اللجنة للقوائم والموجزات السردية مع إجراءات لجان الجزاءات الأخرى التابعة لمجلس الأمن التابع للأمم المتحدة؛	0
1 - يغطي هذا التقرير المقدم من لجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.	0
وقد يكون هؤلاء الأفراد، حسب الظروف، مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم الحرب المرتكبة أثناء الهجمات، أي قتل المدنيين، وتدمير الأعيان المدنية، والاحتجاز غير المشروع للمدنيين، والنهب.	1
”ويؤكد مجلس الأمن أن التوصل إلى تسوية سياسية شاملة ونشر العملية المختلطة بنجاح أمران أساسيان لإعادة إحلال السلام والاستقرار في دارفور.	1
وقد جُمعت جميع جوانب تثقيف الشرطة في إطار برنامج منفصل في أيار/مايو 2004، وتم الآن التوصل إلى اتفاق بشأن إنشاء نظام تدريب على نطاق البوسنة والهرسك.	1
وإذ يسلم بأنه على الرغم من تطور الحالة في أفغانستان والتقدم المحرز في مجال المصالحة، لا تزال الحالة في أفغانستان تشكل تهديدا للسلام والأمن الدوليين، وإذ يؤكد من جديد ضرورة مكافحة هذا الخطر بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الواجب التطبيق المتعلق بحقوق الإنسان واللاجئين والقانون الإنساني، وإذ يؤكد في هذا الصدد أهمية الدور الذي تؤديه الأمم المتحدة في هذا الجهد،	1
20 - ظلت الحالة في وادي كودوري دون تغيير، ففي 22 أيلول/سبتمبر، قامت بعثة مراقبي الأمم المتحدة في جورجيا وقوة حفظ السلام التابعة لرابطة الدول المستقلة بدورية مشتركة في وادي كودوري السفلى الخاضع للسيطرة الأبخازية، وأبلغتا عن هدوء الحالة هناك.	1
وبطبيعة الحال، فإن الاستخدام الأول لإحالة مجلس الأمن بموجب نظام روما الأساسي (القرار 1593 (2005))، الذي أسفر عن إصدار أمرين بإلقاء القبض على اثنين من المشتبه فيهم، ينبع من التوصية التي قدمتها لجنة التحقيق الدولية المعنية بدارفور إلى مجلس الأمن.	1
(د) زيارة دعوة يقوم بها رئيس لجنة مكافحة الإرهاب أو المدير التنفيذي (أو كلاهما)، ربما يرافقها عضو أو أكثر من أعضاء اللجنة، بهدف إذكاء الوعي العام بالتهديد الإرهابي وتركيز الاهتمام السياسي الرفيع المستوى، داخل الحكومة أو البرلمان المعني، على أهمية تنفيذ القرار 1373 (2001) (مثلا من خلال اعتماد/تأجيل تشريعات مكافحة الإرهاب)؛	1
