ar	Relevant
"8. We are also deeply concerned about the growing scourge of terrorism and violent extremism in the Sahelo-Saharan region and the close links between armed terrorist groups and transnational organized crime, in particular drug and human trafficking networks, money-laundering and illicit arms trafficking."	1
"11. The criterion for listing is âengagement with the Taliban in threatening the peace, stability and security of Afghanistanâ, as set out in paragraphs 2 and 3 of resolution 2160 (2014)."	1
"The upgrades were fully underwritten by the government with the support of a panel of five international experts (from Australia, Malaysia, New Zealand, Portugal, Singapore and Malaysia) and technical support from UNAMA police."	1
"First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but it is also a manifestation of grievances that are expressed in an inhumane, hateful and abhorrent way."	1
"However, there is still a long way to go to bring about real and sustainable change in terms of outputs and results on the ground."	1
The Council calls upon [the affected State] to immediately apply appropriate procedures to the issue of property rights and to cease all forms of discrimination against [the minority population] in the provision of social benefits and reconstruction assistance.	1
"As a first step, I asked Mr. van Walsum to establish contacts with the parties and neighboring States to ascertain their views on the way forward."	1
(b) Recommendations on possible actions to strengthen the response to the threat posed by these foreign terrorist fighters.	1
The Commission received credible information that several individuals were relocated by persons working in military intelligence or security.	1
But urgent measures are needed to revitalize the brigade and at the same time ensure a more active contribution from the framework brigades both in terms of operations to neutralize armed groups and protect civilians.	1
"Rape and other crimes of sexual violence have occurred, but they have not been so widespread or systematic as to amount to a crime against humanity."	1
Schools that refused to register or had links to banned terrorist organizations were closed.	1
"Emphasizing in this context the importance of further progress by the Government of [the affected country] in ending impunity and strengthening judicial institutions, the rule of law and respect for human rights within [the affected country], including the human rights of women and girls, and in the reconstruction and reform of the prison sector in [the affected country]."	1
"The requirements for the withdrawal of Syrian military forces and equipment, as well as the holding of free and credible elections, have been fulfilled."	1
"Similarly, 26 States reported full measures in place to regulate and control the import and export of arms and explosives, while information is insufficient for the remaining four States."	1
"14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations worldwide to assist them in developing and/or implementing appropriate action plans in the context of counter-terrorism and engage them more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits."	1
"The commission's forensic experts were able to verify that some members of the military forces were buried in the trenches surrounding the military camp, while the civilians were all buried in multiple graves in the town's cemeteries."	1
Robert Montoya was unable to provide the team with any document to prove the transfer of ownership from CÃ´te d'Ivoire to Darkwood or Bilzbitsv Tecnica.	0
"This affects the Mission's ability to rapidly mobilize uniformed personnel to protect civilians at risk in the west, should the situation require it, as well as to support the activities of the country team more broadly."	1
"AQIM's arsenal may now include advanced anti-aircraft weapons from Libya, although it is unlikely that these weapons are still operational."	1
11. The Parties emphasized the importance of conducting this new phase with the accompaniment of regional and international partners and called on these partners to support and endorse these efforts in pursuit of the objectives set by the international community aimed at preserving the territorial integrity and sovereignty of Mali and consolidating its national unity.	1
"43. In pursuit of these objectives, the mission documented widespread cases of unlawful arrests, ill-treatment and prolonged pre-trial detention."	1
24. Lebanese President Suleiman Franjieh invited Syrian forces to enter Lebanon in May 1976 in the early stages of Lebanon's civil war.	1
"The Committee considers that the cases of torture that occurred could therefore amount to a crime against humanity and, given the discriminatory nature of the attacks, the cases of torture could also involve the crime of persecution as a crime against humanity."	1
"Moreover, the disappearance of Mr. Abu Adass on January 16, 2005 was not explained in a manner consistent with the notion that he intended to carry out a suicide bombing a month later."	1
"7. Emphasizes the importance of ensuring that the Commission continues to function effectively during the process of transforming its support structure into executive management, and in this regard decides that the Commission should continue to operate using its current support structure until it decides, in consultation with the Secretary-General, that the Committee should continue to operate using its current support structure until it decides, in consultation with the Secretary-General, that executive management is able to function."	1
"The survivors fled the village in their skins, and their dead were not buried."	1
"Urges [national authorities] to take all necessary measures to protect human rights, end impunity, initiate investigations to identify and bring to justice the perpetrators of such acts and take action to protect witnesses in order to ensure due process of law; and urges them to take steps to alleviate the climate of fear resulting from restrictions on freedom of expression and freedom of assembly."	1
"208. The Committee provided the Commission with a list of the number of casualties sustained and the number of weapons stolen during the period from January 2003 to November 2004. With regard to the army, it claimed that 937 personnel had been killed, 2,264 injured and 629 missing, and that 934 weapons had been stolen. Regarding the police, the Commission claimed that 685 police were killed, 500 were injured, 62 were missing, and 1,247 weapons were stolen. With regard to the security and intelligence apparatus, it claimed that 64 officers were killed, 1 officer was injured, 26 were missing, and 91 weapons were stolen."	1
"60. However, the abuse of children's rights, including sexual violence, remains a source of great concern throughout the country."	1
"295. In addition, given the politically motivated discriminatory nature of the systematic and widespread killing of civilians, such acts may very well constitute the crime of persecution as a crime against humanity."	1
"564. Taking into account the comment made above regarding the structure of the rebel groups, the Commission has collected sufficiently reliable documents indicating that four individuals holding important positions within the various rebel groups may be suspected of being responsible for knowingly failing to prevent or suppress crimes committed by the rebels."	1
"14. Notes the evolving nexus between terrorism and information and communications technologies, in particular the Internet, and the use of such technologies to commit and facilitate the commission of terrorist acts through their use to incite, recruit, finance or plan terrorist acts, and directs CTED to continue to address this issue in consultation with Member States, international, regional and subregional organizations, the private sector and civil society and to advise the Committee on other possible approaches."	1
"âThe Security Council recognizes the support provided by bilateral and multilateral actors, including the African Union, the European Union, the Organization of Islamic Cooperation, the League of Arab States, and sub-regional organizations such as the Economic Community of West African States, the Community of Sahelo-Saharan States, the Intergovernmental Authority on Development and the Arab Maghreb Union, in efforts to combat terrorism in Africa and calls on the international community and the UN system to strengthen their cooperation with sub-regional counter-terrorism bodies, such as the African Centre for Studies and Research on Terrorism (ACSRT)."	1
"66. Through the United Nations Rule of Law and Security Program, technical and financial support has been provided to a law enforcement seminar and training workshop for the Somali Police Force in Kampala since August 2005."	1
"To cite just one example, in October and December 2003, JEM launched an attack on Kulbus in West Darfur as described above, looting shops in the market."	1
"12. Calls upon the Government of Burundi to continue its efforts to ensure the promotion and protection of human rights and, together with its international partners, to support and strengthen the capacities of the Independent National Human Rights Commission and the Office of the Ombudsman, in accordance with General Assembly resolution A/RES/48/134 on national institutions for the promotion and protection of human rights, and further calls upon the Government to continue its fight against impunity and to take the necessary measures to ensure the full enjoyment of civil, political, social, economic and cultural rights, as enshrined in the Constitution of Burundi and in accordance with its obligations under international law."	1
"Reiterates the importance of strengthening, within a comprehensive framework, the functionality, professionalism and accountability of [the affected country's] security sector through appropriate screening, training, mentoring, coaching, preparation and empowerment efforts, for both women and men, in order to accelerate progress towards the goal of self-sufficiency and ethnic balance in [the affected country's] security forces that provide security and ensure the rule of law throughout the country."	1
"More than two million people have been killed during the conflict, and more than 4.5 million people have been forced from their homes."	1
"The Office of Information and Management will oversee the preparation of end-of-course evaluations via the Electronic Performance Appraisal System (e-PAS) for all Directorate staff, and will help all staff participating in the new voluntary networking initiative to enhance career mobility by increasing the horizontal mobility of staff in networked communities, such as the Political Affairs and Peace and Security Professional Network (PAPSN)."	1
Member States should continue to give serious consideration to designating individuals who provide training or enable the recruitment of Al-Qaida affiliates.	1
50. It is in Uganda's interest to stabilize the Great Lakes region as a whole.	0
"Noting with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of all Member States and undermines global stability and prosperity, and that this threat has become more widespread with an increase in terrorist acts in different regions of the world, including those motivated by intolerance or extremism, expressing its determination to address this threat and emphasizing the need to ensure that combating terrorism remains a priority in the international agenda."	1
:: Establish and provide assistance to local and international media outlets in support of peace processes: Establish and provide assistance to local and international media information outlets in support of peace processes.	1
"âThe Security Council reaffirms the need to combat all forms of terrorism and that no act of terrorism can reverse the path towards peace, democracy and reconstruction in Iraq, which is supported by the Government and people of Iraq and the international community."	1
"The international community is tired of what it rightly or wrongly perceived as two slow-moving, bulky, costly structures that some questioned their usefulness to the most affected victims of the crimes in question."	0
"In closed consultations, the Special Envoy briefed the Council on his priorities, his preliminary consultations and his thoughts on the way forward. He said that the Geneva communiquÃ© of June 30, 2014, remained valid and that it established the general parameters for a future negotiated solution."	1
The scope and scale of the events related to the conflict in Darfur make establishing the facts and gathering reliable evidence to identify suspected perpetrators difficult tasks that cannot be taken lightly.	1
"While I will continue to reach out to those States that have not yet responded to my appeal for voluntary contributions for a multinational force, and will seek your continued assistance in identifying a State that could act as lead nation, I would like to present to the Council the attached proposals for alternative options (see annex)."	1
"Over the past month, the number of conflict-affected individuals in the Darfur crisis has continued to rise, with 62,000 additional IDPs registered."	1
"To implement the plan, the two intend to unify, equip and train the various militias under their control in Far Far (Ethiopia) and Wajid (Bakool region)."	1
"The 1267 regime, which reflects the international community's determination to restrict the activities of al-Qaeda, has been instrumental in keeping the focus on the need to prevent the flow of funds to terrorist groups and restrict the movement of their members."	1
Those who surrendered or returned to Kailek were held in a small open field against their will for a long time (perhaps more than fifty days).	1
"37. The Mission continued to give high priority to the zero-tolerance policy on sexual exploitation and abuse, including induction briefings and regular training programmes for all United Nations personnel on the prevention of sexual exploitation and abuse."	1
"A system is to be established to ensure that victims of sexual exploitation and abuse are referred, on a case-by-case basis, to a non-governmental organization that will provide the necessary support."	1
"Nonprofits manage large budgets and move money across jurisdictions legally and with great ease, so they can provide a relatively secure global framework within which to operate with minimal risk of detection, and the sheer number of beneficiaries of large nonprofits allows them to move money with little risk, especially where nonprofits have semi-autonomous status that allows them to operate outside of regulators and law enforcement authorities."	1
"The Chair briefed the Council on the Committee's discussions at its meeting on 3 September, which focused on the midterm report of the Panel of Experts established pursuant to resolution 1874 (2009), issued on 1 August, and the Panel's update of the incident report on the launch of ballistic missiles by the Democratic People's Republic of Korea in June and July 2014, also issued on 1 August."	1
The Council is considering the possibility of using the International Fact-Finding Commission established in accordance with Article 90 of Additional Protocol I to the Geneva Conventions.	1
"The Security Council calls upon ECOWAS and its Member States as well as its partners in the international community to provide further support to ECOMIB in this regard and to continue to coordinate further international efforts to support peace, stability, the rule of law and the fight against impunity in Guinea-Bissau."	1
"Nothing is more urgent in Sierra Leone than maintaining peace, security and stability in the country."	1
"117. It is notable that, especially after the impact of the Janjaweed was brought to the attention of the international community, the reaction of the Government of the Sudan to the use of the name seems to be to deny any links between the State and the Janjaweed; most officials used to attribute the actions of the Janjaweed to âarmed banditsâ, ârogue elementsâ or even to SLA or JEM."	1
"The Security Council condemns all acts of violence and other forms of intimidation deliberately directed at humanitarian workers, as well as attacks on peacekeepers."	1
"In the same resolution, the Council also requested me to determine the form of the medal and to submit to it in due course the modalities for determining the nomination and selection of the recipients of the medal according to the criteria specified in the resolution."	1
"A few countries are unable to implement the measures at all, and this is where terrorists are able to break the ban at will."	1
"The center currently has 544 Forces nouvelles and national defense and security personnel, out of an authorized strength of a maximum of 568, including mixed police units."	1
"54. Following the withdrawal of the Syrian Arab Republic from Lebanon, the time has also come to begin the process of redefining the relationship between these two historically close neighbors."	1
"The changing environment in Afghanistan raises questions about Central Asian groups currently operating there such as Ansarullah (not listed), the ethnic Tajik splinter group of the Islamic Movement of Uzbekistan (QE.I.10.01)."	1
"36. At its 47th formal meeting, on June 20, 2014, the Working Group heard the Prosecutor of the International Criminal Court on the work of the Court in relation to children and armed conflict."	1
"As outlined above, this approach benefits from its growing understanding of the ongoing challenges of counter-terrorism, gained from its active dialogue with States, including within the framework of country assessment visits. The Executive Directorate continues to make specific referrals for technical assistance to address specific needs in the States it has visited. It does so on a targeted basis, targeting donors who have been deemed responsive, either because they are involved in ongoing programs in a specific State or because they have a keen interest and strong capacity in the relevant technical area."	1
Significant progress has been made in efforts to prevent terrorists from abusing the refugee and asylum systems.	1
"35. The Forces nationales de libÃ©ration (Palipehutu-FNL), which pose a threat to the security of Burundi and the region, must join the peace camp without delay."	1
"All of these measures have undoubtedly had an impact in raising awareness, developing mutual understanding, and addressing the dangers and threats of incitement."	1
"The latest report of the Secretary-General (S/2012/376), like its predecessors (S/2009/277 and S/2010/579), centered the discussion around five core challenges identified by him, namely: Enhancing compliance by parties to conflict with international law; enhancing compliance by non-State armed groups; enhancing protection by United Nations peacekeeping and other relevant missions; improving humanitarian access; and enhancing accountability for violations."	1
"In this regard, flexibility will be required during the implementation process to ensure that the framework can be adjusted, as necessary, in response to new developments and changes that arise in this context."	1
"14. Requests the Panel of Experts to continue to investigate the financing and role of armed, military and political groups in attacks against UNAMID personnel, and notes that entities and individuals planning, sponsoring or participating in such attacks constitute a threat to stability in Darfur and may therefore meet the criteria set out in paragraph 3 (c) of resolution 1591 (2005)."	1
"Also, while victims often expressed a lack of trust in the government's ability and willingness to defend them, the police were an exception to this trend."	1
47. The Government has expressed on several occasions its strong desire to receive direct capacity-building assistance for its national forces and has initiated contact with several potential bilateral partners.	1
"When the weapons collection began, six additional UN vehicles arrived carrying UN police officers, including Mr. Malik."	1
"- Emphasizes the need for the Secretariat to make precise and clear recommendations at least one month prior to mandate renewals on the content of the mandate and any necessary adjustments, taking into account developments on the ground and the views of the host country, relevant troop- and police-contributing countries and other parties, as appropriate."	1
The international community should now be willing to act with the same determination to protect the interests of Kosovo Serbs and other minority communities.	1
"Law enforcement efforts to combat cross-border crime have also been strengthened, and can be adapted to combat terrorism as appropriate."	1
"337. According to information reported by various organizations, cases of rape and sexual violence occurred during the attacks on the villages."	1
73. The Department of Civil Security and Emergency Preparedness was formally established on 9 November under UNMIK regulation 2000/61.	1
"24. On 13 March, following the adoption of Security Council resolution 2136 (2014) on 30 January, the Secretary-General appointed six individuals with expertise in the areas of arms, armed groups, customs/aviation, finance, natural resources and regional issues to serve on a Panel of Experts until February 2015 (see S/2014/183)."	1
"94. All but one State for which no information is available has developed strategies and institutional structures to combat terrorism, and there is full or partial coordination between law enforcement agencies dealing with counter-terrorism issues."	1
"At least three of the 142 Taliban members on the list have been arrested, although it is not yet clear what exactly they are being charged with."	1
"On Saturday, December 27, 2003, in the village of Dumai Tamit in South Darfur: âWe were attacked early in the morning around the time of morning prayers at about 5:30 a.m. [The witness showed a bullet wound on his leg]. The attackers were on horses and camels and some of them were wearing uniforms."	1
"The Executive Directorate has also developed strong relationships with some regional and subregional organizations, notably the Caribbean Community and the Inter-American Committee against Terrorism of the Organization of American States in the Americas; the African Centre for the Study and Research on Terrorism, the African Union, the Economic Community of West African States, the IGAD Capacity Building Programme for Counter-Terrorism and the Southern African Development Community in Africa; the Council of Europe, the European Union and the Organization for Security and Cooperation in Europe; the Pacific Islands Forum, in the"	1
577. Mixed tribunals established in other conflicts have followed two similar but distinct models.	1
Strengthening standards implementation will be necessary to deepen confidence in Kosovo Serbs and other minorities during this period of heightened political tension. The confidence of the region and the international community will be essential.	1
"âThe Security Council notes that this year marks the fifteenth anniversary of the Security Council's successive consideration of the protection of civilians in armed conflict as a thematic issue, and recognizes the urgent need for the Security Council and Member States to continue to strengthen the protection of civilians in armed conflict."	1
"14. Decides that, in order to prevent Al-Qaida and other individuals, groups, undertakings and entities associated with it from obtaining, handling, storing, using or seeking access to all types of explosives, whether military, civilian or improvised, as well as raw materials and components that may be used for improvised explosive devices or unconventional weapons, including (but not limited to) chemical agents, detonation cords or toxins, Member States shall take appropriate measures to encourage vigilance by their citizens, persons subject to their jurisdiction, and companies"	1
421. The role of the police in the current conflict is not entirely clear.	1
"It was noted in this context that, in addition to making a crucial contribution to the fight against impunity per se, the establishment of the ad hoc tribunals by the Council also has a catalytic effect at the national level: The existence and functioning of the International Tribunal for the Former Yugoslavia had encouraged the establishment of national courts to prosecute war crimes in Bosnia and Herzegovina, Serbia and Croatia; and the existence and functioning of the International Criminal Tribunal for Rwanda had put considerable pressure on Rwanda to reform its judicial system."	1
"He added that in his opinion, âthe village is a small area, difficult to divide into parts, so the whole village becomes a military target.â"	1
"6. Recalls the obligations mentioned in operative paragraph 2 (e) of resolution 1373 (2001), and recalls in particular those relating to terrorist attacks against United Nations personnel, peacekeepers and installations."	1
"13. With regard to the recommendation of the Monitoring Team regarding the payment of ransoms to listed entities (para. 60), the Committee wishes to recall paragraph 5 of resolution 1904 (2009), in which the Council affirms that the requirements in paragraph 1 (a) of the same resolution also apply to the payment of ransoms to individuals, groups, undertakings or entities on the Consolidated List."	1
":: March 14, 2005: March 14, 2005, a counter-demonstration led by Christians and Sunnis demanding the withdrawal of Syrian troops and the arrest of the heads of the security and intelligence services."	1
"48. To be effective, it is essential to freeze all targeted assets of a listed individual or entity as soon as such a listing is made."	1
"Consequently, troop- and police-contributing countries must ensure, through self-certification, that deploying personnel have received predeployment training in the protection of civilians."	1
He later reported that General Assef Shawkat had forced Mr. Abu Adass to record the tape in Damascus about 15 days before the assassination.	1
"47. In addition to the marked increase in arms flows into Somalia, both sides are also very actively distributing arms and ammunition to their respective militias, equipping militiamen with individual combat equipment, securing and stockpiling food, medicine, fuel and other necessities for sustained fighting, organizing themselves into military-style structures, escalating militia recruitment and training and developing strategies and plans to militarily defeat the other side."	1
"During this period, the Commission will continue to investigate the crime and assist the Lebanese authorities in pursuing the investigation."	1
"The Security Council recognizes the need for humanitarian agencies to continue to engage with all parties to armed conflict for humanitarian purposes, including activities aimed at ensuring respect for international humanitarian law."	1
"UN human rights mechanisms have expressed concern, for example, about measures taken by some states to restrict or, in some cases, criminalize the activities of certain religious groups or their members."	1
"Except in cases where an individual is caught in the act of committing a crime, law enforcement officials must present an arrest warrant in order to arrest or detain the person."	1
"5. Requests the SecretaryGeneral, pursuant to paragraph 6 of resolution 1980 (2011), to keep it informed in the final report referred to in paragraph 2 above by June 30, 2011, as well as in his future relevant reports on UNOCI and UNMIL, of developments, measures taken and efforts made in the coordination of UNOCI and UNMIL to assist the Governments of CÃ´te d'Ivoire and Liberia to control their respective borders and surrounding areas their borders and surrounding areas, including by providing him with information on how movable assets contribute to this effort, paying particular attention to any cross-border movements of combatants or arms transfers, and in this regard encourages UNOCI and UNMIL, within their mandates and within their capabilities and areas of deployment, to jointly assist the Governments of CÃ´te d'Ivoire and Liberia in disarming those who jeopardize national reconciliation and peace consolidation."	1
"19. The Ombudsperson continued to engage with representatives of the Counter-Terrorism Implementation Task Force and the Counter-Terrorism Committee Executive Directorate established pursuant to resolution 1373 (2001), as well as the Terrorism Prevention Branch of the United Nations Office on Drugs and Crime and the Office of the United Nations High Commissioner for Human Rights."	1
"This categorization is necessary not only to determine whether the crimes amount to genocide, but also to identify the perpetrators."	1
"However, it is important to recall that, beyond these confidence-building measures, the Ivorian Government remains responsible for ensuring the safety and security of its citizens. On September 6, a group of young patriots in Abidjan attacked Issa Diakite, Minister of Territorial Administration."	1
"In Amman, on November 9, 2005, suicide bombers attacked three hotels, killing 60 people and wounding at least 115 others."	1
"While authorizing all units to conduct targeted offensive operations to neutralize armed groups may be impractical, urgent measures are needed to ensure a more effective contribution of the framework brigades to activities in the context of the neutralization of armed groups and the protection of civilians."	1
The Council encourages neighboring States to cooperate with the Regional Task Force to eliminate the threat posed by the LRA.	1
"The Committee considers that all persons, including those accused of serious crimes, should of course be presumed innocent until proven guilty in a fair trial."	1
Drug trafficking and transnational organized crime	1
Recognizing also the concurrent recommendation of the Commission that there is a need for continued international assistance and assistance to the Lebanese authorities to unravel the full extent of this terrorist act and that a sustained effort by the international community to establish a programme of assistance and cooperation with the Lebanese authorities in the field of security and justice is essential.	1
"Cooperation in the subregion continues to improve, but should be further strengthened, especially in border areas, to enhance controls to protect against possible terrorist incursions and the spread of cross-border crime."	1
"193. In order to effectively address the asymmetric nature of the terrorist threat, it is necessary to enhance cooperation through the establishment of a continuous exchange of information between law enforcement, border security and intelligence agencies."	1
"In order for someone to be named as an accused perpetrator, the international crimes for which they may be responsible must be identified."	1
"The draft also does not provide for any special measures for child victims, witnesses or accused children."	0
This power struggle manifests itself in different forms and aims to attract different national forces within civil society and public opinion in order to gain additional popular support or influence.	1
"3. A senior Al-Ittihad commander with full responsibility for the training camps purchased AK-47 assault rifles, PKM machine guns, RPG-7 rocket launchers, F-1 hand grenades, rifle grenades and 60 mm-82 mm mortars at the ErtuÄt market between 7 and 21 November 2004. The same individual purchased 2 PKM assault rifles, 10 SG-43 medium machine guns, 120 TT-33 âTokarevâ pistols and 60 AK-47 assault rifle magazines on November 27, 2004; as well as 16 PKM machine guns and RPG-7 rocket launcher ammunition on January 15, 2005 (S/2005/153, annex II)."	1
"27. At the end of the reporting period, the Mission's police strength stood at approximately 4,400 officers from 53 countries, representing over 90 per cent of the Mission's total authorized strength."	1
"Attached to the present letter is the work program of the Committee established pursuant to paragraph 6 of Security Council resolution 1373 (2001), covering the period from 1 July to 31 December 2009 (see annex)."	0
"His innovation was to shift the target from Muslim countries to the West, especially the United States; by characterizing his terrorism as a struggle between Islam and its enemies, he was able to bring together several diverse and often competing groups under one banner."	1
"Law enforcement agencies are well organized and have established special counter-terrorism agencies, committees, and units."	1
The militias continue to carry out attacks under the pretext that they are not party to any agreement. The government has not acted to stop them.	1
"Ten people were questioned on the day of the explosion, and nearly 40 people were questioned over the next two months."	1
"In Port-au-Prince, however, a marked increase in violence and criminality, including kidnappings, led to a general sense of serious concern during May and June."	1
"General Mogis concluded his presentation by warning that the approaching dry season increases the risk of renewed hostilities, which is why UNISFA has increased the number of unmanned patrols, but emphasized that if there is no dialogue it will not be possible to prevent the situation from deteriorating at some point."	1
"Following its meeting on September 8, 2010, the Working Group adopted its conclusions on children and armed conflict in Colombia (see S/AC.51/2010/3)."	1
"Emphasizing the obligation of all Member States to fully implement resolution 1373 (2001), including with respect to the Taliban or Al-Qaida and any individuals, groups, undertakings or entities associated with Al-Qaida, Osama bin Laden or the Taliban that have participated in the financing, planning, facilitating, recruiting, preparing, committing or supporting of terrorist activities, as well as their obligation to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions."	1
"On November 12, another suicide bombing occurred at a school in Kontagora, Niger State, injuring dozens of people. On November 25, two girls carried out a suicide bombing that killed more than 45 people in a Maiduguri market. On November 27, a bomb exploded in the Maraba-Mubi area of Adamawa State, killing at least 40 people. The Kano Central Mosque was attacked on November 28, killing at least 120 people and injuring more than 270 others."	1
"Decides that the measures referred to in paragraph [relevant] above [the travel ban and assets freeze] shall apply to the following individuals and, as appropriate, entities as designated by the Committee: ... (e) Individuals or entities operating in [the relevant country] who commit grave violations involving the targeting of children or women in situations of armed conflict, including killing and maiming, sexual violence, abduction and forced displacement."	1
Two vehicles were burned. Ground floor offices were looted.	1
"14. The three existing geographic clusters (A, B and C) will remain unchanged and will continue to constitute the core management structure within the Evaluation and Technical Assistance Office."	0
"Witnesses stated that in South Darfur, rebels attacked and looted a police station and government offices in Yasin in January 2004."	1
UNFICYP has also identified certain military assets that are underutilized and can be repatriated without jeopardizing the mission's ability to conduct operations.	1
"Without these baseline assessments and agreed-upon goals, it is difficult to define the scope and dimensions of the issue, develop effective projects and monitor progress."	0
"The Security Council recognizes that the human rights of women and girls are particularly at risk in situations of armed conflict and post-conflict, and notes that members of civil society working on women's human rights issues can be targeted in some of these situations."	1
The ability to freeze terrorism-related funds and assets is often inadequate and limited in all countries.	1
"The commission also established that government armed forces, the State Security Service, and military intelligence are responsible for the unlawful arrest and detention of civilians."	1
The Committee will therefore forward those recommendations to the Counter-Terrorism Committee established pursuant to resolution 1373 (2001).	1
"As stated in a March 2003 statement formulating the movement's policy, âThe SLM/A is a national movement that, together with like-minded political groups, aims to address and resolve the fundamental issues facing Sudan as a whole."	1
"Most importantly, it urges these authorities to strictly adhere to the deadline of holding democratic elections by November 2015."	1
"While no cases have in fact occurred since the Team's last report, there is still a risk that listed groups and individuals may still harbor hopes of launching such an attack, in addition to a number of reports of the continued existence of illegal stockpiles of radioactive material, including in areas where Al-Qaida and the Taliban are active."	1
"According to Article 3 common to the four Geneva Conventions, international humanitarian law also applies in armed conflicts that are not of an international character."	1
"3. States must bring to justice, in accordance with international law and in particular on the basis of the principle aut dedere aut judicare, those who finance, plan, support or commit terrorist acts or provide safe haven to terrorists."	1
"- With regard to paragraphs 46, 48 and 49 on the arms embargo and border control, the truth is that arms smuggling is from Lebanon to Syria. Everyone knows that certain groups in Lebanon are involved in attempts to destabilize Syria by supplying armed terrorist groups in Syria with weapons and funds to undermine Syria's stability."	1
Import-export of weapons: Monitoring and controlling smuggling	1
"For example, a military unit, under orders from above, proceeds to arrest a number of enemy civilians in violation of international law; however, in the course of the military operation, a soldier kills or tortures one of the civilians in question."	1
"The bodies of five people believed to be supporters of Mr. Coulibaly, with signs of gunshot wounds and torture, have been held at the BouakÃ© morgue since late December, pending the results of criminal investigations."	1
"Furthermore, the results of the promotion process for National Police officers in the Border Patrol Unit, Special Police Unit, and Marine Unit are of concern because their scores on the written test were significantly lower than those of their counterparts in other units."	0
"Some reports also suggest that foreigners from Chad, the Libyan Arab Jamahiriya and other countries responded to the call and that the government was more than willing to recruit them."	1
"This is another case of a planned and organized joint attack by government forces and the Janjaweed, during which mass killings and summary executions were committed."	1
"By maintaining, developing and improving a consolidated list of individuals and entities associated with Al-Qaida and the Taliban, and by effectively monitoring Member States' implementation of sanctions against listed individuals and entities, the Committee plays a vital role in the United Nations counter-terrorism efforts."	1
"As noted above, various sources have confirmed that the children are wearing uniforms and carrying weapons."	1
"2. Reiterates that the authorities in Bosnia and Herzegovina bear the primary responsibility for further successful implementation of the peace process and that the continued willingness of the international community and major donors to assume the political, military and economic burden of implementation and reconstruction efforts will be determined by the compliance and active participation of all authorities in Bosnia and Herzegovina in implementing the Peace Agreement and rebuilding a civil society, in particular in full cooperation with the ICTY in strengthening common institutions and facilitating returns of refugees and displaced persons."	1
Supporting the Envoy's call on the Syrian Government to immediately and visibly implement all elements of the Envoy's six-point proposal in its entirety in order to achieve a sustained cessation of armed violence in all its forms by all parties.	1
(g) Consideration of reports submitted pursuant to paragraph 9 below.	0
"64. It should be noted that the ability of States in the subregion (particularly the Sahelian States) to prevent terrorists from organizing and moving freely across their territories depends not only on the effectiveness of bilateral and subregional cooperation but also on measures taken to apply international best practices in law enforcement and border control and on how effectively borders, coasts and landlocked areas are protected and monitored."	1
"11. The active presence of ethnic and community-based militias remains a major source of instability, particularly in the western part of the country, which in recent months has been the scene of violent clashes between ethnic groups."	1
"This report also lays out three specific approaches to strengthening sanctions implementation: First, preventing ransom payments to Al-Qaida and its affiliates, with a view to strengthening the asset freeze: Second, the use of biometrics and changes to national standards to identify unauthorized travelers, to enhance the travel ban on listed individuals: III. Enhanced analysis of improvised explosive devices used by Al-Qaida and its affiliates and measures to reduce the availability of components for such devices."	1
"49. During the famine period, ideological indoctrination was used to maintain order at the cost of seriously aggravated hunger and widespread famine."	1
"The multi-ethnic character of Kosovo and Metohija spoken of in the report is ignored, most notably the judicial system established in Kosovo and Metohija (para. 57)."	1
President Abbas also told me that âthe illegal transfer of large quantities of weapons to refugee camps by some Palestinian groups endangers Lebanon and does not serve the Palestinian cause.â	1
"At the conclusion of the conference, declarations were adopted on key thematic areas, such as political and economic governance; private sector development; natural resource management; support for the Sierra Leonean diaspora; accountability; and frameworks for natural resource utilization and distribution of state resources."	1
1. The present report of the Security Council Committee established pursuant to resolution 1518 (2003) covers the period from 1 January to 31 December 2009.	1
"However, there are two levels of courts: District Courts (in Dili, Baucau, Suai, and Oecussi), and the Court of Appeals (which, pending the establishment of the Supreme Court, also has jurisdiction to exercise the functions of the Supreme Court)."	0
"âThe Security Council further calls on the Government of the DRC to continue implementing its action plan to prevent and halt the recruitment and use of children, as well as to prevent and halt all acts of sexual violence against children by the FARDC."	1
"In each case, the young women were forced to undress at gunpoint, raped by the Janjaweed and then left naked on the road."	1
E. Post-conflict reconstruction and rehabilitation.	0
"1. Calls upon States to renew their commitment to prevent and combat genocide and other serious crimes under international law, reaffirms the provisions of paragraphs 138 and 139 of the 2005 World Summit Outcome Document (A/60/L.1) on the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity, and emphasizes the importance of drawing lessons from the 1994 genocide against the Tutsi in Rwanda, in which Hutu and others who opposed the genocide were also killed."	1
"Later the same day, military actions at the FACI air base at Abidjan International Airport resulted in the destruction of two other Su-25s, two Mi-24v helicopters, and a drone."	1
