id	ar	QuadClass
2014/s/2014/913/42:2	In 2014, in response to the provisions of resolutions 2083 (2012) and 2161 (2014), and with a view to further strengthening the implementation by national authorities of Security Council sanctions regimes, the Division standardized the format of all United Nations Security Council sanctions lists and developed a unified sanctions list imposed by the Security Council, which includes names included in all sanctions lists imposed by the Security Council sanctions committees.	1
2014/s/2014/914/14:3	It provided details about the violations and abuses committed against children in Yemen.	2
2004/s/2004/642/48:1	16. The Executive Director will ensure that each international, regional and subregional organization has a focal point within the Office, including the need to liaise with the Office of the United Nations High Commissioner for Human Rights and other relevant organizations on issues related to human rights and counter-terrorism.	2
1994/s/res/918_1994_/21:1	Recalling in this context that the killing of members of an ethnic group with the aim of destroying that group, in whole or in part, constitutes a crime punishable under international law,	1
2011/s/2011/298/19:1	14. Overall, the number of military operations carried out by the Armed Forces of the Democratic Republic of the Congo, supported by the United Nations Stabilization Mission in the Democratic Republic of the Congo, has decreased. Between 6 and 15 February, the Mission supported the armed forces&#39; Operation Mapima Mapia (New Dawn) in the Kayabayonga region of North Kivu, which was intended to deter the activity of armed groups and enhance the protection of civilians.	2
2014/s/2014/41/63:1	4 - Groups affiliated with Al-Qaeda emerge, mostly independently, with generational, geographical, ethnic, structural and operational changes.	1
2005/s/2005/60/502:5	Given that the killings committed by the Government and the Janjawid appear to have systematically targeted the Fur, Masalit, Zaghawa and other African tribes for political reasons, this indicates that these killings are of a discriminatory nature and, therefore, may constitute persecution among the crimes committed. against humanity.	1
2014/s/2014/571/8:1	On 19 August (World Humanitarian Day), the United Kingdom, in its capacity as President of the Security Council, will hold an open session of the Council, in the form of a briefing, on the protection of humanitarian personnel, under the agenda item on the protection of civilians in armed conflict.	1
2014/s/2014/419/47:1	The parties committed to the preliminary agreement for the presidential elections and the inclusive peace talks in Mali, signed on 18 June 2013 in Ouagadougou, are the Arab Movement of Azawad, the Coordination of Movements and National Forces of Resistance and the Coalition of the People for Azawad;	1
2014/s/2014/740/41:3	Since October 2013, Atlanta has thwarted two pirate attacks and transferred five suspected pirates for trial in the Seychelles.	4
2005/s/2005/68/16:1	12 - In short, it can be said that the militias have continued and intensified their attacks on civilians recently, but not on the widespread and systematic scale witnessed in the months preceding the joint statement.	4
2008/s/2008/324/97:3	Second, the lack of information causes frustration and dissatisfaction among those responsible for verifying the list on which effective implementation depends most, increasing the risk that the names listed will go undetected, and the possibility that measures will be applied to unintended targets.	1
2011/s/2013/467/68:5	Al-Qaeda in the Islamic Maghreb (QE.T.14.01) has developed significant expertise in kidnapping for ransom.	1
2011/s/2011/463/386:1	(b) Strengthening its ability to freeze terrorist funds and assets without delay, through developing national âfreezingâ mechanisms that complement regional frameworks;	1
2005/s/2005/60/779:6	The Trial Chamber also confirmed that what is required, according to the international rules relating to genocide, is that the targeted group be a stable and permanent group, formed in a permanent pattern, with a reference to birth and recognizable as such (paras. 511 and 702).	1
