es	Relevant
Sigo pensando que los complejos retos de seguridad de Somalia no pueden abordarse con las capacidades de una fuerza de mantenimiento de la paz típica de las Naciones Unidas y que una fuerza multinacional es la herramienta adecuada para estabilizar Mogadiscio.	1
"Trece celdas contenían dos detenidos cada una, mientras que siete celdas sólo tenían un detenido cada una."	1
"34. Subraya la importancia de la consulta y la cooperación entre las Naciones Unidas, el Comité Internacional de la Cruz Roja y otras organizaciones pertinentes, incluidas las organizaciones regionales, para mejorar la protección de los civiles en los conflictos armados;"	1
"Los miembros del Consejo subrayaron que la MINUEE se creó por invitación de ambas partes, dispuestas a ayudarlas en la aplicación de los Acuerdos de Argel."	1
Otro Estado señaló que la principal responsabilidad en materia de prevención recaía en el ejército nacional y en su dirección de inteligencia y señaló que la presencia de campos de refugiados en su territorio planteaba un reto particular.	1
"""El Consejo de Seguridad recuerda asimismo los atroces atentados terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington D.C. y Pensilvania, así como los otros numerosos atentados perpetrados por la red en todo el mundo."	1
"Un elemento importante es el hecho de que en varias aldeas atacadas e incendiadas tanto por las milicias como por las fuerzas gubernamentales, los atacantes se abstuvieron de exterminar a toda la población que no había huido, sino que mataron selectivamente a grupos de hombres jóvenes."	1
"11. Alienta a este respecto al Gobierno de Burundi a que, en colaboración con todos los socios internacionales, elabore una estrategia de desarme, desmovilización y reintegración y siente las bases para la reintegración socioeconómica sostenible de los soldados desmovilizados, los excombatientes, los refugiados que regresan, los desplazados y otros grupos vulnerables afectados por el conflicto, en particular las mujeres y los niños, de conformidad con las resoluciones 1325 (2000), 1612 (2005), 1674 (2006) y 1820 (2008) del Consejo de Seguridad;"	1
"Varias delegaciones han pedido al Gobierno de Malí que investigue las violaciones de los derechos humanos, y han expresado su preocupación por la puesta en libertad de autores de delitos graves contra los derechos humanos."	1
"Instar a los organismos regionales y/o subregionales pertinentes a que desarrollen y apliquen políticas, actividades y actividades de promoción en beneficio de los civiles afectados por conflictos armados."	1
Las investigaciones demuestran que cuando las intervenciones externas en conflictos internos no conducen a una rápida victoria militar es probable que hagan que los conflictos internos duren más tiempo.	1
"Al mismo tiempo, tras la retoma de la ciudad por las fuerzas gubernamentales, recibió a unas 11.000 personas desplazadas a las que trató de ayudar lo mejor que pudo."	1
Una diferencia fundamental entre ambas radica en sus orígenes: La UNCC fue establecida por el Consejo de Seguridad y la EECC se creó mediante un acuerdo bilateral entre los Gobiernos de Eritrea y Etiopía.	1
"19. Pide al Grupo de Expertos que siga coordinando sus actividades, según proceda, con las operaciones de la Operación Híbrida de las Naciones Unidas y la Unión Africana en Darfur (UNAMID) y con los esfuerzos internacionales para promover un proceso político en Darfur, y que evalúe en sus informes provisional y final los progresos realizados para reducir las violaciones por todas las partes de las medidas impuestas en los párrafos 7 y 8 de la resolución 1556 (2005), el párrafo 7 de la resolución 1591 (2005) y el párrafo 10 de la resolución 1945 (2010), los progresos realizados para eliminar los obstáculos al proceso político, las amenazas a la estabilidad en Darfur y en la región; las violaciones del derecho internacional humanitario o las violaciones o abusos de los derechos humanos, incluidos los ataques contra la población civil, la violencia sexual y de género y las violaciones y abusos graves contra los niños, y otras violaciones de las resoluciones mencionadas, y que proporcione al Comité información sobre las personas y entidades que cumplen los criterios de inclusión en la lista del apartado c) del párrafo 3 de la resolución 1591;"	1
"8. Principalmente en el este de Libia, los continuos esfuerzos de Ansar al-Shariaa (no incluida en la lista y no idéntica a la filial Ansar al-Shari'a de AQAP) son motivo de preocupación. Existen contactos operativos entre Ansar al-Shariaa y las filiales de Al-Qaeda en el Sahel, el Magreb, Oriente Medio y el sur de Asia. Muchos combatientes extranjeros han viajado a campos de entrenamiento en Libia antes de dirigirse a otros lugares para luchar."	1
(n) Coordinarse y cooperar con el centro nacional de coordinación antiterrorista u organismo de coordinación similar en el Estado de visita cuando proceda;	1
"El Gobierno australiano, que preside actualmente el Arreglo de Wassenaar, ha presentado al Foro Regional de la Asociación de Naciones del Sudeste Asiático (ASEAN) una iniciativa de reducción de amenazas sobre el uso de estos sistemas."	1
"Tomando nota de la solicitud del Gobierno de Afganistán de que el Consejo de Seguridad apoye la reconciliación nacional, incluso retirando de las listas de sanciones de las Naciones Unidas los nombres de quienes se reconcilien y, por lo tanto, hayan dejado de participar en actividades que amenacen la paz, la estabilidad y la seguridad de Afganistán o de apoyarlas,"	1
La aplicación de los cambios en la estructura policial de Bosnia y Herzegovina necesitará el apoyo de expertos policiales internacionales.	1
"Por lo tanto, en opinión de la Comisión, pueden constituir crímenes contra la humanidad."	1
"Aunque en la mayoría de los incidentes las fuerzas gubernamentales pueden no haber participado directamente en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar de los hechos son suficientes para hacerlas corresponsables."	1
"En algunas zonas de Abiyán había carros de combate, vehículos blindados de transporte de tropas y lanzacohetes."	1
"Insto a los donantes a que estudien opciones para apoyar los esfuerzos de desarme, desmovilización y reintegración de Sudán en el periodo posterior al referéndum."	1
"165. Once Estados son parte en el Convenio sobre la financiación del terrorismo, y seis de ellos han tipificado adecuadamente como delito la financiación del terrorismo."	1
El secuestro de un sacerdote francés en Camerún por Boko Haram y Ansaru en colaboración en noviembre de 2013 demuestra la capacidad de estos dos grupos para actuar más allá de las fronteras de Nigeria.	1
Los miembros del Consejo expresaron su honda preocupación por los crímenes que se están cometiendo en Libia.	1
"Recordando la Declaración de la Presidencia del Consejo de Seguridad (S/PRST/2012/17), de 4 de mayo de 2012, sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,"	1
"50. En un incidente, en Yopougon, a las 6.15 horas, cuando los manifestantes intentaban reunirse en la calle, un jeep con hombres uniformados que hablaban inglés, sin insignias, amenazó con matarlos."	1
Ambos enfoques serán esenciales para hacer frente al desafío terrorista.	1
"Las niñas fueron retenidas durante tres días, violadas y luego liberadas."	1
53. INTERPOL también está creando el Sistema de Rastreo Electrónico de Armas de INTERPOL para ayudar a los organismos nacionales encargados de la aplicación de la ley a rastrear los movimientos y usos ilícitos de las armas de fuego.	1
Están sometidos a una verdadera presión por parte de la comunidad internacional y cualquier comunicación bidireccional pone en peligro su seguridad.	1
"""El Consejo alienta la cooperación internacional y regional para identificar el origen y la transferencia de armas pequeñas y ligeras a fin de impedir su desvío, incluso hacia Al-Qaida y otros grupos terroristas."	1
"Uno o dos Estados han mostrado su preocupación por el hecho de que, al congelar los activos de una OSAL incluida en la lista, no podrían financiar proyectos bajo su control, como orfanatos, hospitales o centros de refugiados."	1
"Mientras que los líderes de Afganistán conservan su atractivo personal y su credibilidad histórica como fundadores de Al Qaeda, y son mejores a la hora de fingir que existe una justificación religiosa para el terrorismo, Al Qaeda en Irak, ya esté dirigida por Abu Musab Al Zarqawi o por un sucesor, con su flujo de atentados que acaparan titulares, tiene el mayor atractivo para quienes ansían la acción."	1
"Como mínimo, debería atenuar su sufrimiento obligando al Estado sudanés a reparar su daño."	1
"Los miembros del Consejo también han expresado su esperanza de que las autoridades etíopes den pronto curso a la reunión de La Haya, con vistas a establecer las modalidades para una rápida aplicación de la decisión sobre delimitación de fronteras."	1
"""El Consejo de Seguridad exhorta a las autoridades de Burundi y de la República Democrática del Congo a que cooperen activamente para que los autores y los responsables de esos crímenes sean llevados sin demora ante la justicia."	1
"Pide al Secretario General que garantice: a) la supervisión y la presentación de informes continuas, como parte de los informes mencionados en el [párrafo pertinente] supra, sobre la situación de los niños, incluida una estrecha cooperación con los agentes de protección de la infancia, y b) el diálogo continuo con las partes en conflicto con miras a la elaboración y aplicación de planes de acción con plazos definidos para poner fin al reclutamiento y la utilización de niños soldados y a otras violaciones del derecho internacional humanitario y de las normas de derechos humanos contra los niños;"	1
"A partir de los resultados de las investigaciones de la Comisión y del Líbano realizadas hasta la fecha y sobre la base de las pruebas materiales y documentales recogidas, así como de las pistas seguidas hasta ahora, existen pruebas convergentes que apuntan a la implicación tanto libanesa como siria en este acto terrorista."	1
"Hago un llamamiento a la comunidad de donantes para que contribuyan generosamente a las actividades de retirada de minas de Landmine Action, que son esenciales para proporcionar un entorno seguro a la población local, así como al personal militar y civil de las Naciones Unidas en el Sáhara Occidental."	1
También se comprometieron a verificar que todos los reclutas fueran mayores de 18 años.	0
"De especial interés es la cooperación policial continuada a través del Centro Regional de Lucha contra la Delincuencia Transfronteriza de la Iniciativa de Cooperación de Europa Sudoriental y de la Secretaría del Convenio de Cooperación Policial para Europa Sudoriental, de reciente creación."	1
"Destacando la necesidad de intensificar la lucha contra el terrorismo a escala nacional y de reforzar, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en este ámbito sobre la base de los principios de la Carta de las Naciones Unidas y de las normas del Derecho internacional, incluido el respeto del Derecho internacional humanitario y de los derechos humanos,"	1
"Durante la marcha, el Real Ejército Marroquí informó al Comandante de la Fuerza de que sus fuerzas habían recibido instrucciones de vigilar la situación."	1
"El establecimiento de programas regulares in situ para la inspección de las entidades obligadas a comunicar información, con el fin de garantizar el cumplimiento de los requisitos en materia de lucha contra el blanqueo de capitales y la financiación del terrorismo, plantea un reto importante para algunos Estados, ya que se trata de un ejercicio que exige muchos recursos."	1
"17. A pesar del desarme de 15.600 excombatientes en Ituri, la Comisión Nacional de Desmovilización y Reinserción sigue teniendo dificultades para cumplir sus responsabilidades, en particular el pago de las prestaciones de desmovilización a los excombatientes, lo que ha provocado un mayor descontento entre ellos. Es necesario pagar las prestaciones con urgencia y regularidad."	1
"El personal de servicio y el pueblo de la RPDC aplastarán el temerario tinglado de los derechos humanos de las fuerzas hostiles con las más duras contraacciones sin precedentes y defenderán con firmeza el régimen socialista, su vida y su alma."	1
"Según su declaración, estaba en su oficina cuando oyó la explosión, pero pensó que el ruido era consecuencia del paso de cazas israelíes por la barrera del sonido."	1
"Reconociendo que el examen de la cuestión de la protección de los periodistas en los conflictos armados por el Consejo de Seguridad se basa en la urgencia y la importancia de esta cuestión, y reconociendo el valioso papel que puede desempeñar el Secretario General para proporcionar más información sobre esta cuestión,"	1
"""A este respecto, el Consejo de Seguridad acoge con satisfacción la noticia del 1 de mayo de 2011 de que Osama bin Laden nunca más podrá perpetrar tales actos de terrorismo, y reafirma que el terrorismo no puede ni debe asociarse a ninguna religión, nacionalidad, civilización o grupo."	1
"El nuevo reclutamiento es una grave violación en sí mismo, pero también socava gravemente la capacidad de funcionamiento de los programas y de que los niños confíen en su rehabilitación sin sufrir acoso."	1
"""El Consejo de Seguridad expresa su intención, al establecer o renovar el mandato de los Comités de Sanciones pertinentes, de considerar las disposiciones relativas a las partes que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados."	1
"26. Además de los informes sobre sus viajes, el Equipo presentó unos 15 documentos en respuesta a solicitudes del Comité. En ellos se trataban cuestiones como las estrategias de los Estados Miembros en materia de presentación de informes; las personas incluidas en la lista que se cree que han muerto; las exenciones a la prohibición de viajar; la cooperación con INTERPOL; las exenciones por motivos humanitarios; los posibles casos de incumplimiento; las opiniones del sector financiero privado respecto del régimen de sanciones; la lista de verificación; la colaboración con organizaciones internacionales y regionales; el uso de Internet con fines terroristas; y un cuadro de las experiencias de los Estados Miembros en la aplicación de las sanciones."	1
"Razón de más para intensificar los esfuerzos encaminados a una prohibición de viajar bien dirigida y debidamente aplicada a las personas incluidas en la lista, en particular a las estrechamente vinculadas a esta creación de redes y facilitación."	1
"Estos grupos armados están implicados en actividades delictivas, como la explotación ilícita de recursos naturales, el tráfico de armas y municiones, el contrabando y los impuestos ilegales."	1
"Muchos Estados han desarrollado, con socios bilaterales y multilaterales, algún tipo de mecanismo de alerta temprana para ayudar a predecir y prevenir atentados terroristas."	1
"La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, y la de las mujeres del 22%."	1
"49. Confirma que ningún asunto debe quedar pendiente ante el Comité durante un período superior a seis meses, a menos que el Comité determine, caso por caso, que circunstancias extraordinarias exigen un plazo adicional para su examen, de conformidad con las directrices del Comité;"	1
"En total, el equipo recopiló información sobre ataques en 51 ciudades o pueblos y 11 casos de violaciones mediante entrevistas con 116 testigos presenciales y 12 testigos circunstanciales."	1
"Australia, Dinamarca, Estados Unidos, Francia, Noruega, Nueva Zelanda, Países Bajos y Reino Unido cuentan con departamentos, dependencias y/o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo en materia de lucha antiterrorista."	1
"""El Consejo de Seguridad reafirma su compromiso con la protección de los civiles en los conflictos armados y con la aplicación continua y plena de todas sus resoluciones anteriores pertinentes, incluidas las resoluciones 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) y 1894 (2009), así como todas sus resoluciones sobre la mujer, la paz y la seguridad, los niños y los conflictos armados y el mantenimiento de la paz, y todas las declaraciones pertinentes de su Presidencia."	1
"26. Las FN, a menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para obtener beneficios personales. El cacao de contrabando a Ghana y Togo transita por el norte y las unidades del FN extraen derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, de los que se habla más adelante, la madera, el oro, la caña de azúcar y la producción de café contribuyen a la economía del FN, de la que sus militares extraen beneficios."	1
"Al parecer, el ejército nacional vigila ahora el bosque."	1
"Como se recordará, el Gobierno de Eritrea había instado al Consejo de Seguridad, a través de su carta de 28 de febrero de 2012 (S/2012/126), a que asumiera sus responsabilidades y adoptara las medidas adecuadas contra los innumerables e ilícitos actos de agresión y ocupación."	1
"""El Consejo de Seguridad apoya las conversaciones a seis bandas y pide su pronta reanudación con vistas a lograr la desnuclearización verificable de la península coreana de forma pacífica y a mantener la paz y la estabilidad en la península coreana y en el noreste de Asia."	1
"(i) Adoptar medidas inmediatas para garantizar la igualdad de género en la práctica, por ejemplo proporcionando igualdad de acceso a las mujeres en la vida pública y el empleo; erradicar las leyes, reglamentos y prácticas discriminatorias que afectan a las mujeres; adoptar medidas para hacer frente a todas las formas de violencia contra las mujeres, incluida la violencia doméstica, sexual y de género por parte de agentes del Estado y/o dentro de las instituciones del Estado; y responder de forma inmediata y eficaz a la trata de mujeres, y abordar las causas estructurales que hacen que las mujeres sean vulnerables a estas violaciones;"	1
"El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era calamitosa y estaba causando muertes y desplazamientos a escala masiva."	1
"En cuanto al papel del Consejo de Seguridad en las reparaciones, se señaló que en varias ocasiones se había animado al Consejo a adoptar medidas en relación con este aspecto de la rendición de cuentas. Por ejemplo, además de recomendar la remisión de la situación a la CPI, la Comisión Internacional de Investigación sobre Darfur también recomendó que el Consejo estableciera una comisión internacional de indemnización, sugerencia que recibió poca atención y ningún seguimiento por parte del Consejo."	1
344. Una de las testigos femeninas describió el terror del confinamiento en la zona designada por los captores para mujeres y niños en Kailek de la siguiente manera:	1
"China debe plantear al Líder Supremo de la República Popular Democrática de Corea y a otras autoridades de alto nivel las cuestiones de los secuestros, el infanticidio de niños con derecho a la nacionalidad china, los abortos forzados impuestos a mujeres repatriadas y otras violaciones de los derechos humanos que afectan a personas repatriadas desde China."	1
"Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está llevando a cabo un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y a las comunidades donde se están reasentando."	1
"""1. La ayuda se suministró al Gobierno legítimo elegido, que ha recibido el respaldo internacional, y a petición de éste; ""2. Su objetivo era mejorar las capacidades de la fuerza policial y reforzar la seguridad para que el Presidente pueda trasladarse a Mogadiscio, la capital, para desempeñar sus funciones oficiales. Esto no puede ocurrir a menos que se desarmen las bandas armadas en favor del Gobierno legítimo; ""3. La tarea de desarmar a esas bandas y consolidar el control de la autoridad legítima es una condición sine qua non para combatir los focos terroristas en Somalia. Es coherente con las políticas adoptadas por los Estados de todo el mundo en la lucha contra el terrorismo y garantizará que no surjan nuevos talibanes en Somalia."	1
"El tiempo no permite hacer un examen exhaustivo de las implicaciones de estas medidas del Consejo, pero quiero destacar algunas cuestiones políticas implícitas en esta práctica."	0
"Durante el mes de febrero, se denunciaron más de 20 asaltos a mano armada en el eje Guiglo-Duékoué, mientras que en Bangolo se denunciaron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Costa de Marfil fue asesinado en Duékoué por bandidos armados no identificados."	1
Identificación de los posibles autores de crímenes internacionales General	1
"15. A lo largo del período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de las milicias continuaron cometiendo violaciones de los derechos humanos contra la población local en zonas en las que no estaban presentes la MONUC o las FARDC."	1
"Dicha ayuda debe ir encaminada a establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de más de un millón de habitantes que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional."	1
"Mientras la policía de Sierra Leona intentaba controlar la situación, una persona murió y varias, entre ellas la presidenta del ala regional femenina del partido gobernante, resultaron heridas a causa de la violencia. El 10 de septiembre, el presidente de Sierra Leona, Ernest Bai Koroma, condenó la violencia y anunció la creación de un grupo de investigación independiente compuesto por organizaciones de la sociedad civil de Sierra Leona y los servicios de seguridad para investigar el incidente. El 31 de septiembre, el panel concluyó que partidarios de ambos partidos eran cómplices de la violencia. El panel también formuló recomendaciones encaminadas a mejorar la labor de la policía y fomentar un mayor sentido de la responsabilidad entre los partidos políticos."	1
"435. Los tribunales públicos se crean en virtud del Código de Procedimiento Penal de 1991, que permite al Presidente del Tribunal Supremo constituirlos, pero también determinar su jurisdicción."	0
- subraya la importancia de un nivel adecuado de conocimientos militares para las decisiones del Consejo de Seguridad;	1
"Ahora que la mediación y las actividades relacionadas con ella han adquirido tanta relevancia en el comercio internacional de armas, es de la mayor importancia que los países promulguen leyes y normativas eficaces que regulen este amplio espectro del corretaje de armas actual."	1
"13. Los Comisionados decidieron que para recomendar ""medidas que garanticen la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debe ser la principal vía de rendición de cuentas por estos presuntos crímenes y violaciones"", tendrían que hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste."	1
"Durante el ataque y el posterior confinamiento forzoso de la población, varias personas fueron sometidas a graves torturas para extraerles información sobre los rebeldes, como castigo o para aterrorizar a la población."	1
"Condena enérgicamente todas las violaciones del derecho internacional aplicable cometidas contra las mujeres y las niñas en situaciones de conflicto armado y postconflicto, exige a todas las partes en conflicto que pongan fin a tales actos con efecto inmediato, y subraya la responsabilidad de todos los Estados de poner fin a la impunidad y procesar a los responsables de todas las formas de violencia cometidas contra las mujeres y las niñas en los conflictos armados, incluidas las violaciones y otros actos de violencia sexual."	1
"129. La Comisión está convencida de que Oan Kiak y sus hombres participaron en delitos contra la persona y la vida en el control de carretera establecido cerca del Mercado Lama en la tarde del 25 de mayo, como se describe en el párrafo 87 supra."	1
"192. Diversos informes y medios de comunicación afirman disponer de pruebas convincentes de que se han elegido zonas como objetivo específico por su proximidad al lugar de actividad de los rebeldes, pero sobre todo por la composición étnica de la población que habita esas zonas."	1
"Reiterar la obligación de los Estados miembros de prevenir y reprimir la financiación de actos terroristas, y tipificar como delito la provisión o recaudación deliberadas, por cualquier medio, directa o indirectamente, de fondos por sus nacionales o en sus territorios con la intención de que dichos fondos se utilicen, o a sabiendas de que se van a utilizar, para llevar a cabo actos terroristas,"	1
Afirmó que las diferencias entre israelíes y palestinos siguen siendo profundas y expresó su esperanza de que la comunidad internacional sea capaz de dar forma a un camino legítimo y equilibrado para ayudar a las partes a reanudar unas negociaciones significativas que hagan realidad la solución de los dos Estados.	1
En Wadi Haggam robaron armas a la policía.	1
"Si los Estados no pueden aplicar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de adoptar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales."	1
"Advirtió de que si las FDLR no muestran un compromiso importante antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, tendrán que iniciar operaciones militares para su neutralización."	1
Esta percepción podría radicalizar aún más a algunos elementos nacionalistas albanokosovares y podría suponer una mayor amenaza para las minorías de Kosovo.	1
":: Sudán: Hacia una paz incompleta, Informe África nº 73, 11 de diciembre de 2003"	0
"En cuanto al debate sobre el cambio de procedimiento, el Equipo está de acuerdo en que cualquier reforma debe promover el carácter más jurídico del régimen que el Consejo ha tratado de crear en los últimos años, por ejemplo mediante la adición de los criterios de ""asociado con"" establecidos en la resolución 1617 (2005) y la introducción de resúmenes narrativos de los motivos de inclusión en la lista y los mecanismos de revisión de la resolución 1822 (2008)."	1
"El Comité también tuvo conocimiento de los avances hacia la posible designación de facilitadores regionales para otras organizaciones regionales, en particular la Comunidad de Estados Independientes y la Asociación de Naciones del Sudeste Asiático (ASEAN)."	1
"17. Creemos que, en su conjunto, las medidas mencionadas constituyen la base de un enfoque estratégico para reforzar las fuerzas de paz en Somalia. Dicho enfoque complementaría las medidas ya adoptadas por el Consejo para contener el conflicto."	1
"50. Por consiguiente, el Comité decidió mantener en la Lista, hasta que se disponga de la documentación necesaria, los nombres de 45 personas cuyo fallecimiento ya figura en la Lista o ha sido comunicado al Comité por al menos un Estado miembro."	1
"También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, el debate también abordará el papel de liderazgo de las mujeres en contextos ajenos a los campamentos, en los que tanto llegar a los desplazados internos y a los refugiados como prestar servicios plantean retos adicionales."	1
"2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial contra el Terrorismo, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo en cuenta el peligro de que el terrorismo converja con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el ciberterrorismo, insta a una cooperación mundial aún más estrecha en la supresión de esta lacra de los últimos tiempos."	1
"""El Consejo de Seguridad subraya la necesidad de llevar ante la justicia a los autores, organizadores, financiadores y patrocinadores de este censurable acto de terrorismo, e insta a todos los Estados a que, de conformidad con las obligaciones que les incumben en virtud del derecho internacional y de la resolución 1373 (2001) y en consonancia con la resolución 1624 (2005), cooperen activamente con las autoridades argelinas a este respecto""."	1
18. Gulbuddin Hekmatyar (QI.H.88.03) es visto principalmente como una amenaza para la paz y la seguridad de Afganistán.	1
"Según estas fuentes, la violación de las víctimas individuales era a menudo múltiple, llevada a cabo por más de un hombre y acompañada de otras formas graves de violencia, como palizas y latigazos."	1
"260. La prevención de la movilidad terrorista transfronteriza también requiere el uso de tecnología y equipos, como lectores y escáneres, en los puestos de control fronterizos para captar los datos de los viajeros en tiempo real y cotejarlos con las bases de datos nacionales e internacionales sobre alertas y delincuencia."	1
259. La Resolución 1373 (2001) exige a los Estados que impidan la circulación transfronteriza de terroristas y grupos terroristas mediante controles sobre la expedición de documentos de identidad y de viaje seguros y válidos.	1
"Deplorando que los talibanes sigan dando cobijo a Usamah bin Ladin y permitiendo que él y otros asociados con él dirijan una red de campos de entrenamiento de terroristas desde territorio controlado por los talibanes y utilicen Afganistán como base desde la que patrocinar operaciones terroristas internacionales,"	1
"""El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad internacionales, y que todo acto de terrorismo es criminal e injustificable, independientemente de su motivación, dondequiera, cuandoquiera y por quienquiera que sea cometido."	1
"Reafirmando asimismo su condena inequívoca de los atentados terroristas que tuvieron lugar en Nueva York, Washington, D.C. y Pensilvania el 11 de septiembre de 2001, y expresando su determinación de prevenir todos los actos de este tipo,"	1
"""El Consejo de Seguridad pide al Secretario General que apoye los esfuerzos encaminados a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé y el fortalecimiento de las capacidades nacionales y regionales, en estrecha consulta con los Estados del Golfo de Guinea y las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas."	1
"132. Mientras el Comité e Interpol determinan la mejor manera de avanzar, el Equipo espera que la base de datos de Interpol pueda proporcionar información adicional de identificación sobre las personas incluidas en la Lista consolidada."	1
"Menos de la mitad de los 140 Estados que presentaron informes en virtud de la resolución 1455 (2003) indicaron qué medidas habían adoptado para restringir o regular la circulación de productos preciosos, y los que lo hicieron se refirieron generalmente sólo a los controles previstos en la legislación aduanera y fiscal."	1
"Aunque el Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican al suministro de alojamiento en Internet y servicios relacionados, los terroristas y los grupos terroristas pueden hacer un amplio uso de los servicios de Internet."	1
Ningún Estado ha revisado su sector sin ánimo de lucro ni ha realizado una evaluación del riesgo de financiación del terrorismo.	1
El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campos de refugiados y desplazados internos.	1
"15. Ha surgido una amenaza particular debido al creciente uso por parte de grupos e individuos terroristas de las nuevas tecnologías de la información y la comunicación para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales."	1
"En cuanto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de Estado Mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y de las Forces nouvelles se reunirían el 7 de julio para ultimar un calendario de desarme, desmovilización y reintegración cuyo inicio está previsto para finales de julio."	1
El Comité recomienda encarecidamente a los Estados miembros que creen órganos nacionales de este tipo para coordinar y debatir las cuestiones relativas a la lucha contra el terrorismo. III. No presentación de informes	1
El apoyo debe estar condicionado a los progresos realizados por las autoridades congoleñas hacia el establecimiento de una cadena de suministro que funcione dentro de las FARDC. Esto debería ir acompañado de esfuerzos para mejorar la rendición de cuentas de las FARDC y su respeto por los derechos humanos.	1
El Equipo también siguió desempeñando un papel activo en el desarrollo de medidas para luchar contra la financiación del terrorismo mediante su participación en las reuniones plenarias del GAFI y en las reuniones de los órganos regionales de tipo GAFI.	1
"Un cabecilla pirata somalí, Mohamed Abdi Hassan, conocido como ""Afweyne"", fue detenido en octubre de 2013 en Bruselas. Otro cabecilla pirata, Mohamed Garfanji, fue detenido en agosto de 2014 en Mogadiscio por posesión de armas ilegales y por otros cargos relacionados con la piratería."	1
"285. La Comisión también ha constatado que los rebeldes han matado a civiles, aunque los incidentes y el número de muertos han sido escasos."	1
"Además, informes constantes indican que se detuvo a personas más allá del plazo legal."	1
"44. Por otra parte, la Autoridad se congratula de los progresos registrados en las conversaciones de Argel e invita a todas las partes, en particular a los dirigentes de los grupos armados, a implicarse personalmente en el proceso con el fin de llegar lo antes posible a un acuerdo sobre la base del proyecto presentado a las partes por el equipo de mediación, que constituye una base sólida para la negociación."	1
Los saqueos se llevaban a cabo principalmente contra las tribus africanas y solían ir dirigidos contra los bienes necesarios para la supervivencia y el sustento de dichas tribus.	1
"1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su ideología extremista violenta, así como sus continuos abusos graves, sistemáticos y generalizados de los derechos humanos y sus violaciones del derecho internacional humanitario;"	1
"Para la región del Sahel, la ONUDD elaboró dos guías prácticas para ayudar a los funcionarios de justicia penal a hacer frente a las actividades terroristas."	1
"... subrayando la importancia de investigar [los presuntos abusos contra los derechos humanos y las violaciones del derecho internacional humanitario], incluidos los ocurridos a lo largo de la ... crisis, cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de dichas violaciones deben rendir cuentas y comparecer ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de las personas detenidas ..., instando al Gobierno a que aumente y agilice sus esfuerzos para combatir la impunidad,"	1
"""Armas de destrucción masiva y no proliferación como mejor práctica empresarial"", seguido de un ejercicio"	1
