ar	VerCoop
وفي المناطق الوسطى، لا تــزال الصراعات التي لم تُحل تؤثر على سبل كسب العيش، وتؤخر عمليات التعافي.	0
وإني لعلى استعداد للعمل بشكل وثيق مع مجلس الأمن، جماعيا، ومع أصحاب المصلحة، كل على حدة، لإيجاد حل لهذه الأزمة الخطيرة، ولإتمام عملية السلام على نحو سريع، وإعادة تحريك الأنشطة الإنسانية الحيوية في إريتريا.	1
وفي جنوب دارفور حدثت في 19 أيلول/سبتمبر إحدى أعنف الصدامات دمارا عندما هاجمت الحركة الشعبية/الجيش الشعبي لتحرير السودان مواقع للقوات المسلحة السودانية في قرية شعيرية وحولها.	0
'5` تشجيع جميع الدول، بموجب الفقرة 8 من القرار 1977 (2011)، على أن تعد على أساس طوعي، وبمساعدة اللجنة المنشأة عملا بالقرار 1540 (2004) حسب الاقتضاء، خطط عمل وطنية للتنفيذ، تحدد فيها أولوياتها وخططها لتنفيذ الأحكام الرئيسية للقرار 1540 (2004)، وأن تقدم تلك الخطط إلى اللجنة؛	0
وهناك عدد قليل من الدول غير القادرة على تنفيذ الإجراءات على الإطلاق، وهنا يتمكن الإرهابيون من خرق الحظر متى شاءوا.	0
(د) القادة السياسيون والعسكريون العاملون في جمهورية الكونغو الديمقراطية، الذين يجندون الأطفال أو يستخدمونهم في النزاعات المسلحة منتهكين بذلك القانون الدولي الساري؛	0
تكليف بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات المعنية التي يأذن بها مجلس الأمن بأن تقوم، بالتعاون مع الدول المعنية، باتخاذ ترتيبات فعالة للتحقيق في انتهاكات القانون الإنساني الدولي أو غير ذلك من الانتهاكات الجسيمة لقانون حقوق الإنسان ومحاكمة المسؤولين عن ارتكاب تلك الانتهاكات.	1
(أ) الاستمرار في تعزيز تعاونها مع المنظمات الدولية والإقليمية ودون الإقليمية وتطوير طرائق للعمل مع تلك المنظمات على أساس كل حالة على حدة، على نحو يعكس التباين في قدرة وولاية كل منظمة، ويشمل ذلك عمليات التبادل على صعيد العمل، والإحاطات التي تقدمها اللجنة والتي تتلقاها، وتعزيز الترتيبات المتعلقة بتبادل المعلومات؛	0
يشجع البلدان المساهمة بالقوات وبأفراد الشرطة على أن تقوم، بالتشاور مع الأمين العام، بالنظر في التدابير التي يمكن أن تتخذها لتعزيز وعي واستجابة أفراد قواتها المشاركين في عمليات الأمم المتحدة لحفظ السلام من أجل حماية المدنيين، بمن فيهم النساء والأطفال، ومنع ارتكاب العنف الجنسي ضد النساء والفتيات في حالات النـزاع وما بعد النـزاع، بما في ذلك العمل، ما أمكن، على إيفاد نسبة أكبر من النساء العاملات في مجال حفظ السلام أو في صفوف الشرطة.	1
وترى اللجنة أن هذا الإجراء سيقلص من احتمال أن تتصرف أطراف ثالثة، عن غير قصد، بما في ذلك المؤسسات المالية من غير المصارف والمؤسسات التجارية غير المالية والمهنيون، على نحو يتنافى وشروط تجميد الأموال.	1
10 - ونظرا لعدم قدرة أي بلد من بلدان المنطقة دون الإقليمية على أن يتولى بمفره تنفيذ هذه التوصيات، سيقوم مكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى بتيسير التعاون بين هذه البلدان، بناء على طلبها وفي إطار شراكة مع المنظمات دون الإقليمية والإقليمية، بهدف وضع حد نهائي لانعدام الأمن في المناطق الحدودية الناجم عن أعمال المجموعات المسلحة وقطّاع الطرق.	1
ومن أجل هذا السبب، تثير المديرية التنفيذية دائما مسائل من هذا القبيل خلال الزيارات القطرية، وتعقد حلقات عمل بالفيديو وغير ذلك من سبل التبادل، وترى قيمة مستقبلية في العمل بشكل أكثر كثافة مع الدول بشأن المسائل العملية التي تنطوي عليها هذه النهج.	1
وفي الشهر الماضي تحديداً، وفي بيان مؤرخ 27 أيار/مايو 2011، أعرب الأمين العام بان كي - مون عن اعتقاده بأن "المساعدات والبضائع المتوجهة إلى غزة ينبغي أن تنقل عن طريق المعابر الشرعية والقنوات القائمة"، وأوضح أن هذه الأساطيل "يمكن أن تكون مصدر نزاع عنيف".	1
إن عدم امتثال أي دولة عضو للالتزامات المترتبة عليها بموجب الميثاق ينبغي أن يكون له عواقب، ولا ينبغي أن تستثني السودان من ذلك.	0
"ويؤكد مجلس الأمن كذلك من جديد ضرورة القيام، بجميع الوسائل ووفقا لميثاق الأمم المتحدة، بمكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية.	1
"ويحث مجلس الأمن دول الساحل والمغرب العربي على تحسين التعاون والتنسيق على الصعيد الأقاليمي من أجل وضع استراتيجيات شاملة وفعالة لمكافحة أنشطة الجماعات الإرهابية بطريقة شاملة متكاملة، ولا سيما تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، وحركة أنصار الدين، ومنع توسع تلك الجماعات، وأيضا قمع انتشار جميع الأسلحة، ومكافحة الجريمة المنظمة عبر الوطنية، بما في ذلك الاتجار بالمخدرات، ويحيط علما، في هذا الصدد، بنتائج المؤتمر الذي نظمته المديرية التنفيذية وفرقة العمل المعنية بالتنفيذ، في الرباط، بشأن التعاون في مراقبة الحدود في منطقة الساحل والمغرب العربي، وكذلك نتائج الاجتماع الوزاري بشأن تحسين التعاون في مجال الأمن وتفعيل منظومة السلم والأمن الأفريقية في منطقة الساحل والصحراء، الذي عقد في نواكشوط.	1
وبموجب الفقرة 8 من القرار نفسه، كلف المجلس اللجنة بتحديد الكيانات والأفراد الذين: (أ) شاركوا في دعم أعمال تهدد السلام أو الأمن أو الاستقرار في الصومال أو وفروا هذا الدعم؛ (ب) انتهكوا الحظر العام الكامل على توريد الأسلحة؛ (ج) عرقلوا إيصال المساعدات الإنسانية إلى الصومال أو الحصول عليها.	1
يطلب إلى جميع الأطراف المعنية التقيد بالالتزامات الدولية المنطبقة عليها في ما يتصل بحماية الأطفال المتضررين من الصراعات المسلحة، فضلا عن الالتزامات المحددة التي تعهدت بها للممثل الخاص للأمين العام المعني بالأطفال والصراعات المسلحة ولمنظمة الأمم المتحدة للطفولة (اليونيسيف) ووكالات الأمم المتحدة الأخرى، والتعاون التام مع بعثات الأمم المتحدة لحفظ السلام وأفرقة الأمم المتحدة القطرية...	1
ولئن اعتمدت حتى الآن بعثة الأمم المتحدة لتقديم المساعدة إلى أفغانستان واللجنة الانتخابية المستقلة على المراقبين المدنيين لحل الصراعات، ربما لا تكون هذه الآلية كافية للتصدي لأخطر التهديدات.	0
ويجب من البداية أن تبذل جهود لكفالة التنسيق مع هيئات إنفاذ القانون وغيرها من السلطات الوطنية؛ ووضع الأطر القانونية الوطنية المناسبة؛ وتعزيز قدرة النظم القضائية ونظم إنفاذ القانون.	1
والأهم من ذلك، تحث هذه السلطات على التقيد الصارم بالموعد النهائي لإجراء الانتخابات الديمقراطية بحلول تشرين الثاني/نوفمبر 2015.	1
84 - ووقّعت 4 دول خطاب نوايا تبدي فيها التزامها بتنفيذ إطار معايير تأمين التجارة العالمية وتيسيرها بما يضمن عدم استغلال الشحنات في أغراض الإرهاب، ولقد بلغت ثلاث منها مرحلة متقدمة في التنفيذ.	0
ووفقا لمصادر رسمية أسترالية، تشمل التدريب صنع القنابل وأساليب التفجيرات الانتحارية.	0
وذُكِر أن للجماعة صلات قوية بتنظيم القاعدة في شبه الجزيرة العربية، وأنها قدمت تدريباً في الصومال لأفراد إرهابيين من نيجيريا ومن بلدان قريبة من حدودها.	0
450 - ثمة عدد من الأخطاء الخطيرة التي تمنع النظام القضائي في السودان من العمل بسرعة وبشكل صحيح لمعالجة الاعتداءات.	0
وكان من المؤمل أن يوضع القرار 1521 (2003) والقرار 1532 (2004)، اللذان يدعوان إلى تجميد الأصول، رهن تصرف عملية وطنية لتعويض الضحايا، لأن ولاية المحكمة لا تشمل منح تعويضات للمجني عليهم.	1
كما أن التفجيرات الانتحارية أصبحت أمرا مألوفا.	0
258 - ويُطلب إلى الدول، بموجب القرار 1373 (2001)، منع حركة الإرهابيين والجماعات الإرهابية عبر الحدود وذلك من خلال فرض الضوابط على إصدار وثائق مأمونة وصحيحة للهوية والسفر.	1
(د) انتهاج نهج محورُه الضحية وقوامُه حقوق الإنسان عند التعامل مع مسألة الاتجار بالبشر، وذلك بوسائل منها إعطاء الضحايا الحق في الإقامة في البلد والحصول على الحماية القانونية والخدمات الأساسية، مثل العلاج الطبي والتعليم والعمل أسوةً بغيرهم من مواطنيها؛	1
يقرر سريان التدابير المشار إليها في الفقرة [المعنية] أعلاه [تدابير حظر السفر وتجميد الأصول] على الأفراد التالين، وعلى الكيانات التالية، حسب الاقتضاء، ووفقاً لما تحدده اللجنة: ... (هـ) الأفراد أو الكيانات العاملون في [البلد المعني] الذين يرتكبون انتهاكات جسيمة تنطوي على استهداف الأطفال أو النساء في حالات النـزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛	0
أولها هو أن بعض الدول لم تقم على ما يبدو بما يكفي لكفالة تنفيذ الحظر؛ وثانيها يكمن في اختلاف الطرق التي تفسر بها الدول التزاماتها؛ وثالثها يتصل بنطاق الحظر المفروض على الأسلحة وارتباطه بالتغير المستمر في منهجيات بلوغ أهدافه.	0
ويقدم الفريق أدناه ثلاث دراسات حالة إفرادية عن القوة الجوية والمركبات المستخدمة في المجال العسكري والمرتزقة والميكانيكيين، لتقوم اللجنة بدراستها والوصول إلى قرار في الوقت الملائم فيما إذا كانت تمثل انتهاكاً للحظر.	1
ولقد انضمت مالي والنيجر إلى عضوية مركز الاستخبارات المشتركة دون الإقليمي الذي أُنشئ حديثا في تمنراست، بالجزائر.	0
وخلال الاجتماع، اشترك الطرفان في تبادل واسع للآراء بشأن تنفيذ قراري مجلس الأمن، وبشأن ممارسة مبدأ تقرير المصير.	1
وعلى الرغم مما أحرزناه من تقدم ملحوظ، ما زالت البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات كبيرة أمام القادة المنتخبين المكلفين بتطبيع الحالة في بلدنا.	0
وليس من الضروري لكنه من المهـم ربما إثبات كون الاعتداء نتيجة وجود سياسة أو خطة().	0
وأفاد الأمين العام المساعد للشؤون السياسية بازدياد هجمات جيش الرب للمقاومة عام 2011، وشدد على خطورة تأثير ذلك على المدنيين والحالة الإنسانية.	0
ويوصي أيضا بأن تلتزم حكومة نيبال التزاما واضحا بإعادة إدماج الأطفال المرتبطين بالقوات والجماعات المسلحة، وبأن تعزز الحماية القانونية للأطفال عن طريق تجريم تجنيدهم ومحاكمة منتهكي حقوق الطفل.	1
وخلال الزيارات، التقى الفريق بكل من الهيئات الوطنية المسؤولة عن الإشراف على نظام الجزاءات والهيئات الأكثر مشاركة في مواجهة خطر طالبان والقاعدة محليا.	1
وأسفرت العمليات المنتظمة للسيطرة على المنطقة والتطويق والتفتيش عن اعتقال عدد من عناصر المليشيات والاستيلاء على أسلحة وذخائر غير مشروعة، فضلا عن الحد من الهامش المتاح لمناورات جماعات المليشيا.	0
وفي 4 أيلول/سبتمبر، أفادت التقارير بشن جيش الرب للمقاومة هجوما في قريتي بودو وناهوا في غرب الاستوائية، مما أدى إلى مقتل ثمانية أشخاص وخطف طفلين، تمكن أحدهما من الهروب في وقت لاحق.	0
"ويشدّد مجلس الأمن على أهمية دور المنظمات والترتيبات الإقليمية وعلى أهمية التعاون معها، وفقا للفصل الثامن من ميثاق الأمم المتحدة، فيما يتعلق بمنع نشوب النزاعات وتسويتها وحفظ السلام وبناء السلام، بما في ذلك الحفاظ على النظام الدستوري وتعزيز حقوق الإنسان والديمقراطية وسيادة القانون ومكافحة الإفلات من العقاب.	1
76 - واستمر بذل الجهود لتعيين أفراد من جماعات الأقليات في فيلق حماية كوسوفو.	0
وينبغي لمنع التشدد وزرع التطرف بين الشباب على وجه الخصوص أن يشكل مجالا ذا أولوية يستدعي اتخاذ إجراءات بشأنه.	1
وفي إطار مشروع الجهات من غير الدول التابع لمكتب الأمم المتحدة المتكامل لبناء السلام في سيراليون، واصلت اللجنة الاضطلاع بدور رئيسي في تنفيذ برامج لبناء قدرة التخفيف من حدة النزاعات وقدرة حل النزاعات لدى الأحزاب السياسية، بما في ذلك أجنحة النساء والشباب فيها.	0
ولأول مرة منذ بداية الأزمة في عام 2012، قُتِل اثنان من العاملين في المجال الإنساني في 29 أيار/مايو في إقليم تمبكتو حينما اصطدمت سيارتهما بجهاز متفجر مرتجل متحكم فيه عن بعد. وسُرقت مركبتان تابعتان لمنظمتين دوليتين غير حكوميتين في 8 و 9 تشرين الثاني/نوفمبر قرب ميناكا (إقليم غاو).	0
(ح) المشاركة على نحو فعال في جميع الأنشطة المضطلع بها في إطار تنفيذ استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب وتقديم الدعم لها، بما في ذلك ضمن فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، التي أنشئت لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، ولا سيما من خلال أفرقتها العاملة المعنية؛	0
وفي الختام، اعتُمد بيان رئاسي (S/PRST/2004/16) دعا فيه المجلس الدول الأعضاء إلى تقديم الدعم السياسي والمالي، فضلا عن الأفراد المدنيين والعسكريين، للسماح ببدء العمليات العديدة في أفضل الظروف والنهوض بولاية كل منها بفعالية.	0
(أ) العمل على اعتماد أطر قانونية وطنية شاملة ومتكاملة لمكافحة الإرهاب بما يتماشى مع سيادة القانون ومع ما عليها من التزامات في مجال حقوق الإنسان، وتعزيز القدرات الوطنية في مجالي التحقيق والمقاضاة بخصوص الأعمال الإرهابية وفي مجال الفصل في هذا النوع من القضايا، وذلك عبر سبل منها طلب المساعدة لبناء القدرات إذا ما دعت الحاجة؛	0
وأكدوا أيضا أن انتخاب رئيس لبنان الجديد في المواعيد المحددة يشكل خطوة حاسمة لضمان استقرار البلد.	1
٣٩ - وفي هذا الإطار، يؤيد رؤساء الدول والحكومات ضرورة إعادة النظر في النصوص القانونية المعمول بها، ولا سيما البروتوكول المتعلق بآلية منع النزاعات وإدارتها وحلها وحفظ السلام والأمن والبروتوكول التكميلي المتعلق بالديمقراطية والحكم الرشيد من أجل تبيان أفضل الممارسات فيما يتعلق بفترات الولاية الرئاسية.	1
ويحث مجلس الأمن، في هذا الصدد، السلطات المسؤولة عن الفترة الانتقالية على اتخاذ إجراءات سريعة لمكافحة الإفلات من العقاب بفعالية وتعزيز العدالة عن طريق كفالة تقديم الجناة إلى العدالة.	1
79 - وتبين الأدلة المتاحة أن الغالبية العظمى من الجثث التي لا تزال موجودة في المشرحة انتظارا لتشريحها مصابة بجروح من أعيرة نارية.	0
وأشار بعض أعضاء المجلس إلى أهمية التنسيق - بين لجان جزاءات المجلس وأفرقة خبرائه ودوله الأعضاء، وكذلك بين كيانات الأمم المتحدة والبعثات الميدانية وقادة القوات - من أجل التنفيذ الفعال للجزاءات التي يفرضها المجلس.	1
"يشير مجلس الأمن إلى قراراته والبيانات الصادرة عن رئيسه بشأن بناء السلام بعد انتهاء النزاع، وبخاصة البيانات S/PRST/2009/23و S/PRST/2010/20و S/PRST/2011/2و S/PRST/2011/4، ويؤكد من جديد الأهمية الحاسمة لبناء السلام بوصفه أساساً لدوام السلام والتنمية في أعقاب النزاعات.	1
13 - يشجع المنظمة الدولية للشرطة الجنائية (الإنتربول) على تكثيف الجهود التي تبذلها فيما يتعلق بالتهديد الذي يشكله المقاتلون الإرهابيون الأجانب، وعلى التوصية بتوفير موارد إضافية أو توفيرها من أجل دعم وتشجيع التدابير الوطنية والإقليمية والدولية الرامية إلى رصد عبور المقاتلين الإرهابيين الأجانب ومنعه، مثل توسيع نطاق استعمال نشرات الإنتربول الخاصة لتشمل المقاتلين الإرهابيين الأجانب؛	1
وسوف يساعد ذلك على تيسير ترتيبات الحبس الاحتياطي للمجرمين الشديدي الخطورة ومحاكمتهم والتعامل معهم بعد إدانتهم، وفقا للمعايير الدولية لحقوق الإنسان.	1
(أ) أعمال العنف التي وقعت عند القصر الحكومي حوالي منتصف يوم 28 نيسان/أبريل، وأسفرت عن سقوط قتيلين، وما لا يقل عن أربع إصابات من أسلحة نارية، وإصابتين خطيرتين أخريين؛	0
- لا يزال الاتحاد الروسي يحتفظ، بصورة غير مشروعة، بقاعدته العسكرية في غودوتا، التي تعمل بدون موافقة من جورجيا، وخلافا للالتزامات الدولية التي تعهدت بها روسيا؛	0
42 - وواصلت البعثة أداء جميع المهام التنفيذية الموكلة إليها، بما في ذلك الاستعداد للرد السريع وواجبات حماية القوة والإلمام بالحالة السائدة بجوار معسكراتها.	0
''ويشدد مجلس الأمن على مسؤولية توطيد سلطة الدولة والحوكمة في شرق جمهورية الكونغو الديمقراطية التي تقع في المقام الأول على حكومة جمهورية الكونغو الديمقراطية، وذلك بسبل منها إصلاح القطاع الأمني إصلاحا فعليا من أجل إصلاح الجيش والشرطة ووضع حد للإفلات من العقاب عن انتهاكات حقوق الإنسان وانتهاكات القانون الإنساني الدولي، ويحث حكومة جمهورية الكونغو الديمقراطية على التصدي لمسائل الاستغلال غير القانوني للموارد الطبيعية وتهريبها.	1
وأعرب أحد الوفود عن القلق لأنه على الرغم من إدراج المجلس لشركة الإدارة البحرية للمحيطات في القائمة، لا تزال سفنها تواصل عملها، بما في ذلك رسوّها في الموانئ الأجنبية، واقترح أن تقوم اللجنة بتذكير الدول الأعضاء بالتزامها بإنفاذ هذا الإدراج، بوسائل منها احتجاز سفن الشركة وتجميد أصولها.	0
ويدين مجلس الأمن جميع أعمال العنف وغيرها من أشكال التخويف الموجهة عمدا إلى العاملين في المجال الإنساني، وكذلك الهجمات التي تشن على حفظة السلام.	1
وإذ يعيد تأكيد التزام الدول الأعضاء بالقيام بدون تأخير بتجميد الأموال وأي أصول مالية أو موارد اقتصادية لأشخاص يرتكبون أعمالا إرهابية، أو يحاولون ارتكابها، أو يشاركون في ارتكابها أو يسهلون ارتكابها؛ أو لكيانات يمتلكها أو يتحكم فيها بصورة مباشرة أو غير مباشرة هؤلاء الأشخاص؛ أو لأشخاص وكيانات تعمل لحساب هؤلاء الأشخاص والكيانات، أو بتوجيه منهم، بما في ذلك الأموال المستمدة من الممتلكات التي يمتلكها هؤلاء الإرهابيون ومن يرتبط بهم من أشخاص وكيانات أو الأموال التي تدرها هذه الممتلكات؛	1
وتولى رئيس الفريق، خوسيه راموس - هورتا، قيادة المناقشات باسم الفريق، مشيرا إلى أن الفريق سيركّز خلال المرحلة المبكرة من عمله على الاستماع إلى آراء جميع الدول الأعضاء باعتبار أنها تساهم مجتمعةً في السلام والأمن، على أن تشمل المشاورات أيضا لجان الجمعية العامة، والمنظمات الإقليمية، والبلدان المساهمة بقوات عسكرية ووحدات شرطة.	1
19 - وفي ليبيا، أدى انهيار سيطرة الدولة في أعقاب سقوط نظام القذافي في عام 2011، بالاقتران مع انعدام فعالية مراقبة الحدود وتكديس الأسلحة، إلى تطوير سوق رئيسية للأسلحة غير المشروعة في البلد، وهو ما أجج الصراع القائم في الداخل وفي منطقة الساحل الكبرى().	0
42 - وبالشراكة مع منظمات وطنية ودولية، أتمت البعثة المتكاملة عشرة مشاريع ذات أثر سريع منذ حزيران/يونيه، بما في ذلك إعادة تأهيل وتجهيز مراكز الشرطة والدرك في إقليمي غاو وتمبكتو، ودعم الجمعيات النسائية. وفي 13 تشرين الأول/أكتوبر، دشنت البعثة المتكاملة ومنظمة الأمم المتحدة للتربية والعلم والثقافة (اليونسكو) عشرة مشاريع ذات أثر سريع لإعادة تأهيل أربع مكتبات خاصة في تمبكتو تضم مخطوطات قديمة.	0
ويعتزم الفريق أن يواصل عمله مع الفرع الذي ينبغي أن يكون الشريك المختار في الأمم المتحدة في معظم جهودها لبناء القدرات في مجال مكافحة الإرهاب، تفاديا لازدواجية الجهود.	1
وإذ يؤكد من جديد ضرورة مكافحة ما ينجم عن الأعمال الإرهابية من أخطار تهدد السلام والأمن الدوليين، وذلك بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما يشمل القوانين الدولية السارية وهي قانون حقوق الإنسان، وقانون اللاجئين والقانون الإنساني، وإذ يشدد في هذا الصدد على الدور الهام الذي تؤديه الأمم المتحدة في قيادة هذه الجهود وتنسيقها،	1
22 - يطلب إلى حكومة جمهورية الكونغو الديمقراطية أن تسارع إلى القيام، بدعم من المجتمع الدولي والبعثة، بوضع وتنفيذ استراتيجية وطنية شاملة لإصلاح قطاع الأمن، استنادا إلى جملة أسس منها نتائج اجتماع المائدة المستديرة بشأن قطاع الأمن المعقود في شباط/فبراير 2008، بهدف إنشاء منظمات أمنية ذات كفاءة مهنية في مجالات الدفاع والشرطة وإقامة العدل توفر الحماية للمدنيين وتتسم بحسن إدارتها وتتصرف وفقا للدستور وفي ظل احترام سيادة القانون وحقوق الإنسان والقانون الإنساني الدولي ويحث الحكومة الكونغولية على كفالة استدامة الدعم المقدم من شركائها في هذا المجال وبخاصة بإيلاء الأولوية لإصلاح الإدارة وهياكل القيادة في القوات المسلحة لجمهورية الكونغو الديمقراطية وسائر قواتها الأمنية ويكرر مناشدته السلطات الكونغولية وضع آلية فرز تراعي، عند اختيار المرشحين لمناصب رسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية ودوائر الأمن الأخرى، تصرفات المرشحين السابقة فيما يتصل باحترام القانون الإنساني الدولي وحقوق الإنسان؛	1
وقد أقرت الحكومة بالهجوم وعرضت تعويض للضحايا.	1
لذا فإنني أهيب بأصحاب المصلحة جميعا إلى كفالة أن يظل الموعد النهائي المحدد للانتهاء من نزع السلاح الطوعي للقوات الديمقراطية لتحرير رواندا، وهو 2 كانون الثاني/يناير 2015، ملزما وغير قابل للتفاوض.	1
ولا تُعتبر المحكمة الدولية حلا مناسبا نظرا لأن الجرائم المعنية تشكل انتهاكا للقانون الوطني.	0
إدارة المخاطر البيولوجية وقرار مجلس الأمن 1540 (2004)	0
وقد يكون دفع البدلات قد شجع في عدد محدود من الحالات القادة على إعادة تجنيد الأطفال الذين سبق لهم أن أفرجوا عنهم.	0
في الجلسة 5764 التي عقدها مجلس الأمن في 22 تشرين الأول/أكتوبر 2007، في إطار نظر المجلس في البند المعنون "الأخطار التي تهدد السلم والأمن الدوليين بسبب الأعمال الإرهابية"، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي:	1
22 - عملا بالفقرة 11 من القرار 1963 (2010)، عقدت اللجنة، بمساعدة من مديريتها التنفيذية، اجتماعا خاصا في 28 أيلول/سبتمبر 2011، احتفالا بالذكرى العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة.	1
وإدراكا منه لأهمية العدالة الانتقالية في التشجيع على قيام مصالحة دائمة بين جميع أفراد شعب بوروندي وإذ يرحب بما أحرز من تقدم في التحضير للمشاورات الوطنية بشأن إنشاء آليات للعدالة الانتقالية، بوسائل منها إنشاء لجنة متابعة فنية ومحفل لممثلي المجتمع المدني،	1
وخلال اليومين التاليين، أحضر صوماليون محليون مدفعا قاموا بوضعه في الطابق العلوي للسفينة "ألفا سيرينجيتي".	0
40 - وواصل المكتب تقديم المساعدة التقنية في مجال مكافحة الإرهاب إلى بلدان في شرق أفريقيا؛ فقام على سبيل المثال، بتشاور وثيق مع السلطات الوطنية في إثيوبيا وجيبوتي والصومال وكينيا، بوضع برامج قطرية مخصصة للمساعدة الطويلة الأجل لتعزيز استجابتها للإرهاب في مجال العدالة الجنائية وفقا لسيادة القانون ومع إيلاء الاحترام الواجب لحقوق الإنسان.	0
وتدير مراكز تبادل المعلومات الثلاثة المنشأة في صنعاء ومومباسا (كينيا) ودار السلام (جمهورية تنزانيا المتحدة) شبكة من مراكز التنسيق في جميع أنحاء المنطقة، بما فيها الصومال، وتقدم معلومات عن نشاط القرصنة وتحركات مراكب الداو الشراعية.	0
29 - لم تقم سوى ثلاث دول بتجريم تمويل الإرهاب، بينما استحدثت دولتان أخريان أحكاما قانونية لمعالجة هذه المسألة.	0
87 - وقد أدت هذه السيطرة المختلطة على البيئة البحرية الصومالية إلى إيجاد أو تعزيز ثلاثة مصادر هامة تدر الدخل على الإدارات المحلية، وهي كالتالي: (أ) تصدير مجموعة من السلع الأساسية من الصومال، منها كميات تجارية كبيرة من الفحم، (ب) وصول سفن الصيد الأجنبية دون قيد إلى الموارد البحرية الصومالية ومصائد الأسماك، (ج) استشراء حوادث القرصنة على نطاق واسع.	0
ويجب أن يرفع الحصار فورا للسماح للسكان المدنيين في غزة بالحصول على المياه والعمل والتجارة والرعاية الطبية والتعليم - أي الحصول على حاجاتهم الأساسية.	0
8 - وتهدف الدراسة الاستقصائية إلى عرض الاتجاهات العامة الحالية في تنفيذ القرار بغية تحديد مواطن الضعف الإقليمية والمجالات التي تواجه فيها مجموعات الدول صعوبات معينة في التنفيذ، ومن ثم قد تستفيد من اتباع نهج إقليمي أو دون إقليمي في مكافحة الإرهاب.	0
وإذ يساوره شديد القلق، في هذا الصدد، لقيام جماعات إرهابية مؤخرا، من بينها جماعات مستفيدة من ارتكاب جرائم منظمة عابرة للحدود الوطنية، بمهاجمة موظفي الأمم المتحدة،	0
وطلب إلى حكومة السودان وجماعات المتمردين العمل معا من أجل التوصل إلى حل سياسي في المفاوضات الجارية في أبوجا بقيادة الاتحاد الأفريقي والرئيس أولنسغن أوباسانغو رئيس نيجيريا؛ وطلب إلى الأمين العام أن يقوم على وجه السرعة بإنشاء لجنة تحقيق دولية تضطلع فورا بالتحقيق في التقارير المتعلقة بانتهاكات القانون الإنساني وقانون حقوق الإنسان التي ترتكبها جميع الأطراف في دارفور، ولتحدد أيضا ما إذا كانت وقعت أعمال إبادة جماعية؛ وأعلن أن المجلس، في حالة عدم امتثال حكومة السودان امتثالا كاملا للقرار 1556 (2004)، وللقرار 1564 (2004) (بما في ذلك، وحسبما يقرر المجلس بعد التشاور مع الاتحاد الأفريقي، عدم تعاونها تعاونا تاما مع توسيع وتمديد بعثة الاتحاد الأفريقي للرصد في دارفور)، سينظر في اتخاذ تدابير إضافية تنص عليها المادة 41 من ميثاق الأمم المتحدة.	1
وإذ يشير إلى قراره 2133 (2014) وإلى نشر المنتدى العالمي لمكافحة الإرهاب "مذكرة الجزائر بشأن أفضل الممارسات المتعلقة بمنع عمليات اختطاف الأشخاص التي يرتكبها الإرهابيون طلبا للفدية مع حرمانهم من مكاسبها"، وإذ يدين بشدة حوادث اختطاف الأشخاص وأخذ الرهائن التي ترتكبها جماعات إرهابية لأي غرض، بما في ذلك بقصد جمع الأموال أو انتزاع تنازلات سياسية، وإذ يعرب عن تصميمه على منع أعمال اختطاف الأشخاص وأخذ الرهائن التي ترتكبها جماعات إرهابية، وعلى ضمان إطلاق سراح الرهائن بأمان دون دفع فدية أو تقديم تنازلات سياسية، وفقا للقانون الدولي الساري، وإذ يطلب من جميع الدول أن تعمل على منع الإرهابيين من الاستفادة بصورة مباشرة أو غير مباشرة من المدفوعات المقدمة كفدية أو من التنازلات السياسية، وعلى ضمان إطلاق سراح الرهائن بأمان، وإذ يؤكد من جديد ضرورة تعاون جميع الدول بشكل وثيق خلال حوادث اختطاف الأشخاص وأخذ الرهائن التي ترتكبها الجماعات الإرهابية،	0
حث الأمين العام ومبعوثيه الخاصيِّن على ضمان مشاركة النساء في المناقشات ذات الصلة بمنع النـزاعات وحلها، وصون السلام والأمن، وبناء السلام بعد انتهاء النـزاع، وتشجيع كافة الأطراف المشاركة في تلك المحادثات على تسهيل المشاركة المتكافئة والكاملة للنساء على جميع مستويات صنع القرار.	1
ويشهد التعاون في المنطقة دون الإقليمية تحسناً مستمراً، ولكن ينبغي تعزيزه بقدر أكبر لا سيما في المناطق الحدودية وذلك من أجل تعزيز الضوابط للحماية من أي توغل إرهابي محتمل وانتشار الجريمة العابرة للحدود.	0
