ar_en_TRANSFORMERS	VerCoop
In this regard, the request of the Prime Minister, Guillaume Soro, for UNOCI to issue regular public reports on the Ivorian media will contribute to curbing the dangerous trends that they may adopt and may lead to incitement to election-related violence.	0
In resolution 22/13, the Council mandated the Commission to investigate systematic, widespread and gross violations of human rights in that State with a view to ensuring full accountability, in particular for violations that could amount to crimes against humanity.	1
95. The establishment of INTERPOL-United Nations Security Council Special Notices has required unusually close cooperation between the two organizations over the past year, as well as agreement between the General Assembly, INTERPOL and the Committee established pursuant to resolution 1267 (1999).	0
It was also reported that kidnappers increasingly subjected their families to torture, rape and other forms of ill-treatment.	0
Moreover, it is clear from all this that Eritrea is trying to gain the support of the Security Council by taking UNMEE personnel hostage.	0
I would also like to express my appreciation to the troop- and police-contributing countries.	1
A workshop to discuss the Internet among the events of the International Summit on Democracy, Terrorism and Security, held in Madrid from 8 to 11 March 2005, concluded that the Internet should remain free from any further censorship or interference and allow open debate to defeat extremist ideas.	1
At its meeting on 19 April 2011, the Government of the Republic of Macedonia adopted a decision to enforce the restrictions contained in the above-mentioned resolution.	0
''The Security Council highlights the importance of the recommendations of the Financial Action Task Force in supporting the implementation of resolutions 2170 (2014) and 2178 (2014), including its recommendation to States to implement both incoming and outgoing currency declaration/disclosure systems and other measures to address the threat posed by some foreign terrorist fighters and their supporters acting as cash couriers to terrorist organizations.	1
The victim was taken from among the group, blindfolded, then pushed on the ground on her back and raped.	0
Moreover, several financial institutions complain that they have given little or no information as to what they should look for as indicators that could refer to financial transactions related to terrorism.	0
"The Security Council encourages relevant United Nations bodies, in particular the Counter-Terrorism Executive Directorate, to focus increased attention, in close cooperation within the framework of the Implementation Task Force, on resolution 1624 (2005) in their dialogue with Member States to develop, in accordance with their obligations under international law, strategies that include countering incitement to commit terrorist acts motivated by extremism and intolerance, and to facilitate the provision of technical assistance for their implementation.	1
Member States should continue to give serious consideration to including or enabling the recruitment of individuals working to provide training to Al-Qaida affiliates.	1
(a) if its act results in serious bodily harm;	0
Requests the Secretary-General to also include in the annexes to his reports on children and armed conflict parties to armed conflict that are involved, in violation of applicable international law, in the killing and maiming of children and/or rape and other sexual violence against children, in a typical manner in situations of armed conflict, taking into account all other violations and abuses committed against children, and recalls that this paragraph will apply to situations in accordance with the conditions set out in paragraph 16 of its resolution 1379 (2001);	0
2. This is the seventh report of the Analytical Support and Sanctions Monitoring Team since its establishment in March 2004; some of its topics are familiar and a few are entirely new.	1
However, I regret the cancellation of the seminar to be held in Madeira, Portugal, and urge the parties to continue to explore ways to expand the confidence-building measures programme.	1
In this subregional context, the Office will strengthen its cooperation, in particular with the Economic and Monetary Community of Central Africa (CEMAC), the Economic Community of Central African States (ECCAS) and the Multinational Force of the Central African Economic and Monetary Community (CEMAC) in the area of security, early warning and prevention.	0
24. Urges Member States to intensify their efforts, in response to the parties &apos; significant progress in restructuring their law enforcement institutions, to provide training, equipment and related assistance to local police forces in Bosnia and Herzegovina, on the basis of voluntary funding and in coordination with IPTF;	1
In discussing the role of the Security Council in reparations, it was noted that the Council had on a number of occasions been encouraged to take measures with regard to this aspect of the accountability process, for example, the International Commission of Inquiry on Darfur, in addition to recommending that the situation be referred to the International Criminal Court, recommended that the Council establish an International Compensation Commission, a proposal that had received little attention or follow-up from the Council.	1
25. Requests all Member States, and in particular the Government of Afghanistan, to inform the Committee of any information received indicating that there is a need to consider applying the provisions of paragraph 1 of this resolution to an individual, group, undertaking or entity who has been delisted, and further requests the Government of Afghanistan to submit to the Committee an annual report on the status of individuals who have reportedly been reconciled and removed from the list by the Committee in the previous year;	1
INTERPOL commented that the more information contained in the special notices, in particular fingerprints, photographs and passport numbers in the restricted versions available only to the law enforcement agencies of its member countries, the more useful and unlikely incidents such as those referred to above would be. INTERPOL also offered to provide guidance to its members on the scope of the sanctions regime. In addition, it suggested the creation of a permanent United Nations query point to answer questions and ensure the timely provision of additional relevant information on listed individuals when made available by Member States.	1
The challenges facing the country demand that Haitian leaders have a common and unified will.	0
Reaffirming the obligation of Member States to freeze without delay funds and any financial assets or economic resources of persons who commit, attempt to commit or participate in or facilitate the commission of terrorist acts; of entities owned or controlled, directly or indirectly, by such persons; or of persons and entities acting on behalf of or at the direction of such persons and entities, including funds derived or generated from property owned or controlled directly or indirectly by such persons and associated persons and entities,	1
MONUC is planning and preparing for military operations against FDLR, taking into account the fragmentation and internalization of members of the group among the local population.	0
Condemn and call for the immediate cessation of attacks on journalists, media professionals and associated personnel operating in situations of armed conflict.	0
The joint mission met with a number of national and international stakeholders, including representatives of civil society, traditional and religious leaders, opposition parties and the military.	1
:: Implementing a more proactive communications strategy to enhance understanding of the role of the Committee and CTED in the area of counter-terrorism.	1
On 7 May 2005, General Michel Awn returned after 14 years in exile, forming the "free national current" to participate in the legislative elections that began on 29 May and ended after four rounds on 19 June.	0
The members of the Committee were of the view that the contents and current format of the "checklist" should be reviewed with a view to redesigning them, if necessary, and examining their efficiency on a pilot basis at a later date.	1
The issue of weapons was specifically referred to during the meeting held on 21 May, as outlined in paragraph 93.	1
The group looted houses in the village and reportedly abducted some 44 villagers and shot two of them dead.	0
Member States, in their tracing efforts, should be invited to use, as appropriate, the Interpol Global Police Communications System (I-24/7) and the INTERPOL Electronic Weapons Tracking System (ETS).	1
112. Closely linked to the concept of counter speech is the growing recognition of the importance of the voices of victims of terrorism in effective strategies to combat incitement.	0
Commander da Cruz disarmed the Eastern Border Control Unit to be able to provide these weapons.	0
This is the essence of C̫te d &apos; Ivoire &apos; s human traditions, a society with a strong democratic spirit that yearns for the rule of law and respect for the human rights of all, without distinction as to nationality or origin.	1
"The Council expresses deep concern at reports of an unusual and sudden influx of thousands of Misseriya to Abyei town and surrounding areas, which could bring about significant changes in the ethnic fabric of the region.	0
In these recommendations, it was suggested that the Committee should: (a) encourage States, before proposing a name for inclusion in the list and without prejudice to their right to pursue its submission, to consider contacting the State of residence and/or nationality of the proposed designated person or entity); (b) clarify the procedure to be followed in cases where a State has mistakenly frozen the assets of innocent persons with a name similar to that of a listed party; (c) require States to send de-listing petitions to the Committee even if they object to such petitions, so that the Committee may take the final decision); (d) increase the number of States that may submit delisting petitions; (e) work to reach a decision on delisting petitions within a specified period, where possible, and notify the submitting State of the results; (f) clarify that de-listing is possible, in some circumstances, for both parties identified by mistake and those who renounce terrorism and prove that they are no longer associated with Al-Qaida or the Taliban; and (g) allow, in appropriate circumstances, the removal of deceased persons from the list (Sep. 31/75 and 28).	1
25. Calls upon all States to exercise responsibility in the management and minimization of the use of highly enriched uranium for civilian purposes, both technically and economically, including through the promotion of the conversion of nuclear research reactors and the production of isotopes towards the use of low enriched uranium fuel types and targets;	1
Urges appropriate regional and subregional bodies to consider, in particular, the development and implementation of public information policies, activities and campaigns for women and girls affected by sexual violence in armed conflict.	1
"The Security Council reaffirms its full support for the efforts of the United Nations, in particular the activities of the United Nations Special Mission to Afghanistan and of the Special Envoy of the Secretary-General for Afghanistan, to facilitate the political process aimed at achieving the goals of national reconciliation and a lasting political settlement with the participation of all parties to the conflict and all sectors of Afghan society, and reaffirms its position that the United Nations must continue to play its primary and impartial role in international efforts to achieve a peaceful settlement of the Afghan conflict.	0
The Assistant Secretary-General for Political Affairs reported an increase in LRA attacks in 2011 and stressed the serious impact on civilians and the humanitarian situation.	0
The Dean told the Committee that he was not aware of any special law prohibiting the arming of "preservative personnel," and also said that he had been authorized by the Minister of Defence after having proposed it.	0
At the request of the Alliance of Patriots for a Free and Sovereign Congo, MONUC supported the efforts of the Alliance for Integration into the Armed Forces.	0
The proposed budget for that Mission for the full 12-month period from 1 July 2005 to 30 June 2006, including the requirements for electoral support and additional civilian police authorized by the Council in its resolution 1621 (2005), is now being prepared and will be submitted to the General Assembly shortly for review and action.	1
Welcoming the establishment of the Permanent National Independent Electoral Commission, recalling the need for its members to be nominated through an independent and inclusive process, and recalling the importance of the preparations for the elections to be held in 2010 building on the spirit of reconciliation and dialogue enshrined in the Burundian Constitution, which led to the successful completion of the transition,	0
38. The Team recommends that the Security Council and the Committee encourage States to designate or establish national mechanisms to identify and target individuals and entities for inclusion in the Consolidated List, drawing on a clearly identifiable and distinct legal authority from the criminal process.	1
Recognizing the important contribution of the Council &apos; s arms embargo in combating the illicit transfer of small arms and light weapons, in mitigating conflicts and in creating conditions conducive to the peaceful settlement of situations that threaten to disturb international peace and security, and recognizing also the contribution of the Council &apos; s arms embargo in supporting conflict prevention, post-conflict peace-building, disarmament, demobilization and reintegration and security sector reform,	1
:: Closer cooperation with other subsidiary bodies of the Council, specifically with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and their experts, including with regard to the exchange of information, visits and assistance as appropriate.	1
"The Security Council recognizes the important role of the good offices of the Secretary-General and encourages the Secretary-General to continue to use mediation wherever possible to assist in the peaceful resolution of disputes and to work closely and coordinate with relevant regional and subregional organizations in this regard, as appropriate.	1
During the week of 19 to 26 June, 10 people were killed and 9 injured in the Bay area in fighting between the Dijel-Merevly clans in the area, including the Lissan, Lui and Yantar clans.	0
Welcoming the outcome of the Consultative Peace Council meeting held on 6 June 2010, at which 1,600 Afghan delegates, representing a wide cross-section of all Afghan ethnic and religious groups, government officials, religious scholars, tribal leaders, civil society and Afghan refugees residing in Iran and Pakistan discussed an end to insecurity and a plan for lasting peace in the country,	1
:: Deployment of competent and well-trained international civilian police as a component of peacekeeping operations to strengthen the capacity of the United Nations and to assist the host State in law enforcement.	0
Improving this situation requires the enforcement of laws - in particular the law on the elimination of violence against women - that criminalize and punish violence and harmful practices against women and girls.	0
With regard to the killing of detained soldiers by rebels, the Commission has received reports, in particular from the Government, of the execution of detained soldiers by rebels.	0
Special police units supported the Mission &apos; s customs and provided support to special operations teams of UNMIK police.	0
:: Establishment of and assistance to local and international media information outlets in support of peace operations.	0
"The Security Council reaffirms the obligation of all Member States to settle disputes and settle disputes in accordance with the Charter of the United Nations and calls upon the international community to assist, as appropriate, in the efforts of regional and subregional organizations to resolve disputes peacefully and to prevent and resolve conflicts in accordance with the Charter of the United Nations and relevant Security Council resolutions.	1
Recalls the obligations mentioned in operative paragraph 2 (e) of resolution 1373 (2001), and recalls in particular those relating to terrorist attacks against United Nations personnel, peacekeepers and installations;	1
They expressed the hope that he would be able to make decisive progress in his direct negotiations in the period before June, the date set for reaching an agreement.	1
12. Meanwhile, further progress has been made towards the establishment of a joint intelligence cell within the framework of the tripartite mechanism, and on 16 and 17 August a delegation from the United States visited Kisangani, accompanied by military officers from Rwanda, Uganda and the Congo, to assess progress in the establishment of the cell.	0
(x) To consult with relevant representatives of the private sector, in cooperation, as appropriate, with national authorities, with a view to promoting awareness of and greater compliance with the travel ban and the arms embargo;	1
The report mentions a number of incidents, particularly in the security sector, which are of serious concern.	0
Emphasizes that specialized international and regional organizations play an important role in building an understanding of the threat of terrorism and in facilitating international cooperation in the field of counter-terrorism, in particular through the provision of technical and related assistance, as requested.	1
The members of the Council stressed that UNMEE had been established at the invitation of both parties and stood ready to assist them in implementing the Algiers Agreements.	1
27. On several occasions, I expressed my firm conviction that the disarmament of Hizbullah and other militias could best be achieved through a Lebanese-led political process that would achieve the ultimate goal of the absence of any weapons or armed forces in Lebanon other than those of the Lebanese State.	0
They expressed concern about the widespread use of the Internet by Al-Qaida and its associates, the lack of responsibility on the part of some media in their coverage of sensitive issues and the use of space phones for terrorist purposes.	0
"The Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288) on 8 September 2006 and the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64/235, in order to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system and the full participation of the relevant subsidiary bodies of the Security Council, within their mandates, in the work of the Task Force and its working groups, and welcomes the adoption by the General Assembly of resolution 64/297.	1
For this purpose, at least 1,000 kilograms of military explosives were used.	0
G.2 Development and implementation of strategies and programmes to prevent and respond to gender-based violence in armed conflict. Inter-Agency Standing Committee Task Force on Gender and Humanitarian Assistance (chaired by OCHA and WHO)	0
The group will establish and maintain an online data repository to collect unedited documents submitted by Contact Group participants, reflecting their views on international efforts since 2008 to combat piracy off the coast of Somalia, and make those documents available to researchers, analysts and policymakers.	0
This will include a revision of the concept of operations so that the force becomes more flexible and mobile and can anticipate or respond quickly to crises, while eliminating redundancies.	0
Not every State has a stand-alone counter-terrorism strategy, but all States have developed a set of counter-terrorism policies and practices and established a national agency or centre to manage counter-terrorism measures, guided by a legislative mandate established for that purpose.	0
Members of the Council also considered the report of the Secretary-General (S/2000/632), which indicated that important progress had been made on the political and military fronts, but that many challenges remained for the Government of Guinea-Bissau in establishing lasting peace, stability and sustainable development.	0
As stated in a March 2003 communiqu̩ in which the Movement formulated its policy, "the Sudan Liberation Movement/Army (SLM/A) is a national movement which, together with similarly thought political groups, aims to address and resolve the fundamental problems faced by the Sudan as a whole.	0
As the Panel has already pointed out, inadequate restrictions serve no useful purpose: sanctions cannot be properly applied against those belonging to them, unintended members of the public with similar names suffer real consequences, the private sector and border and other officials waste valuable time and effort trying to identify similar names that can never be ascertained, and the sanctions regime as a whole loses support.	0
I have the honour to refer to Security Council resolution 1606 (2005) of 20 June 2005, in which the Council requested me to initiate negotiations with the Government of Burundi and consultations with all the Burundian parties concerned on how to implement the recommendations contained in the report of the assessment mission (see S/2005/158) to establish a mixed truth commission and a special chamber within the court system in Burundi, and further requested me to report to the Council by 30 September on the details of implementation, including costs, structures and time frame.	1
In some cases where the Committee finds that the available information is not sufficient to make a determination as to whether listing is still appropriate, it requests the Team to seek further information, which is particularly true in cases where the individual is believed to have died but there is no death certificate or equivalent official document.	1
I encourage the Government of Iraq to urgently take further practical steps towards meeting its obligations under paragraph 14 of Security Council resolution 1284 (1999).	1
While al-Qa &apos; idah leaders are unable, by virtue of the restrictions imposed on them by international procedures, to translate their support into coordinated violence under their control, they continue to polarize them, including those who are determined to commit terrorist acts in their own name without wanting to see their actions within a broader political agenda.	0
Expressing its full support for the Mission, condemning all attacks against United Nations peacekeeping and humanitarian personnel, regardless of who committed them, and stressing that those responsible for such attacks must be brought to justice,	1
Further research is needed on the impact of different forms of communication on the risks and threats of incitement, and therefore on terrorist acts. However, it can be said that the rapid development of communications technology has today, in general, increased the risk of incitement worldwide from 2005.	1
15. Expresses its readiness to consider the appropriateness and feasibility of establishing temporary security zones and safe passages to protect civilians and deliver assistance in situations involving the threat of genocide, crimes against humanity and war crimes against the civilian population;	1
Renovation of prisons and detention centres, which were in very poor condition in Kosovo, was also a top priority for the UNMIK Department of Justice.	0
International law also prohibits indiscriminate attacks on civilians, in the sense of any attack on areas or places where there may be both civilians and combatants, not directed at a particular military objective, or an attack using methods or means of warfare that cannot be directed at a particular military objective.	0
UNMIN weapons monitors registered and supervised the storage of Maoist army weapons for round-the-clock monitoring.	0
Ali Kushayb and Ahmed Harun were refused arrest.	0
It was agreed that Somalia, the region and the international community should focus more on counter-piracy capacity-building activities and make the best possible use of the gains made by the naval forces.	1
Expressing its concern at all violations and abuses of human rights, the Council calls upon the Libyan authorities to investigate them and bring to justice the perpetrators of all such acts, including those committed against children.	1
On 9 November 2014, regime helicopters dropped several barrel bombs on the town of Da &apos; il, killing six people, including two children, and damaging residential buildings.	0
South Africa stresses that, given the magnitude of these challenges, a comprehensive strategy that includes security, humanitarian efforts, good governance and socio-economic development is required.	0
"The Security Council reiterates its equally strong condemnation of all violations of applicable international law with regard to the recruitment, use, re-recruitment, killing, maiming and rape of children by parties to armed conflict, as well as all other acts of sexual violence, abductions and attacks against schools or hospitals and the denial of humanitarian access by those parties.	0
84. Four States have signed a letter of intent expressing their commitment to implementing the Framework of Standards to Secure and Facilitate Global Trade to ensure that shipments are not exploited for terrorist purposes, three of which are at an advanced stage of implementation.	0
One speaker called for close scrutiny of the work of the experts assisting the sanctions committees by going to the field to examine the situation on the ground.	1
In this regard, the Security Council urges the authorities responsible for the transitional period to take swift action to combat impunity effectively and to promote justice by ensuring that the perpetrators are brought to justice.	1
Taking note of the Moroccan proposal submitted to the Secretary-General on 11 April 2007, welcoming serious and credible Moroccan efforts to move the process forward towards a settlement, and also taking note of the Frente POLISARIO proposal submitted to the Secretary-General on 10 April 2007,	1
The Committee is of the view that crimes of sexual violence committed in Darfur can amount to rape as a crime against humanity or sexual slavery as a crime against humanity.	0
"The Security Council urges States and international organizations, as well as the private sector, to exchange evidence, information and intelligence, as appropriate, for anti-piracy law enforcement purposes, including with a view to ensuring the effective prosecution of suspects and imprisonment of convicted pirates, and consolidates current and future initiatives in this regard.	1
However, the only issue agreed upon by the participants was the failure to discuss the issue of weapons.	1
In addition, the Panel on Western Darfur visited refugee camps in Chad and the Panel on Southern Darfur visited the National Security Detention Centre in Nyala.	1
"The Security Council takes into account the need to continue to explore with international, regional and subregional organizations and arrangements the exchange of experiences and lessons learned in the areas covered by resolution 1540 (2004) and the availability of programmes that can facilitate the implementation of the resolution and areas in which they can assist, including through the designation of a focal point or coordinator for the implementation of resolution 1540 (2004).	1
However, United Nations human rights mechanisms have expressed concern about legal provisions on counter-terrorism that restrict certain rights in some States, which may make it impossible to implement international agreements on mutual legal assistance and extradition.	0
530. In order to give clarity to any discussion of the perpetrators, two necessary legal instruments must be used: the categories of crimes for which they may be responsible, and the listing of different types of participation in the commission of international crimes under which various persons may be suspected of being responsible.	1
On the one hand, the Executive Directorate and the World Bank will hold a workshop for parliamentarians in Pakistan on the importance of legislation on combating the financing of terrorism.	0
I also condemn Hizbullah &apos; s reckless contempt for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the wider region.	0
We must recall once again that the violence that exploded in the Gali region is a logical consequence of the escalating situation of grave violations of the rights of peaceful citizens by the Abkhaz regime, which encourages the smuggling of arms and drugs.	0
Security Council thematic meeting on counter-terrorism	1
130. The trip highlighted the problems faced by countries in the process of establishing legal and institutional frameworks to combat terrorism in an atmosphere of political, social and economic instability.	1
17. Acknowledges the comprehensive international standards contained in the Financial Action Task Force &apos; s revised Forty Recommendations on Countering Money Laundering, Financing of Terrorism and Proliferation, and encourages the Executive Directorate to work closely with the Task Force, including in the context of the Task Force &apos; s mutual assessments process, with a focus on the effective implementation of the recommendations on combating the financing of terrorism;	1
This is partly the result of political bargaining at the Somali National Reconciliation Conference, based primarily on the authority of militia leaders and their tribal ties.	1
560. It is necessary to point out that the concept of superior responsibility also applies to internal armed conflicts, as has been so authoritatively affirmed by the two international criminal tribunals. The legal opinion of States in this regard tends to be similar.)	1
42. At the request of Working Group II of the Contact Group on Piracy off the Coast of Somalia, the United Nations Interregional Crime and Justice Research Institute, with the support of the Government of Italy, organized two informal expert group meetings in 2013 to draft a set of guidelines, standards and best practices for the use of armed security personnel contracted by private companies on board commercial vessels for use by private companies and interested Governments.	1
The Academy will be an important institution to implement the new training curriculum and support the implementation of the road map for the rebuilding of the civilian police force.	1
States should strengthen their legal frameworks to criminalize the illicit manufacture, possession and trafficking of small arms and explosives.	0
A complete and comprehensive travel ban would indeed work to counter acts of terrorism by Al-Qaida and the Taliban, but there is evidence that its impact is currently limited.	1
He also visited the refugee camp in Laayoune.	1
The resolution imposes legally binding obligations on all States to have in place and enforce appropriate and effective measures to combat the proliferation of nuclear, chemical and biological weapons and their delivery systems.	1
(i) Strengthen the Commission &apos; s cooperation with international, regional and subregional organizations and develop ways of working with those organizations on a case-by-case basis, reflecting the varying capacity and mandate of each organization, including operational exchanges, briefings to and from the Commission and enhanced arrangements for the exchange of information;	1
In consultations of the whole, the members of the Security Council expressed concern at the continued deterioration of the humanitarian situation and condemned violations of international humanitarian law committed by all parties to the Syrian conflict.	0
The Committee is also considering the possibility of collective reporting at the regional level and has requested the Monitoring Team to further study this option.	1
On the one hand, humanitarian access has improved markedly as a result of the gradual lifting of restrictions on the delivery of humanitarian assistance since last summer.	0
"The Security Council requests the Secretary-General to submit, before the end of the liquidation phase of MINURCAT on 30 April 2011, a report on progress made in eastern Chad on the protection of civilians, especially women and children, including (i) the situation of refugees and internally displaced persons and durable solutions to their displacement, (ii) unimpeded, safe and timely humanitarian access, including the movement and security of humanitarian personnel and the delivery of humanitarian aid, (iii) measures taken in response to violations of humanitarian, human rights and refugee law and (iv) the overall security situation, to the extent that they affect the humanitarian situation.	1
11. At the same informal consultations, the Committee was briefed by representatives of the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO), at its request, on the mandate of MONUSCO with regard to sanctions monitoring and, in particular, arms tracing and marking.	0
19. Two States have criminalized the financing of terrorism, while another five have introduced some legal provisions to address this issue.	0
On behalf of the Czech Republic, I would like to thank the Counter-Terrorism Committee for its efforts to combat international terrorism.	1
Urges all parties concerned, in accordance with international humanitarian law, including the Geneva Conventions and the Hague Rules, to provide full and unimpeded access for humanitarian personnel to civilians in need of assistance in situations of armed conflict, to provide, to the extent possible, all necessary facilities for their operations, and to promote the safety, security and freedom of movement of humanitarian personnel and United Nations and associated personnel and their property.	0
19. The Communist Youth League appears to have absorbed many members of the dissolved CPN (M) militia, and many child soldiers were not enrolled during the 2006 recruitment campaign following the Maoist army ceasefire.	0
This situation not only depicts large-scale killings of civilians, but also illegal detentions accompanied by summary executions, rape and other abuses.	0
4. Calls upon the Syrian armed opposition groups and relevant elements to respect the relevant provisions of the preliminary agreement;	1
At the time of the attack, the women fled to the valley, where they were surrounded by military personnel.	0
The Committee also agreed to replace the current numbering system, which changes each time an individual or entity is added to the list, with a permanent reference number.	1
Stressing the importance of investigating [human rights abuses and alleged violations of international humanitarian law committed by all parties], including violations that occurred during the crisis... and reaffirming that those responsible for such violations must be held accountable and must be brought to justice regardless of their political affiliation, while respecting the rights of detained persons..., urges the Government to increase and accelerate its efforts to combat impunity,	1
"The Security Council reaffirms its strong commitment to the sovereignty, independence, unity and territorial integrity of Syria and other States affected by the Syrian conflict, and to the purposes and principles of the Charter of the United Nations.	1
"The Security Council welcomes the establishment of a national oversight mechanism by the President of the Democratic Republic of the Congo, Joseph Kabila, as called for in the framework of peace, security and cooperation and resolution 2098 (2013), and calls upon the President of the Democratic Republic of the Congo to ensure the transparency and inclusiveness of this mechanism.	1
From 14 to 18 October, UNOWA and UNOCA participated in a workshop organized by the Lake Chad Basin Commission in Yaound̩ to prepare a regional counter-terrorism strategy and hold discussions on the multinational joint force.	0
The Special Representative of the Secretary-General welcomed the efforts of the Government of the Democratic Republic of the Congo to protect children, in particular the signing on 4 October 2012 of the action plan to halt and prevent the recruitment and use of children, sexual violence and other grave violations against children committed by the national armed and security forces, the participation of the Government in the campaign "Children without soldiers" and the appointment on 14 July 2014 of a presidential adviser on sexual violence and child recruitment.	1
(d) Continue dialogue and exchange of information with designated focal points or coordinators on issues related to their contributions to the implementation of resolution 1540 (2004);	1
47. Listed groups associated with Al-Qaida and the Taliban continue to collect funds through legal means, such as voluntary contributions and legitimate businesses, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation.	0
For example, Poland and Croatia, with the assistance of the Office for Disarmament Affairs, conducted a peer review with a view to assessing their implementation of the resolution, which was divided into two rounds of discussions and activities organized in Warsaw and Zagreb, which were attended by Committee experts as observers, which helped to identify effective practices and facilitated the exchange of experiences.	0
Government forces intervened late in the course of the events by firing from within their camp, but their efforts were too late and insufficient to save lives or property.	0
Most States of the Western and Eastern Europe, Central Asia and the Caucasus subregions have enacted comprehensive counter-terrorism legislation.	0
Affirming its support for multilateral treaties aimed at the elimination or non-proliferation of nuclear, chemical or biological weapons and the importance of their full implementation by all States parties to such treaties in order to promote international stability,	1
30. At the same time, I fully support the plans of the African Union to take the lead in carrying out an assessment of the Mission in November, with a view to examining the future peacekeeping needs of the region.	1
The failure of the police leadership to punish the attacks of 23 and 24 May in which some officers of the police force were involved was due to the breakdown of the chain of command, the existing party discord and the previous limited accountability.	0
(f) Welcomed and stressed the importance of the readiness expressed by the Executive Directorate to participate actively in and support all relevant activities within the framework of the United Nations Global Counter-Terrorism Strategy, including within the Counter-Terrorism Implementation Task Force established to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system.	1
51. The success of the transition process will be jeopardized if elections in the Democratic Republic of the Congo are not completed by 30 June 2006.	0
Stressing the vital importance of dialogue between the Committee established pursuant to resolution 1267 (1999) ("the Committee") and Member States for the full implementation of the measures,	1
At 1142, 1814, 2023 and 2026 hours, the telephone records showed four calls to the Syrian intelligence officer Jama'a Jama at 1142 hours, and according to a witness, Abd al-Aal visited the Jama'a office on the evening of the bombing at 1930 hours and discussed Mr. Abu Adas with him.	1
11. Urges all Member States, in particular those in the Sahel and Maghreb regions, to coordinate their efforts to prevent the serious threat to international and regional security posed by terrorist groups that cross national borders and seek safe havens in the Sahel region, and to strengthen cooperation and coordination in order to develop comprehensive and effective strategies to address in a comprehensive and integrated manner the activities of terrorist groups, prevent the expansion of such groups and reduce the proliferation of all types of weapons and transnational organized crime;	1
Attacks against civilians continue, including acts of sexual violence by foreign and Congolese armed groups and FARDC elements.	0
:: Some members of the Security Council have called upon Member States that have not yet done so to accede to the counter-terrorism conventions and protocols negotiated under the auspices of the United Nations.	1
UNODC will organize a national workshop on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption in Namibia in March 2014.	1
It also refers to the growing problem in Afghanistan, the Afghanistan-Pakistan border area and the continuing threat in North Africa, without any decline in activity elsewhere.	0
The conclusion that the Government authorities have neither pursued nor implemented the policy of genocide in Darfur, either directly or through militias under their control, should not be interpreted in any way to reduce the seriousness of the crimes committed in that area.	0
59. The Mission will discuss with the Ugandan authorities ways and means of resolving this conflict, including the application of the amnesty law for members of the Lord &apos; s Liberation Army (LRA) who are not responsible for the most serious violations of human rights and international humanitarian law, in the context of recent negotiation efforts and ongoing proceedings to bring to justice those responsible for serious violations of human rights and international humanitarian law before the International Criminal Court.	1
"The Security Council further reaffirms the need to combat, by all means and in accordance with the Charter of the United Nations, threats to international peace and security caused by terrorist acts.	1
The Group also actively participates in the Global Counter-Terrorism Forum.	1
As this partial list shows, there is a clear trend from the international community towards the use of commissions of inquiry and fact-finding missions in the context of accountability efforts.	1
C. Disbanding and disarmament of Lebanese and non-Lebanese militias	0
States should ensure that appropriate law enforcement agencies manage and carry out counter-terrorism measures and establish dedicated counter-terrorism units to benefit from the capacity of experts within their law enforcement institutions.	1
343. The Commission interviewed a number of eyewitnesses who confirmed that, following joint attacks by Government soldiers and Janjaweed in the area, some 30,000 people had been detained in Kaylik, Southern Darfur, for some 50 days.	0
In order to expedite the process and ensure the availability of adequately qualified staff, the Committee supports the exploration of ways to broaden the pool of potential candidates.	1
I condemned those restrictions on the freedom of movement of United Nations peacekeeping forces.	0
"The Security Council reaffirms its commitment to the full and effective implementation of its resolutions on the protection of civilians in armed conflict, and recalls previous statements by its President on this issue.	1
10. Directs the Executive Directorate to provide access to information contained in national counter-terrorism surveys and assessments, subject to the approval of the Member States concerned, and also directs the Directorate to provide access to information on regional counter-terrorism capacities, subject to appropriate approval by the Committee;	1
634. It is clear from the information gathered and verified by the Commission that rape or other forms of sexual violence committed by Janjaweed militia and Government soldiers in Darfur were widespread and systematic and that, for this reason, such acts could very well be considered a crime against humanity.	0
In Nyakunde, well over 2,000 people were reportedly killed; the population fled to the forest.	0
Participatory assessment approach to ensure the participation of internally displaced women and girls returnees in the development of reintegration strategies and programmes and their impact on the definition of their content; improvement of gender-sensitive reintegration measures on issues such as constitutional reform and electoral processes; and development of gender-disaggregated indicators.	1
