ar_en_GOOGLE	MatConf
505- Is the crime of genocide more serious than other international crimes? There is widespread agreement that genocide is the most serious international crime.	1
126. The team investigated the supply chain for the delivery of these vehicles to determine whether those involved had prior knowledge that the Ivorian Ministry of Defense would be the end user.	0
631. In particular, the Commission found that government forces and militias under its control in many cases attacked civilians and destroyed and burned villages in Darfur, in violation of the relevant principles and rules of international humanitarian law.	1
In Lerneb (Timbuktu province), in September, the Arab Movement of Azawad (MAP) warned in several public meetings that it would punish local residents who provided information to MINUSCA and French forces. On September 23, the headless body of a man was found in the Zoueira region, 80 kilometers north of Timbuktu. He was one of five men kidnapped by Al-Qaeda in the Islamic Maghreb on September 16 and accused of collaborating with international forces. They have since disappeared.	1
Some reports indicated that discussions had taken place between those intending to demonstrate and the security forces, in some cases face to face.	0
The Government of the Syrian Arab Republic confirms that it is continuing to perform its duty to protect its citizens, disarm terrorism, and hold its perpetrators accountable. It also confirms that it is continuing in its quest to find a political solution to the crisis that Syria is going through in cooperation with the Special Envoy, Mr. Kofi Annan, and by consolidating the democratic achievements that it began a month ago. March of last year in various fields, including abolishing the state of emergency, issuing the multiparty law, the local elections law, the freedom of media law, paying attention to the economic situation of citizens, issuing the new constitution, and other legislation aimed at strengthening political life, deepening pluralism and democracy, and leading to the launch of a reform process. Integrated.	0
206. States of the subregion are fully aware of the threat posed by the financing of terrorism and vigilant about the risks associated with it.	1
In this climate of insecurity, the freedom of political parties to express opinions has become threatened or even restricted.	0
Rape and other crimes of sexual violence did occur, but they were not widespread or occurring with such regularity as to constitute crimes against humanity.	1
40. The Office continued to provide technical assistance in the field of counter-terrorism to countries in East Africa; For example, in close consultation with national authorities in Ethiopia, Djibouti, Somalia and Kenya, it has developed country programs dedicated to long-term assistance to strengthen their criminal justice response to terrorism in accordance with the rule of law and with due respect for human rights.	0
Many countries will also continue to grapple with issues such as extremism, violent extremism, and the cross-border movement of terrorists.	1
She said that no one knows who attacked the helicopter, as the incident occurred near Bentiu, where the armed parties are very close to each other.	1
Moreover, mobile armed groups that rely on banditry tend to be more brutal in their methods, given their less incentive to build bases of popular support locally.	1
Many witnesses reported that insults and insults were used against the detainees, who often called them âslaves.â	1
All countries except one country have legislation regulating the activities of national non-profit organizations, but only one country has introduced legal texts to prevent the financing of terrorism through the aforementioned organizations and has implemented them effectively.	0
Many were subjected to horrific treatment, and many were summarily executed.	1
Briefly, rape is any physical assault of a sexual nature committed without the victimâs consent, that is, by the use of force or coercion, such as what occurs as a result of fear of violence, coercion, imprisonment, or exploitation of coercive circumstances ().	1
To this end, I note that the Lebanese leaders have resumed the national dialogue, whose main mandate is to develop a national defense strategy that would address the important issue of weapons outside the control of the State, after the events of May 2008.	0
Condemn the illicit trade in small arms and light weapons	0
The latest available information indicates that 35 internally displaced persons were killed in this incident and 10 injured, and that 4,000 internally displaced persons and villagers were forced to flee.	1
The government&#39;s armed forces later confiscated the village residents&#39; weapons.	1
56- The police and security forces in the Democratic People&#39;s Republic of Korea systematically resort to violence and impose sanctions, which constitute a gross violation of human rights, in order to create a climate of fear that suppresses any opposition to the current regime and the ideology on which it is based.	1
The Committee believes that the cases of torture that occurred, based on the above, could be considered a crime against humanity, and given the discriminatory nature of the attacks, these cases of torture could also include the crime of persecution as a crime against humanity.	0
The Haqqani Network (TE.H.12.12) continues to participate directly in terrorist attacks in Afghanistan.	1
The team also sensitized the commercial aviation sector to Al-Qaeda sanctions by working closely with the International Civil Aviation Organization, the International Air Transport Association and the private sector.	1
On November 30, 2014, the regimeâs warplanes fired a missile on a commercial street in the village of Hatla in Deir ez-Zor, killing 12 people, including five children and four women, and wounding 11 other people. The shell destroyed six shops and three homes.	1
The Under-Secretary-General also reported that violence and human rights violations continue daily. They include ISIS&#39; use of torture, murder, rape, and enslavement, opposition groups, including groups designated as terrorist organizations, punishing civilians and launching attacks on civilian service facilities, and government air attacks, including dropping barrel bombs, on civilian areas, camps for internally displaced persons, and civilian facilities. .	1
6 - Convention for the Suppression of Unlawful Seizure of Aircraft, signed at The Hague on 16 December 1970; It was ratified by the Socialist Republic of Czechoslovakia on 6 April 1972, and entered into force on 6 May 1972.	1
New cases of escape by some former members of the National Congress integrated into the armed forces were also reported, and the refusal of members of integrated armed groups to be redeployed.	1
The Minister of the Interior instructed Commander da Cruz to give 10 rifles, 6,000 rounds of ammunition and 10 magazines of ammunition to Rey Los in Liquisa.	0
The report notes that the Communist Party of Nepal (Maoist) recruited a large number of children before the signing of the ceasefire agreement and transported them to cantonment sites.	1
Government forces were reported to have often committed acts of unjustified destruction that went beyond any military necessity.	1
Although government forces in most incidents may not have participated in the destruction, their complicity in the attacks in which that destruction occurred, and their presence at the site of its occurrence, are sufficient to make them a partner in responsibility.	1
Once again, Egypt demands an immediate halt to Israeli attacks on the Gaza Strip.	0
On the other hand, death squads and militias composed of independent elements spread terror and commit acts of execution and kidnapping.	1
Oceans Without Piracy, a non-governmental organization, estimated that $3.2 billion was spent in 2013 on combating piracy, and that the international community spent about $139 million per attack.	0
Affirming its determination, in accordance with its primary responsibilities and as stipulated in the Charter of the United Nations, to take appropriate and effective measures against any threat to international peace and security caused by the proliferation of nuclear, chemical and biological weapons and their means of delivery,	0
The regime arrested approximately 47 individuals believed to have been forcibly recruited into the regime forces.	1
24 - The Security Council, in paragraph 7 of its resolution 1535 (2004), emphasized that to ensure that the Committee continues to work effectively during the process of converting its support structure to its implementing body, the Committee will continue to work using its current support structure, until the Committee, in consultation with the Secretary, decides In general, the executive body has become able to work.	0
118. The information provided for this survey shows that, in the eyes of many States, incitement to commit acts of terrorism continues to constitute a serious danger and threat in many parts of the world, albeit to varying degrees.	0
12. The Executive Directorate will strengthen its work with international, regional and subregional organizations around the world with a view to assisting them in preparing and/or implementing appropriate counter-terrorism action plans and engaging them more directly in meeting the capacity-building needs of States identified by the Committee through assessments. Initial implementation and country visits.	0
âIn this regard, the Security Council welcomes the news issued on 1 May 2011 that Osama bin Laden will never again be able to commit such terrorist acts, and reaffirms that terrorism cannot and should not be linked to any religion, nationality, civilization or group.â .	0
Although this recommendation is primarily aimed at future listings, the Committee may wish to provide specific and targeted guidance to States where such transfers are known to have already occurred.	0
However, the situation on the ground is complex and raises concern, especially for minority communities.	1
:: OCHA report, âTo survive and deliver: good practice for humanitarians in complex security environmentsâ (2011). This report outlines the increasingly difficult working conditions for humanitarian workers, provides recommendations for policy responses, and makes references to relevant legal documents.	0
14 - Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to Sudan E/CN.4/2005/7/Add.2	1
While we are pleased that more than 10 million Afghan voters have registered, we are concerned that insufficient voter registration has taken place in the southern and southeastern parts of Afghanistan due to security concerns.	0
86 - Seven countries have developed strategies to combat terrorism and created the institutions necessary to implement them.	0
34 - The presence of Palestinian armed groups outside the camps remains a challenge to Lebanon&#39;s ability to exercise full sovereignty over its territory.	1
12 - In short, it can be said that the militias have continued and intensified their attacks on civilians recently, but not on the widespread and systematic scale witnessed in the months preceding the joint statement.	1
Unlike the regular meetings of the Council of Arab Interior Ministers, information on the status of implementation is not exchanged on a regular or institutional basis at the subregional level.	0
57. The mission obtained information indicating that the death brigades may be composed of individuals close to the Government, the Presidential Guard and a tribal militia from the ethnic group to which the President belongs.	0
Raids, searches and arrests without an arrest warrant	1
On 2 May, the Under-Secretary-General for Legal Affairs and Legal Counsel, Nicolas Michel, briefed the Council on his recent trip to Lebanon and urged Council members to address the need to fill the gap and help establish the Special Tribunal for Lebanon.	0
There were tanks, armored personnel carriers, and rocket launchers already stationed in certain areas of Abidjan.	1
This initiative, open to all Member States, aims to encourage a measurable reduction in armed violence globally and achieve a tangible improvement in human security by 2015.	0
At the request of the Alliance of Patriots for a Free and Sovereign Congo, MONUSCO supported the efforts of this coalition to integrate into the armed forces.	0
Exemptions are provided for supplies of weapons and related lethal materiel to Ivorian security forces intended exclusively for use within the framework of the security sector reform process in CÃ´te d&#39;Ivoire, in accordance with prior notification to the Committee.	0
(b) Prevent the entry of such individuals into or transit through its territory, provided that nothing in this paragraph shall oblige any State to refuse entry to its nationals or to require them to leave its territory; Provided that this paragraph shall not apply where entry or transit is necessary for judicial proceedings or where the Committee established pursuant to resolution 1267 (1999) (âthe Committeeâ) determines, on a case-by-case basis only, that entry or transit is justified;	0
Moreover, the parties and their affiliated youth branches incite children to participate in demonstrations during which acts of violence may break out, and the police sometimes respond to this with excessive use of force.	1
58 - The new forces are preparing daily warriors to secure the area surrounding the diamond pits.	0
At the beginning of the conflict, most of the fighting appeared to take place in North Darfur and North-West Darfur, and gradually moved southward into South Darfur state, in the last months of 2004.	1
On 4 September, the Lord&#39;s Resistance Army reportedly launched an attack in the villages of Budo and Nahua in Western Equatoria, killing eight people and kidnapping two children, one of whom later escaped.	1
(v) Continue dialogue and exchange of information with designated focal points or coordinators on matters related to their contribution to the implementation of resolution 1540 (2004);	0
âInformation on compliance by parties to armed conflicts to end the recruitment or use of children in armed conflicts in violation of applicable international law and other violations committed against children affected by armed conflicts;	0
&#39;&#39;The Security Council stresses the urgent need to strengthen the military and police institutions in Libya.	0
Five people were killed, and ten people were seriously injured.	1
The Commission found that the forced displacement of the civilian population was systematic and widespread, an act considered a crime against humanity.	1
118 - There are some other circumstances that must be taken into account with regard to the planning stage of the crime, namely the surveillance measures targeting Mr. Hariri, carried out by the Internal Security Forces, and the fact that the Military Intelligence Service planted eavesdropping devices on Mr. Haririâs phones (see the section entitled ââ Hariri&#39;s phones were tapped.	1
During the current conflict, government soldiers committed massacres of people in Monoko-Zohi, and there have been recent reports of mass graves in Man and Dandani for which government forces are responsible.	1
Among them was a 15-year-old boy who was arrested in November 2004 in Nyala, North Darfur, when he was returning home from work.	1
38. Given the urgency of the current situation, the efforts of the international community must be immediate, coordinated and resolute.	0
Humanitarian aid workers have often been harassed and attacked during banditry incidents.	1
50. Complex criminal investigations into piracy and criminal networks involved in piracy are underway with a focus on pirate leaders, financiers and organizers.	0
Terrorist networks formed in conflicts now could pose a threat for decades to come.	1
Calls for effective international action to curb the illegal flow of small arms into conflict areas.	0
The committee&#39;s forensic experts were able to verify that some members of the military forces were buried in the trenches surrounding the military camp, while civilians were all buried in multiple graves in the town&#39;s cemeteries.	1
We were prevented from even condemning the violence and supporting a peace plan drawn up by Syria&#39;s neighbors.	0
In reality, most of the transfers of these weapons to CÃ´te d&#39;Ivoire are unannounced.	1
The Council stresses that all those responsible for violating international law, including international humanitarian law and human rights law, as well as anyone who instructed the commission of such acts, will be held accountable.	0
Security sector reform remains one of the major challenges to long-term peace and stability.	0
The Brigadier General requested a ceasefire so that he could evacuate his children from the house.	1
Regarding Crimea, he reported that, in addition to previously reported human rights violations, the number of enforced disappearances had increased, and he expressed concern about the kidnapping that had occurred last month in Crimea of four Crimean Tatars, one of whom was found dead.	1
Eighteen individuals arrested in BouakÃ© in connection with the events were transferred to a civilian prison in Korhogo. In another incident, on 17 January, 11 individuals, including two French citizens, were arrested in Abidjan, allegedly associating with Mr. Coulibaly, for planning a coup. On 30 January, the prosecutor at the military court in Abidjan issued an international arrest warrant against Mr. Coulibaly, on charges of conspiracy against the state.	1
37. The Mission continued to give the highest priority to a zero-tolerance policy on sexual exploitation and abuse, including the provision of introductory briefings and regular training programs for all United Nations staff in the area of prevention of sexual exploitation and abuse.	0
89. Although States in the subregion have the necessary legislation and institutions to combat the smuggling of persons, weapons and explosives, what is lacking is the practical implementation of measures to monitor and prevent illicit cross-border movements.	1
The committee received evidence that civilians were kidnapped by the leaders of this camp and then detained inside the camp, where they were tortured and assigned to hard labor.	1
For example, Europe has the European Union and the Schengen Agreement; The Economic Community of West African States (ECOWAS); the Southern African Development Community, in Africa; The Association of Southeast Asian Nations() as well as the Commonwealth of Independent States(); The North American Free Trade Agreement in North America (); Central American Integration System, in Central America(); The Andean Community and MERCOSUR, in South America, are moving towards merging to create the Community of South American States.	0
I am deeply concerned that sexual violence against children will weaken the prospects for peaceful coexistence in Darfur for years to come.	0
Any deprivation of liberty must be carried out in accordance with the provisions of Article 9: deprivation of liberty must not be arbitrary; It must be done in accordance with the law and the procedure established therein; Information must be provided about the reasons for the arrest; There must be access to a court to decide on the arrest, as well as compensation in the event of a violation.	0
35 - In mid-March, Brigadier General Ruak announced the retroactive demobilization of 594 soldiers, effective March 1.	0
The Council notes the importance it attaches to putting an end to impunity and bringing those responsible for crimes committed in Darfur to justice.	0
To ensure that potential applicants have a clear understanding of this process and are aware of the steps to be taken and to ensure consistency in implementation, practices and procedures to further operationalize this process have been developed and information has been disseminated.	0
No country applies adequate measures to protect non-profit organizations from terrorist financing.	0
27 - The Heads of State and Government, concerned about the situation prevailing in southern Libya, stress the need to resolve this situation in order to preserve the stability of the Sahel region.	0
Urges appropriate regional and subregional bodies to give particular consideration to the development and implementation of policies, activities and information campaigns on behalf of women and girls affected by sexual violence in armed conflict.	0
This is the reason, on the other hand, for the unprecedented insistence among Ugandan speculators to continue arming armed groups in Ituri District, in order to continue the illegal exploitation of natural resources and other wealth.	1
Arrangements are being considered for UNDP and UNHCR to establish and manage a successor trust fund for the Integrated Security Detachment, if that is the desire of the Government and potential donors, until the necessary national structures and capacities are assuredly in place.	0
Through a combination of factors, including gender discrimination in access to resources, education and employment, poor reproductive health care, and exclusion from decision-making processes, refugee and internally displaced women constitute one of the most vulnerable groups in the world.	1
While the threat posed by Al-Qaeda as a global terrorist organization has diminished, the threat of Al-Qaeda affiliates and infectious ideas remains.	0
The names of some government officials and some members of militia forces were also mentioned as they may be responsible for a joint criminal enterprise to commit international crimes.	1
With fuel smugglers making profits exceeding 100 percent, these smuggling networks have a vested interest in prolonging the conflict.	1
An international court is not considered an appropriate solution since the crimes in question constitute a violation of national law.	1
Reaffirming the need for all parties to armed conflict to respect the humanitarian principles of humanitarian considerations, neutrality, impartiality and independence in order to ensure the provision of humanitarian assistance and to ensure the safety of civilians receiving such assistance and the security of humanitarian personnel and United Nations and associated personnel,	0
The Executive Directorate will assist the Committee in initiating a discussion to explore States&#39; needs for technical assistance in implementing resolution 1624 (2005) and facilitate the provision of such assistance, as appropriate.	0
No progress has been made on developing an action plan to stop the recruitment and use of child soldiers pursuant to Security Council resolutions 1539 (2004), 1612 (2005) and 1925 (2010).	1
In light of the above, the National Committee visited several areas in the Darfur states, where, according to some allegations, forced deportation or ethnic cleansing occurred.	0
The Mission is certain, based on the materials it has seen and the meetings it has held, that the conflict has had serious human rights impacts.	1
In the Hiran region of central Somalia, heavy fighting on 7 and 8 June over land and water disputes on the western side of Belitoweni between the Galjil and Jajili clans of the Hawaya tribe reportedly resulted in 36 deaths and 70 injuries.	1
We are particularly concerned about the indiscriminate proliferation of weapons in Libya and beyond its borders as a result of the conflict.	0
Endorsing the work already undertaken by the Committee established pursuant to resolution 1540 (2004), henceforth referred to as the 1540 Committee, in accordance with its fifth program of work,	0
The increasing convergence between terrorist financing methods, especially at the local level, and other criminal financing methods has made it increasingly difficult to distinguish one from the other.	1
42. At the request of Working Group II of the Contact Group on Piracy off the Coast of Somalia, and with the support of the Government of Italy, the United Nations Interregional Crime and Justice Research Institute organized two informal expert working group meetings in 2013 to formulate a set of guidelines, standards and practices Best practices regarding the use of armed security personnel contracted by private companies on board commercial ships, for use by private sector companies and interested governments.	0
As the vehicles were leaving the scene, two of the disarmed officers fell or were pulled from one of the vehicles. Members of the crowd stabbed them.	1
19 - It appears that the Communist Youth League absorbed many members of the disbanded Communist Party of Nepal (Maoist) militia. Many of the children recruited during the 2006 recruitment drive following the ceasefire did not join the Maoist army.	1
At the request of the Forces Nouvelles High Command, a working group composed of neutral forces and Forces nouvelles was established to develop an operational plan for assembling its forces.	0
I strongly condemn any use of toxic chemicals by any party to the conflict in Syria.	0
139- Among these groups is the National Movement for Reform and Development. On 6 June, the movement issued a statement saying that it was not a party to the ceasefire agreement concluded in April between the Government, the Sudan Liberation Movement/Army and the Justice and Equality Movement, and that it would fight against the Government.	0
Propaganda, missile attacks, improvised explosive devices, and occasional suicide bombers may remain the main weapons used by the opposition armed forces.	1
Colonel Reiss and his deputy protested to Brigadier General Ruak, who apologized for the shooting.	1
:: Holding legal persons and legal entities responsible for crimes related to the financing of terrorism;	1
We urge Israel to adhere to its obligations with regard to the population in the occupied territories.	0
It is common for people forcibly repatriated from China to be subjected to torture, arbitrary detention, summary execution, forced abortion and other forms of sexual violence.	1
The main security concerns relate to criminal activity and factional fighting.	1
A. Recruitment and use of children by armed forces and groups 14. The Nepal Task Force on Children and Armed Conflict established under the provisions of Security Council resolution 1612 (2005) monitored the recruitment of children by the Maoist army and organizations affiliated with the Communist Party of Nepal (Maoist) during the subsequent ceasefire recruitment campaign The fire that peaked in November 2006.	1
In addition, attacks by Al-Shabaab and its affiliated groups in Uganda and Kenya demonstrated the breadth of its operations and ability to recruit in Somali communities in those countries.	1
Likewise, one of the victims identified the man as a Janjaweed commander who led attacks in which civilians were killed.	1
Condemn the deliberate attacks targeting humanitarian workers and call for their immediate cessation.	1
Incorporating gender perspectives into the design and implementation of post-conflict environmental assessments.	0
The Bakata Katanga movement has destabilized large areas of the province since 2012, when Kyonogo Mutanga Gideon, following a prison escape, forced local residents, including children, to join his ranks or flee.	1
544 - The Commission identified 14 Janjaweed individuals suspected of having committed an international crime under the principle of joint criminal enterprise.	1
Our main concern in that regard is the fact that, for the report, none of the eight key standards have yet been fully implemented.	0
Other listed groups, such as Lashkar-e-Tayyiba (QE.L.118.05), train and recruit themselves in Taliban-controlled areas of Pakistan.	1
To mandate United Nations peacekeeping missions and other relevant missions authorized by the Security Council, as appropriate and on a case-by-case basis, to contribute impartially to the protection of civilian populations, especially populations facing an imminent threat of physical violence and present in their areas of operations.	1
:: The presence and work of the International Tribunal for the former Yugoslavia encouraged the establishment of national courts in Serbia, Bosnia and Croatia	0
25 - The march, which was planned to take place on 25 March, received widespread advertising coverage and was considered by some to be a major challenge to the President and legitimate state institutions.	1
Timor-Leste On 10 May, the Council heard a briefing by the Special Representative of the Secretary-General, Kamalesh Sharma, in plenary.	0
The continuing plight and suffering of the Palestinian people remains a tragic embodiment of the consequences of refusing to implement Security Council resolutions and the failure of the Security Council to enforce its decisions.	0
âThe Security Council strongly condemns the continued use of Afghan territory, in particular areas controlled by the Taliban, for harboring and training terrorists and planning terrorist acts, and reaffirms its conviction that the suppression of international terrorism is essential to the maintenance of international peace and security, and insists that the Taliban stop providing shelter and training.â international terrorists and their organizations, and to take effective measures to ensure that territories under its control are not used to establish terrorist facilities and camps, or to prepare or organize terrorist acts against other States or their nationals, and to cooperate with efforts to bring indicted terrorists to justice.	0
(c) Decided that the Executive Directorate would continue to operate as a special political mission within the framework of the policy guidance provided by the Committee, for the period ending 31 December 2010, and further decided to conduct an interim review by 30 June 2009 and to consider comprehensively the work of The Executive Directorate before the end of its term;	0
The Council stresses the need to hold an urgent dialogue between the new government, upon its formation, and the international community regarding ways to help the government use the transitional phase constructively to achieve the goals of reconciliation, stability, and reconstruction.	0
The briefing included a grim description of the situation in the region, which was characterized by more acts of violence and terrorism.	1
Samira Ahmed Al-Sahli, a 53-year-old nurse from Yarmouk camp, was arrested by Syrian regime forces on June 11, 2014 because of her medical work. Her family learned that she died under torture inside a regime detention center on November 8, 2014.	1
According to the World Bank, there is no factor more undermining the investment climate than the lack of armed security.	1
Therefore, depending on the circumstances of each individual case, and within the framework of the principle of joint criminal enterprise, they may be suspected of having committed crimes against humanity by killing civilians and by acts of rape, torture and forced displacement of civilians; It is a war crime to launch indiscriminate attacks on civilians; By destroying civilian targets and looting.	1
Also, names that are not sufficiently specific may lead to sanctions being applied to persons other than those targeted.	0
In some cases, they were killed when they ventured out of the camp, either to return to their village or for any other reason.	1
As for the recruitment of people, specifically, for the purpose of committing terrorist acts, it was addressed in Law No. 535/2004 on preventing and combating terrorism.	1
236 - The obligations imposed on States with regard to the criminalization of the financing of terrorism are contained in resolution 1373 (2001) and the 1999 International Convention for the Suppression of the Financing of Terrorism.	0
Calling upon States to ensure, consistent with international law, in particular international human rights law and international refugee law, that refugee status is not abused by those who commit, organize or facilitate terrorist acts, including foreign terrorist fighters,	0
We condemn all ethnically motivated acts and crimes committed in Kosovo.	0
The government acknowledged the attack and offered compensation to the victims.	0
It should be borne in mind that the provision of capabilities such as better information, rapid response capabilities and critical enablers, while providing better protection of civilians, often has significant resource and field support implications or may require a broader range of troop- and police-contributing countries .	0
(c) The looting of private homes, businesses and other entities by Eritrean soldiers;	1
âThe Security Council is deeply concerned about the deteriorating security situation in the Central African Republic, in particular following the attacks on Birao and Ouanda-Djali and Sam Ouandja.	1
The organization also provided support for capacity development in maritime law enforcement, and for this purpose established a new maritime security trust fund for West and Central Africa.	0
Members of the rebel groups were named as suspects of engaging in a common criminal trend to commit international crimes and as persons potentially responsible for failing to prevent or suppress the commission of crimes committed by the rebels, despite their knowledge of them.	1
Therefore, at the end of September, the Joint Implementation Mechanism approved measures aimed at aligning the implementation of the Action Plan with existing elements of the N&#39;Djamena Ceasefire Agreement of 8 April 2004 in order to reduce the likelihood of such consequences occurring again.	0
The attack method (placing a toxic bacterial agent in letters sent by federal mail services) was quite effective in terms of propaganda, but a major attack aimed at causing as many casualties as possible (for example by spreading anthrax by aerosol) would require a degree of It is much higher technology.	1
278. The Committee also notes that the Janjaweed have, on a number of occasions, specifically targeted and killed children, including the children killed in Kailk and Surra referred to above. The Commission received numerous reports of children being killed randomly, intentionally, or both, sometimes in horrific circumstances, by means including burning or amputation.	1
13 - Reports of children abducted during recent attacks on the civilian population demonstrate the terrible price that Darfur&#39;s children are paying in this civil war.	1
49. Emphasizes that no matter should remain before the Committee pending for more than six months, unless the Committee decides, in each case, that exceptional circumstances require additional time to consider certain matters, in accordance with its guidelines;	0
15 - Since its establishment by the government in June 2005, the Special Criminal Court for the Events in Darfur has issued rulings in five cases.	0
At the 5798th meeting of the Security Council held on 11 December 2007 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	0
Paraguay, Peru, Chile and Colombia have enacted legislation granting special investigative powers to law enforcement authorities.	0
The Ministry of Education is responsible for combating the trend towards extremism in educational institutions.	0
Collecting timely, objective, reliable, accurate, and accurate information on conflict-related sexual violence is crucial to formulating the Council’s responses, as well as strengthening action to prevent sexual violence.	0
The General Assembly&#39;s consensus adoption of resolution 57/145 (Response to global threats and challenges) of 16 December 2002, adopted at the initiative of the Russian Federation, reaffirmed the international community&#39;s recognition of the need for a comprehensive approach to this issue.	0
The meeting also discussed ways and means of increasing pressure on foreign armed groups and the steps that the participating countries, the African Union and the Security Council must take in this regard.	0
Welcoming the improved cooperation between the African Union-United Nations Hybrid Operation in Darfur and the Group of Experts and the exchange of information between them, which was facilitated by the guidelines developed by the Department of Peacekeeping Operations and the decision of UNAMID to establish a focal point to facilitate the exchange of information with the Group of Experts on the arms embargo ,	0
The ranks of the petitioners and their sympathizers were significantly strengthened from the second day of the demonstration onwards with the arrival of third parties, in particular members of the group known as Colemao 2000.	0
However, information provided by police officers and mayors who accompanied the National Committee, and existing evidence, indicate that all parties are responsible, under the circumstances of the simmering conflict, for burning the villages.	1
During the review, Member States provided information that would lead to a total of 465 proposed amendments to the List (and changes to 217 narrative summaries of reasons for listing).	0
285- The Commission also found that the insurgents killed civilians, but the number of incidents and deaths was small.	1
However, the failure to intervene effectively to restore stability in that country truly threatens the effectiveness of the international community, as well as the cost of enormous resources.	0
Reiterating its deep concern about the continuation of hostilities in the eastern part of the Democratic Republic of the Congo by militias and foreign armed groups, and about the threat they pose to the holding of elections in the Democratic Republic of the Congo,	0
53 - The United Nations has begun planning to hold a technical meeting on capacity development in South Sudan in order to coordinate the approach.	0
Affirming the obligation of all Member States to fully implement resolution 1373 (2001), including with respect to any member of the Taliban and Al-Qaida, and any individuals, groups, institutions or entities associated with the Taliban and Al-Qaida who may have participated in financing planning, facilitating, preparing for or committing terrorist acts or supporting terrorist acts, as well as its commitment to facilitate the implementation of obligations related to combating terrorism in accordance with the relevant Security Council resolutions,	0
They attacked the local office of National Security and the Intelligence Service, setting it on fire, and then began shooting at the office of the Sudanese Telecommunications Authority.	1
28 - Declares its intention to closely monitor any situations involving the proliferation of nuclear weapons, their means of delivery or related materials, including to or by non-State actors as defined in resolution 1540 (2004), and to take appropriate action. Measures may be necessary, as appropriate, to ensure the maintenance of international peace and security;	1
Although this initiative is a response to the growth of drug trafficking and transnational organized crime in West Africa, the Transnational Crime Units will act as law enforcement centers supporting technical and analytical capacities at the national and regional levels to respond to transnational threats.	0
27. The RPA continued to bomb UPDF positions and launch futile attacks, and destroyed a power station on the Chubu River from tactical bases it had established within civilian assembly areas.	1
Despite these challenges, we cannot fail to acknowledge that approximately 50 percent of the Afghan people live in areas where responsibility for security has been transferred to the Afghan security forces.	0
The ability to freeze funds and assets linked to terrorism is often insufficient and limited in all countries.	0
Reaffirming also the imperative to combat terrorism in all its forms and manifestations and by all means, in accordance with the Charter of the United Nations, and stressing also that States must ensure that all measures they take to combat terrorism comply with all their obligations under international law, and adopt those measures in accordance with international law, in particular International human rights law, refugee law, humanitarian law,	0
However, the Committee possesses sufficient information to prove that attacks on the life and physical integrity of detainees were committed during the incidents investigated by the Committee.	1
The presence and alleged activities of extremist elements is also cause for concern.	1
1 - Reaffirms its concern about the continuing crisis and deteriorating situation in CÃ´te d&#39;Ivoire, which constitutes a serious threat to peace and stability in the West African region;	1
The European Union now calls on the Government of National Unity to move forward at a rapid pace in addressing other aspects of the implementation of the Comprehensive Peace Agreement, including the establishment of an assessment and evaluation committee to monitor progress in this regard as a first step.	0
40. During the past month and a half, the Haitian authorities have made some initial attempts to address administration of justice and detention issues.	0
We urgently call on them to increase their support for the collective initiatives that our States will take, within the framework of the Nouakchott Process, in order to address the threat posed to international peace and security by terrorism, violent extremism and transnational organized crime.	0
However, the effectiveness of controls could be significantly enhanced through increased police patrols and the acquisition of detection equipment, especially given the porous borders in the subregion.	1
Based on the above, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision taken by the Council of Heads of State of the Commonwealth of Independent States on 19 January 1996 represents a serious threat of destabilization, significantly changes the situation surrounding the conflict, and undermines the legal framework, which defines The peace formula set by the League for the conflict zone.	0
They also reiterated their deep concern about the problems of terrorism, piracy, hostage-taking and the dire humanitarian situation. In this context, they stressed the need for all relevant Security Council resolutions to be implemented expeditiously, including by the transitional federal institutions, as appropriate.	0
(a) Develop a more integrated approach and more effective mechanisms to ensure strong cooperation and intelligence-sharing between relevant counter-terrorism agencies at the national and international levels;	0
On November 5, 2014, regime forces targeted Hazrma Primary School in the Damascus countryside, wounding a child.	1
According to the International Court of Justice, the provisions of Common Article 3 of the Geneva Conventions âconstitute the minimum standardâ applicable to any armed conflict âand reflect what the Court called in 1949 [in the Corfu Channel case] âprimary considerations of humanityââ.	0
9 - Commends the Lebanese authorities for the courageous decisions they have already taken regarding the investigation, including in particular their decision, based on the recommendation of the Committee, to arrest and charge former Lebanese security officials suspected of involvement in this terrorist act, and encourages the Lebanese authorities to continue their efforts with the same Insistence in order to uncover all the secrets of this crime;	1
However, although the team does not consider paramilitary technical advice available on the Internet to be as threatening as field training, its potential is increasing as the quality of advice provided improves.	1
:: September 19, 2005, one person was killed and two others were injured in a small explosion in the Kuwaiti Information Office in Beirut.	1
:: Respect the right of refugees and displaced persons to voluntarily return to their homes in safety and dignity.	0
The presence and influence of the opposition armed forces is declining in this region, even as these forces use transportation roads and rely on shelters in Farah Province.	0
Not long ago in May this year, during the Council&#39;s discussion (see S/PV.6314) of the Secretary-General&#39;s report on UNMIK (see S/2010/169), we drew the attention of the international community to the fact that the situation The region is far from stable and raises particular concern.	0
