ar_en_DEEP	MatConf
The Afghan authorities and the international community must make clear that this behavior is unacceptable.	0
For example, Poland and Croatia, with the assistance of the Office for Disarmament Affairs, conducted a peer review to assess their implementation of the resolution. The review consisted of two rounds of discussions and activities, organized in Warsaw and Zagreb, with Committee experts attending as observers. The review helped identify effective practices and facilitated the exchange of experiences.	0
However, the influx of migrants and refugees throughout the region from conflict zones in the Middle East and Africa continues to pose a challenge to immigration authorities.	1
52. Allegations of rape of minors, including very young girls, remain a matter of serious concern. The Mission has regularly participated in the work of regional committees on sexual violence, as a means of strengthening support for child victims of rape.	1
Endorsing the work already undertaken by the Committee established pursuant to resolution 1540 (2004), henceforth referred to as the 1540 Committee, in accordance with its fifth program of work,	0
The Monitoring Group notes, however, that the absence of a stable central government in Somalia and the current high level of risks of large-scale hostilities have seriously hampered any serious capacity-building efforts at the country level and may even be completely stalling for the time being.	0
In other words, victims view their attackers as people belonging to another, hostile group.	1
That decision, although members of the Coalition Armed Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, authorized the payment of compensation for prisoner-of-war claims by Coalition soldiers for loss or injury resulting from ill-treatment in violation of international humanitarian law.	0
45. The Government of Nepal should ensure that adequate measures are in place to protect child victims and witnesses, and children accused of crimes in the context of the conflict, and also involve children in any transitional justice activities to ensure access to their experiences during the conflict.	0
Briefly, rape is any physical assault of a sexual nature committed without the victimâs consent, that is, by the use of force or coercion, such as what occurs as a result of fear of violence, coercion, imprisonment, or exploitation of coercive circumstances ().	1
The international community remains committed to combating terrorism in all its forms and manifestations, but it should strengthen its efforts to achieve full implementation of the resolutions issued in this regard and the international counter-terrorism instruments.	0
Therefore, United Nations counter-terrorism bodies should address these shortcomings with more seriousness and dedication.	0
In this context, Prime Minister Siniora requested that the United Nations continue to provide assistance and support, so that this internal dialogue can contribute to finding a solution to the issue of Lebanese and non-Lebanese militias in Lebanon in full consistency with the Taif Agreement.	0
188 - Eyewitnesses who saw many of the incidents published in these reports stated that the members of the attacking forces were wearing uniforms, but they noticed a difference between the uniforms worn by members of the regular forces and the uniforms worn by the Janjaweed militias.	1
At the same time, the underground resistance movement expanded across the country and a popular movement was established again. On 30 August 1999, 78 per cent of the Timorese population voted for freedom from Indonesian administration, in a popular poll conducted under the auspices of the United Nations.	1
In its resolution 2122 (2013), the Council expressed its intention to give greater attention to issues related to women, peace and security in all the relevant thematic areas of work on its agenda, including, in particular, the protection of civilians in armed conflicts and peacebuilding in the post- Conflict, achieving and strengthening the rule of law in the context of maintaining international peace and security, peace and security in Africa, threats to international peace and security resulting from terrorist acts, and maintaining international peace and security.	0
:: Recognizing that the activities of these armed groups harm regional peace and security and threaten the electoral process in the Democratic Republic of the Congo,	1
I encourage the Government of Iraq to quickly take further practical steps towards fulfilling its obligations under paragraph 14 of Security Council resolution 1284 (1999).	0
5 - During the Cold War, the Secretaries-General of the United Nations drew attention to specific issues related to transnational crime that complicated conflict situations already on the agenda of the Security Council.	1
In addition, it should be noted that the Commission has collected extensive material on various influential individuals, institutions, groups or committees that played an important role in the conflict in Darfur, including in planning, ordering, authorizing and encouraging attacks.	0
11 - Recalls that the Committee should cooperate with other relevant Security Council committees on sanctions, in particular the Committee established pursuant to resolution 1988 (2011); Listing	0
Also convinced that a political settlement of the conflict would help combat the scourge of terrorism and related activities that still exist in the region and would facilitate their elimination;	1
In this regard, and pursuant to the Peace and Security Council statement of 25 November 2014, we call on the Commission and the countries of the region to redouble their joint efforts to mobilize international support, including through the United Nations Security Council adopting a resolution endorsing the establishment of the Joint Multinational Task Force and dissemination, as well as establishing a trust fund.	0
The integrated mission identified 32 women who had been subjected to conflict-related sexual violence in Timbuktu province, and referred them to non-governmental organizations prepared to assist them in filing their cases before the judiciary.	1
122 - An important legal question arises regarding the militias referred to above: Who (in addition to the perpetrators of the crime themselves) bears criminal responsibility for the crimes allegedly committed by the Janjaweed?	1
Most countries have limited ability to freeze funds and assets without delay, and no country implements adequate measures to protect non-profit organizations from terrorist financing.	0
:: Recommending concrete options to enhance the Councilâs use of the various tools necessary to reduce the negative effects of terrorist groupsâ involvement in cross-border crime on its efforts to resolve conflicts, and to support States in their efforts to strengthen border control and efforts to combat cross-border crime.	0
In this case, they are suspected of launching indiscriminate attacks on civilians, which constitutes a war crime.	1
Most potential witnesses residing outside the country were afraid to give their statements, even confidentially, because of their fear for the safety of their family members and their perception that the authorities were still monitoring their actions in secret.	0
They expressed concern about the widespread use of the Internet by Al-Qaeda and those associated with it, the irresponsibility of some media outlets in their coverage of sensitive issues, and the use of satellite phones for terrorist purposes.	1
Advocate for parties to armed conflict to adhere strictly to applicable provisions of international humanitarian law and international human rights law relating to the protection of women and girls affected by armed conflict.	0
It should also be noted that this Russian decision coincides with the separatists carrying out provocative actions and mobilizing intense military reinforcements.	1
International partners and human rights defenders unanimously condemned the government's decision to expel the Director of the United Nations Joint Human Rights Office following the publication of a human rights report on violations allegedly committed by police during Operation Likofi.	0
Anti-terrorism legislation was also adopted, giving judicial and public prosecutorial authorities sufficient legal powers to prosecute terrorists.	0
A larger UN presence is indeed vital, but for the added value of our organization to be fully effective, adequate funds must be provided for both staff and security. Mr. Eide reminded us of this a few moments ago.	0
Another State established an interdepartmental working group on migration to implement measures to encourage integration, including in the areas of language skills and job training, to encourage dialogue with migrants and to monitor acts of racism, xenophobia and extremism.	0
The Committee continued to consider three other exemption requests, the first relating to a proposal by a specialized United Nations agency to provide technical assistance to the Islamic Republic of Iran; The second relates to a request received by a State from the Islamic Republic of Iran Mine Action Center, in which it was proposed to cooperate with that State in the field of mine action; The third request relates to a request received by a member state from the Islamic Republic of Iran to train its armed forces.	0
In one incident, hundreds of Arab Janjaweed, in the early morning of one day in August 2003, launched an attack on Korsha - the village of Turgu. They were wearing green military uniforms and riding horses and camels. They surrounded the village and started shooting the men and boys.	1
Actions that may reduce confidence in or harm the outcome of negotiations must stop and be reversed.	0
Condemning attacks on journalists, media professionals and associated personnel working in situations of armed conflict and calling for an immediate cessation of such attacks.	0
Relations between these two parties deteriorated by mid-1975. On August 11, 1975, the Timorese Democratic Union launched a pre-emptive armed attack on the Revolutionary Front for an Independent East Timor. The counter-attack was launched on 20 August 1975. This date is currently celebrated as the founding day of the Armed Forces for the National Liberation of East Timor.	1
88. Despite reports of illegal border crossings, significant progress has been achieved in combating the travel of listed terrorists and those associated with them.	1
Noting also that he had requested the Secretary-General to gather information on responsibility for the tragic incident that claimed the lives of the Presidents of Rwanda and Burundi;	1
Also, the issue of the full deployment of the civilian police component of the Mission, in accordance with the mandate issued by the Security Council, remains unresolved.	0
69. These new ârecruitsâ became what civilians and others referred to as âJanjaweed,â a traditional Darfuri term meaning an armed outlaw bandit riding a horse or camel.	1
Requesting States and regional and subregional organizations to take measures that would restrict and reduce the illicit trade in small arms and light weapons, such as voluntary collection and destruction; Effective management of its inventories; Imposing arms embargoes; imposing sanctions; And take appropriate legal measures against corporate actors, individuals and entities involved in such activities.	0
The result is that the detainee becomes an anonymous detainee, whose detention period sometimes exceeds 12 months, without being charged, without access to a lawyer, not appearing in court, and not being allowed visits.	1
These individuals were identified by eyewitnesses who saw them participating in an attack on a village, during which acts of arson, looting, murder, and sometimes rape were often committed.	1
The mission endeavored to visit the sites of these attacks, but local leaders prevented it from reaching them.	1
In seeking to frame its discussions in September, the Council should request the Secretary-General to inform it of the scope of the problem posed by foreign terrorist fighters, its implications for ongoing conflicts and the efforts of the United Nations to address it.	1
45. In addition, the Mission documented killings of children in CitÃ© Soleil and other slums during shootouts between gangs and the Haitian National Police, and the continued use of sexual violence against children.	1
Emphasizing the urgent need for comprehensive security sector reform and, as appropriate, the disarmament, demobilization and reintegration of [national] armed groups and the disarmament, demobilization, repatriation, resettlement and reintegration of foreign armed groups in order to achieve long-term stability in [the country concerned], and recognizing the need to create the security conditions necessary for sustainable economic development, and emphasizing the importance of the contribution of international partners in these areas.	0
42. The position paper frankly presents some of the difficulties of the situation facing the Government: âThe Army of CÃ´te d'Ivoire, in a state of self-defence, only responded to the attacks launched by the aggressors and with the aim of liberating the territory of CÃ´te d'Ivoire and ensuring the safety of persons and property.	1
29. A second battalion will be deployed in the southern town of Kamina to: protect the airport runway; Providing a safe environment for the electoral process within the scope of its operations; monitor Mayi-Mayi militias in the south and encourage them to participate in the integration or disarmament, demobilization and reintegration process; and support and guide the Armed Forces of the Democratic Republic of the Congo, particularly in Kamina.	0
This prompted the Security Council to determine, in its resolution 1556 (2004), that the conflict in Sudan constitutes a threat to international peace and security and to the stability of the region, and to request the Government of Sudan, acting under Chapter VII of the Charter of the United Nations, to immediately fulfill all the obligations it has undertaken In the joint statement.	0
(x) Consult with relevant private sector representatives in cooperation, as appropriate, with national authorities, with the aim of encouraging awareness of, and strengthening compliance with, the travel ban and the arms embargo;	0
After that, the soldiers stormed the neighborhood's homes, arrested some young men, and took them on military buses.	1
In many cases, women and men were kidnapped or disappeared, with a large number of them unknown.	1
The letter included an indication that the Committee was considering the recommendations contained in the report with a view to improving the measures taken related to sanctions and improving their implementation.	0
Many countries will also continue to grapple with issues such as extremism, violent extremism, and the cross-border movement of terrorists.	1
The Mission's four strategic priorities are building institutions and capacities at the department level; combating organized crime and corruption; Achieving financial viability and sustainability, and enhancing police independence and accountability.	0
This was the case of Jamal Suleiman Muhammad Shayeb in the village of Halouf, related to the killing of 24 individuals, some of whom were women and children, the looting of property and the burning of the village.	1
4 - In Algeria, Al-Qaeda in the Islamic Maghreb (QE.T.14.01) continues to pose an active and dangerous threat not only to Algeria but also to the Sahel countries, especially to Mauritania, and more recently to Mali.	1
While the threat posed by Al-Qaeda as a global terrorist organization has diminished, the threat of Al-Qaeda affiliates and infectious ideas remains.	0
During the period from 20 October to 10 December 2014, regime helicopters dropped a total of 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women.	1
Deeply concerned about the threat posed by terrorism and the risks of capture by non-State actors**, such as parties identified on the United Nations list established and monitored by the Committee established under Security Council resolution 1267 (1999), and parties to which resolution 1373 (2001) applies, Nuclear, chemical and biological weapons and their means of delivery, or the development, trade or use of such weapons and means,	0
It is a conflict that has lasted for more than half a century and cannot be settled overnight.	1
Although attacks by rebel forces also occurred, the Commission found no evidence that they were widespread or that they regularly targeted the civilian population.	1
In addition, UNDP and UNODC helped develop training modules for police on a range of issues, including electoral law and standards of professionalism applicable to their duties.	0
The following is a brief overview of those reports, illustrating the framework of the fact-finding mission and investigations undertaken by the Committee. In the sections that follow this overview, individual incidents will be presented according to the type of violation or international crime identified.	0
These visits include a total of 8 comprehensive visits (Uganda, Uzbekistan, Libyan Arab Jamahiriya, Lao People's Democratic Republic, South Africa, Cambodia, Egypt, and Saudi Arabia); Two regional visits covering six countries (Belgium, Denmark, Luxembourg, and the Netherlands in Western Europe; Burkina Faso and Senegal in West Africa); seven targeted visits (Australia, Panama, Republic of Korea, Singapore, Madagascar, United Kingdom of Great Britain and Northern Ireland, New Zealand), and three follow-up symptom visits (Bangladesh, Kenya, Mali).	0
20. Nigeria also witnessed an escalation in attacks and bombings, especially in the north-eastern states, namely Borno, Yobe and Adamawa.	1
Non-conventional Threats: Chemical, Biological, Radiological, Nuclear and Explosives, Asia	1
(c) The First Battle of Kisangani constitutes an apparent attempt by the RPA and its RCD-Goma allies to halt the verification process mandated by the region to determine whether the RCD-Kisangani exists independently of the RCD-Goma - Goma has separate political and military structures, enjoys political support and has followers in the liberated territories;	0
28 - The Council is determined to consider imposing individual sanctions on violators of the arms embargo to the Democratic Republic of the Congo.	1
Moreover, Chile considers that operative paragraph 2 of the draft resolution contains only a condemnation of suicide attacks against civilians.	0
According to a report by an ad hoc committee established to assess the losses and damage that occurred during the popular uprising, about 29 people were killed in the protests and 625 people were injured.	1
125 - According to a witness, ISF personnel were ordered to keep Mr. Hariri under surveillance at the end of January and the beginning of February 2005.	1
Some of the perpetrators of terrorist acts were arrested and subsequently brought to justice in a number of jurisdictions.	1
55 - To improve the Mission's logistical support to units and police deployed in the most difficult environments in Mali, the Mission assigned civilian support officers to facilitate logistical planning and reporting for some military units deployed in Kidal and Tessalit.	0
9. Commends the Lebanese authorities for the courageous decisions they have already taken in connection with the investigation, including in particular their decision, on the recommendation of the Commission, to arrest and indict former Lebanese security officials suspected of involvement in this terrorist act, and encourages the Lebanese authorities to continue their efforts with the same determination to uncover all the details of this crime;	1
In order for a person to be named as accused of committing crimes, the international crimes for which he may be responsible must be identified.	1
42. The Mission continued to perform all operational tasks assigned to it, including readiness for rapid response, force protection duties and awareness of the prevailing situation near its camps.	1
6 - Convention for the Suppression of Unlawful Seizure of Aircraft, signed at The Hague on 16 December 1970; It was ratified by the Socialist Republic of Czechoslovakia on 6 April 1972, and entered into force on 6 May 1972.	1
79. Concerted efforts need to continue to put an end to the flagrant human rights violations committed by armed groups and the Armed Forces of the Democratic Republic of the Congo against civilians in Ituri, North and South Kivu and Central and North Katanga, as these violations seriously undermine efforts to establish stability in these areas It affects the organization of elections.	0
Overall, the Commission has collected very substantial material and testimony that tends to confirm the killing of thousands of civilians in the context of attacks on villages.	1
The Security Council recognizes that development and security are mutually reinforcing and essential to any effective and comprehensive approach to combating terrorism.	0
It is important to point out that some of these armed groups may obtain their weapons from within the Democratic Republic of the Congo itself, as the Secretary-General indicated in his nineteenth report on the United Nations Mission in the Democratic Republic of the Congo (S/2005/603) submitted to the Security Council.	1
(b) Free access to all places and facilities relevant to the work of the Committee;	0
My 8-year-old sister was also with me that day. She was also raped, but not beaten.	1
âThe Security Council recalls the obligations of all States to ensure respect for international humanitarian law, including the four Geneva Conventions, and reaffirms the responsibility of States to comply with their obligations to end impunity for those responsible for war crimes, genocide, crimes against humanity or other serious violations of the law.â International Human Rights Watch from punishment and to prosecute them.	0
Condemn the illicit trade in small arms and light weapons	0
58 - The pattern of resolving political disputes and protecting interests using weapons continues, and is being sustained by the continuing and increasing acquisition of weapons from sources outside Somalia in violation of the arms embargo.	1
(a) On 14 October 2002, the editors of two newspapers close to the Ivorian Popular Front (Notre Voix and L'Actuel) were attacked and the editor-in-chief of Le Nouveau was attacked. Reveil and his team members were physically assaulted;	1
In implementation of the plan, the two intend to unify the various militias under their control and equip and train them in Far Far (Ethiopia) and Wajid (Bakool Region).	0
It is recognized that the Committee should take into account all international codes, standards and best practices relevant to the implementation of resolution 1373 (2001) while monitoring its implementation by States.	0
The Russian Federation reported that it had taken measures to protect ships and port facilities from terrorist attacks, as stipulated in the provisions of the International Ship and Port Facility Security Code regarding emergency training, notification and signaling.	0
Noting that the situation in the Democratic Republic of the Congo continues to constitute a threat to international peace and security in the region,	1
For example, many people gathered in Delej after fleeing their villages, following continuous attacks on villages in the area for months.	1
A total of 393 people were killed in those massacres, including 93 children and 48 women, i.e. 36 percent of the total victims, which indicates the existence of a deliberate policy to target women and children.	1
The Security Council met at ministerial level on 22 September to consider civilian aspects of conflict management and peacebuilding.	0
The Security Council adopted its resolution 2042 (2012), dated 14 April 2012, which took note of the Syrian governmentâs commitment to the plan of the United Nations Special Envoy, Mr. Annan, and stressed the need to implement it with all its elements in a rapid, comprehensive and immediate manner. It also called on all parties in Syria, including In opposition to the immediate cessation of armed violence in all its forms, it also expressed the intention to immediately establish, after consultation between the Secretary-General and the Syrian Government, a United Nations monitoring mission in Syria in order to monitor the cessation of armed violence in all its forms by all parties.	0
These regulations cover campaign finance, electoral activities, public order, access to the media and the misuse of government resources for political purposes.	0
While the two leaders in Afghanistan retain their personal charisma and credibility as founders of al-Qaeda, and excel at claiming religious justification for terrorism, al-Qaeda in Iraq, whether under Abu Musab al-Zarqawi or a successor, with its stream of headline-grabbing attacks, has greater appeal to those eager for action.	1
8 - Regional and subregional organizations should work with the Counter-Terrorism Committee and other international organizations to facilitate the exchange of best practices in the field of counter-terrorism and assist their members in fulfilling their commitment to combating terrorism;	0
She noted that 69 humanitarian workers had been killed since the beginning of the conflict, and that sexual violence had been used as a form of torture, with the intent to harm, humiliate and intimidate, and as a form of punishment.	1
In addition, 17 policemen were killed in this attack, all of them belonging to African tribes.	1
This means that the separatists continue their blatant disregard for international law and rejection of the universal principles of the United Nations Charter.	0
For the first time since the beginning of the crisis in 2012, two humanitarian workers were killed on 29 May in Timbuktu province when their car was hit by a remote-controlled improvised explosive device. Two vehicles belonging to international non-governmental organizations were stolen on 8 and 9 November near Menaka (Gao Department).	1
Water pumps and wells were destroyed, food processing vessels were smashed, and trees and crops were burned and cut down, both in villages and in valleys, which are a major source of water for the rural population.	1
The following sections provide a description of the Commission's factual findings regarding patterns of attacks on civilians in the three states of Darfur.	1
After a lengthy confrontation with the crowd, Deputy Commander-in-Chief Babu disarmed six eastern officers from the Rapid Response Unit and took off their bulletproof vests. They were escorted to vehicles that were waiting for them.	1
âThe Security Council expresses its deep concern that the oil fields and related infrastructure under the control of the Islamic State in Iraq and the Levant, the Al-Nusra Front, and perhaps other individuals, groups, institutions and entities linked to Al-Qaeda, generate a large proportion of the groupsâ revenues, which gives support to its recruitment efforts and enhances its operational capacity to organize and carry out terrorist attacks.	1
Recalls that the excessive accumulation of small arms and light weapons and the resulting destabilization constitute a major impediment to the provision of humanitarian assistance and are likely to exacerbate and prolong conflicts, put civilians at risk, and undermine the security and confidence necessary for the return of peace and stability...	0
60. Decides to extend the mandate of the current Monitoring Group based in New York, established pursuant to paragraph 7 of resolution 1526 (2004), and the mandate of its members for an additional period of 30 months, in order to assist the Committee in implementing its mandate and to support the Ombudsman, and that the Group, under the supervision of the Committee , with the responsibilities stipulated in Annex I, and requests the Secretary-General to make the necessary arrangements for this purpose;	0
However, as the Council learned from the briefing on 31 January, bombings continue to be reported, and the most recent case is being investigated by African Union observers.	1
As requested in resolutions 2170 (2014) and 2178 (2014), the Council also received two briefings from the Chairs of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) on Al-Qaida and associated individuals and entities and the Security Council Committee established pursuant to resolutions 2170 (2014) and 2178 (2014). Resolution 1373 (2001) on combating terrorism.	0
61. The extent of the presence and functioning of state institutions, the police and the national army in these areas varies greatly.	1
At least 90 countries are affected by improvised explosive devices, and Al-Qaeda and its affiliates exchange information and advice on how best to make and use them.	1
Non-EU member states work independently to develop legislative frameworks to combat terrorism and to integrate the crimes stipulated in international counter-terrorism instruments into their domestic laws.	0
The actions of the National Police Force of Timor-Leste were publicly condemned as callous and contemptuous of a former leader of the resistance.	0
(f) Deter any attempt to use force to threaten the Goma and Nairobi operations by any armed group, foreign or Congolese, in particular in the eastern part of the Democratic Republic of the Congo, including by using cordon and search methods and undertaking all necessary operations to prevent attacks on civilians, and to disrupt capacity military forces of illegal armed groups that continue to use violence in that area;	1
My delegation strongly condemns these acts of violence and extends its condolences to the family of the deceased pediatrician.	0
The Council expresses its deep concern that civilians continue to constitute the majority of victims of acts of violence committed by parties to armed conflict, including deliberate targeting, indiscriminate and excessive use of force, the use of civilians as human shields, and sexual and gender-based violence, as well as all other acts that constitute a violation of the relevant provisions of Applicable international law.	0
In the Hiraan region of central Somalia, heavy fighting on 7 and 8 June over land and water disputes on the western side of Beletweyne between the Galgeel and Jageel sub-clans of the Hawaya clan reportedly killed 36 people and injured 70.	1
The mediation team held bilateral discussions with the government and the Coordination Council consisting of the National Movement for the Liberation of Azawad, the Supreme Council for the Unity of Azawad and the Arab Movement for Azawad, joined by persons from the Second Coordination Council of the National Movements and Forces of Resistance, and a faction of the Coalition of the People for the Azawad, on the one hand, and on the other hand Other, with the government and armed groups of the Preliminary Plan Coalition, which includes the First Coordination Council of the Movements, the National Forces of Resistance, the Coalition of the People for Azawad and the other faction of the Arab Movement of Azawad, as well as individuals from the Imghad Tuareg group and their allies for self-defense (GATIA) called by the Preliminary Plan Coalition.	0
We called on the Council on several occasions to take action to force Israel to stop its military attacks, to ensure the protection of the civilian population and to stop all unlawful punitive measures through which it is causing a humanitarian catastrophe in the Gaza Strip.	0
13 - The last group consists of new recruits who have been radicalized either by global events or who have fallen under the influence of extremists in their local communities who have been misled by the message of Al-Qaeda, the websites of terrorist networks and what is happening in chat rooms on the Internet.	1
During the reporting period, more than 300 members of Chadian armed opposition groups returned from Sudan to Chad.	0
The Oversight Authority and the Supreme Council of the Public Prosecution Service have yet to be established.	0
Following informal consultations held on 14 December, the Council unanimously adopted resolution 1560 (2004) submitted by the German delegation, in which the Council extended the mandate of the United Nations Mission in Ethiopia and Eritrea until 15 March 2005, and approved the amendments to the Mission. (including its presence and operations, as recommended by the Secretary-General in paragraphs 13 to 18 of his report), and requests the Secretary-General to continue to follow the situation closely and to review the mandate of the Mission in the light of progress in the peace process and changes to the Mission.	0
He paid special attention to the security sector. Actions taken by the Government, the President and the United Nations Office in Timor-Leste are also being considered.	0
(q) The prohibition of ill-treatment of enemy combatants outside the scope of combat and the obligation to treat detained enemy combatants humanely;	1
We must mention once again that the violence that exploded in the Gali region is a logical consequence of the escalating situation of gross violations of the rights of peaceful citizens by the Abkhaz regime, which encourages the smuggling of weapons and drugs.	1
The presence and influence of the opposition armed forces is declining in this region, even as these forces use transportation roads and rely on shelters in Farah Province.	0
31. The allegations of the presence of armed demonstrators and elements of rebel groups prepared to attack the security forces or overthrow the President could not be independently verified, as the Commission did not receive any conclusive or reliable evidence in this regard.	1
Condemning the continued illicit flow of arms into and from the Democratic Republic of the Congo, and declaring its determination to continue closely monitoring the implementation of the arms embargo and other measures specified in its resolution 1807 (2008),	1
Although this method is relatively simple, the explosives produced from it are unstable and unreliable - unlike military explosives.	1
The Security Council commends the efforts made by the League of Arab States to contribute to collective efforts aimed at settling conflicts in the Middle East through peaceful means, in addition to strengthening international responses to the changes taking place in the region, and encourages it to continue these efforts, reaffirming its strong commitment to the sovereignty, independence, unity and territorial integrity of the States of the region, and to the purposes and principles of the Charter.	0
Al-Qaeda terrorism currently consists of three prominent but interconnected groups: the first, made up of the old leadership whose names are well known; The second is made up of fighters who trained in Afghanistan's camps and graduated as seasoned terrorists. The third is made up of a growing new generation of supporters who may have never left their countries of residence but have embraced essential elements of Al Qaeda's message.	1
When the situation in Haiti is addressed within the framework of the United Nations, all attention is almost always focused on so-called security issues, which in practice reduces the urgent attention needed to the country's serious structural, economic and social problems.	0
6. In the second phase of the registration exercise conducted from June 2007 to December 2007, United Nations teams verified the age and date of recruitment of all individuals at the cantonment sites.	0
âOn 30 October 2006, the Security Council heard from the Prime Minister of the Central African Republic, Mr. Elie Dotti, and from the Special Representative of the Secretary-General, Major General Lamine Cisse.	0
Resolution 1267, which reflects the international community's determination to restrict the activities of Al-Qaeda, played a prominent role in keeping the focus on the need to prevent the flow of funds to terrorist groups and restrict the movement of their members.	0
391 - There is no doubt that the looting of villages and the seizure of livestock, crops, household belongings and other personal property of the population by government forces or militias under their control constitutes a war crime.	1
Rebel movements also engaged in looting, targeting mainly police stations to obtain weapons; in some cases, rebels also targeted private property.	1
Today's discussion addresses a pressing issue.	0
:: Policy and planning issues and the preparedness gap in relation to the protection of civilians; risks and challenges related to implementing mandates in the field; How to better integrate the experiences gained by troop- and police-contributing countries and the challenges they face in implementing the protection of civilians into the development of future strategies and guidance; How to ensure that all peacekeeping personnel are trained using the same standards in the protection of civilians	0
The police said they were looking for Enza, and asked the young men if they had participated in the march.	1
634. It is clear from the information collected and verified by the Commission that rape or other forms of sexual violence committed by the Janjaweed militia and government soldiers in Darfur were widespread and systematic and that it is very possible that these acts could be considered a crime against humanity.	1
A total of 179 National Police personnel (including 59 women) and 93 UNMIK police officers (including 12 women) benefited from the training courses.	1
74 - Member States of the European Union are also obligated to criminalize âpublic incitementâ pursuant to the amendments introduced in 2008 to the framework resolution issued by the Council of the European Union on combating terrorism in 2002.	0
The Russian delegation expresses its deep regret and concern regarding the information related to the continuation of violence in Darfur.	0
I also condemn Hezbollah's reckless disdain for the wishes of Lebanon's elected government and the interests of the Lebanese people and the wider region.	0
13. The members of the Commission decided that in order to ârecommend measures to ensure accountability for the crimes and gross violations of human rights allegedly committed during the above-mentioned period, taking into account that the Government of Timor-Leste considers the domestic judicial system, which includes a group of international judges, prosecutors and defence lawyers, should be the primary framework for accountability for these alleged crimes and violationsâ, they should conduct a preliminary assessment of the existing domestic judicial system in Timor-Leste.	0
19 - It appears that the Communist Youth League absorbed many members of the disbanded Communist Party of Nepal (Maoist) militia. Many of the children recruited during the 2006 recruitment drive following the ceasefire did not join the Maoist army.	1
Since January, MONUSCO has documented more than 100 incidents targeting members of the political opposition, their supporters, journalists and human rights defenders.	1
In North Darfur, Abu Shouk camp, the largest camp for internally displaced persons in the state, was overcrowded, with more than 20,000 people arriving as a result of the violence witnessed in many locations over the past two months.	0
In addition, Syrian security forces are still carrying out operations along the Syrian-Lebanese border, part of which was planted with mines in recent months.	1
During my meetings with the Congolese authorities at the highest level, including President Kabila, I raised issues related to the need for a fair trial before the courts and the issuance of death sentences.	0
Since its inception in January 2003, this operation has aimed to stop the trafficking of diamonds to finance conflicts by ensuring that all quantities of rough diamonds traded among its participants (42 States and the European Community) are accompanied by a valid Kimberley Process certificate.	1
43. The Committee welcomes the fact that its Executive Directorate has led the work undertaken under the Counter-Terrorism Implementation Task Force to develop a set of instruments, standards and good practices, at the international and regional levels, on border control in its counter-terrorism aspects, and the ongoing work to develop a framework for coordinated risk management related to border security.	0
However, the possibility of a complete collapse of law and order, in addition to the collapse of the fragile economy and the disintegration of Palestinian institutions of self-government, remains.	0
Because Hezbollah maintains close relations with a number of countries in the region, particularly the Islamic Republic of Iran, as the militiaâs Secretary-General himself has publicly acknowledged, I call on these countries to encourage the armed groupâs transformation into a purely political party and its disarmament, in accordance with the provisions of the Taif Agreement and resolution 1559 (2004), in the best interests of regional peace and stability.	0
Indeed, the principle of joint criminal enterprise in international criminal law acquires greater importance than in most national legal systems, given that most international crimes (crimes against humanity, genocide, and most war crimes) are crimes whose final criminal results can only be achieved with the participation of several persons. .	1
âAt around 8am the next day in the valley, I was raped for the first time.	1
Supporting the Democratic Republic of the Congo in its decision to seek to enhance revenue transparency in extractive industries,	0
85 - Since the Security Council measures were imposed on CÃ´te d'Ivoire, the Government has reduced its purchases of arms and ammunition, due to an extensive procurement programme prior to the embargo and also due to the limited use of arms and ammunition during the short period of violent military conflict in 2004.	1
The names of some government officials and some members of militia forces were also mentioned as they may be responsible for a joint criminal enterprise to commit international crimes.	1
This makes it all the more necessary to intensify efforts to impose a targeted and properly implemented travel ban against listed individuals, especially those closely associated with the aforementioned networking and facilitation activities.	1
In the JelisiÄ case, the Appeals Chamber noted that âwith regard to evidence of specific intent, it may, in the absence of clear direct evidence, be inferred from a number of facts and circumstances, such as the general context, the preparation for other punishable acts systematically directed against the same group, and the scope of the atrocities.â perpetrators, systematic targeting of victims on the basis of their affiliation to a particular group, or repeated acts of destruction or discriminatory acts.â	1
In fact, the attacks were most often deliberately directed against civilians and civilian targets.	1
(a) The Chief of the Branch in the Office for Disarmament Affairs shall conduct a technical review of the project to determine its consistency;	0
This is the essence of the humanitarian tradition of CÃ´te d'Ivoire, which is a society with a strong democratic spirit that yearns for the rule of law and respect for human rights for all, without discrimination as to nationality or origin.	0
The force continues to improve its crowd control and riot control capabilities in order to be better prepared to address the resurgence of violence.	1
Finally, I call on the Security Council to stand by Nigeria in this difficult period and to provide it with any form of support it needs to avoid further destabilization and further acts of violence, especially in the northeastern states most affected.	0
On November 29, 2014, the regimeâs warplanes fired two missiles at the Imam al-Nawawi Mosque in Raqqa, killing 11 people, including a child, and wounding 16 others.	1
The National Committee recommended the establishment of judicial investigation committees to investigate the following allegations: cases of extrajudicial executions; The Arab groups seized two villages belonging to the Fur tribe in the Kas region. There were incidents of killing and burning of some wounded people in hospitals in the villages of Buram, Millet, and Kalbus.	1
This inquiry point will complement the national assistance offices that the Group previously recommended that Member States establish (S/2007/132, paras. 61-64, and S/2007/677, para. 138).	0
