ar_en_DEEPL	MatConf
The Lord's Resistance Army (LRA) has been conducting a long-running and vicious insurgency in northern Uganda, causing the death, abduction and displacement of thousands of innocent civilians in Uganda, Sudan and the Democratic Republic of Congo (DRC).	1
In addition to being held responsible, under the principle of joint criminal enterprise, for crimes committed by other individuals during the attacks, these individuals could be suspected of indiscriminate attacks on civilians, which is a war crime.	1
14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations worldwide to assist them in developing and/or implementing appropriate action plans in the context of counter-terrorism and engage them more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits.	0
9. The situation of human rights defenders throughout the country is another cause for serious concern. Many are subject to harassment, arbitrary arrest and unjustified detention.	1
The Special Coordinator reported that the overall calm continued in southern Lebanon, despite some security incidents during the reporting period, including the firing of rockets towards Israel from southern Lebanon during the Gaza conflict in July and August, and two serious security incidents in the Shab'a Farms area (Sector East).	1
As of September 30, 2014, 37 sailors were still being held hostage by Somali pirates.	1
One State noted that while global counter-terrorism efforts had significantly weakened Al-Qaida, the threat had shifted to groups affiliated with, but independent of, the core organization and to individuals influenced by the ideology, religion, nationality, civilization or group to which they belonged, with the terrorist threat emanating from multiple sources, including right-wing extremist and xenophobic groups.	0
Many were killed and more than 100 people were injured.	1
156. The Team continued to promote and encourage exchanges with experts designated to assist the Counter-Terrorism Committee and the emerging Counter-Terrorism Committee Executive Directorate, and participated in three meetings of the Counter-Terrorism Committee where three presentations were made on areas relevant to the work of the Team.	0
For terrorists, the Internet has become an invaluable tool because of the enormous technical and legal difficulties involved in monitoring and controlling its content.	0
Regular area control, cordon and search operations have resulted in the arrest of a number of militia members and the seizure of illegal weapons and ammunition, as well as reducing the margin of maneuverability for militia groups.	1
It is clear that failure to ensure accountability, reparation and reconciliation can derail the peace process and post-conflict situation, thus posing a new threat to peace and security.	0
âThe Security Council stresses the importance of exploring the potential and existing capacities of regional and subregional organizations in the area of peace and security, including, inter alia, conflict prevention, confidence-building, conflict resolution, peacemaking, peacekeeping and post-conflict peacebuilding, and welcomes regional dialogue and the promotion of common standards and common regional approaches to conflict resolution and other peace and security issues.	0
The short-term focus will be on border and natural resource control in Ituri, restricting the movement of ADF/NALU elements in North Kivu, monitoring areas vacated by FDLR following joint operations by MONUSCO and FARDC, and assisting the Congolese National Police in providing security to the population in South Kivu.	1
69. These new ârecruitsâ have become what civilians and others refer to as âJanjaweedâ, a traditional Darfurian term for an armed bandit and outlaw on a horse or camel.	1
However, the effectiveness of controls could be significantly enhanced through increased police patrols and the acquisition of detection equipment, especially given the porous nature of borders in the subregion.	1
However, bin Laden has been able to utilize modern communications to appeal to many Muslims as a spiritual leader who makes violence seem like a kind of glory and duty rather than terrorism.	1
The government has acknowledged the attack and offered compensation to the victims.	0
Restrictions on freedom of movement have also been put in place.	1
Despite continued pressure on the leadership of both groups, the situation in Iraq and other conflict zones has brought terrorism to the forefront of global attention, and there has been no decrease in recruitment.	1
- Establish a mechanism for transparent administration and good governance, by combating fraud and corruption.	0
23. During recent field visits to refugee camps, internally displaced persons sites and neighboring villages, UNMISS recorded fewer reports of human rights violations.	0
Southern Africa's natural resources, transnational crime, and the availability of small arms in the context of past conflicts can make the region a magnet for money launderers, international criminal organizations, drug traffickers, and terrorist groups.	1
Individuals and cells associated with al-Qaeda and its affiliates continue to innovate in targets, methods, and technology.	0
Three of them were injured, but survived thanks to the help of Red Cross personnel.	1
âThe Security Council emphasizes the urgent need to demobilize and disarm all illegal armed groups.	0
The decision imposed a ban on trade, economic, financial, transportation, transportation and other links with Abkhazia at the state level from the date of its issuance.	1
The Committee continued its consideration of three other exemption requests. The first concerned a proposal by a United Nations specialized agency to provide technical assistance to the Islamic Republic of Iran; the second concerned a request received by a State from the Islamic Republic of Iran Mine Action Centre, proposing cooperation with that State in mine action; and the third concerned a request received by a Member State from the Islamic Republic of Iran to train its armed forces.	0
The Security Council recognizes the need for humanitarian agencies to continue to engage with all parties to armed conflict for humanitarian purposes, including activities aimed at ensuring respect for international humanitarian law.	0
UNOCI is also in the process of recruiting staff for its Personnel Conduct Unit.	0
The Security Council reaffirms the principle of non-refoulement of refugees as enshrined in relevant instruments of international law, welcomes recent efforts by neighboring countries [the affected State] to support the voluntary return of refugees in safety and dignity, urges host countries to continue to provide international protection to refugees [in need] and encourages the international community to provide the necessary assistance.	0
Pristina has so far rejected every initiative in that regard.	0
(a) Promote the adoption of comprehensive and integrated national legal frameworks to combat terrorism consistent with the rule of law and their human rights obligations, and strengthen national capacities to investigate, prosecute and adjudicate terrorist acts, including by requesting assistance for capacity-building, if needed.	0
20. The situation in Kodori remained unchanged. On 22 September, UNOMIG and the CIS peacekeeping force conducted a joint patrol in the lower Kodori valley under Abkhaz control and reported that the situation was calm.	0
Closer ties or better organization among al-Qaeda affiliates could increase the threat they pose.	0
46. The situation on the ground is complex and worrisome -- particularly for minority communities.	1
Decides that [the mission] shall have the following mandate ...: (e) To work closely with the Government to ensure the implementation of its commitments to address grave violations against children, in particular the finalization of the action plan for the release and prevention of further recruitment of children in the ranks of [armed forces], with the support of the monitoring and reporting mechanism.	0
The traces of shells fired from helicopters were easily recognizable.	1
According to these sources, the rape of each individual victim was often multiple, meaning it was carried out by more than one man, and was accompanied by other severe forms of violence, including beatings and flogging.	1
The Assistant Secretary-General for Political Affairs reported an increase in LRA attacks in 2011, and emphasized the serious impact on civilians and the humanitarian situation.	1
Locally manufactured firearms. Molotov cocktails. Rockets made in an improvised manner in metal workshops.	1
Monitoring and identifying violations of the arms embargo, and applying targeted sanctions where appropriate, must be strengthened in order to minimize the potentially devastating effects of the operation in the Somali context.	0
(a) Threatening the peace and national reconciliation process in CÃ´te d'Ivoire, and in particular obstructing the implementation of the peace process referred to in the Ouagadougou Political Agreement.	1
On November 30, 2014, regime warplanes fired a missile at Anadan city, killing 11 people, including a child. Daraa	1
Notes, in this regard, that the Security Council could mandate multidimensional peacekeeping missions to, inter alia: (d) Ensure rapid mine action response as well as advisory services and training to meet the needs of national authorities, upon request, to enable them to undertake risk reduction, victim assistance, demining, stockpile management and disposal.	0
(a) Refrain from providing any form of support, active or passive, to entities or persons involved in terrorist acts, including by suppressing recruitment of members of terrorist groups and preventing the supply of weapons to terrorists.	0
In some cases where the Committee concludes that the available information is insufficient to make a decision as to whether a listing remains appropriate, it requests the Team to seek further information. This is particularly true in cases where an individual is believed to be deceased but there is no death certificate or equivalent official document to prove it.	0
Member States should continue to give serious consideration to designating individuals who provide training or enable the recruitment of Al-Qaida affiliates.	0
The trial of General Sanogo is still in the pre-trial phase; the killing of sixteen preachers at a Malian Armed Forces camp in Diabaly in September 2012 and the summary execution of three Tuaregs in Djibok (Gao region) in February 2014, where four Malian Armed Forces soldiers are still in detention, are still under investigation.	1
The Council demands that the Government of Sudan immediately withdraw from the Abyei area.	0
520. One should not exclude the possibility that in some cases there may be individual persons, including public officials, who may have genocidal intent, in other words, attacking victims with the specific intent to exterminate, in part, a group perceived as a hostile ethnic group.	1
During the march, the Royal Moroccan Army informed the force commander that his troops had been instructed to monitor the situation.	1
According to testimonies, thousands of members of the security forces may have been on the move on those days in Abidjan.	1
15. On 2 December, the North Atlantic Treaty Organization (NATO) successfully completed its military mission in Bosnia and Herzegovina during a ceremony at Camp Butmir in Sarajevo.	0
This has been a source of constant concern for us.	0
This is a conflict that has lasted more than half a century and cannot be resolved overnight.	1
Following the above, on May 15, 2012, the President of the Republic issued Executive Decree PCM 014-2012 in the Council of Ministers. Article 1 of that decree states that the official map of the Republic of Honduras, with the boundaries defined in the territorial administration system, shows that the municipalities located on the land border with the Republic of El Salvador, including: Ocotepeque, Sinuaba and Mercedes in the Department of Ocotepeque; Cololaca, Guarita, San Juan Guarita, Bayadolid, La Libertad, Mapulaca, Perugnia and Pereira in the Department of Lempira; San Antonio, Santa Lucia, Magdalena and Colomoncagua in the province of Intibuca; Santa Elena, Yarola, Morcala, CabaÃ±as, Santa Ana, Opaturo, Mercedes Oriental and San Antonio Norte in the province of La Paz; and Caridad, Aramsina, GuascorÃ¡n and Alianza in the province of Bali.	0
The Mission considers that the treatment meted out to the detainees during their arrest and interrogation could amount to torture and other cruel, inhuman or degrading treatment or punishment.	1
As the Appeals Chamber of the International Criminal Tribunal for the Former Yugoslavia rightly held in KrstiÄ (Appeal), âthe crime of genocide is one of the most heinous crimes known to mankind, and its gravity is reflected in the stringent requirements for inferring specific intent.	0
