ar_en_DEEP	VerCoop
In addition, a mobile team visits remote communities, especially minority groups, who may not have access to the centers.	1
9 - The Court of First Instance ruled that the government had not proven that the Dutch branch of Al Haramain Foundation, which is independent and separate from the international organization, provided support for terrorism.	0
25. Recognizing the particular need to coordinate its work with the Executive Directorate of the Counter-Terrorism Committee and other relevant bodies, in areas where States may feel burdened by Security Council requests for information, the Group has developed a joint strategy with the Executive Directorate and experts supporting the established Committee. Pursuant to resolution 1540 (2004), to address problems faced by States that have not yet submitted the reports required by the three committees.	1
We stressed the recent tragic effects of such messages on other parts of the continent.	0
âThe Security Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international law relating to human rights, refugees and humanitarian affairs.	1
Progress could be hindered by competing agendas of international actors, the introduction of parallel initiatives, and countries in the region providing support to non-signatory movements, undermining attempts to persuade those movements to join the peace process.	0
The Commission also found that the restrictions imposed on internally displaced persons in camps, especially women, through terrorizing them with acts of rape, murder, or violent threats to their lives or persons by the Janjaweed militia, constitute a severe deprivation of physical liberty in violation of the rules of international law.	0
Urging parties to armed conflict to respect the professional independence of journalists, media professionals and individuals associated with them.	1
66. The mission asked government military commanders whether anyone had been brought to justice for violations committed.	1
183. A team of judges preside over trials related to criminal cases that could be punished by imprisonment for more than five years.	1
11 - Based on a two-track investigation, one of which was Lebanese and the other carried out by the United Nations, a unified, complementary investigation emerged, which was carried forward, side by side, by both the Committee and the Lebanese authorities.	0
At the 4679th meeting of the Security Council, held on 20 December 2002, and in continuation of the Council's consideration of the item entitled "Protection of civilians in armed conflict" at its 4660th meeting, held on 10 December 2002, the President of the Security Council made the following statement on behalf of the Council:	1
(a) Encourage the adoption of international counter-terrorism instruments and enact legislation to fully implement international counter-terrorism instruments throughout the subregion;	1
Despite these challenges, we cannot fail to acknowledge that approximately 50 percent of the Afghan people live in areas where responsibility for security has been transferred to the Afghan security forces.	0
Encouraging and supporting careful management of conflict-related information	0
(h) Continue to strengthen efforts to raise awareness among parliamentarians and other high-level decision-makers;	1
The Security Council also welcomes the recent improvements in the procedures of the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011), in particular with regard to the effective and valuable work of the Office of the Ombudsperson established pursuant to resolution 1904 (2009).	1
It was reported that in April 2004, a group of 40 internally displaced women went to collect firewood outside Mokjar, West Darfur, and were attacked by six armed Janjaweed.	0
There is huge amounts of money available to Al-Qaeda in Iraq(); Other groups were able to raise money by relying on crime and donations.	0
In this regard, the Security Council welcomes the inaugural meeting of the United Nations-African Union Joint Task Force on Peace and Security held on 25 September 2010 and encourages the Task Force to focus on strategic and country-specific issues on the continent of interest to both organizations.	1
Emphasizing the urgent need for comprehensive security sector reform and, as appropriate, the disarmament, demobilization and reintegration of [national] armed groups and the disarmament, demobilization, repatriation, resettlement and reintegration of foreign armed groups in order to achieve long-term stability in [the country concerned], and recognizing the need to create the security conditions necessary for sustainable economic development, and emphasizing the importance of the contribution of international partners in these areas.	0
(b) Take the necessary steps to provide the greatest amount of assistance in terrorism cases to other States, and build bridges between different legal systems;	1
The Council reaffirms that the development of a comprehensive peacebuilding programme, with a particular focus on disarmament, demobilization, rehabilitation and integration of combatants, will be important in the post-conflict phase of Somalia, as stated in the statement of its President of 28 March 2002 (S/PRST /2002/8).	1
However, little information is available about the level of implementation of these implementing rules.	0
Effectively addressing the problems faced by refugee and internally displaced women requires a comprehensive approach that combines preventive strategies, responses and solutions.	0
On 20 November, Julie Bishop, Minister of Foreign Affairs of Australia, chaired a briefing on the topic âPeacekeeping operations: the role of policing in peacekeeping and post-conflict peacebuildingâ. This was the first Council session to be devoted to issues related to policing.	1
The Security Council expresses its strong condemnation of this attempt to destabilize Lebanese institutions, in this particular case the Lebanese Armed Forces.	0
Most of these countries have adequate measures to suppress terrorist recruitment.	0
For example, most States have yet to criminalize the financing of terrorism and include it in the crime of money laundering as a predicate offence.	0
âThe Security Council renews its call on the Government of the Central African Republic to revive efforts to reform security sector institutions, which constitute an essential element of the peacebuilding process in the Central African Republic, to address the rampant phenomenon of impunity, to strengthen the rule of law and to increase respect for human rights.	1
At the same time, the underground resistance movement expanded across the country and a popular movement was established again. On 30 August 1999, 78 per cent of the Timorese population voted for freedom from Indonesian administration, in a popular poll conducted under the auspices of the United Nations.	0
âThe Security Council urges the Governments of the Democratic Republic of the Congo and Rwanda to respond without delay to the efforts of MONUC under its current mandate to establish, as quickly as possible, a joint mechanism to verify their common security situation, including the verification of cross-border movements.	1
The mission discussed with some Rwandan combat leaders and with the transitional government the technical modalities for repatriation, and the mission published the decision taken by the Rwandan government not to prosecute any returning combatant who was 14 years old or younger at the time of the genocide in 1994.	1
Following the recommendation made this year by the International Commission of Inquiry on CÃ´te d'Ivoire, the Human Rights Council established a mandate for an independent expert on the situation in CÃ´te d'Ivoire with responsibility for assisting the Government and other relevant actors in implementing the Commission's recommendations.	0
13. At the conclusion of the meeting, the parties approved the communication prepared by my Personal Envoy, contained in Annex I to the present report, and reiterated their commitment to continue negotiations in Manhasset at a date to be determined by mutual agreement.	1
Accountability, of course, is not limited to ensuring individual criminal responsibility for violations. Rather, it is also related to imposing punishment on anyone who violates the law. administering justice and ensuring reparation; Prevent the recurrence of violations by encouraging changes in laws and policies; Ensuring lasting peace and stability by ensuring, as much as possible, that victims receive redress for the damages they have suffered.	0
On November 25, 2014, regime warplanes fired two missiles at the industrial zone in the city of Raqqa, killing 44 people and wounding 57 others. The bombing destroyed 15 shops and 17 homes.	0
Almost half of these people are still missing, and many of them are feared dead.	0
We take this opportunity to consider the political and security situation in the Sahel-Saharan region, as well as efforts to overcome existing challenges and promote peace, security and stability in a sustainable manner.	0
She stated that camps for internally displaced persons are now being used as sites to launch attacks on the government.	0
2. Decides that the Counter-Terrorism Executive Directorate will continue to operate as a special political mission operating under the policy guidance of the Counter-Terrorism Committee for a period ending on 31 December 2017, and further decides to conduct an interim review by 31 December 2015;	0
Given these groups' long-standing hostility to the United Nations, this suggests a continuing threat to mission personnel.	0
Given the fragility of the situation in the subregion, further steps are needed to criminalize terrorist recruitment.	1
âThe Security Council stresses the important role of regional organizations and arrangements and the importance of cooperation with them, in accordance with Chapter VIII of the Charter of the United Nations, with regard to conflict prevention and settlement, peacekeeping and peacebuilding, including maintaining the constitutional order, promoting human rights, democracy and the rule of law and combating impunity.â Punishment.	1
He also visited the refugee camp in Laayoune.	1
Syrian security forces committed a number of violations of international human rights law and international humanitarian law. Some of these violations may amount to war crimes and crimes against humanity.	0
Work also continued on preparing a temporary legal framework that would define the scope of significant autonomy and lay the necessary basis for holding central elections.	0
According to reports, the UN arms embargo continues to be violated, and arms flows into the country have increased.	0
On November 15, 2014, regime helicopters dropped an explosive barrel on the Omar Ibn al-Khattab Mosque in Aleppo, causing severe damage.	0
Regional mechanisms for law enforcement cooperation, including early warning and intelligence cooperation, have been developed over the past few years and have led to a significant increase in the level of regional cooperation.	0
âThe Security Council reiterates its readiness, in accordance with its relevant resolutions, to impose sanctions on entities and individuals who provide shelter, financing, facilities, support, organization or training to groups or individuals or incite them to commit acts of violence or terrorist acts against other States or their nationals in Somalia or in the region, as well as on all other regional networks, groups, institutions, entities and individuals who have not severed all ties with Al-Qaeda and its associated groups, including Al-Qaeda in the Islamic Maghreb, the Movement for Oneness and Jihad in West Africa, and the Ansar Dine Movement, in accordance with resolution 2083 (2012). ).	0
Therefore, it was suggested that international standards be established and that the Committee might play a more prominent role.	1
148. A number of provisions in these treaties are of particular relevance to the current armed conflict in Darfur. These include: (a) the right to life and not to be âarbitrarily deprived of his lifeâ; (b) the right not to be subjected to torture or other cruel, inhuman or degrading treatment or punishment; (c) the right not to be subjected to arbitrary arrest or detention; (d) the right of persons deprived of their liberty to be treated humanely and with respect for their inherent dignity; (e) the right to freedom of movement, to choose oneâs residence and not to be arbitrarily displaced; (f) the right to property, to adequate housing and not to be subjected to forced eviction; (g) the right to health; (h) the right to adequate food and water; (i) the right to a fair trial; (j) the right to an effective remedy for gross violations of human rights; (k) the right to obtain reparation for violations of human rights; (l) The obligation to bring perpetrators of human rights violations to justice.	0
The parties to the peace process have yet to make arrangements for the release of children and reintegration programs that would have given children in those forces rights to benefit from recovery and reintegration measures.	1
Many countries are also investing in social programs to better understand and prevent radicalization and potential recruitment into terrorist ranks, and almost all have engaged, to some extent, in the counter-terrorism dialogue.	1
Most of these crimes were committed individually in the context of the prevailing security chaos.	0
In the UAE, the Central Customs Intelligence Unit feeds risk estimates into the electronic customs clearance system.	0
In accordance with paragraph 32 of this resolution, the Monitoring Group works under the guidance of the Committee established pursuant to resolution 1267 (1999) and has the following responsibilities:	0
âThe Security Council notes that widespread human suffering is a consequence of, and sometimes is a contributing factor to, instability and the continuation of conflict, whether through displacement, violent attack or other atrocities.	0
The Committee looks forward to the Executive Directorate receiving, before the end of November 2009, the first updated survey on the implementation of resolution 1373 (2001) at the global level for its consideration, in order to respond to the above request made by the Security Council.	0
This resulted in the displacement of more than 1,000 civilians. The police did not take any action against the Janjaweed.	0
E. Arbitrary detention, torture, executions and concentration camps	0
The Council stressed that reforming the defense and security sectors, combating impunity, and combating illicit drug trafficking remain peacebuilding priorities in Guinea-Bissau, and urged the armed forces of Guinea-Bissau to respect civilian governance and oversight.	1
In another case, that court once again considered the various elements of an attack directed against a civilian population to be part of the definition of crimes against humanity.	1
âThe Security Council recognizes the importance of the good offices role of the Secretary-General, and encourages the Secretary-General to continue to use mediation where possible to help resolve disputes peacefully, and to work closely with and coordinate with relevant regional and subregional organizations in this regard, as appropriate.	1
4 - I am pleased to note that many provisions of Security Council resolution 1559 (2004) have been implemented since its adoption on 2 September 2004. Presidential and parliamentary elections were conducted in a free and fair manner. The Syrian Arab Republic withdrew its forces and military assets from Lebanon in April 2005. Lebanon and the Syrian Arab Republic established full diplomatic relations in 2009.	0
It outlines issues that require attention and concludes - with the encouragement of Somali women - that the international community should raise issues of gender equality, including with Somali leaders.	0
407 - The importance of determining individual criminal responsibility for international crimes, whether committed within the framework of the authority of the State or outside the scope of that authority, is highlighted, in addition to the responsibility of the State, which represents a crucial aspect of the necessity of enforcing rights and protecting them from violation.	0
This political incident was strongly denounced through a press release issued by the office of President Ernest Bai Kroma, as well as by numerous press releases issued by political interest groups, including the APC, the People's Movement for Democratic Change and the Independent Commission for the Media. The Political Parties Registration Committee and the Good Governance Campaign.	0
42. With regard to the international law argument, the Monitoring Group considers that one of the reasons for establishing a review team or other review mechanism is merely to anticipate the law in this area, in order to establish it rather than leaving the matter to national and regional courts or the practices of Member States.	1
Expressing its full support for the Mission, condemning all attacks against United Nations peacekeeping and humanitarian personnel, regardless of who committed them, and stressing that those responsible for such attacks must be brought to justice,	1
(b) Enhance their capacity to freeze terrorist funds and assets without delay, by developing national âfreezingâ mechanisms that complement regional frameworks;	0
9 - Requests the Counter-Terrorism Committee to submit to the Council, in addition to the report required of it in paragraph 8, an oral report, through its Chairman, at least once every 180 days, on the overall work of the Committee and the Executive Directorate and, as appropriate, to With the reports submitted by the Chairs of the Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004), by encouraging informal briefings to all interested Member States;	1
In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Team to continue to improve and update the information on the draft list of names of individuals and entities violating the measures implemented by Member States in accordance with resolution 733 (1992) inside and outside Somalia, and the names of their active supporters, which the Council may require for possible future measures, and to present this information to the Committee established pursuant to resolution 751 (1992), at a time and in a manner that the Committee deems appropriate.	1
158. The Group continued to advance the work of the Committee through presentations at Columbia Law School, and through discussions with academic institutions involved in the field of counterterrorism, such as the Fourth Freedom Counterterrorism Assessment Project, the Watson Institute at Brown University, and other university institutions.	1
As long as we are discussing the development challenges facing Afghanistan, the recent incident justifies the bleak picture regarding the security situation.	0
The Republic of South Sudan is deeply concerned about the deteriorating security situation in the border areas of both the Republic of Sudan and the Republic of South Sudan.	0
In this regard, the Security Council encourages all States of the region to sign and implement the Code of Conduct as soon as possible, and calls upon them to take further effective measures at the national level to combat acts of piracy and armed robbery at sea committed in the Gulf of Guinea.	1
It is worth noting that Mr. Bemba acknowledged the validity of the accusations, after initially denying them, describing them as a slanderous campaign led by his enemies. He promised to prosecute those suspected of committing the crimes.	1
43. The Security Council and its sanctions monitoring teams have sought to strengthen monitoring of exemptions to the arms embargo in force in the Democratic Republic of the Congo and Liberia.	1
However, it is unacceptable for Israel to use its legitimate security concerns as a justification for imposing measures that affect an entire population in an arbitrary manner and in violation of international humanitarian law.	0
4 - While both the Comprehensive Peace Agreement and the Arms and Armies Monitoring Agreement provide provisions for the dissolution of militias associated with the Maoist army, neither of them provides detailed plans in this regard.	0
The International Civil Aviation Organization and the International Air Transport Association also agreed to highlight the work of the committee established pursuant to Resolution 1267, and to work to increase awareness of the consolidated list among its members.	1
645. The Commission decided to withhold the names of these individuals from the public domain. This decision was based on three main reasons: (a) the importance of the principles of fair trial and respect for the rights of suspects; (b) the fact that the Commission was not granted investigative or indicting powers; and (c) the vital necessity of ensuring that witnesses are protected from possible harassment or intimidation.	1
The Security Council condemns all acts of violence and other forms of intimidation deliberately directed at humanitarian workers, as well as attacks on peacekeepers.	1
92- The Commission of Inquiry recommends that the two countries and civil society organizations encourage opportunities for dialogue and communication between the two peoples in the areas of culture, work, sports, good governance and economic development that provide citizens of the Democratic Peopleâs Republic of Korea with opportunities to exchange information and learn about the experiences of other countries.	1
âThe Security Council requests the Special Representative of the Secretary-General for Burundi, in close cooperation with the Special Representative of the Secretary-General for the Democratic Republic of the Congo, to verify the facts and report thereon to the Council as soon as possible.	1
For example, the Commission found that the term Janjaweed was used on numerous occasions, by victims and by members of authority, to describe specific men who were said to have led attacks on villages in which civilians were killed and where rapes were committed.	0
The competent authorities requested that the deadline for official amendment requests received from the Iraqi Government, which was October 31, 2005, be changed to December 31, 2005, in order to fully take into account the communication difficulties between the competent authorities and suppliers regarding the extension of the shipping deadline and the validity of letters of credit.	1
Therefore, I urge you to work towards implementing Chapter VII of the United Nations Charter in accordance with the Algiers Agreement, which was blessed with your signature, because Ethiopia has a hard-line position that it has been adhering to for nearly two years now.	1
Law enforcement efforts to combat cross-border crime have also been strengthened, and these efforts can be adapted to combat terrorism as appropriate.	0
Specifically last month, in a statement dated May 27, 2011, Secretary-General Ban Ki-moon expressed his belief that âaid and goods destined for Gaza should be transported through the legitimate crossings and existing channels,â and explained that these fleets âcould be a source of "Violent conflict."	1
44. With regard to the reunification of the two forces, the Chiefs of Staff of the Defense and Security Forces and the Forces Nouvelles informed the assessment mission that they had prepared a proposal to form a unified transitional army consisting of units that would be responsible for providing security for the electoral process.	0
The blockade must be lifted immediately to allow the civilian population of Gaza to access water, work, trade, medical care and education - that is, their basic needs.	0
UNIFEM, UNFPA Strengthen strategies in post-conflict countries to address the gender dimensions of the reconstruction process through assessment and transition mechanisms.	1
In this regard, we call on the African Union Commission, in close cooperation with ECOWAS and with the support of international partners, including the United Nations, the European Union and other relevant international bodies, to take all necessary measures, including holding a meeting in Mali, on a date No later than February 2015, the Ministers of Defense and Security, Chiefs of Staff, and Heads of Intelligence and Security Services in the countries of the region are required to conduct the necessary studies in order to establish these mechanisms.	1
Recalling the responsibilities of States to end impunity and prosecute those responsible for genocide, crimes against humanity, war crimes and other heinous crimes against civilians, and noting with concern, in this regard, that only a limited number of perpetrators of acts of sexual violence have been brought to justice At the same time, while recognizing that national justice systems can be significantly weak in conflict and post-conflict situations,	1
34 - Transparency is a fundamental principle guiding the work and activities of the Committee, helping to strengthen confidence, encourage greater cooperation, and raise awareness among States, relevant international, regional and subregional organizations, civil society and the private sector on issues related to resolution 1540 (2004), thus facilitating the implementation of the resolution by States. 35. Transparency and media communication are closely interlinked.	1
Respecting the rights of others - including political opponents - must become the main criterion for all who aspire to lead the country towards stability, unity and prosperity.	1
In fact, Azerbaijan itself is in violation of those resolutions, which urge the parties concerned to continue negotiations within the framework of the OSCE Minsk Group, as well as through various contacts among themselves.	0
The Council is considering the possibility of using the International Fact-Finding Commission established under Article 90 of Additional Protocol I to the Geneva Conventions.	1
9 - Calls upon Member States to require airlines operating in their territories to provide advance information on passengers to the competent national authorities in order to be able to detect cases of departure from their territories by individuals identified by the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) (âthe Committeeâ). Or attempt to enter or cross those territories on board civil aircraft. It also calls upon Member States to inform the Committee of any such departure from their territory or any such attempt to enter or cross it by these individuals, and to inform the State of residence or nationality of this information as appropriate. Where appropriate and in accordance with domestic law and international obligations;	1
The High Commissioner expressed concern about the continued spread of violations and the prevailing culture of impunity across the country, particularly in the Trust Zone, and the erosion of the rule of law in areas under the control of the Government and the Forces Nouvelles.	0
In the view of the Coordinator, a view shared by his interlocutors, such missions could become the centrepiece of an effective operational mechanism that would set clear benchmarks for progress in the search for missing persons, as indicated in my comprehensive report (S/2009/190, para. 16).	1
Broad support was expressed for efforts to neutralize the threat from the Alliance of Democratic Forces and other armed groups in the eastern Democratic Republic of the Congo, including the Democratic Forces for the Liberation of Rwanda, as mandated in resolution 2147 (2014).	1
15 - On 2 December, NATO successfully completed its military mission in Bosnia and Herzegovina during a ceremony at Camp Butmir in Sarajevo.	0
The Special Representative said the fighting did not bode well for the possibility of reaching an agreement between the warring parties during the peace talks led by the Intergovernmental Authority on Development, scheduled for 6 November.	1
As part of a transition strategy to establish an independent police institution, preparations are currently underway to transfer responsibilities from the Kosovo Police Service School and UNMIK Police to the Kosovo Police Service.	0
The Council also expressed its intention to consider, when establishing, amending or reviewing the mandate of relevant sanctions regimes, the inclusion of provisions relating to parties to armed conflict that engage in activities in violation of applicable international law relating to the rights and protection of children in armed conflict.	1
The team investigated the process of supplying these vehicles to northern CÃ´te d'Ivoire, but faced an obstacle resulting from its inability to closely examine Forces Nouvelles vehicles. However, the team took pictures of a number of these vehicles that were part of a military convoy in BouakÃ©.	0
This guide is designed to be a source of information on counter-terrorism best practices, model laws, and available assistance programs.	1
Enver Hoxha from Kosovo said that Kosovo's independence is a non-negotiable fact and that Kosovo's institutions are open to all who seek to bring about political change through institutions, including Kosovo Serb politicians in northern Kosovo.	1
31- The state considers the spread of the Christian religion a very serious threat, because it opposes the ideology of the official personality cult and provides a basis for social and political organization and interaction outside the stateâs orbit.	0
The mission conducted an assessment of the extent of institutional, technical, security, legal and political readiness to organize the elections. The mission identified areas where support was needed and called for enhancing the participation of women and youth, improving institutional transparency, and developing the necessary mechanisms to prevent political and electoral conflicts.	1
Political pressures on UNMIK have increased significantly with attempts to challenge its role within resolution 1244 (1999) and the constitutional framework.	0
Calling upon all parties to the armed conflict to immediately and completely cease all acts of sexual violence committed against civilians, in accordance with the provisions of resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009); Recruitment and use of children, in accordance with the provisions of resolutions 1612 (2005) and 1882 (2009); and indiscriminate attacks directed against civilians, in accordance with the provisions of Resolution 1894 (2009),	0
The Council calls on the United Nations Women's Machinery to contribute regularly to the work of the Council on women, peace and security, and notes the valuable role that the Body will play in supporting the role of women in building peace and preventing sexual violence in conflict situations, including through coordination of policies and programs related to women. And girls make it consistent.	1
Recalling the statement made by its President on 8 July 1999 (S/PRST/1999/21), and reaffirming its call for the inclusion, as appropriate, within specific peace agreements and on a case-by-case basis within United Nations peacekeeping mandates, of explicit provisions for the disarmament, demobilization and reintegration of former combatants, including the safe and timely disposal of weapons and ammunition;	1
95 - In light of the continuing pattern of human rights violations in CÃ´te d'Ivoire over the past years, the international community may also wish to consider the need to establish an independent human rights mechanism for the United Nations Commission on Human Rights (a special country rapporteur or independent expert), which could Its mandate is to submit reports, also to the General Assembly, on the progress achieved in the effective implementation of international human rights norms and their translation into practices at the national level, as well as on ending the phenomenon of impunity and ensuring the rule of law in CÃ´te d'Ivoire.	1
âThe Security Council urges States and international organizations, as well as the private sector, to exchange evidence, information and intelligence, as appropriate, for the purposes of enforcing anti-piracy laws, including with a view to ensuring the effective prosecution of suspects and the imprisonment of convicted pirates, and reviews the initiatives currently taken in this regard.â and in the future.	1
:: Taking into account the needs of women and girls during repatriation, resettlement, rehabilitation, reintegration and post-conflict reconstruction.	0
5 - Declares that the acts, methods and practices of international terrorism are incompatible with the purposes and principles of the United Nations and that the financing, planning and knowing incitement of terrorist acts are also incompatible with the purposes and principles of the United Nations;	0
In March 2004, Janjaweed and 150 soldiers reportedly abducted and raped 16 young girls in Kutum, North Darfur.	0
Convinced that it is unacceptable, in principle, for anyone, anywhere to escape responsibility for a terrorist act for any reason, including as a result of his or her own obstruction or failure to cooperate sincerely with the investigation,	0
Resolution 1373 (2001), adopted in the wake of the heinous attacks that occurred in the United States on 11 September 2001, constituted a milestone in the efforts made in this regard at the United Nations level.	0
Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002) and 1455 (2003). ) 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011) ) and 1989 (2011) and the relevant statements of its Chairman,	1
Perhaps the best way is to raise awareness of the opportunities offered by new payment methods to transfer money without the possibility of detection and away from government controls.	1
The government did not take the necessary administrative and legislative measures to combat the corruption situation in temporary institutions.	0
177 - The Commission's investigation into the lead relating to Mr. Abu Adass focused on seeking to determine his whereabouts and assessing the possibility that Abu Adass was indeed the perpetrator of the suicide bombing as alleged.	0
Colonel Gaddafi and his family members, in their public statements, have continued to threaten citizens with civil war and the possibility of mass massacres if protests continue.	0
Some delegations stressed the importance of the six-party talks in finding a solution to the nuclear issue on the Korean Peninsula, and called for working to create favorable conditions for the resumption of those talks.	1
2 - Also decides that all States, in accordance with their national procedures, shall adopt and enforce appropriate effective laws prohibiting any non-State actor from making, acquiring, possessing, developing, transferring, transferring or using nuclear, chemical or biological weapons and their means of delivery, in particular For terrorist purposes, attempts to engage in any of the above-mentioned activities, or to participate as an accomplice in them, or to assist in carrying out or financing them, are also prohibited.	1
The officials presented the government's viewpoint and policies regarding the ongoing conflict in Darfur.	1
Furthermore, the Committee received an arms embargo notification invoking paragraph 13 (a) of resolution 2009 (2011) on a matter that did not require notification to the Committee because it concerned non-lethal items to be supplied to the Government of Libya.	1
(f) Welcomed the willingness of the Executive Directorate to participate effectively in and provide support to all relevant activities within the framework of the United Nations Global Counter-Terrorism Strategy, including within the Counter-Terrorism Implementation Task Force established to ensure comprehensive coordination and coherence in counter-terrorism efforts efforts by the United Nations system, and stressed the importance of that readiness.	1
Thanks to the proximity of the Pakistani border, this force has manpower, tools and shelter.	0
Since the categories of international crimes have been included in another part of the report, it is sufficient here to briefly mention the various ways of participating in the commission of international crimes that give rise to individual criminal responsibility.	1
But despite these achievements, challenges to the government's authority and effective control over its national territory still need to be overcome.	0
He also trained Central Bank employees on risk-based control procedures in the field of combating money laundering and terrorist financing.	0
Reaffirming that continuing international efforts to enhance dialogue and expand the horizons of understanding among civilizations, in an effort to prevent indiscriminate targeting of different religions and cultures, and to address remaining unresolved regional conflicts and global issues of all kinds, including development issues, will contribute to strengthening the international fight against terrorism,	1
One State indicated that it had expanded the basis on which terrorist organizations could be included in its criminal law to include organizations that advocate the commission of terrorist acts.	0
(i) Providing support, including through political mediation efforts, to the completion of disarmament, demobilization and reintegration or effective integration into the army of [national] armed groups, which will remain contingent on the provision of adequate advance training and access to equipment;	0
50 - Four States have developed strategies and established institutional structures to combat terrorism. Law enforcement agencies in these countries are coordinating some of their activities in the field of combating terrorism.	0
In their interventions, member states considered that terrorism constitutes one of the most severe threats to international peace and security, and that its defeat requires a sustained coordinated effort.	1
The Secretary-General and his Special Coordinator for Lebanon issued statements strongly condemning the criminal actions of Fatah al-Islam as attacks on Lebanon’s stability and sovereignty.	0
(h) Brief the Council, through the Committee, mid-term, within 90 days of its establishment;	1
Deeply concerned, in this regard, by the recent attacks by terrorist groups, including groups that benefit from the commission of transnational organized crimes, of attacking United Nations personnel,	0
Incidents caused by cluster munitions dropped by NATO forces have decreased significantly as a result of a change in strategy that has significantly accelerated the elimination of accessible cluster explosive units.	0
The group was reported to have strong links to Al-Qaeda in the Arabian Peninsula, and that it provided training in Somalia to terrorist individuals from Nigeria and from countries close to its borders.	0
During the meeting with the investigating judge, he was asked to assist in filming the film documenting the transport of the convoy vehicles on 14 February 2005, but there was no further reference to the transport of the convoy vehicles from the crime scene.	1
Emphasizing the need for all alleged perpetrators of crimes against children in situations of armed conflict to be brought to justice through national justice systems, international justice mechanisms and mixed criminal tribunals where applicable, with the aim of putting an end to impunity,	0
5 - Emphasizes that the crisis in CÃ´te d'Ivoire can only be resolved through dialogue and consultation, with the support of the international community. The Council urges the parties to show maximum restraint and refrain from the use of force and unilateral actions, which only complicate efforts to find a solution;	1
They told the commission that police had indeed been targeted during attacks on villages, but they blamed mainly the Janjaweed for such actions.	0
21. Although progress has been made over the past decade, it goes without saying that much remains to be done to make Member States and all regions safe from the threat of terrorism.	0
These acts are mainly committed by soldiers of the Armed Forces of the Democratic Republic of the Congo and members of the police.	0
Thus, where no State objects or submits a request for delisting, or where the information provided is insufficient or conflicting, the matter may be referred to the Office.	1
There are five countries that have not yet joined the Firearms Protocol, but almost all have implemented OAS legislation criminalizing the illicit manufacture, possession and trafficking of small arms and light weapons, ammunition and explosives.	0
Irregular movement of weapons within security forces	0
25 - Calls on all States to exercise responsibility in managing the use of highly enriched uranium for civilian purposes, and to reduce its use to the minimum technically and economically possible, including by working to convert nuclear research reactors and radioisotope production operations towards the use of fuel types and objectives. of low-enriched uranium;	1
Decides that the [Mission] shall undertake the following mandate...: (e) To work closely with the Government to ensure the implementation of its obligations to address serious violations against children, in particular to finalize the action plan on the release of children in the ranks of the [armed forces] and to prevent Continue their recruitment, with support from the monitoring and reporting mechanism.	0
21. Expresses its support for the inclusion, as appropriate, of specific and adequate measures for the disarmament, demobilization and reintegration of former combatants in peace agreements and mandates relating to United Nations peacekeeping missions, with particular attention to the demobilization and reintegration of child soldiers, as well as the development of clear detailed arrangements To destroy surplus weapons and ammunition, and refers in this regard to the statement issued by its President on 8 July 1999;	1
Beyond the area of ​​responsibility of the United Nations Mission in Eastern Chad, other developments are also causing concern.	0
64. It should be noted that the ability of States in the subregion (particularly Sahel States) to prevent terrorists from organizing and moving freely through their territories depends not only on the effectiveness of cooperation at the bilateral and subregional levels, but also on the measures taken to implement the best international rules and practices related to law enforcement. Border control and the effectiveness of protecting and monitoring borders, coasts and non-coastal areas.	0
(b) Preventing the entry of such individuals into or crossing its territory, provided that nothing in this paragraph obliges a State to prevent any of its nationals from entering its territory or to require him to leave it, and that this paragraph does not apply if the entry or crossing is necessary to fulfill judicial procedures. What or when the Committee determines, in each individual case, that such entry or transit has justifiable grounds;	0
Urging all States, international bodies and regional organizations to commit to allocating resources, including through international partnership, in order to confront the continuing and direct threat to international peace and security posed by Al-Qaeda, Osama bin Laden, members of the Taliban and associated individuals, groups, institutions and entities,	1
77 - This section briefly addresses the various groups that have an active role in the armed conflict in Darfur.	1
86 - The results of the Australian investigation revealed the following: (a) that the group was heading to Jeddah to perform the Hajj rituals; (b) that no known explosives, organic or inorganic, or explosion residues were detected in any of the samples taken; (c) That none of the persons questioned by the Australian authorities as part of this investigation had the slightest involvement or knowledge of any participation in the Hariri assassination.	0
However, it is also clear that the Defense Forces Command took limited steps to ascertain the extent of the threat posed by that attack or to use non-military methods to eliminate the perceived threat. On 25 May, the Defense Forces High Command did not attempt to communicate this incident with those responsible for the Operations Command of the National Police Forces, or to involve the Prime Minister or the President of the Republic in resolving this issue.	0
