ar_en_DEEPL	MatCoop
57. The self-interest of those opposed to the establishment of a genuine government has been a constant, and the Monitoring Group in its two previous reports has detailed this fundamental problem plaguing Somalia. It continues to persist and the main theme of the present report is the continuing trend towards an escalating potential for violence in a pattern based on the protection of entrenched vested interests.	0
In situations of armed conflict, the primary responsibility for protecting civilians and meeting their needs under international law lies with the party under whose control they find themselves.	1
There are laws regulating the activities of charitable and non-profit organizations, but not all countries have reviewed their legal frameworks to prevent the NPO sector from being used to finance terrorism.	0
157. The Panel appeared before the Working Group established pursuant to resolution 1566 (2004) to discuss terrorism and sanctions.	0
Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the country concerned] ..., calls upon all parties to cease grave violations and abuses against children in [the country concerned], and urges the Government ... to prepare and implement a concrete, practical and time-bound action plan to halt the recruitment and use of children, and requests the Secretary-General to continue to engage in dialogue with the Government ... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and to ensure continued monitoring and reporting on the situation of children in [the country concerned].	0
Our proactive policy has the long-term goals of bringing Abkhaz society out of its isolation; introducing it to democratic values and principles that recognize the basic human rights of internally displaced persons and refugees, primarily the right to return to their homes regardless of their ethnicity; and creating an environment based on trust and mutual respect.	1
INTERPOL commented that the more information contained in the Special Notices, including fingerprints, photos and passport numbers in restricted formats available only to the law enforcement agencies of its member countries, the more useful they will be and the less likely incidents such as the above will occur. INTERPOL also offered to provide guidance to its members on the scope of the sanctions regime. In addition, it proposed the creation of a permanent information point at the United Nations to answer questions and ensure the timely provision of additional relevant information on listed individuals when made available by Member States.	0
Most countries have established in their legislation a customer due diligence obligation and reporting mechanisms so that financial institutions and certain professionals are required to know the identity of the customer and report any suspicious activities to the authorities.	1
During my visit to Lebanon in January, I stated to my Lebanese interlocutors, in both private and public meetings, the grave risks that the continued presence of these militias in the country poses to the country's stability and internal peace.	1
We urgently appeal to them to increase their support for the collective initiatives to be taken by our States, within the framework of the Nouakchott Process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security.	0
139. While this two-pronged approach -- which uses restrictions applied throughout the Schengen Agreement area to exclude listed persons who do not belong to Schengen area States -- maintains national restrictions to limit the movement of listed aliens within the area, it could serve as an example for other States in existing or developing areas that operate on the basis of free movement and visa-free travel.	0
In March 2009, when the arrest warrant for President Omar al-Bashir was issued, some speculated that this injunction against Sudan's still-powerful head of state would torpedo the prospects for implementing the 2005 Comprehensive Peace Agreement (CPA).	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable international human rights, refugee and humanitarian law, threats to international peace and security caused by terrorist acts, and emphasizing in this regard the important role of the United Nations in leading and coordinating these efforts.	0
As you know, on December 12, 2000, I witnessed the signing of the Agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers in an official ceremony hosted by President Abdelaziz Bouteflika.	1
134. Samples collected from the crime scene and other forensic examinations successfully identified the Mitsubishi Canter.	1
Unfortunately, there are also many examples where truth-seeking mechanisms could have contributed to uncovering the truth, ensuring accountability and preventing further human rights violations, but where the Council failed to take effective action due to political considerations.	0
5. We further respectfully submit that there are other, quicker and simpler ways to ensure that the victims of the criminal acts in Rwanda receive just compensation.	1
The Centre then initiated a training course on gender-based violence investigations for the National Police in July, with a total of 40 National Police officers (including 30 women) having benefited so far.	1
The Government of Iraq affirms its respect for its obligations under United Nations Security Council resolutions and its pursuit of peaceful policies and living in peace with its neighbours in a manner that contributes to the security and stability of the region. The Government of Iraq hopes that the Security Council will recognize the significant and positive developments that have taken place in Iraq, that the situation in Iraq is fundamentally different from that which existed when the Security Council adopted resolution 661 (1990) and that the time has come for Iraq to regain the legal and international status that prevailed before the Security Council adopted the said resolution and the subsequent sanctions imposed on it under Chapter VII of the Charter of the United Nations.	0
Fifty-four states reported that they have safeguards in place to ensure that weapons and ammunition produced within their jurisdiction cannot be diverted for the use of those subject to sanctions.	1
But there are others who are not wanted by any law enforcement agency, cannot easily obtain forged travel documents of sufficient quality to pass scrutiny, and in any case consider that the limited personal details on the list make it reasonably certain that they can pass through border posts using their original travel documents unnoticed.	0
(t) To consult with the intelligence and security services of Member States, including through regional forums, with a view to facilitating the exchange of information and enhancing the enforcement of the measures.	0
As at October 1, 2005, the strength of the Mission stood at 121 military observers and 12 police officers (see annex).	0
The Russian Federation has also adopted legislation to protect the rights of victims of terrorism and has taken measures regarding the conditions of detention of individuals suspected of having committed a terrorist act.	1
At the end of the reporting period, AMISOM consisted of a protection force of 4,100 troops, 634 military observers and 862 police, as well as international civil servants.	1
âThe Security Council urges Member States to improve bilateral, international, regional and sub-regional cooperation and prevent the travel of foreign terrorist fighters from or through their territories, including by increasing information sharing to identify foreign terrorist fighters, understanding their travel patterns, and sharing practices in evidence-based traveler risk assessment and border screening, noting the need to address the challenges posed by the evasive travel routes used by foreign terrorist fighters.	0
30. In general, the attitude of government authorities towards the Commission has been characterized by a spirit of cooperation.	0
Security Council resolution 1373 (2001) already imposes obligations on states to take certain actions to suppress terrorism, end the recruitment of members of terrorist groups, prevent the movement of terrorists, and bring terrorists to justice.	1
190. All States are parties to the Convention on Combating the Financing of Terrorism, have enacted anti-money laundering and counter-terrorist financing legislation, have established financial intelligence units and are members of the Egmont Group.	1
Procedures for detecting illicit cross-border transfers of cash, negotiable instruments and bearer payments and coordination among customs, financial intelligence units and law enforcement officials are either non-existent or inadequate.	1
59. All States have counter-terrorism policies, and most of these policies demonstrate that they recognize the existence of Al-Qaida and the Taliban, although many of them may not be primarily concerned with the Consolidated List.	1
It has tried hard to keep civilians out of the conflict and MPCI's goal is to restore dignity to the people of CÃ´te d'Ivoire.	1
We are deeply concerned that if all sides do not exercise a strong will to stop acts of terrorism and violence, the peace process will not succeed.	0
Further urges all Member States, in coordination with international financial institutions and UN agencies, to increase their support to address the increasing political, social, economic and financial impacts of the refugee crisis on host countries.	1
For banking institutions, this obligation is also imposed by Decree No. 1 issued by the Czech National Bank on September 8, 2003.	1
We are deeply concerned about the plight of Palestinians in the Gaza Strip.	0
Together, these challenges put political pressure on governments and have a direct and serious impact on the peace, security and stability of the countries concerned.	0
5. Reaffirms also its condemnation in the strongest terms of all acts of violence and abuses committed against civilians in situations of armed conflict, contrary to applicable international obligations, in particular: (i) torture and other prohibited treatment, (ii) gender and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) human trafficking, (vi) forced displacement and (vii) deliberate denial of humanitarian assistance, and demands that all parties put an end to such practices.	0
96. The Committee noted that the National Security Forces Act, as amended in 2001, gives the security forces wide-ranging powers, including the power to detain without charge or access to justice for up to nine months.	0
A larger United Nations presence is indeed vital, but for the added value of our organization to be fully effective, sufficient funds must be provided for both personnel and security. Mr. Eide reminded us of that a few moments ago.	0
On the other hand, in collaboration with donors and other relevant partner organizations, it will facilitate a regional workshop to be held in Bangladesh for police and prosecutors on cross-border cooperation.	1
This affects the Mission's ability to rapidly mobilize uniformed personnel to protect civilians at risk in the west, should the situation require it, as well as to support the activities of the country team more broadly.	1
This has undermined international efforts to facilitate the restoration of peace in Afghanistan.	0
In this context, I also note that President Abbas referred to the Palestinian Authority's request to establish a Palestinian diplomatic mission in Beirut, which would contribute to formalizing relations between the Lebanese and Palestinian peoples.	1
74. European Union member States are also obliged to criminalize âpublic incitementâ pursuant to the 2008 amendments to the 2002 European Union Council Framework Decision on Combating Terrorism.	0
However, transparency measures for small arms systems are the least developed of all transparency measures for weapons systems.	0
The UNDG collaborates with the Executive Committees to support the broader goal of peacebuilding and develops policies, guidelines and procedures to improve the functioning of the UNCT network.	1
Emphasizes that all parties and armed groups in [the affected country] have a responsibility to take appropriate steps to protect the civilian population in the country consistent with international humanitarian, human rights and refugee law, in particular by avoiding indiscriminate attacks or excessive use of force in populated areas.	0
The office has started work on at least seven cases.	1
Cooperation in the subregion continues to improve, but should be further strengthened, especially in border areas, to enhance controls to protect against possible terrorist incursions and the spread of cross-border crime.	1
(a) Ensure the widest possible dissemination of information on international humanitarian, human rights and refugee law.	0
Finally, I call on the Security Council to stand by Nigeria during this difficult period and provide it with whatever support it needs to avoid further destabilization and violence, especially in the most affected north-eastern states.	0
Reiterating the obligation of Member States to prevent the movement of terrorist groups, including through effective border controls, and in this context to exchange information promptly and improve cooperation among competent authorities to prevent the entry into and exit from their territories of terrorists and terrorist groups and to prevent the supply of weapons and financing that would support terrorists.	0
Calls upon [the affected State] to facilitate international relief work to alleviate the humanitarian disaster by removing all restrictions that may impede the provision of humanitarian assistance and providing access to all affected populations.	1
Individuals born before May 25, 1988 or recruited after May 25, 2006 were to be demobilized immediately as required by the CPA.	1
121. The movement's fighters occupied various public places.	0
21. In mid-November, the armed confrontation between Serbian security forces and the so-called Liberation Army of Presevo, Medveda and Jojano Vak escalated in the ground safety zone.	0
Noting with concern the continued threat to international peace and security posed by Al-Qaida and other individuals, groups, undertakings and entities associated with it, reaffirming its determination to address all aspects of that threat, and considering the deliberations of the 1267 Committee on the recommendation of the 1267 Monitoring Team in its eleventh report to the 1267 Committee that Member States treat listed Taliban and listed individuals and entities of Al-Qaida and its associates differently.	0
As a first step, I asked Mr. van Walsum to establish contacts with the parties and neighboring States to ascertain their views on the way forward.	1
4. Notes with concern the close connection between international terrorism and transnational organized crime, illicit drug trafficking, money-laundering, illegal arms trafficking and illegal movement of nuclear, chemical, biological and other potentially deadly materials, and in this regard stresses the need to enhance coordination of efforts at the national, subregional and international levels in order to strengthen the global response to this serious challenge and threat to international security.	0
19. The Young Communist League appears to have absorbed many members of the disbanded CPN (Maoist) militia. Many children recruited during the 2006 post-ceasefire recruitment drive did not join the Maoist army.	0
(f) Take immediate measures to prevent agents of the Democratic People's Republic of Korea from abducting more people from Chinese territory; prosecute and appropriately punish the perpetrators and request the extradition of those who ordered it for prosecution in accordance with the law.	0
An expanded team of EUPM advisors has been established to provide support and technical advice on police matters.	1
Two states apply special criminal procedures, such as preventive detention and âspecial powersâ for certain investigative techniques.	0
With regard to F-FDTL, a decree-law provides for the structure of the army, but the laws governing military discipline and career paths in the army are those of UNTAET.	1
Discussions reportedly took place between those planning to demonstrate and the security forces, in some cases face-to-face.	1
(b) Prevent the entry into or transit through their territories of such individuals, provided that nothing in this paragraph shall oblige a State to refuse entry into or require the departure from its territory of any of its nationals, and this paragraph shall not apply where entry or transit is necessary for the fulfillment of a judicial process or where the Committee determines on a case-by-case basis that such entry or transit is justified.	0
âThe Security Council stresses the importance of exploring the potential and existing capacities of regional and subregional organizations in the area of peace and security, including, inter alia, conflict prevention, confidence-building, conflict resolution, peacemaking, peacekeeping and post-conflict peacebuilding, and welcomes regional dialogue and the promotion of common standards and common regional approaches to conflict resolution and other peace and security issues.	1
"The Security Council emphasizes that the RCD-Goma will be held accountable for any extrajudicial executions, including among members of civil society or detainees in its detention centers in Kisangani.	0
1. The offender shall be punished by three to ten years' imprisonment or confiscation of property.	0
This traditional discrimination practiced under the Songun system was further complicated by the widespread application of marketization in the DPRK and the increasing influence of money, including foreign currency, on people's ability to increase their access to their economic, social and cultural rights.	0
However, we believe that an abrupt withdrawal would be counterproductive and would create an unprecedented vacuum, especially given that the conditions conducive to the hoped-for large-scale investment and sustainable development have not yet been fully established.	0
The workshop was an important opportunity to explore ways to further facilitate the implementation of the resolution, including aspects related to the submission of reports by all States and fuller implementation.	0
The team emphasized that the immediate task is to circulate the Doha Document to ensure that it is accepted by the people of Darfur as a whole, and to convince the remaining armed groups to sign it.	0
At the request of the Alliance des patriotes pour un Congo libre et souverain (APCLS), MONUC supported its efforts to integrate into the armed forces.	1
44. A partial solution would be to impose time limits for the submission of reasons. This would be in line with the Ombudsperson mechanism in general, all stages of which are governed by strict deadlines.	0
26. The United Nations Alliance of Civilizations has developed programmes in Africa to prevent radicalization. One such program focuses on communities in Nigeria and targets youth, women and community leaders to facilitate dialogue and interaction among members of different groups.	1
29. There are also important positive developments. When the armed conflict ended in 1999, there was an almost complete lack of economic structures and legislation.	0
(r) To gather information, assess, monitor, report and make recommendations on the implementation of the measures, including the measures set forth in paragraph 1 (a) of this resolution regarding preventing the criminal exploitation of the Internet by Al-Qaida and other individuals, groups, undertakings and entities associated with it; to conduct case studies, as appropriate; and to conduct in-depth research on any other relevant issues, as directed by the Committee.	1
221. States in the subregion cooperate well with regional and international partners to minimize the threat and vulnerability to terrorism. They share intelligence on threats and warnings, exchange operational information and conduct joint exercises and manoeuvres in bilateral and multilateral contexts.	1
It is important to give women, who are the primary victims of violence in all its manifestations, a key role in peacekeeping and peacebuilding and, more importantly and urgently, in conflict prevention.	0
However, both parties continued to refrain from engaging directly with each other. All known contacts between the two armed forces took the form of meetings and written correspondence with UNMISS.	1
ISIS and all other parties to the conflict continue to kill and injure people and destroy villages, towns and cities with impunity, she said.	0
The political incident was strongly condemned by a press release from the office of President Ernest Bai Koroma, as well as by several press releases from political interest groups, including the APC, the People's Movement for Democratic Change, the Independent Media Commission, the Political Parties Registration Commission, and the Campaign for Good Governance.	0
It also continued to encourage the Monitoring Team to further improve its role in the process of enhancing the capacity of Member States to fully implement the Security Council sanctions regime against Al-Qaida and the Taliban and associated individuals and entities. In this regard, the Committee encouraged cooperation between the Monitoring Team and the Directorate General of the Committee established pursuant to resolution 1373 (2001) (2001), which is tasked with achieving systems integration in capacity-building initiatives within the framework of Security Council sanctions.	0
2. Decides that CTED shall continue to operate as a special political mission under the policy guidance of the Counter-Terrorism Committee for a period ending on 31 December 2017, and further decides to conduct an interim review by 31 December 2015.	1
On November 12, another suicide bombing occurred at a school in Kontagora, Niger State, injuring dozens of people. On November 25, two girls carried out a suicide bombing that killed more than 45 people in a Maiduguri market. On November 27, a bomb exploded in the Maraba-Mubi area of Adamawa State, killing at least 40 people. The Kano Central Mosque was attacked on November 28, killing at least 120 people and injuring more than 270 others.	0
116. The Monitoring Team continues to view the travel ban as an important sanction against Al-Qaida and the Taliban, while noting the ingenuity of terrorists attempting to cross national borders undetected.	0
Nevertheless, the Team recommends that the Security Council bring to the attention of Member States that, under the sanctions regime, they are obliged to prevent the use of the Internet for the direct or indirect provision, sale or transfer of technical advice, assistance or training programs related to military activities to listed individuals or entities from their territories or through their nationals residing outside their territories.	0
33. All Southern African states have adopted some necessary legislative and other counter-terrorism measures.	1
9. Requests the SecretaryGeneral to continue to report regularly, and at least every three months, on the situation in the Democratic Republic of the Congo and on the activities of MONUC, and to provide the Security Council with the same regularity with specific updates on the military situation.	1
The Special Coordinator reported that the overall calm continued in southern Lebanon, despite some security incidents during the reporting period, including the firing of rockets towards Israel from southern Lebanon during the Gaza conflict in July and August, and two serious security incidents in the Shab'a Farms area (Sector East).	0
10. Calls upon all States, as a further means of addressing that threat, to take cooperative action, in accordance with their national legal authorities and legislation and consistent with international law, to prevent illicit trafficking in nuclear, chemical or biological weapons, their means of delivery and related materials.	0
On November 8, 2014, regime warplanes targeted areas around the Martyr Waseem Husseinu Hospital in Idlib, causing extensive damage.	0
It also recommends that the Government of Nepal make a clear commitment to the reintegration of children associated with armed forces and groups, and strengthen the legal protection of children by criminalizing their recruitment and prosecuting child rights violators.	0
The Security Council calls upon Member States to cooperate as a matter of urgency to resolve all outstanding issues with a view to adopting the draft comprehensive convention on international terrorism.	1
He also reported that UNDOF continued to observe heavy clashes between the Syrian armed forces and armed opposition elements, as well as air strikes by the Syrian armed forces, within the area of separation and the area of limitation.	0
However, as the Council was briefed on 31 January, reports of shelling are still being received, and the most recent case is being investigated by African Union observers.	0
Hereby decides, having received the request of [the State concerned], to establish an international tribunal for the sole purpose of prosecuting persons responsible for genocide and other serious violations of international humanitarian law committed in the territory of [the State concerned] and citizens of [the State concerned] responsible for genocide and other such violations committed in the territory of neighboring States between [two dates]. ...	1
Support for hospitals that treat rape victims (medical and surgical care, voluntary confidential post-rape psychotherapy, and treatment of sexually transmitted infections).	1
The threat posed by Al-Qaida and the Taliban	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, threats to international peace and security caused by terrorist acts, emphasizing in this regard the important role of the United Nations in leading and coordinating this fight.	0
As for the requirement that the attack be âsystematicâ, it ârequires that the acts be of an organized nature and that the acts are unlikely to be randomâ.	0
At the same time, President Pillay states that the Judges see the possibility that, in conjunction with one of these mechanisms, the Court could appropriately be given limited authority to order the payment of compensation from a trust fund to victims who appear before it as witnesses in its trials.	1
The technical groups, with at least one representative from each group, deal respectively with technical assistance; terrorist financing; border security, arms smuggling and law enforcement; general legal issues; and issues raised by Security Council resolution 1624 (2005), as well as human rights aspects of counter-terrorism activities under resolution 1373 (2001). The two units deal with quality control, public communications and outreach, respectively.	1
Moreover, Military Zone 3 in Mijek also largely fulfilled its obligations in this regard, with only four violations of freedom of movement.	1
Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) on 8 September 2006 and the establishment of the Counter-Terrorism Implementation Task Force to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system.	0
According to the above-mentioned review, the Panel has empirically disproved the widely reported June 2005 report of the International Crisis Group that the helicopter destroyed by the French in Yamoussoukro on November 6, 2004, was Guinean.	1
13. The Executive Directorate will continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) in order to increase the counter-terrorism capacity of Member States and regions by addressing their needs in this field, in close cooperation with the Counter-Terrorism Implementation Task Force, other United Nations bodies and bilateral and multilateral donors, and will continue to adopt a focused and regional approach to this work.	1
22. On August 25, a statement attributed to General Laurent Nkunda, one of the main perpetrators of the Bukavu crisis of May 2004, was published in Goma, threatening to overthrow the Transitional Government.	0
(b) Encourage States to provide relevant officials with the necessary training to implement the counter-terrorism legal framework in areas such as investigation, prosecution, sentencing and extradition.	1
Many of these states have not reviewed the nonprofit sector for potential terrorist financing risks, but the United Kingdom, in particular, has established mechanisms to assess and protect the sector, as well as through the Charity Commission's international program, which seeks to connect operations internationally and help build capacity in other parts of the world.	1
âThe Security Council supports the Six-Party Talks and calls for their early resumption in order to achieve the verifiable denuclearization of the Korean Peninsula in a peaceful manner and to maintain peace and stability on the Korean Peninsula and in Northeast Asia.	0
It is essential to investigate the whereabouts of the missing persons and hold those responsible accountable.	1
5. During informal consultations on 5 May, the Committee met with the newly established Panel of Experts.	0
19. Reiterates the need to further improve ongoing cooperation between the 1540 Committee, the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban, and the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism, including, as appropriate, through enhanced information sharing, coordination on visits to States within their respective mandates, technical assistance and other matters of interest to all three Committees; and expresses its intention to provide guidance to the Committees on areas of common interest in order to better coordinate their efforts.	0
91. Acts of torture are prohibited in a number of conventions, notably in article 7 of the International Covenant on Civil and Political Rights, article 2 of the United Nations Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment and article 5 of the African Charter on Human and Peoples' Rights.	1
14. Requests the Panel of Experts to continue to investigate the financing and role of armed, military and political groups in attacks against UNAMID personnel, and notes that entities and individuals planning, sponsoring or participating in such attacks constitute a threat to stability in Darfur and may therefore meet the criteria set out in paragraph 3 (c) of resolution 1591 (2005).	1
Progress in this area will enable the Republika Srpska Public Security Centers and the Police Department of the Federation of Bosnia and Herzegovina Ministry of Interior to operate with an improved financial methodology next year.	1
82. Priority recommendations are to: (a) Encourage States to adopt comprehensive and consistent counter-terrorism legal frameworks that facilitate the implementation of legally sound and harmonized counter-terrorism strategies.	1
Training courses on the issue of sexual exploitation and abuse; development of policies and procedures on organizational aspects of victim assistance.	1
More recently, there are indications that cross-border wildlife poaching may be a factor in the dynamics of the conflict in Central Africa, and there is evidence that the conflict in Mali was partly caused by cross-border arms trafficking stemming from the conflict in Libya.	0
Therefore, at the end of September, the JIM agreed on measures aimed at aligning the implementation of the Action Plan with the existing elements of the N'Djamena Ceasefire Agreement signed on 8 April 2004 in order to reduce the likelihood of a recurrence of such consequences.	0
On July 18, 2011, the Council held a private meeting with countries contributing troops and police to the African Union-United Nations Hybrid Operation in Darfur (UNAMID).	1
Decides to adopt the attached Declaration on Global Counter-Terrorism Efforts.	0
27. In addition, many States have adopted interim measures that allow their officials to implement sanctions imposed by a Security Council list even before national verification processes have been completed.	1
22. The first batch of 2,000 militia members was registered in Guiglo in June 2006, with 981 of them subsequently disarmed and paid a cash safety net allowance.	1
:: Attacks on buildings, materials, medical units, transportation and personnel using the distinctive emblems described in the Geneva Conventions, consistent with international law Attacks on buildings, materials, medical units, transportation and personnel using the distinctive emblems set forth in the Geneva Conventions, consistent with international law.	0
Measures to prevent abuse of asylum procedures have only been developed and fully implemented in one country.	1
As set out in Article 7(2)(d) of the Statute of the International Criminal Court, which can be used to identify customary international law on the issue, the prohibition refers to the deportation or forcible transfer of population and the forcible removal of persons concerned from the area in which they are lawfully present, by expulsion or any other coercive act, without grounds permitted by international law.	0
The group will create and maintain an online repository to collect and make available to researchers, analysts, and policymakers the unedited documents submitted by Contact Group participants that reflect their perspectives on international efforts since 2008 to combat piracy off the coast of Somalia.	1
C. Providing security for refugees, internally displaced persons, civilians and humanitarian workers, in accordance with international human rights standards	1
To implement the plan, the two intend to unify, equip and train the various militias under their control in Far Far (Ethiopia) and Wajid (Bakool region).	1
Reports indicate that the severity of the attacks and atrocities committed in any given village spread a degree of fear among neighboring villagers who survived the attacks, prompting them to also flee to areas of relative safety.	0
In particular, lootable resources that can be accessed directly by combatant cadres (rather than through the chain of command) can prolong conflict by creating discipline issues that make it difficult for commanders to impose a settlement on followers.	0
56. Gunfire was heard throughout the night, particularly in the western area of Dili, where F-FDTL is stationed at positions in Rai Kotto, Taci Tolu and Bedoko. A rumor circulated on 29 April and spread quickly thereafter that F-FDTL had killed 60 people, even going so far as to mention the license plate number of the F-FDTL truck that was allegedly used to transport the bodies, either in coffins or shipping containers, from Taci Tolu to Viqueque district on 1 May 2006.	0
(b) Disband and disarm all Lebanese and non-Lebanese militias.	1
It has already set important precedents by requesting the establishment of truth-seeking mechanisms to investigate alleged violations, provide reparations to victims, and promote individual criminal responsibility.	1
One organization reported that cruel and inhumane methods of killing were used, such as two cases of killing by crucifixion.	0
4. The Financial Intelligence Unit (FIU) became operational in the early 1990s. It was established by legislation enacted to address the growing problem of money-laundering by organized criminal groups, and the legislation was amended in 2002 to address the suppression of terrorist financing. âCash dealersâ are required to disclose the identity of their customers, keep records of customers and customer account activity for at least seven years after account closure, and report to the FIU on large cash transactions (in excess of $7,000), suspicious transactions, and instructions for transferring funds into or out of the country.	1
The Humanitarian Coordinator appealed for emergency humanitarian aid to help 20,000 families endure the winter cold.	1
âThe Security Council reaffirms its concern about the alarming situation in the Sahel region and its commitment to address the complex security and political challenges in this region that are interconnected with humanitarian and development issues, as well as the adverse effects of climate and environmental changes.	0
âThe Security Council reiterates its support for the establishment of a core group with the task of continuously mobilizing the international community and increasing consultation among key stakeholders to enhance the coordination and effectiveness of assistance to Haiti, and to contribute to the definition of a long-term development strategy aimed at promoting lasting peace and stability in that country.	0
The implications of Khalil Ibrahim's death for the Darfur peace process will only become clear with time.	0
30. On March 18, the commanders of the Presidential Guard and the Presidential Security Division sent a letter to the Minister of Internal Security declaring that the areas around the Presidential Palace were a âred zoneâ and that anyone caught there would be considered an enemy combatant and would be treated as such, i.e., shot without warning.	0
States should ensure that counter-terrorism measures are appropriately managed and carried out by law enforcement agencies and establish dedicated counter-terrorism units to utilize expert capacity within their law enforcement institutions.	0
46. The Counter-Terrorism Committee and its Executive Directorate should: (a) Work more actively with relevant regional organizations (the African Union, the East African Community, the East African Police Chiefs Cooperation Organization, the Eastern and Southern Africa Anti-Money-Laundering Group and the IGAD Counter-Terrorism Capacity-Building Programme) and focus on activities aimed at improving the implementation of the resolution and addressing its shortcomings.	1
That the request of the Government of Kuwait regarding the claim for the real property of a deceased prisoner should not be accepted, as this matter constitutes in effect a request to file a claim for the real property portion after the expiration of the time limit for accepting claims, and that the secretariat be requested to inform the Government of Kuwait accordingly.	0
(a) Request the Secretary-General to seek the inclusion of the core provisions of the Convention on the Safety of United Nations and Associated Personnel and the inclusion by host countries of those provisions, including those relating to the prevention of attacks against personnel serving in peacekeeping operations as crimes punishable by law and the prosecution and extradition of perpetrators, in future and, where necessary, existing status-of-forces, status-of-mission and host country agreements negotiated by the United Nations with those countries, bearing in mind the importance of the timely conclusion of such agreements.	1
84. According to another senior commander, most PDF recruits come in âwith a good knowledge of firearms and are strong and fitâ but âneed training and disciplineâ. He noted that recruits do not always return uniforms, weapons and ammunition upon demobilization, and that weapons and ammunition are sometimes distributed through tribal leaders to ensure that they are returned immediately after demobilization.	1
(a) Assessing the evolution of risks and threats.	0
105. The government is mandated to formulate and implement the general policy of the country.	1
The beginnings go back to the Council's establishment of the Ad Hoc Tribunal for the former Yugoslavia in 1993, followed by the Ad Hoc Tribunal for Rwanda a year later.	1
"The Security Council remains deeply concerned about the security situation in the Central African Republic.	0
New desertions by some former NCP elements integrated into the armed forces and elements of integrated armed groups refusing to be redeployed have also been reported.	0
Given that some tribes do not have traditional land allotted to them, and with the growing conflict over natural resources, there has been a systematic attempt to evict tribes perceived as ânon-savingâ from their lands.	0
Once the center is defined, the EU is expected to play a more prominent role, especially in the areas of police and judiciary and in monitoring and supporting the standards process.	0
I condemn in the strongest terms the disgraceful attacks targeting people who are supporting the Somali people in the fight against organized crime, which is hampering the development of their country.	0
25. The UNTAET period also saw the establishment of several modern State institutions. These include the National Parliament, the Council of Ministers, local administration structures, the police service and the defense force.	1
23. Scope of the arms embargo. The Committee requested the Coordination Group to work towards the preparation of a document compiling the experiences of States in dealing with the threat of civilian explosives and improvised explosive devices.	1
Much of this intensive effort to enable UNSMIS units to competently address the mine and IED threat has been funded in large part through the MISCA Trust Fund.	1
The Council intends to intensify its efforts to combat impunity and support accountability for serious crimes against women and girls by providing appropriate means, and draws attention to the full range of justice and reconciliation mechanisms to be considered, including national, international and mixed national, international and mixed criminal courts and tribunals, truth and reconciliation commissions, as well as national victim compensation programs, institutional reforms and traditional dispute resolution mechanisms.	1
Accordingly, the Secretary-General described the recent events in Zimbabwe as a âgross injusticeâ.	0
113. In the climate of terror created by the death squads, political representatives fear that their activists will be kidnapped and arrested.	0
However, greater engagement of the warring parties in the peace process remains an important element of a lasting settlement of the conflict.	1
30. Potential dangers in the process of bringing non-signatory parties to the negotiating table include parties insisting on unrealistic preconditions for negotiations. Another risk is the intransigence of the parties towards and during the negotiations. These risks can be mitigated by unifying the international community's positions on the peace process and maintaining close dialogue with the parties. Another risk is the establishment of initiatives for parallel peace processes by regional and/or international partners that could undermine this element of the framework.	0
Training of peacekeeping personnel Requests the Secretary-General to ensure that United Nations personnel involved in peacemaking, peacekeeping and peacebuilding activities are provided with appropriate training in international humanitarian law, international human rights law, international refugee law, including child and gender provisions, negotiation and communication skills, cultural awareness and civil-military coordination, and urges States and relevant international and regional organizations to ensure that appropriate training is included in their programmes for personnel involved in similar activities.	1
Despite evidence of strengthened internal disciplinary mechanisms in the PNTL, progress has been slow in bringing members of the security services responsible for abuses to justice through the courts.	1
But it cannot mean abandoning commitments to those who wish to return home and who need support to realize their ambitions. Such a policy cannot be a substitute for existing policies, but should complement them.	1
66. In order to combat the increasing rates of crimes committed at sea, the Maritime Organization for West and Central Africa, with the assistance of the World Maritime Organization, is working to strengthen cooperation among law enforcement agencies by establishing a network of coast guard units.	1
