ar_en_TRANSFORMERS	MatCoop
While the scope for the measures may be limited in the border area between Afghanistan and Pakistan and the non-controlled areas of southern Sahara, they nevertheless address three basic needs of terrorist groups: money, mobility and means of launching attacks.	1
Military training camps have been set up in the greater Mogadishu region, including the Lanta Borro and Heloini regions, and the weapons obtained at the Bakaraa Arms Market have been sent to these camps.	0
Members of the Council encouraged the Burundian authorities to make further efforts to create the necessary conditions for the holding of non-exclusive elections through constructive political dialogue and open political space, an end to politically motivated violence and the fight against impunity, in accordance with resolution 2137 (2014).	1
As a first step, I have asked Mr. van Wasom to establish contacts with the parties and neighbouring States to ascertain their views on the ways forward.	1
On the one hand, the Executive Directorate and the World Bank will hold a workshop for parliamentarians in Pakistan on the importance of legislation on combating the financing of terrorism.	1
It was therefore suggested that international standards should be developed and that the Commission might play a more prominent role.	0
Although these contacts were constructive, direct negotiations without preconditions, in which the parties are expected to submit proposals for land and security within 90 days, have not yet taken place.	0
Consequently, arms-trafficking networks have been forced to exercise greater caution with regard to movements of arms shipments from Yemen to Somalia through the Gulf of Aden.	1
"The Security Council looks forward to the report of the High-level Panel on United Nations System-wide Coherence in the Areas of Development, Humanitarian Assistance and the Environment and hopes that it will play a role in ensuring a coordinated United Nations approach to women, peace and security.	0
:: Consider, as appropriate, the feasibility of establishing and utilizing rosters and networks of experts within and outside the United Nations system	1
Integration of gender analysis into post-conflict needs assessment and related training, pilot projects on gender-sensitive post-conflict needs assessment.	1
States should refrain from hindering humanitarian actors in their efforts to engage non-State armed groups for humanitarian purposes, including activities aimed at promoting respect for international humanitarian law.	0
47. The Government has on several occasions expressed its strong desire to receive direct capacity-building assistance for its national forces and has initiated contact with several potential bilateral partners.	1
"The Security Council requests the Secretary-General to strengthen cooperation between the United Nations and the States members of the Central African Economic and Monetary Community with a view to facilitating and strengthening initiatives to address cross-border insecurity in the subregion and to put an end to violations of the territorial integrity of the Central African Republic by armed groups.	1
The UNOCI police component also provides technical support and advice to the integrated command centre on security sector reform.	1
Request that reports of the Secretary-General on situations in specific countries include sexual violence as specific parts of such reports, including data disaggregated, to the extent possible, by sex and age of victims; and request the development of mission-specific strategies and action plans to prevent and respond to sexual violence as part of a broader strategy for the protection of civilians.	0
65. The prosecution of individuals suspected of piracy and the punishment of pirates convicted in accordance with the relevant Security Council resolutions are indispensable in order to deter those who consider committing acts of piracy in the future, as they demonstrate that they cannot go unpunished for their acts.	0
It was stated that information exchange improves the assessment of business opportunities from a proliferation risk perspective, so information exchange is fully in the interest of all private actors and benefits companies with less resources, such as SMEs.	0
(c) To prevent the direct or indirect supply, sale or transfer of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the aforementioned, to such individuals, groups, undertakings and entities from their territories or by their nationals outside their territories or using their flag vessels or aircraft, as well as to prevent the provision of any technical advice, assistance or training related to military activities;	1
:: Prohibition of attacks on life and persons, in particular murder, amputation, cruel treatment and torture; enforced disappearances; attacks on the dignity of persons; rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence.	0
The members of the Council also recognized the need to establish a United Nations integrated office in the Central African Republic, as emphasized in the conclusions of a delegation of the Peacebuilding Commission following its recent visit to the country.	1
On 12 August, the national justice programme, the Justice Support Programme, supported by the European Union, the United Nations Mission in the Central African Republic and Chad (MINURCAT) and the United Nations Development Programme (UNDP), launched a competitive process to contract with an NGO to establish and operate three legal aid centres in eastern Chad.	1
The girls were detained for three days, raped and released.	0
Meanwhile, resources are being mobilized, with the support of UNOCI, UNICEF and WFP, for the rehabilitation and reintegration of a total of 511 child soldiers, including 204 girls released and handed over to UNICEF by the Forces nouvelles leadership.	1
Throughout the reporting period, Ambassador Gennady Tarasov, High-level Coordinator, focused his activities on the task of building confidence and bridges of cooperation between Kuwait and Iraq with a view to enhancing their active involvement in the search for missing persons and property and encouraging them to make clear and concrete progress towards the implementation of the objectives set out in paragraph 14 of Security Council resolution 1284 (1999).	1
This is unacceptable and even contradicts the declared ban by anti-Government forces on the use of landmines.	0
All States have introduced laws to prevent and suppress the cross-border movement of terrorists and four have taken practical steps to prosecute criminals.	1
The rapid provision of assistance was valuable as it allowed investigators to carry out a rapid analysis of certain telephone calls made by subscribers and enabled them to indicate the pattern of contacts made by a particular group of subscribers.	1
The Commission was of the view that, given the doubts about the credibility of the Lebanese authorities conducting the investigation, an independent international investigation should be conducted to establish the truth.	1
Further demands that the parties to the conflict immediately cease all violations and abuses committed against children and requests the Secretary-General to ensure that: (a) the situation of children continues to be monitored and reported on, including in the context of the reports referred to in paragraph 14 above, including through close cooperation with child protection actors; and (b) dialogue with the parties to the conflict with a view to preparing and implementing time-bound action plans to end the recruitment and use of children and other violations committed against children under international humanitarian law and international human rights law;	0
29. The Committee encourages the Executive Directorate to continue its analysis of regional and thematic issues, including with a view to briefing the Committee and all members, taking into account the evolving global situation and focusing on key topics such as the use and abuse of new information and communications technologies, the protection of the rights of victims of terrorism, emerging challenges associated with prosecuting terrorism cases, strategic partnerships with relevant non-State actors (including women &apos; s and youth groups, religious leaders, the media and the private sector), the protection of tourism infrastructure, kidnapping for ransom, countering violent extremism and crimes financing terrorism.	0
3. The Executive Director, as requested by the Security Council in its resolution 1787 (2007), will, within 60 days of the adoption of that resolution and in consultation with the Committee, recommend changes to the organizational plan of the Executive Directorate referred to in paragraph 4 of Security Council resolution 1535 (2004).	0
65. The Government of Egypt emphasized the deployment of a formed police unit by July, which would be based in Bukavu, South Kivu, in accordance with the requirements set out in Security Council resolution 1843 (2009).	1
It is also surprising that no members of the parallel forces have been arrested or prosecuted for these crimes.	1
New escapes by former elements of the National Convention integrated into the armed forces have also been reported, and elements of armed groups have refused to redeploy.	0
There have been reports that during the attacks members of Janjaweed and Government forces were frequently accepted for rape, burning, beating and stripping women, and for verbal abuse and humiliation of civilians.	0
The Security Council adopted its resolution 2042 (2012) on 14 April 2012, which took note of the Syrian Government &apos; s commitment to the plan of the United Nations Special Envoy, Mr. Annan, and stressed the need for its prompt, comprehensive and immediate implementation in all its components. It also called on all parties in Syria, including the opposition, to immediately cease armed violence in all its forms. It also expressed the intention to immediately establish, after consultation between the Secretary-General and the Syrian Government, a United Nations observer mission in Syria to monitor the cessation of armed violence in all its forms by all parties.	0
However, the very nature of most international crimes implies, as a general rule, that they have been committed by or with the participation of State officials, so that their prosecution is often better left to other mechanisms.	0
Respect for the rights of others - including political opponents - must become the main criterion for all those who aspire to lead the country towards stability, unity and prosperity.	0
In closed consultations that followed, the Special Representative and the Special Envoy addressed some issues related to security sector reform and the establishment of a rapid reaction force within FARDC, the electoral process and the general elections.	1
Expressing its deep solidarity with the victims of terrorism and their families, stressing the importance of assisting victims of terrorism and providing support to them and their families so that they can overcome their feelings of tragedy and endure their suffering, recognizing and encouraging the important role played by networks of victims and survivors in the fight against terrorism, including by speaking openly and with courage against violent and extremist ideologies,	0
Decides hereby, having received the request of the [State concerned], to establish an international tribunal for the sole purpose of prosecuting persons responsible for acts of genocide and other serious violations of international humanitarian law committed in the territory of [the State concerned] and nationals of [the State concerned] responsible for acts of genocide and other similar violations committed in the territory of neighbouring States, between [two dates].	1
36. As at 7 April, 1,182 police personnel had been deployed to UNOCI against the authorized ceiling of 1,200, including 434 officers and 748 formed police unit personnel.	0
Biological risk management and Security Council resolution 1540 (2004)	1
274. Extradition of terrorists continues to face many obstacles, and is neither smooth nor simple.	1
Commander da Cruz disarmed the Eastern Border Control Unit to be able to provide these weapons.	1
It should be borne in mind that the provision of capacities such as better information, rapid response capabilities and critical enablers, while providing better protection for cities, often has significant resource and field support implications or may require a wider range of troop- and police-contributing countries.	1
The actions of some Arab groups have led to the forcible deportation of those non-Arab communities.	0
25 States impose full controls on asylum operations to prevent their misuse by persons who have committed terrorist acts.	1
The Security Council calls upon the Economic Community of West African States (ECOWAS) and its member States, as well as its partners in the international community, to provide further support to the Economic Community of West African States (ECOWAS) mission in Guinea-Bissau in this regard and to continue to coordinate further international efforts to support peace, stability, the rule of law and the fight against impunity in Guinea-Bissau.	1
Urges all parties concerned, including Member States, United Nations entities and financial institutions, to support the development and strengthening of the capacity of national institutions, in particular judicial and health systems, and local civil society networks to provide sustainable assistance to victims of sexual violence in armed conflict and post-conflict situations.	0
:: Attacks on buildings, materials, medical units, means of transport and personnel using the distinctive emblems set forth in the Geneva Conventions, consistent with international law;	0
(b) Continue to follow up on up-to-date techniques to prevent the misuse of new methods of payment and to detect attempts to exploit those methods to finance terrorism; enact appropriate laws and regulations and strengthen international cooperation in the investigation and prosecution of cases of suspected exploitation of new methods of payment for the financing of terrorism;	1
Exemptions for supplies of arms and related lethal materiel to the Ivorian security forces, intended solely for use in the context of the security sector reform process in CÃ´te d &apos; Ivoire, shall be provided as a matter of prior notification to the Committee.	1
(v) Working with relevant international and regional organizations to promote awareness of and compliance with the measures;	0
Preliminary evidence indicates that the explosion occurred in the motorcade carrying Prime Minister Hariri but the result of the explosion is not yet known.	0
87. All military operations are planned by the Joint Chiefs of Staff Command Committee in Khartoum.	0
Where allegations are substantiated and the rapist is identified by the victim, it is recommended that the case be referred for prosecution to the local prosecutor &apos; s office.	1
Progress in this area will enable the Republika Srpska Public Security Centres and the Police Department of the Ministry of Internal Affairs of the Federation of Bosnia and Herzegovina to work with improved financial methodology in the coming year.	1
At the request of the Forces nouvelles High Command, a working group consisting of impartial forces and the Forces nouvelles was established to develop an operational plan for the cantonment of their forces.	1
205. States in the subregion are very vigilant about the terrorist threats they face and have invested enormous resources in expanding their legal frameworks, establishing and strengthening counter-terrorism institutions and making efforts to strengthen the capacity of law enforcement and intelligence agencies.	1
Half an hour later, three other jeeps from Chad supported by a military helicopter arrived and there was a second confrontation with the Sudanese military unit, injuring one soldier and some civilians.	0
13. Encourages States Members of the United Nations to cooperate in resolving all outstanding issues until the draft comprehensive convention on international terrorism and the draft international convention for the suppression of acts of nuclear terrorism are adopted by consensus;	0
113. Despite those initiatives, regional counter-terrorism efforts continue to face significant challenges.	1
Opposition forces - affiliated with Mohamed Ibrahim Habsade - were able to take control of Baidoa on 26 or 27 March, or so, by defeating the militias of President Yusuf and Sheikh Madobe.	0
The Security Council urges all parties to an armed conflict, including non-State parties, to end such practices.	0
This will require a clear and, frankly, a special attitude from the United States of America.	0
Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to the Sudan (E/CN.4/2005/7/Add.2)	0
Deeply concerned that terrorist groups benefiting from transnational organized crime may contribute to undermining the affected States, in particular their security, stability, governance and social and economic development,	0
Time frame. Based on consultations with the Special Envoy, taking into account the situation on the ground, the Secretary-General will determine the date, rate of progress and duration of the review.	1
Affirming its support for multilateral treaties aimed at the elimination or non-proliferation of nuclear, chemical or biological weapons and the importance of their full implementation by all States parties to such treaties in order to promote international stability,	0
- In November 2014, 11 persons were abducted in areas controlled by the regime and 4 in areas controlled by extremist groups.	0
Chapter III of Act No. 535/2004 is devoted to measures to prevent the financing of terrorist acts.	1
95. The establishment of INTERPOL-United Nations Security Council Special Notices has required unusually close cooperation between the two organizations over the past year, as well as agreement between the General Assembly, INTERPOL and the Committee established pursuant to resolution 1267 (1999).	1
159. This set of customary rules governing internal armed conflicts has emerged in the international community and has been supported by various elements.	1
The Commission reaffirmed its firm commitment to solidarity and to the sacred principles of democracy, peace, stability and good governance in order to achieve stability and maximum integration in the region.	0
In their comments, Council members expressed serious concern about recent developments, stressed the need to establish border security mechanisms and called on both parties to take steps to normalize their relations.	0
... notes the importance of conducting ongoing reviews of methods and procedures, reviewing the outcome of operations and conducting investigations, in cooperation with the Government... in cases where civilian casualties are recorded and when the Government deems it desirable... to conduct such joint investigations and to continue to cooperate with [the national security forces] in order to further structure the protection of civilians, in particular women and girls,	1
In conclusion, Lieutenant General Singha explained that since March 2012, UNDOF had witnessed fighting between opposition groups and the Syrian army in the area of separation, in clear violation of the mandate.	0
Industry and the private sector have a crucial role to play in implementing the regulatory frameworks based on resolution 1540 (2004). Only with the cooperation of the private and industry sectors can the threat of proliferation of weapons of mass destruction to non-State actors be effectively addressed.	1
More often than not, only victims represented by counsel receive satisfactory compensation.	1
:: Deepening the study in areas where the preliminary examination of reports revealed deficiencies in information or implementation on all aspects of the resolution, including all measures required for each type of weapon, means of delivery and related materials, including modification of matrices wherever feasible	1
The decision of the European Union to start negotiations on a stabilization and association agreement serves as a point of reference in this regard.	0
Seven States apply certain measures to monitor, regulate and control the production, sale and transfer of weapons and explosives.	1
Although the ASEAN Convention on Combating Terrorism has not yet entered into force, nine States have ratified and entered into force the ASEAN Treaty on Mutual Legal Assistance in Criminal Matters.	1
14. Expresses its readiness to consider any further request for assistance from the Government of Lebanon to ensure that all those responsible for this crime are held accountable;	1
During the closed consultations that followed, Council members stressed the importance of further efforts to advance security sector reform and the establishment of democratic and effective national institutions.	0
20. The international community has devoted considerable efforts to resolving the problem of the presence of armed groups in the Democratic Republic of the Congo.	1
A number of States have yet to implement the necessary procedures to detect and freeze terrorist assets without delay.	0
(i) Facilitate research into the areas covered by the three resolutions that require further study, including analysis of trends and methods of terrorism at the global and regional levels, and analysis of counter-terrorism measures;	1
64. The concern of States and the Committee to maintain lists of ideologies despite the lack of impact appears to be evidence of a broader trend in the fight against terrorism to harmonize efforts to arrest and detain terrorists, in an effort to prevent others from becoming terrorists in the first place.	1
88. Despite reports of illegal border crossings, significant progress has been made in combating the travel of listed terrorists and associated persons.	0
(c) Encourage States to take appropriate steps to protect their non-profit sector from abuse in the financing of terrorism.	1
Moreover, it is clear from all this that Eritrea is trying to gain the support of the Security Council by taking UNMEE personnel hostage.	0
Training of peacekeeping personnel requests the Secretary-General to ensure that technical support is provided, both in the predeployment phase and in the field, to troop- and police-contributing countries in [the mission], including mentoring and training military and police personnel to protect civilians from imminent threats and taking appropriate measures, including in the area of human rights, sexual violence and gender issues.	0
64. It should be noted that the capacity of the States of the subregion (especially the Sahel) to prevent terrorists from organizing and moving freely through their territories depends not only on the effectiveness of bilateral and subregional cooperation but also on the measures taken to apply the best international rules and practices relating to law enforcement, border control and the effective protection and control of borders, coasts and landlocked areas.	1
States should ensure that appropriate law enforcement agencies manage and carry out counter-terrorism measures and establish dedicated counter-terrorism units to benefit from the capacity of experts within their law enforcement institutions.	0
On 16 November 2014, regime forces fired mortar shells at the Murayda area mosque in Rif Dimashq, injuring four civilians and severely damaging the mosque.	0
12. The Executive Directorate will strengthen its work with international, regional and subregional organizations around the world in order to assist them in the preparation and/or implementation of appropriate counter-terrorism action plans and to involve them more directly in addressing the capacity-building needs of States identified by the Committee through initial implementation assessments and country visits.	0
It is hoped that both sides will be able to reaffirm their commitments at the highest level not to resume hostilities and to return internally displaced persons and refugees to their homes in safety and dignity.	1
In contexts where national judicial systems lack the necessary capacity and are still exhausted by conflict, ad hoc quasi-judicial mechanisms seem to be an appropriate - and even necessary - solution to deal impartially with the flow of conflict-related cases and provide individuals with specific means of redress.	1
(w) Work with relevant international and regional organizations to raise awareness of and comply with the measures;	1
On 20 February 2008, President Gbagbo signed a decree formally establishing a working group to develop such a framework.	1
The Committee received 11 notifications from Member States supplying military equipment to the Congolese authorities and sent a similar number of declarations.	1
563. The Commission has gathered reliable information to identify eight senior officials of the central Government, military commanders and six local government officials or members of the armed forces operating in Darfur who are suspected of having knowingly failed to prevent or suppress the commission of crimes, i.e., being held responsible by the superiors.	0
:: Regular coordination between the civilian and military components of missions and with humanitarian actors to consolidate expertise in the field of protection of civilians.	1
The State law enforcement and security bodies in Bosnia and Herzegovina continue to make efforts to implement measures to improve cooperation, and the Tribunal &apos; s working group established by the Office of the Prime Minister and the European Union Special Representative/Office of the High Representative has been overseeing the implementation of those measures. On 8 August, the accused Milan LukiÄ was arrested in Argentina, Dragan Zelenovic was arrested in western Siberia, and on 13 September Sredoje LukiÄ surrendered himself to the Republika Srpska authorities in Banja Luka.	0
At the same time, the Group of Seven expressed its intention to organize a march on 25 March 2004, urging the full and unimpeded implementation of the Linas-Marcoussis Agreement.	0
28. Declares its intention to closely monitor any situations involving the proliferation of nuclear weapons, their means of delivery or related materials, including to or by non-State actors as defined in resolution 1540 (2004), and to take such measures as may be necessary to ensure the maintenance of international peace and security;	0
Working Group III of the Contact Group on Piracy off the Coast of Somalia submitted the Interim Guidelines on Measures for the Care of Seafarers and Members of Their Families Affected by Piracy off the Coast of Somalia to IMO, so that they could be used as a frame of reference in addressing the welfare of seafarers affected by piracy in other regions of the world.	1
Asylum procedures are protected against abuse by terrorists in seven States, partly in one State.	1
Members of the Council also considered the report of the Secretary-General (S/2000/632), which indicated that important progress had been made on the political and military fronts, but that many challenges remained for the Government of Guinea-Bissau in establishing lasting peace, stability and sustainable development.	1
"The Security Council notes with concern that terrorism continues to pose a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of States, and undermines global stability and prosperity, and that this threat has become more widespread, with an increase, in various regions of the world, in terrorist acts, including those motivated by intolerance and extremism, and reaffirms its determination to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable international human rights, refugee and humanitarian law, threats to international peace and security caused by terrorist acts.	0
This has increased the likelihood that the arms embargo will be used as part of an effective post-conflict peacebuilding strategy.	0
Another delegation was of the view that the active protection of civilians should not be confused with the neutralisation of armed groups through offensive activities.	0
In order to determine whether the time has come to embark on this process, a broad assessment of the situation in Kosovo must be carried out, going beyond the application of the standards.	0
:: Assess progress in the peacebuilding process before considering decisions on United Nations withdrawal and/or transition from one form of engagement to another, which could include: (a) the level of support and commitment of the international community; (b) ways to strengthen the capacity of United Nations country teams to enable them to continue to support long-term peacebuilding efforts in the countries on the agenda; and (c) opportunities and threats to peace consolidation for specific countries.	1
Three States have introduced procedures prohibiting the extradition of individuals who may be subjected to torture or persecution.	1
Even though in most cases the Government may not have been involved in the destruction, its involvement in the attacks during which the destruction took place and the presence of its forces in the place of destruction are sufficient to make it a partner in the responsibility for such destruction.	0
105. The Government has the mandate to formulate and implement the country &apos; s public policy.	1
69. Mr. Soro said to the mission that they had been surprised that the international community had not foreseen the imminent conflict in CÃ´te d &apos; Ivoire, which had been evident since the death of President Felix HouphouÃ«t-Boigny.	0
The parties and their youth branches also incite children to take part in demonstrations during which violence may occur, sometimes with excessive use of force by the police.	0
First, the effective implementation of the sanctions regime is directly linked to the quality of the information available on its objectives.	1
60. Decides to extend the mandate of the current New York-based Monitoring Team established pursuant to paragraph 7 of resolution 1526 (2004) and of its members for an additional period of 30 months, with a view to assisting the Committee in the implementation of its mandate and supporting the Ombudsperson, and to carry out, under the direction of the Committee, the responsibilities set out in annex I, and requests the Secretary-General to make the necessary arrangements for this purpose;	1
In accordance with paragraph 39 of this resolution, the Monitoring Team shall operate under the direction of the Committee established pursuant to resolution 1267 (1999) and shall have the following responsibilities:	1
(c) Take measures to ensure that the human rights of women and girls are protected and respected, in particular with regard to the Constitution, the electoral system, the police and the judiciary.	1
24. Urges Member States to intensify their efforts, in response to the parties &apos; significant progress in restructuring their law enforcement institutions, to provide training, equipment and related assistance to local police forces in Bosnia and Herzegovina, on the basis of voluntary funding and in coordination with IPTF;	0
Many peace operations have recently incorporated cross-border crime analysis into their mission planning and joint mission analysis structures - in particular MINUSMA.	0
Some reports also indicate that some foreigners from Chad, the Libyan Arab Jamahiriya and other States responded to the appeal and that the Government was more than willing to recruit them.	0
Members of the Commission emphasized that history showed that States that committed such crimes against their people had always been a source of instability and insecurity for their neighbours.	0
With regard to the deployment of the Mission, she noted that UNIFIL was making every effort, with the additional deployment completed, to expand its presence outside the bases.	0
13. The Committee discussed the following key areas for possible progress: further strengthening of assistance procedures; identification and analysis of assistance needs; further strengthening of the dialogue on assistance with relevant international, regional and subregional organizations and, as appropriate, non-governmental organizations; strengthening of the capacity of the Committee and its experts to facilitate assistance; and raising awareness of assistance issues.	0
However, children continue to be associated with the Maoist army, and no progress has been made to ensure their formal release; children continue to be killed and injured during political demonstrations and by explosive devices that were disrupted during the conflict.	0
:: Another critical aspect is ensuring redress for victims of violations.	0
15. Pro-Government militias have played an important role in the Government &apos; s efforts to establish security in CÃ´te d &apos; Ivoire, particularly in the west of the country.	1
We are deeply concerned that if not all sides exercise a strong will to stop acts of terrorism and violence, the peace process will not succeed.	0
In this regard, although the fight against terrorism is being addressed more seriously by the United Nations in general and the Security Council in particular, there is limited evidence of genuine joint efforts to create a greater international response to terrorism.	0
Decides to remove those individuals, groups, undertakings and entities previously designated as the Taliban, and other individuals, groups, undertakings and entities associated with them, who as at the date of adoption of this resolution were registered in section A ("individuals associated with the Taliban") and section B ("Entities, groups and other institutions associated with the Taliban") of the Consolidated List maintained by the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities, and to include such names in the list referred to in paragraph 1, and further decides that all States shall take the measures provided for in paragraph 1 against such listed individuals, groups, undertakings and entities;	1
Reaffirming its resolutions 1265 (1999) and 1296 (2000) on the protection of civilians in armed conflict and its various resolutions on children and armed conflict and on women, peace and security, as well as its resolution 1631 (2005) on cooperation between the United Nations and regional organizations in the maintenance of international peace and security, and reaffirming further its determination to ensure respect for and follow-up to those resolutions,	1
Suicide bombings have become commonplace.	0
The newly established Mine Action Coordination Centre is working to improve information on mine deployment and response, improve the safety of United Nations personnel working in the field and provide technical and material support to mine action programmes in Western Sahara.	1
Two vehicles were burned, and the ground offices were looted.	0
However, the effectiveness of controls could be significantly enhanced through increased police patrols and acquisition of detection equipment, particularly given the ease of border penetration in the subregion.	0
Finally, where conditions are considered favourable, they should join forces with the Governments concerned to coordinate efforts to adopt a coordinated plan for the development of the country, the provision of livelihoods for the population and the improvement of human rights conditions.	0
As the fighting intensified, the armed forces reinforced their positions in the hill area by sending a naval vessel to Tibar Bay.	0
In this regard, it encourages the continued mainstreaming of child protection in the advocacy, policies, programmes and planning processes of these organizations and arrangements, the training of staff, the involvement of child protection officers in their peacekeeping and field operations and the establishment of child protection mechanisms within their secretariats, including through the appointment of focal points for child protection.	0
While the response of some to the Committee is slow, the number of those eager to participate in its work is increasing, whether by submitting names or promoting views on new areas where Security Council sanctions or other actions can help stem the influx of recruits and reduce the likelihood of further attacks by Al-Qaida- and Taliban-related terrorists.	1
The international community &apos; s commitment to the fight against terrorism and its determination to eliminate it have been demonstrated mainly through the adoption of numerous legal instruments and the establishment of specialized institutions.	1
In this regard, it should be noted that that development has largely been achieved thanks to Prime Minister GusmÃ£o &apos; s leadership capacity and the cooperation of political parties represented in Parliament, including opposition parties, which have indicated their willingness to assist in addressing such an important national issue.	1
:: Relations with other United Nations entities, including the Secretary-General and his Office, and other subsidiary bodies of the Security Council working in the area of counter-terrorism.	1
These figures do not take into account the likely involvement of listed groups or individuals in attacks for which non-listed groups, such as the Taliban in Pakistan (or Al-Shabaab in Somalia), have claimed responsibility.	0
They also noted that the increased availability of information on the harmful effects of piracy had led to positive changes in pre-piracy hot spots.	0
17. We believe that these steps together form the basis for a strategic approach to strengthening the Somali peace forces, which would complement the measures already taken by the Security Council to contain the conflict.	1
Drought and desertification had a significant impact in the 1970s and 1980s, and fighting intensified due to scarce resources.	0
Some Council members called for further efforts to bring the parties back to the negotiating table in order to achieve the two-State solution, and said that Israeli settlements undermined the possibility of peace.	0
29. In the context of the Division &apos; s efforts to recruit qualified experts to serve on sanctions monitoring teams of various types, as has been the practice each year, all Member States were requested by a note verbale sent to them in December to nominate qualified candidates for inclusion in the roster of experts maintained by the Division.	1
As requested by the Council in resolutions 2170 (2014) and 2178 (2014), the Council also received briefings from the Chairmen of the Security Council Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) concerning Al-Qaida and associated individuals and entities and the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism.	1
4. Calls upon all States to act vigorously and resolutely to stem flows of funds, other financial assets and economic resources to individuals or entities associated with Al-Qaida, Usama bin Laden and/or the Taliban by implementing, as appropriate, internationally agreed norms and standards to combat the financing of terrorism, including those established to prevent the misuse of non-profit organizations and other alternative/informal remittance systems;	0
While both the Government and CPN (Maoist) have made efforts to address the problem of payment of allowances to projected party members, no commitment has been made to provide funds or programmes for the recovery and reintegration of children affected by armed conflict, including those released in unofficially large numbers, and the offer of United Nations assistance has been met with little enthusiasm.	0
12. Calls upon the Government of Burundi to continue its efforts to ensure the promotion and protection of human rights and, together with its international partners, to support and strengthen the capacity of the Independent National Commission on Human Rights and the Office of the Ombudsman, in accordance with General Assembly resolution A/RES/48/134 on national institutions for the promotion and protection of human rights, and further calls upon the Government to continue to combat impunity and to take the necessary measures to ensure the full enjoyment of civil, political, social, economic and cultural rights, as enshrined in the Constitution of Burundi and in accordance with its obligations under international law;	0
In addition, it is known that the crime scene has splintered legs on numerous occasions.	0
3. Under the leadership of my Special Envoy, UNOMIG continued its efforts to promote stability in the zone of conflict and to advance dialogue between the Abkhaz and Georgian sides on political and security issues, the return of internally displaced persons and refugees and economic cooperation, as endorsed by the high-level meetings of the Group of Friends in Geneva chaired by the United Nations (see S/2003/412, para. 3).	1
"The Security Council encourages the continued involvement of relevant regional and subregional organizations in the peaceful settlement of disputes, as appropriate, including through conflict prevention, confidence-building measures and mediation efforts, and stresses the importance of harnessing in this regard the existing and potential capacities of regional and subregional organizations.	0
22. On 25 August, a statement attributed to General Laurent Nkunda, one of the main perpetrators of the Bukavu crisis in May 2004, threatening to overthrow the Transitional Government, was published in Goma.	0
24. Requests the Counter-Terrorism Committee, within its existing mandate and with the support of the Counter-Terrorism Executive Directorate, to identify key gaps in the capacity of Member States to implement Security Council resolutions 1373 (2001) and 1624 (2005) that may hamper the ability of States to stem the flow of foreign terrorist fighters, to identify good practices in stemming their flow in implementation of resolutions 1373 (2001) and 1624 (2005), and to facilitate the provision of technical assistance, in particular by encouraging communication between those assisting in and receiving capacity-building, in particular those in the most affected regions, including through the development, upon request, of comprehensive counter-terrorism strategies that include combating the spread of violent extremist thinking and the flow of foreign terrorist fighters, noting the roles played by other actors, including the Global Counter-Terrorism Forum;	0
Thus, its activities only address one aspect, which could become a comprehensive process of post-conflict justice.	1
Many States have also moved to strengthen the role and effectiveness of their judicial organs, which are essential to ensuring that terrorist threats are addressed in a rule of law manner.	1
Recognizing that the consideration by the Security Council of the issue of the protection of journalists in armed conflict is based on the urgency and importance of this issue, and recognizing the valuable role that the Secretary-General can play in providing further information on this subject,	0
Most States of the Western and Eastern Europe, Central Asia and the Caucasus subregions have enacted comprehensive counter-terrorism legislation.	1
64. A further worrying development is the persistence of asymmetric attacks on United Nations peacekeeping personnel, as well as assassinations and abductions targeting civilians.	0
In another case, the Janjaweed attacked the village of Malaga in October 2004, 18 men were killed and four men and two women were injured.	0
In the fight against terrorism, "dual standards" or individual steps towards the use of force may not be applied, which may threaten the cohesion of the anti-terrorist coalition and destabilize regional and global situations.	1
We are concerned about the lack of political freedoms there.	0
Moreover, under the International Covenant on Civil and Political Rights, the prohibition of the use of torture may not be restricted even in a state of public emergency.	0
Of course, we are deeply concerned about the situation in Southern Kordofan and Blue Nile States, given their geographical proximity to our country.	0
