ar_en_GOOGLE	MatCoop
54. Construction of the integrated headquarters of the Mission was completed on 27 June.	1
16. The new type of joint exploratory/prospecting missions undertaken under the Technical Subcommittee appears to be a promising approach to accelerating practical progress on the ground.	1
UNDP and its implementing partners have made arrangements to provide reintegration services to an additional 7,219 ex-combatants upon their demobilization.	1
One State indicated that it had established an international center for interfaith dialogue, and had organized and hosted several related events.	1
5 - The framework of action is based on the fact that the leadership and implementation of the peace process must be in the hands of the people of Darfur and the parties to the conflict, and the United Nations, the African Union and international partners play a facilitating role in this.	1
Building confidence and enhancing stability by consolidating truth-finding and reconciliation mechanisms	1
&#39;&#39;The Security Council stresses the urgent need to strengthen the military and police institutions in Libya.	0
76. Efforts continued to be made to recruit individuals from minority groups into the Kosovo Protection Corps.	1
Incorporating gender perspectives into the design and implementation of post-conflict environmental assessments.	1
(r) Collect information on the implementation of measures, evaluate and monitor such implementation, and submit reports and recommendations thereon, including the measures stipulated in paragraph 1 (a) of this resolution with respect to preventing criminal exploitation of the Internet by Al-Qaeda and other associated individuals, groups, institutions and entities. ; Conduct case studies, as appropriate; and in-depth research into any other relevant matters, as directed by the Committee;	1
Condemning in particular sexual violence committed by [militias and armed groups as well as elements of the armed forces and the national police] and other security and intelligence services, and stressing the urgent need for [the State concerned], in cooperation with the [peacekeeping mission] and other relevant actors, to put an end to of this violence and prosecute its perpetrators and the senior leaders under whose command these criminals work, and calling on Member States to provide assistance in this area and to continue providing medical, humanitarian and other forms of assistance to the victims,	0
28. Uganda remains committed to the Lusaka Peace Agreement and subsequent agreements, because the framework of the Lusaka Agreement adequately accommodates the two dimensions of the conflict, namely the internal issue and the security concerns of neighbours.	0
Such assistance should aim to establish a tripartite national authority that could assume responsibility for monitoring the implementation of any rules and regulations agreed upon and established for the well-being of more than a million people gathered in the Gulf, and for the economic development of the three coastal States with a view to facilitating international maritime trade.	1
On 12 November, the Council unanimously adopted resolution 2184 (2014), by which the Council renewed its authorization for States and regional organizations to combat piracy and armed robbery at sea off the coast of Somalia for an additional 12 months. The resolution stressed the need for comprehensive action to combat piracy, including addressing the underlying causes of this phenomenon. He called for the immediate and unconditional release of all hostages held by Somali pirates; He urged all States to ensure that anti-piracy activities take into account the need to protect women and girls, especially from exploitation.	1
But the serious danger remains that as a result of that decision - which violates the documents issued by the Bonn and Berlin conferences - the country will face an explosive situation fraught with new armed resistance and internal divisions in the power structures.	0
As you know, on December 12, 2000, I witnessed the signing of the agreement between the Government of the State of Eritrea and the Government of the Federal Democratic Republic of Ethiopia, which took place in Algiers in an official ceremony hosted by President Abdelaziz Bouteflika.	1
Following the adoption of Security Council resolution 2100 (2013), which established the United Nations Multidimensional Integrated Stabilization Mission in Mali and made supporting the preservation of cultural heritage part of its mandate, UNESCO has been working with United Nations partners to include the safeguarding of cultural heritage in peacekeeping efforts. And recovery.	1
These measures will include further work to increase the Committee&#39;s capacity, including through increased cooperation with the Taliban/Al-Qaida Sanctions Committee established pursuant to resolution 1267 (1999) and the Committee established pursuant to resolution 1540 (2004).	1
She stated that cooperation between the government and civil society constitutes an essential part of efforts to prevent people from turning to terrorism, and indicated that she is intensifying her efforts to identify and verify hate speech on the Internet.	1
Concerned by the absence of major armed movements from the negotiations to date, they urged continued work with the Government and non-signatory movements to increase the inclusiveness of the peace process.	1
In some cases where the Committee concludes that the information available is insufficient to decide whether listing is still appropriate, it requests the Panel to seek further information. This is especially true for cases where an individual is believed to have died but there is no death certificate or equivalent official document proving this.	0
âThe Security Council recognizes the need to systematically monitor and report on progress achieved in the protection of civilians in armed conflicts.	0
It is impossible to reconcile, within the framework of democracy, carrying weapons outside the scope of the regular armed forces and participating in power and government.	0
âThe Security Council renews its call on states to become parties to all international conventions and protocols related to terrorism as soon as possible and to implement the conventions and protocols to which they are parties.	0
It will take firm action to prevent and combat gender-based violence, including sexual exploitation and abuse.	1
27 - Despite the delays, I find it encouraging that all stakeholders have now agreed to resume the exchange of family visits, allowing thousands of individuals in the region and in the camps in the Tindouf region to benefit from this humanitarian programme.	1
Therefore, the Council&#39;s role in paying compensation to victims of violations of international law may be practical and effective.	1
This mechanism ensures that the listed party does not control the assets of the commercial enterprise and is unable to transfer its revenues to support terrorism.	1
While the Syrian National Alliance works to alleviate the suffering of the Syrian people, we are also working to end the conflict that is the cause of this suffering.	1
Since the arrival of French forces, gendarmes have not been subjected to summary execution in Bouake.	0
They noted that Somalia will still need significant capacity-building assistance to ensure that pirate gangs cannot return to their peak levels.	1
2. Decides that the Counter-Terrorism Executive Directorate will continue to operate as a special political mission operating under the policy guidance of the Counter-Terrorism Committee for a period ending on 31 December 2017, and further decides to conduct an interim review by 31 December 2015;	1
:: Using the Trust Fund for Disarmament Activities at the global and regional levels to advance projects and activities immediately	1
It was recommended that the Committee strengthen, and institutionalize as appropriate, its cooperation with international non-proliferation mechanisms, other United Nations bodies, the Group of Eight, regional and subregional organizations, and nuclear-weapon-free zones, where appropriate, that could add value to Implement resolution 1540 (2004) by expanding formal and informal working relations with it.	1
The effective functioning of the Court is a prerequisite for reversing the prevailing state of impunity in Darfur.	1
Council members also expressed their determination to continue cooperation with the government to consolidate the progress achieved and work to create a stable atmosphere to establish democratic governance, achieve economic growth, and provide humanitarian assistance. Asia	0
24. The period of the United Nations Transitional Administration in East Timor was characterized by significant changes.	1
The third project aims to rehabilitate the police station in South Galkayo, which is the main center for anti-piracy investigations in Galmudug.	1
The fact-finding committee considered that, given the doubts surrounding the credibility of the Lebanese authorities who conducted the investigation, an independent international investigation should be conducted to establish the truth.	1
â1 - It is support provided to the legitimate, elected government, supported internationally and at its request.â 2 - This aid aims to strengthen the capabilities of the police and security so that the president can move to the capital, Mogadishu, to carry out his official work, and this is not possible unless the armed gangs there are disarmed. In favor of the legitimate government. â3 - Disarming these armed gangs and taking matters into the hands of the legitimate authority is considered one of the most important moves to combat the armed terrorist hotspots lurking in Somalia, and therefore this matter is consistent with the policy of all countries of the world in combating terrorism to block the possibility of the emergence of another âTalibanâ in Somalia. Somalia.	1
44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.	1
By its resolution 1425 (2002), the Council established a group of experts on Somalia and then established a successor monitoring group in its resolution 1519 (2003).	1
Although the scope for implementing the measures may be limited in the border area between Afghanistan and Pakistan and the ungoverned areas of the southern desert, they nonetheless address three basic needs of terrorist groups: money, mobility, and the means to launch attacks.	1
Therefore, the Register has become a tool of direct relevance to the work of the Security Council and the General Assembly on small arms and light weapons.	1
(a) Requesting the Secretary-General to seek the inclusion of the basic provisions contained in the Convention on the Safety of United Nations and Associated Personnel, and for host countries to include those provisions, including those relating to the prevention of attacks against personnel serving in peacekeeping operations, as crimes punishable by Under the law, and to prosecute and extradite the perpetrators, in future and, if necessary, existing status of forces, status of mission and host country agreements that the United Nations negotiates with those countries, taking into account the importance of concluding those agreements in a timely manner;	1
18 - Although this is the first time that the United Nations has initiated a planning effort of this degree of complexity and breadth, covering practically all the major areas of work related to women, peace and security, the system-wide action plan contains extensive information on the activities undertaken by the system The United Nations for the benefit of women in conflict areas and post-conflict areas.	1
For example, the nuclear industry responded to increased scrutiny and concerns about terrorist access to weapons of mass destruction after the attacks of September 11, 2001 and proactively addressed non-proliferation concerns.	0
The European Union now calls on the Government of National Unity to move forward at a rapid pace in addressing other aspects of the implementation of the Comprehensive Peace Agreement, including the establishment of an assessment and evaluation committee to monitor progress in this regard as a first step.	1
Document best practices on thematic issues and functional areas; Desk reviews and best practice workshops; Establishing an electronic network to exchange knowledge and data between gender advisors.	1
In this subregional context, the Office will strengthen its cooperation, in particular, with the Economic and Monetary Community of Central Africa, the Economic Community of Central African States, and the multinational forces of the Economic and Monetary Community of Central Africa, in the field of security and early warning and prevention.	1
3 - States must bring to justice, in accordance with international law and based in particular on the principle of âextradition or prosecutionâ, anyone who finances, plans, supports or commits terrorist acts or provides safe haven to terrorists;	1
73. The Civil Security and Emergency Preparedness Department was formally established on 9 November under AMISOM organizational rule 2000/61.	1
By thinking of taking initiatives that practically reward this strategy, the Council will only embolden the terrorists and undermine the letter and spirit of the road map.	0
Measures to prevent abuse of asylum procedures only partially exist in five countries.	1
:: Exploring how the peacebuilding goals and specific needs of post-conflict countries can be articulated in the post-2015 framework.	0
On 18 July 2011, the Council held a special session with troop- and police-contributing countries to the African Union-United Nations Hybrid Operation in Darfur.	1
6. On 10 November 2011, the Commander of the Allied Joint Forces Command in Naples assigned the Commander of KFOR to continue operations to establish and maintain access control points and selectively remove road blocks along the main supply routes leading to the Gate 1 and DOG crossing points. 31, in order to create the necessary conditions to restore freedom of movement without restrictions and create a safe and secure environment for all, in accordance with Council Resolution 1244 (1999).	1
On November 27, 2014, the regimeâs warplanes targeted Dar al-Salam School in the city of Raqqa with thermal barium shells, partially destroying one of the schoolâs buildings.	0
317. The Commission did not find any information or evidence that could show that rebel groups were responsible for causing widespread destruction.	1
148 - The international community is increasingly aware of the problems raised by terrorist use of the Internet, and discussion has begun about the possibility of taking measures to confront them.	1
- Emphasizes the necessity of providing the appropriate level of military expertise for Security Council resolutions;	0
33 - All Southern African countries have adopted some necessary legislative and other measures to combat terrorism.	1
49. UNOCI continued to undertake gender awareness-raising training activities for military personnel, United Nations police and civilian staff, including through weekly awareness-raising statements on various gender-related issues.	1
Likewise, the Security Council condemns terrorism in all its forms and manifestations, regardless of its form or who commits it.	0
24. The mid-term review of the Common Vision Strategy was completed in September 2011, following consultations with the Government. The review highlighted the contribution of the United Nations family to the implementation of the Government&#39;s agenda for change, and provided direction towards a programmatic approach that would allow greater synergy and flexibility in United Nations activities.	0
The Executive Directorate, in partnership with the Counter-Terrorism Capacity-building Programme, recently organized a workshop for police, customs and foreign affairs officials from countries of the subregion on the issue of border control.	1
The paper, which was drafted by the Working Group on Returns in partnership with UNHCR, was presented to the main countries of asylum, and the mission appealed in the paper to implement a moratorium on forced and compulsory returns during the winter months.	1
Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002) and 1455 (2003). ) 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011) ) and 1989 (2011) and the relevant statements of its Chairman,	0
The team investigated the process of supplying these vehicles to northern CÃ´te d&#39;Ivoire, but faced an obstacle resulting from its inability to closely examine Forces Nouvelles vehicles. However, the team took pictures of a number of these vehicles that were part of a military convoy in BouakÃ©.	1
In many cases, warriors attacking âAfricanâ villages tend to use derogatory epithets such as âslavesâ, âblacksâ, Nubians or Zorgas, which may suggest a perception of the victims as members of a distinct group.	0
But there was also concern because every glimmer of hope in the Middle East was met with escalating violence and destruction.	0
The Committee recognizes that the failure to submit reports may be an indication of a general âlack of enthusiasm for reportingâ due to the large number of reports that Member States must submit to the Committee, the Counter-Terrorism Committee, the Committee established pursuant to resolution 1540 (2004) and other United Nations bodies.	1
In addition, the Council itself has set important precedents, including the establishment of investigative committees on Bosnia, Rwanda and Darfur, which paved the way for the establishment of the International Tribunals for the Former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.	1
The Security Council must now seek to reassure the courts that the sanctions regime established pursuant to resolution 1267 (1999) (the 1267 sanctions regime) is fair and, with increasing support from Member States, reaffirm the original purpose of the regime, which was to rid the world of The threat of terrorism posed by Al-Qaeda, the Taliban and their associated entities on the list.	1
This Council should not allow that strategy to be rewarded by responding to terrorism rather than addressing terrorism itself. Rather, it should be met with rejection, not appeasement.	0
States also strengthened the implementation of the necessary counter-terrorism measures at the institutional level.	1
According to another report, two women were repeatedly raped in an internally displaced persons camp in Kassab, North Darfur, in June 2004.	0
- Contribute, as appropriate, to the efforts of the Ivorian authorities to develop the capabilities of their police and gendarmerie, in particular through anti-riot training, and by restoring their presence throughout [the affected country].	1
Equally, 26 States reported the implementation of full measures to regulate and control the import and export of weapons and explosives, while information is insufficient for the remaining four States.	1
:: Establishing information outlets for local and international media and providing assistance to them in support of peace operations.	1
For this reason, the Executive Directorate always raises issues of this nature during country visits, holds video workshops and other exchanges, and sees future value in working more intensively with States on the practical issues involved in such approaches.	0
13 - The Executive Directorate will continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) in an effort to increase the capabilities of Member States and regions to combat terrorism, by meeting their needs in this field, in close cooperation with the Counter-Terrorism Implementation Task Force Other United Nations bodies and bilateral and multilateral aid donors will continue to adopt a focused and regional approach to this work.	1
In many cases, States lack the necessary resources or are not sufficiently active in conducting patrols, inspections and joint operations with neighboring States, as well as in implementing community activities to maintain order at local levels. Applying these measures along open borders, applying innovative models of cooperation and helping to address these concerns will help control the border more effectively.	1
We are also concerned about the situation of those involved in the reconstruction of the country.	0
The social and economic challenges facing Afghanistan are great.	0
Throughout last year, moderate opposition forces were the target of at least 94 percent of the Syrian regime&#39;s 982 alleged operations against terrorists.	0
We must reject any attempts to undermine the sovereignty and territorial integrity of Somalia.	0
The politically important results of the Security Council session held in New York on January 20, 2003 at the ministerial level established the recognition that the United Nations has the main role in combating this global threat.	0
Two States apply special criminal procedures, such as preventive detention and the granting of âspecial powersâ to certain investigative techniques.	0
The advantage of the team is its ability to work in cooperation with governments around the world, as well as to engage with external specialists, to establish an integrated assessment of the threat posed by Al-Qaida and its partners, and to advance a targeted, effective and fair sanctions regime.	1
120 - There are still activities that took place on Mina Al-Hosn Street, prior to the explosion, which require further investigation, and which could clarify details from the planning stage, and then lead to the perpetrators.	0
However, the Commission found no evidence that they were of such scope and regularity as to constitute a crime against humanity.	1
The remaining buildings were then destroyed by fire.	0
âThe Council stresses the importance of national ownership, constructive dialogue and partnership between national authorities and the international community in order to help meet priority peacebuilding needs and address the underlying causes of recurring instability.	1
The Committee received 11 notifications from Member States supplying military equipment to the Congolese authorities, and sent a similar number of declarations.	1
According to some estimates, more than 700 villages were completely or partially destroyed in all three Darfur states, and the Commission also obtained information that the police had made a destruction estimate and recorded the number of villages destroyed at more than 2,000.	0
The three clearinghouses established in Sana&#39;a, Mombasa (Kenya) and Dar es Salaam (United Republic of Tanzania) operate a network of coordination centers throughout the region, including Somalia, and provide information on piracy activity and dhow movements.	1
Noting with concern the continued threat to international peace and security posed by Al-Qaeda and other individuals, groups, institutions and entities associated with it, and reaffirming its determination to address all aspects of that threat, and in view of the deliberations of the 1267 Committee on the recommendation of the Monitoring Group established pursuant to resolution 1267 stated in its eleventh report submitted to the 1267 Committee that Member States should treat listed Taliban members and Al-Qaeda individuals and entities associated with it differently,	0
Since the purchase of these lines for the first time in early January 2005 until the time of the bombing, these lines only made calls to each other.	0
It is worth noting that a very large shipment of weapons arrived on the market from Yemen through arms trafficking networks about one week before the outbreak of the Second Battle of Baidoa, on May 22, 2005.	0
These children were seen wearing uniforms and carrying weapons in and around the rebel camps.	0
All countries have enacted laws to control the manufacture, possession, acquisition, sale, transfer, transfer and supply of small arms and ammunition, but these laws do not include clear provisions on arms brokering, arms transfer, or the arms embargo imposed under Security Council resolutions.	1
There are laws regulating the activities of charitable organizations and non-profit organizations, but not all countries have reviewed their legal frameworks to prevent the exploitation of the non-profit sector in financing terrorism.	0
I spent four days in Afghanistan at the end of June assessing the humanitarian situation, given growing concerns about the difficult humanitarian situation and the issue of the protection of civilians.	0
65. Prosecuting individuals suspected of involvement in piracy and punishing convicted pirates in accordance with relevant Security Council resolutions is indispensable in order to deter persons who consider committing acts of piracy in the future, as it demonstrates that they cannot escape punishment for their actions. .	0
Four countries apply policies and measures to combat the smuggling of weapons and explosives, two other countries apply some of these measures, while another country does not have any capabilities in this field.	1
It notes that the Department of Peacekeeping Operations has dispatched a fact-finding mission to Chad and the Central African Republic to assess how the United Nations can assist these countries in responding to the current instability.	1
&#39;&#39;The Security Council expresses its deep concern at the direct threat posed by the activities of armed groups to the safety of the civilian population and to the conduct of humanitarian operations.	0
(b) Resolve all outstanding issues as referred to in paragraph 12 above, and recalls in this regard that the implementation of the identification process simultaneously with the assembly of forces, as stated in the National Disarmament, Demobilization, Reintegration and Rehabilitation Programme, which was signed in Yamoussoukro on 14 May 2005, which would accelerate the creation of conditions for the holding of free, fair, open and transparent elections;	0
This approach follows the pledge made by the Ministers of Asia-Pacific Economic Cooperation in November 2005 to conduct an assessment of the vulnerability of airports to attack by these systems before the end of 2006.	1
On the one hand, there are those who saw it as natural for the country to determine the conditions for citizenship or nationality, while others, on the other hand, condemned the exploitation of this concept because it was the origin of the explosive crisis in CÃ´te d&#39;Ivoire.	0
26. The Committee continued its cooperation with the International Criminal Police Organization (INTERPOL), including through the issuance of Joint INTERPOL-Security Council Special Notices, designed to alert relevant national law enforcement authorities responsible for implementing sanctions that individuals or entities are subject to Security Council sanctions measures (see also paragraphs 32 and 34 below).	1
(o) Cooperate closely with relevant United Nations counter-terrorism bodies to provide information on measures taken by Member States regarding kidnappings and hostage-taking for ransom by Al-Qaida and other associated individuals, groups, institutions and entities, and on related Trends and developments in this field;	1
:: Respect the right of refugees and displaced persons to voluntarily return to their homes in safety and dignity.	1
36. The Committee continued to consider a media communication strategy, based on a non-paper prepared by Committee experts. The purpose of this strategy is to make systematic and efficient use of the resources of the United Nations and the Committee to reach a broader and specific audience, including through the development of specialized contact lists to report electronically important updates by the Committee.	1
Among these measures is to avoid using phrases that suggest acceptance of Al-Qaedaâs claims based on religious justifications. The team continues to believe that the use of religious terms by non-Muslim commentators and politicians when describing Al-Qaeda, no matter how appropriate, familiar, or in good faith, makes it more difficult to refute its message and isolate it from the audience it is targeting.	0
These cases were also the subject of investigations by the Joint Fact-Finding Team, drawn up by the parties, the Mission and the CIS peacekeeping force, whose task is to establish whether the violent incidents constitute violations of the 1994 Moscow Agreement.	1
3 - Also decides that all States shall take and enforce effective measures to establish domestic controls aimed at preventing the spread of nuclear, chemical or biological weapons and their means of delivery, including by establishing appropriate controls on related materials, and to achieve this end With the following:	1
81. The Group believes that there are several potentially effective ways, depending on the circumstances, to prevent misuse of the assets of a suspicious (but non-listed) entity, such as removing individuals suspected of committing abuse, or those on the Consolidated List, from Supervisory or influential positions(); Prohibiting the transfer, sale, or other form of disposal of their interests, and prohibiting entities from making any transfers of assets belonging to these persons, whether in their capacity as owners or managers.	1
Our conclusions regarding an above or below ground explosion are based on the following checks:	1
:: Prohibition of slavery and the slave trade in all its forms, as well as the prohibition of granting wages to the labor force or mistreatment of it.	0
The tendency to restrict their movement cannot and will not represent a final solution to the problem.	0
43. Reiterates the need to strengthen ongoing cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, as appropriate, by enhancing information exchange and coordination on visits to countries within their respective mandates, and facilitating and monitoring technical assistance , relations with international and regional organizations and agencies, and on other matters of interest to all three Committees, expresses its intention to provide guidance to the Committees with regard to areas of common interest with a view to better coordinating their efforts and facilitating such cooperation, and requests the Secretary-General to make all necessary arrangements so that they can Teams can work as close as possible in a common space;	1
In all of these locations, the team was informed that there had been no recent recruitment attempts, but that the situation could change if conflict erupted again in CÃ´te d&#39;Ivoire.	1
The Council encourages the establishment or strengthening of subregional or regional mechanisms for cooperation, coordination and information exchange, where appropriate, in particular cross-border cooperation mechanisms and information exchange networks, with a view to preventing, combating and eliminating illicit cross-border trafficking in small arms and light weapons.	0
In response, the Mission&#39;s Department of Justice established a joint working group with the institution-building component to study the report and devise ways to implement its recommendations.	0
4 - Groups affiliated with Al-Qaeda emerge, mostly independently, with generational, geographical, ethnic, structural and operational changes.	0
He also expressed deep concern at reports that threatening statements and slogans had appeared during recent demonstrations in Abidjan to United Nations and international personnel.	0
The Russian Federation, Ukraine and Belarus all have fully operational financial intelligence units. In 2010, Ukraine and Belarus adopted amendments to their laws on combating money laundering and terrorist financing on customer identification, due diligence in customer identification, record keeping, beneficial owner verification, and suspicious transactions, and they also expanded the scope of control standards to include money transfers via State postal system.	1
A total of 12 States have taken steps to regulate the production, sale and transfer of weapons and explosives, although only two of them are fully implementing these measures.	1
(b) Continue to strengthen security at border entry points and along open borders to prevent and suppress the cross-border movement of terrorist shipments of weapons/explosives, as well as negotiable and bearer currencies and instruments, and implement the best international rules and standards established by specialized agencies such as the International Civil Aviation Organization and the Maritime Organization International and World Customs Organization;	1
Another area where the Executive Directorate sees room for further work is enhancing the integration of a human rights approach into counter-terrorism programmes.	1
In the informal consultations that followed the meeting, the Under-Secretary-General and a number of MINUSMA staff confirmed that the threat is important, real and complex, and therefore all necessary steps must be taken to protect MINUSMA personnel in light of the growing asymmetric threats, and to enhance the Missionâs operational capacity to comply with its mandate.	1
Hereby decides, having received the request of the [Affected State], to establish an international tribunal for the sole purpose of trying persons responsible for acts of genocide and other serious violations of international humanitarian law in the territory of the [Affected State] and nationals of the [Affected State] responsible for the commission of acts of genocide Races and other similar violations committed in the territories of neighboring states in the period between [two dates].	0
Member States are requested to limit their interventions to five minutes.	0
Welcoming the adoption by the United Nations General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288, of 8 September 2006) and the establishment of the Counter-Terrorism Implementation Task Force to ensure coordination and coherence in the efforts of the United Nations system to combat terrorism,	1
The Commission found evidence indicating that Arab tribes have begun settling in areas previously inhabited by displaced persons, thereby also preventing the eventual return of displaced persons.	0
The majority of countries have anti-money laundering legislation, and four of those countries include terrorist financing in their legislation as a predicate offence.	1
After a lengthy confrontation with the crowd, Deputy Commander-in-Chief Babu disarmed six eastern officers from the Rapid Response Unit and took off their bulletproof vests. They were escorted to vehicles that were waiting for them.	0
Ms. Tagliavini reported that much of the fighting has stopped since the signing of the Minsk documents, but fighting is still continuing in some strategic locations, including the outskirts of the city in the port of Mariupol on the Black Sea, and around Donetsk airport, without taking into account the ceasefire and the Minsk agreements.	0
At the same time, Germany and the European Union have repeatedly in the past condemned terrorist crimes that resulted in the deaths of hundreds of Israelis.	0
585- There is no doubt that the crimes allegedly committed and documented in Darfur meet the conditions specified in the Rome Statute in Articles 7 (1), 8 (1) and 8 (2) (f).	0
âThe Security Council strongly condemns the ongoing violence and human rights violations committed by all armed groups, including summary executions, sexual and gender-based violence and the widespread recruitment and use of children, and demands that all armed groups immediately cease all forms of violence and activities.â destabilizing forces and that their members be immediately and permanently demobilized, that they lay down their weapons and that children be released from their ranks, and reiterates that those responsible for human rights violations and violations of international humanitarian law will be held accountable for their actions and should not be eligible for integration into the armed forces or other elements of the state security forces.	0
The resolution reiterates the importance of fulfilling those obligations and stresses that neither party should undertake any activity that conflicts with those obligations under the roadmap or prejudges final status negotiations.	0
But there is no mistaking that my country is also prepared to permanently resist a unilateral declaration of independence, as long as there is no settlement in sight.	0
There were also reports of incidents in which civilian residents were detained, coupled with arbitrary executions, as well as the death of civilians as a result of indiscriminate air attacks launched by government forces.	0
All of these circumstances give rise to grievances and create fertile conditions for the exploitation of individuals from different backgrounds, religions and beliefs who are determined to incite the commission of terrorist acts.	0
Elsewhere, effective controls and the necessity of evading detection have forced some groups to adapt and manufacture conventional improvised explosive devices.	0
On 12 February 2013, the Security Council held an open debate on the protection of civilians in armed conflict, which addressed the five core challenges identified by the Secretary-General. On 17 July 2013, the Security Council also addressed, in an open debate, the issue of the protection of journalists.	0
I urge the Government to ensure access of United Nations personnel to all places of detention in Darfur.	1
21 - The Chairman of the Committee, in cooperation with the Chairman of the Security Council Committee established pursuant to resolution 1373 (2001) on counter-terrorism, and the Security Council Committee established pursuant to resolution 1540 (2004), submitted two joint briefings to the Council in 2013.	0
5 - Declares that the acts, methods and practices of international terrorism are incompatible with the purposes and principles of the United Nations and that the financing, planning and knowing incitement of terrorist acts are also incompatible with the purposes and principles of the United Nations;	1
The equipment was placed under the custody of the weapons custodian on board the American ship, and then handed over to the Yemeni authorities.	0
Although the ASEAN Convention against Terrorism has not yet entered into force, 9 countries have ratified the ASEAN Treaty on Mutual Legal Assistance in Criminal Matters and it has entered into force.	1
They also stressed that the election of the new President of Lebanon on the specified dates constitutes a decisive step to ensure the stability of the country.	0
15 - On 2 December, NATO successfully completed its military mission in Bosnia and Herzegovina during a ceremony held in the Butmir camp in Sarajevo.	1
Providing support to hospitals treating rape victims (medical and surgical care, confidential voluntary psychotherapy after rape, treatment of sexually transmitted diseases).	1
Calling on States to abide by their obligations to investigate, search for, prosecute or extradite persons suspected of genocide, war crimes, crimes against humanity or other serious violations of international law, including international humanitarian law, human rights law and refugee law , regardless of their position or political affiliation.	1
At the 6492nd meeting of the Security Council held on 28 February 2011 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:	0
- Establishing a mechanism for transparent administration and good governance, by combating fraud and corruption.	1
The latest report of the Secretary-General (S/2012/376), like its predecessors (S/2009/277 and S/2010/579), focused the discussion around five core challenges that he identified: enhancing compliance by parties to conflict with international law; enhancing the compliance of non-state armed groups; Strengthening the protection provided by United Nations peacekeeping and other relevant missions; improving access to humanitarian assistance; and enhancing accountability for violations.	1
The addition of these names also demonstrates the Committee&#39;s continuing interest in the threat posed by the Taliban to international peace and security.	0
Perhaps the best way is to raise awareness of the opportunities offered by new payment methods to transfer money without the possibility of detection and away from government controls.	0
Unfortunately, these warnings were not heeded.	0
26. During the reporting period, MINUSMA documented a number of extortion operations committed by the Malian Defense and Security Forces, including excessive use of force resulting in extrajudicial killings. On 3 October, prison guards in the city of Gao shot an unarmed detainee as he surrendered himself after a failed attempt to escape from prison. On 16 November, also in the city of Gao, a Malian Armed Forces soldier opened fire randomly in a public place, killing one man and wounding five others.	0
The Security Council calls on parties to armed conflict to comply with their obligations under international humanitarian law to respect and protect humanitarian personnel and relief shipments and to take all steps required to facilitate the safe, prompt and unimpeded passage of relief shipments, equipment and personnel.	0
On March 15, 2005, secret unloading operations took place at the fruit loading station for ships registered in Greece and Panama without submitting a declaration to the customs and police authorities.	0
Regarding continued cooperation, he proposed increasing the influence of the INTERPOL network through, for example, regional mechanisms for exchanging information with law enforcement officials, as well as strengthening guidance on implementation.	0
They attacked the local office of National Security and the Intelligence Service, setting it on fire, and then began shooting at the office of the Sudanese Telecommunications Authority.	0
For some States, establishing regular inspection programs for reporting entities to ensure compliance with provisions relating to anti-money laundering and combating the financing of terrorism represents a major challenge in that it is a resource-intensive process.	1
Turkey is fully aware of the intentions of the Syrian government, which have been implemented through various methods of aggression and provocation, including targeting innocent civilians across the border.	0
The Special Representative of the Secretary-General welcomed the efforts made by the Government of the Democratic Republic of the Congo to protect children, in particular the signing on 4 October 2012 of the Action Plan aimed at halting and preventing the recruitment and use of children, sexual violence and other grave violations against children committed by forces Armed forces and national security forces, with the governmentâs participation in the âChildren, Not Soldiersâ campaign, and with the appointment on July 14, 2014 of a presidential advisor on sexual violence and child recruitment.	0
The Communist Party of Nepal (Maoist) often targeted and recruited many girls, many of whom joined the party to escape the traditional restrictions imposed on them.	0
The Monitoring Team has not learned of any cases of arrest of listed individuals at the border since the issuance of the Team&#39;s last report, and the Committee has not received any reports in this regard.	1
5 - Emphasizes the importance of good governance and the need to combat corruption, money laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards contained in the Forty Recommendations to combat money laundering, terrorist financing and proliferation, as revised, issued by the Financial Action Task Force, using Means to combat it include adopting legislative and regulatory measures and implementing them effectively, in order to enable the competent local authorities to freeze, seize, confiscate and manage assets derived from criminal activities in an effort to combat illicit financial activities, including the financing of terrorism and money laundering, and also encourages countries of the African region to strengthen their work. With FATF-like regional bodies, such as the Intergovernmental Task Force against Money Laundering in West Africa, the Anti-Money Laundering Group in Eastern and Southern Africa, and the Middle East and North Africa Financial Action Task Force, in strengthening capacities and cooperation;	1
