es_en_TRANSOFMERS	VerConf
Many Council members emphasized that resolution 2118 (2013) had not yet been fully implemented and that the Council should continue to monitor closely efforts to achieve the elimination of the Syrian chemical weapons programme until it had been completed, as well as the elimination of the use of chemical weapons, which constituted a violation of the provisions of resolution 2118 (2013).	1
ISAF troops must fully fulfil their mandate to eradicate the threats emanating from Afghanistan.	1
UNODC and the Organization for Security and Cooperation in Europe (OSCE) jointly organized a regional expert seminar on the implementation of the universal legal instruments against terrorism as a means of enhancing cooperation in combating terrorism in the Mediterranean basin, held in Malaga, Spain, in September 2013.	0
United Nations human rights mechanisms have expressed concern, for example, at measures taken by some States to restrict and, in some cases, criminalize the activities of certain religious groups or their members.	1
Two helicopter gunships and one Antonov aircraft were used during the attack, possibly for reconnaissance purposes.	0
11. Encourages efforts to ensure the development of nuclear energy for peaceful purposes by countries wishing to maintain or develop their capabilities in this area within a framework that reduces the risk of proliferation and respects the highest international safeguards and safety standards;	0
âThe Security Council recalls its demand that all parties to an armed conflict comply fully with their obligations under international law regarding the protection of civilians in armed conflict, including journalists, media professionals and related personnel.	1
I must say that the subject you have set for our debate today, although exciting, is a great challenge.	1
The Council also invites the Working Group to fully implement its modalities of work (S/2006/724), including by conducting a one-year country visit to consider one of the situations listed in the annexes to the report of the Secretary-General in order to better fulfil its mandate and strengthen its capacity to protect children affected by armed conflict.	0
The vast majority of land police border posts lack the tools and equipment to carry out their work, and national border control agencies do not cooperate sufficiently with each other or their counterparts in neighbouring States.	1
These international enforced disappearances are unique in their intensity, scale and nature.	0
We could continue to mention widespread poverty, natural resource management problems, the thousands of refugees and internally displaced persons, to which thousands of ex-combatants must be added while awaiting reintegration, weak and unreformed security sectors, massive human rights violations and many other threats that could instigate a new conflict.	1
More recently, there have been indications that cross-border poaching of wild species could be a factor that has affected the dynamics of conflict in Central Africa and there is evidence that the conflict in Mali was partly the result of cross-border arms trafficking as a result of the conflict in Libya.	0
(a) Review its criminal law to ensure that recruitment to carry out terrorist acts and the integration of terrorist groups are sufficiently criminalized;	0
The challenges facing the country require Haitian leaders to forge a common bond.	1
:: Respect for the right of refugees and internally displaced persons to return voluntarily and in safety and dignity to their places of origin.	0
The introduction of the annual report 2007/08, prepared by the delegation of Viet Nam, was commended because it contained both a summary and a substantive analysis of the Council's activities in different regions on issues ranging from the proliferation of weapons of mass destruction to the role of regional and subregional organizations in contributing to the maintenance of international peace and security.	0
Pursuant to resolution 1373 (2001), States must prevent the movement of terrorists or terrorist groups across borders by imposing controls on the issuance of valid and secure identity and travel documents.	0
The leaders of the Provisional Institutions of Self-Government often evade their responsibilities under resolution 1244 (1999) and the Constitutional Framework.	1
Noting that women lived in deplorable conditions, without access to health and justice services, the Special Representative indicated that she believed that it would be very difficult to remedy that situation, particularly given the prevailing culture of silence and the lack of institutions to investigate and prosecute.	1
It also stresses that Rwanda has an obligation to use its great influence to ensure that RCD-Goma does not carry out any of these actions.	1
" The Security Council strongly condemns this attempt to destabilize Lebanese institutions, in particular the Lebanese armed forces.	1
It demands that the rebel armed groups put an immediate end to the violence and calls on all parties to re-establish dialogue within the framework of the Sirte Agreement of 25 October 2007.	0
In particular, I would like to stress that the Taliban -- as his report concludes -- continue to pose a real threat to the reconstruction and stability of the country, and containing them is an essential aspect."	1
(i) Attacks by the Government armed forces and the Janjaweed With the analysis of other reports and its investigative work, the Commission determined that during the conflict the Government of the Sudan armed forces and the Janjaweed had attacked villages in Darfur with varying intensity for certain hours.	0
7. Notes with concern the reports of the UNOCI Media Observatory and the media referred to therein for inciting violence and the resumption of internal conflict, and stresses its continuing readiness to impose sanctions against those obstructing the electoral process, specifically the activities of the Independent Electoral Commission and all other participants, and the proclamation and certification of the results of the presidential and parliamentary elections;	1
Much has been said about the financing of terrorism through drugs, including in international conventions and Security Council resolutions.	0
Mr. Soro said that he was surprised that the international community had not foreseen the ongoing conflict in CÃ´te d'Ivoire, manifest since the passing of President FÃ©lix HouphouÃ«t-Boigny.	1
Expressing concern at the continuing allegations, including those made by the Secretary-General in [the relevant report], of human rights abuses and violations of international humanitarian law, including against women and children, and at reports of increasing incidents of sexual violence, in particular those attributed to armed men, stressing the importance of investigating these alleged abuses and violations... committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, respecting the rights of detainees... and urging the Government to intensify and expedite its efforts to combat impunity,	1
I condemned those restrictions on the freedom of movement of United Nations peacekeepers.	1
Lack of land and employment and insecurity prevent many of the people returning to their communities of origin.	1
I welcome the steps taken by the African Union and the countries of the region affected by LRA to better define a coordinated strategy aimed at addressing that armed group and improving the protection of civilians.	0
Seventeen States have said that they do not consider themselves threatened and three consider that there is no threat to their region.	0
The collection of timely, accurate, reliable and objective information on conflict-related sexual violence is essential for adapting the Council's responses, as well as for enhancing action to prevent sexual violence.	1
We must reject any attempt to undermine the sovereignty and territorial integrity of Somalia.	1
We urgently call for their increased support for the collective initiatives that our States will undertake, within the framework of the Nuakchott Process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security.	1
It is clear from the information gathered and verified by the Commission that rape and other acts of sexual violence committed by Janjaweed and Government soldiers in Darfur were widespread and systematic and could therefore constitute a crime against humanity.	0
I also urge Hizbullah leaders to end all efforts to acquire weapons and build a paramilitary capability beyond State control.	1
The report confirms a worrying picture of the situation in the Sahel region and related security, economic and humanitarian issues.	1
The Team has reviewed possible areas of cooperation with the OSCE Counter-Terrorism Unit, the Commonwealth of Independent States Regional Office for Central Asia and the Shanghai Cooperation Organization Regional Counter-Terrorism Agency, and has established contacts with other regional organizations, such as the Organization of American States, which has established the Inter-American Committee against Terrorism, and the African Union, which has established a counter-terrorism centre in Algiers.	0
Recognizing the need to enhance coordination of efforts at the national, regional, subregional and international levels, as appropriate, in order to strengthen the global response to the serious challenge and threat to international peace and security posed by the proliferation of weapons of mass destruction and their means of delivery,	0
In addition, MONUSCO launched Operation Eastern Shield in the Doruma area from 23 to 27 April after two LRA attacks were reported in that area.	0
âThe Security Council, stressing that peace and security in the world are indivisible, and taking into account the interrelatedness and independence of the world, reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivations, wherever and by whomsoever committed.	1
:: Prohibition of the use of violence in the form of attacks on life and body integrity, including murder, mutilation, cruel treatment and torture, enforced disappearances, outrages on the dignity of the person, and rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization and any other form of sexual violence.	1
As emphasized at these briefings, Eritrea's decision to limit all types of UNMEE helicopter flights in Eritrean airspace severely limits the Mission's ability to implement its monitoring mandate, as requested by the parties to the Agreement on Cessation of Hostilities of 18 June 2000 and authorized by the Secretary-General in his resolutions 1312 (2000) and 1320 (2000).	1
Determining that the situation in Somalia continues to constitute a threat to international peace and security in the region,	1
4. Calls upon all States not parties to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it as non-nuclear-weapon States in order to achieve its universality at an early date and, pending their accession, to comply with the provisions of the Treaty;	0
In an incident, which occurred in Yopougon at 6.15 a.m., when protesters were trying to gather in the street, a jeep in which several uniformed, insignialess men speaking English were travelling tried to run them over.	0
:: The Committee should ensure that measures taken by States to combat terrorism are in conformity with their obligations under international law, in particular human rights and refugee and humanitarian law.	0
Assistance agencies were mobilized to respond to the situation, but the unusual level of gu station flows highlighted the need for well-defined early warning and emergency preparedness plans.	0
The other crucial elements of this institution-building process are strengthening the rule of law by increasing the efficiency, impartiality and overall functioning of the judicial system, and improving law enforcement institutions to curb organized crime and ethnic violence and bring all offenders to justice.	1
In view of the persistence of those complexities and that behaviour totally contrary to that required for a just solution, we must ask ourselves: How can we successfully conclude the peace process in 2009? We believe that the Quartet and the Security Council have a responsibility to design a practical mechanism to address issues in a situation in which one party repeatedly ignores appeals and fails to fulfil its obligations, putting us in a cyclical process with no end in sight.	1
At the same time, President Al-Bashir is threatening the international community with reprisals and even more crimes.	1
We urge all Member States to take immediate steps to comply with the obligation contained in resolution 2036 (2012) to ban trade in Somali charcoal, particularly by the most active elements in that trade.	1
The transformation of the MONUSCO force alone will not entail the necessary changes to enable the Mission to fulfil its mandate more effectively; the behaviour of some troop-contributing countries must change.	1
The President emphatically described the unfortunate incident as unpleasant and unacceptable, foretelling possible violence during the upcoming 2012 elections.	1
Somali leaders must work towards a political process that is open to all those willing to reject violent opposition.	1
Deeply concerned that terrorist groups benefiting from transnational organized crime can contribute to weakening affected States, in particular their security, stability, governance and social and economic development,	1
The latest report of the Secretary-General on resolutions 1559 (2004) and 1701 (2006) clearly expresses the importance of the disarmament of Hizbollah and the end of arms smuggling on the Lebanese-Syrian borders.	1
Eastern IRU agents threatened to walk the deceased's body through the streets of Dili before taking him to the residence of Commander General Martins.	1
Generally speaking, the policy of attacking, killing or forcibly displacing members of some tribes does not necessarily imply a concrete intention to annihilate a group in whole or in part on racial, ethnic, national or religious grounds.	1
The Group investigated the supply of such vehicles to northern CÃ´te d'Ivoire but found it difficult to conduct a thorough inspection of FN vehicles, although it managed to photograph several of them in a military convoy in Bouake.	0
Most potential witnesses living outside the State expressed their fears of testifying, including confidentially, because they feared for the safety of their family members and assumed that their conduct was still clandestinely monitored by the authorities.	1
The outcome of this dialogue would strengthen the climate of stability.	0
The members of the commission concluded that there were reasonable grounds for determining that crimes against humanity had been and were being committed in the Democratic People's Republic of Korea as part of State policy.	0
To continue in this struggle, the international community needs to make a greater contribution and pay more attention to this important aspect of the fight against terrorism.	1
It is clear that the inability to ensure accountability, provide reparations and promote reconciliation can hamper a peace process and a post-conflict situation, thus creating a new threat to peace and security.	1
Despite these advances, however, some challenges remain to the authority of the Government and its effective control over the national territory.	1
" The Security Council emphasizes that all civilians affected by armed conflict, including those who suffer losses as a result of legitimate acts under international law, deserve assistance and recognition with regard to the dignity inherent in them as human beings.	1
We urge all parties to exercise restraint and to avoid any actions or pronouncements that might incite further violence.	1
According to the information gathered, since they exercised general effective control over the military personnel fighting for the rebel groups, they were aware of some crimes committed by those military personnel or, at the very least, should have known what was going on, but did nothing to end the atrocities.	0
In paragraphs 1 and 2 of its resolution 2118 (2013), the Security Council determined that the use of chemical weapons anywhere constituted a threat to international peace and security and condemned in the strongest terms any use of chemical weapons in the Syrian Arab Republic.	1
States should strengthen their legal frameworks to criminalize the illicit manufacture, possession and trafficking of small arms and explosives.	0
However, the Security Council must act not only against the perpetrators of the crimes, but also in defence of the victims.	0
Our main concern in that regard is the fact that, according to the report, none of the eight standards has yet been fully complied with.	1
Meanwhile, the uncooperative attitude of the local authorities, the absence of a comprehensive plan for the reform of the Ivorian Defence and Security Forces and the lack of agreement between the Ivorian parties on the deployment of Ivorian police and gendarmerie officers in the northern regions hampered the advice of the UNOCI police component to the Government of National Reconciliation on the restructuring of the Ivorian Defence and Security Forces and assistance in the re-establishment of a civilian police presence throughout the country.	1
F-FDTL was subjected to wide public criticism, in particular by ex-combatants'organizations that were established in 2001.	1
If it was decided to prosecute all persons who had received weapons for illegal possession, the Commission had reports identifying such persons.	1
" The Security Council urges the Government of the Democratic Republic of the Congo and the Government of Rwanda to respond without further delay to the efforts of MONUC under its current mandate to establish, as soon as possible, a joint verification mechanism to ensure its common security, in particular to verify transboundary movements.	0
On 17 October, the Chief of Defence Staff of Nigeria announced that a cessation of hostilities had been agreed with Boko Haram, following talks facilitated by the Government of Chad in N'Djamena. On 19 October, the Government of Chad stated that negotiations to reach a ceasefire agreement and the release of abducted students in Chibok were continuing. On 4 November, the Federal Government of Nigeria announced that no agreement had been reached but that the talks would continue.	0
The voices of Haitian political leaders and civil society actors continue to rise, calling for a national consensus to be reached to move forward in key areas such as the national budget, education, recovery and development priorities, elections and constitutional reform.	1
The Council reaffirms that in order for a society that has experienced conflict or is recovering from conflict to recover from past abuses against civilians and to be able to prevent them in the future, it is imperative to end impunity.	0
(a) On 14 October 2002, the editors-in-chief of two newspapers near the Ivorian People's Front (Notre Voie and L'Actuel) were assaulted, the editor-in-chief of the daily Le Nouveau RÃ©veil and the members of his team being physically assaulted;	0
Some rebel groups have directly prevented humanitarian work by looting cars and trucks and exerting pressure on and even kidnapping national staff of humanitarian organizations.	0
At the request of the Council, the Monitoring Team continued to organize regional meetings with heads and deputy heads of intelligence and security services to discuss possible changes to the sanctions regime to address changes in the threat posed by Al-Qaida-related terrorism.	0
The general lack of transparency for the public undermines the fairness and credibility of the process as a whole.	1
First, while Sierra Leone is the most advanced member of the West African Coast Initiative, the slow pace of progress elsewhere is impeding data sharing and early warning.	1
After monitoring the passage of displaced persons into Kosovo and interviewing ethnic Albanians in the southern part of Serbia proper, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that they had fled for fear of two fires, as well as a general concern regarding the accumulation of police and military forces in the Presevo Valley.	1
The authorities in North Kivu have since arrested a number of persons allegedly linked to Nkunda.	0
We are deeply concerned that unless both sides demonstrate a firm will to end terrorism and violence, the peace process will not succeed.	1
- To urge troop- and police-contributing countries to ensure full accountability in cases of sexual exploitation and abuse involving their personnel and to report to the Secretary-General on action taken.	0
The timetable for the completion of the destruction of Syrian chemical weapons is contained in the comprehensive report on the elimination of the Syrian chemical weapons programme (paragraph 25 of document EC-76/DG.16, dated 4 July 2014), of which the Council took note at its seventy-sixth session.	0
Emphasizing that sanctions are an important instrument for the maintenance and restoration of international peace and security, and stressing in this regard the need for the measures referred to in paragraph 1 of the present resolution to be vigorously implemented as an important means of combating terrorist activity,	1
That is why Greece has insisted on the need to clarify, in the sixth preambular paragraph, in which the Council calls for “progress towards the resumption of negotiations for a comprehensive settlement”, which should be reiterated that such negotiations must take place between the two communities.	1
Furthermore, the requirement to keep records under article 12 could assist the Committee and the Monitoring Team in identifying who supplies the weapons used by Al-Qaida and its associated entities.	0
MONUSCO should continue to give priority to monitoring and reporting violations of international humanitarian law and human rights law, including killings, sexual violence and grave violations against children, while supporting the Government's efforts to address the legacy of widespread violations through transitional justice mechanisms and better measures against impunity.	0
Egypt once again demands that Israel immediately cease its attacks on Gaza.	1
It remains a matter of great concern to me that the efforts of Liberians to rebuild their court system will take a long time, so that the system itself is likely to remain fragile and easy to penetrate in the short term.	1
It condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and undertakes to ensure that all peace support operations implement all possible measures to prevent such violence and to address its impact when it occurs.	1
The Security Council therefore determined in its resolution 1556 (2004) that the situation in the Sudan constituted a threat to international peace and security and to the stability of the region and, acting under Chapter VII of the Charter of the United Nations, urged the Government of the Sudan to fulfil immediately all the pledges made in the joint communiquÃ©.	1
The main risk is that Africa will become the training ground, the recruitment base and transit point of terrorists and a centre for mobilizing funds for other illegal activities.	1
10. Encourages all Member States to submit to the Committee established pursuant to paragraph 30 below (âthe Committeeâ), for listing, the names of individuals, groups, undertakings and entities participating, by any means, in the financing or support of the acts or activities described in paragraph 3 above;	0
" The Security Council recognizes that the human rights of women and girls are at particular risk in situations of armed conflict and post-conflict situations, and notes that in a number of such situations members of civil society dealing with women's human rights issues can be targeted.	1
Government leaders and their supporters, for their part, accused MPCI and other ârebel movementsâ of employing foreign forces and committing atrocities, in particular, the killing of dozens of Gendarmerie agents in BouakÃ©.	1
" The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in armed conflict and post-conflict situations, including sexual and gender-based violence and killings and mutilation, and urges that all parties cease such acts fully and with immediate effect.	1
This is because the Security Council sanctions regime, which remains the only means of truly global action against the dual threat of Al-Qaida and the Taliban, continues to suffer from two main shortcomings: the limitations of the Consolidated List and the lack of involvement of Member States.	0
During that period, the Commission will continue to investigate the crime and will assist the Lebanese authorities in deepening the investigation.	0
On this basis, I wish to accede to the Pakistani request and intend to establish a three-member Commission of Inquiry.	0
28. Declares its determination to monitor closely any situation relating to the proliferation of nuclear weapons, their means of delivery or related materiel, both to and from non-State actors, as defined in resolution 1540 (2004), and, as appropriate, to take the necessary measures to ensure the maintenance of international peace and security;	0
(b) To take measures to provide the widest possible assistance to other States in cases of terrorism and to increase the common ground between different legal systems;	0
We are also deeply concerned about the worsening scourge of terrorism and violent extremism in the Sahelo-Saharan region, as well as the close links between armed terrorist groups and transnational organized crime, particularly in the areas of drugs and trafficking in persons, money-laundering and illicit arms trafficking.	1
The EU condemns the use by Maoists of such violence, which has caused considerable suffering and harsh conditions for the people of Nepal.	1
(v) To work with relevant international and regional organizations to promote knowledge and compliance;	0
The exchange of operational information is hampered by a lack of operational and institutional capacity, as well as language problems.	0
Like other speakers who preceded us and in line with the statement made by High Representative Ashton, we condemn the act that led to the death of Mr. Dzeković and the wounding of others during the protests that took place on 2 July in northern Mitrovica.	1
We emphasize the tragic consequences that those messages had recently had elsewhere on the continent.	1
He strongly reiterated his personal condemnation of the incident, saying that it conveyed a very undesirable and damaging message before the 2012 elections, which could contradict and undermine national achievements in changing the country's image and in establishing and consolidating peace, which was achieved with so much effort with the help of our development partners and the international community.	1
The UNOCI military component will continue to implement its new concept of operations, work with the Licorne force to assist the parties in the implementation of the Facilitator's proposals on the reintegration of Forces nouvelles personnel into the national police and army and prepare emergency plans if necessary for stabilization interventions to prevent acts of violence aimed at thwarting the peace process.	0
Provision of policy and technical advice to the gender adviser assigned to the UNAIDS Regional Support Office for Eastern and Southern Africa on mainstreaming women and HIV/AIDS into national AIDS programmes.	0
The changing environment in Afghanistan raises questions about the Central Asian groups currently operating in the country, such as Jamaat Ansarullah (not listed), the Tajik ethnic split of the Islamic Movement of Uzbekistan (QE.I.10.01).	1
They expressed concern about the security situation and stressed that, unless addressed quickly and effectively, normalization could stall and undermine the efforts of the authorities to stabilize the State.	1
(a) To continue to remind Member States of their obligation to extradite or prosecute, in accordance with the international counter-terrorism instruments to which they are a party, to ensure that political motivation is not a basis for rejecting requests for the extradition of alleged terrorists;	1
Since June, MINUSMA, in collaboration with national and international organizations, has completed 10 quick-impact projects, including the rehabilitation and equipping of police and gendarmerie stations in the Gao and Timbuktu regions, and the provision of support to women's associations. On 13 October, MINUSMA and the United Nations Educational, Scientific and Cultural Organization (UNESCO) launched a quick-impact project to rehabilitate four private libraries in Timbuktu, where old manuscripts are kept.	0
The secessionist group of parliamentarians rejected the Garowe process and approved a motion to advance the presidential elections from July to 30 April this year.	1
:: 21 June 2005: former leader of the Lebanese Communist Party, George Hawi, dies when his car exploded near his home in Wata Musaytbeh.	1
While Pristina and Belgrade strongly condemned the incident and demanded the arrest of the perpetrators, each side has blamed the other for provoking the incident.	1
In paragraph 8 of the resolution, the Security Council decided to establish a working group of the Council to consider the reports of the mechanism referred to in paragraph 3 of the resolution, to review progress in the preparation and implementation of the action plans referred to in paragraph 7 of the resolution and to consider other relevant information submitted to it.	0
Allow an agreed number of Serb military and police personnel to return to Kosovo and Metohija (annex II, paras. 4, 6 and 10 and military and technical agreement, para. 4).	0
:: Greater coherence in the establishment and mandates of fact-finding mechanisms was needed;	0
Welcoming the continuing efforts of the Government of Iraq towards a federal, democratic, pluralistic and unified Iraq with full respect for human rights,	0
It was also recognized that, within the framework of its activities, the Committee should continue its efforts to raise awareness of multilateral treaties aimed at eliminating weapons of mass destruction or preventing their proliferation, in order to contribute to their universality.	0
During the Committee's informal consultations on 22 May, the Coordinator of the Monitoring Team made an oral presentation on the current threat posed by Al-Qaida and its partners to international peace and security.	1
The Abkhaz regime had spared no effort to legalize the imposition of demographic change as a result of ethnic cleansing and had created unsustainable living conditions for Georgian citizens who had returned to the Gali district.	0
This came as a result of the priority given by the European Commission to the continuation of structural reform of the police of Bosnia and Herzegovina, in the absence of an agreement on Bosnia and Herzegovina's accession to the European Union.	1
Reiterating the need to ensure that the present sanctions regime effectively contributes to the ongoing efforts to combat the insurgency and to support the efforts of the Government of Afghanistan to advance reconciliation in order to achieve peace, stability and security in Afghanistan,	1
The potential risks to bringing the non-signatory parties to the negotiating table include the insistence of the parties on unrealistic preconditions for negotiations; another risk is the intransigence of the parties to and during negotiations; such risks can be mitigated by establishing unified positions within the international community on the peace process and by maintaining close dialogue with the parties; another risk is that regional or international partners will develop parallel initiatives on the peace process that weaken this element of the framework.	1
This course of action is of great concern to us, as it poses a serious risk of undermining the integrity of United Nations operations.	1
The Council notes with concern the problems in the area of socio-economic development, as the living standards of the vast majority of Haitians have fallen sharply.	1
Regular exchanges of information between the Committee and the Security Council Committee on sanctions against the Taliban, Al-Qaida and associated individuals and organizations established pursuant to Security Council resolutions 1267 (1999), 1333 (2000) and 1390 (2002), as well as support for such exchanges, are most timely.	0
We are seriously concerned about this decree, which can have far-reaching consequences.	1
In the view of my delegation, to prevent further outbreaks of violence and instability in the northern region of Kosovo, it remains essential that the reconciliation process be accompanied by policies aimed at ensuring the socio-economic stability of communities in a non-discriminatory manner.	1
During the period under review, attacks by extremist groups in northern Mali and the escalation of violence in north-eastern Nigeria have affected security and stability in the region, with particular concern being the impact of Boko Haram-related violence in southern Niger and in the far north of Cameroon.	0
It also noted that acts of terrorism were defined as ordinary offences and treated in accordance with standard criminal procedures rather than special rules or special courts.	1
Given the long-standing hostility of these groups against the United Nations, there appears to be a continuing risk to mission personnel.	1
This has led to high tensions with local communities, as well as threats against MONUC by former CNDP military commanders now integrated into FARDC.	1
The socio-economic challenges facing Afghanistan are important.	1
It appears that this is aimed at projecting an image of an alleged Serbian threat to Kosovo and Metohija.	1
