es_en_TRANSOFMERS	MatConf
Consequently, there are no exact figures on the number of small arms and light weapons circulating throughout the world today.	1
Then I learned that my father and my younger brother had been killed. Four other people had also died.	1
Homemade firearms. "Cockteles" Molotov. Improvised rockets made in metallurgy workshops.	1
:: Direct attacks against civilians or targeted civilians not directly involved in hostilities;	1
One State noted that the criteria for the incorporation of terrorist organizations into its criminal code had been extended to include organizations advocating terrorism.	1
The Georgian leadership was firmly committed to a peaceful resolution of the conflict on its territory, which was ethnically inclusive and inclusive and safeguarded human rights and freedoms.	0
The commission worked for two years, during which it discovered more than 800 places of detention, about 50,000 cases of torture and 200,000 deaths, and approximately 2 million displaced by ethnic cleansing, and conducted a comprehensive investigation into systematic violations, including more than 500 affidavits from victims who identified their rapists.	1
The attack launched by the Ethiopian regime today is a malicious response to Eritrea's demands.	1
Since militias and so-called parallel forces have been identified, the President of the Republic and the Government of National Reconciliation have an obligation to take all necessary measures to put an end to their activities.	1
President Al-Bashir took diplomatic reprisals against Kenya and threatened it with economic and trade sanctions.	0
In this regard, we request the African Union Commission, in close cooperation with ECOWAS and with the support of international partners, including in particular the United Nations, the European Union and other international stakeholders, to take all necessary measures, including the convening in Mali, by February 2015, of a meeting of Ministers of Defence and Security and the chiefs of staff and heads of intelligence and security services of the countries of the region, in order to conduct the necessary studies to establish such mechanisms.	0
Decides that the mandate of [the mission] shall be:... (v) To assist the transitional authorities [of the affected country] in formulating and implementing disarmament, demobilization and reintegration (DDR) programmes for ex-combatants and dismantling militias and self-defence groups, in accordance with reconciliation objectives and taking into account the specific needs of demobilized children;	0
3. Murders of detained enemy combatants	1
The Movement noted that the fact that no Arab women had been raped and that no Arab village had been destroyed proved that the Government specifically targeted African tribes.	1
(2) The offender shall be punished by imprisonment for a term of 8 to 15 years, together with confiscation of property if the court considers it appropriate, or by an exceptional sentence, if the act described in paragraph 1 causes serious injury.	1
" However, the Security Council strongly condemns the continued recruitment and use of children in armed conflict, in violation of applicable international law, the killing and maiming of children, rape and other forms of sexual violence, abductions, denial of humanitarian access to children and attacks on schools and hospitals by parties to armed conflict.	0
In September there were violations by both sides, attacks and counter-attacks, acts of revenge and reprisals.	1
There have been no notable changes in the operational status and capabilities of Hezbollah, which, according to its own leaders, has more than 12,000 missiles.	1
The Council also reaffirms its call for greater gender mainstreaming in all peacekeeping operations, and welcomes the policies of United Nations peacekeeping operations to promote and protect the rights of women and to take into account a gender perspective as set out in resolution 1325 (2000).	0
The implementation of resolution 1373 (2001) in Central Asia is hampered by a number of factors: the proximity of the conflict in Afghanistan (where drug production feeds terrorist activities and has led to an intensive exchange of drugs for arms); illicit money courier activities across borders (a potential source of financing for terrorism); the circulation of surplus weapons (due to political and civil unrest in the region); the existence of remote or poorly protected borders, along with a lack of human and material resources to ensure effective border control; and a large number of migrant workers (which in turn increases the use of informal remittance systems, a potential source of financing for terrorism).	1
The Commission had received credible evidence that Mi-8 and Mi-24 helicopters and Antonov aircraft had been used during the air strikes on the villages.	1
Egypt once again demands that Israel immediately cease its attacks on Gaza.	0
Some 3,000 Janjaweed on horseback and camels attacked the village, some driving.	1
The Commission, while taking into account all developments related to the current conflict in Darfur, focused in particular on those that took place between February 2003, the month when the magnitude, intensity and periodicity of the incidents increased markedly, and mid-January 2005, just before the date on which the Commission had to submit its report. 3. Methods of work	0
Of the 57 civilians killed, 5 were children (2 tortured) and 51 were rebel fighters.	1
According to testimonies, thousands of members of the security forces could have been active in Abidjan on those days.	1
The latest report of the Secretary-General on resolutions 1559 (2004) and 1701 (2006) clearly expresses the importance of the disarmament of Hizbollah and the end of arms smuggling on the Lebanese-Syrian borders.	0
(a) Intentional homicides, beatings, abductions, disappearances, forced labour and recruitment of Ethiopian civilians;	1
Witnesses residing in Anka reported that at approximately 1700 hours on the same day, between 300 and 400 Janjaweed militiamen on foot and another 100 on camel and horse advanced towards Anka from Barey.	1
Accordingly, following consultations with the Security Council Committee established pursuant to resolution 1718 (2006), I wish to inform you that I have appointed Mr. George Lopez (United States finance expert) and Mr. Takehiko Yamamoto (Japan nuclear expert) to serve on the Panel of Experts and to undertake the tasks set out in paragraph 26 of the resolution.	0
Reaffirming its commitment to the political settlement of the conflicts in the former Yugoslavia, preserving the sovereignty and territorial integrity of all States within internationally recognized borders,	0
Exclusion of impunity for crimes of gender-based violence from amnesty provisions.	1
He said that many Government and MPCI soldiers had died in the fighting and that they had all been buried in a mass grave.	1
By the end of the fourth round of negotiations, at the end of November, the positions of the parties on key issues had not changed.	0
Despite the fact that former President CompaorÃ© went to the country on the radio that same day, to announce the withdrawal of the bill and declare a state of emergency, violent protests intensified in Ouagadougou and spread beyond the capital.	1
:: External and internal security arrangements (classification procedures for separating armed elements from civilians; demobilization and disarmament measures; technical assistance and training provided by international civilian police or military observers; location of camps at sufficient distances from international borders and risk areas; regional and subregional arrangements).	0
These are facts linked to the ruthless attacks by Boko Haram, but there are also worrying allegations of human rights violations committed by the security forces.	1
S/RES/1318 (2000), para. VI Stresses the importance for all Member States, in particular States that manufacture or trade arms, to limit arms transfers that may lead to armed conflict or prolong or aggravate existing tensions or conflicts...	0
The massacres resulted in 393 deaths, including 93 children and 48 women, or 36 per cent of the victims, indicating a deliberate policy of attacking women and children.	1
The Commission has had access to an enormous number of reports from various sources documenting that a large number of civilian killings have been committed throughout Darfur from the beginning of 2003 to the date of publication of the present report.	1
Moreover, under the International Covenant on Civil and Political Rights, even in situations of public emergency, no exceptions to the prohibition of the use of torture may be allowed.	1
These attacks and provocations have sometimes indirectly impeded humanitarian access.	1
The participant added that the role of the political coordinators had changed greatly over the past 10 years and had become a more formalized and institutionalized part of each delegation.	0
Colonel Reis and his deputy protested to Brigadier General Ruak, who apologized for the shooting.	1
âThe Security Council stresses the need to address in a sustainable manner the root causes of the conflict in the eastern part of the Democratic Republic of the Congo and reiterates its support for the implementation of the commitments made under the Framework for Peace, Security and Cooperation for the Democratic Republic of the Congo and the Region, which is essential for achieving lasting peace and security in the Great Lakes region.	0
1. Decides that all States shall refrain from providing any form of support to non-State actors seeking to develop, acquire, manufacture, possess, transport, transfer or use nuclear, chemical or biological weapons and their means of delivery;	0
Given that many of the South Asian financial intelligence units were recently established, capacity development is a priority concern.	0
Most potential witnesses living outside the State expressed their fears of testifying, including confidentially, because they feared for the safety of their family members and assumed that their conduct was still clandestinely monitored by the authorities.	0
âThe Security Council recalls resolutions 1267 (1999) and 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other applicable international counter-terrorism instruments, stresses the need for their full implementation, renews its call upon States to consider becoming parties as soon as possible to all relevant international conventions and protocols, and to comply fully with their obligations under those to which they are parties, and notes the recommendation of the Ad Hoc Committee established pursuant to General Assembly resolution 51/210, in which it notes that more time is needed to achieve substantive progress on outstanding issues, and decides to recommend that the Sixth Committee, at the sixty-ninth session of the General Assembly, establish a working group with a view to finalizing the process on the draft comprehensive convention against international terrorism.	0
Some of the recommendations it makes to the Sudanese authorities can and should be implemented immediately, for example to provide full and unhindered access to all detainees in connection with the situation in Darfur to the International Committee of the Red Cross and United Nations human rights observers.	0
It should be noted, however, that SLPP and PMDC parliamentarians boycotted the opening of the parliamentary legislature by launching protests, among other issues, against the ban on political rallies and parades imposed by the Sierra Leone police following the violence on 9 September in Bo.	1
The Commission received evidence showing that the camp leaders had abducted civilians and held them in the camp, where they had been subjected to torture and forced to work.	1
Some members of the Council mentioned with concern the fact that investigations into crimes committed by the rebels had not yet advanced.	0
92. The commission of inquiry recommends that States and civil society organizations promote opportunities for dialogue and contacts among individuals in areas such as culture, science, sports, good governance and economic development, to provide the citizens of the Democratic People's Republic of Korea with the opportunity to exchange information and receive experiences from countries other than their own.	0
âThe Security Council recalls its resolution 1645 (2005) and recognizes the important role played by the Peacebuilding Commission in promoting and supporting an integrated and coherent approach to peacebuilding, including promoting greater coherence and alignment of partners' policies with national peacebuilding strategies and priorities.â The Council reiterates its support for the work of the Commission and expresses its continued readiness to use its advisory, advocacy and resource mobilization role, including its specific advice on international and national commitment to long-term peacebuilding goals in countries on the agenda of the Commission; the Council further emphasizes the role of the Peacebuilding Commission in the smooth transition of mandated country missions on its agenda, in particular through the mobilization of continued international support for critical national capacity needs.	0
This affects the Mission's ability to rapidly deploy uniformed personnel to protect civilians at risk in the west of the country if the situation so requires, as well as to support the overall activity of the United Nations country team.	0
Finally, we need to incorporate victim participation and compensation into the work of these courts in the future.	0
9. Calls upon States that have not yet done so to consider ratifying the instruments of international humanitarian law, human rights and refugee law and to take appropriate legislative, judicial and administrative measures to comply with their obligations under those instruments;	0
I also welcome the initiatives being taken by the Lake Chad Basin Commission to find durable solutions and to combat terrorism, violent insurgency and extremism through a common strategy.	0
At the end of the reporting period, UNMIK police comprised approximately 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength.	1
This organization, at its 74th General Assembly, held in September 2005, adopted resolution AG-2005-RES-05 on cooperation between the United Nations and Interpol, which creates a special notification for individuals on the consolidated list that Interpol may issue at the Committee's request and alerts States that certain individuals are subject to United Nations sanctions.	0
In most cases, the victims identified the Janjaweed as responsible for sexual violence; however, in some incidents, Government soldiers had acted with the Janjaweed.	1
If the medical report corroborated the allegations made, the case was sent to the police for further investigation.	0
Many of them told similar stories according to which they had been arrested, manipulated, blindfolded and stripped naked by the Internal Security Forces while being questioned about Mr. Abu Adass and his relations with Islamic groups, most of whom shared the opinion of their interrogators that Mr. Abu Adass was a lonely and introverted person who did not have enough intelligence to commit such a crime.	1
From 18 February to 13 March, the Royal Moroccan Army conducted a series of planned military exercises in the vicinity of Awsard, involving some 1,200 soldiers of infantry, cavalry and artillery units already stationed in the Awsard subsector.	1
It is believed that terrorists in this region are primarily dependent on conventional weapons.	1
The military component continues to serve in extremely difficult conditions in the north.	1
In order to deepen the commitment of the United Nations in this area, the Council should request its principal counter-terrorism bodies (the Counter-Terrorism Committee Executive Directorate and the Analytical Support and Sanctions Monitoring Team) to focus on the threat posed by foreign terrorist fighters, inter alia, by assessing national efforts to implement international legal obligations in the fight against this threat.	1
Reports continued to be received from various human rights organizations regarding serious human rights violations and violations of international humanitarian law, including arbitrary arrests, killings, trafficking in children and rape throughout the country in both Forces nouvelles-controlled areas and Government-controlled areas.	1
Five States in the subregion had adopted legislation allowing the extradition of terrorists, and six had established effective mechanisms for the exchange of information.	0
All States have adopted legislation to prevent and suppress the movement of terrorists across borders and four States take concrete steps to prosecute those who violate these norms.	0
These rules may relate to (a) extension and guidance to the private sector; (b) supervision of charitable organizations; (c) enforcement measures to ensure that charitable organizations meet the requirements for combating money-laundering and the financing of terrorism; and (d) international commitment. E. Non-financial corporations and professions	0
Al-Qaida terrorism now covers three distinct but interlinked groups: first, the former leaders, who are well known; second, the combatants who trained in the camps in Afghanistan to become expert terrorists; and third, a new and growing generation of supporters who may not have left their countries of residence but have accepted the core elements of Al-Qaida's message.	1
Notes, in this regard, that it can entrust multidimensional peacekeeping missions, inter alia, with the following functions: (d) Providing rapid response in mine action, as well as advisory and training services tailored to the needs of national authorities, upon request, with a view to enabling risk reduction, victim assistance, demining and stockpile management and disposal;	0
The weapons monitors of the United Nations Mission in Nepal (UNMIN) recorded and monitored the stockpiling of Maoist army weapons, which would be monitored on an ongoing basis.	0
As detailed below, all available evidence indicates that the initial shooting that triggered the indiscriminate killings on the morning of 25 March was the result of coordinated action by the security forces.	1
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	0
Terrorism continues to pose a serious threat to peace and security in Africa; it is a determining factor in an increasing number of conflict situations.	1
The Chairman of the Group, JosÃ© Ramos-Horta, led the discussions on behalf of the Group and reported that during the first phase of its work the Group of Experts would focus on hearing the views of all Member States as collective contributors to peace and security, and consultations would also include the General Assembly Committees, regional organizations and troop- and police-contributing countries.	0
It follows from the information obtained by the Commission that the looting perpetrated mainly by the Janjaweed in the context of the attacks on different localities took place on a broad scale and with the consent of the Government of the Sudan, which maintained a policy of impunity and directly supported the Janjaweed.	1
:: Carry out an attack that may result in loss of life, injury to civilians or damage to civilian objects, or a number of such objects at the same time, and that is excessive in relation to the concrete and direct military advantage envisaged;	1
The possibility that in some cases isolated persons, including government officials, may have intended to commit genocide or, in other words, attack the victims with the concrete intention of killing in part a group considered to be a hostile ethnic group should not be excluded.	1
It stresses the importance of enhancing the capacity of an effective and professional national police force in Haiti.	1
Unfortunately, this position has not changed, despite the many commitment efforts made by the committee.	0
The road map for the exit of MONUSCO should be accompanied by renewed efforts by the international community to enhance regional cooperation in order to minimize external threats and risks to peacebuilding in the Democratic Republic of the Congo. VIII. Observations	0
In order to carry out its plan, it plans to unite several militias under its control and equip them and train them in Fer Fer (Ethiopia) and Waajid (Bakool region).	0
Commending the efforts of the African Union-United Nations Hybrid Operation in Darfur (UNAMID), the African Union-United Nations Joint Chief Mediator, the Secretary-General of the United Nations, the League of Arab States, the African Union High-level Implementation Panel and the leaders of the region to promote peace and stability in Darfur, and reiterating their full support for those efforts, and expressing strong support for the political process initiated through the mediation of the African Union and the United Nations,	0
Other circumstances relating to the crime planning phase, such as the surveillance measures of Mr. Hariri undertaken by the Internal Security Forces and the intervention of Mr. Hariri's telephones by the Military Intelligence Service, should be borne in mind (see section entitled âIntervention of Mr. Hariri's telephonesâ).	1
In addition, MINUSTAH documented the deaths of children in CitÃ© Soleil and other poor districts as a result of gang shootings with the Haitian National Police and the continued use of sexual violence against children.	1
They expressed the hope of hosting East Timor at the United Nations.	0
The Special Coordinator reported that the overall calm in southern Lebanon remained, although there had been some security incidents during the reporting period, including the firing of rockets into Israel from southern Lebanon during the Gaza-related conflict in July and August and two serious security incidents in the Shab'a Farms area (Sector East).	1
IAEA experts told the Team that terrorists were much more likely to lawfully obtain a military device that they themselves built an improvised device.	1
However, the Monitoring Team recommends that the Security Council remind Member States that the sanctions regime requires them to prevent the use of the Internet, directly or indirectly, from their territory or by their nationals from outside their territory to provide, sell or transfer technical information, assistance or training relating to military activities to listed individuals and entities.	0
In Mali, terrorists were on the verge of destroying the basic structure of the State, which affected the stability of the country and the entire region. Al-Qaida in the Islamic Maghreb, the Movement for Unity and Jihad in West Africa and Ansar Eddine continue to operate in northern Mali, an activity that indirectly affects neighbouring countries and endangers the presence and work of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).	1
The telephone records show that four calls were made to the Syrian intelligence officer Jamea Jamea at 1142 hours, 1814 hours, 2023 hours and 2026 hours. According to one witness, Abdel-Al visited the Jamea Jamea office at 7.30 p.m. on the afternoon of the explosion, and during the visit they discussed Mr. Abu Adass.	0
On 3 and 7 October, the Council issued press releases condemning the recent attacks against MINUSMA (SC/11587 and SC/11591).	0
The Commission, on the basis of a thorough analysis of the information gathered in the course of its investigations, determined that the Government of the Sudan and the Janjaweed were responsible for serious violations of international human rights law and international humanitarian law amounting to crimes under international law.	0
:: On 28 November 2014, regime warplanes launched a missile at a water crossing between the villages of Bolail and Sabha in Dayr al-Zawr province, resulting in five deaths and six injuries.	1
It provided detailed information on violations and abuses committed against children in Yemen.	1
1. Decides to extend until 31 December 2009 the arrangements set out in paragraph 20 of resolution 1483 (2003) for the deposit in the Development Fund for Iraq of the proceeds of export sales of petroleum, petroleum products and natural gas, and the arrangements referred to in paragraph 12 of resolution 1483 (2003) and paragraph 24 of resolution 1546 (2004) for the monitoring of the Development Fund for Iraq by the International Advisory and Monitoring Board, and further decides that, without prejudice to the exception set out in paragraph 27 of resolution 1546 (2004), the provisions of paragraph 22 of resolution 1483 (2003) shall remain in force until that date, including with regard to the financial funds, assets and economic resources described in paragraph 23 of that resolution;	0
On 12 February 2013, the Security Council held an open debate on the protection of civilians in armed conflict, which addressed the five core challenges identified by the Secretary-General. On 17 July 2013, the Security Council addressed the issue of the protection of journalists in another open debate.	0
:: On 7 November 2014, regime forces bombed the vicinity of the Tayba al-Qadim mosque in Rural Damascus, wounding 14 civilians at the exit of Friday prayers.	1
- The Syrian regime continued its policy of indiscriminate shelling of vital centres in opposition-controlled areas with the aim of paralysing civil, economic and commercial operations and disrupting educational, health and food structures in those areas.	1
(a) On 14 October 2002, the editors-in-chief of two newspapers near the Ivorian People's Front (Notre Voie and L'Actuel) were assaulted, the editor-in-chief of the daily Le Nouveau RÃ©veil and the members of his team being physically assaulted;	1
The Commission will provide a forum for young people to express themselves and ensure political coherence by promoting the interests of youth in government policies.	0
Police fired tear gas to disperse supporters of both parties, who were throwing stones in the streets.	1
Witness statements of many incidents published in these reports mention that the attacking forces were in uniform, but distinguish between uniforms of regular military forces and Janjaweed.	1
In order to suspect certain persons as perpetrators, it is necessary to determine the international crimes the responsibility of which could be attributed to them.	1
Affirms its intention to consider, when establishing and renewing State-specific sanctions regimes, whether targeted and incremental measures should be applied against parties to situations of armed conflict that commit rape and other forms of sexual violence against women and girls in situations of armed conflict.	1
In the case of Darfur, this intention of persecution and discrimination can often be found in some Arab militias, as well as in the central Government: systematic attacks on villages inhabited by civilians (or mostly civilians) belonging to some âAfricanâ tribes (fur, massalit and Zaghawa), the systematic destruction and burning of these villages and the forced displacement of civilians from them indicate a manifest intention of persecution.	1
The Commission has transmitted and will continue to transmit to the Lebanese authorities any information relating to a criminal case that falls outside the scope of the Commission's investigation.	0
:: On 29 November 2014, regime warplanes fired 2 missiles at the Nawawi mosque in the city of Raqqa, killing 11 people, including one child, and wounding 16 others.	1
87. The Committee of Joint Chiefs of Staff plans all military operations from Khartoum.	1
Of course, we are deeply concerned about the situation in the Southern Kordofan and Blue Nile States, given their geographical proximity to our country.	0
The death of two UNODC experts carrying out an anti-piracy mission on 7 April 2014 was a sad reminder of the risks faced by the United Nations in its efforts to improve the lives of others.	1
During its recent visits to refugee camps, internally displaced persons centres and nearby villages, MINURCAT received fewer reports of human rights violations.	0
Once again, we condemn the killing of civilians, whether Palestinian or Israeli.	0
Efforts continued to recruit members from minority communities to work in the Corps.	0
FALINTIL became the armed arm of the new Maubere National Council of Resistance (CNRM), and the Council was made up of FRETILIN, UDT and other nationalist parties. FRETILIN therefore lost its absolute control over the policies of the resistance.	0
The Council reaffirms that in order for a society that has experienced conflict or is recovering from conflict to recover from past abuses against civilians and to be able to prevent them in the future, it is imperative to end impunity.	0
The opposition used weapons purchased from the Bakaaraha market to combat the Transitional Federal Government in order to control the town of Baidoa in the strategically important Bay region of Somalia.	1
During the week of 19-26 June, in the Bay region, some 10 people were killed and nine others injured in fighting between subclans of the digil-mirifle clan in the area, including the Leysan, Luway and Yantar.	1
In some cases where the Committee considered that the information available was not sufficient to make a decision on the appropriateness of maintaining an entry on the List, it requested the Team to seek further information; this was especially true in cases where an individual was believed to have died but his death certificate or equivalent official documentation was lacking.	0
With regard to paragraphs 46, 48 and 49 on the arms embargo and border control, arms were in fact smuggled into Syria from Lebanon; everyone knew that, in Lebanon, certain parties were attempting to destabilize Syria by providing armed terrorist groups in Syria with weapons and funds to undermine the Government.	1
In the same resolution, the Council also established some exemptions from the specific measures. On 5 December 2011, the Security Council adopted resolution 2023 (2011), by which it extended the restrictive measures applied to Eritrea in relation to the âdiaspian taxâ and the mining and financial services sector of that country.	0
Noting with concern the continuing threat to international peace and security posed by Al-Qaida, Osama bin Laden and the Taliban and other individuals, groups, undertakings and entities associated with them, and reaffirming its determination to address all aspects of that threat,	0
The Commission's investigation team was headed by a chief investigator and comprised four investigators, two investigators specializing in violence against women, four forensic experts and two military analysts.	0
Some Janjaweed militiamen began to chase them on horseback or camel, while the military remained at the foot of the mountains, from where they fired mortars and machine guns at them when, forced by thirst, they left their hiding places to fetch water.	1
The trial of General Sanogo is still under investigation; the investigation into the death of 16 preachers in September 2012 in a Malian armed forces camp in Diabaly continues; the summary execution of three Tuaregs in February 2014 in DjÃ©bock (Gao region) is under investigation and four Malian armed forces soldiers are still in detention.	1
This is one of the main avenues through which negative forces can obtain weapons and reorganize themselves.	1
Urges the [affected State] to facilitate international relief for the humanitarian disaster by suspending all restrictions that may impede the provision of humanitarian assistance and access to affected populations.	0
Illegal diversions at the administrative border and smuggling activities continued to be a problem during this period.	1
The circumstances under which these killings took place are not yet well known.	1
:: On 16 November 2014, regime warplanes attacked the town of Maarat Misreen with a missile and killed five people, including a child and a woman, and destroyed residential buildings.	1
The fight against serious crime, including organized crime and corruption, has proved difficult for the Kosovo Police Service and the judicial system.	1
States should not prevent humanitarian actors from working with non-State armed groups for humanitarian purposes, in particular from carrying out activities aimed at promoting respect for international humanitarian law.	0
" The Security Council notes with appreciation the early steps taken by the Government of Rwanda to address this situation, and encourages that Government to continue to work with the United Nations and relevant international organizations to ensure that these combatants are permanently demobilized and treated in accordance with applicable international law, with particular attention to women and children.	0
Even in Afghanistan, where Afghan officials and members of coalition forces have informed the Team of their belief that the Taliban benefit from the huge revenues generated by the drug trade, it is difficult to identify concrete examples.	1
The Los Palos report identified problems in relations between ex-combatants and new recruits.	1
The United States urges the United Nations and the Haitian National Police to step up their efforts to conduct a background investigation.	0
Tajikistan established the Financial Supervision Department (its financial intelligence unit) in October 2009 and prepared a new bill against money-laundering and the financing of terrorism in November 2010.	0
This exacerbated tensions between the eastern and western districts and imbalances within the National Police.	1
The group has taken advantage of the porous border between Nigeria and Cameroon to abduct foreign nationals in Cameroon.	1
The signatories also pledged to conduct a transparent and honest electoral campaign and to establish a parliamentary commission on corruption in the next legislature.	0
At the time when this international obligation was first set out, and perhaps even in 1949, when the Geneva Conventions were drafted and adopted, it was clear that an obligation of each contracting State towards any other affected contracting State was envisaged.	0
He also referred to the attack on the base of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) in Kidal on 7 October.	1
The Operation will also provide logistical support to the redeployment of the national police to the north of the country, as part of an agreed and comprehensive security plan for the electoral process developed by the Ivorian authorities, with the assistance of UNOCI and the Licorne force.	0
5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the forty revised recommendations of the Financial Action Task Force (FATF) on combating money-laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, seize and manage assets of criminal origin, in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and encourages States in the African region to continue their collaboration with FATF-like regional agencies, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money-Laundering (GBDAOM) and the Middle East and North Africa Financial Action Group (GAFIOMAN);	0
C. Legal obstacles to sanctions 50. The Team is aware of 15 lawsuits filed worldwide to challenge the implementation of some aspects of the United Nations sanctions against Al-Qaida and the Taliban by Member States.	1
Although none of them reported rape cases to the UNAMID investigation team, the truth is that Sudanese armed forces and military intelligence personnel were present in the village during the investigations.	0
This was made possible to a large extent by the leadership of Prime Minister GusmÃ£o as well as by the cooperation of all political parties represented in parliament, including the opposition, which demonstrated their willingness to move forward on a matter of national priority.	0
In Northern Darfur, the state with the lowest figures in the three Darfur states, it is estimated that the conflict has affected 685,200 people, 403,000 of whom are internally displaced.	1
Under the UNIPSIL non-State actors project, the Political Parties Registration Commission continued to play a key role in implementing capacity-building programmes for political parties, including their women and youth sections, to mitigate and resolve conflicts.	0
In Algeria, the Al-Qaida organization in the Islamic Maghreb (QE.T.14.01) continues to pose an active and dangerous threat not only to Algeria but also to the countries of the Sahel, in particular Mauritania and, more recently, Mali.	1
With regard to the discussion on the modification of procedures, the Team agrees that as part of any reform the more legal character that the Council has sought to give to the regime in recent years should be promoted, for example through the introduction of the âassociated withâ approach set out in resolution 1617 (2005), as well as summaries of the grounds for inclusion and review mechanisms provided for in resolution 1822 (2008).	0
The States visited had operational and policy measures in place to suppress the recruitment of terrorists.	0
Hizbullah's maintenance of a considerable complex military capability beyond the control of the Government of Lebanon effectively creates a climate of intimidation and constitutes a fundamental challenge to the security of Lebanese civilians and the Government's monopoly on the legitimate use of force.	1
Apart from regular meetings of the Council of Arab Ministers of the Interior, there is no regular and institutionalized exchange of operational information in the subregion.	0
Arbitrary acts of destruction, particularly by Government forces, appear to have been committed, exceeding to a large extent any military imperative.	1
The soldiers wounded in that fight were taken to Baram for medical care.	1
The special meeting sought to take the first step towards raising regional awareness of the Al-Qaida sanctions regime and to encourage greater collaboration between the Committee and the Sahel and Maghreb countries.	0
AQAP's ability to launch international attacks remains, but for now the impact of its activities is mainly limited to Yemen.	1
The Security Council and its sanctions monitoring groups have sought to enhance monitoring of exceptions to the arms embargoes in force in the Democratic Republic of the Congo and Liberia.	0
:: On 2 November 2014, Syrian regime warplanes attacked Um Twyena and killed five people.	1
âThe Security Council urges Member States to strengthen bilateral, international, regional and subregional cooperation in order to prevent the travel of foreign terrorist fighters from or through their territories, including through greater exchange of information with a view to identifying foreign terrorist fighters, understanding their patterns of displacement and disseminating the practices of empirical risk assessment by passengers and border control, taking into account the need to address the challenges posed by the escape routes used by those combatants.	0
During that period, the Commission will continue to investigate the crime and will assist the Lebanese authorities in deepening the investigation.	0
The summary executions were directed against the Nande ethnic group and the Pygmies, who were forced to flee to the forests for the first time to escape persecution due to their alleged collaboration with the Congolese Coalition for Democracy/Liberation Movement (RCD/ML).	1
(1) Anyone who, for the purpose of hijacking an aircraft for the purpose of driving it to a foreign country, takes control of it or uses an aircraft entrusted to him for that purpose without permission, shall be punished by imprisonment for a term of 3 to 10 years or by confiscation of property.	1
Several States in the Asian region have actively supported the development of arguments against incitement, including for use on the Internet, in order to correct the ideological and religious falsehoods underlying terrorist ideologies.	0
The provisions of Act No. 656/2002 on preventing and combating money-laundering coincide with those contained in Directive No. 2001/97/EC of the European Parliament and of the European Council of 4 December 2001 amending European Council Directive No. 91/308/EEC on preventing the use of the financial system for money-laundering.	0
One way in which States could take all these issues more fully into account would be to incorporate them into comprehensive and integrated national counter-terrorism strategies, which would pay attention to the factors leading to terrorist activity.	0
There is also a wealth of credible background suggesting that criminal acts have been knowingly committed as part of widespread or systematic attacks against the civilian population.	1
The Council expresses its deep concern that civilians continue to constitute the majority of the victims of violence committed by parties to armed conflict, including as a result of deliberately targeted attacks, the indiscriminate and excessive use of force, the use of civilians as human shields and sexual and gender-based violence, as well as all other acts committed in violation of applicable international law.	0
Recognizing that development, security and human rights are mutually reinforcing and vital to an effective and integrated approach to counter-terrorism, and stressing that ensuring sustainable peace and stability should be one of the particular goals of counter-terrorism strategies,	0
However, the regime continued to face obstacles in the courts, although it was true that the Committee had not yet been able to demonstrate the effectiveness of the process adopted by the Ombudsman.	0
Sheikh Yusuf Indohaade moved militia from Baledogle airfield to positions north-west of Jowhar.	1
âThe Security Council underlines the importance of the commitment of Ethiopia and Eritrea to lay the foundations for sustainable peace in the region and, mindful of the responsibilities of the United Nations under the Algiers Agreements, remains committed to encouraging and assisting both countries to achieve this goal.	0
The Commission understands that the forced displacement of the civilian population was systematic and widespread and therefore constitutes a crime against humanity.	1
Since then, the number has doubled to 16, in addition to the Special Adviser, and more observers and United Nations Volunteers are being recruited.	0
I am deeply concerned that sexual violence against girls continues for many years to undermine prospects for peaceful coexistence in Darfur.	0
They also went to police stations and the district prosecutor's office to obtain information on the rape cases already reported.	0
They have enacted anti-terrorism laws and made efforts to further strengthen regional coordination and cooperation, particularly in the maritime context.	0
In that case, the problem arises of whether the other participants in the group who did not intervene in the commission of the crime, which had not been previously planned or planned, also incur criminal responsibility for it.	1
However, let no one be mistaken: my country is also ready to resist the unilateral declaration of independence unceasingly until a compromise solution is seen.	0
The women and girls were separated from the men, confined in an area near the mosque, and subsequently removed by their captors for rape.	1
The regime's conditions were modified by resolutions 1333 (2000) and 1390 (2002) to impose three targeted measures (asset freeze, travel ban and arms embargo) against individuals and entities associated with the Taliban and Al-Qaida.	1
It is impossible to reconcile arms being carried outside the official armed forces with participation in power and government in a democracy.	1
As indicated above, there is a protracted, non-international armed conflict in Darfur between government authorities and organized armed groups.	1
