es_en_TRANSOFMERS	VerCoop
I call on the donor community to contribute generously to the demining activities of Landmine Action, which are essential for the safety of the local population and United Nations military and civilian personnel in Western Sahara.	1
(a) Reiterates its call upon parties to armed conflict listed in the annexes to the report of the Secretary-General on children and armed conflict, if they have not yet done so, to prepare and implement, without further delay, plans of action to end the recruitment and use of children in violation of applicable international law;	1
III. Background A number of highly influential reports and recommendations relating to sanctions against terrorism have been published in recent months, including the Secretary-General's address on the occasion of the anniversary of the Madrid terrorist attacks of 11 March 2004 and his subsequent report entitled âIn larger freedom: towards development, security and human rights for allâ (A/59/2005 and Add.1-3).	1
The attempt by States to achieve a peaceful resolution of conflicts is a continuing process.	0
(b) Encourage States to provide relevant officials with the necessary training to implement the legal framework against terrorism, for example in areas such as investigation, prosecution, sentencing and extradition.	0
" The Security Council encourages relevant regional and subregional organizations to continue to participate in the peaceful settlement of disputes, as appropriate, including through conflict prevention, confidence-building and mediation activities, and underlines the importance of harnessing the existing and potential capacity of regional and subregional organizations in this regard.	1
:: Report to the Committee after each meeting. Each working group will be chaired by a member of the Committee who will be assisted by the staff of the United Nations Office for Disarmament Affairs, the experts of the 1540 Committee and its secretariat, as required.	1
During the reporting period, there were 1 shooting, 14 robberies, 3 abductions and 1 demonstration; on 9 July, a stone thrown by a resident of the city of Zugdidi damaged a UNOMIG vehicle.	0
At the end of the reporting period, UNMIK police comprised approximately 4,400 officers from 53 countries, representing more than 90 per cent of the total authorized strength.	0
âThe Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective effort to resolve the conflicts in the Middle East peacefully and to promote international reactions to the transformations that the region is undergoing, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	1
Some delegations stressed the importance of the six-party talks seeking a solution to the nuclear issue on the Korean peninsula and called for efforts to create favourable conditions for the resumption of those talks.	1
In other cases, deaths have occurred in violent circumstances and the authorities have been unable or unwilling to issue an official document certifying death.	0
The Georgian leadership was firmly committed to a peaceful resolution of the conflict on its territory, which was ethnically inclusive and inclusive and safeguarded human rights and freedoms.	1
However, the Team believes that the arms embargo provides an opportunity to resolve this issue, and recommends (i) that the Committee explicitly include improvised and civilian-purpose explosives in the terms explanation document; (ii) that the Committee compile the experiences of Member States in combating this threat in a document published on its website; and (iii) that the Security Council specify in a future resolution on this subject that ârelated materials of all kindsâ also refer to improvised and civilian-purpose explosives.	0
They called for more decisive action by the United Nations in general on the causes of terrorism, such as Islamophobia.	1
I have the honour to transmit herewith the concept note on the briefing on counter-terrorism to be held in the Security Council on 27 September 2010 (see annex).	1
Overall, the Team has noted a high level of commitment to the work of the 1267 Committee and an encouraging general awareness of the list and measures.	0
In Northern Darfur, the largest internally displaced persons camp in the state, Abu Shouk, has been overwhelmed by the arrival of more than 20,000 new refugees from violence in the past two months.	0
Subsequently, on 14 May 2000, the Mwanza talks were held between the Presidents of Rwanda and Uganda, who also agreed on demilitarization.	1
Reaffirming the statement of its President adopted at the meeting of the Council held at the level of Heads of State and Government on 31 January 1992 (S/23500), including the need for all Member States to fulfil their obligations with regard to arms control and disarmament and to prevent the proliferation in all its aspects of all weapons of mass destruction,	1
It remains one of the most capable extremist armed groups in Iraq.	0
" The Security Council recognizes the need for systematic follow-up and reporting on progress made in protecting civilians in armed conflict.	1
13. Urges the international community to provide support and assistance to enable States to fulfil their responsibilities with regard to the protection of refugees and other persons covered by international humanitarian law;	1
In this regard, we request that every effort be made to ensure that such meetings are held every two months, as agreed, and that, to the extent possible, the heads of intelligence and security services participate personally in those meetings. We urge all parties concerned, including in particular the African Centre for Study and Research on Terrorism, the Sahel Fusion and Liaison Unit and the African Intelligence and Security Services Committee, in close cooperation with the African Union Commission, to continue and intensify their efforts to exchange views and provide mutual assistance, and to implement the outstanding aspects of the operational findings of the meeting of the heads of intelligence and security services.	1
:: Several members stressed the need for the international community to engage collectively in promoting harmony and dialogue at the cultural and religious levels, noting that terrorism had no creed, culture or religion.	1
4. Calls upon States to act vigorously and decisively to halt the flow of funds and other financial assets and economic resources to individuals and entities associated with Al-Qaida, Osama bin Laden or the Taliban, taking into account, as appropriate, international codes and standards to combat the financing of terrorism, including those aimed at preventing the misuse of non-profit organizations and informal or alternative remittance systems;	1
âThe Security Council calls on Burundi to prevent any form of support from its territory to armed groups in the Democratic Republic of the Congo.	0
In order to suspect certain persons as perpetrators, it is necessary to determine the international crimes the responsibility of which could be attributed to them.	0
China should raise with the Supreme Leader of the Democratic People's Republic of Korea and other high authorities the issue of abductions and infanticides of children entitled to Chinese nationality, the obligation to abort women returnees and other human rights violations against returnees from China.	0
At that meeting, the parties supported in principle UNHCR's approach to the return of refugees and internally displaced persons over the next two years.	1
Aware of the importance and urgency of such a wide-ranging issue as the fight against terrorism and in order to provide additional relevant information to the Committee, the Government of the Czech Republic has accompanied a separate annex to its âFifth Reportâ the âLaw No. 61 (Recop.1996) on certain measures against the laundering of proceeds of crime and amending and supplementing legislation relating to related activitiesâ.	1
Other measures contributing to the polarization of the two groups included the 1987-1989 conflict over access to grasslands and water sources between nomads of Arab origin and the sedentary Fur.	0
JEM stressed that its domestic rules imposed a firm obligation to respect international humanitarian law and human rights law, and that they had neither attacked nor attacked civilian targets.	0
When the attack occurred, the women ran to a wadi, where they were surrounded by the army.	0
There is a need to improve the exchange of information and also to encourage cooperation with States in other regions.	1
âThe Security Council stresses the need to address in a sustainable manner the root causes of the conflict in the eastern part of the Democratic Republic of the Congo and reiterates its support for the implementation of the commitments made under the Framework for Peace, Security and Cooperation for the Democratic Republic of the Congo and the Region, which is essential for achieving lasting peace and security in the Great Lakes region.	1
âThe Security Council reaffirms its primary responsibility for the maintenance of international peace and security in accordance with the Charter of the United Nations, and recognizes the primary responsibility of States for the eradication of piracy and armed robbery at sea.	1
- There is an urgent need to tighten measures to detect and halt the flow of financing and funds for terrorist purposes;	0
" The Security Council expresses its deep concern at the direct threat posed by the activity of armed groups to the security of the civilian population and the implementation of humanitarian operations.	0
Judge Mezher accepted the proposal under the following conditions: that the vehicles should be filmed at the site of the event, marked and numbered; they should also be filmed during transport and once again upon arrival at the Helou barracks, where they should be covered and guarded 24 hours a day to prevent the destruction of evidence.	1
States should rather establish a clear, comprehensive and coherent legal framework that explicitly criminalizes terrorist acts as serious criminal offences, punishes such acts according to their gravity and facilitates the prosecution of terrorists by the courts.	1
Of the four States visited, two have not yet adopted the counter-terrorism bills that have been prepared for several years.	0
32. Encourages Member States, when defreezing the assets of a deceased person or an entity that has been reported or confirmed to have ceased to exist as a result of the delisting, to recall the obligations imposed by resolution 1373 (2001) and, in particular, to prevent the thawed assets from being used for terrorist purposes;	1
:: On 16 November 2014, regime warplanes attacked the town of Maarat Misreen with a missile and killed five people, including a child and a woman, and destroyed residential buildings.	0
Council members agreed that efforts should be made to address the root causes of the conflict and that a coordinated response involving all relevant United Nations bodies was required.	1
FAO also provides technical and legal support to the Federal Government of Somalia to facilitate the adoption of a sound legal framework for fisheries, including the establishment of a Somali Federal Fisheries Authority under the Ministry of Fisheries and Marine Resources.	0
The criteria used to list a person or entity are set out in paragraphs 2 and 3 of resolution 2160 (2014) and relate to its association with the Taliban and as a threat to the peace, stability and security of Afghanistan.	0
Fourthly, there are direct threats to the security of mission personnel.	0
These false accusations contradict the basic reason and standards of a professional attitude, and I am sure that the Council will reject them.	0
The directory has been designed as a source of information on best practices related to counter-terrorism, model laws and available assistance programmes.	1
Over the past six months, Hizbullah leaders publicly stated on several occasions that they had strengthened their military capabilities and would continue to do so, in open defiance of resolution 1559 (2004).	0
On 26 July 2005, the Security Council adopted resolution 1612 (2005) on children and armed conflict.	1
(c) The movement of military equipment and equipment into the Darfur region, as approved in advance by the Committee established pursuant to paragraph 3 (a) of resolution 1591 (2005), at the request of the Government of the Sudan;	0
We urge Israel to respect its obligations towards the population of the occupied territories.	0
âThe Security Council notes the publication of the Rabat Memorandum on Good Practices for Effective Counter-Terrorism in the Criminal Justice Sector, the Rome Memorandum on Good Practices for the Rehabilitation and Reintegration of Violent Extremist Offenders and the Algiers Memorandum on Good Practices for Preventing and Eradicating the Benefits of Kidnappings by Terrorists for Rescue.	0
In addition, the Team proposes that the Committee consider the benefits of a conditional or interim de-listing, whereby the Committee could either adopt a prolonged period of exemption for some listed Taliban or even suspend sanctions altogether, subject to certain conditions, while regularly receiving, for a defined period of time, assurances that their inclusion is no longer necessary.	1
In accordance with resolution 1963 (2010), the Executive Directorate will also assist the Committee in organizing a special meeting, open to all members and other relevant stakeholders, to celebrate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee.	0
I must say that the subject you have set for our debate today, although exciting, is a great challenge.	0
Support to women's organizations in communities where peacekeepers are deployed to raise awareness of HIV/AIDS and strengthen community prevention strategies.	1
The percentage of minority representatives in the Service is 17 per cent and the representation of women is 22 per cent.	0
The international community must shoulder the responsibility to protect the civilian population of Darfur and put an end to the endemic impunity there.	1
The Commission acknowledges that the Chief of the Defence Forces faced a massive abandonment of personnel and the need to maintain the discipline of the forces, but notes significant discrepancies between the measures taken and the procedures required by law.The Chief of the Defence Forces publicly announced on 16 March that, since 1 March, the petitioners were considered civilians.The Defence Forces had sought legal advice from the legal adviser of the Council of Ministers designated internationally, as there were none in the F-FDTL or the Ministry.	0
The Team also held its second meeting for heads and deputy heads of intelligence and security services of six Arab States in Geneva, Switzerland, in May 2005, and continued its deliberations on the threat posed by AlQaida and other possible measures that could be considered by the Security Council.	1
In its resolution 2154 (2014), adopted on 8 May 2014, the Security Council noted with deep appreciation the manner in which Captain Mbaye Diagne of Senegal, who, acting in the service of the United Nations Assistance Mission for Rwanda, disarmed and facing extreme and constant danger, saved hundreds, or perhaps even a thousand, of Rwandans from death during the 1994 genocide in Rwanda.	1
To date, the Council has not requested the Secretary-General to report to the Council on his efforts, as invited in presidential statements of 2009 and 2010, aimed at mainstreaming the issue of drug trafficking as a factor in conflict prevention strategies, conflict analysis, evaluation and planning of integrated missions and support for peace-building.	1
An awareness-raising campaign on gender-based sexual violence and the rights of children in internally displaced persons sites in the Dar Sila region was also organized from 11 to 19 August.	1
" The Security Council encourages the United Nations, the African Union, CIRGL and the Southern African Development Community (SADC) and other relevant international and regional organizations to continue to work together, with the sustained participation and support of the international community, towards the implementation of the PSC Framework.	1
The Government did not accept recruits from all tribes.	0
Research and policy analysis on a number of issues, such as conflict prevention and early warning mechanisms, will be promoted.	1
The Special Representative stated that hostilities did not give rise to hope that the opposing parties would conclude an agreement during the IGAD-led peace talks on 6 November.	1
In its resolution 733 (1992), the Security Council imposed a comprehensive and comprehensive arms embargo against Somalia, and in its resolution 751 (1992) established a Committee to monitor the implementation of the embargo.	0
Most people in the region rightly refuse to return to the previous status quo, since a truce based on such a limited outcome cannot be expected to be lasting.	0
It seems that the population not only aspires but demands that more plural and representative governments generate tangible benefits for citizenship.	0
The looting of villages and the appropriation of livestock, crops, household goods and other personal effects of the population by Government forces and militias under their control is certainly a war crime.	0
At the end of the meeting, the parties agreed with the communiquÃ© of my Personal Envoy, contained in annex I to the present report, and reiterated their commitment to continue negotiations in Manhasset at a date to be agreed upon.	1
Reaffirms that it condemns all incitement to violence against civilians in situations of armed conflict, also reaffirms the need to bring to justice those who incite or otherwise provoke such violence, and declares its readiness, in authorizing missions, to consider, where appropriate, measures in response to media broadcasts inciting the commission of acts of genocide, crimes against humanity and serious violations of international humanitarian law.	1
In general terms, the attitude of the government authorities towards the Commission has been an attitude of cooperation.	1
The introduction of changes in the police structure of Bosnia and Herzegovina will require the support of international police experts.	1
The resources that can be looted, particularly those that can be accessed directly by militant leaders (rather than through their chain of command), can prolong conflicts by creating disciplinary problems that make it difficult for leaders to impose a solution on their followers.	0
Since my previous report to the Council, unfortunately, only limited progress has been made in the implementation of the provisions of the Pretoria Agreement on the Peace Process in CÃ´te d'Ivoire (S/2005/270, annex I) of 6 April 2005, and the wide differences in the positions of the parties have increased.	0
Calls upon parties to armed conflict to undertake and implement concrete time-bound commitments to combat sexual violence, including the issuance of unequivocal orders through lines of command prohibiting sexual violence and the prohibition of sexual violence in codes of conduct, manuals of military operations or equivalent regulations, and also calls upon the parties to make and implement concrete commitments with regard to the timely investigation of alleged abuses in order to hold accountable those responsible;	1
In order to ensure lasting peace in the aftermath of conflict, it is essential to devote sufficient and flexible means to peace support and crisis management activities in the transitional stages, such as the protection of civilians, including United Nations and humanitarian personnel, the disarmament, demobilization and reintegration of ex-combatants, and the establishment of transitional public and judicial institutions, as well as the promotion and protection of human rights and the integration of a gender perspective and ending impunity.	0
This programme aims to contribute to the implementation of the necessary structural reforms in order to give the Congolese State the capacity to exercise its authority throughout the country, to strengthen the capacity of communities to respond to major upheavals and to provide economic opportunities for unemployed young people and other high-risk groups, as well as to obtain tangible peace dividends in the western provinces.	0
The resolution authorizing the establishment of UNMISET was adopted unanimously as resolution 1410 (2002) on 17 May.	1
" The Security Council further condemns terrorism in all its forms and manifestations, as and by whomsoever committed.	0
The members of the Council also mandated the President of the Council to convey to the Permanent Representative of the Democratic Republic of the Congo their concern about the expulsion of the Director of the United Nations Joint Human Rights Office and to call upon the Government of the Democratic Republic of the Congo to continue to combat impunity and promote respect for human rights and the rule of law.	1
The three countries mentioned their efforts to strengthen various counter-terrorism laws and bring them into line with United Nations resolutions, but lack of capacity impedes effective implementation.	1
In its resolution 1783 (2007), the Security Council requested the Secretary-General to continue to take the necessary measures to ensure that MINURSO fully complied with the United Nations policy of zero tolerance of sexual exploitation and abuse.	1
In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to refine and update information on the preliminary list of individuals and entities that violate the measures to be taken by Member States in accordance with resolution 733 (1992), inside and outside Somalia, and those that actively support them, with a view to the possibility of future action by the Council, and to submit such information to the Committee established pursuant to resolution 751 (1992), when the Committee deems it appropriate.	1
At the end of the period under review, the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014) contained three individuals, who were designated on 7 November.	0
Another State had established an interdepartmental working group on migration to implement measures to promote integration, particularly in the areas of language skills and employment training, in order to promote dialogue with immigrants and control xenophobia, racism and extremism.	0
Consequently, climate change was not only exacerbating existing threats to international peace and security; it was also in itself a threat to international peace and security.	0
I urge donors to explore possibilities for supporting Sudan's disarmament, demobilization and reintegration efforts after the holding of the referendums.	1
In the same resolution, the Council instructed the commission to investigate systematic, widespread and serious violations of human rights in the State with a view to ensuring full accountability, particularly in cases where such violations could constitute crimes against humanity.	1
The Council also expressed its intention, in establishing, amending or revising the mandate of the relevant sanctions regimes, to consider including provisions concerning parties to armed conflict involved in activities that violate applicable international law with regard to the rights and protection of children in armed conflict.	1
In order to expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and judgements or court records.	0
We have reason to believe that these groups will not succeed in undermining the electoral process at the national level.	0
âThe Security Council expresses its condolences to the families of peacekeepers killed in combat while protecting the population in the eastern part of the Democratic Republic of the Congo.	0
Requests the Secretary-General and relevant United Nations agencies, inter alia, in consultation with women and women-led organizations, and as appropriate, to develop effective mechanisms to protect women and girls from violence, in particular sexual violence, in United Nations-administered refugee and internally displaced persons camps, as well as in all disarmament, demobilization and reintegration processes and in United Nations-assisted justice and security sector reform efforts.	1
One delegation expressed concern that, despite the designation by the Council, Ocean Maritime Management vessels continued to operate, including in foreign ports, and proposed that the Committee remind Member States of their obligation to impose the measures resulting from the designation, including by seizing the entity's vessels and freezing its assets.	0
- Consider imposing arms embargoes and other measures aimed at preventing the sale or supply of arms and related materiel of all kinds to parties to an armed conflict who commit violations of applicable rules of international law.	0
It called on the Somali leaders to redouble their efforts to implement the road map and to meet the planned deadline for the transition, which was August 2012.	0
Document: Order of inquiry issued by the first investigating judge of the Beirut Military Court No. 23/2005, dated 14 February 2005.	0
It seems clear that the listed terrorists still manage to raise and receive funds from supporters from outside their nearest circle.	0
The Commission recommends that further investigations be carried out to establish whether the following men of Commander Reign were present in Fatu Ahi: MoisÃ©s Ramos, PlÃ¡cido Ribeiro GonÃ§alves, Deolindo Barros, AntÃ³nio Savio, Filomeno Soares Menezes, Francisco de Augusto, Gilson JosÃ© AntÃ³nio da Silva, Joaninho Maria Guterres, Joaquim Barreto, JosÃ© Bomes, Natalino Borges Pereira, AndrÃ© da Costa Pinto Martinho Almeida, Albilio da Costa de Jesus, Francisco Ximenes Alves, Filsberto Garcia, Dario da Silva Leong, Nelson Galucho and Nixon Galucho.	1
For example, Europe has the European Union and the Schengen Agreement; Africa, the Economic Community of West African States (ECOWAS) and the Southern African Development Community (SADC); Asia, the Association of Southeast Asian Nations (ASEAN) and the Commonwealth of Independent States (CIS); North America, the North American Free Trade Agreement (NAFTA); Central America, the Central American Integration System (SICA); and South America, the Andean Community and the Southern Common Market (MERCOSUR), which are evolving towards a merger to create the South American Community of Nations.	0
Many counter-terrorism experts and international organizations and agencies also believe that it is important to control commercially available dual-use systems and components that could be used in terrorist attacks.	1
:: On 29 November 2014, regime warplanes dropped two barrel bombs on the Wahid al-Yousef school in the village of Kafr Sajna in Idlib and completely destroyed it.	0
However, the Deputy Prime Minister's Social Democratic Party has publicly stated that it will not withdraw from the MPA coalition in order not to jeopardize the stability of the Government.	1
As part of the efforts of the Division to recruit qualified experts to serve on sanctions panels and teams, and as is done annually, a note verbale was sent to all Member States in December to request the nomination of suitable candidates to serve on the Division's roster of experts.	1
The second point I would like to address today is our continued concern for the well-being of innocent people in Gaza and in the towns and cities of southern Israel.	0
For example, Burkina Faso attached importance to combating violent extremism and was fighting attempts to recruit terrorists.	0
The Committee encourages the Executive Directorate to continue its analysis of regional and thematic issues, with a view to informing both the Executive Directorate and Member States in general, taking into account developments in the world situation and focusing on key issues such as the use and abuse of new information and communication technologies, the protection of the rights of victims of terrorism, new challenges to the prosecution of terrorists, the creation of strategic partnerships with relevant non-governmental actors (including women's and youth groups, religious leaders, the media and the private sector), the protection of tourism infrastructure, kidnappings in return for ransom, the fight against violent extremism and crimes committed to finance terrorism.	1
On behalf of the Czech Republic, I would like to thank the Counter-Terrorism Committee for its efforts in combating international terrorism.	1
However, some Mogadishu leaders accused the President of coming to Ethiopian territory to acquire arms and troops for his future activities in Somalia.	0
Through a comprehensive, society-wide approach, efforts to curb recruitment and address the needs of returning foreign terrorist fighters (to ensure that they are not radicalized and resort to violence in their country or in third countries).	0
Mr. Serry described as alarming the disparity between the progress made towards the establishment of a Palestinian State and the persistent and deep stalemate on the political track.	0
The signatories also pledged to conduct a transparent and honest electoral campaign and to establish a parliamentary commission on corruption in the next legislature.	1
The Security Council, in paragraph 4 of its resolution 1977 (2011), decided that the Committee established pursuant to resolution 1540 (2004) should submit an annual programme of work to the Council by the end of May each year.	0
13. Encourages INTERPOL to intensify its efforts with regard to the threat posed by foreign terrorist fighters and to recommend or establish additional resources to support and encourage national, regional and international measures to monitor and prevent the transit of foreign terrorist fighters, such as expanding the use of INTERPOL Special Notifications to include foreign terrorist fighters;	1
As a result, some members of the Committee who did not have information on a name and had not been part of the consultations may have felt marginalized in the decision-making process; although there could have been a more open exchange at the meetings of the Committee, all members had the opportunity, and often exercised it, to request further details when they considered it important.	1
Some regions have also concluded specific agreements aimed at controlling the export, import and transit of such weapons.	0
It was not fully parked online if we consider how the force of the explosion affected a red Ford vehicle, which was probably parked directly in front of the Mitsubishi.	0
The Committee continued to explore a media outreach strategy, based on an informal paper prepared by the Committee's experts, which aims to use the resources of the United Nations and the Committee in a methodical and efficient manner to reach a wider and more targeted audience, through initiatives such as the development of specialized mailing lists whose members would receive key developments on the Committee electronically.	0
âThe Security Council recognizes the important work of United Nations entities and other multilateral organizations in supporting efforts to prevent and suppress the financing of terrorism and terrorist organizations, in particular the Financial Action Task Force, the Eastern and Southern Africa Anti-Money Laundering Task Force, the Intergovernmental Action Task Force against Money Laundering in West Africa and the Middle East and North Africa Financial Action Task Force.	1
They also called on the Forces nouvelles to begin as soon as possible, before 15 October, without preconditions, the demobilization, disarmament and reintegration process agreed upon in Accra, and stressed that all paramilitary and militia groups should also be disarmed.	1
Only three years after its inception, the DIS force is still at a training stage, but has been able to demonstrate that it can have a positive impact on the security of vulnerable populations in the east of the country.	0
On 19 November, the Council adopted a presidential statement (S/PRST/2014/23) setting out practical measures for the effective implementation of resolutions 2170 (2014) and 2178 (2014). Specifically, the presidential statement included measures to improve the exchange of information between States in order to prevent the travel, recruitment and financing of terrorists. It identified new funding flows from ISIL and the Nusra Front, which required Member States to increase surveillance to ensure compliance with international obligations. It also identified effective strategies and enhanced cooperation to halt the spread of violent extremism in communities, with the intention of improving the situation of the United Nations to address the causes of terrorism and violent extremism through (a) enhanced coordination among States, (b) enhanced effectiveness in capacity-building, (c) improved coordination among United Nations counter-terrorism entities and field missions and (d) intensified efforts by Member States and the United Nations, including strategic communications, to counter violent extremist ideologies that encourage terrorism.	0
The two parties agreed to continue their dialogue with a view to strengthening their bilateral relations in such a way as to enable them to establish mutual diplomatic representations.	1
One State noted that, while global counter-terrorism efforts had substantially weakened the leadership of Al-Qaida, the threat now came from affiliated but independent groups of the core organization, as well as individuals affected by the ideology of those groups and their incitement to violence; several States stressed that terrorism should not be associated with any religion, nationality, civilization or group and that the terrorist threat stemmed from multiple sources, including right-wing and xenophobic extremist groups.	0
In order to determine whether the time had come to initiate that process, a comprehensive assessment of the situation in Kosovo, covering much more than the implementation of standards, was needed.	1
Finally, it should be established under what circumstances force could be used in a peacekeeping operation, ranging from self-defence to peace enforcement to robust peacekeeping, and how that fits into the implementation of its own civilian protection mandate.	1
The Commission considers that the Minister of the Interior and the Commander General ignored institutional procedures by irregularly transferring arms within the institution;	0
At the 6897th meeting of the Security Council, held on 20 December 2012, in connection with the Council's consideration of the item entitled "Post-conflict peacebuilding", the President made the following statement on behalf of the Council:	1
87. The Committee of Joint Chiefs of Staff plans all military operations from Khartoum.	0
To that end, one of the instruments available to Member States is the United Nations Register of Conventional Arms, which includes data provided by States on international arms transfers, as well as information on military holdings, procurement from national production and relevant policies.	0
As the demonstration was scheduled to end at 1 p.m. on Friday, 28 April, a change in the mood of the concentrated crowd in front of the Government Palace was felt early in the morning.	0
6. Demands that all States and parties to armed conflict comply fully with all relevant decisions of the Security Council and, in this regard, cooperate fully with United Nations peacekeeping missions and United Nations country teams in the follow-up to and implementation of those resolutions;	1
On the other hand, Syrian security forces have continued to conduct operations along the Lebanese-Syrian border, part of which has been mined in recent months.	0
Many States have taken measures to combat illegal immigration and trafficking in arms and explosives, but more systematic implementation of such measures is needed in almost all regions.	0
38. Reaffirms that the Monitoring Team shall transmit to the Committee every six months a list of individuals on the Al-Qaida Sanctions List whose death has been reported, together with an assessment of relevant information, such as the death certificate and, to the extent possible, the status and location of frozen assets and the names of individuals or entities likely to receive the unfrozen property, instructs the Committee to review those entries to decide whether they remain appropriate, and calls upon the Committee to eliminate entries for deceased persons when reliable information on the death is available;	1
(i) Strengthen its cooperation with international, regional and subregional organizations and establish operational modalities with each of them, taking into account differences in their capacities and mandates, including operational exchanges, briefings to and from the Committee, and improved information-sharing arrangements;	1
The failed attempts by Aiman Muhammad Rabi al-Zawahiri to mediate internal conflicts between Al-Qaida and Jabhat al-Nusra (an Al-Qaida affiliate in Iraq), as well as the continuing fighting within Al-Shabaab, reveal the limits of Al-Zawahiri's authority.	0
As expected, the arrival of summer has led to an increase in the level of activity of opposing militant forces.	0
The Committee will continue to focus on observing and promoting the implementation by Member States of resolution 1373 (2001) and on taking practical measures to enhance the capacity of States to combat terrorism, including measures to facilitate the provision of technical assistance.	0
Resolution 1624 (2005), which encourages interreligious and intercultural dialogue and understanding, needs to be more effectively implemented in order to combat incitement to commit terrorist acts motivated by extremism and intolerance.	1
The main aspects of the statements made by the Permanent Representatives, as well as the exchange of views among the members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2014/3).	1
Secondly, cross-border crime weakens the capacities of the State, including military and police capabilities.	1
Following this exchange of views, the Team has discussed this issue with the Committee and has contacted other States with similar programmes to expand its investigation.	1
While no case of actual use of such a device has been reported since the issuance of the Team's previous report, concern remains that listed groups and individuals remain interested in committing such an attack, as well as reports that illicit sources of radiological materials still exist, particularly in the Al-Qaida and Taliban areas of activity.	0
Secondly, even when peace is being sought in the midst of conflict, it is necessary to respect fundamental human rights and humanitarian law.	0
Progress made in the elimination of Syrian chemical weapons by States Parties hosting destruction activities	0
In closed consultations, the Special Envoy briefed the Council on his priorities and preliminary consultations and ideas for the way forward, noting that the Geneva communiquÃ© of 30 June 2014 remained valid and that he had established comprehensive parameters for a negotiated solution in the future.	1
In addition, the Committee considered that the list of items, materials, equipment, goods and technology related to ballistic missile programmes contained in the annex to its previous report (S/2014/253) replaces the previous list (see S/2012/947) and will be subject to the measures imposed by the Security Council in paragraphs 8 (a), (b) and (c) of resolution 1718 (2006).	0
Support should be conditional on the progress made by the Congolese authorities in establishing a properly functioning FARDC supply chain and should also be accompanied by measures to improve FARDC accountability and respect for human rights.	1
While reform of the security forces is a sovereign prerogative, I encourage the Government to seek to resolve the underlying issue of the cohesion of the national army, including through the formation of a professional FARDC that is adequately equipped and supplied.	1
President Abbas and Prime Minister Seniora also considered establishing a Lebanese-Palestinian dialogue on the social and economic well-being, security and representation of Palestinian refugees in Lebanon.	1
However, the financial and other institutions involved in implementation do not yet have this change in mind, and the Team recommends that the Committee and States find a way to disseminate it.	1
The two parties to the Comprehensive Peace Agreement appointed coordinating agents for children and armed conflict.	0
Illegal association for the commission of international crimes	0
In that decision, and although members of the Allied Coalition Forces were expressly excluded from the jurisdiction of the United Nations Compensation Commission, compensation was granted in respect of prisoners of war claims filed by Allied Coalition troops for losses or injuries resulting from ill-treatment in violation of international humanitarian law.	0
Rehabilitation approaches differ between States, but increasing attention is being paid to sharing experiences and identifying best practices in this area.	0
The purpose of the study is to present current general trends in the implementation of the resolution, with a view to identifying vulnerable points in regions or areas where certain groups of States encounter particular difficulties in implementation and could therefore benefit from a regional or subregional approach to combating terrorism.	0
10. Instructs the Counter-Terrorism Committee Executive Directorate to facilitate the availability of information contained in national counter-terrorism studies and assessments, when agreed by interested Member States, and further instructs the Executive Directorate to facilitate the availability of information on regional counter-terrorism capacity, when approved by the Committee, as appropriate;	1
The telephone records show that four calls were made to the Syrian intelligence officer Jamea Jamea at 1142 hours, 1814 hours, 2023 hours and 2026 hours. According to one witness, Abdel-Al visited the Jamea Jamea office at 7.30 p.m. on the afternoon of the explosion, and during the visit they discussed Mr. Abu Adass.	1
In a note, Theo Van Boven described this provision as more complex and specific on the right of victims to seek redress than any previous international human rights treaty.	0
The situation in Syria is a source of deep and growing concern for the United Nations.	0
