es_en_DEEPL	MatCoop
The incident in North Mitrovica clearly demonstrated that, despite the Security Council mandate on the reconfiguration of UNMIK, EULEX is increasingly moving away from the principle of status neutrality, which is detrimental to the position of the international presence.	0
In total, 12 states have adopted provisions to regulate the production, sale and transfer of arms and explosives, although only two have fully implemented these measures.	1
The Special Representative highlighted the significant political progress, particularly in the process of state formation and welcomed the ongoing process of reconciliation and the establishment of interim administrations.	0
The Office of Information and Administration will monitor end-of-term evaluations in the electronic performance appraisal system (e-PAS) for all CTED staff and will help promote the mobility of all staff participating in the new voluntary network exchange initiative through lateral moves by groups within networks, such as the Political, Peace and Security Occupational Network.	1
UNDP and its implementing partners have taken steps to provide reintegration services to an additional 7,219 ex-combatants following their demobilization.	1
Technical agreements have been formalized between the Interpol office in Sarajevo and law enforcement agencies at both the entity and state levels, allowing these police forces direct access to the Interpol database. Police training	1
UNMIS continues to share immediate reports and all other vital information with UNAMID regarding the flight restrictions imposed by the Government of Sudan over Southern Darfur and the fighting between the Justice and Equality Movement (JEM) and the Sudanese Armed Forces.	0
I therefore urge donors to ensure that assistance to demobilized ex-combatants continues and that reintegration activities continue without disruption.	1
Enver Hoxhaj of Kosovo said that Kosovo's independence was a non-negotiable fact and that Kosovo's institutions were open to anyone seeking political change through institutional means, including Kosovo Serb politicians in the northern part of Kosovo.	0
At the 7109th meeting of the Security Council, held on 12 February 2014, in connection with its consideration of the item entitled "Protection of civilians in armed conflict", the President made the following statement on behalf of the Council:	0
As members of the Security Council are aware, the situation regarding the United Nations Mission in Ethiopia and Eritrea (UNMEE) has seriously deteriorated.	0
Since its last report, the Monitoring Team is not aware of any individuals on the List who have been apprehended at border crossings and the Committee has not received any reports in this regard.	1
All but one of the States have complied with the ICAO deadline for issuing machine-readable travel documents.	1
The situation in the Kodori valley remained unchanged. On 22 September, UNOMIG and CIS peacekeepers conducted a joint patrol in the lower Kodori Valley controlled by the Abkhaz side and reported that calm prevailed.	1
9. The Al-Haramain Foundation (United States of America), a listed entity, (QE.A.117.04) has filed a new lawsuit against the Government in the Federal District Court of Oregon, in addition to a previously filed lawsuit still pending in the United States. Al-Haramain claims that the U.S. decision to impose sanctions against him was arbitrary, was not supported by substantial evidence, and violated his due process rights (as it failed to explain the factual basis for the Government's action and used confidential evidence not presented to the organization), his right to be free from improper searches and seizures (based on the freezing of his assets), and his rights to freedom of speech, association, and religion. Al-Haramain also alleges that the Government's refusal to allow him to use frozen assets to pay his lawyers was a violation of his right to due process.	0
I remain concerned that mistrust between the parties, coupled with the continued presence of militias, could lead to tensions, and possibly insecurity and instability inside and outside Lebanon.	0
They are under real pressure from the international community and any attempt at two-way communication jeopardizes their security.	0
Beyond its immediate consequences, the attack on Aro Sharow and nearby villages is of serious concern because it may indicate that militias are beginning to deliberately target the IDP population and that Government forces are unable or unwilling to provide effective protection to the camps and villages where IDPs reside.	0
Expressing its concern about continuing reports of human rights abuses and violations of international humanitarian law, including against women and children, including reports of increasing incidents of sexual violence, in particular those attributed to armed men, stressing the importance of investigating such alleged abuses and violations committed by all parties, regardless of their status or political affiliation, including those occurring during the [relevant] crisis, as ......., reaffirming that those responsible for such violations must be held accountable and noting [the relevant entity's] commitments in this regard,	0
The Group reviewed the departures and arrivals of all flights, except scheduled flights, in C̫te d'Ivoire. Air traffic statistics with neighbouring countries, such as Guinea, Mali, Burkina Faso and Ghana, were also examined. After completion of the review, the Group did not find any cases of suspicious flights during the embargo period (after 15 November 2004).	1
The enforcement of these bans has also benefited from the public notoriety of those subject to them, which makes them more recognizable and decreases the likelihood that they will travel under a false identity.	1
Another delegation considered that the active protection of civilians should not be confused with the neutralization of armed groups through offensive tasks.	0
Many States are unsure what other element, rather than the death certificate, would be sufficient for the Committee and the Team recommends that the Committee provide further guidance on what it needs to consider de-listing an individual's name at death.	0
In another case, the Tribunal again examined the various elements of an attack directed against the civilian population as part of the definition of crimes against humanity.	0
(b) Work with States and the Terrorism Prevention Branch of UNODC to promote best practices and facilitate capacity-building and training for members of the judiciary, law enforcement agencies and other relevant government officials with respect to procedures for requesting and providing assistance in criminal investigations and in mutual legal assistance and extradition;	0
This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their behavior.	0
It is the people of Sudan alone who can decide through a truly participatory process whether or not a truth and reconciliation commission is right for the country and at what stage it should be established.	1
- Impose targeted and graduated measures in response to messages inciting genocide, crimes against humanity, war crimes or other serious human rights violations.	0
"Weapons of mass destruction and non-proliferation as a best business practice," followed by an exercise.	0
The Council invites UN-Women to contribute regularly to its work on women and peace and security, and notes the valuable role it will play in supporting women's role in peacebuilding and the prevention of sexual violence in conflict, including through coordination and coherence in policies and programming for women and girls.	0
Interaction with civil society revealed that the population did not fully understand MONUSCO's mandate and was unaware of its capabilities. The local population believed that only the Mission's Intervention Brigade could take strong measures to protect civilians, which is not accurate.	0
With regard to the need to enhance the capacity of Member States to fully comply with the Security Council sanctions regime against Al-Qaida and associated individuals and entities, Committee members continued to encourage the Monitoring Team to play an even greater role in this context, including through cooperation with the Executive Directorate of the Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism, which incorporates capacity-building initiatives in the framework of the Council's sanctions in the system.	0
Formulation of gender guidelines for disarmament, demobilization and reintegration activities; provision of security measures for disarmament sites within disarmament, demobilization and reintegration zones, with special attention to the needs of women; organization of meetings with women ex-combatants and women associated with fighting forces to assess reintegration needs and mechanisms.	1
Thus, for example, the judgment in the case of Jagre al-Jadi al-Makbul et al. describes how a combination of 39 police officers and members of the People's Armed Forces left the inhabitants of Thabit at the mercy of a large contingent of Fursan attackers.	0
It appears that excessive reliance was placed on the military and police experience of certain individuals.	1
85. The armed forces are also composed of an operational unit called the Border Intelligence Service, whose main function is to gather information.	1
The Group reviewed the landing of an AN-124 aircraft, with a cargo of 392 tons, from Belarus on 16 October 2004, shortly before the embargo was established. This flight continued to Lom̩, Togo, and was linked to the Darkwood company (see case study No. 1 below).	1
The resolution and the simultaneous decision to consider in the Security Council the so-called "human rights issue" in the DPRK are the most blatant manifestation of the hostile policy pursued by the United States against the DPRK, as well as the dangerous and politically motivated attempt to prepare the ground for an invasion of the DPRK using human rights as a pretext.	0
The international community remains committed to combating terrorism in all its forms and manifestations, but must redouble its efforts to achieve the full implementation of relevant resolutions and international counter-terrorism instruments.	0
The measures taken by States cover the prohibited activities by non-State actors listed in paragraph 2 of resolution 1540 (2004) in relation to nuclear, chemical and biological weapons and their means of delivery, as well as controls on related materials, in accordance with paragraph 3 of that resolution.	0
Under the leadership of my Special Representative, UNOMIG continued its efforts to promote stability in the zone of conflict and advance dialogue between the Georgian and Abkhaz sides on political and security issues, the return of refugees and internally displaced persons and economic cooperation, objectives that were supported by the high-level meeting of the Group of Friends held in Geneva under the chairmanship of the United Nations (see S/2003/412, para. 3).	1
:: On November 28, 2014, regime fighter jets launched a missile at a water crossing between the villages of Bolail and Sabha in Deir Ezzor province and the attack resulted in five dead and six wounded. Ambulances	0
Our country has repeatedly expressed its concern for the civilian population in that area and the importance of MONUC's deployment there to protect them.	0
Very few States have fully updated their legal frameworks to include specific anti-terrorism laws.	1
During the conflict, government soldiers committed a massacre in Monoko-Zohi and recently it was reported that government forces buried bodies in mass graves in Man and Danan̩.	0
Timetable. The initiation, progress and duration of the overall review shall be determined by the Secretary-General, on the basis of consultations held by the Special Envoy, taking into account the situation on the ground.	1
The Security Council urges the Government of the Democratic Republic of the Congo and the Government of Rwanda to respond without further delay to MONUC's efforts under its current mandate to establish, as soon as possible, a joint verification mechanism to ensure their common security, in particular to verify cross-border movements.	0
Eighteen persons arrested in Bouak̩ in connection with these events were transferred to the Korhogo civilian prison. In a separate incident on 17 January, 11 people, including two French nationals, allegedly associated with Mr. Coulibaly, were arrested in Abidjan on suspicion of planning a coup d'̩tat. On January 30, the prosecutor of the Abidjan military court issued an international arrest warrant for Mr. Coulibaly, who is accused of conspiring against the State.	0
:: Enhance cooperation in prosecuting terrorists, including cooperation in the prevention, investigation and prosecution of terrorist and terrorist offenses	1
(e) Allow the establishment of independent newspapers and other media; allow citizens free access to the Internet, social media, international communications, foreign broadcasts and publications, including the popular culture of other countries; and end compulsory participation in mass organizations and indoctrination sessions.	1
The operations were approved at the level of the Supreme Leader. Most of the victims of enforced disappearances were forced to work and perform other activities for the state.	0
Elements of the FDLR have reportedly been dispersed in South Kivu and their ability to move freely through population centers and to attack civilians has been restricted. However, the FDLR's ability to attack cannot be underestimated, particularly given that the FARDC has limited resources in the area, has little military training, suffers from a lack of discipline and, in addition, sometimes collaborates with FDLR commanders.	0
At the end of the reporting period, the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014) included three individuals, who were designated on November 7.	0
The Commission also received credible evidence that fighters from neighboring countries, mainly Chad and the Libyan Arab Jamahiriya, were among the ranks of the Janjaweed militias.	1
The political debate is likely to intensify, given that several election-related appeals have already been filed with the courts.	0
The United Nations was considering how best to strengthen the counter-terrorism capacity of special political missions, peacekeeping operations and United Nations country teams.	0
The Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288) of 8 September 2006 and the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64/235, to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system, as well as the full participation, within their mandates, of the relevant subsidiary bodies of the Security Council in the work of the Task Force and its working groups, and welcomes the adoption of resolution 64/297 by the General Assembly.	0
The two witnesses who had participated in the vetting process, Mr. Donghyuk and Ms. Lee, spoke of their personal experiences in the DPRK before escaping as refugees.	0
In addition, in accordance with the policy guidance adopted by the Committee on 25 May 2006, the Executive Directorate should also continue to advise the Committee on issues relating to international human rights, refugee and humanitarian law with respect to the identification and implementation of effective measures to implement resolution 1373 (2001), as well as on ways to ensure that measures taken by Member States to implement the provisions of resolution 1624 (2005) comply with their obligations under international law, in particular international human rights, refugee and humanitarian law.	0
Although local cells are known to be involved in small-scale criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating on both sides of the border between Afghanistan and Pakistan, the Islamic Republic of Iran and Uzbekistan collect transit fees from drug transporters for the benefit of the Taliban, there is as yet little convincing evidence of large-scale involvement of terrorist groups in drug trafficking or other organized crime.	0
Takes note that the human rights due diligence policy has been developed, encourages the [Mission] to fully implement it, and requests the Secretary-General to include in his reports to the General Assembly the progress made in the implementation of the policy;	0
Logistical support provided to the FARDC in accordance with the human rights due diligence policy to conduct joint operations was considered essential to conduct effective military operations and maintain the FARDC's willingness to fight and cooperate with MONUSCO.	1
Acknowledging the valuable contribution to the protection of children in armed conflict of the Special Representative of the Secretary-General for Children and Armed Conflict and the Security Council Working Group on Children and Armed Conflict, including the conclusions and recommendations made by the Working Group in line with resolution 1612 (2005), and recalling resolution 1882 (2009), which aims to strengthen the protection of children in situations of armed conflict,	0
It is clear that the failure to ensure accountability, provide reparations and foster reconciliation can hinder a peace process and a post-conflict situation, thereby creating a new threat to peace and security.	0
States have made considerable progress in establishing anti-money laundering and counter-terrorist financing laws, but there is a need for increased regional cooperation at the operational level.	1
In the light of the above, I recommend that the mandate of MONUSCO be extended for a further period of 12 months and that the Mission's military and police contingent strength be maintained at current authorized levels.	0
:: Deployment of qualified and properly trained international civilian police as a component of peacekeeping operations to augment United Nations capacity and assist the host State in law enforcement.	1
45. Recognizes the need to maintain contacts with relevant United Nations Security Council committees, international organizations and expert groups, including the Committee established pursuant to resolution 1267 (1999), the Counter-Terrorism Committee, the United Nations Office on Drugs and Crime (UNODC), the Counter-Terrorism Committee Executive Directorate (CTED), the Committee established pursuant to resolution 1540 (2004) and the Financial Action Task Force (FATF), particularly given the continued presence and negative influence on the conflict between the United Nations and the United Nations, the Counter-Terrorism Committee Executive Directorate, the Committee established pursuant to resolution 1540 (2004) and the Financial Action Task Force (FATF), in particular given the continued presence and negative influence on the conflict in Afghanistan of Al-Qaida and any cells, affiliated entities or splinter or derivative groups thereof;	0
11. During the reporting period, the Entity Armed Forces conducted normal training activities in accordance with the military provisions of the Dayton Peace Agreement.	1
Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the country concerned], ... calls upon all parties to end the grave violations and abuses committed against children in [the country concerned], urges the Government ... to develop and implement a concrete and time-bound action plan to halt the recruitment and use of children, requests the Secretary-General to continue his dialogue with the Government ... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and to continue to monitor and report on the situation of children in [the affected country];	0
For example, Burkina Faso attaches importance to combating violent extremism and is fighting attempts to recruit terrorists.	0
Prison staff and Puntland security forces fought valiantly against the attackers and succeeded in preventing the takeover of the prison and the escape of Al-Shabaab operatives, including an IED expert and a suicide bombing coordinator, the imprisoned pirates and others.	0
Noting with concern the continuing threat to international peace and security posed by Al-Qaida and other individuals, groups, undertakings and entities associated with it, reaffirming its resolve to address all aspects of this threat, and taking into consideration the deliberations of the 1267 Committee on the recommendation of the 1267 Monitoring Team contained in its eleventh report to the 1267 Committee that Member States treat the Taliban and Al-Qaida individuals and entities and their affiliated entities on the List differently,	0
The purpose of the study is to present current general trends in the implementation of the resolution, with a view to identifying regional vulnerabilities or areas where particular groups of States are facing particular difficulties in implementation and could therefore benefit from the adoption of a regional or subregional approach to combating terrorism.	1
The Security Council reiterates that the growing threat posed by foreign terrorist fighters is part of the emerging issues, trends and developments related to resolutions 1373 (2001) and 1624 (2005), and encourages the Counter-Terrorism Committee to hold special meetings in 2015 with the participation of Member States and relevant international and regional organizations to discuss ways to prevent the movement of foreign terrorist fighters and to prevent terrorists from using the Internet and social media to recruit and incite terrorist acts, while respecting human rights and fundamental freedoms, and consistent with other obligations under international law, and in this regard notes the importance of the Committee holding meetings in the affected regions on issues related to the Committee's mandate.	0
The Security Council recognizes and continues to encourage the efforts of the League of Arab States to contribute to the collective endeavor to resolve the conflicts in the Middle East peacefully and to promote international responses to the transformations in the region, while reaffirming its firm commitment to the sovereignty, independence, unity and territorial integrity of the countries of the region and to the purposes and principles of the Charter.	0
Organized crime, deeply rooted in political and social life, together with extremism, jeopardize the very foundations of the principles and values we are trying to instill in the new institutions that have been formed there and render our efforts may prove futile.	0
Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002), 1455 (2003), 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011), 1989 (2011) and relevant statements of its President,	0
12) Convention on the Marking of Plastic Explosives for the Purpose of Detection, signed in Montreal on March 1, 1991; ratified on December 18, 1991 and entered into force on June 21, 1998.	1
However, the situation is still worrying, as the long borders that separate us are difficult to control.	0
The advance guard of that battalion and a company of Special Forces have already been deployed in Yamoussoukro and Abidjan.	1
Apart from the periodic meetings of the Council of Arab Ministers of the Interior, there is no regular and institutionalized exchange of operational information in the subregion.	0
There is a need to develop adequate capacity in key areas of civilian crisis management such as police, justice and rule of law, electoral preparation and observation, civil protection and public administration.	1
This is a fundamental step forward, in the sense that responsibility for enforcement is delegated to the level at which the police provide their services, which in turn facilitates the principle of local autonomy to the maximum extent possible.	1
b) Continue to work in close coordination and cooperation with INTERPOL and donor States and organizations to provide technical assistance to develop law enforcement capabilities and provide equipment and facilities to States in need;	1
The resolution reiterates the importance of complying with these obligations and emphasizes that neither party should undertake any activity that would contravene these obligations or prejudice the final status negotiations.	0
The committee is concerned that structures, laws and policies that violate the right to adequate food and freedom from hunger continue to exist, which may lead to a resurgence of mass starvation.	0
Another State referred to the risks of increased migration flows, radical movements and the activation of international terrorist networks in the vicinity of Europe, although it stated that no imminent threat to its territory had been detected.	0
:: April 26, 2005: the last Syrian troops leave Lebanon, ending a 29-year military presence.	1
Furthermore, the Authority commends the progress made at the Algiers talks and invites all parties, in particular the leaders of the armed movements, to involve themselves personally in the process with a view to reaching an agreement without further delay on the basis of the draft presented to the parties by the mediation, which constitutes a sound basis for negotiations.	0
As of September 8, UNOCI's total troop strength stood at 6,430 out of an authorized strength of 7,090, including 200 military observers.	1
b) The disbanding and disarmament of all Lebanese and non-Lebanese militias;	1
The presence of Palestinian armed groups outside the camps continues to undermine Lebanon's ability to exercise full sovereignty over its territory.	0
Denmark, as a current member of the Security Council, has proposed that the Committee establish an independent review mechanism, in the form of an ombudsman, who could accept petitions directly from listed parties who claim that they have been unfairly listed and who are unable to have their names removed.	0
Support to hospitals treating rape victims (medical and surgical care, voluntary and confidential psychological support to rape victims and treatment of sexually transmitted diseases).	1
In addition to the civilians wounded near the Taci Tolu terminal during the afternoon of April 28, two others suffered gunshot wounds during the night.	0
Areas of assessment All of the States visited have adopted legislation giving judicial, prosecutorial and law enforcement authorities the necessary powers to combat terrorism.	1
Many of the killings did not occur on the street, but in the homes of would-be protesters and even innocent civilians targeted by security forces.	0
Much has been said about drug financing of terrorism, including in international conventions and Security Council resolutions.	0
The Security Council notes that several obstacles undermine efforts to ensure access by humanitarian and UN agencies to people in need, including attacks on humanitarian personnel, denial of access by authorities and lack of structured collaboration with non-State actors.	0
The destruction specifically affected areas inhabited by African tribes, particularly the Fur, Zaghawa and Masalit.	0
Despite abundant evidence to that effect, at no time has the United States Government shown any intention of prosecuting Posada Carriles for his terrorist actions.	0
Like-minded" States have proposed that the Committee change its decision-making procedure to proceed on the basis of majority rather than consensus voting to determine the deletion of an entry from the List after a review period which, in their view, should be reduced to two years.	0
5. Condemns once again in the strongest terms all acts of violence or abuses committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to (i) torture and other prohibited treatment, (ii) gender-based and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) trafficking in human beings, (vi) forced displacement, and (vii) intentional denial of humanitarian assistance, and demands that all parties put an end to these practices;	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, the threats to international peace and security posed by terrorist acts,	0
While the Team and many States consider that the term "arms and related materiel of all types" (resolution 1735 (2006), para. 1 (c)) applies equally to military, civilian and improvised explosives, some have pointed out that it would be impossible to prohibit the supply of explosives intended for civilian use or materials used in the manufacture of homemade bombs.	0
The non-governmental organization Oceans Beyond Piracy estimated that $3.2 billion was spent in 2013 to tackle piracy, with the international community spending an estimated $139 million per attack.	1
The Security Council also notes the importance of close cooperation within and among all government agencies and with international organizations to combat terrorism and incitement to commit terrorist acts.	0
It is encouraging that the Government of the Democratic Republic of the Congo has taken steps to act against the LRA terrorists who entered the country from Sudan.	1
The meeting also recommended that the cantonment of combatants be accelerated, that the process of disarming and disbanding the militias be launched urgently, and that the Government obtain appropriate funding for cantonment operations and for the reintegration of ex-combatants.	1
The exchange of operational information is hampered by a lack of operational and institutional capacity, as well as language problems.	1
States are invited to compare the fingerprints of restricted versions of broadcasts with their police database to check whether they match those of their own system (sect. VI.C, para. 80).	1
The technical groups, which include at least one representative from each geographic group, deal respectively with the following topics: technical assistance; financing of terrorism; border security, arms trafficking and law enforcement; general legal issues; and issues raised by the Security Council in resolution 1624 (2005), as well as human rights aspects of counter-terrorism in the context of resolution 1373 (2001). The two units are responsible, respectively, for quality control and public communications and advocacy.	1
A. Overview Listed Al-Qaida and Taliban-linked groups continue to raise funds through legal means, such as donations and legitimate business activities, as well as illegally through kidnapping for ransom, extortion, drug trafficking and illegal taxation.	0
We are very concerned about the stubborn refusal of the leaders of groups such as JEM and SLM to participate in the talks.	0
It is recommended that the United Nations contributions to the stabilization program be adjusted and harmonized as part of the next review of the United Nations Development Assistance Framework (UNDAF).	1
All States have adopted laws to prevent and suppress the movement of terrorists across borders and four States take concrete steps to prosecute those who transgress these rules.	1
The Council thanks you for hosting several hundred thousand refugees in recent years.	1
(i) To support, including through its political mediation efforts, the completion of the disarmament, demobilization and reintegration of [national] armed groups or their effective integration into the army, which would remain dependent on their prior receipt of adequate training and equipment;	1
After a thorough investigation, the U.S. Government found that Ahmed Abu Khattalah had been a key figure in these armed attacks.	1
Lieutenant General Ahmed reminded the Council that Force Commanders currently commanded more than 90,000 soldiers out of a total of 105,000 uniformed personnel, and that this number was likely to increase in the immediate future.	0
However, terrorism will continue to have adherents, especially in places where more overt political protests have failed, and while Al-Qaida will never have widespread support, the attacks will continue.	0
In this regard, the Security Council encourages the continued mainstreaming of child protection in the advocacy, policies, programmes and mission planning of these organizations and arrangements, as well as in the training of personnel, and the inclusion of child protection personnel in their peacekeeping and field operations, and the establishment, within their secretariats, of child protection mechanisms, including through the appointment of child protection focal points.	0
My proposed budget for MONUC for the full 12-month period from 1 July to 30 June 2006, including requirements for election support and additional civilian police personnel authorized by the Council in its resolution 1621 (2005), is currently being prepared and will be submitted shortly to the General Assembly for its consideration and decision.	0
The logistical support that may have to be provided for the electoral process will have important implications, particularly in non-conflict areas where MONUSCO has reduced its presence.	1
The Team continued to actively participate in the development of measures to combat the financing of terrorism, taking part in FATF plenary meetings and meetings of its regional bodies.	1
Progress in neutralizing foreign and Congolese armed groups in North and South Kivu remained poor.	1
From February 18 to March 13, the Royal Moroccan Army conducted a series of scheduled military maneuvers in the vicinity of Awsard, involving some 1,200 soldiers from infantry, cavalry and artillery units already stationed in the Awsard subsector.	0
A particular threat has arisen from the increasing use by individuals and terrorist groups of new information and communications technologies for recruitment, incitement and fundraising, often across international borders.	0
The two parties to the CPA appointed coordinating officers for the issue of children and armed conflict.	1
Regular training activities are carried out according to an annual plan. On August 11, first aid training activities were conducted in Mitrovica by French firefighters from the multinational brigade (northeast). On August 30, the multinational brigade (east) organized a seminar in Tradoc for the commanders of the collection areas. The objective was to present the officer training program in detail to ensure that commanders understood their responsibilities and supported the program. Conclusion The overall situation in Kosovo remains relatively calm, with latent tensions remaining for the foreseeable future.	1
Integration of gender perspectives in the formulation and conduct of post-conflict environmental assessments.	1
Improvised weapon systems: can be constructed from various components to commit terrorist acts.	0
First, the establishment of special courts prompted national authorities to join the fight against impunity for these same crimes.	1
Through its three working groups on maritime strategy, the legal framework and fisheries, the Mechanism has been providing support, with funding from the United Kingdom, to counter-piracy coordinators in the Federal Government and in each region.	1
In January 2006, the number of personnel was 1,435, but was reduced to 715 as a result of events in the first half of that year.	0
The Council is determined to consider imposing individual sanctions on those who violate the arms embargo in the Democratic Republic of Congo.	0
:: Reconstruction of the events and Mr. Hariri's whereabouts before the explosion	0
Equipment for weapons detection and surveillance has been installed at Azerbaijan's international border crossings.	1
Given the persistence of these complexities and such behavior that is totally contrary to what is required to reach a just solution, we must ask ourselves: How can we successfully conclude the peace process in the year 2009? We believe that the Quartet and the Security Council have a responsibility to devise a practical mechanism to deal with the issues in a situation where one party repeatedly ignores appeals and fails to fulfill its obligations, putting us into a cyclical process with no conclusion in sight.	0
These violations include activities such as the improvement of physical structures in the restricted areas defined by the agreement, and the imposition of restrictions on the movement of UN military observers.	0
In general, charitable donations are an indispensable financial resource, especially in many developing countries and those that have suffered major disasters.	1
On November 19, the Council adopted a presidential statement (S/PRST/2014/23) outlining practical measures for the effective implementation of resolutions 2170 (2014) and 2178 (2014). Specifically, the presidential statement included measures to improve information sharing between States to prevent terrorist travel, recruitment and financing. It identified new funding streams for ISIL and the Al-Nusra Front, requiring Member States to increase vigilance to ensure compliance with international obligations. It also noted effective strategies and increased cooperation to stop the spread of violent extremism in communities, with the intention of better positioning the United Nations to address the causes of terrorism and violent extremism by (a) enhancing coordination among States, (b) increasing effectiveness in capacity building, (c) improving coordination between United Nations counterterrorism entities and field missions, and (d) enhancing the efforts of Member States and the United Nations, including their strategic communications, to counter the violent extremist ideologies that fuel terrorism.	1
I also submit for the consideration of the Security Council that it authorize the Secretary General to provide the assistance deemed necessary to the Trilateral Commission formed by the sister governments of Honduras, El Salvador and Nicaragua to resume the negotiation and implementation of the co-sovereignty regime in the Gulf of Fonseca, in order to achieve the integral, social, economic and ecological development of the Gulf.	0
It has already set important precedents by calling for the establishment of fact-finding mechanisms to investigate alleged violations, provide reparations to victims and promote individual criminal accountability.	1
While increased international cooperation among law enforcement, intelligence and diplomatic authorities and improved border control systems in Member States have made it more difficult for terrorists to travel, the success of the sanctions regime depends on the amount of accurate data on the Consolidated List.	1
V. Humanitarian situation The number of people affected by the conflict has stabilized. As of 1 September, some 3.3 million people in Darfur were in need of humanitarian assistance, with the resident population constituting 45% of all those affected in the region. Among them, there are currently 1.8 million internally displaced persons.	1
Water supply stations :: On November 23, 2014, ISIL detonated a car bomb near a water treatment plant in the village of Midan in Al-Hasaka, which suffered significant damage. Power plants	0
Protection of the civilian population in eastern Chad is not simply about ensuring the physical security of refugees, displaced persons and humanitarian aid workers and providing logistical support and hard-walled structures for DIS.	1
Despite this decision, destruction continues to occur.	0
The parties informed their respective constituencies, including Malian refugees residing in Mauritania and Niger, of the contents of the document.	0
It also highlighted the differences in threat perception, even among neighboring countries.	0
In close cooperation with the Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay particular attention to States for which information on how they implement resolution 1373 (2001) is lacking and will consider how best to address the problem.	0
While joint operations against the Alliance of Patriots for a Free and Sovereign Congo (APCLS) and the Nduma Defense for Congo/Cheka (CND/Cheka) continue in North Kivu, MONUSCO continues to play a role in areas affected by the activities of the Lord's Resistance Army (LRA) in Orientale Province.	0
(b) Call upon parties to armed conflicts to comply with their obligations under international humanitarian law to respect and protect humanitarian personnel and goods used in relief operations;	1
Calls upon all parties to armed conflict to respect the civilian and humanitarian character of refugee camps and settlements and to take into account the special needs of women and girls, including in the design of camps and settlements.	0
So far, feedback tends to confirm their view that presenting examples of terrorist financing may have more disadvantages than allowing experienced bankers to rely on their knowledge and experience to decide which transactions seem odd.	1
Law enforcement agencies: establishment of counter-terrorism units	1
First, he urged the Security Council to give human rights more recognition and prominence in its resolutions and presidential statements.	0
Encourages [the mission] and the United Nations country team to continue to assist the Government in preventing the recruitment of refugees and children by armed groups and maintaining the civilian character of refugee camps and IDP sites, in coordination with [national security forces] and the humanitarian assistance community.	1
Council members reaffirmed their condemnation of the criminal attack on defenseless refugees and expressed their hope to receive a final report on the investigation as soon as possible.	0
However, the Pacific Islands Forum States made considerable progress in implementing a range of counter-terrorism measures in accordance with resolution 1373 (2001).	1
This exacerbated tensions between the eastern and western districts and existing imbalances in the National Police.	0
They expressed concern about the security situation and stressed that unless it was addressed quickly and effectively, normalization could stall and the authorities' efforts to stabilize the state would be undermined.	0
On July 26, the Council issued a press statement condemning the terrorist attack on the United Nations Interim Force in Lebanon (UNIFIL) in which six French United Nations peacekeepers were wounded. Thematic and other issues	0
The Government also shares a number of concerns expressed in the report which relate, inter alia, to human rights and the situation of children and women.	0
UNMIS is also establishing new referendum support bases to provide support at the county level in South Sudan.	1
In crisis and post-conflict areas, the solution to the problem of excessive circulation of small arms needs to focus -- apart from basic reduction and control measures -- on the establishment of sustainable alternative livelihoods, taking into account gender and age factors.	1
The Security Council met at ministerial level on September 22 to discuss civilian aspects of conflict management and peacebuilding.	0
The United Nations Trust Fund for Global and Regional Disarmament Activities will be used to provide immediate impetus for projects and activities.	1
Despite recent progress, logistical, political and security constraints will make the expected demobilization and reintegration of 180,000 ex-combatants at the end of the CPA period extremely difficult.	0
However, this should not prevent the full implementation of resolution 1559 (2004) and all other Security Council resolutions concerning Lebanon, as this remains the best way to ensure the country's long-term prosperity and stability as a democratic state.	1
Request missions, in collaboration with relevant United Nations country team entities, to establish and implement a national monitoring and reporting mechanism on grave violations against children, in line with resolution 1612 (2005).	0
It also trained Central Bank officials in risk-based anti-money laundering and counter-terrorist financing supervision.	1
