es_en_DEEPL	VerCoop
Misinformation exacerbated identity-based discrimination and stigmatization, and led to the outbreak of violence between and within communities.	0
Undoubtedly all these measures have been useful in raising awareness, developing common concepts and combating the risk and threat of incitement.	1
The Commission considers that the Minister of the Interior and the Commanding General disregarded institutional procedures by irregularly transferring weapons within the institution;	0
Approaches to rehabilitation differ among States, but there is an increasing focus on sharing experiences and identifying best practices in this area.	0
One or two states have expressed concern that if they freeze the assets of a listed nonprofit organization, they may not be able to fund projects under their control, such as orphanages, hospitals or refugee centers.	0
The March 25 march received much publicity and was considered by some as a serious challenge to the President and the legitimate institutions of the State.	0
When UNMIK and KFOR requested data about the Army's presence in the KPC, they received a very typical response from the KPC commander, who said that, given his limited competencies, he could not provide further information.	0
According to testimonies, thousands of members of the security forces could have been active during those days in Abidjan.	0
At present, the risk of defections is not very considerable given the weakness of the central government, but the situation may take another turn if the Afghan authorities manage to strengthen their capacity and repair their reputation as corrupt and impotent.	0
Given that multilateral funding is suspended, the Government of CÃ´te d'Ivoire relies on the cocoa crop to maintain solvency and manage to pay its civil servants, including the military, Cocoa is an important source of funds for the Government's off-budget or extra-budgetary military procurement, and although the amount of cocoa revenue has declined, the percentage taken from the amount available is still high,	0
It is recommended that the United Nations make a greater commitment to address the root causes of conflict, for example by supporting natural resource management initiatives and conflict prevention and resolution mechanisms.	1
At that meeting, the parties agreed to deepen their cooperation on the issues of the technical study of the railway network and the return of refugees and internally displaced persons.	1
Decides to establish an international tribunal for the exclusive purpose of prosecuting those allegedly responsible for serious violations of international humanitarian law committed in the territory of [the affected State] between [dates] ....	1
Research and policy analysis on a range of issues, such as conflict prevention and early warning mechanisms, will be promoted.	1
In Zoran KupreÅ¡kiÄ and others, the Trial Chamber of the ICTY defined persecution as the manifest or flagrant denial, for discriminatory reasons, of a fundamental right enshrined in customary international law or treaty law, which attains the same degree of gravity as the other acts prohibited by Article 5.	0
States in the West Asian subregion have suffered a large number of terrorist attacks and have taken significant corrective measures, including measures to strengthen their counter-terrorism legislation.	0
These measures sometimes fall within the context of preventive action, when terrorist acts are supposedly in their preparatory phase.	0
"The Security Council reaffirms its concern about the alarming situation in the Sahel region and its commitment to address the complex security and political challenges in this region, which are interlinked with humanitarian and development issues, as well as the adverse effects of climate and ecological change.	1
This method was used to reduce the possible loss of weapons to the activities of naval forces.	0
In response to the influenza A (H1N1) pandemic, between mid-2009 and August 2010, the Ministry of Health, with the support of WHO, developed a pandemic preparedness plan that included, among other things, improving its surveillance systems; obtaining Tamiflu tablets; installing a ventilator at the National Hospital; and organizing several training sessions for health care personnel.	0
Encourages [the mission], in accordance with its mandate and within its authorized civilian police strength, to continue its efforts to assist the parties to [the peace agreement] to promote the rule of law, to restructure police and prison services throughout [the affected country], particularly in the south of the country due to underdeveloped police services, and to assist in the training of civilian police and prison officials.	0
Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian Special Court process, additional remedial action would be necessary to ensure that justice is done.	0
:: Systematic coordination should be maintained between the civilian and military components of the mission and with humanitarian actors in order to consolidate the knowledge acquired in the protection of the civilian population.	0
Encouraging in this context the parties to demonstrate greater political will to reach a solution, including by deepening their deliberations on each other's proposals,	1
Biological Weapons Convention Expert Meeting	0
The Security Council also invites the three committees to continue to cooperate with the working group established under resolution 1566 (2004).	1
Most States have little capacity to freeze without delay funds and assets linked to terrorism.	0
The attack launched by the Ethiopian regime today is a malicious response to Eritrea's demands.	0
Efforts were made to include eligible minorities in the system.	0
October 6, 2012 (YayladaÄi/Hatay): at 1430 hours a mortar shell fell in the area of responsibility of the BelengÃ¶z military border post.	0
The Security Council reiterates the need to enhance the ongoing cooperation of the committees with counter-terrorism mandates established pursuant to resolutions 1267 (1999) and 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and their respective expert groups.	1
The Executive Directorate has adopted a multimedia approach to reach the intended audiences, using communication tools and channels such as the Committee's website, a Twitter account and an e-newsletter, as well as news services provided by the Department of Public Information.	1
The government launched several initiatives to prevent and combat disease.	0
The Council and the troop- and police-contributing countries heard presentations by Mr. Edmond Mulet, Assistant Secretary-General for Peacekeeping Operations, Mr. Abhijit Guha, Deputy Military Advisor and Mr. Andrew Carpenter, Acting Police Advisor.	1
:: The prohibition of slavery and slave trade in all its forms and unpaid or abusive forced labor.	0
This program aims to contribute to the implementation of the structural reforms necessary to give the Congolese state the capacity to exercise its authority throughout the country, strengthen the capacity of communities to respond to major upheavals and provide economic opportunities for unemployed youth and other high-risk groups, as well as tangible peace dividends in the western provinces.	0
The Committee has also agreed to replace the current numbering system, which changes every time the name of another person or entity is added, with a permanent reference number.	1
I wish to refer to paragraph 4 of Security Council resolution 1956 (2010), in which the Security Council requested the Government of Iraq to submit a written report by 1 May 2011 on progress made in the transition to a mechanism to replace the Development Fund. I have the pleasure to transmit herewith a report from the Government of Iraq outlining steps towards achieving, by 30 June 2011, a full and effective transition to a mechanism to replace the Development Fund, thereby enabling Iraq to meet the requirements of paragraph 21 of Security Council resolution 1483 (2003) (see enclosure).	0
In the longer term, and as soon as conditions are deemed favorable, these foundations and companies should join forces with the governments concerned to coordinate efforts to adopt a coherent plan for the country's development, create livelihoods for the population and improve the human rights situation.	1
Many challenges remain in combating impunity, due in particular to the limited capacity of judicial authorities, both civilian and military, to conduct independent and thorough investigations and to provide protection for victims and witnesses.	0
In addition, CTED will continue to maintain a constructive dialogue with Member States through meetings at United Nations Headquarters, visits, seminars and videoconferences with officials from relevant capitals to brief the Committee on Member States' implementation of various elements of the counter-terrorism resolutions, including updates on preliminary implementation assessments, new counter-terrorism measures taken and the facilitation of technical assistance.	1
On October 7, the Special Adviser to the Secretary-General, Sigrid Kaag, briefed the Security Council on the implementation of resolution 2118 (2013), in closed consultations. The Special Adviser focused her intervention on four topics: the closure of the Organization for the Prohibition of Chemical Weapons-United Nations Joint Mission on 30 September; progress made in the implementation of plans for the destruction of the 12 remaining chemical weapons production facilities; the issue of discrepancies in the original declaration made by the Syrian Arab Republic; and allegations of chlorine gas use in the Syrian Arab Republic.	1
It also recommends further investigation into the possible involvement of Leandro Issac in the crimes committed.	1
The Security Council recalls the obligations of all States to ensure respect for international humanitarian law, including the four Geneva Conventions, and re-emphasizes the responsibility of States to fulfill their obligations to end impunity and to prosecute those responsible for war crimes, genocide, crimes against humanity and other serious violations of international humanitarian law.	0
We are concerned about the growing insurgency in some areas of Afghanistan.	0
The Committee believes that this will reduce the risk that third parties, in particular non-bank financial institutions, non-financial firms and professionals, will inadvertently act in contravention of the asset freeze requirements.	1
Five States have duly established in their domestic legislation their jurisdiction over the relevant offenses.	0
In the Coordinator's view, shared by his interlocutors, this modality could become the core of an effective operational mechanism that would establish clear parameters for making progress in the search for missing persons, as indicated in my full report (S/2009/190, para. 16).	1
Stresses the importance of building the capacity of an effective and professional national police force in Haiti.	0
17. Acknowledges the comprehensive international standards set forth in the Forty Revised Recommendations on Combating Money Laundering and Terrorist Financing and Proliferation issued by the Financial Action Task Force, and encourages CTED to work closely with the Financial Action Task Force, including in the Group's mutual evaluation processes, focusing on the effective implementation of the recommendations relating to counter-terrorist financing;	1
The three Missions also hope to expand their cooperation in chartering large-capacity passenger aircraft for troop rotations; establishing a joint regional procurement office; and upgrading the MONUC facility in Entebbe, Uganda, which already serves MONUC, ONUB and UNMIS, to provide transit accommodations for troops and a primary point of entry for shipments destined for the three Missions, among other functions.	1
In its resolution 1977 (2011), the Security Council expressly encourages the Committee established pursuant to resolution 1540 (2004) to draw on, among other sources, relevant experts from the private sector.	1
The Commission, while taking into account all events related to the ongoing conflict in Darfur, focused in particular on those that took place between February 2003, when the magnitude, intensity and frequency of incidents increased significantly, and mid-January 2005, just before the Commission was due to submit its report. 3. Working methods	0
Further fighting between the same clans was reported in Elwak on July 22 and 23, resulting in 32 deaths and more than 60 injuries.	0
The High Commissioner expressed concern about the continuation of widespread abuses and the prevailing atmosphere of impunity throughout the country, especially in the zone of confidence, and the erosion of the rule of law in areas controlled by the Government and the Forces Nouvelles.	0
The EU condemns the Maoists' use of such violence, which has caused considerable suffering and hardship to the people of Nepal.	0
In response to these objectives, MINUSTAH documented widespread cases of illegal arrest, ill-treatment and prolonged pretrial detention.	0
- Demand that parties to an armed conflict strictly comply with the norms of international humanitarian and human rights law prohibiting rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization or any other form of sexual violence.	1
Recalling that it endorsed the Agreement signed by the political forces of CÃ´te d'Ivoire in Linas-Marcoussis on January 24, 2003 (S/2003/99) (the Linas-Marcoussis Agreement) and approved by the Conference of Heads of State on CÃ´te d'Ivoire, held in Paris on January 25-26, 2003, the Agreement signed in Accra on July 30, 2004 (the Accra III Agreement) and the Agreement signed in Pretoria on April 6, 2005 (the Pretoria Agreement),	1
This report of the Security Council Committee established pursuant to resolution 1518 (2003) covers the period from 1 January to 31 December 2009.	1
(a) necessary for basic expenses, including payments for foodstuffs, rent or mortgage, medicines and medical treatment, taxes, insurance premiums, utilities, or exclusively for payment of reasonable professional fees and reimbursement of incurred expenses associated with the provision of legal services or fees or service charges for maintaining frozen funds or other financial assets or economic resources, upon notification by the State concerned to the Committee established pursuant to resolution 1267 (1999) (hereinafter "the Committee") of the intention to authorize, where appropriate, access to such funds, assets or resources and in the absence of a negative decision by the Committee within 48 hours of such notification;	0
A special program for voters with special needs was established so that certain categories, such as those who remained at home out of fear, the hospitalized, the mentally ill, the elderly and prisoners, could register and vote simultaneously.	0
3. Calls upon all States to continue international efforts to promote dialogue and enhance understanding among civilizations, in an effort to prevent the indiscriminate targeting of different religions and cultures, and to take all necessary and appropriate measures consistent with their obligations under international law to counter incitement of terrorist acts motivated by extremism and intolerance and to prevent the subversion of educational, cultural and religious institutions by terrorists and their supporters;	1
Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the country concerned], ... calls upon all parties to end the grave violations and abuses committed against children in [the country concerned], urges the Government ... to develop and implement a concrete and time-bound action plan to halt the recruitment and use of children, requests the Secretary-General to continue his dialogue with the Government ... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and to continue to monitor and report on the situation of children in [the affected country];	1
The link between cross-border crime and terrorism began to be highlighted after the Al-Qaida attacks on the United States embassies in the United Republic of Tanzania and Kenya in 1998.	0
The Security Council reaffirms the relevant provisions of the 2005 World Summit Outcome Document on the protection of civilians in armed conflict, in particular paragraphs 138 and 139, regarding the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity.	1
He explained that the transition process took time and stressed the need for shared political action against armed opposition groups that endangered a peaceful process.	1
Taking into account the above, the Ministry of Foreign Affairs of Georgia argues that the withdrawal of the Russian Federation from the decision of the CIS Council of Heads of State of 19 January 1996 creates a serious threat of destabilization, substantively alters the situation regarding the conflict and undermines the legal framework determining the promotion of the CIS peace operation in the conflict zone.	0
The recent exchange of high-level visits between Iraqi and Kuwaiti personalities created a favorable environment for the Coordinator's contacts with the representatives of both countries, as well as with the other members of the Tripartite Commission and its Technical Subcommittee, which remains the main body dealing with the issue of missing persons since the Gulf War in 1990-1991.	0
January 9, 2006 Timor-Leste-FALINTIL and the Timor-Leste Defense Forces (F-FDTL) submit a written request to Brigadier General Taur Matan Ruak and President GusmÃ£o.	1
Many counter-terrorism experts and international organizations and agencies also believe it is important to monitor commercially available dual-use systems and components that could be used in terrorist attacks.	1
The Security Council urges the authorities of Burundi and the Democratic Republic of Congo to cooperate actively to ensure that the perpetrators of these crimes are brought to justice without delay.	1
On November 11, by a recorded vote of 14 in favor and 1 abstention, the Council adopted resolution 2183 (2014), extending the mandate of the Multinational Stabilization Force in Bosnia and Herzegovina (EUFOR Althea) for a further period of 12 months.	0
As requested in the current work program, the task of advancing universal reporting continued at the bilateral level, with the missions to New York of those States that have not yet submitted a report to the Committee, and in the framework of regional opportunities and other events.	0
Takes note of the development of the human rights due diligence policy, encourages [the Mission] to continue to implement it fully, and requests the Secretary-General to report to the Council on progress made in the implementation of the policy;	1
Al-Qaida's decline is partly a consequence of the relentless international campaign to limit its influence and partly a result of its own behavior.	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, threats to international peace and security constituted by terrorist acts, and underlining in this regard the important role of the United Nations in leading and coordinating this effort,	1
Urges Member States to ensure increased representation of women at all decision-making levels of national, regional and international institutions and mechanisms for the prevention, management and resolution of conflicts.	1
The parties have a responsibility to ensure that their military forces do not violate the signed agreements; I encourage them to further respect the provisions of the military agreements and to cooperate fully with MINURSO in order to maintain the ceasefire and enforce the basic principles of peacekeeping.	1
This was important since the Council, by virtue of its actions, created obligations under international law and should therefore be able to enforce them.	0
In addition, the reports concur that people continued to be detained after the legal deadline.	0
Research shows that when external interventions in internal conflicts do not result in a quick military victory, they are likely to result in internal conflicts lasting longer.	0
- Call for strict compliance by parties to armed conflict with applicable rules of international humanitarian and human rights law relating to the protection of women and girls affected by armed conflict.	1
The Chairman, together with the Chairmen of the Committees established pursuant to resolutions 1373 (2001) and 1540 (2004), which also deal with counter-terrorism issues, held two joint briefings to the Security Council in 2009. The meetings were held on 26 May (see S/PV.6128) and 13 November (see S/PV.6217).	1
The academy will be an important institution for the implementation of the new curriculum and for supporting the implementation of the roadmap for the reconstruction of the civilian police force.	1
:: Consider and implement more effective means of collecting outstanding information	1
In the context of the termination of the Mission's mandate on 31 December 2010, the Security Council commends, without prejudice to the primary responsibility of the Government of Chad, the contribution of MINURCAT to the protection of refugees, internally displaced persons and humanitarian actors in eastern Chad and its efforts to enhance the capacity of the DÃ©tachement intÃ©grÃ© de sÃ©curitÃ© (DIS) du Tchad.	1
4. Calls upon States to act vigorously and decisively to disrupt the flow of funds and other financial assets and economic resources to individuals and entities associated with the Al-Qaida organization, Usama bin Laden or the Taliban, taking into account, as appropriate, international codes and standards for combating the financing of terrorism, including those aimed at preventing the misuse of non-profit organizations and informal or alternative remittance systems;	1
Regarding the discussion of procedural changes, the Team agrees that as part of any reform, the more legal nature that the Council has sought to bring to the regime in recent years should be promoted, for example through the introduction of the "associated with" criterion set out in resolution 1617 (2005), as well as the summaries of reasons for inclusion and review mechanisms provided for in resolution 1822 (2008).	1
The Security Council reiterates that there is no military solution to the conflict in Afghanistan and that only a negotiated political settlement aimed at the establishment of a broad-based, multi-ethnic and fully representative government acceptable to all Afghans can lead to peace and reconciliation.	1
MINURCAT attempted to visit the sites of the attacks, but was denied access by local leaders.	0
In the private consultations that followed, Council members stressed the importance of the resumption of Israeli-Palestinian negotiations and condemned unilateral actions, particularly settlement construction in the occupied territories, which undermined the Quartet's efforts to find a negotiable solution to the conflict.	1
