es_en_GOOGLE	MatConf
The Council stressed that the reform of the defense and security sectors, the fight against impunity and the fight against illicit drug trafficking remained priority areas for the consolidation of peace in Guinea-Bissau and urged the the country&#39;s armed forces to respect civilian authority and supervision.	0
The effectiveness of counter-crime units continues to be significantly hampered by resource constraints, despite the co-location of a United Nations Transnational Organized Crime Police Cell with its counterparts in Mali.	1
According to this information, the United Nations arms embargo continues to be violated and the entry of weapons into the country has intensified.	1
The Security Council&#39;s current attempts to blame Eritrea are unjustified, both legally and politically.	0
Reports of disappearances and arrests of people in areas controlled by the Patriotic Movement of C̫te d&#39;Ivoire	1
It was expected that resolution 1521 (2003) and resolution 1532 (2004), which called for the freezing of assets, would be made available to the national process to compensate victims, as compensation was not included in the mandate of the Court.	0
7. Further confirms that the provisions of paragraph 1 (a) also apply to the payment of ransoms to individuals, groups, companies or entities on the Al-Qaida Sanctions List, regardless of how the ransom is paid and regardless of who makes the payment;	1
For example, the sensitive issue of population identification is a long-term process that will continue after the elections, as will the reintegration of ex-combatants, security sector reform, land tenure issues, promoting appropriate economic governance, protecting human rights, recovering from conflict trauma and addressing the root causes of the crisis.	0
In a presidential statement (S/PRST/2004/15) adopted on 14 May, the Council expressed its deep concern about reports of an incursion into the Democratic Republic of the Congo by elements of the Rwandan army and reports of the intensification of the military activities of the Democratic Forces for the Liberation of Rwanda in the east of the Democratic Republic of the Congo and the incursions carried out by these forces into the territory of Rwanda.	1
There was no military need to cause the destruction and devastation that took place.	1
The Minister said that once the Government was informed that there were rebels in a certain village, &quot;it was no longer a civilian locality but a military objective.&quot;	1
There is also a wealth of credible evidence suggesting that criminal acts have been knowingly committed as part of widespread or systematic attacks against the civilian population.	1
The Special Coordinator reported that general calm remained in southern Lebanon, although there were some security incidents during the reporting period, including the firing of rockets into Israel from southern Lebanon during the related conflict. with Gaza that had taken place in July and August and two serious security incidents in the Shab&#39;a farms area (Sector East).	1
As expected, the arrival of summer has caused an increase in the level of activity of opposition militant forces.	1
Documentation of best practices on thematic issues and functional areas; carrying out theoretical studies and courses on recommended practices; establishment of an electronic learning and information exchange network among gender advisors.	0
The bombing of the surrounding areas appears to have been carried out to facilitate the looting and destruction of the village by Janjaweed militiamen and Government ground forces.	1
The Africa and Asia-Pacific regions accounted for 53% of global kidnappings in 2012, up from 18% in 2004. The Middle East accounted for 19% of global kidnappings. world in 2012, an increase from 4% in 2008.	1
The petitioners then passed through the cleared road, escorted by two of the UIR vehicles. Near the market area, the petitioners were the target of shots that came from both the UIR agents traveling in the escort vehicles and the crowd. One civilian was killed by shots fired from a distance, eight other civilians suffered gunshot wounds, and two police officers and two other civilians suffered other serious injuries.	1
The Security Council welcomes General Assembly resolution 64/289, which established the United Nations Entity for Gender Equality and the Empowerment of Women (UNWomen), which will become fully operational in January from 2011.	0
Noting that the Frente POLISARIO released on 18 August 2005, in accordance with international humanitarian law, the 404 remaining Moroccan prisoners of war and calling on the parties to continue to cooperate with the International Committee of the Red Cross in order to determine the fate of people whose whereabouts have been unknown since the beginning of the conflict,	0
Their freedom of movement within the Democratic People&#39;s Republic of Korea was severely limited, they were denied the right to recognition of their legal personality and the right not to be subjected to torture and other cruel, inhuman or degrading treatment.	1
Requests the Secretary-General to ensure that his [Special Representatives for neighboring countries] coordinate the activities of [their respective missions], share military information at their disposal, especially with respect to cross-border movements of armed elements and arms trafficking, share their logistical and administrative resources, as long as this does not undermine their ability to fulfill their respective mandates, with a view to maximizing efficiency and reducing costs.	0
c) Prevent the supply, sale or transfer, direct or indirect, to those persons, groups, companies or entities, from their territory or by their nationals, outside their territory or by means of ships or aircraft of their flag, of weapons and related materials of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and related spare parts, as well as technical advice, assistance or training related to military activities;	0
The Convention on the Rights of the Child further requires States Parties to commit to protecting children from all forms of sexual exploitation and abuse.	0
Expressing concern at continued allegations, including those made by the Secretary-General, in [the relevant report], of human rights abuses and violations of international humanitarian law, including against women and children, and at reports of increasingly increasing incidents frequent cases of sexual violence, particularly those attributed to armed men, highlighting the importance of investigating such alleged abuses and violations... committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable. obliged to be accountable and brought to justice regardless of political affiliation, respecting the rights of detainees... and urging the Government to intensify and expedite its efforts to combat impunity,	0
To ensure lasting peace after conflict, it is essential to allocate sufficient and flexible resources to peace support and crisis management activities in transition stages, such as the protection of civilians, including United Nations personnel. United Nations and humanitarian assistance, disarmament, demobilization and reintegration of ex-combatants, and the creation of transitional public and judicial institutions, as well as promoting and protecting human rights and the integration of a gender perspective and ending impunity.	0
Integrating gender perspectives into the formulation and conduct of post-conflict environmental assessments.	0
The region&#39;s natural resources, cross-border crime and the availability of small arms due to past armed conflicts leave the subregion potentially exposed to money launderers, international criminals, drug traffickers and terrorist groups.	1
The meetings will include regular reporting by working groups responsible for monitoring progress on national monitoring and implementation, assistance, cooperation with international organizations, including Security Council Committees established pursuant to resolutions 1267 (1999). and 1373 (2001), and transparency and disclosure in the media.	0
There are uncorroborated indications that money transporters carry funds obtained from ransom payments and drug trafficking from one country to another.	1
FDLR elements have reportedly been dispersed in South Kivu and their ability to move freely through population centers and attack civilians has been restricted. However, the attack capacity of the FDLR cannot be underestimated, particularly given that the FARDC has limited resources in the area, has little military training, suffers from a lack of discipline and, in addition, sometimes collaborates with FDLR commanders.	1
It is also noted that the Communist Party of Nepal-Maoist (NCP-Maoist) recruited a considerable number of children before the signing of the ceasefire agreement and transferred them to their cantonments.	1
4. Urges the Executive Directorate to continue to strengthen its role in facilitating technical assistance for the implementation of resolution 1373 (2001) to enhance the capacity of Member States and regions to combat terrorism based on their needs in this area, in close cooperation with the Counter-Terrorism Implementation Task Force, as well as with entities providing bilateral and multilateral assistance, and welcomes the thematic and regional approach applied to its work by the Directorate Executive;	0
He said that the Ivorian armed forces received regular training in international humanitarian law, and that the protection of the civilian population was part of the doctrine of the national army.	0
:: On November 11, 2014, regime forces made a surprise attack on the village of Lahouna, killing 13 people.	1
Furthermore, it obliges both parties to immediately release and reintegrate children associated with the armed forces.	0
Other soldiers began to beat the other four women, including the witness.	1
However, he did not know how many had been released or how many remained detained.	0
The continuation of asymmetric attacks on United Nations peacekeepers, as well as targeted killings and abductions of civilians, are worrying developments.	1
As indicated above, there is a protracted armed conflict in Darfur, which is not international in nature, between government authorities and organized armed groups.	1
The leaders welcomed the statement of the President of the Security Council of 14 July 2005 and expressed support for the initiative of my Special Representative. However, they also used the occasion to express their concern that President Yusuf and Prime Minister Gedi might seek an armed confrontation with them.	0
However, the two parties continued to avoid direct relations and all contacts between the two armed forces occurred through written communications and meetings with MINURSO.	0
- Urge States, United Nations entities, regional and subregional organizations and other interested parties to take appropriate measures to control illicit subregional and cross-border activities that harm children, as well as other violations and abuses committed against children in situations of armed conflict that constitute a violation of the norms of international law.	0
The Catholic Church and civil society organizations expressed concern that these commutations of sentences could contribute to a perception of impunity, although the President explained that the commutations had been decided in consultation with the Government, members of the Parliament and families of victims and perpetrators of crimes, among others, and in accordance with the Constitution and applicable laws.	0
c) Mistreatment of Eritrean prisoners of war;	1
The main issues that worried them were the problem posed by the appeal of Al-Qaida, the use of the Internet by terrorists, the glorification of terrorism in the media, the indefinite duration of sanctions, the need to support programs rehabilitation, and the exchange of confidential technical and operational information.	0
The guidelines were therefore forwarded to the ILO for review and possible action.	0
Since the existence of militias and so-called parallel forces has been determined, the President of the Republic and the Government of National Reconciliation have the obligation to take all necessary measures to put an end to their activities.	1
The Security Council also reiterates its support for the Special Representative of the Secretary-General, Mr. Ahmedou OuldAbdallah, for his efforts to advance the political process in Somalia.	0
For example, ambushes and asymmetric and rocket attacks were carried out against assets and personnel of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).	1
All equipment has been classified according to standards established by the General Assembly and a list of surplus equipment has been provided to other peacekeeping missions.	1
A senior government official involved in recruitment informed the Commission that tribal chiefs were paid with donations and gifts based on their recruitment activities and the number of people they provided.	1
Universal jurisdiction applies to these crimes which, if not prosecuted by Algerian justice, can be referred to any other national or international jurisdiction.	0
Furthermore, mobile armed groups that engage in banditry tend to be more brutal in their methods, as they have less incentive to establish popular support at the local level.	1
The Group of Experts recommended, among other things, the establishment of an independent international mechanism with parallel functions to monitor the national accountability process and carry out independent investigations.	0
On 25 June 2008, the Committee held informal consultations with the Monitoring Group re-established pursuant to resolution 1811 (2008) and also considered the request of the Security Council contained in paragraphs 6 and 7 of resolution 1814 (2008). to present recommendations to impose specific measures against individuals and entities that blocked the peace process or violated the arms embargo.	0
They called us &quot;slaves&quot; and asked us why we were still there.	0
Progress on President Kabila&#39;s request for the Mission to assist in the training, equipping and quartering of 20 police units, or the equipping of 3 military police battalions, is limited due to the lack of complementary support from donors to provide the necessary basic equipment (see my report of 30 March 2010 (S/2010/164)).	0
The Committee also welcomes the efforts of the Executive Directorate to continue to cooperate closely with the experts of the Security Council Committees established pursuant to resolution 1540 (2004) and resolutions 1267 (1999) and 1989 (2011), in particular through the regular exchange of information and reports on missions and the preparation of joint documents and statements by the Chairpersons of the Committees to the Council.	0
States in the West Asian subregion have suffered a large number of terrorist attacks and have taken important remedial measures, including measures to strengthen their counter-terrorism legislation.	1
:: Request missions to support host governments to address sexual violence explicitly in disarmament, demobilization and reintegration processes, security sector reform processes and security sector reform initiatives. justice, as well as to develop and implement concrete, time-bound action plans to combat conflict-related sexual violence.	0
2) The offender will be punished with a prison sentence of 8 to 15 years, together with the confiscation of property if the court considers it appropriate, or with an exceptional sentence, if the act described in paragraph 1 causes injuries. serious.	1
Many people were subjected to horrific ill-treatment and many others were summarily executed.	1
The continued hardship and suffering of the Palestinian people remains a tragic representation of the consequences of failure to implement resolutions and enforce decisions of the Security Council.	0
In September 2005, under intense public and international pressure, three Nepal Army officers were court-martialed and sentenced to six months in prison for failing to observe proper procedures in disposing of the body of Maina Sunawar.	1
It is clear from the information collected and verified by the Commission that the rape and other acts of sexual violence committed by Janjaweed militiamen and Government soldiers in Darfur were widespread and systematic and could therefore constitute a crime against humanity. .	1
There are several States that have not yet put in place procedures to identify and freeze terrorist assets without delay.	1
But we are also against extrajudicial executions and we condemn them.	0
Improvised explosive devices and homemade explosives, for example ammonium and uric nitrate. Car bombs.	1
The purpose of the attacks is clear: to exterminate the moderates in Syria and eradicate our forces on the ground.	1
b) If the hostage is under 18 years of age;	1
Seven have established in their domestic legislation their jurisdiction over the relevant crimes, five have adopted some measures to that end, and for nine States there is insufficient information on the matter.	0
Since its launch in January 2003, this plan has been aimed at preventing the trade in conflict diamonds by ensuring that all rough diamonds bought or sold among its participants (42 States and the European Community) are accompanied of a valid Kimberley Process certificate.	1
The Council notes that the Department of Peacekeeping Operations has sent a fact-finding mission to Chad and the Central African Republic to establish how the United Nations can assist the countries in addressing the prevailing instability.	0
It underlines the role that the Media Directorate, the International Committee of Personalities and the International Transition Support Committee have played in promoting the smooth development of the electoral process and the tranquility of the political climate, and renews its support for them.	0
In response to this wave of violence, MINUSTAH and the Haitian National Police successfully organized several operations to rescue those kidnapped and arrested a considerable number of alleged kidnappers.	0
Eleven States are parties to the Terrorist Financing Convention, and six of them have properly criminalized the financing of terrorism.	0
Barriers to humanitarian access that most harm people in need include restrictions on the movement of humanitarian workers or goods (including physical and bureaucratic impediments); the absence of agreed mechanisms with the parties to the conflict for the provision of assistance during hostilities; interference with the provision of humanitarian assistance, including requests for payment; and violence against humanitarian agents, including attacks against their physical integrity or against their convoys.	1
&quot;The Security Council reaffirms its commitment to the protection of civilians in armed conflict and to the continued and full implementation of all its previous relevant resolutions, including resolutions 1265 (1999), 1296 (2000), 1674 (2006) , 1738 (2006) and 1894 (2009), as well as all its resolutions relating to women, peace and security, children and armed conflict, and peacekeeping, and all relevant declarations of its Presidency.	0
An analysis of the statements of Al-Qaida leaders shows that their immediate objectives are, through resort to terrorism, to get Western countries to withdraw from the Middle East and other Islamic states and to convince Muslims that they want to attack. to their civilization.	1
According to information transmitted by various organizations, there were cases of rape and sexual violence during attacks on villages.	1
&quot;Weapons of mass destruction and nonproliferation as best business practice,&quot; followed by an exercise	1
In particular, it found that government forces and militiamen had carried out indiscriminate attacks including the killing of civilians, torture, enforced disappearances, the destruction of villages, rape and other forms of sexual violence, looting and forced displacement throughout Darfur.	1
These are some of the examples, among multiple testimonial and material evidence, that, in the opinion of the Commission, confirm that the term Janjaweed and other terms are used interchangeably in practice to describe the militias that collaborate with the Government.	1
Some reports and the media claim to have convincing evidence that some areas have been attacked because they are a center of rebel activities or because of their proximity to those activities, but above all because of the ethnic composition of the population living in those areas.	0
During the reporting period, there was no tangible progress in the disbandment and disarmament of Lebanese and non-Lebanese militias, as set out in the Taif Agreement and resolution 1559 (2004).	1
All States have a counter-terrorism policy and the vast majority are aware of the existence of Al-Qaida and the Taliban, although many may not focus their interest on the consolidated list.	0
These militias are believed to operate primarily under a tribal command structure.	1
Lists of names and the corresponding serial numbers of the weapons delivered were made, but the recipients did not indicate with their signature that they had received them.	1
Both Governments are indispensable partners of the Committee in its efforts to achieve a more effective regime focused on its objective of combating the threat, and they offered the Committee many useful suggestions and detailed information on recent developments.	0
Taking note of the report of the Secretary-General on the protection of civilians in armed conflict of 29 May 2009 (S/2009/277) and its annex on limitations on access for humanitarian assistance, which outlines the challenges of the effective protection of civilians, namely, promoting compliance with international law, promoting compliance with the obligations of non-State armed groups under international law, improving protection by increasing the effectiveness and resourcing United Nations peacekeeping and other relevant missions, expanding access for humanitarian assistance, and increasing accountability for violations,	0
The practice can be considered to amount to enforced disappearances and therefore a failure to fulfill the obligations of armed groups under customary international humanitarian law.	1
Third, the Taliban has seen many mid-level and some senior leaders killed or detained, and while there are many people who could take their place, the new commanders are younger and have less close ties to the Taliban. Quetta Shura, which is consequently less able to control its behavior and has more difficulty asserting its authority over the movement as a whole.	1
On the morning of May 24, eight F-FDTL soldiers carrying out an observation patrol in the hills were attacked and contained by an armed group from a higher position.	1
The rate of ratification of international counter-terrorism instruments varies widely: 12 States have ratified at least 10 of the instruments, while four States have ratified five or fewer.	0
However, the United Nations Compensation Commission appears to be an exceptional example in which all members of the Council were able to reach an agreement and, perhaps more importantly, in which a mechanism was established to obtain funds for the payment of compensation thanks to the ability of the United Nations to exercise control over Iraq&#39;s oil exports.	0
A Somali pirate leader, Mohamed Abdi Hassan, nicknamed &quot;Afweyne&quot;, was arrested in October 2013 in Brussels. Another top pirate boss, Mohamed Garfanji, was arrested in August 2014 in Mogadishu on charges of illegal possession of weapons and other piracy-related charges.	1
Following the adoption of resolution 2100 (2013), in which the Security Council established MINUSMA and supported the preservation of cultural heritage as part of its mandate, UNESCO has continued to collaborate with United Nations partners to integrate the safeguarding of cultural heritage into the peacekeeping operation and recovery work.	0
The Council reiterates its strongest condemnation of such practices, urges all parties to armed conflicts to ensure the full and effective protection of women, and insists on the need to end impunity for those responsible for violence. for gender reasons.	0
1. Reiterates its concern about the persistence of the crisis and the worsening situation in C̫te d&#39;Ivoire, which seriously threatens peace and stability in the West African region;	1
Exemptions are granted for supplies of weapons and related lethal materiel to the Ivorian security forces intended solely to support the Ivorian security sector reform process or for use in the framework of that process, prior notification to the Committee.	0
:: On November 23, 2014, regime warplanes launched two missiles at the Harwiel Mosque in the Aradi neighborhood of the city of Deir Ezzor, damaging the mosque and surrounding houses.	1
However, violations of children&#39;s rights, including sexual violence, remain a cause of concern throughout the country.	1
Article 75 of the Statute provides that the Court may directly issue a decision against the convicted person indicating the appropriate reparation to be granted to victims, including restitution, compensation and rehabilitation.	1
Noting that it was unclear how many people had been killed in the days of fighting, he said ceasefire monitors at the Intergovernmental Authority on Development (IGAD) had blamed the opposition for starting the conflict.	1
I also wish to reiterate that the four members of the F-FDTL who were convicted of murder in the shooting that left eight PNTL officers in 2006, one of whom was pardoned and the remaining three received reductions in their sentences, still They have not paid the victims&#39; widows the compensation ordered by the court.	0
Listing 10. Encourages all Member States to submit to the Committee established pursuant to paragraph 30 below (&quot;the Committee&quot;), for listing, the names of individuals, groups, companies and entities participating , by any means, in financing or supporting the acts or activities described in paragraph 3 above;	0
:: Reconstruction of the events and whereabouts of Mr. Hariri before the explosion	1
In July the Center taught a course on gender violence investigation techniques and to date a total of 40 agents (30 women) of the national police have been trained.	0
The armed officers replied that they were all &quot;the same anyway&quot; and began to destroy the house.	1
Other sources reported that the Janjaweed and soldiers abducted, confined and repeatedly raped women and girls in the villages they attacked, in military camps and in hiding places, and also tortured them to prevent their escape.	1
On 26 July 2005, the Security Council adopted resolution 1612 (2005) on children and armed conflict.	0
- Recognizes the importance of ensuring that the peacebuilding tasks prescribed in the mandate are carried out at the earliest possible stage of a peacekeeping operation, in coordination with the United Nations country team and with the due respect to security issues and the priorities of the Government of the country, taking into account existing programs and policies applied before the start of the operation.	0
On the other hand, both its mission to establish the facts and its work to identify the perpetrators would have benefited from the assistance of a large number of investigators, lawyers, military analysts and forensic experts.	0
Furthermore, the Commission considers that the fact that the rapes and other acts of sexual violence were committed mainly against three &quot;African&quot; tribes demonstrates the discriminatory intent of the perpetrators.	1
b) Encourage States in the subregion to take advantage of law enforcement and other forms of training opportunities to improve the implementation of counter-terrorism laws,	0
In view of the material it has received and the meetings it has held, the Mission is convinced that the conflict has had serious human rights implications.	1
According to official Australian sources, the training includes bomb making and techniques for committing suicide attacks.	1
In the case of Africa, the Council addressed the serious situation on the border between Rwanda and the Democratic Republic of the Congo, reviewed the persistent political stalemate between Ethiopia and Eritrea, assessed the implementation of the arms embargo on Somalia, and made renewed efforts to revive the political process in C̫te d&#39;Ivoire.	0
However, flows of immigrants and refugees in the region, from conflict zones in the Middle East and Africa, continue to represent a problem for immigration authorities.	1
The transformation of MONUSCO&#39;s force alone will not bring about the changes necessary to enable the Mission to fulfill its mandate more effectively. The behavior of some of the troop-contributing countries must change.	0
One civilian died as a result of the confrontation.	1
Issues related to crimes against humanity were assessed on the basis of definitions established by customary international criminal law and in the Rome Statute of the International Criminal Court.	0
:: On November 7, 2014, regime forces shelled the surroundings of the Tayba al-Qadim mosque in Damascus Rural, wounding 14 civilians as they left Friday prayers.	1
c) Encourage States to adopt appropriate measures to protect non-profit organizations from being used for the financing of terrorism.	0
They are rewarded when they report other citizens suspected of committing such &quot;crimes.&quot;	1
Unfortunately, those warnings were not heeded.	0
The Office encourages communities to practice self-policing and combat polarization of opinions without government intervention, which is a more lasting way to prevent radicalization within communities.	0
d) The establishment of a Truth and Reconciliation Commission in C̫te d&#39;Ivoire, with the support of the United Nations and taking into account the experience gained and the best practices that have emerged in this area in recent years;	0
Concerned by the constant helplessness and widespread anguish suffered by the populations of the northern regions of Mali, called by some Azawad (an expression recognized by previous peace agreements), in the absence of a definitive solution to a conflict whose devastating effects they continue to suffer ;	0
b) Actively participate in the Counter-Terrorism Implementation Task Force, created to assist Member States in implementing the Global Strategy.	0
On September 16, MINUSMA and UNICEF carried out an inspection of the armed elements of the MAA (Coordinator) and the MNLA stationed in Ber (Timbuktu region) and identified five minors, aged between 15 and 17, as well as as two young men who had probably been recruited when they were still minors.	1
Simultaneously, the clandestine resistance movement expanded throughout the country and a popular movement was reborn. On August 30, 1999, 78% of the Timorese population voted in favor of emancipation from the Indonesian administration in the people&#39;s consultation sponsored by the United Nations.	1
He also reiterated the Secretary-General&#39;s condemnation of all use of chemical weapons by any party to the Syrian conflict and his call for those responsible for their use to be brought to justice.	0
The legislation of most States establishes customer diligence obligations and reporting mechanisms that require financial institutions and certain professionals to identify their customers and report any suspicious activity to the authorities.	0
On 23 August, the Acting Chairman of the Security Council Committee established pursuant to resolution 1718 (2006) presented his quarterly report to the Council on the work of the Committee.	0
The Security Council recognizes the need to pay more systematic attention in its own work to the implementation of commitments on women, peace and security in order to enhance the involvement of women in the prevention and resolution of conflicts. conflict and peacebuilding, as well as to continue to integrate an appropriate gender perspective into the mandates of relevant United Nations peacekeeping missions and other relevant thematic areas of peace and security .	0
The commission has made a series of recommendations for immediate action to end human rights violations and address human rights concerns raised by the commission, including recommendations specifically addressed to the Council of Security, which deserve the attention and consideration of the Council.	0
Police said they were looking for &quot;Enza&quot; and asked the men if they had participated in the march.	1
Azahari Husin, Jemaah Islamiyah&#39;s best-known bomb maker until his death in November 2005, trained, in addition to an unknown number of ordinary disciples, several other instructors who remain at large and who can transmit their knowledge to cells throughout the world. Southeast Asia.	0
Terrorism represents, without a doubt, one of the most serious threats to international peace and security and remains a major cause of concern not only for African States, but for the international community as a whole.	0
The Government has not adopted the necessary legislative and administrative measures to combat and prevent corruption in provisional institutions.	1
A confrontation ensued, in which the police had to intervene and where they resorted to the use of tear gas.	1
The Security Council requests the Secretary-General to enhance cooperation between the United Nations and the Member States of the Central African Economic and Monetary Community (CEMAC) in order to facilitate and strengthen efforts to address the issue of cross-border insecurity in the subregion and put an end to violations of the territorial integrity of the Central African Republic by armed groups.	0
In many cases, militias attacking &quot;African&quot; towns and villages tend to use derogatory epithets, such as &quot;slaves&quot;, &quot;blacks&quot;, &quot;nuba&quot; or &quot;zurga&quot;, which would imply that they see the victims as members of a group distinct.	1
To this end, I recall that after the events of May 2008, the Lebanese leaders had reconvened the National Dialogue, whose main mandate was to develop a national defense strategy that would address the fundamental issue of weapons that are outside the control of the State.	0
However, as the Council was informed on 31 January, reports of bombings continue to this day and African Union observers are investigating the most recent case.	1
- Request that the Secretary-General&#39;s reports on specific country situations include sexual violence as a specific aspect of the report, including, to the extent possible, disaggregated data on the gender and age of victims, and request that these be developed Mission-specific strategies and action plans to prevent and respond to sexual violence, as part of a broader protection of civilians strategy.	1
Following the withdrawal of the Syrian Arab Republic from Lebanon, the time has also come to begin to redefine the relationship between these two neighboring countries that have been so close throughout history.	0
Complex criminal investigations are being carried out regarding piracy and criminal networks involved in piracy activities, focusing in particular on the leaders, financiers and organizers of such activities.	0
For our part, we consider that the issue of legitimacy is directly related to the holding of the elections, preparations for which are underway in the Joint Electoral Management Body.	0
In the last six months, Hizbullah leaders publicly declared on several occasions that they had strengthened their military capacity and would continue to do so, in open defiance of the provisions of resolution 1559 (2004).	1
Reiterates the importance of all relevant [national] institutions and other entities fully implementing [national justice programmes] for all, in a sequenced, timely and coordinated manner, in order to accelerate the establishment of a fair and transparent system of administration of justice , put an end to impunity and contribute to strengthening the rule of law throughout the country;	0
Commending the progress made so far by the Counter-Terrorism Committee, established by the Security Council pursuant to paragraph 6 of resolution 1373 (2001), acting under Chapter VII of the Charter in the discharge of its important role of supervision of the implementation of that resolution,	0
However, widespread attacks and blockades by political parties and other armed and unarmed groups have disrupted humanitarian activities and access to health and education services: much of this disruption has occurred in the Terai.	1
The most serious and bloody incident was the unprovoked attack by tribal militias on the Aro Sharow IDP camp and the villages of Gosmino and Ardja in the Kulbus area of Western Darfur, near the border with Chad. , on September 28.	1
Since arriving in Nairobi on 27 May 2005, my Special Representative has stressed to subregional leaders and other stakeholders the need to establish a coordinated approach to dealing with Somali leaders and to urge them to engage in dialogue and refrain from further action. military to resolve existing differences in the transitional federal institutions. On June 10 he met in Kampala with President Yoweri Museveni of Uganda and on June 29 he held talks with President Ismail Omar Guelleh of Djibouti, and with the Executive Secretary of IGAD in Djibouti.	0
To frame the debate in September, the Council should ask the Secretary-General to report on the scope of the problem posed by foreign terrorist fighters, their effect on ongoing conflicts and the efforts of the United Nations to address it.	1
The Program of Action contains concrete suggestions to improve national legislation and controls, and international assistance and cooperation, and calls on States to address the special needs of children affected by armed conflict.	0
MONUSCO has begun planning and preparing military operations against the FDLR, taking into account that it is a dispersed group hiding among the local population.	1
The Council intends to vigorously combat impunity with appropriate means, and draws attention to the full range of justice and reconciliation mechanisms that need to be considered, including national, international and &#39;mixed&#39; criminal courts and tribunals and commissions of truth and reconciliation.	0
Strengthening Haiti&#39;s rule of law institutions, including the reform of the Haitian National Police, is essential for the effective maintenance of internal stability and the extension of State authority.	0
Currently the risk of defections is not very considerable given the weakness of the central government, but the situation may take another turn if the Afghan authorities manage to strengthen their capacity and repair their reputation as corrupt and impotent.	0
The Security Council recognizes the need to prevent and suppress the financing of terrorism and terrorist organizations, including from the proceeds of organized criminal activities, such as the illicit production and trafficking of drugs and their chemical precursors, and the importance of maintaining international cooperation to this end.	0
In the resolution, the Council affirmed that the authorizations were only applicable to the situation in Somalia and would not affect the rights, obligations or responsibilities of Member States under international law in respect of any other situation, including rights or obligations in under the United Nations Convention on the Law of the Sea, including the general principle of the exclusive jurisdiction of the flag State over its vessels on the high seas, stressed in particular that the resolution would not be considered a precedent for customary international law and noted that These authorizations had only been granted following receipt of the letter dated 8 October 2014 containing the request from the President of the Federal Republic of Somalia.	0
Emphasizing the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (resolution 60/288 of 8 September 2006 ), the institutionalization of the Counter-Terrorism Implementation Task Force, in accordance with General Assembly resolution 64/235 of 24 December 2009, which will further strengthen the efforts of the Task Force to ensure coordination and the overall coherence of the activities of the United Nations counter-terrorism system, including on the ground, and the call for greater participation of Member States in the work of the Task Force (resolution 64/297),	0
As we saw in Mali, this can lead to the state being vulnerable to the emergence of civil conflict.	1
3. Remember that criminal acts, including against civilians, committed with the intention of causing death or serious bodily injury or taking hostages with the purpose of provoking a state of terror in the general population, in a group of people or in specific person, intimidate a population or compel a government or an international organization to carry out an act, or to refrain from carrying it out, which constitute crimes defined in the international conventions and protocols relating to terrorism and included within their scope, not admit justification in no circumstances by considerations of a political, philosophical, ideological, racial, ethnic, religious or other similar nature and urges all States to prevent them and, if they occur, to ensure that they are sanctioned with penalties compatible with their serious nature;	1
As an example, the Commission was informed that during an attack in Kutum (Northern Darfur) on 1 August 2003, rebels had attacked the criminal court and looted the judges&#39; homes.	1
It has also become clear that many of the murders committed in those two days did not take place in the street but in the homes of people who intended to attend the demonstration or even of innocent civilians identified by the security forces simply by their name, their origin or by belonging to a certain group in the community.	1
He warned that if the FDLR did not demonstrate a clear commitment by January 2, 2015, the Armed Forces of the Democratic Republic of the Congo (FARDC), with support from MONUSCO, would have to launch military operations to neutralize them.	1
Any improvement in the regulatory procedure reduces the risks of an unfavorable decision that could complicate implementation.	0
In most States, measures related to border control, internal security and law enforcement are fully implemented, although some have not submitted sufficient information to allow the situation to be assessed with respect to some specific aspects. (a) Encourage the adoption of measures to improve the ability to promptly freeze funds and assets linked to terrorism in most States, and protect the non-profit sector from misuse for the financing of terrorism;	0
This exacerbated tensions between the eastern and western districts and the existing imbalances in the National Police.	1
Bearing in mind the special character of resolution 1373 (2001), the continuing threats to international peace and security posed by terrorism, the important role that the United Nations and the Security Council must continue to play in the global fight against terrorism and the need to strengthen the Committee as a subsidiary body of the Security Council in this area, and without setting precedents for other bodies of the Security Council,	0
Underlines the need for a comprehensive [national] strategy for security sector reform that focuses on the professionalization of security sector institutions, including oversight bodies, and that helps ensure coherence and efficiency and avoid duplication or gaps, at the same time encourages the Government of [the affected country] to engage in a new strategic alliance with [the Mission] in the area of security sector reform in order to determine the priorities of each component of the sector and possible approaches to [the Mission&#39;s] support to [national] authorities in the area of security sector reform to increase the capacity of the army, police, justice and other security institutions and consolidate the authority of the [national] State, and requests the Secretary-General to present these priorities to it in an annex to his report of [date of report].	0
