es_en_DEEP	MatConf
Furthermore, the differences between the positions of President Gbagbo and his ruling party, on the one hand, and those of the opposition forces, on the other, remain very large.	0
Deploring the fact that the Taliban continues to provide a safe haven for Usama bin Laden and allows him and his associates to run a network of terrorist training camps in Taliban-controlled territory and use Afghanistan as a base to sponsor international terrorist operations,	1
However, depending on the success of counter-terrorism and counter-drug activities in Afghanistan, they should lose much of their influence over time.	1
The following sections describe the facts found by the Commission with respect to the series of attacks against civilians in the three states of Darfur.	1
However, flows of immigrants and refugees in the region, from conflict zones in the Middle East and Africa, continue to represent a problem for immigration authorities.	1
The Security Council urges the Democratic People's Republic of Korea to return immediately and without any preconditions to the Six-Party Talks and to strive for the rapid implementation of the Joint Declaration of 19 September 2005 and, in particular, to renounce all nuclear weapons and existing nuclear programs.	0
No document was prepared that explained the foundations of the declaration, its territorial scope, the degree of intervention of the military authorities, the powers attributed as well as the modality of cooperation between the F-FDTL and the PNTL or the decisions of the command. of field operations.	1
The fight against serious crime, including organized crime and corruption, has proven difficult for the Kosovo Police Service and the judicial system.	1
Is genocide more serious than other international crimes? It is widely held that genocide is the most serious of international crimes.	1
As indicated above, there are various provisions of international humanitarian and human rights law that refer to the protection of civilians in situations of armed conflict.	0
Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the affected country], ... calls upon all parties to put an end to serious violations and abuses against children in [the affected country], urges the Government... to develop and implement a concrete and time-bound action plan to stop the recruitment and use of children, requests the Secretary-General to continue dialogue with the Government... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and continue to monitor and report on the situation of children in [the affected country];	0
The Committee recognizes that the non-submission of reports could indicate a general "report fatigue" as a result of the number of reports that Member States have had to submit to the Committee, the Counter-Terrorism Committee, the Committee established under resolution 1540 (2004) and other United Nations bodies.	0
Between October 20 and December 10, 2014, regime helicopters dropped 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women.	1
For example, the ruling in the Jagre al-Jadi al-Makbul et al. case describes how a combination of 39 police officers and members of the popular armed forces left the inhabitants of Thabit at the mercy of a large contingent of fursan attackers.	0
Incorporation of a gender perspective in coordinated actions to prevent and respond to armed conflicts and humanitarian emergencies.	0
b) The dissolution and disarmament of all Lebanese and non-Lebanese militias;	0
In Algeria, the organization Al-Qaida in the Islamic Maghreb (QE.T.14.01) continues to constitute an active and dangerous threat, not only to Algeria but also to the countries of the Sahel, in particular Mauritania and, more recently, Mali.	1
S/RES/1318 (2000), para. VI Underlines the importance of all Member States, especially States that manufacture or trade weapons, to limit arms transfers that could provoke or prolong armed conflicts or aggravate existing tensions or conflicts...	0
As the United Nations system and its partners transition from humanitarian response to recovery and development activities, a strategy will be developed for the disengagement of the Office for the Coordination of Humanitarian Affairs in the country.	0
- On November 27, 2014, Syrian regime forces killed Salah Iyash (Abu Mohammad), an ambulance driver, in Zebdin, eastern Ghouta, while he was on his way to assist the wounded.	1
From 14 to 18 October, UNOWA and UNOCA participated in a workshop organized by the Lake Chad Basin Commission in YaoundÃ©, with a view to developing a regional counter-terrorism strategy and discussing the issue of the establishment of the joint multinational tasks.	0
The town of Kulbus could be considered a military objective, given the presence of the military camp.	1
Consequently, the following can be inferred: The remains of 232 Kuwaiti prisoners of war found on Iraqi territory have been identified (another four prisoners were identified at the Subhan burial site in Kuwait). For information purposes.	1
They claim that the children were orphaned as a result of the conflict and that the SLA has taken care of them.	1
In the joint statement, the Government committed to lifting access restrictions for all humanitarian work in Darfur and to removing various obstacles that prevented it from being carried out.	0
The porosity of borders and the weakness of state structures in southern Libya have created an environment conducive to the increased presence and activities of terrorist groups in the Sahel.	1
The creation of regulatory bodies and the continuous development of the banking sector are some of the achievements that contribute to potential economic development.	0
The F-FDTL also have in their possession a Minimi submachine gun, a .38 special revolver, a 9mm Browning pistol, two G3 semi-automatic rifles, an M16 A1 rifle and a .50 calibre M2 carbine, the origin of which has not been explained.	1
Internal instability would make defining and implementing a viable future status even more difficult.	1
Border Intelligence Service guards are directly under the command of the Military Intelligence Service officers of the division to which they are assigned and are also subject to the ordinary chain of command of the armed forces.	0
The Executive Directorate will assist the Committee in launching discussions to explore the technical assistance needs of States in the implementation of resolution 1624 (2005) and facilitate the provision of such assistance, as appropriate.	0
In return, the authorities in Belgrade should end the obstruction tactic that prevents Kosovo Serbs from participating in Kosovo's public institutions. The "empty chair policy" carries a great risk, the risk that the history of Kosovo will be written without the Kosovo Serbs.	0
First, he urged the Security Council to give human rights greater recognition and prominence in its resolutions and presidential statements.	0
c) Mistreatment of Eritrean prisoners of war;	1
These armed groups are involved in criminal activities, particularly in the illicit exploitation of natural resources, the trafficking of weapons and ammunition, smuggling, and the illegal collection of taxes.	1
The father stated that during the escape attempt they encountered six Arab men who raped his 25-year-old daughter in front of him, his wife and their minor children.	1
The Security Council encourages national Governments, the United Nations and regional and subregional organizations to expand and strengthen the roster of civilian experts available for peacebuilding in the immediate aftermath of conflict, including from countries with a relevant experience in peacebuilding after conflict or in transition to democracy, paying particular attention to the mobilization of capacity of developing countries and women, as they are essential to ensure the success of peacebuilding initiatives the peace of the United Nations.	0
The Government of Iraq fulfills its obligations under United Nations Security Council resolutions and pursues a policy of peaceful coexistence with its neighbors conducive to the security and stability of the region. The Government of Iraq hopes that the United Nations Security Council will recognize that there have been significant positive developments in the country; that the situation in Iraq is fundamentally different from that which prevailed when the United Nations Security Council adopted resolution 661 (1990), and that the time has come for Iraq to regain its legal status and international standing prior to the adoption of that resolution by the Security Council and the imposition of consequent sanctions under Chapter VII of the Charter of the United Nations.	0
The regime was modified by resolutions 1333 (2000) and 1390 (2002), which imposed three targeted measures (asset freeze, travel ban and arms embargo) against individuals and entities associated with the Taliban and Al-Qaida. There are also exemptions to asset freezes and travel bans. On June 17, 2011, the Security Council unanimously adopted resolutions 1988 (2011) and 1989 (2011), the provisions of which divided the regime in two, establishing a committee related to Al-Qaida and another to the Taliban.	1
- Call upon parties to an armed conflict to take appropriate measures to refrain from all forms of sexual violence and to prevent it and protect all persons against it, by means including:	0
b) Continue to identify the needs of States in relation to improving their institutions and strengthening the rule of law, and proactively incorporate human rights and the rule of law in their recommendations for technical assistance to States, in order to to strengthen national systems to bring terrorists to justice and improve international cooperation;	0
January 9, 2006 Timor-Leste-FALINTIL and the Defense Forces of Timor-Leste (F-FDTL) present a written petition to Brigadier General Taur Matan Ruak and President GusmÃ£o.	0
The Security Council notes that several obstacles undermine efforts to ensure access by humanitarian agencies and the United Nations to people in need, including attacks on humanitarian personnel, denial of access by authorities and lack of structured collaboration with non-state agents.	1
In this context, the Security Council looks forward to the summit of the International Conference on the Great Lakes Region (ICGLR), which will take place on 31 July in Nairobi, to further review the evolving situation in the region, including progress in the implementation of the PSC Framework.	0
The petitioners then passed through the cleared road, escorted by two of the UIR vehicles. Near the market area, the petitioners were the target of shots that came from both the UIR agents traveling in the escort vehicles and the crowd. One civilian was killed by shots fired from a distance, eight other civilians suffered gunshot wounds, and two police officers and two other civilians suffered other serious injuries.	1
For example, some States have extended the permitted period of pretrial detention or detention pending investigation, or restricted access to legal counsel.	1
For example, States in the Sahara region find it difficult to address the problem of mobile training camps run by the Al-Qaida organization in the Islamic Maghreb (QE.T.14.01.).	1
The Government armed forces then proceeded to confiscate the weapons of the villagers.	1
Recognizes that, despite the progress made in relation to gender equality, there is a need to intensify measures, including quantifiable and action-oriented targets, to guarantee the rights of women and girls, and to ensure that all women and girls in [affected country] are protected from violence and abuse, enjoy equal protection of the law and equal access to justice, strongly condemns discrimination and violence against women and girls, particularly violence aimed at preventing girls from attending school, highlights the importance of implementing its resolutions 1325 (2000), 1820 (2008), 1888 (2009), 1889 (2009) and 1960 (2010) , and to ensure that women fleeing domestic violence can find safe refuge, and notes the integration commitments contained in those resolutions;	0
A confrontation ensued, in which the police had to intervene and where they resorted to the use of tear gas.	1
At the 6900th meeting of the Security Council, held on 15 January 2013, in connection with the Council's consideration of the item entitled "Threats to international peace and security caused by terrorist acts", the Presidency made the following statement in Council name:	0
:: On November 9, 2014, regime helicopters dropped several barrel bombs on the town of Dael, killing six people, including two children, and damaging residential buildings.	1
The situation among ethnic groups in Kosovo remains relatively calm, although unstable.	1
The relationship between Al-Qaida and the Taliban appears to be close. In his video message of September 19, 2007, Al-Zawahiri* again referred to Mullah Omar (TI.O.4.01) as supreme leader, and although the Taliban can always recruit more soldiers, they do not have experienced commanders to replace to the many who have been killed, and have turned to Al-Qaida, not only for training, but also to cover casualties.	1
12. Also calls upon the Government of Burundi to continue its efforts to ensure the promotion and protection of human rights and, together with its international partners, to support and strengthen the capacity of the National Independent Human Rights Commission and the Office of the Ombudsman, to in accordance with General Assembly resolution 48/134, relating to national institutions for the promotion and protection of human rights, and further calls upon the Government to continue its fight against impunity and take the necessary measures to ensure the full enjoyment of the civil, political, social, economic and cultural rights enshrined in the Constitution of Burundi, in accordance with its obligations under international law;	0
Whatever the reason, if the attackers' intention had been to annihilate the group, they would not have spared the life of one of the brothers.	1
11. The two strands, one Lebanese, the other from the United Nations, have led to a unified complementary investigation carried out by the Commission and the Lebanese authorities.	0
Even in Afghanistan, where Afghan officials and members of coalition forces have conveyed to the Team their belief that the Taliban benefits from the huge revenues generated by the drug trade, it is difficult to point to concrete examples.	1
Two of them were injured but managed to survive thanks to the Red Cross providing assistance.	1
56. The police and security forces of the Democratic People's Republic of Korea systematically resort to violence and punishments that constitute serious violations of human rights in order to create a climate of terror that prevents any possible questioning of the current system of government. and the ideology on which it is based.	1
We are all deeply concerned about the deteriorating security situation in Côte d'Ivoire, as the Council perhaps realized in my statement this morning.	0
There were also 18 reports of rape following the attack on Adwa in southern Darfur in early December 2004.	1
The Team has consulted the Somalia Monitoring Group, which reported in its report of 9 March 2005 (S/2005/153) that the arms embargo had been violated by the supply of weapons, explosives, related materials and military training to Al-Itihaad Al-Islamiya, an entity on the consolidated list.	0
"The Security Council underlines the importance of the commitment of Ethiopia and Eritrea to lay the foundations for sustainable peace in the region and, mindful of the responsibilities of the United Nations under the Algiers Accords, remains determined to encourage and help both countries to achieve that goal.	0
In fact, the use of money carriers is considered one of the main methods for moving illicit funds, money laundering and financing terrorism.	1
Five people are killed and 10 seriously injured.	1
Terrorists in this region are believed to rely primarily on conventional weapons.	1
As the Secretary-General observed, in many conflicts, the lack of accountability and, even worse, the fact that in many cases it is not even expected to happen, is what largely allows them to multiply. human rights violations.	1
It concerned the Jamal Suliman Mohamad Shayeb case in the village of Halouf in connection with the killing of 24 people, including women and children, the looting of property and the burning of the village.	1
For example, in October and December 2003, JEM attacked Kulbus in Western Darfur, as described above in the document, and looted market shops.	1
In this regard, I received a letter dated December 6, 2007 from the Permanent Representative of Morocco to the United Nations (S/2007/714) and another dated December 12, 2007 from the Minister of Foreign Affairs and Cooperation of Morocco (S /2007/731, annex) in which they denounced violations of the terms of the military agreements negotiated in 1991.	0
During those three days, four of the girls were raped and one was sexually abused.	1
During the election period, it is expected that there will be new attempts at destabilization in the region.	1
- Consider the possibility of establishing general exemptions to the selective economic and financial sanctions adopted by the Security Council in order to facilitate the provision of humanitarian assistance.	1
This fragmented control of the Somali maritime environment has created or promoted three important sources of income for local administrations: a) the commercial export from Somalia of a large quantity of charcoal, among other products, b) unimpeded access by foreign fishing vessels to Somali marine and fishing resources and c) widespread acts of piracy. Charcoal	1
The current armed conflict is the main cause of people leaving their homes and also the most common cause of food insecurity.	1
On 12 November, another suicide bomb attack took place at a school in Kontagora, Niger State, injuring dozens of people. On November 25, two girl suicide bombers killed more than 45 people in the Maiduguri market. On November 27, a bomb explosion in the Maraba-Mubi area of ââAdamawa State killed at least 40 people. On November 28, an attack on the central mosque in Kano left at least 120 dead and 270 injured.	1
On 19 November, the Council adopted a presidential statement (S/PRST/2014/23) outlining practical measures for the effective implementation of resolutions 2170 (2014) and 2178 (2014). Specifically, the Presidential statement included measures to improve the exchange of information between States in order to prevent the travel, recruitment and financing of terrorists. It identified new funding streams for ISIL and the Nusra Front, requiring Member States to increase vigilance to ensure compliance with international obligations. It also outlined effective strategies and increased cooperation to stop the spread of violent extremism in communities, with the intention of better positioning the United Nations to address the causes of terrorism and violent extremism through a) enhanced coordination among States, b) increased effectiveness in capacity building, c) improved coordination between United Nations counter-terrorism entities and field missions, and d) intensifying the efforts of Member States and the United Nations, including their strategic communications, to counter violent extremist ideologies that fuel terrorism.	0
Transparency is one of the essential principles that govern the work and activities of the Committee, helping to build confidence, promote greater cooperation, and enable States, relevant international, regional and subregional organizations, civil society and the sector private sector have a better understanding of issues relating to resolution 1540 (2004), which facilitates its implementation by States. Transparency and disclosure through the media are closely interrelated.	0
The leaders welcomed the statement of the President of the Security Council of 14 July 2005 and expressed support for the initiative of my Special Representative. However, they also used the occasion to express their concern that President Yusuf and Prime Minister Gedi might seek an armed confrontation with them.	0
The Security Council supports the six-party talks and calls for their prompt resumption with a view to peacefully achieving the verifiable denuclearization of the Korean Peninsula and maintaining peace and stability on the Korean Peninsula and in northeast Asia.	0
Among the different possibilities is carrying out a suicide attack with explosives; an explosion carried out by remote control using frequencies different from those interfered with by the devices or the frequencies used by those same devices; an explosion carried out by remote control using the jamming devices themselves; an explosion carried out by remote control from a satellite telephone of Thuraya, the only telephone company that has a satellite telephone network in Lebanese territory; an explosion carried out using a TNT cable circuit; or an explosion carried out by circuit with another type of cable, such as a telephone line.	1
Since the political stalemate began, following the March 29 elections, the Secretary General has expressed his concern about the process and the politically motivated violence.	0
The first case referred by the Security Council under the Rome Statute (resolution 1593 (2005)), which resulted in the issuance of arrest warrants for two suspects, was a consequence of the referral recommendation made by the International Commission on Darfur investigation to the Security Council.	0
There are also important positive developments. When the armed conflict ended in 1999, there was a practically total lack of legislation and economic structures.	1
On the one hand, there were those who considered it natural for a country to establish requirements for citizenship or nationality, while others denounced the exploitation of this concept as one of the origins of the crisis in CÃ´te d'Ivoire.	0
The new democratic Government of Pakistan has inherited enormous political, economic and security problems.	0
At least 1,000 kilos of military explosives were used to cause the explosion.	1
Mr. Saddik had been informed that TNT and some special explosives had been used to direct suspicion towards extremist Islamic groups, as such explosives had only been used in operations carried out in Iraq.	1
Persistent rumors had also circulated that Ivorian helicopters were stationed in Guinea and that the helicopters destroyed by French forces in November 2004 had been loaned by Guinea.	0
c) Strengthen judicial oversight programs for police activities and promote continued dialogue with relevant international and regional mechanisms to ensure compliance with international human rights obligations in the context of the fight against terrorism.	0
All remains were transferred to the Hilversum military base, where the identification process is carried out.	0
The country is suffering terrible transgressions caused by war.	1
In the absence of such guidelines, including the determination of selection criteria for cases to be investigated and prosecuted, the committees did not have guidance on appropriate methods for investigating crimes that constitute serious violations of human rights.	1
In a meeting with the United Nations Office on Drugs and Crime (UNODC) on 5 August, the new Minister of Justice outlined the Government's new initiatives to restructure the Unit to align it with the objectives of the West African Coast Initiative. On October 27, more than 100 parliamentarians and government representatives approved a political declaration in which they reiterated Guinea-Bissau's decision to support initiatives to combat transnational organized crime, including drug trafficking, corruption, money laundering, money and terrorism, and urged the United Nations to continue helping to strengthen national institutions in that area.	0
Additionally, Ms. Bellamy introduced three child delegates to the children's forum -- Wilmot, from Liberia; Eliza, from Bosnia and Herzegovina, and JosÃ©, from East Timor -- who made personal statements describing the experiences of children caught up in armed conflict and calling for an end to wars.	0
Acknowledging that the Council's work had changed considerably over the past 15 years, one speaker noted that the trend had always been towards greater clarity.	0
East Africa has been a victim of terrorism in the past and the threat of terrorism in the region is high, due to persistent political instability.	1
At its 44th official session, held on 1 May 2014, the Working Group considered the report of the Secretary-General on children and armed conflict in Mali (S/2014/267), covering the period from January 2012 and December 2013.	0
Naturally, we are deeply concerned about the situation in the states of South Kordofan and Blue Nile, given their geographical proximity to our country.	0
After a long confrontation with the crowd, Deputy Commander Babo disarmed six of the eastern UIR agents and removed their flak vests. They were escorted to the vehicles that were waiting for them.	1
The bodies of five people, believed to be supporters of Mr. Coulibaly, showing gunshot wounds and signs of torture, have remained in the BouakÃ© mortuary since late December, awaiting the conclusion of criminal investigations.	1
To improve logistical support to contingents and police forces deployed in the most difficult environments in Mali, the Mission has assigned civilian support personnel to facilitate logistical planning and reporting for some military units deployed in Kidal and Tessalit.	0
FARDC soldiers and police forces are the main perpetrators of these acts.	1
72% of the planned police personnel have been deployed (5% of those personnel are women).	1
While air piracy off the coast of Somalia remains a serious problem, we urge the international community not to forget that the solution must be found on land, not at sea. A comprehensive resolution to the Somali conflict must address all the root causes of piracy and other problems, including the exploitation of marine resources and the dumping of toxic waste.	0
From the information obtained by the Commission, it appears that the looting perpetrated mainly by the Janjaweed in the context of attacks against different localities was carried out on a wide scale and with the consent of the Government of the Sudan, which maintained a policy of impunity and he directly supported the Janjaweed.	1
As a result, transactions suspected of being used to finance acts of terrorism will be subject to the same reporting and suspension system used in money laundering cases.	0
Since January, MONUSCO recorded more than 100 incidents against members and supporters of the political opposition, journalists and human rights defenders.	1
IV. Asset Freezing A. Terrorist Financing Trends Al-Qaida and its affiliated entities generally remain low-cost operators, particularly with regard to international aggression plans.	1
The Security Council recognizes that terrorism will not be defeated by military force, law enforcement measures or intelligence operations alone, and underscores the need to address the conditions conducive to the spread of terrorism, as outlined in point I of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288), and reiterates the need to address the factors that drive radicalization and terrorist recruitment, and further recognizes that a comprehensive approach to defeating terrorism that includes action at the national, regional, subregional and multilateral levels.	1
Reiterating the obligation of Member States to prevent and repress the financing of any act of terrorism, as well as to classify as a crime the intentional provision or collection, by any means, directly or indirectly, of funds by their nationals or in their territory with the intention that such funds be used, or with knowledge that such funds will be used, to perpetrate acts of terrorism,	0
1) Whoever, with the purpose of hijacking an aircraft to take it to a foreign country, takes control of it, or uses for this purpose without permission an aircraft that has been entrusted to him, will be punished with a prison sentence of 3 to 10 years. or with confiscation of assets.	1
(b) Encourage States to provide relevant officials with the necessary training to implement the counter-terrorism legal framework, including in areas such as investigation, prosecution, sentencing and extradition.	0
Building on the comprehensive review of all listed individuals and entities that was carried out in 2010, pursuant to paragraph 25 of resolution 1822 (2008), the Committee has instituted numerous mechanisms to ensure that the List reflect the danger posed by Al-Qaida and to periodically review each of the entries in order to determine if it is appropriate to maintain it.	0
According to the evidence, armed men under the command of Abilio Mesquita began the attack on the residence of Brigadier General Ruak on May 24, as indicated in paragraphs 69 and 70.	1
Large sums, although not essential to the success of attacks, are now more difficult to obtain.	1
Other measures contributing to the polarization of the two groups include the 1987-1989 conflict over access to grasslands and water sources between nomadic Arabs and the sedentary Fur.	1
The Security Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, the law of refugees and humanitarian law.	0
At the request of the Central Bank of Somalia, UNODC developed draft regulations to combat money laundering and the financing of terrorism, which were presented to the Bank in August 2014.	1
A phone call was received on the same prepaid card one minute after the explosion, at 12:57 p.m., from a phone booth in Tripoli, near a building belonging to the Syrian intelligence services. On 30 January, a call was made to the landline at Mr. Abu Adass's home, from the same phone booth in Tripoli.	1
On 3 September, the Government of India informed the United Nations of its decision not to renew the contract for the deployment of six military utility helicopters (Mi-17) to UNMIS beyond 31 October.	1
Furthermore, given the politically discriminatory nature of the systematic and widespread killings of civilians, such acts may well qualify as persecution as a crime against humanity.	1
The last group is made up of new members who have been radicalized or are in the process of becoming radicalized as a result of world events or the actions in their communities of extremists who have already been seduced by the message of Al-Qaida, and even to through pages or chat rooms on the network.	1
As of February 1, the petitioners had not received any response. On February 3, the petitioners left their barracks without their weapons, gathered in Dili and requested to meet with the President on February 7.	0
A potential obstacle to the Office of the Ombudsman providing effective procedural safeguards is the possibility that there may be confidentiality considerations that prevent disclosure of the name of the nominating State to the author of the request and to the States concerned in the case.	1
The United Nations has begun planning a technical meeting on capacity-building in Southern Sudan to coordinate its approach.	0
:: On November 25, 2014, regime warplanes launched 2 missiles against the industrial area of ââthe city of Ar-Raqqa, killing 44 people and wounding 57 others. 15 businesses and 17 homes were destroyed.	1
j) Unlawful detention, abusive treatment in Eritrean prisons, and inhuman treatment and poor quality of food and accommodation in detention camps;	1
However, the United Nations Compensation Commission appears to be an exceptional example in which all members of the Council were able to reach an agreement and, perhaps more importantly, in which a mechanism was established to obtain funds. for the payment of compensation thanks to the ability of the United Nations to exercise control over Iraq's oil exports.	0
The Security Council recalls its support for the efforts of the Secretary-General to establish in a timely manner the special court for Lebanon, as a means to end impunity in the country and deter further murders in Lebanon.	0
On February 8, 418 petitioners demonstrated in front of the PalÃ¡cio das Cinzas, residence of the President.	1
The Commission recommends that the following persons be prosecuted for the illegal possession, use and circulation of PNTL weapons on May 8 or 21, or both: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da ConceiÃ§Ã£o, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Gray Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco and Santa Cruz.	0
Soldiers from both sides undoubtedly perished in the fighting, and in all likelihood, first the rebel forces and then the government forces carried out acts of reprisal.	1
The Council recognized the desirability of annual briefings by the heads of military components and noted that it would welcome similar meetings with the heads of police components to improve understanding of operational issues.	0
However, the potential for the MRC to restrict tangible progress in stabilizing Ituri remains a concern, particularly given the Transitional Government's failure, so far, to bring armed group leaders to justice and prevent their movement through Uganda.	1
Their tactics are classic terrorism: forcing political change through assassinations and intimidation. Al-Qaida is a takfiri movement that claims to be the only one that follows the authentic teachings of Islam and justifies the violence it exercises by stating that it is a consequence of the sacred obligation of defense against all those who disagree, who are therefore infidels and can be attacked.	1
However, it is unlikely that the FARDC contingents deployed in the province will be able to establish effective and sustained control throughout Katanga and substantially limit the Mayi-Mayi's ability to harass the local population and illegally exploit natural resources. .	1
The Mitsubishi Canter pickup truck used to transport the bomb entered Lebanon from Syria via the Bekaa border, using a lane reserved for military traffic, on 21 January 2005 at 13:20. It was driven by a Syrian colonel from the 10th Army Division.	1
First, the establishment of special courts prompted national authorities to join the fight against impunity for these same crimes.	0
Mention is made of members of rebel groups suspected of participating in an illicit association to commit international crimes and for their possible responsibility for knowingly failing to prevent or repress the commission of crimes by rebels.	1
Furthermore, the Executive Directorate will continue to maintain its constructive dialogue with Member States, through meetings at United Nations Headquarters, visits, seminars and video conferences with officials in relevant capitals, in order to inform the Committee on the implementation by Member States of some elements of the relevant counter-terrorism resolutions, including updating preliminary implementation assessments, new counter-terrorism measures adopted and facilitating the provision of technical assistance.	0
b) Social unrest linked to long-standing problems of exclusion has contributed to constant protests and the emergence of political and armed groups in the southern Terai plains, which have created new risks of displacement, death and recruitment for children ;	1
The Deputy Foreign Minister of Afghanistan said it had been a year of important milestones, but the achievements had come at a cost, highlighting that terrorism remained a serious threat.	0
The international community's commitment to fighting terrorism and its firm determination to eradicate it have mainly resulted in the approval of multiple legal instruments and the establishment of specialized institutions.	0
In many cases, militias attacking "African" towns and villages tend to use derogatory epithets, such as "slaves", "blacks", "nuba" or "zurga", which would imply that they see the victims as members of a group distinct.	1
The Council expresses its concern about the external support received by Chadian armed groups, as reported by the Secretary General.	0
The final result must be stable and sustainable, therefore artificial deadlines should not be established.	0
The Commission considers that the Minister of the Interior and the Commander General ignored institutional procedures by transferring weapons irregularly within the institution;	1
At the same time, one of the issues that continues to provoke the most intense debates in the subregion is ensuring that counter-terrorism measures respect human rights obligations.	0
The Center also emphasizes the prohibition and blocking of Internet sites containing extremist material and regulation in this area.	1
Many States have not reviewed the potential terrorist financing risks that this sector may pose, although the United Kingdom in particular has established mechanisms to assess and protect these organizations and, through the Charities Commission's international programme, to achieve effective dissemination internationally and contribute to capacity-building in other parts of the world.	0
We are seriously concerned that the special processes created for this purpose appear to have failed.	0
Illicit association for the commission of international crimes	1
However, we believe that an abrupt withdrawal would be counterproductive and would create an unprecedented vacuum, especially considering the fact that the conditions conducive to the long-awaited large-scale investment and sustainable development do not exist.	0
Difficult and exhaustive discussions took place for more than 54 hours on the dispatch of a fact-finding team to the Jenin refugee camp.	0
Throughout the reporting period, the security situation in Ituri remained tense as some active militiamen continued to violate the human rights of the local population in areas where there was no MONUC or FARDC presence.	1
The exposure of transgressions in Part One of this report shows that serious violations of human rights and humanitarian law were committed on a large scale by government forces or militiamen under government control.	1
Of the 17 people accused of carrying out the attack on the Prime Minister, 13 were sentenced to prison terms of nine years and four months, while one received a sentence of 10 years and eight months in prison. On June 14, the Court of Appeal confirmed the sentences.	1
Calling on States to ensure, in accordance with international law, in particular international human rights law and international refugee law, that refugee status is not misused by those who commit, organize or facilitate acts of terrorism, particularly by foreign terrorist fighters,	0
Unfortunately, there are also numerous examples where fact-finding mechanisms could have contributed to establishing the truth, ensuring accountability and preventing further human rights violations, but where the Council failed to take effective action due to policies.	0
38. Reaffirms that the Monitoring Team will transmit to the Committee every six months a list of individuals on the Al-Qaida Sanctions List who have been reported dead, together with an assessment of relevant information, including the death certificate and, to the extent possible, the status and location of frozen assets and the names of individuals or entities that could receive unfrozen assets, directs the Committee to review such entries to determine whether they remain appropriate, and calls upon the Committee to remove entries for deceased individuals when credible information regarding the death becomes available;	0
As the relevant jurisprudence maintains, liability for a crime other than that agreed upon in the common plan arises only if, in the circumstances of the case, it was foreseeable that one or other members of the group would commit it and the accused voluntarily assumed that risk.	1
The two leaders laid the foundations for a continued dialogue between Lebanon and the Palestinians, which in my opinion constitutes an important measure to definitively overcome a difficult past and reaffirm the sovereignty and political independence of Lebanon.	0
Belarus, the Russian Federation and Ukraine have implemented fully operational financial reporting units. In 2010, Belarus and Ukraine adopted amendments to their laws relating to money laundering and combating the financing of terrorism regarding customer identification and due diligence on customers, establishment of registries, determination of real property and suspicious transactions.	0
Therefore, when considering responsibility for the human rights violations perpetrated during the events of March 25 and 26, one must also keep in mind the repercussions of the presidential decree of March 22 and the instructions issued by the commanders of the forces. national navies at the meeting on March 24.	1
Many of them told similar stories that the Internal Security Forces had detained them, tied them up, blindfolded them, stripped them, and held them for some time while they were questioned about Mr. Abu Adass and his links with Islamic groups. Most of these people shared the opinion of their interrogators that Mr. Abu Adass was a solitary and introverted person who did not have sufficient intelligence to commit such a crime.	1
More recently, there has been evidence that cross-border wildlife poaching may be a factor influencing conflict dynamics in Central Africa, and there is evidence that the conflict in Mali was partly the result of cross-border arms trafficking. as a result of the conflict in Libya.	1
Collaboration in the development and implementation of a gender-sensitive HIV/AIDS policy, including training, codes of conduct, HIV analysis, civil and military cooperation, resource information and material related to recommended practices; integration of an HIV/AIDS policy within DPKO and strengthening the capacity of peacekeeping operations, including future peacekeepers, to address HIV/AIDS.	0
The fact-finding mission considered that, since the credibility of the Lebanese authorities leading the investigation had been questioned, an independent international investigation was necessary to uncover the truth.	0
The third factor was the insufficient presence of the police and the fourth was the interference of foreign agents in Darfur.	1
b) Actively participate in the Counter-Terrorism Implementation Task Force, created to assist Member States in implementing the Global Strategy.	0
To this end, the Department identified several key objectives for this process. One was the mandatory establishment of three committees on policy and finance, community affairs and mediation.	0
In that sense, we have taken note of the statements issued by the main Kosovar elected representatives, who immediately condemned the crime and called for those responsible to be brought to justice.	0
The Security Council condemns all violations of international law, including international humanitarian law, human rights law and refugee law, committed against civilians in situations of armed conflict.	0
Later that day, military operations against the FACI air base at Abidjan International Airport resulted in the destruction of the remaining two Su-25s, two Mi-24v helicopters and one unmanned aerial vehicle.	1
The Under-Secretary-General for Political Affairs reported on the increase in attacks by the Lord's Resistance Army in 2011 and emphasized the serious impact these attacks had on the civilian population and the humanitarian situation.	1
Frequent clashes between FARDC troops and armed groups operating in the area have caused numerous casualties among the civilian population.	1
"The Security Council reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation and wherever, when and by whom they are committed.	0
"Weapons of Mass Destruction and Nonproliferation as a Best Business Practice" followed by an exercise	1
