es_en_DEEP	MatCoop
Water Stations :: On 23 November 2014, ISIL detonated a car bomb near a water treatment plant in the Hasakah village of Midan, which suffered extensive damage. Power plants	0
Law Enforcement Agencies: Establishment of Counter-Terrorism Units	1
The Security Council reiterates its support for the establishment of a Core Group to maintain the mobilization of the international community, increase consultations among key stakeholders to increase the coordination and effectiveness of assistance provided to Haiti, and contribute to the definition of a long-term development strategy aimed at promoting lasting peace and stability in the country.	0
We have reason to be confident that these groups will not succeed in undermining the electoral process at the national level.	0
- In an increasingly globalized world it has become increasingly easier for terrorists to exploit advanced technologies, communications and resources for their criminal objectives;	0
The Security Council notes with concern that terrorism continues to constitute a serious threat to international peace and security, the enjoyment of human rights and the social and economic development of States, and undermines global stability and prosperity, and that This threat has become more diffuse, with an increase in terrorist acts in various regions of the world, including acts motivated by intolerance and extremism, and reaffirms its determination to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable human rights law, refugee law and humanitarian law, threats to international peace and security caused by terrorist acts.	0
43. Reiterates the need to strengthen cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, where appropriate, through increased exchange of information, the coordination of country visits as part of their respective mandates, the facilitation and monitoring of technical assistance, relations with international and regional organizations and organizations, and other issues of importance to the three committees, expresses its intention to provide guidance to the committees on matters of common interest in order to better coordinate their activities and facilitate this cooperation, and requests the Secretary-General to make arrangements for the groups to share facilities as soon as possible;	1
Council members noted that all candidates should do their best to maintain a calm and peaceful environment, exercise restraint, await results that would be disclosed in accordance with national constitutional procedures, and resolve their disputes by peaceful means, through legal mechanisms. and established mediation organizations, such as the National Mediation Committee.	0
Many States are unsure what other than a death certificate would suffice for the Committee and the Team recommends that the Committee provide further guidance on what it needs to consider delisting due to death.	0
This cooperation resulted in the development and implementation of practical solutions in operational and naval coordination and in legal and judicial matters, self-protection measures in the maritime transport sector, public diplomacy and interventions to disrupt pirate activities in mainland.	1
- Call for strict compliance by the parties to an armed conflict with the applicable norms of international humanitarian and human rights law and refugee law, including with respect to:	0
Five States have duly established in their domestic legislation their jurisdiction over the relevant offences.	1
Several Member States have adopted provisional measures to allow their officials to apply the sanctions provided for when a name has been included on the Security Council List, even before the national validation process has been completed.	1
The Council requests the Secretary-General to continue to provide and implement guidance on how to address sexual violence in pre-deployment training and initial orientation of military and police personnel, and to assist missions in developing procedures for specific situations to address sexual violence in the field and to ensure that technical support is provided to troop- and police-contributing countries to include guidelines for military and police personnel on how to address sexual violence. sexual violence in pre-deployment training and initial orientation.	0
UNODC and the Organization for Security and Cooperation in Europe (OSCE) jointly organized a regional expert seminar on the implementation of universal legal instruments against terrorism as a means of enhancing cooperation in combating terrorism in the basin. Mediterranean, which was held in Malaga (Spain) in September 2013.	1
Furthermore, the Team's interactions with Member States and the Committee would change considerably if the Team were to become an arbiter of decisions regarding the listing and delisting of names.	1
According to data from a survey carried out in the Mornei camp in Western Darfur, medical teams treated approximately 20 victims of sexual violence between April and June 2004.	1
Supporting the work of the Committee established pursuant to resolution 1540 (2004), hereinafter referred to as the 1540 Committee, in accordance with its fifth programme of work,	0
9. Requests the Secretary-General to mandate the Panel established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, to monitor, for a period of 12 months, the implementation of the measures mentioned in paragraph 2 of this resolution;	1
Furthermore, the Authority commends the progress made in the Algiers talks and invites all parties, in particular the leaders of armed movements, to become personally involved in the process with a view to reaching without further delay an agreement on the basis of the project presented to the parties through mediation, which constitutes a solid basis for negotiations.	0
Finally, it must be established under what circumstances force can be used in a peacekeeping operation, ranging from self-defense to peace enforcement through robust peacekeeping, and how this fits into the implementation. of its own mandate to protect civilians.	0
Developing the capacity of States to prevent the proliferation of weapons of mass destruction and respond to attacks carried out with them	1
The Mission continued to coordinate support for the implementation of the national strategy on sexual and gender-based violence, within the framework of which five programs are being implemented relating to prevention and protection, the fight against impunity, multisectoral assistance, reform of the security sector, and data and distribution in the district of Ituri and South Kivu.	1
To ensure lasting peace after conflict, it is essential to allocate sufficient and flexible resources to peace support and crisis management activities in transitional stages, such as the protection of civilians, including United Nations personnel. United Nations and humanitarian assistance, disarmament, demobilization and reintegration of ex-combatants, and the creation of transitional public and judicial institutions, as well as promoting and protecting human rights and the integration of a gender perspective and ending impunity.	1
10. Invites the Secretary-General to submit a report to the General Assembly on opportunities and challenges in cooperation between the United Nations and regional and subregional organizations for the maintenance of international peace and security, and encourages the Secretary-General to study with the regional organizations the possibility of concluding agreements for the creation of a framework for the cooperation of these organizations with peacekeeping operations led by the United Nations, and for the contribution of these organizations to the aforementioned operations, taking due account of the guidelines of cooperation that have already been identified between the United Nations and some regional organizations;	0
To this end, he was given broad prerogatives, including unrestricted access to all land registries in Bosnia and Herzegovina.	1
Parallel to the 12 conventions on terrorism and in the absence of a universally accepted definition of terrorism, the list is both a symbol of the determination of the international community and a practical measure to meet the global challenge to international peace and security posed by Al-Qaida, the Taliban and their associates.	0
During the conflict, the Maoist militia performed mobilization and propaganda functions, served as an irregular army and applied various means to "enforce the law" in areas under the control of the CPN-Maoist. When the Maoist militia was disbanded, many of the members reportedly joined the CPN-Maoist Youth Communist League, which was re-established in December 2006.	0
In my capacity as representative of the President-in-Office of the African Union, I have the honor to transmit to you the attached communiquÃ© regarding CÃ´te d'Ivoire, issued by the Peace and Security Council of the African Union, at its fortieth meeting, held at the of Heads of State and Government, in Addis Ababa, on October 6, 2005.	1
On 30 August 2010, the SPLA established a Child Protection Unit in Bilpham, Central Equatoria State, to support the implementation of the United Nations-SPLA action plan.	1
Noting once again with deep concern the continued hostilities by foreign militias and armed groups in the eastern part of the Democratic Republic of the Congo and the threat that these hostilities pose to the holding of elections in the Democratic Republic of the Congo,	0
Due to a combination of factors, including gender-based discrimination in access to resources, education and employment, poor reproductive health care and exclusion from decision-making processes, refugee and displaced women They constitute one of the most vulnerable groups in the world.	0
These precautions, established in customary international law, are as follows: any belligerent party must (a) do everything practicable to verify that the objectives it intends to attack are not civilian in nature; b) take all possible precautions in the choice of means and methods of combat to avoid or, at least, reduce as much as possible the number of injuries that could be incidentally caused among the civilian population, as well as damage to property of a nature. civil; c) refrain from deciding on an attack when it is foreseeable that it will incidentally cause death or injury to the civilian population, damage to civilian property, or both, which would be excessive in relation to the concrete and direct military advantage anticipated; d) give due notice and by effective means of any attack that may affect the civilian population, except in the case of an attack by force (as established in article 26 of the Hague Regulations of 1907) or, as stipulated in article 57, paragraph 2 (c), unless circumstances prevent it, that is, when one of the belligerent parties considers that a surprise attack is essential.	1
o) Develop and implement, in close consultation with [national] authorities... a joint multi-year United Nations justice support program to develop the criminal justice chain, the police, the judiciary and the system penitentiary in conflict-affected areas and provide strategic programmatic support at the central level...;	1
It is also up to the Commission to classify, from the point of view of international criminal law, the transgressions of international human rights standards and international humanitarian law that it finds. This legal qualification is tacitly required by the other functions enunciated by the Security Council for the Commission, namely a) determining whether these transgressions constitute genocide; and b) identify the authors.	1
However, the Monitoring Team recommends that the Security Council remind Member States that the sanctions regime obliges them to prevent the Internet from being used, directly or indirectly, from their territory or by their nationals outside its territory to provide, sell or transfer technical information, assistance or training relating to military activities to persons and entities included on the List.	0
:: On November 27, 2014, regime warplanes attacked the Dar-es-Salam school in the city of Ar-Raqqa and partially destroyed one of its buildings.	0
Under the leadership of my Special Representative, UNOMIG continued its work to promote stability in the conflict zone and advance dialogue between the Georgian and Abkhazian parties on political and security issues, the return of refugees and internally displaced persons and economic cooperation, objectives that were supported by the high-level meeting of the Group of Friends held in Geneva under the presidency of the United Nations (see S/2003/412, para. 3).	1
In response to developments in the Syrian Arab Republic, including a report received by the United Nations High Commissioner for Human Rights, the Under-Secretary-General welcomed the recent decision of the Human Rights Council to establish an international commission of inquiry on the issue.	0
In the last of these (S/2012/376), as in the previous ones (S/2009/277 and S/2010/579), the Secretary General defined five basic challenges around which the debate should revolve: promote compliance with international law by parties to the conflict; improve compliance by non-state armed groups; increase protection by peacekeeping and other relevant United Nations missions; improve access for humanitarian purposes; and increase accountability for violations.	1
:: On November 29, 2014, regime warplanes dropped two barrel bombs on the Wahid al-Yousef school in the village of Kafr Sajna in Idlib, completely destroying it. Places of worship	0
These States are aware of the importance of cooperation, information exchange and coordination between the various agencies, as well as between the regional and national levels.	1
This use of homemade explosives demonstrates how Al-Qaida-related terrorists adapt their methods in countries where the arms embargo is effectively enforced.	0
The ability to prevent terrorists from organizing and moving freely through the territories of Member States of the subregion (especially in the Sahel) depends not only on the effectiveness of bilateral and subregional collaboration, but also on the measures adopted to put an end to implementing the best international codes and practices relating to law enforcement and border control as well as the effective protection and supervision of borders, coasts and inland regions.	1
In view of the prevailing situation, I believe that MINURSO continues to play an important role in stabilizing and monitoring the ceasefire on the ground, and I recommend that its mandate be extended for a further period of six months, until April 30. of 2006.	0
I am pleased to recall that since the Security Council adopted resolution 1559 (2004) on 2 September 2004, a number of its provisions have been implemented: free and fair presidential and parliamentary elections were held, the Syrian Arab Republic withdrew its troops and Lebanese military assets in April 2005 and both countries established full diplomatic relations in 2009.	1
The Mission continued to carry out awareness-raising activities within the framework of the "UN Cares" strategy.	1
The Security Council reiterates its strongest condemnation of cases of desecration, damage and destruction of sacred places and places of historical and cultural importance, especially, but not exclusively, those declared World Heritage by UNESCO, including those in the city of Timbuktu .	0
Furthermore, in accordance with the policy guidance approved by the Committee on 25 May 2006, the Executive Directorate should also continue to advise the Committee on issues relating to international human rights law, refugee law and humanitarian law with regarding the identification and implementation of effective measures to implement resolution 1373 (2001), as well as ways to ensure that the measures taken by Member States to implement the provisions of resolution 1624 (2005) comply with the obligations that concern them under international law, in particular international standards relating to human rights, refugee law and humanitarian law.	0
What the Security Council must do now is assure the courts that the sanctions regime established under Security Council resolution 1267 (1999) (the 1267 sanctions regime) is equitable and, with greater support of Member States, reaffirm its original purpose of ridding the world of the threat of terrorism from Al-Qaida, the Taliban and individuals and entities affiliated with them.	1
14. All victims, including victims of evictions and home demolitions, should receive full and adequate compensation.	1
In March 2014, UNODC will organize a seminar for Namibia on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption.	0
11. During the reporting period, Entity Armed Forces conducted normal training activities, in accordance with the military provisions of the Dayton Peace Agreement.	1
In some areas, there is strong evidence of harassment, and threats by armed groups to re-recruit released minors; Furthermore, the lack of security continues to make reintegration difficult.	0
Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited by affiliated organizations of the CPN-Maoist. About 30% of those children were released after spending a few days with the CPN-Maoist and about 20% were later found in Maoist army cantonments.	0
Where circumstances so require, the Executive Committees address issues related to the situation of women in conflict-affected areas, including issues of gender-based violence and sexual exploitation and abuse.	1
The Commission also notes that the detention of people by State security forces and the military intelligence service, particularly during attacks and intelligence operations against villages, in addition to constituting serious violations of international human rights standards, It can also be equivalent to forced disappearance, a crime against humanity, since the acts were systematic and widespread.	0
The resolution reiterates the importance of meeting these obligations and emphasizes that neither party should undertake any activity that contravenes these obligations or prejudices final status negotiations.	0
All 18 States that have reported on arms imports and exports have taken some measures to regulate the production, sale and transfer of arms and explosives.	1
Formed police units are responsible for providing riot control capabilities in the event of illegal or violent demonstrations and for protecting United Nations personnel, facilities and property in their respective areas of responsibility.	1
Encouraging in this context the parties to demonstrate greater political will to reach a solution, including by deepening their deliberations on the other party's proposals,	0
The Afghan authorities and the international community must clearly state that such behavior is unacceptable.	0
Despite the disarmament of 15,600 ex-combatants in Ituri, the National Commission for Disarmament and Reintegration continues to have difficulties in carrying out its functions, particularly the payment of demobilisation allowances to ex-combatants, which has led to growing discontent. It is urgent that the allowances be paid regularly.	1
Colonel Reis and Mr. Malik had a heated argument.	0
Likewise, 26 States have declared that they have taken all necessary measures to regulate and control the import and export of weapons and explosives, but information in this regard is lacking for the remaining four States.	1
The roadmap for the exit of MONUSCO must be accompanied by renewed efforts by the international community to enhance regional cooperation in order to minimize external threats and risks to the consolidation of peace in the Democratic Republic of the Congo. VIII. Observations	1
The ability of most States to freeze funds and assets linked to terrorism is insufficient, although some States have made progress in this regard.	1
The Council reiterates the importance of addressing the needs of women in peacebuilding and ensuring their participation in the development and implementation of post-conflict strategies.	0
The Commission's investigation team was headed by a chief investigator and comprised four investigators, two investigators specialized in violence against women, four forensic experts and two military analysts.	1
Pro-government militias have played an important role in the Government's security activities in CÃ´te d'Ivoire, especially in the western part of the country.	1
Steps are being taken to strengthen the role of the United Nations Country Support Team, including the hiring of a new head of the Resident Coordinator's Office and identifying additional staff needed.	1
The widespread proliferation of weapons outside of state control, coupled with the continued presence of heavily armed militias, is a major concern for me when it comes to the stability of Lebanon.	0
Five States are not yet parties to the Firearms Protocol, but almost all have adopted OAS legislation criminalizing the illicit manufacturing, possession and trafficking of small arms and light weapons, ammunition and explosives.	0
18. Reiterates that United Nations peacekeeping operations and special political missions may, if mandated by the Council, assist host Governments upon request to develop the capacity necessary to fulfill their commitments under the existing global and regional instruments and to address the illicit trade in small arms and light weapons, including through weapons collection and disarmament, demobilization and reintegration programmes, improving physical security and stockpile management practices, record-keeping and tracing capacity, the creation of national export and import control systems, increasing border security and strengthening judicial institutions, police and other security bodies;	1
Well-informed Somalis and others who have a deep understanding of what is happening on both sides say, regarding the possibility of a military confrontation, it is not a question of if, but when.	0
Its unwillingness to implement the rule of law and ensure respect for the sovereignty and territorial integrity of a Member State of the United Nations has undermined its credibility, as well as its legal and moral authority.	0
Lieutenant General Dos Santos Cruz added that it was possible that the principles of United Nations peacekeeping -- namely, the consent of the parties, impartiality and the non-use of force except in self-defense and in defense of the mandate -- would not always be applied against armed criminal groups in contemporary missions, and that their application could be reviewed and adapted to contemporary threats and the context of violence that innocent civilians and peacekeepers suffered in conflict zones .	1
It defined different measures to be adopted and applied by Member States and established the Counter-Terrorism Committee to verify their application.	1
These actions can be considered as indirect participation in deceiving public opinion and disregarding the position of the Syrian Government regarding events taking place on its own territory. This is an irresponsible incitement to all kinds of violent acts, providing international cover for international terrorist acts undertaken by terrorist groups against Syria, its interests and its people.	0
Furthermore, the record-keeping requirement set out in article 12 could assist the Committee and the Monitoring Team in determining who supplies the weapons used by Al-Qaida and its associated entities.	1
However, the Commission found no evidence that these kidnappings were widespread or systematic enough to be considered crimes against humanity.	1
During the discussion, the parties agreed that, taking into account the changes in the leadership of both sides over the past two years, it was necessary to reaffirm their commitment not to resume hostilities and to ensure the safe and dignified return of refugees and internally displaced persons, in a first stage to the Gali district within the former borders, as stated in the Yalta Declaration of the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6).	0
The meetings will include regular reporting by working groups responsible for monitoring progress on national monitoring and implementation, assistance, cooperation with international organizations, including Security Council Committees established pursuant to resolutions 1267 (1999). and 1373 (2001), and transparency and disclosure in the media.	0
As explained below, the Commission has gathered much material which, in its view, confirms that the term Janjaweed, in the limited context of the Commission's mandate, is used as a generic term to describe the Arab militia acting on the orders of, with the support, complicity or acquiescence of, the State authorities of Sudan and whose acts go unpunished.	1
This method was used to reduce possible weapons losses to the activities of naval forces.	1
The rebel movements also participated in acts of looting, mainly against police stations in order to obtain weapons; On a few occasions, rebels also stole private property.	0
Common standards and procedures are being developed in the following six key areas: the code of conduct; training materials and strategies; standardization of procedures for reporting complaints within an agency; community information; standardization of procedures for UN implementing partner agencies and MONUC in accordance with the Secretary-General's bulletin (ST/SGB/2003/13) on special measures for protection against sexual exploitation and abuse; and the reporting of complaints received by one agency concerning an incident involving a staff member of another agency.	1
Recalling resolution 1373 (2001) of 28 September 2001, by which it established the Counter-Terrorism Committee, and also recalling its other resolutions concerning threats to international peace and security caused by terrorist acts,	1
Establishing regular programs to inspect reporting entities to ensure compliance with anti-money laundering and anti-terrorist financing requirements is a serious challenge for some States as it is resource-intensive.	1
At the time of writing the Semlow and its crew remain captive. Those responsible for the kidnapping have demanded a ransom of US$500,000.	0
Condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with respect to i) torture and other prohibited treatment, ii) violence of gender and sexual violence, iii) violence against children, iv) the recruitment and use of child soldiers, v) trafficking in human beings, vi) forced displacement and vii) the intentional denial of humanitarian assistance, and requires that all parties put an end to such practices.	0
The Under-Secretary-General also noted that the United Nations had detected an increase in accusatory rhetoric directed against UNMISS by the Government of South Sudan, as well as violations of the UNMISS Status of Forces Agreement.	0
All States in the subregion are members of INTERPOL and have established national central offices.	1
The Group investigated the supply of such vehicles to northern CÃ´te d'Ivoire but encountered the difficulty that it was unable to carry out a thorough inspection of FN vehicles, although it managed to photograph several of them in a military convoy in Bouake .	1
The Commission will serve as a forum for youth to express themselves and ensure political coherence by promoting youth interests in Government policies.	1
Progress has been made in the registration, background investigation and certification program of the national police, with the full certification as of September 20 of 2,944 agents (of which 565 were women), 94% of the force.	1
The three Missions also look forward to expanding their cooperation in the chartering of high-capacity passenger aircraft for troop rotations; the establishment of a joint regional procurement office; and the upgrading of MONUC facilities in Entebbe, Uganda, which already serves MONUC, ONUB and UNMIS, to provide transit accommodation for troops and a primary point of entry for shipments destined for the three Missions, among other functions.	0
The program collects information at the national level on all people who have been arrested or have been allegedly involved in minor bank or credit card fraud or crimes related to travel documents.	1
a) Encourage States to build the capacity of their anti-money laundering and countering the financing of terrorism law regimes, with a particular focus on the regulation of alternative remittance systems and non-profit organizations ;	0
Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations.	0
Several delegations were of the opinion that internal situations, in particular the conflict in South Sudan, did not allow decisions to be taken that would lead to the resolution of outstanding issues.	0
Under the UNIPSIL non-state actor project, the Political Parties Registration Commission continued to play a key role in implementing capacity-building programs of political parties, including their women and youth sections, to mitigate and resolve conflicts.	1
However, make no mistake: my country is also prepared to incessantly resist the unilateral declaration of independence as long as a compromise solution is not in sight.	0
They are available on the Interpol website and can be printed and distributed, along with other police information, to border posts that do not have Internet connections.	1
The Council should integrate emerging good practices in countering violent extremism at the heart of its response to the threat posed by foreign terrorist fighters and encourage the dedication of resources to such efforts.	1
:: On November 29, 2014, regime warplanes launched 2 missiles at the Nawawi Mosque in the city of Ar-Raqqa, killing 11 people, including a child, and wounding 16 others.	0
In Kenya, 160 suspected pirates have been prosecuted and the trials of another 4 people are ongoing.	0
In an incident that occurred in the area called PK 18 in Abobo, six young men living in the same place were forcibly removed from their home on March 25 at 11:00 p.m. by the police and masked members of special units or the called parallel forces.	0
Throughout its mandate period, the Monitoring Group kept the Security Council Committee established pursuant to resolution 751 (1992) informed of its activities by submitting biweekly reports through the United Nations Secretariat and by submitting information to midterm at United Nations Headquarters in New York in July 2005.	0
In its efforts to promote regional cooperation, UNODC organized, jointly with the Global Counter-Terrorism Forum, a conference on regional cooperation in criminal matters in the Maghreb and the Sahel, held in Casablanca, Morocco, from 16 to 18 April 2013.	1
The LRA carries out a protracted and particularly violent insurgency in northern Uganda, which has led to the death, kidnapping and displacement of thousands of innocent civilians in Uganda, Sudan and the Democratic Republic of the Congo.	0
In his opinion, "a village is a small area that cannot be easily divided into sections, which is why the entire village becomes a military target."	0
It is therefore essential that command and control of the operations of the armed forces be exercised at a central level.	0
32 sets of remains were found, presumably those of Iraqi soldiers and some of them with identification, which will be handed over to the Iraqi authorities once the necessary procedures have been completed.	1
The third factor was the insufficient presence of the police and the fourth was the interference of foreign agents in Darfur.	0
In some of its visits, particularly to least developed States, the Team found that relevant national agencies involved in the fight against terrorism were severely under-resourced, especially in the area of ââborder security, to the point that even relatively senior officials did not have access to computers or other relevant technical facilities, and others did not have the staff necessary for critical tasks.	1
In its presidential statement of 4 September (S/PRST/2008/33), the Security Council requested the Secretary-General to seek States that could provide the financial resources, personnel, equipment and services necessary for a multinational for Somalia and get in touch with them.	0
The Coordinator made three visits to the region (in February, April and May) that coincided with the meetings of the Technical Subcommittee and the Tripartite Commission. On 9 February 2011, he was received by Sheikh Mohammed Al-Sabah Al-Salem Al-Sabah, Deputy Prime Minister and Minister of Foreign Affairs of Kuwait, who indicated that the emerging spirit of cooperation between Iraq and Kuwait must be translated into practical measures and results-oriented with a view to resolving outstanding issues, including the issue of archives of missing persons and property.	0
(b) Contribute to the protection of civilians in imminent danger of physical violence in the areas in which it is deployed, without prejudice to the responsibility of the [affected State] ...	1
:: The Committee shall report to the Committee after each meeting. Each working group shall be chaired by a member of the Committee, assisted by staff of the United Nations Office for Disarmament Affairs, experts from the Committee established pursuant to resolution 1540 (2004) and its secretariat, as required.	0
Our policy of proactive initiatives has the long-term goal of lifting Abkhazia society out of its isolation, exposing it to democratic values ââand beliefs and recognizing the fundamental human rights of internally displaced persons and refugees, first and foremost the right to return to their homes, regardless of their ethnic origin, all with the aim of creating a climate of mutual trust and respect.	1
Development of a set of policies, guidelines and procedures for the planning, implementation and monitoring of disarmament, demobilization and reintegration programs, known as integrated standards for disarmament, demobilization and reintegration programs, and integration of gender perspectives.	1
Some major cases related to organized crime, including human trafficking and drug trafficking, have been thoroughly investigated by the international community and their perpetrators have been brought to justice.	1
Increasingly, attacks in Afghanistan show the influence of Al-Qaida's methods in Iraq, and suicide bombings and beheadings have become more frequent and shown on television.	0
- Call for parties to an armed conflict to strictly comply with the rules of international humanitarian law and human rights law that prohibit rape, sexual slavery, forced prostitution, forced pregnancy, forced sterilization or any other form of violence sexual.	0
As a result, transactions suspected of being used to finance acts of terrorism will be subject to the same reporting and suspension system used in money laundering cases.	1
In 2014, in response to resolutions 2083 (2012) and 2161 (2014), and to further promote the implementation of the Security Council sanctions regimes by national authorities, the Division standardized the format of all Security Council sanctions lists and established the Consolidated Security Council Sanctions List, which contains the names appearing on all sanctions lists of the Council's sanctions committees.	1
The struggle for power manifests itself in various forms and aims to gain the support of the different social forces that coexist in civil society and public opinion in order to obtain more popular support or influence.	1
d) With input from the Committee's working group on assistance and its working group on cooperation with international organizations, including Security Council committees established pursuant to resolutions 1267 (1999) and 1373 (2001), where appropriate , will continue to organize and participate in outreach activities at the international, regional and subregional levels; be willing to emphasize and engage in assistance programmes, promote the exchange of experiences, lessons learned and effective practices, and be willing to facilitate offers or requests for assistance;	1
They called us "slaves" and asked us why we were still there.	0
Of note is ongoing law enforcement cooperation through the Regional Center for Combating Cross-Border Crime of the South-East European Cooperation Initiative and the recently created Secretariat of the Convention on Police Cooperation in South-East Europe.	1
c) Liaise with the Government [of the affected country] and the Office of the United Nations High Commissioner for Refugees (UNHCR) to support efforts to relocate refugee camps near the border, and provide to UNHCR the necessary logistical support for this, when possible and on a reimbursable basis;	1
:: Precise guidelines be developed on what missions can do to protect civilians, including practical protection measures such as more intense and systematic patrolling of potentially unstable areas, joint protection teams or early warning cells.	1
I gave them a list with the names of the three senior military commanders of the RCD-Goma reported and pointed out that two of them had been promoted.	1
In addition, the Executive Directorate will continue to maintain a constructive dialogue with Member States through meetings at United Nations Headquarters, visits, seminars and video conferences with officials in relevant capitals in order to inform the Committee on the implementation by the Member States of various elements of the counter-terrorism resolutions, including updates to preliminary implementation assessments, new counter-terrorism measures adopted and the facilitation of technical assistance.	0
The armed forces intervened on several occasions to control demonstrations and prevent protesters from approaching the Blue Line.	0
If it is decided to prosecute all the people who received weapons for illegal possession, the Commission has reports in which these people are identified.	0
However, a more constructive attitude towards UNMIK was increasingly evident.	0
The Secretary-General's latest report on resolutions 1559 (2004) and 1701 (2006) clearly states the importance of disarming Hizbollah and ending arms smuggling along the Lebanese-Syrian borders.	0
Promoting knowledge and awareness on gender issues at the national and local levels through the network of gender focal points in regional and national offices.	1
In a limited number of cases, benefit payments may have induced commanders to re-recruit children they had already released.	0
The Government armed forces then proceeded to confiscate the weapons of the villagers.	0
Eritrea has been organizing, training and sending to Ethiopia all types of gangsters and terrorist elements to create confusion in our country and cause political instability.	0
Red Cross vehicles and personnel were reported to have been seen at the scene and in some cases provided aid to the injured.	1
The prosecution of persons suspected of piracy and the punishment of convicted pirates in accordance with relevant Security Council resolutions are essential to deter future pirates and demonstrate to them that they cannot act with impunity.	0
The resolution authorizing the establishment of UNMISET was adopted unanimously as resolution 1410 (2002) on 17 May.	0
At the 5059th meeting of the Security Council, held on 19 October 2004, in connection with its consideration of the item entitled "Threats to international peace and security caused by terrorist acts", the President of the Security Council made the following statement On behalf of the Council:	0
The Security Council welcomes the decision of the African Union to send a reconnaissance mission to prepare for the deployment of military observers in Somalia, and calls upon the Somali leadership to cooperate with this initiative.	0
Reiterating further the obligation of Member States to prevent the movement of terrorist groups, including by imposing effective border controls and, in this context, their obligation to exchange information without delay and to improve cooperation between competent authorities to prevent entry and departure of terrorists and terrorist groups from their territories, as well as the supply of weapons to terrorists and funds that could finance their activities,	0
The Security Council commends the efforts of the European Union's Operation ATALANTA, the North Atlantic Treaty Organization's Operations Allied Protector and Ocean Shield, led by NATO Member States, the Combined Maritime Forces Operational Force 151 Combined, led by the United States of America, Denmark, New Zealand, Pakistan, the Republic of Korea, Singapore, Thailand, Turkey, and other States acting individually and in cooperation with the Somali authorities and each other, to suppress piracy and protect vulnerable vessels transiting the waters off the coast of Somalia, and appreciates the efforts of Member States, including China, the Russian Federation, India, Japan, Malaysia and the Republic of Korea, that have deployed ships or aircraft to the region, as indicated in the report of the Secretary-General (S/2012/783).	0
Attempts continued to have minorities generally represented on the staff of administrative departments.	1
Provision of technical and policy advice from the Gender Adviser assigned to the UNAIDS Regional Support Office for Eastern and Southern Africa on the mainstreaming of women's issues and HIV/AIDS in national HIV/AIDS control programmes. AIDS.	1
They also went to police stations and the district prosecutor's office to obtain information about the rape cases already reported.	1
Since then, the Government has repeatedly stated that it prefers to receive direct bilateral assistance to strengthen the capacity of its security forces.	0
Commercial dual-use systems: they are manufactured for civilian purposes but can also be used in terrorist attacks.	0
The Security Council reiterates its call on the Government of the Central African Republic to reinvigorate efforts to reform security sector institutions, a key element of the peacebuilding process in the Central African Republic, and to address widespread impunity , promoting the rule of law and increasing respect for human rights.	0
The resolution imposes on all States a legally binding obligation to adopt and implement appropriate and effective measures against the proliferation of nuclear, chemical and biological weapons and their means of delivery.	0
...urges the [national] authorities to take all necessary measures to protect human rights, end impunity and initiate investigations to identify the perpetrators of such acts and bring them to justice, and to act to protect witnesses in order to ensure procedural guarantees; urges them to take steps to mitigate the climate of fear resulting from restrictions on freedom of expression and freedom of assembly;	0
Establishment of multisectoral strategies to respond to gender-based violence involving actors from the health, security, legal/judicial services and psychosocial services sectors; organizing local training activities to increase the capacity and knowledge necessary for the national response to gender-based violence. Development of multisector response strategies.	1
Condemnation of illicit trafficking in small arms and light weapons	0
c) Decided that the Executive Directorate would continue to act as a special political mission, with the policy guidance of the Committee, for the period ending 31 December 2010, and also decided to conduct an interim review of the work of the Executive Directorate before 30 June 2009 and review it thoroughly before the end of his mandate;	1
The Government of the Sudan submitted a document to the Commission listing attacks on humanitarian convoys.	0
The President, together with the Chairpersons of the Committees established pursuant to resolutions 1373 (2001) and 1540 (2004), which also deal with counter-terrorism issues, held two joint briefings with the Security Council in 2009. The meetings were held on 26 May (see S/PV.6128) and 13 November (see S/PV.6217).	0
