es_en_DEEPL	VerConf
Clear direction for the work of the Committee and its Executive Directorate requires clearly formulated policy guidance in all key areas of the Committee's mandate.	1
The Security Council calls upon the Somali parties to build on the progress made and conclude the Somali National Reconciliation Conference without delay with a lasting and comprehensive solution to the conflict in Somalia through the establishment of a viable transitional government.	0
UNOCI continued to promote the issue of gender among United Nations military, police and civilian personnel, in particular through the issuance of weekly awareness messages on various gender-related issues.	0
10. Directs CTED to facilitate the availability of information contained in national counter-terrorism surveys and assessments, where consented to by the Member States concerned, and further directs CTED to facilitate the availability of information on regional counter-terrorism capacity, where approved by the Committee, as appropriate;	0
Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any act of terrorism is criminal and unjustifiable, whatever its motivation and wherever and by whomever committed,	1
We offer basic training (e.g. weapons handling, discipline, ...) which can last about two weeks, depending on the individual.	0
Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian Special Court process, additional remedial action would be necessary to ensure that justice is done.	1
Our main concern in this regard is the fact that, according to the report, none of the eight standards have yet been fully met.	1
Some reports also indicate that foreigners from Chad, the Libyan Arab Jamahiriya and other states responded to the call and that the government was more than willing to recruit them.	0
The Government of Germany strongly condemns these acts of violence.	1
Uganda values peace and believes that the current instability in the Great Lakes region is a disincentive to development.	0
No State has reviewed its nonprofit sector or conducted an assessment of the risk of it being used to finance terrorist activities.	1
The comprehensive review also recognized that States had taken a significant number of steps to implement resolution 1540 (2004) and comply with their obligations, although it also found that States had taken fewer steps in some areas, such as biological weapons, means of delivery, national control lists, access to related materials, and financing of prohibited or illicit proliferation activities.	0
12. Calls upon the Committee, in cooperation with the Committee established pursuant to resolution 1373 (the "Counter-Terrorism Committee"), to report to the General Assembly on further concrete steps that States could take to implement the measures set out in paragraph 1 of this resolution;	0
Any improvement in the regulatory procedure reduces the risks of an unfavorable decision that could complicate implementation.	0
Two of them were injured but managed to survive thanks to assistance from the Red Cross.	0
This interpretation is justified under basic principles of international criminal law according to which there is individual criminal responsibility when a person materially commits a crime, as well as when he or she engages in other forms or modalities of criminal behavior.	0
In summary, rape is a physical invasion of a sexual nature perpetrated without the consent of the victim, i.e., by force or coercion, such as that caused by fear of violence, intimidation, detention or taking advantage of coercive circumstances.	0
In the 15 years since the establishment of the peacekeeping operation in the DRC on November 30, 1999, much progress has been made, as recognized by the Congolese interlocutors themselves: the withdrawal of foreign armed forces, the reunification of the country, the establishment of the Transitional Government and two national elections.	0
Reiterating its deep concern that, despite its repeated condemnation of violence against women and children, including all forms of sexual violence in situations of armed conflict, and notwithstanding its calls to all parties to armed conflict to put an end to such acts with immediate effect, such acts continue to occur and in some situations have become systematic and widespread.	1
The Special Representative regretted that the human rights situation continued to be characterized by ongoing violations and warned that the situation could even worsen with the adoption and implementation of a new security bill.	1
In one case in Deleba, West Darfur, the victim was beaten to death.	0
In addition to informing the work of human rights reporting mechanisms and serving as a secure archive of information provided by relevant stakeholders, the work of such a structure would facilitate United Nations efforts to prosecute or hold accountable those most responsible for crimes against humanity.	0
With regard to disarmament, UNOCI will continue to support the rapid cantonment of forces, in accordance with Supplementary Agreement No. 3.	0
Flows of arms from Ethiopia received by the warlords and then arriving at the Bakaraaha market would explain another source of small arms and ammunition from that market.	0
This issue has never ceased to concern us.	1
3. Recalls also that media equipment and facilities are civilian objects and, as such, may not be subject to attack or reprisals, unless they are military objectives;	0
It is recommended that the United Nations take the following urgent and concrete steps to help maintain and strengthen AMISOM's presence in Somalia:	1
He also reiterated the Secretary-General's condemnation of any use of chemical weapons by any party to the Syrian conflict and his call for those responsible for their use to be brought to justice.	1
- Call upon States and regional and subregional organizations to provide technical assistance to local police, the judiciary and correctional institutions (e.g., by providing customized guidance and legislative drafting services).	1
The Algiers Agreement obliges both parties, according to Article 1, paragraph 1, to "refrain from the use or threat of force".	0
At the outset, I would like to reiterate that the European Union is deeply concerned about the situation in Somalia and the regional repercussions of its conflict.	1
The President of the Security Council, in his letter inviting non-members to participate in the stocktaking session, had encouraged all speakers to present frank and focused assessments of the Council's role in addressing any or all of the above-mentioned issues, so that all interventions could serve as a useful guide for the Council's future work.	0
There was a brief exchange of views, during which one Council member expressed his views on UNDOF and one troop-contributing country posed some questions to the Department of Peacekeeping Operations.	0
Real change is more likely to originate in popular protests rather than covert acts of violence.	0
Expresses deep concern at the increase in localized conflicts, rising crime and violence and their impact on the civilian population, in particular the sharp increase in tribal clashes, and calls upon all parties to urgently end such clashes and to seek reconciliation and dialogue ...	0
President Bashir's intention in his June 19, 2004 pledge to disarm the Janjaweed was that it would apply only to the bandits, not to the Popular Defense Forces, the popular police or other tribesmen armed by the state to fight the rebels.	0
The Security Council expresses its concern about the increasing use by terrorists and their supporters of communications technology for the purposes of radicalization for terrorism, recruitment and incitement to commit terrorist acts, including through the Internet, and the financing and facilitation of the travel and subsequent activities of foreign terrorist fighters.	1
Indeed, a stronger United Nations presence is vital, but for the added value of our Organization to be fully exploited, the necessary means will have to be made available, both in terms of personnel and security, as Mr. Eide reminded us a few minutes ago.	1
Condemns unequivocally all acts, methods and practices of terrorism as criminal and unjustifiable, regardless of their motivation, wherever and by whomsoever committed, in all their forms and manifestations, in particular those that may pose a threat to international peace and security;	1
We note the security concerns that Israel claims compel it to continue these flights, particularly the alleged violations of the arms embargo established under resolution 1701 (2006).	1
The Commission cannot accept the Government's position that statistics from the work of the committees indicate a much lower incidence of the crime of rape than that reported by sources such as the United Nations, the African Union and other national and international organizations.	1
They perceive the Kosovo Serbs as instruments of Belgrade and, therefore, as part of a lingering threat to their future.	1
Council members further emphasized that national reconciliation, the preservation of a climate of security and stability, the administration of justice and the reconstruction of the country ultimately depended on the people and the Government of Haiti.	0
As such, the city represents an environment where potential targets for attacks abound and there have been several attacks on military installations and embassies of Western countries.	0
Council members reaffirmed their condemnation of the criminal attack on defenseless refugees and expressed their hope to receive a final report on the investigation as soon as possible.	1
Sex discrimination also takes the form of forcing women to pay bribes or fines.	0
The Security Council expresses its condolences to the families of peacekeepers killed in action while protecting the population of eastern Democratic Republic of Congo.	0
In Zoran KupreÅ¡kiÄ and others, the Trial Chamber of the ICTY defined persecution as the manifest or flagrant denial, for discriminatory reasons, of a fundamental right enshrined in customary international law or treaty law, which attains the same degree of gravity as the other acts prohibited by Article 5.	1
We consider it unacceptable to deviate from this principle as the fragile situation of the province could plunge into general destabilization.	1
Noting with concern the changing nature of the threat posed by Al-Qaida, Osama bin Laden and the Taliban, and other individuals, groups, undertakings and entities associated with them, in particular the ways in which terrorist ideologies are promoted,	1
My Government considers that they are not only contrary to international law, but also undermine the concept of the rule of law, a fundamental element in the fight against terrorism.	1
The Council authorized the deployment of the United Nations Operation in Burundi (ONUB) with up to 5,650 military personnel, including 200 observers and 125 staff officers, and up to 120 civilian police, and appropriate civilian personnel. ONUB, to be deployed from 1 June 2004 for an initial period of six months, would initially consist of the forces of the African Mission in Burundi.	0
Egypt once again demands that Israel immediately cease its attacks on Gaza.	1
Some of those soldiers were killed on the spot.	0
Our analyses and investigations regarding the configuration and shape of the crater also do not clearly indicate whether it was a surface or subway explosion.	0
States should address all aspects of denial of shelter, as different interrelated measures, such as legislation, law enforcement, border control, refugees and asylum, must be taken to ensure an effective system.	0
Of the four States visited, two have not yet adopted the counter-terrorism bills they have been preparing for several years.	0
The Council members, in their remarks, expressed their grave concern over recent developments, stressed the need to establish border security mechanisms, and called on the two parties to take steps to normalize their relations.	1
The EU condemns the Maoists' use of such violence, which has caused considerable suffering and hardship to the people of Nepal.	1
This is obviously because the States in question rejected their measures.	1
On the same day, the G7 expressed its intention to organize a march on March 25, 2004 for the full and unconditional implementation of the Linas-Marcoussis Agreement.	0
The Security Council considers sanctions to be an important tool in the fight against terrorism, and stresses the importance of prompt and effective implementation of relevant resolutions, in particular Security Council resolutions 1267 (1999) and 1989 (2011), as a key instrument in the fight against terrorism.	1
The Security Council is particularly concerned about attacks directed against humanitarian personnel, in violation of the rules of international law.	1
Calls upon the international community to provide timely and adequate funding to meet humanitarian needs created by various crises in order to provide sufficient humanitarian assistance to alleviate the suffering of civilian populations, particularly those in areas affected by armed conflict or emerging from conflict.	0
Establishment of multisectoral gender-based violence response strategies involving actors from the health, security, legal/judicial, and psychosocial sectors; organization of local training activities to build capacity and skills for national response to gender-based violence. Development of multi-sectoral response strategies.	0
It is therefore largely concerned with aspects of the social contexts that may be conducive to the spread of terrorism.	1
Information we have received indicates that the special envoy is already considering new accommodating and appeasing arrangements in the face of Ethiopia's failure to comply with the terms of the Algiers Agreement and its rejection of the Boundary Commission's decision.	1
The Security Council remains gravely concerned about the activities in the Sahel region of terrorist organizations, including Al-Qaida in the Islamic Maghreb and the Movement for Unity and Jihad in West Africa, and reiterates its strong condemnation of recent terrorist attacks in the region.	1
Condemning also in the strongest terms the incitement to commit acts of terrorism and repudiating attempts to justify or glorify (apology) acts of terrorism that may incite the commission of new acts of terrorism,	1
:: Emphasize the importance of the women, peace and security agenda in addressing discrimination, human rights violations and barriers to protection and justice faced by refugee, displaced and stateless women and girls at all stages of the displacement cycle	0
I also urge the Hizbullah leadership to cease all efforts to acquire weapons and build a paramilitary capability outside the control of the state.	1
The withdrawal of Syrian troops and military assets and the holding of free and credible legislative elections are requirements that have already been fulfilled.	0
Two of the five States in the subregion have enacted comprehensive laws covering the relevant terrorist offences, while two other States have draft counter-terrorism legislation under consideration or pending adoption.	0
Calls upon all parties to respect the civilian and humanitarian character of refugee camps and internally displaced persons sites ...	0
Determining individual criminal responsibility for international crimes, whether committed under the authority of the State or outside it, is important in addition to State responsibility, and such a determination is a critical element of the enforceability of rights and protection against their violation.	0
However, it is also evident that the F-FDTL command took limited steps to verify the extent of the threat posed or to use non-military means to resolve the perceived threat. On 25 May, the F-FDTL High Command did not attempt to contact the PNTL operational commanders or seek the intervention of the Prime Minister or the President to resolve the situation.	1
To camouflage these events, they sometimes wear military uniforms in order to convey the erroneous perception that the official military component is responsible for such violence.	1
Among these concerns, one must be highlighted: the deterioration of the security situation in recent weeks and months.	1
Worse still, the activities of these terrorist groups pose a serious threat to the peacebuilding efforts and peacekeeping missions of the international community, such as those in Somalia and Mali.	1
It also stresses that Rwanda has an obligation to use its considerable influence to ensure that CCD-Goma does not carry out any such actions.	1
The DPRK categorically rejects the human rights resolution against it, which was fabricated on the basis of collusion, fabrication and misinformation and imposed by the United States and other hostile countries in a despotic and arbitrary manner.	1
Organized crime, deeply rooted in political and social life, together with extremism, jeopardize the very foundations of the principles and values we are trying to instill in the new institutions that have been formed there and render our efforts may prove futile.	1
It is clear that, when MINURCAT begins to withdraw from Birao on 21 October 2010, the CAR national forces may well not immediately be in a position to deploy and sustain additional troops.	1
Welcoming and supporting the steps taken to conclude nuclear-weapon-free zone treaties and reaffirming the conviction that the establishment of internationally recognized nuclear-weapon-free zones on the basis of arrangements freely arrived at among the States of each region concerned, and in accordance with the 1999 guidelines of the United Nations Disarmament Commission, promotes global and regional peace and security, strengthens the nuclear non-proliferation regime and contributes to the achievement of the objectives of nuclear disarmament,	0
The Security Council expresses its concern that aircraft or other means of transport leaving ISIL and ANF-controlled territory could be used to transfer gold or other valuables and economic resources for sale on international markets, or to transfer arms and materiel for use by ISIL and ANF, and notes that individuals or entities engaged in such activities may be placed on the Committee's list pursuant to resolutions 1267 (1999) and 1989 (2011); expresses its concern at reports that items of archaeological, historical, cultural and religious significance are being illegally removed from ISIL and ANF-controlled territory that may generate revenue for these groups, and calls upon Member States to take appropriate measures to prevent such illegal trade; and in this regard, reminds all States to ensure that no funds, financial assets or economic resources are made available, directly or indirectly, to ISIL, the ANF or any of the other individuals, groups, undertakings and entities associated with Al-Qaida; and looks forward to the full consideration by the Al-Qaida Committee of the relevant recommendations regarding the new measures to hinder such activities contained in the report of the Al-Qaida Analytical Support and Sanctions Monitoring Team under resolution 2170 (2014), in order to further hinder the activities of these groups.	1
Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security and that all acts of terrorism are criminal and unjustifiable, whatever their motivation and wherever and by whomever committed, and reiterating its unequivocal condemnation of Al-Qaida and other individuals, groups, undertakings and entities associated with it for the continuing and multiple criminal acts of terrorism aimed at causing the death of innocent civilians and other victims, destroying property and profoundly undermining stability,	1
While anti-piracy measures continued to be effective, the international community should continue to support the Government of Somalia in its efforts to meet the commitments set out in Vision 2016 and the Compact for Somalia.	0
Our country has repeatedly expressed its concern for the civilian population in that area and the importance of MONUC's deployment there to protect them.	1
We are concerned about the lack of political freedoms in these areas.	1
- Collect, evaluate, monitor, report and make recommendations on the implementation of the measures; conduct case studies, as appropriate; and consider in depth any other relevant issues, as directed by the Committee;	0
233. The Commission recommends that prosecutors be provided with specially assigned police and investigative, administrative, translation and investigative staff in sufficient numbers and that they be provided with the necessary logistical support.	0
- Unrestricted access by the Group of Experts, in particular to persons, documents and places, to enable it to fulfill its mandate;	0
The link between cross-border crime and terrorism began to be highlighted after the Al-Qaida attacks on the United States embassies in the United Republic of Tanzania and Kenya in 1998.	0
Starvation and other inhumane conditions of detention are deliberately imposed on suspects to pressure them to confess and accuse others.	0
The DRC authorities have an international obligation to ensure that their country is not used as a base from which these rebels attack Uganda.	0
As noted above, it is clear that counter-terrorism measures are most effective when implemented in the context of a comprehensive strategy that addresses the factors contributing to extremism, in particular, by impeding or preventing the activities of individuals who engage in recruitment for terrorist groups or incitement to commit terrorist acts.	0
However, the Caribbean States have adopted the Treaty on Mutual Legal Assistance in Serious Criminal Matters for the Caribbean region (including offenses related to terrorism, financing of terrorism, money laundering and drug trafficking).	0
The third and final group was based on the premise that while individual criminal liability brought those accused of rape to justice and could have a deterrent effect, in the vast majority of cases it did not provide redress for rape victims.	0
In particular, I welcome the creation by the member states of the Commission and Benin of a regional counter-terrorism strategy, and urge that joint efforts to address the threat posed by Boko Haram be carried out in a manner consistent with international human rights standards.	0
Sometime between 1315 hours and 1330 hours, Lieutenant Colonel Ahmed Al-Assir informed him of the explosion and that the target had been Mr. Hariri's motorcade.	1
In particular, we would like to express our deep concern about the stagnation of socioeconomic development levels in Haiti and its food security.	1
Cuba once again appears before the Security Council to denounce and condemn in the strongest terms the complicity and absolute responsibility of the United States Government in the release of this individual.	1
The Security Council stresses that any attempt to disrupt the peace and transition process in the DRC, in particular by supporting armed groups, will not be tolerated.	1
Monitoring and identification of arms embargo violations should be intensified and targeted sanctions imposed, if necessary, in order to reduce the devastating effects this dynamic can have in the Somali context.	1
As previously stated by the representative of Algeria, the draft resolution, which has not been adopted, contained a clear condemnation of all terrorist attacks committed against civilians, as well as all acts of violence and destruction.	1
"The Security Council recalls its resolutions 1265 (1999) of 17 September 1999 and 1296 (2000) of 19 April 2000 on the protection of civilians in armed conflict, as well as the statements of its President of 12 February 1999 (S/PRST/1999/6), 15 March 2002 (S/PRST/2002/6) and 20 December 2002 (S/PRST/2002/41), and reaffirms the need to maintain the protection of civilians in armed conflict as an important item on the Council's agenda.	0
Troops and police forces should be better prepared to perform protection tasks, in particular to prevent conflict-related sexual violence.	0
"The Security Council, stressing that peace and security in the world are indivisible, and taking into account the interconnectedness and independence of the world, reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation, wherever and by whomever committed.	1
All States have adopted laws to prevent and suppress the movement of terrorists across borders and four States take concrete steps to prosecute those who transgress these rules.	0
Investment and integration will depend not only on status but also on the existence of a predictable and stable Kosovo, where the rule of law is respected.	0
Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, the threats to international peace and security posed by terrorist acts,	1
The statement outlines issues of concern and towards the end contains an urgent appeal by Somali women to the international community to raise gender issues, including with Somali leaders.	1
- In an increasingly globalized world, it has become easier and easier for terrorists to exploit advanced technologies, communications and resources for their criminal objectives;	1
At around 12:30 p.m., Mr. Malik and Colonel Reis, Chief Military Training Advisor, who had also heard the radio communication, spoke separately to the Special Representative of the Secretary General to request permission to intervene, which was granted.	0
Instructs the Commission to conduct an analysis of the financing of ECOWAS activities to ensure that the institutions have sufficient resources.	1
We are also concerned about the resurgence of cholera cases, although the mortality rate appears to be slowly declining.	1
They called for the United Nations to take more decisive action across the board on the drivers of terrorism, such as Islamophobia.	0
Rogerio Lobato was proposed for the position of Secretary of State for Defense, but declined the position after General Taur Matan Ruak threatened to leave the defense force. Roque Rodrigues was appointed.	1
It will also assist the Committee in assessing technical assistance needs with a view to finding more effective ways of facilitating the delivery of such assistance to Member States in need.	0
The creation of the panel on resolution 1624 (2005) and the human rights aspects of counter-terrorism will serve, in the first instance, to enable CTED to contribute to the Committee's consideration of how it can assist Member States in addressing issues such as incitement to terrorism and intercultural dialogue, as raised in resolution 1624 (2005).	0
South Africa stresses that, in view of the magnitude of these challenges, a comprehensive strategy incorporating security, humanitarian assistance, good governance and socio-economic development is needed.	1
Gunfire was heard throughout the night, particularly in western Dili, where the F-FDTL had established positions in Rai Kotu, Taci Tolu and Beduku. Rumours that the F-FDTL had killed 60 people gained momentum on 29 April and spread rapidly thereafter, to the extent that the licence plate number of the F-FDTL truck that had allegedly been used to transport the bodies, in boxes or in a container, from Taci Tolu to Viqueque District on 1 May 2006 was mentioned.	0
It is therefore important that States do not lose sight of this aspect of the embargo, and the Committee may wish to remind them of this in due course by encouraging them to submit the names of those who provide "technical advice, assistance or training related to military activities" (resolution 1617 (2005), para. 1 (c)) in contravention of the measures, for listing.	1
I have the honor to inform you that I have received a request from the Government of Pakistan to establish an international commission in connection with the assassination on 27 December 2007 of the former Prime Minister of Pakistan, Mohtarma Benazir Bhutto.	0
The mission will recall the Council's readiness to support the transitional authorities in their fight against impunity in the DRC.	0
Also, on May 8, 2006, Interior Minister Lobato ordered the Commander of the Border Patrol Unit (UPF), Antonio da Cruz, to deliver to his residence 15 HK33 semi-automatic assault rifles, which were part of the 180 HK33 rifles legally distributed to the UPF.	0
We are seriously concerned about this decree, which may have far-reaching consequences.	1
Such a strategy should provide for the manner in which States will be able, on the one hand, to adapt the counter-terrorism measures they have adopted to ensure the protection of their basic infrastructure and citizens and, on the other hand, to respond to a terrorist attack in order to mitigate the effects of such an incident by assisting the victims and establishing law and order.	0
I reiterate that United Nations personnel should never be threatened or penalized for carrying out their work, which is based on the Charter of the United Nations and, in this case, has been mandated by the Security Council.	1
The attack was led by the military. The Arabs were stealing.	0
Council members expressed their deep concern about the crimes that continued to be committed in Libya.	1
The flight was cancelled and a crisis was averted only after the Licorne Force commander, General Irastorza, telephoned the FANCI Chief of Staff, General Mangou, to tell him that the flight would be considered a hostile act.	0
Now that the logistical and organizational aspects of the search for missing persons appear to have been determined, the goal of finding and identifying the victims and ultimately closing their cases becomes an imperative task.	0
This further explains the determination of Ugandan business circles to continue equipping armed groups in Ituri district in order to continue illegally exploiting natural resources and other forms of wealth in the district.	0
Failure to comply with its Charter obligations should have consequences for any Member State, and Sudan should be no exception.	1
In addition, if names are misidentified, there is a risk that sanctions will be applied to the wrong person.	1
In order to comply with Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership has been formed between the United Nations and the non-governmental organization NOVIB Somalia to initiate community-level monitoring and reporting activities on children's rights and child protection violations.	0
Most States have yet to incorporate the offenses provided for in the international counter-terrorism instruments into their national legislation.	0
Since the existence of militias and so-called parallel forces has been established, the President of the Republic and the Government of National Reconciliation have the obligation to take all necessary measures to put an end to their activities.	0
In this regard, I received a letter dated 6 December 2007 from the Permanent Representative of Morocco to the United Nations (S/2007/714) and another dated 12 December 2007 from the Minister of Foreign Affairs and Cooperation of Morocco (S/2007/731, annex) denouncing violations of the terms of the military agreements negotiated in 1991.	1
Once the Committee approves the revised plan, Management will make it a priority to initiate the new structure of the groups and units and begin the task of establishing criteria and harmonizing judgments throughout the scope of Management's work.	0
The degree to which state institutions, the police and the national army are present and functioning in these areas varies considerably.	0
The resolution and the simultaneous decision to consider in the Security Council the so-called "human rights issue" in the DPRK are the most blatant manifestation of the hostile policy pursued by the United States against the DPRK, as well as the dangerous and politically motivated attempt to prepare the ground for an invasion of the DPRK using human rights as a pretext.	0
Formulation of gender guidelines for disarmament, demobilization and reintegration activities; provision of security measures for disarmament sites within disarmament, demobilization and reintegration zones, with special attention to the needs of women; organization of meetings with women ex-combatants and women associated with fighting forces to assess reintegration needs and mechanisms.	0
In presenting the report, the Assistant Secretary-General emphasized the risk that, despite the prevailing calm in the area, security is deteriorating, particularly as a result of the Sudanese authorities having included Abyei as an electoral district for the 2015 presidential elections.	1
This is mainly because terrorism is a changing phenomenon.	1
The Security Council recognizes the need for humanitarian agencies to maintain ongoing interaction with all parties to armed conflict for humanitarian purposes, including activities to ensure respect for international humanitarian law.	0
Attempts to have minorities generally represented on the staffs of administrative departments continued.	0
These measures sometimes fall within the context of preventive action, when terrorist acts are supposedly in their preparatory phase.	1
First, transnational crime and lax border controls can weaken state authority.	0
Expressing concern at the continuing allegations, including those made by the Secretary-General, in [the relevant report], of human rights abuses and violations of international humanitarian law, including against women and children, and at reports of increasing incidents of sexual violence, in particular those attributed to armed men, stressing the importance of investigating such alleged abuses and violations ... committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, respecting the rights of detainees ... and urging the Government to intensify and expedite its efforts to combat impunity,	1
Mainstreaming gender issues in needs assessment and resource allocation in post-conflict reconstruction work.	0
Bosnia and Herzegovina is concerned about the current political impasse in establishing a new government and defining a clear constitutional reform process.	1
While I will continue to press with those States that have not yet responded to my request for contributions to a multinational force and would ask you to continue to assist me in finding a country willing to lead the force, I would like to submit to the Council the attached proposals for alternative options (see annex).	0
The situation of minorities continues to be of concern, especially in terms of freedom of movement and access to justice.	1
The Security Council recognizes that the human rights of women and girls are at particular risk in armed conflict and post-conflict situations, and notes that in a number of such situations members of civil society working on women's human rights issues may be targeted.	1
In addition, the Authority reaffirms its determination to continue working to combat the effects of climate change.	0
Following this exchange of views, the Team has discussed this issue with the Committee and has contacted other States with similar programs to expand its research.	0
The Minister of the Interior told Comandante da Cruz to deliver to Rai Los in LiquiÃ§a 10 of the rifles, 6,000 cartridges and 10 magazines.	0
Recalling its resolution 2133 (2014) and the issuance by the Global Counterterrorism Forum of the "Algiers Memorandum on Good Practices in the Prevention of Kidnapping by Terrorists for Ransom and the Denial of its Benefits", strongly condemning acts of kidnapping and hostage-taking committed by terrorist groups regardless of their purpose, including for the purpose of raising funds or obtaining political concessions, expressing its determination to prevent acts of kidnapping and hostage-taking by terrorist groups and to secure the safe release of hostages without the payment of ransom or political concessions, in accordance with applicable international law, calling upon all Member States to prevent terrorists from benefiting directly or indirectly from the payment of ransoms or political concessions and to secure the safe release of hostages, and reaffirming the need for all Member States to cooperate closely in cases of kidnapping and hostage-taking by terrorist groups,	1
In that context, we reiterate what we state over and over again that the main threat to the investigation is that some parties in our region and elsewhere are taking advantage of it to politicize conclusions that are completely unrelated to the investigation and not based on solid evidence.	1
- Call for strict compliance by the parties to an armed conflict with the applicable rules of international humanitarian law, including the prohibition of:	1
We firmly believe that such a visit will greatly contribute to revitalizing the peace process and open the way for further positive developments in this conflict-torn region.	0
However, it is inadmissible to attempt to justify, based on a valid security concern, measures that indiscriminately affect an entire people, in contravention of international humanitarian law.	1
9. Requests the Secretary-General to make the necessary arrangements to support the work of the monitoring mechanism, as an expense of the Organization and from a United Nations Trust Fund established for this purpose, affirms that this Trust Fund shall be established by the Secretary-General, encourages States to contribute to the Fund and to provide, through the Secretary-General, personnel, equipment and services to the monitoring mechanism, and also requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) regularly informed of the financial arrangements for the support of the mechanism;	0
In its fourteenth report, the Team discussed the threat by Al-Shabaab, an Al-Qaida-affiliated entity in East Africa based in Somalia, to launch attacks against regional Governments and the international community (S/2013/467, para. 10).	1
States and many international bodies welcomed the openness of the comprehensive review process and urged the 1540 Committee to maintain this approach and to enhance its already useful efforts to achieve transparency and inclusiveness.	0
In all these conversations, I was encouraged to find a convergence of views: we all marveled at the many advances Liberia has made since the fighting ended in 2003, but we all fully realized how daunting the challenges Liberia still faces are and that, ultimately, we can take nothing for granted.	1
The Security Council reaffirms the importance of the work of the committees established pursuant to resolutions 1267 (1999), 1373 (2001) and 1540 (2004), and continues to provide support and guidance to the committees.	0
Naturally, we are deeply concerned about the situation in South Kordofan and Blue Nile states, given their geographical proximity to our country.	1
- Request that parties to an armed conflict and third States strictly comply with their obligations under international humanitarian law to allow and facilitate the rapid and unimpeded passage of relief cargo, materials and personnel, subject to their right to set the technical conditions, including search, under which such passage will be permitted.	1
Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and commits to ensuring that all peace support operations implement all feasible measures to prevent such violence and to address its effects when it occurs.	1
Continuing to apply Security Council sanctions in this inappropriate manner constitutes a restriction of fundamental rights to property and freedom of movement without any legal basis or justification.	0
Many States have taken measures to combat illegal immigration and trafficking in arms and explosives, but more systematic implementation of these measures is needed in almost all regions.	0
Notes that the excessive accumulation and destabilizing effect of small arms and light weapons represent a significant obstacle to the delivery of humanitarian assistance and can exacerbate and prolong conflicts, endanger civilians, and undermine the security and confidence necessary for the restoration of peace and stability ...	1
7. Stresses the importance of ensuring that the Committee continues to function effectively during the incorporation of the Committee's support structure into the Counter-Terrorism Committee Executive Directorate and in this regard decides that the Committee will continue to operate with its current support structure until such time as it decides, in consultation with the Secretary-General, that its Executive Directorate is ready for operation;	0
I must say that the topic you have set for our discussion today, while exciting, is a great challenge.	1
The Security Council recalls resolutions 1267 (1999) and 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other applicable international counter-terrorism instruments, stresses the need for their full implementation, renews its call upon States to consider becoming parties as soon as possible to all relevant international conventions and protocols, and to comply fully with their obligations under those to which they are parties, and notes the recommendation of the Ad Hoc Committee established by General Assembly resolution 51/210 that more time is needed to achieve substantive progress on the outstanding issues, and decides to recommend that the Sixth Committee, at the sixty-ninth session of the General Assembly, establish a working group with a view to finalizing the process on the draft comprehensive convention against international terrorism.	0
Most people in the region rightly reject a return to the status quo ante, as a truce based on such a limited outcome cannot be expected to last.	1
Following its meeting on 8 September 2010, the Working Group adopted its conclusions on children and armed conflict in Colombia (see S/AC.51/2010/3).	0
The evidence shows that there is reason to suspect that six F-FDTL soldiers are guilty of homicides.	1
Promoting knowledge and awareness of gender issues at the national and local levels through the network of gender focal points in regional and country offices.	0
