es_en_TRANSOFMERS	MatCoop
These sites range from those promoting the cause of certain individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those seeking to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or those providing training to terrorists, such as Al-Battar.	0
In all seven States only partially measures have been taken to prevent the smuggling of weapons and explosives.	1
(i) Support, including through political mediation, the completion of disarmament, demobilization and reintegration activities of [national] armed groups or their effective integration into the army, which would continue to depend on their prior adequate training and equipment;	1
The Council recalls the importance it attaches to ending impunity and providing justice for crimes committed in Darfur.	0
The resources that can be looted, particularly those that can be accessed directly by militant leaders (rather than through their chain of command), can prolong conflicts by creating disciplinary problems that make it difficult for leaders to impose a solution on their followers.	0
It also reported that the United Nations Disengagement Observer Force (UNDOF) continued to observe strong clashes between the Syrian armed forces and armed opposition members, as well as Syrian air strikes within the area of separation and the area of limitation.	0
The United Nations Humanitarian Coordinator has launched an emergency humanitarian assistance appeal to help the 20,000 families winter.	1
The Sudan Liberation Movement/Army appears to be the most militaryly important, while the Justice and Equality Movement has a more political character and limited military capacity, especially after the alleged division of the group and the subsequent emergence of the National Reform and Development Movement (see para. 139 below).	0
14. Notes the evolving nexus between terrorism and information and communication technologies, in particular the Internet, and the use of such technologies to commit terrorist acts and to facilitate such acts through their use in terrorist-related incitement, recruitment, financing or planning, and directs the Counter-Terrorism Committee Executive Directorate to continue to address this issue, in consultation with Member States, international, regional and subregional organizations, the private sector and civil society, and to advise the Counter-Terrorism Committee on other approaches;	1
Emphasizing that dialogue between the Committee established pursuant to resolution 1267 (1999) (âthe Committeeâ) and Member States is essential for the full implementation of the measures,	0
Depending on the circumstances of each case, they may be suspected, in accordance with the doctrine of unlawful association, of having committed crimes against humanity involving the killing of civilians and the forcible transfer of populations and war crimes involving indiscriminate attacks on civilians and the destruction of civilian objects.	0
The improvement of relations between Chad and the Sudan and the monitoring of national security forces and joint border security forces have also been cited as important factors contributing to this.	1
As at 30 September 2014, 37 seafarers were still being held hostage by Somali pirates.	0
- Call for strict compliance by parties to an armed conflict with the applicable rules of international humanitarian law and human rights in relation to the protection of women and girls affected by an armed conflict.	0
Mr. Isaac was armed with a Steyr rifle and, at least, three other men armed with Steyr rifles or FN-FNC semi-automatic rifles were present.	0
8. Stresses the importance of safe and unhindered access for humanitarian personnel to civilians in armed conflict, calls upon all parties concerned, in particular neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in order to facilitate such access, invites States and the Secretary-General to bring to their attention information related to the deliberate denial of such access in violation of international law, where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and, where necessary, to take appropriate measures;	0
To ensure the viability and financial sustainability of the local police, the European Union Police Mission has built local capacity in salary scales, organizational unit budget planning, revision of maintenance costs, rationalization of the use of police equipment, inventory and payroll control and overall budget implementation and management.	1
(a) Encourage the development of measurable targets to reduce armed violence;	1
The summary executions were directed against the Nande ethnic group and the Pygmies, who were forced to flee to the forests for the first time to escape persecution due to their alleged collaboration with the Congolese Coalition for Democracy/Liberation Movement (RCD/ML).	0
The district court originally ruled that the State had not shown that the branch of Al-Haramain in the Netherlands, separate and distinct from the international organization, had supported terrorism.	0
Instead of the famous 2014 Football World Cup logo, which is made up of three victorious hands that hold the globe forming the prestigious cup, the Palestinian Authority vignette shows a three-handed "trophy" that grabs three people whose arms are raised in a surrendering attitude.	0
I also condemn Hizbollah's reckless disregard for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region in general.	0
I gave them a list with the names of the three senior RCD-Goma military commanders reported and indicated that two of them had been promoted.	1
In order to implement Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership has been formed between the United Nations and the non-governmental organization NOVIB Somalia to initiate community-level monitoring and reporting on children's rights and child protection violations.	1
Such a strategy should provide for the way in which States could, on the one hand, adapt the counter-terrorism measures they had adopted to ensure the protection of their basic infrastructures and their citizens and, on the other hand, respond to a terrorist attack in order to mitigate the effects of such an incident, assisting victims and establishing public order.	0
5. Stresses the importance of good governance and the need to combat corruption, money-laundering and illicit financial flows, in particular by implementing the United Nations Convention against Corruption and the comprehensive international standards set out in the forty revised recommendations of the Financial Action Task Force (FATF) on combating money-laundering and the financing of terrorism and arms proliferation, including by adopting and effectively implementing legislative and regulatory measures, to enable competent national authorities to freeze, seize, seize and manage assets of criminal origin, in order to combat illicit financial activities, including the financing of terrorism and money-laundering, and encourages States in the African region to continue their collaboration with FATF-like regional agencies, such as the Intergovernmental Action Group against Money Laundering in West Africa (GIABA), the Eastern and Southern Africa Group against Money-Laundering (GBDAOM) and the Middle East and North Africa Financial Action Group (GAFIOMAN);	1
In order to enhance counter-terrorism and related crime capabilities of South Asian law enforcement officials and, at the same time, to strengthen cooperation and information-sharing among South Asian law enforcement officials at the regional level, the Counter-Terrorism Committee Executive Directorate contributed to the organization of a series of workshops (started in November 2009) aimed at bringing law enforcement officials -- primarily law enforcement officials and prosecutors -- together to share experiences, findings and best practices in handling cases related to international crimes and terrorism.	1
The percentage of minority representatives in the Service is 17 per cent and the representation of women is 22 per cent.	1
The Committee will consider the information submitted by the Executive Directorate regarding its ongoing efforts to continue to pay close attention to resolution 1624 (2005) in its dialogue with Member States; to work with Member States to develop, in accordance with their obligations under international law, strategies that include measures against incitement to commit terrorist acts motivated by violent extremism and intolerance; and to facilitate the provision of technical assistance to implement resolution 1624 (2005).	0
During that period, the Commission's support base was strengthened and new software was installed, making the database more operational.	1
Often, only victims represented by lawyers obtain a satisfactory amount of compensation.	1
On 12 November, another suicide bombing took place in a school in Kontagora, in the state of Niger, in which dozens of people were injured; on 25 November, two suicide girls killed more than 45 people in the market in Maiduguri; on 27 November, a bomb blast in the Maraba-Mubi area of Adamawa State killed at least 40 people; on 28 November, an attack on the central mosque in Kano left at least 120 dead and 270 injured.	0
Some of those soldiers were killed on the spot.	0
2. Decides also that all States, in accordance with their national procedures, shall adopt and implement appropriate and effective laws prohibiting all non-State actors from manufacturing, acquiring, possessing, developing, transporting, transferring or using nuclear, chemical or biological weapons and their means of delivery, in particular for terrorist purposes, as well as attempts to engage in any of the above-mentioned activities, participate in them as accomplices, assist or finance them;	0
Crew members were forced to sign contracts drawn up by a Mombasa company stipulating that they would work in a declared war zone country, Somalia.	0
6. Further confirms that the provisions of paragraph 1 (a) shall also apply to the payment of ransoms to listed individuals, groups, undertakings or entities;	1
States should strengthen their legal frameworks to criminalize the illicit manufacture, possession and trafficking of small arms and explosives.	1
(r) Ratify without delay the International Convention for the Protection of All Persons from Enforced Disappearance, the Convention on the Rights of Persons with Disabilities, the Rome Statute of the International Criminal Court and the fundamental conventions of the International Labour Organization.	1
United Nations peace operations have changed their positions accordingly and show an increasing tendency to shield and entrench themselves, limiting the ability of both uniformed and civilian personnel to interact with the local population, reach their hearts and minds, mediate local disputes and obtain information -- critical work for the implementation of peace agreements and efforts to resolve conflicts.	0
The subjective element required (the awareness of the systematic nature of forced displacement) is demonstrated by the fact that such displacement clearly represented a government policy consistently pursued by the relevant Government authorities and Janjaweed militias.	0
The Group investigated the supply chain for the delivery of these vehicles in order to determine whether the participants had previously known that the end-user would be the Ivorian Ministry of Defence.	1
" The Security Council strongly supports efforts to promote national dialogue, reconciliation and broad political participation in order to ensure unity, peace, security and stability in Iraq.	0
The Government of Egypt confirmed that by the end of July it would deploy a formed police unit, which will be based in Bukavu, South Kivu, in response to the additional requirements set out in Security Council resolution 1843 (2008).	1
Following the implementation of the Stabilization and Reconstruction Plan for Areas emerging from Armed Conflict in the eastern Democratic Republic of the Congo, the United Nations adopted the International Security and Stabilization Support Strategy in 2008. This strategy provides a framework for the implementation of stabilization projects in the eastern Democratic Republic of the Congo.	1
With regard to the massacres of soldiers detained by the rebels, the Commission received reports, especially from the Government, of executions of soldiers detained by the rebels.	0
This in itself presents new challenges, such as establishing new approaches to curbing incitement to terrorism and violent extremism and taking into account the relationship between security and development.	1
Developing the capacity of States to prevent and respond to weapons of mass destruction proliferation	1
One State has been engaged in efforts to combat the radicalization of militant groups and has supported the production of publications by these groups against extremist ideology, including one repudiating Al-Qaida, which has been distributed internationally, including on Internet sites.	0
Expressing concern at the continuing threats posed by the illicit trade, destabilizing accumulation and misuse of small arms and light weapons to the safety and security of United Nations peacekeepers and their effectiveness in the implementation of peacekeeping mandates...	0
In its resolution 733 (1992), the Security Council imposed a comprehensive and comprehensive arms embargo against Somalia, and in its resolution 751 (1992) established a Committee to monitor the implementation of the embargo.	0
Even if the civilians attacked possessed weapons, that would not necessarily be an indication of their rebel status and thus legitimate targets of an attack, or of their taking an active part in hostilities.	0
However, the quality of support provided by the French forces to MINUSMA in a number of areas should be noted:	1
(b) Actively participate in the Counter-Terrorism Implementation Task Force, established to assist Member States in implementing the Global Strategy.	1
In mid-March, Brigadier General Ruak announced the discharge of 594 soldiers with retroactive effect since 1 March.	1
The National Commission obtained evidence that the armed forces had bombed areas in which some members of the opposition had taken refuge, resulting in the deaths of some civilians.	0
The Commission has had the report of the Commission of Experts to Review the Prosecution of Serious Human Rights Violations in Timor-Leste (then East Timor) in 1999 (see S/2005/48), which noted with concern that the Prosecutor-General's interpretation that his responsibility to the President under the Constitution required him to follow the latter's policy regarding trials.	1
(f) To prevent any attempt by any armed group, foreign or Congolese, to use force to endanger the Goma and Nairobi processes, especially in the eastern part of the Democratic Republic of the Congo, including by using cordon and search tactics, and to organize the necessary operations to prevent attacks on civilians and disrupt the military capabilities of illegal armed groups that continue to resort to violence in that area;	0
During the Cold War, the Secretaries-General of the United Nations drew attention to specific issues relating to cross-border crime that complicated conflict situations and were already on the agenda of the Security Council.	0
Welcoming the establishment of the Office of the Ombudsman pursuant to resolution 1904 (2009) and the expansion of its mandate in resolution 1989 (2011), noting the important contribution made by the Office of the Ombudsman in enhancing impartiality and transparency, recalling the strong commitment of the Security Council to ensure that the Office of the Ombudsman can continue to play its role effectively, in accordance with its mandate, and recalling also the statement of its President (S/PRST/2011/5) of 28 February 2011,	1
They have enacted anti-terrorism laws and made efforts to further strengthen regional coordination and cooperation, particularly in the maritime context.	1
- The establishment of a transparent governance and governance mechanism in the context of the fight against fraud and corruption.	1
We condemn all ethnically motivated acts and crimes in Kosovo.	0
The Council calls for an immediate end to all LRA attacks and urges the LRA to release all abducted persons and to lay down arms and demobilize.	0
(7) Convention for the Suppression of Unlawful Acts against the Safety of Civil Aviation, signed at Montreal on 23 September 1971; ratified on 10 August 1973 and entered into force in the Socialist Republic of Czechoslovakia on 9 September 1973;	1
It is clear that, when MINURCAT begins to withdraw from Birao on 21 October 2010, it is quite possible that the national forces of the Central African Republic are not immediately in a position to deploy and maintain additional troops.	0
The relationship between Al-Qaida and the Taliban appears to be close: in their video message of 19 September 2007, Al-Zawahiri* referred again to Mullah Omar (TI.O.4.01) as the supreme chief, and while the Taliban can always recruit more soldiers, they do not have experienced commanders to replace the many who have been killed, and have resorted to Al-Qaida, not only for training, but also to cover casualties.	0
To that end, the Office of Information and Administration will use the secure online document tracking and distribution system recently incorporated into the Committee's website to distribute Executive Directorate materials to Committee members and the Secretariat.	1
During the period under review, MINURSO discovered and marked 260 mines and devices, and oversaw the destruction of 3,693 mines and devices.	0
Real changes are more likely to originate in popular protests rather than covert acts of violence.	0
- Emphasize the importance of disarming, demobilizing and permanently reintegrating ex-combatants from national and foreign armed groups and of assisting victims in conflict-affected communities.	0
Within the army, reports and other communications circulate in both directions of the chain of command, as is the case in most conventional armed forces.	1
The opening of the MINUSTAH Joint Analysis Centre has enabled the Mission to significantly increase its capacity for internal analysis and exchange of information; however, MINUSTAH continued to lack access to reliable tactical information.	1
The police, deployed on the edge of the camp, showed no interest in confronting the Janjaweed.	1
Witnesses claimed that a young man was taken out of his eyes. After leaving him blind, he was forced to run and shot to death.	0
The advantage of the Team is the ability to work with Governments around the world and to contact external specialists, to conduct an integrated assessment of the threat posed by Al-Qaida and its related groups, and to promote an effective and fair targeted sanctions regime.	1
On 23 August, the Acting Chairman of the Security Council Committee established pursuant to resolution 1718 (2006) submitted his quarterly report to the Council on the work of the Committee.	1
Recognizing that strengthening national human rights institutions and respect for human rights, due process and combating crime and sexual and gender-based violence, as well as measures to end impunity, are essential to ensuring the rule of law and security in [the affected country],	1
The Council, if it remained committed to interacting and sharing information with Member States in general, as part of its core responsibilities, could aim to improve the already entrenched attitude that was awakening among Member States in general.	1
As the Committee and Interpol determine the best way forward, the Team expects that the Interpol database will be able to provide additional identifying information on the individuals on the Consolidated List.	1
The impact of Khalil Ibrahim's death on the Darfur peace process will be seen over time.	0
Troops and police forces should be better prepared to carry out protection tasks, in particular to prevent conflict-related sexual violence.	1
MPCI fighters have settled in several public places.	0
1. It provides it to the legitimately elected Government, which has received the support of the international community, and provides it at its request. 2. The aim of the assistance is to increase the capacity of the police and enhance security so that the President can move to Mogadishu, the capital of the country, and exercise his mandate. This aspiration will not be realized until armed groups are disarmed, as required by the legitimate Government. 3. The task of disarming armed groups and consolidating the power of legitimate authorities is a prerequisite for combating the deep-rooted pockets of terrorism in Somalia, and is compatible with global counter-terrorism policies, in order to ensure that no new `talibÃ¡n' in Somalia does arise.	1
The continued inadequate application of Security Council sanctions constitutes a restriction of fundamental rights to property and free movement without any legal basis or justification.	0
In this regard, the Committee has also stressed the importance of provisions requiring that detention be carried out in publicly recognized places of detention for that purpose and that there be proper registration of the names of detainees and places of detention.	0
Another State stressed the importance of a community approach and indicated that the best defence against violent extremist ideologies was for families, local communities and local institutions to be well informed.	0
The reason was the tense political atmosphere at that particular time: there was great mistrust of the Lebanese judiciary and criticism of the way in which the investigation was conducted.	0
Significant resources have been invested throughout the world in initiatives aimed at improving dialogue and understanding among civilizations and combating incitement motivated by extremism and intolerance.	1
Secondly, cross-border crime weakens the capacities of the State, including military and police capabilities.	0
The findings of the report are based on a compilation of direct accounts of victims and witnesses.	1
Any improvement in the regulatory procedure reduces the risks of an unfavourable decision that could complicate implementation.	1
Security Council resolution 1373 (2001), adopted following the heinous attacks of 11 September 2001 in the United States of America, was a milestone in United Nations-level initiatives.	1
(b) Address gaps in the criminalization of terrorist financing and freezing of terrorist assets and strengthen the monitoring of the non-profit sector and alternative remittance systems;	1
The Government of Afghanistan's peace-building programme (see para. 16 above) would allow former insurgents to return to Afghan society.	1
He met with representatives of the OgadÃ©n Liberation Front and the Oromo Liberation Front, including militia leaders who had flown to Dhusamareeb from that State of the region in April 2005.	0
It has been reported that Red Cross vehicles and personnel were seen at the scene and that in some cases they assisted the wounded.	1
As requested in the current programme of work, the task of advancing universal reporting continued at the bilateral level, with missions in New York of States that have not yet submitted a report to the Committee, and within the framework of regional opportunities and other events.	1
(a) To request the Secretary-General to ensure that key provisions of the Convention on the Safety of United Nations and Associated Personnel, including those relating to the prevention of attacks against members of United Nations operations, the criminalization of such attacks as crimes punishable by law and the prosecution or extradition of perpetrators, in future agreements and, if necessary, in existing status-of-forces or status-of-mission agreements, as well as in agreements concluded between the United Nations and those countries, taking into account the importance of timely conclusion of such agreements;	1
The Government of the Central African Republic has repeatedly expressed a strong preference for direct assistance to build the capacity of its national forces and has established contacts with a number of potential bilateral partners.	1
In paragraph 8 of the resolution, the Security Council decided to establish a working group of the Council to consider the reports of the mechanism referred to in paragraph 3 of the resolution, to review progress in the preparation and implementation of the action plans referred to in paragraph 7 of the resolution and to consider other relevant information submitted to it.	1
It reiterates the need for an international conference to be convened as soon as possible to implement the Geneva communiquÃ© with a view to facilitating a Syrian-led political process leading to a transition that accelerates the end of the Syrian conflict.	0
Samples collected at the crime scene and further forensic examinations have led to the identification of the Mitsubishi Canter truck.	1
The first programme component is the establishment of transnational crime units in CÃ´te d'Ivoire, Guinea, Guinea-Bissau, Liberia and Sierra Leone.	1
In discussing the development challenges facing Afghanistan, recent developments highlight a bleak picture of the security situation.	0
The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities on 22 February 2011, pursuant to Security Council resolution 1904 (2009) and is currently under consideration by the Committee.	0
(n) To monitor the implementation of the measures imposed by paragraph 1 of resolution 1807 (2008), in cooperation with the Governments concerned and with the Group of Experts established by resolution 1533 (2004), as appropriate, by inspecting, if deemed necessary and without prior notice, the cargo of aircraft and any transport vehicle using ports, airports, airfields, military bases and border posts in North Kivu, South Kivu and Ituri;	1
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	0
Terrorism is a determining factor in an increasing number of conflict situations, especially in the Sahel region and in the Maghreb.	0
(w) Collaborate with relevant international and regional organizations to promote knowledge and compliance;	1
The parties to the peace process have not yet taken steps towards liberation and have not yet offered reintegration programmes that would have enabled the children of those forces to benefit from recovery and reintegration measures.	0
UNDP and UNIPSIL also contributed to the development of police training modules on a number of issues, including the electoral law and the professional standards applicable in the performance of their functions.	1
:: Conducting reviews and making proposals on how to update the reporting regime, taking into account the recommendation contained in the 2005 World Summit Outcome on strengthening reporting obligations (see General Assembly resolution 60/1) in cooperation with the other counter-terrorism-related subsidiary bodies of the Security Council.	1
The presence of extremist elements and their alleged activities have also been a cause for concern.	0
The State indicated that it used the media and specific programmes to promote religious tolerance and dialogue among all ethnic denominations and nationalities and that many of its member States had established interfaith committees or groups in which various religious leaders participated to promote understanding and tolerance.	1
It is also surprising that no element belonging to the so-called parallel forces could be arrested or prosecuted for such crimes.	1
Increased cooperation with the Peacebuilding Commission was also considered to be of great importance to the Council's programme of work, particularly in favour of a more strategic approach to enhancing cooperation with the Commission in order to emphasize a smooth transition from operational responsibilities from peacekeeping to peacebuilding and to increase accountability in both cases.	1
In order to provide greater consistency and consistency of approach to all documents prepared by the Committee, mechanisms valid for several groups will be established to focus on the different technical areas addressed in resolutions 1373 (2001) and 1624 (2005), and a quality control unit will be established to review all documents prior to their issuance.	1
As a result, the observers indicated the need to train lawyers and judicial and law enforcement personnel, as well as the importance of establishing credible guarantees of independence against possible pressures and intimidation by clan members and ethnic communities.	1
The Agreement also provides for the early release and repatriation of prisoners of war and all other persons detained as a result of the armed conflict.	1
Secondly, there has been a large-scale destruction of villages in the three Darfur states.	0
It should be noted that neither of the two movements raised their arguments from a tribal point of view, but rather spoke on behalf of all the Darfurians, and directed their attacks primarily against government establishments.	0
âThe Security Council reaffirms the importance of the principle of non-refoulement and the right of refugees to return voluntarily to Syria, and encourages Syria's neighbouring countries to protect all persons fleeing violence in that country, including Palestinians.	1
Chad and Guinea were also mentioned in the context of early warning, in which the deterioration of humanitarian situations had a potential impact on the stability of the region.	0
While the Initiative was designed in response to the increase in drug trafficking and transnational organized crime in West Africa, transnational crime units will function as national and regional focal points to support analytical and technical capacity to respond to transnational threats.	1
In the Commission's view, these acts can therefore constitute crimes against humanity.	0
Seriously concerned, in this regard, at recent examples of attacks against United Nations personnel by terrorist groups, including those benefiting from transnational organized crime,	0
All stakeholders should be encouraged to use this option to raise awareness of the resolution and promote its effective and universal implementation in the context of planned or special events, with a view to strengthening the implementation of the resolution.	0
Humanitarian relief access to Darfur has improved dramatically as a result of the gradual lifting of restrictions since last summer.	1
The adoption of the Statute of the International Criminal Court, followed by the Statute of the Special Court for Sierra Leone, can be considered the culmination of a legislative process that in a matter of a few years led to the crystallization of a set of customary rules applicable to internal armed conflicts and the criminalization of serious breaches of those rules, in the sense that serious violations of those rules may give rise to individual criminal responsibility.	1
The United Nations Joint Human Rights Office continues to investigate alleged violations of human rights and international humanitarian law by both armed groups and national security forces.	1
There were also 18 allegations of rape following the attack on Adwa in Southern Darfur in early December 2004.	0
The report should also indicate the contributions that the Council could make to promote the effective implementation of existing humanitarian law rules, and should determine whether there are significant gaps in existing legal rules, considering recent reports in that regard.	0
âThe Security Council condemns in the strongest terms the suicide terrorist attack that took place in Issers, Algeria, on 19 August 2008, which has caused many deaths and injuries in a gendarmerie training academy and expresses its deep regret and condolences to the victims of this heinous act of terrorism and their families, as well as to the people and Government of Algeria.	0
The Team also participates actively in the Global Counter-Terrorism Forum.	0
The remaining funds will be used to finance the implementation of additional mitigation measures, including predeployment training and the establishment of warning and monitoring systems, including with canine equipment, in MINUSMA camps.	1
Those born before 25 May 1988 or recruited after 25 May 2006 were to be immediately discharged, as required by the Comprehensive Peace Agreement.	1
Drought and desertification had their own effects in the 1970s and 1980s, and the struggle for scarce resources had intensified.	0
The special meeting sought to take the first step towards raising regional awareness of the Al-Qaida sanctions regime and to encourage greater collaboration between the Committee and the Sahel and Maghreb countries.	1
At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), which, inter alia, authorized the extension of the mandate of UNMOP to continue monitoring the demilitarization of the peninsula until 15 January 2001.	1
This included the organization of orientation sessions for all UNMIT civilian and police personnel upon arrival in the Mission.	1
Three States have adopted procedures to prohibit the extradition of persons to States where they run the risk of being subjected to torture or persecution.	1
Background The United Nations plays a key role in the fight against global terrorism.	1
Efforts continued to ensure that minorities were generally represented in administrative department staffing tables.	1
Where such corroboration could be carried out and the victim identified the perpetrator(s), the prosecution was recommended and the case was referred to the district prosecutor's office.	1
Improvised explosive devices and home explosives, e.g. ammonium nitrate and uric.	0
- To urge relevant regional and/or subregional bodies to develop and implement policies and to undertake advocacy activities for the benefit of internally displaced persons and refugees.	1
The extradition of terrorists also continues to pose many obstacles and is not presented as easy or simple.	1
They also went to police stations and the district prosecutor's office to obtain information on the rape cases already reported.	1
The PNTL General Commander removed weapons from the National Armory of PNTL without the knowledge of the Armory Officer. 60 Steyr rifles and 50 cases of ammunition were sent to the URP premises in Aieu on 23 March. 10 rifles, in addition to ammunition, were sent from the Steyr brand to the LiquiÃ§a police station on 15 April.	0
The Team has already contacted the regional offices of the Office for Disarmament Affairs with a view to increasing the exchange of information (especially with regard to stockpile management, which proved to be a problem in the case of Libya).	1
The Team, composed of experts with diplomatic, analytical, judicial, financial and legal expertise, and in the field of counter-terrorism, and supported by a group of prominent United Nations Professional staff, is committed to this goal.	1
All States were parties to the Convention on the Financing of Terrorism, had enacted legislation relating to money-laundering and combating the financing of terrorism and had established financial intelligence units registered with the Egmont Group.	1
It appears that the forest is currently guarded by the national army.	0
Recommendations have also been made regarding the involvement of national actors, both to give due consideration to the social, political and cultural factors of each case and to intensify the development of the national justice system.	0
Unfortunately, there are also numerous examples where fact-finding mechanisms could have contributed to establishing the truth, ensuring accountability and preventing further violations of human rights, but where the Council failed to take effective action because of political considerations.	0
Meeting in Algiers in the context of Algeria's efforts to harmonize the positions of the armed movements of northern Mali in order to create all the necessary conditions for the success of future negotiations with the Government of Mali;	1
In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant Security Council sanctions committees.	0
âThe Security Council, welcoming the progress made by the Governments of Iraq and Kuwait towards resolving the outstanding issues between the two countries, and encouraging them to continue to cooperate with each other, calls upon Iraq to comply expeditiously with its remaining obligations under the relevant resolutions adopted by the Security Council under Chapter VII of the Charter with regard to the situation between Iraq and Kuwait.	1
MINURSO continued to maintain good relations with the Royal Moroccan Army and the Frente Polisario armed forces.	0
All but one State has legislation to regulate non-profit organizations, but only one State has enacted and effectively implements legal provisions to prevent the financing of terrorist activities through such organizations.	1
The Committee reiterates that States must ensure that any measures taken to combat terrorism comply with all their obligations under international law and that they must adopt them in accordance with international law, in particular international human rights, refugee and humanitarian law.	0
There has also been no evidence that the Government arrested the perpetrators of the attacks on civilians in accordance with the joint communiquÃ© and resolution 1556 (2004).	0
There had been numerous contacts with the Government of Morocco, which, before accepting the resumption of travelling diplomacy activities, had called for a meeting to clarify issues relating to the most recent report of the Secretary-General (S/2014/258) and considered that this would allow the process to move forward in the best possible way.	0
Promoting gender awareness and awareness at the national and local levels through the network of gender focal points in regional and national offices.	1
On 23 August, as part of the briefing by the Department of Political Affairs, the Under-Secretary-General for Political Affairs said that the staff of the Office for the Coordination of Humanitarian Affairs were conducting an assessment mission to the Syrian Arab Republic and referred to the statement by the Secretary-General that, despite his commitment to do so, President Al-Assad had not stopped the use of force against the civilian population.	0
Those acts were absolutely unacceptable; the Palestinian Authority must put an end to such attacks and bring the perpetrators to justice.	0
Four States have explicitly introduced measures to suppress the recruitment of terrorists.	0
On 7 April 2014, two experts from the United Nations Office on Drugs and Crime (UNODC), Mr. ClÃ©ment Gorrissen and Mr. Simon Davis lost their lives in a heinous attack at Gaalkacyo airport in Puntland, Somalia, while on a mission related to tracing illicit financial flows arising from piracy.	0
We condemn the disproportionate use of force by the Israeli armed forces in densely populated areas, which has caused great suffering and loss to many Palestinian civilians, including children.	0
Several international human rights instruments prohibit the use of torture.	1
(a) Victims of crimes who have suffered significant bodily injury or impairment of their physical or mental health as a result of serious crimes;	0
Decides that the Mission shall... have the following mandate:... (e) To work closely with the Government... to ensure the implementation of its commitments to address grave violations against children, in particular the completion of the plan of action to release children present in [the armed forces] and to prevent further recruitment, with the support of the monitoring and reporting mechanism.	1
It was also noted that incidents involving the use of rocket-propelled grenades, a relatively heavy form of artillery for pirates, had declined from 43 in 2011 to 3 in 2013.	1
This is a sensitive issue, as there has been a lack of confidence among some police officers from different locations.	0
Condemning all attacks on United Nations peacekeepers and humanitarian personnel, whoever they are responsible for, and emphasizing that those responsible for such attacks must be brought to justice.	0
" The Security Council invites the Secretary-General to continue to transmit relevant information and analysis to it when he considers that they can contribute to improving his work on the protection of civilians in armed conflict, and to continue to include, where appropriate, in his written reports to the Council on issues before the Council comments on the protection of civilians in armed conflict.	0
Specifically, the recruitment of persons for the purpose of committing terrorist acts is provided for in Act No. 535/2004 on preventing and combating terrorism.	0
Although they have not officially accepted Al-Shabaab as part of Al-Qaida, Usama bin Laden and Aiman al-Zawahiri (QI.A.6.01) have expressed clear interest in the situation in Somalia and used it as a point of attraction for recruiting and indoctrinating paramilitary training worldwide.	0
Continued dialogue with troop- and police-contributing countries on the increase in the proportion of women in national contingents through, inter alia, the organization of meetings to discuss best practices to advance gender balance and mainstream a gender perspective in the work of uniformed personnel in peacekeeping operations.	0
:: Provide information to Member States and international organizations, upon request, to assist them in submitting more effective offers or requests for assistance, as appropriate, for the implementation of relevant obligations under resolutions 1540 (2004), 1673 (2006) and 1810 (2008), using the matrix as a reference tool to facilitate technical assistance	1
These violations include activities such as improving physical structures in the restricted areas defined by the agreement, and imposing restrictions on the movement of United Nations military observers.	0
However, in 2007, following the issuance of arrest warrants against Harun and Kushayb, President Al-Bashir publicly rejected their application, challenged the authority of the Security Council and stated that Harun had done what was ordered of him.	0
According to one witness, Internal Security Forces personnel were ordered to monitor Mr. Hariri in late January and early February 2005.	0
During these visits, the Team met both with national bodies responsible for monitoring the sanctions regime and with those dealing with issues related to the threat from the Taliban and Al-Qaida on the ground.	0
In Northern Darfur, the largest internally displaced persons camp in the state, Abu Shouk, has been overwhelmed by the arrival of more than 20,000 new refugees from violence in the past two months.	1
The circumstances under which these killings took place are not yet well known.	0
We are also concerned about the situation faced by those who are now involved in the reconstruction of the country.	0
The Council calls upon [the affected State] to immediately implement appropriate procedures to address the issue of property rights and to put an end to all discrimination against [the minority population] in providing social benefits and reconstruction assistance.	0
- Call upon all parties concerned to create favourable conditions for the safe, voluntary, dignified and sustainable return, reintegration or resettlement of refugees and internally displaced persons.	0
While this is the first time that the United Nations system has embarked on a planning campaign of such breadth and complexity, with a scope covering virtually all major areas of action in the area of women and peace and security, the system-wide action plan provides a wealth of information on ongoing activities within the United Nations system in favour of women in conflict and post-conflict areas.	1
Training courses on the issue of sexual exploitation and abuse; development of policies and procedures on the organizational aspects of victim assistance.	1
