es	VerConf
Sr. Presidente: Nos decepciona que, a pesar de sus esfuerzos y los esfuerzos de muchos otros, el Consejo no pudiera condenar ese atroz atentado terrorista.	1
Alienta en particular a los Estados a reforzar la seguridad física y la gestión de los arsenales, destruir las armas pequeñas y armas ligeras excedentes y obsoletas, marcar todas las armas pequeñas y armas ligeras en el momento de su fabricación y su importación, reforzar el control de las exportaciones y de las fronteras y vigilar las actividades de intermediación.	0
Se debe hacer lo posible desde un principio para garantizar la coordinación con los órganos encargados del cumplimiento de la ley y demás autoridades nacionales, así como elaborar adecuados marcos jurídicos nacionales y reforzar la capacidad de los sistemas judiciales y de cumplimiento de la ley.	0
Nueve Estados han adoptado algunas medidas para detectar e impedir el contrabando de armas y explosivos, pero no es claro hasta qué punto dichas medidas se están aplicando eficazmente.	0
El Consejo de Seguridad insiste en que se hará responsable a la CCD-Goma de cualquier ejecución extrajudicial, incluso de miembros de la sociedad civil o personas internadas en los centros de detención de la República Democrática del Congo en Kisangani.	1
20. Condena en términos igualmente enérgicos todo acto de explotación o abuso sexuales y de trata de mujeres y niños por personal militar, civil o de policía que participe en operaciones de las Naciones Unidas, acoge con satisfacción los esfuerzos realizados por los organismos y las operaciones de mantenimiento de la paz de las Naciones Unidas para aplicar una política de tolerancia cero a este respecto y pide al Secretario General y a los países que aportan personal que sigan tomando todas las medidas apropiadas necesarias para combatir los abusos de esa índole por parte de ese personal, lo que incluye aplicar plenamente y sin demora las medidas aprobadas en las resoluciones pertinentes de la Asamblea General sobre la base de las recomendaciones del Comité Especial de Operaciones de Mantenimiento de la Paz (A/59/19/Rev.1);	1
Con respecto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de estado mayor de las Fuerzas Armadas Nacionales de Côte d'Ivoire (FANCI) y las Forces Nouvelles se reunirían el 7 de julio para ultimar el calendario del proceso de desarme, desmovilización y reintegración que, con arreglo a las previsiones, debía iniciarse a finales de julio.	0
w) Colaborar con las organizaciones internacionales y regionales competentes con el fin de promover el conocimiento y el cumplimiento de las medidas;	0
Se trata de una amenaza real, aunque se ha contenido en gran medida gracias a una cuidadosa cooperación en los planos nacional, bilateral y multilateral.	0
Esto obviamente se debe a que los Estados en cuestión rechazaron sus medidas.	1
En ese clima de inseguridad generalizada, la libertad de opinión de los partidos políticos está amenazada y condicionada.	1
El Gobierno congoleño ha indicado que se mantendrá firme con respecto al plazo del 2 de enero de 2015.	1
Condenamos enérgicamente los ataques criminales que el grupo terrorista Boko Haram sigue perpetrando en el norte de Nigeria y en los países vecinos.	1
El Gobierno de Haití y las organizaciones humanitarias internacionales deben realizar más esfuerzos en actividades de prevención, como el suministro de agua potable y de saneamiento.	1
12. Subraya que el Tratado sobre la no proliferación de las armas nucleares reconoce en el artículo IV el derecho inalienable de todas las partes en el Tratado de desarrollar la investigación, la producción y la utilización de la energía nuclear con fines pacíficos sin discriminación y de conformidad con sus artículos I y II, y recuerda en este contexto el artículo III del Tratado sobre la no proliferación de las armas nucleares y el artículo II del Estatuto del Organismo Internacional de Energía Atómica;	0
Los miembros del Consejo expresaron su profunda preocupación por las terribles violaciones de los derechos humanos y los crímenes de lesa humanidad descritos en el informe.	1
i) Apoyar, incluso mediante su labor de mediación política, la conclusión de las actividades de desarme, desmovilización y reintegración de los grupos armados [nacionales] o su integración efectiva en el ejército, que seguiría dependiendo de que recibieran previamente adiestramiento y equipo adecuados;	0
Reiterando su enérgica condena de los ataques contra la UNAMID y su llamamiento al Gobierno del Sudán para que investigue sin demora esos ataques y haga comparecer a los responsables ante la justicia, reiterando también su llamamiento a todas las partes de Darfur para que cooperen plenamente con la Misión, y reafirmando sus sinceras condolencias a los Gobiernos y las familias de los fallecidos,	1
El Gobierno de Siria considera que la cuestión de los denominados refugiados sirios es, en gran medida, información espuria. Siria espera que los refugiados regresen a su patria y que su presencia no se explote con fines políticos. La notable mejoría de la situación de la seguridad ha llevado a un número considerable de personas a regresar a su país y reanudar su trabajo, algo que los grupos terroristas les habían impedido hacer.	0
En esta misma tarjeta prepagada se recibió una llamada telefónica un minuto después de la explosión, a las 12.57 horas, desde una cabina telefónica situada en Trípoli, cerca de un edificio perteneciente a los servicios de inteligencia sirios. El 30 de enero se realizó una llamada al teléfono fijo del domicilio del Sr. Abu Adass, desde la misma cabina telefónica de Trípoli.	0
No obstante, es evidente también que el mando de las F-FDTL adoptó medidas limitadas para verificar el alcance de la amenaza planteada o para utilizar medios no militares de resolver la amenaza percibida. El 25 de mayo el Alto Mando de las F-FDTL no intentó ponerse en contacto con los responsables del mando operacional de la PNTL ni pedir la intervención del Primer Ministro o del Presidente para resolver la situación.	1
No obstante, el Grupo de supervisión observa que la falta de un gobierno central establecido en Somalia y la amenaza de hostilidades generalizadas que se cierne en el momento actual sobre el país han demorado enormemente, si es que, de momento, no han dejado de lado, toda actividad seria de fomento de la capacidad a escala nacional.	1
Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en contravención de las obligaciones internacionales que les son aplicables, el asesinato y la mutilación de niños, la violación y otros actos de violencia sexual cometidos principalmente contra las niñas, el secuestro y el desplazamiento forzado, la denegación a los niños de acceso a la ayuda humanitaria, los ataques contra escuelas y hospitales, así como la trata, el trabajo forzoso y todas las formas de esclavitud y todas las demás infracciones y abusos cometidos contra los niños afectados por conflictos armados.	1
Los Estados de Asia Central se enfrentan a una grave amenaza terrorista transnacional que requiere soluciones concertadas y coordinadas a nivel regional.	0
10. Reitera la importancia de que todos los Estados determinen, y en caso necesario adopten, procedimientos adecuados para aplicar plenamente todos los aspectos de las medidas descritas en el párrafo 1, insta encarecidamente a todos los Estados Miembros a que pongan en práctica las normas internacionales completas incorporadas en las cuarenta recomendaciones revisadas sobre la lucha contra el blanqueo de dinero y la financiación del terrorismo y la proliferación formuladas por el Grupo de Acción Financiera, en particular la recomendación 6 relativa a las sanciones financieras selectivas que se refieren al terrorismo y la financiación del terrorismo;	1
1. Decide que todos los Estados tomen las siguientes medidas respecto de las personas y entidades designadas antes de esta fecha como talibanes y las demás personas, grupos, empresas y entidades asociadas con ellos, como se especifica en la sección A ("Personas asociadas con los talibanes") y la sección B ("Entidades y otros grupos o empresas asociados con los talibanes") de la Lista consolidada del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y 1333 (2000) a partir de la fecha de aprobación de la presente resolución, así como otras personas, grupos, empresas y entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán que designe el Comité establecido en virtud del párrafo 30 (denominada en lo sucesivo "la Lista"):	1
Consideramos crucial la cuestión del fortalecimiento de la legitimidad del Gobierno, ya que se ha establecido una relación de causa y efecto entre dicha legitimidad y la eliminación de la resistencia por parte de los actores y redes informales que caracterizan la naturaleza del poder en el Afganistán.	1
Sin embargo, el sistema de justicia penal de por lo menos cinco Estados podría mejorar para poder llevar a los terroristas ante la justicia de manera más eficaz.	1
Es importante resolver el problema de las persistentes críticas respecto de la justicia y transparencia del régimen para que el Comité pueda concentrar la atención más plenamente en la lucha contra la amenaza que presentan Al-Qaida y los talibanes.	0
Teniendo presente todo lo dicho anteriormente, seguimos creyendo que no hay una solución militar posible; por el contrario, estamos convencidos de que esa vía es contraproducente.	1
En la carta se indicaba que el Comité estaba examinando las recomendaciones contenidas en el informe a fin de mejorar las medidas relativas a las sanciones impuestas y su aplicación.	0
La Misión siguió realizando actividades de concienciación en el marco de la estrategia "UN Cares".	0
El Coronel Reis y el Sr. Malik tuvieron una discusión acalorada.	1
Es esencial fortalecer las instituciones de Haití encargadas del imperio de la ley, incluida la reforma de la Policía Nacional de Haití, para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado.	0
En esas reuniones el Comité obtuvo información valiosa tanto sobre la aplicación del régimen de sanciones como sobre la amenaza que suponen Al-Qaida y sus asociados y los funcionarios de los servicios de inteligencia y seguridad de diferentes países tuvieron la oportunidad de relacionarse entre sí y con el Equipo y de intercambiar información.	1
Asimismo, la UNMIS está estableciendo nuevas bases de apoyo al referendo con el fin de prestar apoyo a nivel de los condados en el Sudán Meridional.	0
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluidos el derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	1
El Consejo de Seguridad reitera su disposición a imponer sanciones a las personas y entidades que brinden refugio, financien, faciliten, apoyen, organicen, adiestren o inciten a personas o grupos para que cometan actos de violencia o terrorismo contra otros Estados o sus ciudadanos en Somalia o en la región, de conformidad con sus resoluciones pertinentes, y a otras redes regionales, así como a particulares, grupos, empresas y entidades que no rompan todos sus vínculos con Al-Qaida y los grupos asociados, entre ellos Al-Qaida en el Magreb Islámico (AQMI), el `Movimiento para la Unidad y la Yihad en África Occidental' (MUJAO) y Ansar Eddine, de conformidad con la resolución 2083 (2012).	1
Los signatarios también se comprometieron a realizar una campaña electoral transparente y honesta y a crear una comisión parlamentaria sobre la corrupción en la legislatura siguiente.	0
En el este de la República Democrática del Congo, las amenazas a la seguridad del personal causadas por enfrentamientos armados y disturbios civiles violentos, a menudo exacerbados por tensiones políticas, continúan siendo también motivo de preocupación.	0
Recordando el derecho a la libertad de expresión que se recoge en el artículo 19 de la Declaración Universal de Derechos Humanos, aprobada por la Asamblea General en 1948 ("Declaración Universal"), y recordando también el derecho a la libertad de expresión, que se proclama en el artículo 19 del Pacto Internacional de Derechos Civiles y Políticos, aprobado por la Asamblea General en 1966, y que sólo se podrán imponer a esos derechos las restricciones previstas por la ley y que sean necesarias con arreglo a lo dispuesto en el párrafo 3 del artículo 19 del Pacto,	0
Uno de esos grupos es el Movimiento Nacional de Reforma y Desarrollo (MNRD). El 6 de junio, el MNRD dio a conocer un manifiesto en el que declaraba que no era parte en el acuerdo de cesación del fuego concertado en abril entre el Gobierno, el Movimiento y Ejército de Liberación del Sudán y el Movimiento Justicia e Igualdad, y que iba a luchar contra el Gobierno.	1
El caso que acaba de describirse ha suscitado atención, pero el Grupo ha observado varios ejemplos, sobre los cuales no se ha informado, de importación de vehículos para uso militar.	0
Nos preocupa profundamente el hecho de que, a menos que ambas partes hagan gala de una firme voluntad de poner fin al terrorismo y la violencia, el proceso de paz no tendrá éxito.	1
Reiterando la necesidad de asegurar que el presente régimen de sanciones contribuya efectivamente a los esfuerzos que se realizan para combatir la insurgencia y preste apoyo a la labor del Gobierno del Afganistán para avanzar en la reconciliación a fin de lograr la paz, la estabilidad y la seguridad en el Afganistán,	1
Los protocolos se transmitían diariamente al General Azar y al jefe del ejército, General Michel Suleyman.	0
Las autoridades afganas y la comunidad internacional deben manifestar claramente que ese comportamiento es inadmisible.	1
También reiteraron su grave preocupación en lo referente a los problemas del terrorismo, la piratería, la toma de rehenes y la grave situación humanitaria. En ese contexto, subrayaron la necesidad de la pronta aplicación de todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las que debían aplicar las instituciones federales de transición, según correspondiese.	1
Con la intensificación del combate las F-FDTL reforzaron sus posiciones en las colinas enviando un buque de la marina a la Bahía de Tibar.	0
El artículo 75 del Estatuto dispone que la Corte podrá dictar directamente una decisión contra el condenado en la que indique la reparación adecuada que ha de otorgarse a las víctimas, incluidas la restitución, la indemnización y la rehabilitación.	0
Asimismo, muchas instituciones financieras se quejan de haber recibido escasa o nula información sobre cómo detectar posibles indicadores de transacciones efectuadas para financiar el terrorismo.	1
1) Si el infractor hubiere destruido, dañado, transferido, inutilizado o utilizado (en particular agotado o consumido) cualesquiera bienes que podrían ser decomisados en virtud de los párrafos 1 y 2 del artículo 70 o cuando el infractor hubiere impedido de otro modo el decomiso de esos bienes, el tribunal podrá ordenar el decomiso de fondos hasta alcanzar el monto correspondiente a su valor; el valor de los bienes que podrían ser objeto de decomiso podrá ser calculado por el tribunal.	1
Desarrollo de la capacidad de los Estados para prevenir la proliferación de armas de destrucción en masa y responder a los ataques perpetrados con ellas	0
Ante la persistencia de esas complejidades y ese comportamiento totalmente contrario al que se requiere para alcanzar una solución justa, debemos preguntarnos: ¿Cómo podemos concluir con éxito el proceso de paz en el año 2009? Consideramos que el Cuarteto y el Consejo de Seguridad tienen la responsabilidad de diseñar un mecanismo práctico para tratar las cuestiones en una situación en la que una parte ignora reiteradamente los llamamientos e incumple sus obligaciones, metiéndonos en un proceso cíclico sin conclusión a la vista.	1
Utilización de un sistema de evaluación participativa para garantizar que las mujeres y las niñas repatriadas y las desplazadas internas puedan influir en la implantación de estrategias y programas de reintegración y en su contenido, perfeccionamiento de los parámetros de evaluación de la reintegración que tienen en cuenta el género en relación con cuestiones tales como la reforma constitucional y los procesos electorales; indicadores desglosados por sexo.	0
"a) Determinar los hechos y circunstancias relacionados con los incidentes ocurridos los días 28 y 29 de abril y 23, 24 y 25 de mayo, así como otros acontecimientos o problemas conexos que propiciaron la crisis, incluidas las cuestiones relacionadas con el funcionamiento del sector de la seguridad;	0
No obstante, el Consejo de Seguridad condena enérgicamente el continuo reclutamiento y la utilización de niños en conflictos armados, en violación del derecho internacional aplicable, la matanza y mutilación de niños, la violación y otras formas de violencia sexual, los secuestros, la denegación del acceso de la ayuda humanitaria a los niños y los ataques contra escuelas y hospitales por las partes en conflictos armados.	1
Oficialmente la FACI describe estos aviones como aeronaves "de reconocimiento" aunque el Grupo ha observado que uno de los aviones tiene puntos reforzados bajo las alas, que fueron adaptadas para llevar municiones, de tipo no especificado por la OTAN, para actividades militares.	0
Entre el 1° de junio y el 31 de agosto se recogieron o entregaron casi 500 armas de pequeño calibre, más de 189.000 cartuchos, 2.368 granadas de mano y minas y más de 225 kilogramos de explosivos. Perspectivas	0
10. Encarga a la Dirección Ejecutiva del Comité contra el Terrorismo que facilite la disponibilidad de la información que figure en los estudios y evaluaciones nacionales de lucha contra el terrorismo, cuando lo consientan los Estados Miembros interesados, y encarga además a la Dirección Ejecutiva que facilite la disponibilidad de la información sobre la capacidad regional de lucha contra el terrorismo, cuando lo apruebe el Comité, según proceda;	0
No obstante, todavía nos sigue preocupando el hecho de que se haga demasiado hincapié en las visitas a países en desarrollo.	1
El Representante Especial dijo que las recientes conquistas de territorio que estaba en poder del ISIL ponían de manifiesto que la estrategia, con apoyo militar internacional, estaba avanzando.	0
No se considera conveniente que los juicios sean tramitados ante un tribunal internacional pues los delitos cometidos constituyen una violación de las leyes nacionales.	0
Ese enfoque es consecuencia del compromiso asumido en noviembre de 2005 por los ministros del Foro de Cooperación Económica de Asia y el Pacífico de realizar, a más tardar para fines de 2006, una evaluación de la vulnerabilidad de los aeropuertos a un atentado realizado con sistemas portátiles de defensa antiaérea.	0
La Red tiene también por objeto promover las contribuciones en materia de políticas en los planos nacional y europeo, en particular con miras a la aplicación de la Estrategia de la Unión Europea para luchar contra la radicalización y la captación de terroristas de 2005.	0
Los Estados también deben impedir que quienes financian, planifican, facilitan o cometen actos de terrorismo utilicen su territorio para esos fines, contra otros Estados o sus ciudadanos (párr. 2 d)).	0
El Gobierno de Egipto confirmó que antes del fin de julio desplegaría una unidad de policía constituida, que estará radicada en Bukavu, Kivu del Sur, atendiendo a las necesidades adicionales indicadas en la resolución 1843 (2008) del Consejo de Seguridad.	0
La intensidad de los daños que se observaban en los fragmentos de metal que nos enseñó la policía (que según se nos dijo proceden de un Mitsubishi modelo "Canter") es compatible con los fragmentos que esperaríamos encontrar si un vehículo de esas características hubiera estado situado en el centro de la explosión.	0
Muy pocos Estados han actualizado cabalmente sus marcos jurídicos para incluir leyes concretas contra el terrorismo.	0
En las consultas privadas que siguieron, el Representante Especial y el Enviado Especial se refirieron a algunas cuestiones relacionadas con la reforma del sector de la seguridad y la creación de una fuerza de reacción rápida en el seno de las FARDC, el proceso electoral y las elecciones generales.	0
La Unión Europea se siente hondamente preocupada por el ciclo de violencia encarnizada que tiene lugar en estos momentos en Israel y en los territorios ocupados.	1
Se han expresado algunas preocupaciones acerca de la imparcialidad del empadronamiento, las más recientes de ellas formuladas por varios candidatos presidenciales.	1
Ha tomado como objetivos para las operaciones militares varios lugares, con la idea de arrebatárselos a la oposición. Entre esos lugares se cuentan Baidoa, Marka y Mogadishu.	0
El 28 de octubre el Comité se reunió con el Sr. Martin Scheinin, Relator Especial sobre la promoción y la protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo. El Sr. Scheinin informó al Comité sobre sus propuestas encaminadas a mejorar el régimen de sanciones, y se mantuvo a continuación un constructivo intercambio sobre cuestiones relacionadas con la equidad y la claridad de los procedimientos del Comité en particular con respecto a la inclusión y la supresión de la Lista.	0
Habiendo determinado que la situación imperante en Somalia sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	1
El Gobierno comparte también un cierto número de preocupaciones expresadas en el informe que se refieren, entre otras cosas, a los derechos humanos y a la situación de los niños y las mujeres.	1
En menor escala, las FN utilizan los recursos naturales bajo su control para financiar sus actividades militares y obtener beneficios personales, El contrabando de cacao hacia Ghana y el Togo transita por el norte, donde las unidades de las FN recaudan derechos de tránsito en las carreteras que controlan, Además del algodón y los diamantes, que se analizan más abajo, la producción de madera, oro, caña de azúcar y café contribuye a la economía de las FN mediante los beneficios que sus militares extraen de esos productos,	0
Habiendo determinado que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,	1
El Consejo de Seguridad reitera su exigencia a todas las partes en un conflicto armado de que pongan fin de manera inmediata y completa todas las formas de violencia contra mujeres y niñas, incluidos los actos de violencia sexual.	1
El Consejo de Seguridad expresa grave preocupación por los informes sobre la afluencia inusitada y repentina de miles de misseriyas a la ciudad de Abyei y sus alrededores, fenómeno que podría forzar cambios importantes en la composición étnica de la zona.	1
Los desafíos que afronta el país requieren que los líderes haitianos forjen un vínculo común.	1
El 21 de diciembre, el Consejo escuchó, en una sesión pública, una exposición del Presidente del Comité establecido en virtud de la resolución 1737 (2006) y Representante Permanente de Colombia, Néstor Osorio, sobre la labor realizada por el Comité del 1 de septiembre al 18 de diciembre de 2011.	0
Insisten en tratar el caso como un simple delito migratorio.	1
4. Observa con preocupación la estrecha conexión que existe entre el terrorismo internacional y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero, el tráfico ilícito de armas y la circulación ilícita de materiales nucleares, químicos, biológicos y otros materiales potencialmente letales, y a ese respecto pone de relieve la necesidad de promover la coordinación de las iniciativas en los planos nacional, subregional, regional e internacional, para reforzar la respuesta internacional a este grave problema y a esta gran amenaza a la seguridad internacional;	1
Por encima de todo, lo que más nos inquietaba era la insistencia de las autoridades de Pristina en aplicar de alguna manera la llamada estrategia para la zona septentrional de Kosovo, en flagrante contravención de la resolución 1244 (1999), que es la principal plataforma jurídica internacional para solucionar la cuestión de Kosovo.	1
- Exigir que los Estados adopten todas las medidas que sean necesarias para enjuiciar a los autores de ataques contra periodistas, profesionales de los medios de comunicación y el personal conexo, que hayan violado el derecho internacional humanitario.	0
Por lo tanto, se ocupa en buena medida de los aspectos de los contextos sociales que pueden propiciar la propagación del terrorismo.	1
No podemos dejar de expresar nuestra preocupación ante el empeoramiento de la situación de seguridad en regiones que anteriormente gozaban de relativa calma.	1
Además, el 15 de noviembre de 2004, la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) comunicó que 203.051 personas de la región de Darfur vivían como refugiados en 11 campamentos y otros lugares del Chad oriental, a lo largo de la frontera con el Sudán.	0
El 2 de mayo, el Secretario General Adjunto de Asuntos Jurídicos y Asesor Jurídico, Sr. Nicolas Michel, reseñó ante el Consejo su viaje reciente al Líbano e instó a los miembros a que dieran una respuesta a fin de colmar un vacío y prestar asistencia para la puesta en funcionamiento del Tribunal Especial para el Líbano.	0
Son muchos los retos que quedan para combatir la impunidad, debido en particular a la limitada capacidad de las autoridades judiciales, tanto civiles como militares, para llevar a cabo investigaciones independientes y exhaustivas y ofrecer protección a las víctimas y a los testigos.	1
La Fiscal mencionó con preocupación los problemas pendientes de solución relativos a las personas privadas de libertad en Libia y al desplazamiento en masa de los habitantes de Tawergha.	1
Exigiendo a todas las partes en el conflicto armado que pongan fin de inmediato y por completo a todos los actos de violencia sexual contra los civiles, conforme a lo dispuesto en las resoluciones 1325 (2000), 1820 (2008), 1888 (2009) y 1889 (2009), al reclutamiento y la utilización de niños, conforme a lo dispuesto en las resoluciones 1612 (2005) y 1882 (2009), y a los ataques indiscriminados contra civiles, conforme a lo dispuesto en la resolución 1894 (2009),	1
Un caso reciente destacable fue Malí, en el que el Consejo no respondió a la solicitud del Secretario General de crear un grupo de expertos que investigara la identidad y las actividades de quienes estaban involucrados en la delincuencia transnacional y organizada en Malí y en la subregión, y estudiara su impacto en la estabilidad general, con la posibilidad de imponer sanciones selectivas.	1
La Comisión constató con particular alarma que en el curso de su mandato han continuado los ataques contra aldeas, el asesinato de civiles, las violaciones, los saqueos y los desplazamientos forzados y considera que hay que tomar medidas con urgencia para ponerles término.	0
El Consejo reitera su intención de seguir luchando con energía contra la impunidad y de obligar a rendir cuentas por los medios apropiados.	1
Para evitar una nueva ola de violencia, ambas partes y la comunidad internacional deben actuar con prontitud.	1
Durante el período que se examina, varios miembros de partidos de la oposición en el Níger fueron detenidos y posteriormente puestos en libertad bajo fianza.	0
Habida cuenta de las violaciones reiteradas de los derechos humanos en Côte d'Ivoire en los últimos años, la comunidad internacional debería también estudiar la necesidad de establecer un mecanismo de derechos humanos independiente de la Comisión de Derechos Humanos de las Naciones Unidas (un relator especial destinado en el país o un experto independiente), que se encargara de presentar informes, también a la Asamblea General, sobre los avances logrados en la aplicación efectiva de las normas de derechos humanos internacionales y su puesta en práctica en el plano nacional, así como sobre el fin de la impunidad y la garantía del Estado de derecho en Côte d'Ivoire.	0
Consideramos que la postura de Armenia constituye un claro desafío al proceso de solución del conflicto y una grave amenaza para la paz y la seguridad regionales e internacionales.	1
b) Consolidar la prestación de asistencia técnica destinada a aumentar la capacidad de los Estados Miembros en la lucha contra el terrorismo y asegurar que esas actividades se ajusten a las necesidades de los países;	0
Por tanto, se propone crear una comisión internacional de indemnización, compuesta de quince miembros, diez nombrados por el Secretario General de las Naciones Unidas y cinco por un órgano independiente del Sudán.	0
Por ejemplo, una unidad militar, que cumple órdenes superiores, detiene, en contravención del derecho internacional, a un número de civiles enemigos. Uno de los soldados, en el fragor de la acción militar, mata o tortura a uno de esos civiles.	0
Aunque la Misión de Asistencia de las Naciones Unidas en el Afganistán y la Comisión Electoral Independiente habían dependido hasta entonces de observadores civiles para rebajar la tensión de los conflictos, un mecanismo de ese tipo podría no ser suficiente para abordar las amenazas más graves.	1
El Movimiento Árabe de Azawad (MAA), la Coordinadora de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para Azawad (CPA), en su calidad de partes en el Acuerdo Preliminar para la Celebración de Elecciones Presidenciales y Conversaciones de Paz Inclusivas en Malí, firmado el 18 de junio de 2013 en Uagadugú;	0
El Consejo de Seguridad reitera su firme condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en conflictos armados y situaciones posteriores a conflictos, incluidas la violencia sexual y basada en el género y los asesinatos y las mutilaciones, e insta a que todas las partes pongan fin a tales actos totalmente y con efecto inmediato.	1
El Consejo de Seguridad acoge con beneplácito a este respecto las medidas adoptadas hasta el momento por los signatarios y garantes del Marco PSC, en particular la celebración de la primera reunión "11+4" del Mecanismo de Supervisión Regional del Marco PSC, en Addis Abeba el 26 de mayo de 2013, y las dos primeras reuniones del Comité de Apoyo Técnico, celebradas en Nairobi el 24 de junio y 22 de julio de 2013, cuyo objetivo era avanzar en el establecimiento de puntos de referencia para evaluar la aplicación del Marco PSC por todos los signatarios.	0
Nos preocupa mucho la negativa obstinada de los dirigentes de grupos como el Movimiento por la Justicia y la Igualdad y el Movimiento de Liberación del Sudán a participar en las conversaciones.	1
Se ha presentado a la Comisión un informe coherente y exhaustivo de los resultados y las conclusiones de la investigación del lugar del crimen.	0
Según un alto mando de las fuerzas armadas, los soldados del Servicio de Inteligencia de Fronteras reclutados pasan a formar parte directamente del ejército, al igual que los soldados del ejército regular.	0
Fuentes oficiales han informado de que se ha dado muerte a por lo menos tres personas relacionadas con Al-Qaida incluidas en la lista.	0
Esas reuniones también se utilizarán para examinar asuntos generales de interés para la labor del Comité con miras a impulsar un enfoque más creativo y dinámico de la labor de la Dirección Ejecutiva y generar nuevas ideas sobre el modo en que la Organización podría encarar con mayor eficacia la cambiante amenaza terrorista.	0
Se informó de que, en muchos casos, las fuerzas del Gobierno rodearon las aldeas, permaneciendo de guardia mientras los Janjaweed incendiaban y saqueaban los poblados y cometían otras atrocidades contra la población.	0
De hecho, muchas de las leyes vigentes hoy día en el Sudán contravienen las normas básicas de derechos humanos.	0
Se ha logrado un progreso destacado, pero el complejo clima político, económico y de seguridad sigue presentando enormes desafíos a los dirigentes elegidos encargados de la normalización de nuestro país.	1
En la 6900ª sesión del Consejo de Seguridad, celebrada el 15 de enero de 2013, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", la Presidencia hizo la siguiente declaración en nombre del Consejo:	0
A este respecto, nos preocupa en especial la falta de avance en materia de libertad de circulación de las minorías, retornos sostenibles y representación importante de las minorías en las estructuras gubernamentales y en el sector público en general.	1
Del mismo modo, la reducida presencia del Alto Comisionado en los campamentos y entre los refugiados constituye otro impedimento establecido por el país de acogida para que esta institución no pueda cumplir su mandato.	1
Sin embargo, sigue habiendo posibilidades de un desplome total del orden público, además de un colapso de la frágil economía y una desintegración de las instituciones autónomas.	1
El Consejo condena enérgicamente a los talibanes por haber iniciado en julio de 1999, sólo una semana después de la reunión del grupo de los `Seis más Dos' en Tashkent, una nueva ofensiva, pese a las demandas reiteradas del Consejo de que cesaran los combates.	1
Según parece, esto va dirigido a proyectar una imagen de una supuesta amenaza serbia para Kosovo y Metohija.	1
En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar el acceso total y seguro a las organizaciones humanitarias, entre ellas el Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).	1
La publicación reciente por el Consejo de Ulemas de un decreto religioso en el que se condenan el narcotráfico y otras actividades conexas puede ser fundamental para desalentar el cultivo de la adormidera.	1
En sus sesiones informativas al Consejo de diciembre de 2005 y junio de 2006, el Secretario General Adjunto Gambari describió las graves condiciones humanitarias y de derechos humanos reinantes en Birmania, incluida la detención de más de 1.100 prisioneros políticos, así como la salida de Birmania de refugiados, drogas, el VIH/SIDA y otras enfermedades.	0
1. Expresa su enérgica condena de todas las formas de violencia, incluidas, entre otras, el homicidio, la violación y la agresión sexual, la intimidación, el asalto a mano armada, el rapto, la toma de rehenes, el secuestro, el acoso y la detención y aprehensión ilícitas, a que se ven cada vez más expuestos quienes participan en operaciones humanitarias, así como de las agresiones contra convoyes humanitarios y los actos de destrucción y saqueo de los bienes de éstos;	1
Hay otro desafío del que hay que ocuparse de manera prioritaria: la creación de una administración local y regional en las regiones liberadas de Al-Shabaab.	1
Por su esencia, el terrorismo se opone a los valores fundamentales de la humanidad consagrados en la Carta de las Naciones Unidas y los documentos fundamentales sobre derechos humanos.	1
La mayoría de los testigos potenciales residentes fuera del Estado expresaron sus temores a declarar, incluso a título confidencial, porque temían por la seguridad de sus familiares y suponían que su conducta seguía siendo clandestinamente vigilada por las autoridades.	1
La mayoría de los Gobiernos parecen estar resueltamente comprometidos a velar por que los organismos encargados de hacer cumplir la ley respeten los derechos humanos, aunque en algunos casos se han manifestado graves preocupaciones acerca de violaciones por parte de las fuerzas de seguridad.	1
87. El Comité de Jefes del Estado Mayor Conjunto planifica todas las operaciones militares desde Jartúm.	0
Justamente ayer, el Primer Ministro de Georgia hizo público un plan detallado de solución del conflicto en otra región separatista de Georgia, la región de Tskhinvali/ex Ossetia meridional.	0
