es	MatConf
En esta misma tarjeta prepagada se recibió una llamada telefónica un minuto después de la explosión, a las 12.57 horas, desde una cabina telefónica situada en Trípoli, cerca de un edificio perteneciente a los servicios de inteligencia sirios. El 30 de enero se realizó una llamada al teléfono fijo del domicilio del Sr. Abu Adass, desde la misma cabina telefónica de Trípoli.	1
Durante el período sobre el que se informa, la FPNUL volvió en ocasiones a ver obstaculizada su libertad de circulación en su zona de operaciones, lo que puso en peligro, en algunos casos, la seguridad del personal de mantenimiento de la paz de las Naciones Unidas.	1
Exhortando a la comunidad internacional, en particular a los países de la región y a los vecinos del Iraq, a que apoyen al pueblo iraquí en la búsqueda de la paz, la estabilidad, la seguridad, la democracia y la prosperidad, acogiendo con beneplácito las conferencias ampliadas de los países vecinos celebradas en Sharm el-Sheij, Estambul y Kuwait y su función de apoyo a los esfuerzos del Gobierno del Iraq por lograr la seguridad y la estabilidad en el Iraq, así como sus resultados positivos para la paz y la seguridad internacionales y regionales, acogiendo también con beneplácito el hecho de que la conferencia ampliada de los países vecinos celebrada en Kuwait el 22 de abril de 2008 aprobara las atribuciones del mecanismo de apoyo, y destacando que la aplicación efectiva de esta resolución contribuirá a la estabilidad regional,	0
Tres Estados han promulgado disposiciones jurídicas para autorizar la extradición, la asistencia judicial recíproca y el intercambio de información y han concertado tratados bilaterales pertinentes u otros acuerdos con otros Estados.	0
En agosto, en cumplimiento de un acuerdo suscrito por el Gobierno y el grupo armado de la oposición Mouvement pour la démocratie et la justice au Tchad a principios de 2010, 58 niños, incluidas 10 niñas, pudieron reunirse con sus familias.	0
a) Homicidios intencionales, golpizas, secuestros, desapariciones, trabajos forzados y reclutamiento de civiles etíopes;	1
Son recompensados cuando denuncian a otros ciudadanos sospechosos de cometer tales "crímenes".	1
Con el clima de terror que han creado los escuadrones de la muerte, los representantes políticos temen que sus militantes sean secuestrados y detenidos.	1
Los miembros del Consejo alentaron a las autoridades de Burundi a que siguieran esforzándose por crear las condiciones necesarias para celebrar elecciones inclusivas mediante un diálogo constructivo, un espacio político abierto, el fin de la violencia por motivos políticos y la lucha contra la impunidad, de conformidad con la resolución 2137 (2014).	0
Por ello, la Dirección Ejecutiva plantea siempre esas cuestiones en sus visitas a los países, en los talleres por videoconferencia que organiza y en cualquier otro contacto, y considera que es una buena inversión para el futuro intensificar la colaboración con los Estados en relación con los aspectos prácticos de esos enfoques.	0
El Consejo de Seguridad se reunió a nivel ministerial el 22 de septiembre para examinar los aspectos civiles de la gestión de los conflictos y la consolidación de la paz.	0
La Secretaria General Adjunta señaló que 69 trabajadores humanitarios habían perdido la vida desde el inicio del conflicto, y que la violencia sexual se había utilizado como una forma de tortura, para causar lesiones, para degradar e intimidar y como forma de castigo.	1
Como se explica en el apartado d) del párrafo 2 del artículo 7 del Estatuto de la Corte Penal Internacional, que puede considerarse que codifica el derecho internacional consuetudinario en la materia, por deportación o traslado forzoso de población se entiende el desplazamiento de las personas afectadas, por expulsión u otros actos coactivos, de la zona en que estén legítimamente presentes, sin motivos autorizados por el derecho internacional.	1
Los signatarios también se comprometieron a realizar una campaña electoral transparente y honesta y a crear una comisión parlamentaria sobre la corrupción en la legislatura siguiente.	0
La crítica de la labor del Consejo y el Comité en esta esfera corre el riesgo de extenderse a todo el régimen de sanciones contra Al-Qaida y los talibanes y no debería menoscabar el apoyo universal de que ha gozado hasta la fecha.	1
Según fuentes oficiales jordanas, los chalecos explosivos fueron fabricados por Al-Qaida en el Iraq, utilizando explosivos y granadas procedentes de antiguos almacenes del ejército iraquí y transportados clandestinamente a Jordania.	1
Fue violada sucesivamente por cuatro soldados.	1
La labor de las Naciones Unidas para formular estrategias regionales y nacionales de lucha contra el terrorismo constituye un buen marco político para la colaboración entre los países.	0
En cuanto a las matanzas de soldados detenidos cometidas por los rebeldes, la Comisión recibió denuncias, especialmente del Gobierno, sobre ejecuciones de soldados detenidos cometidas por los rebeldes.	1
Con el fin de facilitar el examen por el Consejo de Seguridad, cuando corresponda, de las cuestiones relativas a la protección de los civiles en sus deliberaciones sobre el establecimiento, la modificación o la terminación de operaciones de mantenimiento de la paz, los miembros del Consejo sugirieron que se redactara, en estrecha cooperación con el Consejo, un aide-mémoire en el que se enumerasen las cuestiones pertinentes a ese respecto.	0
Los que se entregaron o regresaron a Kailek fueron recluidos contra su voluntad en un pequeño espacio a la intemperie durante largo tiempo (posiblemente más de 50 días).	1
Observamos que los retos perdurables a que hace frente la policía en Timor-Leste no deben subestimarse.	0
Las sumas importantes, aunque no son fundamentales para el éxito de los atentados, son ahora más difíciles de conseguir.	1
El representante de Israel acogió con beneplácito la aprobación de la resolución y destacó que se precisaban más esfuerzos para aplicar plenamente las disposiciones de la resolución 1701 (2006), entre otros aspectos en lo referente a desarmar y disolver a Hizbullah y otras milicias.	0
Siete Estados cuentan con estructuras institucionales para ejecutar estrategias de lucha contra el terrorismo.	0
Sin embargo, cada vez era más evidente una actitud más constructiva hacia la UNMIK.	0
El grupo ha aprovechado la frontera porosa entre Nigeria y el Camerún para secuestrar a ciudadanos extranjeros en el Camerún.	1
En nombre de la República Checa, desearía agradecer al Comité contra el Terrorismo todo lo que hace en la lucha en contra del terrorismo internacional.	0
La Misión siguió concienciando al personal en relación con las normas y los reglamentos pertinentes de las Naciones Unidas sobre la prevención de la explotación y el abuso sexuales.	0
e) El Comité concederá gran importancia a la coordinación con expertos de otros órganos subsidiarios del Consejo de Seguridad competentes en la lucha contra el terrorismo al preparar las visitas y simplificar la presentación de informes;	0
El Consejo subraya la necesidad de que toda acción militar contra el LRA se efectúe con arreglo al derecho internacional aplicable, en particular el derecho internacional humanitario, las normas internacionales de derechos humanos y el derecho internacional relativo a los refugiados, y de que se reduzca al mínimo el riesgo de que la población civil de esas zonas sufra daños.	0
Nos preocupa en particular la falta de preparación de funcionarios públicos de nivel medio y las grandes deficiencias que aún persisten en el ámbito judicial.	0
El 26 de julio el Consejo emitió un comunicado de prensa en el que condenaba el ataque terrorista contra la Fuerza Provisional de las Naciones Unidas en el Líbano (FPNUL) en que habían resultado heridos seis miembros franceses del personal de mantenimiento de la paz de las Naciones Unidas. Cuestiones temáticas y de otro tipo	0
La explosión que mato al Sr. Hariri y a otras 22 personas se produjo por encima de la calzada.	1
Actualmente el riesgo de defecciones no es muy considerable habida cuenta de la debilidad del gobierno central, pero la situación puede tomar otro giro si las autoridades afganas logran fortalecer su capacidad y reparar su reputación de corruptas e impotentes.	0
Sigo estando firmemente comprometido con la aplicación de la resolución 1559 (2004) en aras de la paz y la estabilidad regional, sobre todo en estos momentos particularmente difíciles y complicados.	0
El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota de que el Gobierno de Siria se había comprometido a aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Kofi Annan; pidió que se cumplieran de manera urgente, general e inmediata todos los elementos de la propuesta; exhortó a todas las partes sirias, incluida la oposición, a que pusieran fin de inmediato a toda la violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, tras la celebración de consultas entre el Secretario General y el Gobierno de Siria, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas y por todas las partes.	0
C. Obstáculos jurídicos a las sanciones 50. El Equipo tiene conocimiento de 15 pleitos entablados en todo el mundo para impugnar la aplicación de algunos aspectos de las sanciones de las Naciones Unidas contra Al-Qaida y los talibanes por parte de los Estados Miembros.	1
El Primer Ministro Latortue pidió al Consejo Electoral Provisional que estudiara este calendario, con el apoyo de la MINUSTAH, teniendo presente que ha de cumplirse el requisito constitucional de que la asunción del Presidente tenga lugar el 7 de febrero de 2006, y que hiciera los cambios oportunos.	0
- Alentar a las operaciones de las Naciones Unidas para el mantenimiento de la paz y otras misiones pertinentes autorizadas por el Consejo de Seguridad, según proceda y considerando cada caso en particular, a que impidan la apropiación y la confiscación ilegales de tierras y bienes pertenecientes a refugiados y desplazados internos y a que velen por la protección de los refugiados y desplazados internos que regresen.	0
Se ha denunciado que en algunos Estados, las fuerzas militares han cometido ejecuciones sumarias o extrajudiciales, en violación del derecho de la guerra y las normas de derechos humanos.	1
En el último de estos (S/2012/376), al igual que en los anteriores (S/2009/277 y S/2010/579), el Secretario General definió cinco retos básicos en torno a los cuales debía girar el debate: promover el cumplimiento del derecho internacional por las partes en conflicto; mejorar el cumplimiento por parte de los grupos armados no estatales; aumentar la protección por las misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas; mejorar el acceso con fines humanitarios; y aumentar la rendición de cuentas por las violaciones.	0
Nos preocupa en especial el ínfimo número de retornos de refugiados, que son los indicadores más útiles para evaluar la situación en la provincia.	0
Condenando en particular los actos de violencia sexual cometidos por [las milicias y los grupos armados, así como por elementos de las fuerzas armadas y policiales nacionales] y otros cuerpos de seguridad e inteligencia, destacando la necesidad urgente de que [el Estado afectado], en cooperación con [la misión de mantenimiento de la paz] y otros agentes pertinentes, ponga fin a la violencia y haga comparecer ante la justicia a los autores, así como a los altos mandos bajo cuyas órdenes prestan servicio, y exhortando a los Estados Miembros a que presten asistencia a este respecto y sigan prestando asistencia médica, humanitaria y de otro tipo a las víctimas.	0
En la fecha límite del presente informe, se había destruido ya un total del 37% del efluente de DF, que el buque Cape Ray entregó los días 30 y 31 de agosto de 2014.	1
En tales circunstancias no puede atribuirse a la UNOTIL la responsabilidad de haber disparado contra los oficiales de la PNTL.	1
t) Consultar con los servicios de inteligencia y seguridad de los Estados Miembros, incluso por medio de los foros regionales, a fin de facilitar el intercambio de información y reforzar la aplicación de las medidas;	0
Pueden adiestrar a combatientes, planificar sus activistas de manera innovadora y perpetrar ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue proporcionando adiestramiento especializado a terroristas, entre otras cosas en fabricación de dispositivos explosivos improvisados. Al-Qaida en la Península Arábiga (AQPA) (QE.A.129.10) sigue siendo una importante fuente de innovación tecnológica.	1
a) La distinción entre combatientes y civiles y la protección de los civiles, concretamente contra atentados a la vida y a la integridad corporal, especialmente el homicidio (esta norma fue reafirmada en algunos acuerdos concertados entre el Gobierno del Sudán y los rebeldes);	0
Sobre las 8 de la mañana horas del segundo día en el wadi, me violaron por primera vez.	1
Además, entre el 27 de septiembre de 2003 y mayo de 2004, siete aldeas cerca de Nyala fueron atacadas reiteradamente por los Janjaweed.	1
Según un testigo, se ordenó a personal de las Fuerzas de Seguridad Interna que vigilara al Sr. Hariri a fines de enero y principios de febrero de 2005.	1
3. Es necesario identificar y enjuiciar a los miembros de los escuadrones de la muerte;	0
No podemos enviar el mensaje de que los terroristas serán inmunes y darnos por satisfechos con condenas habituales.	0
Como se señala en los párrafos 89 a 94 supra, el Ministro del Interior proporcionó armas a civiles, algunos de los cuales intervinieron posteriormente en la presunta comisión de actos delictivos.	1
Además, el Equipo propone que el Comité examine las ventajas de una supresión condicional o provisional, en virtud de la cual el Comité podría o bien adoptar un período prolongado de exención para algunos talibanes incluidos en la Lista o incluso suspender las sanciones por completo, con sujeción a determinadas condiciones, mientras recibiese periódicamente, durante un lapso de tiempo definido, garantías de que su inclusión ya no es necesaria.	0
Los Estados de la subregión de Asia occidental han sufrido un gran número de ataques terroristas y han adoptado medidas correctivas importantes, incluso medidas para fortalecer su legislación contra el terrorismo.	1
El Grupo de Expertos viajó extensamente por Côte d'Ivoire, la subregión y otros lugares en su propósito de evaluar el cumplimiento del embargo y establecer las medidas complementarias que pudieran adoptarse para aumentar su eficacia.	0
Ninguno de los testigos dijo que se hubieran lanzado volantes ni hecho anuncios por la radio o por conducto de los jefes tribales, ni que se hubieran utilizado aviones que volaran a baja altura sobre las aldeas para avisar a la población civil de un ataque inminente.	0
El Consejo de Seguridad exhorta a las partes en conflictos armados a cumplir las obligaciones que les incumben en virtud del derecho internacional humanitario de respetar y proteger al personal humanitario y los envíos de socorro, y tomar todas las medidas necesarias para facilitar el tránsito seguro, rápido y sin trabas de los envíos, el equipo y el personal de socorro.	1
La víctima, que fue violada 14 veces a lo largo de una semana, proporcionó la siguiente información:	1
La obligación del Sudán de indemnizar todos los crímenes cometidos en Darfur por sus agentes y funcionarios u órganos de facto se debe considerar a la luz de esta normativa jurídica internacional.	1
La presencia de grupos armados palestinos fuera de los campamentos sigue menoscabando la capacidad del Líbano para ejercer la plena soberanía en su territorio.	1
D. Escuchar con mayor atención a las víctimas El creciente reconocimiento de la importancia de escuchar a las víctimas del terrorismo a la hora de elaborar estrategias eficaces de lucha contra la incitación está estrechamente vinculado con el concepto de argumento opuesto.	0
La propaganda, los ataques con cohetes, artefactos explosivos improvisados y, ocasionalmente, ataques suicidas seguirán siendo las principales armas utilizadas por las fuerzas militares opositoras.	1
Los frecuentes ataques llevados a cabo en el Afganistán por los talibanes y por terroristas vinculados con Al-Qaida demuestran la persistencia de las violaciones del embargo de armas pese al programa de desarme del Gobierno.	1
También se debe poner de relieve la responsabilidad política de las personas que habían organizado la marcha, a pesar de la prohibición y del tenso clima creado por la delimitación de una "zona roja", la movilización y utilización del ejército y las declaraciones formuladas por la más alta autoridad del Estado.	1
Además, la revisión proporcionó valiosos datos sobre el efecto del régimen de sanciones, que demostraron cuáles personas y entidades son las más afectadas y las menos afectadas por éste, ya bien porque desde el punto de vista geográfico escapan al control del Estado o por otros factores que socavan la aplicación.	1
Las pruebas de que ésta dispone demuestran cierta participación en los hechos del miembro del Parlamento Leandro Issac. A consecuencia de ese incidente, un agente de la PNTL resultó muerto y dos soldados de las F-FDTL resultaron heridos.	1
A fin de reconocer la necesidad específica de coordinar su labor con la de la Dirección Ejecutiva del Comité contra el Terrorismo y otros órganos pertinentes en ámbitos en los que los Estados puedan verse desbordados por las peticiones de información del Consejo de Seguridad, el Equipo elaboró una estrategia común con la Dirección Ejecutiva y los expertos que dan apoyo al Comité establecido en virtud de la resolución 1540 (2004), con el objetivo de resolver los problemas de los Estados que aún no han presentado los informes solicitados por los tres Comités.	0
Muy pocos Estados han actualizado cabalmente sus marcos jurídicos para incluir leyes concretas contra el terrorismo.	0
La observancia de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sometidos a ellas, que les hace más reconocibles y disminuye la probabilidad de que viajen con una identidad falsa.	0
Como bien se sabe, la decisión fue adoptada en 1996 con el telón de fondo de un grave enfrentamiento entre las partes en el conflicto, Georgia y Abjasia, que siguió a la guerra sangrienta de 1992-1993.	1
Como consecuencia de ello, se han sobrepasado los límites de las amenazas a la seguridad en muchos países dentro y fuera de África, incluyendo a miembros de este Consejo, exponiendo sus puntos vulnerables.	0
También se ha restringido la libertad de circulación.	1
7. Observa que esos medios de financiación o apoyo comprenden, entre otros, el uso de los ingresos obtenidos de actividades delictivas, incluido el cultivo ilícito, la producción y el tráfico de estupefacientes y sus precursores;	1
- Pedir que las partes en un conflicto armado cumplan estrictamente las normas aplicables del derecho internacional humanitario y el derecho de los derechos humanos relativas a la protección de las mujeres y las niñas afectadas por los conflictos armados.	0
Insta a los órganos regionales y subregionales apropiados en particular a que examinen la posibilidad de elaborar y aplicar políticas y realizar actividades y tareas de promoción en beneficio de las mujeres y las niñas afectadas por la violencia sexual en los conflictos armados.	0
Muchas de ellas contaron historias parecidas según las cuales las Fuerzas de Seguridad Interna les habían detenido, maniatado, vendado los ojos y desnudado, manteniéndolos presos durante algún tiempo mientras se les interrogaba sobre el Sr. Abu Adass y sus relaciones con grupos islámicos. La mayoría de esas personas compartían la opinión de sus interrogadores de que el Sr. Abu Adass era una persona solitaria e introvertida que no tenía la inteligencia suficiente para cometer un crimen semejante.	1
Esta discriminación tradicional del sistema songbun se vio recientemente complicada por la creciente mercantilización de la República Popular Democrática de Corea y por la influencia del dinero, en particular de la moneda extranjera, en la capacidad de los ciudadanos de tener un mayor acceso a sus derechos económicos, sociales y culturales.	1
Estas violaciones comprenden actividades tales como la mejora de las estructuras físicas en las áreas restringidas definidas por el acuerdo, y la imposición de restricciones a la circulación de observadores militares de las Naciones Unidas.	1
- Instar a las organizaciones humanitarias y de desarrollo a que adopten medidas apropiadas para prevenir la explotación y los abusos sexuales por parte de su personal, incluida la capacitación previa al despliegue y en el teatro de operaciones, y, en el caso de los agentes de las Naciones Unidas, que promuevan y aseguren el cumplimiento, incluso por parte del personal civil de las operaciones de las Naciones Unidas para el mantenimiento de la paz y otras misiones pertinentes, de las disposiciones del boletín del Secretario General sobre medidas especiales de protección contra la explotación y el abuso sexuales (ST/SGB/2003/13).	0
Teniendo presente el carácter especial de la resolución 1373 (2001), las permanentes amenazas a la paz y la seguridad internacionales que plantea el terrorismo, la importante función que deben seguir desempeñando las Naciones Unidas y el Consejo de Seguridad en la lucha mundial contra el terrorismo y la necesidad de reforzar el Comité en su calidad de órgano subsidiario del Consejo de Seguridad encargado de esa esfera, y sin sentar precedentes para otros órganos del Consejo de Seguridad,	0
Al día siguiente se volvieron a quemar puestos de mercado en Talibessi y se atacó a un miembro de la PNTL que estaba fuera de servicio en la zona.	1
Acogiendo con beneplácito los esfuerzos de las autoridades de Burundi por luchar contra la impunidad, en particular los juicios y las condenas de algunos de los perpetradores de la matanza de Muyinga,	0
Al-Qaida en el Iraq dispone de fondos considerables y otros grupos han podido recaudar dinero cometiendo delitos o recibiendo donaciones.	1
Este ataque, que se produce el día de la ceremonia en que se rinde honores a los cadáveres de nueve soldados nigerianos de la MINUSMA en presencia del Secretario General Adjunto de Operaciones de Mantenimiento de la Paz de la Organización de las Naciones Unidas (ONU), Sr. Hervé Ladsous, es un acto de provocación cometido por los terroristas para infundir temor y crear confusión en las filas de la MINUSMA.	1
Sin embargo, los Estados también deberían tipificar de la misma manera los atentados cometidos contra otro Estado.	1
Para hacer inteligible un análisis acerca de los autores, se necesitan dos instrumentos jurídicos: las categorías de crímenes por los que pueden ser responsables y la enumeración de las diversas formas de participación en crímenes internacionales por las que caben sospechas.	0
Advirtió de que, si las FDLR no demostraban un compromiso claro antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con apoyo de la MONUSCO, tendrían que poner en marcha operaciones militares para neutralizarlas.	1
Resulta claro que los terroristas usarán las armas más fiables y eficaces que puedan obtener.	1
La policía respondió al fuego antes de regresar, a gran velocidad, al cuartel general.	1
Aunque en casi ninguno de los incidentes las fuerzas del Gobierno hayan participado directamente en la destrucción, su complicidad en los ataques durante los cuales se llevaron a cabo esos actos de destrucción y su presencia en el lugar de los hechos son suficientes para considerarlos responsables conjuntamente.	1
Las partes transmitieron a la misión su convencimiento de que el Acuerdo de Uagadugú había puesto fin al conflicto armado y que la crisis política que aún perduraba sólo se podría resolver mediante la celebración de elecciones.	0
Las conclusiones del informe se basan en una recopilación de relatos directos de víctimas y testigos.	0
La víctima oía gritar a otras jóvenes y pensó que también estaban siendo violadas.	1
El 7 de septiembre, el Grupo de Trabajo conjunto de alto nivel del Gobierno del Chad y las Naciones Unidas se reunió por tercera vez para evaluar la situación sobre el terreno relativa a la protección de los civiles y al cumplimiento de las medidas adoptadas por el Gobierno para cumplir las tareas enunciadas en el párrafo 2 de la resolución 1923 (2010) del Consejo de Seguridad.	0
El Gobierno reconoció que se había realizado el ataque y afirmó que indemnizaría a las víctimas.	0
Los Estados que han tipificado parcialmente la financiación del terrorismo aún tienen que garantizar la inclusión de todos los elementos del artículo 2 del Convenio sobre la financiación del terrorismo.	1
Los miembros del Consejo expresaron preocupación por las noticias de que las fuerzas armadas del Congo estaban llevando a cabo una ofensiva en la provincia de Équateur, pidieron que se pusiera término a los combates sin dilación y exhortaron a todas las partes a obrar con moderación.	1
Está claro que el Ministro Ramos-Horta planteó la cuestión general de la distribución de las armas.	0
Además, la obligación internacional se consideraría cumplida en el momento, posterior a la firma de un tratado de paz, en que el Estado responsable hubiera aceptado pagar a los otros reparaciones de guerra o indemnizaciones por los daños causados a los nacionales del adversario, se llegara o no a efectuar un pago.	0
Por consiguiente, exhorto a todas las partes y agentes a acatar plenamente las resoluciones 1559 (2004), 1680 (2006) y 1701 (2006), y continuaré trabajando para lograr la plena aplicación de estas y todas las demás resoluciones del Consejo de Seguridad relativas al Líbano.	0
El vínculo entre la delincuencia transfronteriza y el terrorismo comenzó a ponerse de relieve tras los atentados de Al-Qaida contra las embajadas de los Estados Unidos de América en la República Unida de Tanzanía y Kenya en 1998.	1
El Consejo de Seguridad reitera su exigencia de que las fuerzas armadas se sometan plenamente al control civil.	0
a) El ejército maoísta reclutó a un número considerable de niños justo antes de la firma del Acuerdo General de Paz.	1
Los Estados que no pertenecen a la Unión Europea desarrollan de manera independiente su marco normativo para la lucha contra el terrorismo e incorporan en su normativa interna los delitos estipulados en los instrumentos internacionales contra el terrorismo.	0
Los dirigentes de las instituciones provisionales del Gobierno autónomo con frecuencia eluden las responsabilidades que les corresponden en virtud de la resolución 1244 (1999) y el Marco Constitucional.	0
El año pasado, nada menos que el 94% de las 982 presuntas operaciones de lucha contra el terrorismo del régimen sirio se dirigieron contra las fuerzas de oposición moderada.	1
La Comisión constata asimismo que la detención de personas por los cuerpos de seguridad del Estado y el servicio de inteligencia militar, en particular durante los ataques y las operaciones de inteligencia contra las aldeas, además de constituirse transgresiones graves de las normas internacionales de derechos humanos, puede equivaler también a desaparición forzosa, crimen de lesa humanidad, pues los actos eran sistemáticos y generalizados.	1
El Sr. Šimonović consideraba que la rendición de cuentas era fundamental para la reconciliación y que también debían realizarse esfuerzos para enjuiciar a los miembros de los grupos armados que hubieran cometido violaciones graves de los derechos humanos.	1
Aunque todavía no se ha determinado el número exacto de personas desplazadas ni el de aldeas destruidas, el desplazamiento de gran cantidad de personas y la destrucción de numerosas aldeas son hechos evidentes.	1
:: Salah Suliman Ayyash, un conductor de 33 años de la organización médica Al-Ihya en Damasco Rural, murió a manos de las fuerzas del régimen cuando trataba de entrar en Zibdeen el 27 de noviembre de 2014.	1
Solicita al Secretario General que siga ayudando al Gobierno de [el país afectado] a desarrollar las instituciones de seguridad de transición, incluidas la fuerza de policía [nacional] y la fuerza de seguridad nacional, y que siga prestando apoyo al Gobierno de [el país afectado] en la elaboración de una estrategia nacional de seguridad que contemple el respeto del estado de derecho y la protección de los derechos humanos e incluya planes en materia de desarme, desmovilización y reintegración, justicia e instituciones penitenciarias, así como el marco jurídico y normativo necesario para el funcionamiento de sus fuerzas de seguridad, incluidos mecanismos de gobernanza, verificación de antecedentes y supervisión.	0
Los progresos de los últimos diez años han logrado debilitar algunas redes terroristas que han atacado a la comunidad internacional desde septiembre de 2001.	1
Vehículos de la defensa civil, los bomberos y la Cruz Roja se dirigieron rápidamente al lugar y empezaron a apagar el fuego, reunir los cadáveres y llevar los heridos al hospital.	0
La mayoría de esos hombres fueron ejecutados.	1
La Dirección Ejecutiva aumentará su cooperación con los órganos competentes de las Naciones Unidas, incluido el Equipo de Vigilancia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), así como con diversas organizaciones internacionales, regionales y subregionales, en especial en el contexto de las visitas del Comité a los Estados Miembros.	0
En marzo de 2004, un grupo de milicianos Janjaweed y 150 soldados al parecer secuestraron y violaron a 16 mujeres adolescentes en Kutum, en Darfur septentrional.	1
Después de un largo enfrentamiento con la muchedumbre, el Comandante Adjunto Babo desarmó a seis de los agentes orientales de la UIR y les quitó los chalecos antimetralla. Fueron escoltados hasta los vehículos que los estaban esperando.	1
Entre los muertos había cuatro maestros, un médico, un enfermero, tres universitarios, un ingeniero, un atleta, un abogado, un activista de los medios de comunicación, una mujer y dos miembros de una misma familia.	1
En opinión de otro Estado, toda respuesta global del Estado para combatir el extremismo debe tener en cuenta a las propias comunidades como parte integrante del marco de seguridad nacional.	0
Los otros dos Estados promulgaron leyes de lucha contra el terrorismo hace más de cinco años, pero no informan sobre investigaciones o juicios conexos.	0
También apoyó la creación de capacidad coercitiva para hacer cumplir el derecho marítimo y, con ese propósito, creó un nuevo Fondo Fiduciario para la seguridad marítima en África occidental y central.	0
Promover la seguridad y la estabilidad sigue siendo un problema fundamental.	0
Conforme a la resolución 1373 (2001), los Estados deben impedir la circulación de terroristas o grupos terroristas por las fronteras, imponiendo controles en la expedición de documentos de identidad y de viaje, que sean válidos y seguros.	0
Seis niños murieron y 44 sufrieron heridas como consecuencia del estallido de artefactos explosivos improvisados que quedaron del conflicto.	1
Después de la llegada de las tropas francesas no se habían ordenado ejecuciones sumarias de gendarmes en Bouaké.	1
En las secciones siguientes se describen los hechos constatados por la Comisión con respecto a la serie de ataques contra civiles en los tres estados de Darfur.	1
El pago de varios jugosos rescates a Al-Qaida y sus entidades afiliadas en los últimos años han hecho que el secuestro se convierta en una de las tácticas básicas de Al-Qaida.	1
Aunque todavía no se ha iniciado el período oficial de campaña, los partidos de la oposición y la sociedad civil expresaron preocupación ante las acciones llevadas a cabo por las autoridades nacionales, en particular la policía, para perturbar sus actividades políticas.	0
Con la excepción de los casos en que una persona es sorprendida en flagrante delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden de detención para arrestar o detener a una persona.	1
El Movimiento Katanga Bakata ha desestabilizado gran parte de la provincia desde 2012 cuando, tras fugarse de la cárcel, Kyunugu Mutanga Gédéon empezó a obligar a la población local, incluidos los niños, a unirse a sus filas o huir.	1
Sin embargo, los flujos de inmigrantes y refugiados en la región, procedentes de zonas en conflicto de Oriente Medio y África, siguen representando un problema para las autoridades de inmigración.	1
A pesar de esos esfuerzos, todavía preocupa la cuestión de la seguridad en Mogadishu, debido a la presencia de las milicias de varias facciones, así como de milicias independientes o asociadas con hombres de negocios y los tribunales de la sharia.	1
Sobre la base del examen inicial que realizó la MINURSO, se desplegó un equipo de examen del personal, y después un equipo de evaluación de la gestión, del Departamento de Operaciones de Mantenimiento de la Paz, con objeto de ultimar las recomendaciones destinadas a reconfigurar la estructura civil a fin de prestar un mejor apoyo a las actividades comprendidas en el mandato actual, asegurar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.	0
En el caso de África, el Consejo abordó la grave situación existente en la frontera entre Rwanda y la República Democrática del Congo, examinó la persistente situación de estancamiento político entre Etiopía y Eritrea, evaluó la aplicación del embargo de armas en Somalia, e hizo renovados esfuerzos por revivir el proceso político en Côte d'Ivoire.	0
Aunque ninguna de las partes parece estar dispuesta a volver a la guerra, hay una pauta preocupante de escalada de la tensión y de desestabilización que podría desembocar en un enfrentamiento a gran escala y poner en peligro la vida de los civiles.	0
El Comité contra el Terrorismo, establecido en virtud de la resolución 1373 (2001) del Consejo, había venido desempeñando una función clave a ese respecto.	0
Para concluir, deseo dar las gracias a mi Representante Especial, Ameerah Haq, por su liderazgo, y a todo el personal de la UNMIT y del equipo de las Naciones Unidas en el país por su empeño en apoyar al pueblo de Timor-Leste para promover la causa de la paz, la estabilidad y el desarrollo.	0
Estas cifras no tienen en cuenta la probable participación de grupos o individuos incluidos en la Lista en atentados reivindicados por grupos no incluidos en la Lista, como Tehrik-e-Taliban en el Pakistánd o Al-Shabaab en Somaliae.	1
Además, en la medida en que el proceso de sanciones tiene por fin promover un cambio de conducta, la descripción de los hechos que desembocaron en la supresión de un nombre de la Lista puede servir de orientación a la Ombudsman en su diálogo con los autores de solicitudes de supresión y dar ejemplos a las personas y entidades incluidas en la Lista en general.	1
El puerto de Jebel Ali en los Emiratos Árabes Unidos es con diferencia el puerto más grande del Oriente Medio. En consecuencia, los Emiratos Árabes Unidos se toman la seguridad y la prevención de amenazas marítimas en serio y utilizan sistemas avanzados, infraestructura y procesos para evaluar y responder a los riesgos al tiempo que se garantiza la fluidez del comercio.	1
Incursiones, allanamientos y arrestos sin órdenes de detención	1
Habida cuenta de la escala y la magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la reunión de elementos probatorios fiables para la identificación de los sospechosos son tareas difíciles, que no se pueden tomar a la ligera.	0
