es	VerCoop
Subrayando que sigue siendo motivo de considerable preocupación que se dé cobijo a los terroristas y que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de localizar, negar el cobijo y someter a la acción de la justicia, según el principio de extradición o enjuiciamiento, a todo el que apoye, facilite, participe o trate de participar en la financiación, planificación, preparación o comisión de actos terroristas o que dé cobijo a sus autores,	1
El posible aumento durante 2013 de la disponibilidad de MANPADS por parte de las entidades afiliadas a Al-Qaida en África, y como resultado del conflicto en la República Árabe Siria, podrían plantear una amenaza en el futuro.	0
En total, mediante entrevistas a 116 testigos presenciales y 12 testigos indirectos, el equipo de investigación reunió información sobre ataques contra 51 pueblos o aldeas y 11 casos de violación.	0
Los miembros del Comité han destacado en numerosas ocasiones el carácter complementario de las funciones de los tres comités en la lucha contra el terrorismo internacional y la necesidad de intercambiar información constantemente.	1
Las atrocidades indescriptibles que se cometen contra los reclusos de los campos de presos políticos kwanliso recuerdan los horrores de los campos que Estados totalitarios establecieron en el siglo XX.	0
El Consejo de Seguridad pide al Secretario General que intensifique la cooperación entre las Naciones Unidas y los Estados miembros de la Comunidad Económica y Monetaria del África Central (CEMAC) a fin de facilitar y fortalecer las iniciativas tendientes a abordar la cuestión de la inseguridad transfronteriza en la subregión y poner fin a las violaciones de la integridad territorial de la República Centroafricana que cometen los grupos armados.	0
Las fuerzas de seguridad sirias habían cometido una serie de violaciones de las normas internacionales de derechos humanos y del derecho internacional humanitario. Algunas de esas violaciones podían constituir crímenes de guerra y crímenes de lesa humanidad.	0
También se señaló que, debido a que la Corte carecía de mecanismos para el cumplimiento, era importante que el Consejo siguiera involucrado en las situaciones que remitía a la Corte y que adoptara medidas para promover la cooperación de las partes correspondientes con la Corte.	1
La presencia activa de milicias de base étnica y comunitaria sigue siendo una fuente importante de inestabilidad, especialmente en la parte occidental del país, donde en los últimos meses se han producido violentos enfrentamientos interétnicos.	0
7. Subraya la importancia de asegurar que el Comité siga funcionando eficazmente durante la incorporación de la estructura de apoyo del Comité en la Dirección Ejecutiva del Comité contra el Terrorismo y en tal sentido decide que el Comité siga funcionando con su actual estructura de apoyo hasta que, en consulta con el Secretario General, decida que su Dirección Ejecutiva está en condiciones de funcionar;	1
El Consejo de Seguridad reafirma el papel esencial que desempeñan las mujeres en la prevención y solución de los conflictos, las negociaciones de paz, la consolidación y el mantenimiento de la paz, la respuesta humanitaria y la reconstrucción después de los conflictos, reafirma además la importancia de la prevención de la violencia sexual y la protección frente a ella en los conflictos armados y las situaciones posteriores a conflictos y destaca la necesidad de que las Naciones Unidas y las organizaciones regionales y subregionales procuren asegurar la plena integración de la mujer y de la perspectiva de género en todas las actividades relacionadas con la paz y la seguridad que emprendan las Naciones Unidas y las organizaciones regionales y subregionales, incluso desarrollando la capacidad necesaria para ello.	1
UNIFEM, UNFPA En los países que salen de un conflicto, promoción de estrategias para abordar las dimensiones de género de la reconstrucción mediante la evaluación de las necesidades y los mecanismos de transición.	1
Instaron una vez más a las partes afganas a que colaboraran en pro de la paz y la creación de un gobierno multiétnico, de base amplia y plenamente representativo.	1
Poniendo de relieve la importancia de las operaciones de ayuda humanitaria y condenando todos los actos o amenazas de violencia contra el personal de las Naciones Unidas y los agentes humanitarios y toda politización de la asistencia humanitaria por los talibanes y grupos o personas asociados,	1
Esto quiere decir que su mandato consiste en constatar hechos relacionados con posibles transgresiones de las normas internacionales de derechos humanos y el derecho internacional humanitario cometidas en Darfur.	1
El Consejo de Seguridad señala la importante función que puede desempeñar la sociedad civil, incluidas las organizaciones de mujeres, en la prevención y solución de los conflictos armados, la consolidación de la paz y las situaciones posteriores a conflictos, y alienta a la comunidad internacional, las organizaciones regionales y los Estados Miembros a que promuevan su intervención activa y su participación efectiva en funciones diversas, según corresponda, con miras a la aplicación de la resolución 1325 (2000).	1
Preocupados por la situación que reina en el sur de Libia, los Jefes de Estado y de Gobierno subrayan la necesidad de resolver dicha situación para preservar la estabilidad de la región del Sahel.	1
Es difícil encontrar formas de medir el éxito, y la capacidad de resistencia que demuestran los sometidos a las sanciones plantea dudas sobre el efecto y resalta las deficiencias.	0
El Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad, cuyo mandato fue prorrogado por la resolución 1904 (2009) del Consejo de Seguridad, relativa a Al-Qaida y los talibanes y personas y entidades asociadas, tiene el honor de transmitirle su 11° informe, en cumplimiento de la resolución 1904 (2009).	1
19. Reitera la necesidad de seguir mejorando la cooperación que mantienen el Comité 1540, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes, y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001), relativa a la lucha contra el terrorismo, entre otras cosas, si procede, aumentando el intercambio de información, la coordinación sobre las visitas a los Estados, en el marco de sus respectivos mandatos, la asistencia técnica y otras cuestiones pertinentes para los tres comités, y manifestando su intención de ofrecer orientación a los comités sobre ámbitos de interés común a fin de coordinar mejor sus actividades;	1
Timor-Leste El 10 de mayo, el Representante Especial del Secretario General para Timor-Leste Sr. Kamalesh Sharma, presentó una exposición informativa al Consejo en sesión pública.	1
Tras la celebración de consultas oficiosas, el 14 de septiembre el Consejo aprobó por unanimidad la resolución 1560 (2004) presentada por la delegación alemana, en la que prorrogaba el mandato de la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) hasta el 15 de marzo de 2005, aprobaba los ajustes en la MINUEE, incluso su presencia y operaciones, que recomendaba el Secretario General en los párrafos 13 a 18 de su informe, y pedía al Secretario General que siguiera observando atentamente la situación, con el fin de examinar el mandato de la Misión habida cuenta de los progresos realizados en el proceso de paz y las modificaciones introducidas en la MINUEE.	1
:: Algunos miembros de Consejo de Seguridad instaron a los Estados Miembros que todavía no lo hubieran hecho a que pasaran a ser parte de los convenios, convenciones y protocolos relacionados con la lucha contra el terrorismo negociados bajo los auspicios de las Naciones Unidas.	1
La comunidad internacional debe estar preparada para actuar ahora con la misma determinación a fin de proteger los intereses de los serbios de Kosovo y de otras comunidades minoritarias.	1
El Consejo de Seguridad exhorta al Sudán y al Chad a que respeten y apliquen plenamente sus compromisos mutuos, en particular los contraídos en el Acuerdo de Doha de 3 de mayo de 2009 y el Acuerdo de Dakar de 13 de marzo de 2008, a que entablen conversaciones constructivas con el grupo de contacto de Dakar y acojan los buenos oficios de Libia y de Qatar para normalizar sus relaciones, cooperen para poner fin a las actividades transfronterizas de los grupos armados y refuercen las medidas dirigidas a reprimir el tráfico ilícito de armas en la región, incluso mediante el establecimiento de una eficaz vigilancia conjunta de las fronteras.	1
Se recomienda que las contribuciones de las Naciones Unidas al programa de estabilización se ajusten y armonicen como parte del próximo examen del Marco de Asistencia de las Naciones Unidas para el Desarrollo (MANUD).	0
Los Convenios de Ginebra prohíben terminantemente la tortura tanto en los conflictos armados internos como en los internacionales.	0
j) Detención ilícita, trato abusivo en las cárceles de Eritrea, y tratos inhumanos y mala calidad de los alimentos y el alojamiento en los campos de detención;	0
Los observadores de la OSCE habían presenciado que persistían los enfrentamientos en muchos lugares de las regiones de Donetsk y Lugansk, con fuego de artillería y disparos de mortero que a menudo asolaban zonas residenciales y causaban víctimas entre la población civil.	0
Me complace observar que el Consejo reconoció la importancia de aumentar la coordinación y el intercambio de información entre los actores que participan en la vigilancia del embargo de armas.	1
Un orador lo atribuyó al sentido de frustración y distancia que sentían muchos Estados Miembros respecto de la labor del Consejo.	0
El 30 de agosto de 2010, el SPLA estableció una Dependencia de Protección de los Niños en Bilpham, en el estado de Equatoria Central, para prestar apoyo a la aplicación del plan de acción de las Naciones Unidas y el SPLA.	0
Los miembros de esa delegación acordaron con el Primer Ministro "iniciar la organización de la presencia armada palestina en los campamentos para garantizar la seguridad".	1
También destaca que Rwanda tiene la obligación de utilizar su gran influencia para velar por que la CCD-Goma no lleve a cabo ninguna de esas acciones.	0
Aunque esa recomendación está orientada principalmente a futuras inclusiones en la Lista, el Comité tal vez pueda proporcionar a los Estados orientación más específica y delimitada en los casos en que se sabe que ya ha habido transferencias de esa índole.	1
Como dije antes, la aplicación de dobles raseros en el tratamiento del terrorismo y de los grupos terroristas es también un motivo de grave preocupación que socava seriamente los esfuerzos de la comunidad internacional en su lucha contra el terrorismo.	0
Al mismo tiempo, la amenaza de los talibanes se ha renovado.	0
Se le había pedido que ayudara a filmar el traslado de los vehículos el 14 de febrero de 2005 durante la reunión con el Juez encargado de la investigación, pero no se había dicho nada más acerca del traslado de los vehículos.	1
Desde que terminó el último mandato a mediados de marzo de 2005, las relaciones entre el Gobierno Federal de Transición y la oposición han empeorado gravemente, lo que ha incrementado en gran medida la probabilidad de que se produzca una confrontación militar importante entre ambos.	0
El 23 de agosto, como parte de la sesión de información a cargo del Departamento de Asuntos Políticos, el Secretario General Adjunto de Asuntos Políticos dijo que el personal de la Oficina de Coordinación de Asuntos Humanitarios estaba llevando a cabo una misión de evaluación en la República Árabe Siria y se refirió a la declaración del Secretario General, según la cual, a pesar de haberse comprometido a hacerlo, el Presidente Al-Assad no había detenido el uso de la fuerza contra la población civil.	0
- Destaca la necesidad de que la Secretaría imparta recomendaciones precisas y claras, a más tardar un mes antes de la renovación de los mandatos, sobre el contenido del mandato y los ajustes que sean necesarios, incluidos los arreglos logísticos, teniendo en cuenta la evolución de la situación sobre el terreno y las opiniones del país anfitrión, los países que aportan contingentes y fuerzas de policía y otras partes pertinentes, según corresponda;	1
Por consiguiente, exhorto a todas las partes y agentes a acatar plenamente las resoluciones 1559 (2004), 1680 (2006) y 1701 (2006), y continuaré trabajando para lograr la plena aplicación de estas y todas las demás resoluciones del Consejo de Seguridad relativas al Líbano.	1
Reconociendo la importancia de la justicia de transición para promover la reconciliación duradera entre todo el pueblo [del Estado afectado] y acogiendo con beneplácito el proceso de consultas nacionales sobre el establecimiento de mecanismos de justicia de transición ...	1
Visitas del Presidente a determinados países De conformidad con el párrafo 37 de la resolución 1822 (2008), el Presidente realizó dos visitas en 2009. El 9 de junio de 2009, por invitación de la Federación de Rusia, asistió a una reunión de los servicios especiales, organismos de seguridad y organizaciones encargadas del cumplimiento de la ley, celebrada en Irkutsk (Federación de Rusia). Los días 8 y 9 de octubre de 2009 el Presidente viajó a Bruselas para examinar con funcionarios de las instituciones de la Unión Europea la aplicación de las sanciones por la Unión Europea y sus 27 Estados miembros.	1
Antecedentes Las Naciones Unidas desempeñan un papel fundamental en la lucha contra el terrorismo mundial.	0
La Ley Uniforme contra la Financiación del Terrorismo de la Unión Económica y Monetaria del África Occidental dispone la congelación administrativa de los activos de los terroristas.	0
El Consejo de Seguridad expresa su grave preocupación porque la inestabilidad constante y el creciente vacío de seguridad en la República Centroafricana siguen afectando negativamente a las operaciones contra el LRA y contribuyendo a fortalecer al LRA en el país.	0
Las Fuerzas Nacionales de Liberación (PalipehutuFNL), que constituyen una amenaza para la seguridad de Burundi y de la región, deben unirse sin demora al proceso de paz.	1
Ello se debe principalmente a que el terrorismo es un fenómeno cambiante.	0
Además, la restricción de Eritrea afecta dramáticamente a la seguridad de las fuerzas de mantenimiento de la paz de las Naciones Unidas y de sus operaciones, hasta el punto de que se ha hecho insostenible seguir ocupando los puestos pequeños en los lugares aislados -- que constituyen 18 localidades de un total de 40 -- y ha dejado de ser operacionalmente viable.	0
Esas políticas deben tener en cuenta los cuatro pilares del programa sobre las mujeres, la paz y la seguridad (participación, prevención de conflictos, protección y socorro y recuperación) que garantiza la inclusión de las mujeres refugiadas y desplazadas internas en todas las actividades de protección, prevención, participación y socorro y recuperación.	1
El Presidente Al-Bashir tomó represalias diplomáticas contra Kenya y la amenazó con aplicarle sanciones económicas y comerciales.	0
Los miembros del Consejo expresaron preocupación por las noticias de que las fuerzas armadas del Congo estaban llevando a cabo una ofensiva en la provincia de Équateur, pidieron que se pusiera término a los combates sin dilación y exhortaron a todas las partes a obrar con moderación.	0
Los líderes somalíes deben trabajar en aras de un proceso político que esté abierto a todos aquellos dispuestos a rechazar la oposición violenta.	0
La apertura del centro mixto de análisis de la MINUSTAH ha permitido a la Misión aumentar considerablemente su capacidad de análisis e intercambio interno de información. Sin embargo, la MINUSTAH siguió sin tener acceso a información táctica fidedigna.	0
Los principales aspectos de sus declaraciones, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2013/3).	1
Además, manifestó su esperanza de que el debate del Consejo aumentaría la conciencia de las necesidades que se estaban presentando y ayudaría a generar niveles suficientes de apoyo político, financiero, humano y logístico, contribuyendo de ese modo al logro del objetivo común de utilizar el mecanismo de mantenimiento de la paz de las Naciones Unidas para promover la paz y la seguridad internacionales.	1
Para poder disponer de dichas armas, el Comandante da Cruz había desarmado a miembros de la UPF de los distritos orientales.	0
24. Encarga a la Dirección Ejecutiva del Comité contra el Terrorismo que aumente la cooperación con los comités que tienen mandatos establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos;	1
A juicio del Equipo, una de las ventajas más fuertes del Comité es que funciona por consenso, y la adopción de los procedimientos de votación del Consejo de Seguridad en el Comité menoscabaría una importante práctica de trabajo.	1
Las mujeres y la prevención y solución de conflictos Exhorta a todas las partes interesadas a que aseguren que en la aplicación del [acuerdo político], así como en las etapas de reconstrucción y recuperación después del conflicto, se incorpore la protección de las mujeres y los niños.	0
Hacemos un llamamiento urgente para que intensifiquen su apoyo a las iniciativas colectivas que nuestros Estados emprenderán, en el marco del Proceso de Nuakchot, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional plantean para la paz y la seguridad internacionales.	0
En particular, se debería contemplar la posibilidad de ampliar la difusión de los anuncios de puestos remitiéndolos a las asociaciones profesionales y modificando los requisitos de idiomas de los puestos.	1
El motivo fue la tensa atmósfera política en ese momento en particular: había gran desconfianza respecto del poder judicial del Líbano y se criticaba la forma en que se llevaba a cabo la investigación.	0
En la mayoría de los Estados se aplican plenamente las medidas relativas al control fronterizo, la seguridad interna y el cumplimiento de la ley, aunque algunos no han presentado información suficiente que permita evaluar la situación respecto de algunos aspectos puntuales. a) Alentar la adopción de medidas para mejorar la capacidad de congelar sin demora fondos y activos vinculados al terrorismo en la mayoría de los Estados, y proteger al sector de las organizaciones sin fines de lucro de la utilización indebida para la financiación del terrorismo;	1
Lamentablemente esta postura no ha cambiado, pese a los numerosos esfuerzos de compromiso desplegados por la comisión.	0
d) Declare y aplique una moratoria inmediata de la imposición y ejecución de la pena de muerte, seguida sin una dilación indebida de la abolición de la pena de muerte tanto en la ley como en la práctica.	0
Advirtió que podían producirse deficiencias si se invitaba a un "grupo de amigos", entre los que hubiera no miembros del Consejo, a participar en el proceso de adopción de decisiones del Consejo.	0
:: Las organizaciones regionales y subregionales deben ser parte de un enfoque integrado antiterrorista.	0
Algunos funcionarios del programa han sido objeto de amenazas.	0
:: Dirigir ataques contra la población civil o contra determinados civiles que no participen directamente en las hostilidades;	0
En el informe que aprobó el Comité Especial el 10 de marzo de 2000 (A/54/839) figura una serie de recomendaciones relativas a aspectos del Informe del Secretario General sobre la protección de los civiles en los conflictos armados (S/1999/957) y que tal vez pueda servir de referencia en los aspectos que se señalan más abajo.	1
En estrecha cooperación con los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y de conformidad con su mandato, el Comité prestará especial atención a los Estados respecto de los cuales no se disponga de información sobre la aplicación de la resolución 1373 (2001) y examinará la mejor manera de resolver ese problema.	0
La información más reciente indica que 35 desplazados internos murieron como resultado de la violencia, 10 quedaron heridos y más de 4.000 desplazados y habitantes de las aldeas se vieron obligados a huir.	0
- Destacar la responsabilidad de las partes en un conflicto armado de respetar, proteger y satisfacer las necesidades básicas de las poblaciones civiles que se encuentren bajo su control efectivo.	1
Según las circunstancias de cada caso, esas personas pueden ser sospechosas, con arreglo a la doctrina de la asociación ilícita, de haber cometido los crímenes de lesa humanidad de asesinato de civiles, confinamiento forzoso de civiles y traslado forzoso, y el crimen de guerra de destrucción de objetos de carácter civil.	0
El Equipo siguió promoviendo y fomentando los intercambios con los expertos nombrados para ayudar al Comité contra el Terrorismo y a la nueva Dirección Ejecutiva del Comité contra el Terrorismo, y participó en tres reuniones del Comité en que se hicieron exposiciones sobre esferas pertinentes a la labor del Equipo.	1
El Consejo de Seguridad solicita al Secretario General que apoye las iniciativas encaminadas a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé, así como al refuerzo de la capacidad nacional y regional, en estrechas consultas con los Estados del Golfo de Guinea, las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	1
Exhortando a hacer un análisis más profundo de los objetivos compartidos por las comunidades que se ocupaban de los derechos humanos, el desarrollo y la seguridad, así como por el sistema de las Naciones Unidas y los Estados Miembros, la Alta Comisionada destacó que las violaciones de los derechos humanos a menudo eran una causa fundamental de los conflictos armados, como había sucedido en Somalia y en Bosnia y Herzegovina.	1
Tras las consultas, el Presidente del Consejo emitió un comunicado de prensa en el que los miembros del Consejo exhortaban a las autoridades de ese país y a todas las partes interesadas a que superaran los obstáculos a la libertad de circulación de las fuerzas imparciales, e instaban a todas las partes a que dieran muestras de responsabilidad y moderación con objeto de que la próxima campaña electoral se celebrara en paz según el calendario previsto.	1
Si bien observa que algunas partes en conflicto armado han respondido a su llamamiento para que preparen y ejecuten planes de acción concretos y con plazos para poner fin al reclutamiento y la utilización de niños en contravención del derecho internacional aplicable:	0
... destacando la importancia de investigar [presuntos abusos y violaciones del derecho humanitario internacional], incluidos los ocurridos durante la ... crisis y cometidos por todas las partes, independientemente de su estatus o su afiliación política, reafirmando que los responsables de dichas violaciones deben ser obligados a rendir cuentas y a comparecer ante la justicia independientemente de su afiliación política, respetando los derechos de los detenidos ..., instando al Gobierno a que intensifique y agilice sus esfuerzos por combatir la impunidad,	1
Asimismo, el Consejo invita al Grupo de Trabajo a que aplique plenamente sus modalidades de trabajo (S/2006/724), entre otras cosas realizando una visita a un país concreto en el plazo de un año para examinar una de las situaciones mencionadas en los anexos del informe del Secretario General a fin de cumplir mejor su mandato y reforzar su capacidad de proteger a los niños afectados por los conflictos armados.	1
Estaba generalizado el apoyo a la labor de neutralización de la amenaza que la ADF y otros grupos armados, como las FDLR, representaban en el este de la República Democrática del Congo, conforme a lo encomendado en la resolución 2147 (2014).	1
En los últimos seis meses, los dirigentes de Hizbullah declararon públicamente en varias oportunidades que habían reforzado su capacidad militar y que seguirían haciéndolo, en abierto desafío a lo establecido en la resolución 1559 (2004).	0
Por medio de un enfoque amplio, que abarque a toda la sociedad, los esfuerzos encaminados a poner freno al reclutamiento y a abordar las necesidades de los combatientes terroristas extranjeros que regresan (a fin de asegurarse de que no se radicalicen y recurran a la violencia en su país o en terceros países).	0
Los miembros de la Comisión decidieron, a fin de recomendar "medidas que garanticen la rendición de cuentas por los delitos y las violaciones graves de los derechos humanos presuntamente cometidos durante el período", y teniendo en cuenta que, a juicio del Gobierno de Timor-Leste, el sistema de justicia interno, que contaba con la participación de magistrados, fiscales y abogados defensores internacionales, debería ser la principal instancia para establecer la responsabilidad de dichos delitos y violaciones presuntos, que tendrían que formular una evaluación preliminar del sistema de justicia existente en Timor-Leste.	1
El Gobierno del Iraq cumple las obligaciones que le incumben con arreglo a las resoluciones del Consejo de Seguridad de las Naciones Unidas y aplica una política de coexistencia pacífica con sus vecinos conducente a la seguridad y la estabilidad de la región. El Gobierno del Iraq espera que el Consejo de Seguridad de las Naciones Unidas reconozca que ha habido en el país una importante evolución positiva; que la situación en el Iraq es fundamentalmente distinta de la que imperaba cuando el Consejo de Seguridad de las Naciones Unidas aprobó la resolución 661 (1990), y que ha llegado la hora de que el Iraq recupere la condición jurídica y la posición internacional que tenía antes de la aprobación de esa resolución por el Consejo de Seguridad y de la imposición de las sanciones consiguientes con arreglo al Capítulo VII de la Carta de las Naciones Unidas.	1
Como señalé anteriormente (véase S/2010/85, párr. 176), la reconfiguración de la policía de la UNMIT debería abordarse con cautela, teniendo en cuenta, entre otros factores, la necesidad de mantener una presencia suficiente en todos los distritos y unidades para poder llevar a cabo actividades de control, asesoramiento, capacitación y orientación, así como para prestar el apoyo que sea necesario para seguir fomentando la capacidad y el desarrollo institucional de la policía nacional.	0
La población de esos barrios fue objeto de actos de violencia y extorsiones cometidos por las fuerzas de seguridad.	0
El Consejo de Seguridad reafirma el principio de la no devolución de los refugiados, enunciado en los instrumentos de derecho internacional pertinentes, observa con satisfacción que países vecinos del [Estado afectado] han tomado medidas recientemente para apoyar la repatriación voluntaria de refugiados afganos en condiciones de seguridad y dignidad e insta a esos Estados de acogida a que sigan proporcionando protección internacional a los refugiados afganos que la necesiten.	1
Indudablemente todas esas medidas han sido útiles para sensibilizar, desarrollar conceptos comunes y luchar contra el riesgo y la amenaza de incitación.	1
Hemos establecido numerosos contactos con él a diversos niveles para instarlo a adoptar medidas firmes y urgentes para desarmar y arrestar a esos terroristas y entregarlos a la MONUC para que sean enjuiciados por los crímenes contra la humanidad cometidos a lo largo de los años.	1
Estos Estados son conscientes de la importancia de la cooperación, el intercambio de información y la coordinación entre los diversos organismos, así como entre los planos regional y nacional.	0
Esforzándose constantemente por fomentar la capacidad local y economizar, la MINURSO ha propuesto que ocho puestos internacionales y cuatro puestos de Voluntarios de las Naciones Unidas se conviertan en puestos nacionales en el presupuesto para 2008-2009. También ha recomendado el establecimiento de una dependencia de archivo integrada por un funcionario internacional y uno nacional del cuadro de servicios generales.	0
El Consejo y los países que aportan contingentes y fuerzas de policía escucharon las exposiciones del Sr. Edmond Mulet, Subsecretario General de Operaciones de Mantenimiento de la Paz, del Sr. Abhijit Guha, Asesor Militar Adjunto y del Sr. Andrew Carpenter, Asesor Policial interino.	1
Las delegaciones convinieron en que la Lista Consolidada era útil y la consideraron una parte importante de las iniciativas nacionales e internacionales de lucha contra Al-Qaida y sus asociados.	1
Los Estados de la subregión mantienen un grado de cooperación adecuado con sus socios regionales e internacionales a fin de reducir los riesgos y las vulnerabilidades vinculados al terrorismo: intercambian información sobre alertas y amenazas, comparten información operativa y realizan ejercicios de capacitación y de otros tipos tanto en el plano bilateral como multilateral.	0
Insta también al Secretario General a que trate de acrecentar el papel y la aportación de las mujeres en las operaciones de las Naciones Unidas sobre el terreno, especialmente en calidad de observadoras militares, agentes de la policía civil, especialistas en derechos humanos y encargadas de tareas humanitarias.	1
En particular, insto a la parte abjasia a cumplir sus compromisos previos y a permitir la apertura de una oficina auxiliar de derechos humanos en Gali, permitir la enseñanza en la lengua materna de la juventud local, el georgiano, y aceptar el despliegue de agentes de policía de la UNOMIG en el distrito de Gali.	1
El Consejo considera que la ampliación de las actividades relacionadas con el imperio de la ley es fundamental para las estrategias de consolidación de la paz en las sociedades que han sufrido conflictos y pone de relieve la función que incumbe al respecto a la Comisión de Consolidación de la Paz.	1
La mayoría de los Estados todavía tienen que incorporar a sus legislaciones nacionales los delitos previstos en los instrumentos internacionales de lucha contra el terrorismo.	0
Uso de Internet con fines terroristas para dar capacitación sobre explosivos	0
Entre ellas están el derecho a la vida; la prohibición de la tortura o castigos crueles, inhumanos o degradantes; la prohibición de la esclavitud, el comercio de esclavos y la servidumbre; y la libertad de pensamiento, conciencia y religión.	0
Del 11 al 19 de agosto también se organizó una campaña de sensibilización sobre la violencia sexual por motivos de género y los derechos de los niños en emplazamientos de desplazados internos en la región de Dar Sila.	1
El 19 de noviembre, el Consejo aprobó una declaración de la Presidencia (S/PRST/2014/23) en la que se exponían medidas prácticas para la aplicación efectiva de las resoluciones 2170 (2014) y 2178 (2014). Concretamente, la declaración de la Presidencia incluía medidas para mejorar el intercambio de información entre Estados a fin de impedir los viajes, el reclutamiento y la financiación de terroristas. Se identificaban en ella nuevas corrientes de financiación de ISIL y del Frente Al-Nusra, lo que exigía que los Estados Miembros aumentaran la vigilancia a fin de garantizar el cumplimiento de las obligaciones internacionales. También se señalaban estrategias eficaces y el aumento de la cooperación para detener la propagación del extremismo violento en las comunidades, con la intención de poner a las Naciones Unidas en mejor situación para hacer frente a las causas del terrorismo y el extremismo violento mediante a) una mayor coordinación entre los Estados, b) el aumento de la eficacia en materia de fortalecimiento de la capacidad, c) la mejora de la coordinación entre las entidades de las Naciones Unidas dedicadas a la lucha contra el terrorismo y las misiones sobre el terreno y d) la intensificación de los esfuerzos de los Estados Miembros y las Naciones Unidas, incluidas sus comunicaciones estratégicas, para contrarrestar las ideologías extremistas violentas que propician el terrorismo.	0
Observa que los civiles constituyen la gran mayoría de los desplazados internos y otros grupos vulnerables en las situaciones de conflicto armado, por lo cual tienen derecho a la protección que debe brindarse a los civiles con arreglo al derecho internacional humanitario vigente.	0
Capacitación del personal de mantenimiento de la paz Solicita al Secretario General que asegure que, antes del despliegue y en el teatro de operaciones, se proporcione a los países que aportan efectivos militares y de policía apoyo técnico que incluya orientación y capacitación para el personal militar y de policía sobre protección de los civiles en situaciones de peligro inminente y respuestas apropiadas, incluso en materia de derechos humanos, violencia sexual y cuestiones de género.	1
El programa no se aplicará a personas consideradas delincuentes o terroristas internacionales, como los miembros de Al-Qaida.	0
Exhorta a que se tomen medidas eficaces en el plano internacional para poner coto a las corrientes ilícitas de armas pequeñas dirigidas a las zonas de conflicto.	1
Entre esas personas se encuentran las que se identifiquen como fundamentales para el adoctrinamiento y el reclutamiento de terroristas suicidas.	0
El Comité se esfuerza por asegurar que la Lista consolidada sea dinámica y responda a la amenaza cambiante que plantean Al-Qaida y los talibanes.	1
En sus intervenciones, los Estados Miembros señalaron que el terrorismo era una de las amenazas más graves a la paz y la seguridad internacionales y que para derrotarlo se necesitaba un esfuerzo coordinado y sostenido.	1
Reitera su exigencia de que todas las partes en conflictos armados pongan fin completamente y con efecto inmediato a todos los actos de violencia sexual, y su llamamiento a que esas partes asuman y cumplan compromisos concretos y con plazos determinados para combatir la violencia sexual, que deben incluir, entre otras cosas, la impartición de órdenes claras a través de las cadenas de mando que prohíban la violencia sexual, y la rendición de cuentas por el incumplimiento de esas órdenes, la prohibición de la violencia sexual en los códigos de conducta y los manuales de campaña de las fuerzas militares y de policía o su equivalente, y a que asuman y cumplan compromisos concretos sobre la investigación oportuna de los presuntos abusos; además exhorta a todas las partes pertinentes en conflictos armados a que, en el marco de esos compromisos, cooperen con el personal apropiado de las misiones de las Naciones Unidas que supervisa su cumplimiento; y exhorta a las partes a que designen, según proceda, un representante de alto nivel encargado de asegurar el cumplimiento de dichos compromisos;	0
Durante el período que se examina el Gobierno no adoptó medidas contra los agentes de la policía nacional no certificados.	0
El Consejo de Seguridad pone de relieve la importancia del papel de las organizaciones y los acuerdos regionales y subregionales, y de cooperar con ellos, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, en lo que respecta a la prevención y la resolución de conflictos, el mantenimiento y la consolidación de la paz, con inclusión del mantenimiento del orden constitucional, el fomento de los derechos humanos, la democracia, el estado de derecho y la lucha contra la impunidad.	1
Reafirmando también la necesidad de luchar contra el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y subrayando además que los Estados deben asegurarse de que cualquier medida adoptada para luchar contra el terrorismo se ajuste a las obligaciones que les incumben en virtud del derecho internacional, y que deben adoptar dichas medidas de conformidad con ese derecho, en particular el derecho internacional relativo a los derechos humanos, el derecho relativo a los refugiados y el derecho humanitario,	1
