id	ar	QuadClass
2013/s/prst/2013/19/6:2	ويكرر مجلس الأمن تأكيد مطالبته القوات المسلحة بالخضوع التام لسيطرة المدنيين.	3
2014/s/2014/957/46:2	ويقدر أن سبعة ملايين شخص بحاجة إلى المساعدة في جميع أنحاء البلد، منهم 5.2 ملايين شخص تشملهم خطة الاستجابة الإنسانية لعام 2015.	0
2013/s/2013/792/37:1	21 - قام رئيس اللجنة، بالتعاون مع رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، ولجنة مجلس الأمن المنشأة بموجب القرار 1540 (2004)، بتقديم إحاطتين مشتركتين إلى المجلس في عام 2013.	4
2004/s/2004/614/91:4	وأعرب عن الأمل في أن مناقشة المجلس ستنمي الوعي بالاحتياجات المقبلة وتساعد في تحقيق مستويات كافية من الدعم السياسي والمالي والبشري والسوقي، وأن تدعم بالتالي الهدف المشترك المتمثل في استخدام أداة حفظ السلام لتعزيز السلام والأمن الدوليين.	4
2005/s/2005/572/159:2	ويجمع البرنامج معلومات على المستوى الوطني عن جميع الأشخاص الذين اعتقلوا أو يشتبه في ضلوعهم في جرائم متدنية المستوى من قبيل تزوير بطاقات مصرفية/ائتمانية أو تتعلق بوثائق السفر.	2
2005/s/2005/699/191:7	وتقع محطة تحميل الفواكه بجوار محطة التحميل العسكرية في جزء معزول من الميناء البحري وهذا هو السبب في تفريغ معدات من النوع العسكري هناك.	0
2014/s/2014/923/11:1	٣ - فرض مجلس الأمن، بموجب قراره 1267 (1999)، حظرا جويا وحصارا ماليا محدودين لإرغام حركة الطالبان على الكف عن توفير الملاذ للإرهابيين وتدريبهم، بمن فيهم أسامة بن لادن.	1
2005/s/2005/631/36:3	وينتظر نشر وحدة شرطة مشكلة ثامنة من نيجيريا في تشرين الأول/أكتوبر.	2
2008/s/2008/379/52:1	24 - والاقتصاد في كل دول المنطقة دون الإقليمية اقتصاد قائم على التعامل نقدا، وهو ما يزيد من خطر حدوث تمويل للإرهاب عن طريق انتقال العملات وغيرها من السندات المالية الإسمية بصورة مادية عبر الحدود، وعن طريق التحويلات غير الرسمية للأموال والمنقولات من خلال نظم التحويلات البديلة.	0
2014/s/2014/902/149:4	وما زالت المناطق التي يحاصرها النظام تتعرض لقصف يومي، مما يسفر عن ذبح المدنيين دون أي اهتمام أو تغطية إعلامية.	1
2005/s/2005/66/51:2	فقد أخذت البعثة باللامركزية في وظائفها المتعلقة بالاتصالات لتحسين التنسيق محليا في حين سهلت الأعمال التحضيرية التي سبقت وصول قوة الاتحاد العملية الانتقالية.	2
2010/s/prst/2010/25/79:1	تشجيع بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات المعنية التي يأذن بها مجلس الأمن، حسب الاقتضاء، وعلى أساس كل حالة على حدة، على دعم الآليات المحلية لمعالجة مسائل الإسكان والأراضي والممتلكات، أو على قيام السلطات الوطنية بإنشائها.	4
2010/s/2010/52/33:2	وينبغي أن يركز عملها مع المنظمات الإقليمية ودون الإقليمية على تيسير تفاعل المؤسسات الإقليمية والوطنية لمعالجة تحديات التنفيذ الوطني، مثل التوفيق بين الأولويات، والمواءمة بين النُهج، وتيسير الخدمات الاستشارية وخدمات الصياغة، ومضاهاة طلبات وعروض المساعدة.	2
2005/s/2005/62/22:1	وينشئ القانون أيضا النظام الوطني لمنع ومكافحة الإرهاب.	0
2008/s/2008/800/62:1	9 - يطلب إلى الأمين العام أن يواصل تقديم تقاريره بانتظام، وكل ثلاثة أشهر على الأقل، عن الحالة في جمهورية الكونغو الديمقراطية وعن أنشطة البعثة، وأن يوافي مجلس الأمن، بنفس الانتظام، بمعلومات مستكملة محددة عن الحالة العسكرية؛	2
2014/s/2014/419/93:1	3 - وارتأى المشاركون أن هذه الأحداث، بما لها من خطورة، إنما تذكر بضرورة وملحاحية تسريع وتيرة العملية التي من شأنها أن تفضي إلى الحوار الجامع بين الأطراف الماليةـ، بطريقة ترسي الأسس لمصالحة حقيقية بين الماليين، ولدوام السلام والأمن والاستقرار في البلد.	4
2005/s/2005/60/15:1	واستنادا إلى تحليل دقيق للمعلومات التي جمعت خلال تحقيقات اللجنة، تبينت للجنة مسؤولية حكومة السودان ومليشيات الجنجويد عن انتهاكات خطيرة للقانون الدولي لحقوق الإنسان وللقانون الإنساني الدولي تشكل جرائم بموجب القانون الدولي.	3
2005/s/prst/2005/30/4:1	"""ويساور مجلس الأمن قلق عميق إزاء الآثار الإنسانية والسياسية والاقتصادية المدمِّرة المترتبة على الصراعات المسلحة؛ ويشدد على الضرورة السياسية والمعنوية العليا المتمثلة في منع نشوب الصراعات المسلحة ومنع تصعيدها، وعلى ما يتحقق بفضل ذلك من فوائد للسلم والتنمية والعلاقات الودية ما بين الدول كافة."	1
2005/s/2005/572/247:2	وقال البعض إنه ينبغي لهذه الشركات على أية حال اتخاذ خطوات لإغلاق المواقع التي تلقن التقنيات الإرهابية، مثل صنع المتفجرات أو استخدام الأسلحة، التي يمكن أن تسبب إصابات واسعة النطاق.	4
2007/s/2007/229/24:5	"وكان من رأي أعضاء اللجنة أنه ينبغي إعادة النظر في محتويات ""القائمة المرجعية"" وشكلها حاليا بغية إعادة تصميمها، إذا اقتضى الأمر، ودراسة كفاءتها على أساس تجريبي في وقت لاحق."	4
2008/s/2008/379/47:1	19 - قامت دولتان بتجريم تمويل الإرهاب، بينما استحدثت خمس دول أخرى بعض الأحكام القانونية لمعالجة هذه المسألة.	2
2014/s/2014/276/128:3	كما سُلبوا حريتهم وحقهم في حرية التنقل داخل جمهورية كوريا الشعبية الديمقراطية، وحُرموا من حقهم في أن يُعترف بشخصيتهم القانونية، وحقهم في عدم التعرض للتعذيب وغيره من ضروب المعاملة القاسية أو اللاإنسانية أو المهينة.	1
2006/s/2006/822/376:5	وترى اللجنة أن الوضع لا يزال على حاله.	0
2008/s/2008/187/21:2	وفي هذا الصدد، ستنفذ المديرية التنفيذية توجيهات السياسة العامة للجنة عن طريق برنامج عملها الثامن (انظر التذييل).	0
2009/s/res/1894_2009_/23:1	وإذ يحيط علما بتقرير الأمين العام عن حماية المدنيين، المؤرخ 29 أيار/مايو 2009 (S/2009/277) ومرفقه بشأن القيود المفروضة على إيصال المساعدات الإنسانية، والذي أبرز التحديات الأساسية من أجل الحماية الفعالة للمدنيين، وهي تعزيز الامتثال للقانون الدولي؛ وزيادة امتثال الجماعات المسلحة من غير الدول لالتزاماتها بموجب القانون الدولي؛ وتحسين الحماية من خلال توفير الموارد بصورة أفضل وأكثر فعالية لعمليات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة؛ وتحسين سبل إيصال المساعدات الإنسانية؛ وتعزيز المساءلة عن الانتهاكات،	4
2005/s/2005/699/320:3	وقد أُلغيت العملية، ولم يتسن تجنب حدوث أزمة إلا بعد أن اتصل قائد قوات ليكورن الفرنسية الفريق أول إيراستورزا هاتفياً برئيس أركان قوات الجيش الوطني الإيفواري الفريق أول مانغو ليخبره بأن هذه الطلعة ستعتبر عملاً عدائياً.	2
2005/s/2005/60/488:2	وفي بعض الحالات، جرى قتلهم عند مغامرتهم بالخروج من المخيم، إما للعودة إلى قريتهم أو لأي سبب آخر.	1
2006/s/2006/822/141:5	وأدينت إجراءات قوة الشرطة الوطنية لتيمور - ليشتي علنا باعتبار أنها تتسم بالغلظة وبالازدراء في حق أحد زعماء قدامـى العاملين في المقاومة.	3
2014/s/2014/929/77:1	وأشار وكيل الأمين العام أيضا إلى أن الأمم المتحدة رصدت زيادة في الخطاب الاتهامي الذي تطلقه حكومة جنوب السودان في حق البعثة، وفي انتهاكات الحكومة لاتفاق مركز قوات البعثة.	3
2014/s/2014/648/14:2	ويفرض قرار مجلس الأمن 1373 (2001) بالفعل التزامات على الدول بأن تتخذ إجراءات معينة لقمع الإرهاب ووضع حد لتجنيد أعضاء الجماعات الإرهابية، ومنع تحركات الإرهابيين، وتقديم الإرهابيين إلى العدالة.	2
2012/s/2012/16/168:1	119 - وقد استُثمرت موارد كبيرة في جميع أنحاء العالم في المبادرات الرامية إلى تعزيز الحوار والتفاهم بين الحضارات وإلى مواجهة التحريض المدفوع بالتطرف والتعصب.	2
2013/s/2013/452/77:2	والسبيل الوحيد لإحراز تقدم في هذه المسألة هو العثور على حلول عملية للتغلب على تقييد الاطلاع، وخاصة مع الدول التي كثيرا ما ترِد في حالات محددة.	0
2005/s/2005/60/222:1	96 - ولاحظت اللجنة أن قانون قوات الأمن الوطني، بصيغته المعدلة سنة 2001، يعطي قوات الأمن سلطات واسعة النطاق، بما في ذلك سلطة الاعتقال دون توجيه تهم أو دون الوصول إلى القضاء لمدة تصل إلى تسعة أشهر.	3
2011/s/2011/463/136:1	(ج) تيسير بناء قدرات دول المنطقة دون الإقليمية، بالتعاون مع مجموعة شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال، لإنشاء/تعزيز وحدات للاستخبارات المالية وتنمية قدرتها التشريعية والتنفيذية اللازمة لتجميد الأموال دون إبطاء.	2
2014/s/2014/276/145:4	وهذه الاختفاءات القسرية الدولية فريدة من نوعها من حيث كثافتها ونطاقها وطبيعتها.	1
2012/s/2012/24/57:4	وقال أنور خوجة من كوسوفو إن استقلال كوسوفو حقيقة لا سبيل للتفاوض بشأنها وإن مؤسسات كوسوفو مفتوحة أمام جميع من يسعى إلى إحداث تغيير سياسي عن طريق المؤسسات، بمن فيهم ساسة صرب كوسوفو في شمال كوسوفو.	4
2011/s/2011/463/374:8	ولم يقم العديد من هذه الدول باستعراض قطاع المنظمات غير الربحية لكشف ما قد يكتنفه من مخاطر متصلة بتمويل الإرهاب، لكن المملكة المتحدة، على وجه الخصوص، وضعت آليات لتقييم وحماية هذا القطاع، وكذلك من خلال البرنامج الدولي للجنة المعنية بالمؤسسات الخيرية، الذي يسعى إلى تأمين التواصل في العمليات على الصعيد الدولي، والمساعدة على بناء القدرات في أجزاء أخرى من العالم.	2
2004/s/2004/384/98:1	66 - وفي إحدى هذه الحوادث، في أبوبو، في المنطقة المسماة PK 18، قام رجال الشرطة وأفراد ملثمون من الوحدات الخاصة، أو ما يسمى بالقوات الموازية، بالقبض على ستة شبان يعيشون في نفس المكان بالقوة في الساعة الحادية عشرة مساءً من يوم 25 آذار/مارس.	1
2005/s/2005/635/105:1	61 - ولزام على المجتمع الدولي أن يكون مستعدا للمساعدة في وضع ترتيبات لنظام لا مركزي أوسع نطاقا.	0
2005/s/2005/60/386:1	218 - وأكدت حركة العدل والمساواة أن لوائحها الداخلية تحتوي التزامات قوية تتعهد فيها باحترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وأكدت كذلك أنها لم ولن توجه هجماتها ضد أهداف مدنية.	0
2005/s/2005/60/937:1	631- وقد تبين للجنة على وجه الخصوص أن قوات الحكومة والميليشيات الخاضعة لسيطرتها قامت في كثير من الحالات بمهاجمة المدنيين وتدمير القرى وحرقها في دارفور، مخالفة بذلك مبادئ القانون الإنساني الدولي وقواعده ذات الصلة.	1
2000/s/2000/1196/60:3	كما كان تجديد السجون ومراكز الاعتقال، التي كانت في حالة سيئة للغاية، في كوسوفو في مقدمة أولويات إدارة العدالة التابعة للبعثة.	2
2011/s/2011/463/367:1	205 - ودول المنطقة دون الإقليمية متيقظة جدا للتهديدات الإرهابية التي تواجهها، وقد استثمرت موارد هائلة في توسيع أطرها القانونية، وإنشاء وتعزيز مؤسسات لمكافحة الإرهاب، وبذل الجهود لتعزيز قدرات وكالات إنفاذ القانون والاستخبارات.	2
2014/s/2014/919/26:2	وقد تلقت اللجنةُ 11 إخطاراً من دول أعضاء تقوم بتوريد معدات عسكرية إلى السلطات الكونغولية، وبعثت عدداً مماثلاً من الإقرارات.	2
2014/s/2014/740/25:5	وسيعقد الفريق جلسته العامة السابعة عشرة في دبي، في الإمارات العربية المتحدة، في الأسبوع الأخير من تشرين الثاني/أكتوبر 2014، بالتزامن مع مؤتمر الإمارات العربية المتحدة الرابع لمكافحة القرصنة.	4
2005/s/2005/611/37:1	18 - ما زال الاقتصاد الإيفواري يعاني من العواقب الوخيمة للأزمة.	0
2013/s/prst/2013/1/18:2	"ويلاحظ مجلس الأمن نشر ""مذكرة الرباط بشأن الممارسات الجيدة لتحقيق الفعالية في أنشطة مكافحة الإرهاب في قطاع العدالة الجنائية""؛ و ""مذكرة روما بشأن الممارسات الجيدة لإعادة تأهيل مرتكبي الجرائم العنيفة من المتطرفين وإعادة إدماجهم""، و ""مذكرة الجزائر بشأن الممارسات الجيدة فيما يتعلق بمنع ورفض استفادة الإرهابيين من فدية الرهائن""."	0
2012/s/2012/16/135:1	88 - وأفادت إحدى الدول بأن استراتيجيتها الوطنية لمكافحة الإرهاب تتطلب بأن تكون الإجراءات التي تتخذها السلطات متسقة وشفافة، وأن تضمن احترام سيادة القانون، والديمقراطية، والحقوق الأساسية، والحكم الرشيد.	3
2014/s/prst/2014/3/29:1	:: حظر الاعتداء على الحياة والأشخاص، خاصة القتل والتشويه والمعاملة القاسية والتعذيب؛ والاختفاءات القسرية؛ والاعتداء على كرامة الأشخاص؛ والاغتصاب، والاسترقاق الجنسي، والإكراه على البغاء، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي.	3
2006/s/2006/822/233:3	وتبيّن سجلات الشرطة الوطنية آخر الموقّعين المعروفي الهوية لغالبية هذه الأسلحة، إلا أن عادة نقل الأسلحة دون وجود أمر خطي أو وثائق تحدد تسلسل العهدة تجعل من المستحيل تحديد مكان وجود هذه الأسلحة في الوقت الحاضر.	0
2008/s/2008/379/151:1	89 - ورغم أن الدول في المنطقة دون الإقليمية لديها ما يلزم من تشريعات ومؤسسات لمكافحة تهريب الأشخاص والأسلحة والمتفجرات، فإن الذي ينقص هو التنفيذ العملي للتدابير الرامية إلى رصد ومنع التحركات غير المشروعة عبر الحدود.	1
2002/s/2002/685/38:6	كما دعا أعضاء المجلس جميع الدول في المنطقة إلى بذل جميع الجهود الممكنة لتحسين الحالة، ولا سيما باتخاذ إجراء لمنع الأفراد والجماعات المسلحة من استخدام أراضيها في التحضير لشن هجمات على البلدان المجاورة أو ارتكابها فيها.	4
2011/s/2011/463/351:1	197 - وسنّت معظم دول المنطقة دون الإقليمية قوانين تنظم استيراد وتصدير الأسلحة.	2
2005/s/2005/625/126:2	وأثناء وجوده هناك التقى أيضا بممثلين لجبهة تحرير أوغادين والجبهة الوطنية لتحرير أورومو. وكان بعضهم قادة للمليشيات قد وصلوا من الدولة المعنية إلى دوساماريب بالطائرة في نيسان/أبريل 2005.	4
2011/s/2011/463/249:7	وليس بوسع أي دولة أن تكافح الإرهاب، فما يتسم به الخطر الإرهابي من طبيعة عبر وطنية يستلزم التعاون والتنسيق مع الدول الأخرى.	0
2005/s/2005/60/604:1	360 - وواضح من المعلومات التي جمعتها ومحصتها اللجنة أن الاغتصاب أو غيره من أشكال العنف الجنسي التي ارتكبها جنجويد أو جنود الحكومة في دارفور كان واسع الانتشار ومنهجيا، ويمكن من ثم أن يعد بمثابة جريمة بحق الإنسانية.	1
2006/s/2006/822/170:10	وأصيب أحد الجنود إصابة طفيفة في إصبعه نتيجة لانفجار قنبلة يدوية.	0
2005/s/2005/657/14:2	وخلال الاجتماع، أيد الطرفان، مبدئيا، النهج الذي تتبعه المفوضية لعودة اللاجئين والمشردين داخليا والأنشطة التي تزمع القيام بها خلال السنتين المقبلتين.	4
2003/s/2003/216/21:4	وقد احتجز صحفيون بارزون لأنهم أبدوا آراءهم بشأن قضايا حقوق الإنسان والدستور وسيادة القانون.	1
2002/s/2002/685/81:5	ويعد هذا القرار ثاني أهم تغيير في تجهيز عقود اللوازم الإنسانية في إطار البرنامج منذ اعتماد القرار 1284 (1999)، الذي زاد كمية النفط التي بمقدور العراق بيعها في إطار البرنامج، وأحدث إجراءات جديدة مستعجلة بالنسبة لبعض السلع الإنسانية.	2
2005/s/2005/68/10:6	وتعتبر مسألة نزع السلاح واعتقال مرتكبي تلك الفظائع أهم مطلب خاص للمجلس وأسطع مثال على عدم قيام الحكومة بمسؤولياتها.	3
2014/s/res/2160__2014_/16:1	وإذ يكرر تأكيد ضرورة ضمان إسهام نظام الجزاءات الحالي بشكل فعال في الجهود الجارية صوب مكافحة التمرد ودعم أعمال حكومة أفغانستان الرامية إلى الدفع بالمصالحة قدما من أجل إحلال السلام وتحقيق الاستقرار والأمن في أفغانستان،	3
2005/s/2005/572/194:3	ويعتقد الفريق أنه من الممكن أن يكون للحظر أكبر الأثر على هذه التهديدات وغيرها من التهديدات ذات الأولوية القصوى، مثل استخدام منظومات للدفاع الجوي المحمولة، إذا ارتبط على نحو أوثق بسائر أنظمة مكافحة انتشار الأسلحة وتحديد الأسلحة.	3
2008/s/2008/16/11:3	وخلال النظر في التوصيات، فحصت اللجنة، بصفة خاصة، ما إذا كانت التحسينات المقترحة تفرض أو لا تفرض عبئا زائدا على الدول، وركزت بقوة على إيجاد سبل ملموسة لتنفيذ التوصيات.	0
2006/s/2006/822/339:4	وقد أدى هذا إلى تعزيز التوتر بين مناطق الشرق والغرب وإلى الاختلالات القائمة داخل قوات الشرطة.	1
2014/s/2014/929/151:1	إحاطة عن عمليات حفظ السلام: بناء السلام بعد انتهاء النزاع	0
2005/s/2005/604/39:3	وسيستغرق التدريب الأساسي على أعمال الشرطة 45 يوما.	0
2012/s/2012/373/550:1	تبيّن التجربة أن ليس ثمة صيغة وحيدة لتشكيل وعمل جميع لجان التحقيق وهيئات تقصي الحقائق: ففي كل مرة تختلف الولاية الممنوحة، والحالة موضوع التحقيق، والخبراء المستقلون أو الأعضاء المعينون، والظروف المحيطة بإنشاء الهيئة وسير عملها.	0
2002/s/2002/685/13:6	وقد كانت هناك مناقشات شاملة وصعبة دامت لأكثر من 54 ساعة بشأن مسألة فريق تقصي الحقائق في مخيم جنين للاجئين.	4
2006/s/2006/154/121:2	وقد اقترح في هذه التوصيات أن تقوم اللجنة بما يلي: (أ) تشجيع الدول، قبل اقتراح اسم ما ليدرج في القائمة ودون المساس بحقها في متابعة تقديمها له، على النظر في الاتصال بدولة إقامة و/أو جنسية الشخص أو الكيان المعين المقترح()؛ و (ب) إيضاح الإجراء الذي ينبغي إتباعه في الحالات التي تقوم فيها دولة ما عن طريق الخطأ بتجميد أصول أشخاص أبرياء يحملون اسماً مشابهاً لاسم طرف مدرج في القائمة؛ و (ج) مطالبة الدول بإرسال التماسات شطب الأسماء من القائمة إلى اللجنة حتى وإن كانت تعترض على تلك الالتماسات، بحيث يكون للجنة اتخاذ القرار النهائي()؛ و (د) زيادة عدد الدول التي يجوز لها أن تقدم التماسات لشطب الأسماء من القائمة؛ و (هـ) العمل على التوصل إلى قرار بشأن التماسات شطب الأسماء من القائمة خلال فترة محددة، عند الإمكان، وإشعار الدولة المقدمة للالتماس بالنتائج؛ و (و) إيضاح أن شطب الأسماء من القائمة متيسر، في بعض الظروف، لكل من الأطراف التي تعين عن طريق الخطأ وأولئك الذين يتخلون عن الإرهاب ويثبتون بما يرضي اللجنة أنهم لم يعودوا مرتبطين بالقاعدة أو الطالبان؛ و (ز) السماح، في الظروف الملائمة، بشطب أسماء الأشخاص المتوفين من القائمة (S/2005/572، الفقرات 28 و 31 و 55-57 والحاشية 26).	4
2005/s/2005/650/20:1	15 - أصدرت المحكمة الجنائية الخاصة بأحداث دارفور، منذ أنشأتها الحكومة في حزيران/ يونيه 2005، أحكاما في خمس قضايا.	3
2005/s/2005/634/21:6	وقد تبقى الدعاية والهجمات الصاروخية وأجهزة التفجير المرتجلة والمفجرون الانتحاريون من حين لآخر هي الأسلحة الرئيسية التي تستعملها القوى المسلحة المعارضة.	1
2005/s/2005/699/212:3	"وزار الفريق أيضا نقطة التفتيش التابعة للشرطة في نيانغولوكو وقام بفحص ""سجل الحركة"" لكنه لم يلاحظ وجود أي مخالفات؛ وقد جرت مصادرة بعض البنادق والمسدسات الحرفية."	4
2005/s/res/1617_2005_/36:1	12 - يدعو اللجنة، التي تعمل بالتعاون مع اللجنة المنشأة عملا بالقرار 1373 (''لجنة مكافحة الإرهاب``) إلى إبلاغ المجلس بما يمكن أن تتخذه الدول من إجراءات إضافية لتنفيذ التدابير المبينة في الفقرة 1 أعلاه،	4
2010/s/2010/529/5:6	وخلال الفترة المشمولة بالتقرير، عاد ما يربو على 300 عضو من أعضاء جماعات المعارضة المسلحة التشادية من السودان إلى تشاد.	2
2014/s/res/2161__2014_/52:1	10 - يكرر تأكيد أهمية قيام جميع الدول بتحديد الإجراءات الملائمة، أو استحداثها عند الاقتضاء، لتنفيذ كل جوانب التدابير المنصوص عليها في الفقرة 1 أعلاه تنفيذا كاملا؛ ويـحـث بقـوة جميع الدول الأعضاء على تنفيذ المعايير الدولية الشاملة المجسدة في التوصيات الأربعين المنقحة الصادرة عن فرقة العمل المعنية بالإجراءات المالية والمتعلقة بمكافحة غسل الأموال وتمويل الإرهاب والانتشار، ولا سيما التوصية 6 المتعلقة بالجزاءات المالية المحددة الأهداف والمتعلقة بالإرهاب وتمويل الإرهابيين؛	0
2014/s/2014/9/77:3	ونظر المشاركون في نهُج شمولية للتصدي للعوامل التي تؤدي إلى انتشار التطرف والإرهاب في المنطقة، وأفضل السبل التي يمكن بها لكيانات الأمم المتحدة أن تساعد في التعامل مع هذه الظاهرة وآثارها على السلام والأمن والاستقرار.	4
2014/s/2014/957/56:1	٤٠ - تحقق الكثير في السنوات الـ 15 التي انقضت منذ إنشاء عملية حفظ السلام في جمهورية الكونغو الديمقراطية في 30 تشرين الثاني/نوفمبر 1999، ويقر المحاورون الكونغوليون أنفسهم بأنه تحقق انسحاب القوات المسلحة الأجنبية، وإعادة توحيد البلد، وإنشاء الحكومة الانتقالية، وإجراء عمليتي انتخاب وطنيتين.	2
2012/s/2012/359/31:2	فكلا الجانبين لم يسحبا قواتهما من المنطقة، في مخالفة لاتفاق 20 حزيران/يونيه 2011.	1
2011/s/res/1989_2011_/121:1	(ت) العمل مع المنظمات الدولية والإقليمية ذات الصلة بغرض تعزيز الوعي بالتدابير والامتـثال لها؛	4
2006/s/2006/822/252:3	ثم إن القاعدة التنظيمية 2001/5 لإدارة الأمم المتحدة الانتقالية في تيمور الشرقية بشأن الأسلحة النارية، والذخائر، والمتفجرات، وغيرها من الأسلحة الهجومية في تيمور الشرقية، تقرر جرائم مختلفة فيما يتعلق بالأسلحة.	0
2006/s/2006/822/115:4	وتعين أيضا جمع وتحليل مواد وثائقية أخرى لتحديد المسائل التي ساهمت في نشوب الأزمة. وستتحقق اللجنة فيما بعد من صحة المعلومات التي تتضمنها هذه المواد والتقارير، كما ستتقصى مزيدا من الوقائع عن طريق إجراء مقابلات مع الشهود والموظفين والأشخاص الآخرين الذين يشغلون مناصب ذات سلطة، فضلا عن الأشخاص المحتجزين لدى الشرطة أو في السجن، وعن طريق زيارة الأماكن التي ادعي ارتكاب جرائم أو وقوع أحداث أخرى فيها.	2
2003/s/2003/216/43:2	وسلـَّمتهم قائمة بأسماء المتهمين الثلاثة الذين هم كبار القادة العسكريين لهذا التجمع، وأبديـتُ ملاحظة مفادها أن اثنين منهم قد رُقيا.	2
2003/s/2003/216/29:5	وكانت القوة مزيجا من جنود القوات المسلحة الرواندية السابقين الآتين من منطقة خط الاستواء، الذين لا يتكلمون سوى لغة اللِينغالا، ومجندين آخرين قادمين أساسا من إيسيروا، وقليل منهم أتوا من إيتوري (رغم التعرف على بعض المتكلمين باللغة الأوغندية واللغة البرتغالية).	0
2010/s/2010/522/37:1	28 - وواصلت المنظمة الدولية للهجرة دعم تطوير دائرة الهجرة التابعة للشرطة الوطنية من خلال برنامج موسع لبناء القدرات، وتقديم الدعم القانوني الفني لتنقيح قانون الهجرة واللجوء، والمساعدة في وضع نظام لإدارة المعلومات على الحدود.	2
2008/s/2008/258/68:3	وذلك الوصف إنما ينظر إليه على أنه عنصر أساسي في أي جهود لتعزيز التعاون الدولي على مكافحة السمسرة غير المشروعة في الأسلحة الصغيرة.	0
2005/s/2005/60/502:3	"وفي المادة 7 (2) (ز) من النظام الأساسي للمحكمة الجنائية الدولية، يعرّف الاضطهاد بوصفه ""الحرمان المتعمد والشديد من الحقوق الأساسية، بما يخالف للقانون الدولي، بسبب هوية الجماعة أو المجموع""."	0
2014/s/2014/945/12:3	وتُوج الاعتصام بإعلان المعارضة حملة للعصيان المدني للحيلولة دون إقرار مشروع القانون. وفي 30 تشرين الأول/أكتوبر، اقتحم المتظاهرون صفوف الشرطة ونهبوا مبنى المجلس الوطني.	1
2014/s/res/2195__2014_/12:1	وإذ يشدد على أن تطوير نظم منصفة وفعالة للعدالة الجنائية والحفاظ عليها ينبغي أن يكونا ركيزة أساسية لأي استراتيجية لمكافحة الإرهاب والجريمة المنظمة العابرة للحدود الوطنية،	0
2005/s/2005/662/343:1	95 - إن هيكل وتنظيم أجهزة المخابرات السورية واللبنانية في لبنان وقتَ وقوع الانفجار، بما في ذلك نظم الإبلاغ، يكشفان عن مدى تأثيرها الكاسح في الحياة اليومية في لبنان.	1
2005/s/2005/682/50:1	20 - كرس المجتمع الدولي جهودا كبيرة لتسوية مشكلة وجود الجماعات المسلحة في جمهورية الكونغو الديمقراطية.	2
2004/s/2004/614/40:7	ويتطلع أعضاء المجلس أيضا إلى تلقي القائمة بمنتهكي الجزاءات التي يُتوقع أن يقدمها فريق الرصد في تقريره النهائي.	0
2008/s/2008/379/79:4	وكل الدول الثماني عشرة التي أبلغت عن صادرات وواردات الأسلحة اتخذت خطوات لتنظيم إنتاج الأسلحة والمتفجرات وبيعها ونقلها.	2
2006/s/2006/154/307:4	وشملت الشواغل التي أعربت عنها هذه المجموعة التحدي الذي تطرحه فتنة القاعد، واستخدام الإرهابيين للإنترنت، وتمجيد الإرهاب عبر وسائط الإعلام، والطابع غير المحدد للجزاءات، والحاجة إلى دعم برامج إعادة التأهيل، وتبادل الاستخبارات التقنية والاستخبارات المتعلقة بالعمليات.	0
2014/s/prst/2014/3/193:1	دعوة أطراف النـزاع المسلح إلى اتخاذ التدابير المناسبة للامتناع عن ارتكاب أعمال العنف الجنسي ومنعه وحماية كافة الأشخاص من التعرض لجميع أشكاله، بما في ذلك القيام بما يلي:	4
2005/s/2005/60/861:3	غير أن طبيعة معظم الجرائم الدولية في حد ذاتها، تفترض ضمنا، كقاعدة عامة، أنها ارتكبت على يد مسؤولين في الدولة أو باشتراكهم، وبالتالي فإن ملاحقتهم قضائيا كثيرا ما يستحسن تركها لآليات أخرى.	3
2005/s/2005/602/7:1	فالاختصاص العالمي ينطبق على هذه الجرائم التي يمكن عرضها على أي محكمة وطنية أو دولية، في حالة عدم قيام العدالة الجزائرية بالملاحقات القضائية بشأنها.	2
2006/s/2006/822/376:2	وقد استفادت اللجنة من تقرير لجنة الخبراء المعنية باستعراض المحاكمات على الانتهاكات الجسيمة لحقوق الإنسان المرتكبة في تيمور - ليشتي (تيمور الشرقية آنذاك) في عام 1999 (انظر S/2005/48). وقد لوحظ بقلق في ذلك التقييم تفسير المدعي العام بأن مسؤوليته الدستورية أمام الرئيس تقتضي منه اتباع سياسة الرئيس فيما يتعلق بالمحاكمات.	0
2000/s/2000/1196/47:1	36 - وقد أثر تدفق 000 5 كوسوفي من أصل ألباني مشردين داخليا من وادي بريسيفو إلى شرق كوسوفو على جماعات الأقليات التي تعيش في المنطقة.	0
2008/s/2008/250/71:1	52 - وفيما يتعلق بنزع السلاح، ستواصل عملية كوت ديفوار دعم التنفيذ المتسارع لتجميع القوات، اتساقا مع الاتفاق التكميلي الثالث.	2
