es	Relevant
"13. Alienta a INTERPOL a que intensifique sus esfuerzos con respecto a la amenaza que plantean los combatientes terroristas extranjeros y a que recomiende o establezca recursos adicionales para apoyar y alentar la adopción de medidas nacionales, regionales e internacionales para vigilar y prevenir el tránsito de combatientes terroristas extranjeros, como la ampliación de la utilización de las Notificaciones Especiales de INTERPOL de modo que incluyan a los combatientes terroristas extranjeros;"	1
"El 25 de marzo, en la zona denominada PK 18, en Abobo, entre las 9.30 y 10.00 horas de la mañana, se produjo el brutal asesinato de dos policías."	1
"Además, el artículo 75 3) dispone que la Corte, antes de tomar una decisión de reparación, tendrá en cuenta las observaciones formuladas por el condenado, las víctimas, otras personas o Estados que tengan interés, o las que se formulen en su nombre."	1
"A este respecto, el Consejo reafirma que las partes en un conflicto armado tienen la responsabilidad primordial de adoptar todas las medidas posibles para asegurar la protección de los civiles afectados, en particular prestando atención a las necesidades concretas de las mujeres y los niños."	0
Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades socioeconómicas en la sociedad turca que supuestamente estarían alimentando el descontento kurdo y el reclutamiento de miembros del PKK.	1
"Los oficiales armados contestaron que todos eran ""de todas formas, iguales"" y comenzaron a destrozar la casa."	1
La Misión de Determinación de los Hechos que investiga las denuncias de empleo de sustancias químicas tóxicas como armas en la República Árabe Siria prosigue su trabajo.	1
:: Prevención y supresión del reclutamiento de niños soldados en violación del derecho internacional.	1
"84. Según informó otro alto mando, la mayor parte de los reclutas ""son entendidos en armas de fuego y son fuertes y están en forma"" pero ""necesitan aprender disciplina"". Señaló que los reclutas no siempre devolvían los uniformes, armas y municiones tras su desmovilización y que las armas y municiones se distribuían en ocasiones por conducto de los jefes tribales a fin de garantizar su devolución llegado el momento."	1
"Entre los muertos había cuatro maestros, un médico, un enfermero, tres universitarios, un ingeniero, un atleta, un abogado, un activista de los medios de comunicación, una mujer y dos miembros de una misma familia."	1
"Entre ellos se encuentran integrantes de las fuerzas armadas, del Servicio Nacional de Seguridad e Inteligencia, la Inteligencia Militar y los Comités de Seguridad en los tres estados de Darfur, sin que la numeración sea exhaustiva."	0
"En la mayor parte de los casos, las víctimas señalaron a los Janjaweed como responsables de la violencia sexual; sin embargo, en algunos incidentes, los soldados del Gobierno habían actuado con los Janjaweed."	1
":: Desarrollo de la función del Comité de Organización, incluso mediante la interacción periódica con las configuraciones encargadas de cada país, con miras a: i) identificar problemas comunes y facilitar el intercambio de conocimientos entre las diferentes configuraciones; y ii) lograr la participación de los miembros en un debate en materia de políticas, que fomentaría un mayor interés y compromiso entre los Estados miembros."	0
"Los organismos estatales de policía y seguridad de Bosnia y Herzegovina han procurado aplicar medidas para mejorar la cooperación, y el grupo de trabajo sobre el Tribunal establecido conjuntamente por el Gabinete del Primer Ministro y el Representante Especial de la Unión Europea y la Oficina del Alto Representante sigue supervisando la aplicación de esas medidas. El 8 de agosto se detuvo en la Argentina a Milan Lukic, el 25 de agosto se capturó en Siberia occidental a Dragan Zelenovic y el 13 de septiembre Sredoje Lukic se entregó en Banja Luka a las autoridades de la República Srpska."	1
Cuenta con la asistencia de un grupo de expertos establecido en virtud de la resolución 1973 (2011).	0
"El 16 de diciembre, el Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1591 (2005) relativa al Sudán y Representante Permanente de Colombia, Néstor Osorio, presentó al Consejo un informe sobre la labor realizada por el Comité durante un período de 90 días."	0
"En el asunto planteado por la Al-Haramain Foundation (Estados Unidos de América) (QE.A.117.04) por presunta vigilancia ilegal por parte del Gobierno (S/2007/677, carta adjunta, anexo I, párr. 10), el Tribunal de Apelaciones decidió el 16 de noviembre de 2007 que la prerrogativa de la protección de los secretos de Estado aducida por el Gobierno impedía la consideración del asunto, a menos que los demandantes pudiesen demostrar que las leyes contra la vigilancia interna tenían prioridad, y devolvió el asunto al tribunal inferior para que volviese a considerarlo."	0
"Lo que ocurra con esos combatientes dependerá de las situaciones que enfrenten mientras estén en Siria, pero la experiencia de conflictos anteriores en que voluntarios extranjeros han colaborado con entidades afiliadas a Al-Qaida demuestra que el efecto en el panorama de las amenazas locales e internacionales es duradero."	1
"Acogiendo con beneplácito y apoyando las medidas adoptadas para concertar tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que la creación de zonas libres de armas nucleares reconocidas internacionalmente en base a acuerdos convenidos libremente entre los Estados de cada región afectada, y de conformidad con las directrices de 1999 de la Comisión de Desarme de las Naciones Unidas, promueve la paz y la seguridad mundial y regional, fortalece el régimen de no proliferación nuclear y contribuye a la consecución de los objetivos del desarme nuclear,"	1
"Teniendo en cuenta lo anterior, el Ministerio de Relaciones Exteriores de Georgia sostiene que el retiro de la Federación de Rusia de la decisión del Consejo de Jefes de Estado de la CEI, de 19 de enero de 1996, crea una grave amenaza de desestabilización, altera sustantivamente la situación relativa al conflicto y socava el marco jurídico que determina el fomento de la operación de paz de la CEI en la zona de conflicto."	1
"Reafirmando también sus resoluciones 1368 (2001), de 12 de septiembre de 2001, y 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a la acción internacional encaminada a erradicar el terrorismo de conformidad con la Carta de las Naciones Unidas,"	1
La labor de las Naciones Unidas para formular estrategias regionales y nacionales de lucha contra el terrorismo constituye un buen marco político para la colaboración entre los países.	1
"Observa que es necesario que la comunidad internacional adopte una serie de medidas para compartir la carga que soportan los Estados africanos que acogen a refugiados y para contribuir a sus esfuerzos en pro de la seguridad y el carácter civil y humanitario de los campamentos y asentamientos de refugiados, inclusive en las esferas del cumplimiento de la ley, el desarme de los elementos armados, la represión del tráfico de armas en los campamentos y los asentamientos de refugiados, la separación entre los refugiados y otras personas que no tienen derecho a la protección internacional que se otorga a los refugiados o no necesitan protección internacional por otros motivos, y la desmovilización y reinserción de los excombatientes."	1
"El Consejo observa el mandato de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo (MONUSCO) y la Misión de las Naciones Unidas en Sudán del Sur (UNMISS), consistente en ayudar a proteger a los civiles en las zonas afectadas por el LRA en sus respectivos países, e insta a que continúen haciendo lo posible por cumplirlo, así como el mandato de la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID) y la Oficina Integrada de las Naciones Unidas para la Consolidación de la Paz en la República Centroafricana, consistente en cooperar e intercambiar información relacionada con la amenaza regional del LRA."	1
"La Unión Europea insistió en que la creación de cualquier fuerza militar nacional somalí debía producirse en el marco de un plan de seguridad nacional y estabilización, y de conformidad con la declaración del Presidente del Consejo de Seguridad de 14 de julio de 2005."	1
"Según las circunstancias de cada caso, estas personas pueden ser sospechosas, con arreglo a la doctrina de la asociación ilícita, de haber cometido los crímenes de lesa humanidad de asesinato de civiles y violación, tortura y traslado forzoso de civiles y los crímenes de guerra de dirigir ataques indiscriminados contra la población civil, destruir objetos de carácter civil y de saquear."	1
El Coronel Reis condujo a los agentes de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia. Llevaba la bandera de las Naciones Unidas.	1
"No es necesario, aunque puede ser útil, probar que el ataque es resultado de una política o un plan."	1
"Por medio de un enfoque amplio, que abarque a toda la sociedad, los esfuerzos encaminados a poner freno al reclutamiento y a abordar las necesidades de los combatientes terroristas extranjeros que regresan (a fin de asegurarse de que no se radicalicen y recurran a la violencia en su país o en terceros países)."	1
"c) Decidió que la Dirección Ejecutiva siguiera actuando como misión política especial, con la orientación normativa del Comité, durante el período que terminaría el 31 de diciembre de 2010, y decidió también hacer un examen provisional de la labor de la Dirección Ejecutiva antes del 30 de junio de 2009 y examinarla a fondo antes de que concluyera su mandato;"	1
c) Alentar la implantación de procedimientos para verificar que los solicitantes de asilo y los refugiados no hayan cometido actos terroristas.	1
"También como parte de esta cumbre, el Consejo procurará reforzar la coordinación con otros órganos multilaterales que trabajan en este ámbito, como el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y sus 31 entidades, el Centro de las Naciones Unidas contra el Terrorismo, la Oficina de las Naciones Unidas contra la Droga y el Delito y la Organización Internacional de Policía Criminal (INTERPOL)."	1
"1. Decide que todos los Estados tomen las siguientes medidas respecto de las personas y entidades designadas antes de esta fecha como talibanes y las demás personas, grupos, empresas y entidades asociadas con ellos, como se especifica en la sección A (""Personas asociadas con los talibanes"") y la sección B (""Entidades y otros grupos o empresas asociados con los talibanes"") de la Lista consolidada del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y 1333 (2000) a partir de la fecha de aprobación de la presente resolución, así como otras personas, grupos, empresas y entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán que designe el Comité establecido en virtud del párrafo 30 (denominada en lo sucesivo ""la Lista""):"	1
Las cuestiones relacionadas con los crímenes de lesa humanidad se evaluaron sobre la base de las definiciones establecidas por el derecho penal internacional consuetudinario y en el Estatuto de Roma de la Corte Penal Internacional.	1
"A pesar de los estrictos controles legales y operacionales, los artesanos y los negocios familiares que fabrican armas pequeñas y armas ligeras siguen existiendo en toda la región."	1
Información sobre la medida en que las partes en conflictos armados hayan puesto fin al reclutamiento y la utilización de niños en conflictos armados en violación del derecho internacional aplicable y a otras infracciones de que sean víctimas los niños afectados por los conflictos armados;	1
"Frente a la amenaza grave y universal que sigue representando el terrorismo, Francia, cuando ocupó la Presidencia del Consejo de Seguridad en enero último, tuvo la iniciativa de organizar una sesión del Consejo a nivel ministerial dedicada a la lucha contra el terrorismo."	1
"El Ministerio de Justicia ha establecido, con asistencia técnica proporcionada por la ONUCI, una célula especializada de redespliegue de personal de la justicia y los servicios penitenciarios, para facilitar el proceso de redespliegue en los servicios policial, de justicia y penitenciario."	1
"El Consejo de Seguridad recuerda las obligaciones de todos los Estados de garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y vuelve a insistir en la responsabilidad que incumbe a los Estados de cumplir sus obligaciones para poner fin a la impunidad y enjuiciar a los responsables de crímenes de guerra, genocidio, crímenes de lesa humanidad y otras violaciones graves del derecho internacional humanitario."	1
"d) Declare y aplique una moratoria inmediata de la imposición y ejecución de la pena de muerte, seguida sin una dilación indebida de la abolición de la pena de muerte tanto en la ley como en la práctica."	1
"En líneas generales, existe poca información disponible sobre la supervisión y la responsabilidad de los organismos encargados de hacer cumplir la ley."	0
"El Consejo insta a todas las partes a que pongan fin de inmediato a todas las infracciones del derecho internacional humanitario y las vulneraciones y los abusos de los derechos humanos, y exhorta a todas las partes a que respeten plenamente las obligaciones que les incumben en virtud del derecho internacional humanitario y adopten todas las medidas apropiadas para proteger a los civiles, incluso absteniéndose de cometer ataques contra bienes de carácter civil, como centros médicos, escuelas e instalaciones de abastecimiento de agua, y exhorta también a todas las partes a que eviten establecer posiciones militares en zonas pobladas."	1
"Del articulo 33 se desprende claramente que un agente de los servicios de seguridad puede, al amparo de la ley, torturar a un sospechoso, incluso hasta causarle la muerte, si lo hace en el ejercicio de sus funciones."	1
"El funcionamiento actual del servicio de policía, la Policía Nacional de Timor-Leste (PNTL), y, en particular, de la Fuerza de Defensa, las Fuerzas Armadas de Defensa de Timor-Leste (F-FDTL), se ve entorpecido por lo que se considera una falta de legitimidad a raíz del modo en que se crearon."	1
"En conclusión, quisiera expresar mi agradecimiento a mi Representante Especial para el Sudán, Hailé Menkerios, por su abnegado servicio, y a todo el personal militar, de policía y civil que presta servicios en la UNMIS."	1
"Además, el grupo de expertos del Comité 1540 participó periódicamente en exposiciones temáticas de mutuo interés organizadas por el Comité contra el Terrorismo."	0
"Los dirigentes acogieron con satisfacción la declaración del Presidente del Consejo de Seguridad de 14 de julio de 2005 y expresaron apoyo a la iniciativa de mi Representante Especial. Sin embargo, también aprovecharon la ocasión para expresar su inquietud por la posibilidad de que el Presidente Yusuf y el Primer Ministro Gedi buscaran un enfrentamiento armado con ellos."	1
"Para mejorar el apoyo logístico a los contingentes y fuerzas de policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal civil de apoyo para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit."	1
"En diciembre, la aparición de nuevos grupos rebeldes en el oeste del país provocó nuevos desplazamientos de la población hacia la frontera con Liberia y Guinea."	1
"En ese momento, cientos de miles de albaneses de Kosovo habían regresado a Kosovo y comenzado a reconstruir sus vidas. La mayoría de los serbios de Kosovo había huido de sus hogares. Kosovo era una sociedad en la que predominaban el sufrimiento y la destrucción para todas las comunidades. La economía estaba en ruinas."	1
"En los casos en que el Ombudsman recomiende que el Comité considere la posibilidad de excluir un nombre de la Lista, la obligación de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución quedará sin efecto respecto de esa persona, grupo, empresa o entidad 60 días después de que el Comité concluya el examen del informe exhaustivo del Ombudsman, de conformidad con el presente anexo II, en particular el párrafo 7 h), salvo que el Comité decida por consenso, antes del fin de ese período de 60 días, que se mantenga la obligación respecto de esa persona, grupo, empresa o entidad, entendiéndose que, en los casos en que no exista consenso, el Presidente, a solicitud de un Miembro del Comité, someterá al Consejo de Seguridad la cuestión de si procede excluir de la Lista el nombre de esa persona, grupo, empresa o entidad, para que este adopte una decisión al respecto en un plazo de 60 días, y entendiéndose también que, en este caso, la obligación de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución se mantendrá durante ese período en relación con esa persona, grupo, empresa o entidad hasta que el Consejo de Seguridad adopte una decisión sobre la cuestión;"	0
El Consejo recibió además un informe del Alto Comisionado de las Naciones Unidas para los Refugiados sobre el vínculo entre el desplazamiento forzado de la población y la paz y la seguridad internacionales.	0
"El Consejo pide al Secretario General de las Naciones Unidas que siga interponiendo sus buenos oficios y estudie, en su caso, otros mecanismos diplomáticos de alto nivel para facilitar un mejor diálogo entre las partes pertinentes, incluidas las causas subyacentes del conflicto."	1
"Lamentablemente, también hay numerosos ejemplos en los que los mecanismos de determinación de hechos habrían podido contribuir a establecer la verdad, asegurando la rendición de cuentas e impidiendo nuevas violaciones a los derechos humanos, pero en los que el Consejo no adoptó medidas efectivas debido a consideraciones políticas."	1
"En la 5738a sesión del Consejo de Seguridad, celebrada el 7 de septiembre de 2007, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	0
"Es esencial fortalecer las instituciones de Haití encargadas del imperio de la ley, incluida la reforma de la Policía Nacional de Haití, para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado."	1
Los conflictos étnicos y relativos a las fronteras sin resolver han dado lugar a diferendos que socavan los esfuerzos para poner en práctica una respuesta cohesiva y de alcance regional contra el terrorismo.	1
El Consejo de Seguridad condena la muerte de civiles inocentes y las violaciones de los derechos humanos que han tenido lugar en la zona oriental de la República Democrática del Congo y pide una plena investigación de esos incidentes.	1
"El Consejo subraya la importancia de la implicación nacional, el diálogo constructivo y la asociación entre las autoridades nacionales y la comunidad internacional para ayudar a atender las necesidades prioritarias de consolidación de la paz y las causas subyacentes de la inestabilidad recurrente."	1
"15. Subraya la importancia de que haya un componente de policía civil en las operaciones de mantenimiento de la paz, reconoce la función que desempeña la policía para garantizar la seguridad y el bienestar de la población civil y, a ese respecto, reconoce la necesidad de reforzar la capacidad de las Naciones Unidas para desplegar rápidamente policías civiles capacitados y bien entrenados;"	1
"c) Impedir el suministro, la venta o la transferencia, directos o indirectos, a esas personas, grupos, empresas y entidades, desde su territorio o por sus nacionales, fuera de su territorio o mediante buques o aeronaves de su pabellón, de armas y materiales conexos de todo tipo, incluidos armas y municiones, vehículos y pertrechos militares, pertrechos paramilitares y las piezas de repuesto correspondientes, así como asesoramiento técnico, asistencia o adiestramiento relacionados con actividades militares;"	1
"El 7 de abril de 2014, dos expertos de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), el Sr. Clément Gorrissen y el Sr. Simon Davis, perdieron la vida en un atroz ataque en el aeropuerto de Gaalkacyo en Puntlandia (Somalia), cuando se encontraban en una misión relacionada con el rastreo de las corrientes financieras ilícitas derivadas de la piratería."	1
"En la época en que se enunció por primera vez esta obligación internacional, y quizá incluso en 1949, cuando se redactaron y aprobaron los Convenios de Ginebra, era evidente que se pensaba en una obligación de cada Estado contratante hacia cualquier otro Estado contratante afectado."	1
"Condena el uso de [canales nacionales de televisión] y otros medios de información para incitar a la discriminación, la hostilidad, el odio y la violencia, incluso contra [la Misión pertinente de las Naciones Unidas], así como los actos de intimidación y violencia contra periodistas, y pide que se levanten todas las restricciones impuestas al ejercicio del derecho a la libertad de expresión en [el país afectado];"	1
"En el contexto de estas medidas se seguiría trabajando para aumentar la capacidad del Comité, incluso mediante una cooperación más estrecha con el comité de sanciones establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y con el Comité establecido en virtud de la resolución 1540 (2004)."	1
Es necesario contar con un mecanismo de esa índole para esclarecer plenamente la suerte de las personas desaparecidas.	1
"El Consejo de Seguridad toma nota de la decisión de la Cumbre de la Unión Africana en Sirte en la que se pide al Consejo que imponga sanciones contra aquellos que, incluida Eritrea, prestan apoyo a los grupos armados que se dedican a socavar la paz y la reconciliación en Somalia y la estabilidad regional."	1
"El Consejo de Seguridad señala que varios obstáculos socavan los esfuerzos para asegurar el acceso de los organismos humanitarios y de las Naciones Unidas a las personas necesitadas, como las agresiones al personal humanitario, la denegación del acceso por las autoridades y la falta de colaboración estructurada con agentes no estatales."	1
"En mi calidad de representante del Presidente en ejercicio de la Unión Africana, tengo el honor de transmitirle adjunto el comunicado relativo a Côte d'Ivoire, emitido por el Consejo de Paz y Seguridad de la Unión Africana, en su 40ª reunión, celebrada a nivel de Jefes de Estado y de Gobierno, en Addis Abeba, el 6 de octubre de 2005."	1
"El Comité organizará una sesión especial, abierta a la totalidad de los miembros y demás partes interesadas pertinentes, para celebrar el décimo aniversario de la aprobación de la resolución 1373 (2001) y el establecimiento del Comité, de conformidad con la resolución 1963 (2010)."	1
"Bajo la orientación general de la sede de la Misión, los jefes de las oficinas regionales de la MONUC son los responsables de elaborar y llevar a cabo planes de acción regionales para prevenir la explotación y los abusos sexuales en sus respectivas zonas."	1
"Observando con preocupación la constante amenaza que, 10 años después de la aprobación de la resolución 1267 (1999), representan para la paz y la seguridad internacionales Al-Qaida, Osama bin Laden y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos, y reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza,"	1
":: Respeto de los derechos de propiedad de los refugiados y desplazados internos, sin hacer distinción adversa por motivos de género, edad u otra condición."	0
También quisiera transmitir mi reconocimiento a los países que aportan contingentes y policías a la Misión.	1
En el comunicado conjunto el Gobierno se comprometía a suspender las restricciones de acceso para toda la labor humanitaria en Darfur y a eliminar diversos obstáculos que impedían llevarla a cabo.	1
"La víctima, que fue violada 14 veces a lo largo de una semana, proporcionó la siguiente información:"	1
"También destacó el riesgo de que el conflicto se intensificara con la reanudación del período de migración, las elecciones y la falta de diálogo."	1
"El Representante Especial recalcó que un sector judicial saludable y eficaz, así como la paz social, la estabilidad y la seguridad, eran requisitos previos indispensables para lograr beneficios sostenibles en las esferas de la gestión de gobierno y el desarrollo económico."	0
"Reconociendo la importancia de las comunidades locales, el sector privado, la sociedad civil y los medios de comunicación para aumentar la conciencia sobre las amenazas del terrorismo y hacerles frente con mayor eficacia,"	1
"A falta de un centro médico para derivar enfermos en Bamako, la MINUSMA ha adoptado medidas inmediatas para asegurar que el personal de las Naciones Unidas disponga de la capacidad médica adecuada estableciendo una clínica de nivel II de las Naciones Unidas para reemplazar los servicios prestados anteriormente por la Clínica Pasteur."	1
"Se creó un sitio web independiente para la Oficina de la Ombudsman (www.un.org/en/sc/ombudsperson). En el sitio hay información esencial sobre las operaciones de la Oficina, incluidas una descripción del procedimiento seguido para examinar las solicitudes de supresión de nombres de la Lista e indicaciones generales sobre el contenido de las solicitudes que se presentan a la Ombudsman."	1
El mecanismo de aplicación de la ley también es deficiente en lo que se refiere a los delitos entre grupos étnicos diferentes.	1
"- Exhortar a los Estados a que cumplan las obligaciones que les incumben de investigar, buscar, enjuiciar o extraditar a las personas sospechosas de haber cometido actos de genocidio, crímenes de guerra, crímenes de lesa humanidad u otras infracciones graves del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, independientemente de su estatus o afiliación política."	1
"No obstante, para muchas otras la situación sigue siendo precaria y los ataques por motivos étnicos se han hecho más graves, si no más frecuentes."	1
El tercer factor era la presencia insuficiente de la policía y el cuarto la injerencia de agentes extranjeros en Darfur.	1
"En julio de 2005, el 93% de los detenidos se encontraba en situación de detención preventiva prolongada, pero actualmente la cifra podría ser más alta."	1
La defensa dispone de un plazo limitado para interrogar a los testigos de cargo y de descargo y se restringen las visitas al detenido para preparar su defensa.	0
"Los miembros del Consejo expresaron preocupación por las noticias de que las fuerzas armadas del Congo estaban llevando a cabo una ofensiva en la provincia de Équateur, pidieron que se pusiera término a los combates sin dilación y exhortaron a todas las partes a obrar con moderación."	1
":: La industria precisa una legislación más clara, normalizada y armonizada, en particular en lo que respecta a las listas de control de las exportaciones, para facilitar el cumplimiento sin obstaculizar los procedimientos comerciales"	0
"1. Condena el extremismo violento, que puede conducir al terrorismo, la violencia sectaria, y la comisión de actos terroristas por combatientes terroristas extranjeros, y exige que todos los combatientes terroristas extranjeros depongan las armas, pongan fin a todos los actos terroristas y dejen de participar en los conflictos armados;"	1
Para su elaboración se han tenido en cuenta la evolución reciente de la amenaza terrorista en todo el mundo y los conocimientos sobre las mejores prácticas en la lucha contra el terrorismo adquiridos por los profesionales en esa esfera a nivel nacional e internacional.	1
Exhorto por consiguiente a los donantes a asegurar que continúe la asistencia a los excombatientes desmovilizados y que las actividades de reintegración prosigan sin perturbaciones.	1
"a) Participar más activamente con las organizaciones regionales pertinentes (Unión Africana, Comunidad de África Oriental, Organización de Cooperación de los Jefes de Policía de África Oriental, Grupo de Lucha contra el Blanqueo de Dinero en África Oriental y Meridional y programa de consolidación de la capacidad contra el terrorismo de la IGAD) y centrarse en las actividades destinadas a superar las deficiencias y mejorar la aplicación de la resolución;"	1
"Algunos testigos residentes en Anka relataron que aproximadamente a las 17.00 horas del mismo día, entre 300 y 400 milicianos Janjaweed que se desplazaban a pie y otros 100 en camello y a caballo, avanzaron hacia Anka procedentes de Barey."	1
"Cuando apruebe una operación de las Naciones Unidas, el Consejo debería tener en cuenta la contribución esencial de la policía militar y civil a la estabilización de las situaciones de crisis y el mantenimiento de la seguridad."	1
Muchos de los ataques terrestres y aéreos contra las aldeas provocaron la matanza indiscriminada de civiles.	1
"Aunque los incidentes se habían denunciado a la policía, los culpables al parecer habían quedado impunes y los ataques contra las mujeres continuaban."	1
El infractor será castigado con pena de prisión de seis meses a cinco años de duración o multa o prohibición de ejercer actividades profesionales:	0
"Se están llevando a cabo investigaciones penales complejas relativas a la piratería y las redes delictivas que participan en actividades de piratería, centradas especialmente en los dirigentes, los financiadores y los organizadores de dichas actividades."	1
Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)	1
Informó al Presidente Lahoud y el General Ghazali sobre la explosión en el momento en que ésta ocurrió [declaración de un testigo].	1
"Además, se sospecha que uno de ellos participó en la detención ilegal de civiles y que dos de ellos participaron en el asesinato de civiles, actos que constituyen crímenes de lesa humanidad."	1
En el programa se examinan cuestiones relativas a los derechos humanos que suelen plantearse en las diversas etapas del proceso de justicia penal en casos de terrorismo.	1
Ello se debe principalmente a que el terrorismo es un fenómeno cambiante.	1
"En la 7109ª sesión del Consejo de Seguridad, celebrada el 12 de febrero de 2014, en relación con el examen del tema titulado ""La protección de los civiles en los conflictos armados"", la Presidencia hizo la siguiente declaración en nombre del Consejo:"	1
Debido en parte a la vasta extensión del Sáhara Occidental no ha sido posible determinar el número exacto de accidentes causados por minas y restos explosivos de guerra en el territorio.	1
"Cuando se produjo el ataque, las mujeres corrieron a un wadi, donde fueron rodeadas por el ejército."	1
"Esta estrategia estaría destinada, primera y fundamentalmente, a los Estados Miembros; no obstante, también se dirigiría a las organizaciones internacionales, las universidades, los centros de estudio y la población en general."	0
"Esto se produjo a consecuencia de la prioridad que la Comisión Europea dio a la continuación de la reforma estructural de la policía de Bosnia y Herzegovina, al no alcanzarse un acuerdo de adhesión de Bosnia y Herzegovina a la Unión Europea."	1
"- Se debe evitar además que los terroristas recurran a otras actividades delictivas como la delincuencia transnacional organizada, el uso y el tráfico ilícitos de drogas, el blanqueo de capitales y el tráfico ilícito de armas;"	1
"- Alentar a las misiones de las Naciones Unidas para el mantenimiento de la paz y a otras misiones pertinentes autorizadas por el Consejo de Seguridad, según convenga y considerando cada caso en particular, a que presten apoyo a los mecanismos nacionales para que se ocupen de las cuestiones de vivienda, tierras y propiedades o para que las autoridades nacionales establezcan tales mecanismos."	1
"Recuerden que esto fue a principios de 2000, antes de que el Estatuto de Roma entrara en vigor, y Etiopía todavía no lo había firmado ni ratificado."	0
"El 14 de septiembre, tras la aprobación de la resolución 1546 (2004) del Consejo de Seguridad, el Sr. Ashraf Jehangir Qazi, Representante Especial del Secretario General, así como el Embajador John Danforth, Representante Permanente de los Estados Unidos de América, informaron al Consejo de Seguridad de las actividades realizadas por la UNAMI y la fuerza multinacional en el Iraq, respectivamente."	0
"Ello fue posible en gran medida gracias al liderazgo del Primer Ministro Gusmão así como a la cooperación de todos los partidos políticos representados en el parlamento, incluida la oposición, que demostró su voluntad de avanzar en una cuestión de prioridad nacional."	1
Insta al [Estado afectado] a facilitar el socorro internacional para el desastre humanitario mediante una suspensión de todas las restricciones que podrían obstaculizar el suministro de asistencia humanitaria y el acceso a las poblaciones afectadas.	1
"La oposición utilizó armas compradas en el mercado de Bakaaraha para combatir al Gobierno Federal de Transición con el fin de controlar la ciudad de Baidoa en la región de Bay (Somalia), importante desde el punto de vista estratégico."	1
"En vista de la situación prevaleciente, yo creo que la MINURSO sigue desempeñando un importante papel de estabilización y supervisión de la cesación del fuego sobre el terreno, y recomiendo que se prorrogue su mandato por un nuevo período de seis meses, hasta el 30 de abril de 2006."	1
"En consecuencia, los observadores indicaron la necesidad de capacitar a los abogados y el personal judicial y encargado del cumplimiento de la ley, así como la importancia de establecer garantías creíbles de independencia frente a posibles presiones e intimidaciones por parte de miembros de los clanes y las comunidades étnicas."	1
"3. Recuerda que los actos criminales, inclusive contra civiles, cometidos con la intención de causar la muerte o lesiones corporales graves o de tomar rehenes con el propósito de provocar un estado de terror en la población en general, en un grupo de personas o en determinada persona, intimidar a una población u obligar a un gobierno o a una organización internacional a realizar un acto, o a abstenerse de realizarlo, que constituyen delitos definidos en los convenios, las convenciones y los protocolos internacionales relativos al terrorismo y comprendidos en su ámbito, no admiten justificación en circunstancia alguna por consideraciones de índole política, filosófica, ideológica, racial, étnica, religiosa u otra similar e insta a todos los Estados a prevenirlos y, si ocurren, a cerciorarse de que sean sancionados con penas compatibles con su grave naturaleza;"	1
Otros testimonios han insistido en que hubo ejecuciones sumarias de personas que supuestamente se habían dedicado a cometer hurtos en las zonas controladas por el MPCI.	1
"La Dirección Ejecutiva también encabeza una iniciativa mundial de tres años en nombre del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, que cuenta con el apoyo de varios Estados y organizaciones donantes, cuya finalidad es alcanzar un entendimiento común de las prácticas que son eficaces para luchar contra la financiación del terrorismo dentro de este sector."	1
"Si bien la mayor cooperación internacional entre las autoridades encargadas del cumplimiento de la ley, la información y la diplomacia y la mejora de los sistemas de control fronterizo de los Estados Miembros han dificultado los desplazamientos de los terroristas, el éxito del régimen de sanciones depende de la cantidad de datos precisos que figuren en la Lista Consolidada."	1
"- Contribuir, según proceda, al desarrollo por las autoridades ... de la capacidad de la policía y la gendarmería, en particular mediante el adiestramiento antidisturbios, y al restablecimiento de su presencia en todo el territorio [del país afectado]."	1
