en	VerCoop
In particular, it recommends that the Committee amend paragraph 6 (i) of its guidelines so that the names of individuals identified as dead are automatically reviewed each year, along with any listings selected by the Committee from the pool of entries that have not been updated in four years or more, unless a Committee member specifically requests that the name of a reportedly dead person be removed from consideration.	1
Some rebel groups have directly impeded humanitarian work by looting cars and trucks and putting pressure on, or even abducting, national staff of humanitarian organizations.	0
Reaffirms its condemnation of all incitements to violence against civilians in situations of armed conflict, further reaffirms the need to bring to justice individuals who incite or otherwise cause such violence, and indicates its willingness, when authorizing missions, to consider, where appropriate, steps in response to media broadcasts inciting genocide, crimes against humanity and serious violations of international humanitarian law.	1
Others are identified for their possible involvement in planning and/or ordering the commission of international crimes, or of aiding and abetting the perpetration of such crimes.	0
Schools that refused to register or that had links with proscribed terrorist organizations were closed down.	0
4. Following the adoption of resolution 1595 (2005), intensive consultations took place regarding the establishment of the Commission, its staffing and its logistical support. On 26 May 2005, a small advance team headed by Commissioner Detlev Mehlis arrived in Beirut.	1
Minister of the Interior Lobato arrived at the headquarters wearing a flak jacket and in a highly agitated state, yelling "kill them all".	0
Reaffirming the Statement of its President adopted at the Council's meeting at the level of Heads of State and Government on 31 January 1992 (S/23500), including the need for all Member States to fulfil their obligations in relation to arms control and disarmament and to prevent proliferation in all its aspects of all weapons of mass destruction,	1
In other words, the National Commission was fully aware of the serious allegations of the crimes committed in Darfur.	0
At the request of the Transitional Government, on 25 August, my Special Representative transmitted to President Kabila, on behalf of the International Committee for Support to the Transition, a concept paper regarding the establishment of a fourth joint commission to address issues of good governance and economic management.	1
The Counter-Terrorism Committee, established pursuant to Council resolution 1373 (2001), had been playing a key role in this regard.	1
5. Requests the Monitoring Group to report to the Committee established pursuant to resolution 1267 (1999) including through briefings of experts of the monitoring mechanism regarding the work of the monitoring mechanism as established in paragraph 3 above, and requests also the Sanctions Enforcement Support Team to report at least once a month to the Monitoring Group;	1
The Centre has prepared an exit strategy to address the transfer of responsibilities, including continuing clearance of any residual threat, mine awareness and victim assistance, to the appropriate JIAS departments.	0
202. A key issue in relation to facilitating appropriate investigation and prosecution of criminal conduct is to ensure that those persons with relevant information are willing to come forward to authorities and, where relevant, to testify in court.	0
They considered holistic approaches to addressing the factors conducive to the spread of extremism and terrorism in the region and how best United Nations entities can assist in dealing with the phenomenon and its impact on peace, security and stability.	1
Takes note of the elaboration of the human rights due diligence policy, encourages [the Mission] to continue to fully implement it and requests the Secretary-General to include progress made in implementing the policy in his reports to the Council;	1
When asked to provide further details, victims report that the Janjaweed attackers are from Arab tribes and, in most instances, attacked on horseback or on camels and were armed with automatic weapons of various types.	0
"The Security Council expresses its profound solidarity with all victims of terrorism and their families, stresses the importance of assisting victims of terrorism, and providing them and their families with support to cope with their loss and grief, recognizes the important role that victims and survivor networks play in countering terrorism, including by bravely sharing their experiences and speaking out against violent and extremist ideas, and in this regard welcomes and encourages the relevant efforts and activities of Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force (CTITF).	1
Law enforcement efforts have been increased to combat transnational crime and could be adapted to counter terrorism as required.	0
"The Security Council recognizes the important role of the good offices of the Secretary-General, and encourages the Secretary-General to continue to use mediation as often as possible to help resolve conflicts peacefully, working in coordination and closely with relevant regional and subregional organizations in that regard, as appropriate.	1
In that regard, another participant, pointing to the rising costs of peacekeeping operations, regretted the Council's lack of military expertise.	0
Underscoring the importance of humanitarian aid operations and condemning all acts or threats of violence against United Nations staff and humanitarian actors and any politicization of humanitarian assistance by the Taliban and associated groups or individuals,	1
This reinforced east-west tensions and existing imbalances within PNTL.	0
The Information and Administration Office will supervise end-of-cycle evaluations in the electronic performance appraisal system (e-PAS) for all staff of the Executive Directorate, and help all staff members participating in the new voluntary initiative for network exchange to promote mobility through lateral transfers of staff in networked groups, such as the political, peace and security occupational network.	0
5. Underscores the fact that the crisis in Côte d'Ivoire can be resolved only through dialogue and consultation, with the support of the international community. The Council urges the parties to show utmost restraint and refrain from any use of force and unilateral action, which can only further complicate the search for a solution;	1
The humanitarian consequences of the continuing violence in Iraq are a matter of great concern to my delegation.	0
This Declaration reminds the world that crime victims should be treated with compassion and respect and states that they are entitled to receive justice, be treated fairly and obtain redress in the form of restitution, compensation and other assistance for the injuries that they have suffered.	0
103. Clearly, terrorists will use the most reliable and effective arms that they can obtain.	0
38. Encourages all Member States, in particular designating States and States of residence or nationality, to submit to the Committee additional identifying and other information, along with supporting documentation, on listed individuals, groups, undertakings and entities, including updates on the operating status of listed entities, groups and undertakings, the movement, incarceration or death of listed individuals and other significant events, as such information becomes available;	1
"The Security Council stresses the need to address sustainably the root causes of the conflict in eastern DRC and reiterates its support for the implementation of the commitments under the Peace, Security and Cooperation (PSC) Framework for the Democratic Republic of Congo and the region, which is essential to achieving lasting peace and security in the Great Lakes region.	1
President Al-Bashir retaliated diplomatically against the Kenyan decision and threatened economic and trade sanctions.	0
"The Security Council recognises the need for systematic monitoring and reporting on progress to protect civilians in armed conflict.	1
83. The MPCI combatants provided the mission with information on the existence of other mass graves in the combat zones. The mass graves are said to be five in number, three of them at Man and two at Danané, 72 kilometres from Man.	1
65. The Directorate, together with the Centre on Global Counter-terrorism Cooperation and with the support of the Governments of the Netherlands and Germany, held a subregional workshop for East African Member States on effective monitoring of alternative remittances to prevent terrorist financing abuse, in Addis Ababa, in December 2013. The aim of the workshop was to raise awareness of the risk for informal money remitters who could be used to fund terrorist activities; promote a dialogue among regulatory agencies, law enforcement officials and the money remitters; promote financial inclusion and identify best practices.	1
The Council expresses its deepest concern that civilians continue to account for the majority of victims of acts of violence committed by parties to armed conflicts, including as a result of deliberate targeting, indiscriminate and excessive use of force and of sexual and gender based violence.	0
It is clear that all of the institutions of law and order in Iraq face severe challenges.	0
Many of them reported similar stories of being taken by ISF, handcuffed, blindfolded, stripped and detained for a period of time while being questioned about Mr. Abu Adass and his affiliations with Islamic groups; most reported that they shared with their interrogators their view that Mr. Abu Adass was a loner and introvert who did not have the intelligence to be capable of committing such a crime.	0
The Special Representative of the Secretary-General said that, owing to famine, the humanitarian situation in Somalia was dire and was causing deaths and displacement on a massive scale.	0
5. Confirms that the requirements in paragraph 1 (a) above apply to financial and economic resources of every kind, including but not limited to those used for the provision of Internet hosting or related services, used for the support of those on this List, as well as other individuals, groups, undertakings or entities associated with the Taliban in constituting a threat to the peace, stability and security of Afghanistan;	1
38. Because of the urgency of the present situation, the international community's efforts must be immediate, coordinated and determined.	0
She said that ISIL and all other parties to the conflict were killing and injuring people and destroying villages, towns and cities with impunity.	0
In addition, Ms. Bellamy introduced three child delegates to the Children's Forum -- Wilmot from Liberia, Eliza from Bosnia and Herzegovina, and Jose from East Timor -- who gave personal accounts describing the experiences of children caught in armed conflict and appealing for an end to war.	1
The flight was cancelled and a crisis averted only after the Commander of the Licorne force, General Irastorza, phoned the FANCI Chief of Staff, General Mangou, to say that such a flight would be considered as a hostile action.	0
The Directorate will facilitate the delivery of the requested training to customs officials, border police and financial intelligence units in the first quarter of 2014.	0
Encouraging in this context, the parties to demonstrate further political will towards a solution including by expanding upon their discussion of each other's proposals,	1
5. My recent visit to the Sahel region reinforced my belief in the importance of considering peace, security, development and human rights in an interconnected manner.	1
Nevertheless, the Deputy Prime Minister's Social Democratic Party has publicly indicated that it would not withdraw from the AMP coalition in order not to jeopardize the stability of the Government.	1
598. In the light of the above comments and on the basis of the aforementioned body of law on human rights, the proposition is warranted that, at present, whenever a gross breach of human rights is committed which also amounts to an international crime, customary international law not only provides for the criminal liability of the individuals who have committed that breach, but also imposes an obligation on States of which the perpetrators are nationals, or for which they acted as de jure or de facto organs, to make reparations (including compensation) for the damage done.	1
It will be recalled that, after first denying the allegation as a campaign of calumny orchestrated by his enemies, Mr. Bemba admitted the veracity of the charges and promised to prosecute those suspected of having committed the crimes.	1
46. On the ground, the situation is complex and troubling -- especially for the minority communities.	0
The progressive lifting of the green line continues to be based on a comprehensive threat assessment; consultations with the integrated command centre; and the improvement in the overall security situation, in particular the assessed low probability of military confrontation between the former belligerents.	1
The Council underlines the need to strengthen the transnational cooperation of law enforcement agencies, including through the inclusion of maritime security in Security Sector Reforms and through the adoption of bilateral and regional agreements to facilitate measures, in accordance with international law, against drug trafficking by sea and for the prosecution of suspects engaged in such trafficking, following maritime interdictions on the high seas. It calls for the continued support of the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations.	0
Despite strict legal and operational controls, artisans and family businesses that manufacture small arms and light weapons persist throughout the region.	0
(c) Support the efforts of the Government of the [affected country] to ensure the protection of civilians from violations of international humanitarian law and human rights abuses, including all forms of sexual and gender-based violence, to promote and protect human rights and to fight impunity, including through the implementation of the Government's "zero-tolerance policy" with respect to discipline and human rights and humanitarian law violations, committed by elements of the security forces, in particular its newly integrated elements;	1
Urge the Secretary-General and his Special Envoys to ensure the participation of women in discussions pertinent to the prevention and resolution of conflict, the maintenance of peace and security, and post-conflict peace-building, and encourage all parties to such talks to facilitate the equal and full participation of women at all decision-making levels.	1
Mainstream gender in needs assessments and resource allocations in post-conflict reconstruction.	0
As the Secretary-General's report (S/2004/634) makes clear, tackling the problem is a daunting challenge.	0
Joint criminal enterprise for the commission of international crimes	0
"The Security Council recalls its resolutions and the statements of its President on post-conflict peacebuilding, in particular S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2, and S/PRST/2011/4, and reaffirms the critical importance of peacebuilding as the foundation for sustainable peace and development in the aftermath of conflict.	1
Expressing the desire to unify their forces and promote inter-community harmony within all components of the society of the Azawad;	0
The Maoist militia carried out a range of functions during the conflict, including mobilization, propaganda, serving as an irregular army and providing different forms of "law enforcement" in areas under CPN-M control. When the Maoist militia was disbanded, many members reportedly joined the CPN-M's Young Communist League, an organization re-established in December 2006.	0
11. Requests the Secretary-General to include in his next report a comprehensive assessment of MONUC's DDR and DDRRR programmes and, in close coordination with his Special Envoy for the Great Lakes region, to make recommendations on possible adjustments needed to increase their effectiveness, resourcing and coordination with MONUC's military component;	1
4. Throughout the period of its mandate, the Monitoring Group kept the Security Council Committee established pursuant to resolution 751 (1992) informed of its activities by submitting progress reports every two weeks through the United Nations Secretariat and by providing a midterm briefing at United Nations Headquarters in New York in July 2005.	1
MINUSMA also identified 32 survivors of conflict-related sexual violence in the region of Timbuktu and referred them to non-governmental organizations ready to assist them in filing their cases with the justice system.	0
4. On 25 July, I informed the Security Council of my decision to appoint Peter van Walsum (Netherlands) as my Personal Envoy for Western Sahara to help me assess the situation and to explore with the parties, neighbouring States and other stakeholders how best to overcome the present political impasse.	0
I particularly urge the Abkhaz side to honour its previous commitments and to allow the opening of a human rights sub-office in Gali, to permit the teaching of local youth in their native Georgian language and to accept the deployment of UNOMIG police officers in the Gali district.	1
5. The Coordinator made three visits to the region (in February, April and May) that coincided with the meetings of the Technical Subcommittee and Tripartite Commission. On 9 February 2011, he was received by the Deputy Prime Minister and Minister for Foreign Affairs of Kuwait, Sheikh Mohammed Al-Sabah Al-Salem Al-Sabah, who indicated that the emerging spirit of cooperation between Iraq and Kuwait needed to be translated into practical and result-oriented steps towards the resolution of the outstanding issues, including the files of the missing persons and property.	1
1. Decides to extend until 31 December 2009 the arrangements established in paragraph 20 of resolution 1483 (2003) for the depositing into the Development Fund for Iraq of proceeds from export sales of petroleum, petroleum products and natural gas and the arrangements referred to in paragraph 12 of resolution 1483 (2003) and paragraph 24 of resolution 1546 (2004) for the monitoring of the Development Fund for Iraq by the International Advisory and Monitoring Board and further decides that, subject to the exception provided for in paragraph 27 of resolution 1546 (2004), the provisions of paragraph 22 of resolution 1483 (2003) shall continue to apply until that date, including with respect to funds and financial assets and economic resources described in paragraph 23 of that resolution;	0
"The Security Council calls upon all parties to armed conflict to comply with their obligations under international humanitarian law to respect and protect, and refrain from attacking, medical personnel, provided that they take no action adversely affecting their status as civilians, and facilities, as well as from using medical infrastructure in fighting.	1
The UNMIK interim health policy was modified to take into account the recommendations of a task force composed of local and international health professionals.	0
7. Calls upon all States to act strictly in accordance with the provisions of this resolution, notwithstanding the existence of any rights or obligations conferred or imposed by any international agreement or any contract entered into or any licence or permit granted prior to the date of coming into force of the measures imposed by paragraph 4 above;	1
It urges the international community to ensure adequate and timely funding in response to humanitarian need across crises so as to provide sufficient humanitarian assistance in alleviating the suffering of civilian populations, in particular those in areas affected by armed conflict or emerging from a situation of conflict.	1
Underlining the obligation placed upon all Member States to implement, in full, resolution 1373 (2001), including with regard to any member of the Taliban and the Al-Qaida organization, and any individuals, groups, undertakings and entities associated with the Taliban and the Al-Qaida organization, who have participated in the financing, planning, facilitating and preparation or perpetration of terrorist acts or in supporting terrorist acts, as well as to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions,	0
36. At least three listed Al-Qaida individuals have been reported killed by official sources.	0
c) destroys or causes extensive damage to public installations, transport or telecommunication systems, including information systems, fixed platforms on the continental shelf, power supply installations, water supply installations, medical or any other important facilities, public places or property with the aim to endanger human lives, the safety of an installation, system or place, or to expose property to the risk of extensive damage,	0
46. Since the last mandate ended, in mid-March 2005, the relationship between TFG and the opposition has seriously worsened, making the likelihood of a severe military confrontation between the two highly likely.	0
The breakaway group of parliamentarians has rejected the Garowe process and has passed a motion bringing forward the presidential elections from July to 30 April this year.	0
Reiterating the request that UNHCR maintain its consideration of a refugee registration in the Tindouf refugee camps,	1
360. It is apparent from the information collected and verified by the Commission that rape or other forms of sexual violence committed by the Janjaweed and Government soldiers in Darfur was widespread and systematic and may thus well amount to a crime against humanity.	0
50. During the reporting period, MINUSMA aviation assets were temporarily deployed in Kidal to conduct reconnaissance and surveillance operations on armed groups' movements, notably in the Tilemsi valley (Gao region).	0
7. Calls upon all States to refrain from conducting a nuclear test explosion and to sign and ratify the Comprehensive Nuclear Test Ban Treaty (CTBT), thereby bringing the treaty into force at an early date;	1
(a) The violence at the Government Palace at about midday on 28 April which resulted in two deaths, at least four firearm injuries and two other serious injuries;	0
Its conclusions have serious implications for the accountability of government officials and its recommendations must be carefully considered by the Council as it determines what approach should be taken to finally end abuse and impunity in Darfur.	0
In its resolution 2154 (2014), adopted on 8 May 2014, the Security Council noted with deep appreciation how Captain Mbaye Diagne of the United Nations Assistance Mission for Rwanda and of Senegal, saved, unarmed and in the face of extreme danger, hundreds, or perhaps even a thousand Rwandans from death during the 1994 genocide.	1
"The Security Council expresses its serious concern that the continued instability and increased security vacuum in the CAR continue negatively to affect counter-LRA operations and to contribute to the reinforcement of the LRA in the country.	0
90. Paragraph 4 of resolution 1624 (2005) stresses that "States must ensure that any measures taken to implement paragraphs 1, 2 and 3 of this resolution comply with all of their obligations under international law, in particular international human rights law, refugee law, and humanitarian law".	1
She announced that the Secretary-General had received East Timor's application for admission to membership in the United Nations, and looked forward to its consideration by the Council.	1
Azerbaijan's refusal to engage in direct negotiations with the elected representatives of Nagorny Karabakh is one of the main impediments to the resolution of the conflict referred to by the representative of Azerbaijan.	0
17. Recognizes the comprehensive international standards embodied in the Financial Action Task Force's (FATF) revised Forty Recommendations on Combating Money Laundering and the Financing of Terrorism and Proliferation, and encourages CTED to work closely with the FATF, including in the FATF's mutual evaluations process, focusing on effective implementation of counter terrorist financing recommendations;	1
- terrorism can only be defeated, in accordance with the Charter of the United Nations and international law, by a sustained comprehensive approach involving the active participation and collaboration of all States, international and regional organizations, and by redoubled efforts at the national level.	1
The Unit participates in multi-agency task forces set up to investigate money-laundering and predicate crimes, including the financing of terrorism.	0
o On 18 November 2014, regime helicopters dropped 2 barrel bombs on Maar Shmarien, killing 6 civilians, including 4 children and 2 women.	0
Conducted on the Committee's behalf by the Executive Directorate, they provide an opportunity to discuss, inter alia, terrorism-related trends and challenges, States' counter-terrorism efforts, strengths, weaknesses and technical assistance needs, and good practices in implementing the two resolutions.	1
59. The mission will discuss with the Ugandan authorities ways and means of resolving this conflict, including implementation of the amnesty law for members of the Lord's Resistance Army who are not responsible for the most serious violations of human rights and international humanitarian law, in the context of recent attempts at negotiation and the proceedings instituted by the International Criminal Court to bring to justice those responsible for serious violations of human rights and international humanitarian law.	1
(c) Prevent the direct or indirect supply, sale, or transfer, to these individuals, groups, undertakings and entities from their territories or by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types including weapons and ammunition, military vehicles and equipment paramilitary equipment, and spare parts for the aforementioned and technical advice, assistance, or training related to military activities;	0
o On 15 November 2014, regime helicopters dropped a barrel bomb on Omar ibn al-Khattab Mosque in Aleppo, heavily damaging the mosque.	0
(a) Promote the adoption of the international counter-terrorism instruments and legislation to fully implement the international counter-terrorism instruments across the subregion;	1
22. At its 44th formal meeting, on 1 May 2014, the Working Group discussed the report of the Secretary-General on children and armed conflict in Mali (S/2014/267), covering the period from January 2012 to December 2013.	1
42. The United Nations Interregional Crime and Justice Research Institute, at the request of Working Group 2 of the Contact Group on Piracy Off the Coast of Somalia and with the support of the Government of Italy, organized two informal expert working group meetings in 2013 to draft a set of guidelines, standards and best practices with regard to the use of privately contracted armed security personnel aboard merchant vessels, for the use of private sector companies and interested Governments.	1
Re-recruitment is a grave violation in itself, but it also severely undermines the ability of programmes to operate, and for children to have confidence in their rehabilitation without harassment.	0
All but one of 25 European Union member States participate in the Mission (420 police officers) together with nine non-EU contributing States (52 police officers).	0
Call upon all parties concerned to create the conditions conducive to allowing the voluntary, safe, dignified and sustainable return, local integration or resettlement of refugees and displaced persons.	1
As noted above, it has become clear that counter-terrorism measures are most effective when they are implemented in the context of a broad strategy that incorporates attention to the factors that contribute to extremism, including by ensuring that those involved in recruiting for terrorist groups or inciting terrorist acts are prevented or dissuaded from doing so.	0
20. Encourages Member States to exchange information expeditiously with other Member States, in particular states of origin, destination and transit, when they detect the travel of individuals on the Al-Qaida Sanctions List;	1
106. All States except one have met the deadline set by ICAO to issue machine-readable travel documents.	0
464. The Committee made recommendations in the areas of security, humanitarian aid, social structure enhancement, services and development, opening up of police posts with adequate logistics for speedy response to crises and seizure of arms in the wrong hands.	1
(n) To coordinate and cooperate with the national counter-terrorism focal point or similar coordinating body in the state of visit where appropriate;	0
12. Noting progress in the reform of the judiciary, including towards the establishment of the Constitutional Court, the Cour de Cassation and the Conseil d'Etat as envisaged in the Constitution, the Minister of Justice stressed the importance of establishing tribunals in each of the 145 territories to effectively restore State authority and adjudicate disputes at the local level.	0
27. On several occasions, I have stated my firm conviction that the disarmament of Hizbullah and other militias can best be achieved through a Lebanese-led political process, which will achieve the ultimate goal that there are no weapons or armed forces in Lebanon other than those of the Lebanese State.	0
It also appears that, while SLM/A is the larger military actor of the two, the JEM is more political and has a limited military capacity, in particular following the reported split of the group and the ensuing emergence of NMRD (see para. 139 below).	0
(k) In the light of the past expenditures by the leadership, the military and security apparatus, realign priorities and dedicate the resources made available to ensure, as necessary, freedom from hunger and other essential minimum standards for citizens, including those citizens serving in the armed forces;	0
However, the crucial element of genocidal intent appears to be missing, at least as far as the central Government authorities are concerned.	0
Members also looked forward to the list of violators of sanctions that the Monitoring Group was expected to provide in its final report.	1
Its unwillingness to enforce the rule of law and to ensure respect for the sovereignty and territorial integrity of a United Nations Member State has compromised its credibility as well as its legal and moral authority.	0
Decides to adopt the attached declaration on the global effort to combat terrorism.	1
Recognizing the need for civilian and military leaders, consistent with the principle of command responsibility, to demonstrate commitment and political will to prevent sexual violence and to combat impunity and enforce accountability, and that inaction can send a message that the incidence of sexual violence in conflicts is tolerated.	0
13. From 13 to 17 September, WFP, in collaboration with UNHCR, carried out a midterm review of its feeding programme in the Tindouf area refugee camps, in which the Government of the United States and the European Commission Humanitarian Aid Office participated as observers.	0
Reaffirming its commitment to the political settlement of the conflicts in the former Yugoslavia, preserving the sovereignty and territorial integrity of all States there within their internationally recognized borders,	1
"The Security Council supports the Six-Party Talks and calls for their early resumption with a view to achieving the verifiable denuclearization of the Korean Peninsula in a peaceful manner and to maintaining peace and stability on the Korean Peninsula and in north-east Asia.	1
24. The midterm review of the Joint Vision Strategy was completed in September 2011, following consultations with the Government. The review highlighted the United Nations contribution to the implementation of the Government's Agenda for Change and provided direction towards a programmatic approach that would allow for greater synergies and more flexibility in United Nations interventions.	1
68. I welcome the progress achieved in the clearance of mines and explosive remnants of war in Western Sahara.	0
The Council invites UN Women to regularly contribute to its work on women and peace and security and notes the valuable role it will play in supporting women's roles in peacebuilding and the prevention of sexual violence in conflict, including through coordination and coherence in policy and programming for women and girls.	1
13. Regarding the Monitoring Team's recommendation on the payment of ransom to listed entities (para. 60), the Committee would like to refer to paragraph 5 of resolution 1904 (2009), in which the Council confirmed that the requirements set out in paragraph 1 (a) of the same resolution also apply to the payment of ransoms to individuals, groups, undertakings or entities on the Consolidated List.	0
3. The participants considered that because of their gravity, these events underscored the necessity and urgency of accelerating the preparations for the inclusive inter-Malian dialogue, in such a way as to lay the groundwork for genuine reconciliation among Malians and for lasting peace, security and stability in the country.	1
The Special Court of Sierra Leone, the first war crimes tribunal since Nuremberg to be based in the country where the atrocities occurred, was determined to make public outreach and the publicizing of justice a priority.	0
UNHCR provided training for relevant officials of Belarus and Ukraine aimed at ensuring effective and fair implementation of the provisions on determining refugee status set forth in the 1951 Convention.	0
It is clear that these circumstances represent the single greatest obstacle to stability and progress in Afghanistan and that, if allowed to continue, they threaten to undo the progress made over nearly three years.	0
"The Security Council welcomes the decision by the African Union to dispatch a Reconnaissance Mission to prepare the ground for the deployment of military monitors to Somalia, and calls upon Somali leaders to cooperate with this initiative.	1
"The Security Council reaffirms its strong commitment to the sovereignty, independence, unity and territorial integrity of Syria and all other States affected by the Syrian conflict, and to the purposes and principles of the Charter of the United Nations.	1
Thirty-two sets of remains, presumably of Iraqi military personnel, some of them with identification tags, were discovered. They will be handed over to the Iraqi authorities once the necessary procedures have been completed.	0
A genuine understanding of the challenges that each individual country faces is developing.	0
However, my delegation notes with regret that the security situation remains a concern.	0
(e) To submit a comprehensive programme of work to the Committee for its review and approval, as necessary, in which the Monitoring Team should detail the activities envisaged in order to fulfil its responsibilities, including proposed travel, based on close coordination with CTED and the 1540 Committee's group of experts to avoid duplication and reinforce synergies;	1
"The Security Council recalls its support for the Secretary-General's efforts for the establishment of the Special Tribunal for Lebanon in a timely manner, as a means to put an end to impunity in Lebanon and deter further assassinations in Lebanon.	1
Measures to prevent the illegal cross-border movement of persons are implemented in eight States, and nine effectively monitor and control the import and export of arms and explosives.	0
The Security Council also invites the three Committees to continue cooperation with the working group established pursuant to resolution 1566 (2004).	1
Ø Call for strict compliance by parties to armed conflict with applicable international humanitarian law and human rights law relating to the protection of women and girls affected by armed conflict.	1
At the meeting on 21 May there was specific reference to the weapons issue as described in paragraph 93.	1
It was reported that physical and mental suffering was systematically inflicted on the detainees as punishment for their suspected affiliation with or support of rebels, and with the purpose of obtaining information or confessions.	0
Aside from these operational matters, as a general policy, the Ombudsperson will treat the requests submitted as confidential.	1
International and regional cooperation in preventing the Calls upon all Member States, in particular States of the region, acting nationally or through regional organisations or arrangements, in order to ensure strict implementation of the arms embargo established by [provision of the relevant resolution], to inspect in their territory, including seaports and airports, and on the high seas, vessels and aircraft bound to or from the [affected State], if the State concerned has information that provides reasonable grounds to believe that the cargo contains items the supply, sale, transfer or export of which is prohibited by [paragraph of the relevant resolution] ..., including the provision of armed mercenary personnel, calls upon all flag States of such vessels and aircraft to cooperate with such inspections and authorises Member States to use all measures commensurate to the specific circumstances to carry out such inspections	0
Yet Iraq is still confronted by forces of terrorism that incorporate foreign elements which carry out horrific attacks and terrorist acts in an attempt to thwart political and economic development in Iraq.	0
The outcome of this dialogue would strengthen the climate of stability.	1
Areas under regime siege continue to experience daily bombardment resulting in civilian massacres, without any media coverage or attention.	0
The Council urges the [affected State] to continue to provide asylum to all refugees regardless of their origin.	1
Following the anticipated elections, consultations with the newly elected Government will be essential in order to determine the nature and level of support the Ivorian authorities will require from UNOCI for the legislative and local elections before the Operation begins to draw down.	1
The Council expresses its deepest concern that civilians continue to account for the majority of victims of acts of violence committed by parties to armed conflicts, including as a result of deliberate targeting, indiscriminate and excessive use of force, use of civilians as human shields and of sexual and gender based violence, as well as all other acts that violate applicable international law.	0
