en	VerConf
However, the crucial element of genocidal intent appears to be missing, at least as far as the central Government authorities are concerned.	1
(c) Strengthen judicial oversight programmes of police activities and promote continued dialogue with relevant international and regional mechanisms with a view to ensuring compliance with international human rights obligations in the context of counter-terrorism.	0
It is essential that States ensure that their control regimes, for both military and commercial explosives, are as robust as possible.	0
Security sector reform remains one of the major challenges for long-term peace and stability.	1
On the one side, there were those who considered it natural that a country would define the requirements for citizenship or nationality, while on the other, there were those who denounced the exploitation of this concept as having been at the origins of the crisis in Côte d'Ivoire.	1
Decides that [regional organization force] is authorized to take all necessary measures, within its means and capabilities, to carry out the following tasks, in accordance with the agreement to be reached between the [regional organization] and the United Nations: ...	0
The objectives of the meeting were to initiate a dialogue with the private sector; to gain a better understanding of the challenges faced by the financial community in implementing the sanctions regime; to identify ways to make compliance more straightforward, cost effective and efficient, and to generate ideas for improvement.	0
On 18 November, the Council held a briefing and consultations on the reports of the Secretary-General on the activities of the United Nations Assistance Mission for Iraq (UNAMI) (S/2014//774) and the search for missing Kuwaiti and third-country nationals and missing Kuwaiti property, including the national archives (S/2014/776).	0
"The Security Council encourages relevant United Nations bodies, in particular the Counter-Terrorism Executive Directorate (CTED), in close cooperation within the CTITF, to focus increased attention on resolution 1624 (2005) in its dialogue with Member States to develop, in accordance with their obligations under international law, strategies which include countering incitement of terrorist acts motivated by extremism and intolerance and in facilitating technical assistance for its implementation.	0
It is clear that these circumstances represent the single greatest obstacle to stability and progress in Afghanistan and that, if allowed to continue, they threaten to undo the progress made over nearly three years.	1
This will require a clear position, particularly -- if I may speak frankly -- from the United States of America.	1
While Hizbollah's actions are deplorable and, as I have said, Israel has a right to defend itself, the excessive use of force is to be condemned.	1
The Royal Moroccan Army also reported that its efforts had been hampered by limited resources and the lack of information relating to areas contaminated by mines.	1
23. There are also continuing concerns about the Emarat Kavkaz (QE.E.131.11), a terrorist organization in the North Caucasus led by Doku Khamatovich Umarov (QI.U.290.11). The group was responsible for multiple attacks in the Russian Federation.	0
11. The listing criteria for the Taliban sanctions regime are set out in paragraphs 2 and 3 of resolution 2160 (2014) and pertain to association with the Taliban in constituting a threat to the peace, stability and security of Afghanistan.	1
The use of other weapons, such as swords, has also been noted, albeit less frequently.	0
This use of home-made explosives demonstrates the adaptability of Al-Qaida-related terrorists in countries that implement the arms embargo effectively.	0
But we do not believe that sovereignty demands that the Council stand silent when Governments massacre their own people, threatening regional peace and security in the process.	1
The Commission notes with concern the absence of systematic control over PNTL weapons and ammunition.	1
We cannot fail to express concern at the worsening security situation in regions that previously were relatively calm.	1
The regime nevertheless continues to suffer setbacks in the courts, albeit before the Committee could demonstrate the efficacy of the Ombudsperson process.	1
The signatories also committed themselves to conducting an open and honest electoral campaign and establishing a parliamentary commission on corruption at the next session of Parliament.	0
In that regard, another participant, pointing to the rising costs of peacekeeping operations, regretted the Council's lack of military expertise.	1
(b) to monitor and report on the human rights situation, in cooperation with the Office of the United Nations High Commissioner for Human Rights, including on the situation of returned refugees and displaced persons.	0
Members expressed concern over the security situation and underlined that, unless it was addressed quickly and effectively, normalization might become stalled, undermining the efforts of the authorities to stabilize the State.	1
Eastern members of UPF had been disarmed by Commander da Cruz to make these weapons available.	0
He also addressed dangerous outbreaks of violence in Lebanon between the Lebanese Armed Forces and the Fatah al-Islam gunmen around the Palestinian refugee camps.	0
At the outset, I must express our strong concern about the security situation in the country.	1
"The Security Council reiterates its readiness to impose sanctions on individuals and entities who harbour, finance, facilitate, support, organize, train, or incite individuals or groups to perpetrate acts of violence or terrorist acts against other States or their citizens in Somalia or its region in accordance with its relevant resolutions, and other regional networks as well as individuals, groups, undertakings and entities who do not cut off all ties to Al Qaida and associated groups, including Al Qaida in Islamic Maghreb (AQMI), "Mouvement pour l'Unicité et le Jihad en Afrique de l'Ouest" (MUJAO) and Ansar Eddine, in accordance with resolution 2083 (2012).	1
Five have established adequate jurisdiction for the relevant offences in their legislation.	0
The investigation and prosecution of cases involving new payment methods requires a high level of technical skill and speedy action by the authorities. They also require enhanced forms of international cooperation, especially in the preservation of electronic evidence.	0
46. Since the last mandate ended, in mid-March 2005, the relationship between TFG and the opposition has seriously worsened, making the likelihood of a severe military confrontation between the two highly likely.	0
Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,	1
Having met in Algiers at the urging of Algeria in a continuing effort to align more closely the positions of the armed movements in northern Mali so as to create all the conditions for the success of the future negotiations with the Government of Mali;	0
The members of the Council stressed that UNMEE was established at the invitation of both parties, standing ready to help them in the implementation of the Algiers Agreements.	0
Nevertheless, there are many miles to go to affect real and sustained change with regard to outcomes and results on the ground.	0
"The Security Council expresses its readiness to consider specific recommendations from its Working Group on Children and Armed Conflict on violations and abuses committed against children by parties listed in the annexes of the Secretary-General's reports, whenever they occur, with a view to considering action on them, without prejudging or implying a decision by the Security Council as to whether or not to include a situation in its agenda.	0
:: Explore and execute more effective ways of obtaining missing information	0
I am pleased to note that the Council recognized the importance of increased coordination and information exchange among the actors involved in the monitoring of the arms embargo.	0
I encourage the Government of Iraq to expeditiously take further practical steps towards fulfilling its obligations under paragraph 14 of Security Council resolution 1284 (1999).	0
81. The Team is also in charge of a task force project to produce documentaries that illustrate the true nature of terrorism as seen through the eyes of perpetrators and victims.	0
Let us speak frankly: these accounts from the press, human rights groups and civilians on the ground raise grave concerns about the nature and scale of the conflict.	1
Thirty-two sets of remains, presumably of Iraqi military personnel, some of them with identification tags, were discovered. They will be handed over to the Iraqi authorities once the necessary procedures have been completed.	0
The collection of timely, accurate, reliable and objective information on conflict-related sexual violence is crucial to tailoring the Council's responses, as well as to enhancing action to prevent sexual violence.	1
The Commission also received credible evidence that the ranks of the Janjaweed include fighters from neighbouring countries, primarily Chad and the Libyan Arab Jamahiriya.	0
Involve women through the creation of gender-balanced conflict prevention committees, including representatives of civil societies.	0
(i) Facilitating research in those areas of the three resolutions that require further examination, including the analysis of terrorism-related trends and methodologies in global and regional settings and the analysis of counter-terrorism measures;	0
7. The Executive Directorate will further enhance its cooperation with the relevant United Nations bodies, including the Analytical Support and Sanctions Monitoring Team established pursuant to Security Council resolution 1526 (2004) and the group of experts assisting the Security Council Committee established pursuant to resolution 1540 (2004), as well as with various international, regional and subregional organizations, including in the context of the Committee's visits to States.	0
In my delegation's opinion, in order to prevent new outbreaks of violence and instability in the northern Kosovo, it remains essential that the process of reconciliation be accompanied by policies that are aimed at guaranteeing the socio-economic stability of the communities in a non-discriminatory manner.	1
The multi-ethnic concept of Kosovo and Metohija propounded in the report has been all but abandoned, which is particularly evident in the establishment of the judicial system in Kosovo and Metohija (para. 57).	1
Four States have adequately criminalized terrorist recruitment, while the remainder have either partially done so, or have not done so at all.	0
o On 30 November 2014, regime warplanes launched a missile at a commercial street in Hatla village, Deir ez-Zor, killing 12 people, including 5 children and 4 women, and injuring 11 others; 6 shops and 3 homes were destroyed.	0
Three days later, the Jaleele bought 25 AK-47 assault rifles, 2 anti-aircraft guns, 6 PKM machine guns, 4 RPG-2s and ammunition.	0
This led the Security Council to determine, in its resolution 1556 (2004), that the conflict in the Sudan constituted a threat to international peace and security and to stability in the region and to call upon the Government under chapter VII of the Charter of the United Nations to fulfil immediately commitments made in the joint communiqué.	1
Review and Maintenance of the List 25. Recognizes that the ongoing conflict in Afghanistan, and the urgency that the Government of Afghanistan and the international community attach to a peaceful political solution to the conflict, requires timely and expeditious modifications to the List, including the addition and removal of individuals and entities, urges the Committee to decide on delisting requests in a timely manner, requests the Committee to review each entry on the list on a regular basis, including, as appropriate, by means of reviews of individuals considered to be reconciled, individuals whose entries lack identifiers, individuals reportedly deceased, and entities reported or confirmed to have ceased to exist, directs the Committee to establish guidelines for such reviews accordingly, and requests the Monitoring Team to circulate to the Committee every six months:	0
177. The courts and structures under the Constitution which have been established are still developing and the system remains heavily dependent upon international personnel performing line functions.	0
56. It is encouraging that continued advances were made in all of UNMIT's four mandated priority areas, including dialogue initiatives on critical national issues, further progress in resumption of primary policing responsibilities by PNTL, the promulgation of the national security legislative package, the Strategic Development Plan and the Justice Sector Strategic Plan for Timor-Leste.	1
In order to identify perpetrators, the Commission decided that there must be a reliable body of material consistent with other verified circumstances, which tends to show that a person may reasonably be suspected of being involved in the commission of a crime.	0
(f) In the fulfilment of its mandate, the Committee shall be assisted by the Counter-Terrorism Committee Executive Directorate, under the policy guidance of the plenary.	0
Even worse, the activities of these terrorist groups pose a serious threat to the efforts of international missions for peacebuilding and peacekeeping, for example in Somalia and Mali.	1
The international community must thus take the necessary measures to prevent Israel from persisting in the deplorable, destructive policy it has begun in Gaza, and must stress its rejection of all such Israeli practices, which are a violation of international law and international humanitarian law.	1
10. Measures taken by States cover prohibited activities by non-State actors, as listed in paragraph 2 of resolution 1540 (2004) relating to nuclear, chemical and biological weapons and their means of delivery, and controls over related materials, in accordance with paragraph 3 of the resolution.	0
"The Security Council expresses deep concern at the direct threat the activity of armed groups poses for the safety of the civilian population and the conduct of humanitarian operations.	1
In the view of the delegation of Togo, all those issues require prompt action to prevent the Sahel region from sinking into complete insecurity, which would be very damaging to its development.	1
The Commission could not confirm a claim by the Government that injured soldiers and civilians had been killed inside the hospital building.	1
562. There is another and more specific reason why the political and military leadership of SLA and JEM cannot refuse to accept accountability for any crime committed by their troops in the field if such leadership refrained from preventing or suppressing those crimes.	1
The international community must take upon itself the responsibility to protect the civilians of Darfur and end the rampant impunity currently prevailing there.	0
579. Third, the investigation and prosecution would relate to persons enjoying authority and prestige in the country and wielding control over the State apparatus. The establishment of a special court by agreement between the actual Government and the United Nations for the investigation and prosecution of members of that very Government seems unlikely.	0
(c) the Commission shall have the authority to determine the location and modalities for interview of Syrian officials and individuals it deems relevant to the inquiry;	0
The international commission would be composed of a panel of three eminent personalities having the appropriate experience and a reputation for probity and impartiality.	0
As a result, the security situation in Mitrovica has improved significantly, as has the provision of judicial and detention services. However, little or no progress has been made in returns of displaced Kosovo Serbs and Kosovo Albanians to their homes on respective sides of the Ibar River.	0
She said that no one knew who had attacked the helicopter since the incident occurred near Bentiu, where the armed parties are very close to each other.	0
The Chair noted the enduring concern of some countries over the scope of the high-risk area.	1
We are deeply concerned that the ad hoc processes established for this purpose appear to have failed.	1
Reaffirms that ending impunity is essential if a society in conflict or recovering from conflict is to come to terms with past abuses committed against civilians affected by armed conflict and to prevent future such abuses	1
Expressing its concern about the continued reports, including those reported by the Secretary-General in [relevant report], of human rights abuses and violations of international humanitarian law, including against women and children and the reports of increased incidents of sexual violence in particular those attributed to armed men, stressing the importance of investigating such alleged violations and abuses ... committed by all parties, irrespective of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice irrespective of their political affiliation, while respecting the rights of those in detention ..., urging the Government to increase and expedite its efforts to combat impunity,	1
One speaker attributed this to a sense of frustration and detachment of many Member States towards the work of the Council.	1
He also reported that the United Nations Disengagement Observer Force (UNDOF) continued to observe heavy clashes between the Syrian armed forces and armed members of the opposition, as well as air strikes by Syrian armed forces, inside the area of separation and area of limitation.	0
In the case of Africa, the Council addressed the serious situation on the border between Rwanda and the Democratic Republic of the Congo, reviewed the continuing political impasse between Ethiopia and Eritrea, assessed the implementation of the arms embargo on Somalia, and reinforced efforts to revive the stalled political process in Côte d'Ivoire.	0
Almost two years after the last briefing on the situation in the Great Lakes region (Lord's Resistance Army-affected areas), the Council held a private meeting on 21 July 2011 to discuss the continuing threat by the Lord's Resistance Army (LRA) to regional security.	1
The Security Council condemns all violations of international law, including international humanitarian law, human rights law and refugee law committed against civilians in situations of armed conflict.	1
The Programme was relaunched as the Intergovernmental Authority on Development Security Sector Programme in October 2011 and intends to be more active in this area, including through conferences on de-radicalization and community engagement to counter terrorism.	0
Where appropriate, a stronger linkage between security sector reform and lifting an arms embargo may provide an effective incentive for the success of such reform. This is also important from the point of view of preventing a recurrence of conflict in fragile post-conflict situations.	0
Allegation of disappearance and arrests in the areas controlled by MPCI Disappearances	0
14. Expresses its readiness to consider any additional request for assistance from the Lebanese Government to ensure that all those responsible for this crime are held accountable;	0
We urge the Government of Haiti to take strong measures to prevent such violence and ensure that the perpetrators of those acts are brought to justice.	1
"The Security Council notes with concern the postponement of the first round of the presidential election, scheduled for 29 November 2009 in the 18 May 2009 communiqué of the Permanent Consultative Framework of the Ouagadougou Political Agreement, which was endorsed by all the main Ivorian political actors.	1
The Security Council welcomes, in this regard, the inaugural meeting of the joint United Nations-African Union task force on peace and security held on September 25, 2010 and encourages the task force to focus on strategic and country-specific issues on the continent of interest to both organizations.	0
The Team's report examines why many States still do not recognize the full potential of the sanctions regime.	1
The forest is reportedly now being kept under surveillance by the national army.	0
They suggested further networking or linking of existing networks and stressed the importance of face-to-face meetings and exchanges of peers. Participants recommended considering the "Wiesbaden process" in this regard.	0
The Internet has proven to be a valuable terrorist tool because of the considerable technical and legal challenges involved in monitoring and regulating its content.	0
4. Killing of wounded enemy servicemen	0
The Commission notes with concern the irregularities in the F-FDTL weapons holdings spanning several years.	1
563. The Commission has gathered reliable information which allows it to identify eight senior central Government officials and military commanders and six local government officials or members of the armed forces operating in Darfur who may be suspected of being responsible for knowingly failing to prevent or suppress the perpetration of crimes, that is, for superior responsibility.	0
The police, located at the edge of the camp, showed no interest in confronting the Janjaweed.	0
I particularly urge the Abkhaz side to honour its previous commitments and to allow the opening of a human rights sub-office in Gali, to permit the teaching of local youth in their native Georgian language and to accept the deployment of UNOMIG police officers in the Gali district.	0
Two suspects in the attack are in custody in the prison built under the Maritime Crime Programme of UNODC.	0
However, of all transparency measures on weapons systems, those on small arms are the least developed.	1
The concern for the implementation of the joint communiqué of 2 April 2009, alluded to in the report, is well noted.	1
The Council reiterates the importance of addressing women's peacebuilding needs and their involvement in the development and implementation of post-conflict strategies.	0
We are also concerned at the very high unemployment rate and the widespread poverty in the country.	1
The threat from Al-Qaida and the Taliban	1
Welcoming the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) of 8 September 2006 and the creation of the Counter-Terrorism Implementation Task Force (CTITF) to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system,	0
The possible provision of logistical support to the electoral process will have considerable support implications, including in areas not affected by conflict where MONUSCO has reduced its presence.	0
In that context it was pointed out that, in addition to making a crucial contribution to the fight against immunity per se, the Council's establishment of the ad hoc tribunals also had a galvanizing effect at the national level: the existence and work of ICTY spurred the establishment of national war crimes courts in Bosnia and Herzegovina, Croatia and Serbia; and that of ICTR led to considerable pressure to reform the Rwandan justice system.	0
This includes avoiding the use of terms that appear to accept Al-Qaida's claims of religious justification; the Team continues to argue that the use by non-Muslim commentators and politicians of religious terms when describing Al-Qaida, however convenient, commonplace or well-intentioned, makes it harder to undermine its message and to isolate it from its target community.	1
However, inter-communal tensions have remained high in some areas, fuelling several attacks.	0
Since then their number has doubled to 16, in addition to her Special Adviser, and more observers and United Nations Volunteers are being recruited.	0
The regional imbalances in total voter registration rates should be a serious warning in that regard.	1
:: Provide, upon request, information to Member States and international organizations to help them to make more effective offers of or, where appropriate, requests for assistance respectively towards implementing obligations under resolutions 1540 (2004), 1673 (2006) and 1810 (2008), using the matrix as a reference tool for facilitating technical assistance	0
"The Security Council remains gravely concerned about the threat of terrorism, and the risk that non-state actors may acquire, develop, traffic in or use weapons of mass destruction and their means of delivery.	1
The attack in September 2013 on the Westgate shopping centre in Nairobi demonstrates Al-Shabaab's capabilities even after having lost ground in Somalia.	0
B. Preservation of the crime scene	0
"The Security Council underlines the need to bring perpetrators, organizers, financiers and sponsors of this reprehensible act of terrorism to justice, and urges all States, in accordance with their obligations under international law and resolution 1373 (2001) and consistent with resolution 1624 (2005), to cooperate actively with the Algerian authorities in this regard.	0
One battalion and headquarters enabling assets would be needed to secure the Kalemie airport; provide a secure environment for the electoral process; monitor the arms embargo at the airport and ports on Lake Tanganyika-Moba; deter movement of armed elements from South Kivu to Katanga; monitor the Mayi-Mayi in northern and central Katanga and encourage them to join the brassage or disarmament, demobilization and reintegration process; and provide an extraction capability for MONUC and other United Nations personnel located in northern Katanga and the Kasais.	0
53. The United Nations has begun planning for a technical meeting on capacity development in southern Sudan in order to coordinate its approach.	0
As the Secretary-General's report (S/2004/634) makes clear, tackling the problem is a daunting challenge.	1
We are especially distressed by the extremely low number of refugee returns, which are the most useful indicator for assessing the situation in the province.	1
18. These trends are manifest in several contemporary conflict situations on the Council's agenda.	1
As for the debate on procedural change, the Team agrees that any reform should promote the more legal character of the regime that the Council has sought to create over recent years, for example by the addition of "associated with" criteria set out in resolution 1617 (2005) and the introduction of narrative summaries of reasons for listing and the review mechanisms of resolution 1822 (2008).	0
"The Security Council underlines that any attempt to disrupt the peace and transition process in the Democratic Republic of the Congo, including through support for armed groups, will not be tolerated.	1
While UNAMA and the Independent Electoral Commission have so far depended on civilian observers to diffuse conflicts, such a mechanism might not be sufficient to deal with the most serious threats.	1
The Cuban delegation energetically condemns the carrying out of attacks against Palestinian civilians, as well as the general destruction being caused by Israeli occupation forces in the northern Gaza Strip. We also call for an immediate end to those attacks and for the urgent withdrawal of the occupation forces.	1
8. More than six years after the adoption of resolution 1624 (2005), the risk and threat of incitement to commit acts of terrorism remain serious in most parts of the world. There are differences, however, in the level of risk and threat, including among States of the same region or subregion.	0
"The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls, including sexual and gender based violence and killing and maiming, in armed conflict and post-conflict situations and urges the complete cessation by all parties of such acts with immediate effect.	1
Misinformation compounded identity-based discrimination and stigmatization, and triggered violence among and within communities.	0
Lootable resources, in particular, which can be accessed directly by militant cadres (rather than through their chain of command), can prolong conflict by creating discipline problems that make it difficult for leaders to impose a settlement on followers.	0
(b) Free access to all places and establishments relevant to the work of the Commission;	0
34. The Government of Nepal has made some progress towards meeting its CPA obligations to provide for the rehabilitation of children formerly associated with armed forces and groups.	0
During that period, both the threat from Al-Qaida, the Taliban and their associates and the Security Council sanctions regime directed against it have changed considerably.	1
Wilful killing of a detained combatant amounts to a war crime.	0
69. The Group did examine the landing of an AN-124 aircraft carrying a 392-ton cargo from Belarus on 16 October 2004, just prior to the embargo. This flight continued to Lomé, Togo and was linked to the Darkwood company (see case study one below).	0
In addition, the Council reaffirms its call for broader gender mainstreaming in all peacekeeping operations, and welcomes United Nations peacekeeping operations policies to promote and protect the rights of women and to take into account a gender perspective as set out in resolution 1325 (2000).	0
"The Security Council recalls the obligations of all States to ensure respect for international humanitarian law, including the four Geneva conventions, and once again emphasises the responsibility of States to comply with their obligations to end impunity and to prosecute those responsible for war crimes, genocide, crimes against humanity or other serious violations of international humanitarian law.	0
I have the honour to inform you that, as President of the Security Council for the month of August, the United Kingdom has scheduled a briefing on 19 August to mark World Humanitarian Day. The briefing will focus on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict.	0
While most Ivorian stakeholders, including President Gbagbo and Prime Minister Soro, provided positive feedback on the mobile courts operations, the opposition party Rassemblement des républicains complained that many Ivorians had not been able to access the mobile courts, in particular in the west owing to the presence of militias, even if those were dormant.	1
To that end, one of the instruments at the disposal of Member States is the United Nations Register of Conventional Arms. It includes data provided by States on international arms transfers as well as information on military holdings, procurement through national production and relevant policies.	0
General Moges concluded his presentation by warning that, with the arrival of the dry season, the risk of renewed hostilities increased, and for that reason UNISFA had increased its patrols, but stressed that without dialogue it would not be possible to prevent the situation from deteriorating at some point.	1
8. Underlines the importance of safe and unimpeded access of humanitarian personnel to civilians in armed conflicts, calls upon all parties concerned, including neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to bring to its attention information regarding the deliberate denial of such access in violation of international law, where such denial may constitute a threat to international peace and security, and, in this regard, expresses its willingness to consider such information and, when necessary, to adopt appropriate steps;	0
The petitioners then passed through the cleared path escorted by two of the UIR vehicles. Near the market area the petitioners were subjected to gunfire. The fire came from both UIR officers travelling in the escort vehicles and members of the crowd. One civilian was killed by a weapon fired at long range. Eight civilians suffered firearm injuries. Two police officers and two civilians suffered other serious injuries.	0
The Committee will therefore forward the recommendations to the Counter-Terrorism Committee established pursuant to resolution 1373 (2001).	0
Despite indications of the strengthening of the internal disciplinary mechanisms of the national police, progress was slow in bringing members of the security services responsible for violations to justice through the courts.	0
However, the Commission did not find any evidence that these were sufficiently widespread or systematic as to constitute a crime against humanity.	0
Finally, Afghan leadership is urgently needed to tackle narcotics.	1
Not every State has a stand-alone counter-terrorism strategy, but all have developed a range of counter-terrorism policies and practices, and established a national agency or centre, with a legislative mandate to guide it in its work, to manage counter-terrorism measures.	0
We are concerned that the security situation remains problematic.	1
Noncompliance with obligations under the Charter should have consequences for any Member State, and the Sudan should be no exception.	1
Its unwillingness to enforce the rule of law and to ensure respect for the sovereignty and territorial integrity of a United Nations Member State has compromised its credibility as well as its legal and moral authority.	1
The Mitsubishi Canter van, which was used as the bomb carrier, entered Lebanon from the Syrian Arab Republic through the Bekaa border and a military "hot lane" on 21 January 2005 at 1320 hours. It was driven by a Syrian colonel from the tenth army division.	0
Nevertheless, the situation continues to be one of concern given the long border separating our two countries, over which it is difficult to exercise control.	1
642. The conclusion that no genocidal policy has been pursued and implemented in Darfur by the Government authorities, directly or through the militias under their control, should not be taken as in any way detracting from the gravity of the crimes perpetrated in that region.	1
"The Security Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international human rights, refugee and humanitarian law.	0
In a region that is as complex as it is vital for the maintenance of international peace and security, the authorities encounter major difficulties and limitations in their response to the demands and expectations of a population eager for reforms.	1
(a) Substantial numbers of children were recruited by the Maoist army just before the signing of the Comprehensive Peace Agreement.	0
The Team recognizes that there are national and international laws that limit the exchange of information between States, but international cooperation is essential for the effective implementation of the assets freeze.	0
More efforts by the Government of Haiti and international humanitarian organizations must be put into preventive activities, such as providing sanitation and clean water.	1
That is unacceptable and must be categorically condemned, particularly by the Security Council, using the means that it has at its disposal.	1
12. Recalls its decision in resolution 2161 (2014) that all States shall ensure that no funds, financial assets or economic resources are made available, directly or indirectly for the benefit of ISIL, ANF, or any other individuals, groups, undertakings and entities associated with Al-Qaida, by their nationals or by persons within their territory, and reaffirms its decision in resolution 1373 (2001) that all States shall prohibit their nationals or any persons and entities within their territories from making any funds, financial assets or economic resources or financial or other related services available, directly or indirectly, for the benefit of persons who commit or attempt to commit or facilitate or participate in the commission of terrorist acts, or for the benefit of entities owned or controlled, directly or indirectly, by such persons and of persons and entities acting on behalf of or at the direction of such persons;	1
As was underlined in those briefings, Eritrea's decision to restrict all types of helicopter flights by UNMEE within Eritrean air space severely inhibits the Mission's capacity to implement its monitoring mandate, as requested by the parties in the Agreement on Cessation of Hostilities of 18 June 2000, and authorized by the Security Council in its resolutions 1312 (2000) and 1320 (2000).	1
Viet Nam is deeply concerned at the alarming deterioration of the security and humanitarian situation in the eastern part of the Democratic Republic of the Congo.	1
One notable recent case was Mali, where the Council did not act on a request from the Secretary-General to create a panel of experts to investigate the identity and activities of those involved in transnational and organized crime in Mali and the subregion, with the possibility of imposing punitive, targeted sanctions.	1
In addition, fears of minority properties being occupied also rose, with reports from a Croatian community in Vitina municipality and Roma living in Gnjilane town that Kosovo Albanians had been checking empty houses and, in some cases, intimidating community members.	1
Underscoring the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) of 8 September 2006 and the creation of the Counter-Terrorism Implementation Task Force (CTITF) to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system,	0
We were blocked from even condemning the violence and endorsing a peaceful plan developed by Syria's own neighbours.	1
Starvation and other inhumane conditions of detention are deliberately imposed on suspects to increase the pressure on them to confess and to incriminate other persons.	0
Reaffirming that terrorism in all forms and manifestations constitutes one of the most serious threats to international peace and security and that any acts of terrorism are criminal and unjustifiable regardless of their motivations, whenever and by whomsoever committed,	1
11. Working Group 3 of the Contact Group on Piracy off the Coast of Somalia submitted interim guidelines on measures relating to the welfare of seafarers and their families affected by piracy off the coast of Somalia to IMO so that they could be used as a reference framework in dealing with the welfare of seafarers affected by piracy in other parts of the world.	0
- terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security;	1
- it has become easier, in an increasingly globalized world, for terrorists to exploit sophisticated technology, communications and resources for their criminal objectives;	1
46. The Mission continued to coordinate support for the implementation of the national strategy on sexual and gender-based violence, under which five programmes in the areas of prevention and protection, combating impunity, multisectoral assistance, security sector reform, and data and mapping are being implemented in Ituri district and South Kivu.	0
I say again today what I said on 31 January (see S/PV.6710). It is unacceptable for the Council to be prevented from assuming its responsibilities.	1
The electoral campaign, which had just begun, was governed by the Electoral Law and Regulations from the Joint Electoral Management Body and monitored by international observers.	0
All delegations agreed that the main threat in the region comes from Jemaah Islamiyah (QE.J.92.02.), the Abu Sayyaf Group (QE.A.1.01.) and a newer arrival, the Rajah Solaiman Movement (non-listed), which works in close accord with the Abu Sayyaf Group*.	1
Above all, our concerns were related to the Pristina authorities' insistence on somehow implementing the so-called strategy for northern Kosovo in brazen breach of resolution 1244 (1999), which remains the main international legal platform for a Kosovo settlement.	1
Many interlocutors claimed that some neighbouring countries played a destabilizing role.	1
However, international human rights mechanisms have raised a number of concerns over violations allegedly committed by law enforcement and intelligence bodies in the course of investigations and interrogation.	1
The Council demands an immediate end to all attacks by the LRA and urges the LRA to release all those abducted, disarm and demobilise.	1
107. On 24 July 2005, this agreement was breached because FACI prepared its Mi-24P for military operations in response to an alleged attack on Anyama.	1
Despite the great deal of evidence to back this up, at no time has the Government of the United States manifested its intention to prosecute Luis Posada Carriles for his terrorist activities.	1
The situation in Syria is a source of deep and growing concern for the United Nations.	1
6. The decline of Al-Qaida is in part a result of the unflagging international campaign to restrict its influence and in part a result of its own making.	0
It is also indisputable that, as an occupying Power, Armenia bears direct responsibility for the commission of those offences.	1
The report states a number of instances, particularly in the security sector, which are cause of great concern.	1
Some States' definitions of terrorism seem to be ambiguous or too broad and should be aligned with international norms.	1
For the first time since the beginning of the crisis in 2012, two humanitarian workers were killed on 29 May in the Timbuktu region when their car hit a remote-controlled improvised explosive device. Two international non-governmental organizations' vehicles were carjacked on 8 and 9 November near Ménaka (Gao region).	0
2. Regrettably, since my previous submission to the Council, there has been only limited progress towards implementing the provisions of the Pretoria Agreement on the Peace Process in Côte d'Ivoire (S/2005/270, annex I) of 6 April 2005, and the significant gap between the positions of the parties has widened.	1
The MDC candidate has little or no access to the Zimbabwean media; he is barred from freely campaigning; and it was reported that campaign buses and vehicles were seized by the State, allegedly for unlawful registration.	1
"The Security Council considers sanctions an important tool in countering terrorism, and underlines the importance of prompt and effective implementation of the relevant resolutions, in particular, Security Council resolution 1267 (1999) and 1989 (2011) as key instrument in the fight against terrorism.	1
These cells are emerging as the main threat posed by Al-Qaida terrorism today.	0
5. As the Maoists prepared to move their forces into cantonment, they engaged in a recruitment campaign that peaked in November 2006.	0
The breakaway group of parliamentarians has rejected the Garowe process and has passed a motion bringing forward the presidential elections from July to 30 April this year.	1
Equally of concern is the information regarding the increase in tension between the Government parties and the opposition in the framework of questions that are decisive to the future of Kosovo, as well as the persistence of elements that are prepared to resort to violence.	1
4. While both the Comprehensive Peace Agreement and the Agreement for Monitoring the Management of Arms and Armies contained provisions for disbanding the militia linked to the Maoist army, neither presented detailed plans in this regard.	0
In this regard, the Council condemns in the strongest terms ongoing threats and intimidation against UNMIS elements.	1
Call on States and regional and subregional organizations to provide technical assistance for local police, judiciary and penitentiaries (e.g., mentoring, legislative drafting).	1
The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and Associated Individuals and Entities on 22 February 2011 in accordance with Security Council resolution 1904 (2009), and is currently being considered by the Committee.	0
Improvements require the enforcement of laws -- notably the law on the elimination of violence against women -- that criminalize and penalize violence and harmful practices against women and girls.	1
